
[00:00:00.000 --> 00:00:02.500]  我記得在年初的時候
[00:02:15.000 --> 00:02:18.000]  惡者管轄的世界裡面
[00:02:18.000 --> 00:02:21.000]  但是神在惡者之上
[00:02:21.000 --> 00:02:22.000]  看你怎麼看
[00:02:22.000 --> 00:02:25.000]  當你看我們只活在世上
[00:02:25.000 --> 00:02:27.000]  卻是惡者手下
[00:02:27.000 --> 00:02:29.000]  當你是屬神的時候
[00:02:29.000 --> 00:02:31.000]  你的信心已經越過
[00:02:31.000 --> 00:02:35.000]  惡者所控制的權勢之下
[00:02:35.000 --> 00:02:39.000]  你已經在神的保護之下
[00:02:39.000 --> 00:02:41.000]  那各位有沒有注意
[00:02:41.000 --> 00:02:43.000]  今天我們讀的經文
[00:02:43.000 --> 00:02:44.000]  宣昭經文
[00:02:44.000 --> 00:02:46.000]  十篇九十一篇
[00:02:46.000 --> 00:02:48.000]  第一節說什麼
[00:02:48.000 --> 00:02:55.000]  住在至高者隱秘處的
[00:02:55.000 --> 00:02:58.000]  住在至高者隱秘處的
[00:02:58.000 --> 00:03:01.000]  那神的隱秘處的地方
[00:03:01.000 --> 00:03:02.000]  下面一句說
[00:03:02.000 --> 00:03:05.000]  必住在什麼
[00:03:05.000 --> 00:03:10.000]  全能者的手下
[00:03:10.000 --> 00:03:12.000]  這是一個相對的話語
[00:03:12.000 --> 00:03:14.000]  至高者隱秘處
[00:03:14.000 --> 00:03:17.000]  另外一句話是相對
[00:03:17.000 --> 00:03:20.000]  這至高者是如何來顯明
[00:03:20.000 --> 00:03:21.000]  他的大能的
[00:03:21.000 --> 00:03:24.000]  他住在全能者的陰下
[00:03:24.000 --> 00:03:25.000]  陰下是什麼
[00:03:25.000 --> 00:03:30.000]  就他的保護下面
[00:03:30.000 --> 00:03:33.000]  我在六月發生這個車禍
[00:03:33.000 --> 00:03:35.000]  我不能詳細講
[00:03:35.000 --> 00:03:39.000]  講的話一個小時都講不完
[00:03:39.000 --> 00:03:41.000]  我從一個胡同出來
[00:03:41.000 --> 00:03:43.000]  一個巷子出來
[00:03:43.000 --> 00:03:45.000]  那我開車所以很小心
[00:03:45.000 --> 00:03:47.000]  我不是因為開車不小心
[00:03:47.000 --> 00:03:49.000]  我保險就要買很高
[00:03:49.000 --> 00:03:50.000]  我們中國人我們都說
[00:03:50.000 --> 00:03:54.000]  我們保險買越少越好
[00:03:54.000 --> 00:03:56.000]  反正我們是謹慎行事
[00:03:56.000 --> 00:03:57.000]  對吧
[00:03:57.000 --> 00:03:58.000]  假如你是橫衝直撞
[00:03:58.000 --> 00:04:00.000]  你當然多買一點保險
[00:04:00.000 --> 00:04:02.000]  何必買那麼多保險
[00:04:02.000 --> 00:04:03.000]  買少一點
[00:04:03.000 --> 00:04:05.000]  反正我開車很小心
[00:04:05.000 --> 00:04:07.000]  說老師我是有超速
[00:04:07.000 --> 00:04:10.000]  可是三十多年的開車
[00:04:10.000 --> 00:04:13.000]  我只拿過一張ticket
[00:04:13.000 --> 00:04:15.000]  這ticket是怎麼拿的
[00:04:15.000 --> 00:04:16.000]  十多年前
[00:04:16.000 --> 00:04:20.000]  我去yosemite走120公路的時候
[00:04:20.000 --> 00:04:23.000]  120公路沒車嘛
[00:04:23.000 --> 00:04:24.000]  兩線道
[00:04:24.000 --> 00:04:28.000]  那我想這highway應該是55
[00:04:28.000 --> 00:04:29.000]  對吧
[00:04:29.000 --> 00:04:31.000]  那我想55我開60
[00:04:31.000 --> 00:04:32.000]  不會抓吧
[00:04:32.000 --> 00:04:34.000]  多五個門
[00:04:34.000 --> 00:04:38.000]  沒想到迎面來是一個警察
[00:04:38.000 --> 00:04:39.000]  CHP
[00:04:39.000 --> 00:04:42.000]  我想我60應該很放心
[00:04:42.000 --> 00:04:46.000]  我還對看了一下
[00:04:46.000 --> 00:04:47.000]  我在看鏡子
[00:04:47.000 --> 00:04:49.000]  過一兩分不到幾秒鐘
[00:04:49.000 --> 00:04:52.000]  我看他轉過來開始閃燈了
[00:04:52.000 --> 00:04:55.000]  我說在這60的公路上
[00:04:55.000 --> 00:04:57.000]  55的公路上我開60
[00:04:57.000 --> 00:04:59.000]  他來抓我什麼
[00:04:59.000 --> 00:05:01.000]  他追上我之後
[00:05:01.000 --> 00:05:03.000]  這個你知道你開多快
[00:05:03.000 --> 00:05:05.000]  我說55 60
[00:05:05.000 --> 00:05:06.000]  他說你超速
[00:05:06.000 --> 00:05:07.000]  已經超速了
[00:05:07.000 --> 00:05:09.000]  我說怎麼超速啊
[00:05:09.000 --> 00:05:12.000]  他說這是45號的公路
[00:05:12.000 --> 00:05:14.000]  所以以後你們去yosemite
[00:05:14.000 --> 00:05:16.000]  不要以為那個是55
[00:05:16.000 --> 00:05:17.000]  除非現在改了
[00:05:17.000 --> 00:05:18.000]  OK
[00:05:18.000 --> 00:05:20.000]  我記得120公路
[00:05:20.000 --> 00:05:23.000]  除非現在改了
[00:05:23.000 --> 00:05:25.000]  所以我也學到一點
[00:05:25.000 --> 00:05:26.000]  十幾年前
[00:05:26.000 --> 00:05:28.000]  那CHP不但前面有個雷達
[00:05:28.000 --> 00:05:30.000]  後面也有一個雷達
[00:05:30.000 --> 00:05:32.000]  我以為我這樣過去
[00:05:32.000 --> 00:05:34.000]  他絕對沒事
[00:05:34.000 --> 00:05:36.000]  我說你怎麼知道我
[00:05:36.000 --> 00:05:37.000]  他說我後面有雷達
[00:05:37.000 --> 00:05:40.000]  你看我這後面是一個小小的一個牆
[00:05:40.000 --> 00:05:42.000]  那個掛在後面
[00:05:42.000 --> 00:05:44.000]  那我還跟他理論
[00:05:44.000 --> 00:05:45.000]  我說你有沒有
[00:05:45.000 --> 00:05:48.000]  最近有沒有calibrate過
[00:05:48.000 --> 00:05:50.000]  因為他可能會錯
[00:05:50.000 --> 00:05:53.000]  我們在UC什麼時候
[00:05:53.000 --> 00:05:55.000]  我不能跟他去爭
[00:05:55.000 --> 00:05:57.000]  那你好
[00:05:57.000 --> 00:05:59.000]  有一點離題
[00:05:59.000 --> 00:06:02.000]  所以我小心開車出來之後
[00:06:02.000 --> 00:06:05.000]  後來我聽到到路口的時候
[00:06:05.000 --> 00:06:07.000]  我看到有一個人坐在那裡
[00:06:07.000 --> 00:06:09.000]  大聲在喊
[00:06:09.000 --> 00:06:11.000]  破口大罵
[00:06:11.000 --> 00:06:14.000]  幾乎就是你撞到他了
[00:06:14.000 --> 00:06:17.000]  他才會坐在地上破口大罵
[00:06:17.000 --> 00:06:18.000]  那我出去看
[00:06:18.000 --> 00:06:19.000]  我說還好嗎
[00:06:19.000 --> 00:06:21.000]  他也不說好不說不好
[00:06:21.000 --> 00:06:22.000]  他就破口大罵
[00:06:22.000 --> 00:06:26.000]  祖宗三代什麼全部都叫出來
[00:06:26.000 --> 00:06:29.000]  那後來叫救護車什麼
[00:06:29.000 --> 00:06:32.000]  救護車來看也沒什麼
[00:06:32.000 --> 00:06:33.000]  走了
[00:06:33.000 --> 00:06:36.000]  警察來的時候也是拿一些紀錄
[00:06:36.000 --> 00:06:37.000]  也就走
[00:06:37.000 --> 00:06:39.000]  我想沒什麼事
[00:06:39.000 --> 00:06:42.000]  回去
[00:06:42.000 --> 00:06:44.000]  隔半年一年
[00:06:44.000 --> 00:06:47.000]  這案子一直都沒有解
[00:06:47.000 --> 00:06:49.000]  快到兩年的時候
[00:06:49.000 --> 00:06:51.000]  法院來一個通知了
[00:06:51.000 --> 00:06:52.000]  我本來還以為沒有解
[00:06:52.000 --> 00:06:54.000]  大概對方忘記了
[00:06:54.000 --> 00:06:55.000]  或是怎麼樣
[00:06:55.000 --> 00:06:58.000]  我也很天真
[00:06:58.000 --> 00:06:59.000]  我只是說
[00:06:59.000 --> 00:07:01.000]  我們在教會裡面
[00:07:01.000 --> 00:07:03.000]  我們都是很單純的
[00:07:03.000 --> 00:07:05.000]  在社會的時候
[00:07:05.000 --> 00:07:08.000]  形形色色的人都會有
[00:07:08.000 --> 00:07:11.000]  那我在美國已經居住三十幾年
[00:07:11.000 --> 00:07:14.000]  只要嚴格說我見到的場面
[00:07:14.000 --> 00:07:17.000]  不敢說少
[00:07:17.000 --> 00:07:19.000]  也不敢說多
[00:07:19.000 --> 00:07:22.000]  起碼有三十幾年經驗
[00:07:22.000 --> 00:07:25.000]  那我每隔一陣我就上網
[00:07:25.000 --> 00:07:27.000]  去看我的account
[00:07:27.000 --> 00:07:29.000]  這case還是open
[00:07:29.000 --> 00:07:31.000]  沒想到快到兩年的時候
[00:07:31.000 --> 00:07:33.000]  法院來一個通知
[00:07:33.000 --> 00:07:35.000]  法院來一個通知說
[00:07:35.000 --> 00:07:37.000]  你當時的車禍
[00:07:37.000 --> 00:07:40.000]  你那個律師很會寫
[00:07:40.000 --> 00:07:43.000]  他寫你開車recklessly
[00:07:43.000 --> 00:07:46.000]  那就很莽撞的
[00:07:46.000 --> 00:07:48.000]  從巷子這樣出來
[00:07:48.000 --> 00:07:52.000]  就創造醫藥費多少萬
[00:07:52.000 --> 00:07:55.000]  以後將來的醫藥費多少萬
[00:07:55.000 --> 00:07:57.000]  表示說再過十年
[00:07:57.000 --> 00:07:58.000]  這個人要醫什麼東西
[00:07:58.000 --> 00:08:00.000]  都在這個費用裡面
[00:08:00.000 --> 00:08:03.000]  然後他已經失業了
[00:08:03.000 --> 00:08:04.000]  沒工作
[00:08:04.000 --> 00:08:06.000]  目前已經損失多少錢
[00:08:06.000 --> 00:08:07.000]  再過多少年
[00:08:07.000 --> 00:08:09.000]  他損失多少
[00:08:09.000 --> 00:08:10.000]  這加下來之後
[00:08:10.000 --> 00:08:12.000]  你一看你傻了
[00:08:12.000 --> 00:08:14.000]  你說我整個退休金給他
[00:08:14.000 --> 00:08:16.000]  我一輩子做事
[00:08:16.000 --> 00:08:17.000]  就是為了他
[00:08:17.000 --> 00:08:18.000]  我來到這身上
[00:08:18.000 --> 00:08:21.000]  我只有做事
[00:08:21.000 --> 00:08:23.000]  在這樣的情形
[00:08:23.000 --> 00:08:29.000]  你說怎麼辦
[00:08:29.000 --> 00:08:33.000]  所以在這樣的情形下
[00:08:33.000 --> 00:08:36.000]  當然我沒有保險公司
[00:08:36.000 --> 00:08:38.000]  我保險公司第一句問我
[00:08:38.000 --> 00:08:42.000]  你還有沒有其他的保險
[00:08:42.000 --> 00:08:44.000]  因為你有其他的保險
[00:08:44.000 --> 00:08:45.000]  保險公司的律師
[00:08:45.000 --> 00:08:48.000]  就會跟另外一個律師合作
[00:08:48.000 --> 00:08:50.000]  來處理這個
[00:08:50.000 --> 00:08:52.000]  我說沒有
[00:08:52.000 --> 00:08:59.000]  心中很多重擔
[00:08:59.000 --> 00:09:03.000]  那事情就慢慢
[00:09:03.000 --> 00:09:06.000]  一天過一天
[00:09:06.000 --> 00:09:08.000]  去旅遊
[00:09:08.000 --> 00:09:10.000]  心中想起來
[00:09:10.000 --> 00:09:14.000]  心中總是不愉快
[00:09:14.000 --> 00:09:17.000]  到了去年四月份的時候
[00:09:17.000 --> 00:09:19.000]  要庭外和解
[00:09:19.000 --> 00:09:20.000]  對方律師
[00:09:20.000 --> 00:09:22.000]  我們的律師
[00:09:22.000 --> 00:09:24.000]  以法律的程序
[00:09:24.000 --> 00:09:29.000]  口供 發誓等等
[00:09:29.000 --> 00:09:34.000]  我看對方控告我了
[00:09:34.000 --> 00:09:36.000]  因為我看他手紅紅的
[00:09:36.000 --> 00:09:37.000]  因為他說
[00:09:37.000 --> 00:09:38.000]  他騎單車的時候
[00:09:38.000 --> 00:09:39.000]  跌倒的時候
[00:09:39.000 --> 00:09:40.000]  手碰地
[00:09:40.000 --> 00:09:42.000]  所以一碰地的時候
[00:09:42.000 --> 00:09:43.000]  這個筋就受傷了
[00:09:43.000 --> 00:09:46.000]  受傷他就不能工作了
[00:09:46.000 --> 00:09:49.000]  他原來是修電腦的
[00:09:49.000 --> 00:09:53.000]  所以要抓screwdriver
[00:09:53.000 --> 00:09:55.000]  他就沒有力抓
[00:09:55.000 --> 00:09:58.000]  什麼話都來
[00:09:58.000 --> 00:10:01.000]  我律師也在講話當中
[00:10:01.000 --> 00:10:03.000]  請他簽個字
[00:10:03.000 --> 00:10:05.000]  他也蠻機靈的
[00:10:05.000 --> 00:10:07.000]  不能用右手
[00:10:07.000 --> 00:10:08.000]  他就用左手
[00:10:08.000 --> 00:10:09.000]  我說這下真了
[00:10:09.000 --> 00:10:11.000]  這是不假的
[00:10:11.000 --> 00:10:13.000]  那我更慌了
[00:10:13.000 --> 00:10:16.000]  我說沒有辦法
[00:10:16.000 --> 00:10:17.000]  被他逮到了
[00:10:17.000 --> 00:10:19.000]  我也就被他逮到了
[00:10:19.000 --> 00:10:21.000]  沒辦法
[00:10:21.000 --> 00:10:24.000]  誰叫我不多買保險
[00:10:24.000 --> 00:10:26.000]  完了之後
[00:10:26.000 --> 00:10:27.000]  律師說
[00:10:27.000 --> 00:10:28.000]  當時你講話應該說
[00:10:28.000 --> 00:10:30.000]  他從人性道過來
[00:10:30.000 --> 00:10:32.000]  我說我根本都不曉得
[00:10:32.000 --> 00:10:34.000]  人性道是哪裡過來
[00:10:34.000 --> 00:10:35.000]  police report
[00:10:35.000 --> 00:10:38.000]  他是反方向騎單車
[00:10:38.000 --> 00:10:39.000]  轉過來
[00:10:39.000 --> 00:10:40.000]  我根本沒看到
[00:10:40.000 --> 00:10:41.000]  我也不能說
[00:10:41.000 --> 00:10:43.000]  他一定是人性道
[00:10:43.000 --> 00:10:45.000]  所以車禍的時候
[00:10:45.000 --> 00:10:46.000]  講實話
[00:10:46.000 --> 00:10:49.000]  你絕對不會有漏洞
[00:10:49.000 --> 00:10:50.000]  當你不講實話的時候
[00:10:50.000 --> 00:10:52.000]  律師這個方向
[00:10:52.000 --> 00:10:53.000]  那個方向問了
[00:10:53.000 --> 00:10:55.000]  漏洞就會出來
[00:10:55.000 --> 00:10:58.000]  這是我另外一個學習
[00:10:58.000 --> 00:11:01.000]  所以這個禮拜一開始
[00:11:01.000 --> 00:11:05.000]  法庭的日期就定了
[00:11:05.000 --> 00:11:07.000]  我禮拜一到禮拜四
[00:11:07.000 --> 00:11:10.000]  我每天都坐在法庭裡面
[00:11:10.000 --> 00:11:13.000]  你們也當過jury
[00:11:13.000 --> 00:11:15.000]  只要我一句話都不需要講
[00:11:15.000 --> 00:11:17.000]  中間有叫我上去
[00:11:17.000 --> 00:11:19.000]  前後也不過15分鐘
[00:11:19.000 --> 00:11:20.000]  我到禮拜四
[00:11:20.000 --> 00:11:21.000]  只要你們來禱告會
[00:11:21.000 --> 00:11:25.000]  我沒有聲音了
[00:11:25.000 --> 00:11:28.000]  有人以為我生病感冒
[00:11:28.000 --> 00:11:30.000]  其實我坐在那邊
[00:11:30.000 --> 00:11:32.000]  今天有一句話
[00:11:32.000 --> 00:11:33.000]  第三節
[00:11:33.000 --> 00:11:35.000]  就像捕鳥
[00:11:35.000 --> 00:11:39.000]  鳥在捕鳥人的網羅裡面
[00:11:39.000 --> 00:11:40.000]  我深深體會
[00:11:40.000 --> 00:11:43.000]  我就像被人捕住了
[00:11:43.000 --> 00:11:44.000]  逮到了
[00:11:44.000 --> 00:11:45.000]  我坐在那邊
[00:11:45.000 --> 00:11:46.000]  那個是控告的
[00:11:46.000 --> 00:11:49.000]  我是被告的
[00:11:49.000 --> 00:11:50.000]  只要你去坐那個位置
[00:11:50.000 --> 00:11:53.000]  你會完全體會聖經的話
[00:11:53.000 --> 00:11:56.000]  鳥被捕到之後
[00:11:56.000 --> 00:11:57.000]  你說他飛得了嗎
[00:11:57.000 --> 00:11:59.000]  網子把你摟住了
[00:11:59.000 --> 00:12:00.000]  我抓過鳥
[00:12:00.000 --> 00:12:05.000]  我家後院的那個果樹有你
[00:12:05.000 --> 00:12:06.000]  確實這樣
[00:12:06.000 --> 00:12:07.000]  可是第一節說
[00:12:07.000 --> 00:12:09.000]  住在至高隱秘者
[00:12:09.000 --> 00:12:11.000]  必住在那全能者的印象
[00:12:11.000 --> 00:12:14.000]  我還是沒有聲音
[00:12:14.000 --> 00:12:16.000]  所以禮拜四晚上
[00:12:16.000 --> 00:12:18.000]  禱告會我分享
[00:12:18.000 --> 00:12:21.000]  為什麼禮拜四禱告會我可以分享
[00:12:21.000 --> 00:12:24.000]  禮拜四剛好
[00:12:24.000 --> 00:12:26.000]  所有的程序完畢
[00:12:26.000 --> 00:12:30.000]  到四點半完畢
[00:12:30.000 --> 00:12:34.000]  然後禮拜五就要開始
[00:12:34.000 --> 00:12:38.000]  他們要去終結
[00:12:38.000 --> 00:12:40.000]  假如禮拜四沒有完畢
[00:12:40.000 --> 00:12:43.000]  我禱告會我也不能分享
[00:12:43.000 --> 00:12:45.000]  我不敢分享
[00:12:45.000 --> 00:12:47.000]  而且剛開始的時候
[00:12:47.000 --> 00:12:49.000]  法官都已經講好了
[00:12:49.000 --> 00:12:52.000]  我禮拜四我有appointment
[00:12:52.000 --> 00:12:55.000]  所以這個案件可能到下個禮拜一
[00:12:55.000 --> 00:12:57.000]  或是禮拜二
[00:12:57.000 --> 00:12:58.000]  他都已經講清楚
[00:12:58.000 --> 00:13:01.000]  給這些陪審員知道
[00:13:01.000 --> 00:13:04.000]  這個案會到下個禮拜一或是禮拜二
[00:13:04.000 --> 00:13:06.000]  因為到禮拜二
[00:13:06.000 --> 00:13:08.000]  你們說下個禮拜我vacation
[00:13:08.000 --> 00:13:09.000]  你就可以離席
[00:13:09.000 --> 00:13:10.000]  你就可以不要這樣
[00:13:10.000 --> 00:13:14.000]  所以他都早已經說這個要多久
[00:13:14.000 --> 00:13:16.000]  那我想為什麼要
[00:13:16.000 --> 00:13:18.000]  假如禮拜四不行
[00:13:18.000 --> 00:13:20.000]  到禮拜一二
[00:13:20.000 --> 00:13:22.000]  禮拜三應該可以結束吧
[00:13:22.000 --> 00:13:23.000]  可是沒想到
[00:13:23.000 --> 00:13:27.000]  他找這個證人那個證人
[00:13:27.000 --> 00:13:30.000]  那這中間我也體會到
[00:13:30.000 --> 00:13:35.000]  我在觀察神應該有什麼作為
[00:13:35.000 --> 00:13:37.000]  很奇妙
[00:13:37.000 --> 00:13:40.000]  這法官有另外一個案件
[00:13:40.000 --> 00:13:43.000]  是一個刑事案
[00:13:43.000 --> 00:13:45.000]  那刑事案是hung jury
[00:13:45.000 --> 00:13:47.000]  就是說沒有辦法
[00:13:47.000 --> 00:13:50.000]  這個陪審員沒有辦法定案
[00:13:50.000 --> 00:13:54.000]  所以隔一天他們要回來又要怎麼樣
[00:13:54.000 --> 00:13:56.000]  那換句話說我們這個叫暫停
[00:13:56.000 --> 00:13:58.000]  那這一暫停暫停
[00:13:58.000 --> 00:14:01.000]  這時間就在那裡
[00:14:01.000 --> 00:14:03.000]  很奇妙的
[00:14:03.000 --> 00:14:06.000]  一暫停就半個小時一個小時
[00:14:06.000 --> 00:14:08.000]  就這樣轉動
[00:14:08.000 --> 00:14:10.000]  有時候我也看到
[00:14:10.000 --> 00:14:11.000]  一暫停之後
[00:14:11.000 --> 00:14:13.000]  我的律師要上去講的時候
[00:14:13.000 --> 00:14:15.000]  是一個下午才開始
[00:14:15.000 --> 00:14:17.000]  不是早上十一點半
[00:14:17.000 --> 00:14:18.000]  那早上十一點半
[00:14:18.000 --> 00:14:20.000]  大家聽多了就頭昏腦脹
[00:14:20.000 --> 00:14:22.000]  那下午四點半
[00:14:22.000 --> 00:14:24.000]  那個時候也大家急著要回去
[00:14:24.000 --> 00:14:25.000]  不想多聽
[00:14:25.000 --> 00:14:28.000]  很多時候就是一點鐘開始
[00:14:28.000 --> 00:14:34.000]  有幾次都去break之後回來再開始
[00:14:34.000 --> 00:14:38.000]  但是最後有一點
[00:14:38.000 --> 00:14:42.000]  要放這個錄像帶的時候
[00:14:42.000 --> 00:14:44.000]  我的公司去找到他
[00:14:44.000 --> 00:14:46.000]  他說手痛是怎麼樣
[00:14:46.000 --> 00:14:54.000]  看到這個人去滑那個board padding
[00:14:54.000 --> 00:14:57.000]  就站在一個板子上
[00:14:57.000 --> 00:15:00.000]  這滑就是要用力的
[00:15:00.000 --> 00:15:01.000]  你不能用螺絲刀
[00:15:01.000 --> 00:15:03.000]  可是你會滑的話
[00:15:03.000 --> 00:15:06.000]  你有問題的
[00:15:06.000 --> 00:15:07.000]  可是他的律師說
[00:15:07.000 --> 00:15:11.000]  我是開過刀之後他可以滑
[00:15:11.000 --> 00:15:13.000]  他也找醫生來
[00:15:13.000 --> 00:15:15.000]  這裡面有很多
[00:15:15.000 --> 00:15:20.000]  我發現律師可以把黑的說成白的
[00:15:20.000 --> 00:15:23.000]  所以一個好的律師
[00:15:23.000 --> 00:15:25.000]  真的是一個好的律師
[00:15:25.000 --> 00:15:26.000]  所以我體會到
[00:15:26.000 --> 00:15:30.000]  聖經說神是公義的神
[00:15:30.000 --> 00:15:33.000]  美國的制度跟中國不一樣
[00:15:33.000 --> 00:15:37.000]  美國是陪審團判決
[00:15:37.000 --> 00:15:41.000]  中國是審判長判決
[00:15:41.000 --> 00:15:43.000]  跟英國一樣
[00:15:43.000 --> 00:15:46.000]  審判長法官說什麼就是定案
[00:15:46.000 --> 00:15:48.000]  美國是十二個人坐在那裡
[00:15:48.000 --> 00:15:50.000]  聽你一個禮拜兩個禮拜
[00:15:50.000 --> 00:15:52.000]  或是一天兩天
[00:15:52.000 --> 00:15:56.000]  或是一個半月
[00:15:56.000 --> 00:15:58.000]  聽完之後你要分析
[00:15:58.000 --> 00:16:01.000]  那我天天就在看這個陪審團
[00:16:01.000 --> 00:16:02.000]  十二個人
[00:16:02.000 --> 00:16:04.000]  八個婦女
[00:16:04.000 --> 00:16:07.000]  四個男士
[00:16:07.000 --> 00:16:10.000]  那這律師動不動
[00:16:10.000 --> 00:16:12.000]  因為他說他是從人形到
[00:16:12.000 --> 00:16:14.000]  所以律師動不動說
[00:16:14.000 --> 00:16:19.000]  Sacramento是對騎單車的人
[00:16:19.000 --> 00:16:21.000]  是一個友好的城市
[00:16:21.000 --> 00:16:24.000]  是和平共存的城市
[00:16:24.000 --> 00:16:28.000]  那講的騎單車跟在這個地區
[00:16:28.000 --> 00:16:31.000]  是一個很司空見慣的事
[00:16:31.000 --> 00:16:34.000]  人形到多少時候
[00:16:34.000 --> 00:16:38.000]  媽媽推孩童的Stroller這樣經過
[00:16:38.000 --> 00:16:43.000]  我說這下八個婦女個個都生過孩子的話
[00:16:43.000 --> 00:16:46.000]  他說有孩子這樣推過來
[00:16:46.000 --> 00:16:51.000]  一被創始才一兩個月一兩歲
[00:16:51.000 --> 00:16:56.000]  我發現陪審團你要的是什麼
[00:16:56.000 --> 00:16:58.000]  不是感性的人
[00:16:58.000 --> 00:16:59.000]  要什麼
[00:16:59.000 --> 00:17:01.000]  要理性的人
[00:17:01.000 --> 00:17:03.000]  所以我是在那時候
[00:17:03.000 --> 00:17:06.000]  教會多少時候在發生事情
[00:17:06.000 --> 00:17:07.000]  誰是陪審團
[00:17:07.000 --> 00:17:10.000]  你們都是陪審團
[00:17:10.000 --> 00:17:13.000]  當你們陪審團聽到一句話的時候
[00:17:13.000 --> 00:17:16.000]  你們是感性的判決的時候
[00:17:16.000 --> 00:17:19.000]  多少時候都是錯誤的判決
[00:17:19.000 --> 00:17:22.000]  多少時候都是一面之詞的判決
[00:17:22.000 --> 00:17:24.000]  因為我的辯護律師不能先講
[00:17:24.000 --> 00:17:26.000]  是最後才能講
[00:17:26.000 --> 00:17:31.000]  前面都是控告律師講
[00:17:31.000 --> 00:17:33.000]  在那裡
[00:17:33.000 --> 00:17:35.000]  實在很難受
[00:17:35.000 --> 00:17:40.000]  我在想這下他不知道要多少萬
[00:17:40.000 --> 00:17:44.000]  這位醫生也是專科醫生
[00:17:44.000 --> 00:17:46.000]  他找醫生來說
[00:17:46.000 --> 00:17:50.000]  他會編造一些事
[00:17:50.000 --> 00:17:51.000]  當然事實
[00:17:51.000 --> 00:17:54.000]  他會問你這個醫生在哪個學校畢業
[00:17:54.000 --> 00:17:56.000]  他早就已經知道
[00:17:56.000 --> 00:17:57.000]  哪個學校畢業
[00:17:57.000 --> 00:17:58.000]  在哪裡Intern
[00:17:58.000 --> 00:17:59.000]  在那裡Residency
[00:17:59.000 --> 00:18:01.000]  你現在開
[00:18:01.000 --> 00:18:02.000]  每天開多少病人
[00:18:02.000 --> 00:18:04.000]  開刀多少
[00:18:04.000 --> 00:18:06.000]  醫生每講一句話
[00:18:06.000 --> 00:18:08.000]  他們說了不起
[00:18:08.000 --> 00:18:10.000]  開多少病人
[00:18:10.000 --> 00:18:13.000]  你這個很有經驗
[00:18:13.000 --> 00:18:15.000]  用這種話給陪審團聽
