
[00:00:00.000 --> 00:00:03.360]  教會在15、16年的主題是
[00:08:06.400 --> 00:08:09.200]  不聽從我從早起來
[00:08:09.200 --> 00:08:14.520]  差遣到你們那裡去
[00:08:14.520 --> 00:08:16.520]  我僕人眾先知的話
[00:08:16.520 --> 00:08:17.440]  豁出
[00:08:17.440 --> 00:08:19.440]  你們都是沒有聽從的
[00:08:19.440 --> 00:08:20.240]  第六節
[00:08:20.240 --> 00:08:22.560]  我必使者奠如侍郎
[00:08:22.560 --> 00:08:27.200]  使者成為地上萬國所奏助的
[00:08:27.200 --> 00:08:30.880]  耶利米在耶華殿中所說的這些話
[00:08:30.880 --> 00:08:35.200]  祭司、先知和眾民都聽了
[00:08:35.200 --> 00:08:37.400]  七字經文說的是甚麼呢
[00:08:37.400 --> 00:08:43.600]  為何耶利米有些遭遇是被拘禁的呢
[00:08:43.600 --> 00:08:46.400]  我們一會後再看那些人的反應
[00:08:46.400 --> 00:08:47.760]  你留意
[00:08:47.760 --> 00:08:49.960]  耶利米在甚麼時候說這些話
[00:08:49.960 --> 00:08:51.040]  或者他說了些甚麼
[00:08:51.040 --> 00:08:53.040]  先看看他說了些甚麼
[00:08:53.040 --> 00:08:54.280]  他說的是甚麼
[00:08:54.280 --> 00:08:58.720]  他預言者奠如侍郎一樣是怎樣的呢
[00:08:58.720 --> 00:08:59.960]  被毀
[00:08:59.960 --> 00:09:04.720]  他預言這些成文是萬國所奏助的
[00:09:04.720 --> 00:09:07.520]  這些成都將要荒涼
[00:09:07.520 --> 00:09:09.360]  他在甚麼時候說這些話
[00:09:09.360 --> 00:09:10.680]  第一節
[00:09:10.680 --> 00:09:14.440]  猶大王約西亞的兒子甚麼時候
[00:09:14.440 --> 00:09:16.000]  登基的時候
[00:09:16.000 --> 00:09:19.520]  一個皇帝登基的時候應該說甚麼
[00:09:19.520 --> 00:09:23.360]  百姓君王領袖應該來到皇帝面前說甚麼
[00:09:23.360 --> 00:09:25.560]  當然說萬歲萬歲萬萬歲
[00:09:25.560 --> 00:09:27.120]  願你千秋萬國
[00:09:27.120 --> 00:09:29.920]  願你的子子孫孫都接續你做王
[00:09:29.920 --> 00:09:31.720]  當然說一些恭喜的說話
[00:09:31.720 --> 00:09:32.440]  新的一年
[00:09:32.440 --> 00:09:34.880]  丁子妹你和你身邊的人說甚麼
[00:09:34.880 --> 00:09:36.840]  你當然說祝他新年快樂
[00:09:36.840 --> 00:09:37.920]  身體健康
[00:09:37.920 --> 00:09:40.440]  萬事如意
[00:09:40.440 --> 00:09:42.280]  讀書的祝他學業進步
[00:09:42.280 --> 00:09:43.880]  工作的祝他甚麼
[00:09:43.880 --> 00:09:46.600]  但願你升官發財
[00:09:46.600 --> 00:09:48.800]  你會不會說
[00:09:48.800 --> 00:09:51.400]  你醒醒定定
[00:09:51.400 --> 00:09:54.400]  你在這一年死定了
[00:09:54.400 --> 00:09:55.440]  你的家怎樣怎樣
[00:09:55.440 --> 00:09:56.280]  我也不敢說
[00:09:56.280 --> 00:09:58.640]  想丁子妹真的跟你這樣說
[00:09:58.640 --> 00:09:59.720]  你一國就會怎樣
[00:09:59.720 --> 00:10:00.800]  或者你想像
[00:10:00.800 --> 00:10:03.400]  我們教會接下來在十月的時候
[00:10:03.400 --> 00:10:05.040]  是我們三十週年
[00:10:05.040 --> 00:10:06.360]  堂慶崇拜
[00:10:06.360 --> 00:10:07.920]  到時有一個授職禮
[00:10:07.920 --> 00:10:11.520]  就是梁牧師將棒交給我和吳日星牧師
[00:10:11.520 --> 00:10:13.880]  有人起來說甚麼
[00:10:13.880 --> 00:10:15.640]  在授職禮的期間
[00:10:15.640 --> 00:10:17.760]  就說你們兩個接任的時候
[00:10:17.760 --> 00:10:19.200]  你死定了
[00:10:19.200 --> 00:10:21.920]  教會會倒塌了
[00:10:21.920 --> 00:10:22.600]  嘩
[00:10:22.600 --> 00:10:23.200]  甚麼人來的
[00:10:23.200 --> 00:10:24.360]  說這番說話
[00:10:24.360 --> 00:10:26.080]  你完教會會倒塌
[00:10:26.080 --> 00:10:27.040]  沒有梁牧師
[00:10:27.040 --> 00:10:29.880]  你們還不大件事
[00:10:29.880 --> 00:10:30.800]  當然不是
[00:10:30.800 --> 00:10:32.920]  勵心也會說
[00:10:32.920 --> 00:10:35.560]  我們知道有上帝
[00:10:35.560 --> 00:10:37.880]  在這個時候說這番說話
[00:10:37.880 --> 00:10:39.600]  令到人有甚麼反應
[00:10:39.600 --> 00:10:41.120]  第八至十節
[00:10:41.120 --> 00:10:42.560]  你想像一下聽的人
[00:10:42.560 --> 00:10:44.040]  他們的心情
[00:10:44.040 --> 00:10:44.960]  八至十一節
[00:10:44.960 --> 00:10:45.880]  耶利米說完了
[00:10:45.880 --> 00:10:50.200]  耶華所吩咐他對眾人說的一切話
[00:10:50.200 --> 00:10:53.000]  祭司、先知和眾民都起來
[00:10:53.000 --> 00:10:54.200]  捉住祂說
[00:10:54.200 --> 00:10:55.400]  你必要死
[00:10:55.400 --> 00:10:57.200]  你死定了
[00:10:57.200 --> 00:10:59.320]  你為甚麼要托耶華的名
[00:10:59.320 --> 00:11:01.120]  即是冒耶華的名
[00:11:01.120 --> 00:11:02.520]  來講預言
[00:11:02.520 --> 00:11:05.160]  說這個殿好像時來一樣
[00:11:05.160 --> 00:11:08.040]  這城必變為方牆
[00:11:08.040 --> 00:11:09.640]  沒有人居住
[00:11:09.640 --> 00:11:12.440]  於是眾民都在耶華的殿中聚集
[00:11:12.440 --> 00:11:15.200]  去到耶利米的那裡
[00:11:15.200 --> 00:11:17.280]  聚集群情洶湧
[00:11:17.280 --> 00:11:18.640]  第十節
[00:11:18.640 --> 00:11:21.160]  猶大的首領聽見這事
[00:11:21.160 --> 00:11:23.360]  就從皇宮上到耶華的殿
[00:11:23.360 --> 00:11:24.760]  其他人聽到
[00:11:24.760 --> 00:11:27.760]  都要來坐在耶華殿的新門口
[00:11:27.760 --> 00:11:31.040]  祭司、先知
[00:11:31.040 --> 00:11:33.320]  對眾首領和眾民說話
[00:11:33.320 --> 00:11:35.280]  這個人是該死的
[00:11:35.280 --> 00:11:37.640]  因為他說預言攻擊這城
[00:11:37.640 --> 00:11:40.000]  正如你們親耳所聽到
[00:11:40.000 --> 00:11:41.360]  不是我作的
[00:11:41.360 --> 00:11:42.920]  不是我冤枉他的
[00:11:42.920 --> 00:11:44.280]  不是我誣衊他的
[00:11:44.280 --> 00:11:46.040]  是你們聽著的
[00:11:46.040 --> 00:11:48.320]  所以要捉拿他
[00:11:48.320 --> 00:11:50.840]  致死他
[00:11:50.840 --> 00:11:52.400]  十二節至十九節
[00:11:52.400 --> 00:11:53.480]  我不跟大家讀
[00:11:53.480 --> 00:11:55.360]  但期間講的是甚麼呢
[00:11:55.360 --> 00:11:58.040]  耶利米起來為自己辯護
[00:11:58.040 --> 00:12:00.840]  是上帝差遣我來講的
[00:12:00.840 --> 00:12:02.360]  不是我要講的
[00:12:02.360 --> 00:12:03.520]  你們要聽
[00:12:03.520 --> 00:12:05.960]  而期間的確有些祭司
[00:12:05.960 --> 00:12:08.960]  即是領袖起來為耶利米講說話
[00:12:08.960 --> 00:12:10.960]  我們聽聽
[00:12:10.960 --> 00:12:12.520]  非同小可
[00:12:12.520 --> 00:12:14.520]  不過到最後是怎樣呢
[00:12:14.520 --> 00:12:17.640]  到最後是二十節至二十四節
[00:12:17.640 --> 00:12:19.040]  記載一件事
[00:12:19.040 --> 00:12:20.240]  又有一個人
[00:12:20.240 --> 00:12:22.520]  奉耶華的名講預言
[00:12:22.520 --> 00:12:24.240]  就是激烈耶林人
[00:12:24.240 --> 00:12:26.360]  是馬雅的兒子烏利亞
[00:12:26.360 --> 00:12:31.560]  他照耶利米的一切話說預言
[00:12:31.560 --> 00:12:34.160]  攻擊這城和這地
[00:12:34.160 --> 00:12:36.480]  若雅勁王和他眾勇士
[00:12:36.480 --> 00:12:39.080]  眾首領聽見烏利亞的話
[00:12:39.080 --> 00:12:41.520]  王就想要將他致死
[00:12:41.520 --> 00:12:43.520]  烏利亞聽見就懼怕
[00:12:43.520 --> 00:12:44.840]  怎樣呢
[00:12:44.840 --> 00:12:45.960]  三十六雀
[00:12:45.960 --> 00:12:48.760]  走為上雀就跑去埃及
[00:12:48.760 --> 00:12:51.920]  埃及不要以為他可以逃命
[00:12:51.920 --> 00:12:53.040]  可以逃脫
[00:12:53.040 --> 00:12:56.120]  若雅勁王就打發阿加波的兒子
[00:12:56.120 --> 00:12:57.120]  以利那丹
[00:12:57.120 --> 00:13:00.600]  帶領幾個人去埃及捉他回來
[00:13:00.600 --> 00:13:03.440]  他們就從埃及將烏利亞帶出來
[00:13:03.440 --> 00:13:05.120]  送到若雅勁王那裡
[00:13:05.120 --> 00:13:05.880]  結果是怎樣呢
[00:13:05.880 --> 00:13:09.480]  王是用刀親手殺死他
[00:13:09.480 --> 00:13:13.000]  將他的屍首拋在平民的墳地中
[00:13:13.000 --> 00:13:16.640]  一個代上帝宣告預言的人
[00:13:16.640 --> 00:13:18.760]  所有的下場就是
[00:13:18.760 --> 00:13:21.760]  死路一條
[00:13:21.760 --> 00:13:23.880]  耶利米的結局可以是這樣
[00:13:23.880 --> 00:13:25.720]  不過二十四節告訴我們
[00:13:25.720 --> 00:13:30.600]  然而沙番的兒子阿希金保護耶利米
[00:13:30.600 --> 00:13:34.240]  不交在百姓的手中致死他
[00:13:34.240 --> 00:13:37.120]  耶利米身陷險境
[00:13:37.120 --> 00:13:39.520]  但他最後受保護沒有死
[00:13:39.520 --> 00:13:41.280]  四年之後
[00:13:41.280 --> 00:13:42.680]  上帝吩咐耶利米
[00:13:42.680 --> 00:13:46.080]  要將昔日他所聽的一切說話
[00:13:46.080 --> 00:13:47.800]  再記錄下來
[00:13:47.800 --> 00:13:50.680]  但耶利米沒有親自記錄
[00:13:50.680 --> 00:13:52.200]  他也沒有親自再去宣講
[00:13:52.200 --> 00:13:54.040]  因為他知道他的處境
[00:13:54.040 --> 00:13:57.640]  他被隔離
[00:13:57.640 --> 00:13:58.480]  被軟禁
[00:13:58.480 --> 00:14:02.120]  不可以再進入耶華的殿
[00:14:02.120 --> 00:14:05.400]  他就找了巴祿
[00:14:05.400 --> 00:14:08.000]  第八節告訴我們
[00:14:08.000 --> 00:14:09.320]  尼利亞的兒子巴祿
[00:14:09.320 --> 00:14:14.480]  就照先知耶利米一切所吩咐的去行
[00:14:14.480 --> 00:14:19.080]  在耶華的殿中從書上唸耶華的話
[00:14:19.080 --> 00:14:20.320]  他記錄下來
[00:14:20.320 --> 00:14:25.520]  並且在神的殿中重讀上帝的說話
[00:14:25.520 --> 00:14:27.560]  當我們繼續讀三十六章的時候
[00:14:27.560 --> 00:14:29.640]  我們剛才只是讀到第十節
[00:14:29.640 --> 00:14:32.360]  因為第九第十節是他第一次
[00:14:32.360 --> 00:14:36.680]  在聖殿中宣讀上帝的說話
[00:14:36.680 --> 00:14:37.800]  他宣讀完之後
[00:14:37.800 --> 00:14:39.400]  有人有反應
[00:14:39.400 --> 00:14:41.520]  所以有第二次的宣讀
[00:14:41.520 --> 00:14:42.800]  再宣讀完之後
[00:14:42.800 --> 00:14:44.280]  又有人有反應
[00:14:44.280 --> 00:14:45.160]  有第三次
[00:14:45.160 --> 00:14:46.760]  不過第三次不是他讀
[00:14:46.760 --> 00:14:48.160]  是另一個人讀
[00:14:48.160 --> 00:14:52.080]  我和大家先看第一次
[00:14:52.080 --> 00:14:55.360]  巴祿在哪裏地點讀呢?
[00:14:55.360 --> 00:14:56.480]  殿的上院
[00:14:56.480 --> 00:14:57.160]  新門口
[00:14:57.160 --> 00:14:58.520]  文字的屋內
[00:14:58.520 --> 00:15:01.080]  對象是祭司先知眾八成
[00:15:01.080 --> 00:15:03.240]  結果是吸引了官員
[00:15:03.240 --> 00:15:05.360]  米該亞聽
[00:15:05.360 --> 00:15:07.920]  並且要轉告皇宮的眾首領
[00:15:07.920 --> 00:15:09.920]  第九第十節
[00:15:09.920 --> 00:15:12.400]  猶大王約西亞的兒子約亞勁
[00:15:12.400 --> 00:15:14.880]  第五年九月
[00:15:14.880 --> 00:15:16.200]  耶路撒冷的眾民
[00:15:16.200 --> 00:15:20.480]  和那從猶大城邑來到耶路撒冷的眾民
[00:15:20.480 --> 00:15:23.520]  在耶華面前宣告禁食的日子
[00:15:23.520 --> 00:15:27.000]  巴祿就在耶華殿的上院
[00:15:27.000 --> 00:15:29.440]  耶華殿的新門口
[00:15:29.440 --> 00:15:30.600]  沙番的兒子
[00:15:30.600 --> 00:15:33.320]  文氏基瑪利亞的屋內
[00:15:33.320 --> 00:15:34.600]  念書上
[00:15:34.600 --> 00:15:38.400]  耶利米的話給眾民聽
[00:15:38.400 --> 00:15:40.880]  留意他何時宣讀
[00:15:40.880 --> 00:15:43.320]  是約亞勁第五年九月
[00:15:43.320 --> 00:15:46.600]  如果我們還有一點點心水清記得
[00:15:46.600 --> 00:15:49.000]  他何時騰錄耶利米的說話
[00:15:49.000 --> 00:15:50.800]  或者上帝何時吩咐耶利米
[00:15:50.800 --> 00:15:52.360]  記不記得第幾年?
[00:15:52.360 --> 00:15:53.720]  第四年
[00:15:53.720 --> 00:15:54.800]  現在何時讀?
[00:15:54.800 --> 00:15:56.560]  是第五年九月
[00:15:56.560 --> 00:15:58.640]  當時沒有說是一月
[00:15:58.640 --> 00:16:00.440]  但起碼在第四年裏
[00:16:00.440 --> 00:16:02.160]  即是說
[00:16:02.160 --> 00:16:04.360]  耶利米叫巴祿
[00:16:04.360 --> 00:16:07.960]  記下上帝藉他所說的話
[00:16:07.960 --> 00:16:09.960]  至少有一年的時間
[00:16:09.960 --> 00:16:11.840]  假設他十二月吩咐他也好
[00:16:11.840 --> 00:16:14.160]  至少有九個月的時間
[00:16:14.160 --> 00:16:18.240]  騰錄了上帝藉先知所說的話
[00:16:18.240 --> 00:16:19.880]  其實
[00:16:19.880 --> 00:16:21.040]  剛才說他多久
[00:16:21.040 --> 00:16:24.520]  因為他做了二十三年才知道
[00:16:24.520 --> 00:16:26.400]  由主前六百二十七年
[00:16:26.400 --> 00:16:28.880]  到主前六百零五年期間
[00:16:28.880 --> 00:16:31.120]  上帝跟他說的話已經二十三年了
[00:16:31.120 --> 00:16:34.120]  他用一年的時間來記載
[00:16:34.120 --> 00:16:38.000]  然後來到耶和華的殿宣讀
[00:16:38.000 --> 00:16:39.880]  宣讀之後有什麼反應呢?
[00:16:39.880 --> 00:16:41.880]  就是帶來第二次的宣讀
[00:16:41.880 --> 00:16:43.800]  第十一節至到第十九節
[00:16:43.800 --> 00:16:44.920]  待會姐妹一起讀
[00:16:44.920 --> 00:16:45.680]  跟我一起讀
[00:16:45.680 --> 00:16:47.720]  一二三
