
[00:00:00.000 --> 00:00:05.000]  那不如我們先低頭祈禱吧
[00:03:11.000 --> 00:03:14.000]  感覺到一些的缺失
[00:03:14.000 --> 00:03:16.000]  或者對別人的傷害
[00:03:16.000 --> 00:03:18.000]  或者對自己的傷害
[00:03:18.000 --> 00:03:19.000]  回想的時候
[00:03:19.000 --> 00:03:25.000]  都有很多的內疚 懊悔
[00:03:25.000 --> 00:03:27.000]  如果可以補償的
[00:03:27.000 --> 00:03:29.000]  我想去補償
[00:03:29.000 --> 00:03:32.000]  這個正正就是救贖的一個觀念
[00:03:32.000 --> 00:03:35.000]  而人之所以為人
[00:03:35.000 --> 00:03:39.000]  有時候這個似乎也是在我們的
[00:03:39.000 --> 00:03:42.000]  生活的過程當中
[00:03:42.000 --> 00:03:43.000]  在所難免有些事情
[00:03:43.000 --> 00:03:48.000]  我們是想去補償救贖回來
[00:03:48.000 --> 00:03:50.000]  而救贖這個字
[00:03:50.000 --> 00:03:51.000]  特別是贖
[00:03:51.000 --> 00:03:53.000]  我們中國人是非常之明白的
[00:03:53.000 --> 00:03:56.000]  贖的意思就是有些事情
[00:03:56.000 --> 00:03:59.000]  就已經抵押了
[00:03:59.000 --> 00:04:01.000]  希望可以換回來
[00:04:01.000 --> 00:04:05.000]  就是叫做贖嘛 是不是
[00:04:05.000 --> 00:04:10.000]  而在今天都是一年的最後一天的時候
[00:04:10.000 --> 00:04:13.000]  回想這一年有沒有什麼的日子
[00:04:13.000 --> 00:04:15.000]  你覺得你是浪費了
[00:04:15.000 --> 00:04:17.000]  你真的 如果可以的
[00:04:17.000 --> 00:04:20.000]  我真的希望可以贖回來
[00:04:20.000 --> 00:04:21.000]  有些什麼的事情
[00:04:21.000 --> 00:04:23.000]  有些什麼的事件
[00:04:23.000 --> 00:04:26.000]  你有的懊悔
[00:04:26.000 --> 00:04:27.000]  如果可以
[00:04:27.000 --> 00:04:31.000]  我希望可以抵償或者贖回來
[00:04:31.000 --> 00:04:37.000]  這個正正就是救贖的一個觀念
[00:04:37.000 --> 00:04:42.000]  而救贖是我們每個人都需要的
[00:04:42.000 --> 00:04:46.000]  因為或多或少
[00:04:46.000 --> 00:04:48.000]  在我們的生命當中
[00:04:48.000 --> 00:04:52.000]  似乎很多的事情都是
[00:04:52.000 --> 00:04:54.000]  在我們的過失當中
[00:04:54.000 --> 00:04:57.000]  好像是浪費了
[00:04:57.000 --> 00:04:59.000]  好像是失去了
[00:04:59.000 --> 00:05:02.000]  而這個救贖這個主題
[00:05:02.000 --> 00:05:04.000]  其實如果你有留意
[00:05:04.000 --> 00:05:07.000]  其實很多的電視電影
[00:05:07.000 --> 00:05:10.000]  其實他們寫的劇本
[00:05:10.000 --> 00:05:13.000]  其實都是這樣的
[00:05:13.000 --> 00:05:14.000]  一個主角
[00:05:14.000 --> 00:05:18.000]  接著他經歷了一些損失
[00:05:18.000 --> 00:05:21.000]  或者一些的傷痛
[00:05:21.000 --> 00:05:24.000]  或者一些的錯誤
[00:05:24.000 --> 00:05:29.000]  接著在那個痛定思痛之後
[00:05:29.000 --> 00:05:32.000]  接著就經過了一連串發生的事
[00:05:32.000 --> 00:05:33.000]  歷程是怎樣
[00:05:33.000 --> 00:05:35.000]  在跌倒當中爬起來
[00:05:35.000 --> 00:05:38.000]  後來最後就是完結的時候
[00:05:38.000 --> 00:05:41.000]  就好像抵償或者補償
[00:05:41.000 --> 00:05:47.000]  救贖以前的失敗或者錯誤
[00:05:47.000 --> 00:05:48.000]  你看到沒有
[00:05:48.000 --> 00:05:51.000]  其實很多時候你追的那些電視劇
[00:05:51.000 --> 00:05:53.000]  追得津津有味
[00:05:53.000 --> 00:05:55.000]  都離不開這個橋段
[00:05:55.000 --> 00:05:57.000]  或者這個格局
[00:05:57.000 --> 00:06:01.000]  而這個格局之所以這麼引人入勝
[00:06:01.000 --> 00:06:04.000]  或者你看電視劇或者看電影
[00:06:04.000 --> 00:06:06.000]  這麼津津有味
[00:06:06.000 --> 00:06:09.000]  因為往往都好像人生如戲
[00:06:09.000 --> 00:06:10.000]  戲如人生
[00:06:10.000 --> 00:06:13.000]  因為我們都感受到
[00:06:13.000 --> 00:06:15.000]  好像我們的生命當中
[00:06:15.000 --> 00:06:20.000]  很多的缺失 很多的困難
[00:06:20.000 --> 00:06:25.000]  或者有些的傷害
[00:06:25.000 --> 00:06:29.000]  或者有些的regret 有些的後悔
[00:06:29.000 --> 00:06:32.000]  如果不是這樣就好了
[00:06:32.000 --> 00:06:34.000]  但是真的發生了的時候
[00:06:34.000 --> 00:06:36.000]  怎樣可以補償呢
[00:06:36.000 --> 00:06:39.000]  這個就是救贖的一個觀念
[00:06:39.000 --> 00:06:41.000]  而特別在西方文化裏面
[00:06:41.000 --> 00:06:43.000]  這個救贖的觀念之所以這麼
[00:06:43.000 --> 00:06:45.000]  根深蒂固
[00:06:45.000 --> 00:06:47.000]  除了根於人性當中
[00:06:47.000 --> 00:06:50.000]  很容易有的罪疚感
[00:06:50.000 --> 00:06:52.000]  體會到人性的軟弱之外
[00:06:52.000 --> 00:06:54.000]  亦都因為在基督教
[00:06:54.000 --> 00:06:56.000]  在西方文化當中
[00:06:56.000 --> 00:06:58.000]  亦都很根深蒂固的
[00:06:58.000 --> 00:07:02.000]  讓人知道人是需要救贖的
[00:07:02.000 --> 00:07:05.000]  而當我們感受到
[00:07:05.000 --> 00:07:07.000]  我們的缺憲 我們的失敗
[00:07:07.000 --> 00:07:10.000]  我們是需要救贖的時候
[00:07:10.000 --> 00:07:14.000]  必然你會明白
[00:07:14.000 --> 00:07:18.000]  看電影或者看電視
[00:07:18.000 --> 00:07:21.000]  主角怎樣很艱辛的時候
[00:07:21.000 --> 00:07:24.000]  他都是可以從困難
[00:07:24.000 --> 00:07:27.000]  從失敗當中可以得到自救
[00:07:27.000 --> 00:07:29.000]  解脫了出來
[00:07:29.000 --> 00:07:31.000]  電視電影的橋段就很多這些
[00:07:31.000 --> 00:07:34.000]  看起來就很勵志
[00:07:34.000 --> 00:07:36.000]  但是當你自己的時候
[00:07:36.000 --> 00:07:39.000]  你都必然會有所經歷的時候
[00:07:39.000 --> 00:07:41.000]  他有些東西根本上是人
[00:07:41.000 --> 00:07:43.000]  是沒有辦法自救
[00:07:43.000 --> 00:07:45.000]  有些傷害是傷害就傷害了
[00:07:45.000 --> 00:07:47.000]  我記得有一個牧師他分享過
[00:07:47.000 --> 00:07:48.000]  有一個的經驗
[00:07:48.000 --> 00:07:50.000]  他說有一次遇到一個
[00:07:50.000 --> 00:07:52.000]  很年輕的年輕人
[00:07:52.000 --> 00:07:55.000]  他只不過二十多歲而已
[00:07:55.000 --> 00:07:58.000]  都應該不夠三十歲
[00:07:58.000 --> 00:08:00.000]  他說他從來都沒有見過
[00:08:00.000 --> 00:08:03.000]  一個這麼愁眉苦臉的人
[00:08:03.000 --> 00:08:05.000]  有一次在教會的時候
[00:08:05.000 --> 00:08:07.000]  完了之後他繼續坐在那裡
[00:08:07.000 --> 00:08:09.000]  然後那個牧師就走過去跟他聊天
[00:08:09.000 --> 00:08:11.000]  他說他從來都沒有見過
[00:08:11.000 --> 00:08:13.000]  一個這麼愁眉苦臉的人
[00:08:13.000 --> 00:08:17.000]  因為通常年輕人都比較活潑開朗一點
[00:08:17.000 --> 00:08:19.000]  於是跟他聊天的時候
[00:08:19.000 --> 00:08:21.000]  他都說很多話都發覺這個年輕人
[00:08:21.000 --> 00:08:24.000]  其實都正正常常
[00:08:24.000 --> 00:08:26.000]  有他的家庭
[00:08:26.000 --> 00:08:29.000]  有他的固定的工作
[00:08:29.000 --> 00:08:31.000]  似乎都沒有什麼是
[00:08:31.000 --> 00:08:34.000]  好像很特別的
[00:08:34.000 --> 00:08:37.000]  令他傷心那樣
[00:08:37.000 --> 00:08:40.000]  但是當講到越來越深入的時候
[00:08:40.000 --> 00:08:42.000]  那個年輕人就問了一件事
[00:08:42.000 --> 00:08:44.000]  就問那個牧師
[00:08:44.000 --> 00:08:48.000]  是不是人做錯了什麼事情
[00:08:48.000 --> 00:08:52.000]  都可以得到赦免的呢
[00:08:52.000 --> 00:08:54.000]  是不是人做錯了什麼事情
[00:08:54.000 --> 00:08:57.000]  都可以得到赦免的呢
[00:08:57.000 --> 00:08:59.000]  當他這樣問這個問題的時候
[00:08:59.000 --> 00:09:03.000]  那個牧師就突然呆了一呆
[00:09:03.000 --> 00:09:04.000]  當然就說
[00:09:04.000 --> 00:09:07.000]  我們相信我們的神是可以
[00:09:07.000 --> 00:09:09.000]  於是那個年輕人就說
[00:09:09.000 --> 00:09:12.000]  為什麼他這麼愁眉苦臉的原因
[00:09:12.000 --> 00:09:18.000]  他說其實我放了監出來
[00:09:18.000 --> 00:09:20.000]  都一年多兩年了
[00:09:20.000 --> 00:09:22.000]  我現在也都重新做人
[00:09:22.000 --> 00:09:25.000]  也都找有固定的工作
[00:09:25.000 --> 00:09:26.000]  那個牧師就問他
[00:09:26.000 --> 00:09:29.000]  那你究竟之前犯了什麼事坐監
[00:09:29.000 --> 00:09:33.000]  他說我那時候跟一群朋友
[00:09:33.000 --> 00:09:39.000]  就是很開心的一群年輕人去派對
[00:09:39.000 --> 00:09:41.000]  去完派對之後
[00:09:41.000 --> 00:09:46.000]  大家都知道派對很喜歡喝酒的
[00:09:46.000 --> 00:09:49.000]  就聚酒駕駛
[00:09:49.000 --> 00:09:52.000]  就撞死了人
[00:09:52.000 --> 00:09:56.000]  開車就撞到另外一個車上
[00:09:56.000 --> 00:10:00.000]  那個家庭一家三口
[00:10:00.000 --> 00:10:03.000]  那個太太和女兒就即時就死了
[00:10:03.000 --> 00:10:05.000]  爸爸就沒有死
[00:10:05.000 --> 00:10:09.000]  他說我永遠都不會忘記
[00:10:09.000 --> 00:10:15.000]  在法庭上面那個爸爸那種傷痛
[00:10:15.000 --> 00:10:17.000]  他後來當然就不是謀殺的
[00:10:17.000 --> 00:10:19.000]  這個情況就是誤殺
[00:10:19.000 --> 00:10:22.000]  就坐了兩三年監
[00:10:22.000 --> 00:10:24.000]  後來就放出來
[00:10:24.000 --> 00:10:26.000]  他都重新做人了
[00:10:26.000 --> 00:10:31.000]  但是他就問這個牧師
[00:10:31.000 --> 00:10:34.000]  是不是人做錯所有的事情
[00:10:34.000 --> 00:10:37.000]  都可以得到救贖的呢
[00:10:37.000 --> 00:10:40.000]  有沒有一些的內疚
[00:10:40.000 --> 00:10:44.000]  是永遠都會抹黑的呢
[00:10:44.000 --> 00:10:47.000]  有沒有一些的傷痛
[00:10:47.000 --> 00:10:57.000]  是可以得到慰藉和撫平的呢
[00:10:57.000 --> 00:10:59.000]  這個正正就是那個救贖
[00:10:59.000 --> 00:11:04.000]  那個重要核心的一個問題
[00:11:04.000 --> 00:11:06.000]  而當這樣去問這個問題的時候
[00:11:06.000 --> 00:11:10.000]  當然你也都會明白
[00:11:10.000 --> 00:11:13.000]  在人實在沒有辦法
[00:11:13.000 --> 00:11:17.000]  可以確保有一個正面的答案
[00:11:17.000 --> 00:11:18.000]  是不是
[00:11:18.000 --> 00:11:21.000]  如果真的有這麼大的傷痛
[00:11:21.000 --> 00:11:25.000]  有這麼大的對別人
[00:11:25.000 --> 00:11:26.000]  或者對自己家人
[00:11:26.000 --> 00:11:29.000]  甚至對自己的傷害
[00:11:29.000 --> 00:11:33.000]  沒有人能夠擔保這些是可以得到救贖
[00:11:33.000 --> 00:11:35.000]  可以得到彌補的
[00:11:35.000 --> 00:11:37.000]  因為人力有限
[00:11:37.000 --> 00:11:43.000]  誰能夠確保真的可以這些會得到彌補呢
[00:11:43.000 --> 00:11:44.000]  沒有人說得到
[00:11:44.000 --> 00:11:47.000]  因為你和我都是人力有限
[00:11:47.000 --> 00:11:48.000]  有時候你自己睡不著覺
[00:11:48.000 --> 00:11:51.000]  你想叫自己可以睡得到都睡不著
[00:11:51.000 --> 00:11:53.000]  都做不到是不是
[00:11:53.000 --> 00:11:55.000]  何況你說有一些的傷痛
[00:11:55.000 --> 00:11:56.000]  有一些的內疚
[00:11:56.000 --> 00:11:57.000]  有一些的協救
[00:11:57.000 --> 00:12:00.000]  你將自己洗了的記憶
[00:12:00.000 --> 00:12:02.000]  怎麼洗呢
[00:12:02.000 --> 00:12:04.000]  做不到
[00:12:04.000 --> 00:12:07.000]  有一些的waste了就是waste了
[00:12:07.000 --> 00:12:08.000]  你的生命waste了
[00:12:08.000 --> 00:12:10.000]  浪費了就是浪費了
[00:12:10.000 --> 00:12:11.000]  錯過了就錯過了
[00:12:11.000 --> 00:12:13.000]  有些機會錯過了就錯過了
[00:12:13.000 --> 00:12:15.000]  有些傷害了別人
[00:12:15.000 --> 00:12:16.000]  或者傷害了自己
[00:12:16.000 --> 00:12:17.000]  甚至傷害了家人
[00:12:17.000 --> 00:12:20.000]  傷害了就是傷害了
[00:12:20.000 --> 00:12:24.000]  所以自救的人
[00:12:24.000 --> 00:12:27.000]  可以自己和成為自己的救贖
[00:12:27.000 --> 00:12:29.000]  其實這個是一個
[00:12:29.000 --> 00:12:31.000]  我們永遠都是想是這樣
[00:12:31.000 --> 00:12:34.000]  但是其實是達不到的
[00:12:34.000 --> 00:12:36.000]  達不到的
[00:12:36.000 --> 00:12:40.000]  因為我們都是一個有限的人
[00:12:40.000 --> 00:12:42.000]  即使我們是有限的傷害
[00:12:42.000 --> 00:12:44.000]  但是那些傷害本身
[00:12:44.000 --> 00:12:48.000]  我們都未必能夠去洗淨
[00:12:48.000 --> 00:12:52.000]  所以正正因為這樣的緣故
[00:12:52.000 --> 00:12:54.000]  聖經說到
[00:12:54.000 --> 00:12:57.000]  是耶穌來的一個原因
[00:12:57.000 --> 00:13:00.000]  人是需要救贖的
[00:13:00.000 --> 00:13:05.000]  但是救贖的力量和源頭
[00:13:05.000 --> 00:13:08.000]  就不是由人那裡自己而來
[00:13:08.000 --> 00:13:11.000]  是需要從神而來的
[00:13:11.000 --> 00:13:13.000]  需要從我們的創造主而來
[00:13:13.000 --> 00:13:15.000]  需要從一位宇宙萬物
[00:13:15.000 --> 00:13:18.000]  更加偉大的創造者
[00:13:18.000 --> 00:13:22.000]  才能夠成為救贖
[00:13:22.000 --> 00:13:24.000]  所以主耶穌他來到的時候
[00:13:24.000 --> 00:13:26.000]  他就說
[00:13:26.000 --> 00:13:31.000]  當時聽他身邊講道的人說
[00:13:31.000 --> 00:13:34.000]  沒有病的人用不著醫生
[00:13:34.000 --> 00:13:37.000]  有病的人才用得著
[00:13:37.000 --> 00:13:39.000]  他來不是召罪人
[00:13:39.000 --> 00:13:40.000]  不是召義人
[00:13:40.000 --> 00:13:43.000]  那是召罪人
[00:13:43.000 --> 00:13:46.000]  是真的這樣
[00:13:46.000 --> 00:13:50.000]  救贖是每個人都需要
[00:13:50.000 --> 00:13:53.000]  但是可以蒙救贖的人
[00:13:53.000 --> 00:13:55.000]  或者得到救贖的對象
[00:13:55.000 --> 00:13:57.000]  就只有一種
[00:13:57.000 --> 00:14:03.000]  就是願意就近去尋求神救贖的人
[00:14:03.000 --> 00:14:05.000]  才能夠蒙救贖
[00:14:05.000 --> 00:14:07.000]  你明白嗎
[00:14:07.000 --> 00:14:10.000]  有病的人才會看醫生
[00:14:10.000 --> 00:14:12.000]  沒有病的人就不需要看醫生
[00:14:12.000 --> 00:14:16.000]  一個人不覺得自己需要救贖的
[00:14:16.000 --> 00:14:20.000]  神的救贖就不會臨到他身上
[00:14:20.000 --> 00:14:22.000]  正如一個病人
[00:14:22.000 --> 00:14:26.000]  他不覺得自己需要有病的人
[00:14:26.000 --> 00:14:30.000]  醫生是幫不到他的
[00:14:30.000 --> 00:14:32.000]  有些朋友說笑
[00:14:32.000 --> 00:14:35.000]  他說我很喜歡看醫生
[00:14:35.000 --> 00:14:37.000]  不過每次看完都幫不到我
[00:14:37.000 --> 00:14:39.000]  然後問他為什麼呢
[00:14:39.000 --> 00:14:42.000]  因為他不吃藥
[00:14:42.000 --> 00:14:44.000]  去看醫生看看有什麼用
[00:14:44.000 --> 00:14:46.000]  沒有用
[00:14:46.000 --> 00:14:52.000]  所以不感覺到自己有病的人
[00:14:52.000 --> 00:14:56.000]  是不會蒙救贖的
[00:14:56.000 --> 00:14:59.000]  神的救贖不會臨在
[00:14:59.000 --> 00:15:03.000]  一些自己不覺得有需要的人身上
[00:15:03.000 --> 00:15:05.000]  但是否不需要呢
[00:15:05.000 --> 00:15:06.000]  不是
[00:15:06.000 --> 00:15:08.000]  所有人都需要
[00:15:08.000 --> 00:15:11.000]  而我們第一
[00:15:11.000 --> 00:15:15.000]  需要去接受救贖的第一點就是
[00:15:15.000 --> 00:15:17.000]  我們首先要明白
[00:15:17.000 --> 00:15:19.000]  我們要承認
[00:15:19.000 --> 00:15:23.000]  我們正正就是那個需要救贖的人
[00:15:23.000 --> 00:15:26.000]  不是坐在你旁邊聽到的時候
[00:15:26.000 --> 00:15:29.000]  說我旁邊那個就一定需要救贖
[00:15:29.000 --> 00:15:33.000]  你看他人見人真
[00:15:33.000 --> 00:15:36.000]  他就一定需要救贖
[00:15:36.000 --> 00:15:38.000]  不是
[00:15:38.000 --> 00:15:41.000]  或者我坐在我旁邊聘請的同事
[00:15:41.000 --> 00:15:42.000]  他一定需要救贖
[00:15:42.000 --> 00:15:44.000]  你看他說話得罪人多
[00:15:44.000 --> 00:15:45.000]  稱呼人少
[00:15:45.000 --> 00:15:46.000]  跟人的關係不好
[00:15:46.000 --> 00:15:48.000]  得罪所有人
[00:15:48.000 --> 00:15:51.000]  他就最需要救贖
[00:15:51.000 --> 00:15:54.000]  永遠都不是旁邊那個
[00:15:54.000 --> 00:15:56.000]  救贖永遠都是
[00:15:56.000 --> 00:16:02.000]  說的是你自己最需要
[00:16:02.000 --> 00:16:05.000]  所以聖經那裡就說
[00:16:05.000 --> 00:16:06.000]  我們的神
[00:16:06.000 --> 00:16:09.000]  他有一個很特別的稱呼
[00:16:09.000 --> 00:16:13.000]  他說他稱他自己是我們的救贖者
[00:16:13.000 --> 00:16:14.000]  聖經都有這樣說過
[00:16:14.000 --> 00:16:19.000]  聖經稱耶和華神是他救贖者的時候
[00:16:19.000 --> 00:16:21.000]  詩篇都有很多
[00:16:21.000 --> 00:16:24.000]  耶和華我的盆石我的救贖主
[00:16:24.000 --> 00:16:26.000]  願我口中的言語心裡的意念
[00:16:26.000 --> 00:16:27.000]  在你面前蒙越立
[00:16:27.000 --> 00:16:30.000]  這個是大衛的禱告的時候
[00:16:30.000 --> 00:16:32.000]  在詩篇十九篇
[00:16:32.000 --> 00:16:36.000]  大衛稱神是他的救贖主
[00:16:36.000 --> 00:16:39.000]  在約伯記那裡都有這樣說
[00:16:39.000 --> 00:16:43.000]  我知道我的救贖主活著
[00:16:43.000 --> 00:16:44.000]  無量必站立在地上
[00:16:44.000 --> 00:16:48.000]  約伯在他很困難的時候
[00:16:48.000 --> 00:16:50.000]  他仍然都堅信
[00:16:50.000 --> 00:16:52.000]  他是有一位救贖主
[00:16:52.000 --> 00:16:57.000]  將來會回來地上跟他相遇
[00:16:57.000 --> 00:16:59.000]  聖經當然說到
[00:16:59.000 --> 00:17:02.000]  神是創造宇宙萬物的神
[00:17:02.000 --> 00:17:05.000]  神是很偉大的神
[00:17:05.000 --> 00:17:08.000]  當然有很多的稱呼
[00:17:08.000 --> 00:17:12.000]  但是聖經很特別地說到
[00:17:12.000 --> 00:17:17.000]  神是救贖主
[00:17:17.000 --> 00:17:22.000]  這個基本上都已經是一個很特別的稱呼
[00:17:22.000 --> 00:17:25.000]  神是創造者
[00:17:25.000 --> 00:17:28.000]  當然他創造宇宙萬物的時候
[00:17:28.000 --> 00:17:30.000]  自然就是創造者
[00:17:30.000 --> 00:17:33.000]  神是大能的神
[00:17:33.000 --> 00:17:40.000]  神本身有的獨有的大能 權能
[00:17:40.000 --> 00:17:43.000]  自然神就叫大能的神
[00:17:43.000 --> 00:17:45.000]  神是榮耀的神
[00:17:45.000 --> 00:17:48.000]  神自有自己是聖潔的
[00:17:48.000 --> 00:17:49.000]  他是榮耀的
[00:17:49.000 --> 00:17:51.000]  自然這些稱號加在他身上
[00:17:51.000 --> 00:17:58.000]  就是完全不需要不假思想的
[00:17:58.000 --> 00:18:01.000]  因為神自己本來就是這樣
[00:18:01.000 --> 00:18:06.000]  但是你說神是救贖主
[00:18:06.000 --> 00:18:09.000]  這個又怎麼特別呢
[00:18:09.000 --> 00:18:12.000]  神一定是需要做救贖主的
[00:18:12.000 --> 00:18:14.000]  你明白嗎 是不是
[00:18:14.000 --> 00:18:19.000]  神創造宇宙萬物就是變了做創造主
[00:18:19.000 --> 00:18:25.000]  但是神需不需要去救贖呢
[00:18:25.000 --> 00:18:28.000]  不一定需要的
[00:18:28.000 --> 00:18:33.000]  譬如舉例來說你當你焗蛋糕
[00:18:33.000 --> 00:18:34.000]  你焗一個蛋糕
[00:18:34.000 --> 00:18:36.000]  那你就做了一個蛋糕
[00:18:36.000 --> 00:18:39.000]  你是那個蛋糕的創造者 是不是
[00:18:39.000 --> 00:18:43.000]  那如果蛋糕失敗呢
[00:18:43.000 --> 00:18:46.000]  你怎麼做蛋糕的救贖者呢
[00:18:46.000 --> 00:18:48.000]  不需要的
[00:18:48.000 --> 00:18:49.000]  你扔了它也可以的
[00:18:49.000 --> 00:18:53.000]  扔了蛋糕就焗另一個了 是不是
[00:18:53.000 --> 00:18:54.000]  沒有責任
[00:18:54.000 --> 00:18:56.000]  要怎麼挽救它
[00:18:56.000 --> 00:18:58.000]  蛋糕已經焦了又怎樣
[00:18:58.000 --> 00:19:01.000]  或者太甜了又怎樣挽救它
[00:19:01.000 --> 00:19:02.000]  你沒有可能
[00:19:02.000 --> 00:19:07.000]  我們都扔了它就做另一個了 是不是
[00:19:07.000 --> 00:19:10.000]  所以神自己
[00:19:10.000 --> 00:19:11.000]  按著祂的權能
[00:19:11.000 --> 00:19:13.000]  按著祂的神性
[00:19:13.000 --> 00:19:17.000]  按著祂自己的主權
[00:19:17.000 --> 00:19:21.000]  各樣神自己的本性裡面
[00:19:21.000 --> 00:19:25.000]  祂不一定需要做救贖主
[00:19:25.000 --> 00:19:30.000]  祂都是至高至善最偉大的神
[00:19:30.000 --> 00:19:33.000]  你想想 是不是
[00:19:33.000 --> 00:19:36.000]  神沒有責任要去救贖你和我
[00:19:36.000 --> 00:19:39.000]  救贖任何的東西
[00:19:39.000 --> 00:19:40.000]  當祂失敗
[00:19:40.000 --> 00:19:41.000]  當祂犯罪的時候
[00:19:41.000 --> 00:19:44.000]  那神就按著祂的聖潔
[00:19:44.000 --> 00:19:45.000]  按著祂的公義
[00:19:45.000 --> 00:19:49.000]  那就審判了 是不是
[00:19:49.000 --> 00:19:51.000]  但是我們的神
[00:19:51.000 --> 00:19:54.000]  祂是按著祂的定義
[00:19:54.000 --> 00:19:56.000]  按著祂的憐憫
[00:19:56.000 --> 00:20:00.000]  按著祂自己的愛的心意
[00:20:00.000 --> 00:20:04.000]  去選擇去做救贖主
[00:20:04.000 --> 00:20:07.000]  所以說到救贖的時候
[00:20:07.000 --> 00:20:10.000]  其實有兩方面
[00:20:10.000 --> 00:20:12.000]  救贖
[00:20:12.000 --> 00:20:15.000]  首先就是
[00:20:15.000 --> 00:20:20.000]  一個就是關於救贖者的決定
