
[00:00:00.000 --> 00:00:02.960]  那如果你說 那我就不來這一套
[00:01:53.460 --> 00:01:55.460]  接下來我給你們看一段聖經
[00:01:55.460 --> 00:01:57.460]  其實這段聖經本身不是講很多
[00:01:57.460 --> 00:01:59.460]  那接下來我也會用其他的聖經
[00:01:59.460 --> 00:02:01.460]  跟你們講
[00:02:01.460 --> 00:02:03.460]  在羅馬書十二章九到十節
[00:02:03.460 --> 00:02:05.460]  這其實只有講一小段
[00:02:05.460 --> 00:02:07.460]  這邊是這樣講的
[00:02:07.460 --> 00:02:09.460]  保羅說在聖經裡面的話
[00:02:09.460 --> 00:02:11.460]  他說愛人要真誠
[00:02:11.460 --> 00:02:13.460]  要厭棄邪惡
[00:02:13.460 --> 00:02:15.460]  要持守良善
[00:02:15.460 --> 00:02:17.460]  要以手足之情相親相愛
[00:02:17.460 --> 00:02:19.460]  要階層互相敬重
[00:02:19.460 --> 00:02:21.460]  原文不是講真誠
[00:02:21.460 --> 00:02:23.460]  原文是講說
[00:02:23.460 --> 00:02:25.460]  愛人不要有任何的虛假
[00:02:25.460 --> 00:02:27.460]  Love without hypocrisy
[00:02:27.460 --> 00:02:29.460]  就是不要有戴一個面具
[00:02:29.460 --> 00:02:31.460]  不要虛假
[00:02:31.460 --> 00:02:33.460]  那麼他這邊就講到
[00:02:33.460 --> 00:02:35.460]  愛人要真誠
[00:02:35.460 --> 00:02:37.460]  那為什麼說
[00:02:37.460 --> 00:02:39.460]  愛其實他實踐性不一樣
[00:02:39.460 --> 00:02:41.460]  是因為保羅每次在聖經
[00:02:41.460 --> 00:02:43.460]  提到愛的時候
[00:02:43.460 --> 00:02:45.460]  你發現 比方說如果你看羅馬書
[00:02:45.460 --> 00:02:47.460]  他十二章其實他從第三到第八節
[00:02:47.460 --> 00:02:49.460]  他是講到我們的恩賜跟才幹
[00:02:49.460 --> 00:02:51.460]  就是神給我們很多恩賜跟才幹
[00:02:51.460 --> 00:02:53.460]  有些人有音樂的恩賜
[00:02:53.460 --> 00:02:55.460]  有些人有做馬農的恩賜
[00:02:55.460 --> 00:02:57.460]  就各種各樣的
[00:02:57.460 --> 00:02:59.460]  就是你就發揮你的恩賜
[00:02:59.460 --> 00:03:01.460]  享受神給你的恩賜
[00:03:01.460 --> 00:03:03.460]  有些的成就
[00:03:03.460 --> 00:03:05.460]  那大家都在享受這種東西
[00:03:05.460 --> 00:03:07.460]  但是無論是哥林多前書還是羅馬書
[00:03:07.460 --> 00:03:09.460]  每次保羅只要講到恩賜的時候
[00:03:09.460 --> 00:03:11.460]  你發現他接下來就講什麼
[00:03:11.460 --> 00:03:13.460]  講愛
[00:03:13.460 --> 00:03:15.460]  他在哥林多前書特別提他們說
[00:03:15.460 --> 00:03:17.460]  神給你很多不同的恩賜
[00:03:17.460 --> 00:03:19.460]  你們都享受
[00:03:19.460 --> 00:03:21.460]  可是到了最結尾的時候
[00:03:21.460 --> 00:03:23.460]  保羅說你知道最大的恩賜是什麼嗎
[00:03:23.460 --> 00:03:25.460]  就是你能夠重生
[00:03:25.460 --> 00:03:27.460]  領受最大最寶貴的禮物
[00:03:27.460 --> 00:03:29.460]  他說其實不是你說想玩那些的
[00:03:29.460 --> 00:03:31.460]  各種的能力
[00:03:31.460 --> 00:03:33.460]  而是愛
[00:03:33.460 --> 00:03:35.460]  接下來十三章他解釋愛
[00:03:35.460 --> 00:03:37.460]  羅馬書我們剛剛讀了也一樣
[00:03:37.460 --> 00:03:39.460]  十二章前半段講的是恩賜
[00:03:39.460 --> 00:03:41.460]  第九章開始
[00:03:41.460 --> 00:03:43.460]  他講一大堆
[00:03:43.460 --> 00:03:45.460]  我沒有列太多
[00:03:45.460 --> 00:03:47.460]  我慢慢再解釋給你聽
[00:03:47.460 --> 00:03:49.460]  但是至少這段分段來講
[00:03:49.460 --> 00:03:51.460]  從第九節開始
[00:03:51.460 --> 00:03:53.460]  他就講到說除了恩賜以外
[00:03:53.460 --> 00:03:55.460]  其實最重要的是愛
[00:03:55.460 --> 00:03:57.460]  他給我們一個很大的提醒
[00:03:57.460 --> 00:03:59.460]  這個提醒對我們來講是很重要
[00:03:59.460 --> 00:04:01.460]  因為這是很現實的事情
[00:04:01.460 --> 00:04:03.460]  我在上禮拜
[00:04:03.460 --> 00:04:05.460]  我在粵語堂的時候
[00:04:05.460 --> 00:04:07.460]  講到老年人的時候
[00:04:07.460 --> 00:04:09.460]  我講過一個
[00:04:09.460 --> 00:04:11.460]  就是很現實的狀況
[00:04:11.460 --> 00:04:13.460]  大家知道我們中國人
[00:04:13.460 --> 00:04:15.460]  不是自己一直在吹牛
[00:04:15.460 --> 00:04:17.460]  說我們自己是很敬老的文化
[00:04:17.460 --> 00:04:19.460]  但是我們吹牛
[00:04:19.460 --> 00:04:21.460]  因為現實生活不是這樣
[00:04:21.460 --> 00:04:23.460]  我舉個例子證明給你看
[00:04:23.460 --> 00:04:25.460]  為什麼不是這樣
[00:04:25.460 --> 00:04:27.460]  因為在2014年
[00:04:27.460 --> 00:04:29.460]  有一個人叫張大諾他出了一本書
[00:04:29.460 --> 00:04:31.460]  他寫了一本書叫他們知道我來過
[00:04:31.460 --> 00:04:33.460]  那麼這個作者呢
[00:04:33.460 --> 00:04:35.460]  他花了十年的時間去照顧
[00:04:35.460 --> 00:04:37.460]  所謂的高危病人
[00:04:37.460 --> 00:04:39.460]  高危病人就是年紀高病危
[00:04:39.460 --> 00:04:41.460]  高危的老年人
[00:04:41.460 --> 00:04:43.460]  他就花了十年的時間
[00:04:43.460 --> 00:04:45.460]  去照顧大概一百個
[00:04:45.460 --> 00:04:47.460]  這樣的老年人
[00:04:47.460 --> 00:04:49.460]  讓他們很有尊嚴的走完人生最後一程
[00:04:49.460 --> 00:04:51.460]  那他就把他十年來的
[00:04:51.460 --> 00:04:53.460]  這些經驗故事
[00:04:53.460 --> 00:04:55.460]  寫成一本書叫做
[00:04:55.460 --> 00:04:57.460]  他們知道我來過
[00:04:57.460 --> 00:04:59.460]  他們指那些老年人知道我來過
[00:04:59.460 --> 00:05:01.460]  那下面就是說
[00:05:01.460 --> 00:05:03.460]  被中國稱為首部
[00:05:03.460 --> 00:05:05.460]  教導我們怎麼樣
[00:05:05.460 --> 00:05:07.460]  關懷高危老年人的書籍
[00:05:07.460 --> 00:05:09.460]  聽清楚2014年
[00:05:09.460 --> 00:05:11.460]  首部就是第一本
[00:05:11.460 --> 00:05:13.460]  有關教你如何
[00:05:13.460 --> 00:05:15.460]  照顧老年人的書籍
[00:05:15.460 --> 00:05:17.460]  但是另一方面
[00:05:17.460 --> 00:05:19.460]  如果你去任何一個書店
[00:05:19.460 --> 00:05:21.460]  書城什麼什麼上去什麼網站
[00:05:21.460 --> 00:05:23.460]  去買書的話
[00:05:23.460 --> 00:05:25.460]  你隨時
[00:05:25.460 --> 00:05:27.460]  可以找到上千上萬本
[00:05:27.460 --> 00:05:29.460]  告訴你怎麼
[00:05:29.460 --> 00:05:31.460]  培養小孩子的IQ啊
[00:05:31.460 --> 00:05:33.460]  讓你的孩子不要輸在吉保線上啊
[00:05:33.460 --> 00:05:35.460]  栽培你的孩子的什麼EQ啊
[00:05:35.460 --> 00:05:37.460]  什麼論Q啊什麼Q都有
[00:05:37.460 --> 00:05:39.460]  教導孩子的
[00:05:39.460 --> 00:05:41.460]  你可以找到Millions of books
[00:05:41.460 --> 00:05:43.460]  是有關如何
[00:05:43.460 --> 00:05:45.460]  栽培孩子的
[00:05:45.460 --> 00:05:47.460]  讓他各種方面的能力越來越強
[00:05:47.460 --> 00:05:49.460]  音樂也好
[00:05:49.460 --> 00:05:51.460]  如何讓你小孩成為數學天才
[00:05:51.460 --> 00:05:53.460]  各種的書
[00:05:53.460 --> 00:05:55.460]  上千上萬本
[00:05:55.460 --> 00:05:57.460]  但是如何照顧老年人的
[00:05:57.460 --> 00:05:59.460]  2014年
[00:05:59.460 --> 00:06:01.460]  中國首部出來了
[00:06:01.460 --> 00:06:03.460]  所以這個比例是很
[00:06:03.460 --> 00:06:05.460]  你看到這個比例是非常明顯
[00:06:05.460 --> 00:06:07.460]  我不管你怎麼吹說什麼
[00:06:07.460 --> 00:06:09.460]  我們中國人是敬老的文化
[00:06:09.460 --> 00:06:11.460]  可是現實的市場告訴你
[00:06:11.460 --> 00:06:13.460]  我們活在一個時代
[00:06:13.460 --> 00:06:15.460]  是盲目的崇拜
[00:06:15.460 --> 00:06:17.460]  年輕
[00:06:17.460 --> 00:06:19.460]  美貌
[00:06:19.460 --> 00:06:21.460]  知識 成就 力量
[00:06:21.460 --> 00:06:23.460]  速度與激情
[00:06:23.460 --> 00:06:25.460]  只要你對這個社會
[00:06:25.460 --> 00:06:27.460]  還是有這些元素在
[00:06:27.460 --> 00:06:29.460]  你應該得到栽培
[00:06:29.460 --> 00:06:31.460]  所有的金錢
[00:06:31.460 --> 00:06:33.460]  時間精力都花在那方面
[00:06:33.460 --> 00:06:35.460]  而當一個人
[00:06:35.460 --> 00:06:37.460]  慢慢變老了
[00:06:37.460 --> 00:06:39.460]  當你覺得
[00:06:39.460 --> 00:06:41.460]  我沒有了工作能力
[00:06:41.460 --> 00:06:43.460]  我對這個社會可能
[00:06:43.460 --> 00:06:45.460]  也不再有任何的貢獻的時候
[00:06:45.460 --> 00:06:47.460]  其實無論我們怎麼吹
[00:06:47.460 --> 00:06:49.460]  我們是敬重他們的
[00:06:49.460 --> 00:06:51.460]  其實這個社會是在拋棄他們的
[00:06:51.460 --> 00:06:53.460]  因為沒有任何人會願意花時間
[00:06:53.460 --> 00:06:55.460]  精力去投入說
[00:06:55.460 --> 00:06:57.460]  這群人應該去愛他們
[00:06:57.460 --> 00:06:59.460]  沒有人會這樣
[00:06:59.460 --> 00:07:01.460]  那我們只是吹
[00:07:01.460 --> 00:07:03.460]  我們中國人是很會吹的
[00:07:03.460 --> 00:07:05.460]  中華文化五千年歷史
[00:07:05.460 --> 00:07:07.460]  嚴格來講其實兩千多年而已
[00:07:07.460 --> 00:07:09.460]  什麼千層書
[00:07:09.460 --> 00:07:11.460]  數一數二十四層
[00:07:11.460 --> 00:07:13.460]  所以我們都是吹
[00:07:13.460 --> 00:07:15.460]  可是現實生活當中告訴我們
[00:07:15.460 --> 00:07:17.460]  你發現一個家庭
[00:07:17.460 --> 00:07:19.460]  你花多少時間在孩子身上
[00:07:19.460 --> 00:07:21.460]  比起來花多少時間
[00:07:21.460 --> 00:07:23.460]  在上一輩身上
[00:07:23.460 --> 00:07:25.460]  其實不難看出我們的文化
[00:07:25.460 --> 00:07:27.460]  我們的傾向是什麼
[00:07:27.460 --> 00:07:29.460]  我們傾向於
[00:07:29.460 --> 00:07:31.460]  給誰
[00:07:31.460 --> 00:07:33.460]  給有能力的人
[00:07:33.460 --> 00:07:35.460]  有未來的人
[00:07:35.460 --> 00:07:37.460]  有前途的人
[00:07:37.460 --> 00:07:39.460]  所以保羅特別在聖經裡面
[00:07:39.460 --> 00:07:41.460]  告訴我們一個很重要的真理
[00:07:41.460 --> 00:07:43.460]  他說一切的能力才幹
[00:07:43.460 --> 00:07:45.460]  其實都是從神來的
[00:07:45.460 --> 00:07:47.460]  神給我們是要我們享受
[00:07:47.460 --> 00:07:49.460]  但同時
[00:07:49.460 --> 00:07:51.460]  保羅說不要在享受這些的同時
[00:07:51.460 --> 00:07:53.460]  把這些變成你的偶像
[00:07:53.460 --> 00:07:55.460]  忘記了愛本身
[00:07:55.460 --> 00:07:57.460]  因為愛
[00:07:57.460 --> 00:07:59.460]  一切才叫真愛
[00:07:59.460 --> 00:08:01.460]  如果我們愛一個人
[00:08:01.460 --> 00:08:03.460]  是因為這個人
[00:08:03.460 --> 00:08:05.460]  還有非常美好的未來
[00:08:05.460 --> 00:08:07.460]  但還是有很多
[00:08:07.460 --> 00:08:09.460]  也最近遇到一個女生
[00:08:09.460 --> 00:08:11.460]  都這樣說她說我沒辦法
[00:08:11.460 --> 00:08:13.460]  我一看到男生
[00:08:13.460 --> 00:08:15.460]  我一看到男生懂音樂
[00:08:15.460 --> 00:08:17.460]  我就沒辦法了我就被他征服了
[00:08:17.460 --> 00:08:19.460]  就是我們都是覺得
[00:08:19.460 --> 00:08:21.460]  凡是看到有某方面的恩賜
[00:08:21.460 --> 00:08:23.460]  那種確實是很吸引你的
[00:08:23.460 --> 00:08:25.460]  但是聖經告訴我們
[00:08:25.460 --> 00:08:27.460]  真正的愛
[00:08:27.460 --> 00:08:29.460]  是要超越這一切
[00:08:29.460 --> 00:08:31.460]  所以你知道為什麼
[00:08:31.460 --> 00:08:33.460]  當你學會對老年人愛的時候
[00:08:33.460 --> 00:08:35.460]  你慢慢就擺脫那種
[00:08:35.460 --> 00:08:37.460]  盲目只是崇拜那種
[00:08:37.460 --> 00:08:39.460]  年輕美貌有才幹
[00:08:39.460 --> 00:08:41.460]  有財富各種各種的原因
[00:08:41.460 --> 00:08:43.460]  慢慢脫離出來
[00:08:43.460 --> 00:08:45.460]  懂得去愛一群
[00:08:45.460 --> 00:08:47.460]  他真的對這個社會沒什麼
[00:08:47.460 --> 00:08:49.460]  特別貢獻
[00:08:49.460 --> 00:08:51.460]  他可能連最基本的健康都沒有
[00:08:51.460 --> 00:08:53.460]  當你願意花時間
[00:08:53.460 --> 00:08:55.460]  也懂得敬重這群人的時候
[00:08:55.460 --> 00:08:57.460]  聖經說你開始懂
[00:08:57.460 --> 00:08:59.460]  懂得什麼要敬畏上帝
[00:08:59.460 --> 00:09:01.460]  因為敬畏上帝
[00:09:01.460 --> 00:09:03.460]  需要我們學會擺脫
[00:09:03.460 --> 00:09:05.460]  一個很基本的原則
[00:09:05.460 --> 00:09:07.460]  就不要只是看中神
[00:09:07.460 --> 00:09:09.460]  給我們各樣的恩賜能力
[00:09:09.460 --> 00:09:11.460]  盲目的被這種東西吸引
[00:09:11.460 --> 00:09:13.460]  覺得我就是愛這種
[00:09:13.460 --> 00:09:15.460]  那這種愛有他很享受的地方
[00:09:15.460 --> 00:09:17.460]  可是這種愛畢竟
[00:09:17.460 --> 00:09:19.460]  不是聖經所說的那種
[00:09:19.460 --> 00:09:21.460]  最真實的愛
[00:09:21.460 --> 00:09:23.460]  這種有他的時間性
[00:09:23.460 --> 00:09:25.460]  有一天我們都會變老
[00:09:25.460 --> 00:09:27.460]  無論你什麼恩賜才幹
[00:09:27.460 --> 00:09:29.460]  有一天你都會失去
[00:09:29.460 --> 00:09:31.460]  有一天你可能
[00:09:31.460 --> 00:09:33.460]  真的什麼都沒有
[00:09:33.460 --> 00:09:35.460]  我上禮拜分享一個
[00:09:35.460 --> 00:09:37.460]  其中一個人給我很大的提醒
[00:09:37.460 --> 00:09:39.460]  就是
[00:09:39.460 --> 00:09:41.460]  臺灣的主教顯國塞
[00:09:41.460 --> 00:09:43.460]  那麼顯國塞他在
[00:09:43.460 --> 00:09:45.460]  他在臺灣做了天主教的主教
[00:09:45.460 --> 00:09:47.460]  有好幾十年的
[00:09:47.460 --> 00:09:49.460]  他也做過一些驚天動地的事情
[00:09:49.460 --> 00:09:51.460]  不過在他老年的時候
[00:09:51.460 --> 00:09:53.460]  他有一段
[00:09:53.460 --> 00:09:55.460]  他九十歲的時候
[00:09:55.460 --> 00:09:57.460]  得了癌症
[00:09:57.460 --> 00:09:59.460]  那麼他在醫院住化療的時間
[00:09:59.460 --> 00:10:01.460]  他後來把
[00:10:01.460 --> 00:10:03.460]  就被神接走之前
[00:10:03.460 --> 00:10:05.460]  他把他的化療的那段經歷
[00:10:05.460 --> 00:10:07.460]  寫成了一篇文章
[00:10:07.460 --> 00:10:09.460]  那麼這篇文章其實給我很大的感觸
[00:10:09.460 --> 00:10:11.460]  那篇文章是這樣說的
[00:10:11.460 --> 00:10:13.460]  他說
[00:10:13.460 --> 00:10:15.460]  他年輕的時候因為信主
[00:10:15.460 --> 00:10:17.460]  也被主大大的使用
[00:10:17.460 --> 00:10:19.460]  做了一些非常驚天動地的事
[00:10:19.460 --> 00:10:21.460]  可是到了他九十歲的時候
[00:10:21.460 --> 00:10:23.460]  他得了癌症
[00:10:23.460 --> 00:10:25.460]  他說癌症把他所有一切能夠做的貢獻都拿去了
[00:10:25.460 --> 00:10:27.460]  但他拿去了之後
[00:10:27.460 --> 00:10:29.460]  他說基本上那是他
[00:10:29.460 --> 00:10:31.460]  臨回天家前神給他最後的
[00:10:31.460 --> 00:10:33.460]  一個人生功課
[00:10:33.460 --> 00:10:35.460]  就是他自己稱為
[00:10:35.460 --> 00:10:37.460]  神藉著這個癌症
[00:10:37.460 --> 00:10:39.460]  醫治了他的虛榮心
[00:10:39.460 --> 00:10:41.460]  讓他學會什麼叫真愛
[00:10:41.460 --> 00:10:43.460]  他說他的
[00:10:43.460 --> 00:10:45.460]  神是這樣醫治他的
[00:10:45.460 --> 00:10:47.460]  他的醫治是這樣開始
[00:10:47.460 --> 00:10:49.460]  他說因為他癌症的緣故
[00:10:49.460 --> 00:10:51.460]  醫生給了一些藥他吃
[00:10:51.460 --> 00:10:53.460]  吃了那些藥有力量的作用
[00:10:53.460 --> 00:10:55.460]  他有一次在帶領彌撒
[00:10:55.460 --> 00:10:57.460]  我們叫崇拜
[00:10:57.460 --> 00:10:59.460]  天主教叫彌撒
[00:10:59.460 --> 00:11:01.460]  他在舉行彌撒的時候
[00:11:01.460 --> 00:11:03.460]  他說因為那天吃了有力量的藥物
[00:11:03.460 --> 00:11:05.460]  一下子忍不住失禁
[00:11:05.460 --> 00:11:07.460]  就弄得滿地
[00:11:07.460 --> 00:11:09.460]  滿地都是尿
[00:11:09.460 --> 00:11:11.460]  他說在那一次
[00:11:11.460 --> 00:11:13.460]  他說
[00:11:13.460 --> 00:11:15.460]  舉行彌撒時
[00:11:15.460 --> 00:11:17.460]  發生這樣的事情
[00:11:17.460 --> 00:11:19.460]  他說在主持彌撒五十幾年
[00:11:19.460 --> 00:11:21.460]  第一次發生這樣的糗事
[00:11:21.460 --> 00:11:23.460]  他說使我的尊嚴
[00:11:23.460 --> 00:11:25.460]  和顏面盡失
[00:11:25.460 --> 00:11:27.460]  在修女和神職人員
[00:11:27.460 --> 00:11:29.460]  所有的惠眾面前
[00:11:29.460 --> 00:11:31.460]  真感到無地自擁
[00:11:31.460 --> 00:11:33.460]  他說這是神醫治我虛榮心的開始
[00:11:33.460 --> 00:11:35.460]  這是第一步
[00:11:35.460 --> 00:11:37.460]  這是後來他因為要住院的時候
[00:11:37.460 --> 00:11:39.460]  第二次神醫治他是因為
[00:11:39.460 --> 00:11:41.460]  他住院去到一個病房的時候
[00:11:41.460 --> 00:11:43.460]  後來因為他大便有問題
[00:11:43.460 --> 00:11:45.460]  就吃了一些藥
[00:11:45.460 --> 00:11:47.460]  有卸便的功能
[00:11:47.460 --> 00:11:49.460]  他說有一天晚上
[00:11:49.460 --> 00:11:51.460]  因為吃了那個藥突然間晚上要去廁所
[00:11:51.460 --> 00:11:53.460]  他就沒辦法
[00:11:53.460 --> 00:11:55.460]  他必須要吵醒那個已經熟睡的男護士
[00:11:55.460 --> 00:11:57.460]  那個男看護呢
[00:11:57.460 --> 00:11:59.460]  就陪著他去廁所
[00:11:59.460 --> 00:12:01.460]  可是他說當他走去廁所的時候
[00:12:01.460 --> 00:12:03.460]  一下子還差幾步
[00:12:03.460 --> 00:12:05.460]  就到那個馬桶了
[00:12:05.460 --> 00:12:07.460]  一下子忍不住也失禁
[00:12:07.460 --> 00:12:09.460]  他說當那個男看護
[00:12:09.460 --> 00:12:11.460]  不小心踏上一堆糞便
[00:12:11.460 --> 00:12:13.460]  滿腹的不高興
[00:12:13.460 --> 00:12:15.460]  他就一邊用水沖洗
[00:12:15.460 --> 00:12:17.460]  一邊抱怨
[00:12:17.460 --> 00:12:19.460]  他將我弄髒的睡衣脫下
[00:12:19.460 --> 00:12:21.460]  讓我側裸裸的坐在馬桶上
[00:12:21.460 --> 00:12:23.460]  然後用水
[00:12:23.460 --> 00:12:25.460]  沖洗我兩腿上的糞便
[00:12:25.460 --> 00:12:27.460]  同時如同大人
[00:12:27.460 --> 00:12:29.460]  教訓小孩子一般
[00:12:29.460 --> 00:12:31.460]  教訓我這個
[00:12:31.460 --> 00:12:33.460]  九旬老人
[00:12:33.460 --> 00:12:35.460]  他說離馬桶就兩三步
[00:12:35.460 --> 00:12:37.460]  你都忍不住
[00:12:37.460 --> 00:12:39.460]  給我添那麼多麻煩
[00:12:39.460 --> 00:12:41.460]  他是這樣說
[00:12:41.460 --> 00:12:43.460]  他說這時候我感覺自己
[00:12:43.460 --> 00:12:45.460]  好像一個
[00:12:45.460 --> 00:12:47.460]  剛滿周歲的小孩子
[00:12:47.460 --> 00:12:49.460]  無言以對
[00:12:49.460 --> 00:12:51.460]  他的每句話
[00:12:51.460 --> 00:12:53.460]  猶如麗芮
[00:12:53.460 --> 00:12:55.460]  將我九十年來養成的至尊
[00:12:55.460 --> 00:12:57.460]  所維護的榮譽
[00:12:57.460 --> 00:12:59.460]  頭銜地位權威
[00:12:59.460 --> 00:13:01.460]  尊榮一層層的
[00:13:01.460 --> 00:13:03.460]  剝削掉
[00:13:03.460 --> 00:13:05.460]  他說這是神醫治他虛榮心
[00:13:05.460 --> 00:13:07.460]  的晉升的階段
[00:13:07.460 --> 00:13:09.460]  你們知道
[00:13:09.460 --> 00:13:11.460]  他說神用這個癌症
[00:13:11.460 --> 00:13:13.460]  把他一生的成就拿走
[00:13:13.460 --> 00:13:15.460]  然後他最終
[00:13:15.460 --> 00:13:17.460]  他說在臨走前他終於可以
[00:13:17.460 --> 00:13:19.460]  像個小孩子一樣
[00:13:19.460 --> 00:13:21.460]  來到神身邊說
[00:13:21.460 --> 00:13:23.460]  能夠享受那種說
[00:13:23.460 --> 00:13:25.460]  神我現在終於知道
[00:13:25.460 --> 00:13:27.460]  你愛我不是因為我有成就
[00:13:27.460 --> 00:13:29.460]  我可以告訴你
[00:13:29.460 --> 00:13:31.460]  你年輕的時候
[00:13:31.460 --> 00:13:33.460]  我可以告訴你一百遍說
[00:13:33.460 --> 00:13:35.460]  主耶穌愛你不是因為你的成就
[00:13:35.460 --> 00:13:37.460]  但是你多少還是覺得
[00:13:37.460 --> 00:13:39.460]  我年輕嘛我終於有成就啊
[00:13:39.460 --> 00:13:41.460]  多少你還會覺得神愛我
[00:13:41.460 --> 00:13:43.460]  多少是因為我還行
[00:13:43.460 --> 00:13:45.460]  我還不錯
[00:13:45.460 --> 00:13:47.460]  你多少把很多
[00:13:47.460 --> 00:13:49.460]  覺得人應該愛我的重點
[00:13:49.460 --> 00:13:51.460]  擺在就是因為我擁有這些
[00:13:51.460 --> 00:13:53.460]  我擁有好的工作
[00:13:53.460 --> 00:13:55.460]  我擁有好的才幹
[00:13:55.460 --> 00:13:57.460]  That's why 我配得所有人愛我
[00:13:57.460 --> 00:13:59.460]  你知道當你人生
[00:13:59.460 --> 00:14:01.460]  這些沒有的時候
[00:14:01.460 --> 00:14:03.460]  到那一刻
[00:14:03.460 --> 00:14:05.460]  你要迴轉像個小孩子
[00:14:05.460 --> 00:14:07.460]  你連大小便都沒辦法
[00:14:07.460 --> 00:14:09.460]  自己去的時候
[00:14:09.460 --> 00:14:11.460]  你才能夠來到神面前
[00:14:11.460 --> 00:14:13.460]  其實神是不是有一種愛
[00:14:13.460 --> 00:14:15.460]  真的可以不看我們的成就的
[00:14:15.460 --> 00:14:17.460]  可以不看我的能力
[00:14:17.460 --> 00:14:19.460]  這種愛是最真實
[00:14:19.460 --> 00:14:21.460]  超越一切時間性
[00:14:21.460 --> 00:14:23.460]  從我從小的時候到老
[00:14:23.460 --> 00:14:25.460]  到我有一天連
[00:14:25.460 --> 00:14:27.460]  最基本的生活的動力
[00:14:27.460 --> 00:14:29.460]  都沒有的時候
[00:14:29.460 --> 00:14:31.460]  神會在我身邊愛我
[00:14:31.460 --> 00:14:33.460]  是不是有這種愛存在
[00:14:33.460 --> 00:14:35.460]  到那一刻你才知道
[00:14:35.460 --> 00:14:37.460]  耶穌基督的愛有多寶貴
[00:14:37.460 --> 00:14:39.460]  因為只有耶穌基督在十加上
[00:14:39.460 --> 00:14:41.460]  祂能夠背負你所有
