
[00:00:00.000 --> 00:00:05.800]  今天也是我們所謂西方的過年的第二個主日
[00:01:34.700 --> 00:01:37.300]  也希望我們每一次回來教會
[00:01:37.300 --> 00:01:40.100]  聽到同堂的同工講道的時候
[00:01:40.100 --> 00:01:43.700]  都有些期望我們可以怎樣去活出愛
[00:01:43.700 --> 00:01:46.900]  當然上一次第一個主日
[00:01:46.900 --> 00:01:48.700]  謝牧師已經講了
[00:01:48.700 --> 00:01:51.500]  他說今天我們要愛神
[00:01:51.500 --> 00:01:54.000]  我們要盡心盡意、盡心盡力去愛神
[00:01:54.000 --> 00:01:57.200]  也是提出用生命的第十章
[00:01:57.200 --> 00:02:01.200]  來教導我們怎樣在我們的人生裏面
[00:02:01.200 --> 00:02:02.800]  在我們的生活裏面
[00:02:02.800 --> 00:02:05.200]  在一個所謂道地的人生裏面
[00:02:05.200 --> 00:02:08.200]  我們怎樣去活出愛
[00:02:08.200 --> 00:02:11.200]  以至於讓我們能夠有一個基礎
[00:02:11.200 --> 00:02:15.900]  而今天在安排裏面有一個題目
[00:02:15.900 --> 00:02:21.300]  這個題目就是我們從創造看神的愛
[00:02:21.300 --> 00:02:22.500]  這個是一個題目
[00:02:22.500 --> 00:02:27.400]  當然安排這個講道的同工
[00:02:27.400 --> 00:02:31.400]  我們可以以這個題目作為一個基本的觀念
[00:02:31.400 --> 00:02:34.000]  我們可以自由去思考
[00:02:34.000 --> 00:02:37.400]  怎樣去分享上帝的說話
[00:02:37.400 --> 00:02:40.100]  但是當我自己去看這個題目的時候
[00:02:40.100 --> 00:02:42.500]  我就覺得挺有意思的
[00:02:42.500 --> 00:02:46.100]  從創造來看神的愛
[00:02:46.100 --> 00:02:48.200]  就因為我常常都這樣
[00:02:48.200 --> 00:02:51.300]  當我們說我們要盡心盡心盡力去愛神
[00:02:51.300 --> 00:02:52.700]  絕對是對的
[00:02:52.700 --> 00:02:53.700]  但是另一方面
[00:02:53.700 --> 00:02:55.700]  我們常常都知道
[00:02:55.700 --> 00:02:57.700]  今天我們只能夠愛神
[00:02:57.700 --> 00:03:00.500]  是因為神仙愛我們
[00:03:00.500 --> 00:03:03.200]  以至於我們的主耶穌跟我們說
[00:03:03.200 --> 00:03:05.400]  他說今天你們要彼此相愛
[00:03:05.400 --> 00:03:08.000]  然後人看到我們的彼此相愛
[00:03:08.000 --> 00:03:10.900]  就認出是屬於耶穌基督的門徒
[00:03:10.900 --> 00:03:13.400]  換言之今天說愛
[00:03:13.400 --> 00:03:14.700]  不是只有一個「講」字
[00:03:14.700 --> 00:03:15.900]  大家明白我的意思嗎?
[00:03:15.900 --> 00:03:17.300]  不是說我愛你
[00:03:17.300 --> 00:03:19.700]  就是你回去跟太太說我愛你
[00:03:19.700 --> 00:03:20.900]  太太說不好意思
[00:03:20.900 --> 00:03:21.900]  你跟她說了十年了
[00:03:21.900 --> 00:03:23.200]  你怎麼愛我呢?
[00:03:23.200 --> 00:03:24.700]  你都沒有行動呢?
[00:03:24.700 --> 00:03:27.600]  換言之行動是很重要的
[00:03:27.600 --> 00:03:28.900]  當我們有行動的時候
[00:03:28.900 --> 00:03:32.100]  人看到我們能夠真的彼此相愛的時候
[00:03:32.100 --> 00:03:33.600]  人就說
[00:03:33.600 --> 00:03:35.800]  這間教會很特別
[00:03:35.800 --> 00:03:39.600]  這間教會他們能夠真的活出耶穌基督的教導
[00:03:39.600 --> 00:03:42.900]  讓我們看到這間教會的突顯智慧
[00:03:42.900 --> 00:03:45.200]  能夠彼此相愛
[00:03:45.200 --> 00:03:46.400]  但是我深信
[00:03:46.400 --> 00:03:49.600]  我們的耶穌同樣都不會只有一個「講」字
[00:03:49.600 --> 00:03:51.600]  就說你們彼此相愛
[00:03:51.600 --> 00:03:55.600]  他自己就沒有任何愛的行動出現
[00:03:55.600 --> 00:03:57.400]  你知道我深信
[00:03:57.400 --> 00:04:00.900]  當我們說從創世去看神的愛
[00:04:00.900 --> 00:04:04.800]  我覺得是神以身作則
[00:04:04.800 --> 00:04:08.400]  祂怎樣一開始已經跟我們說
[00:04:08.400 --> 00:04:10.300]  神好愛我們
[00:04:10.300 --> 00:04:13.800]  是透過整個創造的進程
[00:04:13.800 --> 00:04:15.700]  來看到神的愛
[00:04:15.700 --> 00:04:16.300]  當然
[00:04:16.300 --> 00:04:17.800]  今天我會跟大家說
[00:04:17.800 --> 00:04:20.200]  其實從創世紀第一章
[00:04:20.200 --> 00:04:21.900]  去到第三章
[00:04:21.900 --> 00:04:24.000]  如果我們說讀完三章
[00:04:24.000 --> 00:04:26.000]  我們已經可以憑著信心
[00:04:26.000 --> 00:04:27.900]  去領受三一真神的祝福
[00:04:27.900 --> 00:04:28.900]  所以我們已經說完
[00:04:28.900 --> 00:04:30.100]  要讀完三章
[00:04:30.100 --> 00:04:32.300]  但是我今天想跟大家讀幾節
[00:04:32.300 --> 00:04:32.900]  讀幾節
[00:04:32.900 --> 00:04:34.500]  我們讀讀第一章
[00:04:34.500 --> 00:04:36.800]  二十七節到三十一節
[00:04:36.800 --> 00:04:39.600]  就是看神造人的一個進程
[00:04:39.600 --> 00:04:41.300]  我們一起讀讀
[00:04:41.300 --> 00:04:45.000]  神就照著自己的形象造人
[00:04:45.000 --> 00:04:48.600]  乃是照著他的形象造男造女
[00:04:48.600 --> 00:04:50.800]  神就賜福給他們
[00:04:50.800 --> 00:04:52.100]  又對他們說
[00:04:52.100 --> 00:04:53.900]  要生養眾多
[00:04:53.900 --> 00:04:55.400]  遍滿地面
[00:04:55.400 --> 00:04:57.000]  治理這地
[00:04:57.000 --> 00:04:59.100]  也要管理海裡的魚
[00:04:59.100 --> 00:05:00.300]  空中的鳥
[00:05:00.300 --> 00:05:03.600]  和地上各樣行動的活物
[00:05:03.600 --> 00:05:04.400]  神說
[00:05:04.400 --> 00:05:09.300]  看啊!我將遍地上一切結種子的菜蔬
[00:05:09.300 --> 00:05:13.100]  和一切樹上所結有核的果子
[00:05:13.100 --> 00:05:15.300]  全賜給你們作食物
[00:05:15.300 --> 00:05:19.100]  至於地上的走獸和空中的飛鳥
[00:05:19.100 --> 00:05:22.800]  並各樣爬在地上有生命的物
[00:05:22.800 --> 00:05:26.300]  我將青草賜給他們作食物
[00:05:26.300 --> 00:05:29.000]  是就這樣成了
[00:05:29.000 --> 00:05:30.100]  神看著
[00:05:30.100 --> 00:05:33.100]  一切所造的都甚好
[00:05:33.100 --> 00:05:35.600]  有晚上 有早晨
[00:05:35.600 --> 00:05:37.500]  是第六日
[00:05:37.500 --> 00:05:39.600]  這一段的經文可以說是
[00:05:39.600 --> 00:05:43.200]  第六日神造人的一個進程
[00:05:43.200 --> 00:05:44.000]  當然
[00:05:44.000 --> 00:05:46.300]  如果我們仔細去看第一章
[00:05:46.300 --> 00:05:48.100]  到第三章的時候
[00:05:48.100 --> 00:05:49.700]  特別第一第二章
[00:05:49.700 --> 00:05:51.700]  就是神透過作者
[00:05:51.700 --> 00:05:53.000]  很清楚的
[00:05:53.000 --> 00:05:56.300]  來將整個創造的過程
[00:05:56.300 --> 00:05:59.000]  擺在這兩章聖經當中
[00:05:59.000 --> 00:06:00.900]  於是我就開始去思考
[00:06:00.900 --> 00:06:01.900]  去禱告
[00:06:01.900 --> 00:06:04.900]  究竟我怎樣能夠從創世
[00:06:04.900 --> 00:06:07.000]  神創造天地
[00:06:07.000 --> 00:06:09.400]  去看到神的愛
[00:06:09.400 --> 00:06:11.800]  我發現有五方面和大家分享
[00:06:11.800 --> 00:06:12.400]  第一
[00:06:12.400 --> 00:06:15.300]  就是從創造的次序
[00:06:15.300 --> 00:06:17.400]  來看神的愛
[00:06:17.400 --> 00:06:21.800]  整個次序由第一天到第六天的次序
[00:06:21.800 --> 00:06:23.200]  我們看到神的愛
[00:06:23.200 --> 00:06:24.900]  如果我們看回聖經
[00:06:24.900 --> 00:06:28.400]  第一天是做天地水光
[00:06:28.400 --> 00:06:30.800]  第二天是做天空空氣
[00:06:30.800 --> 00:06:33.200]  第三天是做寒地海植物
[00:06:33.200 --> 00:06:35.600]  第四天是日月升季節
[00:06:35.600 --> 00:06:37.900]  第五天是如雨如燭
[00:06:37.900 --> 00:06:40.900]  第六天是繡束蟲人
[00:06:40.900 --> 00:06:43.200]  這個是一個創造的
[00:06:43.200 --> 00:06:45.500]  這六天的一個次序
[00:06:45.500 --> 00:06:46.700]  而一開始的時候
[00:06:46.700 --> 00:06:47.800]  作世紀第一章
[00:06:47.800 --> 00:06:48.700]  第一第二節
[00:06:48.700 --> 00:06:49.500]  那裡說到
[00:06:49.500 --> 00:06:51.300]  起初神創造天地
[00:06:51.300 --> 00:06:52.800]  第六天是空虛混沌
[00:06:52.800 --> 00:06:54.500]  幽面黑暗神的靈
[00:06:54.500 --> 00:06:56.600]  運行在水面上
[00:06:56.600 --> 00:06:59.300]  如果看回第一節和第二節
[00:06:59.300 --> 00:07:00.900]  那些解經家就說
[00:07:00.900 --> 00:07:04.900]  其實神創造天地之前的天地
[00:07:04.900 --> 00:07:06.000]  是怎麼樣的呢
[00:07:06.000 --> 00:07:07.700]  就是作為天地之前是什麼呢
[00:07:07.700 --> 00:07:08.700]  而天地這個字
[00:07:08.700 --> 00:07:09.900]  如果看回原文
[00:07:09.900 --> 00:07:10.700]  是宇宙
[00:07:10.700 --> 00:07:11.400]  就是說
[00:07:11.400 --> 00:07:14.800]  今天神造這個宇宙之前
[00:07:14.800 --> 00:07:16.200]  這個所謂的世界
[00:07:16.200 --> 00:07:17.200]  用我們的觀念
[00:07:17.200 --> 00:07:18.500]  所謂的世界是怎麼樣的呢
[00:07:18.500 --> 00:07:20.500]  他說是空虛混沌
[00:07:20.500 --> 00:07:21.500]  幽面黑暗
[00:07:21.500 --> 00:07:22.400]  意思就是說
[00:07:22.400 --> 00:07:24.000]  原始的大地
[00:07:24.000 --> 00:07:25.500]  在我們的觀念裡面
[00:07:25.500 --> 00:07:26.500]  是一無不物
[00:07:26.500 --> 00:07:27.700]  什麼都沒有的
[00:07:27.700 --> 00:07:30.500]  而且是一片黑暗
[00:07:30.500 --> 00:07:31.100]  就是說
[00:07:31.100 --> 00:07:32.700]  神未造這個世界
[00:07:32.700 --> 00:07:33.700]  之先的世界
[00:07:33.700 --> 00:07:34.800]  所以這麼說
[00:07:34.800 --> 00:07:36.500]  就是什麼都沒有
[00:07:36.500 --> 00:07:39.000]  而且是一片黑暗
[00:07:39.000 --> 00:07:39.600]  但是
[00:07:39.600 --> 00:07:41.900]  當我們看回使徒保羅
[00:07:41.900 --> 00:07:43.400]  在羅馬書裡面
[00:07:43.400 --> 00:07:44.900]  曾經說過一個說話
[00:07:44.900 --> 00:07:46.100]  很有意思的
[00:07:46.100 --> 00:07:48.700]  他說自從神造天地以來
[00:07:48.700 --> 00:07:50.900]  神的永能和神聖
[00:07:50.900 --> 00:07:52.400]  是明明可知的
[00:07:52.400 --> 00:07:54.000]  所以說眼不能見
[00:07:54.000 --> 00:07:55.600]  藉著所造之物
[00:07:55.600 --> 00:07:56.800]  就可以曉得
[00:07:56.800 --> 00:07:59.600]  叫人無可推諉
[00:07:59.600 --> 00:08:01.100]  如果我們看回
[00:08:01.100 --> 00:08:02.500]  未創造之前
[00:08:02.500 --> 00:08:05.000]  創世紀第一節和第二節
[00:08:05.000 --> 00:08:07.200]  去到創造這個天地之後
[00:08:07.200 --> 00:08:08.100]  去到羅馬書
[00:08:08.100 --> 00:08:10.500]  保羅曾經這麼說一個說話
[00:08:10.500 --> 00:08:11.900]  他說這個世界
[00:08:11.900 --> 00:08:12.900]  這個宇宙
[00:08:12.900 --> 00:08:15.700]  其實是很美麗的
[00:08:15.700 --> 00:08:18.300]  這個宇宙的運行的秩序
[00:08:18.300 --> 00:08:20.000]  是很特別的
[00:08:20.000 --> 00:08:20.800]  這個背後
[00:08:20.800 --> 00:08:24.300]  沒有可能是沒有神在
[00:08:24.300 --> 00:08:25.600]  換言之
[00:08:25.600 --> 00:08:27.200]  保羅很清楚的說
[00:08:27.200 --> 00:08:29.100]  我們看著這個世界
[00:08:29.100 --> 00:08:30.700]  縱然我們的肉眼
[00:08:30.700 --> 00:08:31.800]  看不到神
[00:08:31.800 --> 00:08:32.600]  因為聖經說
[00:08:32.600 --> 00:08:33.900]  沒有人可以見到神
[00:08:33.900 --> 00:08:35.300]  唯有耶穌基督
[00:08:35.300 --> 00:08:36.600]  但是另一方面
[00:08:36.600 --> 00:08:38.300]  就算我們看不到神
[00:08:38.300 --> 00:08:41.100]  我們看到這個世界的美麗
[00:08:41.100 --> 00:08:43.100]  那個宇宙的奧秘
[00:08:43.100 --> 00:08:46.200]  宇宙的運行的秩序
[00:08:46.200 --> 00:08:50.400]  他說沒有可能是沒有神在背後
[00:08:50.400 --> 00:08:51.400]  換言之
[00:08:51.400 --> 00:08:52.400]  有時候我們看著
[00:08:52.400 --> 00:08:53.400]  我們過去三年
[00:08:53.400 --> 00:08:55.000]  我們在香港
[00:08:55.000 --> 00:08:56.400]  我們沒有得飛
[00:08:56.400 --> 00:08:58.500]  雖然現在開始有很多人飛
[00:08:58.500 --> 00:09:00.100]  我都年三十晚
[00:09:00.100 --> 00:09:02.100]  我都會今年第一次飛
[00:09:02.100 --> 00:09:03.100]  年三十晚
[00:09:03.100 --> 00:09:04.400]  換言之
[00:09:04.400 --> 00:09:05.500]  過去有三年
[00:09:05.500 --> 00:09:06.300]  我們覺得
[00:09:06.300 --> 00:09:07.700]  哇 真的是
[00:09:07.700 --> 00:09:09.800]  香港人很辛苦
[00:09:09.800 --> 00:09:10.700]  因為我們香港人很喜歡
[00:09:10.700 --> 00:09:12.200]  一放假就飛
[00:09:12.200 --> 00:09:13.700]  我們經常都覺得香港人是
[00:09:13.700 --> 00:09:14.800]  真的不美麗的
[00:09:14.800 --> 00:09:15.300]  我們經常覺得
[00:09:15.300 --> 00:09:17.000]  哇 歐洲又美麗的
[00:09:17.000 --> 00:09:19.500]  經常去看北極光
[00:09:19.500 --> 00:09:20.400]  但是每次去到
[00:09:20.400 --> 00:09:22.000]  多數看不到那些人
[00:09:22.000 --> 00:09:23.800]  但是很想去很想去
[00:09:23.800 --> 00:09:24.800]  但是其實
[00:09:24.800 --> 00:09:26.200]  過去三年我們沒有得動的時候
[00:09:26.200 --> 00:09:27.200]  沒有得飛的時候
[00:09:27.200 --> 00:09:30.300]  我們發覺香港原來真的很美
[00:09:30.300 --> 00:09:31.700]  我們根本就不用去
[00:09:31.700 --> 00:09:34.300]  日本、韓國看紅葉
[00:09:34.300 --> 00:09:36.100]  大堂大把
[00:09:36.100 --> 00:09:37.300]  去大堂看也行
[00:09:37.300 --> 00:09:38.000]  就是說
[00:09:38.000 --> 00:09:39.900]  其實上帝創造這個世界
[00:09:39.900 --> 00:09:41.500]  其實每處都這麼美
[00:09:41.500 --> 00:09:42.200]  換言之
[00:09:42.200 --> 00:09:44.300]  我們不是要追求別人的地方
[00:09:44.300 --> 00:09:45.800]  我們會不會看到香港
[00:09:45.800 --> 00:09:48.300]  同樣有美麗的一面
[00:09:48.300 --> 00:09:49.800]  換言之
[00:09:49.800 --> 00:09:51.200]  今天我們的眼睛
[00:09:51.200 --> 00:09:53.300]  不是只是看哪裡
[00:09:53.300 --> 00:09:56.200]  而是看整個宇宙的奧秘
[00:09:56.200 --> 00:09:57.600]  但是我們發覺
[00:09:57.600 --> 00:10:00.200]  當去到整個次序的時候
[00:10:00.200 --> 00:10:03.400]  最後才做人
[00:10:03.400 --> 00:10:04.900]  其實是神的愛
[00:10:04.900 --> 00:10:06.800]  如果第一天做人
[00:10:06.800 --> 00:10:08.100]  一早餓死了
[00:10:08.100 --> 00:10:09.300]  沒東西吃
[00:10:09.300 --> 00:10:10.800]  連草都沒東西吃
[00:10:10.800 --> 00:10:12.100]  菜都沒東西吃
[00:10:12.100 --> 00:10:12.800]  換言之
[00:10:12.800 --> 00:10:15.900]  當神預備好所有東西之後
[00:10:15.900 --> 00:10:18.400]  就做我們人
[00:10:18.400 --> 00:10:20.300]  而上帝做人
[00:10:20.300 --> 00:10:22.200]  給我們的價值
[00:10:22.200 --> 00:10:23.700]  比起其他
[00:10:23.700 --> 00:10:25.200]  是很特別的
[00:10:25.200 --> 00:10:27.100]  這個就是第二點
[00:10:27.100 --> 00:10:30.000]  神做人的過程
[00:10:30.000 --> 00:10:32.500]  我們看到神的愛
[00:10:32.500 --> 00:10:34.000]  很有趣的
[00:10:34.000 --> 00:10:37.000]  神創造天地的時候
[00:10:37.000 --> 00:10:40.000]  神說有就有
[00:10:40.000 --> 00:10:42.200]  神說有光就有光
[00:10:42.200 --> 00:10:44.500]  神說有水就有水
[00:10:44.500 --> 00:10:47.200]  就是神一說就成
[00:10:47.200 --> 00:10:49.400]  昨天見拜對有首詩歌就說
[00:10:49.400 --> 00:10:51.800]  神明立就立
[00:10:51.800 --> 00:10:52.900]  就有了
[00:10:52.900 --> 00:10:54.400]  但是做人就不同
[00:10:54.400 --> 00:10:56.900]  做人有一個過程
[00:10:56.900 --> 00:10:57.900]  這個過程就是
[00:10:57.900 --> 00:10:58.900]  他當是用泥土
[00:10:58.900 --> 00:10:59.600]  然後做了人
[00:10:59.600 --> 00:11:01.900]  然後吹一口氣
[00:11:01.900 --> 00:11:05.100]  以致他成為一個有靈的活人
[00:11:05.100 --> 00:11:07.100]  就是在那個盡情裡面
[00:11:07.100 --> 00:11:08.600]  其實不是說
[00:11:08.600 --> 00:11:09.100]  阿當
[00:11:09.100 --> 00:11:09.900]  有阿當
[00:11:09.900 --> 00:11:11.000]  不是那些
[00:11:11.000 --> 00:11:12.900]  而是一個盡情
[00:11:12.900 --> 00:11:14.200]  而這個盡情
[00:11:14.200 --> 00:11:14.900]  給我們看到
[00:11:14.900 --> 00:11:17.100]  原來是有神的愛
[00:11:17.100 --> 00:11:17.800]  為什麼呢
[00:11:17.800 --> 00:11:19.600]  因為神一開始就說
[00:11:19.600 --> 00:11:23.800]  我要照著我的形象和樣式
[00:11:23.800 --> 00:11:25.300]  去做男去做女
[00:11:25.300 --> 00:11:28.500]  然後給了一個責任給這幫人
[00:11:28.500 --> 00:11:30.100]  他要管理這個大地
[00:11:30.100 --> 00:11:32.000]  包括海底的魚
[00:11:32.000 --> 00:11:33.500]  全部我們管
[00:11:33.500 --> 00:11:35.100]  看回這個盡情
[00:11:35.100 --> 00:11:36.300]  除了那口氣
[00:11:36.300 --> 00:11:38.200]  我們很多時候說做人的時候
[00:11:38.200 --> 00:11:39.100]  我們很執著
[00:11:39.100 --> 00:11:40.200]  或者不要說執著
[00:11:40.200 --> 00:11:41.300]  很體重
[00:11:41.300 --> 00:11:43.200]  很強調神那口氣
[00:11:43.200 --> 00:11:44.300]  絕對是對的
[00:11:44.300 --> 00:11:45.500]  神吹一口氣
[00:11:45.500 --> 00:11:47.600]  就說成為有靈的活人
[00:11:47.600 --> 00:11:50.200]  但是我們一直對於形象和樣式
[00:11:50.200 --> 00:11:51.900]  我們都很難去了解
[00:11:51.900 --> 00:11:54.000]  神按照他的形象樣式
[00:11:54.000 --> 00:11:55.500]  去做男做女
[00:11:55.500 --> 00:11:56.400]  有時候都會這樣
[00:11:56.400 --> 00:11:58.000]  究竟將來去到天堂
[00:11:58.000 --> 00:12:00.000]  見到神是不是我這樣的樣子
[00:12:00.000 --> 00:12:01.700]  我們經常都會這樣想
[00:12:01.700 --> 00:12:03.000]  因為形象樣式
[00:12:03.000 --> 00:12:04.700]  給我們的觀點是什麼
[00:12:04.700 --> 00:12:06.700]  如我當我自己再去思考
[00:12:06.700 --> 00:12:08.800]  什麼叫形象什麼叫樣式的時候
[00:12:08.800 --> 00:12:10.100]  看回那些解經家
[00:12:10.100 --> 00:12:11.300]  再去思考
[00:12:11.300 --> 00:12:13.700]  再去看他們的研究那邊
[00:12:13.700 --> 00:12:17.100]  我發現形象原本這個字的原文就是
[00:12:17.100 --> 00:12:18.800]  一個象或者一個模型
[00:12:18.800 --> 00:12:21.700]  大家可能都會找到模型
[00:12:21.700 --> 00:12:23.700]  但是真正的意思就是說
[00:12:23.700 --> 00:12:25.900]  原來人類的生命
[00:12:25.900 --> 00:12:27.200]  你和我今天的生命
[00:12:27.200 --> 00:12:31.300]  是可以反映神的本質的
[00:12:31.300 --> 00:12:32.400]  意思就是說
[00:12:32.400 --> 00:12:34.200]  當聖經說神就是愛
[00:12:34.200 --> 00:12:36.100]  大家明白是居然是愛
[00:12:36.100 --> 00:12:37.300]  神的本質是愛
[00:12:37.300 --> 00:12:39.600]  其實我們的生活原本
[00:12:39.600 --> 00:12:40.600]  神造我們
[00:12:40.600 --> 00:12:44.100]  是應該活出這份愛
[00:12:44.100 --> 00:12:45.600]  而同樣樣式
[00:12:45.600 --> 00:12:47.000]  樣式的意思是什麼呢
[00:12:47.000 --> 00:12:49.900]  就是說令到人可以去了解
[00:12:49.900 --> 00:12:52.100]  以及明白上帝的心意
[00:12:52.100 --> 00:12:56.000]  以至到今天我們應該管理大地的時候
[00:12:56.000 --> 00:13:00.000]  是按照神的心意去管理這個大地
[00:13:00.000 --> 00:13:02.300]  神原本創造人
[00:13:02.300 --> 00:13:04.000]  他按照他的形象樣式
[00:13:04.000 --> 00:13:08.700]  是給我們能夠可以去明白神的
[00:13:08.700 --> 00:13:09.500]  各位聽衆會
[00:13:09.500 --> 00:13:11.300]  今天你和我的價值
[00:13:11.300 --> 00:13:15.100]  我們的生命是很重要的
[00:13:15.100 --> 00:13:17.200]  所以我們一定要看重
[00:13:17.200 --> 00:13:20.300]  今天你和我活在這個世界上
[00:13:20.300 --> 00:13:22.100]  我們的責任
[00:13:22.100 --> 00:13:23.100]  所以你跟隔壁人說
[00:13:23.100 --> 00:13:24.900]  你很特別
[00:13:24.900 --> 00:13:26.800]  我們很特別的
[00:13:26.800 --> 00:13:29.600]  因為我們有神的形象樣式
[00:13:29.600 --> 00:13:31.200]  我們可以反映神的
[00:13:31.200 --> 00:13:32.600]  以至到我們不要覺得
[00:13:32.600 --> 00:13:34.300]  我沒什麼用的
[00:13:34.300 --> 00:13:35.500]  各位聽衆會
[00:13:35.500 --> 00:13:39.200]  就算到了年紀多大也好
[00:13:39.200 --> 00:13:41.900]  其實上帝都可以使用我們
[00:13:41.900 --> 00:13:44.300]  昨天去到康有奎講道的時候
[00:13:44.300 --> 00:13:46.200]  當然很多是我的哥哥姐姐
[00:13:46.200 --> 00:13:47.800]  但也有很多是我的妹妹
[00:13:47.800 --> 00:13:49.100]  因為我今年已經70歲
[00:13:49.100 --> 00:13:50.300]  都不是小的
[00:13:50.300 --> 00:13:52.500]  換言之在過程中
[00:13:52.500 --> 00:13:54.600]  我看著一群哥哥姐姐
[00:13:54.600 --> 00:13:55.800]  我昨天跟他們說
[00:13:55.800 --> 00:13:58.900]  現在真的不要跟別人說長命百歲
[00:13:58.900 --> 00:14:00.800]  現在隨時都過百
[00:14:00.800 --> 00:14:02.300]  如果99歲你跟他們說
[00:14:02.300 --> 00:14:04.800]  長命百歲就千萬不要這樣說
[00:14:04.800 --> 00:14:07.000]  現在是買保險
[00:14:07.000 --> 00:14:08.000]  我聽別人說
[00:14:08.000 --> 00:14:09.000]  真的不知道
[00:14:09.000 --> 00:14:12.200]  現在買保險是買到138歲
[00:14:12.200 --> 00:14:13.200]  我昨天問長者
[00:14:13.200 --> 00:14:15.500]  他說你想不想活到138歲
[00:14:15.500 --> 00:14:16.100]  他說不想
[00:14:16.100 --> 00:14:17.000]  我說為什麼不想
[00:14:17.000 --> 00:14:19.300]  我說多好啊
[00:14:19.300 --> 00:14:20.500]  138歲
[00:14:20.500 --> 00:14:23.100]  換言之今天你和我的壽命
[00:14:23.100 --> 00:14:26.400]  一直可以延長著
[00:14:26.400 --> 00:14:30.100]  以至到原來上帝給我們的本質
[00:14:30.100 --> 00:14:31.100]  有時候會這樣
[00:14:31.100 --> 00:14:32.400]  創世紀錄一篇
[00:14:32.400 --> 00:14:34.500]  很多人活到多少歲
[00:14:34.500 --> 00:14:37.300]  九百多歲
[00:14:37.300 --> 00:14:42.200]  神的願意可以去到永恆的原本
[00:14:42.200 --> 00:14:44.800]  換言之今天我們看到神
[00:14:44.800 --> 00:14:49.100]  我們人的價值遠超過其他的動物
[00:14:49.100 --> 00:14:51.600]  因為我們有神的本質
[00:14:51.600 --> 00:14:54.600]  因為我們可以明白祂的心意
[00:14:54.600 --> 00:14:59.100]  而同樣神給我們看到有男有女是平等的
[00:14:59.100 --> 00:15:00.400]  男女是平等的
[00:15:00.400 --> 00:15:01.400]  但是另一方面
[00:15:01.400 --> 00:15:03.600]  在這個世界因為罪的緣故
[00:15:03.600 --> 00:15:05.200]  我們去到男女之間
[00:15:05.200 --> 00:15:07.500]  很多時候是一個競爭
[00:15:07.500 --> 00:15:10.400]  過去我們發覺男權主導的時候
[00:15:10.400 --> 00:15:14.400]  女性完全沒有任何地位
[00:15:14.400 --> 00:15:17.800]  於是出現了三百婦女節
[00:15:17.800 --> 00:15:20.200]  有一個人為了婦女
[00:15:20.200 --> 00:15:21.200]  我就開始這樣
[00:15:21.200 --> 00:15:22.400]  到現在我發覺
[00:15:22.400 --> 00:15:25.100]  現在的女性越來越高
[00:15:25.100 --> 00:15:26.300]  地位越來越高
[00:15:26.300 --> 00:15:28.000]  每一個國家的總統
[00:15:28.000 --> 00:15:29.500]  如果是女性
[00:15:29.500 --> 00:15:30.800]  特別威風一點
[00:15:30.800 --> 00:15:31.600]  但如果是男性
[00:15:31.600 --> 00:15:33.300]  經常被人罵
[00:15:33.300 --> 00:15:36.700]  我發覺現在女性又開始高
[00:15:36.700 --> 00:15:38.500]  於是有一天我就開始這樣
