
[00:00:00.000 --> 00:00:04.360]  今天的講題很特別,跟石頭的系列有關
[00:03:32.040 --> 00:03:34.920]  不知道大家認不認得這十戒
[00:03:34.920 --> 00:03:37.520]  拿著兩塊石板,很重的
[00:03:37.520 --> 00:03:40.720]  拿著兩塊法板,這個就是石板
[00:03:40.720 --> 00:03:43.040]  究竟十戒是哪十戒呢?
[00:03:43.040 --> 00:03:44.640]  我知道今天有些年輕人在
[00:03:44.640 --> 00:03:46.160]  所以我邀請了一位年輕人
[00:03:46.160 --> 00:03:49.080]  又中又應讀一次十戒給你聽
[00:03:49.080 --> 00:03:50.520]  我們邀請Ryan
[00:03:50.520 --> 00:04:00.680]  我這個是代表說十戒
[00:04:00.680 --> 00:04:02.800]  就是第一戒
[00:04:02.800 --> 00:04:05.520]  除了我以外,不可有別的神
[00:04:05.520 --> 00:04:09.640]  Do not have any other gods
[00:04:09.640 --> 00:04:13.400]  第二戒,不可為自己雕刻偶像
[00:04:13.400 --> 00:04:15.800]  Do not worship idols
[00:04:15.800 --> 00:04:20.360]  第三戒,不可妄清耶和華,你神的名
[00:04:20.360 --> 00:04:23.000]  Do not misuse the name of God
[00:04:23.000 --> 00:04:25.640]  第四戒,當守安息日
[00:04:25.640 --> 00:04:31.400]  Remember the sad birthday by keeping it holy
[00:04:31.400 --> 00:04:34.240]  第五戒,當孝敬父母
[00:04:34.240 --> 00:04:37.320]  Honor your father and your mother
[00:04:37.320 --> 00:04:39.680]  第六戒,不可殺人
[00:04:39.680 --> 00:04:41.600]  Do not murder
[00:04:41.600 --> 00:04:43.920]  第七戒,不可姦誘
[00:04:43.920 --> 00:04:46.440]  Do not commit adultery
[00:04:46.440 --> 00:04:50.080]  第八戒,不可偷渡
[00:04:50.080 --> 00:04:51.440]  Do not steal
[00:04:51.440 --> 00:04:56.200]  第九戒,不可作假見證陷害人
[00:04:56.200 --> 00:05:00.400]  Do not give false testimony to frame another person
[00:05:00.400 --> 00:05:02.960]  第十戒,不可貪婪
[00:05:02.960 --> 00:05:05.640]  Do not copy anything other have
[00:05:05.640 --> 00:05:07.640]  好,唔該哂
[00:05:07.640 --> 00:05:11.840]  唔該哂你,唔該哂你
[00:05:11.840 --> 00:05:15.080]  嘩,後生仔真係後生可畏
[00:05:15.080 --> 00:05:17.040]  咁你係可以讀曬十戒畀我哋聽
[00:05:17.040 --> 00:05:19.720]  十戒我相信依家都好少人去讀喇,係咪
[00:05:19.720 --> 00:05:21.600]  十戒應該更加少人去背
[00:05:21.600 --> 00:05:23.360]  我知道有啲香港嘅教會呢
[00:05:23.360 --> 00:05:25.520]  仲會讀十戒㗎喎
[00:05:25.520 --> 00:05:28.440]  仲會喺崇拜裏面呢,一齊朗誦十戒嘅
[00:05:28.440 --> 00:05:30.720]  唔知你識唔識得朗誦十戒啦
[00:05:30.720 --> 00:05:32.440]  咁呢就,十戒呢
[00:05:32.440 --> 00:05:37.200]  其實曾經有一個十戒嘅石板喺2016年嘅時候拍賣
[00:05:37.200 --> 00:05:41.320]  係以高價八萬五千蚊美元呢,嚟到去售出嘅
[00:05:41.320 --> 00:05:43.000]  呢個係最近期呢
[00:05:43.000 --> 00:05:46.840]  係最古老嘅十戒嘅石板能夠售出最高嘅價錢
[00:05:46.840 --> 00:05:49.600]  其實十戒個戒字
[00:05:49.600 --> 00:05:52.200]  畀人有個感覺就好似樣樣都唔畀做
[00:05:52.200 --> 00:05:53.520]  戒呀嘛,係咪
[00:05:53.520 --> 00:05:56.080]  事實上面並唔係咁樣嘅
[00:05:56.080 --> 00:05:58.200]  個戒字呢個戒字呢
[00:05:58.200 --> 00:06:00.960]  事實上面唔應該理解為一個戒
[00:06:00.960 --> 00:06:03.040]  因為點解呢?因為二十章嘅第一節
[00:06:03.040 --> 00:06:07.080]  喺呢個初開及嘅二十章第一節唔知下面個powerpoint有冇出嚟呢
[00:06:07.080 --> 00:06:09.800]  好,我哋一齊讀一讀二十章第一節,請讀
[00:06:09.800 --> 00:06:12.680]  上帝吩咐這一切的說話
[00:06:12.680 --> 00:06:13.560]  冇錯
[00:06:13.560 --> 00:06:16.160]  呢度冇用嘅戒字㗎喎
[00:06:16.160 --> 00:06:18.000]  講得好清楚係說話
[00:06:18.000 --> 00:06:20.440]  希伯來文呢個字嘅意思就係說話
[00:06:20.440 --> 00:06:22.480]  words,說話
[00:06:22.480 --> 00:06:23.480]  而
[00:06:23.480 --> 00:06:27.560]  所有嘅呢一個嘅舊約裏面包括埋二十章啦
[00:06:27.560 --> 00:06:29.160]  甚至係三十四章啦
[00:06:29.160 --> 00:06:30.800]  都提到十戒
[00:06:30.800 --> 00:06:32.080]  都係講緊
[00:06:32.080 --> 00:06:33.200]  說話
[00:06:33.200 --> 00:06:36.040]  如果你留意三十四章嘅二十八節嗰度呢
[00:06:36.040 --> 00:06:38.120]  其實呢度更加清楚話到
[00:06:38.120 --> 00:06:40.800]  耶和華將佢嘅約嘅說話
[00:06:40.800 --> 00:06:43.800]  就係十條戒寫喺兩塊板上面
[00:06:43.800 --> 00:06:46.960]  呢度所講嘅約嘅話個話字呢
[00:06:46.960 --> 00:06:50.840]  就係同嗰個戒字十戒嘅戒字一模一樣嘅字嚟㗎
[00:06:50.840 --> 00:06:53.840]  就即係十句嘅說話
[00:06:53.840 --> 00:06:54.840]  所以
[00:06:54.840 --> 00:06:57.080]  我哋以為十戒好似
[00:06:57.080 --> 00:06:58.120]  樣樣都唔准做
[00:06:58.120 --> 00:07:00.880]  其實只係講緊十句嘅說話
[00:07:00.880 --> 00:07:01.800]  當然
[00:07:01.800 --> 00:07:03.560]  如果你話佢係戒命呢
[00:07:03.560 --> 00:07:05.160]  又合乎呢個嘅聖經嘅
[00:07:05.160 --> 00:07:06.520]  又唔係差得好遠嘅
[00:07:06.520 --> 00:07:07.480]  因為事實上面
[00:07:07.480 --> 00:07:09.680]  耶穌喺新約嘅時候都有提過
[00:07:09.680 --> 00:07:12.000]  佢話呢度係戒命
[00:07:12.000 --> 00:07:13.520]  而喺柯西五經裏面呢
[00:07:13.520 --> 00:07:14.360]  亦都有講到呢
[00:07:14.360 --> 00:07:17.080]  特別喺呢一個生命記第四章十三節嗰度
[00:07:17.080 --> 00:07:19.360]  有提到上帝命令
[00:07:19.360 --> 00:07:22.440]  以色列人守十句嘅說話
[00:07:22.440 --> 00:07:23.400]  即係話
[00:07:23.400 --> 00:07:24.720]  其實十戒
[00:07:24.720 --> 00:07:28.760]  你講佢話十嘅戒命又唔係錯得曬
[00:07:28.760 --> 00:07:30.680]  十戒係邊個寫㗎
[00:07:30.680 --> 00:07:32.120]  當然係上帝寫㗎啦
[00:07:32.120 --> 00:07:33.600]  上帝用乜嘢寫㗎呢
[00:07:33.600 --> 00:07:35.600]  如果你根據聖經話畀我哋知
[00:07:35.600 --> 00:07:36.280]  喺十世
[00:07:36.280 --> 00:07:37.840]  喺三十一章第十八節
[00:07:37.840 --> 00:07:39.800]  喺初一及幾嘅三十一章第十八節
[00:07:39.800 --> 00:07:43.520]  我哋一齊讀一讀三十一章第十八節請讀
[00:07:43.520 --> 00:07:46.800]  西乃山和摩西雪原廟話
[00:07:46.800 --> 00:07:49.360]  就把兩塊法板交給他
[00:07:49.360 --> 00:07:52.720]  是神用紙頭寫的石板
[00:07:52.720 --> 00:07:55.240]  呢度提到非常之清楚
[00:07:55.240 --> 00:07:58.240]  原來石板上面嘅字
[00:07:58.240 --> 00:08:01.760]  十戒係上帝用佢嘅手指寫嘅
[00:08:01.760 --> 00:08:02.840]  當然啦
[00:08:02.840 --> 00:08:04.840]  我哋要知道呢個世界有一種語文
[00:08:04.840 --> 00:08:08.280]  有一種嘅書寫嘅體裁叫做比喻
[00:08:08.280 --> 00:08:10.360]  呢度所講嘅一種比喻
[00:08:10.360 --> 00:08:14.080]  你唔好諗住真係上帝嘅手指畀你見到先得㗎
[00:08:14.080 --> 00:08:17.320]  上帝係點會又畀你見到個實質嘅手指呢
[00:08:17.320 --> 00:08:17.800]  係咪
[00:08:17.800 --> 00:08:19.240]  上帝係無形無體嘛
[00:08:19.240 --> 00:08:21.080]  所以你呢個即係個比喻
[00:08:21.080 --> 00:08:23.720]  上帝用紙頭嘅意思即係話
[00:08:23.720 --> 00:08:26.160]  上帝好認真好確實咁樣
[00:08:26.160 --> 00:08:27.720]  寫出呢個十戒
[00:08:27.720 --> 00:08:28.640]  而十戒呢
[00:08:28.640 --> 00:08:30.440]  唔係摩西老作出嚟嘅
[00:08:30.440 --> 00:08:32.280]  而係上帝用佢嘅紙頭
[00:08:32.280 --> 00:08:33.560]  嚟到佢寫出嚟
[00:08:33.560 --> 00:08:35.720]  而喺初一及記嘅第三十四章
[00:08:35.720 --> 00:08:38.120]  一樣咁樣記載
[00:08:38.120 --> 00:08:39.800]  呢塊嘅石板
[00:08:39.800 --> 00:08:40.800]  係一模一樣
[00:08:40.800 --> 00:08:42.800]  用大概嘅一模一樣嘅size
[00:08:42.800 --> 00:08:44.200]  去做出咗咁嘅石板啦
[00:08:44.200 --> 00:08:46.280]  而且上帝亦都親自
[00:08:46.280 --> 00:08:49.640]  去寫呢一個嘅十戒㗎
[00:08:49.640 --> 00:08:52.520]  石頭其實我哋知道
[00:08:52.520 --> 00:08:54.480]  石頭同石板係唔同嘅
[00:08:54.480 --> 00:08:55.160]  如果你想知道
[00:08:55.160 --> 00:08:56.520]  石頭同石板係咩唔同嘅話
[00:08:56.520 --> 00:08:58.480]  你一陣間出門口
[00:08:58.480 --> 00:08:59.880]  見唔見到喺門口裏面
[00:08:59.880 --> 00:09:02.240]  有個石頭頂住嗰度門呀
[00:09:02.240 --> 00:09:04.040]  你試下攞起個石頭呀
[00:09:04.040 --> 00:09:05.400]  你估有幾重㗎啦
[00:09:05.400 --> 00:09:06.760]  我就試過好多次呢
[00:09:06.760 --> 00:09:09.320]  其實要用隻腳去踢㗎
[00:09:09.320 --> 00:09:10.640]  因為太重呀
[00:09:10.640 --> 00:09:11.600]  用隻腳去踢
[00:09:11.600 --> 00:09:13.000]  你可以想像
[00:09:13.000 --> 00:09:14.560]  如果佢有個石頭嘅話呢
[00:09:14.560 --> 00:09:16.080]  就非常之重
[00:09:16.080 --> 00:09:18.880]  呢度講得好清楚佢係石板
[00:09:18.880 --> 00:09:19.800]  佢驚你唔明呀
[00:09:19.800 --> 00:09:21.440]  佢就用咗個板字
[00:09:21.440 --> 00:09:23.360]  呢個板呢應該就唔好厚嘅姐
[00:09:23.360 --> 00:09:24.400]  亦都唔會好大件
[00:09:24.400 --> 00:09:25.640]  亦都唔會好重
[00:09:25.640 --> 00:09:26.200]  如果唔係呢
[00:09:26.200 --> 00:09:27.720]  摩西一隻手
[00:09:27.720 --> 00:09:28.920]  經文講㗎唔係我講㗎
[00:09:28.920 --> 00:09:30.040]  用一隻手
[00:09:30.040 --> 00:09:33.680]  可以攞得起兩塊石板喎
[00:09:33.680 --> 00:09:36.200]  一啲都唔係一件好重嘅物件呀
[00:09:36.200 --> 00:09:37.200]  即係換句話講
[00:09:37.200 --> 00:09:38.520]  可以攞得到㗎
[00:09:38.520 --> 00:09:42.000]  根據 Tricup 嘅第 34 章
[00:09:42.000 --> 00:09:45.880]  摩西做返一模一樣嘅石板
[00:09:45.880 --> 00:09:46.560]  點解呢
[00:09:46.560 --> 00:09:48.800]  因為之前喺 20 章嗰個石板呢
[00:09:48.800 --> 00:09:50.120]  已經掟碎咗
[00:09:50.120 --> 00:09:53.000]  因為以色人當時做得唔好呀
[00:09:53.000 --> 00:09:54.320]  所以上帝好憤怒
[00:09:54.320 --> 00:09:56.360]  摩西就掟爛咗嗰個石板
[00:09:56.360 --> 00:09:58.080]  而家嚟到第 34 章呢
[00:09:58.080 --> 00:10:01.160]  重新做多一次呢一個嘅石板
[00:10:01.160 --> 00:10:04.520]  上帝亦都寫返十戒上返去
[00:10:04.520 --> 00:10:05.680]  所以十戒呢
[00:10:05.680 --> 00:10:08.480]  唔係摩西 34 章自己寫上去㗎
[00:10:08.480 --> 00:10:11.960]  而係上帝佢自己再寫上去㗎
[00:10:11.960 --> 00:10:13.960]  Tricup 嘅話畀我哋知
[00:10:13.960 --> 00:10:18.760]  點解摩西會掟爛嗰十戒呀
[00:10:18.760 --> 00:10:19.720]  大家知唔知呀
[00:10:19.720 --> 00:10:21.880]  發生咗啲咩事呀
[00:10:21.880 --> 00:10:24.840]  因為有金牛出現
[00:10:24.840 --> 00:10:25.640]  睇起金牛呢
[00:10:25.640 --> 00:10:27.080]  大家有冇見過呢張嘢
[00:10:27.080 --> 00:10:29.120]  哎呀唔係
[00:10:29.120 --> 00:10:30.600]  道具錯咗添
[00:10:30.600 --> 00:10:32.520]  要畀啲時間搵個道具出嚟呀
[00:10:32.520 --> 00:10:35.800]  呢個銀包就喺台灣買嘅
[00:10:35.800 --> 00:10:39.520]  大家記唔記得呢張嘢呀
[00:10:39.520 --> 00:10:41.320]  五百蚊紙呀
[00:10:41.320 --> 00:10:44.080]  金牛呀見唔見到呀
[00:10:44.080 --> 00:10:44.880]  呢個係真㗎
[00:10:44.880 --> 00:10:46.080]  唔係假㗎呢個
[00:10:46.080 --> 00:10:49.920]  呢個係真錢嚟㗎
[00:10:49.920 --> 00:10:52.960]  我話對唔住
[00:10:52.960 --> 00:10:55.720]  嗱證明好
[00:10:55.720 --> 00:10:57.880]  一千蚊真係金牌
[00:10:57.880 --> 00:10:58.560]  對唔住呀
[00:10:58.560 --> 00:11:00.160]  我冇一千蚊
[00:11:00.160 --> 00:11:01.880]  最大嘅面下係呢樣嘢㗎啦
[00:11:01.880 --> 00:11:03.920]  咩香港仲有一千蚊㗎咩依家
[00:11:03.920 --> 00:11:06.200]  對唔住呀
[00:11:06.200 --> 00:11:07.000]  唔好講呀
[00:11:07.000 --> 00:11:08.960]  我越講越錯都多
[00:11:08.960 --> 00:11:09.560]  好
[00:11:09.560 --> 00:11:11.600]  咁樣就原因就因為呢
[00:11:11.600 --> 00:11:13.560]  因為佢哋做好隻金牛毒呀
[00:11:13.560 --> 00:11:14.440]  發生咩事呢
[00:11:14.440 --> 00:11:15.800]  我哋要睇一睇一段經文喇
[00:11:15.800 --> 00:11:18.200]  留意喺初一及記第32章第19節
[00:11:18.200 --> 00:11:19.760]  頭先我哋有讀過㗎喇
[00:11:19.760 --> 00:11:21.200]  其實當時佢哋就係
[00:11:21.200 --> 00:11:23.120]  當摩西上去山之後
[00:11:23.120 --> 00:11:24.880]  佢哋就等唔到摩西落返嚟
[00:11:24.880 --> 00:11:26.520]  搞咁耐都唔知去咗邊
[00:11:26.520 --> 00:11:28.720]  於是佢做一隻金牛毒
[00:11:28.720 --> 00:11:29.880]  金牛毒係咩樣㗎喇
[00:11:29.880 --> 00:11:30.960]  即刻去片睇一睇喇
[00:11:30.960 --> 00:11:31.560]  金牛毒呢
[00:11:31.560 --> 00:11:32.400]  你睇到呢
[00:11:32.400 --> 00:11:34.960]  就係嗰隻又紅又金嗰隻
[00:11:34.960 --> 00:11:36.440]  嗰隻先要金牛毒
[00:11:36.440 --> 00:11:37.440]  而呢個金牛毒呢
[00:11:37.440 --> 00:11:39.200]  就係喺以色列嘅博物館
[00:11:39.200 --> 00:11:42.240]  有一隻係嘉南時期嘅金牛
[00:11:42.240 --> 00:11:46.200]  佢嘅size其實就唔係好大隻嘅啫
[00:11:46.200 --> 00:11:47.080]  呢個所以呢
[00:11:47.080 --> 00:11:49.600]  就係當時佢哋做嘅金牛毒
[00:11:49.600 --> 00:11:51.960]  點解佢哋會做隻金牛毒呢
[00:11:51.960 --> 00:11:54.040]  以色列人喺埃及嘅時候
[00:11:54.040 --> 00:11:57.200]  佢哋住一個地方叫做哥山地
[00:11:57.200 --> 00:11:58.640]  大家要記住呢個問題
[00:11:58.640 --> 00:12:00.880]  有時聖經問答比賽要問呢個問題
[00:12:00.880 --> 00:12:03.480]  因為哥山地比較難答呢個名
[00:12:03.480 --> 00:12:04.720]  哥山呢個地方呢
[00:12:04.720 --> 00:12:06.800]  就係以色列人當時住嘅地方
[00:12:06.800 --> 00:12:10.240]  而哥山呢個地方有42個區
[00:12:10.240 --> 00:12:12.680]  Rooms有42個Rooms嘅區
[00:12:12.680 --> 00:12:13.840]  就等於呢英國呢
[00:12:13.840 --> 00:12:15.480]  我哋叫做郡呀嘛係咪
[00:12:15.480 --> 00:12:17.400]  美國就係叫做州啦
[00:12:17.400 --> 00:12:21.000]  當時呢哥山有42個Rooms
[00:12:21.000 --> 00:12:22.320]  每一個Rooms呢
[00:12:22.320 --> 00:12:24.960]  都有佢獨特嘅揮號㗎
[00:12:24.960 --> 00:12:26.240]  就等於足球隊咁樣
[00:12:26.240 --> 00:12:27.280]  我考下大家
[00:12:27.280 --> 00:12:29.800]  如果有支好似個槍咁樣嘅足球隊
[00:12:29.800 --> 00:12:30.280]  係邊隊
[00:12:30.280 --> 00:12:31.800]  邊一隊
[00:12:31.800 --> 00:12:35.440]  你哋都唔睇足球㗎
[00:12:35.440 --> 00:12:36.320]  阿仙奴
[00:12:36.320 --> 00:12:38.200]  冇錯阿仙奴呀嘛係咪
[00:12:38.200 --> 00:12:40.760]  即係有有唔同嘅足球隊有唔同嘅象
[00:12:40.760 --> 00:12:41.320]  有個揮號
[00:12:41.320 --> 00:12:42.800]  我唔知呢少個係咩啦
[00:12:42.800 --> 00:12:44.920]  英國都係英格蘭係三隻獅子呀嘛
[00:12:44.920 --> 00:12:45.440]  係咪
[00:12:45.440 --> 00:12:48.720]  所以你知道有唔同嘅揮號
[00:12:48.720 --> 00:12:50.920]  當時42個區裏面呢
[00:12:50.920 --> 00:12:52.560]  都有唔同嘅揮號
[00:12:52.560 --> 00:12:56.560]  最多嘅就係牛
[00:12:56.560 --> 00:12:57.840]  佢哋有刀
[00:12:57.840 --> 00:12:58.880]  有雀仔
[00:12:58.880 --> 00:12:59.840]  有魚
[00:12:59.840 --> 00:13:01.520]  但係最多嘅揮號呢
[00:13:01.520 --> 00:13:02.200]  就係牛
[00:13:02.200 --> 00:13:03.720]  所以點解
[00:13:03.720 --> 00:13:06.240]  點解佢哋當柯西唔見咗嘅時候
[00:13:06.240 --> 00:13:08.160]  佢哋搵佢做個神像出嚟
[00:13:08.160 --> 00:13:09.640]  做啲神出嚟啦
[00:13:09.640 --> 00:13:11.720]  佢哋第一樣嘢諗出嚟嘅
[00:13:11.720 --> 00:13:13.680]  就係牛
[00:13:13.680 --> 00:13:15.600]  因為當時佢喺埃及
[00:13:15.600 --> 00:13:17.960]  已經見過好多呢啲咁嘅牛
[00:13:17.960 --> 00:13:20.360]  而且喺維也納嘅博物館裏面呢
[00:13:20.360 --> 00:13:21.440]  依家仲有一個嘅
[00:13:21.440 --> 00:13:25.480]  當時埃及流行嘅無拜嘅牛神喺裏面
[00:13:25.480 --> 00:13:29.080]  就係圖中嘅最上方嗰個牛神
[00:13:29.080 --> 00:13:34.200]  所以點解佢哋會諗起牛呢樣嘢
[00:13:34.200 --> 00:13:37.760]  其實喺索馬尼亞出土嘅一個嘅圖詞裏面呢
[00:13:37.760 --> 00:13:40.680]  佢哋就搵到一啲嘅圖冠
[00:13:40.680 --> 00:13:43.920]  係寫住耶和華係牛
[00:13:43.920 --> 00:13:45.520]  嘩 好唔恐怖啊
[00:13:45.520 --> 00:13:47.320]  佢哋信耶和華㗎喎
[00:13:47.320 --> 00:13:50.200]  但佢哋相信耶和華係一頭乳牛
[00:13:50.200 --> 00:13:51.760]  係一隻乳牛
[00:13:51.760 --> 00:13:55.080]  所以你會見到點解佢哋做牛毒嘅原因
[00:13:55.080 --> 00:13:57.400]  係有呢啲嘅背景喺裏面嘅
[00:13:57.400 --> 00:13:59.120]  其實如果你記性好嘅話
[00:13:59.120 --> 00:14:01.280]  摩西嘅哥哥曾經話
[00:14:01.280 --> 00:14:05.400]  呢隻金牛毒就係帶領佢哋出埃及嘅耶和華神
[00:14:05.400 --> 00:14:08.520]  所以我哋知道點解佢哋第一時間
[00:14:08.520 --> 00:14:11.480]  會有牛呢個觀念出現
[00:14:11.480 --> 00:14:14.400]  但係我唔知你會唔會留意到呢頭牛有咩特別嘅地方
[00:14:14.400 --> 00:14:15.480]  望清楚
[00:14:15.480 --> 00:14:17.680]  佢唔單止一隻牛喎
[00:14:17.680 --> 00:14:18.680]  仲有佢有個
[00:14:18.680 --> 00:14:20.600]  你冇理由見佢牛頭角上面啊
[00:14:20.600 --> 00:14:22.200]  牛頭角嗰個唔係順手啊
[00:14:22.200 --> 00:14:24.920]  牛頭角嗰個呢有個太陽
[00:14:24.920 --> 00:14:26.560]  佢哋好似拜牛神
[00:14:26.560 --> 00:14:30.480]  其實佢真正背後拜緊嗰個就係嗰個圓片
[00:14:30.480 --> 00:14:32.800]  嗰個就係太陽神
[00:14:32.800 --> 00:14:34.360]  嗰個就係太陽神
[00:14:34.360 --> 00:14:38.440]  所以大概亞倫同埋一班以色列人
[00:14:38.440 --> 00:14:43.800]  佢哋深受咗當時嘅呢一個文化同埋埃及嘅影響
[00:14:43.800 --> 00:14:48.200]  所以佢就將牛嘅呢個觀念帶咗去信仰佢裏面
[00:14:48.200 --> 00:14:50.040]  包括亞倫都係一樣
[00:14:50.040 --> 00:14:54.240]  亞倫甚至大膽到自己定咗節期定咗憲制嘅方式先
[00:14:54.240 --> 00:14:56.720]  其實好多時候當我哋信咗耶穌之後
[00:14:56.720 --> 00:14:59.160]  我哋都有好多自己嘅諗法啦
[00:14:59.160 --> 00:15:00.040]  喜好啦
[00:15:00.040 --> 00:15:01.720]  我哋會有自己嘅經驗啦
[00:15:01.720 --> 00:15:03.440]  我哋將我哋自己嘅背景啦
[00:15:03.440 --> 00:15:05.520]  將我哋自己嗰啲信仰嘅歷程啦
[00:15:05.520 --> 00:15:08.000]  或者信唔同宗教嘅體驗啦
[00:15:08.000 --> 00:15:13.040]  甚至係民間宗教嘅色彩搬咗去我哋基督教嘅裏面
[00:15:13.040 --> 00:15:15.400]  表面就好似拜緊耶和華
[00:15:15.400 --> 00:15:16.560]  拜緊上帝
[00:15:16.560 --> 00:15:21.440]  但係實際上面可以拜緊嘅就係我哋自己創造出嚟嘅嘢
[00:15:21.440 --> 00:15:23.280]  就好似以色列人一樣
[00:15:23.280 --> 00:15:24.560]  佢哋唔係認識耶和華
[00:15:24.560 --> 00:15:25.760]  佢哋認識㗎
[00:15:25.760 --> 00:15:31.120]  但係佢哋竟然出嚟嘅係會當隻牛係耶和華
[00:15:31.120 --> 00:15:35.360]  我哋好多時候將唔同嘅元素放咗入去信信仰裏面
[00:15:35.360 --> 00:15:37.160]  甚至乎將宗教啦
[00:15:37.160 --> 00:15:40.640]  唔同嘅宗教包括埋政治都放咗落去
[00:15:40.640 --> 00:15:43.840]  以至影響緊我哋嘅呢一個嘅信仰
