
[00:00:00.000 --> 00:00:02.000]  好,我們再一次同心禱告
[00:02:02.660 --> 00:02:04.660]  舒勒牧師帶領教會
[00:02:04.660 --> 00:02:06.660]  當時以超過2000萬美金
[00:02:06.660 --> 00:02:08.660]  建立了舉世聞名的
[00:02:08.660 --> 00:02:10.660]  水晶大教堂
[00:02:10.660 --> 00:02:12.660]  而水晶大教堂的hall
[00:02:12.660 --> 00:02:14.660]  應該有2700多個座位
[00:02:14.660 --> 00:02:16.660]  而這個教堂
[00:02:16.660 --> 00:02:18.660]  就用一塊塊
[00:02:18.660 --> 00:02:20.660]  超過一萬塊的玻璃
[00:02:20.660 --> 00:02:22.660]  去建成
[00:02:22.660 --> 00:02:24.660]  美輪美奐非常非常豪華
[00:02:24.660 --> 00:02:26.660]  我們有一個會友
[00:02:26.660 --> 00:02:28.660]  在祖堂他跟我說
[00:02:28.660 --> 00:02:30.660]  他也去過教會聚會
[00:02:30.660 --> 00:02:32.660]  他去到教會的廁所
[00:02:32.660 --> 00:02:34.660]  他用金碧輝煌去形容
[00:02:34.660 --> 00:02:36.660]  非常非常漂亮
[00:02:36.660 --> 00:02:38.660]  這個教堂
[00:02:38.660 --> 00:02:40.660]  雖然用玻璃建造
[00:02:40.660 --> 00:02:42.660]  可以抵禦八級地震
[00:02:42.660 --> 00:02:44.660]  所以很厲害
[00:02:44.660 --> 00:02:46.660]  這個教會的士工
[00:02:46.660 --> 00:02:48.660]  我想大家最熟悉的
[00:02:48.660 --> 00:02:50.660]  是1970年開始的
[00:02:50.660 --> 00:02:52.660]  權能時刻
[00:02:52.660 --> 00:02:54.660]  我想香港當時也有播放
[00:02:54.660 --> 00:02:56.660]  我不知道是不是亞視播放
[00:02:56.660 --> 00:02:58.660]  所以亞視倒閉了
[00:02:58.660 --> 00:03:04.660]  這個權能時刻
[00:03:04.660 --> 00:03:06.660]  令到舒勒牧師舉世聞名
[00:03:06.660 --> 00:03:08.660]  但是他花費
[00:03:08.660 --> 00:03:10.660]  很厲害
[00:03:10.660 --> 00:03:12.660]  如果你看過
[00:03:12.660 --> 00:03:14.660]  榮耀復活節的聚會
[00:03:14.660 --> 00:03:16.660]  很輝煌
[00:03:16.660 --> 00:03:18.660]  如果跟他比較
[00:03:18.660 --> 00:03:20.660]  那些聚會真的很威風
[00:03:20.660 --> 00:03:22.660]  結果他花費過度
[00:03:22.660 --> 00:03:24.660]  在2010年
[00:03:24.660 --> 00:03:26.660]  宣佈破產
[00:03:26.660 --> 00:03:28.660]  據聞當時欠下的
[00:03:28.660 --> 00:03:30.660]  債務是5500萬美金
[00:03:30.660 --> 00:03:32.660]  資不抵債
[00:03:32.660 --> 00:03:34.660]  在2011年
[00:03:34.660 --> 00:03:36.660]  整間水清大教堂賣給天主教
[00:03:36.660 --> 00:03:38.660]  成為天主教產區的
[00:03:38.660 --> 00:03:40.660]  總部
[00:03:40.660 --> 00:03:42.660]  所以其實也很悲哀
[00:03:42.660 --> 00:03:44.660]  你看看舒勒牧師
[00:03:44.660 --> 00:03:46.660]  他所重視的是
[00:03:46.660 --> 00:03:48.660]  多少錢
[00:03:48.660 --> 00:03:50.660]  多美麗 多人
[00:03:50.660 --> 00:03:52.660]  後來到2013年
[00:03:52.660 --> 00:03:54.660]  教堂也賣給人了
[00:03:54.660 --> 00:03:56.660]  所以名字也要改
[00:03:56.660 --> 00:03:58.660]  叫做Shepherd's Grove
[00:03:58.660 --> 00:04:00.660]  教會
[00:04:00.660 --> 00:04:02.660]  現在應該由他的孫
[00:04:02.660 --> 00:04:04.660]  Bobby Schiller去負責
[00:04:04.660 --> 00:04:06.660]  做堂主任
[00:04:06.660 --> 00:04:08.660]  其實一間教會
[00:04:08.660 --> 00:04:10.660]  它的輝煌 它的風光
[00:04:10.660 --> 00:04:12.660]  不在乎有多少人
[00:04:12.660 --> 00:04:14.660]  有多大的地方
[00:04:14.660 --> 00:04:16.660]  有多少錢
[00:04:16.660 --> 00:04:18.660]  但他們很著重這些ABC
[00:04:18.660 --> 00:04:20.660]  A就是attendance
[00:04:20.660 --> 00:04:22.660]  有多少人
[00:04:22.660 --> 00:04:24.660]  B就是Building 有多大
[00:04:24.660 --> 00:04:26.660]  有多輝煌
[00:04:26.660 --> 00:04:28.660]  C就是Cash 有多少資金
[00:04:28.660 --> 00:04:30.660]  所以現在有些
[00:04:30.660 --> 00:04:32.660]  我認識有些教會
[00:04:32.660 --> 00:04:34.660]  或者教會的領袖
[00:04:34.660 --> 00:04:36.660]  都很重視這些ABC
[00:04:36.660 --> 00:04:38.660]  這是很門面的風光
[00:04:38.660 --> 00:04:40.660]  很門面的東西
[00:04:40.660 --> 00:04:42.660]  而水晶大教堂
[00:04:42.660 --> 00:04:44.660]  當我們忽略了
[00:04:44.660 --> 00:04:46.660]  教會的本質
[00:04:46.660 --> 00:04:48.660]  是做什麼的呢?
[00:04:48.660 --> 00:04:50.660]  教會的聖祭的本質
[00:04:50.660 --> 00:04:52.660]  教會的焦點是誰呢?
[00:04:52.660 --> 00:04:54.660]  就是教會的元首耶穌基督
[00:04:54.660 --> 00:04:56.660]  我們的焦點就是耶穌基督
[00:04:56.660 --> 00:04:58.660]  為什麼要設立這間教會
[00:04:58.660 --> 00:05:00.660]  他的使命是什麼呢?
[00:05:00.660 --> 00:05:02.660]  如果當我們忽略了這些
[00:05:02.660 --> 00:05:04.660]  那些ABC有多厲害呢?
[00:05:04.660 --> 00:05:06.660]  都是金玉其外 敗水其中
[00:05:06.660 --> 00:05:08.660]  我知道水晶大教堂
[00:05:08.660 --> 00:05:10.660]  轉了名叫
[00:05:10.660 --> 00:05:12.660]  Shepherd's Grove 教會
[00:05:12.660 --> 00:05:14.660]  是一個西班牙語的崇拜
[00:05:14.660 --> 00:05:16.660]  請了一個
[00:05:16.660 --> 00:05:18.660]  阿根廷的牧師
[00:05:18.660 --> 00:05:20.660]  是很厲害的
[00:05:20.660 --> 00:05:22.660]  人數由300人增長到1萬人
[00:05:22.660 --> 00:05:24.660]  其實我自己都希望
[00:05:24.660 --> 00:05:26.660]  水晶 不是叫水晶
[00:05:26.660 --> 00:05:28.660]  叫Shepherd's Grove 教會
[00:05:28.660 --> 00:05:30.660]  我希望他都復興
[00:05:30.660 --> 00:05:32.660]  希望他不要重蹈覆轍
[00:05:32.660 --> 00:05:34.660]  又是那些門面風光
[00:05:34.660 --> 00:05:36.660]  不要著重這些東西
[00:05:36.660 --> 00:05:38.660]  其實早期教會
[00:05:38.660 --> 00:05:40.660]  初初都幾風光
[00:05:40.660 --> 00:05:42.660]  如果看回這段經文
[00:05:42.660 --> 00:05:44.660]  早期教會是很風光的
[00:05:44.660 --> 00:05:46.660]  我們看看這段經文
[00:05:46.660 --> 00:05:48.660]  所講的教會的人
[00:05:48.660 --> 00:05:50.660]  和教會的事工
[00:05:50.660 --> 00:05:52.660]  我們先看教會的人
[00:05:52.660 --> 00:05:54.660]  包括教會的領袖
[00:05:54.660 --> 00:05:56.660]  使徒
[00:05:56.660 --> 00:05:58.660]  教會的會眾
[00:05:58.660 --> 00:06:00.660]  一些不信的人和一些教外的百姓
[00:06:00.660 --> 00:06:02.660]  主席著使徒的手
[00:06:02.660 --> 00:06:04.660]  在民間
[00:06:04.660 --> 00:06:06.660]  在民間行了很多神蹟騎士
[00:06:06.660 --> 00:06:08.660]  他們都同心合意地聚集在所羅門的廊下
[00:06:08.660 --> 00:06:10.660]  他們都同心合意地聚集在所羅門的廊下
[00:06:10.660 --> 00:06:12.660]  他們都同心合意地聚集在所羅門的廊下
[00:06:12.660 --> 00:06:14.660]  使徒行了很多神蹟騎士
[00:06:14.660 --> 00:06:16.660]  你一路讀下去
[00:06:16.660 --> 00:06:18.660]  你會發覺很多這些神蹟騎士
[00:06:18.660 --> 00:06:20.660]  司提反
[00:06:20.660 --> 00:06:22.660]  他滿有恩惠和能力
[00:06:22.660 --> 00:06:24.660]  在民間行了大奇蹟
[00:06:24.660 --> 00:06:26.660]  騎士神蹟
[00:06:26.660 --> 00:06:28.660]  在六章第八節
[00:06:28.660 --> 00:06:30.660]  肥利去到撒瑪利亞宣講基督的時候
[00:06:30.660 --> 00:06:32.660]  眾人一邊聽
[00:06:32.660 --> 00:06:34.660]  一邊看他行了
[00:06:34.660 --> 00:06:36.660]  所行的奇蹟的神蹟
[00:06:36.660 --> 00:06:38.660]  在八章六節
[00:06:38.660 --> 00:06:40.660]  巴拿巴和保羅斯
[00:06:40.660 --> 00:06:42.660]  行神蹟騎士證明
[00:06:42.660 --> 00:06:44.660]  上帝恩惠的道
[00:06:44.660 --> 00:06:46.660]  在十四章的三節
[00:06:46.660 --> 00:06:48.660]  在十四章的三節
[00:06:48.660 --> 00:06:50.660]  其實這段經文的上一段
[00:06:50.660 --> 00:06:52.660]  上個禮拜的那段
[00:06:52.660 --> 00:06:54.660]  阿拿利亞和撒菲拉夫婦欺騙聖靈
[00:06:54.660 --> 00:06:56.660]  阿拿利亞和撒菲拉夫婦欺騙聖靈
[00:06:56.660 --> 00:06:58.660]  撒菲拉夫婦欺騙聖靈
[00:06:58.660 --> 00:07:00.660]  撒菲拉夫婦欺騙聖靈
[00:07:00.660 --> 00:07:02.660]  撒菲拉夫婦欺騙聖靈
[00:07:02.660 --> 00:07:04.660]  撒菲拉夫婦欺騙聖靈
[00:07:04.660 --> 00:07:06.660]  是彼得所行的神蹟
[00:07:06.660 --> 00:07:08.660]  所以早期教會的使徒
[00:07:08.660 --> 00:07:10.660]  很多神蹟騎士
[00:07:10.660 --> 00:07:12.660]  這些外顯性的神蹟騎士
[00:07:12.660 --> 00:07:14.660]  這些外顯性的神蹟騎士
[00:07:14.660 --> 00:07:16.660]  用來證明耶穌就是基督
[00:07:16.660 --> 00:07:18.660]  用來證明耶穌就是基督
[00:07:18.660 --> 00:07:20.660]  證明神的道
[00:07:20.660 --> 00:07:22.660]  證明神的道
[00:07:22.660 --> 00:07:24.660]  保羅巴拿巴為什麼行神蹟騎士
[00:07:24.660 --> 00:07:26.660]  保羅巴拿巴為什麼行神蹟騎士
[00:07:26.660 --> 00:07:28.660]  證明他恩惠的道
[00:07:28.660 --> 00:07:30.660]  我們今天不需要這些
[00:07:30.660 --> 00:07:32.660]  因為神的道已經清清楚楚
[00:07:32.660 --> 00:07:34.660]  因為神的道已經清清楚楚
[00:07:34.660 --> 00:07:36.660]  我們不用再追求神蹟騎士
[00:07:36.660 --> 00:07:38.660]  我們不用再追求神蹟騎士
[00:07:38.660 --> 00:07:40.660]  神蹟是一個標記
[00:07:40.660 --> 00:07:42.660]  神蹟是一個標記
[00:07:42.660 --> 00:07:44.660]  是指向這個標記背後的真理
[00:07:44.660 --> 00:07:46.660]  是指向這個標記背後的真理
[00:07:46.660 --> 00:07:48.660]  所以我們今天教會
[00:07:48.660 --> 00:07:50.660]  不應該再追求神蹟騎士
[00:07:50.660 --> 00:07:52.660]  不應該再追求神蹟騎士
[00:07:52.660 --> 00:07:54.660]  聖靈擊倒、謊言、神蹟致病
[00:07:54.660 --> 00:07:56.660]  聖靈擊倒、謊言、神蹟致病
[00:07:56.660 --> 00:07:58.660]  應該追求神的道
[00:07:58.660 --> 00:08:00.660]  應該追求聖經所啟示的真理
[00:08:00.660 --> 00:08:02.660]  應該追求聖經所啟示的真理
[00:08:02.660 --> 00:08:04.660]  不要把心思意念放錯了
[00:08:04.660 --> 00:08:06.660]  不要把心思意念放錯了
[00:08:06.660 --> 00:08:08.660]  教會的領袖在當時
[00:08:08.660 --> 00:08:10.660]  教會的領袖在當時
[00:08:10.660 --> 00:08:12.660]  行神蹟騎士是想告訴別人
[00:08:12.660 --> 00:08:14.660]  耶穌基督的真理
[00:08:14.660 --> 00:08:16.660]  是真實可靠
[00:08:16.660 --> 00:08:18.660]  會眾同心合意聚集在所羅門的廊下
[00:08:18.660 --> 00:08:20.660]  會眾同心合意聚集在所羅門的廊下
[00:08:20.660 --> 00:08:22.660]  會眾同心合意聚集在所羅門的廊下
[00:08:22.660 --> 00:08:24.660]  同心合意這個字在新約出現了12次
[00:08:24.660 --> 00:08:26.660]  新約出現了12次
[00:08:26.660 --> 00:08:28.660]  有11次高度集中在
[00:08:28.660 --> 00:08:30.660]  有11次高度集中在
[00:08:30.660 --> 00:08:32.660]  講早期教會成立的這本書
[00:08:32.660 --> 00:08:34.660]  其中有6次指向教會
[00:08:34.660 --> 00:08:36.660]  其中有6次指向教會
[00:08:36.660 --> 00:08:38.660]  所以同心合意是教會非常重要的質素
[00:08:38.660 --> 00:08:40.660]  所以同心合意是教會非常重要的質素
[00:08:40.660 --> 00:08:42.660]  教會重要的質素不是有多大、多人、多錢
[00:08:42.660 --> 00:08:44.660]  教會重要的質素不是有多大、多人、多錢
[00:08:44.660 --> 00:08:46.660]  是有沒有同心合意
[00:08:46.660 --> 00:08:48.660]  而同心合意的意思就是有同一個目標和價值觀
[00:08:48.660 --> 00:08:50.660]  而同心合意的意思就是有同一個目標和價值觀
[00:08:52.660 --> 00:08:54.660]  我們教會的會眾都來自五湖四海
[00:08:54.660 --> 00:08:56.660]  有猶太人有外邦人
[00:08:56.660 --> 00:08:58.660]  其實今天一樣
[00:08:58.660 --> 00:09:00.660]  我們教會的會眾來自五湖四海
[00:09:00.660 --> 00:09:02.660]  有不同的成長背景
[00:09:02.660 --> 00:09:04.660]  不同的學歷
[00:09:04.660 --> 00:09:06.660]  不同的經驗、不同的恩賜
[00:09:06.660 --> 00:09:08.660]  每個人都不同
[00:09:08.660 --> 00:09:10.660]  我們的重點就是要同心合意
[00:09:10.660 --> 00:09:12.660]  我們的重點就是要同心合意
[00:09:12.660 --> 00:09:14.660]  在目標和價值觀去合一
[00:09:14.660 --> 00:09:16.660]  我們要unity
[00:09:16.660 --> 00:09:18.660]  我們不是要統一
[00:09:18.660 --> 00:09:20.660]  我們不是要uniformity
[00:09:20.660 --> 00:09:22.660]  每個人都一樣
[00:09:22.660 --> 00:09:24.660]  有些人喜歡現代詩歌
[00:09:24.660 --> 00:09:26.660]  有些人喜歡傳統詩歌
[00:09:26.660 --> 00:09:28.660]  有些人是前線侍奉
[00:09:28.660 --> 00:09:30.660]  有些人是後方支援
[00:09:30.660 --> 00:09:32.660]  有些是民建聯、有些是熱血公民
[00:09:32.660 --> 00:09:34.660]  都可以來這間教會聚會
[00:09:34.660 --> 00:09:36.660]  只要我們的目標是追求耶穌基督
[00:09:36.660 --> 00:09:38.660]  只要我們的目標是追求耶穌基督
[00:09:38.660 --> 00:09:40.660]  我們的價值觀就是真理
[00:09:40.660 --> 00:09:42.660]  我們需要的是在目標和價值觀裡面去合一
[00:09:42.660 --> 00:09:44.660]  我們需要的是在目標和價值觀裡面去合一
[00:09:44.660 --> 00:09:46.660]  而這班人聚集在所羅門的廊下
[00:09:46.660 --> 00:09:48.660]  而這班人聚集在所羅門的廊下
[00:09:48.660 --> 00:09:50.660]  而這班人聚集在所羅門的廊下
[00:09:50.660 --> 00:09:52.660]  而這班人聚集在所羅門的廊下
[00:09:52.660 --> 00:09:54.660]  而這班人聚集在所羅門的廊下
[00:09:54.660 --> 00:09:56.660]  而這班人聚集在所羅門的廊下
[00:09:56.660 --> 00:09:58.660]  而這班人聚集在所羅門的廊下
[00:09:58.660 --> 00:10:00.660]  而這班人聚集在所羅門的廊下
[00:10:00.660 --> 00:10:02.660]  而這班人聚集在所羅門的廊下
[00:10:02.660 --> 00:10:04.660]  而這班人聚集在所羅門的廊下
[00:10:04.660 --> 00:10:06.660]  而這班人聚集在所羅門的廊下
[00:10:06.660 --> 00:10:08.660]  而這班人聚集在所羅門的廊下
[00:10:08.660 --> 00:10:10.660]  而這班人聚集在所羅門的廊下
[00:10:10.660 --> 00:10:12.660]  而這班人聚集在所羅門的廊下
[00:10:12.660 --> 00:10:20.660]  而這班人聚集在所羅門的廊下
[00:10:20.660 --> 00:10:22.660]  我們看到第一世紀的猶太歷史學家約瑟夫的記載
[00:10:22.660 --> 00:10:24.660]  我們看到第一世紀的猶太歷史學家約瑟夫的記載
[00:10:24.660 --> 00:10:26.660]  他記載到所羅門的廊在聖殿的東邊
[00:10:26.660 --> 00:10:28.660]  他記載到所羅門的廊在聖殿的東邊
[00:10:28.660 --> 00:10:30.660]  他記載到所羅門的廊在聖殿的東邊
[00:10:30.660 --> 00:10:32.660]  在外院那邊
[00:10:32.660 --> 00:10:34.660]  和聖殿的中間
[00:10:34.660 --> 00:10:36.660]  聖所至聖所有一段距離
[00:10:36.660 --> 00:10:38.660]  和聖殿的中間聖所至聖所有一段距離
[00:10:38.660 --> 00:10:40.660]  而這個地方應該比較大
[00:10:40.660 --> 00:10:42.660]  這班人聚集在所羅門的廊下
[00:10:42.660 --> 00:10:44.660]  這班人聚集在所羅門的廊下
[00:10:44.660 --> 00:10:46.660]  這班人聚集在所羅門的廊下
[00:10:46.660 --> 00:10:48.660]  這班人聚集在所羅門的廊下
[00:10:48.660 --> 00:10:50.660]  這班人聚集在所羅門的廊下
[00:10:50.660 --> 00:10:52.660]  這班人聚集在所羅門的廊下
[00:10:52.660 --> 00:10:54.660]  這班人聚集在所羅門的廊下
[00:10:54.660 --> 00:10:56.660]  這班人聚集在所羅門的廊下
[00:10:56.660 --> 00:10:58.660]  這班人聚集在所羅門的廊下
[00:10:58.660 --> 00:11:00.660]  這班人聚集在所羅門的廊下
[00:11:00.660 --> 00:11:02.660]  這班人聚集在所羅門的廊下
[00:11:02.660 --> 00:11:04.660]  這班人聚集在所羅門的廊下
[00:11:04.660 --> 00:11:06.660]  這班人聚集在所羅門的廊下
[00:11:06.660 --> 00:11:10.660]  這班人聚集在所羅門的廊下
[00:11:10.660 --> 00:11:12.660]  這班人聚集在所羅門的廊下
[00:11:12.660 --> 00:11:14.660]  這班人聚集在所羅門的廊下
[00:11:14.660 --> 00:11:16.660]  這班人聚集在所羅門的廊下
[00:11:16.660 --> 00:11:18.660]  這班人聚集在所羅門的廊下
[00:11:18.660 --> 00:11:20.660]  這班人聚集在所羅門的廊下
[00:11:20.660 --> 00:11:22.660]  這班人聚集在所羅門的廊下
[00:11:22.660 --> 00:11:24.660]  這班人聚集在所羅門的廊下
[00:11:24.660 --> 00:11:26.660]  這班人聚集在所羅門的廊下
[00:11:26.660 --> 00:11:28.660]  這班人聚集在所羅門的廊下
[00:11:28.660 --> 00:11:30.660]  這班人聚集在所羅門的廊下
[00:11:30.660 --> 00:11:32.660]  這班人聚集在所羅門的廊下
[00:11:32.660 --> 00:11:34.660]  這班人聚集在所羅門的廊下
[00:11:34.660 --> 00:11:36.660]  這班人聚集在所羅門的廊下
[00:11:36.660 --> 00:11:38.660]  這班人聚集在所羅門的廊下
[00:11:38.660 --> 00:11:40.660]  這班人聚集在所羅門的廊下
[00:11:40.660 --> 00:11:42.660]  這班人聚集在所羅門的廊下
[00:11:42.660 --> 00:11:44.660]  這班人聚集在所羅門的廊下
[00:11:44.660 --> 00:11:46.660]  這班人聚集在所羅門的廊下
[00:11:46.660 --> 00:11:48.660]  這班人聚集在所羅門的廊下
[00:11:48.660 --> 00:11:50.660]  這班人聚集在所羅門的廊下
[00:11:50.660 --> 00:11:52.660]  這班人聚集在所羅門的廊下
[00:11:52.660 --> 00:11:54.660]  這班人聚集在所羅門的廊下
[00:11:54.660 --> 00:11:56.660]  這班人聚集在所羅門的廊下
[00:11:56.660 --> 00:11:58.660]  這班人聚集在所羅門的廊下
[00:11:58.660 --> 00:12:00.660]  這班人聚集在所羅門的廊下
[00:12:00.660 --> 00:12:04.660]  這班人聚集在所羅門的廊下
[00:12:04.660 --> 00:12:06.660]  這班人聚集在所羅門的廊下
[00:12:06.660 --> 00:12:08.660]  這班人聚集在所羅門的廊下
[00:12:08.660 --> 00:12:10.660]  這班人聚集在所羅門的廊下
[00:12:10.660 --> 00:12:12.660]  這班人聚集在所羅門的廊下
[00:12:12.660 --> 00:12:14.660]  這班人聚集在所羅門的廊下
[00:12:14.660 --> 00:12:16.660]  這班人聚集在所羅門的廊下
[00:12:16.660 --> 00:12:18.660]  這班人聚集在所羅門的廊下
[00:12:18.660 --> 00:12:20.660]  這班人聚集在所羅門的廊下
[00:12:20.660 --> 00:12:22.660]  這班人聚集在所羅門的廊下
[00:12:22.660 --> 00:12:24.660]  這班人聚集在所羅門的廊下
[00:12:24.660 --> 00:12:26.660]  這班人聚集在所羅門的廊下
[00:12:26.660 --> 00:12:28.660]  這班人聚集在所羅門的廊下
[00:12:28.660 --> 00:12:30.660]  這班人聚集在所羅門的廊下
[00:12:30.660 --> 00:12:32.660]  這班人聚集在所羅門的廊下
[00:12:32.660 --> 00:12:34.660]  這班人聚集在所羅門的廊下
[00:12:34.660 --> 00:12:36.660]  這班人聚集在所羅門的廊下
[00:12:36.660 --> 00:12:38.660]  這班人聚集在所羅門的廊下
[00:12:38.660 --> 00:12:40.660]  這班人聚集在所羅門的廊下
[00:12:40.660 --> 00:12:42.660]  這班人聚集在所羅門的廊下
[00:12:42.660 --> 00:12:44.660]  這班人聚集在所羅門的廊下
[00:12:44.660 --> 00:12:46.660]  這班人聚集在所羅門的廊下
[00:12:46.660 --> 00:12:48.660]  這班人聚集在所羅門的廊下
[00:12:48.660 --> 00:12:50.660]  這班人聚集在所羅門的廊下
[00:12:50.660 --> 00:12:52.660]  這班人聚集在所羅門的廊下
[00:12:52.660 --> 00:12:54.660]  這班人聚集在所羅門的廊下
[00:12:54.660 --> 00:12:58.660]  這班人聚集在所羅門的廊下
[00:12:58.660 --> 00:13:00.660]  這班人聚集在所羅門的廊下
[00:13:00.660 --> 00:13:02.660]  這班人聚集在所羅門的廊下
[00:13:02.660 --> 00:13:04.660]  這班人聚集在所羅門的廊下
[00:13:04.660 --> 00:13:06.660]  這班人聚集在所羅門的廊下
[00:13:06.660 --> 00:13:08.660]  這班人聚集在所羅門的廊下
[00:13:08.660 --> 00:13:10.660]  這班人聚集在所羅門的廊下
[00:13:10.660 --> 00:13:12.660]  這班人聚集在所羅門的廊下
[00:13:12.660 --> 00:13:14.660]  這班人聚集在所羅門的廊下
[00:13:14.660 --> 00:13:16.660]  這班人聚集在所羅門的廊下
[00:13:16.660 --> 00:13:18.660]  這班人聚集在所羅門的廊下
[00:13:18.660 --> 00:13:20.660]  這班人聚集在所羅門的廊下
[00:13:20.660 --> 00:13:22.660]  這班人聚集在所羅門的廊下
[00:13:22.660 --> 00:13:24.660]  這班人聚集在所羅門的廊下
[00:13:24.660 --> 00:13:26.660]  這班人聚集在所羅門的廊下
[00:13:26.660 --> 00:13:28.660]  這班人聚集在所羅門的廊下
[00:13:28.660 --> 00:13:30.660]  這班人聚集在所羅門的廊下
[00:13:30.660 --> 00:13:32.660]  這班人聚集在所羅門的廊下
[00:13:32.660 --> 00:13:34.660]  這班人聚集在所羅門的廊下
[00:13:34.660 --> 00:13:36.660]  這班人聚集在所羅門的廊下
[00:13:36.660 --> 00:13:38.660]  這班人聚集在所羅門的廊下
[00:13:38.660 --> 00:13:40.660]  這班人聚集在所羅門的廊下
[00:13:40.660 --> 00:13:42.660]  這班人聚集在所羅門的廊下
[00:13:42.660 --> 00:13:44.660]  這班人聚集在所羅門的廊下
[00:13:44.660 --> 00:13:46.660]  這班人聚集在所羅門的廊下
[00:13:46.660 --> 00:13:48.660]  這班人聚集在所羅門的廊下
[00:13:48.660 --> 00:13:52.660]  這班人聚集在所羅門的廊下
[00:13:52.660 --> 00:13:54.660]  這班人聚集在所羅門的廊下
[00:13:54.660 --> 00:13:56.660]  這班人聚集在所羅門的廊下
[00:13:56.660 --> 00:13:58.660]  這班人聚集在所羅門的廊下
[00:13:58.660 --> 00:14:00.660]  這班人聚集在所羅門的廊下
[00:14:00.660 --> 00:14:02.660]  這班人聚集在所羅門的廊下
[00:14:02.660 --> 00:14:04.660]  這班人聚集在所羅門的廊下
[00:14:04.660 --> 00:14:06.660]  這班人聚集在所羅門的廊下
[00:14:06.660 --> 00:14:08.660]  這班人聚集在所羅門的廊下
[00:14:08.660 --> 00:14:10.660]  這班人聚集在所羅門的廊下
[00:14:10.660 --> 00:14:12.660]  這班人聚集在所羅門的廊下
[00:14:12.660 --> 00:14:14.660]  這班人聚集在所羅門的廊下
[00:14:14.660 --> 00:14:16.660]  這班人聚集在所羅門的廊下
[00:14:16.660 --> 00:14:18.660]  這班人聚集在所羅門的廊下
[00:14:18.660 --> 00:14:20.660]  這班人聚集在所羅門的廊下
[00:14:20.660 --> 00:14:22.660]  這班人聚集在所羅門的廊下
[00:14:22.660 --> 00:14:24.660]  這班人聚集在所羅門的廊下
