
[00:00:00.000 --> 00:00:05.500]  親愛的主,我們感謝祢讓我們能夠在今天雖然是下雨天
[00:05:11.000 --> 00:05:14.000]  我們看到神要跟羅亞說
[00:05:14.000 --> 00:05:18.000]  世界將會被洪水消滅
[00:05:18.000 --> 00:05:20.000]  神就吩咐羅亞用高飛木
[00:05:20.000 --> 00:05:22.000]  很貴的木材
[00:05:22.000 --> 00:05:25.000]  要去做方舟拯救世界
[00:05:25.000 --> 00:05:29.000]  羅亞是一個外行的水手
[00:05:29.000 --> 00:05:31.000]  不是手工人
[00:05:31.000 --> 00:05:33.000]  所以不懂得做方舟
[00:05:33.000 --> 00:05:35.000]  但神就叫他做方舟
[00:05:35.000 --> 00:05:37.000]  他不明白為什麼要做方舟
[00:05:37.000 --> 00:05:40.000]  又不明白為什麼要這樣做
[00:05:40.000 --> 00:05:43.000]  但是他順服神的吩咐
[00:05:43.000 --> 00:05:46.000]  當其他人繼續
[00:05:46.000 --> 00:05:48.000]  Eat, Drink and Marry
[00:05:48.000 --> 00:05:50.000]  很快樂的享受的時候
[00:05:50.000 --> 00:05:53.000]  他就繼續做他的方舟
[00:05:53.000 --> 00:05:56.000]  大家都認為他是一個蠢材
[00:05:56.000 --> 00:06:00.000]  後來天的窗戶打開
[00:06:00.000 --> 00:06:02.000]  洪水倒下來
[00:06:02.000 --> 00:06:06.000]  四十晝夜降雨在大地上
[00:06:06.000 --> 00:06:10.000]  羅亞不懂得如何駕駛這艘船
[00:06:10.000 --> 00:06:15.000]  因此方舟只能按著水勢飄來飄去
[00:06:15.000 --> 00:06:20.000]  但方舟能夠平安在水面飄來飄去
[00:06:20.000 --> 00:06:22.000]  為什麼呢?
[00:06:22.000 --> 00:06:25.000]  因為這是神的工作
[00:06:25.000 --> 00:06:29.000]  在方舟裡,動物能夠一起住
[00:06:29.000 --> 00:06:32.000]  豺狼和綿羊、獅子和牛
[00:06:32.000 --> 00:06:36.000]  可以很和好的一起
[00:06:36.000 --> 00:06:40.000]  方舟裡的是生命,美好的生命
[00:06:40.000 --> 00:06:44.000]  方舟以外是死亡
[00:06:44.000 --> 00:06:47.000]  當我們再次讀這段經文
[00:06:47.000 --> 00:06:52.000]  這麼長的經文,又聽剛才伊雲的故事的時候
[00:06:52.000 --> 00:06:54.000]  我們真的看不看到
[00:06:54.000 --> 00:06:57.000]  這個故事背後的黑暗
[00:06:57.000 --> 00:07:00.000]  我們聽的時候
[00:07:00.000 --> 00:07:04.000]  聽到神說要將洪水消滅大地
[00:07:04.000 --> 00:07:06.000]  甚至剛才說的那些數字
[00:07:06.000 --> 00:07:11.000]  將來洪水可能我們環境的很多問題
[00:07:11.000 --> 00:07:13.000]  大地可能會消滅
[00:07:13.000 --> 00:07:16.000]  我們會不會感覺到驚訝
[00:07:16.000 --> 00:07:18.000]  為什麼驚訝呢?
[00:07:18.000 --> 00:07:21.000]  因為不是神在開初的時候說過
[00:07:21.000 --> 00:07:24.000]  這個大地是美好的
[00:07:24.000 --> 00:07:29.000]  是好的,神的慈愛是永遠長存的
[00:07:29.000 --> 00:07:33.000]  但是神為什麼竟然要用洪水消滅世界
[00:07:33.000 --> 00:07:36.000]  為什麼要消滅那些無辜的花草樹木
[00:07:36.000 --> 00:07:39.000]  無辜的動物
[00:07:39.000 --> 00:07:42.000]  神是沒有道理的
[00:07:42.000 --> 00:07:45.000]  神甚至是強權的
[00:07:45.000 --> 00:07:48.000]  洪水的大難好像宣佈
[00:07:48.000 --> 00:07:51.000]  神你的創造是不行的
[00:07:51.000 --> 00:07:53.000]  尤其是第二天的創造
[00:07:53.000 --> 00:07:55.000]  是要廢掉它
[00:07:55.000 --> 00:07:58.000]  接著所有的創造都要廢掉
[00:07:58.000 --> 00:07:59.000]  第二天的創造是什麼呢?
[00:07:59.000 --> 00:08:01.000]  第二天的創造,神是很厲害的
[00:08:01.000 --> 00:08:05.000]  他說,諸天之間有空氣
[00:08:05.000 --> 00:08:08.000]  將水分為上下
[00:08:08.000 --> 00:08:10.000]  神就做出中間的空氣
[00:08:10.000 --> 00:08:12.000]  空氣上面的水
[00:08:12.000 --> 00:08:14.000]  空氣以下的水
[00:08:14.000 --> 00:08:17.000]  這樣就搞定了
[00:08:17.000 --> 00:08:19.000]  神真的很厲害
[00:08:19.000 --> 00:08:22.000]  是能夠在第二天的創造當中
[00:08:22.000 --> 00:08:24.000]  建立了秩序
[00:08:24.000 --> 00:08:26.000]  建立了邊界
[00:08:26.000 --> 00:08:28.000]  一切的混亂
[00:08:28.000 --> 00:08:30.000]  被他搞得清清楚楚
[00:08:30.000 --> 00:08:32.000]  不再混亂
[00:08:32.000 --> 00:08:37.000]  現在上天的水和地下的水的邊界
[00:08:37.000 --> 00:08:41.000]  要銷毀,天上的洪水要打開
[00:08:41.000 --> 00:08:44.000]  傾倒而下
[00:08:44.000 --> 00:08:47.000]  有沒有搞錯?
[00:08:47.000 --> 00:08:50.000]  但是這個秩序我們要想清楚
[00:08:50.000 --> 00:08:52.000]  聽清楚
[00:08:52.000 --> 00:08:56.000]  這個秩序不是神去破壞的
[00:08:56.000 --> 00:09:01.000]  這個秩序是人去破壞的
[00:09:01.000 --> 00:09:03.000]  其實在洪水以前
[00:09:03.000 --> 00:09:08.000]  以先神已經希望人去悔改,去迴轉
[00:09:08.000 --> 00:09:14.000]  但是人是希望要吃樹上的果子
[00:09:14.000 --> 00:09:16.000]  和神一樣那麼厲害
[00:09:16.000 --> 00:09:18.000]  和神一樣那麼厲害
[00:09:18.000 --> 00:09:20.000]  和神一樣那麼全知全能
[00:09:20.000 --> 00:09:23.000]  人是不願意做創造物
[00:09:23.000 --> 00:09:26.000]  所以人是要將創造主
[00:09:26.000 --> 00:09:28.000]  創造物的邊界
[00:09:28.000 --> 00:09:30.000]  要將他拆除,將他銷毀
[00:09:30.000 --> 00:09:33.000]  人是不喜歡有這樣的秩序
[00:09:33.000 --> 00:09:36.000]  之後人是繼續的敗壞
[00:09:36.000 --> 00:09:38.000]  繼續的自我中心
[00:09:38.000 --> 00:09:40.000]  繼續的殘暴
[00:09:40.000 --> 00:09:42.000]  繼續的破壞秩序
[00:09:42.000 --> 00:09:48.000]  所以人最後是要面對洪水的審判
[00:09:48.000 --> 00:09:50.000]  當我們聽到這裡的時候
[00:09:50.000 --> 00:09:51.000]  想到這裡的時候
[00:09:51.000 --> 00:09:55.000]  似乎洪水的審判是世界的結束
[00:09:55.000 --> 00:09:59.000]  但是這個故事是繼續延伸
[00:09:59.000 --> 00:10:02.000]  這個故事成為我們的故事
[00:10:02.000 --> 00:10:04.000]  成為你和我的故事
[00:10:04.000 --> 00:10:08.000]  這個故事,我們的故事是說出
[00:10:08.000 --> 00:10:13.000]  人在地上的罪惡很大
[00:10:13.000 --> 00:10:20.000]  終日所思想的都是惡
[00:10:20.000 --> 00:10:22.000]  所以在我們日常生活當中
[00:10:22.000 --> 00:10:25.000]  我們平時的生活
[00:10:25.000 --> 00:10:28.000]  用眼睛看一看,感受一下
[00:10:28.000 --> 00:10:33.000]  我們發覺到周圍有很多的暴力
[00:10:33.000 --> 00:10:35.000]  很危險的
[00:10:35.000 --> 00:10:37.000]  我們做爸爸媽媽
[00:10:37.000 --> 00:10:40.000]  經常要教導子女要小心一點
[00:10:40.000 --> 00:10:43.000]  街外的人要小心一點
[00:10:43.000 --> 00:10:46.000]  不要那麼容易去相信
[00:10:46.000 --> 00:10:51.000]  人很多時候是空言空語
[00:10:51.000 --> 00:10:52.000]  你沒有做錯一件事
[00:10:52.000 --> 00:10:55.000]  別人說幾句就當作是有
[00:10:55.000 --> 00:10:57.000]  人是喜歡說謊
[00:10:57.000 --> 00:11:01.000]  人是喜歡不分辨是非
[00:11:01.000 --> 00:11:04.000]  這個世界是充滿謊言的
[00:11:04.000 --> 00:11:07.000]  而一個最大的謊言就是說
[00:11:07.000 --> 00:11:09.000]  人是很行的
[00:11:09.000 --> 00:11:12.000]  人定聖天
[00:11:12.000 --> 00:11:15.000]  人是不需要神
[00:11:15.000 --> 00:11:20.000]  我們甚至是不需要相信神
[00:11:20.000 --> 00:11:23.000]  在一個不相信神的世界當中
[00:11:23.000 --> 00:11:27.000]  那些有膽量去否定神的人
[00:11:27.000 --> 00:11:28.000]  說不相信神的人
[00:11:28.000 --> 00:11:30.000]  那些是聰明的人
[00:11:30.000 --> 00:11:32.000]  那些是強者的表現
[00:11:32.000 --> 00:11:36.000]  這些人公開要離棄神
[00:11:36.000 --> 00:11:38.000]  他們是不怕神
[00:11:38.000 --> 00:11:43.000]  這些情況其實在歐洲
[00:11:43.000 --> 00:11:44.000]  你見到了
[00:11:44.000 --> 00:11:49.000]  人們不是說相信神是好事
[00:11:49.000 --> 00:11:52.000]  是軟弱的人只是相信神
[00:11:52.000 --> 00:11:54.000]  你去加拿大也是
[00:11:54.000 --> 00:11:56.000]  我早前在溫哥華跟你們說過
[00:11:56.000 --> 00:11:58.000]  在溫哥華見到教會
[00:11:58.000 --> 00:12:01.000]  一個一個賣掉
[00:12:01.000 --> 00:12:03.000]  不相信神的人是行的
[00:12:03.000 --> 00:12:05.000]  相信神的人不是很行
[00:12:05.000 --> 00:12:07.000]  不知道香港是怎樣呢
[00:12:07.000 --> 00:12:10.000]  其實你們是青少年那一代
[00:12:10.000 --> 00:12:14.000]  你們可能體會的比我們體會的更多
[00:12:14.000 --> 00:12:16.000]  你們周圍的朋友
[00:12:16.000 --> 00:12:20.000]  可能越來越難相信神
[00:12:20.000 --> 00:12:22.000]  至於佔中的事
[00:12:22.000 --> 00:12:25.000]  本土派甚麼派的事
[00:12:25.000 --> 00:12:28.000]  你見到周圍的意識形態
[00:12:28.000 --> 00:12:32.000]  人是越來越不相信神
[00:12:32.000 --> 00:12:37.000]  人越來越不喜歡教會
[00:12:37.000 --> 00:12:40.000]  其實這種現象
[00:12:40.000 --> 00:12:46.000]  是講出一種無神論的復興
[00:12:46.000 --> 00:12:49.000]  無神論的氾濫
[00:12:49.000 --> 00:12:54.000]  教會是怎樣面對這種無神論的氾濫
[00:12:54.000 --> 00:12:59.000]  面對一個不相信神的世界呢
[00:12:59.000 --> 00:13:02.000]  當我們要面對這個世界的時候
[00:13:02.000 --> 00:13:05.000]  我們教會的困難就是
[00:13:05.000 --> 00:13:09.000]  我們都不能給他們確據
[00:13:09.000 --> 00:13:11.000]  鼓勵他們回教會
[00:13:11.000 --> 00:13:14.000]  叫他們相信神
[00:13:14.000 --> 00:13:16.000]  因為我們的行為
[00:13:16.000 --> 00:13:19.000]  都好像不是相信神一樣
[00:13:19.000 --> 00:13:22.000]  因為我們生活的方式
[00:13:22.000 --> 00:13:24.000]  講話的方式
[00:13:24.000 --> 00:13:26.000]  都比周圍的人
[00:13:26.000 --> 00:13:29.000]  都不覺得我們是相信神一樣
[00:13:29.000 --> 00:13:31.000]  不同的信神
[00:13:31.000 --> 00:13:34.000]  邊界就沒有了
[00:13:34.000 --> 00:13:36.000]  不需要那麼清楚
[00:13:36.000 --> 00:13:38.000]  甚至老實說
[00:13:38.000 --> 00:13:40.000]  我們做基督徒的
[00:13:40.000 --> 00:13:43.000]  我們是不是真的很喜歡親近神呢
[00:13:43.000 --> 00:13:46.000]  有沒有說今早來敬拜
[00:13:46.000 --> 00:13:48.000]  我才親近神去靈修呢
[00:13:48.000 --> 00:13:50.000]  老實說
[00:13:50.000 --> 00:13:52.000]  這是一個現象
[00:13:52.000 --> 00:13:54.000]  我們真的活得好像
[00:13:54.000 --> 00:13:57.000]  我們不是相信神一樣
[00:13:57.000 --> 00:13:58.000]  在教會當中
[00:13:58.000 --> 00:14:01.000]  我們是不怕神的
[00:14:01.000 --> 00:14:04.000]  我們仍舊是驕傲
[00:14:04.000 --> 00:14:06.000]  嫉妒
[00:14:06.000 --> 00:14:08.000]  貪吃
[00:14:08.000 --> 00:14:10.000]  貪心
[00:14:10.000 --> 00:14:12.000]  憤怒
[00:14:12.000 --> 00:14:14.000]  懶惰
[00:14:14.000 --> 00:14:16.000]  不貞潔
[00:14:16.000 --> 00:14:17.000]  在早幾個月
[00:14:17.000 --> 00:14:19.000]  和你們分享訊息的時候
[00:14:19.000 --> 00:14:22.000]  我說這是七宗罪
[00:14:22.000 --> 00:14:25.000]  因為這七宗罪的緣故
[00:14:25.000 --> 00:14:27.000]  七宗罪的氾濫的緣故
[00:14:27.000 --> 00:14:29.000]  我們和那些無神論的人
[00:14:29.000 --> 00:14:31.000]  是沒有什麼分別的
[00:14:31.000 --> 00:14:34.000]  這個或者是創世紀第六章所說到的
[00:14:34.000 --> 00:14:40.000]  人從小時心裡就懷著惡念
[00:14:40.000 --> 00:14:41.000]  因為這種惡念
[00:14:41.000 --> 00:14:44.000]  我們活得好像我們不是相信神一樣
[00:14:44.000 --> 00:14:46.000]  甚至在我們當中
[00:14:46.000 --> 00:14:48.000]  有些人是不怕神的
[00:14:48.000 --> 00:14:49.000]  如果你聰明一點的話
[00:14:49.000 --> 00:14:50.000]  神是自愛的
[00:14:50.000 --> 00:14:52.000]  神是不會審判我們的
[00:14:52.000 --> 00:14:56.000]  審判的規範不會在神裡面
[00:14:56.000 --> 00:14:58.000]  神是永遠的愛我們
[00:14:58.000 --> 00:14:59.000]  所以我們做錯
[00:14:59.000 --> 00:15:00.000]  怎樣錯
[00:15:00.000 --> 00:15:03.000]  神不會影響我們
[00:15:03.000 --> 00:15:05.000]  如果更加激烈一點的話
[00:15:05.000 --> 00:15:08.000]  我做錯又怎樣
[00:15:08.000 --> 00:15:11.000]  神有負嗎
[00:15:11.000 --> 00:15:14.000]  我說謊又怎樣
[00:15:14.000 --> 00:15:18.000]  神可以解決我嗎
[00:15:18.000 --> 00:15:21.000]  這些人不相信神的審判
[00:15:21.000 --> 00:15:23.000]  是在當今會發生
[00:15:23.000 --> 00:15:25.000]  也是不相信神的審判
[00:15:25.000 --> 00:15:28.000]  在將來會發生
[00:15:28.000 --> 00:15:30.000]  因此人是不怕神
[00:15:30.000 --> 00:15:33.000]  人不怕神的審判
[00:15:33.000 --> 00:15:38.000]  人活得好像不相信神一樣
[00:15:38.000 --> 00:15:40.000]  所以基督徒的罪
[00:15:40.000 --> 00:15:42.000]  出奇古怪的說法就是
[00:15:42.000 --> 00:15:44.000]  今天我們基督徒的罪
[00:15:44.000 --> 00:15:49.000]  也是不信不怕神
[00:15:49.000 --> 00:15:50.000]  真的
[00:15:50.000 --> 00:15:52.000]  我們的罪惡豪大
[00:15:52.000 --> 00:15:55.000]  我們終日所思想的都是惡
[00:15:55.000 --> 00:15:56.000]  我們行動的暴力
[00:15:56.000 --> 00:15:57.000]  語言的暴力
[00:15:57.000 --> 00:15:59.000]  在我們心靈的裡面
[00:15:59.000 --> 00:16:00.000]  心靈的外邊
[00:16:00.000 --> 00:16:05.000]  所以其他人、地土、動物、植物
[00:16:05.000 --> 00:16:09.000]  都是被我們強暴而受害
[00:16:09.000 --> 00:16:11.000]  我們沒有關心其他人
[00:16:11.000 --> 00:16:13.000]  我們沒有關顧大地
[00:16:13.000 --> 00:16:14.000]  我們損害他人
[00:16:14.000 --> 00:16:16.000]  損害大地
[00:16:16.000 --> 00:16:19.000]  糟蹋神給我們美好的禮物
[00:16:19.000 --> 00:16:22.000]  我們決定我行我素
[00:16:22.000 --> 00:16:24.000]  我們不需要和神同行
[00:16:24.000 --> 00:16:29.000]  我們不需要怕神
[00:16:29.000 --> 00:16:31.000]  但是
[00:16:31.000 --> 00:16:34.000]  神不在遠處
[00:16:34.000 --> 00:16:38.000]  因為神的愛和正義、公義
[00:16:38.000 --> 00:16:43.000]  是不會叫他無動於衷的
[00:16:43.000 --> 00:16:44.000]  神不要離開我們
[00:16:44.000 --> 00:16:47.000]  神體現一切
[00:16:47.000 --> 00:16:48.000]  在六章六節裡說的
[00:16:48.000 --> 00:16:51.000]  耶和華就後悔做人在地上
[00:16:51.000 --> 00:16:53.000]  心中憂傷
[00:16:53.000 --> 00:16:57.000]  神的心是很憂傷
[00:16:57.000 --> 00:17:00.000]  人的強暴叫神是難以容忍
[00:17:00.000 --> 00:17:02.000]  所以在六章七節就這麼說
[00:17:02.000 --> 00:17:03.000]  耶和華說
[00:17:03.000 --> 00:17:05.000]  我要將所做的人和走獸
[00:17:05.000 --> 00:17:08.000]  並昆蟲以及空中的飛鳥
[00:17:08.000 --> 00:17:10.000]  都從地上消滅
[00:17:10.000 --> 00:17:15.000]  因為我做他們後悔了
[00:17:15.000 --> 00:17:18.000]  似乎當我們看聖經的時候
[00:17:18.000 --> 00:17:20.000]  我們發覺唯一的出路是什麼
[00:17:20.000 --> 00:17:22.000]  唯一的出路就是審判
[00:17:22.000 --> 00:17:26.000]  唯一的出路就是消滅
[00:17:26.000 --> 00:17:27.000]  如果這樣的話
[00:17:27.000 --> 00:17:29.000]  故事就應該在第六章作結
[00:17:29.000 --> 00:17:31.000]  但是故事沒有這樣
[00:17:31.000 --> 00:17:33.000]  故事是繼續
[00:17:33.000 --> 00:17:42.000]  所以審判不是洪水故事的唯一重點
[00:17:42.000 --> 00:17:45.000]  洪水故事有另外一個重點
[00:17:45.000 --> 00:17:47.000]  我們要知道的
[00:17:47.000 --> 00:17:48.000]  審判是一個重點
[00:17:48.000 --> 00:17:52.000]  另外一個重點就是神的恩惠
[00:17:52.000 --> 00:17:55.000]  所以神創造的手
[00:17:55.000 --> 00:17:56.000]  我們要記得
[00:17:56.000 --> 00:17:58.000]  是一個管理的手
[00:17:58.000 --> 00:17:59.000]  管治的手
[00:17:59.000 --> 00:18:00.000]  審判的手
[00:18:00.000 --> 00:18:02.000]  但是一個管理的手
[00:18:02.000 --> 00:18:03.000]  審判的手
[00:18:03.000 --> 00:18:04.000]  同樣是一個
[00:18:04.000 --> 00:18:09.000]  是癡於恩典恩惠的手
[00:18:09.000 --> 00:18:11.000]  因為透過審判
[00:18:11.000 --> 00:18:14.000]  透過審判我們
[00:18:14.000 --> 00:18:16.000]  透過罰我們
[00:18:16.000 --> 00:18:18.000]  神會給我們有新的機會
[00:18:18.000 --> 00:18:20.000]  新的開始
[00:18:20.000 --> 00:18:22.000]  所以經文是這樣說的
[00:18:22.000 --> 00:18:26.000]  冤冤和地上的窗戶都閉塞了
[00:18:26.000 --> 00:18:29.000]  天上的大雨也止住了
[00:18:29.000 --> 00:18:30.000]  到了晚上
[00:18:30.000 --> 00:18:31.000]  及子回到他眼裡
[00:18:31.000 --> 00:18:35.000]  嘴裡叼著一個新領下來的橄欖葉
[00:18:35.000 --> 00:18:39.000]  只羅亞就知道地上的水退了
[00:18:39.000 --> 00:18:43.000]  及子叼著橄欖葉
[00:18:43.000 --> 00:18:47.000]  是一種保護的意思
[00:18:47.000 --> 00:18:52.000]  意思就是說人可以有一個新的世界
[00:18:52.000 --> 00:18:54.000]  所以要記得
[00:18:54.000 --> 00:18:57.000]  洪水的主題
[00:18:57.000 --> 00:18:59.000]  不是單單只是人的墮落
[00:18:59.000 --> 00:19:01.000]  人要面對審判
[00:19:01.000 --> 00:19:02.000]  並且是說出
[00:19:02.000 --> 00:19:04.000]  人是仍然有機會
[00:19:04.000 --> 00:19:07.000]  其實神的愛是永遠象傳
[00:19:07.000 --> 00:19:09.000]  祂是一個公義的神
[00:19:09.000 --> 00:19:11.000]  祂會審判我們
[00:19:11.000 --> 00:19:13.000]  當然一定是罰你的了
[00:19:13.000 --> 00:19:14.000]  但另一方面
[00:19:14.000 --> 00:19:15.000]  在罰當中
[00:19:15.000 --> 00:19:18.000]  祂給我們有恩惠
[00:19:18.000 --> 00:19:21.000]  要看見這個訊息
[00:19:21.000 --> 00:19:24.000]  要看見這個新的開始
[00:19:24.000 --> 00:19:27.000]  人真的需要有信心
[00:19:27.000 --> 00:19:29.000]  在無神論的世界當中
[00:19:29.000 --> 00:19:31.000]  我們需要有信心
[00:19:31.000 --> 00:19:34.000]  我們用我們信心的眼睛去看見
[00:19:34.000 --> 00:19:37.000]  神的審判是會帶來新的開始
[00:19:37.000 --> 00:19:39.000]  是會帶來光明
[00:19:39.000 --> 00:19:43.000]  激發我們悔改的心腸
[00:19:43.000 --> 00:19:45.000]  審判是叫惡人
[00:19:45.000 --> 00:19:47.000]  從詭詐
[00:19:47.000 --> 00:19:48.000]  爭鬥
[00:19:48.000 --> 00:19:49.000]  殘暴當中
[00:19:49.000 --> 00:19:50.000]  去悔悟
[00:19:50.000 --> 00:19:52.000]  回到神那裡
[00:19:52.000 --> 00:19:54.000]  這就好像一個人
[00:19:54.000 --> 00:19:55.000]  在森林當中
[00:19:55.000 --> 00:19:56.000]  夜間遊行的時候
[00:19:56.000 --> 00:19:58.000]  去旅行的時候
[00:19:58.000 --> 00:19:59.000]  迷失了
[00:19:59.000 --> 00:20:00.000]  迷失了
[00:20:00.000 --> 00:20:01.000]  看不到東西
[00:20:01.000 --> 00:20:02.000]  看見樹的背後
[00:20:02.000 --> 00:20:04.000]  都很害怕
[00:20:04.000 --> 00:20:05.000]  因為不知道背後
[00:20:05.000 --> 00:20:07.000]  有沒有什麼特別的動物
[00:20:07.000 --> 00:20:09.000]  獅子、猛獸
[00:20:09.000 --> 00:20:11.000]  會隨時傷害自己
[00:20:11.000 --> 00:20:14.000]  當一個人在害怕的時候
[00:20:14.000 --> 00:20:16.000]  一場暴風雨
[00:20:16.000 --> 00:20:17.000]  來了
[00:20:17.000 --> 00:20:19.000]  這個暴風雨
[00:20:19.000 --> 00:20:22.000]  劃破了這個寂靜
[00:20:22.000 --> 00:20:24.000]  人的反應會怎麼樣呢
[00:20:24.000 --> 00:20:26.000]  當暴風雨來到的時候
[00:20:26.000 --> 00:20:28.000]  愚蠢的人
[00:20:28.000 --> 00:20:31.000]  只會看著閃電
[00:20:31.000 --> 00:20:32.000]  看著
[00:20:32.000 --> 00:20:34.000]  不知道該怎麼做
[00:20:34.000 --> 00:20:36.000]  聰明的人
