
[00:00:00.000 --> 00:00:03.800]  今日我們的訊息題目是「追隨基督」
[00:03:21.000 --> 00:03:23.300]  無視不以耶穌基督
[00:03:23.300 --> 00:03:25.700]  與總理信徒自居
[00:03:25.700 --> 00:03:29.200]  無日不為掃除三民主義的障礙
[00:03:29.200 --> 00:03:31.800]  建設民主憲政之國家
[00:03:31.800 --> 00:03:34.000]  堅苦奮鬥
[00:03:34.000 --> 00:03:37.200]  他所說的總理是誰呢?
[00:03:37.200 --> 00:03:41.000]  當然他在他太太影響下成為一個教徒
[00:03:41.000 --> 00:03:42.700]  他所說的總理
[00:03:42.700 --> 00:03:46.600]  就是這個辛亥革命的先行者孫中山先生
[00:03:46.600 --> 00:03:48.500]  孫中山先生的遺囑
[00:03:48.500 --> 00:03:49.600]  他這麼說
[00:03:49.600 --> 00:03:52.700]  如致力國民革命犯四十年
[00:03:52.700 --> 00:03:56.300]  其目的在求中國之自由平等
[00:03:56.300 --> 00:03:58.700]  積四十年之經驗
[00:03:58.700 --> 00:04:01.200]  心之欲達到此目的
[00:04:01.200 --> 00:04:03.300]  必須喚起民眾
[00:04:03.300 --> 00:04:06.900]  及聯合世界上以平等待我之民族
[00:04:06.900 --> 00:04:08.800]  共同奮鬥
[00:04:08.800 --> 00:04:10.200]  他死的時候說
[00:04:10.200 --> 00:04:12.800]  現在革命尚未成功
[00:04:12.800 --> 00:04:14.500]  凡我同志
[00:04:14.500 --> 00:04:15.800]  繼續努力
[00:04:15.800 --> 00:04:17.700]  以投觀前
[00:04:17.700 --> 00:04:19.300]  但是有很多人
[00:04:19.300 --> 00:04:20.600]  畢生的理想
[00:04:20.600 --> 00:04:23.100]  奉獻給國家民族
[00:04:23.100 --> 00:04:26.400]  正如這兩份遺囑所說
[00:04:26.400 --> 00:04:29.100]  但這些不是永恆
[00:04:29.100 --> 00:04:30.800]  不是絕對
[00:04:30.800 --> 00:04:33.000]  而且好像傳道書所說
[00:04:33.000 --> 00:04:35.600]  隨著歷史的變化
[00:04:35.600 --> 00:04:38.300]  在日光之下無新事
[00:04:38.300 --> 00:04:41.300]  先前有的會再出現
[00:04:41.300 --> 00:04:44.000]  有很多人曾經在歷史裏面的奮鬥
[00:04:44.000 --> 00:04:44.900]  貢獻
[00:04:44.900 --> 00:04:46.700]  有一日都是
[00:04:46.700 --> 00:04:48.100]  徒然
[00:04:48.100 --> 00:04:50.600]  以及虛空
[00:04:50.600 --> 00:04:52.700]  但是我們看
[00:04:52.700 --> 00:04:54.300]  如果世間之子
[00:04:54.300 --> 00:04:57.000]  為了今生短暫
[00:04:57.000 --> 00:04:58.300]  會變化
[00:04:58.300 --> 00:04:59.800]  會失去
[00:04:59.800 --> 00:05:01.400]  一些的目標
[00:05:01.400 --> 00:05:02.700]  理想
[00:05:02.700 --> 00:05:04.500]  尚始如此
[00:05:04.500 --> 00:05:07.400]  瘋狂以成利效忠
[00:05:07.400 --> 00:05:09.300]  那麼我們基督徒
[00:05:09.300 --> 00:05:11.600]  如果你說我們相信神
[00:05:11.600 --> 00:05:14.400]  我們相信我們所追求
[00:05:14.400 --> 00:05:16.400]  和跟隨的
[00:05:16.400 --> 00:05:18.100]  是永恆不變
[00:05:18.100 --> 00:05:19.200]  對我們今生
[00:05:19.200 --> 00:05:21.000]  對我們內心有影響
[00:05:21.000 --> 00:05:22.100]  對我們自己
[00:05:22.100 --> 00:05:23.800]  對別人有影響
[00:05:23.800 --> 00:05:26.500]  豈不是我們要好像保羅所說
[00:05:26.500 --> 00:05:29.200]  是為主而瘋狂
[00:05:29.200 --> 00:05:30.000]  好些的
[00:05:30.000 --> 00:05:33.100]  有些人忠於一個屬靈的傳統
[00:05:33.100 --> 00:05:36.000]  或者一種的家法
[00:05:36.000 --> 00:05:38.000]  有某些教會神學院
[00:05:38.000 --> 00:05:40.800]  強調他們是來自某個宗派
[00:05:40.800 --> 00:05:44.900]  強調他們是某一個信仰的偉人
[00:05:44.900 --> 00:05:47.500]  那個觀點延續
[00:05:47.500 --> 00:05:50.800]  強調某一種屬靈傳統
[00:05:50.800 --> 00:05:53.700]  但我相信這些都是有限
[00:05:53.700 --> 00:05:56.700]  奧古斯丁有他的局限
[00:05:56.700 --> 00:05:59.800]  馬丁路德有他的局限
[00:05:59.800 --> 00:06:02.000]  在神學很多人認為
[00:06:02.000 --> 00:06:03.300]  這個刺殺
[00:06:03.300 --> 00:06:06.500]  希特勒的一個德國神學家潘霍華
[00:06:06.500 --> 00:06:08.600]  很出現這個時代
[00:06:08.600 --> 00:06:09.900]  我一直在飛機場
[00:06:09.900 --> 00:06:12.400]  買到他一本新的傳記
[00:06:12.400 --> 00:06:14.000]  去看的時候
[00:06:14.000 --> 00:06:16.000]  原來他對猶太人的觀點
[00:06:16.000 --> 00:06:17.600]  是這麼狹窄
[00:06:17.600 --> 00:06:20.900]  他行徑希特勒不是要保護猶太人
[00:06:20.900 --> 00:06:24.000]  是基於他自己的國粹主義
[00:06:24.000 --> 00:06:27.200]  他也有很多的觀點有局限
[00:06:27.200 --> 00:06:28.700]  所以給我們看
[00:06:28.700 --> 00:06:30.900]  任何一個屬靈傳統
[00:06:30.900 --> 00:06:32.800]  一個神學家偉人
[00:06:32.800 --> 00:06:35.100]  都會有他的觀點的局限
[00:06:35.100 --> 00:06:37.200]  生命的局限
[00:06:37.200 --> 00:06:39.600]  唯有忠於聖經
[00:06:39.600 --> 00:06:42.200]  唯有追隨耶穌基督
[00:06:42.200 --> 00:06:44.200]  才是不變
[00:06:44.200 --> 00:06:48.400]  才是耶穌基督的真正門徒
[00:06:48.400 --> 00:06:51.700]  馬可福音十六章二十四節
[00:06:51.700 --> 00:06:54.900]  這段經文的前文後理
[00:06:54.900 --> 00:06:58.200]  給我們能夠有一個parameter
[00:06:58.200 --> 00:07:00.000]  一個框框
[00:07:00.000 --> 00:07:03.700]  讓我們能夠比較確切去了解
[00:07:03.700 --> 00:07:07.600]  追隨耶穌基督的意思是什麼
[00:07:07.600 --> 00:07:09.900]  在這段經文前一點
[00:07:09.900 --> 00:07:12.500]  是說到彼得
[00:07:12.500 --> 00:07:18.300]  在蓋薩尼亞菲勒比的地方
[00:07:18.300 --> 00:07:21.500]  承認耶穌是基督
[00:07:21.500 --> 00:07:25.400]  當時耶穌問他門徒
[00:07:25.400 --> 00:07:29.600]  在這個世間各人拜不同的神像
[00:07:29.600 --> 00:07:32.200]  當時如果你去過以色列
[00:07:32.200 --> 00:07:34.800]  就說耶穌講那段說話
[00:07:34.800 --> 00:07:37.100]  就是在一個山坡的石頭上
[00:07:37.100 --> 00:07:38.300]  望下去
[00:07:38.300 --> 00:07:42.500]  我記得他的景象有些溪澗和石壁
[00:07:42.500 --> 00:07:45.600]  是有很多拜假神、拜偶像
[00:07:45.600 --> 00:07:47.600]  在那種情境裏面
[00:07:47.600 --> 00:07:49.000]  即是你去指
[00:07:49.000 --> 00:07:51.500]  去到天后廟、王大仙廟
[00:07:51.500 --> 00:07:53.100]  或者東窗大佛
[00:07:53.100 --> 00:07:54.600]  耶穌就問那些門徒
[00:07:54.600 --> 00:07:55.900]  哇!這麼多人
[00:07:55.900 --> 00:07:58.500]  過年過節蜂擁在那裏拜這些東西
[00:07:58.500 --> 00:08:01.600]  那你們說我是誰呢?
[00:08:01.600 --> 00:08:03.400]  在這個背景底下
[00:08:03.400 --> 00:08:04.600]  那些人就說
[00:08:04.600 --> 00:08:06.800]  你是舊約裏面一個偉大的聖師
[00:08:06.800 --> 00:08:08.800]  你是誰?
[00:08:08.800 --> 00:08:10.200]  唯有彼得說
[00:08:10.200 --> 00:08:11.500]  你是耶穌
[00:08:11.500 --> 00:08:12.800]  你是基督
[00:08:12.800 --> 00:08:14.700]  你是我們的主
[00:08:14.700 --> 00:08:17.900]  耶穌肯定彼得的答案
[00:08:17.900 --> 00:08:21.000]  因為他在這個confession
[00:08:21.000 --> 00:08:22.800]  在這個宣信
[00:08:22.800 --> 00:08:25.000]  在這個認訊底下
[00:08:25.000 --> 00:08:29.100]  他將主擺在一個恰當的位置
[00:08:29.100 --> 00:08:31.900]  然後在這裏我們看見
[00:08:31.900 --> 00:08:33.700]  就是當主說
[00:08:33.700 --> 00:08:35.000]  你知不知道
[00:08:35.000 --> 00:08:38.300]  我雖然是基督就是彌賽雅受膏者
[00:08:38.300 --> 00:08:41.000]  成為你們追隨的對象
[00:08:41.000 --> 00:08:43.500]  但是我的使命
[00:08:43.500 --> 00:08:46.800]  是要去耶路撒冷受苦
[00:08:46.800 --> 00:08:48.100]  上十字架
[00:08:48.100 --> 00:08:49.700]  釘死
[00:08:49.700 --> 00:08:51.500]  在那一刻裏面
[00:08:51.500 --> 00:08:56.200]  就對於甚至彼得這個有正確答案的門徒來說
[00:08:56.200 --> 00:08:57.700]  都是一種震撼
[00:08:57.700 --> 00:09:00.500]  我們追捧的偶像
[00:09:00.500 --> 00:09:05.500]  會被世人所消滅
[00:09:05.500 --> 00:09:08.200]  我們以為我們追捧的偶像
[00:09:08.200 --> 00:09:11.200]  一路節節上升
[00:09:11.200 --> 00:09:12.500]  誰知不是
[00:09:12.500 --> 00:09:13.300]  他就說
[00:09:13.300 --> 00:09:14.800]  萬萬不可
[00:09:14.800 --> 00:09:19.400]  你千萬不可以去耶路撒冷做這件事
[00:09:19.400 --> 00:09:22.100]  耶穌剛才讚賞彼得
[00:09:22.100 --> 00:09:23.900]  肯定他的答案
[00:09:23.900 --> 00:09:27.800]  接著彼得是差強人意
[00:09:27.800 --> 00:09:28.400]  於是他說
[00:09:28.400 --> 00:09:30.200]  撒冷退去吧
[00:09:30.200 --> 00:09:32.700]  非常之嚴厲的責備
[00:09:32.700 --> 00:09:37.000]  認為他的答案是出自眼惡者
[00:09:37.000 --> 00:09:38.500]  他就解釋了
[00:09:38.500 --> 00:09:41.500]  他說其實寫記不是這樣的意思
[00:09:41.500 --> 00:09:44.100]  他說你們跟隨我要寫記
[00:09:44.100 --> 00:09:46.500]  每十字架來跟隨我
[00:09:46.500 --> 00:09:48.700]  不是節節上升
[00:09:48.700 --> 00:09:52.500]  是會可能面對在世間裏面
[00:09:52.500 --> 00:09:55.900]  價值的一種犧牲
[00:09:55.900 --> 00:09:57.700]  和面對世間裏面
[00:09:57.700 --> 00:10:00.500]  人所認為不如意的事情
[00:10:00.500 --> 00:10:02.900]  是衝擊你們
[00:10:02.900 --> 00:10:05.100]  於是他在講完
[00:10:05.100 --> 00:10:10.500]  馬太福音十六章二十四節這段說話之後
[00:10:10.500 --> 00:10:12.300]  他就繼續說了
[00:10:12.300 --> 00:10:14.100]  他說是什麼呢
[00:10:14.100 --> 00:10:15.200]  寫記
[00:10:15.200 --> 00:10:19.100]  他說人若賺得全世界
[00:10:19.100 --> 00:10:21.000]  卻賠上自己的生命
[00:10:21.000 --> 00:10:22.500]  有什麼益處
[00:10:22.500 --> 00:10:26.500]  人患能拿什麼換生命呢
[00:10:26.500 --> 00:10:29.500]  他說當你要保持你的生命
[00:10:29.500 --> 00:10:32.500]  甚至以你現有
[00:10:32.500 --> 00:10:36.900]  這個短暫肉體血氣的價值
[00:10:36.900 --> 00:10:38.600]  你都作為資本
[00:10:38.600 --> 00:10:40.900]  不論累積財富
[00:10:40.900 --> 00:10:43.500]  累積資源的話
[00:10:43.500 --> 00:10:45.500]  有一天
[00:10:45.500 --> 00:10:47.200]  你賺得全世界
[00:10:47.200 --> 00:10:49.100]  但你生命最深
[00:10:49.100 --> 00:10:50.100]  最永恆
[00:10:50.100 --> 00:10:52.600]  最真的價值
[00:10:52.600 --> 00:10:56.600]  卻在這個累積財富的過程裏面
[00:10:56.600 --> 00:10:58.100]  慢慢消磨
[00:10:58.100 --> 00:10:59.400]  慢慢失去
[00:10:59.400 --> 00:11:01.500]  有什麼意義呢
[00:11:01.500 --> 00:11:05.200]  大家可能都聽過童話裏面一個故事
[00:11:05.200 --> 00:11:07.700]  有一隻金絲鳥
[00:11:07.700 --> 00:11:09.700]  所有鳥都很辛苦
[00:11:09.700 --> 00:11:12.100]  早上就出來啄蟲
[00:11:12.100 --> 00:11:15.700]  然後就回來餵子女
[00:11:15.700 --> 00:11:18.100]  然後再去勞動
[00:11:18.100 --> 00:11:20.200]  才能夠賺取一天
[00:11:20.200 --> 00:11:22.400]  但這個金絲鳥不用
[00:11:22.400 --> 00:11:24.800]  只要牠拔了牠一條毛
[00:11:24.800 --> 00:11:26.500]  就能夠換取
[00:11:26.500 --> 00:11:29.800]  別人擺了很多最肥美的蟲
[00:11:29.800 --> 00:11:34.000]  在牠面前吃都吃不完
[00:11:34.000 --> 00:11:35.400]  於是慢慢
[00:11:35.400 --> 00:11:38.400]  牠就將牠自己身上的毛
[00:11:38.400 --> 00:11:40.800]  一條條來換取
[00:11:40.800 --> 00:11:43.100]  牠生命的享受
[00:11:43.100 --> 00:11:44.600]  有一天
[00:11:44.600 --> 00:11:47.400]  牠發覺牠想再拔毛的時候
[00:11:47.400 --> 00:11:50.300]  牠已經成為一隻光禿禿
[00:11:50.300 --> 00:11:53.500]  完全沒有毛的鳥
[00:11:53.500 --> 00:11:55.600]  其實這個童話
[00:11:55.600 --> 00:11:57.200]  是提醒我們
[00:11:57.200 --> 00:12:00.900]  你不要以你生命裏面的健康
[00:12:00.900 --> 00:12:04.000]  或者家人的親愛關係
[00:12:04.000 --> 00:12:06.300]  和你持走的價值
[00:12:06.300 --> 00:12:08.800]  在某些情境底下放棄
[00:12:08.800 --> 00:12:12.700]  來換取一個比較安舒
[00:12:12.700 --> 00:12:16.400]  和人人都認可的環境
[00:12:16.400 --> 00:12:18.000]  有一天你發覺
[00:12:18.000 --> 00:12:19.700]  你所放棄的東西
[00:12:19.700 --> 00:12:21.700]  是得不償失
[00:12:21.700 --> 00:12:24.700]  聖經裏面所講的東西就是這樣
[00:12:24.700 --> 00:12:26.800]  它說你賠償自己的生命
[00:12:26.800 --> 00:12:28.200]  有什麼益處呢?
[00:12:28.200 --> 00:12:31.700]  金絲鳥不再能夠生這些毛
[00:12:31.700 --> 00:12:34.000]  然後更遠的一幅童話
[00:12:34.000 --> 00:12:37.800]  就講到耶穌登山變像
[00:12:37.800 --> 00:12:39.700]  耶穌登山變像
[00:12:39.700 --> 00:12:41.600]  承接著這個訊息
[00:12:41.600 --> 00:12:43.200]  是要肯定
[00:12:43.200 --> 00:12:46.200]  祂告訴那些門徒
[00:12:46.200 --> 00:12:48.700]  捨己背十字架
[00:12:48.700 --> 00:12:50.000]  跟隨主
[00:12:50.000 --> 00:12:52.100]  告訴你要這樣做的人
[00:12:52.100 --> 00:12:55.500]  他背後是有榮耀的權柄
[00:12:55.500 --> 00:12:57.100]  怎樣去印證呢?
[00:12:57.100 --> 00:13:01.100]  就是藉著摩西舊約律法的代表
[00:13:01.100 --> 00:13:05.300]  藉著以利亞舊約先知的代表
[00:13:05.300 --> 00:13:08.700]  在山上跟耶穌一起
[00:13:08.700 --> 00:13:12.800]  去肯定舊約先知律法所講的說話
[00:13:12.800 --> 00:13:15.400]  都來印證耶穌所講的
[00:13:15.400 --> 00:13:18.500]  還有天上有人採遮住
[00:13:18.500 --> 00:13:19.800]  有聲音傳
[00:13:19.800 --> 00:13:21.600]  藉著我的愛子
[00:13:21.600 --> 00:13:24.800]  是我所喜悅的
[00:13:24.800 --> 00:13:28.000]  人間的律法語言
[00:13:28.000 --> 00:13:30.800]  天上上帝的啟示
[00:13:30.800 --> 00:13:33.400]  都告訴這幾個門徒
[00:13:33.400 --> 00:13:35.700]  彼得雅各約翰聽
[00:13:35.700 --> 00:13:38.000]  你們做耶穌基督門徒
[00:13:38.000 --> 00:13:40.200]  捨己背十字架
[00:13:40.200 --> 00:13:41.300]  跟隨主
[00:13:41.300 --> 00:13:42.800]  是正確的
[00:13:42.800 --> 00:13:44.100]  因為將來
[00:13:44.100 --> 00:13:46.200]  上帝來到的時候
[00:13:46.200 --> 00:13:48.200]  要按你們的行為
[00:13:48.200 --> 00:13:50.500]  來審判
[00:13:50.500 --> 00:13:51.900]  所以這個登山變像
[00:13:51.900 --> 00:13:54.800]  是耶穌訊息的一個肯定
[00:13:54.800 --> 00:13:56.100]  好了
[00:13:56.100 --> 00:13:59.500]  無論路加福音九章二十三節
[00:13:59.500 --> 00:14:03.600]  這一節講到門徒的經典經文
[00:14:03.600 --> 00:14:05.700]  或者曼提福音
[00:14:05.700 --> 00:14:08.100]  這一節十六章二十四節
[00:14:08.100 --> 00:14:10.200]  講到一個人要追隨耶穌基督
[00:14:10.200 --> 00:14:12.000]  做耶穌基督的門徒
[00:14:12.000 --> 00:14:14.800]  是有三個重要的要素
[00:14:14.800 --> 00:14:15.800]  就是什麼呢?
[00:14:15.800 --> 00:14:19.000]  就是捨己背十字架
[00:14:19.000 --> 00:14:20.700]  來跟隨主
[00:14:20.700 --> 00:14:22.200]  我們來看看
[00:14:22.200 --> 00:14:24.600]  什麼叫做捨己
[00:14:24.600 --> 00:14:25.700]  聖經說
[00:14:25.700 --> 00:14:28.200]  因為凡要救自己生命
[00:14:28.200 --> 00:14:30.100]  必喪掉生命
[00:14:30.100 --> 00:14:32.700]  凡為我喪掉生命的
[00:14:32.700 --> 00:14:35.300]  必得著生命
[00:14:35.300 --> 00:14:39.300]  救自己生命就是要保持自己
[00:14:39.300 --> 00:14:40.500]  認為對
[00:14:40.500 --> 00:14:41.500]  認為好
[00:14:41.500 --> 00:14:43.400]  不變
[00:14:43.400 --> 00:14:44.400]  但是
[00:14:44.400 --> 00:14:45.300]  原來這樣
[00:14:45.300 --> 00:14:47.400]  是會失掉
[00:14:47.400 --> 00:14:50.100]  凡為耶穌基督喪掉
[00:14:50.100 --> 00:14:52.200]  好像為耶穌基督的緣故
[00:14:52.200 --> 00:14:56.400]  放棄了很多人認為的好處
[00:14:56.400 --> 00:14:59.200]  但是必得著生命
[00:14:59.200 --> 00:15:01.500]  全城都在討論
[00:15:01.500 --> 00:15:03.300]  一個收費最貴
[00:15:03.300 --> 00:15:05.600]  最具爭議的風水師
[00:15:05.600 --> 00:15:08.500]  信耶穌是真還是假
[00:15:08.500 --> 00:15:11.700]  剩下兩邊的專欄作家都有
[00:15:11.700 --> 00:15:13.300]  網上又傳
[00:15:13.300 --> 00:15:15.400]  他講見證
[00:15:15.400 --> 00:15:18.400]  我過往好像一塊屎一樣
[00:15:18.400 --> 00:15:20.100]  現在要轉變
[00:15:20.100 --> 00:15:23.500]  有一個基督徒的經濟專欄作家就說
[00:15:23.500 --> 00:15:26.300]  他講錯不是一塊屎
[00:15:26.300 --> 00:15:28.500]  是舊事已過
[00:15:28.500 --> 00:15:31.300]  我覺得這個專欄作家叫我餓死
[00:15:31.300 --> 00:15:35.400]  他是在講漢萬事如糞土那節經文
[00:15:35.400 --> 00:15:37.700]  不是在講舊事已過
[00:15:37.700 --> 00:15:39.300]  他就說他講錯了
[00:15:39.300 --> 00:15:41.600]  不是舊屎
[00:15:41.600 --> 00:15:44.500]  是舊事已過
[00:15:44.500 --> 00:15:47.500]  我們不要去討論這些細節
[00:15:47.500 --> 00:15:49.500]  他是不是真的信耶穌呢
[00:15:49.500 --> 00:15:51.600]  他自己向神來交代
[00:15:51.600 --> 00:15:52.900]  神知道
[00:15:52.900 --> 00:15:56.200]  不過我覺得我們要為他祈禱
[00:15:56.200 --> 00:15:58.200]  這個人信耶穌
[00:15:58.200 --> 00:16:01.900]  對我們向迷信風水術數的人
[00:16:01.900 --> 00:16:03.100]  來傳福音
[00:16:03.100 --> 00:16:05.700]  有很大的助力
[00:16:05.700 --> 00:16:08.100]  如果你有一個很好的朋友
[00:16:08.100 --> 00:16:09.800]  無論是做生意
[00:16:09.800 --> 00:16:13.100]  或者是家裡擺了很多風水的話
[00:16:13.100 --> 00:16:14.600]  你問他一個問題
[00:16:14.600 --> 00:16:17.000]  你的風水師收你多少錢
[00:16:17.000 --> 00:16:18.600]  很貴啊
[00:16:18.600 --> 00:16:20.700]  五千元啊
[00:16:20.700 --> 00:16:22.600]  便宜啊
[00:16:22.600 --> 00:16:24.600]  後來存了幾萬元
[00:16:24.600 --> 00:16:26.000]  便宜啊
[00:16:26.000 --> 00:16:27.200]  便宜?
[00:16:27.200 --> 00:16:28.600]  有些貴一點啊
[00:16:28.600 --> 00:16:31.300]  有些風水師收人幾百億的
[00:16:31.300 --> 00:16:33.600]  嘩!誰這麼厲害啊
[00:16:33.600 --> 00:16:36.700]  不過那個也信了耶穌
[00:16:36.700 --> 00:16:38.800]  那你收幾千元那個呢
[00:16:38.800 --> 00:16:41.600]  功力也不是很好的
[00:16:41.600 --> 00:16:44.400]  剛剛收人幾百億那個也信耶穌
[00:16:44.400 --> 00:16:46.800]  那你收了幾萬那些
[00:16:46.800 --> 00:16:48.100]  好極有限啊
[00:16:48.100 --> 00:16:51.200]  都是有一個這樣的助力在這裡
[00:16:51.200 --> 00:16:52.700]  捨棄
[00:16:52.700 --> 00:16:54.900]  好像保羅一樣
[00:16:54.900 --> 00:16:56.700]  保羅大有學問
[00:16:56.700 --> 00:17:00.500]  他在法利利賽人當中是後起之仇
[00:17:00.500 --> 00:17:01.600]  不過呢
[00:17:01.600 --> 00:17:04.800]  他在往大曼色的路上
[00:17:04.800 --> 00:17:06.700]  遇見復活的轉
[00:17:06.700 --> 00:17:08.600]  他改變過來
[00:17:08.600 --> 00:17:09.700]  他說
[00:17:09.700 --> 00:17:13.000]  以前我所追求的東西
[00:17:13.000 --> 00:17:16.200]  如今看作墳土
[00:17:16.200 --> 00:17:19.200]  如以前我迫不得已的耶穌基督
[00:17:19.200 --> 00:17:22.200]  如今看作寺堡
[00:17:22.200 --> 00:17:26.800]  這是一個upside down of your value system
[00:17:26.800 --> 00:17:28.800]  你的世界觀、人生觀
[00:17:28.800 --> 00:17:31.100]  因為耶穌基督的影響
[00:17:31.100 --> 00:17:33.600]  那種的經歷、改變
[00:17:33.600 --> 00:17:36.800]  導致了你的那個看法
[00:17:36.800 --> 00:17:38.300]  所以你才會說
[00:17:38.300 --> 00:17:42.000]  以前和現今人覺得好的東西
[00:17:42.000 --> 00:17:47.200]  為什麼會看之如浮雲、墳土、興士呢?
[00:17:47.200 --> 00:17:49.000]  不是一定不追求
[00:17:49.000 --> 00:17:51.400]  或者不一定保持這些東西
[00:17:51.400 --> 00:17:54.400]  而是你將它擺在一個次要
[00:17:54.400 --> 00:17:59.200]  然後將耶穌基督看為寺堡
[00:17:59.200 --> 00:18:01.600]  佛學秘書三章八字就是這樣
[00:18:01.600 --> 00:18:04.800]  我有一張萬事看作有損的
[00:18:04.800 --> 00:18:07.500]  我為耶穌基督凋棄萬事
[00:18:07.500 --> 00:18:10.600]  看作墳土為要得著基督
[00:18:10.600 --> 00:18:13.400]  而且認識基督為寺堡
[00:18:13.400 --> 00:18:15.300]  在馬太福音裏面
[00:18:15.300 --> 00:18:19.100]  耶穌講了好幾個天國的比喻
[00:18:19.100 --> 00:18:21.200]  就講到如果有一個人
[00:18:21.200 --> 00:18:25.200]  知道有一塊地裏面是藏有寶藏
[00:18:25.200 --> 00:18:26.800]  別人不知道的話
[00:18:26.800 --> 00:18:29.300]  他會將他所有的積蓄
[00:18:29.300 --> 00:18:31.800]  畢生所有的財寶
[00:18:31.800 --> 00:18:34.400]  變賣來買一塊
[00:18:34.400 --> 00:18:37.600]  別人覺得不值錢的農地
