
[00:00:00.000 --> 00:00:01.280]  丙智慧早晨
[00:03:51.360 --> 00:03:53.120]  上文下理是說什麼呢
[00:03:53.120 --> 00:03:55.600]  楊福音是六章一至十五節
[00:03:55.600 --> 00:03:59.280]  是說耶穌在行五餅二的神蹟
[00:03:59.280 --> 00:04:00.960]  為飽五千人
[00:04:00.960 --> 00:04:04.400]  耶穌就知道祂很想祂們作王
[00:04:04.400 --> 00:04:07.200]  所以耶穌就自己退下來
[00:04:07.200 --> 00:04:09.760]  不想做了王
[00:04:09.760 --> 00:04:12.000]  就是做了地上的王
[00:04:12.000 --> 00:04:14.800]  隨後到了16節至21節
[00:04:14.800 --> 00:04:22.080]  一班門徒自己過海遇著風浪
[00:04:22.080 --> 00:04:24.160]  聖經形容是狂風大作
[00:04:24.160 --> 00:04:25.840]  海翻騰起來
[00:04:25.840 --> 00:04:27.040]  走了十多里
[00:04:27.040 --> 00:04:28.480]  在晚上的時候
[00:04:28.480 --> 00:04:31.040]  耶穌就在水面行走
[00:04:31.040 --> 00:04:35.520]  慢慢走近那船
[00:04:35.520 --> 00:04:38.560]  在馬可福音形容耶穌走近的時候
[00:04:38.560 --> 00:04:40.800]  門徒覺得是鬼
[00:04:40.800 --> 00:04:42.320]  很害怕
[00:04:42.320 --> 00:04:44.400]  在海上行走的時候
[00:04:44.400 --> 00:04:46.320]  非常害怕
[00:04:46.320 --> 00:04:47.680]  耶穌就跟他們說
[00:04:47.680 --> 00:04:50.240]  無論在馬可或者路加
[00:04:50.240 --> 00:04:51.280]  或者楊福音說
[00:04:51.280 --> 00:04:52.160]  是我啊
[00:04:52.160 --> 00:04:54.240]  你不用怕
[00:04:54.240 --> 00:04:56.000]  所以到了22節的時候
[00:04:56.000 --> 00:04:57.040]  你可以體驗到
[00:04:57.040 --> 00:04:59.440]  之前有行神蹟
[00:04:59.440 --> 00:05:00.960]  五餅二為飽五千人
[00:05:00.960 --> 00:05:02.720]  接著耶穌離開的故事
[00:05:02.720 --> 00:05:08.640]  就到了22章至35節的故事
[00:05:08.640 --> 00:05:13.360]  在六章22節至25節的時候
[00:05:13.360 --> 00:05:17.440]  你會發現有一班人不斷找耶穌
[00:05:17.440 --> 00:05:21.600]  不知道船在哪裡
[00:05:21.600 --> 00:05:24.960]  就知道耶穌沒有同門徒一起
[00:05:24.960 --> 00:05:28.240]  就算在提比利亞海船來到當中
[00:05:28.240 --> 00:05:29.760]  也不見耶穌
[00:05:29.760 --> 00:05:32.880]  所以他們去加伯隆找耶穌
[00:05:32.880 --> 00:05:35.440]  約翰福音用了四節
[00:05:35.440 --> 00:05:37.280]  22 23 24 25
[00:05:37.280 --> 00:05:40.320]  用了這四節去形容門徒
[00:05:40.320 --> 00:05:41.920]  不斷找不斷找
[00:05:41.920 --> 00:05:43.520]  找耶穌在哪裡
[00:05:43.520 --> 00:05:44.640]  不斷找
[00:05:44.640 --> 00:05:45.760]  千山萬日
[00:05:45.760 --> 00:05:48.960]  無論多艱苦都要找耶穌出來
[00:05:48.960 --> 00:05:51.120]  直到在26節
[00:05:51.120 --> 00:05:53.440]  找到耶穌為止的情景
[00:05:53.440 --> 00:05:54.720]  他就問拉比
[00:05:54.720 --> 00:05:56.480]  老師
[00:05:56.480 --> 00:05:59.040]  你什麼時候到這裡來的
[00:05:59.040 --> 00:06:00.480]  其實可能
[00:06:00.480 --> 00:06:02.160]  另一個翻譯就是說
[00:06:02.160 --> 00:06:03.920]  耶穌你怎麼來到這裡來的
[00:06:03.920 --> 00:06:05.440]  找到你了
[00:06:05.440 --> 00:06:06.400]  找不到你
[00:06:06.400 --> 00:06:07.680]  你去了哪裡
[00:06:07.680 --> 00:06:10.160]  你什麼時候到這裡來的
[00:06:10.160 --> 00:06:14.160]  約翰福音作者用了四節的經文
[00:06:14.160 --> 00:06:15.680]  很配合地說
[00:06:15.680 --> 00:06:19.600]  這班門徒不斷不斷打算去找耶穌
[00:06:19.600 --> 00:06:22.160]  其實這是一個很感人的場面
[00:06:22.160 --> 00:06:24.320]  這麼多人找耶穌
[00:06:24.320 --> 00:06:27.520]  這不是我們的期望嗎
[00:06:27.520 --> 00:06:30.560]  我們都很希望很多人去找耶穌
[00:06:30.560 --> 00:06:33.200]  我們都很希望很多人去崇拜
[00:06:33.200 --> 00:06:34.960]  很希望很多人去團計
[00:06:34.960 --> 00:06:36.480]  很希望人們回到小組
[00:06:36.480 --> 00:06:39.760]  很希望很多人能夠傳福音
[00:06:39.760 --> 00:06:41.680]  甚至是上主一學
[00:06:41.680 --> 00:06:44.000]  這是夢寐以求
[00:06:44.000 --> 00:06:45.680]  或者是所有的教務
[00:06:45.680 --> 00:06:46.960]  或者是領袖們
[00:06:46.960 --> 00:06:49.920]  都期望得更多人來到當中
[00:06:49.920 --> 00:06:54.000]  去參與我們所有的崇拜小組團契的事工
[00:06:54.000 --> 00:06:55.040]  越多人越好
[00:06:55.040 --> 00:06:56.960]  夠熱鬧
[00:06:56.960 --> 00:06:59.120]  所以很開心見到這麼多人找耶穌
[00:06:59.120 --> 00:07:00.160]  這麼熱切
[00:07:00.160 --> 00:07:02.800]  這是一個非常好的場面
[00:07:02.800 --> 00:07:04.720]  不過耶穌在這裡指出一件事
[00:07:04.720 --> 00:07:07.920]  他說「你們來到不是因為神蹟
[00:07:07.920 --> 00:07:12.880]  是因為有餅得飽」
[00:07:12.880 --> 00:07:14.000]  什麼意思呢
[00:07:14.000 --> 00:07:17.200]  很多時候我們的神蹟
[00:07:17.200 --> 00:07:20.560]  就是在說有些很偉大很震撼
[00:07:20.560 --> 00:07:23.360]  人所不做的神可以做到的事情
[00:07:23.360 --> 00:07:26.960]  這也是其中一個很狹義的解釋
[00:07:26.960 --> 00:07:30.320]  但是在約翰福音神蹟是在說記號
[00:07:30.320 --> 00:07:31.840]  一個sign
[00:07:31.840 --> 00:07:33.920]  一個好像路標的記號
[00:07:33.920 --> 00:07:34.960]  是在說什麼呢
[00:07:34.960 --> 00:07:39.040]  這個記號是在說耶穌是神的兒子
[00:07:39.040 --> 00:07:40.320]  所以耶穌說
[00:07:40.320 --> 00:07:42.160]  你們來到看到五百
[00:07:42.160 --> 00:07:44.720]  在五千人當中
[00:07:44.720 --> 00:07:48.400]  耶穌能夠用五餅二魚餵飽五千人
[00:07:48.400 --> 00:07:53.120]  你看到的不是見到耶穌是神的兒子
[00:07:53.120 --> 00:07:54.800]  反而你是見得到
[00:07:54.800 --> 00:07:59.280]  是很想滿足你自己的肚腹
[00:07:59.280 --> 00:08:01.280]  有飽飯吃
[00:08:01.280 --> 00:08:03.120]  耶穌餵飽五千人
[00:08:03.120 --> 00:08:06.720]  在這個五餅二魚的故事當中
[00:08:06.720 --> 00:08:11.280]  眾人所有人看到的就是有得吃
[00:08:11.280 --> 00:08:13.120]  而從來在這個過程當中
[00:08:13.120 --> 00:08:15.920]  見不到耶穌是神的兒子
[00:08:15.920 --> 00:08:16.640]  在這個記號
[00:08:16.640 --> 00:08:17.760]  見不到這個記號
[00:08:17.760 --> 00:08:22.160]  見不到這個神的工作
[00:08:22.160 --> 00:08:24.880]  心理當中第一個錯的重點
[00:08:24.880 --> 00:08:27.920]  你的四言四錯的重點
[00:08:27.920 --> 00:08:31.920]  我幾年前跟一班神學院的同學
[00:08:31.920 --> 00:08:33.200]  不知道幾年了
[00:08:33.200 --> 00:08:34.480]  我很喜歡行山的
[00:08:34.480 --> 00:08:37.280]  我們在亞洲有一個很出名的神山
[00:08:37.280 --> 00:08:38.320]  在沙巴當中
[00:08:38.320 --> 00:08:41.120]  我們行完神山之後就回去
[00:08:41.120 --> 00:08:44.720]  大概走兩天一夜
[00:08:44.720 --> 00:08:46.880]  凌晨四五點
[00:08:46.880 --> 00:08:48.240]  然後上去看日出
[00:08:48.240 --> 00:08:49.040]  然後回來
[00:08:49.040 --> 00:08:51.120]  然後就回去酒店
[00:08:51.120 --> 00:08:52.400]  其實都很累
[00:08:52.400 --> 00:08:54.320]  行山之後走去很累
[00:08:54.320 --> 00:08:55.920]  去完酒店之後
[00:08:55.920 --> 00:08:59.280]  原來酒店也提供了海鮮自助餐
[00:08:59.280 --> 00:09:01.280]  哇 正啊 吃海鮮
[00:09:01.280 --> 00:09:03.840]  去到東南亞當然要吃海鮮
[00:09:03.840 --> 00:09:06.560]  放下行李
[00:09:06.560 --> 00:09:09.200]  準備去吃海鮮自助餐的時候
[00:09:09.200 --> 00:09:10.640]  我的隊友第一件事
[00:09:10.640 --> 00:09:13.120]  進去衝進去吃自助餐的時候
[00:09:13.120 --> 00:09:14.720]  他不停地吃
[00:09:14.720 --> 00:09:17.840]  糯米雞
[00:09:17.840 --> 00:09:20.000]  不知道你笑什麼了
[00:09:20.000 --> 00:09:21.680]  我另一個朋友就說
[00:09:21.680 --> 00:09:24.000]  哇 這裡是海鮮自助餐
[00:09:24.000 --> 00:09:27.280]  為什麼你不停地吃糯米雞
[00:09:27.280 --> 00:09:28.800]  你是不是搞錯重點了
[00:09:28.800 --> 00:09:29.840]  他說我很餓
[00:09:29.840 --> 00:09:32.000]  很想吃糯米雞餓飽肚子
[00:09:32.000 --> 00:09:33.680]  所以什麼都吃一頓
[00:09:33.680 --> 00:09:34.720]  然後我的隊友說
[00:09:34.720 --> 00:09:36.240]  這個是海鮮自助餐
[00:09:36.240 --> 00:09:38.160]  你應該吃海鮮
[00:09:38.160 --> 00:09:40.560]  這個自助餐的重點是海鮮
[00:09:40.560 --> 00:09:42.880]  為什麼要吃糯米雞呢
[00:09:42.880 --> 00:09:46.080]  我真的想像不到自助餐有糯米雞
[00:09:46.080 --> 00:09:48.640]  每一個自助餐都有一個重點
[00:09:48.640 --> 00:09:51.360]  可能有一個自助餐是甜品的自助餐
[00:09:51.360 --> 00:09:54.400]  有一個可能是東南亞風味的自助餐
[00:09:54.400 --> 00:09:56.880]  有一個是海鮮的自助餐
[00:09:56.880 --> 00:09:58.480]  你不會吃的東西是自助餐
[00:09:58.480 --> 00:10:01.600]  不是那個主題的美食
[00:10:01.600 --> 00:10:04.560]  我朋友選擇吃糯米雞
[00:10:04.560 --> 00:10:06.880]  很明顯是錯重點
[00:10:06.880 --> 00:10:09.360]  來到一個吃自助餐的環境
[00:10:09.360 --> 00:10:12.560]  你是吃東南亞風味的話
[00:10:12.560 --> 00:10:15.040]  你不會再吃牛扒的
[00:10:15.040 --> 00:10:16.960]  因為你知道這個是吃海南
[00:10:16.960 --> 00:10:21.440]  這個是東南亞風味的自助餐
[00:10:21.440 --> 00:10:22.800]  錯重點
[00:10:22.800 --> 00:10:24.960]  這個其中是生命當中
[00:10:24.960 --> 00:10:26.560]  我們經常會發生的事情
[00:10:26.560 --> 00:10:28.720]  又再靠近一點
[00:10:28.720 --> 00:10:32.240]  我們在教會生活當中發生什麼事情呢
[00:10:32.240 --> 00:10:35.440]  其實我們每個人都會回崇拜
[00:10:35.440 --> 00:10:37.360]  回崇拜的時候
[00:10:37.360 --> 00:10:39.600]  我們可能習慣了
[00:10:39.600 --> 00:10:41.040]  習慣了的時候
[00:10:41.040 --> 00:10:44.800]  我們每個禮拜日都是八點四十五分
[00:10:44.800 --> 00:10:45.440]  來這裡當中
[00:10:45.440 --> 00:10:46.800]  預備好來崇拜
[00:10:46.800 --> 00:10:47.520]  聽聽在哪裡
[00:10:47.520 --> 00:10:49.200]  完了之後就經常喝早茶
[00:10:49.200 --> 00:10:49.840]  開開心心
[00:10:49.840 --> 00:10:51.280]  開早就行了
[00:10:51.280 --> 00:10:53.280]  已經滿足了一天
[00:10:53.280 --> 00:10:56.000]  其實習慣也是重要的
[00:10:56.000 --> 00:10:58.480]  但是往往我們的習慣
[00:10:58.480 --> 00:11:01.120]  正在影響我們的重點
[00:11:01.120 --> 00:11:03.120]  今天其實我們回來崇拜
[00:11:03.120 --> 00:11:04.480]  重點在哪裡呢
[00:11:04.480 --> 00:11:06.240]  是純粹見好朋友
[00:11:06.240 --> 00:11:07.840]  導演姐妹們一起崇拜
[00:11:07.840 --> 00:11:09.440]  這個也是好的
[00:11:09.440 --> 00:11:11.920]  一起崇拜的事情
[00:11:11.920 --> 00:11:13.440]  往往有時候我們太過習慣
[00:11:13.440 --> 00:11:14.240]  忘記了
[00:11:14.240 --> 00:11:16.400]  我們回來崇拜的重點
[00:11:16.400 --> 00:11:18.400]  是來到見拜上帝
[00:11:18.400 --> 00:11:23.040]  來到朝見我們的君王
[00:11:23.040 --> 00:11:25.600]  有一次我聽到一個
[00:11:25.600 --> 00:11:27.200]  一個小姊妹的分享
[00:11:27.200 --> 00:11:29.440]  令我很心寒
[00:11:29.440 --> 00:11:30.960]  先說完這個
[00:11:30.960 --> 00:11:32.480]  我們回小組也是一樣的
[00:11:32.480 --> 00:11:34.560]  回小組的重點是什麼呢
[00:11:34.560 --> 00:11:36.400]  我們當然要查經
[00:11:36.400 --> 00:11:37.360]  也是對的
[00:11:37.360 --> 00:11:38.240]  回查經
[00:11:38.240 --> 00:11:39.840]  聽導演姐妹們說
[00:11:39.840 --> 00:11:42.400]  以前我們拿很多色經書來當中
[00:11:42.400 --> 00:11:44.320]  跟大家去查聖經
[00:11:44.320 --> 00:11:45.280]  非常好
[00:11:45.280 --> 00:11:47.600]  我們這樣去學習
[00:11:47.600 --> 00:11:50.480]  但是其實在小組的重點
[00:11:50.480 --> 00:11:52.240]  不單止是一起查經
[00:11:52.240 --> 00:11:54.080]  而是藉著神的話語當中
[00:11:54.080 --> 00:11:56.560]  我們有生命的交流
[00:11:56.560 --> 00:12:00.720]  在主內團契有生命的交流
[00:12:00.720 --> 00:12:02.080]  習慣了查經
[00:12:02.080 --> 00:12:03.120]  是很好的
[00:12:03.120 --> 00:12:04.800]  但是我們忘記我們的重點
[00:12:04.800 --> 00:12:06.080]  我們的小組
[00:12:06.080 --> 00:12:09.360]  其實是讓我們能夠坦誠我們的心理
[00:12:09.360 --> 00:12:11.680]  讓導演姐妹們能夠了解我們
[00:12:11.680 --> 00:12:13.120]  我們又了解導演姐妹們
[00:12:13.120 --> 00:12:14.320]  一起查考聖經
[00:12:14.320 --> 00:12:15.200]  一起成長
[00:12:15.200 --> 00:12:19.040]  這個是小組的目的
[00:12:19.040 --> 00:12:20.240]  有一次我聽到一個
[00:12:20.240 --> 00:12:24.240]  小姐妹的分享令我很震驚
[00:12:24.240 --> 00:12:24.880]  我問她
[00:12:24.880 --> 00:12:27.360]  不如你回團契吧
[00:12:27.360 --> 00:12:28.880]  回團契
[00:12:28.880 --> 00:12:31.200]  為什麼要回團契
[00:12:31.200 --> 00:12:32.640]  我媽媽不回
[00:12:32.640 --> 00:12:34.160]  我奶奶都不回
[00:12:34.160 --> 00:12:35.200]  整個家族都不回
[00:12:35.200 --> 00:12:36.560]  為什麼要回團契呢
[00:12:36.560 --> 00:12:37.680]  我回小組不就行了
[00:12:37.680 --> 00:12:38.960]  其實也是
[00:12:38.960 --> 00:12:40.240]  況且回團契
[00:12:40.240 --> 00:12:43.840]  那個主題其實不適合我
[00:12:43.840 --> 00:12:47.200]  那件事我沒什麼興趣
[00:12:47.200 --> 00:12:49.040]  某程度上都明白的
[00:12:49.040 --> 00:12:50.640]  因為作為團職或者作為模特兒
[00:12:50.640 --> 00:12:52.720]  要想一些對的事情
[00:12:52.720 --> 00:12:55.040]  能夠養到弟兄姐妹
[00:12:55.040 --> 00:12:57.280]  讓他們熟齡生命的成長
[00:12:57.280 --> 00:12:58.080]  但是看節目
[00:12:58.080 --> 00:13:02.320]  我們回團契的目的是什麼呢
[00:13:02.320 --> 00:13:04.800]  不只是對口味的主題
[00:13:04.800 --> 00:13:06.800]  而是在過程當中
[00:13:06.800 --> 00:13:09.760]  你認識其他小組的人
[00:13:09.760 --> 00:13:11.600]  擴闊你的圈子
[00:13:11.600 --> 00:13:14.080]  能夠在主內有更多的
[00:13:14.080 --> 00:13:15.600]  一起學習一件事
[00:13:15.600 --> 00:13:17.360]  縱然你覺得很熟稔
[00:13:17.360 --> 00:13:18.880]  縱然你覺得沒有興趣
[00:13:18.880 --> 00:13:20.400]  但是一起探討
[00:13:20.400 --> 00:13:22.800]  讓我們團契
[00:13:22.800 --> 00:13:25.040]  彼此之間的關係一起成長
[00:13:25.040 --> 00:13:29.600]  這也是我們團契重要的目的
[00:13:29.600 --> 00:13:32.800]  有時候我們錯的重點
[00:13:32.800 --> 00:13:34.640]  是錯失了很多
[00:13:34.640 --> 00:13:37.920]  每一個信任生活的環節
[00:13:37.920 --> 00:13:39.600]  尤其是當我說很心寒的時候
[00:13:39.600 --> 00:13:41.520]  原來一代影響一代
[00:13:41.520 --> 00:13:42.720]  當奶奶不回
[00:13:42.720 --> 00:13:43.840]  婆婆不回的時候
[00:13:43.840 --> 00:13:44.560]  女兒不回
[00:13:44.560 --> 00:13:45.840]  當女兒不回的時候
[00:13:45.840 --> 00:13:48.800]  連孫女都不回
[00:13:48.800 --> 00:13:50.720]  所以有時候我們都要留意
[00:13:50.720 --> 00:13:53.600]  我們的重點是什麼
[00:13:53.600 --> 00:13:55.520]  你擺錯了重點
[00:13:55.520 --> 00:13:58.560]  你不能夠在每個信任生活上
[00:13:58.560 --> 00:14:00.240]  遇見上帝
[00:14:00.240 --> 00:14:02.160]  沒有經歷上帝的豐盛生活
[00:14:02.160 --> 00:14:04.000]  我再說一個例子
[00:14:04.000 --> 00:14:05.280]  有一次我回到香港
[00:14:05.280 --> 00:14:07.600]  我回到香港見很多人
[00:14:07.600 --> 00:14:12.240]  有時候帶我吃一家很好吃的海鮮
[00:14:12.240 --> 00:14:14.640]  叫「豆滾」
[00:14:14.640 --> 00:14:16.320]  不知道大家有聽過叫「豆滾」
[00:14:16.320 --> 00:14:18.720]  是一大盤海鮮蒸出來
[00:14:18.720 --> 00:14:21.200]  很開心地吃
[00:14:21.200 --> 00:14:24.080]  請我吃海鮮
[00:14:24.080 --> 00:14:28.000]  不過那一頓飯只有吃
[00:14:28.000 --> 00:14:29.760]  因為大家很享受美食
[00:14:29.760 --> 00:14:31.680]  但是交流不了
[00:14:31.680 --> 00:14:34.240]  我就發生有些事差一點
[00:14:34.240 --> 00:14:35.680]  我們這次回來除了吃之外
[00:14:35.680 --> 00:14:37.040]  是不是就是吃呢
[00:14:37.040 --> 00:14:39.920]  其實很錯失的重點就是
[00:14:39.920 --> 00:14:42.480]  原來我回來跟大家重聚的目的
[00:14:42.480 --> 00:14:43.280]  不是就是吃
[00:14:43.280 --> 00:14:44.640]  而是很想跟弟兄姊妹
[00:14:44.640 --> 00:14:47.920]  有更多的關心同行的關係
[00:14:47.920 --> 00:14:50.240]  所以截止之後
[00:14:50.240 --> 00:14:51.200]  那次我不滿足
[00:14:51.200 --> 00:14:52.240]  因為那是一張長桌子
[00:14:52.240 --> 00:14:53.040]  我坐在中間
[00:14:53.040 --> 00:14:54.400]  那裡有一邊那裡一邊
[00:14:54.400 --> 00:14:55.680]  什麼都溝通不了
[00:14:55.680 --> 00:14:56.880]  我又要再用多些時間
[00:14:56.880 --> 00:14:58.640]  然後個別出來聊天
[00:14:58.640 --> 00:15:00.320]  了解你拍拖拍成怎樣
[00:15:00.320 --> 00:15:02.640]  你的生活送成怎樣
[00:15:02.640 --> 00:15:04.240]  所以截止之後我回到香港
[00:15:04.240 --> 00:15:04.880]  約吃飯
[00:15:04.880 --> 00:15:06.480]  吃什麼都沒有所謂的
[00:15:06.480 --> 00:15:07.600]  重點是什麼
[00:15:07.600 --> 00:15:08.480]  對於我來說
[00:15:08.480 --> 00:15:10.000]  就是再次跟我的親人
[00:15:10.000 --> 00:15:14.000]  或者再次跟我的弟兄姊妹有連結
[00:15:14.000 --> 00:15:14.640]  明白
[00:15:14.640 --> 00:15:17.280]  跟他們一起成長
[00:15:17.280 --> 00:15:19.520]  你的重點錯了
[00:15:19.520 --> 00:15:21.520]  你就會損失了
[00:15:21.520 --> 00:15:23.040]  很多很多心靈當中
[00:15:23.040 --> 00:15:27.200]  經歷耶穌的豐盛的事情
[00:15:27.200 --> 00:15:28.000]  是的
[00:15:28.000 --> 00:15:29.200]  耶穌接著告訴我
[00:15:29.200 --> 00:15:30.560]  我告訴你一件事情
[00:15:30.560 --> 00:15:31.680]  你們找我不是因為神
[00:15:31.680 --> 00:15:35.600]  而是因為吃餅得飽
[00:15:35.600 --> 00:15:36.480]  耶穌教導說
[00:15:36.480 --> 00:15:38.960]  你們不要因為必要的食物努力
[00:15:38.960 --> 00:15:41.120]  要為那些永恆的食物
[00:15:41.120 --> 00:15:43.040]  永生的食物努力
[00:15:43.040 --> 00:15:44.160]  這個就是人子要
[00:15:44.160 --> 00:15:46.000]  這個就是人子要給你們的了
[00:15:46.000 --> 00:15:50.480]  是人子是父所引證的
[00:15:50.480 --> 00:15:51.600]  眾人就說
[00:15:51.600 --> 00:15:54.240]  我做什麼好才是神的工作
[00:15:54.240 --> 00:15:54.960]  耶穌就說
[00:15:54.960 --> 00:15:57.200]  你信我猜我來
[00:15:57.200 --> 00:15:59.600]  就是神的工作
[00:15:59.600 --> 00:16:02.000]  耶穌明明說了
[00:16:02.000 --> 00:16:04.320]  你們遇到破綻
[00:16:04.320 --> 00:16:06.240]  不是吃什麼
[00:16:06.240 --> 00:16:08.480]  而是你看不看到這個記號
[00:16:08.480 --> 00:16:10.400]  耶穌就是神的兒子
[00:16:10.400 --> 00:16:11.440]  而同時說
[00:16:11.440 --> 00:16:16.160]  你們不要為那些永恆的食物所努力
[00:16:16.160 --> 00:16:18.000]  而為那些永生的食物努力
[00:16:18.000 --> 00:16:20.560]  但是一群眾人就不知為何問這個問題
[00:16:20.560 --> 00:16:22.080]  很奇怪的問題就是
[00:16:22.080 --> 00:16:23.760]  我覺得很奇怪就是
[00:16:23.760 --> 00:16:26.880]  我們做什麼可以做到神的工作呢
[00:16:26.880 --> 00:16:27.920]  究竟是在說什麼
[00:16:27.920 --> 00:16:29.200]  這句話是在問什麼問題
