
[00:00:00.000 --> 00:00:04.080]  今天的題目是「順從聖靈成長的生命」
[00:04:12.120 --> 00:04:16.120]  我打算跟他學的時候,已經把弓掉在地上了
[00:04:16.120 --> 00:04:19.120]  「究竟哪裡拿緊,哪裡放鬆」
[00:04:19.120 --> 00:04:21.120]  「你可以選擇清楚一點嗎」
[00:04:21.120 --> 00:04:23.120]  「這裡拿緊,那裡放鬆」
[00:04:23.120 --> 00:04:25.120]  「我拖了點氣餒,那即是怎樣了」
[00:04:25.120 --> 00:04:27.120]  但我真的學習到
[00:04:27.120 --> 00:04:29.120]  原來哪裡要拿緊,哪裡要放鬆的時候
[00:04:29.120 --> 00:04:32.120]  我發現回家練習就不一樣了
[00:04:32.120 --> 00:04:34.120]  有一晚我媽媽說
[00:04:34.120 --> 00:04:36.120]  「你好像有進步」
[00:04:36.120 --> 00:04:39.120]  「終於聽到你不是宰雞了」
[00:04:39.120 --> 00:04:41.120]  原來真的,要有好的師傅
[00:04:41.120 --> 00:04:43.120]  有好的導師
[00:04:43.120 --> 00:04:46.120]  你才會進步
[00:04:46.120 --> 00:04:49.120]  兩個星期前陳牧師跟我們說了很重要的題目
[00:04:49.120 --> 00:04:52.120]  我們的生命不作小學雞
[00:04:52.120 --> 00:04:54.120]  但很久我們不做小學雞
[00:04:54.120 --> 00:04:56.120]  我們就不是做中學雞
[00:04:56.120 --> 00:04:59.120]  我們的生命要繼續成長
[00:04:59.120 --> 00:05:02.120]  但我們有沒有想過
[00:05:02.120 --> 00:05:04.120]  減肥你又會想方法
[00:05:04.120 --> 00:05:07.120]  拉小提琴你又會找對師傅
[00:05:07.120 --> 00:05:09.120]  究竟我們的屬靈生命
[00:05:09.120 --> 00:05:12.120]  我們又怎樣成長呢
[00:05:12.120 --> 00:05:14.120]  所以原來我們發現
[00:05:14.120 --> 00:05:16.120]  當我們去到《迦拉大書》第五章的時候
[00:05:16.120 --> 00:05:19.120]  裡面有三個功課很值得我們學習
[00:05:19.120 --> 00:05:21.120]  而更加重要
[00:05:21.120 --> 00:05:24.120]  我們要知道我們依靠哪一個去成長
[00:05:24.120 --> 00:05:27.120]  很多人說「你都說了依靠姓名」
[00:05:27.120 --> 00:05:30.120]  但我們的生命又怎樣依靠姓名去成長呢
[00:05:30.120 --> 00:05:32.120]  我們今天來看看
[00:05:32.120 --> 00:05:35.120]  我們首先看看今天這段聖經的背景
[00:05:35.120 --> 00:05:38.120]  我們一起讀《迦拉大書》五章一至六節
[00:05:38.120 --> 00:05:40.120]  我們一起讀,一二三
[00:05:40.120 --> 00:05:42.120]  基督釋放了我們
[00:05:42.120 --> 00:05:44.120]  叫我們得以自由
[00:05:44.120 --> 00:05:46.120]  所以要站立得穩
[00:05:46.120 --> 00:05:49.120]  不要再被奴僕的騙權制
[00:05:49.120 --> 00:05:51.120]  我保羅告訴你們
[00:05:51.120 --> 00:05:53.120]  若受割禮
[00:05:53.120 --> 00:05:56.120]  基督就與你們無益了
[00:05:56.120 --> 00:05:59.120]  我再指著凡受割禮的人
[00:05:59.120 --> 00:06:01.120]  確實地說
[00:06:01.120 --> 00:06:04.120]  他是欠著行全律法的債
[00:06:04.120 --> 00:06:07.120]  你們者要靠律法清義的
[00:06:07.120 --> 00:06:09.120]  是與基督隔絕
[00:06:09.120 --> 00:06:11.120]  從恩典中墜落了
[00:06:11.120 --> 00:06:13.120]  我們靠著聖靈
[00:06:13.120 --> 00:06:15.120]  憑著信心
[00:06:15.120 --> 00:06:17.120]  等候所盼望的兒
[00:06:17.120 --> 00:06:20.120]  原來在基督耶穌裡
[00:06:20.120 --> 00:06:22.120]  受割禮不受割禮
[00:06:22.120 --> 00:06:24.120]  全無功效
[00:06:24.120 --> 00:06:26.120]  以人生法,人愛的信心
[00:06:26.120 --> 00:06:28.120]  才有功效
[00:06:28.120 --> 00:06:30.120]  我們看《五色聖經》一開始
[00:06:30.120 --> 00:06:32.120]  保羅再次講述很重要的事
[00:06:32.120 --> 00:06:36.120]  他說今天是基督用重價釋放了我們
[00:06:36.120 --> 00:06:39.120]  叫我們得自由
[00:06:39.120 --> 00:06:41.120]  我們知道當時加拿大教會
[00:06:41.120 --> 00:06:43.120]  有一些假教師
[00:06:43.120 --> 00:06:46.120]  他們傳揚不合真理的信息
[00:06:46.120 --> 00:06:48.120]  就是信耶穌不夠的
[00:06:48.120 --> 00:06:50.120]  信耶穌不夠
[00:06:50.120 --> 00:06:52.120]  你要進行猶太的律法
[00:06:52.120 --> 00:06:54.120]  以及行割禮
[00:06:54.120 --> 00:06:55.120]  才能得救
[00:06:55.120 --> 00:06:57.120]  保羅說這些教導是假的
[00:06:57.120 --> 00:06:59.120]  是不合真理的
[00:06:59.120 --> 00:07:01.120]  你們在基督裡面
[00:07:01.120 --> 00:07:04.120]  神已經叫你們得到真正的自由
[00:07:04.120 --> 00:07:06.120]  所以給他們一個命令
[00:07:06.120 --> 00:07:09.120]  就是要站立得穩
[00:07:09.120 --> 00:07:12.120]  要在真理上去站立得穩
[00:07:12.120 --> 00:07:14.120]  你們已經不再屬於這個世界
[00:07:14.120 --> 00:07:16.120]  你們不要被這個世界的價值觀
[00:07:16.120 --> 00:07:18.120]  去箝制你們
[00:07:18.120 --> 00:07:20.120]  所以去到第二節
[00:07:20.120 --> 00:07:22.120]  保羅說講真
[00:07:22.120 --> 00:07:24.120]  保羅是一個最熟悉律法
[00:07:24.120 --> 00:07:26.120]  以及以前遵守律法的人
[00:07:26.120 --> 00:07:28.120]  他是一個熟悉和遵守律法的人
[00:07:28.120 --> 00:07:29.120]  但是他說
[00:07:29.120 --> 00:07:31.120]  今天如果你搞不清
[00:07:31.120 --> 00:07:34.120]  你是單單靠著耶穌得救
[00:07:34.120 --> 00:07:37.120]  基督就跟你沒有益
[00:07:37.120 --> 00:07:38.120]  為什麼呢
[00:07:38.120 --> 00:07:39.120]  第三節他就說
[00:07:39.120 --> 00:07:41.120]  他說今天如果你以為
[00:07:41.120 --> 00:07:45.120]  你還可以靠著行律法得救的話
[00:07:45.120 --> 00:07:48.120]  你要行律法的所有事情
[00:07:48.120 --> 00:07:50.120]  其實歷史就是證明了
[00:07:50.120 --> 00:07:53.120]  人不可以靠自己去守律法
[00:07:53.120 --> 00:07:56.120]  人如果可以自己遵守律法而得救
[00:07:56.120 --> 00:07:57.120]  就不需要耶穌了
[00:07:57.120 --> 00:07:58.120]  但是人就是因為
[00:07:58.120 --> 00:08:01.120]  不能夠遵守律法的所有
[00:08:01.120 --> 00:08:04.120]  所以我們需要耶穌的拯救
[00:08:04.120 --> 00:08:06.120]  所以去到第四節
[00:08:06.120 --> 00:08:07.120]  保羅就說
[00:08:07.120 --> 00:08:09.120]  如果你還以為自己
[00:08:09.120 --> 00:08:11.120]  可以靠遵守律法就得救的話
[00:08:11.120 --> 00:08:15.120]  其實你就跟基督隔絕了
[00:08:15.120 --> 00:08:16.120]  你想想
[00:08:16.120 --> 00:08:18.120]  人可以靠著守律法得救
[00:08:18.120 --> 00:08:20.120]  那耶穌就不用來到這個世界
[00:08:20.120 --> 00:08:22.120]  耶穌就不需要為我們死了
[00:08:22.120 --> 00:08:24.120]  耶穌的死就沒有意義了
[00:08:24.120 --> 00:08:26.120]  所以今天你要搞清楚
[00:08:26.120 --> 00:08:28.120]  唯有靠著耶穌
[00:08:28.120 --> 00:08:29.120]  我們才能夠得救
[00:08:29.120 --> 00:08:32.120]  所以如果你今天還錯誤地認為
[00:08:32.120 --> 00:08:34.120]  靠著自己的守律法可以得救
[00:08:34.120 --> 00:08:36.120]  你就跟基督隔絕
[00:08:36.120 --> 00:08:40.120]  從這個恩典裡面墜落了
[00:08:40.120 --> 00:08:43.120]  所以第五和第六節保羅
[00:08:43.120 --> 00:08:46.120]  講出我們的生命應該怎樣去成長
[00:08:46.120 --> 00:08:49.120]  他說我們的生命是靠著聖靈
[00:08:49.120 --> 00:08:53.120]  憑著信心去等候所盼望的義
[00:08:53.120 --> 00:08:55.120]  就是說今天我們有
[00:08:55.120 --> 00:08:57.120]  每一個相信耶穌的
[00:08:57.120 --> 00:08:59.120]  有聖靈在我們的生命當中
[00:08:59.120 --> 00:09:00.120]  我們靠著聖靈
[00:09:00.120 --> 00:09:02.120]  也憑著信心
[00:09:02.120 --> 00:09:03.120]  我們等候
[00:09:03.120 --> 00:09:06.120]  將來在大審判的時候
[00:09:06.120 --> 00:09:07.120]  我們要被稱為義
[00:09:07.120 --> 00:09:09.120]  但是今天保羅給我們的目光
[00:09:09.120 --> 00:09:10.120]  不只是說
[00:09:10.120 --> 00:09:11.120]  我們裡面有聖靈
[00:09:11.120 --> 00:09:12.120]  我們靠著信心
[00:09:12.120 --> 00:09:14.120]  我們等候在大審判的時候
[00:09:14.120 --> 00:09:15.120]  被稱為義
[00:09:15.120 --> 00:09:16.120]  不是
[00:09:16.120 --> 00:09:18.120]  保羅說我們的生命有聖靈
[00:09:18.120 --> 00:09:20.120]  我們就靠著聖靈
[00:09:20.120 --> 00:09:22.120]  生命成長
[00:09:22.120 --> 00:09:23.120]  為什麼
[00:09:23.120 --> 00:09:24.120]  因為他說
[00:09:24.120 --> 00:09:27.120]  原來在基督耶穌裡面
[00:09:27.120 --> 00:09:29.120]  受割禮不受割禮
[00:09:29.120 --> 00:09:30.120]  全無功效
[00:09:30.120 --> 00:09:31.120]  他在說什麼呢
[00:09:31.120 --> 00:09:33.120]  今天如果猶太人信了耶穌
[00:09:33.120 --> 00:09:35.120]  你之前受了割禮
[00:09:35.120 --> 00:09:36.120]  不要緊不要緊的
[00:09:36.120 --> 00:09:38.120]  你不需要去遮住那些割禮的
[00:09:38.120 --> 00:09:40.120]  但是今天外邦人的
[00:09:40.120 --> 00:09:42.120]  外邦人他未受割禮的
[00:09:42.120 --> 00:09:43.120]  他信了耶穌
[00:09:43.120 --> 00:09:44.120]  不需要受割禮
[00:09:44.120 --> 00:09:45.120]  行不行
[00:09:45.120 --> 00:09:46.120]  因為我們不是靠受割禮得救
[00:09:46.120 --> 00:09:47.120]  所以保羅說
[00:09:47.120 --> 00:09:49.120]  受割禮不受割禮
[00:09:49.120 --> 00:09:50.120]  完全不重要
[00:09:50.120 --> 00:09:52.120]  但是當你相信耶穌
[00:09:52.120 --> 00:09:55.120]  有聖靈在你生命裡面的時候
[00:09:55.120 --> 00:09:58.120]  聖靈就會叫你的生命
[00:09:58.120 --> 00:10:01.120]  生發人愛的信心
[00:10:01.120 --> 00:10:02.120]  保羅在這裡說得很清楚
[00:10:02.120 --> 00:10:04.120]  今天我們的生命的目標
[00:10:04.120 --> 00:10:06.120]  是靠著聖靈
[00:10:06.120 --> 00:10:08.120]  我們的生命成長
[00:10:08.120 --> 00:10:12.120]  直到將來大嬸判我們被稱為義的時候
[00:10:12.120 --> 00:10:13.120]  所以我們今天
[00:10:13.120 --> 00:10:15.120]  我們的生命是要靠著聖靈成長的
[00:10:15.120 --> 00:10:17.120]  而今天我們靠著聖靈
[00:10:17.120 --> 00:10:18.120]  我們的生命怎樣
[00:10:18.120 --> 00:10:20.120]  藉著聖靈的工作
[00:10:20.120 --> 00:10:23.120]  就能夠生發人愛的信心
[00:10:23.120 --> 00:10:25.120]  這樣才有功效
[00:10:25.120 --> 00:10:27.120]  所以在這個背景裡面
[00:10:27.120 --> 00:10:28.120]  保羅已經告訴我們
[00:10:28.120 --> 00:10:30.120]  今天我們的生命
[00:10:30.120 --> 00:10:32.120]  是要靠著聖靈
[00:10:32.120 --> 00:10:33.120]  藉著聖靈
[00:10:33.120 --> 00:10:36.120]  並且信服聖靈去成長的
[00:10:36.120 --> 00:10:38.120]  今天我們的生命又怎樣
[00:10:38.120 --> 00:10:41.120]  靠著信服聖靈去成長呢
[00:10:41.120 --> 00:10:44.120]  就是今天我們學的三個功課
[00:10:44.120 --> 00:10:46.120]  第一個今天我們學的功課
[00:10:46.120 --> 00:10:48.120]  是堅持我們要走好
[00:10:48.120 --> 00:10:50.120]  跟隨耶穌的路
[00:10:50.120 --> 00:10:53.120]  我們一起讀第七至第十二節
[00:10:53.120 --> 00:10:54.120]  我們一起讀
[00:10:54.120 --> 00:10:55.120]  一二三
[00:10:55.120 --> 00:10:57.120]  你們向來跑得好
[00:10:57.120 --> 00:10:59.120]  有誰攔阻你們
[00:10:59.120 --> 00:11:02.120]  叫你們不順從真理呢
[00:11:02.120 --> 00:11:06.120]  這樣的勸導不是出於那召你們的
[00:11:06.120 --> 00:11:10.120]  一點面孝能使全團都發起來
[00:11:10.120 --> 00:11:12.120]  我再轉去肯信
[00:11:12.120 --> 00:11:15.120]  你們必不懷別人的心
[00:11:15.120 --> 00:11:17.120]  但攪擾你們的
[00:11:17.120 --> 00:11:18.120]  無論是誰
[00:11:18.120 --> 00:11:20.120]  必擔當他的罪名
[00:11:20.120 --> 00:11:21.120]  弟兄們
[00:11:21.120 --> 00:11:24.120]  我若營救全國禮
[00:11:24.120 --> 00:11:26.120]  為什麼還受逼迫呢
[00:11:26.120 --> 00:11:27.120]  若是這樣
[00:11:27.120 --> 00:11:31.120]  那十字架討厭的地方就沒有了
[00:11:31.120 --> 00:11:34.120]  恨不得那攪擾你們的人
[00:11:34.120 --> 00:11:36.120]  把自己割絕了
[00:11:36.120 --> 00:11:38.120]  保羅一開始呢
[00:11:38.120 --> 00:11:41.120]  他用了一個賽跑的比喻
[00:11:41.120 --> 00:11:44.120]  去勸導加拉泰的教會
[00:11:44.120 --> 00:11:45.120]  他用了賽跑
[00:11:45.120 --> 00:11:48.120]  他說你們向來跑得很好的
[00:11:48.120 --> 00:11:51.120]  你們向來跟隨耶穌的路
[00:11:51.120 --> 00:11:52.120]  走得很好的
[00:11:52.120 --> 00:11:55.120]  但是受到一些人的攪擾
[00:11:55.120 --> 00:11:58.120]  令你們偏離了跑道
[00:11:58.120 --> 00:12:01.120]  即是本來在跑道上跑得很好的
[00:12:01.120 --> 00:12:02.120]  有一些人的攪擾
[00:12:02.120 --> 00:12:04.120]  令你們偏離了跑道
[00:12:04.120 --> 00:12:06.120]  其實在加拉泰書二十四節
[00:12:06.120 --> 00:12:09.120]  保羅已經用走在直線
[00:12:09.120 --> 00:12:12.120]  來形容跟隨耶穌的人
[00:12:12.120 --> 00:12:15.120]  是要走在跟隨耶穌的正路裡
[00:12:15.120 --> 00:12:18.120]  保羅說那些不合乎真理的教導
[00:12:18.120 --> 00:12:20.120]  那些假教師
[00:12:20.120 --> 00:12:22.120]  將你們帶離開了
[00:12:22.120 --> 00:12:24.120]  跟隨耶穌的跑道
[00:12:24.120 --> 00:12:27.120]  這裡說有誰難阻你們
[00:12:27.120 --> 00:12:30.120]  有誰叫你們不信從真理呢
[00:12:30.120 --> 00:12:31.120]  其實保羅知道
[00:12:31.120 --> 00:12:32.120]  就是那些假教師
[00:12:32.120 --> 00:12:34.120]  所以在第八節
[00:12:34.120 --> 00:12:37.120]  保羅跟著這樣說
[00:12:37.120 --> 00:12:39.120]  他說這些的勸導
[00:12:39.120 --> 00:12:41.120]  這些假教師的教導
[00:12:41.120 --> 00:12:43.120]  不是出於那召你們的
[00:12:43.120 --> 00:12:45.120]  這些假教師的教導
[00:12:45.120 --> 00:12:46.120]  不是出於神的
[00:12:46.120 --> 00:12:48.120]  不是出於那個召他們的神
[00:12:48.120 --> 00:12:50.120]  不是來自一個屬天的源頭
[00:12:50.120 --> 00:12:53.120]  是跟神呼召他們的生命目的
[00:12:53.120 --> 00:12:55.120]  相違背的
[00:12:55.120 --> 00:12:57.120]  到了第九節
[00:12:57.120 --> 00:12:59.120]  保羅用另外一個比喻
[00:12:59.120 --> 00:13:01.120]  就是麵包的比喻
[00:13:01.120 --> 00:13:04.120]  當時差不多所有的家庭都會自己焗麵包
[00:13:04.120 --> 00:13:05.120]  所以他們明白的
[00:13:05.120 --> 00:13:08.120]  就是一小小的麵包放在麵包裡
[00:13:08.120 --> 00:13:11.120]  就叫整個麵包發大起來了
[00:13:11.120 --> 00:13:13.120]  很多時聖經用這個比喻
[00:13:13.120 --> 00:13:15.120]  去說很小的罪
[00:13:15.120 --> 00:13:17.120]  就能夠影響到整個群體
[00:13:17.120 --> 00:13:19.120]  這裡保羅說
[00:13:19.120 --> 00:13:22.120]  很小小的生命的攪亂或者扭曲
[00:13:22.120 --> 00:13:25.120]  是可以影響整個人的人生方向的
[00:13:25.120 --> 00:13:27.120]  一小小的扭曲
[00:13:27.120 --> 00:13:31.120]  可以帶你離開了跟隨耶穌的跑道
[00:13:31.120 --> 00:13:34.120]  所以第十節保羅說
[00:13:34.120 --> 00:13:37.120]  我相信你們其實很想跟隨耶穌的
[00:13:37.120 --> 00:13:39.120]  我有信心知道
[00:13:39.120 --> 00:13:41.120]  你們沒有其他的心
[00:13:41.120 --> 00:13:43.120]  除了跟隨耶穌之外
[00:13:43.120 --> 00:13:44.120]  這裡的原文是說
[00:13:44.120 --> 00:13:46.120]  我相信你們沒有想其他的
[00:13:46.120 --> 00:13:48.120]  保羅說我相信你們
[00:13:48.120 --> 00:13:50.120]  會懂得做出正確的決定
[00:13:50.120 --> 00:13:52.120]  和選擇做正確的事
[00:13:52.120 --> 00:13:55.120]  但是攪擾你們那些
[00:13:55.120 --> 00:13:57.120]  他們必擔當他們的罪名
[00:13:57.120 --> 00:13:59.120]  接著到第十一節
[00:13:59.120 --> 00:14:01.120]  保羅說回自己的堅決
[00:14:01.120 --> 00:14:04.120]  說真的如果要傳國禮
[00:14:04.120 --> 00:14:05.120]  誰最適合
[00:14:05.120 --> 00:14:07.120]  保羅自己是不是
[00:14:07.120 --> 00:14:10.120]  保羅說我以前是最熟悉律法的
[00:14:10.120 --> 00:14:12.120]  以前我是以守律法為榮的
[00:14:12.120 --> 00:14:15.120]  如果要傳國禮我最適合
[00:14:15.120 --> 00:14:18.120]  為什麼保羅說我今天堅持不傳國禮呢
[00:14:18.120 --> 00:14:22.120]  因為保羅當他生命遇見耶穌
[00:14:22.120 --> 00:14:24.120]  他生命改變
[00:14:24.120 --> 00:14:27.120]  他知道唯有藉著耶穌
[00:14:27.120 --> 00:14:29.120]  我們才能夠得著拯救
[00:14:29.120 --> 00:14:31.120]  所以保羅說當我生命遇見耶穌
[00:14:31.120 --> 00:14:33.120]  我生命改變
[00:14:33.120 --> 00:14:35.120]  我就只傳復活的耶穌
[00:14:35.120 --> 00:14:37.120]  因為只有十字架
[00:14:37.120 --> 00:14:39.120]  我們才得著救恩
[00:14:39.120 --> 00:14:41.120]  保羅說如果我可以傳國禮
[00:14:41.120 --> 00:14:42.120]  我去傳了國禮
[00:14:42.120 --> 00:14:44.120]  我就不用這樣被人逼迫
[00:14:44.120 --> 00:14:45.120]  要受苦
[00:14:45.120 --> 00:14:48.120]  但是為什麼今天我堅持只傳耶穌
[00:14:48.120 --> 00:14:51.120]  因為要堅持只有耶穌裡面
[00:14:51.120 --> 00:14:54.120]  才能夠真正得著救恩
[00:14:54.120 --> 00:14:56.120]  所以在第十二節
[00:14:56.120 --> 00:14:58.120]  保羅就做了一個小結
[00:14:58.120 --> 00:15:01.120]  他說那些在你們中間傳話
[00:15:01.120 --> 00:15:03.120]  要靠國禮才得救的人
[00:15:03.120 --> 00:15:05.120]  真的希望他們自己
[00:15:05.120 --> 00:15:09.120]  將你們從你們的群體當中割出來
[00:15:09.120 --> 00:15:13.120]  很希望他們不再在你們的群體裡面
[00:15:13.120 --> 00:15:15.120]  騷擾你們
[00:15:15.120 --> 00:15:17.120]  叫你們不能夠繼續
[00:15:17.120 --> 00:15:20.120]  走在跟隨耶穌的跑道裡面
[00:15:20.120 --> 00:15:22.120]  今天我們都要想
[00:15:22.120 --> 00:15:24.120]  我們有沒有繼續堅決地
[00:15:24.120 --> 00:15:28.120]  走在跟隨耶穌的跑道上面呢
[00:15:28.120 --> 00:15:30.120]  因為今天有些的騷擾
[00:15:30.120 --> 00:15:31.120]  我們要小心
[00:15:31.120 --> 00:15:34.120]  那些騷擾會不會帶離開我們
[00:15:34.120 --> 00:15:36.120]  不再去跟隨耶穌呢
[00:15:36.120 --> 00:15:38.120]  這個時候又說一下
[00:15:38.120 --> 00:15:40.120]  我最喜歡的愛華頓
[00:15:40.120 --> 00:15:44.120]  昨晚愛華頓在一場比賽裡面
[00:15:44.120 --> 00:15:47.120]  九十九分鐘攀平一球
[00:15:47.120 --> 00:15:49.120]  本來我已經不敢看了
[00:15:49.120 --> 00:15:50.120]  後來有人告訴我
[00:15:50.120 --> 00:15:52.120]  追回一球一比一
[00:15:52.120 --> 00:15:54.120]  不過今天不是說昨晚的戰果
[00:15:54.120 --> 00:15:56.120]  說一下愛華頓
[00:15:56.120 --> 00:15:58.120]  愛華頓有一位球員
[00:15:58.120 --> 00:16:00.120]  叫做迪里亞里
[00:16:00.120 --> 00:16:02.120]  如果你有留意足球
[00:16:02.120 --> 00:16:03.120]  你有聽過
[00:16:03.120 --> 00:16:05.120]  這個球員六七年之前
[00:16:05.120 --> 00:16:07.120]  是英國球壇一個
[00:16:07.120 --> 00:16:09.120]  很矚目的新星
[00:16:09.120 --> 00:16:12.120]  更加是2018年世界盃英國隊
[00:16:12.120 --> 00:16:14.120]  其中一個主將來的
[00:16:14.120 --> 00:16:16.120]  但是這幾年
[00:16:16.120 --> 00:16:19.120]  他的表現一落千丈
[00:16:19.120 --> 00:16:21.120]  他本來是打另外一隊球隊
[00:16:21.120 --> 00:16:23.120]  打熱刺的
[00:16:23.120 --> 00:16:27.120]  熱刺就將他賣了給愛華頓
[00:16:27.120 --> 00:16:29.120]  誰知道去到愛華頓
[00:16:29.120 --> 00:16:32.120]  他的表現都拿不到正選
[00:16:32.120 --> 00:16:35.120]  愛華頓現在是排尾四
[00:16:35.120 --> 00:16:39.120]  我期望他不要低過排尾四
[00:16:39.120 --> 00:16:40.120]  你想想
[00:16:40.120 --> 00:16:42.120]  去到排尾四的球隊
[00:16:42.120 --> 00:16:45.120]  都打不到正選
[00:16:45.120 --> 00:16:47.120]  於是其實在季初的時候
[00:16:47.120 --> 00:16:49.120]  愛華頓就將他外借了
[00:16:49.120 --> 00:16:51.120]  去土耳其的球會
[00:16:51.120 --> 00:16:52.120]  因為我第一堂課
[00:16:52.120 --> 00:16:54.120]  講了土耳其的教會
[00:16:54.120 --> 00:16:58.120]  將他外借了去土耳其的球會
[00:16:58.120 --> 00:17:01.120]  外借了去土耳其的球會
[00:17:01.120 --> 00:17:04.120]  但是去到都打不到正選
