
[00:00:00.000 --> 00:00:03.480]  今天跟大家分享的題目是「無痛人生」
[00:06:50.360 --> 00:06:51.360]  去提醒我們
[00:06:51.360 --> 00:06:53.360]  唯恐我們搞不清楚
[00:06:53.360 --> 00:06:56.360]  他已經勝過了世界
[00:06:56.360 --> 00:06:59.360]  換言之我們根本沒得輸
[00:06:59.360 --> 00:07:01.360]  我們根本沒得輸
[00:07:01.360 --> 00:07:03.360]  只要我們不要中計
[00:07:03.360 --> 00:07:06.360]  而是真的看清楚
[00:07:06.360 --> 00:07:09.360]  這一幅這麼重要的圖畫
[00:07:09.360 --> 00:07:11.360]  在苦難裡面
[00:07:11.360 --> 00:07:13.360]  我們太容易
[00:07:13.360 --> 00:07:15.360]  專注在當前的困難
[00:07:15.360 --> 00:07:17.360]  莫說很大的逆境
[00:07:17.360 --> 00:07:18.360]  你只是牙痛
[00:07:18.360 --> 00:07:21.360]  你整天就很懷疑牙齒的存在
[00:07:21.360 --> 00:07:23.360]  痛的那隻
[00:07:23.360 --> 00:07:25.360]  但原來我們首先要做的
[00:07:25.360 --> 00:07:29.360]  是要按主所啟示給我們知道
[00:07:29.360 --> 00:07:32.360]  搞清楚在這個困難之外
[00:07:32.360 --> 00:07:34.360]  那幅更大的圖畫
[00:07:34.360 --> 00:07:37.360]  並且這幅圖畫同時是
[00:07:37.360 --> 00:07:40.360]  更決定性的真實情況
[00:07:40.360 --> 00:07:43.360]  更決定性的事實
[00:07:43.360 --> 00:07:45.360]  耶穌清楚地告訴我們
[00:07:45.360 --> 00:07:49.360]  他已經勝了世界
[00:07:49.360 --> 00:07:53.360]  他要叫我們在他裡面有平安
[00:07:53.360 --> 00:07:55.360]  按聖經的傳統
[00:07:55.360 --> 00:07:56.360]  這裡的平安
[00:07:56.360 --> 00:07:58.360]  應該是按照舊約
[00:07:58.360 --> 00:08:00.360]  可能大家都認識這個希伯來文
[00:08:00.360 --> 00:08:01.360]  Shalom
[00:08:01.360 --> 00:08:02.360]  平安這個字
[00:08:02.360 --> 00:08:05.360]  但這個Shalom並不是等於
[00:08:05.360 --> 00:08:07.360]  等同我們在輝春那裡寫
[00:08:07.360 --> 00:08:09.360]  出入平安的平安
[00:08:09.360 --> 00:08:11.360]  而是有更豐富的意思
[00:08:11.360 --> 00:08:13.360]  它是指一種完全的
[00:08:13.360 --> 00:08:15.360]  安好的狀態
[00:08:15.360 --> 00:08:16.360]  很穩妥的
[00:08:16.360 --> 00:08:17.360]  滿足的
[00:08:17.360 --> 00:08:19.360]  欣欣向榮的情況
[00:08:19.360 --> 00:08:21.360]  是一無所缺的
[00:08:21.360 --> 00:08:22.360]  Completeness
[00:08:22.360 --> 00:08:23.360]  一個Fullness
[00:08:23.360 --> 00:08:25.360]  一個Wholeness
[00:08:25.360 --> 00:08:28.360]  Prosper的情況
[00:08:28.360 --> 00:08:30.360]  耶穌說
[00:08:30.360 --> 00:08:32.360]  他勝了世界
[00:08:32.360 --> 00:08:33.360]  要叫我們
[00:08:33.360 --> 00:08:35.360]  即使在苦難當中
[00:08:35.360 --> 00:08:37.360]  都一無缺陷
[00:08:37.360 --> 00:08:39.360]  有這份平安
[00:08:39.360 --> 00:08:42.360]  他的恩典夠我們用
[00:08:42.360 --> 00:08:44.360]  因為他勝了世界
[00:08:44.360 --> 00:08:46.360]  並且同時也在這份權
[00:08:46.360 --> 00:08:48.360]  並且說
[00:08:48.360 --> 00:08:50.360]  即使有苦難
[00:08:50.360 --> 00:08:53.360]  他都保證為我們開一條出路
[00:08:53.360 --> 00:08:55.360]  讓我們能夠忍受得住
[00:08:55.360 --> 00:08:58.360]  守得過去
[00:08:58.360 --> 00:08:59.360]  弟兄姊妹
[00:08:59.360 --> 00:09:02.360]  苦難最讓我們害怕的地方
[00:09:02.360 --> 00:09:03.360]  往往是因為
[00:09:03.360 --> 00:09:05.360]  我們很害怕苦難
[00:09:05.360 --> 00:09:06.360]  會令我們失落
[00:09:06.360 --> 00:09:09.360]  本來有的快樂或幸福
[00:09:09.360 --> 00:09:10.360]  在重病那裡
[00:09:10.360 --> 00:09:12.360]  我哪裡都不能去
[00:09:12.360 --> 00:09:14.360]  甚至睡也睡不好
[00:09:14.360 --> 00:09:17.360]  當我事業遇到重大挫折
[00:09:17.360 --> 00:09:19.360]  經濟因此受影響
[00:09:19.360 --> 00:09:21.360]  我全家人因此
[00:09:21.360 --> 00:09:23.360]  大屋搬小屋
[00:09:23.360 --> 00:09:24.360]  當我失戀
[00:09:24.360 --> 00:09:25.360]  失婚的傷痛
[00:09:25.360 --> 00:09:27.360]  影響到我的時候
[00:09:27.360 --> 00:09:28.360]  那種難過
[00:09:28.360 --> 00:09:33.360]  更加不需要再由我描述
[00:09:33.360 --> 00:09:35.360]  我們感謝神
[00:09:35.360 --> 00:09:37.360]  因為祂實在讓我們見到
[00:09:37.360 --> 00:09:39.360]  很多弟兄姊妹
[00:09:39.360 --> 00:09:41.360]  他們生命的見證
[00:09:41.360 --> 00:09:43.360]  是將耶穌這裡的英雄
[00:09:43.360 --> 00:09:45.360]  很真真實實地兌現出來
[00:09:45.360 --> 00:09:46.360]  在地上
[00:09:46.360 --> 00:09:47.360]  沒錯
[00:09:47.360 --> 00:09:48.360]  他們遇到苦難
[00:09:48.360 --> 00:09:52.360]  但他們在主裡有完完全全的平安
[00:09:52.360 --> 00:09:54.360]  他們身處的逆境
[00:09:54.360 --> 00:09:57.360]  不僅沒有令他們的生命
[00:09:57.360 --> 00:09:58.360]  因為這樣
[00:09:58.360 --> 00:10:00.360]  從此變得很苦澀
[00:10:00.360 --> 00:10:01.360]  很悲涼
[00:10:01.360 --> 00:10:02.360]  沒有
[00:10:02.360 --> 00:10:05.360]  反而他們是大放異彩
[00:10:05.360 --> 00:10:08.360]  讓有機會跟他們接觸的人
[00:10:08.360 --> 00:10:10.360]  都深深感受到
[00:10:10.360 --> 00:10:12.360]  上帝所給他們豐盛的生命
[00:10:12.360 --> 00:10:14.360]  是怎樣的生命
[00:10:14.360 --> 00:10:17.360]  是不受苦難所困
[00:10:17.360 --> 00:10:21.360]  如果上星期五或六
[00:10:21.360 --> 00:10:23.360]  你也像我這樣
[00:10:23.360 --> 00:10:27.360]  有去看傳道部包場的電影
[00:10:27.360 --> 00:10:29.360]  《上帝的藍高音》
[00:10:29.360 --> 00:10:31.360]  是不是在座也有些人有看
[00:10:31.360 --> 00:10:32.360]  也有的
[00:10:32.360 --> 00:10:33.360]  舉手給我看看
[00:10:33.360 --> 00:10:35.360]  我知道我說的話
[00:10:35.360 --> 00:10:37.360]  應該有人能夠共鳴
[00:10:37.360 --> 00:10:40.360]  我想你肯定會體會到這一點
[00:10:40.360 --> 00:10:45.360]  這套電影是基於一個真人真事的故事
[00:10:45.360 --> 00:10:48.360]  去製作出來的
[00:10:48.360 --> 00:10:52.360]  故事是講述一位韓國籍的
[00:10:52.360 --> 00:10:56.360]  十多年前應該也是挺舉世矚目的
[00:10:56.360 --> 00:10:59.360]  客南的歌唱家去唱藍高音
[00:10:59.360 --> 00:11:02.360]  這位叫做裴宰徹
[00:11:02.360 --> 00:11:05.360]  徹底的徹的韓國籍的男歌手
[00:11:05.360 --> 00:11:08.360]  他在事業如日方中的時候
[00:11:08.360 --> 00:11:13.360]  居然突然發現自己患上了甲狀腺癌
[00:11:13.360 --> 00:11:15.360]  後來他要動手術
[00:11:15.360 --> 00:11:17.360]  因為也很危險
[00:11:17.360 --> 00:11:19.360]  手術的時候又傷及了神經
[00:11:19.360 --> 00:11:24.360]  令到他連發聲音說話的能力也有困難
[00:11:24.360 --> 00:11:28.360]  他被迫也要中斷他的歌唱事業
[00:11:28.360 --> 00:11:30.360]  不能夠再唱出
[00:11:30.360 --> 00:11:34.360]  要被迫中斷他的歌唱事業
[00:11:34.360 --> 00:11:40.360]  就算他後來再做一些聲帶各方面的改良手術
[00:11:40.360 --> 00:11:43.360]  也因為他的肺功能
[00:11:43.360 --> 00:11:46.360]  在第一次手術的時候也受到損害
[00:11:46.360 --> 00:11:49.360]  所以他做完手術後
[00:11:49.360 --> 00:11:52.360]  也不能夠再唱出一個很專業的水準
[00:11:52.360 --> 00:11:56.360]  後來他的妻子和日本的經理人
[00:11:56.360 --> 00:11:59.360]  也很鼓勵他和支持他
[00:11:59.360 --> 00:12:02.360]  這位的裴宰徹最終也鼓起勇氣
[00:12:02.360 --> 00:12:05.360]  他很努力練習
[00:12:05.360 --> 00:12:10.360]  然後鼓起勇氣重新回到舞台上獻唱
[00:12:10.360 --> 00:12:13.360]  但也是經過很多的掙扎
[00:12:13.360 --> 00:12:18.360]  掙扎到音樂會已經臨近尾聲
[00:12:18.360 --> 00:12:20.360]  基本上觀眾也散場了
[00:12:20.360 --> 00:12:23.360]  他才真的掙扎完去道場
[00:12:23.360 --> 00:12:26.360]  並且出場去唱歌
[00:12:26.360 --> 00:12:29.360]  他唱的時候
[00:12:29.360 --> 00:12:36.360]  他是用他那把很明顯受過傷損的聲音
[00:12:36.360 --> 00:12:43.360]  但卻同時用他百分百的誠意真誠投入的聲音
[00:12:43.360 --> 00:12:47.360]  去唱出一首聖詩奇異恩典
[00:12:47.360 --> 00:12:49.360]  因為他本身是基督徒
[00:12:49.360 --> 00:12:54.360]  雖然病患令他的歌聲不再完美
[00:12:54.360 --> 00:13:00.360]  但這個病患卻成為了他歌唱生涯以來
[00:13:00.360 --> 00:13:03.360]  那一晚唱的這首歌
[00:13:03.360 --> 00:13:06.360]  是成為了有史以來
[00:13:06.360 --> 00:13:10.360]  最叫人心受觸動震撼的一次獻唱
[00:13:10.360 --> 00:13:13.360]  是他拿著那把很靚聲的時候
[00:13:13.360 --> 00:13:17.360]  他也沒有試過這樣觸動人的心靈
[00:13:17.360 --> 00:13:20.360]  電影最令人深深感動的一幕
[00:13:20.360 --> 00:13:27.360]  就是最後發現他在熄了燈的現場唱歌的時候
[00:13:27.360 --> 00:13:33.360]  他以為不會再有人有興趣留下來聽這個
[00:13:33.360 --> 00:13:38.360]  真的知道他很不得了的歌手來唱歌
[00:13:38.360 --> 00:13:40.360]  但居然在最後這一幕
[00:13:40.360 --> 00:13:43.360]  發現燈光亮著的時候
[00:13:43.360 --> 00:13:47.360]  原來大部分離開了現場的觀眾
[00:13:47.360 --> 00:13:52.360]  都回到現場聽他的獻唱
[00:13:52.360 --> 00:14:02.360]  並且全體一起和這位韓籍的男歌唱家一起和唱
[00:14:02.360 --> 00:14:03.360]  頂姐妹
[00:14:03.360 --> 00:14:06.360]  我相信當我們的生命被收復
[00:14:06.360 --> 00:14:08.360]  我們被創造的時候
[00:14:08.360 --> 00:14:10.360]  那份榮耀的時候
[00:14:10.360 --> 00:14:13.360]  其中一個很重要要發生的事情
[00:14:13.360 --> 00:14:18.360]  是我們的生命能夠鼓勵其他人
[00:14:18.360 --> 00:14:22.360]  向上帝發出敬拜和讚歎
[00:14:22.360 --> 00:14:25.360]  而這份收復的工作
[00:14:25.360 --> 00:14:32.360]  其實往往上帝是藉著苦難來成就的
[00:14:32.360 --> 00:14:35.360]  耶穌留下平安給我們
[00:14:35.360 --> 00:14:39.360]  並且這份是祂的平安
[00:14:39.360 --> 00:14:45.360]  這份平安不僅是世界給不了我們
[00:14:45.360 --> 00:14:50.360]  同時也是世界奪不走的
[00:14:50.360 --> 00:14:55.360]  即使是逼迫、患難、苦困更加大也好
[00:14:55.360 --> 00:15:00.360]  都沒有那份權柄來奪走
[00:15:00.360 --> 00:15:05.360]  關鍵是我們是否保守自己常常在主的裡面
[00:15:05.360 --> 00:15:08.360]  不要被逆境搞得我們以為
[00:15:08.360 --> 00:15:10.360]  上帝站在我們的對立面
[00:15:10.360 --> 00:15:12.360]  祂對我們不好
[00:15:12.360 --> 00:15:14.360]  祂已經忘記了我們
[00:15:14.360 --> 00:15:16.360]  千萬不要這樣
[00:15:16.360 --> 00:15:20.360]  也不要因為這樣而惹上帝生氣
[00:15:20.360 --> 00:15:23.360]  從此不再想和祂聊天
[00:15:23.360 --> 00:15:26.360]  覺得沒有話好說
[00:15:26.360 --> 00:15:28.360]  不要這樣
[00:15:28.360 --> 00:15:29.360]  聖經裡面
[00:15:29.360 --> 00:15:30.360]  尤其是詩篇
[00:15:30.360 --> 00:15:33.360]  包括了很多敬畏上帝的人
[00:15:33.360 --> 00:15:36.360]  他們如何在苦難當中
[00:15:36.360 --> 00:15:39.360]  帶著他們的無助感、挫敗感
[00:15:39.360 --> 00:15:43.360]  哀傷、苦澀、粉粉不平
[00:15:43.360 --> 00:15:47.360]  他們依然透過禱告、透過詩歌
[00:15:47.360 --> 00:15:49.360]  走到上帝面前
[00:15:49.360 --> 00:15:51.360]  投靠在裡面
[00:15:51.360 --> 00:15:55.360]  聖經充滿太多這些見證
[00:15:55.360 --> 00:15:56.360]  在患難的時候
[00:15:56.360 --> 00:15:58.360]  我們如果細讀這些詩篇
[00:15:58.360 --> 00:16:01.360]  往往是可以有效地幫助我們
[00:16:01.360 --> 00:16:03.360]  回到主的裡面
[00:16:03.360 --> 00:16:07.360]  這是我們如何面對苦難
[00:16:07.360 --> 00:16:10.360]  其中一個很重要的方向
[00:16:10.360 --> 00:16:11.360]  第二方面
[00:16:11.360 --> 00:16:14.360]  聖經也教導我們
[00:16:14.360 --> 00:16:16.360]  只要人能夠對苦難
[00:16:16.360 --> 00:16:19.360]  作出正確的、好的回應
[00:16:19.360 --> 00:16:23.360]  信實的上帝往往會將苦難
[00:16:23.360 --> 00:16:26.360]  轉化成為我們生命的好處
[00:16:26.360 --> 00:16:27.360]  如是者
[00:16:27.360 --> 00:16:29.360]  在基督裡面的人
[00:16:29.360 --> 00:16:32.360]  原來他經歷的肯定自由是祝福
[00:16:32.360 --> 00:16:34.360]  而沒有咒詛
[00:16:34.360 --> 00:16:36.360]  因為上帝可以將
[00:16:36.360 --> 00:16:39.360]  本來會是咒詛的東西
[00:16:39.360 --> 00:16:41.360]  都可以轉化
[00:16:41.360 --> 00:16:43.360]  最終成為我們的祝福
[00:16:43.360 --> 00:16:45.360]  讓我們一起去看一看
[00:16:45.360 --> 00:16:48.360]  《雅各書》一章二至四節的經文
[00:16:48.360 --> 00:16:52.360]  請丁姐妹幫我讀中文的部分就行了
[00:16:52.360 --> 00:17:12.360]  (讀書中的經文)
[00:17:12.360 --> 00:17:14.360]  我們再讀多一節的經文
[00:17:14.360 --> 00:17:17.360]  就是《希伯來書》的五章八至九節
[00:17:17.360 --> 00:17:30.360]  (讀書中的經文)
[00:17:30.360 --> 00:17:32.360]  這兩段經文
[00:17:32.360 --> 00:17:35.360]  很重要地提醒我們
[00:17:35.360 --> 00:17:37.360]  原來我們的生命
[00:17:37.360 --> 00:17:40.360]  都是被造成為完美的
[00:17:40.360 --> 00:17:43.360]  但是因為人的犯罪墮落
[00:17:43.360 --> 00:17:47.360]  令到本來的情況變得不完美
[00:17:47.360 --> 00:17:49.360]  但是上帝說
[00:17:49.360 --> 00:17:51.360]  不要擔心
[00:17:51.360 --> 00:17:53.360]  我們的信心在百般的患難裡面
[00:17:53.360 --> 00:17:55.360]  經過四年
[00:17:55.360 --> 00:17:56.360]  這些四年
[00:17:56.360 --> 00:17:59.360]  做完它完美的工作之後
[00:17:59.360 --> 00:18:01.360]  我們都會可以
[00:18:01.360 --> 00:18:04.360]  越來越修復我們這個
[00:18:04.360 --> 00:18:06.360]  完美
[00:18:06.360 --> 00:18:07.360]  完備
[00:18:07.360 --> 00:18:09.360]  一無缺陷的狀況
[00:18:09.360 --> 00:18:13.360]  並且耶穌作為上帝的兒子
[00:18:13.360 --> 00:18:17.360]  他也尚且在苦難裡面學了順從
[00:18:17.360 --> 00:18:20.360]  並且是透過順從得以完全
[00:18:20.360 --> 00:18:22.360]  對於我們來說
[00:18:22.360 --> 00:18:24.360]  我們明顯比起耶穌
[00:18:24.360 --> 00:18:27.360]  我們不順從的地方真的多得太多了
[00:18:27.360 --> 00:18:30.360]  以致我們離開上帝
[00:18:30.360 --> 00:18:32.360]  希望我們得到的完全
[00:18:32.360 --> 00:18:34.360]  其實往往越來越遠
[00:18:34.360 --> 00:18:36.360]  不單止我們生命本身
[00:18:36.360 --> 00:18:40.360]  就和這個完美的情況有距離
[00:18:40.360 --> 00:18:42.360]  當我們生命裡面每天
[00:18:42.360 --> 00:18:44.360]  每天有很多不順從的時候
[00:18:44.360 --> 00:18:46.360]  就更加距離這種好的情況
[00:18:46.360 --> 00:18:48.360]  越來越遠
[00:18:48.360 --> 00:18:51.360]  我們生命裡面出現的苦難
[00:18:51.360 --> 00:18:55.360]  其實往往可以被上帝用來幫我們去醒覺
[00:18:55.360 --> 00:18:58.360]  決心脫離一些錯誤的行為
[00:18:58.360 --> 00:19:00.360]  重新按照聖經所教導的
[00:19:00.360 --> 00:19:03.360]  我們重新去順從上帝
[00:19:03.360 --> 00:19:07.360]  這個無論是Kathy剛才分享的見證
[00:19:07.360 --> 00:19:10.360]  又或者是我剛才所提到的電影
[00:19:10.360 --> 00:19:12.360]  都可以見得到
[00:19:12.360 --> 00:19:14.360]  這個實在是很真實的功課
[00:19:14.360 --> 00:19:20.360]  如果我們用上帝的《南高音》這套電影做例子
