
[00:00:00.000 --> 00:00:04.340]  很高興能夠繼續跟大家去思想聖經神的話語
[00:02:39.320 --> 00:02:41.520]  而我和大家曾經分享過
[00:02:41.520 --> 00:02:46.520]  唯有神才可以有這樣的資格
[00:02:46.520 --> 00:02:49.720]  去被這樣稱呼的,是首先的、末後的
[00:02:49.720 --> 00:02:52.120]  是阿拉伯是俄梅格
[00:02:52.120 --> 00:02:53.720]  是始是終
[00:02:53.720 --> 00:02:56.320]  所有被創造之物
[00:02:56.320 --> 00:02:58.320]  是不可以有這個資格
[00:02:58.320 --> 00:03:00.320]  即是說不合資格
[00:03:00.320 --> 00:03:03.320]  不合資格是這樣被形容的
[00:03:03.320 --> 00:03:06.720]  因為我們每一個人都是被創造
[00:03:06.720 --> 00:03:09.520]  我們不是從永遠到永遠存在
[00:03:09.520 --> 00:03:13.120]  我們會有一個永遠的結束
[00:03:13.120 --> 00:03:16.720]  但我們沒有一個永遠的開始,我們是被創造出來的
[00:03:16.720 --> 00:03:22.320]  這裏其實表達了主耶穌基督的神聖
[00:03:22.320 --> 00:03:25.920]  表達了祂的神聖是與神同等的神聖
[00:03:25.920 --> 00:03:28.920]  與耶和華神舊約在這個已創下
[00:03:28.920 --> 00:03:31.320]  剛才我提過四十一章、四十四章、四十八章裏面
[00:03:31.320 --> 00:03:34.320]  用來形容耶華神那種神聖
[00:03:34.320 --> 00:03:35.520]  這個很重要的
[00:03:35.520 --> 00:03:39.520]  他還有提到死過又活了的這項書
[00:03:39.520 --> 00:03:43.120]  對一群正在受逼迫、受苦難
[00:03:43.120 --> 00:03:47.120]  而他還是有機會會殉道的人
[00:03:47.120 --> 00:03:51.120]  有甚麼能夠可以去安慰他呢?
[00:03:51.120 --> 00:03:53.320]  這位主就說出
[00:03:53.320 --> 00:03:55.720]  這裏我們形容主耶穌是甚麼
[00:03:55.720 --> 00:03:58.320]  死過又活了的這項書
[00:03:58.320 --> 00:04:00.920]  死不是一個結束
[00:04:00.920 --> 00:04:05.920]  死不是一個沒有希望
[00:04:05.920 --> 00:04:10.120]  大家都知道那架飛機
[00:04:10.120 --> 00:04:12.720]  最初出來的消息
[00:04:12.720 --> 00:04:14.920]  很多不同的信息
[00:04:14.920 --> 00:04:17.520]  有些人就說可能是空中解體
[00:04:17.520 --> 00:04:23.320]  所以沒有時間讓他能夠和地面去聯絡
[00:04:23.320 --> 00:04:26.320]  有些亦說可能他沒有電
[00:04:26.320 --> 00:04:29.920]  我不是這方面的熟悉
[00:04:29.920 --> 00:04:32.320]  但這些就是這些專家在電視裏講的
[00:04:32.320 --> 00:04:35.520]  現在據今早的新聞
[00:04:35.520 --> 00:04:39.920]  找到有些煙霧出來
[00:04:39.920 --> 00:04:41.520]  還有15公里
[00:04:41.520 --> 00:04:42.520]  我不知有沒有聽錯
[00:04:42.520 --> 00:04:46.120]  15公里那麼長的汽油燃燒
[00:04:46.120 --> 00:04:48.120]  甚至有一個說法
[00:04:48.120 --> 00:04:50.320]  那些汽油是飛機的汽油
[00:04:50.320 --> 00:04:51.720]  有一個說法
[00:04:51.720 --> 00:04:55.120]  真是所謂空多吉少
[00:04:55.120 --> 00:04:56.720]  對於很多人來說
[00:04:56.720 --> 00:04:58.120]  沒有了
[00:04:58.120 --> 00:04:59.120]  沒有希望了
[00:04:59.120 --> 00:04:59.920]  是真的
[00:04:59.920 --> 00:05:01.520]  如果你說要他活著
[00:05:01.520 --> 00:05:03.320]  可能真的沒有機會活著
[00:05:03.320 --> 00:05:05.920]  可能都是很大的可能性
[00:05:05.920 --> 00:05:10.520]  是很多人會在空難當中死亡
[00:05:10.520 --> 00:05:12.520]  我不敢說沒有人可以生存
[00:05:12.520 --> 00:05:16.720]  但很多人可能在空難當中會死亡
[00:05:16.720 --> 00:05:18.320]  唯獨有兩個
[00:05:18.320 --> 00:05:19.520]  一個是意大利人
[00:05:19.520 --> 00:05:20.520]  一個是奧地利人
[00:05:20.520 --> 00:05:22.320]  他們為甚麼沒有上飛機
[00:05:22.320 --> 00:05:24.120]  原來他的護照被人偷了
[00:05:24.120 --> 00:05:25.320]  所以上不到飛機
[00:05:25.320 --> 00:05:27.920]  真是不幸中的大幸
[00:05:27.920 --> 00:05:32.920]  但是對於當時慈母娘教會的弟兄姊妹
[00:05:32.920 --> 00:05:35.320]  他們受苦、受逼迫
[00:05:35.320 --> 00:05:37.320]  甚至到已至於死
[00:05:37.320 --> 00:05:40.320]  而聖經就說
[00:05:40.320 --> 00:05:43.320]  那個死過又活過的這艘船
[00:05:43.320 --> 00:05:45.320]  我們的信仰
[00:05:45.320 --> 00:05:47.920]  不是說死了就一了百了
[00:05:47.920 --> 00:05:49.920]  我們的信仰就是說
[00:05:49.920 --> 00:05:53.520]  當我們認識耶穌基督這位永生神的兒子
[00:05:53.520 --> 00:05:58.920]  而主耶穌亦是永永遠遠活著的
[00:05:58.920 --> 00:06:02.120]  這位永永遠遠活著的主耶穌基督
[00:06:02.120 --> 00:06:04.920]  我們就算死亡
[00:06:04.920 --> 00:06:06.920]  我們有復活的盼望
[00:06:06.920 --> 00:06:10.920]  這就是我們基督教信仰裏的一個很重要
[00:06:10.920 --> 00:06:13.920]  非常之重要的一個信息
[00:06:13.920 --> 00:06:16.920]  是死人可以復活
[00:06:16.920 --> 00:06:19.920]  當然復活不等於是最好消息
[00:06:19.920 --> 00:06:22.920]  因為在啟述裏面很強調
[00:06:22.920 --> 00:06:24.920]  復活的是要經過
[00:06:24.920 --> 00:06:28.920]  將來復活的是要經過審判
[00:06:28.920 --> 00:06:32.920]  審判行善的復活得生
[00:06:32.920 --> 00:06:36.920]  作惡的是復活被定罪
[00:06:36.920 --> 00:06:38.920]  接著我們看到第二節
[00:06:38.920 --> 00:06:41.920]  我知道你的患難和貧困
[00:06:41.920 --> 00:06:44.920]  其實你卻是富足的
[00:06:44.920 --> 00:06:47.920]  也知道那自稱是猶太人的所說
[00:06:47.920 --> 00:06:49.920]  毀謗的話其實他們不是猶太人
[00:06:49.920 --> 00:06:51.920]  而是撒旦會堂的人
[00:06:51.920 --> 00:06:53.920]  在上一次我都和大家提過
[00:06:53.920 --> 00:06:57.920]  我們的信仰往往有些東西是很出人意表的
[00:06:57.920 --> 00:06:59.920]  在這裏來說
[00:06:59.920 --> 00:07:01.920]  我知道你們的患難和貧窮
[00:07:01.920 --> 00:07:03.920]  患難和貧窮
[00:07:03.920 --> 00:07:05.920]  他們在物質上
[00:07:05.920 --> 00:07:09.920]  在肉身上他們真的經歷到患難困苦
[00:07:09.920 --> 00:07:11.920]  受逼迫
[00:07:11.920 --> 00:07:13.920]  為甚麼他們會受逼迫呢
[00:07:13.920 --> 00:07:18.920]  是因為當時他們不願意去敬拜羅馬的君王
[00:07:18.920 --> 00:07:24.920]  他們不願意去違反了神給他們的誡命
[00:07:24.920 --> 00:07:26.920]  去敬拜偶像
[00:07:26.920 --> 00:07:28.920]  不願意去敬拜羅馬的君王
[00:07:28.920 --> 00:07:32.920]  並且不願意去敬拜當時的羅馬人
[00:07:32.920 --> 00:07:35.920]  他們所敬拜的一些偶像
[00:07:35.920 --> 00:07:38.920]  或者是一些外邦人他們都敬拜的偶像
[00:07:38.920 --> 00:07:39.920]  就是這個緣故
[00:07:39.920 --> 00:07:41.920]  他們受到逼迫
[00:07:41.920 --> 00:07:44.920]  以致他們受到患難和貧窮
[00:07:44.920 --> 00:07:48.920]  他們的貧窮不是自己因為懶惰
[00:07:48.920 --> 00:07:50.920]  是因為某些原因
[00:07:50.920 --> 00:07:53.920]  不做工或者是某些原因
[00:07:53.920 --> 00:07:56.920]  他們可能其實是很富有也說不定
[00:07:56.920 --> 00:07:58.920]  但因著他們的信仰
[00:07:58.920 --> 00:08:01.920]  他們被剝奪了他們的財富
[00:08:01.920 --> 00:08:04.920]  這個在希伯來書也有提到
[00:08:04.920 --> 00:08:07.920]  但是他們表面上是這麼貧窮
[00:08:07.920 --> 00:08:08.920]  但真真正正來說
[00:08:08.920 --> 00:08:09.920]  在神的眼裡面
[00:08:09.920 --> 00:08:12.920]  他說你們是富足的
[00:08:12.920 --> 00:08:15.920]  好像表面上我們是一無所有
[00:08:15.920 --> 00:08:19.920]  但其實我們是樣樣都有的
[00:08:19.920 --> 00:08:24.920]  還有一個自稱是猶太人所說的偉胖
[00:08:24.920 --> 00:08:26.920]  其實他們不是猶太人
[00:08:26.920 --> 00:08:28.920]  而是撒旦會堂的人
[00:08:28.920 --> 00:08:30.920]  這些猶太人是什麼意思
[00:08:30.920 --> 00:08:32.920]  這些猶太人是肉身上的猶太人
[00:08:32.920 --> 00:08:34.920]  即是說他們那個
[00:08:34.920 --> 00:08:37.920]  拜Birth
[00:08:37.920 --> 00:08:38.920]  在他們出生的時候
[00:08:38.920 --> 00:08:40.920]  血統是猶太人
[00:08:40.920 --> 00:08:44.920]  但是他說其實他們不是猶太人
[00:08:44.920 --> 00:08:47.920]  為什麼血統是猶太人又說不是猶太人呢
[00:08:47.920 --> 00:08:48.920]  為什麼這麼奇怪呢
[00:08:48.920 --> 00:08:51.920]  原來上一次我也跟大家提過了
[00:08:51.920 --> 00:08:53.920]  真正的猶太人是什麼
[00:08:53.920 --> 00:08:56.920]  就是那些好像阿布拉罕一樣
[00:08:56.920 --> 00:08:58.920]  是恩信稱義的
[00:08:58.920 --> 00:09:01.920]  那些才是真正的神的選民
[00:09:01.920 --> 00:09:02.920]  神的子民
[00:09:02.920 --> 00:09:03.920]  是猶太人
[00:09:03.920 --> 00:09:06.920]  不是說行國禮那些就叫猶太人
[00:09:06.920 --> 00:09:08.920]  是心行國禮
[00:09:08.920 --> 00:09:10.920]  不是肉身上行國禮
[00:09:10.920 --> 00:09:14.920]  不是說表面上有敬拜
[00:09:14.920 --> 00:09:16.920]  去會堂或者去聖殿
[00:09:16.920 --> 00:09:18.920]  敬拜的是真猶太人
[00:09:18.920 --> 00:09:20.920]  而是那些真是用心靈
[00:09:20.920 --> 00:09:22.920]  按著真理去敬拜神的
[00:09:22.920 --> 00:09:25.920]  那些才是真真正正的神的子民
[00:09:25.920 --> 00:09:28.920]  那些叫真的猶太人
[00:09:28.920 --> 00:09:29.920]  好了
[00:09:29.920 --> 00:09:32.920]  甚至他們的會堂
[00:09:32.920 --> 00:09:33.920]  聖經裡說
[00:09:33.920 --> 00:09:35.920]  他們是撒旦的會堂
[00:09:35.920 --> 00:09:37.920]  嘩!真是恐怖了
[00:09:37.920 --> 00:09:39.920]  他們以為他們去到會堂
[00:09:39.920 --> 00:09:40.920]  去到敬拜神
[00:09:40.920 --> 00:09:42.920]  大家聽說去到會堂
[00:09:42.920 --> 00:09:44.920]  去敬拜不是去聖殿的嗎
[00:09:44.920 --> 00:09:47.920]  因為七教會是在土耳其的地方
[00:09:47.920 --> 00:09:49.920]  今天的土耳其的地方
[00:09:49.920 --> 00:09:50.920]  那裡不是耶路撒冷
[00:09:50.920 --> 00:09:51.920]  所以沒有聖殿
[00:09:51.920 --> 00:09:53.920]  但是有很多的會堂
[00:09:53.920 --> 00:09:54.920]  那些猶太人
[00:09:54.920 --> 00:09:55.920]  因為他們不在耶路撒冷
[00:09:55.920 --> 00:09:57.920]  他們又要敬拜神
[00:09:57.920 --> 00:09:59.920]  所以他們就去到會堂去敬拜神
[00:09:59.920 --> 00:10:01.920]  正如今早我回來的時候
[00:10:01.920 --> 00:10:02.920]  有個姐妹打給我
[00:10:02.920 --> 00:10:03.920]  牧師我跌倒了
[00:10:03.920 --> 00:10:04.920]  回不了教會
[00:10:04.920 --> 00:10:06.920]  不過我會在家裡讀經
[00:10:06.920 --> 00:10:07.920]  祈禱
[00:10:07.920 --> 00:10:10.920]  還有我會看電視那些的崇拜
[00:10:10.920 --> 00:10:11.920]  我說好啊
[00:10:11.920 --> 00:10:12.920]  你放心
[00:10:12.920 --> 00:10:14.920]  我明白你是一個長者
[00:10:14.920 --> 00:10:16.920]  你不要擔心
[00:10:16.920 --> 00:10:18.920]  我知道你會在教會裡
[00:10:18.920 --> 00:10:19.920]  在家裡
[00:10:19.920 --> 00:10:21.920]  都是一樣是敬拜神的
[00:10:21.920 --> 00:10:23.920]  這個長者真的很愛神
[00:10:23.920 --> 00:10:26.920]  他甚至打電話給牧師
[00:10:26.920 --> 00:10:28.920]  跟牧師請假
[00:10:28.920 --> 00:10:30.920]  所以當時的猶太人
[00:10:30.920 --> 00:10:32.920]  為了去敬拜神
[00:10:32.920 --> 00:10:34.920]  他們有會堂的設立
[00:10:34.920 --> 00:10:37.920]  但是在神的眼裡
[00:10:37.920 --> 00:10:38.920]  在耶穌的眼裡
[00:10:38.920 --> 00:10:41.920]  這些會堂其實不是在敬拜神
[00:10:41.920 --> 00:10:42.920]  他們在做什麼?
[00:10:42.920 --> 00:10:44.920]  他們正在敬拜撒旦
[00:10:44.920 --> 00:10:45.920]  為什麼?
[00:10:45.920 --> 00:10:48.920]  因為耶穌基督曾經指出過
[00:10:48.920 --> 00:10:50.920]  在《約翰福音》第八章44節
[00:10:50.920 --> 00:10:53.920]  說你們的父親是魔鬼
[00:10:53.920 --> 00:10:55.920]  他們說我們的父親不是
[00:10:55.920 --> 00:10:58.920]  耶穌基督為什麼說他們的父親是魔鬼?
[00:10:58.920 --> 00:11:00.920]  因為你們是說謊的
[00:11:00.920 --> 00:11:02.920]  你們是殺人的
[00:11:02.920 --> 00:11:04.920]  而撒旦魔鬼
[00:11:04.920 --> 00:11:06.920]  就是說謊者人的父
[00:11:06.920 --> 00:11:08.920]  所以你跟他一樣
[00:11:08.920 --> 00:11:12.920]  我們會說子女就像父母
[00:11:12.920 --> 00:11:13.920]  應該啊
[00:11:13.920 --> 00:11:14.920]  不只是樣貌
[00:11:14.920 --> 00:11:16.920]  有時連性格都遺傳了
[00:11:16.920 --> 00:11:18.920]  有時不止性格
[00:11:18.920 --> 00:11:21.920]  有時說話的語氣
[00:11:21.920 --> 00:11:23.920]  動情都有些相似
[00:11:23.920 --> 00:11:24.920]  不奇怪
[00:11:24.920 --> 00:11:27.920]  所以當耶穌基督看見這些
[00:11:27.920 --> 00:11:28.920]  自稱是猶太人
[00:11:28.920 --> 00:11:30.920]  他們血統上是猶太人
[00:11:30.920 --> 00:11:32.920]  但他們不是真正的猶太人
[00:11:32.920 --> 00:11:34.920]  從神的角度看他們不是真的
[00:11:34.920 --> 00:11:38.920]  所以就算你們敬拜聚集的時候
[00:11:38.920 --> 00:11:40.920]  你們在敬拜魔鬼撒旦
[00:11:40.920 --> 00:11:44.920]  因為你們逼迫神的真正的兒女子民
[00:11:44.920 --> 00:11:46.920]  今天來到第二章第十節
[00:11:46.920 --> 00:11:49.920]  你將要受的苦你不用怕
[00:11:49.920 --> 00:11:50.920]  看啊
[00:11:50.920 --> 00:11:53.920]  魔鬼要把你們中間幾個人下在監獄
[00:11:53.920 --> 00:11:55.920]  這就說到當時
[00:11:55.920 --> 00:11:57.920]  這個史姆拉教會裏面
[00:11:57.920 --> 00:12:00.920]  他們有一些受逼迫
[00:12:00.920 --> 00:12:02.920]  受殉道的情況
[00:12:02.920 --> 00:12:04.920]  使你們受考驗
[00:12:04.920 --> 00:12:07.920]  原來他們所經歷的
[00:12:07.920 --> 00:12:08.920]  弟兄姊妹
[00:12:08.920 --> 00:12:11.920]  苦難很多時候淋到我們的身上
[00:12:11.920 --> 00:12:13.920]  無論是肉身上的苦難
[00:12:13.920 --> 00:12:15.920]  或者是感受上
[00:12:15.920 --> 00:12:17.920]  情感上的苦難
[00:12:17.920 --> 00:12:21.920]  甚至有時會有一個屬靈的爭戰
[00:12:21.920 --> 00:12:22.920]  我們人呢
[00:12:22.920 --> 00:12:24.920]  你喜歡用靈魂體也好
[00:12:24.920 --> 00:12:26.920]  或者是靈魂和體也好
[00:12:26.920 --> 00:12:28.920]  這個我不是今天跟大家說到
[00:12:28.920 --> 00:12:31.920]  究竟一個人是靈魂和體
[00:12:31.920 --> 00:12:33.920]  還是靈魂體
[00:12:33.920 --> 00:12:36.920]  但是我們總是會有不同的苦難
[00:12:36.920 --> 00:12:37.920]  有時真是身體
[00:12:37.920 --> 00:12:38.920]  我想問一下大家
[00:12:38.920 --> 00:12:41.920]  在過去這一個月裏面
[00:12:41.920 --> 00:12:42.920]  有沒有人有感冒
[00:12:42.920 --> 00:12:44.920]  試過舉手好不好
[00:12:44.920 --> 00:12:45.920]  都有
[00:12:45.920 --> 00:12:46.920]  其實都不少
[00:12:46.920 --> 00:12:47.920]  那為什麼呢
[00:12:47.920 --> 00:12:50.920]  這個是身體受到感冒
[00:12:50.920 --> 00:12:52.920]  那些病毒病菌
[00:12:52.920 --> 00:12:54.920]  攻擊我們
[00:12:54.920 --> 00:12:56.920]  但除了這個之外
[00:12:56.920 --> 00:12:58.920]  有沒有人是在那個情緒上
[00:12:58.920 --> 00:12:59.920]  你不用舉手了
[00:12:59.920 --> 00:13:02.920]  情緒上是受到一些的困難
[00:13:02.920 --> 00:13:04.920]  以至是受到一些滋擾
[00:13:04.920 --> 00:13:06.920]  是生病的
[00:13:06.920 --> 00:13:08.920]  你不用舉手告訴我了
[00:13:08.920 --> 00:13:10.920]  甚至有沒有一些弟兄姊妹
[00:13:10.920 --> 00:13:12.920]  在他的那個靈性上
[00:13:12.920 --> 00:13:15.920]  是受到一些的考驗
[00:13:15.920 --> 00:13:17.920]  中國人有句說話
[00:13:17.920 --> 00:13:19.920]  我經常說話都說中國人有句說話
[00:13:19.920 --> 00:13:21.920]  我發覺中國人真的很多說話的
[00:13:21.920 --> 00:13:22.920]  永利
[00:13:22.920 --> 00:13:23.920]  很厲害的我們中國人
[00:13:23.920 --> 00:13:24.920]  我呢
[00:13:24.920 --> 00:13:28.920]  真是越來越喜歡中國的文化
[00:13:28.920 --> 00:13:31.920]  我已經沒有什麼中國文化了
[00:13:31.920 --> 00:13:34.920]  我發覺中國人有些說話
[00:13:34.920 --> 00:13:36.920]  不一定是一些古文
[00:13:36.920 --> 00:13:37.920]  聖賢書
[00:13:37.920 --> 00:13:42.920]  他說大菌就吃小菌
[00:13:42.920 --> 00:13:44.920]  小菌就當補品
[00:13:44.920 --> 00:13:45.920]  還有一句說話是什麼
[00:13:45.920 --> 00:13:47.920]  小病是什麼
[00:13:47.920 --> 00:13:49.920]  是什麼
[00:13:49.920 --> 00:13:50.920]  是福嘛
[00:13:50.920 --> 00:13:51.920]  是不是
[00:13:51.920 --> 00:13:54.920]  或者你生過一點點的病
[00:13:54.920 --> 00:13:57.920]  可能令到你產生一些抗體出來
[00:13:57.920 --> 00:13:58.920]  其實我們教會
[00:13:58.920 --> 00:13:59.920]  每一年都打針的
[00:13:59.920 --> 00:14:00.920]  感冒針的
[00:14:00.920 --> 00:14:02.920]  為什麼要打呢
[00:14:02.920 --> 00:14:04.920]  打了真的好一點
[00:14:04.920 --> 00:14:05.920]  很感謝神
[00:14:05.920 --> 00:14:06.920]  我自己年年都打的
[00:14:06.920 --> 00:14:08.920]  不要驕傲
[00:14:08.920 --> 00:14:10.920]  不過真的沒有什麼感冒那些
[00:14:10.920 --> 00:14:12.920]  還有別的秘方
[00:14:12.920 --> 00:14:14.920]  我每天吃蒜頭和薑
[00:14:14.920 --> 00:14:16.920]  每天都吃的
[00:14:16.920 --> 00:14:17.920]  今早沖咖啡
[00:14:17.920 --> 00:14:18.920]  一大塊薑
[00:14:18.920 --> 00:14:20.920]  三大粒蒜頭
[00:14:20.920 --> 00:14:21.920]  煮水
[00:14:21.920 --> 00:14:22.920]  這樣用來沖咖啡的
[00:14:22.920 --> 00:14:24.920]  所以真的有些幫助的
[00:14:24.920 --> 00:14:26.920]  這裡說到什麼
[00:14:26.920 --> 00:14:28.920]  原來他們中間有些人
[00:14:28.920 --> 00:14:29.920]  是要下在監獄
[00:14:29.920 --> 00:14:31.920]  使他們受考驗
[00:14:31.920 --> 00:14:35.920]  他說你所要遭受的苦難是十天
[00:14:35.920 --> 00:14:36.920]  為什麼說十天呢
[00:14:36.920 --> 00:14:39.920]  那些學者對於啟示錄
[00:14:39.920 --> 00:14:40.920]  其實啟示錄是一卷
[00:14:40.920 --> 00:14:44.920]  是很多人去研究數字的
[00:14:44.920 --> 00:14:46.920]  有十天
[00:14:46.920 --> 00:14:49.920]  一會有五個月
[00:14:49.920 --> 00:14:52.920]  一會有十四萬四千人
[00:14:52.920 --> 00:14:55.920]  一會有二十四個長老
[00:14:55.920 --> 00:14:57.920]  一會有四個活脈
[00:14:57.920 --> 00:15:00.920]  一會最多人想研究的
[00:15:00.920 --> 00:15:01.920]  其中一個數字是什麼
[00:15:01.920 --> 00:15:03.920]  大家知不知道
[00:15:03.920 --> 00:15:05.920]  已經有人說了
[00:15:05.920 --> 00:15:07.920]  是666
[00:15:07.920 --> 00:15:08.920]  很精彩
[00:15:08.920 --> 00:15:10.920]  我也很喜歡研究666
[00:15:10.920 --> 00:15:12.920]  我可以告訴大家
[00:15:12.920 --> 00:15:15.920]  當我們說到666的時候
[00:15:15.920 --> 00:15:18.920]  真是很有特別的地方
[00:15:18.920 --> 00:15:21.920]  我不敢說我自己破解了這個密碼
[00:15:21.920 --> 00:15:22.920]  就算是
[00:15:22.920 --> 00:15:23.920]  我也是看書的
[00:15:23.920 --> 00:15:25.920]  從很多參考書裏面
[00:15:25.920 --> 00:15:28.920]  都有一些很大的可能性
[00:15:28.920 --> 00:15:29.920]  明白他說什麼
[00:15:29.920 --> 00:15:32.920]  這裡究竟十天是什麼意思呢
[00:15:32.920 --> 00:15:35.920]  大家手裏面是有一個副頁的
[00:15:35.920 --> 00:15:37.920]  你不要找一張像我這麼大張的
[00:15:37.920 --> 00:15:39.920]  因為我這個是大字版
[00:15:39.920 --> 00:15:41.920]  你們有一張白色的小的副頁
[00:15:41.920 --> 00:15:43.920]  你拿出來吧
[00:15:43.920 --> 00:15:47.920]  他說你要遭受的苦
[00:15:47.920 --> 00:15:50.920]  說到你要遭受苦難十天
[00:15:50.920 --> 00:15:52.920]  遭受苦難十天是什麼意思呢
[00:15:52.920 --> 00:15:55.920]  其實十天是多還是少呢
[00:15:55.920 --> 00:15:57.920]  大家覺得十天是多還是少
[00:15:57.920 --> 00:15:59.920]  十天是多還是少
[00:15:59.920 --> 00:16:05.920]  認為是多的舉手
[00:16:05.920 --> 00:16:08.920]  認為是少的舉手
[00:16:08.920 --> 00:16:11.920]  中國人又有一句話
[00:16:11.920 --> 00:16:13.920]  是什麼
[00:16:13.920 --> 00:16:15.920]  一天
[00:16:15.920 --> 00:16:17.920]  什麼
[00:16:17.920 --> 00:16:19.920]  一天什麼
[00:16:20.920 --> 00:16:23.920]  一天不見如隔三秋
[00:16:23.920 --> 00:16:25.920]  你跟隔壁那個說嗎
[00:16:25.920 --> 00:16:30.920]  其實時間這個東西
[00:16:30.920 --> 00:16:32.920]  很相對的
[00:16:32.920 --> 00:16:37.920]  如果我叫你放手去蠟燭那裏
[00:16:37.920 --> 00:16:38.920]  燒一燒它
[00:16:38.920 --> 00:16:40.920]  不要說一天
[00:16:40.920 --> 00:16:42.920]  不要說一分鐘
[00:16:42.920 --> 00:16:44.920]  一秒鐘你都要縮手了
[00:16:44.920 --> 00:16:47.920]  我記得早兩天
[00:16:47.920 --> 00:16:49.920]  好像是昨天還是前天
[00:16:49.920 --> 00:16:52.920]  我岳父就說了一件事給我聽
[00:16:52.920 --> 00:16:54.920]  他說他家裏有個印傭
[00:16:54.920 --> 00:16:55.920]  很好的
[00:16:55.920 --> 00:16:57.920]  很忠心的這個印傭
[00:16:57.920 --> 00:16:59.920]  非常之好的
[00:16:59.920 --> 00:17:01.920]  雖然有時做事就一般般
[00:17:01.920 --> 00:17:04.920]  但是服侍我的岳母
[00:17:04.920 --> 00:17:06.920]  是非常之好的
[00:17:06.920 --> 00:17:08.920]  他連星期日放假都早點回來
[00:17:08.920 --> 00:17:10.920]  他說我掛念阿媽
[00:17:10.920 --> 00:17:14.920]  你說這是不是很好的一個印傭呢
[00:17:14.920 --> 00:17:16.920]  所以阿媽對他也很好
[00:17:16.920 --> 00:17:18.920]  有時我們出去吃飯
[00:17:18.920 --> 00:17:20.920]  阿媽當然是先尊重阿媽
[00:17:20.920 --> 00:17:22.920]  我們尊重長者
[00:17:22.920 --> 00:17:25.920]  推一些最好的去他面前夾
[00:17:25.920 --> 00:17:26.920]  他一夾
[00:17:26.920 --> 00:17:27.920]  不是夾一塊
