
[00:00:00.000 --> 00:00:04.000]  在開始靜悟之前,你同心祈禱
[00:04:12.360 --> 00:04:15.040]  願意透過今天分享的經文
[00:04:15.040 --> 00:04:17.760]  去重新確認我們的身份
[00:04:17.760 --> 00:04:25.360]  同樣指示我們活出神在我們身上的使命
[00:04:25.360 --> 00:04:27.880]  去回應時代的需要
[00:04:27.880 --> 00:04:29.560]  我們有甚麼身份呢?
[00:04:29.560 --> 00:04:34.360]  我們再讀剛才主席幫我們讀的經文
[00:04:34.360 --> 00:04:37.880]  彼得前書二章九到十,我們一起讀出
[00:04:37.880 --> 00:04:39.240]  預備起
[00:04:39.240 --> 00:04:42.560]  「惟有你們是被揀選的族類
[00:04:42.560 --> 00:04:44.720]  是有君尊的祭祀
[00:04:44.720 --> 00:04:46.440]  是聖潔的角度
[00:04:46.440 --> 00:04:48.240]  是屬神的子民
[00:04:48.240 --> 00:04:51.760]  要給你們宣揚那召你們出黑暗
[00:04:51.760 --> 00:04:54.800]  入奇妙光明者的美德
[00:04:54.800 --> 00:04:57.680]  你們從前算不得子民
[00:04:57.680 --> 00:05:00.560]  現在卻作了神的子民
[00:05:00.560 --> 00:05:02.840]  從前未曾蒙連戌
[00:05:02.840 --> 00:05:06.000]  現在卻蒙了連戌」
[00:05:06.000 --> 00:05:08.600]  「你們」即是我們
[00:05:08.600 --> 00:05:09.640]  在這經文裏面
[00:05:09.640 --> 00:05:13.840]  彼得前書二章一到十節的時候
[00:05:13.840 --> 00:05:15.840]  講述我們的身份
[00:05:15.840 --> 00:05:17.080]  我們是甚麼
[00:05:17.080 --> 00:05:21.560]  神賦予給我們這個群體
[00:05:21.560 --> 00:05:23.760]  我們是要做甚麼
[00:05:23.760 --> 00:05:26.000]  今天我講到的第一點
[00:05:26.000 --> 00:05:29.680]  是「活出被恩典召喚的群體」
[00:05:33.240 --> 00:05:36.120]  使徒彼得來到說
[00:05:36.120 --> 00:05:40.320]  耶穌是「防國石」
[00:05:40.320 --> 00:05:43.400]  這是六至八節
[00:05:43.400 --> 00:05:48.560]  我們是在這個「防國石」以上
[00:05:48.560 --> 00:05:52.400]  我們被建造成為靈工
[00:05:52.400 --> 00:06:00.320]  耶穌基督已經作了「防國石」
[00:06:00.320 --> 00:06:02.640]  是這個頭塊的石頭
[00:06:02.640 --> 00:06:05.000]  是建築物的基石
[00:06:05.000 --> 00:06:09.040]  確立了這座建築物的位置
[00:06:09.040 --> 00:06:10.400]  日後的建築
[00:06:10.400 --> 00:06:15.440]  是要依賴這塊石頭來建造
[00:06:15.440 --> 00:06:18.880]  這個建築物是最先的部份
[00:06:18.880 --> 00:06:22.560]  亦是最重要的部份
[00:06:22.560 --> 00:06:27.720]  彼得是引用《以下書》二十八章十六節來說
[00:06:27.720 --> 00:06:33.360]  耶穌基督是這塊石頭
[00:06:33.360 --> 00:06:40.160]  耶穌基督這塊石頭在信的人是非常寶貴
[00:06:40.160 --> 00:06:42.640]  但是我們不懂得保護的
[00:06:42.640 --> 00:06:46.840]  就把它拋棄
[00:06:46.840 --> 00:06:51.080]  彼得透過書信來顯示圈面
[00:06:51.080 --> 00:06:54.120]  讀者在百般的試煉裏
[00:06:54.120 --> 00:06:55.680]  要保持信心
[00:06:55.680 --> 00:06:56.840]  不要放棄
[00:06:56.840 --> 00:07:00.000]  在強大的迫害裏面
[00:07:00.000 --> 00:07:01.120]  在《彼得前書》裏說
[00:07:01.120 --> 00:07:03.560]  有火的試煉臨到
[00:07:03.560 --> 00:07:06.920]  你們不要以為稀奇
[00:07:06.920 --> 00:07:09.960]  好像信徒單方面努力
[00:07:09.960 --> 00:07:13.160]  去面對迫害和挑戰
[00:07:13.160 --> 00:07:17.600]  偏偏這番說話是出自彼得的口
[00:07:17.600 --> 00:07:20.040]  有另外一種的味道
[00:07:20.040 --> 00:07:22.360]  大家對於彼得
[00:07:22.360 --> 00:07:25.280]  這位使徒有甚麼形象
[00:07:25.280 --> 00:07:28.240]  有甚麼去了解呢?
[00:07:28.240 --> 00:07:29.240]  他是漁夫
[00:07:29.240 --> 00:07:34.080]  但同時是耶穌入室的大弟子
[00:07:34.080 --> 00:07:37.640]  他親眼見到耶穌登山變相
[00:07:37.640 --> 00:07:42.600]  不過我們最熟悉的是彼得三次不認主
[00:07:42.600 --> 00:07:46.720]  在大祭司的院子裏面
[00:07:46.720 --> 00:07:48.400]  彼得一而再
[00:07:48.400 --> 00:07:51.120]  再而三地去否認
[00:07:51.120 --> 00:07:58.160]  甚至發起誓說不認識這個人
[00:07:58.160 --> 00:08:00.160]  當計較的時候
[00:08:00.160 --> 00:08:03.080]  耶穌轉身來看彼得
[00:08:03.080 --> 00:08:05.720]  彼得隨即哭了
[00:08:05.720 --> 00:08:09.120]  然後離開院子
[00:08:09.120 --> 00:08:12.080]  彼得非常清楚人的軟弱
[00:08:12.080 --> 00:08:14.080]  若是單求人的意志
[00:08:14.080 --> 00:08:15.520]  主觀意願
[00:08:15.520 --> 00:08:19.600]  必定會失敗
[00:08:19.600 --> 00:08:22.000]  在最後的晚餐
[00:08:22.000 --> 00:08:24.680]  他來到大義臨言
[00:08:24.680 --> 00:08:26.360]  說了心痛
[00:08:26.360 --> 00:08:27.880]  當眾說
[00:08:27.880 --> 00:08:30.200]  「我就算和你同死
[00:08:30.200 --> 00:08:32.720]  都不會不認你」
[00:08:32.720 --> 00:08:35.320]  只是相差幾個時間
[00:08:35.320 --> 00:08:36.800]  彼得就發愁
[00:08:36.800 --> 00:08:40.240]  起誓不認識耶穌
[00:08:40.240 --> 00:08:42.960]  這個盤石
[00:08:42.960 --> 00:08:46.560]  同樣是耶穌起名來給彼得
[00:08:46.560 --> 00:08:52.600]  來激發當耶穌呼召彼得的時間
[00:08:52.600 --> 00:08:56.120]  來幫他改名
[00:08:56.120 --> 00:09:00.120]  我們見到彼得是很確信
[00:09:00.120 --> 00:09:01.560]  或者驚艷
[00:09:01.560 --> 00:09:05.080]  他在恩典當中被召喚
[00:09:05.080 --> 00:09:09.960]  「揀選」是彼得前書重要的主題
[00:09:09.960 --> 00:09:13.280]  彼得前書五次引用「揀選」這個字
[00:09:13.280 --> 00:09:18.600]  五次都是描述父神從上而來的選擇
[00:09:18.600 --> 00:09:22.960]  是引證神的主權和恩典
[00:09:22.960 --> 00:09:24.760]  夢「揀選」
[00:09:24.760 --> 00:09:27.240]  被「揀選」的族類
[00:09:27.240 --> 00:09:31.920]  都是強調信徒處於被動的角色
[00:09:31.920 --> 00:09:34.400]  不是我們選擇去相信
[00:09:34.400 --> 00:09:37.080]  而是神主動「揀選」我們
[00:09:37.080 --> 00:09:39.920]  以致我們會接受救恩
[00:09:39.920 --> 00:09:44.080]  彼得前書一章一至三節
[00:09:44.080 --> 00:09:47.680]  來向當時的讀者問安
[00:09:47.680 --> 00:09:49.080]  都是說到
[00:09:49.080 --> 00:09:53.760]  「是說就是照父神的先見被「揀選」
[00:09:53.760 --> 00:09:58.200]  藉著聖靈得成聖潔以至馴服基督
[00:09:58.200 --> 00:10:00.480]  由蒙他血所灑的人
[00:10:00.480 --> 00:10:05.040]  再次凸顯信徒被動的狀況」
[00:10:05.040 --> 00:10:07.040]  在人的角度來說
[00:10:07.040 --> 00:10:11.720]  「揀選」的準則必定是揀甚麼?
[00:10:11.720 --> 00:10:14.080]  最好的
[00:10:14.080 --> 00:10:15.320]  揀學校
[00:10:15.320 --> 00:10:16.760]  揀居所
[00:10:16.760 --> 00:10:18.320]  揀會友
[00:10:18.320 --> 00:10:22.760]  會落足心機打醒十二分精神
[00:10:22.760 --> 00:10:25.720]  在暑假之前
[00:10:25.720 --> 00:10:28.960]  我和我太太和我兒子
[00:10:28.960 --> 00:10:34.000]  都給了一張「揀中學」的表格
[00:10:34.000 --> 00:10:37.920]  「玩」了幾個月
[00:10:37.920 --> 00:10:39.120]  那張表格
[00:10:39.120 --> 00:10:46.320]  由修之前我們用鉛筆去起稿
[00:10:46.320 --> 00:10:50.840]  然後有三十個名
[00:10:50.840 --> 00:10:55.920]  她說「你怎麼排序揀三十個?」
[00:10:55.920 --> 00:10:58.240]  我心想怎會揀三十個?
[00:10:58.240 --> 00:10:59.120]  揀無可揀
[00:10:59.120 --> 00:11:00.680]  但最重要是怎樣呢?
[00:11:00.680 --> 00:11:03.160]  我頭三個而已,說這麼久
[00:11:03.160 --> 00:11:05.000]  揀來揀去
[00:11:05.000 --> 00:11:06.640]  前後又來
[00:11:06.640 --> 00:11:08.080]  反來覆去
[00:11:08.080 --> 00:11:09.680]  玩了一個多兩個月
[00:11:09.680 --> 00:11:13.920]  又去學校參觀
[00:11:13.920 --> 00:11:16.000]  我們今天都好好安排
[00:11:16.000 --> 00:11:21.760]  為我們可能今天的年青一輩
[00:11:21.760 --> 00:11:24.360]  懷孕時已經想好甚麼
[00:11:24.360 --> 00:11:27.920]  由幼稚園、小學、中學、大學
[00:11:27.920 --> 00:11:31.840]  為一條龍已經想好、揀好
[00:11:31.840 --> 00:11:36.800]  偏偏神揀選我們
[00:11:36.800 --> 00:11:40.320]  超出了應有的原則
[00:11:40.320 --> 00:11:44.160]  你們是蒙揀選
[00:11:44.160 --> 00:11:47.960]  在前書2章9節描述信徒四個身份
[00:11:47.960 --> 00:11:51.040]  以及身份以來的使命
[00:11:51.040 --> 00:11:56.240]  在第十節描述揀選我們的原因
[00:11:56.240 --> 00:11:59.240]  「你們從前算不得子民」
[00:11:59.240 --> 00:12:01.960]  現在卻是作了神的子民
[00:12:01.960 --> 00:12:03.960]  「以前未蒙連恤」
[00:12:03.960 --> 00:12:06.880]  現在卻是蒙了連恤
[00:12:06.880 --> 00:12:09.560]  彼得引用《河西雅書》
[00:12:09.560 --> 00:12:12.720]  在《羅馬書》9章有引述
[00:12:12.720 --> 00:12:16.600]  向讀者表達了揀選的原則
[00:12:16.600 --> 00:12:22.200]  「神命令先知河西雅,去娶淫婦為妻」
[00:12:22.200 --> 00:12:27.480]  象徵以色列人李希耶和華去敬拜偶像
[00:12:27.480 --> 00:12:30.000]  沒資格做神的子民
[00:12:30.000 --> 00:12:33.160]  但怎知神憐憫他們
[00:12:33.160 --> 00:12:38.800]  給他們機會去恢復神子民的身份
[00:12:38.800 --> 00:12:42.160]  同樣我們每一個被揀選的
[00:12:42.160 --> 00:12:44.200]  原來都是不配
[00:12:44.200 --> 00:12:46.760]  只是神的恩典臨到我們身上
[00:12:46.760 --> 00:12:48.880]  我們沒有什麼可誇的
[00:12:48.880 --> 00:12:52.320]  我們只能夠去捉緊這個救恩的繩索
[00:12:52.320 --> 00:12:55.040]  免得跌倒和退後
[00:12:55.040 --> 00:12:57.680]  好似一個人跌落懸崖裏面
[00:12:57.680 --> 00:12:58.840]  沒辦法折舊
[00:12:58.840 --> 00:13:02.040]  上面有個人扔條繩下來
[00:13:02.040 --> 00:13:04.760]  下面的人捉緊這條繩
[00:13:04.760 --> 00:13:07.440]  上面的人扯回去上去
[00:13:07.440 --> 00:13:09.280]  跌下山的人
[00:13:09.280 --> 00:13:11.520]  不孝靠自己的努力
[00:13:11.520 --> 00:13:13.960]  令到自己可以上去
[00:13:13.960 --> 00:13:17.960]  但不代表他不需要努力
[00:13:17.960 --> 00:13:21.040]  他要努力地捉緊這條繩索
[00:13:21.040 --> 00:13:25.360]  同樣我們要保守自己常在神的恩典
[00:13:25.360 --> 00:13:27.840]  常在神的愛當中
[00:13:27.840 --> 00:13:32.440]  唯有你們被揀選的族裏
[00:13:32.440 --> 00:13:36.840]  唯有強調信徒是小群
[00:13:36.840 --> 00:13:38.320]  相較於世界來講
[00:13:38.320 --> 00:13:39.600]  我們只是少數
[00:13:39.600 --> 00:13:41.200]  我們香港的谷圖
[00:13:41.200 --> 00:13:46.520]  在香港這個數字從來都不過5
[00:13:46.520 --> 00:13:49.200]  現在大概是3.5左右
[00:13:49.200 --> 00:13:52.280]  即香港谷圖計算天主教這個比率
[00:13:52.280 --> 00:13:55.040]  相較於整個香港人口來講
[00:13:55.040 --> 00:13:58.480]  我們確實是一個少數
[00:13:58.480 --> 00:14:00.520]  世人拒絕這個救恩
[00:14:00.520 --> 00:14:03.120]  是因為他們不識補
[00:14:03.120 --> 00:14:06.720]  我們能夠接受
[00:14:06.720 --> 00:14:08.720]  是因為神的揀選
[00:14:08.720 --> 00:14:12.120]  至於我們願意去相信
[00:14:12.120 --> 00:14:14.440]  經神揀選之後
[00:14:14.440 --> 00:14:16.840]  我們每個人都是精兵
[00:14:16.840 --> 00:14:19.600]  《耳筆所書》二章十節來講
[00:14:19.600 --> 00:14:21.000]  我們是神的工作
[00:14:21.000 --> 00:14:24.520]  是耶穌基督裏面造成的工作
[00:14:24.520 --> 00:14:28.400]  原來是神精緻的藝術品
[00:14:28.400 --> 00:14:30.960]  一件的傑作
[00:14:30.960 --> 00:14:32.880]  對於《彼得前書》的讀者來講
[00:14:32.880 --> 00:14:34.480]  這是何等的安慰
[00:14:34.480 --> 00:14:37.440]  神會為這個揀選負責任
[00:14:37.440 --> 00:14:39.480]  不會對他們置諸不理
[00:14:39.480 --> 00:14:40.920]  祂會保守
[00:14:40.920 --> 00:14:42.320]  祂會保護
[00:14:42.320 --> 00:14:46.160]  同樣神都會看緊照顧我們
[00:14:46.160 --> 00:14:50.840]  就在這個全球疫情來反覆
[00:14:50.840 --> 00:14:54.080]  我們可能一段時間
[00:14:54.080 --> 00:14:55.120]  我們說清零
[00:14:55.120 --> 00:14:57.600]  突然間有一些可能特別的個案
[00:14:57.600 --> 00:14:58.880]  我們又害怕
[00:14:58.880 --> 00:15:01.040]  我們都落在這個狀況裏面
[00:15:01.040 --> 00:15:02.640]  我們心靈裏面
[00:15:02.640 --> 00:15:07.480]  都會面對一些這樣的恐慌
[00:15:07.480 --> 00:15:08.440]  在星期五
[00:15:08.440 --> 00:15:12.680]  我去特意上網翻查這些數字
[00:15:12.680 --> 00:15:14.520]  原來全球
[00:15:14.520 --> 00:15:16.520]  在當時星期五凌晨
[00:15:16.520 --> 00:15:21.280]  原來已經有二億四千五百萬人確診
[00:15:21.280 --> 00:15:24.720]  接近當時是四百九十八萬
[00:15:24.720 --> 00:15:28.600]  我相信今天已經過了五百萬
[00:15:28.600 --> 00:15:30.480]  人來到是死亡
[00:15:30.480 --> 00:15:32.880]  就是今日香港形勢所發生的事
[00:15:32.880 --> 00:15:37.000]  已經超出我們預期和想像
[00:15:37.000 --> 00:15:38.880]  第一樣沒有變的
[00:15:38.880 --> 00:15:41.360]  就是神與我們同在
[00:15:41.360 --> 00:15:45.360]  從來在我們生命裏面沒有離開過我們
[00:15:45.360 --> 00:15:50.040]  我們是不是這樣來相信
[00:15:50.040 --> 00:15:53.720]  今晚來到去描述基督徒四個身份
[00:15:53.720 --> 00:15:56.360]  包括被揀選的族類
[00:15:56.360 --> 00:15:58.280]  有君尊的祭司
[00:15:58.280 --> 00:15:59.600]  聖潔的角度
[00:15:59.600 --> 00:16:01.240]  屬神的子民
[00:16:01.240 --> 00:16:04.040]  提到這四重的地位是族類
[00:16:04.040 --> 00:16:06.200]  祭司、角度、子民
[00:16:06.200 --> 00:16:09.800]  都是集體性的名字
[00:16:09.800 --> 00:16:12.360]  族類是指一個種族
[00:16:12.360 --> 00:16:17.280]  祭司其實是一個祭司的體系或者群體
[00:16:17.280 --> 00:16:20.440]  角度更加不是一個個體
[00:16:20.440 --> 00:16:23.520]  沒有一個人我們說自己是一個民族
[00:16:23.520 --> 00:16:28.720]  我不可以說自己是一個國家
[00:16:28.720 --> 00:16:30.280]  相反
[00:16:30.280 --> 00:16:32.880]  是屬於某個族類
[00:16:32.880 --> 00:16:35.400]  屬於某個國家
[00:16:35.400 --> 00:16:38.400]  離開了就不算甚麼
[00:16:38.400 --> 00:16:41.560]  我們是屬於基督
[00:16:41.560 --> 00:16:47.520]  而不是擁有基督徒的地位
[00:16:47.520 --> 00:16:51.080]  我們基督徒的身份是集體性的
[00:16:51.080 --> 00:16:56.760]  我們是必須在教會之內成為基督徒
[00:16:56.760 --> 00:17:02.400]  我們沒有一個人可以做天國的獨行俠
[00:17:02.400 --> 00:17:04.000]  我們不可以說
[00:17:04.000 --> 00:17:07.200]  單單我們自己面對神就可以
[00:17:07.200 --> 00:17:08.800]  我自己一個讀經
[00:17:08.800 --> 00:17:10.080]  一個祈禱
[00:17:10.080 --> 00:17:11.040]  自己一個靈修
[00:17:11.040 --> 00:17:13.120]  不需要回教會
[00:17:13.120 --> 00:17:16.680]  這個在聖經的真理裏面看到
[00:17:16.680 --> 00:17:19.280]  這個說法是不對的
[00:17:19.280 --> 00:17:22.520]  整個方傳遞、信仰傳承
[00:17:22.520 --> 00:17:26.800]  都是藉著教會來成立的
[00:17:26.800 --> 00:17:28.000]  但另一方面
[00:17:28.000 --> 00:17:33.120]  彼得引用《參合記》十九章四到六節
[00:17:33.120 --> 00:17:35.320]  就是我們剛才所讀的經文
[00:17:35.320 --> 00:17:45.400]  都是他們在《耳塞亞書》四十三章和四十四章的背景裏面講的
[00:17:45.400 --> 00:17:46.800]  意思就是說
[00:17:46.800 --> 00:17:51.000]  是指著以色列民講的
[00:17:51.000 --> 00:17:56.320]  現在彼得是借用來講教會
[00:17:56.320 --> 00:18:03.040]  他將講以色列民的身份套用在教會身上
[00:18:03.040 --> 00:18:09.360]  意思就是我們今天是新的以色列民
[00:18:09.360 --> 00:18:13.440]  我們從前算不得子民
[00:18:13.440 --> 00:18:15.720]  現在是神的子民
[00:18:15.720 --> 00:18:19.680]  現在以前未曾蒙連戌
[00:18:19.680 --> 00:18:21.600]  現在蒙了連戌
[00:18:21.600 --> 00:18:24.640]  指出教會是新以色列民
[00:18:24.640 --> 00:18:27.800]  超越了種族的限制
[00:18:27.800 --> 00:18:30.640]  是按照基督的教屬透過信心
[00:18:30.640 --> 00:18:33.000]  我們成為一家人
[00:18:33.000 --> 00:18:39.800]  成為一個有機體
[00:18:39.800 --> 00:18:44.440]  很難去想像
[00:18:44.440 --> 00:18:46.760]  用以前的講法
[00:18:46.760 --> 00:18:55.800]  我們很難想像華人和洋人能夠在一起
[00:18:55.800 --> 00:19:00.080]  在初期殖民地的時代
[00:19:00.080 --> 00:19:03.720]  每個地方都限制了
[00:19:03.720 --> 00:19:09.160]  某些地方只准許外國人進入
[00:19:09.160 --> 00:19:13.200]  那些牌子寫著
[00:19:13.200 --> 00:19:19.840]  去遞狗和甚麼不能進入
[00:19:19.840 --> 00:19:25.840]  華人與犬不得內進
[00:19:25.840 --> 00:19:31.720]  我們華人和犬隻畜類是一模一樣不能進入
[00:19:31.720 --> 00:19:35.040]  在初期的教會很難想像
[00:19:35.040 --> 00:19:37.760]  奴隸和主人
[00:19:37.760 --> 00:19:40.360]  猶太人和外邦人
[00:19:40.360 --> 00:19:43.440]  在一個地方一起敬拜
[00:19:43.440 --> 00:19:45.200]  一起彼此服侍
[00:19:45.200 --> 00:19:49.720]  互相去款待
[00:19:49.720 --> 00:19:52.040]  這幅是美麗的圖畫
[00:19:52.040 --> 00:19:57.080]  在教會裏面出現
[00:19:57.080 --> 00:20:06.560]  教會不是由很多互不相干的個體所組成
[00:20:06.560 --> 00:20:07.880]  既有個體
[00:20:07.880 --> 00:20:09.400]  亦有群體
[00:20:09.400 --> 00:20:10.720]  不互相對立
[00:20:10.720 --> 00:20:13.680]  亦不互相抵消
[00:20:13.680 --> 00:20:15.920]  簡單來說
[00:20:15.920 --> 00:20:19.880]  教會不能只有一把聲音
[00:20:19.880 --> 00:20:24.240]  教會當中亦不能各自表述
[00:20:24.240 --> 00:20:25.800]  自說自話
[00:20:25.800 --> 00:20:27.000]  好像街市一樣
[00:20:27.000 --> 00:20:31.200]  大家很嘈吵
[00:20:31.200 --> 00:20:34.680]  讓教會群體塑造我們
[00:20:34.680 --> 00:20:38.800]  又讓我們塑造教會
[00:20:38.800 --> 00:20:40.640]  被我們塑造
[00:20:40.640 --> 00:20:42.640]  我們來到教會當中
[00:20:42.640 --> 00:20:46.440]  我們來接受社教化
[00:20:46.440 --> 00:20:48.360]  我們學習規矩
[00:20:48.360 --> 00:20:50.080]  但我們帶著我們的身分
[00:20:50.080 --> 00:20:52.080]  帶著我們所有所事
[00:20:52.080 --> 00:20:53.360]  我們倒過來說
[00:20:53.360 --> 00:20:55.520]  去塑造這個教會
[00:20:55.520 --> 00:20:57.280]  這是一個有機體
[00:20:57.280 --> 00:21:02.960]  不只是一座建築物
[00:21:02.960 --> 00:21:06.720]  我們在恩典當中被召喚
[00:21:06.720 --> 00:21:09.200]  密切契合
[00:21:09.200 --> 00:21:11.120]  坦白說
[00:21:11.120 --> 00:21:15.920]  我們同樣是浸信會信仰裏所說的
[00:21:15.920 --> 00:21:18.480]  我們大家都是「共高共大」
[00:21:18.480 --> 00:21:21.800]  即是說我們大家都是祭司
[00:21:21.800 --> 00:21:23.320]  我們在恩典當中
[00:21:23.320 --> 00:21:28.960]  我們不要來學習別人比自己強
[00:21:28.960 --> 00:21:32.360]  我們要來在主的恩典當中
[00:21:32.360 --> 00:21:34.640]  這份屬靈的血緣
[00:21:34.640 --> 00:21:38.040]  我們所稱呼大家為弟兄姊妹
[00:21:38.040 --> 00:21:40.000]  靠著耶穌的血
[00:21:40.000 --> 00:21:41.800]  我們互相結典
[00:21:41.800 --> 00:21:44.120]  我們都是蒙恩的罪人
[00:21:44.120 --> 00:21:45.560]  在恩典當中
[00:21:45.560 --> 00:21:46.880]  我們彼此接納
[00:21:46.880 --> 00:21:48.840]  互相欣賞
[00:21:48.840 --> 00:21:51.280]  合一而多元
[00:21:51.280 --> 00:21:54.840]  分歧裏尋求共識
[00:21:54.840 --> 00:21:57.600]  求全同義
[00:21:57.600 --> 00:22:00.040]  願意接受次等的好
[00:22:00.040 --> 00:22:01.840]  實踐主耶穌的教訓
[00:22:01.840 --> 00:22:03.400]  彼此相愛
[00:22:03.400 --> 00:22:06.600]  眾人就認出我們是主的門徒
[00:22:06.600 --> 00:22:07.840]  今天其中一個
[00:22:07.840 --> 00:22:11.920]  我們最困難的見證就是
[00:22:11.920 --> 00:22:17.520]  教會的合一
[00:22:17.520 --> 00:22:19.880]  我們有很多不同的聲音
[00:22:19.880 --> 00:22:21.760]  或者我們在教會
[00:22:21.760 --> 00:22:24.080]  其中一個讓人能夠
[00:22:24.080 --> 00:22:26.240]  可以看到的
[00:22:26.240 --> 00:22:28.080]  是耶穌來到說
[00:22:28.080 --> 00:22:30.520]  當我們合一彼此相愛
[00:22:30.520 --> 00:22:34.920]  眾人就認出我們是主的門徒
[00:22:34.920 --> 00:22:37.160]  願意我們來活出
[00:22:37.160 --> 00:22:39.720]  被恩典召喚的群體
[00:22:39.720 --> 00:22:40.800]  第二點
[00:22:40.800 --> 00:22:44.160]  是成為為他者的存有
[00:22:44.160 --> 00:22:46.320]  不單止來肯定我們的身份
[00:22:46.320 --> 00:22:48.160]  給我們特殊使命
[00:22:48.160 --> 00:22:52.080]  他講到我們是君尊的祭司
[00:22:52.080 --> 00:22:53.960]  如果我們看回舊約
[00:22:53.960 --> 00:22:56.000]  祭司是一個特殊的身份
[00:22:56.000 --> 00:23:00.000]  是做神和人當中的中間人
[00:23:00.000 --> 00:23:02.320]  我們說叫做中堡
[00:23:02.320 --> 00:23:06.600]  是代表人去到神的面前
[00:23:06.600 --> 00:23:07.320]  在舊約
[00:23:07.320 --> 00:23:09.440]  在聖殿的制度裏面
[00:23:09.440 --> 00:23:14.880]  獻祭的人帶著祭身來到聖殿門口
[00:23:14.880 --> 00:23:18.040]  但是獻祭的是誰?
[00:23:18.040 --> 00:23:19.600]  獻祭的是誰?
[00:23:19.600 --> 00:23:21.240]  祭司
[00:23:21.240 --> 00:23:27.480]  是需要有一個人來代表他來獻祭
