
[00:00:00.000 --> 00:00:02.500]  我們一直在讀的時候
[00:01:55.400 --> 00:01:58.220]  你會發覺這個東西是非常重要的
[00:01:58.220 --> 00:01:59.660]  你出了《生命記》
[00:01:59.660 --> 00:02:03.600]  其實你永遠都是仍然停留在《生命記》
[00:02:03.600 --> 00:02:06.260]  因為《生命記》裡面講了很多
[00:02:06.260 --> 00:02:10.020]  將來的領袖也好、君王也好
[00:02:10.020 --> 00:02:12.960]  他們怎麼會被上帝平衡
[00:02:12.960 --> 00:02:15.940]  就是按照《生命記》裡面所寫的
[00:02:15.940 --> 00:02:20.900]  好 今天我們就會進入這個《史詩記》和《路德記》
[00:02:20.900 --> 00:02:24.180]  我將這兩本書是加在一起來講的
[00:02:24.180 --> 00:02:27.560]  一會兒講多一點告訴你為什麼
[00:02:27.560 --> 00:02:30.840]  我們其實上個禮拜已經開始看《史詩記》
[00:02:30.840 --> 00:02:34.020]  今天應該看到第11章和第12章
[00:02:34.020 --> 00:02:35.560]  明天繼續第13、14
[00:02:35.560 --> 00:02:38.900]  我今天就會講一點點第11章的
[00:02:38.900 --> 00:02:41.920]  但是我之前都要給大家整個一個大圖畫
[00:02:41.920 --> 00:02:43.960]  究竟《史詩記》是講些什麼
[00:02:43.960 --> 00:02:49.300]  下個禮拜雖然到了下個禮拜1、2、3的時候
[00:02:49.300 --> 00:02:51.740]  已經是過了這個《路德記》
[00:02:51.740 --> 00:02:54.720]  但是下個禮拜我都會回來跟大家講一下《路德記》
[00:02:54.720 --> 00:02:59.880]  然後我們才再進入這個3號議記
[00:02:59.880 --> 00:03:03.480]  我講《史詩記》和《路德記》是一起講的
[00:03:03.480 --> 00:03:05.460]  我都給它一個題目
[00:03:05.460 --> 00:03:11.000]  這個題目就是《亂世沉覓真舊主》
[00:03:11.000 --> 00:03:12.800]  《亂世沉覓真舊主》
[00:03:12.800 --> 00:03:14.720]  這個亂世當然就是《史詩》
[00:03:14.720 --> 00:03:18.180]  《史詩》本身就是一個很亂世的時候
[00:03:18.180 --> 00:03:21.320]  而《史詩記》最終是在問
[00:03:21.320 --> 00:03:26.540]  究竟我們真正的君王應該會從哪裡來的呢?
[00:03:26.540 --> 00:03:27.760]  那《路德記》呢
[00:03:27.760 --> 00:03:30.460]  你不要以為《路德記》是講一個小女子的故事
[00:03:30.460 --> 00:03:34.040]  原來《路德記》都是和這個君王舊主
[00:03:34.040 --> 00:03:42.860]  是非常之有關的一個故事
[00:03:42.860 --> 00:03:47.900]  所以我就想和大家講多一點
[00:03:47.900 --> 00:03:51.920]  因為這兩本書我以前都有詳細講過的
[00:03:51.920 --> 00:03:53.980]  所以都是比較熟悉的
[00:03:53.980 --> 00:03:59.060]  如果你有時間你可以回去我的YouTube那裡
[00:03:59.060 --> 00:04:08.200]  聽完《史詩記》和《路德記》的一些言經
[00:04:08.200 --> 00:04:11.580]  《史詩記》和《路德記》原來是雙胞胎
[00:04:11.580 --> 00:04:14.780]  它們兩個故事都是講君王的
[00:04:14.780 --> 00:04:18.420]  都是說究竟那個舊主的君王從哪裡來
[00:04:18.420 --> 00:04:20.180]  如果很簡單來講
[00:04:20.180 --> 00:04:23.920]  《史詩記》的主題就是「素羅實非皆選」
[00:04:23.920 --> 00:04:27.220]  「大衛才是賢君」就是《路德記》
[00:04:27.220 --> 00:04:29.340]  你覺得可能很奇怪
[00:04:29.340 --> 00:04:31.780]  為什麼「素羅實非皆選」
[00:04:31.780 --> 00:04:34.700]  但是「素羅」其實在《史詩記》裡面
[00:04:34.700 --> 00:04:37.120]  完全都沒有出來過的
[00:04:37.120 --> 00:04:39.180]  雖然「素羅」沒有出過
[00:04:39.180 --> 00:04:44.160]  但是「素羅」的支派變亞文經常都有出的
[00:04:44.160 --> 00:04:46.200]  所以我想告訴你
[00:04:46.200 --> 00:04:49.920]  很多時候我們不是很明白這些聖經寫作
[00:04:49.920 --> 00:04:55.880]  當然這些都是後來的聖經神學家在研究的時候
[00:04:55.880 --> 00:05:04.420]  去發現究竟每本書背後都有一個歷史的背景
[00:05:04.420 --> 00:05:06.640]  就是為什麼他要寫這本書
[00:05:06.640 --> 00:05:09.440]  現在最好的猜測就是《史詩記》
[00:05:09.440 --> 00:05:13.760]  其實可能是大衛在希伯倫作王
[00:05:13.760 --> 00:05:17.320]  但是還沒有做以色列全國的王
[00:05:17.320 --> 00:05:20.480]  中間就有七年半的時間
[00:05:20.480 --> 00:05:22.440]  其實在七年半的時間裡面
[00:05:22.440 --> 00:05:24.380]  誰勝誰負都不知道
[00:05:24.380 --> 00:05:28.120]  究竟是素羅加他的兒子最後會再做回皇帝
[00:05:28.120 --> 00:05:31.400]  還是大衛可以統領整個以色列
[00:05:31.400 --> 00:05:34.080]  於是在那個環境裡面
[00:05:34.080 --> 00:05:36.880]  其實他寫了一本《史詩記》
[00:05:36.880 --> 00:05:40.280]  當然《史詩記》是講到以色列的一些屬靈的問題
[00:05:40.280 --> 00:05:47.760]  但其實很多時候都是在借一些意在批評素羅的
[00:05:47.760 --> 00:05:52.700]  其實就告訴你素羅的家不是一個好的選擇
[00:05:52.700 --> 00:05:54.800]  大衛才是賢君
[00:05:54.800 --> 00:05:57.720]  路德記的作用也是一樣
[00:05:57.720 --> 00:06:02.480]  因為路德記最後是講到是大衛的
[00:06:02.480 --> 00:06:05.520]  那個家譜是大衛出的
[00:06:05.520 --> 00:06:09.760]  但是路德記其中一個最大的問題就是
[00:06:09.760 --> 00:06:14.080]  大衛其中一個祖母 原來路德是外邦人
[00:06:14.080 --> 00:06:16.320]  你怎麼去解決這個問題?
[00:06:16.320 --> 00:06:18.600]  對於某些有意識的人來講
[00:06:18.600 --> 00:06:21.760]  他可能覺得大衛不是一個純正的血統
[00:06:21.760 --> 00:06:24.160]  於是不如投訴羅飄
[00:06:24.160 --> 00:06:28.640]  但是其實路德記就是解決了這個問題
[00:06:28.640 --> 00:06:31.160]  就是說雖然他不是猶太人的血統
[00:06:31.160 --> 00:06:36.160]  但是其實他真的是一個阿伯拉罕的兒女
[00:06:36.160 --> 00:06:42.680]  他彰顯了很多納約中的人的特徵
[00:06:42.680 --> 00:06:46.280]  我們下個星期回來再看路德記
[00:06:46.280 --> 00:06:49.600]  如果你去看《約書亞記》開始的時候
[00:06:49.600 --> 00:06:53.160]  你會發覺《約書亞記》是講一個城計的故事
[00:06:53.160 --> 00:06:56.160]  耶和華的僕人摩西死了
[00:06:56.160 --> 00:07:02.160]  摩西死了誰去統領以色列呢?
[00:07:02.160 --> 00:07:06.960]  耶和華對摩西的助手亂的兒子約書亞說
[00:07:06.960 --> 00:07:11.080]  你要起來 於是就是約書亞了
[00:07:11.080 --> 00:07:15.160]  你會發覺當你去看《史詩記》的開始的時候
[00:07:15.160 --> 00:07:19.920]  其實是和《約書亞記》的開始是很像的
[00:07:19.920 --> 00:07:22.600]  當然如果你去看原文就更像了
[00:07:22.600 --> 00:07:25.640]  約書亞死後 之前是摩西死後
[00:07:25.640 --> 00:07:28.160]  約書亞死後 誰去繼承約書亞呢?
[00:07:28.160 --> 00:07:29.760]  以色列求問耶和華
[00:07:29.760 --> 00:07:33.760]  我們中間誰首先應該上去攻打加拿大
[00:07:33.760 --> 00:07:38.200]  要進入加拿大之地 要和他們爭戰 誰去呢?
[00:07:38.200 --> 00:07:41.440]  答案就不是一個人 答案是哪一族的
[00:07:41.440 --> 00:07:45.360]  其實是說12支派裡面哪一派應該當選
[00:07:45.360 --> 00:07:48.400]  當然這個就是背後的原因
[00:07:48.400 --> 00:07:52.160]  因為當時其實寫《史詩記》的時候
[00:07:52.160 --> 00:07:54.160]  已經有兩個候選人
[00:07:54.160 --> 00:07:56.960]  一個是大衛 一個是蘇羅之後
[00:07:56.960 --> 00:08:02.480]  所以用這個支派來代表 其實已經搞定了
[00:08:02.480 --> 00:08:05.040]  耶和華輸了 猶太先去
[00:08:05.040 --> 00:08:08.920]  其實已經是在賣猶太的廣告
[00:08:08.920 --> 00:08:12.320]  當然後面就說很多蘇羅的壞話
[00:08:12.320 --> 00:08:15.240]  這次沒有機會講
[00:08:15.240 --> 00:08:19.360]  不過如果你有機會聽我以前《史詩記》的導
[00:08:19.360 --> 00:08:24.760]  你就會發現當中的玄妙的地方
[00:08:24.760 --> 00:08:28.040]  《路德記》繼續是《史詩》的故事
[00:08:28.040 --> 00:08:29.560]  《史詩》統治的時候
[00:08:29.560 --> 00:08:32.200]  但是我想你看一下《路德記》的結束
[00:08:32.200 --> 00:08:34.680]  《路德記》的結束 當然最後那個字
[00:08:34.680 --> 00:08:36.760]  最後那個名字出來是大衛
[00:08:36.760 --> 00:08:40.160]  但是我想你看一下 其實他最後給了一個家譜
[00:08:40.160 --> 00:08:41.760]  那個家譜開始的時候是
[00:08:41.760 --> 00:08:44.200]  「這是法勒斯的後代」
[00:08:44.200 --> 00:08:49.320]  法勒斯當然是在《創世紀》裡面的人物
[00:08:49.320 --> 00:08:53.080]  但是這個「這是法勒斯的時代」
[00:08:53.080 --> 00:08:56.080]  「These are the generations」
[00:08:56.080 --> 00:09:01.560]  這句話其實如果你當時聽過我講《創世紀》
[00:09:01.560 --> 00:09:06.520]  你會發現這句是《創世紀》的一個特徵
[00:09:06.520 --> 00:09:08.080]  是不斷重複的句子
[00:09:08.080 --> 00:09:11.760]  於是他有一點 《路德記》講到這個家譜
[00:09:11.760 --> 00:09:14.280]  其實是延續《創世紀》裡面的家譜
[00:09:14.280 --> 00:09:16.160]  當然你要記住《創世紀》的家譜
[00:09:16.160 --> 00:09:17.880]  就不單只是以色列人的家譜
[00:09:17.880 --> 00:09:23.160]  是一個墮落救恩三部曲的
[00:09:23.160 --> 00:09:26.640]  所以你要從這個角度去明白
[00:09:26.640 --> 00:09:28.120]  我想回到《史詩記》
[00:09:28.120 --> 00:09:30.240]  今天主要想和你講《史詩記》
[00:09:30.240 --> 00:09:34.160]  《史詩記》的這個作品
[00:09:34.160 --> 00:09:38.080]  是一個非常精緻的文學作品
[00:09:38.080 --> 00:09:40.320]  It's incredible 如果你看一下
[00:09:40.320 --> 00:09:42.840]  我們通常講《史詩記》就講《史詩》
[00:09:42.840 --> 00:09:47.840]  但是我們知不知道有多少個《史詩》呢?
[00:09:47.840 --> 00:09:52.160]  答案其實是 你會看到有12個《史詩》
[00:09:52.160 --> 00:09:54.200]  但是這12個《史詩》當中
[00:09:54.200 --> 00:09:57.560]  又分了大《史詩》和小《史詩》
[00:09:57.560 --> 00:10:00.800]  所謂大《史詩》就是篇幅多一點
[00:10:00.800 --> 00:10:03.400]  小《史詩》就一句就搞定了
[00:10:03.400 --> 00:10:06.200]  你會發現 如果你很留心去看
[00:10:06.200 --> 00:10:09.960]  大《史詩》的引言都是會這樣
[00:10:09.960 --> 00:10:13.960]  以色列行 耶和華眼中看為我的事
[00:10:13.960 --> 00:10:16.920]  以色列又行 耶和華眼中看為的事
[00:10:16.920 --> 00:10:19.560]  就是每次介紹一個大《史詩》之前
[00:10:19.560 --> 00:10:22.200]  都會有這句句子的
[00:10:22.200 --> 00:10:24.520]  介紹小《史詩》的時候
[00:10:24.520 --> 00:10:26.520]  就用另外一個方程式
[00:10:26.520 --> 00:10:27.840]  另外一個格式
[00:10:27.840 --> 00:10:31.720]  那個格式就是某某人之後
[00:10:31.720 --> 00:10:33.720]  所以某某人之後就一定是小《史詩》
[00:10:33.720 --> 00:10:35.600]  很快就講完了
[00:10:35.600 --> 00:10:40.440]  如果你看一下這個排列
[00:10:40.440 --> 00:10:47.240]  其實它是有兩個舵船 兩組的舵船
[00:10:47.240 --> 00:10:49.400]  第一個組的舵船
[00:10:49.400 --> 00:10:52.360]  你會發現是以色列行
[00:10:52.360 --> 00:10:56.800]  接著又行 接著又行
[00:10:56.800 --> 00:11:00.720]  就是說以色列行 介紹第一個《史詩》
[00:11:00.720 --> 00:11:03.840]  以色列又行 介紹第二個大《史詩》
[00:11:03.840 --> 00:11:07.200]  接著中間夾了一個之後又一個小《史詩》
[00:11:07.200 --> 00:11:10.600]  接著就以色列又行 又介紹第三個大《史詩》
[00:11:10.600 --> 00:11:12.960]  第一組就完了
[00:11:12.960 --> 00:11:14.840]  為什麼我們知道它第一組完了呢?
[00:11:14.840 --> 00:11:17.560]  因為後來再開始的時候
[00:11:17.560 --> 00:11:20.320]  它就不是又行 它是行
[00:11:20.320 --> 00:11:23.120]  你中文的翻譯是翻錯了
[00:11:23.120 --> 00:11:25.840]  如果你去到第六章開始的時候
[00:11:25.840 --> 00:11:27.720]  它是行 不是又行
[00:11:27.720 --> 00:11:31.080]  OK 你再看一下 再複雜一點
[00:11:31.080 --> 00:11:34.760]  你發現這個大《史詩》和小《史詩》之間
[00:11:34.760 --> 00:11:37.360]  那個關係是什麼呢?
[00:11:37.360 --> 00:11:42.880]  你會發現第一個大《史詩》和第二個大《史詩》
[00:11:42.880 --> 00:11:45.520]  中間是零個小《史詩》
[00:11:45.520 --> 00:11:49.280]  接著是有一個第二個大《史詩》
[00:11:49.280 --> 00:11:52.720]  和第三個大《史詩》中間夾了一個小《史詩》
[00:11:52.720 --> 00:11:56.760]  接著第四個大《史詩》和第五個大《史詩》中間
[00:11:56.760 --> 00:11:58.480]  夾了兩個小《史詩》
[00:11:58.480 --> 00:12:03.760]  最後第五個大《史詩》和第六個大《史詩》中間
[00:12:03.760 --> 00:12:06.160]  夾了三個小《史詩》
[00:12:06.160 --> 00:12:07.440]  這是在說什麼呢?
[00:12:07.440 --> 00:12:10.040]  其實從頭到尾都是在說
[00:12:10.040 --> 00:12:12.240]  它們的情況是越來越差
[00:12:12.240 --> 00:12:15.720]  所以是兩個向下的舵船
[00:12:15.720 --> 00:12:19.400]  但是你用大《史詩》作為一個向下的舵船
[00:12:19.400 --> 00:12:22.400]  你會發現中間夾多了幾個小《史詩》
[00:12:22.400 --> 00:12:24.880]  每次越夾越多 意思是什麼呢?
[00:12:24.880 --> 00:12:27.520]  就是它們的舵船越轉越快
[00:12:27.520 --> 00:12:32.560]  或者那個下墜就越來越猛烈
[00:12:32.560 --> 00:12:40.040]  就是說說到以色列人整個屬靈的下降
[00:12:40.040 --> 00:12:43.840]  如果你看一下那些名稱的時候是很有趣的
[00:12:43.840 --> 00:12:48.920]  第一你看到最後那個《史詩》其實是參選
[00:12:48.920 --> 00:12:51.360]  當然還有一個總結
[00:12:51.360 --> 00:12:54.880]  參選是這麼多《史詩》裡面最差的那個
[00:12:54.880 --> 00:13:00.120]  所以有時候我們還用參選做什麼英雄故事就不要搞了
[00:13:00.120 --> 00:13:04.520]  就算好像《機電》、《Gideon》都是很差的
[00:13:04.520 --> 00:13:09.040]  你當上面那一班好一點的 下面那一班壞一點的
[00:13:09.040 --> 00:13:11.040]  它已經是下面那一班的
[00:13:11.040 --> 00:13:14.960]  所以這件事我們要明白
[00:13:14.960 --> 00:13:17.520]  《史詩》不是我們的民族英雄
[00:13:17.520 --> 00:13:20.040]  不是我們要學它好的地方不好的
[00:13:20.040 --> 00:13:22.280]  其實它沒有好東西的 千萬不要
[00:13:22.280 --> 00:13:27.280]  所以我最後跟你講一點《耶佛他》的故事
[00:13:27.280 --> 00:13:31.800]  我想你留意《聖經學者》知道
[00:13:31.800 --> 00:13:36.200]  有些《史詩》它從哪裡來 我們知道它是屬於哪個族的
[00:13:36.200 --> 00:13:40.400]  但有些可能不是很肯定 你看那個地理
[00:13:40.400 --> 00:13:44.240]  但如果《聖經學者》的猜測是正確的話
[00:13:44.240 --> 00:13:48.240]  其實它是給了我們12個《史詩》
[00:13:48.240 --> 00:13:54.120]  從12個不同的支派都有代表的
[00:13:54.120 --> 00:13:58.440]  而當中當然越走後越差
[00:13:58.440 --> 00:14:02.480]  所以我以前講《史詩》的時候
[00:14:02.480 --> 00:14:06.960]  那個題目是「認清候選人、投票、選言能」
[00:14:06.960 --> 00:14:12.000]  其實它給了12個支派 你選吧 你覺得哪個最好
[00:14:12.000 --> 00:14:19.760]  答案其實當然就是「猶大」
[00:14:19.760 --> 00:14:28.760]  因為除了猶大是君王 應該說大衛是君王的時候
[00:14:28.760 --> 00:14:36.320]  整個圖畫也都是反映著以色列人的那個屬靈的墮落
[00:14:36.320 --> 00:14:41.920]  去到最後 你會聽到有一句話是經常出現的
[00:14:41.920 --> 00:14:45.560]  他們做了他們眼睛看為對的事情
[00:14:45.560 --> 00:14:50.800]  而他們眼睛看為對的事情 也是要我眼中看為惡
[00:14:50.800 --> 00:14:55.240]  這個所謂眼睛看為對 不僅僅是以色列人
[00:14:55.240 --> 00:14:58.560]  以色列的士司都是這樣 你想一下參孫
[00:14:58.560 --> 00:15:02.280]  參孫最厲害的就是追女孩
[00:15:02.280 --> 00:15:05.960]  他見到一個愛邦的女子 他說我要她
[00:15:05.960 --> 00:15:08.840]  因為她是我眼中看為對的
[00:15:08.840 --> 00:15:13.960]  你會發現原來參孫是一個很恐怖的士司
[00:15:13.960 --> 00:15:19.080]  因為他其實是 當然他也是以色列人的化身
[00:15:19.080 --> 00:15:22.520]  他們都是在做自己眼中看為對
[00:15:22.520 --> 00:15:25.960]  而我眼中看為惡的事情 所以最後有四個呼喊
[00:15:25.960 --> 00:15:29.120]  就是以色列國中沒有王
[00:15:29.120 --> 00:15:33.720]  而呼喊著上帝你要給一個王
[00:15:33.720 --> 00:15:37.680]  當然已經有王 王不好就是掃羅
[00:15:37.680 --> 00:15:41.600]  現在就繼續要選掃羅還是大衛呢?
[00:15:41.600 --> 00:15:43.920]  當然就是呼之欲出了
[00:15:43.920 --> 00:15:48.560]  好 我現在最後帶你看一點《耶佛他》
[00:15:48.560 --> 00:15:53.320]  《耶佛他》這個故事其實是很複雜的
[00:15:53.320 --> 00:15:59.040]  我可以很簡短的跟你說 就是寫了博士論文
[00:15:59.040 --> 00:16:04.280]  首先我剛才說 以色列的士司
[00:16:04.280 --> 00:16:06.640]  其實不僅僅是代表他們自己
[00:16:06.640 --> 00:16:10.760]  也代表反映了當時那些人的屬靈狀況
[00:16:10.760 --> 00:16:14.560]  你想看看《耶佛他》這個故事 很有名的故事
[00:16:14.560 --> 00:16:19.080]  耶佛他回米斯巴去 到了自己的家
[00:16:19.080 --> 00:16:23.560]  看了他的女兒拿著手鼓跳舞出來迎接他
[00:16:23.560 --> 00:16:28.280]  她是耶佛他的獨生女 除他以外沒有別的兒女
[00:16:28.280 --> 00:16:33.480]  女兒回來他打勝仗回家 那不是很開心的一件事
[00:16:33.480 --> 00:16:36.880]  誰知道耶佛他一看見她就撕裂衣服說
[00:16:36.880 --> 00:16:44.040]  哀哉我的女兒啊 你使我非常悲痛 叫我十分為難了
[00:16:44.040 --> 00:16:45.080]  為什麼為難呢?
[00:16:45.080 --> 00:16:48.320]  因為我已經向耶和華開了口 不能收回
[00:16:48.320 --> 00:16:50.120]  這裡他是很隱晦的
[00:16:50.120 --> 00:16:54.880]  他開口開了什麼呢?又不是很清楚的
[00:16:54.880 --> 00:16:57.200]  第三十六節 他女兒對他說
[00:16:57.200 --> 00:17:00.080]  我的父親啊 你既向耶和華開了口
[00:17:00.080 --> 00:17:04.080]  就當照你口中所說的向我行
[00:17:04.080 --> 00:17:09.880]  因為耶和華已經在你的手的阿門人身上為你報了仇
[00:17:09.880 --> 00:17:12.520]  你開始明白他究竟在做什麼了
[00:17:12.520 --> 00:17:18.600]  就是他要去打仗 他要打仗 他想得勝
[00:17:18.600 --> 00:17:23.680]  於是他想跟耶和華做一個宣誓
[00:17:23.680 --> 00:17:26.300]  這個宣誓其實就是講條件
[00:17:26.300 --> 00:17:30.800]  如果你讓我打贏 那我就怎麼樣怎麼樣
[00:17:30.800 --> 00:17:34.560]  其實你也看到以前的機電也是這樣
[00:17:34.560 --> 00:17:36.760]  如果你讓我行一個神蹟
[00:17:36.760 --> 00:17:38.760]  我知道你的心意那一類的東西
[00:17:38.760 --> 00:17:40.400]  不過這個罪術 這個罪
[00:17:40.400 --> 00:17:41.860]  它的範圍是很大的
[00:17:41.860 --> 00:17:47.800]  就是說如果你去幫我打完仗
[00:17:47.800 --> 00:17:51.360]  我回到家的時候 我見到什麼
[00:17:51.360 --> 00:17:55.000]  我就會將它獻上做一個祭物
[00:17:55.000 --> 00:18:00.760]  當然這個在整個《解經》歷史裡面
[00:18:00.760 --> 00:18:04.360]  有很多不同的理論
[00:18:04.360 --> 00:18:07.680]  有些人說他沒有死 只不過他不可以嫁人
[00:18:07.680 --> 00:18:11.680]  其實你橫看橫看 最合理的事情
[00:18:11.680 --> 00:18:16.200]  就是耶佛他真的獻了他的女兒
[00:18:16.200 --> 00:18:19.040]  因為他答應了耶和華
[00:18:19.040 --> 00:18:22.400]  我想跟你講這個故事的特色
[00:18:22.400 --> 00:18:25.580]  這個故事也是代表著以色列人的光景
[00:18:25.580 --> 00:18:30.960]  第一就是他們口口聲聲叫耶和華的
[00:18:30.960 --> 00:18:35.520]  因為我已經向耶和華 你既向耶和華
[00:18:35.520 --> 00:18:41.400]  OK 耶和華是上帝納約的名字
[00:18:41.400 --> 00:18:44.760]  當你叫耶和華 就好像我們很熟的
[00:18:44.760 --> 00:18:47.420]  我們很知道祂是什麼
[00:18:47.420 --> 00:18:49.420]  但是祂知不知道耶和華是誰呢?
[00:18:49.420 --> 00:18:52.580]  其實祂不知道 祂不知道有幾樣東西
[00:18:52.580 --> 00:18:56.820]  第一 祂想跟耶和華做交易
[00:18:56.820 --> 00:18:59.020]  祂想說 如果你這樣 我就會這樣
[00:18:59.020 --> 00:19:03.080]  你會發現耶和華 如果你再看其它的章節
[00:19:03.080 --> 00:19:04.700]  他是一個很自私自利
[00:19:04.700 --> 00:19:10.380]  從頭到尾都是為了自己的成功、報復的人
[00:19:10.380 --> 00:19:13.500]  他跟耶和華的關係
[00:19:13.500 --> 00:19:15.900]  其實真的很純粹是一個
[00:19:15.900 --> 00:19:18.960]  如果你幫我做這件事情 我就會幫你做
[00:19:18.960 --> 00:19:22.920]  第二 祂答應耶和華什麼呢?
[00:19:22.920 --> 00:19:24.920]  就是將祂的女兒獻上
[00:19:24.920 --> 00:19:28.800]  這件事情是不合理的 完全不合理的 為什麼呢?
[00:19:28.800 --> 00:19:31.980]  因為耶和華在《生命記》裡面已經說過
[00:19:31.980 --> 00:19:38.180]  祂是最恨惡當時的假神
[00:19:38.180 --> 00:19:42.020]  祂們要求有人的獻祭
[00:19:42.020 --> 00:19:45.620]  而耶和華不是一個這樣的神
[00:19:45.620 --> 00:19:50.720]  甚至獻以殺那個獨生子的故事
[00:19:50.720 --> 00:19:53.040]  最後都是耶和華預備的
[00:19:53.040 --> 00:19:57.480]  在這個情況裡面 從來不是耶和華吩咐
[00:19:57.480 --> 00:20:00.880]  因為到了《魔性五經》完的時候
[00:20:00.880 --> 00:20:02.440]  大家都知道耶和華不會
[00:20:02.440 --> 00:20:04.720]  所以這個人是在說
[00:20:04.720 --> 00:20:08.160]  他口口聲聲叫上帝為耶和華
[00:20:08.160 --> 00:20:11.620]  但是其實他根本不認識上帝
[00:20:11.620 --> 00:20:13.240]  而他跟上帝的關係
[00:20:13.240 --> 00:20:15.760]  就是一個跟上帝打交道
[00:20:15.760 --> 00:20:20.880]  希望上帝帶他到成功的一個人、一個事實
[00:20:20.880 --> 00:20:24.760]  也都反映了當時意識的人跟耶和華的心態
[00:20:24.760 --> 00:20:27.840]  我想最終對我們今天的挑戰就是
[00:20:27.840 --> 00:20:30.960]  究竟我們認不認識耶和華 認不認識
[00:20:30.960 --> 00:20:33.120]  所以為什麼我要鼓勵大家去讀《聖經》
[00:20:33.120 --> 00:20:36.520]  因為你沒有讀過 你假設了很多東西
[00:20:36.520 --> 00:20:39.520]  你假設的東西都是其他人告訴你的
[00:20:39.520 --> 00:20:42.240]  而其他人很多時候是告訴你錯誤的東西
[00:20:42.240 --> 00:20:45.240]  我們今天這個世代是不認識耶和華
[00:20:45.240 --> 00:20:47.080]  然後因為我們不認識耶和華
[00:20:47.080 --> 00:20:50.440]  我們經常都喜歡跟耶和華談生意
[00:20:50.440 --> 00:20:54.520]  是 好像我們真的可以跟耶和華談生意
[00:20:54.520 --> 00:20:57.940]  說完所有的東西都是我們自私自利
[00:20:57.940 --> 00:21:00.800]  這個不是一個真正的信心
[00:21:00.800 --> 00:21:03.920]  當然如果你要知道真正的信心是怎麼樣的
[00:21:03.920 --> 00:21:07.560]  就要下個星期再回來聽《路德記》
[00:21:07.560 --> 00:21:11.600]  不過這件事已經足夠我們好好地反思
[00:21:11.600 --> 00:21:13.600]  也為今天的教會祈禱
