
[00:00:00.000 --> 00:00:03.680]  好 歡迎大家今天來到神的殿當中 來到敬拜
[00:01:37.560 --> 00:01:39.320]  不過是很遠的
[00:01:39.320 --> 00:01:41.400]  我們有些東西知道
[00:01:41.400 --> 00:01:43.880]  但是他們去到心那裡
[00:01:43.880 --> 00:01:46.880]  心還沒有認同
[00:01:46.880 --> 00:01:49.640]  我們知道神存在
[00:01:49.640 --> 00:01:52.200]  但是我們感受不到神的存在
[00:01:52.200 --> 00:01:54.000]  是不是? 舉個例子
[00:01:54.000 --> 00:01:56.160]  我們知道聖經裡面有很多的知識
[00:01:56.160 --> 00:01:58.160]  我們知道別人不要犯罪
[00:01:58.160 --> 00:01:59.160]  知道了
[00:01:59.160 --> 00:02:01.640]  我們偏偏又要犯罪
[00:02:01.640 --> 00:02:02.440]  很奇怪
[00:02:02.440 --> 00:02:04.840]  我們的頭腦和我們的心
[00:02:04.840 --> 00:02:07.120]  是差了一段距離的
[00:02:07.120 --> 00:02:09.000]  所以求主今天幫助我們
[00:02:09.000 --> 00:02:11.680]  我們講到這個為什麼的系列
[00:02:11.680 --> 00:02:13.200]  今天我們的題目是講到
[00:02:13.200 --> 00:02:16.560]  為什麼好人不能上天堂
[00:02:16.560 --> 00:02:18.160]  這個很特別的
[00:02:18.160 --> 00:02:22.360]  我們中間有很多人對基督教的誤解
[00:02:22.360 --> 00:02:24.240]  我們求主幫助我們
[00:02:24.240 --> 00:02:27.200]  所以我們尋求真理需要有幾方面
[00:02:27.200 --> 00:02:30.360]  第一個是真理的思考
[00:02:30.360 --> 00:02:31.960]  真道的思考
[00:02:31.960 --> 00:02:33.760]  我希望第一件事會是思想
[00:02:33.760 --> 00:02:34.880]  思想成的懷疑
[00:02:34.880 --> 00:02:38.040]  聖經第一篇是怎麼說的呢?
[00:02:38.040 --> 00:02:43.320]  「凡喜愛耶和華律法,就耶思想,者人便為有福。」
[00:02:43.320 --> 00:02:45.440]  「喜愛」這個詞很重要
[00:02:45.440 --> 00:02:47.280]  喜愛神的律法
[00:02:47.280 --> 00:02:48.600]  你喜不喜歡呢?
[00:02:48.600 --> 00:02:51.240]  你不喜歡你就不會去想的
[00:02:51.240 --> 00:02:52.720]  很多知識
[00:02:52.720 --> 00:02:53.880]  你喜不喜愛呢?
[00:02:53.880 --> 00:02:56.520]  有些人把聖經當成電話簿
[00:02:56.520 --> 00:02:59.120]  只是用來洩洪而已
[00:02:59.120 --> 00:03:01.040]  但是我們不喜愛看電話簿的
[00:03:01.040 --> 00:03:03.320]  除非你有什麼水喉爛了
[00:03:03.320 --> 00:03:04.840]  粉黃葉而已
[00:03:04.840 --> 00:03:06.760]  我們不喜愛的
[00:03:06.760 --> 00:03:08.160]  喜愛耶和華律法
[00:03:08.160 --> 00:03:10.840]  「就耶思想」這個是尋找真理
[00:03:10.840 --> 00:03:12.480]  我們要思想
[00:03:12.480 --> 00:03:15.000]  神給我們一個思考的能力
[00:03:15.000 --> 00:03:16.720]  我覺得我們人浪費了很多東西
[00:03:16.720 --> 00:03:18.640]  想了一些不靠譜的東西
[00:03:18.640 --> 00:03:21.400]  想著穿什麼衣服,今天吃什麼
[00:03:21.400 --> 00:03:22.680]  那些都很重要
[00:03:22.680 --> 00:03:25.080]  不過你全部精神
[00:03:25.080 --> 00:03:26.520]  放進去想那些東西
[00:03:26.520 --> 00:03:28.680]  我們就浪費了我們的腦子
[00:03:28.680 --> 00:03:30.400]  浪費了我們想的東西
[00:03:30.400 --> 00:03:31.560]  所以有些東西
[00:03:31.560 --> 00:03:33.880]  那些是次要一點的東西
[00:03:33.880 --> 00:03:36.680]  快快手手搞定它
[00:03:36.680 --> 00:03:38.680]  但是有些重要的思想
[00:03:38.680 --> 00:03:40.640]  所以人的腦海
[00:03:40.640 --> 00:03:42.960]  我們的思維很重要
[00:03:42.960 --> 00:03:45.120]  「時常思想神」的話語
[00:03:45.120 --> 00:03:47.960]  所以我希望大家讀了聖經之後
[00:03:47.960 --> 00:03:49.640]  背了它
[00:03:49.640 --> 00:03:52.680]  你不用記多少章多少字都可以
[00:03:52.680 --> 00:03:53.480]  背了它
[00:03:53.480 --> 00:03:54.880]  那就可以引用耶穌所說的
[00:03:54.880 --> 00:03:57.040]  經上記著說就行了
[00:03:57.040 --> 00:03:57.920]  是不是?
[00:03:57.920 --> 00:03:59.160]  對了
[00:03:59.160 --> 00:04:00.400]  現在我們知道
[00:04:00.400 --> 00:04:02.000]  我們很容易找回聖經在哪裡
[00:04:02.000 --> 00:04:02.800]  我們有電腦
[00:04:02.800 --> 00:04:03.600]  現在按一按
[00:04:03.600 --> 00:04:05.040]  那個字就找到哪裡了
[00:04:05.040 --> 00:04:06.960]  以前我們預備講章的時候
[00:04:06.960 --> 00:04:08.760]  整天翻本聖經翻到爛了
[00:04:08.760 --> 00:04:09.760]  找不到哪裡
[00:04:09.760 --> 00:04:11.480]  記得在哪裡
[00:04:11.480 --> 00:04:12.680]  但是現在我們快很多
[00:04:12.680 --> 00:04:13.520]  感謝神
[00:04:13.520 --> 00:04:15.600]  但是主要的重點是
[00:04:15.600 --> 00:04:16.640]  「就耶思想」
[00:04:16.640 --> 00:04:17.760]  「思想思想」
[00:04:17.760 --> 00:04:18.520]  「神」的話語
[00:04:18.520 --> 00:04:19.840]  當你睡覺之前
[00:04:19.840 --> 00:04:21.240]  想一想「神」的話語
[00:04:21.240 --> 00:04:22.720]  然後問一問「Why」
[00:04:22.720 --> 00:04:23.720]  為什麼?
[00:04:23.720 --> 00:04:25.360]  我發覺聖經裡面
[00:04:25.360 --> 00:04:27.880]  很多的難題
[00:04:27.880 --> 00:04:30.120]  所以聖經的難題其實很棒
[00:04:30.120 --> 00:04:32.000]  當你想通了之後
[00:04:32.000 --> 00:04:33.600]  對我們有很多的亮光
[00:04:33.600 --> 00:04:35.320]  你會開心
[00:04:35.320 --> 00:04:38.800]  所以詩篇119篇
[00:04:38.800 --> 00:04:40.600]  講到
[00:04:40.600 --> 00:04:43.800]  「我將你的話藏在心裡」
[00:04:43.800 --> 00:04:45.160]  第幾節?
[00:04:45.160 --> 00:04:46.480]  第十一節
[00:04:46.480 --> 00:04:47.800]  「免得我得罪你」
[00:04:47.800 --> 00:04:48.880]  11911
[00:04:48.880 --> 00:04:49.720]  多好記
[00:04:49.720 --> 00:04:51.120]  記得
[00:04:51.120 --> 00:04:52.800]  我經常教你們記號碼
[00:04:52.800 --> 00:04:53.640]  希望記得
[00:04:53.640 --> 00:04:54.840]  記得「神」的話語
[00:04:54.840 --> 00:04:56.600]  第一個就是要思考
[00:04:56.600 --> 00:04:57.400]  第二個
[00:04:57.400 --> 00:05:01.040]  我們要靠聖靈的幫助
[00:05:01.040 --> 00:05:02.840]  聖靈的工作是什麼呢?
[00:05:02.840 --> 00:05:04.560]  要我們想起「神」的話語
[00:05:04.560 --> 00:05:06.360]  幫助我們明白
[00:05:06.360 --> 00:05:08.000]  所以聖靈做什麼工作呢?
[00:05:08.000 --> 00:05:11.360]  聖靈不是感動我們去做一些很特別的事情
[00:05:11.360 --> 00:05:11.840]  感動你
[00:05:11.840 --> 00:05:12.880]  我很喜歡這個女孩
[00:05:12.880 --> 00:05:13.920]  你有沒有感動
[00:05:13.920 --> 00:05:14.680]  聖靈感動
[00:05:14.680 --> 00:05:16.680]  那些是亂說的
[00:05:16.680 --> 00:05:18.560]  聖靈感動我們是什麼呢?
[00:05:18.560 --> 00:05:19.800]  思考「神」的話語
[00:05:19.800 --> 00:05:21.560]  讓我們明白「神」的話語
[00:05:21.560 --> 00:05:22.720]  然後知道
[00:05:22.720 --> 00:05:24.120]  感受到「神」的愛
[00:05:24.120 --> 00:05:26.400]  聖靈的工作是將基督的愛
[00:05:26.400 --> 00:05:28.080]  囂貫在我們的心裡面
[00:05:28.080 --> 00:05:30.040]  藉著「神」的話語
[00:05:30.040 --> 00:05:32.000]  來囂貫在我們的心裡面
[00:05:32.000 --> 00:05:33.400]  所以聖靈的工作
[00:05:33.400 --> 00:05:35.440]  第一個叫我們知罪
[00:05:35.440 --> 00:05:36.440]  為罪為義
[00:05:36.440 --> 00:05:38.000]  為審判自己責罪
[00:05:38.000 --> 00:05:39.000]  責備自己
[00:05:39.000 --> 00:05:40.400]  聖靈繼續幫助我們
[00:05:40.400 --> 00:05:42.080]  繼續幫助我們
[00:05:42.080 --> 00:05:43.440]  思考「神」的話語
[00:05:43.440 --> 00:05:45.240]  繼續來信服「神」
[00:05:45.240 --> 00:05:46.960]  可以跟「神」有溝通
[00:05:46.960 --> 00:05:48.560]  這是聖靈的工作
[00:05:48.560 --> 00:05:50.800]  聖靈感動我們去祈禱
[00:05:50.800 --> 00:05:53.240]  你有沒有試過被聖靈感動祈禱呢?
[00:05:53.240 --> 00:05:55.680]  聖靈時常都感動我們
[00:05:55.680 --> 00:05:57.120]  接著呢
[00:05:57.120 --> 00:05:58.880]  講到聖徒的啟迪
[00:05:58.880 --> 00:06:01.320]  我們看那些參考書
[00:06:01.320 --> 00:06:03.960]  其實是一些聖徒寫下來
[00:06:03.960 --> 00:06:05.800]  究竟這章節是什麼意思
[00:06:05.800 --> 00:06:09.400]  我們彼此為什麼要一起聊天呢?
[00:06:09.400 --> 00:06:11.920]  我們是講到「神」的話語
[00:06:12.280 --> 00:06:14.800]  「神」的話語可以幫助我們啟迪到
[00:06:14.800 --> 00:06:18.760]  就是聖徒之間彼此的互動
[00:06:18.760 --> 00:06:21.240]  所以真正好的 friendship(友誼)
[00:06:21.240 --> 00:06:23.120]  我覺得我們基督徒是很特別的
[00:06:23.120 --> 00:06:25.320]  是可以討論「神」的話語
[00:06:25.320 --> 00:06:27.640]  你有沒有試過跟你太太
[00:06:27.640 --> 00:06:29.480]  跟你丈夫討論「神」的話語呢?
[00:06:29.480 --> 00:06:32.680]  還是討論待會去喝茶
[00:06:32.680 --> 00:06:34.680]  叫蝦餃還是燒賣呢?
[00:06:34.680 --> 00:06:37.400]  我們是很低層次的
[00:06:37.400 --> 00:06:39.400]  所以我鼓勵大家高層次一點
[00:06:39.400 --> 00:06:41.080]  討論「神」的話語
[00:06:41.080 --> 00:06:44.000]  跟你的好朋友講一講「神」的話語
[00:06:44.000 --> 00:06:45.320]  所以我們時常都會說
[00:06:45.320 --> 00:06:47.920]  今天神給我一節聖經
[00:06:47.920 --> 00:06:49.120]  我好像不太明白
[00:06:49.120 --> 00:06:50.120]  不知道怎麼去做
[00:06:50.120 --> 00:06:52.320]  或者我雖然知道
[00:06:52.320 --> 00:06:54.160]  但是很難去做
[00:06:54.160 --> 00:06:55.280]  證明今天感動我
[00:06:55.280 --> 00:06:56.520]  要愛我的仇敵
[00:06:56.520 --> 00:06:57.920]  我一看到他就生氣了
[00:06:57.920 --> 00:06:58.720]  怎麼愛呢?
[00:06:58.720 --> 00:07:01.080]  你可以討論一下這種感受
[00:07:01.080 --> 00:07:03.800]  我們在討論的時候就發覺
[00:07:03.800 --> 00:07:06.200]  我們對「神」的話語
[00:07:06.200 --> 00:07:07.400]  真的很豐盛
[00:07:07.400 --> 00:07:08.360]  所以耶穌說
[00:07:08.360 --> 00:07:10.400]  我們是叫羊得生命
[00:07:10.400 --> 00:07:11.880]  並且得得更豐盛
[00:07:11.880 --> 00:07:14.960]  這個豐盛是講到我們的腦海當中
[00:07:14.960 --> 00:07:16.360]  是有豐盛
[00:07:16.360 --> 00:07:19.040]  不是乾蒸蒸
[00:07:19.040 --> 00:07:21.840]  我們生命裡面是很豐盛的
[00:07:21.840 --> 00:07:23.440]  因為有「神」的話語
[00:07:23.440 --> 00:07:24.880]  今天我們講一講
[00:07:24.880 --> 00:07:27.200]  好人為什麼不能夠上天堂
[00:07:27.200 --> 00:07:31.400]  《爾西傑書》第三十三章十二節
[00:07:31.400 --> 00:07:34.760]  這節聖經是很特別的
[00:07:34.760 --> 00:07:36.160]  這裡是人子
[00:07:36.160 --> 00:07:38.200]  你要對本國的人民說
[00:07:38.200 --> 00:07:43.200]  二人的義在犯罪之日不能救他
[00:07:43.200 --> 00:07:45.560]  至於惡人的惡
[00:07:45.560 --> 00:07:47.760]  在他轉離惡行之日
[00:07:47.760 --> 00:07:50.120]  也不能使他傾倒
[00:07:50.120 --> 00:07:53.280]  二人在犯罪之日
[00:07:53.280 --> 00:07:57.000]  也不能因他的義存活
[00:07:57.000 --> 00:07:59.760]  《爾西傑書》很特別
[00:07:59.760 --> 00:08:03.160]  我們可能會多一點講舊約聖經
[00:08:03.160 --> 00:08:04.480]  不過這裡講到
[00:08:04.480 --> 00:08:06.160]  其中我們講到一個人
[00:08:06.160 --> 00:08:07.440]  一個相信
[00:08:07.440 --> 00:08:08.920]  這個相信是錯的
[00:08:08.920 --> 00:08:10.680]  就是我做好事
[00:08:10.680 --> 00:08:12.440]  去彌補惡事
[00:08:12.440 --> 00:08:16.480]  做好事去彌補惡事
[00:08:16.480 --> 00:08:18.440]  想跟大家分享
[00:08:18.440 --> 00:08:19.040]  第一
[00:08:19.040 --> 00:08:24.080]  就是我們做好事的次數
[00:08:24.080 --> 00:08:26.960]  遠遠追不上我們做惡事的次數
[00:08:26.960 --> 00:08:30.840]  以前童軍每日行一善
[00:08:30.840 --> 00:08:31.640]  有沒有聽過?
[00:08:31.640 --> 00:08:34.960]  但是我們先計算一下我們日行多少惡
[00:08:36.440 --> 00:08:38.120]  聖經裡面的思想
[00:08:38.120 --> 00:08:40.040]  耶穌說你看到的東西
[00:08:40.040 --> 00:08:41.480]  你想都是惡的
[00:08:41.480 --> 00:08:43.560]  你生氣一個人等於殺人
[00:08:43.560 --> 00:08:46.640]  你看到一個女人起淫念就是犯姦淫
[00:08:46.640 --> 00:08:48.560]  這樣講我們每個人都死了
[00:08:48.560 --> 00:08:51.400]  我們每個人都犯了很多罪
[00:08:51.400 --> 00:08:52.080]  是不是?
[00:08:52.080 --> 00:08:54.200]  你看一齣電影已經犯了很多次姦淫
[00:08:54.200 --> 00:08:56.280]  因為我們看到一些東西
[00:08:56.280 --> 00:08:58.160]  我們生氣一個人
[00:08:58.160 --> 00:08:59.840]  已經犯了很多罪
[00:08:59.840 --> 00:09:03.560]  我們犯罪的頻密率
[00:09:03.560 --> 00:09:06.640]  是遠遠超過我們行善
[00:09:06.640 --> 00:09:09.840]  你行善也很好
[00:09:09.840 --> 00:09:12.120]  今天家庭主婦沒有錢
[00:09:12.120 --> 00:09:13.480]  我給她一塊錢
[00:09:13.480 --> 00:09:14.360]  很舒服
[00:09:14.360 --> 00:09:16.880]  但是我行善
[00:09:16.880 --> 00:09:19.680]  可不可以補去行惡呢?
[00:09:19.680 --> 00:09:20.800]  可不可以彌補呢?
[00:09:20.800 --> 00:09:23.680]  聖經裡面我們所讀的
[00:09:23.680 --> 00:09:25.400]  是不可以彌補的
[00:09:25.400 --> 00:09:27.360]  不可以彌補的
[00:09:27.360 --> 00:09:31.200]  我們做了很多善事
[00:09:31.200 --> 00:09:33.240]  但是只是做一件惡事
[00:09:33.600 --> 00:09:34.760]  我們相反來說
[00:09:34.760 --> 00:09:36.160]  如果我們做了很多善事
[00:09:36.160 --> 00:09:37.280]  只是做一件惡事
[00:09:37.280 --> 00:09:39.200]  在聖經裡面講
[00:09:39.200 --> 00:09:40.200]  都是搞不定的
[00:09:40.200 --> 00:09:43.040]  只要一件惡事
[00:09:43.040 --> 00:09:45.120]  我們都不可以親近神
[00:09:45.120 --> 00:09:47.560]  因為神是聖潔的
[00:09:47.560 --> 00:09:49.320]  絕對的聖潔
[00:09:49.320 --> 00:09:53.280]  我們不可以說做好事去掩蓋惡事
[00:09:53.280 --> 00:09:55.240]  神照樣看
[00:09:55.240 --> 00:09:57.360]  如果跟我們翻舊帳的時候
[00:09:57.360 --> 00:09:59.240]  我們的惡事很多
[00:09:59.240 --> 00:10:01.640]  所以有一個人說我很害怕
[00:10:01.640 --> 00:10:02.600]  我說害怕什麼呢?
[00:10:03.440 --> 00:10:05.360]  害怕你將來上天堂的時候
[00:10:05.360 --> 00:10:08.040]  神就用一個很大的六十吋的
[00:10:08.040 --> 00:10:09.680]  或者八十吋的 screen(螢幕)
[00:10:09.680 --> 00:10:12.960]  是超高清的
[00:10:12.960 --> 00:10:16.960]  然後將我所想的罪惡
[00:10:16.960 --> 00:10:17.680]  拍出來
[00:10:17.680 --> 00:10:21.600]  如果是新聞記者就很開心了
[00:10:21.600 --> 00:10:22.640]  就是那些八卦雜誌
[00:10:22.640 --> 00:10:23.480]  這麼多東西看
[00:10:23.480 --> 00:10:24.680]  原來你想這些事情的
[00:10:24.680 --> 00:10:26.960]  神不會這麼做
[00:10:26.960 --> 00:10:30.280]  神將來審判不是我們的罪
[00:10:30.280 --> 00:10:31.200]  大家記得
[00:10:31.840 --> 00:10:35.080]  因為我們的罪雖然是豬紅
[00:10:35.080 --> 00:10:36.600]  不是吃豬紅粥的豬紅
[00:10:36.600 --> 00:10:37.560]  是紅色的
[00:10:37.560 --> 00:10:40.320]  但是神要使我們潔白
[00:10:40.320 --> 00:10:41.400]  以上亞書所說
[00:10:41.400 --> 00:10:43.840]  幫我們
[00:10:43.840 --> 00:10:46.400]  神將我們的那些東西
[00:10:46.400 --> 00:10:47.880]  抹掉
[00:10:47.880 --> 00:10:50.160]  所以我們將來見到神的時候
[00:10:50.160 --> 00:10:52.240]  我們可以得救
[00:10:52.240 --> 00:10:54.400]  我們可以神紀念我們的惡
[00:10:54.400 --> 00:10:56.360]  因為耶穌基督
[00:10:56.360 --> 00:10:57.920]  所以耶穌說
[00:10:57.920 --> 00:11:01.680]  如果我們的義不能夠勝過法理錯人和民事的義
[00:11:01.680 --> 00:11:03.080]  我們不能夠進入天國
[00:11:03.080 --> 00:11:06.360]  你知不知道法理錯人和民事的義有多厲害
[00:11:06.360 --> 00:11:08.640]  他們守規條有很多
[00:11:08.640 --> 00:11:09.880]  幾百條
[00:11:09.880 --> 00:11:11.280]  好像是五百多條
[00:11:11.280 --> 00:11:12.360]  很多很多東西
[00:11:12.360 --> 00:11:14.240]  安息日
[00:11:14.240 --> 00:11:16.280]  如果大家去過那些猶太人醫院
[00:11:16.280 --> 00:11:17.200]  安息日的時候
[00:11:17.200 --> 00:11:18.840]  按了電梯的按鈕也不准按的
[00:11:18.840 --> 00:11:19.480]  你知不知道
[00:11:19.480 --> 00:11:21.480]  那你就犯法了
[00:11:21.480 --> 00:11:23.120]  犯了安息日
[00:11:23.120 --> 00:11:25.160]  所以叫做安息日電梯
[00:11:25.160 --> 00:11:27.480]  進去之後它每一層都會停的
[00:11:27.480 --> 00:11:30.000]  我們知道
[00:11:30.200 --> 00:11:32.600]  我們的義永遠不能夠超過
[00:11:32.600 --> 00:11:35.160]  所謂現在那些民事法理錯人的義
[00:11:35.160 --> 00:11:37.200]  他們做到足夠了
[00:11:37.200 --> 00:11:39.000]  不過神看來
[00:11:39.000 --> 00:11:41.520]  當這些義是爛布
[00:11:41.520 --> 00:11:43.600]  聖經的爛布說
[00:11:43.600 --> 00:11:45.680]  是那些女人月經的那塊布
[00:11:45.680 --> 00:11:46.920]  臭的布
[00:11:46.920 --> 00:11:48.920]  我們的義
[00:11:48.920 --> 00:11:50.880]  絕對不可以
[00:11:50.880 --> 00:11:54.560]  我們的好事絕對不可以蓋過我們的惡事
[00:11:54.560 --> 00:11:58.280]  第二,我想大家看羅馬書第七章十八節
[00:11:59.080 --> 00:12:00.840]  我也知道在我裡頭
[00:12:00.840 --> 00:12:03.560]  就在肉體之中沒有良善
[00:12:03.560 --> 00:12:05.880]  因為立志為善由得我
[00:12:05.880 --> 00:12:08.280]  此事行出來由不得我
[00:12:08.280 --> 00:12:09.800]  大家都有同感的了
[00:12:09.800 --> 00:12:10.400]  是不是?
[00:12:10.400 --> 00:12:12.720]  我們想做好但是沒力氣做
[00:12:12.720 --> 00:12:15.240]  媽媽叫你起身你起不了身
[00:12:15.240 --> 00:12:16.000]  是不是?
[00:12:16.000 --> 00:12:17.280]  勤力一點讀書吧
[00:12:17.280 --> 00:12:19.360]  一看到書就睏了
[00:12:19.360 --> 00:12:22.200]  我們想行善就做不到
[00:12:22.200 --> 00:12:23.480]  想對它好一點
[00:12:23.480 --> 00:12:25.040]  一看到就不笑了
[00:12:25.040 --> 00:12:27.040]  你怎麼可以看到它呢?
[00:12:27.360 --> 00:12:30.400]  我們心靈裡面想有力行善
[00:12:30.400 --> 00:12:32.240]  我們很想但是做不到
[00:12:32.240 --> 00:12:34.520]  保羅把這個心聲說出來
[00:12:34.520 --> 00:12:38.880]  所以如果我們說我們用我們的善去保惡的話
[00:12:38.880 --> 00:12:40.480]  永遠都保不了
[00:12:40.480 --> 00:12:42.280]  保不住
[00:12:42.280 --> 00:12:43.440]  保不住不了
[00:12:43.440 --> 00:12:48.760]  人根本沒辦法來行善
[00:12:48.760 --> 00:12:51.280]  所以第一點我們要記得
[00:12:51.280 --> 00:12:54.120]  這是一個謊言
[00:12:54.120 --> 00:12:56.200]  今天很多的宗教
[00:12:56.440 --> 00:12:59.720]  他說我們做善事去保惡
[00:12:59.720 --> 00:13:02.400]  所以多多行善
[00:13:02.400 --> 00:13:03.800]  蟑螂也不要打死
[00:13:03.800 --> 00:13:05.160]  做善事
[00:13:05.160 --> 00:13:07.280]  蟻也不要踩死它
[00:13:07.280 --> 00:13:09.320]  很多善事
[00:13:09.320 --> 00:13:09.840]  是不是?
[00:13:09.840 --> 00:13:12.760]  我們想做很多善事去彌補
[00:13:12.760 --> 00:13:16.320]  但是彌補不了
[00:13:16.320 --> 00:13:19.160]  第二點想跟大家分享的就是
[00:13:19.160 --> 00:13:21.400]  是不是所有人都是罪人呢?
[00:13:21.400 --> 00:13:24.080]  我那天看了一個視頻
[00:13:24.080 --> 00:13:26.440]  他說人有一個謊言就是
[00:13:26.440 --> 00:13:29.360]  認為Everybody都是Good的
[00:13:29.360 --> 00:13:32.320]  所以起床就叫做Good Morning
[00:13:32.320 --> 00:13:32.840]  Good
[00:13:32.840 --> 00:13:33.760]  是不是Good呢?
[00:13:33.760 --> 00:13:39.040]  是不是所有人都是罪人呢?
[00:13:39.040 --> 00:13:42.080]  答案就是時的
[00:13:42.080 --> 00:13:43.400]  時的
[00:13:43.400 --> 00:13:44.880]  看看聖經裡面怎麼說呢?
[00:13:44.880 --> 00:13:47.560]  《林馬書》三章十字十二節
[00:13:47.560 --> 00:13:52.160]  「就如經上所記,沒有二人,連一個都沒有
[00:13:52.600 --> 00:13:55.560]  沒有明白的,沒有尋求上帝的
[00:13:55.560 --> 00:13:57.640]  都是偏離正路
[00:13:57.640 --> 00:13:59.800]  一同變為無有
[00:13:59.800 --> 00:14:02.240]  沒有行善的。」
[00:14:02.240 --> 00:14:03.920]  再說一次
[00:14:03.920 --> 00:14:05.720]  連一個都沒有
[00:14:05.720 --> 00:14:08.880]  這個在神的標準來看
[00:14:08.880 --> 00:14:12.080]  我們每一個人都是罪人
[00:14:12.080 --> 00:14:15.560]  《林馬書》三章二十三節
[00:14:15.560 --> 00:14:17.400]  大家都會背的
[00:14:17.400 --> 00:14:19.400]  「世人都犯了罪
[00:14:19.880 --> 00:14:22.800]  虧缺了神的榮耀。」
[00:14:22.800 --> 00:14:27.480]  所以我的Garage Store的 Secret Code(秘密密碼)就是三二三
[00:14:27.480 --> 00:14:29.480]  「世人都犯了罪
[00:14:29.480 --> 00:14:32.440]  虧缺了神的榮耀。」
[00:14:32.440 --> 00:14:36.680]  我們知道人生裡面
[00:14:36.680 --> 00:14:40.920]  我們每個人都是犯過罪的
[00:14:40.920 --> 00:14:42.800]  原因是什麼呢?
[00:14:42.800 --> 00:14:45.440]  原因就是我們都是罪人
[00:14:45.440 --> 00:14:47.600]  罪人就會犯罪
[00:14:47.600 --> 00:14:49.280]  不是相反地說
[00:14:49.280 --> 00:14:51.080]  不是我們犯罪就是罪人
[00:14:51.080 --> 00:14:53.040]  你不犯罪也是罪人
[00:14:53.040 --> 00:14:54.520]  你明白我說什麼嗎?
[00:14:54.520 --> 00:14:56.680]  罪是什麼呢?
[00:14:56.680 --> 00:14:59.520]  這個罪人的定義就是
[00:14:59.520 --> 00:15:03.120]  我們有個本性去違背神
[00:15:03.120 --> 00:15:05.160]  去違背神
[00:15:05.160 --> 00:15:06.560]  我們的本性違背神
[00:15:06.560 --> 00:15:08.640]  所以連那些動物也是的
[00:15:08.640 --> 00:15:09.560]  你養一隻狗
[00:15:09.560 --> 00:15:12.160]  阿邦養狗越叫越走的
[00:15:12.160 --> 00:15:13.320]  牠不理睬你的
[00:15:13.320 --> 00:15:17.320]  我們人是違背神的本性
[00:15:17.320 --> 00:15:18.720]  我們喜歡
[00:15:19.080 --> 00:15:20.480]  我們喜歡違背神
[00:15:20.480 --> 00:15:22.720]  所以有些人就說
[00:15:22.720 --> 00:15:24.320]  「我的兒子不聽話」
[00:15:24.320 --> 00:15:26.560]  「很想他聽話」
[00:15:26.560 --> 00:15:27.880]  所以有個笑話
[00:15:27.880 --> 00:15:30.520]  有個爸爸幫兒子說
[00:15:30.520 --> 00:15:32.440]  「兒子,我快要死了」
[00:15:32.440 --> 00:15:35.760]  「我死了之後,你將我的棺材凍痛」
