
[00:00:00.000 --> 00:00:02.280]  各位周六崇拜的弟兄姊妹
[00:03:43.000 --> 00:03:45.000]  一個是壞消息
[00:03:45.000 --> 00:03:47.000]  你想先聽哪一個呢?
[00:03:47.000 --> 00:03:50.000]  有人喜歡先聽好消息
[00:03:50.000 --> 00:03:53.000]  他覺得是沖喜
[00:03:53.000 --> 00:03:56.000]  先甜後苦
[00:03:56.000 --> 00:03:58.000]  不過苦的感覺
[00:03:58.000 --> 00:03:59.000]  是更加的苦
[00:03:59.000 --> 00:04:01.000]  因為吃完甜食
[00:04:01.000 --> 00:04:03.000]  再吃苦的時間
[00:04:03.000 --> 00:04:06.000]  是苦上加苦
[00:04:06.000 --> 00:04:09.000]  有人喜歡先聽壞消息
[00:04:09.000 --> 00:04:10.000]  因為打了底
[00:04:10.000 --> 00:04:12.000]  沒什麼好怕
[00:04:12.000 --> 00:04:14.000]  苦盡甘來
[00:04:14.000 --> 00:04:16.000]  疲極泰來
[00:04:16.000 --> 00:04:18.000]  是疲不是否
[00:04:18.000 --> 00:04:19.000]  有人糾正我
[00:04:19.000 --> 00:04:22.000]  是疲極泰來
[00:04:22.000 --> 00:04:25.000]  罪的結果是有代價的
[00:04:25.000 --> 00:04:28.000]  甚至是連鎖反應
[00:04:28.000 --> 00:04:31.000]  佛家所謂萬般帶不走
[00:04:31.000 --> 00:04:34.000]  唯有孽隨身
[00:04:34.000 --> 00:04:37.000]  我們說每一樣東西都是需要代價的
[00:04:37.000 --> 00:04:39.000]  地球的暖化
[00:04:39.000 --> 00:04:43.000]  人不停地掠奪地球的資源
[00:04:43.000 --> 00:04:46.000]  玩遊戲機一天升一個等級
[00:04:46.000 --> 00:04:49.000]  考試不止降一個等級
[00:04:49.000 --> 00:04:57.000]  以前有機會在學校裏面做校務
[00:04:57.000 --> 00:05:00.000]  去到上學那天
[00:05:00.000 --> 00:05:04.000]  我們的宗教室
[00:05:04.000 --> 00:05:06.000]  很多人在那裏
[00:05:06.000 --> 00:05:08.000]  平時很少人
[00:05:08.000 --> 00:05:10.000]  我們一起來靈修
[00:05:10.000 --> 00:05:14.000]  在上學早會之前
[00:05:14.000 --> 00:05:16.000]  同學會一起來讀聖經
[00:05:16.000 --> 00:05:17.000]  來靈修
[00:05:17.000 --> 00:05:21.000]  但是放完長假
[00:05:21.000 --> 00:05:23.000]  上學那天
[00:05:23.000 --> 00:05:26.000]  特別多人
[00:05:26.000 --> 00:05:29.000]  那些人真的來靈修?
[00:05:29.000 --> 00:05:31.000]  不是的
[00:05:31.000 --> 00:05:33.000]  他們來到假期
[00:05:33.000 --> 00:05:34.000]  來到玩完了
[00:05:34.000 --> 00:05:38.000]  上學之前通宵來做功課
[00:05:38.000 --> 00:05:40.000]  都做不完
[00:05:40.000 --> 00:05:42.000]  回到學校
[00:05:42.000 --> 00:05:46.000]  繼續來做
[00:05:46.000 --> 00:05:48.000]  因為宗教室
[00:05:48.000 --> 00:05:51.000]  相對地環境比較寧靜
[00:05:51.000 --> 00:05:54.000]  他們可以專注
[00:05:54.000 --> 00:05:55.000]  專心
[00:05:55.000 --> 00:05:58.000]  甚至互相指導
[00:05:58.000 --> 00:06:00.000]  我們禁止抄校
[00:06:00.000 --> 00:06:02.000]  不過互相指導
[00:06:02.000 --> 00:06:05.000]  希望在上課之前
[00:06:05.000 --> 00:06:08.000]  來完成功課
[00:06:08.000 --> 00:06:10.000]  電影經典的對白
[00:06:10.000 --> 00:06:12.000]  出得來閒
[00:06:12.000 --> 00:06:13.000]  遲早來到去
[00:06:13.000 --> 00:06:16.000]  預了都要還
[00:06:16.000 --> 00:06:19.000]  講罪的結果
[00:06:19.000 --> 00:06:21.000]  乃是死
[00:06:21.000 --> 00:06:22.000]  災難片
[00:06:22.000 --> 00:06:23.000]  明日之後
[00:06:23.000 --> 00:06:25.000]  在災難之後
[00:06:25.000 --> 00:06:27.000]  美國總統在電視演講
[00:06:27.000 --> 00:06:29.000]  代表美國
[00:06:29.000 --> 00:06:32.000]  代表自己向世界道歉
[00:06:32.000 --> 00:06:35.000]  曾經以為不需要代價
[00:06:35.000 --> 00:06:37.000]  不斷濫用
[00:06:37.000 --> 00:06:40.000]  掠奪地球資源
[00:06:40.000 --> 00:06:43.000]  我們錯了
[00:06:43.000 --> 00:06:45.000]  我是錯了
[00:06:45.000 --> 00:06:46.000]  結局
[00:06:46.000 --> 00:06:47.000]  我們見到
[00:06:47.000 --> 00:06:48.000]  整個世界
[00:06:48.000 --> 00:06:52.000]  來到去轉變
[00:06:52.000 --> 00:06:54.000]  罪的功架
[00:06:54.000 --> 00:06:56.000]  原來文字講是酬勞
[00:06:56.000 --> 00:06:59.000]  或者叫做君享
[00:06:59.000 --> 00:07:02.000]  軍人來到去
[00:07:02.000 --> 00:07:05.000]  完成任務的時間
[00:07:05.000 --> 00:07:06.000]  每個月
[00:07:06.000 --> 00:07:08.000]  或者每一段時間
[00:07:08.000 --> 00:07:10.000]  國家
[00:07:10.000 --> 00:07:13.000]  來到去派發君享
[00:07:13.000 --> 00:07:15.000]  給軍人
[00:07:15.000 --> 00:07:17.000]  或者給他們的家庭
[00:07:17.000 --> 00:07:19.000]  來到去
[00:07:19.000 --> 00:07:22.000]  等價交換
[00:07:22.000 --> 00:07:28.000]  或者去報酬
[00:07:28.000 --> 00:07:30.000]  讓到軍人
[00:07:30.000 --> 00:07:32.000]  能夠去專心
[00:07:32.000 --> 00:07:34.000]  能夠在戰場上
[00:07:34.000 --> 00:07:36.000]  或者在國家
[00:07:36.000 --> 00:07:37.000]  在這個當中
[00:07:37.000 --> 00:07:39.000]  來到去完成
[00:07:39.000 --> 00:07:42.000]  他要做的任務
[00:07:42.000 --> 00:07:44.000]  罪的功架或者酬勞
[00:07:44.000 --> 00:07:46.000]  代價就是死
[00:07:46.000 --> 00:07:47.000]  這個死
[00:07:47.000 --> 00:07:50.000]  不單止是肉身上的死
[00:07:50.000 --> 00:07:54.000]  也是靈性上的死亡
[00:07:54.000 --> 00:07:56.000]  什麼為之叫做罪呢?
[00:07:56.000 --> 00:07:58.000]  當我們傳福音
[00:07:58.000 --> 00:08:00.000]  和他們分享
[00:08:00.000 --> 00:08:02.000]  我們來到去說
[00:08:02.000 --> 00:08:03.000]  可能犯錯
[00:08:03.000 --> 00:08:05.000]  做得不對的事
[00:08:05.000 --> 00:08:07.000]  我們來到去
[00:08:07.000 --> 00:08:09.000]  用一個說法
[00:08:09.000 --> 00:08:10.000]  他們經常表達回應
[00:08:10.000 --> 00:08:12.000]  我都沒有坐牢
[00:08:12.000 --> 00:08:14.000]  我都沒有被警察抓
[00:08:14.000 --> 00:08:15.000]  我都沒有上法庭
[00:08:15.000 --> 00:08:17.000]  什麼為之叫做罪呢?
[00:08:17.000 --> 00:08:19.000]  有沒有殺人放火?
[00:08:19.000 --> 00:08:21.000]  有沒有打家劫舍?
[00:08:21.000 --> 00:08:24.000]  我們可以說
[00:08:24.000 --> 00:08:27.000]  神去創造人類的時間
[00:08:27.000 --> 00:08:29.000]  來到去吹口氣
[00:08:29.000 --> 00:08:31.000]  來到在亞當的身上
[00:08:31.000 --> 00:08:36.000]  亞當就成為一個有靈的活人
[00:08:36.000 --> 00:08:38.000]  當這個有靈的活人
[00:08:38.000 --> 00:08:40.000]  和這個造靈的神
[00:08:40.000 --> 00:08:43.000]  失去了連結
[00:08:43.000 --> 00:08:45.000]  他就失去了
[00:08:45.000 --> 00:08:49.000]  本來的價值和意義
[00:08:49.000 --> 00:08:51.000]  有一個術語就是
[00:08:51.000 --> 00:08:54.000]  活死人
[00:08:54.000 --> 00:08:56.000]  生命脆弱
[00:08:56.000 --> 00:09:00.000]  找不到真正的意義
[00:09:00.000 --> 00:09:01.000]  三十歲
[00:09:01.000 --> 00:09:04.000]  現在更加來得早
[00:09:04.000 --> 00:09:07.000]  可能二十歲就死亡
[00:09:07.000 --> 00:09:11.000]  不過七十歲才埋葬
[00:09:11.000 --> 00:09:13.000]  和少年人聊天
[00:09:13.000 --> 00:09:16.000]  關心他們的狀況
[00:09:16.000 --> 00:09:21.000]  他們這些是社會的棟樑或希望
[00:09:21.000 --> 00:09:23.000]  現在更加來表達
[00:09:23.000 --> 00:09:26.000]  更加是負面或無盼望
[00:09:26.000 --> 00:09:28.000]  我習慣地問
[00:09:28.000 --> 00:09:32.000]  你對未來的自己
[00:09:32.000 --> 00:09:34.000]  有什麼期望?
[00:09:34.000 --> 00:09:37.000]  關於未來你要的是什麼?
[00:09:37.000 --> 00:09:39.000]  常聽到的答案都是
[00:09:39.000 --> 00:09:40.000]  不清楚
[00:09:40.000 --> 00:09:41.000]  沒想過那麼多
[00:09:41.000 --> 00:09:43.000]  順其自然
[00:09:43.000 --> 00:09:48.000]  現在連想都不敢去想像
[00:09:48.000 --> 00:09:52.000]  這些答案讓我對他們的未來
[00:09:52.000 --> 00:09:54.000]  有些擔憂
[00:09:54.000 --> 00:09:57.000]  經常來到這個宗教室
[00:09:57.000 --> 00:09:59.000]  甚至現在接觸的年青人
[00:09:59.000 --> 00:10:03.000]  他們現在很期待
[00:10:03.000 --> 00:10:06.000]  可以上學
[00:10:06.000 --> 00:10:09.000]  但當他們現場上學的時候
[00:10:09.000 --> 00:10:13.000]  他們就覺得很悶
[00:10:13.000 --> 00:10:15.000]  開學來等放假
[00:10:15.000 --> 00:10:20.000]  上學就像坐牢
[00:10:20.000 --> 00:10:24.000]  有些人是二十五歲才死亡
[00:10:24.000 --> 00:10:26.000]  到了七十五歲才埋葬
[00:10:26.000 --> 00:10:30.000]  這句話是美國開國元勳之一
[00:10:30.000 --> 00:10:35.000]  富蘭克林美國的政治家
[00:10:35.000 --> 00:10:38.000]  科學家一句名言
[00:10:38.000 --> 00:10:40.000]  所謂的死
[00:10:40.000 --> 00:10:43.000]  是指激情退去
[00:10:43.000 --> 00:10:45.000]  夢想幻滅
[00:10:45.000 --> 00:10:48.000]  是精神的死亡
[00:10:48.000 --> 00:10:51.000]  他描述很多少年人
[00:10:51.000 --> 00:10:57.000]  曾經有豐富多姿多彩的人生
[00:10:57.000 --> 00:11:00.000]  他們滿有理想和抱負
[00:11:00.000 --> 00:11:03.000]  但工作之後每日的忙碌
[00:11:03.000 --> 00:11:06.000]  循規蹈矩
[00:11:06.000 --> 00:11:08.000]  直至死亡
[00:11:08.000 --> 00:11:13.000]  就像機器裡的螺絲
[00:11:13.000 --> 00:11:14.000]  一個零件
[00:11:14.000 --> 00:11:16.000]  每日來操作
[00:11:16.000 --> 00:11:18.000]  失去了自己
[00:11:18.000 --> 00:11:21.000]  這句話衝擊了人的心
[00:11:21.000 --> 00:11:23.000]  在現實的社會
[00:11:23.000 --> 00:11:25.000]  人就是這樣
[00:11:25.000 --> 00:11:29.000]  從校園到職場
[00:11:29.000 --> 00:11:33.000]  一個出奇短的週期
[00:11:33.000 --> 00:11:37.000]  在學校時間滿有抱負和理想
[00:11:37.000 --> 00:11:38.000]  大學
[00:11:38.000 --> 00:11:40.000]  然後你會想
[00:11:40.000 --> 00:11:43.000]  會不會繼續修讀進修
[00:11:43.000 --> 00:11:45.000]  當初在社會之後
[00:11:45.000 --> 00:11:47.000]  接著就死亡
[00:11:47.000 --> 00:11:50.000]  間隔突然轉變
[00:11:50.000 --> 00:11:55.000]  由讀書到工作
[00:11:55.000 --> 00:11:59.000]  被現實摧殘
[00:11:59.000 --> 00:12:03.000]  之後理想就幻滅
[00:12:03.000 --> 00:12:06.000]  今天可能在大學
[00:12:06.000 --> 00:12:08.000]  或者在讀書的時間
[00:12:08.000 --> 00:12:12.000]  已經失去了理想和盼望
[00:12:12.000 --> 00:12:16.000]  這個死亡不是意味著真正的死亡
[00:12:16.000 --> 00:12:19.000]  但跟真正的死亡差不多
[00:12:19.000 --> 00:12:21.000]  日復一日
[00:12:21.000 --> 00:12:23.000]  年復一年
[00:12:23.000 --> 00:12:25.000]  做同一件事
[00:12:25.000 --> 00:12:28.000]  過著一樣的生活
[00:12:28.000 --> 00:12:31.000]  然後就死亡
[00:12:31.000 --> 00:12:34.000]  生活沒有驚喜
[00:12:34.000 --> 00:12:37.000]  也沒有盼望
[00:12:37.000 --> 00:12:39.000]  對生活的缺乏
[00:12:39.000 --> 00:12:41.000]  對生活缺乏好奇
[00:12:41.000 --> 00:12:45.000]  對工作沒有熱情
[00:12:45.000 --> 00:12:47.000]  覺得天底下
[00:12:47.000 --> 00:12:50.000]  不可能有新鮮的事
[00:12:50.000 --> 00:12:53.000]  而且對現在不懂得珍惜
[00:12:53.000 --> 00:12:56.000]  對未來不抱有希望
[00:12:56.000 --> 00:13:00.000]  每天就等留堂
[00:13:00.000 --> 00:13:02.000]  等下班
[00:13:02.000 --> 00:13:09.000]  每個月就等發薪水
[00:13:09.000 --> 00:13:11.000]  每年等過年
[00:13:11.000 --> 00:13:13.000]  一生就等退休
[00:13:13.000 --> 00:13:15.000]  不斷的等待
[00:13:15.000 --> 00:13:17.000]  最後只剩一條路
[00:13:17.000 --> 00:13:19.000]  就是等死
[00:13:19.000 --> 00:13:22.000]  這就好像恐怖電影裡的活死人
[00:13:22.000 --> 00:13:28.000]  雖然活著跟死去的差別不是太大
[00:13:28.000 --> 00:13:31.000]  只是沒有被埋葬
[00:13:31.000 --> 00:13:33.000]  沒有溫度
[00:13:33.000 --> 00:13:35.000]  沒有熱情
[00:13:35.000 --> 00:13:39.000]  因為我們跟這位創天造地的神
[00:13:39.000 --> 00:13:41.000]  失去了連結
[00:13:41.000 --> 00:13:47.000]  我們不知道我們生存的目的和意義
[00:13:47.000 --> 00:13:52.000]  我們未能盡用我們自己
[00:13:52.000 --> 00:13:56.000]  過往有一個笑話
[00:13:56.000 --> 00:14:01.000]  電腦的處理器很熱
[00:14:01.000 --> 00:14:05.000]  熱到可以在上面煎雞蛋
[00:14:05.000 --> 00:14:11.000]  於是在電腦處理器上
[00:14:11.000 --> 00:14:13.000]  要加風扇
[00:14:13.000 --> 00:14:16.000]  要加散熱的油
[00:14:16.000 --> 00:14:21.000]  以保障電腦高速運行
[00:14:21.000 --> 00:14:25.000]  仍然可以在高熱的情況下運作
[00:14:25.000 --> 00:14:28.000]  因為有足夠的熱度
[00:14:28.000 --> 00:14:35.000]  人們試過在電腦處理器上煎雞蛋
[00:14:35.000 --> 00:14:39.000]  但是會弄壞電腦
[00:14:39.000 --> 00:14:47.000]  當時去電腦處理器一粒要三百多美金
[00:14:47.000 --> 00:14:49.000]  或者要四百多美金
[00:14:49.000 --> 00:14:51.000]  但是用來煎雞蛋
[00:14:51.000 --> 00:14:54.000]  簡直是大材小用
[00:14:54.000 --> 00:14:57.000]  會弄壞電腦
[00:14:57.000 --> 00:15:00.000]  不用人教的
[00:15:00.000 --> 00:15:02.000]  小朋友不會教
[00:15:02.000 --> 00:15:03.000]  不用教
[00:15:03.000 --> 00:15:06.000]  都會說謊話
[00:15:06.000 --> 00:15:13.000]  大人的語言藝術簡直假到自己也被欺騙
[00:15:13.000 --> 00:15:18.000]  我們說死亡是沒有辦法來逃避
[00:15:18.000 --> 00:15:21.000]  沒有人能夠倖免
[00:15:21.000 --> 00:15:24.000]  當罪的公家罪的酬勞人
[00:15:24.000 --> 00:15:26.000]  要面對死亡的時候
[00:15:26.000 --> 00:15:28.000]  人想怎樣去逃避
[00:15:28.000 --> 00:15:33.000]  因為他不知道最終生命的結局會是怎樣
[00:15:33.000 --> 00:15:36.000]  歷世以來不斷有人試圖
[00:15:36.000 --> 00:15:38.000]  希望去跨越這個大限
[00:15:38.000 --> 00:15:44.000]  秦始皇派五百童男童女去東瀛
[00:15:44.000 --> 00:15:47.000]  這是民間的故事
[00:15:47.000 --> 00:15:50.000]  有人說這是日本的出現
[00:15:50.000 --> 00:15:53.000]  埃及的金字塔裏的木乃伊
[00:15:53.000 --> 00:15:59.000]  他想有一天去死者蘇生
[00:15:59.000 --> 00:16:01.000]  他希望保存肉體
[00:16:01.000 --> 00:16:04.000]  當有一天來復活的時候
[00:16:04.000 --> 00:16:07.000]  能夠身體復活
[00:16:07.000 --> 00:16:12.000]  他很想來規避逃避死亡
[00:16:12.000 --> 00:16:16.000]  但罪是十分的嚴重
[00:16:16.000 --> 00:16:21.000]  曾經聽過一位校長的分享
[00:16:21.000 --> 00:16:31.000]  他說有一回他來訓導主任
[00:16:31.000 --> 00:16:36.000]  在屯門公路駕駛的時候
[00:16:36.000 --> 00:16:40.000]  發覺車胎漏氣
[00:16:40.000 --> 00:16:43.000]  無端端為何會車胎漏氣呢?
[00:16:43.000 --> 00:16:45.000]  明查暗訪
[00:16:45.000 --> 00:16:51.000]  終於發覺原來是兩位學生
[00:16:51.000 --> 00:16:53.000]  在學校裏面
[00:16:53.000 --> 00:16:57.000]  可能只是開玩笑
[00:16:57.000 --> 00:17:01.000]  或者是對訓導主任的不滿等等
[00:17:01.000 --> 00:17:04.000]  他把車胎刺穿了
[00:17:04.000 --> 00:17:08.000]  訓導主任不知道發生甚麼事
[00:17:08.000 --> 00:17:13.000]  駕駛車去屯門公路準備回家
[00:17:13.000 --> 00:17:15.000]  在途中發覺車胎漏氣
[00:17:15.000 --> 00:17:23.000]  然後就去找車輛來補胎等等
[00:17:23.000 --> 00:17:25.000]  後來明查暗訪
[00:17:25.000 --> 00:17:28.000]  用像柯南那樣查察
[00:17:28.000 --> 00:17:29.000]  就找到了
[00:17:29.000 --> 00:17:30.000]  為甚麼?
[00:17:30.000 --> 00:17:34.000]  可能應該是這兩位學生去做的事
[00:17:34.000 --> 00:17:37.000]  就帶到校長面前
[00:17:37.000 --> 00:17:39.000]  這位校長就問他
[00:17:39.000 --> 00:17:40.000]  這位學生
[00:17:40.000 --> 00:17:45.000]  你知不知道你在做甚麼?
[00:17:45.000 --> 00:17:48.000]  這兩位學生
[00:17:48.000 --> 00:17:49.000]  沒甚麼
[00:17:49.000 --> 00:17:54.000]  好像都沒有甚麼事
[00:17:54.000 --> 00:17:56.000]  不覺得是甚麼
[00:17:56.000 --> 00:17:57.000]  校長再問他
[00:17:57.000 --> 00:18:00.000]  你知不知道你做了甚麼?
[00:18:00.000 --> 00:18:01.000]  校長真的很害怕
[00:18:01.000 --> 00:18:04.000]  這兩位學生去
[00:18:04.000 --> 00:18:06.000]  訓導主任搞錯
[00:18:06.000 --> 00:18:07.000]  抓錯人
[00:18:07.000 --> 00:18:10.000]  後來用一些特別的技巧等等
[00:18:10.000 --> 00:18:16.000]  來讓學生和盤托出所做的事
[00:18:16.000 --> 00:18:17.000]  校長問他
[00:18:17.000 --> 00:18:22.000]  你知不知道你做了甚麼?
[00:18:22.000 --> 00:18:26.000]  這兩位學生都不知道原來這麼嚴重
[00:18:26.000 --> 00:18:28.000]  校長就說
[00:18:28.000 --> 00:18:30.000]  你知不知道
[00:18:30.000 --> 00:18:34.000]  這樣放了老師車胎的氣
[00:18:34.000 --> 00:18:38.000]  如果在屯門公路
[00:18:38.000 --> 00:18:42.000]  這輛車發生事故的時候
[00:18:42.000 --> 00:18:45.000]  因為屯門公路的車很高速
[00:18:45.000 --> 00:18:47.000]  超過一百米
[00:18:47.000 --> 00:18:51.000]  在屯門公路上來奔馳
[00:18:51.000 --> 00:18:54.000]  來衝
[00:18:54.000 --> 00:18:56.000]  這輛車突然出事的時候
[00:18:56.000 --> 00:18:58.000]  後面的車
[00:18:58.000 --> 00:18:59.000]  來不及煞車的時候
[00:18:59.000 --> 00:19:02.000]  會有甚麼事發生?
[00:19:02.000 --> 00:19:06.000]  這兩位學生才發覺
[00:19:06.000 --> 00:19:09.000]  原來他們開個玩笑
[00:19:09.000 --> 00:19:14.000]  或者只是一個惡作劇
[00:19:14.000 --> 00:19:21.000]  有機會去成為殺人的兇手
[00:19:21.000 --> 00:19:27.000]  他們只是去刺穿車胎的行動
[00:19:27.000 --> 00:19:29.000]  他們都沒有想過
[00:19:29.000 --> 00:19:32.000]  原來這個行動所帶來的結果
[00:19:32.000 --> 00:19:39.000]  是這麼嚴重
[00:19:39.000 --> 00:19:40.000]  今天
[00:19:40.000 --> 00:19:42.000]  當我們來到生命
[00:19:42.000 --> 00:19:47.000]  找不到方向和價值和意義的時候
[00:19:47.000 --> 00:19:50.000]  我們的生命未能夠盡用
[00:19:50.000 --> 00:19:57.000]  或者我們找不到本來的價值和方向
[00:19:57.000 --> 00:19:59.000]  如果我遇到故事
[00:19:59.000 --> 00:20:04.000]  來說這部份的完結
[00:20:04.000 --> 00:20:06.000]  有一回
[00:20:06.000 --> 00:20:09.000]  我和一班朋友
[00:20:09.000 --> 00:20:15.000]  來到一位很熟悉的朋友家
[00:20:15.000 --> 00:20:21.000]  我們晚上去看足球比賽
[00:20:21.000 --> 00:20:26.000]  我們去便利店
[00:20:26.000 --> 00:20:33.000]  去買一些啤酒、汽水、薯片等等
[00:20:33.000 --> 00:20:37.000]  然後開車去到這個朋友的家
[00:20:37.000 --> 00:20:39.000]  來到電梯大堂的時候
[00:20:39.000 --> 00:20:43.000]  才發覺電梯壞了
[00:20:43.000 --> 00:20:46.000]  你住了三十多樓
[00:20:46.000 --> 00:20:48.000]  難道我們只是一眼上去嗎?
[00:20:48.000 --> 00:20:52.000]  但我覺得我們都是年輕人
[00:20:52.000 --> 00:20:57.000]  年輕人沒所謂,就當是走著走著做運動
[00:20:57.000 --> 00:21:00.000]  但理想是好的
[00:21:00.000 --> 00:21:03.000]  但現實是殘酷的
[00:21:03.000 --> 00:21:06.000]  走到十層樓
[00:21:06.000 --> 00:21:08.000]  已經沒有氣了
[00:21:08.000 --> 00:21:09.000]  大家很累
[00:21:09.000 --> 00:21:11.000]  我們就坐下來
[00:21:11.000 --> 00:21:12.000]  去吹水
[00:21:12.000 --> 00:21:14.000]  在樓梯裡面
[00:21:14.000 --> 00:21:17.000]  喝啤酒
[00:21:17.000 --> 00:21:18.000]  吃薯片等等
[00:21:18.000 --> 00:21:21.000]  吃完零食
[00:21:21.000 --> 00:21:23.000]  有力量
[00:21:23.000 --> 00:21:26.000]  再多走十層樓
[00:21:26.000 --> 00:21:28.000]  又要再回氣
[00:21:28.000 --> 00:21:30.000]  再休息
[00:21:30.000 --> 00:21:33.000]  但去吃薯片、喝啤酒
[00:21:33.000 --> 00:21:35.000]  都用盡了
[00:21:35.000 --> 00:21:37.000]  笑話又說完了
[00:21:37.000 --> 00:21:40.000]  我們說一下我們大家生命的故事
[00:21:40.000 --> 00:21:42.000]  好的事情都說了
[00:21:42.000 --> 00:21:45.000]  可能說一些苦澀的
[00:21:45.000 --> 00:21:49.000]  一些傷心、難過的事情
[00:21:49.000 --> 00:21:51.000]  去到那一刻
[00:21:51.000 --> 00:21:54.000]  大家都捉緊去傷情
[00:21:54.000 --> 00:21:56.000]  我們都去流淚
[00:21:56.000 --> 00:21:59.000]  彼此互勉
[00:21:59.000 --> 00:22:01.000]  又多走十層樓
[00:22:01.000 --> 00:22:04.000]  終於來到這個朋友的家
[00:22:04.000 --> 00:22:05.000]  說我們快點進去吧
[00:22:05.000 --> 00:22:07.000]  汗流浹背
[00:22:07.000 --> 00:22:08.000]  他快要開班了
[00:22:08.000 --> 00:22:10.000]  還不快點
[00:22:10.000 --> 00:22:11.000]  我們大家
[00:22:11.000 --> 00:22:13.000]  你眼望我眼
[00:22:13.000 --> 00:22:14.000]  看著這個屋主
[00:22:14.000 --> 00:22:17.000]  不開門
[00:22:17.000 --> 00:22:20.000]  屋主就很不好意思
[00:22:20.000 --> 00:22:22.000]  或者恍然大悟
[00:22:22.000 --> 00:22:24.000]  對不起
[00:22:24.000 --> 00:22:26.000]  鎖匙在哪裡?
[00:22:26.000 --> 00:22:29.000]  留在車上
