
[00:00:00.000 --> 00:00:02.880]  或者在我們宣講前一段時間
[00:02:23.600 --> 00:02:28.160]  這些說話就是那些憑人手
[00:02:28.160 --> 00:02:31.680]  在肉身裏面稱為受割禮之人所起的
[00:02:31.680 --> 00:02:33.080]  不知道為什麼
[00:02:33.080 --> 00:02:35.480]  人本來走過來應該開心的
[00:02:35.480 --> 00:02:36.800]  但是走過來之後
[00:02:36.800 --> 00:02:39.440]  有時候會有些不同的看法
[00:02:39.440 --> 00:02:40.560]  不同意見
[00:02:40.560 --> 00:02:44.000]  甚至說的話有時候令人難聽
[00:02:44.000 --> 00:02:47.640]  那些說你們是怎樣怎樣
[00:02:47.640 --> 00:02:50.840]  是外邦人,未受割禮
[00:02:50.840 --> 00:02:52.360]  其實是有一點喜樂的
[00:02:53.160 --> 00:02:55.400]  我有一點經驗
[00:02:55.400 --> 00:02:56.440]  人們都喜歡說
[00:02:56.440 --> 00:02:59.080]  我小時候人們都喜歡說我的綽號
[00:02:59.080 --> 00:03:00.480]  或者讀書的時候
[00:03:00.480 --> 00:03:02.000]  有人叫我Parabola
[00:03:02.000 --> 00:03:04.040]  什麼是Parabola?
[00:03:04.040 --> 00:03:06.960]  他說你笑得好像拋物線那樣
[00:03:06.960 --> 00:03:09.320]  Parabola,OK
[00:03:09.320 --> 00:03:11.600]  我說不要緊,怎樣叫都可以
[00:03:11.600 --> 00:03:13.280]  沒什麼惡意的
[00:03:13.280 --> 00:03:16.280]  不過有時候有些人說
[00:03:16.280 --> 00:03:17.320]  你知道嗎?
[00:03:17.320 --> 00:03:19.080]  你的聲音很大
[00:03:19.080 --> 00:03:21.200]  很討厭
[00:03:21.200 --> 00:03:23.000]  對不起,我的聲音這麼大
[00:03:23.000 --> 00:03:25.840]  對不起,我以前是教書,教體育的
[00:03:25.840 --> 00:03:28.120]  我在操場裡面
[00:03:28.120 --> 00:03:30.720]  聲音很大,叫不住學生
[00:03:30.720 --> 00:03:32.640]  叫著叫著那段時間
[00:03:32.640 --> 00:03:34.400]  聲音就大了
[00:03:34.400 --> 00:03:35.680]  有些人就說
[00:03:35.680 --> 00:03:36.880]  你笑得不好
[00:03:36.880 --> 00:03:39.200]  你笑得這麼大聲
[00:03:39.200 --> 00:03:40.800]  笑小聲一點
[00:03:40.800 --> 00:03:41.760]  有些人就說
[00:03:41.760 --> 00:03:43.560]  你都不笑
[00:03:43.560 --> 00:03:45.840]  你不笑的樣子很嚴肅
[00:03:45.840 --> 00:03:47.280]  不知道為什麼
[00:03:47.280 --> 00:03:48.760]  都是一個人
[00:03:48.760 --> 00:03:51.120]  人總是喜歡平頭品足
[00:03:51.120 --> 00:03:53.040]  這樣好,那樣不好
[00:03:53.040 --> 00:03:55.560]  有時候都帶來了一些困難
[00:03:55.560 --> 00:03:57.680]  這種雜性
[00:03:57.680 --> 00:03:59.960]  有時候會將人和人之間
[00:03:59.960 --> 00:04:01.680]  群體和群體之間
[00:04:01.680 --> 00:04:04.560]  好像無形中多了一層的沙
[00:04:04.560 --> 00:04:06.680]  如果更加嚴重的時候
[00:04:06.680 --> 00:04:09.320]  可能會多了一道門
[00:04:09.320 --> 00:04:10.760]  或者不止一道門
[00:04:10.760 --> 00:04:12.800]  可能一道牆也說不定
[00:04:12.800 --> 00:04:15.040]  這個就是這樣
[00:04:15.040 --> 00:04:16.200]  說到門
[00:04:16.200 --> 00:04:18.960]  中國人都挺喜歡門的
[00:04:18.960 --> 00:04:20.160]  很多門的
[00:04:20.160 --> 00:04:23.320]  你數一下今天由你出門口到進來
[00:04:23.320 --> 00:04:25.000]  梁伯堂
[00:04:25.000 --> 00:04:26.840]  你經過多少道門
[00:04:26.840 --> 00:04:28.600]  有多少不同形式的門
[00:04:28.600 --> 00:04:30.240]  中國人很喜歡門的
[00:04:30.240 --> 00:04:34.240]  有竹門、木門、石門、鐵門、銅門
[00:04:34.240 --> 00:04:35.440]  什麼都有的
[00:04:35.440 --> 00:04:37.640]  有各式各樣的門
[00:04:37.640 --> 00:04:39.240]  本來都沒什麼的
[00:04:39.240 --> 00:04:42.640]  你說我是木門就木門
[00:04:42.640 --> 00:04:44.640]  是竹門就竹門
[00:04:44.640 --> 00:04:45.920]  其實沒問題的
[00:04:45.920 --> 00:04:48.240]  各有喜好
[00:04:48.240 --> 00:04:50.080]  不過不知道為什麼
[00:04:50.080 --> 00:04:53.600]  我們不單止說你竹我木
[00:04:53.600 --> 00:04:55.600]  他還有一個想法
[00:04:55.600 --> 00:04:57.880]  甚至一個堅持說不行
[00:04:57.880 --> 00:05:00.040]  木門要對什麼?
[00:05:00.040 --> 00:05:01.480]  要對木門的
[00:05:01.480 --> 00:05:03.160]  竹門要對什麼?
[00:05:03.160 --> 00:05:04.120]  要對竹門的
[00:05:04.120 --> 00:05:06.040]  總之你和我有些不同
[00:05:06.040 --> 00:05:08.600]  人總是會這樣
[00:05:08.600 --> 00:05:11.000]  所以說人不知道為什麼
[00:05:11.000 --> 00:05:13.040]  是很容易會關門的
[00:05:13.040 --> 00:05:14.720]  你想進入他當中
[00:05:14.720 --> 00:05:16.080]  和他建立關係
[00:05:16.080 --> 00:05:17.360]  他不知道為什麼
[00:05:17.360 --> 00:05:18.600]  關了門
[00:05:18.600 --> 00:05:21.080]  人很容易會捉場的
[00:05:21.080 --> 00:05:22.480]  你和我是不同的
[00:05:22.480 --> 00:05:25.800]  你和我有些東西要隔著
[00:05:25.800 --> 00:05:28.800]  但我們說要作為基督的群體一部分
[00:05:28.800 --> 00:05:31.000]  我們建立一個合一的群體
[00:05:31.000 --> 00:05:33.200]  當我面對這段時間
[00:05:33.200 --> 00:05:36.000]  我們有時候都覺得有些艱難
[00:05:36.000 --> 00:05:38.280]  不過這個艱難不是就在這一刻
[00:05:38.280 --> 00:05:39.800]  在猶太人裡面
[00:05:39.800 --> 00:05:41.760]  他們
[00:05:41.760 --> 00:05:44.880]  普爾瓦那裡不知道為什麼
[00:05:44.880 --> 00:05:46.000]  有些出得不好
[00:05:46.000 --> 00:05:46.960]  不過不要緊
[00:05:46.960 --> 00:05:49.560]  猶太人一向來說
[00:05:49.560 --> 00:05:52.560]  都是以自己作為神的選民
[00:05:52.560 --> 00:05:53.920]  而引以為榮的
[00:05:53.920 --> 00:05:57.240]  作為神的選民這種身份
[00:05:57.240 --> 00:05:58.920]  其實對他們有很多幫助的
[00:05:58.920 --> 00:06:00.240]  正面來說
[00:06:00.240 --> 00:06:01.960]  將他們分別為聖
[00:06:01.960 --> 00:06:05.040]  和當時的外邦、偶像、敬拜
[00:06:05.040 --> 00:06:06.160]  邪人等等
[00:06:06.160 --> 00:06:07.560]  去劃清界線
[00:06:07.560 --> 00:06:09.960]  讓他們能夠過一個聖潔的生活
[00:06:09.960 --> 00:06:11.920]  保持一個信仰
[00:06:11.920 --> 00:06:13.040]  一個純正
[00:06:13.040 --> 00:06:15.520]  不知道為什麼圖片出不來
[00:06:15.520 --> 00:06:17.160]  這裡出不了圖片
[00:06:17.160 --> 00:06:18.080]  不要緊
[00:06:18.080 --> 00:06:19.920]  出不了圖片
[00:06:19.920 --> 00:06:22.200]  都照樣而已
[00:06:22.200 --> 00:06:23.080]  好
[00:06:23.080 --> 00:06:24.840]  不過
[00:06:24.840 --> 00:06:27.640]  猶太人作為神的選民
[00:06:27.640 --> 00:06:31.000]  他不僅是神的選民
[00:06:31.000 --> 00:06:34.440]  他覺得自己是比人高一等的
[00:06:34.440 --> 00:06:38.360]  他甚至會有中的排他
[00:06:38.360 --> 00:06:39.560]  因此
[00:06:39.560 --> 00:06:41.160]  他跟外邦人
[00:06:41.160 --> 00:06:44.480]  就築了一道厚厚的圍牆
[00:06:44.480 --> 00:06:46.240]  甚至將那個圍牆
[00:06:46.240 --> 00:06:48.440]  大到彼此結怨
[00:06:48.440 --> 00:06:49.760]  勢不兩立
[00:06:49.760 --> 00:06:51.400]  這種圍牆
[00:06:51.400 --> 00:06:53.400]  不是神所喜悅的
[00:06:53.400 --> 00:06:54.600]  不過
[00:06:54.600 --> 00:06:55.920]  不知道為什麼
[00:06:55.920 --> 00:06:57.520]  一群無福的人
[00:06:57.520 --> 00:06:59.720]  他就這樣去建牆
[00:06:59.720 --> 00:07:05.920]  他們對非猶太人的那種藐視
[00:07:05.920 --> 00:07:07.320]  去到一個極致
[00:07:07.320 --> 00:07:08.880]  甚至有人這麼說
[00:07:08.880 --> 00:07:12.320]  他說多一個猶太人
[00:07:12.320 --> 00:07:16.160]  他要跟一個外邦人去結婚
[00:07:16.160 --> 00:07:19.000]  因為外邦人是未受國禮的
[00:07:19.000 --> 00:07:22.320]  外邦人是沒有摩西律法的
[00:07:22.320 --> 00:07:25.800]  當你要跟一個外邦人結婚的一段時間
[00:07:25.800 --> 00:07:27.480]  首先要做一件事
[00:07:27.480 --> 00:07:29.600]  知道要做什麼嗎?
[00:07:29.600 --> 00:07:33.320]  先幫你好像安息禮拜一樣
[00:07:33.320 --> 00:07:36.400]  就是你跟一個外邦人結婚的時候
[00:07:36.400 --> 00:07:39.120]  就好像自掘墳墓一樣
[00:07:39.120 --> 00:07:40.720]  是自取滅亡的
[00:07:40.720 --> 00:07:43.640]  所以看到當時猶太人
[00:07:43.640 --> 00:07:46.680]  他們對一些非猶太族裔的那段時間
[00:07:46.680 --> 00:07:49.680]  那種敵視和困擾
[00:07:49.680 --> 00:07:51.680]  是相當的大
[00:07:51.680 --> 00:07:56.240]  其實本來
[00:07:56.240 --> 00:07:58.720]  猶太人是蒙簡選的
[00:07:58.720 --> 00:08:00.440]  這是事實
[00:08:00.440 --> 00:08:02.040]  他們是蒙福的
[00:08:02.040 --> 00:08:04.360]  有些東西是他們有
[00:08:04.360 --> 00:08:05.680]  我們沒有的
[00:08:05.680 --> 00:08:07.160]  他們是神的選民
[00:08:07.160 --> 00:08:10.280]  我們非猶太人
[00:08:10.280 --> 00:08:11.600]  非選民
[00:08:11.600 --> 00:08:13.280]  在我未認識神之前
[00:08:13.280 --> 00:08:16.680]  我們真是在神的恩典的若以外
[00:08:16.680 --> 00:08:18.000]  在神的救恩
[00:08:18.000 --> 00:08:20.000]  在神永恆的計劃當中
[00:08:20.000 --> 00:08:21.200]  我們好像沒有份
[00:08:21.200 --> 00:08:22.600]  這也是事實
[00:08:22.600 --> 00:08:24.400]  不過
[00:08:24.400 --> 00:08:29.800]  當我們經歷到神的恩典
[00:08:29.800 --> 00:08:31.600]  我們今天在讀的那段時間
[00:08:31.600 --> 00:08:33.480]  神透過十字架裏面
[00:08:33.480 --> 00:08:36.400]  去成就了偉大救恩
[00:08:36.400 --> 00:08:38.600]  神去拯救我們
[00:08:38.600 --> 00:08:40.400]  本來我們是罪人當中
[00:08:40.400 --> 00:08:42.000]  在禍坑裏面
[00:08:42.000 --> 00:08:45.200]  神就在罪人和禍坑裏面去救運我們
[00:08:45.200 --> 00:08:47.400]  這種恩情
[00:08:47.400 --> 00:08:49.600]  是那些身在福中
[00:08:49.600 --> 00:08:51.800]  不知福的人體會不到的
[00:08:51.800 --> 00:08:53.200]  他至少是這樣
[00:08:53.200 --> 00:08:54.600]  但我們本來不配
[00:08:54.600 --> 00:08:56.200]  但神這樣愛我們
[00:08:56.200 --> 00:08:59.000]  所以這種感激之情
[00:08:59.000 --> 00:09:00.400]  是我們有
[00:09:00.400 --> 00:09:01.600]  是他們沒有的
[00:09:01.600 --> 00:09:03.400]  不過有也好
[00:09:03.400 --> 00:09:04.600]  沒有也好
[00:09:04.600 --> 00:09:06.400]  其實問題也不大
[00:09:06.400 --> 00:09:08.000]  有些你有,有些我沒有
[00:09:08.000 --> 00:09:10.200]  彼此就是這樣
[00:09:10.200 --> 00:09:12.400]  不過不知為何
[00:09:12.400 --> 00:09:14.600]  這種氣氛
[00:09:14.600 --> 00:09:15.800]  那種文化
[00:09:15.800 --> 00:09:17.000]  那種雜性
[00:09:17.000 --> 00:09:19.600]  去到建立教會
[00:09:19.600 --> 00:09:21.200]  在身體建立的一段時間
[00:09:21.200 --> 00:09:23.800]  仍然出現一些困擾
[00:09:23.800 --> 00:09:29.000]  在當時來說
[00:09:29.000 --> 00:09:30.200]  有些人
[00:09:30.200 --> 00:09:31.000]  外邦人
[00:09:31.000 --> 00:09:32.400]  非猶太族裔的人
[00:09:32.400 --> 00:09:33.400]  好像你和我
[00:09:33.400 --> 00:09:34.600]  信耶穌的
[00:09:34.600 --> 00:09:37.600]  他們會給一個名叫外邦的信徒
[00:09:37.600 --> 00:09:38.400]  信徒是信徒
[00:09:38.400 --> 00:09:39.400]  甚麼外邦信徒
[00:09:39.400 --> 00:09:41.000]  是另外邦信徒
[00:09:41.000 --> 00:09:43.000]  為何稱為外邦信徒
[00:09:43.000 --> 00:09:46.400]  因為有些叫逢國禮的信徒
[00:09:46.400 --> 00:09:47.800]  我們是猶太人
[00:09:47.800 --> 00:09:49.200]  我們行國禮
[00:09:49.200 --> 00:09:50.000]  雖然你信耶穌
[00:09:50.000 --> 00:09:51.000]  但你不是行國禮
[00:09:51.000 --> 00:09:53.400]  所以你和我都分開
[00:09:53.400 --> 00:09:55.000]  我沒有想過
[00:09:55.000 --> 00:09:56.600]  作為基督的身體
[00:09:56.600 --> 00:09:57.800]  作為主的頂尖
[00:09:57.800 --> 00:09:59.200]  都是這樣
[00:09:59.200 --> 00:10:00.400]  真是
[00:10:00.400 --> 00:10:01.400]  有時想起
[00:10:01.400 --> 00:10:02.400]  我所謂的主
[00:10:02.400 --> 00:10:03.800]  都很難過
[00:10:03.800 --> 00:10:04.800]  這種雜性
[00:10:04.800 --> 00:10:06.600]  不知為何揮之不去
[00:10:06.600 --> 00:10:08.800]  使神的國度
[00:10:08.800 --> 00:10:12.200]  不能有效的擴展
[00:10:12.200 --> 00:10:15.400]  使教會不能同心
[00:10:15.400 --> 00:10:18.600]  甚至教會因此而分裂
[00:10:18.600 --> 00:10:21.600]  所以求主幫助我們
[00:10:21.600 --> 00:10:24.800]  幫助我們心中的很多難阻
[00:10:24.800 --> 00:10:30.000]  讓我們能夠同心的參與天國的擴展
[00:10:30.000 --> 00:10:32.800]  讓我們能夠成為神恩典的出口
[00:10:32.800 --> 00:10:35.000]  成為別人的祝福
[00:10:36.000 --> 00:10:38.600]  這裡有很多不同的宗派
[00:10:38.600 --> 00:10:40.000]  或者教會
[00:10:40.000 --> 00:10:42.800]  一些的輝煌
[00:10:42.800 --> 00:10:44.200]  其實都很美麗的
[00:10:44.200 --> 00:10:45.600]  各自不同的
[00:10:45.600 --> 00:10:47.800]  但我們不是強調我們不同
[00:10:47.800 --> 00:10:49.800]  是強調我們在主裡面
[00:10:49.800 --> 00:10:50.800]  是一家人
[00:10:50.800 --> 00:10:51.800]  在主裡面合一的
[00:10:51.800 --> 00:10:54.600]  我們應該去彼此的祝福
[00:10:54.600 --> 00:10:56.000]  彼此的建立
[00:10:56.000 --> 00:10:57.400]  彼此的毀身
[00:10:57.400 --> 00:11:00.200]  讓教會不斷的擴展
[00:11:00.200 --> 00:11:02.800]  其實在神永恆的階段當中
[00:11:02.800 --> 00:11:04.000]  如果一路看
[00:11:04.000 --> 00:11:05.600]  已不鎖鼠那段時間
[00:11:05.600 --> 00:11:07.800]  其實神永恆的救贖
[00:11:07.800 --> 00:11:10.400]  重點不在乎你是否猶太人
[00:11:10.400 --> 00:11:12.400]  或者你是否是吾外邦人
[00:11:12.400 --> 00:11:15.800]  重點就好像在第十二節所說
[00:11:15.800 --> 00:11:18.200]  就是我們心中有沒有神
[00:11:18.200 --> 00:11:20.000]  這個才是重點
[00:11:20.000 --> 00:11:23.400]  如果你有所有行國禮
[00:11:23.400 --> 00:11:24.600]  做了很多移民
[00:11:24.600 --> 00:11:26.600]  不過心中沒有主的話
[00:11:26.600 --> 00:11:28.600]  其實這個在神的眼裡
[00:11:28.600 --> 00:11:29.800]  都是沒有意義的
[00:11:29.800 --> 00:11:33.800]  你都不能夠在神永恆的救贖當中
[00:11:33.800 --> 00:11:34.600]  有一份
[00:11:34.600 --> 00:11:36.600]  甚至可能當你回去天家的時候
[00:11:36.600 --> 00:11:38.600]  主說我不認識你
[00:11:38.600 --> 00:11:40.600]  雖然你經常都說主啊主啊
[00:11:40.600 --> 00:11:42.600]  不過主說我不認識你
[00:11:42.600 --> 00:11:46.600]  我們作為永恆的救贖
[00:11:46.600 --> 00:11:48.600]  計劃一份子的一段時間
[00:11:48.600 --> 00:11:50.200]  最重要就是
[00:11:50.200 --> 00:11:52.600]  我們心中有沒有神
[00:11:52.600 --> 00:11:55.600]  我們究竟心中有沒有神
[00:11:55.600 --> 00:11:57.600]  我們生活
[00:11:57.600 --> 00:11:58.600]  作息
[00:11:58.600 --> 00:11:59.600]  存留
[00:11:59.600 --> 00:12:01.600]  是怎樣
[00:12:01.600 --> 00:12:03.600]  現在少說
[00:12:03.600 --> 00:12:05.600]  以前在我們年輕的年代
[00:12:05.600 --> 00:12:07.600]  很多時候叫Sunday question
[00:12:07.600 --> 00:12:08.600]  我做基督徒
[00:12:08.600 --> 00:12:10.600]  星期一到星期六就做基督徒
[00:12:10.600 --> 00:12:12.600]  星期一到星期六就第二個人
[00:12:12.600 --> 00:12:15.600]  我們在我們做每一個決定
[00:12:15.600 --> 00:12:18.600]  無論是讀書還是工作
[00:12:18.600 --> 00:12:19.600]  找工作也好
[00:12:19.600 --> 00:12:22.600]  當你做這些決定的時候
[00:12:22.600 --> 00:12:23.600]  你有沒有考慮到
[00:12:23.600 --> 00:12:26.600]  其實神是你生命的主
[00:12:26.600 --> 00:12:27.600]  其實這個當你順受主的時候
[00:12:27.600 --> 00:12:28.600]  已經是這樣的
[00:12:28.600 --> 00:12:29.600]  我信耶穌什麼
[00:12:29.600 --> 00:12:31.600]  是接受耶穌做我的救主
[00:12:31.600 --> 00:12:33.600]  還沒完的
[00:12:33.600 --> 00:12:35.600]  還要知道耶穌基督
[00:12:35.600 --> 00:12:37.600]  作為我生命的主
[00:12:37.600 --> 00:12:39.600]  我再問
[00:12:39.600 --> 00:12:40.600]  今天我們當中可能在這裡
[00:12:40.600 --> 00:12:41.600]  有些回了教會
[00:12:41.600 --> 00:12:44.600]  短一點可能三幾個月
[00:12:44.600 --> 00:12:45.600]  有些可能三幾年
[00:12:45.600 --> 00:12:47.600]  有些可能不是三數十年
[00:12:47.600 --> 00:12:50.600]  我們梁伯彤都超過五十年了
[00:12:50.600 --> 00:12:52.600]  中教改革五百年了
[00:12:52.600 --> 00:12:54.600]  差點講了五百
[00:12:54.600 --> 00:12:56.600]  是這樣
[00:12:56.600 --> 00:12:58.600]  不過我仍然很想問大家
[00:12:58.600 --> 00:13:02.600]  今天你心裡面有沒有神?
[00:13:02.600 --> 00:13:05.600]  有啊
[00:13:05.600 --> 00:13:06.600]  有啊
[00:13:06.600 --> 00:13:08.600]  感謝主
[00:13:08.600 --> 00:13:10.600]  我盼望我們都是的
[00:13:10.600 --> 00:13:12.600]  每一步都好
[00:13:12.600 --> 00:13:14.600]  生命作息存留
[00:13:14.600 --> 00:13:17.600]  我們都是活出一個有神的生命
[00:13:17.600 --> 00:13:19.600]  有時候生命會不同的
[00:13:19.600 --> 00:13:22.600]  有時候生命不代表遇不到困難
[00:13:22.600 --> 00:13:26.600]  我在這裡特別找了Nick的照片
[00:13:26.600 --> 00:13:28.600]  沒有手沒有腳的人
[00:13:28.600 --> 00:13:30.600]  遇到極大的困難
[00:13:30.600 --> 00:13:32.600]  不過有神在生命當中那段時間
[00:13:32.600 --> 00:13:35.600]  他的生命就變得不再弱
[00:13:35.600 --> 00:13:37.600]  本來是殘缺的
[00:13:37.600 --> 00:13:39.600]  但是他願意為神使用那段時間
[00:13:39.600 --> 00:13:41.600]  他的生命變得豐盛
[00:13:41.600 --> 00:13:44.600]  他已經成為了很多人的祝福
[00:13:44.600 --> 00:13:46.600]  問題就是
[00:13:46.600 --> 00:13:48.600]  不是我們的處境怎麼樣
[00:13:48.600 --> 00:13:50.600]  問題不是我們身體狀況怎麼樣
[00:13:50.600 --> 00:13:52.600]  問題不是我們健康的情況怎麼樣
[00:13:52.600 --> 00:13:54.600]  問題不是我們有多少學識
[00:13:54.600 --> 00:13:56.600]  我賺到多少錢
[00:13:56.600 --> 00:13:57.600]  我住什麼地方
[00:13:57.600 --> 00:13:58.600]  這些都不是問題
[00:13:58.600 --> 00:14:02.600]  問題就是我們有沒有神在我們心裡面
[00:14:02.600 --> 00:14:05.600]  如果當有神在我們生命當中那段時間
[00:14:05.600 --> 00:14:08.600]  你和我的生命都變得不再弱
[00:14:08.600 --> 00:14:09.600]  這是聖經應許的
[00:14:09.600 --> 00:14:10.600]  主耶穌說
[00:14:10.600 --> 00:14:12.600]  我們是叫人得什麼?
[00:14:12.600 --> 00:14:13.600]  得生命
[00:14:13.600 --> 00:14:15.600]  不是就這樣得生命
[00:14:15.600 --> 00:14:17.600]  九元殘錢的吊著的命
[00:14:17.600 --> 00:14:18.600]  不是
[00:14:18.600 --> 00:14:20.600]  我們是叫人得生命
[00:14:20.600 --> 00:14:22.600]  並且得的什麼?
[00:14:22.600 --> 00:14:23.600]  更豐盛
[00:14:23.600 --> 00:14:26.600]  所以你是有主在你的心裡面
[00:14:26.600 --> 00:14:29.600]  你應該活出豐盛的生命
[00:14:29.600 --> 00:14:32.600]  你應該感受到那份豐盛
[00:14:32.600 --> 00:14:34.600]  你應該活出那份喜樂的生命
[00:14:34.600 --> 00:14:37.600]  因為我對你所懷的旨意就是要你上上喜樂
[00:14:37.600 --> 00:14:39.600]  叫你不住禱告
[00:14:39.600 --> 00:14:42.600]  叫你凡事謝恩
[00:14:42.600 --> 00:14:43.600]  我再次問
[00:14:43.600 --> 00:14:46.600]  今天你和我在我的生命當中
[00:14:46.600 --> 00:14:50.600]  究竟有沒有神在我的心裡面呢?
[00:14:50.600 --> 00:14:53.600]  因為你只是有個十字架掛在前面
[00:14:53.600 --> 00:15:02.600]  我們很容易會築牆
[00:15:02.600 --> 00:15:04.600]  因為很多很多不同的原因
[00:15:04.600 --> 00:15:06.600]  可能驕傲
[00:15:06.600 --> 00:15:07.600]  可能自大
[00:15:07.600 --> 00:15:09.600]  可能偏見
[00:15:09.600 --> 00:15:10.600]  可能自我中心
[00:15:10.600 --> 00:15:11.600]  自私
[00:15:11.600 --> 00:15:13.600]  或者很多不同的文化的差異
[00:15:13.600 --> 00:15:14.600]  貪婪等等
[00:15:14.600 --> 00:15:20.600]  這些都容易將我們和人之間建立到牆
[00:15:20.600 --> 00:15:24.600]  我回望我以前讀教育學院那段時間
[00:15:24.600 --> 00:15:25.600]  我很小的時候回教會
[00:15:25.600 --> 00:15:26.600]  十二歲回教會
[00:15:26.600 --> 00:15:28.600]  回教會那段時間
[00:15:28.600 --> 00:15:30.600]  我都很乖的
[00:15:30.600 --> 00:15:32.600]  在教會裡面服侍
[00:15:32.600 --> 00:15:35.600]  我相信大部分你做得出的事
[00:15:35.600 --> 00:15:36.600]  我都做過
[00:15:36.600 --> 00:15:37.600]  你做總部做過
[00:15:37.600 --> 00:15:38.600]  做師班做過
[00:15:38.600 --> 00:15:39.600]  做差遣委員會做過
[00:15:39.600 --> 00:15:40.600]  做文字部做過
[00:15:40.600 --> 00:15:42.600]  做執事做過
[00:15:42.600 --> 00:15:43.600]  做董事做過
[00:15:43.600 --> 00:15:44.600]  做掃地做過
[00:15:44.600 --> 00:15:46.600]  做洗廁所做過
[00:15:46.600 --> 00:15:47.600]  什麼都做過了
