
[00:00:00.000 --> 00:00:05.260]  (主席)我今日好歡喜見到各位弟兄姊妹,各位來賓朋友
[00:02:02.460 --> 00:02:06.460]  (陳鑑林)Jesus came to this earth 2000 years ago
[00:02:06.460 --> 00:02:10.460]  (主席)然後在十字架上面為我哋嘅罪而死而復活
[00:02:10.460 --> 00:02:13.460]  (陳鑑林)And then he was crucified on the cross and died for our sins
[00:02:13.460 --> 00:02:15.460]  (主席)然後有一日佢要再返嚟
[00:02:15.460 --> 00:02:18.460]  (主席)就要去管理同審判呢個大地
[00:02:18.460 --> 00:02:20.460]  (陳鑑林)And then he will come back again
[00:02:20.460 --> 00:02:22.460]  (陳鑑林)And then rule over the earth
[00:02:22.460 --> 00:02:25.460]  (主席)所以今日嘅好消息話畀各位男女老幼聽
[00:02:25.460 --> 00:02:26.460]  (陳鑑林)And then there is such a good news
[00:02:26.460 --> 00:02:28.460]  (陳鑑林)I want to tell everyone here
[00:02:28.460 --> 00:02:30.460]  (主席)我哋必須要認識耶穌基督
[00:02:30.460 --> 00:02:32.460]  (陳鑑林)We must understand and know
[00:02:32.460 --> 00:02:34.460]  (陳鑑林)this personal Jesus Christ
[00:02:34.460 --> 00:02:36.460]  (主席)我哋必須今日已經係準備好
[00:02:36.460 --> 00:02:39.460]  (主席)接受佢做我哋嘅主同埋做我哋嘅王
[00:02:39.460 --> 00:02:41.460]  (陳鑑林)And then we need to understand
[00:02:41.460 --> 00:02:45.460]  (陳鑑林)And then accept Lord as our savior
[00:02:45.460 --> 00:02:47.460]  (主席)咁我哋嘅一生就能夠係平穩嘅
[00:02:47.460 --> 00:02:49.460]  (主席)有平安嘅等候佢
[00:02:49.460 --> 00:02:51.460]  (陳鑑林)And then we can have a peaceful life
[00:02:51.460 --> 00:02:53.460]  (陳鑑林)So that we can wait for his second coming
[00:02:53.460 --> 00:02:55.460]  (主席)聖經裏面舊約聖經裏面呢
[00:02:55.460 --> 00:02:58.460]  (主席)清楚嘅已經預言咗要發生嘅事
[00:02:58.460 --> 00:03:00.460]  (陳鑑林)In the Old Testament actually
[00:03:00.460 --> 00:03:03.460]  (陳鑑林)The Bible prophesied that Jesus will come
[00:03:03.460 --> 00:03:06.460]  (主席)就係今日我哋頭先我哋用中文讀嗰段聖經
[00:03:06.460 --> 00:03:09.460]  (陳鑑林)And it is exactly the same scripture we just read
[00:03:09.460 --> 00:03:11.460]  (主席)所以我哋一齊用英文讀下呢段聖經
[00:03:11.460 --> 00:03:14.460]  (陳鑑林)Why don't we just read together in English
[00:03:14.460 --> 00:03:17.460]  (主席)係從以賽亞書第九章六至七節
[00:03:17.460 --> 00:03:19.460]  (主席)Isaiah chapter nine six to seven
[00:03:19.460 --> 00:03:22.460]  (主席)我哋一齊用英文一齊讀
[00:03:22.460 --> 00:03:23.460]  (主席)好唔好呀
[00:03:23.460 --> 00:03:24.460]  (陳鑑林)Yes
[00:03:24.460 --> 00:03:25.460]  (主席)我哋一齊讀
[00:03:25.460 --> 00:03:27.460]  (主席)你帶住我哋囉各位青年人
[00:03:27.460 --> 00:03:28.460]  (陳鑑林)That's everybody ok
[00:03:28.460 --> 00:03:30.460]  (陳鑑林)All those English speakers
[00:03:30.460 --> 00:03:31.460]  (主席)All right let's go
[00:03:31.460 --> 00:03:34.460]  (主席)For to us a child is born
[00:03:34.460 --> 00:03:37.460]  (主席)To us a son is given
[00:03:37.460 --> 00:03:40.460]  (主席)And the government will be on his shoulders
[00:03:40.460 --> 00:03:42.460]  (主席)And he will be called
[00:03:42.460 --> 00:03:45.460]  (主席)Wonderful Counselor, Mighty God
[00:03:45.460 --> 00:03:48.460]  (主席)Everlasting Father, Prince of Peace
[00:03:48.460 --> 00:03:52.460]  (主席)Of the greatness of his government and peace
[00:03:52.460 --> 00:03:54.460]  (主席)There will be no end
[00:03:54.460 --> 00:03:56.460]  (主席)He will reign on David's throne
[00:03:56.460 --> 00:03:58.460]  (主席)And over his kingdom
[00:03:58.460 --> 00:04:00.460]  (主席)Establishing and upholding it
[00:04:00.460 --> 00:04:03.460]  (主席)With justice and righteousness
[00:04:03.460 --> 00:04:06.460]  (主席)From that time on and forever
[00:04:06.460 --> 00:04:08.460]  (主席)The zeal of the Lord Almighty
[00:04:08.460 --> 00:04:10.460]  (主席)Will accomplish this
[00:04:10.460 --> 00:04:14.460]  (主席)Isaiah 9:6-7
[00:04:14.460 --> 00:04:15.460]  (主席)聖經講到
[00:04:15.460 --> 00:04:17.460]  (主席)耶穌基督降世
[00:04:17.460 --> 00:04:19.460]  (主席)度成肉身的使命是什麼呢
[00:04:19.460 --> 00:04:21.460]  (陳鑑林)When the Bible says about
[00:04:21.460 --> 00:04:24.460]  (陳鑑林)Jesus came and incarnated into one of us
[00:04:24.460 --> 00:04:26.460]  (主席)就是要做天上地下
[00:04:26.460 --> 00:04:30.460]  (主席)男女老幼的君王和保護者
[00:04:30.460 --> 00:04:31.460]  (陳鑑林)He came as a king
[00:04:31.460 --> 00:04:35.460]  (陳鑑林)And to be the king and lord of all humankind
[00:04:35.460 --> 00:04:37.460]  (主席)讓我們一起看看
[00:04:37.460 --> 00:04:39.460]  (主席)這段聖經講四樣東西
[00:04:39.460 --> 00:04:41.460]  (陳鑑林)Let us go through
[00:04:41.460 --> 00:04:44.460]  (陳鑑林)the four points of this scripture
[00:04:44.460 --> 00:04:45.460]  (主席)第一樣是什麼呢
[00:04:45.460 --> 00:04:47.460]  (陳鑑林)What about the first one?
[00:04:47.460 --> 00:04:48.460]  (主席)這段聖經告訴我們
[00:04:48.460 --> 00:04:51.460]  (主席)基督的來要來早已經
[00:04:51.460 --> 00:04:52.460]  (主席)聖經裡面講了
[00:04:52.460 --> 00:04:54.460]  (主席)這個叫做寓言
[00:04:54.460 --> 00:04:56.460]  (陳鑑林)First of all we want to pay attention is
[00:04:56.460 --> 00:04:57.460]  (陳鑑林)There is actually prophecy
[00:04:57.460 --> 00:04:59.460]  (陳鑑林)about Christ coming to earth
[00:04:59.460 --> 00:05:01.460]  (主席)記不記得剛才我們讀那段聖經
[00:05:01.460 --> 00:05:03.460]  (陳鑑林)Do you remember what we just read?
[00:05:03.460 --> 00:05:06.460]  (主席)他說:因有一嬰孩為我們而生
[00:05:06.460 --> 00:05:08.460]  (主席)有一子賜給我們
[00:05:08.460 --> 00:05:09.460]  (陳鑑林)Because it says
[00:05:09.460 --> 00:05:11.460]  (陳鑑林)For to us a child is born
[00:05:11.460 --> 00:05:13.460]  (陳鑑林)To us a son is given
[00:05:13.460 --> 00:05:16.460]  (主席)一個嬰孩就代表他的人性
[00:05:16.460 --> 00:05:18.460]  (陳鑑林)A child meaning the humanity
[00:05:18.460 --> 00:05:20.460]  (主席)耶穌基督是道成肉身
[00:05:20.460 --> 00:05:21.460]  (主席)降在馬槽裡
[00:05:21.460 --> 00:05:22.460]  (主席)是真是一個人
[00:05:22.460 --> 00:05:23.460]  (主席)真是一個baby來的
[00:05:23.460 --> 00:05:26.460]  (陳鑑林)Jesus came incarnated as God
[00:05:26.460 --> 00:05:28.460]  (陳鑑林)to a human being
[00:05:28.460 --> 00:05:30.460]  (主席)It's a full humanity of Jesus
[00:05:30.460 --> 00:05:32.460]  (陳鑑林)是一個完全的人
[00:05:32.460 --> 00:05:34.460]  (主席)但是他說有一子
[00:05:34.460 --> 00:05:35.460]  (主席)有一嬰孩為我們而生
[00:05:35.460 --> 00:05:37.460]  (主席)有一子賜給我們
[00:05:37.460 --> 00:05:38.460]  (主席)這個子是什麼?是誰呢?
[00:05:38.460 --> 00:05:39.460]  (陳鑑林)And then it says
[00:05:39.460 --> 00:05:41.460]  (陳鑑林)To us a son is given
[00:05:41.460 --> 00:05:42.460]  (主席)是的,他說a son
[00:05:42.460 --> 00:05:43.460]  (主席)這個是什麼的son呢?
[00:05:43.460 --> 00:05:45.460]  (陳鑑林)是什麼的兒子呢?
[00:05:45.460 --> 00:05:46.460]  (陳鑑林)What is a son?
[00:05:46.460 --> 00:05:48.460]  (主席)Yes
[00:05:48.460 --> 00:05:51.460]  (主席)這個就講到他自己的神性
[00:05:51.460 --> 00:05:54.460]  (陳鑑林)It is about God's divinity
[00:05:54.460 --> 00:05:56.460]  (主席)當他講到神的兒子的時候
[00:05:56.460 --> 00:05:58.460]  (主席)不是代表上帝生一個兒子
[00:05:58.460 --> 00:06:02.460]  (陳鑑林)It doesn't say that Christ as son
[00:06:02.460 --> 00:06:06.460]  (陳鑑林)Not meaning that God will give birth to an actual son
[00:06:06.460 --> 00:06:08.460]  (主席)因為父與子的DNA是一樣的
[00:06:08.460 --> 00:06:10.460]  (陳鑑林)Because the father and the son
[00:06:10.460 --> 00:06:11.460]  (陳鑑林)The DNA will be the same
[00:06:11.460 --> 00:06:13.460]  (主席)所以這個"son"這個"子"
[00:06:13.460 --> 00:06:15.460]  (主席)其實就是"父"來的
[00:06:15.460 --> 00:06:16.460]  (陳鑑林)Because the son
[00:06:16.460 --> 00:06:18.460]  (陳鑑林)Meaning the father is the same
[00:06:18.460 --> 00:06:20.460]  (主席)所以代表耶穌基督來到
[00:06:20.460 --> 00:06:22.460]  (主席)祂是完全的人
[00:06:22.460 --> 00:06:24.460]  (主席)也是完全的神來到這個地上
[00:06:24.460 --> 00:06:26.460]  (陳鑑林)It tells us that
[00:06:26.460 --> 00:06:29.460]  (陳鑑林)Jesus Christ has the full divinity
[00:06:29.460 --> 00:06:30.460]  (陳鑑林)and full humanity
[00:06:30.460 --> 00:06:32.460]  (主席)那麼祂何時來到呢?
[00:06:32.460 --> 00:06:33.460]  (主席)現在我們當然知道了
[00:06:33.460 --> 00:06:35.460]  (主席)二千多年前已經來了
[00:06:35.460 --> 00:06:37.460]  (陳鑑林)And when was Jesus come
[00:06:37.460 --> 00:06:39.460]  (陳鑑林)and then we realize that it's about
[00:06:39.460 --> 00:06:41.460]  (陳鑑林)two thousand years ago
[00:06:41.460 --> 00:06:42.460]  (主席)聖經裡面說
[00:06:42.460 --> 00:06:44.460]  (主席)祂的來到和祂的再來
[00:06:44.460 --> 00:06:46.460]  (主席)我們要留意一樣東西
[00:06:46.460 --> 00:06:47.460]  (主席)叫做timing
[00:06:47.460 --> 00:06:50.460]  (陳鑑林)The Bible says about the timing of Christ
[00:06:50.460 --> 00:06:52.460]  (陳鑑林)first coming and the second coming
[00:06:52.460 --> 00:06:53.460]  (主席)你看看聖經裡面
[00:06:53.460 --> 00:06:56.460]  (主席)有一本書叫做《迦拉太書》第四章第四至五節
[00:06:56.460 --> 00:06:57.460]  (主席)裡面怎麼說?
[00:06:57.460 --> 00:06:59.460]  (陳鑑林)Well there's a book in the Bible
[00:06:59.460 --> 00:07:01.460]  (陳鑑林)It's from the Galatians
[00:07:01.460 --> 00:07:03.460]  (主席)它說及之
[00:07:03.460 --> 00:07:04.460]  (主席)我用中文讀
[00:07:04.460 --> 00:07:08.460]  (主席)及之時後滿足神就差遣祂的兒子
[00:07:08.460 --> 00:07:09.460]  (主席)為女子所生
[00:07:09.460 --> 00:07:11.460]  (主席)這生在律法以下
[00:07:11.460 --> 00:07:13.460]  (主席)要把律法以下的人贖出來
[00:07:13.460 --> 00:07:15.460]  (主席)叫我們得著兒子的名聲
[00:07:15.460 --> 00:07:16.460]  (主席)先讀英文吧
[00:07:16.460 --> 00:07:18.460]  (陳鑑林)But when the set time had fully come
[00:07:18.460 --> 00:07:23.460]  (陳鑑林)God sent His son born of woman born under the law
[00:07:23.460 --> 00:07:24.460]  (陳鑑林)to redeem those under the law
[00:07:24.460 --> 00:07:27.460]  (陳鑑林)that we might receive adoption to sonship
[00:07:27.460 --> 00:07:29.460]  (主席)重點就是我們要懂得觀察
[00:07:29.460 --> 00:07:31.460]  (主席)the timing when the time
[00:07:31.460 --> 00:07:33.460]  (主席)the set time has fully come
[00:07:33.460 --> 00:07:34.460]  (主席)就是這個意思
[00:07:34.460 --> 00:07:36.460]  (陳鑑林)We need to pay attention about the timing
[00:07:36.460 --> 00:07:37.460]  (陳鑑林)the set time
[00:07:37.460 --> 00:07:39.460]  (主席)當時候到的時候
[00:07:39.460 --> 00:07:42.460]  (主席)神就會成就祂自己的工作
[00:07:42.460 --> 00:07:44.460]  (陳鑑林)If the time comes
[00:07:44.460 --> 00:07:47.460]  (陳鑑林)then God will fulfill His promise
[00:07:47.460 --> 00:07:49.460]  (主席)所以耶穌基督的降世
[00:07:49.460 --> 00:07:51.460]  (主席)早已經在聖經裏面預言了
[00:07:51.460 --> 00:07:54.460]  (陳鑑林)There is also a prophecy of Christ coming
[00:07:54.460 --> 00:07:56.460]  (主席)到祂出生的時候
[00:07:56.460 --> 00:07:58.460]  (主席)不單單是祂出生在以色列裏面
[00:07:58.460 --> 00:08:03.460]  (主席)外國的人都來去找這個王
[00:08:03.460 --> 00:08:05.460]  (陳鑑林)Of course there is a prophecy
[00:08:05.460 --> 00:08:07.460]  (陳鑑林)about Christ coming to the nation
[00:08:07.460 --> 00:08:09.460]  (陳鑑林)but also the foreigners
[00:08:09.460 --> 00:08:10.460]  (陳鑑林)in the foreign land
[00:08:10.460 --> 00:08:12.460]  (陳鑑林)they also prophesied about Christ
[00:08:12.460 --> 00:08:15.460]  (主席)馬太福音第二章一到二節那一段
[00:08:15.460 --> 00:08:18.460]  (陳鑑林)When we look at the book of Matthew chapter two
[00:08:18.460 --> 00:08:20.460]  (陳鑑林)verses one and two
[00:08:20.460 --> 00:08:21.460]  (主席)他說當希臘王的時候
[00:08:21.460 --> 00:08:23.460]  (主席)耶穌生在猶太的伯利恆
[00:08:23.460 --> 00:08:24.460]  (主席)但是呢
[00:08:24.460 --> 00:08:26.460]  (主席)他說有幾個博士
[00:08:26.460 --> 00:08:28.460]  (主席)從東方來到耶路撒冷說
[00:08:28.460 --> 00:08:31.460]  (主席)那生下來作猶太人之王
[00:08:31.460 --> 00:08:33.460]  (主席)在哪裏呢
[00:08:33.460 --> 00:08:35.460]  (主席)我們在東方看見他的星
[00:08:35.460 --> 00:08:37.460]  (主席)得來拜他
[00:08:37.460 --> 00:08:38.460]  (陳鑑林)Now it says this
[00:08:38.460 --> 00:08:40.460]  (陳鑑林)After Jesus was born in Bethlehem in Judea
[00:08:40.460 --> 00:08:42.460]  (陳鑑林)during the time of King Herod
[00:08:42.460 --> 00:08:45.460]  (陳鑑林)Magi from the east came to Jerusalem and asked
[00:08:45.460 --> 00:08:48.460]  (陳鑑林)Where is the one who has been born King of Jews
[00:08:48.460 --> 00:08:51.460]  (陳鑑林)We saw his star when it rose
[00:08:51.460 --> 00:08:53.460]  (陳鑑林)and have come to worship him
[00:08:53.460 --> 00:08:57.460]  (主席)為甚麼外國人會去到耶路撒冷找這個王呢
[00:08:57.460 --> 00:09:02.460]  (陳鑑林)How come some foreigners came all the way to worship Jesus Christ
[00:09:02.460 --> 00:09:03.460]  (主席)因為神早已經預言
[00:09:03.460 --> 00:09:05.460]  (主席)這個王不只是給以色列人
[00:09:05.460 --> 00:09:08.460]  (主席)是給全世界的人作王的
[00:09:08.460 --> 00:09:09.460]  (陳鑑林)Now this is the magic
[00:09:09.460 --> 00:09:11.460]  (陳鑑林)because the people come to worship Jesus
[00:09:11.460 --> 00:09:14.460]  (陳鑑林)with Jesus is not the only king of Judea
[00:09:14.460 --> 00:09:17.460]  (陳鑑林)Jesus is also the king of the whole earth
[00:09:17.460 --> 00:09:21.460]  (主席)所以你知道耶穌基督不是只是做一個國家的王
[00:09:21.460 --> 00:09:23.460]  (主席)乃是神自己的安排
[00:09:23.460 --> 00:09:26.460]  (主席)做全個世界男女老幼的王
[00:09:26.460 --> 00:09:29.460]  (陳鑑林)Now you see it shows that Jesus is not only the king of Israel
[00:09:29.460 --> 00:09:32.460]  (陳鑑林)but also the king of the whole earth
[00:09:32.460 --> 00:09:34.460]  (主席)很多人以為那些博士是真的看星的
[00:09:34.460 --> 00:09:36.460]  (主席)看見星就跟著星來
[00:09:36.460 --> 00:09:38.460]  (主席)其實博士是還有第二樣東西
[00:09:38.460 --> 00:09:40.460]  (主席)是他們會來的
[00:09:40.460 --> 00:09:42.460]  (陳鑑林)Maybe many people just realize
[00:09:42.460 --> 00:09:44.460]  (陳鑑林)or understand that magi are only
[00:09:44.460 --> 00:09:46.460]  (陳鑑林)those people who understand the stars
[00:09:46.460 --> 00:09:48.460]  (陳鑑林)and the astrology
[00:09:48.460 --> 00:09:50.460]  (陳鑑林)but they know something else
[00:09:50.460 --> 00:09:52.460]  (主席)因為星的轉移呢
[00:09:52.460 --> 00:09:54.460]  (主席)很多的各樣的事呢
[00:09:54.460 --> 00:09:56.460]  (主席)時時有些特別的東西出現的
[00:09:56.460 --> 00:09:58.460]  (陳鑑林)Because astrology
[00:09:58.460 --> 00:10:00.460]  (陳鑑林)has some special phenomenon happen
[00:10:00.460 --> 00:10:02.460]  (陳鑑林)every now and then
[00:10:02.460 --> 00:10:04.460]  (主席)但是在他們那些博士
[00:10:04.460 --> 00:10:06.460]  (主席)東方大概在波斯
[00:10:06.460 --> 00:10:08.460]  (主席)或者伊朗的地方
[00:10:08.460 --> 00:10:10.460]  (主席)他們早已經有一種
[00:10:10.460 --> 00:10:12.460]  (主席)他們的先知的語言在裏面的
[00:10:12.460 --> 00:10:14.460]  (陳鑑林)Well actually from their perspective
[00:10:14.460 --> 00:10:16.460]  (陳鑑林)there is also prophecy from
[00:10:16.460 --> 00:10:18.460]  (陳鑑林)the east, meaning the
[00:10:18.460 --> 00:10:20.460]  (陳鑑林)Iranian or now the Persian people
[00:10:20.460 --> 00:10:22.460]  (主席)有一段聖經寄在
[00:10:22.460 --> 00:10:24.460]  (主席)文素記二十四章第十七節
[00:10:24.460 --> 00:10:26.460]  (陳鑑林)Because now when we pay attention
[00:10:26.460 --> 00:10:28.460]  (陳鑑林)to the book of numbers
[00:10:28.460 --> 00:10:30.460]  (主席)二十四章十七節呢,不是很多人
[00:10:30.460 --> 00:10:32.460]  (主席)或者留意這段的聖經
[00:10:32.460 --> 00:10:34.460]  (陳鑑林)Not many people
[00:10:34.460 --> 00:10:36.460]  (陳鑑林)pay attention to this particular passage
[00:10:36.460 --> 00:10:38.460]  (主席)這段聖經就是東方裏面的人
[00:10:38.460 --> 00:10:40.460]  (主席)以前他們的先知叫巴蘭
[00:10:40.460 --> 00:10:42.460]  (主席)他自己講過一個的語言
[00:10:42.460 --> 00:10:44.460]  (陳鑑林)There, it recorded
[00:10:44.460 --> 00:10:46.460]  (陳鑑林)the prophet of Balan
[00:10:46.460 --> 00:10:48.460]  (主席)他怎樣講呢
[00:10:48.460 --> 00:10:50.460]  (主席)巴蘭自己講
[00:10:50.460 --> 00:10:52.460]  (主席)他說我看見他
[00:10:52.460 --> 00:10:54.460]  (主席)我看見這個王,卻不在現時
[00:10:54.460 --> 00:10:56.460]  (主席)現在看不到
[00:10:56.460 --> 00:10:58.460]  (主席)我望到他,卻不在近日
[00:10:58.460 --> 00:11:00.460]  (主席)但是有星要出於雅國
[00:11:00.460 --> 00:11:02.460]  (主席)有象要興於以色列
[00:11:02.460 --> 00:11:04.460]  (主席)必打破摩訶的四國
[00:11:04.460 --> 00:11:06.460]  (主席)毀壞擾亂之子
[00:11:06.460 --> 00:11:08.460]  (主席)文訴記二十四章十七節
[00:11:08.460 --> 00:11:10.460]  (陳鑑林)Now listen, the prophet
[00:11:10.460 --> 00:11:12.460]  (陳鑑林)Balan says this
[00:11:12.460 --> 00:11:14.460]  (陳鑑林)I see him, but not now
[00:11:14.460 --> 00:11:16.460]  (陳鑑林)I behold him, but not near
[00:11:16.460 --> 00:11:18.460]  (陳鑑林)A star will come out of Jacob
[00:11:18.460 --> 00:11:20.460]  (陳鑑林)A scepter will rise out of Israel
[00:11:20.460 --> 00:11:22.460]  (陳鑑林)He will crush the foreheads of Moab
[00:11:22.460 --> 00:11:24.460]  (陳鑑林)And the skulls of all the people of Seth
[00:11:24.460 --> 00:11:26.460]  (主席)所以不單單他們見到那些星
[00:11:26.460 --> 00:11:28.460]  (主席)他們願意去行過千過百里
[00:11:28.460 --> 00:11:30.460]  (主席)越過千過百里
[00:11:30.460 --> 00:11:34.460]  (主席)而去找這個王
[00:11:34.460 --> 00:11:36.460]  (主席)因為他們知道
[00:11:36.460 --> 00:11:38.460]  (主席)一個王要來到這個世界
[00:11:38.460 --> 00:11:40.460]  (陳鑑林)And they travel and risk
[00:11:40.460 --> 00:11:42.460]  (陳鑑林)thousands of miles
[00:11:42.460 --> 00:11:44.460]  (陳鑑林)just to worship Jesus Christ
[00:11:44.460 --> 00:11:46.460]  (主席)所以你知道耶穌基督生出來
[00:11:46.460 --> 00:11:48.460]  (主席)他生下來就是要作王了
[00:11:48.460 --> 00:11:50.460]  (陳鑑林)Because Jesus Christ
[00:11:50.460 --> 00:11:52.460]  (陳鑑林)came to earth as king
[00:11:52.460 --> 00:11:54.460]  (主席)當耶穌受苦的時候
[00:11:54.460 --> 00:11:56.460]  (陳鑑林)when he suffered
[00:11:56.460 --> 00:11:58.460]  (主席)那個皇帝是比拉多問他
[00:11:58.460 --> 00:12:00.460]  (陳鑑林)and the pilot, the judge asked Jesus
[00:12:00.460 --> 00:12:02.460]  (主席)你是真是皇帝嗎?
[00:12:02.460 --> 00:12:04.460]  (陳鑑林)He asked Jesus
[00:12:04.460 --> 00:12:06.460]  (陳鑑林)Are you the real king?
[00:12:06.460 --> 00:12:08.460]  (主席)主怎樣答他呢?
[00:12:08.460 --> 00:12:10.460]  (陳鑑林)Jesus replied
[00:12:10.460 --> 00:12:12.460]  (主席)他說你講得對
[00:12:12.460 --> 00:12:14.460]  (陳鑑林)He said you are right
[00:12:14.460 --> 00:12:16.460]  (主席)我為此而生
[00:12:16.460 --> 00:12:18.460]  (陳鑑林)I was born with this
[00:12:18.460 --> 00:12:20.460]  (主席)我為此來到世界
[00:12:20.460 --> 00:12:22.460]  (陳鑑林)I came with this purpose
[00:12:22.460 --> 00:12:24.460]  (主席)為吸真理做見證
[00:12:24.460 --> 00:12:26.460]  (陳鑑林)I want to testify for the truth
[00:12:26.460 --> 00:12:28.460]  (主席)I want to understand what I am saying
[00:12:28.460 --> 00:12:30.460]  (陳鑑林)所以我們聖經的預言裏面
[00:12:30.460 --> 00:12:32.460]  (陳鑑林)是指著的是講耶穌基督他自己
[00:12:32.460 --> 00:12:34.460]  (陳鑑林)他就是地上作王
[00:12:34.460 --> 00:12:36.460]  (主席)and all the prophecies in the bible
[00:12:36.460 --> 00:12:38.460]  (主席)point to Jesus Christ himself
[00:12:38.460 --> 00:12:40.460]  (陳鑑林)所以我們是極之幸福的
[00:12:40.460 --> 00:12:42.460]  (陳鑑林)我們早早已經能夠認識
[00:12:42.460 --> 00:12:44.460]  (陳鑑林)這個聖經裏面所講的
[00:12:44.460 --> 00:12:46.460]  (陳鑑林)這個要來管理世界的
[00:12:46.460 --> 00:12:48.460]  (陳鑑林)的王和這個的救主
[00:12:48.460 --> 00:12:50.460]  (主席)We are the lucky bunch
[00:12:50.460 --> 00:12:52.460]  (主席)that we understand Jesus already
[00:12:52.460 --> 00:12:56.460]  (主席)is the king of this earth
[00:12:56.460 --> 00:12:58.460]  (陳鑑林)所以這段聖經講第一樣東西
[00:12:58.460 --> 00:13:00.460]  (陳鑑林)就是講到基督
[00:13:00.460 --> 00:13:02.460]  (陳鑑林)有關基督的預言
[00:13:02.460 --> 00:13:04.460]  (主席)Now the first point is about the king's advent
[00:13:04.460 --> 00:13:06.460]  (陳鑑林)耶穌自己講過在約翰福音第五章
[00:13:06.460 --> 00:13:08.460]  (主席)Jesus says this in
[00:13:08.460 --> 00:13:10.460]  (陳鑑林)John chapter 5
[00:13:10.460 --> 00:13:12.460]  (主席)約翰福音第五章
[00:13:12.460 --> 00:13:14.460]  (陳鑑林)他說給我作見證的就是這經
[00:13:14.460 --> 00:13:16.460]  (主席)He says that
[00:13:16.460 --> 00:13:18.460]  (主席)whatever testifies for me is in the scripture
[00:13:18.460 --> 00:13:20.460]  (陳鑑林)在路加福音二十四章
[00:13:20.460 --> 00:13:22.460]  (主席)主復活之後他又講過這句說話
[00:13:22.460 --> 00:13:24.460]  (陳鑑林)In Luke chapter 24
[00:13:24.460 --> 00:13:26.460]  (陳鑑林)Jesus says again
[00:13:26.460 --> 00:13:28.460]  (主席)他說摩西的律法
[00:13:28.460 --> 00:13:30.460]  (主席)先知的書或者詩篇上所記的
