
[00:00:00.000 --> 00:00:02.640]  今年尖閣禁的題目是甚麼呢?
[00:02:01.680 --> 00:02:03.360]  聖經如何教導我們
[00:02:03.360 --> 00:02:08.400]  如何將承擔這個使命繼續傳承下去
[00:02:08.400 --> 00:02:11.520]  如何將承擔這個使命繼續傳承
[00:02:11.520 --> 00:02:15.120]  我就用這段時間和大家分享
[00:02:15.120 --> 00:02:17.840]  今天我就用這段時間和大家分享
[00:02:17.840 --> 00:02:20.160]  在這段經文當中有些領受
[00:02:20.160 --> 00:02:22.240]  在這段經文當中有些領受
[00:02:22.240 --> 00:02:23.840]  可能大家會非常熟悉
[00:02:23.840 --> 00:02:25.600]  可能大家會非常熟悉
[00:02:25.600 --> 00:02:28.640]  但我們再一次思想的時候
[00:02:28.640 --> 00:02:30.560]  但我們再一次思想的時候
[00:02:30.560 --> 00:02:31.520]  對於你
[00:02:31.520 --> 00:02:32.160]  對於你
[00:02:32.160 --> 00:02:32.800]  對於我
[00:02:32.800 --> 00:02:33.360]  對於我
[00:02:33.360 --> 00:02:34.400]  都有不同的體會
[00:02:34.400 --> 00:02:35.360]  都有不同的體會
[00:02:35.360 --> 00:02:37.520]  讓我們一起低頭做一個禱告
[00:02:37.520 --> 00:02:39.520]  讓我們一起低頭做一個禱告
[00:02:39.520 --> 00:02:41.360]  天父感謝讚美你的恩典
[00:02:41.360 --> 00:02:43.040]  天父感謝讚美你的恩典
[00:02:43.040 --> 00:02:46.480]  讓我們再一次從主耶穌的清晨來到神祢的殿中
[00:02:46.480 --> 00:02:49.280]  讓我們再一次從主耶穌的清晨來到神祢的殿中
[00:02:49.280 --> 00:02:50.480]  以我們的詩歌
[00:02:50.480 --> 00:02:51.360]  以我們的詩歌
[00:02:51.360 --> 00:02:52.720]  以我們的話語敬拜祢
[00:02:52.720 --> 00:02:54.000]  以我們的話語敬拜祢
[00:02:54.000 --> 00:02:56.000]  將以下時間恭敬交到祢手裏
[00:02:56.000 --> 00:02:56.000]  將以下時間恭敬交到祢手裏
[00:02:56.000 --> 00:02:58.240]  將以下時間恭敬交到祢手裏
[00:02:58.240 --> 00:02:59.200]  求祢保守
[00:02:59.200 --> 00:02:59.920]  求祢保守
[00:02:59.920 --> 00:03:00.560]  求祢帶領
[00:03:00.560 --> 00:03:01.280]  求祢帶領
[00:03:01.280 --> 00:03:02.400]  求祢垂聽我們的禱告
[00:03:02.400 --> 00:03:03.520]  求祢垂聽我們的禱告
[00:03:03.520 --> 00:03:04.640]  禱告父主名求
[00:03:04.640 --> 00:03:06.080]  禱告父主名求
[00:03:06.080 --> 00:03:06.480]  阿門
[00:03:06.480 --> 00:03:07.120]  阿門
[00:03:07.120 --> 00:03:12.560]  我太太在家中種了一種植物叫落地生根
[00:03:12.560 --> 00:03:15.120]  我太太在家中種了一種植物叫落地生根
[00:03:15.120 --> 00:03:16.000]  我太太在家中種了一種植物叫落地生根
[00:03:16.000 --> 00:03:16.800]  就是這個
[00:03:16.800 --> 00:03:20.320]  這種植物又叫做葉生
[00:03:20.640 --> 00:03:22.720]  這種植物又叫做葉生
[00:03:22.720 --> 00:03:24.400]  天燈籠
[00:03:24.400 --> 00:03:27.840]  大環魂
[00:03:27.840 --> 00:03:30.320]  倒地簾
[00:03:30.320 --> 00:03:31.920]  又或者叫倒吊簾
[00:03:31.920 --> 00:03:33.120]  又或者叫倒吊簾
[00:03:33.120 --> 00:03:34.480]  又或者叫不死鳥
[00:03:34.480 --> 00:03:36.160]  又或者叫不死鳥
[00:03:36.160 --> 00:03:37.360]  是呀,很多的名字
[00:03:37.360 --> 00:03:39.680]  在網上找回來的
[00:03:39.680 --> 00:03:40.800]  是,我在網路上找的
[00:03:40.800 --> 00:03:43.120]  原產地在非洲的熱帶森林
[00:03:43.120 --> 00:03:45.360]  它的原產地是在非洲的森林
[00:03:45.360 --> 00:03:49.040]  它是天科落地生根的多肉植物
[00:03:49.040 --> 00:03:52.480]  它是天科落地生根的多肉植物
[00:03:52.480 --> 00:03:55.520]  我覺得它的繁殖是非常神奇
[00:03:55.520 --> 00:03:57.680]  我覺得它的繁殖是非常神奇
[00:03:57.680 --> 00:04:00.480]  打破我對一些植物繁殖的認知
[00:04:00.480 --> 00:04:02.640]  打破了我對很多植物繁殖的認知
[00:04:02.640 --> 00:04:04.880]  它在葉當中生很多的葉子
[00:04:04.880 --> 00:04:08.160]  它的葉子會生很多的小葉子
[00:04:08.160 --> 00:04:10.800]  葉子就生出來根
[00:04:10.800 --> 00:04:13.040]  而且小葉子就生出根來
[00:04:13.040 --> 00:04:15.840]  然後就在旁邊跌下泥土
[00:04:15.840 --> 00:04:17.440]  然後就在旁邊跌下泥土
[00:04:17.440 --> 00:04:18.400]  它就會繼續生長
[00:04:18.400 --> 00:04:20.720]  它就會繼續生長
[00:04:20.720 --> 00:04:26.080]  就是這樣
[00:04:26.080 --> 00:04:28.720]  一代傳一代
[00:04:28.720 --> 00:04:30.400]  這個就這樣傳承下去
[00:04:30.400 --> 00:04:32.640]  這個就這樣傳承下去
[00:04:32.640 --> 00:04:35.680]  從這個角度去看
[00:04:35.680 --> 00:04:37.920]  我們無論如何教導下一代
[00:04:37.920 --> 00:04:40.000]  我們無論如何教導下一代
[00:04:40.000 --> 00:04:41.440]  我們用不同的方法
[00:04:41.440 --> 00:04:42.800]  我們用不同的方法
[00:04:42.800 --> 00:04:44.960]  有一點是非常非常重要
[00:04:44.960 --> 00:04:46.640]  有一點是非常非常重要
[00:04:46.640 --> 00:04:50.080]  就是要在一個穩固的根基裏面
[00:04:50.080 --> 00:04:52.400]  就是要在一個穩固的根基裏面
[00:04:52.400 --> 00:04:54.720]  茁壯成長
[00:04:54.720 --> 00:04:56.160]  什麼叫做穩固的根基呢?
[00:04:56.160 --> 00:04:58.480]  什麼叫做穩固的根基呢?
[00:04:58.480 --> 00:05:00.320]  那個根基在那裏製造呢?
[00:05:00.320 --> 00:05:02.240]  那個根基是誰製作的呢?
[00:05:02.240 --> 00:05:04.720]  就是主耶穌基督所說的盤石裏面
[00:05:04.720 --> 00:05:07.680]  就是主耶穌基督所說的盤石裏面
[00:05:07.680 --> 00:05:10.240]  今天的題目是風雨中的傳承
[00:05:10.240 --> 00:05:12.640]  今天的主題是風雨中的傳承
[00:05:12.640 --> 00:05:14.880]  我們嘗試在生命記裏面
[00:05:14.880 --> 00:05:16.880]  我們嘗試在生命記裏面
[00:05:16.880 --> 00:05:18.240]  在第四章尤其是
[00:05:18.240 --> 00:05:19.680]  在第四章尤其是
[00:05:19.680 --> 00:05:23.440]  了解摩西對以色列民族的教訓
[00:05:23.440 --> 00:05:26.640]  我們來了解摩西對以色列民族的教訓
[00:05:26.640 --> 00:05:28.960]  對於我們有什麼值得學習的地方
[00:05:28.960 --> 00:05:32.000]  對於我們有什麼值得學習的地方
[00:05:32.000 --> 00:05:34.880]  弟兄姊妹,最近風雨是不是很大呢?
[00:05:34.880 --> 00:05:37.680]  弟兄姊妹,最近的風雨是否很大呢?
[00:05:37.680 --> 00:05:41.600]  我相信比颱風山豬影響我們更大
[00:05:41.600 --> 00:05:44.640]  我相信比颱風山豬影響我們更大
[00:05:44.640 --> 00:05:46.720]  但我們是如何面對前面的道路呢?
[00:05:46.720 --> 00:05:49.200]  但我們是如何面對前面的道路呢?
[00:05:49.200 --> 00:05:51.040]  我相信上帝的話語
[00:05:51.040 --> 00:05:52.640]  我相信上帝的話語
[00:05:52.640 --> 00:05:53.600]  祂的教導
[00:05:53.600 --> 00:05:54.480]  祂的教導
[00:05:54.480 --> 00:05:56.160]  仍然是我們腳前的燈
[00:05:56.160 --> 00:05:57.680]  仍然是我們腳前的燈
[00:05:57.680 --> 00:05:58.560]  路上的光
[00:05:58.560 --> 00:05:59.840]  路上的光
[00:05:59.840 --> 00:06:03.440]  生命記是舊約當中其中一個很重要的書卷
[00:06:03.440 --> 00:06:06.800]  生命記在舊約當中是一卷很重要的書卷
[00:06:06.800 --> 00:06:08.800]  猶太人對於五經視為
[00:06:08.800 --> 00:06:11.120]  在舊約當中最重要的一部分
[00:06:11.120 --> 00:06:14.880]  猶太人視這五經為舊約當中最重要的一部分
[00:06:14.880 --> 00:06:17.120]  祂的權威和神性
[00:06:17.120 --> 00:06:18.880]  祂的權威和祂的神性
[00:06:18.880 --> 00:06:20.640]  遠超過先知書
[00:06:20.640 --> 00:06:22.080]  遠超過先知書
[00:06:22.080 --> 00:06:23.280]  和著作
[00:06:23.280 --> 00:06:25.120]  或是著作
[00:06:25.120 --> 00:06:27.040]  祂是一卷信實的書
[00:06:27.040 --> 00:06:29.200]  祂是一卷信實的書
[00:06:29.200 --> 00:06:31.840]  生命記講神的話語
[00:06:31.840 --> 00:06:33.600]  生命記講神的話語
[00:06:33.600 --> 00:06:36.960]  祂對前四卷的書卷
[00:06:36.960 --> 00:06:42.960]  祂對前四卷的書卷
[00:06:42.960 --> 00:06:45.520]  祂對前四卷的書卷
[00:06:45.520 --> 00:06:46.560]  是一個注釋
[00:06:46.560 --> 00:06:47.680]  是一個注釋
[00:06:47.680 --> 00:06:50.480]  是一個應許之書
[00:06:50.480 --> 00:06:52.240]  是一個應許之書
[00:06:52.240 --> 00:06:54.800]  生命記集合了出埃及記
[00:06:54.800 --> 00:06:57.200]  生命記集合了出埃及記
[00:06:57.200 --> 00:06:58.080]  利美記
[00:06:58.080 --> 00:06:58.880]  利味記
[00:06:58.880 --> 00:06:59.920]  文素記
[00:06:59.920 --> 00:07:01.040]  民數記
[00:07:01.040 --> 00:07:02.240]  神的誡命
[00:07:02.240 --> 00:07:04.080]  當中神的誡命
[00:07:04.080 --> 00:07:06.160]  祂不是重申這個誡命
[00:07:06.160 --> 00:07:07.680]  祂並不是重申這個誡命
[00:07:07.680 --> 00:07:09.280]  是一個申明和解釋
[00:07:09.280 --> 00:07:11.120]  祂是一個申明和解釋
[00:07:11.120 --> 00:07:14.160]  所以用中文的書卷名
[00:07:14.160 --> 00:07:15.520]  是非常貼切的
[00:07:15.520 --> 00:07:16.800]  所以用中文的書卷名
[00:07:16.800 --> 00:07:17.920]  是非常貼切的
[00:07:17.920 --> 00:07:18.960]  申明
[00:07:18.960 --> 00:07:21.840]  申命
[00:07:21.840 --> 00:07:25.520]  有聖經學者對五經的描述
[00:07:25.520 --> 00:07:28.320]  有聖經學者對五經的描述
[00:07:28.320 --> 00:07:30.240]  創世記講神的心意
[00:07:30.240 --> 00:07:31.920]  創世記說神的心意
[00:07:31.920 --> 00:07:33.280]  是起源的書
[00:07:33.280 --> 00:07:34.720]  是起源之書
[00:07:34.720 --> 00:07:36.560]  出埃及記講神的工作
[00:07:36.560 --> 00:07:38.640]  出埃及記說神的工作
[00:07:38.640 --> 00:07:39.760]  是救贖的書
[00:07:39.760 --> 00:07:41.280]  是救贖之書
[00:07:41.280 --> 00:07:43.120]  利美記講神的道路
[00:07:43.120 --> 00:07:44.800]  利味記講神的道路
[00:07:44.800 --> 00:07:45.840]  是聖潔之書
[00:07:45.840 --> 00:07:47.280]  是聖潔之書
[00:07:47.280 --> 00:07:49.200]  文素記講神的帶領
[00:07:49.200 --> 00:07:50.880]  民數記講神的帶領
[00:07:50.880 --> 00:07:51.920]  是信實的書
[00:07:51.920 --> 00:07:53.280]  是信實的書
[00:07:53.280 --> 00:07:55.040]  生命記講神的話語
[00:07:55.040 --> 00:07:56.560]  生命記講神的話語
[00:07:56.560 --> 00:07:58.960]  就是對前面的四書作一個注釋
[00:07:58.960 --> 00:08:01.280]  就是對前面四卷書的注釋
[00:08:01.280 --> 00:08:02.560]  就是應許之書
[00:08:02.560 --> 00:08:03.680]  就是應許之書
[00:08:03.680 --> 00:08:05.680]  所以生命記的重要性
[00:08:05.680 --> 00:08:07.360]  所以生命記它的重要性
[00:08:07.360 --> 00:08:11.520]  是整卷的一個俗心的書
[00:08:11.520 --> 00:08:14.160]  它整卷叫做一個軸心的書
[00:08:14.160 --> 00:08:17.760]  它將律法和舊約中的描述的
[00:08:17.760 --> 00:08:20.800]  有關以色列的歷史連接起來
[00:08:20.800 --> 00:08:24.720]  它將律法和舊約當中所描述以色列人的歷史
[00:08:24.720 --> 00:08:26.240]  它把它連結起來
[00:08:26.240 --> 00:08:28.240]  也是組成摩西的律法
[00:08:28.240 --> 00:08:30.000]  組成了摩西的律法
[00:08:30.000 --> 00:08:32.720]  猶太人叫做Torah
[00:08:32.720 --> 00:08:35.360]  猶太人稱之為Torah
[00:08:35.360 --> 00:08:37.440]  因為這個是法律的最高點
[00:08:37.440 --> 00:08:39.600]  因為這個是法律的最高點
[00:08:39.600 --> 00:08:42.160]  這個也是現代學者所謂的
[00:08:42.160 --> 00:08:44.080]  講生命的歷史
[00:08:44.080 --> 00:08:48.320]  這個也是現代的學者所說的生命的歷史
[00:08:48.320 --> 00:08:49.520]  所以我再重申一次
[00:08:49.520 --> 00:08:51.120]  生命記本身包含
[00:08:51.120 --> 00:08:55.200]  也會影響後面我們所看的書卷裏面
[00:08:55.200 --> 00:08:56.480]  所以我再次聲明
[00:08:56.480 --> 00:08:58.400]  生命記這本書
[00:08:58.400 --> 00:09:00.960]  它也會影響我們後面看的書卷
[00:09:00.960 --> 00:09:03.600]  又是約書也記、史詩記
[00:09:03.600 --> 00:09:05.760]  譬如約書也記、史詩記
[00:09:05.760 --> 00:09:08.480]  撒姆爾記上下
[00:09:08.480 --> 00:09:09.920]  撒姆爾記上下
[00:09:09.920 --> 00:09:11.440]  獵王記上下
[00:09:11.440 --> 00:09:12.960]  獵王記上下
[00:09:12.960 --> 00:09:14.560]  所以這個是
[00:09:14.560 --> 00:09:18.640]  我們有理由相信生命記看成整本書的一個基礎
[00:09:18.640 --> 00:09:22.560]  所以我們有理由相信生命記是這整本書的一個基礎
[00:09:22.560 --> 00:09:24.800]  生命記所講的歷史背景
[00:09:24.800 --> 00:09:26.880]  生命記所提到的歷史背景
[00:09:26.880 --> 00:09:30.720]  就是摩西率領以色列人出埃及
[00:09:30.720 --> 00:09:33.600]  就是摩西率領以色列人出埃及
[00:09:33.600 --> 00:09:35.840]  經過三十八年在曠野飄流
[00:09:35.840 --> 00:09:38.880]  經過三十八年在曠野飄流
[00:09:38.880 --> 00:09:42.560]  到死海東岸摩亞平原為止
[00:09:42.560 --> 00:09:45.520]  到了死海東岸的摩亞平原
[00:09:45.520 --> 00:09:47.360]  這個就是生命記的背景
[00:09:47.360 --> 00:09:49.200]  這個就是生命記的背景
[00:09:49.200 --> 00:09:53.200]  從民數記十章二十二章記載
[00:09:53.200 --> 00:09:55.920]  以色列人在三十八年的曠野生活
[00:09:55.920 --> 00:09:59.680]  我們從民數記十章到二十二章記載著
[00:09:59.680 --> 00:10:03.360]  以色列人在三十八年在曠野的記錄
[00:10:03.360 --> 00:10:07.600]  先是從以色列民在西南裏面起營
[00:10:07.600 --> 00:10:11.040]  先是以色列人民他們從西南起營
[00:10:11.040 --> 00:10:14.720]  原本北行十一日就可以抵達巴以南
[00:10:14.720 --> 00:10:21.600]  巴以南四十里的迦底斯的巴尼亞
[00:10:21.600 --> 00:10:25.280]  原本他只要上北行十一天就能夠抵達
[00:10:25.280 --> 00:10:28.240]  巴以南四十里的迦底斯巴尼亞
[00:10:28.240 --> 00:10:32.720]  亦是迦南上帝應許之地之前的一個地方
[00:10:32.720 --> 00:10:36.720]  亦是迦南上帝應許之地之前的一個地方
[00:10:36.720 --> 00:10:43.120]  以色列人民派出十二個探子回報迦南的情況
[00:10:43.120 --> 00:10:48.240]  以色列人民派出十二個探子回報迦南當地的情況
[00:10:48.240 --> 00:10:51.040]  但他們竟然膽戰心驚
[00:10:51.040 --> 00:10:53.360]  但他們竟然膽戰心驚
[00:10:53.360 --> 00:10:54.960]  違背神的意思
[00:10:54.960 --> 00:10:56.640]  他們違背神的意思
[00:10:56.640 --> 00:10:59.520]  而不敢進攻這個地方
[00:10:59.520 --> 00:11:01.360]  而不敢進攻這個地方
[00:11:01.360 --> 00:11:03.840]  結果漂流在這個地方三十八年
[00:11:03.840 --> 00:11:06.320]  結果漂流在曠野三十八年
[00:11:06.320 --> 00:11:10.080]  結果出埃及二十歲以上的男丁
[00:11:10.080 --> 00:11:14.080]  結果出埃及二十歲以上的男丁
[00:11:14.080 --> 00:11:17.200]  在這個地方老而死
[00:11:17.200 --> 00:11:19.200]  都在這些地方老而死
[00:11:19.200 --> 00:11:21.760]  所以新一代亦都在這個地方開始
[00:11:21.760 --> 00:11:23.920]  所以新一代亦都在這些地方
[00:11:23.920 --> 00:11:25.920]  開始進入摩訶這個平原
[00:11:25.920 --> 00:11:27.920]  就開始進入摩訶平原
[00:11:27.920 --> 00:11:32.720]  民宿記二十章到三十六章所記載
[00:11:32.720 --> 00:11:35.920]  民宿記二十到三十六章記載
[00:11:35.920 --> 00:11:38.960]  這個都是佔領河東這個地方
[00:11:38.960 --> 00:11:40.640]  經過河東這個地方
[00:11:40.640 --> 00:11:42.640]  就是經過河東這個地方
[00:11:42.640 --> 00:11:49.280]  生命記亦都是美摩西對新一代的以色列人的一個教誨
[00:11:49.280 --> 00:11:52.880]  生命記亦是摩西對新一代人的一個教誨
[00:11:52.880 --> 00:11:56.400]  所以生命記裏面重新對以色列人的一個誡命
[00:11:56.400 --> 00:12:00.880]  所以生命記重申了摩西對以色列人的一個誡命
[00:12:00.880 --> 00:12:03.440]  生命記一章一到四節
[00:12:03.440 --> 00:12:05.440]  生命記一章一到四節
[00:12:05.440 --> 00:12:06.480]  五到一節
[00:12:06.480 --> 00:12:07.360]  五到一節
[00:12:07.360 --> 00:12:08.560]  二十九章一節
[00:12:08.560 --> 00:12:10.560]  二十九章一節
[00:12:10.560 --> 00:12:12.320]  和前幾章再不同的
[00:12:12.320 --> 00:12:15.040]  生命記是真的有教誨的意味
[00:12:15.040 --> 00:12:19.120]  和前幾本書不同的是生命記它真的有教誨的意味
[00:12:19.120 --> 00:12:24.240]  摩西好,他將上一代的失敗為鑑
[00:12:24.240 --> 00:12:28.480]  摩西他提醒我們上一代要以失敗為鑑
[00:12:28.480 --> 00:12:30.480]  向下一代交代他的使命
[00:12:30.480 --> 00:12:32.880]  向下一代交代他們的使命
[00:12:32.880 --> 00:12:35.920]  過去三十八年來,我們看到新的
[00:12:35.920 --> 00:12:37.920]  從三十八年過去了
[00:12:37.920 --> 00:12:39.280]  三十八年過去了
[00:12:39.280 --> 00:12:41.680]  我們看到新的年代即將來臨
[00:12:41.680 --> 00:12:44.080]  我們看到新的年代即將來臨
[00:12:44.080 --> 00:12:45.520]  環境即將改變
[00:12:45.520 --> 00:12:47.040]  環境即將改變
[00:12:47.040 --> 00:12:49.120]  從曠野到應許之地
[00:12:49.120 --> 00:12:51.120]  從曠野到應許之地
[00:12:51.120 --> 00:12:55.120]  從漂流生活進入一個固定的生活
[00:12:55.120 --> 00:12:58.080]  從漂流的生活進到一個固定的生活
[00:12:58.080 --> 00:13:00.480]  由一個帶領四十年的領袖
[00:13:00.480 --> 00:13:02.720]  一個帶領他們四十年的領袖
[00:13:02.720 --> 00:13:05.040]  轉換成一個青年的領袖
[00:13:05.040 --> 00:13:06.880]  轉換成一個青年的領袖
[00:13:06.880 --> 00:13:08.880]  一代新人換舊人
[00:13:08.880 --> 00:13:10.720]  一代新人換舊人
[00:13:10.720 --> 00:13:14.480]  這一切對以色列人來說是一個很大的挑戰
[00:13:14.480 --> 00:13:17.840]  這一切對以色列人來說是一個很大的挑戰
[00:13:17.840 --> 00:13:23.520]  所以領袖摩西知道他將要退下這個火線
[00:13:23.520 --> 00:13:27.920]  所以領袖摩西知道他將要退下這個火線
[00:13:27.920 --> 00:13:30.880]  所以他非常清楚傳承這個重要
[00:13:30.880 --> 00:13:34.480]  所以他非常清楚傳承的重要性
[00:13:34.480 --> 00:13:41.680]  所以在生命裡,摩西再重申他所說的每一句說話
[00:13:41.680 --> 00:13:46.320]  所以在生命裡,摩西再重申他所說的每一句說話
[00:13:46.320 --> 00:13:48.160]  都是經過精挑細選
[00:13:48.160 --> 00:13:50.160]  都是經過精挑細選
[00:13:50.160 --> 00:13:54.480]  目的是教訓下一代必要去進取
[00:13:54.480 --> 00:13:57.760]  目的是教訓下一代必要去進取
[00:13:57.760 --> 00:14:01.120]  萬萬不可重蹈上一代的覆轍
[00:14:01.120 --> 00:14:03.680]  萬萬不可重蹈上一代的覆轍
[00:14:03.680 --> 00:14:06.240]  所以我在這裡說
[00:14:06.240 --> 00:14:09.600]  生命裡主要不是回顧
[00:14:09.600 --> 00:14:12.320]  生命裡主要不是回顧
[00:14:12.320 --> 00:14:15.520]  而是樂觀地向前面對未來
[00:14:15.520 --> 00:14:18.640]  而是樂觀地向前展望未來
[00:14:18.640 --> 00:14:23.280]  以色列人對神有關在埃及的一個應許
[00:14:23.280 --> 00:14:28.240]  以色列人對神有關在埃及的一個應許
[00:14:28.240 --> 00:14:31.680]  擁抱這個很重要的觀念
[00:14:31.680 --> 00:14:37.760]  擁抱這個很重要的觀念
[00:14:37.760 --> 00:14:40.720]  生命記裡面其實可以分三章
[00:14:40.720 --> 00:14:44.640]  生命記裡面其實可以分三章
[00:14:44.640 --> 00:14:48.720]  第一章就是歷史的回顧
[00:14:48.720 --> 00:14:53.120]  第二章就是展望未來
[00:14:53.120 --> 00:14:59.360]  第三章就是重新立約去認識上帝的恩典
[00:14:59.360 --> 00:15:04.720]  第三章就是重新立約去認識上帝的恩典
[00:15:04.720 --> 00:15:08.880]  承擔選擇的禍福
[00:15:08.880 --> 00:15:13.920]  也都寫成為一個具體的文字
[00:15:13.920 --> 00:15:16.160]  也都具體的被寫成文字
[00:15:16.160 --> 00:15:20.240]  所以今天我們從這三個角度
[00:15:20.240 --> 00:15:23.920]  去了解四章一到十節的經文
[00:15:23.920 --> 00:15:26.800]  所以我們今天就從這樣的角度去了解
[00:15:26.800 --> 00:15:28.960]  四章一到十節的經文
[00:15:28.960 --> 00:15:36.160]  我們過去可以從一個過去
[00:15:36.160 --> 00:15:40.800]  我們今天嘗試用過去、現在、未來去了解
[00:15:40.800 --> 00:15:43.040]  和未來去了解
[00:15:43.040 --> 00:15:44.480]  換句話來說
[00:15:44.480 --> 00:15:48.720]  摩西第一篇的講章正是第一章到第四節
[00:15:48.720 --> 00:15:54.560]  換句話說摩西第一篇的講章正是第一章到第四章
[00:15:54.560 --> 00:16:01.840]  也都我們說是回顧歷史和展望未來的講章
[00:16:01.840 --> 00:16:04.640]  第一章到第三章是有
[00:16:04.640 --> 00:16:08.160]  秩序和重複在曠野漂流的記載
[00:16:08.160 --> 00:16:14.400]  第一章到第三章是有次序的去重複的記載著曠野的漂流
[00:16:14.400 --> 00:16:20.240]  第四章的目的是從歷史經過勸導以色列人向前展望將來
[00:16:20.240 --> 00:16:26.720]  第四章的目的就是從歷史經歷勸勉以色列人向前展望未來
[00:16:26.720 --> 00:16:29.920]  同時我們是要敬畏上帝為重
[00:16:29.920 --> 00:16:32.400]  同時必定要敬畏上帝
[00:16:32.400 --> 00:16:36.640]  而第四章也是在生命記裡面最具神學思想的一章
[00:16:36.640 --> 00:16:41.040]  而第四章也是生命記當中最具備神學性的一章
[00:16:41.040 --> 00:16:43.200]  在風格上和前三章是很不同
[00:16:43.200 --> 00:16:46.080]  在風格上和前四章是非常不同
[00:16:46.080 --> 00:16:49.840]  為什麼摩西會這麼緊張以色列人
[00:16:49.840 --> 00:16:52.640]  為什麼摩西會這麼緊張以色列人
[00:16:52.640 --> 00:16:56.000]  在第四章第一節和第四節
[00:16:56.000 --> 00:16:58.640]  在第四章第一節和第四節
[00:16:58.640 --> 00:17:00.240]  清楚告訴我們
[00:17:00.240 --> 00:17:01.840]  清楚告訴我們
[00:17:01.840 --> 00:17:05.120]  這是關乎以色列人的存活的問題
[00:17:05.120 --> 00:17:08.400]  這是關乎以色列人存活的問題
[00:17:08.400 --> 00:17:14.560]  首先,摩西很正面面對他們的歷史
[00:17:14.560 --> 00:17:18.960]  首先,摩西很正面面對他們的歷史
[00:17:18.960 --> 00:17:21.440]  在摩西的發言裡面
[00:17:21.440 --> 00:17:23.200]  在摩西的發言裡面
[00:17:23.200 --> 00:17:24.720]  他不用花言巧語
[00:17:24.720 --> 00:17:26.240]  他不用花言巧語
[00:17:26.240 --> 00:17:31.200]  他只是如實反映過去以色列人所經歷的一切
[00:17:31.200 --> 00:17:35.600]  他是如實反映以色列人過去所經歷的一切
[00:17:35.600 --> 00:17:37.440]  對於歷史來說
[00:17:37.440 --> 00:17:38.960]  對於歷史來說
