
[00:00:00.000 --> 00:00:03.560]  在耶穌登山的結尾部分
[00:02:27.200 --> 00:02:33.000]  你基本上可以將多重的選擇都歸做兩種的選擇
[00:02:33.000 --> 00:02:34.400]  特別是我們每一天
[00:02:34.400 --> 00:02:37.400]  我們去洗手間你就會很容易分
[00:02:37.400 --> 00:02:39.400]  你是去男廁還是女廁
[00:02:39.400 --> 00:02:43.400]  好像這個slide裡面給我們看見
[00:02:43.400 --> 00:02:44.400]  men to the left
[00:02:44.400 --> 00:02:49.200]  because women are always right
[00:02:49.200 --> 00:02:53.200]  所以下一次你去到洗手間
[00:02:53.200 --> 00:02:54.600]  你知道在哪邊
[00:02:54.600 --> 00:02:57.200]  不過很多商場不一定是這樣擺的
[00:02:57.200 --> 00:02:59.000]  你還是看清楚一點好
[00:02:59.000 --> 00:03:02.000]  不過最近我看到美國總統竟然出來
[00:03:02.000 --> 00:03:03.600]  就跟大家說
[00:03:03.600 --> 00:03:07.200]  有些人是有性別認知障礙的
[00:03:07.200 --> 00:03:09.600]  所以他現在在美國就鼓吹
[00:03:09.600 --> 00:03:11.800]  是要男女同廁
[00:03:11.800 --> 00:03:13.400]  很多人反對
[00:03:13.400 --> 00:03:14.600]  不過反對無效
[00:03:14.600 --> 00:03:18.000]  總統先生他都要推行這件事
[00:03:18.000 --> 00:03:20.400]  說我們不可以歧視這一類的人
[00:03:20.400 --> 00:03:25.000]  有時候我看見這個世代越來越很多的迷失
[00:03:25.000 --> 00:03:28.400]  當人找不到什麼為之
[00:03:28.400 --> 00:03:34.000]  所謂是非黑白或者很多的道德的事情的時候
[00:03:34.000 --> 00:03:35.400]  在第一世紀的時候
[00:03:35.400 --> 00:03:38.400]  一樣我們會看見主耶穌身處的時代
[00:03:38.400 --> 00:03:42.400]  已經是有多元宗教多元文化的出現
[00:03:42.400 --> 00:03:46.000]  但是他讓我們透過這個登山補訓
[00:03:46.000 --> 00:03:49.400]  是很清楚看見是兩個的選擇
[00:03:49.400 --> 00:03:51.000]  而你不要選錯
[00:03:51.000 --> 00:03:54.000]  這個選擇其實是很清晰的
[00:03:54.000 --> 00:03:57.200]  一個聰明的人是不會選錯
[00:03:57.200 --> 00:03:58.200]  你要選擇基督
[00:03:58.200 --> 00:04:00.400]  要不就是拒絕基督
[00:04:00.400 --> 00:04:01.800]  就是這麼簡單
[00:04:01.800 --> 00:04:05.000]  原來人生裏面好像有很多的選擇
[00:04:05.000 --> 00:04:08.000]  但是看第一組這個對比的時候
[00:04:08.000 --> 00:04:10.800]  耶穌指出兩條的門路
[00:04:10.800 --> 00:04:12.400]  主的要求就是說
[00:04:12.400 --> 00:04:14.000]  我們要進天國的人
[00:04:14.000 --> 00:04:16.400]  就必須要通過這個閘門
[00:04:16.400 --> 00:04:18.800]  走在這條小的路徑上面
[00:04:18.800 --> 00:04:20.600]  但始終我們是知道
[00:04:20.600 --> 00:04:23.200]  這個是引領我們去到永生
[00:04:23.200 --> 00:04:26.600]  這個永生不是說到信耶穌得永生
[00:04:26.600 --> 00:04:28.200]  有很多人有一個誤解
[00:04:28.200 --> 00:04:31.000]  以為信主耶穌就是將來上天堂
[00:04:31.000 --> 00:04:32.200]  才叫永生
[00:04:32.200 --> 00:04:33.000]  不是
[00:04:33.000 --> 00:04:36.400]  信耶穌得永生是說你現世
[00:04:36.400 --> 00:04:39.400]  說你今天在這個世界上
[00:04:39.400 --> 00:04:43.600]  你信主那一刻已經是永生的開始
[00:04:43.600 --> 00:04:47.800]  永生是表示我們和上帝之間的關係可以復和
[00:04:47.800 --> 00:04:50.800]  你亦都能夠與別人與自己去和好
[00:04:50.800 --> 00:04:54.000]  因為神的兒子耶穌為我們的罪
[00:04:54.000 --> 00:04:55.600]  釘身在十字架上
[00:04:55.600 --> 00:04:57.600]  流出寶血去拯救我們
[00:04:57.600 --> 00:05:01.800]  當我們願意接受這個恩典和禮物的時候
[00:05:01.800 --> 00:05:05.400]  永生的關係已經在那裏開始
[00:05:05.400 --> 00:05:09.800]  但是耶穌要在這裏指示和提醒我們
[00:05:09.800 --> 00:05:12.400]  我們必須走在這條正路上面
[00:05:12.400 --> 00:05:16.200]  究竟這條小路裏面為何有這麼多人錯過了呢?
[00:05:16.200 --> 00:05:18.200]  因為在第一世紀的時候
[00:05:18.200 --> 00:05:20.200]  很多猶太人都很敬虔
[00:05:20.200 --> 00:05:23.200]  他們很熟悉舊約的那些律法
[00:05:23.200 --> 00:05:28.200]  他們整天都有機會聽法利塞人文士的講解
[00:05:28.200 --> 00:05:33.600]  但是他們錯過了這個最重要舊約要啟示的正義
[00:05:33.600 --> 00:05:36.200]  就是新約要來的這位主耶穌
[00:05:36.200 --> 00:05:37.600]  他們竟然拒絕
[00:05:37.600 --> 00:05:40.800]  他們沒有謙卑去接受主的那個救恩
[00:05:40.800 --> 00:05:43.000]  白福裏頭第一個福氣
[00:05:43.000 --> 00:05:44.200]  耶穌講得很清楚
[00:05:44.200 --> 00:05:45.800]  就是我們要虛心
[00:05:45.800 --> 00:05:47.400]  虛心的人有福
[00:05:47.400 --> 00:05:49.800]  因為天國是他們的
[00:05:49.800 --> 00:05:52.200]  是屬於這一班的人
[00:05:52.200 --> 00:05:56.600]  當他們體認到原來我們是貧乏的
[00:05:56.600 --> 00:05:58.400]  我們是一無所有的
[00:05:58.400 --> 00:06:00.800]  我們需要在神的面前知道
[00:06:00.800 --> 00:06:02.400]  不是靠我們的善行
[00:06:02.400 --> 00:06:04.400]  不是靠我們的功德努力
[00:06:04.400 --> 00:06:05.600]  我們要進天國的
[00:06:05.600 --> 00:06:06.800]  全部都不是
[00:06:06.800 --> 00:06:11.800]  原來就是靠著耶穌為我們所成就這個十誡的救恩
[00:06:11.800 --> 00:06:13.800]  但困難的地方也在這裏
[00:06:13.800 --> 00:06:17.200]  因為耶穌不單止給我們這個十誡的救恩
[00:06:17.200 --> 00:06:19.600]  他呼召他的門徒跟隨他
[00:06:19.600 --> 00:06:23.200]  是要天天背起十字架來跟隨他
[00:06:23.200 --> 00:06:27.200]  進天國這條路也是十字架的路
[00:06:27.200 --> 00:06:31.600]  所以進天國的人需要謙卑去悔改
[00:06:31.600 --> 00:06:34.600]  我們都要照著登山補訓
[00:06:34.600 --> 00:06:36.800]  讓我們得救之後
[00:06:36.800 --> 00:06:39.000]  我們那個天國的倫理價值觀
[00:06:39.000 --> 00:06:40.400]  我們去接受
[00:06:40.400 --> 00:06:44.600]  也都去實踐在我們每一天的生活
[00:06:44.600 --> 00:06:47.400]  因此信耶穌的人
[00:06:47.400 --> 00:06:51.000]  他一樣要面對可能健康有問題
[00:06:51.000 --> 00:06:53.200]  或者有逼迫
[00:06:53.200 --> 00:06:55.400]  特別在第一世紀真的不簡單
[00:06:55.400 --> 00:06:59.400]  那些信徒他們相信主接受他的救恩的時候
[00:06:59.400 --> 00:07:02.800]  同樣要面對甚至財產會失去
[00:07:02.800 --> 00:07:06.600]  他們的工作的晉升機會會有困難
[00:07:06.600 --> 00:07:10.000]  甚至是要殉道
[00:07:10.000 --> 00:07:11.800]  歷世歷代都有這些信徒
[00:07:11.800 --> 00:07:13.200]  為了他們的信仰
[00:07:13.200 --> 00:07:14.800]  不單止流血
[00:07:14.800 --> 00:07:17.000]  甚至最後連生命都犧牲
[00:07:17.000 --> 00:07:20.400]  最近在肯尼亞大學裏面
[00:07:20.400 --> 00:07:23.200]  你看見百多位這些基督徒學生
[00:07:23.200 --> 00:07:25.800]  他們被那些極端的回教徒
[00:07:25.800 --> 00:07:27.600]  用槍指著他們的時候
[00:07:27.600 --> 00:07:29.200]  你信回教還是信基督教
[00:07:29.200 --> 00:07:31.200]  他說我是信基督教
[00:07:31.200 --> 00:07:32.800]  他就一槍扮他
[00:07:32.800 --> 00:07:35.200]  就這樣他就離開世界
[00:07:35.200 --> 00:07:38.400]  今日基督徒的逼迫仍然存在
[00:07:38.400 --> 00:07:39.800]  是這麼真實的
[00:07:39.800 --> 00:07:42.800]  主耶穌說在《約翰福音》十章裏
[00:07:42.800 --> 00:07:44.800]  祂說祂就是羊的門
[00:07:44.800 --> 00:07:47.600]  我們需要通過祂
[00:07:47.600 --> 00:07:53.000]  我們才能得到豐盛而有的生命
[00:07:53.000 --> 00:07:56.600]  耶穌是我們得救的確據
[00:07:56.600 --> 00:07:59.000]  也是必須要通過祂
[00:07:59.000 --> 00:08:02.000]  所以彼得和約翰
[00:08:02.000 --> 00:08:05.000]  他在初期教會一開始的時候
[00:08:05.000 --> 00:08:06.800]  他們去傳這位復活的主
[00:08:06.800 --> 00:08:09.200]  他遇到很多的迫害
[00:08:09.200 --> 00:08:10.800]  拉到官府面前
[00:08:10.800 --> 00:08:12.200]  要他們不可以傳
[00:08:12.200 --> 00:08:13.800]  他們怎樣說呢
[00:08:13.800 --> 00:08:15.600]  他說除了耶穌以外
[00:08:15.600 --> 00:08:17.800]  天下沒有次下別的名
[00:08:17.800 --> 00:08:19.800]  我們可以靠著得救
[00:08:19.800 --> 00:08:21.200]  如果你今日明白
[00:08:21.200 --> 00:08:23.400]  為何在這麼多的宗教裏面
[00:08:23.400 --> 00:08:27.200]  唯有基督教那種信仰
[00:08:27.200 --> 00:08:30.800]  十戒這種救贖是關鍵
[00:08:30.800 --> 00:08:33.200]  有一首詩歌說路是很難走
[00:08:33.200 --> 00:08:35.000]  但是主的恩典是足夠
[00:08:35.000 --> 00:08:38.200]  我們走這條十戒的路是真的
[00:08:38.200 --> 00:08:40.800]  我們明白了這個第一個對比
[00:08:40.800 --> 00:08:44.400]  正是很重要作門徒的一個責任
[00:08:44.400 --> 00:08:48.000]  主的要求就是我們要走在這條正路裏面
[00:08:48.000 --> 00:08:51.200]  因為這個才能通到永生
[00:08:51.200 --> 00:08:52.400]  我們看第二方面
[00:08:52.400 --> 00:08:54.000]  主就提醒我們
[00:08:54.000 --> 00:08:58.600]  我們進入這條小路
[00:08:58.600 --> 00:09:01.000]  走在這個閘門裏面的時候
[00:09:01.000 --> 00:09:03.000]  我們就會體會一樣東西
[00:09:03.000 --> 00:09:05.600]  原來我們要留意
[00:09:05.600 --> 00:09:09.200]  不要讓那些假先知來迷惑我們
[00:09:09.200 --> 00:09:10.800]  主在這裏講得很清楚
[00:09:10.800 --> 00:09:13.000]  好的樹會結好果子
[00:09:13.000 --> 00:09:15.000]  因為荊棘擇泥
[00:09:15.000 --> 00:09:18.000]  不會來結出葡萄或者無花果
[00:09:18.000 --> 00:09:20.000]  聖經裏面
[00:09:20.000 --> 00:09:23.000]  有很多處的地方都講到荊棘擇泥
[00:09:23.000 --> 00:09:26.600]  而聖經最早的開始提到這一種植物
[00:09:26.600 --> 00:09:28.800]  就在《創世紀第三章》
[00:09:28.800 --> 00:09:30.400]  當亞當夏娃犯罪
[00:09:30.400 --> 00:09:31.600]  不聽神的說話
[00:09:31.600 --> 00:09:33.000]  吃了禁果之後
[00:09:33.000 --> 00:09:36.400]  上帝主動去尋找失喪的人
[00:09:36.400 --> 00:09:38.200]  在當中對亞當說
[00:09:38.200 --> 00:09:41.200]  你以後你要工作要汗流滿面
[00:09:41.200 --> 00:09:42.400]  才得糊口
[00:09:42.400 --> 00:09:46.000]  因為地上是生出荊棘擇泥
[00:09:46.000 --> 00:09:50.200]  這些荊棘擇泥在整個以色列國是很普遍的
[00:09:50.200 --> 00:09:53.200]  原來當中他們有超過250種
[00:09:53.200 --> 00:09:56.000]  這些是有刺的植物
[00:09:56.000 --> 00:09:58.800]  這些植物是很強的生命力
[00:09:58.800 --> 00:10:00.000]  經過山火之後
[00:10:00.000 --> 00:10:02.800]  它仍然可以再一次增生
[00:10:02.800 --> 00:10:05.800]  所以農夫最怕遇到這些荊棘擇泥
[00:10:05.800 --> 00:10:07.400]  需要剷除它
[00:10:07.400 --> 00:10:12.000]  那些收成才能夠不會受影響
[00:10:12.000 --> 00:10:15.600]  在聖經裏面讓我們看這個荊棘擇泥
[00:10:15.600 --> 00:10:19.200]  正是代表著一些生命裏面
[00:10:19.200 --> 00:10:22.400]  我們不要讓這些去纏累我們
[00:10:22.400 --> 00:10:26.000]  我們需要有真正的突破
[00:10:26.000 --> 00:10:30.800]  我們在上帝裏面要結好的果子的時候
[00:10:30.800 --> 00:10:34.600]  你必須有真理
[00:10:34.600 --> 00:10:38.600]  耶穌就要我們聽真先知的說話
[00:10:38.600 --> 00:10:41.200]  耶穌祂才是真理的所在
[00:10:41.200 --> 00:10:43.600]  這些假先知我們怎樣提防呢
[00:10:43.600 --> 00:10:47.600]  其實有兩方面我們可以去提防
[00:10:47.600 --> 00:10:51.600]  很快就可以辨認出哪些是真哪些是假的先知
[00:10:51.600 --> 00:10:54.200]  第一方面就是這些先知
[00:10:54.200 --> 00:10:57.400]  他們怎樣去傳上帝的說話呢
[00:10:57.400 --> 00:11:00.600]  在耶利米蘇二十三章九曰裏面提到
[00:11:00.600 --> 00:11:03.000]  萬君的耶和華如此說
[00:11:03.000 --> 00:11:05.400]  這些先知向你們說預言
[00:11:05.400 --> 00:11:07.800]  你們不要聽他們的話
[00:11:07.800 --> 00:11:12.400]  這幫假先知他們是以虛空的教訓你們
[00:11:12.400 --> 00:11:14.800]  所說的意象是出於他們自己的心
[00:11:14.800 --> 00:11:17.200]  不是出於耶和華的口
[00:11:17.200 --> 00:11:21.600]  原來這幫假先知是假奉耶和華的名
[00:11:21.600 --> 00:11:23.800]  講虛假的應許
[00:11:23.800 --> 00:11:25.200]  他對人說
[00:11:25.200 --> 00:11:27.400]  耶和華說你們必享平安
[00:11:27.400 --> 00:11:31.200]  又對一切按自己環境的心而行的人說
[00:11:31.200 --> 00:11:33.600]  必沒有災禍臨到你們
[00:11:33.600 --> 00:11:37.200]  這些假先知就是面對那些犯罪的人
[00:11:37.200 --> 00:11:39.800]  抵擋上帝不肯進行神心意的人
[00:11:39.800 --> 00:11:41.000]  他都說沒事的
[00:11:41.000 --> 00:11:41.800]  你沒事的
[00:11:41.800 --> 00:11:43.200]  你有平安
[00:11:43.200 --> 00:11:45.800]  有上帝的賜福
[00:11:45.800 --> 00:11:48.600]  你就要掩著良心說
[00:11:48.600 --> 00:11:51.800]  所以當我們聽神的先知的說話
[00:11:51.800 --> 00:11:55.200]  很快就可以辨認這些是真的還是假的
[00:11:55.200 --> 00:11:59.000]  因為那個是會從上帝的基本原則
[00:11:59.000 --> 00:12:00.600]  一定會有抵觸的
[00:12:00.600 --> 00:12:02.200]  既然是這樣的時候
[00:12:02.200 --> 00:12:07.400]  我們要留意去聽那個先知說的訊息
[00:12:07.400 --> 00:12:09.200]  但不單止要聽他說
[00:12:09.200 --> 00:12:12.000]  你還要觀察他的行為
[00:12:12.000 --> 00:12:15.400]  耶穌在這裏跟我們說果子的問題
[00:12:15.400 --> 00:12:17.800]  正如在《馬太福音後文》在十二章
[00:12:17.800 --> 00:12:20.800]  他都再一次針對那些法利塞人
[00:12:20.800 --> 00:12:24.000]  他提到這些假冒為善的
[00:12:24.000 --> 00:12:29.200]  樹的好與壞就決定了那些果子是好與壞
[00:12:29.200 --> 00:12:33.600]  真假是在乎這個人內在的生命裏面
[00:12:33.600 --> 00:12:38.600]  他究竟是存著一個真實的善
[00:12:38.600 --> 00:12:41.000]  還是這些偽善
[00:12:41.000 --> 00:12:44.200]  耶穌在這裏正正是要我們明白
[00:12:44.200 --> 00:12:48.200]  果子是顯露內在生命的好與壞
[00:12:48.200 --> 00:12:49.600]  真與假
[00:12:49.600 --> 00:12:51.600]  既然是這樣的時候
[00:12:51.600 --> 00:12:55.000]  我們會看到第三類的對比
[00:12:55.000 --> 00:12:57.200]  第三類主耶穌說
[00:12:57.200 --> 00:13:02.000]  不要只聽有些人嘴唇說真理
[00:13:02.000 --> 00:13:05.400]  甚至說尊重上帝
[00:13:05.400 --> 00:13:08.000]  稱呼耶穌為主
[00:13:08.000 --> 00:13:12.000]  但心卻不肯進行父神旨意的那些人
[00:13:12.000 --> 00:13:16.000]  如果今天有些人只是掛在嘴唇邊說他是基督徒
[00:13:16.000 --> 00:13:18.600]  但他的行為和他的選擇
[00:13:18.600 --> 00:13:23.400]  你看到他完全違反聖經的原則和心意的時候
[00:13:23.400 --> 00:13:27.800]  你知道這一班人是有口無心
[00:13:27.800 --> 00:13:30.800]  這些人的生命是有一個問題
[00:13:30.800 --> 00:13:37.000]  因為主的生命就是叫人要去遵行天父的旨意
[00:13:37.000 --> 00:13:39.800]  有人只是覺得耶穌很偉大
[00:13:39.800 --> 00:13:42.800]  他是一個很出色的老師
[00:13:42.800 --> 00:13:49.400]  他甚至將登山補訓看為是人間倫理道德的教訓而已
[00:13:49.400 --> 00:13:51.800]  這是不足夠的
[00:13:51.800 --> 00:13:55.600]  登山補訓的意義是在乎我們要認識
[00:13:55.600 --> 00:13:59.200]  去頒發這個登山補訓的主
[00:13:59.200 --> 00:14:00.600]  就是耶穌基督
[00:14:00.600 --> 00:14:02.600]  祂是生命的王
[00:14:02.600 --> 00:14:06.400]  當我們去接受祂的那種權柄
[00:14:06.400 --> 00:14:09.600]  和在我們生命裏的教導的時候
[00:14:09.600 --> 00:14:11.800]  你需要去遵行
[00:14:11.800 --> 00:14:13.400]  你才是祂的門徒
[00:14:13.400 --> 00:14:15.800]  如果你不肯去遵行天父的旨意
[00:14:15.800 --> 00:14:18.200]  你聽多少年的道都是沒有用的
[00:14:18.200 --> 00:14:19.400]  沒有意思的
[00:14:19.400 --> 00:14:21.800]  所以這個最可怕的地方就是
[00:14:21.800 --> 00:14:23.200]  有兩班人
[00:14:23.200 --> 00:14:25.600]  一班人是尊稱主名
[00:14:25.600 --> 00:14:27.200]  但去遵行天父的旨意
[00:14:27.200 --> 00:14:28.800]  這些是真正的門徒
[00:14:28.800 --> 00:14:31.000]  但另外一班人很可怕
[00:14:31.000 --> 00:14:37.600]  他們口中都會說要尊重這位主
[00:14:37.600 --> 00:14:40.800]  但是甚至他說我是奉主的名
[00:14:40.800 --> 00:14:42.800]  我去傳道去講鬼
[00:14:42.800 --> 00:14:44.200]  甚至行異能
[00:14:44.200 --> 00:14:45.800]  有恩賜的
[00:14:45.800 --> 00:14:48.600]  但他不去遵行主耶穌的說話
[00:14:48.600 --> 00:14:50.400]  不肯信服天父的旨意
[00:14:50.400 --> 00:14:53.600]  這些不是真正的門徒
[00:14:53.600 --> 00:14:57.800]  這些是一些假的所謂跟隨者
[00:14:57.800 --> 00:15:03.600]  甚至一些假的服事主的人
[00:15:03.600 --> 00:15:05.400]  教會歷史裏面充滿著
[00:15:05.400 --> 00:15:09.800]  歷世歷代都有這些所謂異端邪教的事
[00:15:09.800 --> 00:15:12.200]  我們必須要神思明辨
[00:15:12.200 --> 00:15:14.600]  講完這三樣的對比之後
[00:15:14.600 --> 00:15:18.600]  到最後整個的總結的一個結論
[00:15:18.600 --> 00:15:21.000]  耶穌在24到27節就講
[00:15:21.000 --> 00:15:23.200]  是兩樣的根基來的
[00:15:23.200 --> 00:15:25.600]  所以在24節一開始
[00:15:25.600 --> 00:15:28.600]  祂說所以既然是這樣的時候
[00:15:28.600 --> 00:15:33.000]  我們要選擇你凡聽見耶穌的說話
[00:15:33.000 --> 00:15:35.600]  就會進行的就好像一個聰明人
[00:15:35.600 --> 00:15:38.400]  將房屋建在這個盤石上面
[00:15:38.400 --> 00:15:41.600]  遇到這些風雨來到的時候
[00:15:41.600 --> 00:15:43.200]  都會屹立不倒的
[00:15:43.200 --> 00:15:46.000]  因為它的根基是立在這個盤石上面
[00:15:46.000 --> 00:15:49.000]  這種的房子是代表著
[00:15:49.000 --> 00:15:52.000]  我們作為門徒我們的生命
[00:15:52.000 --> 00:15:54.400]  亦都可以比喻到整個教會
[00:15:54.400 --> 00:15:59.000]  是不是一個真正是去跟隨上帝的心意
[00:15:59.000 --> 00:16:01.600]  做主的門徒的一個教會
[00:16:01.600 --> 00:16:04.000]  這個教會和我們個別信徒的生命
[00:16:04.000 --> 00:16:06.000]  是不是建在這個盤石上面
[00:16:06.000 --> 00:16:08.000]  這個盤石是指什麼
[00:16:08.000 --> 00:16:09.800]  就是指主耶穌的話
[00:16:09.800 --> 00:16:13.000]  當一個教會是尊重主的話
[00:16:13.000 --> 00:16:16.000]  以祂成為整個教會的盤
[00:16:16.000 --> 00:16:17.200]  房角石的時候
[00:16:17.200 --> 00:16:19.200]  教會就建立得穩固
[00:16:19.200 --> 00:16:22.600]  教會面對衝擊面對異端邪說的時候
[00:16:22.600 --> 00:16:24.400]  都會屹立不倒
[00:16:24.400 --> 00:16:25.600]  在第一世紀的時候
[00:16:25.600 --> 00:16:27.800]  他們有很多這些房子
[00:16:27.800 --> 00:16:32.200]  在1970年代他們發現一些考古學的出土
[00:16:32.200 --> 00:16:35.800]  原來在巴勒斯坦他們那些房屋
[00:16:35.800 --> 00:16:38.000]  他們挖地基的時候
[00:16:38.000 --> 00:16:40.600]  要挖到入地底十呎的地方
[00:16:40.600 --> 00:16:46.400]  是接觸到一個叫Balsot Bedrock
[00:16:46.400 --> 00:16:48.800]  一個地底下深層的
[00:16:48.800 --> 00:16:51.000]  這些所謂的岩石
[00:16:51.000 --> 00:16:55.000]  很穩固在那裡他們才能夠建立這些房屋
[00:16:55.000 --> 00:16:57.600]  但相反愚蠢的人他們怎樣
[00:16:57.600 --> 00:16:59.200]  他們就是聽見主的話
[00:16:59.200 --> 00:17:00.400]  但不去進行的
[00:17:00.400 --> 00:17:01.800]  只有聽字
[00:17:01.800 --> 00:17:06.600]  到最後他們看到風雨一來到的時候
[00:17:06.600 --> 00:17:07.600]  整間房子就倒塌了
[00:17:07.600 --> 00:17:11.000]  因為他的根基是立在沙土上面
[00:17:11.000 --> 00:17:12.200]  弟兄姊妹
[00:17:12.200 --> 00:17:14.400]  今天不在乎你信主多少年
[00:17:14.400 --> 00:17:17.200]  是在乎你有沒有聽見主的話
[00:17:17.200 --> 00:17:19.200]  你就願意去進行
[00:17:19.200 --> 00:17:21.200]  當你這樣做的時候
[00:17:21.200 --> 00:17:25.800]  你的人生你的生命是絕對不一樣的
[00:17:25.800 --> 00:17:30.200]  耶穌講完這個這麼精彩的登山補訓之後
[00:17:30.200 --> 00:17:31.600]  眾人就發現
[00:17:31.600 --> 00:17:34.800]  他的教訓是很特別
[00:17:34.800 --> 00:17:38.000]  而且講的時候很有權柄
[00:17:38.000 --> 00:17:41.400]  不是好像那些文士講一下
[00:17:41.400 --> 00:17:44.400]  但他們不進行天父的心意
[00:17:44.400 --> 00:17:48.400]  這個是在整個的登山補訓結尾那兩節
[00:17:48.400 --> 00:17:50.400]  這兩節我要總結一下就是
[00:17:50.400 --> 00:17:53.800]  整個耶穌那個登山補訓的結論
[00:17:53.800 --> 00:17:56.200]  給我們看見這兩重的選擇
[00:17:56.200 --> 00:17:57.800]  你不要選錯
[00:17:57.800 --> 00:17:59.800]  第一就是兩條門路
[00:17:59.800 --> 00:18:01.400]  你不要進錯門
[00:18:01.400 --> 00:18:04.000]  不要以為那個寬的門很多人去的
[00:18:04.000 --> 00:18:05.800]  很多人就以為宗教
[00:18:05.800 --> 00:18:07.400]  隨便選一個就可以了
[00:18:07.400 --> 00:18:09.400]  就好像牙膏有很多種的品牌
[00:18:09.400 --> 00:18:10.600]  你隨便選一種
[00:18:10.600 --> 00:18:11.800]  不是的
[00:18:11.800 --> 00:18:14.600]  只有基督耶穌這個入門
[00:18:14.600 --> 00:18:19.000]  這個救恩才能夠讓我們永生
[00:18:19.000 --> 00:18:20.800]  這個果樹也是
[00:18:20.800 --> 00:18:22.800]  你進了門之後
[00:18:22.800 --> 00:18:26.600]  你要繼續做一個有追求成長的門徒的話
[00:18:26.600 --> 00:18:28.800]  你要聽真理
[00:18:28.800 --> 00:18:32.400]  不是按那些假先知講那些別的道理
[00:18:32.400 --> 00:18:35.800]  好的樹才能夠結好的果子
[00:18:35.800 --> 00:18:37.800]  而也是第三方面
[00:18:37.800 --> 00:18:40.600]  當一個信徒成長得好
[00:18:40.600 --> 00:18:46.000]  這個信徒能夠去紮根在真理上面的時候
[00:18:46.000 --> 00:18:47.600]  不只是聽見
[00:18:47.600 --> 00:18:52.400]  他也都樂意去進行上帝的吩咐
[00:18:52.400 --> 00:18:53.600]  進行天父的旨意
[00:18:53.600 --> 00:18:57.200]  這個信徒的生命是成熟的
[00:18:57.200 --> 00:19:00.400]  是有那種感染力的
