
[00:00:00.000 --> 00:00:03.440]  (主席)各位聽眾姐妹們 早晨
[00:03:30.000 --> 00:03:32.360]  我們是怎樣做基督徒的呢
[00:03:32.360 --> 00:03:36.240]  會不會只是一些外在的花拳繡腿
[00:03:36.240 --> 00:03:41.760]  還是真的有一些深厚的靈性的修為
[00:03:41.760 --> 00:03:44.920]  遇到困難的時候你是氣虛力弱
[00:03:44.920 --> 00:03:46.600]  還是遇到困難的時候
[00:03:46.600 --> 00:03:51.680]  你是更加顯得剛勁厚實呢
[00:03:51.680 --> 00:03:56.280]  究竟你是滿足一些宗教上的枝節
[00:03:56.280 --> 00:04:01.320]  還是你是竭力追求一些靈性的根本呢
[00:04:01.320 --> 00:04:03.640]  會不會信了一生
[00:04:03.640 --> 00:04:06.320]  到老的時候是一場空呢
[00:04:06.320 --> 00:04:09.080]  還是你信了一生
[00:04:09.080 --> 00:04:11.320]  老的時候 死的時候
[00:04:11.320 --> 00:04:17.480]  你是能夠將生命的真正的豐盛活出來呢
[00:04:17.480 --> 00:04:19.000]  今天講到的經文是
[00:04:19.000 --> 00:04:24.600]  《馬太福音》裡面登山補訓的其中一段經文
[00:04:24.600 --> 00:04:26.080]  《馬太福音》的登山補訓
[00:04:26.080 --> 00:04:29.960]  是講述基督徒生命應有的特質
[00:04:29.960 --> 00:04:31.800]  而這個生命的特質
[00:04:31.800 --> 00:04:35.280]  不是死守一些道德的規條
[00:04:35.280 --> 00:04:38.160]  耶穌不喜歡這樣的
[00:04:38.160 --> 00:04:40.160]  祂不是死守一些規條
[00:04:40.160 --> 00:04:45.840]  耶穌講的道理其實是透露天國的一些氣息
[00:04:45.840 --> 00:04:48.480]  一個人怎樣透過他的生命
[00:04:48.480 --> 00:04:51.040]  展露天國的氣息呢
[00:04:51.040 --> 00:04:55.120]  一個人怎樣才能夠叫做真正的天國的子民呢
[00:04:55.120 --> 00:04:58.120]  我們今天看主耶穌講的一番說話
[00:04:58.120 --> 00:05:03.120]  《馬太福音》第五章第21節至第26節
[00:05:03.120 --> 00:05:08.680]  我們選取剛才福音書的讀經的其中一段說話
[00:05:08.680 --> 00:05:11.880]  《馬太福音》第五章第21節至第26節
[00:05:11.880 --> 00:05:13.880]  我再讀一次
[00:05:13.880 --> 00:05:18.080]  主耶穌說:你們聽見有吩咐古人的話
[00:05:18.080 --> 00:05:19.720]  說不可殺人
[00:05:19.720 --> 00:05:24.480]  又說凡殺人的難免受審判
[00:05:24.480 --> 00:05:26.600]  只是我告訴你們
[00:05:26.600 --> 00:05:29.640]  「凡」這裡有些細字
[00:05:29.640 --> 00:05:31.880]  有些古卷在「凡」字下面
[00:05:31.880 --> 00:05:34.800]  就有無緣無故地
[00:05:34.800 --> 00:05:39.440]  但是我們考據就應該知道原本的文本
[00:05:39.440 --> 00:05:43.640]  是沒有這個無緣無故地的
[00:05:43.640 --> 00:05:46.400]  耶穌說:有些人我告訴你們
[00:05:46.400 --> 00:05:50.600]  凡向弟兄動腦的難免受審斷
[00:05:50.600 --> 00:05:55.480]  凡罵弟兄是拉迦的難免公會的審斷
[00:05:55.480 --> 00:05:59.480]  凡罵弟兄是摩利的難免地獄的火
[00:05:59.480 --> 00:06:02.720]  所以你在祭壇上獻禮物的時候
[00:06:02.720 --> 00:06:05.920]  若想起弟兄向你懷怨
[00:06:05.920 --> 00:06:08.120]  就把禮物留在壇前
[00:06:08.120 --> 00:06:09.960]  先去和弟兄和好
[00:06:09.960 --> 00:06:12.320]  然後來獻禮物
[00:06:12.320 --> 00:06:14.520]  你和告你的對頭還在路上
[00:06:14.520 --> 00:06:16.880]  就趕緊與他和息
[00:06:16.880 --> 00:06:20.320]  恐怕他把你送給審判官
[00:06:20.320 --> 00:06:22.440]  審判官交給牙役
[00:06:22.440 --> 00:06:24.480]  你就下在監裡了
[00:06:24.480 --> 00:06:26.160]  我實在告訴你
[00:06:26.160 --> 00:06:28.800]  若有一文錢還沒有還清
[00:06:28.800 --> 00:06:32.720]  你斷不能從那裡出來
[00:06:32.720 --> 00:06:37.600]  這段經文可以自然地分成三個段落
[00:06:37.600 --> 00:06:43.160]  第一個段落就是耶穌引述古人的傳統
[00:06:43.160 --> 00:06:46.480]  主耶穌說:你們聽見古人是這樣說的
[00:06:46.480 --> 00:06:47.880]  不可殺人
[00:06:47.880 --> 00:06:52.240]  又說凡殺人的難免受審判
[00:06:52.240 --> 00:06:54.280]  這個經文很簡單
[00:06:54.280 --> 00:06:58.160]  我在這裡說四個觀察
[00:06:58.160 --> 00:07:03.760]  第一就是每個人都活在一個傳統裡
[00:07:03.760 --> 00:07:09.040]  每個人都根據某種古人的思想方式來生活
[00:07:09.040 --> 00:07:11.520]  無論你生在何方
[00:07:11.520 --> 00:07:14.040]  你總是活在一個傳統裡
[00:07:14.040 --> 00:07:16.480]  一般而言對這些傳統
[00:07:16.480 --> 00:07:18.960]  我們可能不聞不問
[00:07:18.960 --> 00:07:21.920]  我們只對一些傳統的要求
[00:07:21.920 --> 00:07:23.560]  我們就照做
[00:07:23.560 --> 00:07:25.280]  總之人說你就做
[00:07:25.280 --> 00:07:27.520]  大部分人都是這樣
[00:07:27.520 --> 00:07:29.360]  這是第一點
[00:07:29.360 --> 00:07:32.720]  第二點就是
[00:07:32.720 --> 00:07:34.640]  告訴人不可殺人
[00:07:34.640 --> 00:07:39.200]  大家都知道不可殺人是十誡裡的其中一誡
[00:07:39.200 --> 00:07:43.000]  猶太人從小就習慣了不可殺人
[00:07:43.000 --> 00:07:45.760]  我們要留意的是禁令
[00:07:45.760 --> 00:07:48.240]  這個禁令是從一個負面的角度來說
[00:07:48.240 --> 00:07:49.520]  什麼叫負面呢
[00:07:49.520 --> 00:07:53.320]  就是它告訴我們不要做什麼
[00:07:53.320 --> 00:07:55.960]  沒有一個正面的要求
[00:07:55.960 --> 00:07:56.640]  這是第二點
[00:07:56.640 --> 00:07:57.960]  第三點就是
[00:07:57.960 --> 00:08:00.640]  凡殺人的難免受審判
[00:08:00.640 --> 00:08:03.240]  這個很簡單的告訴我們
[00:08:03.240 --> 00:08:05.840]  違反傳統的禁令
[00:08:05.840 --> 00:08:08.200]  是有後遺症的
[00:08:08.200 --> 00:08:10.320]  你要負上代價的
[00:08:10.320 --> 00:08:11.640]  你做錯了
[00:08:11.640 --> 00:08:13.600]  古人叫你不可什麼什麼
[00:08:13.600 --> 00:08:18.280]  你做了要負一個沉重的代價
[00:08:18.280 --> 00:08:20.440]  這是第三點
[00:08:20.440 --> 00:08:22.800]  第四點在經文裡的觀察
[00:08:22.800 --> 00:08:26.760]  在中文聖經的翻譯裡是看不到的
[00:08:26.760 --> 00:08:30.960]  希臘文的動詞其實有時態
[00:08:30.960 --> 00:08:32.680]  英文的tense
[00:08:32.680 --> 00:08:35.160]  如果英文是現在式
[00:08:35.160 --> 00:08:37.480]  可能第三身要加個s
[00:08:37.480 --> 00:08:40.840]  加ing就是進行式
[00:08:40.840 --> 00:08:45.760]  希臘文的動詞是有時態的
[00:08:45.760 --> 00:08:47.360]  有語態的
[00:08:47.360 --> 00:08:48.840]  就是voice
[00:08:48.840 --> 00:08:51.360]  就是究竟是主動還是被動
[00:08:51.360 --> 00:08:53.960]  其實希臘文還有mood
[00:08:53.960 --> 00:08:55.480]  就是語氣
[00:08:55.480 --> 00:08:58.320]  一個動詞究竟是命令人
[00:08:58.320 --> 00:09:00.920]  還是直說一個事件
[00:09:00.920 --> 00:09:05.040]  其實有不同的語味
[00:09:05.040 --> 00:09:07.080]  中文是沒有的
[00:09:07.080 --> 00:09:10.760]  因為中文的動詞沒有這樣的語味變化
[00:09:10.760 --> 00:09:13.640]  所有這些的變化
[00:09:13.640 --> 00:09:17.960]  在希臘文裡都是透過動詞的語味去表達
[00:09:17.960 --> 00:09:21.720]  「不可殺人」的意思
[00:09:21.720 --> 00:09:24.400]  我們的理解是命令式的
[00:09:24.400 --> 00:09:28.640]  但是在希臘文的用詞裡
[00:09:28.640 --> 00:09:33.320]  「不可殺人」完全不是用命令式的動詞
[00:09:33.320 --> 00:09:35.560]  是用一個直說語氣
[00:09:35.560 --> 00:09:39.560]  英文叫indicative的mood
[00:09:39.560 --> 00:09:42.040]  這裡暗示
[00:09:42.040 --> 00:09:44.760]  我們習慣認為的命令
[00:09:44.760 --> 00:09:46.600]  在主耶穌的理解裡
[00:09:46.600 --> 00:09:49.720]  那個禁令是重要的
[00:09:49.720 --> 00:09:52.080]  不過
[00:09:52.080 --> 00:09:56.720]  不是終極的命令的根本
[00:09:56.720 --> 00:09:58.920]  所以這裡不是用一個命令的語氣
[00:09:58.920 --> 00:10:04.080]  只是用一個直說的語氣來表達
[00:10:04.080 --> 00:10:05.200]  這是第一個環節
[00:10:05.200 --> 00:10:08.800]  第二個段落是
[00:10:08.800 --> 00:10:10.560]  主耶穌討論殺人
[00:10:10.560 --> 00:10:14.440]  但是殺人似乎不是最根本的
[00:10:14.440 --> 00:10:19.720]  耶穌在這裡討論怒氣的問題
[00:10:19.720 --> 00:10:21.200]  第22節
[00:10:21.200 --> 00:10:23.200]  主耶穌說
[00:10:23.200 --> 00:10:29.320]  凡向弟兄動怒的難免受審斷
[00:10:29.320 --> 00:10:32.160]  凡罵弟兄是拉加的
[00:10:32.160 --> 00:10:35.120]  難免公會的審斷
[00:10:35.120 --> 00:10:37.200]  凡罵弟兄是摩利的
[00:10:37.200 --> 00:10:39.760]  難免地獄的火
[00:10:39.760 --> 00:10:42.200]  這段經文很簡單
[00:10:42.200 --> 00:10:43.880]  我們有幾個觀察
[00:10:43.880 --> 00:10:46.000]  第一點就是
[00:10:46.000 --> 00:10:47.000]  主耶穌很奇怪
[00:10:47.000 --> 00:10:49.960]  祂沒有直接討論殺人這個主題
[00:10:49.960 --> 00:10:54.560]  主耶穌說祂自己想我們知道的事
[00:10:54.560 --> 00:10:57.440]  祂完全沒有碰到殺人這個主題
[00:10:57.440 --> 00:11:02.040]  祂也沒有按傳統的人云亦云
[00:11:02.040 --> 00:11:04.240]  祂只是討論殺人背後
[00:11:04.240 --> 00:11:07.840]  會不會有更深的根源
[00:11:07.840 --> 00:11:10.640]  祂說怒氣
[00:11:10.640 --> 00:11:13.360]  我們調查兇殺案的時候
[00:11:13.360 --> 00:11:18.000]  通常會找兇手殺人的動機
[00:11:18.000 --> 00:11:22.320]  沒有動機而殺人很少
[00:11:22.320 --> 00:11:24.040]  不同動機的背後
[00:11:24.040 --> 00:11:27.360]  會不會有一些共通的元素呢
[00:11:27.360 --> 00:11:30.720]  主耶穌在這裡顯示
[00:11:30.720 --> 00:11:34.280]  殺人有不同的動機
[00:11:34.280 --> 00:11:36.080]  但是會不會背後有一種
[00:11:36.080 --> 00:11:39.800]  隱伏了的共同的元素呢
[00:11:39.800 --> 00:11:41.360]  怒氣
[00:11:41.360 --> 00:11:44.120]  似乎就是一種共同的元素
[00:11:44.120 --> 00:11:45.400]  殺
[00:11:45.400 --> 00:11:48.320]  兇殺的根本
[00:11:48.320 --> 00:11:51.520]  就在於一種怒氣
[00:11:51.520 --> 00:11:52.120]  這是第一點
[00:11:52.120 --> 00:11:54.200]  第二點就是
[00:11:54.200 --> 00:11:57.360]  主耶穌討論殺人的問題的時候
[00:11:57.360 --> 00:12:00.880]  祂的重點完全不在行為上
[00:12:00.880 --> 00:12:03.920]  祂不是教我們怎樣不要殺人
[00:12:03.920 --> 00:12:05.640]  祂完全不在行為上
[00:12:05.640 --> 00:12:10.360]  祂的重點在人性的美德上
[00:12:10.360 --> 00:12:13.480]  祂不是教我們怎樣不要殺人
[00:12:13.480 --> 00:12:15.040]  大家知道
[00:12:15.040 --> 00:12:17.160]  不要殺人有很多種方法
[00:12:17.160 --> 00:12:20.760]  即是嚴刑峻法
[00:12:20.760 --> 00:12:22.760]  斬頭是眾
[00:12:22.760 --> 00:12:25.400]  天羅地網式的監控
[00:12:25.400 --> 00:12:26.720]  都可以威嚇你
[00:12:26.720 --> 00:12:28.000]  或者阻止你
[00:12:28.000 --> 00:12:30.480]  讓你不要去殺人
[00:12:30.480 --> 00:12:33.560]  但是主耶穌的重點完全不在那裡
[00:12:33.560 --> 00:12:38.160]  主耶穌的重點是在一個人的質素那裡
[00:12:38.160 --> 00:12:40.520]  怎樣去建立一個好的生命質素
[00:12:40.520 --> 00:12:43.360]  這才是關鍵的重點
[00:12:43.360 --> 00:12:45.800]  好樹就會結好果子
[00:12:45.800 --> 00:12:48.880]  壞樹就會結壞果子
[00:12:48.880 --> 00:12:52.360]  主耶穌很希望我們去正視
[00:12:52.360 --> 00:12:58.440]  我們到底是一棵什麼樣的樹
[00:12:58.440 --> 00:13:01.440]  如果你是一棵壞樹
[00:13:01.440 --> 00:13:05.280]  縱使你的行為沒有犯規
[00:13:05.280 --> 00:13:09.720]  但還是在犯規的邊緣
[00:13:09.720 --> 00:13:11.920]  主耶穌很想我們知道
[00:13:11.920 --> 00:13:14.440]  我們到底是一棵什麼樣的樹
[00:13:14.440 --> 00:13:16.120]  我們的本性
[00:13:16.120 --> 00:13:18.320]  究竟是流露美善
[00:13:18.320 --> 00:13:23.560]  還是流露憤恨呢
[00:13:23.560 --> 00:13:24.840]  這是第二點
[00:13:24.840 --> 00:13:26.480]  第三點
[00:13:26.480 --> 00:13:29.800]  主耶穌剛才的說法就是
[00:13:29.800 --> 00:13:32.800]  會罵人是拉加
[00:13:32.800 --> 00:13:35.200]  罵人是摩利拉
[00:13:35.200 --> 00:13:39.760]  原來憤怒很容易表現為一種辱罵
[00:13:39.760 --> 00:13:45.640]  憤怒很容易表現為對人的一種辱罵
[00:13:45.640 --> 00:13:47.240]  拉加是什麼意思呢
[00:13:47.240 --> 00:13:51.160]  拉加用廣東話是廢柴
[00:13:51.160 --> 00:13:52.840]  摩利是什麼意思呢
[00:13:52.840 --> 00:13:57.160]  摩利用廣東話是死蠢
[00:13:57.160 --> 00:13:58.840]  你這個廢柴
[00:13:58.840 --> 00:14:00.640]  你這個死蠢
[00:14:00.640 --> 00:14:04.440]  你不死也沒用
[00:14:04.440 --> 00:14:09.280]  原來憤怒會表達為對人的一種辱罵
[00:14:09.280 --> 00:14:11.560]  罵人其實是羞辱他
[00:14:11.560 --> 00:14:12.880]  低貶他
[00:14:12.880 --> 00:14:15.600]  漠視他的尊嚴
[00:14:15.600 --> 00:14:17.800]  憤怒下的謾罵
[00:14:17.800 --> 00:14:19.720]  原來是將整個人性
[00:14:19.720 --> 00:14:25.480]  將對方的人性完全的漠視和泯滅
[00:14:25.480 --> 00:14:29.360]  憤怒下的謾罵是沒有底線的
[00:14:29.360 --> 00:14:32.320]  可以罵到你恩文不值
[00:14:32.320 --> 00:14:34.200]  如果有人認為你
[00:14:34.200 --> 00:14:36.040]  大逆不道
[00:14:36.040 --> 00:14:38.200]  死不足惜的話
[00:14:38.200 --> 00:14:41.120]  他殺你一個痛快
[00:14:41.120 --> 00:14:43.560]  其實是正常不過的
[00:14:43.560 --> 00:14:46.440]  所以有些時候
[00:14:46.440 --> 00:14:48.200]  給你一個污名
[00:14:48.200 --> 00:14:53.120]  那個謾罵很多時候是越來越厲害
[00:14:53.120 --> 00:14:54.640]  在這樣的情況下
[00:14:54.640 --> 00:14:56.360]  殺了你
[00:14:56.360 --> 00:15:00.560]  其實就是替天行道
[00:15:00.560 --> 00:15:04.280]  在耶穌的說話裡我們看到第四個觀察
[00:15:04.280 --> 00:15:06.320]  憤怒的後果
[00:15:06.320 --> 00:15:10.520]  看起來是越來越嚴重
[00:15:10.520 --> 00:15:14.520]  最初你做的事只不過是受審斷
[00:15:14.520 --> 00:15:17.120]  接著你對人的辱罵
[00:15:17.120 --> 00:15:20.200]  那個後果就是受公會的審斷
[00:15:20.200 --> 00:15:22.600]  不是一般的受人的審斷
[00:15:22.600 --> 00:15:24.880]  是真的有個制度審斷你
[00:15:24.880 --> 00:15:28.400]  接著你的辱罵越來越火滾的時候
[00:15:28.400 --> 00:15:29.960]  最後的後果是什麼
[00:15:29.960 --> 00:15:33.920]  是難免地獄的火
[00:15:33.920 --> 00:15:36.040]  以後果來說
[00:15:36.040 --> 00:15:39.400]  似乎我們的憤怒
[00:15:39.400 --> 00:15:43.720]  對人性尊嚴的漠視
[00:15:43.720 --> 00:15:46.120]  越來越變本加厲
[00:15:46.120 --> 00:15:48.440]  越來越嚴重
[00:15:48.440 --> 00:15:50.920]  似乎耶穌在這裡暗示給我們看
[00:15:50.920 --> 00:15:54.640]  如果不好好處理怒氣
[00:15:54.640 --> 00:15:59.320]  怒氣是會有一種變本加厲的傾向
[00:15:59.320 --> 00:16:04.280]  好像進入了一個向下掉下去的漩渦
[00:16:04.280 --> 00:16:05.880]  就會越墮越深
[00:16:05.880 --> 00:16:09.040]  你很難走出來
[00:16:09.040 --> 00:16:11.000]  這是第四點的觀察
[00:16:11.000 --> 00:16:13.000]  第五點的觀察就是
[00:16:13.000 --> 00:16:15.480]  我們看到在這個經文裡面
[00:16:15.480 --> 00:16:17.640]  就是耶穌說的憤怒裡面
[00:16:17.640 --> 00:16:22.040]  耶穌完全沒有給任何的禁令出來
[00:16:22.040 --> 00:16:23.160]  我們經常有個直覺
[00:16:23.160 --> 00:16:25.800]  就是耶穌叫我們不要動怒
[00:16:25.800 --> 00:16:27.440]  但是你看回經文
[00:16:27.440 --> 00:16:31.640]  其實耶穌是沒有這樣說的
[00:16:31.640 --> 00:16:33.760]  抄聖經的人
[00:16:33.760 --> 00:16:35.040]  抄到這裡有個直覺
[00:16:35.040 --> 00:16:37.480]  就是耶穌叫我們不可動怒
[00:16:37.480 --> 00:16:38.480]  他抄到這裡的時候
[00:16:38.480 --> 00:16:40.840]  不可動怒他自己也覺得不可能
[00:16:40.840 --> 00:16:42.000]  於是抄著抄著的時候
[00:16:42.000 --> 00:16:43.200]  他自己加一些字下去
[00:16:43.200 --> 00:16:47.440]  就是無緣無故地動怒
[00:16:47.440 --> 00:16:51.320]  我們在聖經的抄寫裡看到
[00:16:51.320 --> 00:16:52.720]  抄的人也覺得做不到
[00:16:52.720 --> 00:16:54.200]  不可動怒怎麼做呢
[00:16:54.200 --> 00:16:55.880]  無緣無故地動怒
[00:16:55.880 --> 00:16:58.360]  所以有緣有故的就可以
[00:16:58.360 --> 00:17:00.560]  但是我們大家留意一下經文
[00:17:00.560 --> 00:17:04.360]  其實主耶穌是從來沒有說過不要動怒的
[00:17:04.360 --> 00:17:05.760]  他沒有說的
[00:17:05.760 --> 00:17:11.680]  他只是說動怒就會有一個這樣的後果
[00:17:11.680 --> 00:17:13.200]  並且動怒的話
[00:17:13.200 --> 00:17:17.040]  那個後果會越來越嚴重
[00:17:17.040 --> 00:17:20.360]  主耶穌在這裡好像一個醫生一樣
[00:17:20.360 --> 00:17:23.080]  他沒有跟你說你不可以病
[00:17:23.080 --> 00:17:24.760]  他沒有這樣說
[00:17:24.760 --> 00:17:29.600]  他只是在說病的因由是什麼
[00:17:29.600 --> 00:17:32.400]  他有一個根本的原因
[00:17:32.400 --> 00:17:34.640]  你看到這個因由
[00:17:34.640 --> 00:17:36.800]  所以你要處理這個病
[00:17:36.800 --> 00:17:39.680]  就不是表面的東西
[00:17:39.680 --> 00:17:43.280]  你要處理這個病的根源
[00:17:43.280 --> 00:17:45.440]  所以主耶穌在這裡沒有給一個禁令
[00:17:45.440 --> 00:17:51.080]  他只是分析、呈現問題的核心
[00:17:51.080 --> 00:17:56.240]  到了經文第三個比較大的段落
[00:17:56.240 --> 00:18:01.000]  如何去正視我們的憤怒呢
[00:18:01.000 --> 00:18:03.800]  第23節至第26節
[00:18:03.800 --> 00:18:07.640]  所以你們在祭壇上獻禮物的時候
[00:18:07.640 --> 00:18:10.840]  如果想起弟兄向你懷怨
[00:18:10.840 --> 00:18:13.640]  你就將禮物留在壇前
[00:18:13.640 --> 00:18:15.480]  先和弟兄和好
[00:18:15.480 --> 00:18:17.640]  然後才來獻禮物
[00:18:17.640 --> 00:18:20.440]  你和告你的對頭在路上
[00:18:20.440 --> 00:18:22.680]  趕緊與他和息
[00:18:22.680 --> 00:18:25.280]  恐怕他將你交官
[00:18:25.280 --> 00:18:27.560]  你就會在監獄裡
[00:18:27.560 --> 00:18:28.840]  我實在告訴你
[00:18:28.840 --> 00:18:31.040]  若有一文錢沒有還清
[00:18:31.040 --> 00:18:34.760]  你斷不能從那裡出來
[00:18:34.760 --> 00:18:38.040]  殺人的根在於一種怒氣
[00:18:38.040 --> 00:18:39.520]  而克服這個怒氣
[00:18:39.520 --> 00:18:47.480]  你要正面地建立一個生命人格
[00:18:47.480 --> 00:18:51.040]  這和中醫的想法有點相似
[00:18:51.040 --> 00:18:53.520]  治病的時候不是治病
[00:18:53.520 --> 00:18:56.080]  最重要的是治病人
[00:18:56.080 --> 00:18:59.000]  你的人要固本培元
[00:18:59.000 --> 00:19:02.600]  那些病才會解決
[00:19:02.600 --> 00:19:05.360]  你要修正一個人格
[00:19:05.360 --> 00:19:07.240]  這是重點
[00:19:07.240 --> 00:19:09.480]  而修正一個人格的重點
[00:19:09.480 --> 00:19:11.280]  就不是避免什麼事
[00:19:11.280 --> 00:19:12.960]  不要做什麼事
[00:19:12.960 --> 00:19:16.520]  你就要主動做一些事
[00:19:16.520 --> 00:19:18.480]  要建立一些事
[00:19:18.480 --> 00:19:21.360]  所以主耶穌不是叫我們不要做什麼
[00:19:21.360 --> 00:19:22.880]  祂不是這樣的
[00:19:22.880 --> 00:19:26.000]  祂叫我們做一些正面的事
[00:19:26.000 --> 00:19:28.000]  建立生命的事
[00:19:28.000 --> 00:19:30.440]  那怎樣建立呢?
[00:19:30.440 --> 00:19:34.080]  這段經文教我們怎樣建立
[00:19:34.080 --> 00:19:36.080]  所以不要想不可做什麼
[00:19:36.080 --> 00:19:37.880]  好像回到教會有很多禁令
[00:19:37.880 --> 00:19:39.400]  不是這樣的
[00:19:39.400 --> 00:19:41.560]  主耶穌說回到教會
[00:19:41.560 --> 00:19:43.080]  你努力去建立
[00:19:43.080 --> 00:19:45.560]  去思想一些正面的人生
[00:19:45.560 --> 00:19:47.800]  這是最重要的
[00:19:47.800 --> 00:19:50.280]  這裡我們有四點觀察
[00:19:50.280 --> 00:19:53.920]  看回第23、24兩節
[00:19:53.920 --> 00:19:55.520]  主耶穌在說
[00:19:55.520 --> 00:19:56.880]  當你獻祭的時候
[00:19:56.880 --> 00:19:58.840]  或者你崇拜的時候
[00:19:58.840 --> 00:20:02.200]  如果想起有人不滿意你
[00:20:02.200 --> 00:20:04.040]  向你懷怨
[00:20:04.040 --> 00:20:05.200]  你要做什麼
[00:20:05.200 --> 00:20:08.560]  你應該先主動和他和解
[00:20:08.560 --> 00:20:10.520]  然後才來崇拜
[00:20:10.520 --> 00:20:12.960]  才來獻祭
[00:20:12.960 --> 00:20:14.440]  這個經文很簡單
[00:20:14.440 --> 00:20:17.120]  它提示我們
[00:20:17.120 --> 00:20:22.120]  信仰和我們平時怎樣對待人的方式
[00:20:22.120 --> 00:20:25.320]  或者我們怎樣展示人格的方式
[00:20:25.320 --> 00:20:28.680]  原來是息息相關的
[00:20:28.680 --> 00:20:32.080]  即是禮拜日的崇拜
[00:20:32.080 --> 00:20:34.960]  和禮拜一至六的生活
[00:20:34.960 --> 00:20:37.480]  是息息相關的
[00:20:37.480 --> 00:20:42.680]  不要將信仰和平時的生活分開
