
[00:00:00.000 --> 00:00:04.080]  我們開始的時候做一個祈禱
[00:02:21.400 --> 00:02:26.400]  不過你可以一邊看到那些powerpoint一邊聽
[00:02:26.400 --> 00:02:32.400]  因為時間關係我就直接入正題
[00:02:32.400 --> 00:02:37.400]  我們要讀的是路德記
[00:02:37.400 --> 00:02:43.400]  我想了很久結果我選了這幅照片
[00:02:43.400 --> 00:02:47.400]  這幅其實好像日本卡通片
[00:02:47.400 --> 00:02:53.400]  其實路德記是一個大家都覺得很熟悉的故事
[00:02:53.400 --> 00:02:57.400]  熟悉到一個地步大家覺得很自然
[00:02:57.400 --> 00:03:00.400]  你讀那套電影的時候
[00:03:00.400 --> 00:03:05.400]  你覺得它可以拍成一個動畫一個故事
[00:03:05.400 --> 00:03:10.400]  甚至很多人覺得路德記是世界有名的short story
[00:03:10.400 --> 00:03:12.400]  一個短的故事裏面
[00:03:12.400 --> 00:03:17.400]  是一個很精彩世界有名的故事
[00:03:17.400 --> 00:03:23.400]  如果我問你路德記是easy or hard
[00:03:23.400 --> 00:03:28.400]  你會覺得easy還是hard呢
[00:03:28.400 --> 00:03:32.400]  容易還是難呢
[00:03:32.400 --> 00:03:39.400]  比起聖經其他的書你覺得它容易還是難呢
[00:03:39.400 --> 00:03:40.400]  當然容易
[00:03:40.400 --> 00:03:43.400]  容易你還需要讀七個星期
[00:03:43.400 --> 00:03:46.400]  好像我找你笨
[00:03:46.400 --> 00:03:50.400]  其實路德記表面上
[00:03:50.400 --> 00:03:54.400]  比起譬如我和你說啟示錄
[00:03:54.400 --> 00:03:56.400]  你當然覺得路德記簡單
[00:03:56.400 --> 00:03:58.400]  如果你突然間我打電話給你
[00:03:58.400 --> 00:04:00.400]  說明天要你帶著一學
[00:04:00.400 --> 00:04:03.400]  帶路德記還是帶啟示錄呢
[00:04:03.400 --> 00:04:06.400]  那你當然是帶路德記
[00:04:06.400 --> 00:04:11.400]  但是有沒有想過其實路德記不是這麼簡單
[00:04:11.400 --> 00:04:17.400]  有沒有想過路德記其實是很容易解錯的
[00:04:17.400 --> 00:04:23.400]  有沒有想過路德記其實是很容易形容錯的
[00:04:23.400 --> 00:04:25.400]  我先問個關子
[00:04:25.400 --> 00:04:27.400]  你先想一想
[00:04:27.400 --> 00:04:29.400]  既然是一個故事的時候
[00:04:29.400 --> 00:04:31.400]  最簡單去讀一個故事的方法
[00:04:31.400 --> 00:04:33.400]  可能就是用一些問題
[00:04:33.400 --> 00:04:35.400]  這個大家都很熟悉的
[00:04:35.400 --> 00:04:37.400]  無論那些人帶你查經也好
[00:04:37.400 --> 00:04:40.400]  或者純粹你在外面讀書的時候
[00:04:40.400 --> 00:04:41.400]  或者你工作的時候
[00:04:41.400 --> 00:04:42.400]  那些人都會說
[00:04:42.400 --> 00:04:44.400]  你問這幾個問題吧
[00:04:44.400 --> 00:04:46.400]  那這幾個問題是什麼呢
[00:04:46.400 --> 00:04:50.400]  who, what, how, when, where, why
[00:04:50.400 --> 00:04:52.400]  故事裡面有什麼人呢
[00:04:52.400 --> 00:04:55.400]  發生了什麼事呢
[00:04:55.400 --> 00:04:58.400]  what, how, 怎樣發生的呢
[00:04:58.400 --> 00:05:00.400]  when, 什麼時候發生的呢
[00:05:00.400 --> 00:05:02.400]  在哪裡發生的呢
[00:05:02.400 --> 00:05:05.400]  where, why, 為什麼會發生呢
[00:05:05.400 --> 00:05:07.400]  那我還會加多一樣東西
[00:05:07.400 --> 00:05:08.400]  叫做then
[00:05:08.400 --> 00:05:09.400]  什麼意思呢
[00:05:09.400 --> 00:05:11.400]  最後的故事是怎樣呢
[00:05:11.400 --> 00:05:13.400]  如果簡單來說
[00:05:13.400 --> 00:05:15.400]  你答了這幾條的問題
[00:05:15.400 --> 00:05:19.400]  其實你就可以看通看透路德記了
[00:05:19.400 --> 00:05:21.400]  但又不是這麼簡單
[00:05:21.400 --> 00:05:24.400]  你看通看透的是路德記
[00:05:24.400 --> 00:05:26.400]  但你未必看通看透
[00:05:26.400 --> 00:05:29.400]  在聖經裡面的路德記
[00:05:29.400 --> 00:05:30.400]  我不知道你知不知道我在說什麼
[00:05:30.400 --> 00:05:32.400]  如果你以前有看過我的課程
[00:05:32.400 --> 00:05:37.400]  你就可能會心裡面想到一些東西
[00:05:37.400 --> 00:05:39.400]  讀得明路德記是一回事
[00:05:39.400 --> 00:05:42.400]  讀得明在聖經裡面的路德記
[00:05:42.400 --> 00:05:44.400]  又是另一回事
[00:05:44.400 --> 00:05:46.400]  如果路德記只是一本書
[00:05:46.400 --> 00:05:48.400]  我給了你一本書叫你寫讀書報告
[00:05:48.400 --> 00:05:50.400]  你答了這幾條問題
[00:05:50.400 --> 00:05:52.400]  你就滿分了
[00:05:52.400 --> 00:05:54.400]  但如果路德記不是一本書
[00:05:54.400 --> 00:06:00.400]  而是一大本書裡面的一章的話
[00:06:00.400 --> 00:06:05.400]  那你就不單要考慮路德記這本書
[00:06:05.400 --> 00:06:07.400]  你要考慮路德記
[00:06:07.400 --> 00:06:11.400]  在整本書裡面的角色是什麼
[00:06:11.400 --> 00:06:14.400]  那跟你讀法是很不同的
[00:06:14.400 --> 00:06:16.400]  好 未講到這麼複雜之前
[00:06:16.400 --> 00:06:17.400]  先問你
[00:06:17.400 --> 00:06:19.400]  如果你看過路德記
[00:06:19.400 --> 00:06:21.400]  我相信每個人都不用你舉手
[00:06:21.400 --> 00:06:23.400]  每個人都看過路德記
[00:06:23.400 --> 00:06:29.400]  路德記有什麼重要的人物呢
[00:06:29.400 --> 00:06:34.400]  第一個是南俄米
[00:06:34.400 --> 00:06:37.400]  第一個重要人物出現的南俄米
[00:06:37.400 --> 00:06:40.400]  第二個重要人物出來呢
[00:06:40.400 --> 00:06:43.400]  未波亞斯主
[00:06:43.400 --> 00:06:45.400]  路德第二個重要人物
[00:06:45.400 --> 00:06:47.400]  波亞斯到第二章才出來
[00:06:47.400 --> 00:06:50.400]  第一章第一個重要人物是南俄米
[00:06:50.400 --> 00:06:52.400]  第二個重要人物是路德
[00:06:52.400 --> 00:06:54.400]  雖然我們還未知道他有多重要
[00:06:54.400 --> 00:06:56.400]  直至第二第三章
[00:06:56.400 --> 00:06:59.400]  第三個重要的人物是誰呢
[00:06:59.400 --> 00:07:02.400]  就是第二章出來的主角
[00:07:02.400 --> 00:07:05.400]  叫做波亞斯
[00:07:05.400 --> 00:07:06.400]  但如果我告訴你
[00:07:06.400 --> 00:07:09.400]  在這個故事裡面還有第四個主角
[00:07:09.400 --> 00:07:12.400]  你會選第四個主角是誰呢
[00:07:12.400 --> 00:07:22.400]  俄比德
[00:07:22.400 --> 00:07:24.400]  都可以的
[00:07:24.400 --> 00:07:27.400]  我選了耶和華
[00:07:27.400 --> 00:07:29.400]  有沒有想過
[00:07:29.400 --> 00:07:32.400]  耶和華是沒有直接出來過的
[00:07:32.400 --> 00:07:34.400]  名字提過幾次
[00:07:34.400 --> 00:07:36.400]  但有沒有想過整個故事
[00:07:36.400 --> 00:07:40.400]  最終的主角可能是耶和華
[00:07:40.400 --> 00:07:44.400]  其實應該是耶和華
[00:07:44.400 --> 00:07:50.400]  因為路德記這麼出名的一個故事
[00:07:50.400 --> 00:07:52.400]  也是一個故事
[00:07:52.400 --> 00:07:55.400]  很自然很多人覺得
[00:07:55.400 --> 00:07:57.400]  很容易將它拍成一個影片
[00:07:57.400 --> 00:07:59.400]  我不知道你有沒有聽過一個計劃
[00:07:59.400 --> 00:08:01.400]  美國的計劃
[00:08:01.400 --> 00:08:03.400]  叫做The Bible Project
[00:08:03.400 --> 00:08:06.400]  它基本上就是
[00:08:06.400 --> 00:08:09.400]  有一群基督徒
[00:08:09.400 --> 00:08:11.400]  想將聖經很多著名的故事
[00:08:11.400 --> 00:08:13.400]  包括整本書
[00:08:13.400 --> 00:08:16.400]  用漫畫的形式畫出來
[00:08:16.400 --> 00:08:18.400]  做一個故事
[00:08:18.400 --> 00:08:20.400]  Rupe
[00:08:20.400 --> 00:08:21.400]  就是路德記
[00:08:21.400 --> 00:08:24.400]  是其中一個故事
[00:08:24.400 --> 00:08:25.400]  最直接的
[00:08:25.400 --> 00:08:27.400]  他一開始的計劃是什麼呢
[00:08:27.400 --> 00:08:29.400]  大概是Rupe
[00:08:29.400 --> 00:08:32.400]  有人將它翻譯成廣東話
[00:08:32.400 --> 00:08:34.400]  所以我想播放給你們聽
[00:08:34.400 --> 00:08:35.400]  播放給你們看
[00:08:35.400 --> 00:08:36.400]  播放給你們聽
[00:08:36.400 --> 00:08:39.400]  不過他講得很快
[00:08:39.400 --> 00:08:42.400]  因為他要在短短七分鐘內講完
[00:08:42.400 --> 00:08:43.400]  但他講得很深
[00:08:43.400 --> 00:08:45.400]  他有很多神學在裏面
[00:08:45.400 --> 00:08:49.400]  我想你們用心去聽
[00:08:49.400 --> 00:08:50.400]  聽前面
[00:08:50.400 --> 00:08:52.400]  尤其是一開始那裏
[00:08:52.400 --> 00:08:54.400]  和最後結束的時候
[00:08:54.400 --> 00:08:56.400]  用心去聽
[00:08:56.400 --> 00:08:58.400]  我要set set set
[00:08:58.400 --> 00:09:00.400]  路德記
[00:09:00.400 --> 00:09:01.400]  是一本無語倫比
[00:09:01.400 --> 00:09:03.400]  考奪天公的神學作品
[00:09:03.400 --> 00:09:06.400]  請你們一起來想一條很重要的問題
[00:09:06.400 --> 00:09:09.400]  究竟神是如何融合我們日常生活的喜怒哀樂呢
[00:09:09.400 --> 00:09:12.400]  這本書裏主要有三個角色
[00:09:12.400 --> 00:09:13.400]  有瓜夫納奧米
[00:09:13.400 --> 00:09:14.400]  摩亞人路德
[00:09:14.400 --> 00:09:16.400]  還有以色列農夫波亞斯
[00:09:16.400 --> 00:09:19.400]  而他們的故事是用了四個章節
[00:09:19.400 --> 00:09:21.400]  還鋪排得很漂亮
[00:09:21.400 --> 00:09:24.400]  我們就直接闖入去看看它寫成怎樣
[00:09:24.400 --> 00:09:26.400]  第一章就用了這句開始
[00:09:26.400 --> 00:09:28.400]  那時候還是一些士師在管治
[00:09:28.400 --> 00:09:30.400]  就提到我們那時候在士師記裏的社會
[00:09:30.400 --> 00:09:32.400]  是多麼的黑暗和多麼的辛苦
[00:09:32.400 --> 00:09:35.400]  在這裏我們就看到一家以色列人
[00:09:35.400 --> 00:09:38.400]  一家大小都在白尼恆的饑荒裏面
[00:09:38.400 --> 00:09:39.400]  生存得很繃緊
[00:09:39.400 --> 00:09:40.400]  即是穩食艱難
[00:09:40.400 --> 00:09:43.400]  他們找著找著就找到一個叫摩亞的地方
[00:09:43.400 --> 00:09:45.400]  其實和以色列是有些磨擦的
[00:09:45.400 --> 00:09:46.400]  誰知去到不久
[00:09:46.400 --> 00:09:48.400]  老爸就很快就死了
[00:09:48.400 --> 00:09:50.400]  而他兩個兒子娶了兩個摩亞的老婆
[00:09:50.400 --> 00:09:51.400]  路德和俄爾巴
[00:09:51.400 --> 00:09:53.400]  然後兒子又很快就死了
[00:09:53.400 --> 00:09:57.400]  他們只剩下納奧米和他兩個新的媳婦
[00:09:57.400 --> 00:09:59.400]  所以納奧米就再沒有留下的原因
[00:09:59.400 --> 00:10:01.400]  他就告訴他的媳婦
[00:10:01.400 --> 00:10:02.400]  他要搬回家住
[00:10:02.400 --> 00:10:04.400]  而納奧米知道在以色列裏面
[00:10:04.400 --> 00:10:06.400]  做一個愛國來的獨生寡婦
[00:10:06.400 --> 00:10:07.400]  認真不容易做
[00:10:07.400 --> 00:10:09.400]  所以他就用了千方百計
[00:10:09.400 --> 00:10:11.400]  叫那些媳婦回娘家
[00:10:11.400 --> 00:10:12.400]  不要跟他走
[00:10:12.400 --> 00:10:14.400]  俄爾巴就很順他意地留下
[00:10:14.400 --> 00:10:15.400]  但是路德就死都不肯
[00:10:15.400 --> 00:10:19.400]  他就擺明表現到他對納奧米的特別忠心
[00:10:19.400 --> 00:10:21.400]  還說你就算到天涯海角
[00:10:21.400 --> 00:10:22.400]  我都跟難你
[00:10:22.400 --> 00:10:23.400]  你的民族就是我的民族
[00:10:23.400 --> 00:10:25.400]  你的神就是我的神
[00:10:25.400 --> 00:10:26.400]  納奧米都懶得再勸他了
[00:10:26.400 --> 00:10:29.400]  就是這樣他們兩個一起回到以色列
[00:10:29.400 --> 00:10:31.400]  第一章就是這樣完結了
[00:10:31.400 --> 00:10:32.400]  在納奧米改名做瑪拉
[00:10:32.400 --> 00:10:35.400]  因為在希伯來文就是解做苦
[00:10:35.400 --> 00:10:36.400]  他又喊苦喊忽
[00:10:36.400 --> 00:10:37.400]  在滲條命
[00:10:37.400 --> 00:10:38.400]  是幾咁一個悲劇
[00:10:38.400 --> 00:10:39.400]  第二章一開波
[00:10:39.400 --> 00:10:40.400]  就是納奧米和路德
[00:10:40.400 --> 00:10:42.400]  在談他們去哪裏搵食
[00:10:42.400 --> 00:10:44.400]  剛好又是大麥收成的大好日子
[00:10:44.400 --> 00:10:46.400]  正當路德出去搵食的時候
[00:10:46.400 --> 00:10:47.400]  剛好他又在一塊
[00:10:47.400 --> 00:10:49.400]  波亞斯擁有的田裏面
[00:10:49.400 --> 00:10:50.400]  在撿穀物
[00:10:50.400 --> 00:10:52.400]  剛好波亞斯又是納奧米的死鬼老公
[00:10:52.400 --> 00:10:53.400]  哎呀親戚
[00:10:53.400 --> 00:10:55.400]  剛好他又出來做神魂
[00:10:55.400 --> 00:10:56.400]  順便看看他的工人
[00:10:56.400 --> 00:10:57.400]  有沒有吞潑偷懶
[00:10:57.400 --> 00:10:59.400]  我們都聽到波亞斯是一個德高望重的人
[00:10:59.400 --> 00:11:01.400]  而他又不經意見到路德
[00:11:01.400 --> 00:11:04.400]  就百督更多料關於他的故事
[00:11:04.400 --> 00:11:06.400]  之後他就對路德有特別優待
[00:11:06.400 --> 00:11:08.400]  他就給了路德這個新移民
[00:11:08.400 --> 00:11:10.400]  在他田裏面要幾多拿幾多的權利
[00:11:10.400 --> 00:11:13.400]  波亞斯這樣做其實是照足托拉裏面的吩咐
[00:11:13.400 --> 00:11:15.400]  要闊佬些對新移民和窮人
[00:11:15.400 --> 00:11:17.400]  如果一個不小心跌咁一閘
[00:11:17.400 --> 00:11:18.400]  唔好執返佢
[00:11:18.400 --> 00:11:20.400]  咁樣神就會令佢所有野都順利
[00:11:20.400 --> 00:11:23.400]  波亞斯被路德對奶奶的忠心感動了
[00:11:23.400 --> 00:11:25.400]  他還為路德祈求
[00:11:25.400 --> 00:11:27.400]  希望神可以獎勵佢咁大膽
[00:11:27.400 --> 00:11:29.400]  當路德返到屋企時
[00:11:29.400 --> 00:11:31.400]  奶奶就發現佢撞到波亞斯
[00:11:31.400 --> 00:11:32.400]  佢就一下唔覺意
[00:11:32.400 --> 00:11:33.400]  開心到彈咗起身
[00:11:33.400 --> 00:11:35.400]  佢就超興奮咁講
[00:11:35.400 --> 00:11:37.400]  波亞斯就係佢地屋企嘅救贖近親
[00:11:37.400 --> 00:11:39.400]  其實救贖近親呢家野
[00:11:39.400 --> 00:11:41.400]  係喺以色列文化習俗入面
[00:11:41.400 --> 00:11:43.400]  當屋企入面嘅男人死咗
[00:11:43.400 --> 00:11:45.400]  剩返低啲女人 細路或者土地
[00:11:45.400 --> 00:11:48.400]  因為當時社會係唔會保障呢啲弱勢社群
[00:11:48.400 --> 00:11:50.400]  救贖近親就有義務去取返個寡婦
[00:11:50.400 --> 00:11:52.400]  買返啲地 維護返佢地屋企
[00:11:55.400 --> 00:11:56.400]  呢啲咁多嘅希望
[00:11:56.400 --> 00:11:57.400]  第三章開始係
[00:11:57.400 --> 00:12:00.400]  南俄米同路德掙緊點樣令波亞斯留意到佢地嘅狀況
[00:12:00.400 --> 00:12:02.400]  路德就唔再著果啲寡婦嘅衫
[00:12:02.400 --> 00:12:06.400]  而係著返啲代表佢已經準備返哂去再婚嘅衫
[00:12:06.400 --> 00:12:07.400]  順便化妝白靚
[00:12:07.400 --> 00:12:11.400]  咁嗰晚路德就自己一個去搵田入面嘅波亞斯
[00:12:11.400 --> 00:12:13.400]  正當波亞斯瞓到成隻死豬果陣
[00:12:13.400 --> 00:12:16.400]  路德就整整一入去 瞓喺佢腳嘅側邊
[00:12:16.400 --> 00:12:19.400]  三更半夜 波亞斯一醒咗就嚇到傻咗咁
[00:12:19.400 --> 00:12:22.400]  路德就即刻解釋清楚佢自己係想點
[00:12:22.400 --> 00:12:25.400]  佢就單刀直入咁請波亞斯贖返南俄米嘅屋企
[00:12:25.400 --> 00:12:26.400]  同埋同佢結婚
[00:12:26.400 --> 00:12:31.400]  波亞斯就再一次好欣賞路德對南俄米同佢屋企人嘅忠誠
[00:12:31.400 --> 00:12:33.400]  佢就話路德係一個賢良淑德嘅女人
[00:12:33.400 --> 00:12:37.400]  呢個字就係同《真言三十一章》形容緊嘅女人係同一個字眼
[00:12:37.400 --> 00:12:40.400]  之後波亞斯就叫路德等到聽日
[00:12:40.400 --> 00:12:44.400]  佢就會喺鎮長面前用法律上贖返路德同南俄米
[00:12:44.400 --> 00:12:47.400]  呢章就係完喺路德返返去南俄米身邊
[00:12:47.400 --> 00:12:50.400]  一齊咁為啱啱所發生嘅事又驚又喜
[00:12:50.400 --> 00:12:52.400]  喺第四章所有嘢都砌埋一齊
[00:12:52.400 --> 00:12:56.400]  我哋發現原來南俄米仲有一個更加親嘅親戚
[00:12:56.400 --> 00:13:00.400]  佢實際上係比波亞斯更有資格去贖返南俄米嘅屋企
[00:13:00.400 --> 00:13:03.400]  佢就聚集咗鎮入面嘅長老同埋呢個親戚嚟傾呢件事
[00:13:03.400 --> 00:13:08.400]  但喺最後一刻呢位至親嘅親屬發現原來要娶路德呢個摩亞女人
[00:13:08.400 --> 00:13:09.400]  佢就臨時吞汰
[00:13:09.400 --> 00:13:13.400]  但唔好唔記得波亞斯識得路德嘅人品係點樣
[00:13:13.400 --> 00:13:16.400]  所以佢就買返南俄米嘅家產地而同路德結婚
[00:13:16.400 --> 00:13:20.400]  就好似開始嗰陣路德點樣去對南俄米家族嘅忠心
[00:13:20.400 --> 00:13:23.400]  波亞斯就點樣對南俄米家族一樣咁忠心
[00:13:23.400 --> 00:13:27.400]  而波亞斯呢個咁嘅忠心就帶到我哋一個大團圓結局
[00:13:27.400 --> 00:13:31.400]  個故仔就源喺扭轉返所有第一章嘅悲劇
[00:13:31.400 --> 00:13:34.400]  所以南俄米又死老公又死埋啲仔真係家門不幸
[00:13:34.400 --> 00:13:38.400]  但轉變到路德有情人終成眷屬仲生埋個豆釘添
[00:13:38.400 --> 00:13:40.400]  南俄米真係開心都嚟唔切
[00:13:40.400 --> 00:13:43.400]  神就祝福返佢哋開開心心同埋有新嘅生命
[00:13:43.400 --> 00:13:47.400]  呢本書入面嘅開始同完結嘅對稱真係無得談
[00:13:47.400 --> 00:13:51.400]  你哋仲記得開幕嗰陣時嘅悲劇而帶嚟路德嘅忠誠
[00:13:51.400 --> 00:13:56.400]  就係對稱返波亞斯嘅忠誠而帶嚟南俄米全家嘅救贖同生命
[00:13:56.400 --> 00:13:59.400]  呢個對稱亦都喺本書嘅內部結構反映出嚟
[00:13:59.400 --> 00:14:03.400]  呢兩章嘅開頭都係南俄米同路德傾緊將來嘅計劃
[00:14:03.400 --> 00:14:07.400]  跟住落去就係路德同波亞斯之間嘅命中注定嘅偶遇
[00:14:07.400 --> 00:14:11.400]  喺第二章對話入面嘅翅膀同第三章嘅衣襟其實係同一個字
[00:14:11.400 --> 00:14:16.400]  呢兩章都係源喺南俄米同路德為嗰日所發生嘅事歡呼雀躍
[00:14:16.400 --> 00:14:18.400]  呢個故仔的確係精心設計
[00:14:18.400 --> 00:14:21.400]  而呢個設計係直接連住一樣好神奇嘅元素
[00:14:21.400 --> 00:14:24.400]  你讀完成本書就會發現有啲嘢唔係好對路
[00:14:24.400 --> 00:14:26.400]  就係呢本書極少可提到神
[00:14:26.400 --> 00:14:28.400]  啲人物本身有提過幾次神
[00:14:28.400 --> 00:14:32.400]  但係敘述嗰個一次都無提過神直接或者間接做咗啲咩
[00:14:32.400 --> 00:14:34.400]  呢個就係本書最犀利嘅地方
[00:14:34.400 --> 00:14:40.400]  因為喺故事編排嘅每一個角落都睇到神嘅供應係聯埋所有角色嘅背後狀況
[00:14:40.400 --> 00:14:41.400]  同個人決定
[00:14:41.400 --> 00:14:43.400]  即係你睇到佢哋選擇得幾咁唔掂
[00:14:43.400 --> 00:14:45.400]  神都可以令佢哋逢凶化吉
[00:14:45.400 --> 00:14:49.400]  所以南俄米嘅不幸令到佢覺得神係懲罰緊佢
[00:14:49.400 --> 00:14:54.400]  點知成個故仔實際上係講緊神嘅使命就係恢復返佢同佢屋企人
[00:14:54.400 --> 00:14:56.400]  等佢喺以色列入面好食好住
[00:14:56.400 --> 00:14:59.400]  神嘅方法就係用路德佢嘅勇氣同忠誠
[00:14:59.400 --> 00:15:01.400]  以帶嚟對南俄米生命入面嘅醫治
[00:15:01.400 --> 00:15:03.400]  但點都唔少得波亞斯
[00:15:03.400 --> 00:15:06.400]  呢個直腸直肚闊腦有忠誠嘅農夫
[00:15:06.400 --> 00:15:10.400]  而神就係用佢嘅正人君子加埋路德嘅敢作敢為嘅心態
[00:15:10.400 --> 00:15:12.400]  去救返南俄米同佢嘅家族
[00:15:12.400 --> 00:15:14.400]  所以呢個故仔最犀利嘅地方就係
[00:15:14.400 --> 00:15:18.400]  成功表現出神嘅旨意同人嘅決定係點樣相輔相成
[00:15:18.400 --> 00:15:20.400]  神係會將佢子民嘅忠心信服
[00:15:20.400 --> 00:15:22.400]  帶到佢對全世界嘅救贖計劃入面
[00:15:22.400 --> 00:15:28.400]  咁呢個救贖計劃就唔淨止牽涉到南俄米路德同波亞斯咁簡單
[00:15:28.400 --> 00:15:31.400]  咁樣就帶到我哋去到呢個故仔真正嘅結局入面
[00:15:31.400 --> 00:15:33.400]  路德嘅係源喺一個家鋪入面
[00:15:33.400 --> 00:15:38.400]  嗰度提到波亞斯同路德嘅仔俄比德原來就係大胃王嘅爺爺
[00:15:38.400 --> 00:15:40.400]  而理賽亞就係有大胃王嘅血統
[00:15:40.400 --> 00:15:44.400]  所以無端白事故事入面睇落冇乜特別嘅日常生活
[00:15:44.400 --> 00:15:48.400]  神就用嚟連埋佢自己對全世界偉大嘅救贖計劃入面
[00:15:48.400 --> 00:15:50.400]  所以路德記就請我哋諗吓
[00:15:50.400 --> 00:15:54.400]  神點樣一樣咁用我哋冇乜特別嘅日常生活
[00:15:54.400 --> 00:15:57.400]  如果神可以用得著南俄米路德呢啲咁嘅平民百姓
[00:15:57.400 --> 00:16:02.400]  咁點解唔可以用我同你哋嘅生命嚟彰顯神嘅榮耀呢
[00:16:02.400 --> 00:16:05.400]  咁呢個就係路德記想講嘅嘢啦
[00:16:32.400 --> 00:16:44.400]  咁我睇完一次之後呢我真係對呢舊嘢呢即係又愛又恨
[00:16:44.400 --> 00:16:51.400]  即係我愛佢係因為佢將好多嘅嘢好濃縮地好精確地擺咗喺裏面
[00:16:51.400 --> 00:16:55.400]  但佢錯錯喺邊度呢或者佢衰衰喺邊呢衰喺個頭尾
[00:16:55.400 --> 00:16:57.400]  你有冇記得佢其實呢
[00:16:57.400 --> 00:17:01.400]  你唔明白嘅你讀聖經最後係要形容嘅
[00:17:01.400 --> 00:17:05.400]  但係形容嗰部其實係最困難或者最容易
[00:17:05.400 --> 00:17:09.400]  你問路德記難定義嘅答案係容易搞錯
[00:17:09.400 --> 00:17:15.400]  你要記得聖經好多時候你覺得好容易嘅嘢其實係好容易搞錯嘅
[00:17:15.400 --> 00:17:17.400]  所以你要好小心
[00:17:17.400 --> 00:17:22.400]  佢一開始佢就話路德記係講緊上帝點參與人生命裏面嘅喜怒哀樂
[00:17:22.400 --> 00:17:27.400]  最後就話上帝可以用一個平民百姓可以參與佢偉大嘅使命
[00:17:27.400 --> 00:17:33.400]  我可以擔保人頭擔保絕對唔係路德記嘅主題
[00:17:33.400 --> 00:17:38.400]  路德記起初寫呢本書唔係為咗要同你講呢個形容
[00:17:38.400 --> 00:17:43.400]  到咗新約睇返路德記亦都唔係想同你講呢個形容
[00:17:43.400 --> 00:17:47.400]  但係你睇我哋好自然地我哋讀咗一本書
[00:17:47.400 --> 00:17:50.400]  我哋要將我哋人生同呢本書連喺一齊
[00:17:50.400 --> 00:17:54.400]  我哋好急跟住就走火入魔
[00:17:54.400 --> 00:17:57.400]  其實我哋本本聖經都係咁讀嘅
[00:17:57.400 --> 00:18:00.400]  本本聖經我哋章節都係咁讀嘅
[00:18:00.400 --> 00:18:03.400]  但我哋真係要問一個問題非常之重要嘅問題
[00:18:03.400 --> 00:18:08.400]  比你睇唔睇得明嗰啲希伯來文希伯原文等等都更重要嘅問題
[00:18:08.400 --> 00:18:15.400]  究竟從一個大圖畫嘅角度裏面我哋應該點樣去明白聖經
[00:18:15.400 --> 00:18:19.400]  我最鍾意嘅例子就係哈伯谷書
[00:18:19.400 --> 00:18:22.400]  其實冇人知道哈伯谷書應該點讀
[00:18:22.400 --> 00:18:26.400]  我以前做過研究之後跟住都唔記得咗
[00:18:26.400 --> 00:18:31.400]  但我哋死死都記得哈伯谷書嗰句金句
