
[00:00:00.000 --> 00:00:02.000]  各位聽聽節目,平安!
[00:08:22.000 --> 00:08:30.000]  主題是因為神是聖潔的,神的子民必須藉著祭司去獻祭
[00:08:30.000 --> 00:08:36.000]  在第11章到27章是說節期和其他條例
[00:08:36.000 --> 00:08:43.000]  主題是神是聖潔的,祂的子民必須有聖潔的生活
[00:08:43.000 --> 00:08:48.000]  我們今天讀的25章一至七節主要說兩樣東西
[00:08:48.000 --> 00:08:52.000]  一個是安息年的規例和欺凌的規例
[00:08:52.000 --> 00:08:57.000]  在第一到第七節主題是土地是神所賜的
[00:08:57.000 --> 00:09:04.000]  不可窺乎賜土地的神,這是我們今天主要的講題
[00:09:04.000 --> 00:09:13.000]  這次講的土地公義主要在安息年這幾節經文裡
[00:09:13.000 --> 00:09:17.000]  主要有兩個主題,一個是保護神所賜的土地
[00:09:17.000 --> 00:09:21.000]  第二是眷顧土地上的窮人
[00:09:21.000 --> 00:09:27.000]  在第一節主題是在西奈山對摩西說
[00:09:27.000 --> 00:09:32.000]  大家可能會覺得奇怪,這個不是在曠野寫的嗎?
[00:09:32.000 --> 00:09:37.000]  為什麼在西奈山對摩西說呢?
[00:09:37.000 --> 00:09:43.000]  解釋是因為這個之後的吩咐非常重要
[00:09:43.000 --> 00:09:48.000]  好像在西奈山上神吩咐了摩西十誡
[00:09:48.000 --> 00:09:51.000]  同樣的重要性
[00:09:51.000 --> 00:09:56.000]  之後神跟以色列人說
[00:09:56.000 --> 00:09:59.000]  你們到了我所賜給你們那地的時候
[00:09:59.000 --> 00:10:03.000]  我想大家注意一下「賜」字
[00:10:03.000 --> 00:10:07.000]  其實「賜」字的意思是地基本上不是你的
[00:10:07.000 --> 00:10:10.000]  是神賜給你的
[00:10:10.000 --> 00:10:15.000]  這個就是要尊重這塊土地
[00:10:15.000 --> 00:10:20.000]  其實在聖經裡土地有很特別的意義
[00:10:20.000 --> 00:10:25.000]  首先最初說的是在創世紀第二章十五至十七節
[00:10:25.000 --> 00:10:27.000]  因為字比較小,我在這裡讀
[00:10:27.000 --> 00:10:31.000]  然後說神將那人安置在伊甸園
[00:10:31.000 --> 00:10:33.000]  使他修理看守
[00:10:33.000 --> 00:10:36.000]  然後說吩咐他說
[00:10:36.000 --> 00:10:40.000]  園中各樣樹上的果子你可以隨意吃
[00:10:40.000 --> 00:10:44.000]  此時分別是我樹上的果子你不可以吃
[00:10:44.000 --> 00:10:49.000]  因為你吃的日子必定死
[00:10:49.000 --> 00:10:52.000]  這裡說得很清楚
[00:10:52.000 --> 00:10:58.000]  亞當所在的伊甸園那塊土地是神所賜的
[00:10:58.000 --> 00:11:01.000]  不但如此,他在那裡居住
[00:11:01.000 --> 00:11:03.000]  還可以吃園中的果子
[00:11:03.000 --> 00:11:05.000]  這些是神的恩賜
[00:11:05.000 --> 00:11:08.000]  但是這幾節經文很清楚說到
[00:11:08.000 --> 00:11:12.000]  人有責任,要遵守神的吩咐
[00:11:12.000 --> 00:11:16.000]  包括看守管理園子
[00:11:16.000 --> 00:11:21.000]  不可以吃那些分別是我樹上的果子
[00:11:21.000 --> 00:11:26.000]  這個原則其實在我們今天所讀的經文也是一樣
[00:11:26.000 --> 00:11:30.000]  當那些以色列人去到迦南地的時候
[00:11:30.000 --> 00:11:32.000]  神就告訴他們迦南地是他們的
[00:11:32.000 --> 00:11:33.000]  是我賜給他們的
[00:11:33.000 --> 00:11:35.000]  但是他們有責任
[00:11:35.000 --> 00:11:41.000]  責任是什麼呢?
[00:11:41.000 --> 00:11:44.000]  在今天的經文裡說了三次
[00:11:44.000 --> 00:11:49.000]  在第二節,地就要向耶和華受安息
[00:11:49.000 --> 00:11:53.000]  第四節,第七年,地要受聖安息
[00:11:53.000 --> 00:11:56.000]  第五節,這一年,地要受安息
[00:11:56.000 --> 00:11:59.000]  在這短短五節經文裡
[00:11:59.000 --> 00:12:02.000]  同一句話重複了三次
[00:12:02.000 --> 00:12:04.000]  告訴他們是非常重要的事
[00:12:04.000 --> 00:12:07.000]  之後我就說說這幾句話的意思
[00:12:07.000 --> 00:12:10.000]  在第二節,地就要向耶和華受安息
[00:12:10.000 --> 00:12:14.000]  原文就是地就要安息
[00:12:14.000 --> 00:12:17.000]  就是耶和華要安息
[00:12:17.000 --> 00:12:19.000]  地是一個主詞
[00:12:19.000 --> 00:12:21.000]  地就像一個人
[00:12:21.000 --> 00:12:24.000]  要睡覺
[00:12:24.000 --> 00:12:26.000]  要安息
[00:12:26.000 --> 00:12:30.000]  道有自己,地有自己的主權
[00:12:30.000 --> 00:12:33.000]  在第四節,其實是第五節
[00:12:33.000 --> 00:12:35.000]  地要受安息是同一樣的
[00:12:35.000 --> 00:12:39.000]  原文就是給地完全休歇的安息
[00:12:39.000 --> 00:12:41.000]  在這裡有些不同
[00:12:41.000 --> 00:12:43.000]  地是一個授詞
[00:12:43.000 --> 00:12:45.000]  授誰呢?就是授神
[00:12:45.000 --> 00:12:48.000]  神賜給土地休息
[00:12:48.000 --> 00:12:51.000]  所以給地休息不是人給地休息
[00:12:51.000 --> 00:12:53.000]  第一,他自己要休息
[00:12:53.000 --> 00:12:56.000]  第二,就是神要他休息
[00:12:56.000 --> 00:12:59.000]  所以人一定要尊重這塊土地
[00:12:59.000 --> 00:13:02.000]  這個土地是非賣品
[00:13:02.000 --> 00:13:05.000]  不是一個商品
[00:13:05.000 --> 00:13:07.000]  怎樣休息呢?
[00:13:07.000 --> 00:13:10.000]  在第六年要耕種
[00:13:10.000 --> 00:13:17.000]  第七年就要守安息
[00:13:17.000 --> 00:13:19.000]  不可以耕種田地
[00:13:19.000 --> 00:13:21.000]  不可以修理葡萄園
[00:13:21.000 --> 00:13:24.000]  遺落智障的莊稼不可以收取
[00:13:24.000 --> 00:13:26.000]  也不可以修理葡萄園
[00:13:26.000 --> 00:13:28.000]  不可以摘取葡萄
[00:13:28.000 --> 00:13:35.000]  這個就是對安歇休息的吩咐
[00:13:35.000 --> 00:13:41.000]  其實在安息年
[00:13:41.000 --> 00:13:43.000]  在春街俠記也曾經說過
[00:13:43.000 --> 00:13:44.000]  我在這裡讀一下
[00:13:44.000 --> 00:13:47.000]  六年你要耕種田地
[00:13:47.000 --> 00:13:49.000]  收藏補產
[00:13:49.000 --> 00:13:52.000]  第七年
[00:13:52.000 --> 00:13:55.000]  你要叫他歇息
[00:13:55.000 --> 00:13:57.000]  不耕不種
[00:13:57.000 --> 00:13:59.000]  使民眾的窮人有吃的
[00:13:59.000 --> 00:14:02.000]  他們所剩下的野獸可以吃
[00:14:02.000 --> 00:14:04.000]  你的葡萄園和橄欖樹
[00:14:04.000 --> 00:14:06.000]  你要照樣辦理
[00:14:06.000 --> 00:14:08.000]  其實和剛才差不多
[00:14:08.000 --> 00:14:10.000]  基本上在第七年
[00:14:10.000 --> 00:14:15.000]  不可以耕種
[00:14:15.000 --> 00:14:17.000]  地要得到歇息
[00:14:17.000 --> 00:14:18.000]  就好像一個人
[00:14:18.000 --> 00:14:19.000]  你要睡覺
[00:14:19.000 --> 00:14:22.000]  第二天才有精神去工作
[00:14:22.000 --> 00:14:24.000]  另外一件事就是
[00:14:24.000 --> 00:14:30.000]  地的資源要得到保留
[00:14:30.000 --> 00:14:32.000]  為什麼呢?
[00:14:32.000 --> 00:14:34.000]  原來是真的
[00:14:34.000 --> 00:14:38.000]  想想地為什麼要不耕種呢?
[00:14:38.000 --> 00:14:39.000]  沒浪費嘛
[00:14:39.000 --> 00:14:41.000]  整年放在這裡幹什麼呢?
[00:14:41.000 --> 00:14:43.000]  原來地真的要歇息
[00:14:43.000 --> 00:14:46.000]  現在科學很清楚告訴我們
[00:14:46.000 --> 00:14:48.000]  不知道大家知不知道
[00:14:48.000 --> 00:14:50.000]  每次行雷
[00:14:50.000 --> 00:14:51.000]  行雷
[00:14:51.000 --> 00:14:53.000]  其實神在施肥
[00:14:53.000 --> 00:14:55.000]  知不知道?
[00:14:55.000 --> 00:14:57.000]  為什麼呢?
[00:14:57.000 --> 00:15:00.000]  因為我們每一次行雷的時候
[00:15:00.000 --> 00:15:02.000]  空中有很多氮氣
[00:15:02.000 --> 00:15:03.000]  Nitrogen
[00:15:03.000 --> 00:15:04.000]  每一次行雷
[00:15:04.000 --> 00:15:06.000]  其實裡面有很高溫
[00:15:06.000 --> 00:15:08.000]  將Nitrogen變成Nitrate
[00:15:08.000 --> 00:15:11.000]  Nitrate下到地之後
[00:15:11.000 --> 00:15:16.000]  其實就是植物的肥料
[00:15:16.000 --> 00:15:18.000]  很有趣的
[00:15:18.000 --> 00:15:21.000]  另外除了行雷之外
[00:15:21.000 --> 00:15:24.000]  在土地裡面有很多細菌
[00:15:24.000 --> 00:15:28.000]  那些細菌能夠將空氣中的氮氣
[00:15:28.000 --> 00:15:30.000]  變成Nitrate
[00:15:30.000 --> 00:15:34.000]  又成為植物的肥料
[00:15:34.000 --> 00:15:35.000]  你會看到
[00:15:35.000 --> 00:15:37.000]  神安排得很奇妙
[00:15:37.000 --> 00:15:39.000]  為什麼地整死都生了呢?
[00:15:39.000 --> 00:15:41.000]  但是你一定要讓它休息
[00:15:41.000 --> 00:15:43.000]  現在農夫都知道要休息
[00:15:43.000 --> 00:15:44.000]  為什麼呢?
[00:15:44.000 --> 00:15:45.000]  他們不知道為什麼
[00:15:45.000 --> 00:15:47.000]  但是這個就是原因
[00:15:47.000 --> 00:15:52.000]  其實神告訴異星人
[00:15:52.000 --> 00:15:55.000]  要怎樣去對待這塊地
[00:15:55.000 --> 00:15:57.000]  是有原因的
[00:15:57.000 --> 00:16:00.000]  其實基本上的原則就是
[00:16:00.000 --> 00:16:02.000]  土地的資源不可以盡用
[00:16:02.000 --> 00:16:06.000]  你不可以拿去盡用
[00:16:06.000 --> 00:16:12.000]  那異星人有沒有遵守這個規例呢?
[00:16:12.000 --> 00:16:13.000]  其實是有的
[00:16:13.000 --> 00:16:15.000]  如果看歷史
[00:16:15.000 --> 00:16:17.000]  在聖殿被毀之前
[00:16:17.000 --> 00:16:19.000]  他們曾經遵守過
[00:16:19.000 --> 00:16:22.000]  在秘魯回歸之後
[00:16:22.000 --> 00:16:24.000]  尼西米其實要那些異星人
[00:16:24.000 --> 00:16:27.000]  佛咒起誓要遵行
[00:16:27.000 --> 00:16:30.000]  神直達伯人摩西所傳的律法
[00:16:30.000 --> 00:16:33.000]  每逢第七年不耕種
[00:16:33.000 --> 00:16:35.000]  凡欠我們債的必不追討
[00:16:35.000 --> 00:16:37.000]  這個就是安息年
[00:16:37.000 --> 00:16:40.000]  甚至乎在之後的希臘皇朝
[00:16:40.000 --> 00:16:42.000]  和羅馬帝國
[00:16:42.000 --> 00:16:47.000]  都有受安息年的歷史記載
[00:16:47.000 --> 00:16:50.000]  但是我們現在現代人怎樣呢?
[00:16:50.000 --> 00:16:53.000]  其實我們喪失了很多土地
[00:16:53.000 --> 00:16:54.000]  兩方面
[00:16:54.000 --> 00:16:57.000]  第一就是森林的捆綁
[00:16:57.000 --> 00:17:05.000]  第二就是土地污染
[00:17:05.000 --> 00:17:09.000]  第一講一講森林的捆綁
[00:17:09.000 --> 00:17:12.000]  大家看看左邊的圖
[00:17:12.000 --> 00:17:15.000]  左邊的圖靠右就是綠色的
[00:17:15.000 --> 00:17:19.000]  那個就是森林
[00:17:19.000 --> 00:17:22.000]  在這個圖的左邊
[00:17:22.000 --> 00:17:25.000]  你看到是一塊地
[00:17:25.000 --> 00:17:27.000]  那塊地是沒有森林的
[00:17:27.000 --> 00:17:29.000]  有些森林都沒有
[00:17:29.000 --> 00:17:31.000]  用來做什麼呢?
[00:17:31.000 --> 00:17:34.000]  幾方面
[00:17:34.000 --> 00:17:36.000]  耕種
[00:17:36.000 --> 00:17:38.000]  做牧場
[00:17:38.000 --> 00:17:40.000]  發展地方
[00:17:40.000 --> 00:17:41.000]  給民居
[00:17:41.000 --> 00:17:44.000]  成為民居或者成為水壩
[00:17:44.000 --> 00:17:45.000]  其中一個樹木
[00:17:45.000 --> 00:17:47.000]  人們為什麼要樹木呢?
[00:17:47.000 --> 00:17:48.000]  就是用來做紙
[00:17:48.000 --> 00:17:52.000]  我們現在用的紙有很多是樹木
[00:17:52.000 --> 00:17:57.000]  還有發展工業等等
[00:17:57.000 --> 00:18:02.000]  以婆羅乃為例
[00:18:02.000 --> 00:18:04.000]  很恐怖
[00:18:04.000 --> 00:18:07.000]  在1950年
[00:18:07.000 --> 00:18:09.000]  還是綠色的
[00:18:09.000 --> 00:18:10.000]  到現在
[00:18:10.000 --> 00:18:12.000]  你看到綠色少了多少
[00:18:12.000 --> 00:18:17.000]  少了80%的森林
[00:18:17.000 --> 00:18:21.000]  在鄰近的印尼
[00:18:21.000 --> 00:18:22.000]  還差
[00:18:22.000 --> 00:18:25.000]  現在只剩下10%
[00:18:25.000 --> 00:18:28.000]  原本10%的森林
[00:18:28.000 --> 00:18:31.000]  大部分這些森林
[00:18:31.000 --> 00:18:33.000]  那些木材
[00:18:33.000 --> 00:18:35.000]  被人用來做紙
[00:18:35.000 --> 00:18:39.000]  這個是很嚴重的事
[00:18:39.000 --> 00:18:42.000]  在目前為止
[00:18:42.000 --> 00:18:47.000]  每年還將森林砍伐2%
[00:18:47.000 --> 00:18:50.000]  因為只剩下10%
[00:18:50.000 --> 00:18:52.000]  估計在5年之後
[00:18:52.000 --> 00:18:54.000]  沒有森林
[00:18:54.000 --> 00:18:57.000]  在印尼
[00:18:57.000 --> 00:18:59.000]  整個世界怎麼樣呢?
[00:18:59.000 --> 00:19:02.000]  現在在地上80%的森林
[00:19:02.000 --> 00:19:04.000]  已經被砍伐
[00:19:04.000 --> 00:19:07.000]  80%
[00:19:07.000 --> 00:19:08.000]  另外
[00:19:08.000 --> 00:19:14.000]  每天有8萬畝地的森林被砍伐
[00:19:14.000 --> 00:19:18.000]  比較嚴重的是在江果
[00:19:18.000 --> 00:19:22.000]  還有在亞馬遜河
[00:19:22.000 --> 00:19:26.000]  在巴西
[00:19:26.000 --> 00:19:29.000]  我們現在的地球就像這幅圖畫
[00:19:29.000 --> 00:19:32.000]  如果當森林是我們廢棄的話
[00:19:32.000 --> 00:19:35.000]  我們沒有了四分之一
[00:19:35.000 --> 00:19:38.000]  如果這個情況繼續下去的話
[00:19:38.000 --> 00:19:42.000]  我們下一代可能有問題
[00:19:42.000 --> 00:19:48.000]  呼吸都有問題
[00:19:48.000 --> 00:19:49.000]  另外
[00:19:49.000 --> 00:19:51.000]  如果沒有森林的話
[00:19:51.000 --> 00:19:56.000]  那些泥土沒有樹根抓住
[00:19:56.000 --> 00:19:58.000]  每次下雨的時候
[00:19:58.000 --> 00:20:02.000]  那些泥土就去河或海那裡
[00:20:02.000 --> 00:20:05.000]  剩下的就是subsoil
[00:20:05.000 --> 00:20:07.000]  subsoil是不能種植的
[00:20:07.000 --> 00:20:08.000]  大家看到是不能種植的
[00:20:08.000 --> 00:20:13.000]  沒有東西可以生長
[00:20:13.000 --> 00:20:14.000]  只是這樣
[00:20:14.000 --> 00:20:16.000]  剩下的土地
[00:20:16.000 --> 00:20:19.000]  就受到土地污染的影響
[00:20:19.000 --> 00:20:21.000]  包括工業
[00:20:21.000 --> 00:20:24.000]  工業其實下了很多重金屬在地上
[00:20:24.000 --> 00:20:27.000]  重金屬下在地上之後
[00:20:27.000 --> 00:20:28.000]  第一
[00:20:28.000 --> 00:20:29.000]  很多植物不能生長
[00:20:29.000 --> 00:20:31.000]  如果能生長的話
[00:20:31.000 --> 00:20:38.000]  那些重金屬就會上到果樹那裡
[00:20:38.000 --> 00:20:40.000]  又是很嚴重的
[00:20:40.000 --> 00:20:44.000]  另外就是當這些污染流到河的時候
[00:20:44.000 --> 00:20:48.000]  那些污染物會透過河帶到其他地方
[00:20:48.000 --> 00:20:52.000]  使更多地方受到污染
[00:20:52.000 --> 00:20:57.000]  也同時污染了我們寶貴的淡水
[00:20:57.000 --> 00:20:59.000]  另外
[00:20:59.000 --> 00:21:03.000]  還有我們的堆填區
[00:21:03.000 --> 00:21:06.000]  我們現在現代人有很多垃圾
[00:21:06.000 --> 00:21:07.000]  我們現在看不到
[00:21:07.000 --> 00:21:09.000]  真的有很多垃圾
[00:21:09.000 --> 00:21:12.000]  這些堆填區
[00:21:12.000 --> 00:21:15.000]  每一次堆填區
[00:21:15.000 --> 00:21:17.000]  你把垃圾放在那裡
[00:21:17.000 --> 00:21:18.000]  每一次下雨
[00:21:18.000 --> 00:21:20.000]  堆填區裡面的污染物
[00:21:20.000 --> 00:21:21.000]  就會落在地上
[00:21:21.000 --> 00:21:23.000]  地上就會流水
[00:21:23.000 --> 00:21:25.000]  一樣是污染
[00:21:25.000 --> 00:21:26.000]  更可悲的是
[00:21:26.000 --> 00:21:27.000]  那些人做過統計
[00:21:27.000 --> 00:21:29.000]  在堆填區所有的垃圾
[00:21:29.000 --> 00:21:32.000]  其實百分之八十是可以回收的
[00:21:32.000 --> 00:21:33.000]  以德國為例
[00:21:33.000 --> 00:21:37.000]  它可以回收百分之五十的垃圾
[00:21:37.000 --> 00:21:39.000]  是全世界最高的
[00:21:39.000 --> 00:21:42.000]  但是我們香港是很低的
[00:21:42.000 --> 00:21:44.000]  其實香港因為沒有地方
[00:21:44.000 --> 00:21:45.000]  更麻煩
[00:21:45.000 --> 00:21:49.000]  很多的垃圾只不過運到大陸
[00:21:49.000 --> 00:21:51.000]  叫他們去回收
[00:21:51.000 --> 00:21:54.000]  但是他們有沒有回收我們不知道
[00:21:57.000 --> 00:22:00.000]  這些這樣的土地污染
[00:22:00.000 --> 00:22:05.000]  在每年的最高收入
[00:22:05.000 --> 00:22:13.000]  我們失去了240億噸的上層土
[00:22:13.000 --> 00:22:15.000]  在過去150年
[00:22:15.000 --> 00:22:20.000]  地球已失去一半的上層土
[00:22:20.000 --> 00:22:24.000]  如果我們再不做些事的話
[00:22:24.000 --> 00:22:29.000]  我們下一代可能就沒有東西吃
[00:22:29.000 --> 00:22:31.000]  也沒有空氣吸
[00:22:31.000 --> 00:22:35.000]  是這麼嚴重的
[00:22:35.000 --> 00:22:36.000]  好了
[00:22:36.000 --> 00:22:38.000]  今日經文另外再講另一點
[00:22:38.000 --> 00:22:40.000]  就是要土地公義
[00:22:40.000 --> 00:22:46.000]  包括照顧在土地上的窮人
[00:22:46.000 --> 00:22:48.000]  今日經文我再讀一次
[00:22:48.000 --> 00:22:51.000]  地在安息年所出的
[00:22:51.000 --> 00:22:55.000]  要給你和你的僕人、婢女、故宮人
[00:22:55.000 --> 00:22:57.000]  被寄居的外人當食物
[00:22:57.000 --> 00:22:59.000]  這年的套餐要給你的生畜
[00:22:59.000 --> 00:23:01.000]  外地上走售當食物
[00:23:01.000 --> 00:23:03.000]  這個原則就是
[00:23:03.000 --> 00:23:08.000]  你住在那裏要幫助那裏的窮人
[00:23:08.000 --> 00:23:11.000]  其實不單止是安息年
[00:23:11.000 --> 00:23:14.000]  在新聞記講得很清楚
[00:23:14.000 --> 00:23:19.000]  在夜或你神所賜你的地上
[00:23:19.000 --> 00:23:21.000]  無論哪座城裏
[00:23:21.000 --> 00:23:23.000]  你弟兄中若有一個窮人
[00:23:23.000 --> 00:23:27.000]  你不可忍著心、讚著手
[00:23:27.000 --> 00:23:30.000]  不幫補你窮乏的弟兄
[00:23:30.000 --> 00:23:32.000]  總要向他鬆開手
[00:23:32.000 --> 00:23:36.000]  照他所缺乏的借給他補他的不足
[00:23:36.000 --> 00:23:37.000]  很清楚
[00:23:37.000 --> 00:23:39.000]  這個不是安息年做的
[00:23:39.000 --> 00:23:43.000]  而是我們時時都要做
[00:23:43.000 --> 00:23:45.000]  在我們所居的城市
[00:23:45.000 --> 00:23:50.000]  香港實在是一個很繁華的都市
[00:23:50.000 --> 00:23:52.000]  有很低的失業率
[00:23:52.000 --> 00:23:55.000]  基本上是全民就業
[00:23:55.000 --> 00:23:58.000]  在最近這個星期
[00:23:58.000 --> 00:24:01.000]  牧師發了一個短訊告訴我們
[00:24:01.000 --> 00:24:02.000]  在加拿大
[00:24:02.000 --> 00:24:07.000]  Fraser Institute評香港的自由度
[00:24:07.000 --> 00:24:08.000]  在過去六年
[00:24:08.000 --> 00:24:11.000]  連續六年是全世界最高的
[00:24:11.000 --> 00:24:13.000]  香港人有很自由的生活
[00:24:13.000 --> 00:24:15.000]  美國排第幾?
