
[00:00:00.000 --> 00:00:02.860]  今晚我們繼續
[00:09:20.460 --> 00:09:22.460]  他們就說要上去打仗
[00:09:22.460 --> 00:09:24.460]  所以神就說
[00:09:24.460 --> 00:09:26.460]  我離開你們
[00:09:26.460 --> 00:09:28.460]  他們就打敗仗
[00:09:28.460 --> 00:09:30.460]  這是一個很慘痛的經歷
[00:09:30.460 --> 00:09:32.460]  原來一章的
[00:09:32.460 --> 00:09:34.460]  四十一至四十五節
[00:09:34.460 --> 00:09:36.460]  就說了他們如何不聽神話
[00:09:36.460 --> 00:09:38.460]  原來是有結果的
[00:09:38.460 --> 00:09:40.460]  他們再兜圈
[00:09:40.460 --> 00:09:42.460]  但我這次
[00:09:42.460 --> 00:09:44.460]  第二章就比較好消息
[00:09:44.460 --> 00:09:46.460]  第三節我們一起讀
[00:09:46.460 --> 00:09:48.460]  耶和華對我說
[00:09:48.460 --> 00:09:50.460]  一起讀
[00:09:50.460 --> 00:09:52.460]  耶和華對我說
[00:09:52.460 --> 00:09:54.460]  你們要行
[00:09:54.460 --> 00:09:56.460]  這生的日子夠了
[00:09:56.460 --> 00:09:58.460]  要轉向
[00:09:58.460 --> 00:10:00.460]  不去
[00:10:00.460 --> 00:10:02.460]  終於等夠了
[00:10:02.460 --> 00:10:04.460]  兜了很多圈
[00:10:04.460 --> 00:10:06.460]  但停了很久
[00:10:06.460 --> 00:10:08.460]  終於神說
[00:10:08.460 --> 00:10:10.460]  Let's go 行得了
[00:10:10.460 --> 00:10:12.460]  這是整個
[00:10:12.460 --> 00:10:14.460]  以色列文這四十年的
[00:10:14.460 --> 00:10:16.460]  一個重要的轉捩點
[00:10:16.460 --> 00:10:18.460]  是神親自開聲
[00:10:18.460 --> 00:10:20.460]  跟他們說
[00:10:20.460 --> 00:10:22.460]  是跟摩西說
[00:10:22.460 --> 00:10:24.460]  你們要行
[00:10:24.460 --> 00:10:26.460]  這生的日子夠了
[00:10:26.460 --> 00:10:28.460]  要轉向不去
[00:10:28.460 --> 00:10:30.460]  起行了
[00:10:30.460 --> 00:10:32.460]  有時我們人生
[00:10:32.460 --> 00:10:34.460]  都會兜很多圈
[00:10:34.460 --> 00:10:36.460]  有時會不聽神話
[00:10:36.460 --> 00:10:38.460]  走錯路
[00:10:38.460 --> 00:10:40.460]  但神的憐憫大於一切
[00:10:40.460 --> 00:10:42.460]  神都會憐憫我們
[00:10:42.460 --> 00:10:44.460]  就說繼續向前走
[00:10:44.460 --> 00:10:46.460]  我們又說
[00:10:46.460 --> 00:10:48.460]  繼續聽歷史
[00:10:48.460 --> 00:10:50.460]  繼續向前走
[00:10:50.460 --> 00:10:52.460]  遇到什麼呢
[00:10:52.460 --> 00:10:54.460]  以色列人不是一開始就打仗
[00:10:54.460 --> 00:10:56.460]  他們遇到三個族羣
[00:10:56.460 --> 00:10:58.460]  剛纔問過大家
[00:10:58.460 --> 00:11:00.460]  哪三個族羣
[00:11:00.460 --> 00:11:02.460]  以東人
[00:11:02.460 --> 00:11:04.460]  摩爾人
[00:11:04.460 --> 00:11:06.460]  阿滿人
[00:11:06.460 --> 00:11:08.460]  在第二章裏
[00:11:08.460 --> 00:11:10.460]  神用篇幅
[00:11:10.460 --> 00:11:12.460]  第二章至第三章裏
[00:11:12.460 --> 00:11:14.460]  說這三個族羣
[00:11:14.460 --> 00:11:16.460]  他們一開始起行
[00:11:16.460 --> 00:11:18.460]  神先說這三個族羣
[00:11:18.460 --> 00:11:20.460]  原來是誰
[00:11:20.460 --> 00:11:22.460]  以東是誰的子孫
[00:11:22.460 --> 00:11:24.460]  以掃
[00:11:24.460 --> 00:11:26.460]  不是以實瑪利
[00:11:26.460 --> 00:11:28.460]  是以掃
[00:11:28.460 --> 00:11:30.460]  以掃是誰
[00:11:30.460 --> 00:11:32.460]  亞國的兄弟
[00:11:32.460 --> 00:11:34.460]  亞國的哥哥
[00:11:34.460 --> 00:11:36.460]  但他因爲一碗紅豆湯
[00:11:36.460 --> 00:11:38.460]  換了長子名分
[00:11:38.460 --> 00:11:40.460]  就沒了
[00:11:40.460 --> 00:11:42.460]  原來他的後裔
[00:11:42.460 --> 00:11:44.460]  神也看管
[00:11:44.460 --> 00:11:46.460]  神跟他吩咐
[00:11:46.460 --> 00:11:48.460]  你要經過他們的境界
[00:11:48.460 --> 00:11:50.460]  但你不可以
[00:11:50.460 --> 00:11:52.460]  跟他們爭戰
[00:11:52.460 --> 00:11:54.460]  你不要跟他們打架
[00:11:54.460 --> 00:11:56.460]  不要跟他們爭戰
[00:11:56.460 --> 00:11:58.460]  你過去就可以了
[00:11:58.460 --> 00:12:00.460]  因爲他跟你有血緣
[00:12:00.460 --> 00:12:02.460]  他是以色列的
[00:12:02.460 --> 00:12:04.460]  哥哥的後裔
[00:12:04.460 --> 00:12:06.460]  所以你們神和神
[00:12:06.460 --> 00:12:08.460]  沒有忘記
[00:12:08.460 --> 00:12:10.460]  神除了給地以色列人
[00:12:10.460 --> 00:12:12.460]  神也答應了
[00:12:12.460 --> 00:12:14.460]  以東人將西蟻
[00:12:14.460 --> 00:12:16.460]  交給他們
[00:12:16.460 --> 00:12:18.460]  所以西蟻是以東的
[00:12:18.460 --> 00:12:20.460]  是西蟻山
[00:12:20.460 --> 00:12:22.460]  所以神對自己
[00:12:22.460 --> 00:12:24.460]  納過的英雄不會忘記
[00:12:24.460 --> 00:12:26.460]  也不會忘記以東人
[00:12:26.460 --> 00:12:28.460]  另外摩厄人
[00:12:28.460 --> 00:12:30.460]  是誰的子孫
[00:12:30.460 --> 00:12:32.460]  看到嗎
[00:12:32.460 --> 00:12:34.460]  羅德
[00:12:34.460 --> 00:12:36.460]  是誰
[00:12:36.460 --> 00:12:38.460]  阿巴拉罕的誰
[00:12:38.460 --> 00:12:42.460]  親戚
[00:12:42.460 --> 00:12:44.460]  羅德
[00:12:44.460 --> 00:12:46.460]  原來是羅德的子孫
[00:12:46.460 --> 00:12:48.460]  聖經也是這樣說
[00:12:48.460 --> 00:12:50.460]  神說你不可以
[00:12:50.460 --> 00:12:52.460]  妖害摩厄人
[00:12:52.460 --> 00:12:54.460]  也不可以跟他們爭戰
[00:12:54.460 --> 00:12:56.460]  因爲也有血緣關係
[00:12:56.460 --> 00:12:58.460]  神也答應了
[00:12:58.460 --> 00:13:00.460]  給他們阿爾
[00:13:00.460 --> 00:13:02.460]  阿爾是摩厄地的首都
[00:13:02.460 --> 00:13:04.460]  給他們
[00:13:04.460 --> 00:13:06.460]  神原來也留了地
[00:13:06.460 --> 00:13:08.460]  給他們
[00:13:08.460 --> 00:13:10.460]  所以叫你不要打擾他們
[00:13:10.460 --> 00:13:12.460]  第三 阿滿人
[00:13:12.460 --> 00:13:14.460]  又是誰的子孫
[00:13:14.460 --> 00:13:16.460]  又是羅德
[00:13:16.460 --> 00:13:18.460]  你會不會覺得
[00:13:18.460 --> 00:13:20.460]  又是羅德
[00:13:20.460 --> 00:13:22.460]  原來剛纔第二題第三題的答案
[00:13:22.460 --> 00:13:24.460]  也是羅德
[00:13:24.460 --> 00:13:26.460]  因爲羅德在《創世紀》裏
[00:13:26.460 --> 00:13:28.460]  摩厄人是跟大女生生的
[00:13:28.460 --> 00:13:30.460]  阿滿人是跟小女生生的
[00:13:30.460 --> 00:13:32.460]  這些亂亂的東西
[00:13:32.460 --> 00:13:34.460]  我就不說了
[00:13:34.460 --> 00:13:36.460]  原來聖經也是這樣說
[00:13:36.460 --> 00:13:38.460]  神說不可以
[00:13:38.460 --> 00:13:40.460]  妖害阿滿人
[00:13:40.460 --> 00:13:42.460]  也不可以跟他們爭戰
[00:13:42.460 --> 00:13:44.460]  因爲也有血緣
[00:13:44.460 --> 00:13:46.460]  神也答應了
[00:13:46.460 --> 00:13:48.460]  把地給阿滿人
[00:13:48.460 --> 00:13:50.460]  原來神在這裏
[00:13:50.460 --> 00:13:52.460]  一開始不是說以色列人
[00:13:52.460 --> 00:13:54.460]  不是說什麼
[00:13:54.460 --> 00:13:56.460]  不是說迦南地
[00:13:56.460 --> 00:13:58.460]  是說以東人
[00:13:58.460 --> 00:14:00.460]  摩厄人和阿滿人
[00:14:00.460 --> 00:14:02.460]  再下去第二章
[00:14:02.460 --> 00:14:04.460]  是說什麼呢
[00:14:04.460 --> 00:14:06.460]  以色列人
[00:14:06.460 --> 00:14:08.460]  面對兩場戰爭
[00:14:08.460 --> 00:14:10.460]  其實經文很簡單
[00:14:10.460 --> 00:14:12.460]  在第二章和第三章
[00:14:12.460 --> 00:14:14.460]  第一章是說以色列人靠着神
[00:14:14.460 --> 00:14:16.460]  這次就有聽神話了
[00:14:16.460 --> 00:14:18.460]  靠着神
[00:14:18.460 --> 00:14:20.460]  神說你們起來
[00:14:20.460 --> 00:14:22.460]  就經過阿聯谷
[00:14:22.460 --> 00:14:24.460]  我已將阿摩釐人
[00:14:24.460 --> 00:14:26.460]  希什本王西雲
[00:14:26.460 --> 00:14:28.460]  和他的地交在你手中
[00:14:28.460 --> 00:14:30.460]  將他的地爲業
[00:14:30.460 --> 00:14:32.460]  這是第二章
[00:14:32.460 --> 00:14:34.460]  另一個王
[00:14:34.460 --> 00:14:36.460]  耶和華又對我說
[00:14:36.460 --> 00:14:38.460]  不要怕他
[00:14:38.460 --> 00:14:40.460]  因我已將他和他的衆民
[00:14:40.460 --> 00:14:42.460]  並他的地都交在你手中
[00:14:42.460 --> 00:14:44.460]  你要代他將從前
[00:14:44.460 --> 00:14:46.460]  駐希什本的阿摩釐王
[00:14:46.460 --> 00:14:48.460]  西雲一樣
[00:14:48.460 --> 00:14:50.460]  很快原來以色列人
[00:14:50.460 --> 00:14:52.460]  起行之後
[00:14:52.460 --> 00:14:54.460]  渡過了以東摩厄阿滿人
[00:14:54.460 --> 00:14:56.460]  來了兩場戰爭
[00:14:56.460 --> 00:14:58.460]  兩場都贏了
[00:14:58.460 --> 00:15:00.460]  就擊敗了
[00:15:00.460 --> 00:15:02.460]  我們進入故事
[00:15:02.460 --> 00:15:04.460]  裏面
[00:15:04.460 --> 00:15:06.460]  生命記是摩西對着
[00:15:06.460 --> 00:15:08.460]  新一代的以色列人說
[00:15:08.460 --> 00:15:10.460]  去說剛纔的歷史
[00:15:10.460 --> 00:15:12.460]  如果你是
[00:15:12.460 --> 00:15:14.460]  新一代的以色列人
[00:15:14.460 --> 00:15:16.460]  你在摩西面前
[00:15:16.460 --> 00:15:18.460]  聽到這些
[00:15:18.460 --> 00:15:20.460]  你會覺得怎麼樣
[00:15:20.460 --> 00:15:22.460]  你會覺得
[00:15:22.460 --> 00:15:24.460]  不關我的事
[00:15:24.460 --> 00:15:26.460]  阿滿人我也不知道在哪
[00:15:26.460 --> 00:15:28.460]  我又沒見過
[00:15:28.460 --> 00:15:30.460]  那個什麼王
[00:15:30.460 --> 00:15:32.460]  那個什麼西雲
[00:15:32.460 --> 00:15:34.460]  阿摩釐王
[00:15:34.460 --> 00:15:36.460]  又不知道是希什本還是阿摩釐
[00:15:36.460 --> 00:15:38.460]  那個是誰 我沒見過
[00:15:38.460 --> 00:15:40.460]  那個什麼巴山王
[00:15:40.460 --> 00:15:42.460]  我又沒見過 關我什麼事
[00:15:42.460 --> 00:15:44.460]  是不是會這樣
[00:15:44.460 --> 00:15:46.460]  貓山王
[00:15:46.460 --> 00:15:48.460]  我貓山王會知道多些
[00:15:48.460 --> 00:15:50.460]  巴山王就不太知道
[00:15:50.460 --> 00:15:52.460]  貓山王就想知道
[00:15:52.460 --> 00:15:54.460]  但是你在新一代
[00:15:54.460 --> 00:15:56.460]  以色列人摩西跟你說這些的時候
[00:15:56.460 --> 00:15:58.460]  你會覺得
[00:15:58.460 --> 00:16:00.460]  都很重要的 我要聽
[00:16:00.460 --> 00:16:02.460]  還是怎麼樣
[00:16:02.460 --> 00:16:04.460]  大家說會很留心聽的 舉手
[00:16:04.460 --> 00:16:08.460]  如果你是新一代的以色列人
[00:16:08.460 --> 00:16:10.460]  你會很留心聽摩西說這些
[00:16:10.460 --> 00:16:12.460]  你舉手
[00:16:12.460 --> 00:16:14.460]  沒有
[00:16:14.460 --> 00:16:16.460]  大家都會覺得
[00:16:16.460 --> 00:16:18.460]  我站在這裏
[00:16:18.460 --> 00:16:20.460]  聽完什麼時候放學
[00:16:20.460 --> 00:16:22.460]  什麼時候放學
[00:16:22.460 --> 00:16:24.460]  什麼時候可以走
[00:16:24.460 --> 00:16:26.460]  又說第二次
[00:16:26.460 --> 00:16:28.460]  什麼重新界命
[00:16:28.460 --> 00:16:30.460]  應該一講就講十界
[00:16:30.460 --> 00:16:32.460]  十界我都聽過
[00:16:32.460 --> 00:16:34.460]  又講這些都還沒到
[00:16:34.460 --> 00:16:36.460]  未到戲肉 爲什麼不講十界
