
[00:00:00.000 --> 00:00:02.720]  我們剛才所讀的經文當中提到
[00:01:34.720 --> 00:01:36.800]  說我們會選擇福音
[00:01:36.800 --> 00:01:38.480]  去得到這個永生的盼望
[00:01:38.480 --> 00:01:39.840]  得到這個永生的禮物
[00:01:39.840 --> 00:01:41.280]  這份愛的禮物
[00:01:41.280 --> 00:01:43.840]  但是當遇到困難的時候
[00:01:43.840 --> 00:01:47.360]  掙扎跟隨基督受到逼迫的時候
[00:01:47.360 --> 00:01:49.320]  說究竟這些苦難
[00:01:49.320 --> 00:01:50.720]  這個神是否真的
[00:01:50.720 --> 00:01:52.360]  他們出現有五個掙扎
[00:01:52.360 --> 00:01:56.680]  說我們是否偏離 飄飄下下飄到別處
[00:01:56.680 --> 00:01:58.520]  或者說不信
[00:01:58.520 --> 00:02:02.840]  即是不信聖經的應許
[00:02:02.840 --> 00:02:05.360]  有些就跟隨耶穌的時候
[00:02:05.360 --> 00:02:06.920]  跟跟下下就扔下十字架
[00:02:06.920 --> 00:02:09.080]  不跟隨了 停滯不前
[00:02:09.080 --> 00:02:12.440]  接著有些就繼續犯罪
[00:02:12.440 --> 00:02:14.880]  之前是這樣 又回去
[00:02:14.880 --> 00:02:17.000]  又再犯同樣的罪
[00:02:17.000 --> 00:02:18.280]  都有各樣的掙扎
[00:02:18.280 --> 00:02:20.120]  導致有很多病徵
[00:02:20.120 --> 00:02:23.280]  他們的病徵是隨流失去的病徵
[00:02:23.280 --> 00:02:24.680]  心裡很乾硬
[00:02:24.680 --> 00:02:26.080]  又可能生命沉淪
[00:02:26.080 --> 00:02:29.080]  最後之前的主日就提到
[00:02:29.080 --> 00:02:31.080]  原來有一班弟兄姊妹
[00:02:31.080 --> 00:02:34.720]  是會灰心和受苦
[00:02:34.720 --> 00:02:38.040]  索性這個福音是假的
[00:02:38.040 --> 00:02:39.680]  值不值得去相信
[00:02:39.680 --> 00:02:41.600]  經文上次就提到
[00:02:41.600 --> 00:02:45.520]  原來在灰心受苦的時候
[00:02:45.520 --> 00:02:48.040]  我們的出路是要感謝
[00:02:48.040 --> 00:02:50.560]  感恩和土著的喜悅
[00:02:50.560 --> 00:02:52.080]  這個就帶出一個應許
[00:02:52.080 --> 00:02:53.080]  就告訴我們
[00:02:53.080 --> 00:02:55.920]  我們會結出果子
[00:02:55.920 --> 00:02:57.840]  結出平安的果子
[00:02:57.840 --> 00:03:01.480]  我們會得到神這個這麼好的應許
[00:03:01.480 --> 00:03:03.200]  今天我們會繼續去看
[00:03:03.200 --> 00:03:05.040]  究竟這個所謂的
[00:03:05.040 --> 00:03:07.720]  土神喜悅的侍奉
[00:03:07.720 --> 00:03:09.600]  是甚麼一回事呢
[00:03:09.600 --> 00:03:12.720]  我們從今天的經文最後一章的時候
[00:03:12.720 --> 00:03:14.280]  希伯來書第十三章
[00:03:14.280 --> 00:03:15.280]  我們來看
[00:03:15.280 --> 00:03:17.080]  土神喜悅的侍奉
[00:03:17.080 --> 00:03:18.680]  有甚麼的特徵
[00:03:18.680 --> 00:03:20.320]  我們從低頭祈禱
[00:03:20.320 --> 00:03:23.000]  繼續去聽神的話
[00:03:23.000 --> 00:03:24.160]  神啊我們感謝你
[00:03:24.160 --> 00:03:27.200]  感謝你聖經是賜下各樣的應許
[00:03:27.200 --> 00:03:29.960]  是應許我們要抓緊這個福音
[00:03:29.960 --> 00:03:32.080]  我們在福音的真諦當中
[00:03:32.080 --> 00:03:34.600]  能夠明白神你的旨意
[00:03:34.600 --> 00:03:36.080]  求神你兼顧我們的信心
[00:03:36.080 --> 00:03:37.360]  藉著你的話語
[00:03:37.360 --> 00:03:39.480]  我們能夠明白你的心意
[00:03:39.480 --> 00:03:40.840]  求聖靈去幫助我們
[00:03:40.840 --> 00:03:43.480]  好使我們聽到的時候能夠接受
[00:03:43.480 --> 00:03:44.480]  能夠聽到的時候
[00:03:44.480 --> 00:03:46.480]  能夠聽得明白
[00:03:46.480 --> 00:03:47.440]  我們感謝你
[00:03:47.440 --> 00:03:50.000]  以上禱告是付諸耶穌得盛之祈禱
[00:03:50.000 --> 00:03:50.800]  阿們
[00:03:50.800 --> 00:03:51.680]  多謝大家
[00:03:51.680 --> 00:03:52.600]  我們首先看
[00:03:52.600 --> 00:03:54.840]  我們一開始就告訴大家
[00:03:54.840 --> 00:03:58.160]  原來有三個特徵
[00:03:58.160 --> 00:04:01.440]  我們這個土神喜悅的侍奉
[00:04:01.440 --> 00:04:02.240]  是有三個特徵
[00:04:02.240 --> 00:04:05.640]  我們在愛裡面沒有懼怕
[00:04:05.640 --> 00:04:10.280]  第二點我們要仰望將來神的賞賜
[00:04:10.280 --> 00:04:12.320]  還有我們禱告當中
[00:04:12.320 --> 00:04:15.880]  要願神的旨意能夠成就
[00:04:15.880 --> 00:04:18.600]  在經文當中提到這三個重點
[00:04:18.600 --> 00:04:20.240]  我們慢慢去看
[00:04:20.240 --> 00:04:22.080]  原來首先看第一點
[00:04:22.080 --> 00:04:24.000]  愛裡沒有懼怕
[00:04:24.000 --> 00:04:25.960]  我們怎樣知道呢
[00:04:25.960 --> 00:04:28.520]  十三章第一節的經文裡面提到
[00:04:28.520 --> 00:04:30.400]  提出一個命令
[00:04:30.400 --> 00:04:32.320]  就是十三章一至六節提到
[00:04:32.320 --> 00:04:35.320]  愛裡沒有懼怕這個訊息
[00:04:35.320 --> 00:04:36.200]  原來說
[00:04:36.200 --> 00:04:40.920]  你們無要常傳弟兄相愛的心
[00:04:40.920 --> 00:04:42.200]  這個是命令
[00:04:42.200 --> 00:04:44.280]  不是一個選擇
[00:04:44.280 --> 00:04:46.600]  我們要存著這個心
[00:04:46.600 --> 00:04:47.440]  要保持下去
[00:04:47.440 --> 00:04:48.320]  你們有的
[00:04:48.320 --> 00:04:50.000]  你們信了主之後
[00:04:50.000 --> 00:04:51.880]  你們有愛心
[00:04:51.880 --> 00:04:53.560]  聖經教導我們要彼此相愛
[00:04:53.560 --> 00:04:54.960]  我們知道有愛心
[00:04:54.960 --> 00:04:59.000]  我們有做出一些行為
[00:04:59.000 --> 00:05:02.760]  去表現這個情況出現
[00:05:02.760 --> 00:05:03.920]  但是這個愛心
[00:05:03.920 --> 00:05:05.440]  我們要繼續去做
[00:05:05.440 --> 00:05:07.800]  這個愛心在愛功課
[00:05:07.800 --> 00:05:08.680]  好像這樣
[00:05:08.680 --> 00:05:12.160]  好像你想起自己結婚的時候
[00:05:12.160 --> 00:05:15.440]  有伴郎伴娘
[00:05:15.440 --> 00:05:18.080]  這些伴郎伴娘
[00:05:18.080 --> 00:05:20.160]  是一個好兄弟
[00:05:20.160 --> 00:05:21.680]  好兄弟好姊妹
[00:05:21.680 --> 00:05:22.640]  這裡提到
[00:05:22.640 --> 00:05:25.440]  原來這個好兄弟好姊妹
[00:05:25.440 --> 00:05:26.680]  英文叫 Philadephia
[00:05:26.680 --> 00:05:29.080]  大家去過東岸的費城
[00:05:29.080 --> 00:05:29.800]  這個就是說
[00:05:29.800 --> 00:05:33.200]  我們要有好兄弟好姊妹的心
[00:05:33.200 --> 00:05:35.560]  我想起以前讀中學的時候
[00:05:35.560 --> 00:05:36.560]  我不知道大家中學的時候
[00:05:36.560 --> 00:05:39.120]  有沒有中學班的時候
[00:05:39.120 --> 00:05:40.720]  會印一些班衣
[00:05:40.720 --> 00:05:41.520]  一些T恤
[00:05:41.520 --> 00:05:42.440]  你們有沒有印過
[00:05:42.440 --> 00:05:43.640]  我不知道你們有沒有印過
[00:05:43.640 --> 00:05:46.800]  我們有些每年會印一件T恤
[00:05:46.800 --> 00:05:50.400]  是代表我們一班的主題
[00:05:50.400 --> 00:05:53.520]  有一年我們印了一個「義」字
[00:05:53.520 --> 00:05:54.560]  嘩 好有義氣
[00:05:54.560 --> 00:05:55.880]  好有弟兄情
[00:05:55.880 --> 00:05:58.200]  結果被老師抓去訓話
[00:05:58.200 --> 00:05:59.840]  究竟你們說什麼
[00:05:59.840 --> 00:06:01.760]  就是設計那個
[00:06:01.760 --> 00:06:05.240]  抓去見老師訓導主任
[00:06:05.240 --> 00:06:09.080]  究竟你們在想什麼
[00:06:09.080 --> 00:06:10.240]  兄弟這麼重義氣
[00:06:10.240 --> 00:06:11.800]  你們是不是走歪了
[00:06:11.800 --> 00:06:13.920]  不知道在想什麼
[00:06:13.920 --> 00:06:15.760]  其實這裡提到
[00:06:15.760 --> 00:06:17.080]  其實我們當中有很多人
[00:06:17.080 --> 00:06:17.720]  好有義氣
[00:06:17.720 --> 00:06:21.960]  好注重好有情義的弟兄
[00:06:21.960 --> 00:06:23.480]  但是這裡提醒我們
[00:06:23.480 --> 00:06:25.560]  我們要弟兄姊妹相愛的心
[00:06:25.560 --> 00:06:27.640]  我們繼續看下去的時候
[00:06:27.640 --> 00:06:28.440]  就知道
[00:06:28.440 --> 00:06:31.440]  原來這個是好兄弟好姊妹
[00:06:31.440 --> 00:06:33.360]  是基於聖經的教導
[00:06:33.360 --> 00:06:37.160]  背後有個經文提醒我們
[00:06:37.160 --> 00:06:38.320]  這裡的命令叫我們
[00:06:38.320 --> 00:06:41.600]  有一個好好的弟兄姊妹相愛的心
[00:06:41.600 --> 00:06:44.080]  是不分我們的團契小組
[00:06:44.080 --> 00:06:46.080]  就是說我們跟學生
[00:06:46.080 --> 00:06:47.360]  好兄弟好姊妹
[00:06:47.360 --> 00:06:50.480]  但是跟那些六七十歲的
[00:06:50.480 --> 00:06:52.280]  還是不是兄弟姊妹
[00:06:52.280 --> 00:06:55.040]  真的做得我爺爺
[00:06:55.040 --> 00:06:56.320]  我們主內的弟兄姊妹
[00:06:56.320 --> 00:07:00.040]  是沒有這個年齡層
[00:07:00.040 --> 00:07:02.400]  是沒有說這個是哪裡來的
[00:07:02.400 --> 00:07:04.360]  這個是中國內地出身的
[00:07:04.360 --> 00:07:06.280]  這個是馬來西亞的
[00:07:06.280 --> 00:07:07.800]  這個是東南亞的
[00:07:07.800 --> 00:07:08.800]  我們沒有分這些
[00:07:08.800 --> 00:07:10.160]  這裡是告訴我們
[00:07:10.160 --> 00:07:13.160]  主內弟兄姊妹有一個相愛的心
[00:07:13.160 --> 00:07:15.240]  我們接著這個經文提醒我們
[00:07:15.240 --> 00:07:18.640]  原來說主耶穌在約翰一書提醒我們
[00:07:18.640 --> 00:07:19.880]  經文這麼說
[00:07:19.880 --> 00:07:22.000]  主為我們寫命
[00:07:22.000 --> 00:07:24.520]  所以我們可以知道
[00:07:24.520 --> 00:07:26.520]  什麼叫做愛
[00:07:26.520 --> 00:07:28.840]  當主耶穌基督在十字架上
[00:07:28.840 --> 00:07:29.800]  為我們的罪
[00:07:29.800 --> 00:07:31.800]  承擔了我們的罪
[00:07:31.800 --> 00:07:32.880]  世人一切的罪
[00:07:32.880 --> 00:07:33.920]  在十字架上
[00:07:33.920 --> 00:07:35.800]  為我們寫生寫命的
[00:07:35.800 --> 00:07:37.720]  就彰顯了神的愛
[00:07:37.720 --> 00:07:39.960]  所以我們藉著這份愛
[00:07:39.960 --> 00:07:43.480]  能夠去彼此相愛
[00:07:43.480 --> 00:07:46.200]  這個就是我們的榜樣
[00:07:46.200 --> 00:07:47.840]  這個榜樣就告訴我們
[00:07:47.840 --> 00:07:50.360]  原來我們要不要忘記接待
[00:07:50.360 --> 00:07:52.240]  就算是主內的客旅
[00:07:52.240 --> 00:07:54.360]  就是在第二個教會裡面
[00:07:54.360 --> 00:07:57.040]  在外地來探這個地方
[00:07:57.040 --> 00:07:58.120]  探我們的時候
[00:07:58.120 --> 00:08:00.080]  在香港來的時候探我們
[00:08:00.080 --> 00:08:00.920]  或者是第二個
[00:08:00.920 --> 00:08:03.280]  就算本地明州來探中
[00:08:03.280 --> 00:08:04.480]  間中來探我們
[00:08:04.480 --> 00:08:07.920]  我們都要存在一個接待的客旅的心
[00:08:07.920 --> 00:08:09.920]  我們有個接待的心
[00:08:09.920 --> 00:08:12.680]  不要覺得這個人很奇怪
[00:08:12.680 --> 00:08:14.400]  我們真的需要有愛嗎
[00:08:14.400 --> 00:08:15.200]  不要這樣
[00:08:15.200 --> 00:08:16.720]  因為很多時候這裡提醒說
[00:08:16.720 --> 00:08:19.480]  原來可能會接待一些神的使者
[00:08:19.480 --> 00:08:20.800]  經文提說
[00:08:20.800 --> 00:08:21.840]  繼續看下去的時候
[00:08:21.840 --> 00:08:24.320]  我們要記念這幫
[00:08:24.320 --> 00:08:26.680]  有些人當中有被捆綁
[00:08:26.680 --> 00:08:29.080]  這幫是主內的弟兄姊妹
[00:08:29.080 --> 00:08:30.840]  是不是被罪捆綁呢
[00:08:30.840 --> 00:08:32.480]  說捆綁是不是被罪
[00:08:32.480 --> 00:08:34.760]  這裡其實如果看上文下理
[00:08:34.760 --> 00:08:36.440]  就不是在說罪
[00:08:36.440 --> 00:08:38.600]  不是一定說犯罪才有受苦的
[00:08:38.600 --> 00:08:41.080]  有時有些人對他不好
[00:08:41.080 --> 00:08:44.320]  公司的同事被人欺負
[00:08:44.320 --> 00:08:45.440]  會有這樣的情況
[00:08:45.440 --> 00:08:47.600]  專門作弄你的
[00:08:47.600 --> 00:08:49.800]  有時同事真的很慘
[00:08:49.800 --> 00:08:55.840]  有時家庭裡的夫妻
[00:08:55.840 --> 00:08:57.040]  婆媳糾紛
[00:08:57.040 --> 00:08:58.880]  各樣的情況
[00:08:58.880 --> 00:09:00.600]  我們被捆綁
[00:09:00.600 --> 00:09:03.240]  好像我們自己被捆綁
[00:09:03.240 --> 00:09:05.200]  我們不是跟他們犯罪
[00:09:05.200 --> 00:09:06.440]  所以這不是解罪
[00:09:06.440 --> 00:09:08.680]  絕對不是我們看到別人被捆綁
[00:09:08.680 --> 00:09:09.440]  我們跟他們犯罪
[00:09:09.440 --> 00:09:10.360]  不是
[00:09:10.360 --> 00:09:12.120]  這裡的意思是說
[00:09:12.120 --> 00:09:14.520]  我們要不要堅離地
[00:09:14.520 --> 00:09:16.080]  我們要感同身受
[00:09:16.080 --> 00:09:19.400]  在代入自己的環境當中
[00:09:19.400 --> 00:09:21.000]  我們有時真的很不明白
[00:09:21.000 --> 00:09:24.760]  為什麼好像這個弟兄姊妹
[00:09:24.760 --> 00:09:26.920]  為什麼會這樣
[00:09:26.920 --> 00:09:29.200]  是不是很不尊敬
[00:09:29.200 --> 00:09:31.960]  或者為什麼會有這樣的情緒
[00:09:31.960 --> 00:09:33.960]  會這麼憂鬱
[00:09:33.960 --> 00:09:35.600]  因為我們看到常文
[00:09:35.600 --> 00:09:36.880]  我們這些弟兄姊妹
[00:09:36.880 --> 00:09:40.000]  有灰心和受苦的情況
[00:09:40.000 --> 00:09:42.200]  當他們灰心受苦的情況
[00:09:42.200 --> 00:09:45.200]  我們要代入他們的處境
[00:09:45.200 --> 00:09:46.280]  代入他們的處境
[00:09:46.280 --> 00:09:48.760]  感同他們身受的困難
[00:09:48.760 --> 00:09:50.240]  一同去經歷
[00:09:50.240 --> 00:09:51.720]  所以這裡所提到的
[00:09:51.720 --> 00:09:53.480]  是一種同理心
[00:09:53.480 --> 00:09:54.440]  我們要明白
[00:09:54.440 --> 00:09:57.640]  他們所經歷所困難的
[00:09:57.640 --> 00:09:58.800]  突然間他們患了
[00:09:58.800 --> 00:10:02.000]  好像有個很困難的病
[00:10:02.000 --> 00:10:03.080]  癌症也好
[00:10:03.080 --> 00:10:06.120]  或者其他身體的困難也好
[00:10:06.120 --> 00:10:07.120]  走得不太好
[00:10:07.120 --> 00:10:08.400]  為什麼你不走快一點
[00:10:08.400 --> 00:10:09.320]  阻礙著路
[00:10:09.320 --> 00:10:12.320]  有時我們教會裡有些連長的
[00:10:12.320 --> 00:10:14.920]  我們要代入他們的生命裡
[00:10:14.920 --> 00:10:17.240]  究竟他們為什麼會走得這麼慢
[00:10:17.240 --> 00:10:19.480]  為什麼好像走路沒口氣
[00:10:19.480 --> 00:10:21.880]  為什麼要排隊這麼慢
[00:10:21.880 --> 00:10:26.080]  有時會代入他們的情況
[00:10:26.080 --> 00:10:28.280]  所以我們要提醒我們自己
[00:10:28.280 --> 00:10:30.160]  我們要
[00:10:30.160 --> 00:10:33.160]  這裡我們當中的弟兄姊妹
[00:10:33.160 --> 00:10:38.840]  因為他們為什麼會灰心受苦的情況
[00:10:38.840 --> 00:10:42.640]  他們很可能是周圍的環境當中
[00:10:42.640 --> 00:10:45.120]  他們受到很大的困難
[00:10:45.120 --> 00:10:46.960]  我們要明白 尋思明白
[00:10:46.960 --> 00:10:49.120]  這種就是彼此相愛的
[00:10:49.120 --> 00:10:51.400]  一種很實際的行動
[00:10:51.400 --> 00:10:52.880]  我們怎樣去代入他們
[00:10:52.880 --> 00:10:54.720]  有這種的同理心
[00:10:54.720 --> 00:10:55.800]  在經文提醒我們
[00:10:55.800 --> 00:10:58.480]  在哥倫多前書提醒我們
[00:10:58.480 --> 00:10:59.720]  「如果一個肢體受苦
[00:10:59.720 --> 00:11:01.040]  所有肢體一同受苦
[00:11:01.040 --> 00:11:02.640]  若有一個肢體得榮耀
[00:11:02.640 --> 00:11:04.480]  一同快樂」
[00:11:04.480 --> 00:11:05.800]  所以我們明白到
[00:11:05.800 --> 00:11:08.040]  原來他們為什麼這麼傷苦
[00:11:08.040 --> 00:11:09.840]  為什麼有這麼大的困難
[00:11:09.840 --> 00:11:11.280]  我們要嘗試明白
[00:11:11.280 --> 00:11:13.360]  我們當中的主流弟兄姊妹
[00:11:13.360 --> 00:11:14.240]  很多時候說
[00:11:14.240 --> 00:11:17.000]  我們要彼此相愛
[00:11:17.000 --> 00:11:18.080]  很多時候不可以說
[00:11:18.080 --> 00:11:19.440]  我正在受苦
[00:11:19.440 --> 00:11:20.240]  你就要愛我
[00:11:20.240 --> 00:11:21.120]  我就不愛你
[00:11:21.120 --> 00:11:22.400]  也不行的
[00:11:22.400 --> 00:11:22.840]  對不對
[00:11:22.840 --> 00:11:24.760]  這是雙方面的
[00:11:24.760 --> 00:11:26.400]  我們在受苦的期間
[00:11:26.400 --> 00:11:28.320]  我們都要存著
[00:11:28.320 --> 00:11:31.240]  彼此相愛愛弟兄姊妹的心
[00:11:31.240 --> 00:11:34.360]  去繼續去愛我們身邊的弟兄姊妹
[00:11:34.360 --> 00:11:36.560]  我們要學習一同受苦
[00:11:36.560 --> 00:11:37.560]  我自己在受苦
[00:11:37.560 --> 00:11:39.280]  我怎樣跟你慶祝
[00:11:39.280 --> 00:11:40.760]  有時候會這樣說
[00:11:40.760 --> 00:11:42.000]  但是這裡提醒我們
[00:11:42.000 --> 00:11:43.200]  原來我們自己受苦
[00:11:43.200 --> 00:11:44.520]  人家慶祝的時候
[00:11:44.520 --> 00:11:45.640]  有開心的時候
[00:11:45.640 --> 00:11:47.120]  我們一同去相愛
[00:11:47.120 --> 00:11:50.280]  一同去慶祝神的恩典
[00:11:50.280 --> 00:11:52.360]  所以我們不要關閉自己
[00:11:52.360 --> 00:11:54.520]  在受苦的時候關起來
[00:11:54.520 --> 00:11:57.720]  我只是要吸這些愛心而已
[00:11:57.720 --> 00:11:59.200]  不要這樣做
[00:11:59.200 --> 00:12:00.280]  當我們快樂的時候
[00:12:00.280 --> 00:12:01.520]  我只是和別人分享快樂
[00:12:01.520 --> 00:12:04.120]  不會和別人去分享
[00:12:04.120 --> 00:12:06.200]  去經歷他們遇到的困難
[00:12:06.200 --> 00:12:08.520]  所以一個彼此的關係
[00:12:08.520 --> 00:12:10.560]  要有吸的時間
[00:12:10.560 --> 00:12:13.640]  在時局當中都要付出
[00:12:13.640 --> 00:12:15.480]  所以這是一種犧牲
[00:12:15.480 --> 00:12:18.680]  要將自己要擺上去
[00:12:18.680 --> 00:12:19.680]  去彼此相愛
[00:12:19.680 --> 00:12:21.200]  這種的犧牲就是
[00:12:21.200 --> 00:12:23.000]  將主耶穌基督的犧牲
[00:12:23.000 --> 00:12:26.000]  運用在弟兄姊妹之間的身上
[00:12:26.000 --> 00:12:27.400]  我期望大家可以做到
[00:12:27.400 --> 00:12:28.480]  這是很困難的
[00:12:28.480 --> 00:12:29.480]  你叫我受苦的時候
[00:12:29.480 --> 00:12:31.120]  怎樣去和別人慶祝
[00:12:31.120 --> 00:12:32.720]  我很開心的時候
[00:12:32.720 --> 00:12:33.520]  很快樂的時候
[00:12:33.520 --> 00:12:35.000]  怎樣去將自己仇富起來
[00:12:35.000 --> 00:12:35.800]  我明明很開心
[00:12:35.800 --> 00:12:36.840]  你叫我去仇
[00:12:36.840 --> 00:12:37.360]  對不對
[00:12:37.360 --> 00:12:38.520]  沒理由這樣
[00:12:38.520 --> 00:12:41.360]  但是因為主耶穌基督的愛
[00:12:41.360 --> 00:12:44.040]  我們要堅持去學習
[00:12:44.040 --> 00:12:45.360]  去做這件事情
[00:12:45.360 --> 00:12:47.200]  去學習彼此相愛
[00:12:47.200 --> 00:12:48.680]  我們再看下去的時候
[00:12:48.680 --> 00:12:49.720]  婚姻啊
[00:12:49.720 --> 00:12:50.920]  你愛你的弟兄
[00:12:50.920 --> 00:12:51.720]  愛你的姊妹
[00:12:51.720 --> 00:12:52.520]  主耶穌的弟兄姊妹
[00:12:52.520 --> 00:12:54.240]  你會不會搶了別人的老婆子女
[00:12:54.240 --> 00:12:55.600]  搶了別人的老婆
[00:12:55.600 --> 00:12:56.000]  是不是
[00:12:56.000 --> 00:12:56.760]  搶了別人的老公
[00:12:56.760 --> 00:12:57.520]  不會的
[00:12:57.520 --> 00:12:59.000]  因為我們會尊重
[00:12:59.000 --> 00:13:00.400]  弟兄姊妹所愛的
[00:13:00.400 --> 00:13:02.200]  我們不會搶奪
[00:13:02.200 --> 00:13:03.440]  在婚姻上面
[00:13:03.440 --> 00:13:06.240]  去破壞弟兄姊妹的家庭
[00:13:06.240 --> 00:13:07.400]  這裡提醒我們
[00:13:07.400 --> 00:13:09.560]  我們先要尊重他們
[00:13:09.560 --> 00:13:11.720]  我們不只是尊重婚姻這麼簡單
[00:13:11.720 --> 00:13:13.080]  我們要想起
[00:13:13.080 --> 00:13:14.040]  主內的弟兄姊妹
[00:13:14.040 --> 00:13:15.880]  你愛你的弟兄
[00:13:15.880 --> 00:13:17.840]  你愛你的主內的姊妹
[00:13:17.840 --> 00:13:19.680]  我們要在教會裡面
[00:13:19.680 --> 00:13:21.440]  不要有這些醜聞
[00:13:21.440 --> 00:13:23.080]  有時候我們中國人教會
[00:13:23.080 --> 00:13:24.640]  收得更加密的
[00:13:24.640 --> 00:13:25.400]  可能有
[00:13:25.400 --> 00:13:26.240]  我不知道
[00:13:26.240 --> 00:13:28.080]  不過在西人教會
[00:13:28.080 --> 00:13:30.080]  很多時候這些事情一爆出來
[00:13:30.080 --> 00:13:31.840]  都有很多這些醜聞發生
[00:13:31.840 --> 00:13:33.200]  一傳出去就是
[00:13:33.200 --> 00:13:35.920]  這是反映了什麼呢
[00:13:35.920 --> 00:13:38.000]  是反映了我們不愛
[00:13:38.000 --> 00:13:40.280]  我們的弟兄姊妹
[00:13:40.280 --> 00:13:41.360]  如果在教會裡面
[00:13:41.360 --> 00:13:43.560]  有婚愛情的時候
[00:13:43.560 --> 00:13:44.960]  我們當然知道
[00:13:44.960 --> 00:13:48.440]  我們以前的事情
[00:13:48.440 --> 00:13:49.600]  我們是
[00:13:49.600 --> 00:13:50.920]  我們要尊重
[00:13:50.920 --> 00:13:54.120]  我們的婚姻
[00:13:54.120 --> 00:13:55.680]  我們會不會貪財
[00:13:55.680 --> 00:13:58.920]  因為貪財是萬惡之根
[00:13:58.920 --> 00:14:00.320]  我們既然知道
[00:14:00.320 --> 00:14:02.800]  神是多麼愛我們的時候
[00:14:02.800 --> 00:14:05.000]  他願意捨身
[00:14:05.000 --> 00:14:07.600]  去為我們被釘在十字架的時候
[00:14:07.600 --> 00:14:09.080]  他會不會照顧我們
[00:14:09.080 --> 00:14:10.320]  當然會照顧我們
[00:14:10.320 --> 00:14:12.200]  會按時供應給我們
[00:14:12.200 --> 00:14:13.520]  我們還不重要
[00:14:13.520 --> 00:14:15.120]  會捨下自己
[00:14:15.120 --> 00:14:16.720]  總不會明白到
[00:14:16.720 --> 00:14:17.400]  主
[00:14:17.400 --> 00:14:19.000]  耶穌這樣提醒我們
[00:14:19.000 --> 00:14:20.920]  神這樣提醒我們說神
[00:14:20.920 --> 00:14:22.000]  在舊約聖經說
[00:14:22.000 --> 00:14:24.280]  我總不撇下你們
[00:14:24.280 --> 00:14:26.360]  也不丟棄你們
[00:14:26.360 --> 00:14:29.240]  所以神一直會與我們同在
[00:14:29.240 --> 00:14:30.760]  我們成為基督徒的時候
[00:14:30.760 --> 00:14:32.720]  聖靈會一直與我們同在
[00:14:32.720 --> 00:14:34.200]  神一定會為我們預備
[00:14:34.200 --> 00:14:35.840]  按時間供應給我們
[00:14:35.840 --> 00:14:38.320]  所以我們要學習如何知足
[00:14:38.320 --> 00:14:40.640]  是基於神的愛
[00:14:40.640 --> 00:14:43.360]  所以我們愛弟兄姊妹之間的事情
[00:14:43.360 --> 00:14:46.080]  我們不會因為錢財
[00:14:46.080 --> 00:14:47.880]  而跟弟兄姊妹吵架
[00:14:47.880 --> 00:14:50.120]  因為錢 嘩 真的是
