
[00:00:00.000 --> 00:00:04.860]  好 今天的題目是"去舊迎新"
[00:04:31.120 --> 00:04:36.720]  今天我們會看由三章四節看到四章六節
[00:04:36.720 --> 00:04:42.280]  保羅很緊張地和我們分享一些重要的信息
[00:04:42.280 --> 00:04:44.720]  今天無論我們活在什麼光景
[00:04:44.720 --> 00:04:48.680]  我們都要懂得如何回應上帝
[00:04:48.680 --> 00:04:50.920]  如何活好今天
[00:04:50.920 --> 00:04:54.600]  你猜今天我和你們分享多少點呢?
[00:04:54.600 --> 00:04:58.040]  三點 哎呀 多謝Yvonne老師
[00:04:58.040 --> 00:05:01.720]  三點 是啦 我們今天看三點
[00:05:01.720 --> 00:05:05.640]  我們看看從舊約到新約
[00:05:05.640 --> 00:05:08.240]  有些什麼東西值得我們看看
[00:05:08.240 --> 00:05:11.320]  進到新約的時候我們要留意 好嗎?
[00:05:11.320 --> 00:05:14.040]  第一點 新舊大比拼
[00:05:14.040 --> 00:05:19.240]  原來新約的即是顯出大榮耀
[00:05:19.240 --> 00:05:23.080]  我邀請大家一起和我讀四節到十一節 好嗎?
[00:05:23.080 --> 00:05:24.560]  我們一起讀聖經
[00:05:24.560 --> 00:05:26.280]  好 一二三
[00:05:26.280 --> 00:05:32.040]  我們因基督所以在神面前纔有這樣的信心
[00:05:32.040 --> 00:05:37.320]  並不是我們憑自己能承擔什麼事
[00:05:37.320 --> 00:05:41.440]  我們所能承擔的乃是出於神
[00:05:41.440 --> 00:05:45.280]  祂叫我們能承擔這新約的執事
[00:05:45.280 --> 00:05:47.440]  不是憑着字句
[00:05:47.440 --> 00:05:49.680]  乃是憑着正義
[00:05:49.680 --> 00:05:52.640]  因爲那字句是叫人死
[00:05:52.640 --> 00:05:56.400]  正義是叫人活
[00:05:56.400 --> 00:05:58.280]  第七節
[00:05:58.280 --> 00:06:01.960]  乃用字刻在石頭上屬死的
[00:06:01.960 --> 00:06:04.720]  即是尚且有榮光
[00:06:04.720 --> 00:06:08.960]  甚至以色列人因摩西面上的榮光
[00:06:08.960 --> 00:06:11.920]  不能定睛看他的臉
[00:06:11.920 --> 00:06:15.560]  這榮光原是漸漸退去的
[00:06:15.560 --> 00:06:20.960]  何況那屬靈的即是豈不更有榮光嗎?
[00:06:20.960 --> 00:06:24.080]  若是定罪的即是有榮光
[00:06:24.080 --> 00:06:30.840]  那輕易的即是榮光就越發大了
[00:06:30.840 --> 00:06:33.280]  那從前有榮光的
[00:06:33.280 --> 00:06:38.440]  因這極大的榮光就算不得有榮光了
[00:06:38.440 --> 00:06:41.120]  若那廢掉的有榮光
[00:06:41.120 --> 00:06:46.240]  那這長存的就更有榮光了
[00:06:46.240 --> 00:06:50.280]  記得上星期陳牧師提到哥林多教會
[00:06:50.280 --> 00:06:55.000]  有一些致命超級信徒的人出現了
[00:06:55.000 --> 00:06:57.840]  挑戰保羅的權威
[00:06:57.840 --> 00:07:00.360]  擾亂別人的心
[00:07:00.360 --> 00:07:03.240]  保羅就用了一些非常有智慧
[00:07:03.240 --> 00:07:07.680]  也合神心意的方法去鉑斥回應他們
[00:07:07.680 --> 00:07:12.080]  接着保羅在三章四節就開始去解釋
[00:07:12.080 --> 00:07:17.080]  他的侍奉爲何如此有超越性
[00:07:17.080 --> 00:07:19.760]  剛纔大家讀這八節聖經
[00:07:19.760 --> 00:07:21.080]  你們有什麼印象
[00:07:21.080 --> 00:07:24.240]  什麼字出現得最多的?
[00:07:24.240 --> 00:07:27.440]  榮光!你真是留心讀聖經
[00:07:27.440 --> 00:07:32.520]  在這八節聖經裏出現了十一次榮光
[00:07:32.520 --> 00:07:35.720]  保羅的重點是要弟兄姊妹
[00:07:35.720 --> 00:07:42.080]  看到他和同供的侍奉是多麼有分量
[00:07:42.080 --> 00:07:46.120]  更厲害的是他和一個人比
[00:07:46.120 --> 00:07:47.520]  比誰呢?
[00:07:47.520 --> 00:07:55.400]  哇!竟然是猶太人歷史上最受人尊敬的超級領袖
[00:07:55.400 --> 00:07:59.680]  摩西!夠了
[00:07:59.680 --> 00:08:02.920]  這個保羅都去到很盡的
[00:08:02.920 --> 00:08:05.200]  對以色列人來說
[00:08:05.200 --> 00:08:07.320]  保羅就像一個小學生
[00:08:07.320 --> 00:08:13.320]  你越級挑戰一個大學博士那樣
[00:08:13.320 --> 00:08:15.760]  保羅夠了的比較
[00:08:15.760 --> 00:08:17.840]  他就繼續說話
[00:08:17.840 --> 00:08:20.520]  他先在第四節就說明
[00:08:20.520 --> 00:08:24.480]  爲什麼他的侍奉是那麼有信心
[00:08:24.480 --> 00:08:28.840]  他和同供的侍奉可以那麼有信心是因爲誰呢?
[00:08:28.840 --> 00:08:31.560]  因基督啊
[00:08:31.560 --> 00:08:34.360]  因基督的原文是直着基督
[00:08:34.360 --> 00:08:37.040]  也就是說不是因爲他們自己
[00:08:37.040 --> 00:08:41.600]  是因爲基督所以他們對他的侍奉那麼有信心
[00:08:41.600 --> 00:08:44.640]  而第五節說的承擔
[00:08:44.640 --> 00:08:48.200]  意思是能力和足夠的意思
[00:08:48.200 --> 00:08:53.520]  所以他們能能能不斷地說能承擔
[00:08:53.520 --> 00:08:56.400]  其實不是因爲他們的能力
[00:08:56.400 --> 00:09:03.240]  不是因爲他們的足夠的智慧、能力、才幹
[00:09:03.240 --> 00:09:08.080]  因爲那些都不足以讓他們承擔上帝的工作
[00:09:08.080 --> 00:09:11.760]  他們的資格是來自上帝
[00:09:11.760 --> 00:09:15.960]  保羅和他的同供的侍奉
[00:09:15.960 --> 00:09:21.400]  是來自上帝所揀選
[00:09:21.400 --> 00:09:23.800]  剛纔你讀過的第六節
[00:09:23.800 --> 00:09:29.560]  保羅說自己承擔了的職份是新約的執事
[00:09:29.560 --> 00:09:34.600]  原來在福音書的原文
[00:09:34.600 --> 00:09:40.280]  所有都翻譯成爲用人、供人、伏人之類的說話
[00:09:40.280 --> 00:09:46.200]  而保羅就常常用新約的執事、福音的執事、基督的執事
[00:09:46.200 --> 00:09:49.000]  互相交替地使用
[00:09:49.000 --> 00:09:52.280]  所以全節保羅在這裏的意思就是
[00:09:52.280 --> 00:09:55.240]  我們可以成爲新約的執事
[00:09:55.240 --> 00:09:58.680]  不是因爲律法的文字條款
[00:09:58.680 --> 00:10:02.920]  而是因爲聖靈的揀選和呼召
[00:10:02.920 --> 00:10:10.040]  保羅正正要比較舊約的執事和新約的執事有什麼不同
[00:10:10.040 --> 00:10:18.920]  他先說舊約的執事是藉着律法文字
[00:10:18.920 --> 00:10:23.560]  而新約的執事是靠着聖靈
[00:10:23.560 --> 00:10:30.680]  接着說到舊約是屬死的執事、定罪的執事
[00:10:30.680 --> 00:10:34.600]  而新約是屬靈的執事、聽儀的執事
[00:10:34.600 --> 00:10:35.880]  爲什麼呢?
[00:10:35.880 --> 00:10:42.280]  摩西絕對是舊約聖經中上帝最重用的屬靈領袖
[00:10:42.280 --> 00:10:45.160]  他可以面對面和上帝談話
[00:10:45.160 --> 00:10:48.600]  他是舊約律法的代表
[00:10:48.600 --> 00:10:52.440]  他面上還要反照上帝的榮光
[00:10:52.440 --> 00:10:55.400]  非同凡響
[00:10:55.400 --> 00:10:59.000]  不過原來律法是叫人知罪的
[00:10:59.000 --> 00:11:03.560]  又沒有人可以完全遵守所有的律法
[00:11:03.560 --> 00:11:07.160]  所以又被律法去定罪
[00:11:07.160 --> 00:11:12.280]  所以舊約的執事就成爲了定罪的執事
[00:11:12.280 --> 00:11:19.640]  而新約的執事是帶人去認識這個叫人因順清義的耶穌
[00:11:19.640 --> 00:11:23.160]  去認識這個因順清義的恩典
[00:11:23.160 --> 00:11:28.440]  所以就被稱爲清義的執事
[00:11:28.440 --> 00:11:32.360]  舊約帶盡罪叫人死
[00:11:32.360 --> 00:11:38.200]  不過新約是帶盡神的義叫人活
[00:11:38.200 --> 00:11:44.520]  高下立見,是不是?
[00:11:44.520 --> 00:11:46.520]  舊約是律法時代
[00:11:46.520 --> 00:11:49.880]  律法也是上帝親自頒佈的
[00:11:49.880 --> 00:11:54.520]  舊約的執事也曾經有他很榮耀的職責
[00:11:54.520 --> 00:11:57.960]  但是比起新約的因典時代
[00:11:57.960 --> 00:12:01.800]  新約是全樣基督的拯救
[00:12:01.800 --> 00:12:03.480]  基督的福音
[00:12:03.480 --> 00:12:05.640]  耶穌來了
[00:12:05.640 --> 00:12:10.120]  這個因順清義的福分
[00:12:10.120 --> 00:12:12.600]  這個永恆性的侍奉
[00:12:12.600 --> 00:12:16.920]  是多麼的有榮耀多麼的超越性
[00:12:16.920 --> 00:12:18.280]  摩西厲害
[00:12:18.280 --> 00:12:21.320]  但是耶穌是上帝
[00:12:21.320 --> 00:12:23.400]  當然帶着這個超越性
[00:12:23.400 --> 00:12:25.160]  帶着這個永恆性
[00:12:25.160 --> 00:12:27.400]  我們成爲基督的執事
[00:12:27.400 --> 00:12:33.160]  我們的侍奉又是何等有光彩有榮耀呢?
[00:12:33.160 --> 00:12:37.960]  講到全福音是永恆的即是
[00:12:37.960 --> 00:12:40.360]  永恆有榮耀的即是
[00:12:40.360 --> 00:12:45.480]  我想起一個最近聽到的分享
[00:12:45.480 --> 00:12:46.760]  他是一個護士長
[00:12:46.760 --> 00:12:49.640]  一個門徒
[00:12:49.640 --> 00:12:54.280]  他在這間醫院裏面做了20年了
[00:12:54.280 --> 00:12:56.440]  幫過很多病人
[00:12:56.440 --> 00:12:58.280]  很多同事
[00:12:58.280 --> 00:13:01.320]  做護士也是一份挺好的職業
[00:13:01.320 --> 00:13:02.840]  很有意義
[00:13:02.840 --> 00:13:04.840]  幫到很多人
[00:13:04.840 --> 00:13:09.160]  很多人都很欣賞他的工作
[00:13:09.160 --> 00:13:12.120]  他一直都行常返教會
[00:13:12.120 --> 00:13:14.920]  又返小組又返崇拜
[00:13:14.920 --> 00:13:19.160]  都應該算是一個挺好的基督徒了
[00:13:19.160 --> 00:13:21.960]  不過當他參加了門女之後
[00:13:21.960 --> 00:13:23.880]  幾個月時間
[00:13:23.880 --> 00:13:26.360]  正令他有很多的提醒
[00:13:26.360 --> 00:13:28.600]  很多的催逼
[00:13:28.600 --> 00:13:34.440]  他開始爲他錯失和病人分享福音的機會
[00:13:34.440 --> 00:13:37.720]  而感到很遺憾
[00:13:37.720 --> 00:13:42.360]  他說有些機會原來會永遠失去
[00:13:42.360 --> 00:13:43.320]  大家都明白
[00:13:43.320 --> 00:13:51.080]  在醫院的機會有時是會永遠失去
[00:13:51.080 --> 00:13:53.400]  他說在他工作上的服侍
[00:13:53.400 --> 00:13:58.840]  只可以維持在世界上短暫的時間
[00:13:58.840 --> 00:14:00.280]  所以他就決定
[00:14:00.280 --> 00:14:03.000]  現在除了做好他日常的工作
[00:14:03.000 --> 00:14:06.920]  他要特別關心留意他身邊的人
[00:14:06.920 --> 00:14:09.320]  希望把握每一個機會
[00:14:09.320 --> 00:14:12.520]  將福音傳給他們
[00:14:12.520 --> 00:14:16.360]  在這個月他就認識了一位病友的女兒
[00:14:16.360 --> 00:14:21.800]  這個女兒的父親已經在醫院住了幾個月
[00:14:21.800 --> 00:14:23.400]  都未能出院
[00:14:23.400 --> 00:14:26.520]  他很無奈地坐在醫院哭
[00:14:26.520 --> 00:14:28.680]  就被這個護士長見到
[00:14:28.680 --> 00:14:31.720]  就上前去認識他
[00:14:31.720 --> 00:14:34.840]  知道他原來以前曾經缺志
[00:14:34.840 --> 00:14:37.000]  不過很久沒有回教會了
[00:14:37.000 --> 00:14:41.080]  因爲爸爸的病他再次迴轉
[00:14:41.080 --> 00:14:45.640]  他父母原來是拜偶像的
[00:14:45.640 --> 00:14:47.560]  但媽媽因爲疫情的緣故
[00:14:47.560 --> 00:14:51.160]  都不能去醫院探望爸爸
[00:14:51.160 --> 00:14:54.280]  這個門徒護士長就突然想起
[00:14:54.280 --> 00:14:58.920]  一月份頭兩篇崇拜信息
[00:14:58.920 --> 00:15:00.840]  一篇是陳牧師的
[00:15:00.840 --> 00:15:02.600]  一篇是阿法的
[00:15:02.600 --> 00:15:06.680]  他就立刻把這兩條鏈接送給這個女兒
[00:15:06.680 --> 00:15:09.480]  叫她在家裏和媽媽一起看
[00:15:09.480 --> 00:15:12.600]  不要忘記媽媽本來是拜偶像的
[00:15:12.600 --> 00:15:18.360]  媽媽又願意在家裏和女兒一起看這兩篇崇拜
[00:15:18.360 --> 00:15:20.520]  看完之後告訴女兒
[00:15:20.520 --> 00:15:22.360]  她很感動
[00:15:22.360 --> 00:15:26.040]  女兒就告訴護士長
[00:15:26.040 --> 00:15:27.480]  護士長一聽
[00:15:27.480 --> 00:15:28.920]  聖靈就提醒她
[00:15:28.920 --> 00:15:33.160]  他就立刻把去年七月份沈祖瑤醫生
[00:15:33.160 --> 00:15:36.360]  在我們這裏分享的報道會的鏈接
[00:15:36.360 --> 00:15:37.800]  又發送給女兒
[00:15:37.800 --> 00:15:40.760]  叫女兒和媽媽在家裏一起看
[00:15:40.760 --> 00:15:42.440]  看完之後
[00:15:42.440 --> 00:15:44.920]  這個媽媽就跟着
[00:15:44.920 --> 00:15:48.280]  牧師在上面帶領的決志祈禱
[00:15:48.280 --> 00:15:49.800]  就決志了
[00:15:49.800 --> 00:15:52.360]  哇!上帝真是厲害
[00:15:52.360 --> 00:15:54.680]  是啊!上帝真是厲害
[00:15:54.680 --> 00:15:56.120]  你知不知道現在
[00:15:56.120 --> 00:16:00.440]  這個護士長已經帶着這個媽媽和女兒
[00:16:00.440 --> 00:16:03.640]  一起跟着我們的傳道人Pastor Irene
[00:16:03.640 --> 00:16:08.680]  已經做了第一堂的栽培了
[00:16:08.680 --> 00:16:10.680]  哇!這個門徒很開心
[00:16:10.680 --> 00:16:11.960]  很興奮
[00:16:11.960 --> 00:16:16.200]  來和我們分享這個福音的榮耀
[00:16:16.200 --> 00:16:22.360]  這個上帝奇妙工作的大榮耀
[00:16:22.360 --> 00:16:23.640]  是啊
[00:16:23.640 --> 00:16:25.800]  在疫情當中
[00:16:25.800 --> 00:16:29.720]  我們可能不可以將人帶回教會
[00:16:29.720 --> 00:16:31.560]  又或者
[00:16:31.560 --> 00:16:34.600]  我們都不知道用什麼方法
[00:16:34.600 --> 00:16:36.520]  但是上帝就是這麼奇妙
[00:16:36.520 --> 00:16:38.120]  你在疫情當中
[00:16:38.120 --> 00:16:41.640]  仍然可以將人帶回上帝的面前
[00:16:41.640 --> 00:16:43.640]  帶去上帝的懷抱
[00:16:43.640 --> 00:16:46.200]  問題是你有沒有把握過
[00:16:46.200 --> 00:16:51.240]  重視過這個滿有榮耀的即使呢?
[00:16:51.240 --> 00:16:55.000]  嘗試去關心你身邊每一個人
[00:16:55.000 --> 00:16:57.880]  把握每一次傳福音的機會
[00:16:57.880 --> 00:17:02.600]  保羅說:這份榮耀的即使是與你相遇的
[00:17:02.600 --> 00:17:08.280]  告訴自己:我也有份的
[00:17:08.280 --> 00:17:12.040]  當我們看到原來新約的即使
[00:17:12.040 --> 00:17:14.680]  顯出這個大榮耀的時候
[00:17:14.680 --> 00:17:15.960]  我們第二點
[00:17:15.960 --> 00:17:19.080]  還要看到原來這個新約的即使
[00:17:19.080 --> 00:17:22.200]  是帶出這個真自由的
[00:17:22.200 --> 00:17:24.600]  我們一起讀以下幾節聖經好不好?
[00:17:24.600 --> 00:17:25.880]  我們一起讀
[00:17:25.880 --> 00:17:27.560]  好,第十二節
[00:17:27.560 --> 00:17:30.200]  「我們既有這樣的盼望
[00:17:30.200 --> 00:17:32.280]  就大膽講說
[00:17:32.280 --> 00:17:36.200]  不像摩西將柏子蒙在臉上
[00:17:36.200 --> 00:17:41.560]  叫以色列人不能定睜看那將逝者的結局
[00:17:41.560 --> 00:17:45.560]  但他們的心地剛硬
[00:17:45.560 --> 00:17:47.640]  中毒救約的時候
[00:17:47.640 --> 00:17:54.040]  這柏子還沒有缺去
[00:17:54.040 --> 00:17:56.120]  然而直到今天
[00:17:56.120 --> 00:17:59.000]  每逢中毒摩西輸的時候
[00:17:59.000 --> 00:18:03.320]  柏子還在他們心上」
[00:18:03.320 --> 00:18:04.840]  再讀這幾節
[00:18:04.840 --> 00:18:08.040]  「但他們的心何時歸向主
[00:18:08.040 --> 00:18:11.240]  柏子就何時除去了
[00:18:11.240 --> 00:18:13.240]  主就是那靈
[00:18:13.240 --> 00:18:15.320]  主的靈在那裏
[00:18:15.320 --> 00:18:17.960]  那裏就得自由
[00:18:17.960 --> 00:18:20.520]  我們衆人竟然倚着念
[00:18:20.520 --> 00:18:23.480]  得以看見主的榮光
[00:18:23.480 --> 00:18:26.280]  好像從鏡子裏反照
[00:18:26.280 --> 00:18:29.000]  就變成主的形象
[00:18:29.000 --> 00:18:30.920]  榮上加榮
[00:18:30.920 --> 00:18:35.080]  如同從主的靈變成的」
[00:18:35.080 --> 00:18:38.360]  在第十二節就講到
[00:18:38.360 --> 00:18:41.000]  有這樣的盼望
[00:18:41.000 --> 00:18:42.520]  究竟是什麼盼望呢?
[00:18:42.520 --> 00:18:44.840]  原來這就是新約即逝
[00:18:44.840 --> 00:18:46.920]  很有榮耀
[00:18:46.920 --> 00:18:50.680]  而且可以長存的盼望
[00:18:50.680 --> 00:18:53.320]  如果人越有盼望
[00:18:53.320 --> 00:18:57.960]  他就越有膽去宣講這個真理
[00:18:57.960 --> 00:19:01.400]  保羅在這裏將他和同工的侍奉
[00:19:01.400 --> 00:19:04.360]  給聖靈引領的自由
[00:19:04.360 --> 00:19:08.360]  去對比摩西面上的榮光
[00:19:08.360 --> 00:19:09.880]  以色列人很害怕
[00:19:09.880 --> 00:19:11.720]  他需要用柏子
[00:19:11.720 --> 00:19:15.160]  可能是一條手帕、手巾之類的東西
[00:19:15.160 --> 00:19:16.440]  遮住臉
[00:19:16.440 --> 00:19:18.840]  叫以色列人不可以看到
[00:19:18.840 --> 00:19:21.640]  反照在他上面的榮光
[00:19:21.640 --> 00:19:24.680]  但這些榮光是反照的
[00:19:24.680 --> 00:19:28.360]  會漸漸退去
[00:19:28.360 --> 00:19:30.040]  按照舊日聖經
[00:19:30.040 --> 00:19:31.880]  出埃及記三十四章
[00:19:31.880 --> 00:19:35.240]  三十節至三十五節的記載
[00:19:35.240 --> 00:19:37.080]  摩西和上帝講完話
[00:19:37.080 --> 00:19:39.320]  領受完律法的時候
[00:19:39.320 --> 00:19:42.680]  他面上反照着上帝
[00:19:42.680 --> 00:19:44.440]  很大的榮耀
[00:19:44.440 --> 00:19:46.680]  以色列人很害怕
[00:19:46.680 --> 00:19:49.240]  於是他傳遞完律法之後
[00:19:49.240 --> 00:19:51.480]  就要用柏子遮住臉
[00:19:51.480 --> 00:19:54.280]  他怕一些以色列人害怕
[00:19:54.280 --> 00:19:57.240]  不過當摩西去到上帝面前的時候
[00:19:57.240 --> 00:20:01.400]  他就把柏子拿開
[00:20:01.400 --> 00:20:03.160]  保羅似乎在這裏
[00:20:03.160 --> 00:20:06.360]  遮住摩西面上的柏子
[00:20:06.360 --> 00:20:09.960]  以色列人不可以定睛看見
[00:20:09.960 --> 00:20:12.360]  他面上的榮光
[00:20:12.360 --> 00:20:16.520]  看見那些榮光原來會逐漸消逝
[00:20:16.520 --> 00:20:20.360]  去比喻那張廢者的結局
[00:20:20.360 --> 00:20:21.880]  什麼是張廢者
[00:20:21.880 --> 00:20:25.320]  就是舊約的律法
[00:20:25.320 --> 00:20:27.000]  因爲耶穌來了
[00:20:27.000 --> 00:20:30.840]  耶穌來了的請求就叫做律法
[00:20:30.840 --> 00:20:33.720]  他的即是已經消失了
[00:20:33.720 --> 00:20:37.880]  他的結局就好像摩西上面的榮光一樣
[00:20:37.880 --> 00:20:39.720]  逐漸消失
[00:20:39.720 --> 00:20:42.120]  被上帝廢掉
[00:20:42.120 --> 00:20:47.000]  因此舊約的即是也都隨即消逝
[00:20:47.000 --> 00:20:53.080]  被新約的即是取而代之
[00:20:53.080 --> 00:20:56.760]  我們一起讀希伯來書七章十八至十九節
[00:20:56.760 --> 00:20:58.280]  一二三
[00:20:58.280 --> 00:21:01.560]  先前的條例因軟弱無益
[00:21:01.560 --> 00:21:03.320]  所以廢掉了
[00:21:03.320 --> 00:21:05.720]  律法原來一無所成
[00:21:05.720 --> 00:21:09.160]  就引進了更美的指望
[00:21:09.160 --> 00:21:14.760]  靠着這指望我們便可以進到神的面前
[00:21:14.760 --> 00:21:20.680]  新約的即是將我們帶到神的面前
[00:21:20.680 --> 00:21:24.760]  其實不但昔日的以色列民心地剛硬
[00:21:24.760 --> 00:21:29.480]  看不見耶穌的救恩已經將柏子除掉
[00:21:29.480 --> 00:21:34.920]  看不見在耶穌基督的身上就見到上帝的榮光
[00:21:34.920 --> 00:21:37.640]  其實直到今天
[00:21:37.640 --> 00:21:42.760]  這個柏子可能不止在猶太信徒的心上
[00:21:42.760 --> 00:21:45.160]  恐怕還有很多基督徒
[00:21:45.160 --> 00:21:49.400]  他們的心上有重重的柏子
[00:21:49.400 --> 00:21:54.840]  不可以成爲基督福音的執事
[00:21:54.840 --> 00:21:57.960]  讀經當然重要
[00:21:57.960 --> 00:22:01.960]  聖經對我們的生命當然重要
[00:22:01.960 --> 00:22:04.360]  不過如果我們讀經的時候
[00:22:04.360 --> 00:22:07.480]  不先將自己的老額放低
[00:22:07.480 --> 00:22:10.840]  不先將我們熟悉的價值觀放低
[00:22:10.840 --> 00:22:14.600]  不先將我們的自我中心放低
[00:22:14.600 --> 00:22:18.600]  我們讀經可能讀了也等於沒有讀
[00:22:18.600 --> 00:22:23.400]  我們自己也被自己矇蔽了
[00:22:23.400 --> 00:22:28.360]  一個真心轉向神的人一定會有一個突破
[00:22:28.360 --> 00:22:31.800]  就是他見到耶穌
[00:22:31.800 --> 00:22:35.560]  他心裏不再有重重的柏子
[00:22:35.560 --> 00:22:39.320]  遮住他望見上帝的榮光
[00:22:39.320 --> 00:22:42.920]  隔住他和耶穌的關係
[00:22:42.920 --> 00:22:46.600]  保羅就是最好的例子
[00:22:46.600 --> 00:22:50.600]  爲什麼有時我們常常不明白聖經說什麼
[00:22:50.600 --> 00:22:54.040]  或者不明白上帝的旨意
[00:22:54.040 --> 00:22:59.480]  恐怕是我們心上的柏子還沒揭開
[00:22:59.480 --> 00:23:06.040]  我們心裏可能仍然被很多人、物、事充斥着
[00:23:06.040 --> 00:23:09.000]  我們沒辦法放下熟悉的價值觀
[00:23:09.000 --> 00:23:13.720]  我們也沒辦法放下自我的中心
[00:23:13.720 --> 00:23:15.480]  不過無論怎樣
