
[00:00:00.000 --> 00:00:08.000]  各位弟兄姐妹平安 新年快樂
[00:03:06.000 --> 00:03:10.000]  這個世界的災難會越來越密
[00:03:10.000 --> 00:03:14.000]  而且這個世界的災難會越來越大
[00:03:14.000 --> 00:03:17.000]  沒錯 我們心理上
[00:03:17.000 --> 00:03:19.000]  我們很想2024年更好
[00:03:19.000 --> 00:03:22.000]  但可能我們要現實一點
[00:03:22.000 --> 00:03:25.000]  起碼在新年的頭三天
[00:03:25.000 --> 00:03:28.000]  1月1號 2號 3號
[00:03:28.000 --> 00:03:33.000]  日本就一連三天都有災難
[00:03:33.000 --> 00:03:36.000]  1月1號發生地震
[00:03:36.000 --> 00:03:40.000]  而且是7.6級的地震
[00:03:40.000 --> 00:03:44.000]  接著有海嘯而且餘震很多
[00:03:44.000 --> 00:03:46.000]  這次日本地震的地方
[00:03:46.000 --> 00:03:48.000]  我們沒有那麼熟悉
[00:03:48.000 --> 00:03:51.000]  叫做藍燈半島
[00:03:51.000 --> 00:03:53.000]  根據現在的統計
[00:03:53.000 --> 00:03:55.000]  起碼死了的人
[00:03:55.000 --> 00:03:58.000]  已經超過76個人
[00:03:58.000 --> 00:04:00.000]  受傷的人更多
[00:04:00.000 --> 00:04:03.000]  第二天日本又有災難
[00:04:03.000 --> 00:04:05.000]  就是一架日航客機
[00:04:05.000 --> 00:04:07.000]  在跑道上
[00:04:07.000 --> 00:04:13.000]  同一架保安廳的運輸定翼機就相撞
[00:04:13.000 --> 00:04:16.000]  發生爆炸起火
[00:04:16.000 --> 00:04:19.000]  但是很幸運的
[00:04:19.000 --> 00:04:23.000]  在客機上面350多個人
[00:04:23.000 --> 00:04:25.000]  全部安全逃生
[00:04:25.000 --> 00:04:28.000]  唯有那架定翼機上面
[00:04:28.000 --> 00:04:30.000]  死了5個人
[00:04:30.000 --> 00:04:34.000]  而且機師還是重傷
[00:04:34.000 --> 00:04:40.000]  而第三天就在購物區
[00:04:40.000 --> 00:04:46.000]  有個叫做老街的商業區
[00:04:46.000 --> 00:04:49.000]  竟然發生大火
[00:04:49.000 --> 00:04:51.000]  你想想一個國家
[00:04:51.000 --> 00:04:54.000]  一天二天三天一連三天
[00:04:54.000 --> 00:04:57.000]  都有這麼多大災難
[00:04:57.000 --> 00:04:59.000]  那種打擊是多大
[00:04:59.000 --> 00:05:06.000]  而且戰爭現在已經不斷在戰爭當中
[00:05:06.000 --> 00:05:08.000]  俄烏戰爭
[00:05:08.000 --> 00:05:12.000]  差不多已經接近打了兩年了
[00:05:12.000 --> 00:05:17.000]  是2022年2月24日
[00:05:17.000 --> 00:05:21.000]  俄國宣佈要進攻烏克蘭
[00:05:21.000 --> 00:05:25.000]  到現在下個月就是2月
[00:05:25.000 --> 00:05:29.000]  就滿了兩年了
[00:05:29.000 --> 00:05:33.000]  俄羅斯的普京曾經講過
[00:05:33.000 --> 00:05:37.000]  他說這場仗可能打5年了
[00:05:37.000 --> 00:05:40.000]  戰爭是繼續蔓延當中
[00:05:40.000 --> 00:05:43.000]  再加上中東
[00:05:43.000 --> 00:05:47.000]  這個被稱為世界的火藥庫
[00:05:47.000 --> 00:05:48.000]  每一次有事
[00:05:48.000 --> 00:05:51.000]  差不多都是在中東開始的
[00:05:51.000 --> 00:05:55.000]  這是一個會爆炸的火藥庫
[00:05:55.000 --> 00:05:58.000]  以色列和哈馬斯
[00:05:58.000 --> 00:06:01.000]  也是打了一段時間
[00:06:01.000 --> 00:06:04.000]  沒人想到是會這麼久的
[00:06:04.000 --> 00:06:06.000]  是在哪一年呢
[00:06:06.000 --> 00:06:12.000]  是在2023年10月20多日
[00:06:12.000 --> 00:06:17.000]  哈馬斯突襲以色列
[00:06:17.000 --> 00:06:20.000]  於是開始這場仗就打了
[00:06:20.000 --> 00:06:23.000]  以色列的總理曾經說
[00:06:23.000 --> 00:06:26.000]  他要打到底
[00:06:26.000 --> 00:06:29.000]  他要消滅哈馬斯
[00:06:29.000 --> 00:06:31.000]  所以可以預測的
[00:06:31.000 --> 00:06:33.000]  2024年
[00:06:33.000 --> 00:06:36.000]  將會戰爭的風雲
[00:06:36.000 --> 00:06:39.000]  是蔓延全世界
[00:06:39.000 --> 00:06:42.000]  而且那些病毒
[00:06:42.000 --> 00:06:44.000]  變種的病毒
[00:06:44.000 --> 00:06:47.000]  那些什麼叫做變異株
[00:06:47.000 --> 00:06:50.000]  一會有什麼5.1
[00:06:50.000 --> 00:06:52.000]  一會有多少多少
[00:06:52.000 --> 00:06:54.000]  我們聽到都會很害怕
[00:06:54.000 --> 00:06:56.000]  又變種了
[00:06:56.000 --> 00:06:58.000]  又蔓延了
[00:06:58.000 --> 00:07:02.000]  香港的醫務衛生署都預告
[00:07:02.000 --> 00:07:08.000]  冬季流感的高峰期很快到
[00:07:08.000 --> 00:07:11.000]  而且加上這個疫症
[00:07:11.000 --> 00:07:17.000]  就勸大家要快點打防疫針
[00:07:17.000 --> 00:07:20.000]  各位我不是這麼樂觀
[00:07:20.000 --> 00:07:22.000]  對2024年
[00:07:22.000 --> 00:07:25.000]  因此今天我很想跟大家分享的
[00:07:25.000 --> 00:07:28.000]  就我們必須要抓住神的鷹去
[00:07:28.000 --> 00:07:32.000]  好像你抱著一個救生圈一樣
[00:07:32.000 --> 00:07:36.000]  在羅馬書8章28節
[00:07:36.000 --> 00:07:39.000]  有一位很資深的牧師說
[00:07:39.000 --> 00:07:44.000]  是全本聖經最重要的鷹去
[00:07:44.000 --> 00:07:47.000]  是神給我們一個很偉大
[00:07:47.000 --> 00:07:50.000]  很重要很寶貴的鷹去
[00:07:50.000 --> 00:07:54.000]  就是羅馬書8章28節
[00:07:54.000 --> 00:07:57.000]  所以請你翻開你本聖經
[00:07:57.000 --> 00:08:00.000]  打開羅馬書8章28節
[00:08:00.000 --> 00:08:02.000]  你用紅筆
[00:08:02.000 --> 00:08:05.000]  揀起你本聖經上面
[00:08:05.000 --> 00:08:08.000]  因為這一節聖經你必須要熟悉
[00:08:08.000 --> 00:08:11.000]  這一節聖經你必須要掌握
[00:08:11.000 --> 00:08:13.000]  能夠成為你在
[00:08:13.000 --> 00:08:16.000]  以後你的人生裡面
[00:08:16.000 --> 00:08:18.000]  一個很大的支柱
[00:08:18.000 --> 00:08:21.000]  一個很大的幫助
[00:08:21.000 --> 00:08:24.000]  這一節聖經帶給我們有四個
[00:08:24.000 --> 00:08:26.000]  很重要的鷹去
[00:08:26.000 --> 00:08:32.000]  第一個就是一個確定的鷹去
[00:08:32.000 --> 00:08:35.000]  因為這一節聖經一開始就說
[00:08:35.000 --> 00:08:38.000]  你們曉得
[00:08:38.000 --> 00:08:40.000]  英文聖經就說
[00:08:40.000 --> 00:08:45.000]  and we know
[00:08:45.000 --> 00:08:48.000]  曉得 知道
[00:08:48.000 --> 00:08:52.000]  你知不知道知道是一個權利
[00:08:52.000 --> 00:08:57.000]  你知不知道現在巴士會減價
[00:08:57.000 --> 00:09:00.000]  你知不知道再過一些時候
[00:09:00.000 --> 00:09:05.000]  什麼交通工具又會加價
[00:09:05.000 --> 00:09:08.000]  超市禮拜六 禮拜日
[00:09:08.000 --> 00:09:10.000]  兩天會大起特價
[00:09:10.000 --> 00:09:14.000]  有些貨品便宜到八折
[00:09:14.000 --> 00:09:16.000]  所以當你知道
[00:09:16.000 --> 00:09:18.000]  原來有些貨會減價
[00:09:18.000 --> 00:09:19.000]  你會去買
[00:09:19.000 --> 00:09:21.000]  當你知道
[00:09:21.000 --> 00:09:24.000]  原來某一種交通工具會加價
[00:09:24.000 --> 00:09:26.000]  可能你自己要有個預算
[00:09:26.000 --> 00:09:29.000]  到底我搭哪一種交通工具
[00:09:29.000 --> 00:09:32.000]  所以當你知道一件事的時候
[00:09:32.000 --> 00:09:35.000]  你就有一個準備
[00:09:35.000 --> 00:09:37.000]  如果你不知道
[00:09:37.000 --> 00:09:39.000]  我們說夢叉叉
[00:09:39.000 --> 00:09:42.000]  上了車 什麼這麼貴
[00:09:42.000 --> 00:09:45.000]  原來已經加價了
[00:09:45.000 --> 00:09:51.000]  所以知道是一個很重要的幫助
[00:09:51.000 --> 00:09:53.000]  聖經告訴我們
[00:09:53.000 --> 00:09:57.000]  我們曉得 知道
[00:09:57.000 --> 00:10:02.000]  在去年的12月31日
[00:10:02.000 --> 00:10:06.000]  我買了尖沙咀文化中心
[00:10:06.000 --> 00:10:08.000]  一個音樂會的票
[00:10:08.000 --> 00:10:11.000]  給我太太預備去聽
[00:10:11.000 --> 00:10:14.000]  我都知道那天是放煙花
[00:10:14.000 --> 00:10:18.000]  知道尖沙咀一定人山人海
[00:10:18.000 --> 00:10:21.000]  我們已經預早計劃
[00:10:21.000 --> 00:10:25.000]  六點多就預備走去文化中心
[00:10:25.000 --> 00:10:28.000]  誰知道一出地鐵
[00:10:28.000 --> 00:10:31.000]  已經很多出口不准出
[00:10:31.000 --> 00:10:33.000]  如果你想去哪裡
[00:10:33.000 --> 00:10:35.000]  只有由某個出口出
[00:10:35.000 --> 00:10:37.000]  是遠一點的
[00:10:37.000 --> 00:10:40.000]  一出來看到整條街
[00:10:40.000 --> 00:10:43.000]  數以千萬計的人
[00:10:43.000 --> 00:10:46.000]  當你轉到彌敦道
[00:10:46.000 --> 00:10:49.000]  要向文化中心的方向走
[00:10:49.000 --> 00:10:52.000]  簡直是水洩不通
[00:10:52.000 --> 00:10:56.000]  原來那天有幾十萬人
[00:10:56.000 --> 00:11:01.000]  聚集在港九的海旁
[00:11:01.000 --> 00:11:04.000]  來看三年多沒有放的
[00:11:04.000 --> 00:11:10.000]  一個很盛大的煙火表演
[00:11:10.000 --> 00:11:16.000]  我知道尖沙咀一帶會很擠塞
[00:11:16.000 --> 00:11:18.000]  但我沒有想到
[00:11:18.000 --> 00:11:22.000]  那種擠塞的程度是這麼嚴重
[00:11:22.000 --> 00:11:24.000]  你知不知道怎麼樣
[00:11:24.000 --> 00:11:26.000]  音樂會沒得去
[00:11:26.000 --> 00:11:30.000]  因為連我在半島酒店附近
[00:11:30.000 --> 00:11:34.000]  想過馬路走過去文化中心
[00:11:34.000 --> 00:11:36.000]  都不准過
[00:11:36.000 --> 00:11:39.000]  而且那些人多得不得了
[00:11:39.000 --> 00:11:41.000]  太太很好
[00:11:41.000 --> 00:11:43.000]  她說現在那場音樂會
[00:11:43.000 --> 00:11:45.000]  是七點開始
[00:11:45.000 --> 00:11:49.000]  我們估計九點多就散場了
[00:11:49.000 --> 00:11:51.000]  她說你九點多
[00:11:51.000 --> 00:11:53.000]  保證你走不了
[00:11:53.000 --> 00:11:56.000]  你就會停在尖沙咀那裡
[00:11:56.000 --> 00:11:58.000]  站一整晚
[00:11:58.000 --> 00:12:00.000]  我的腳已經不是那麼好
[00:12:00.000 --> 00:12:03.000]  於是我們只好跟警察叔叔說
[00:12:03.000 --> 00:12:05.000]  我的腳走得不好
[00:12:05.000 --> 00:12:07.000]  可不可以讓我打回頭
[00:12:07.000 --> 00:12:08.000]  我不看煙花了
[00:12:08.000 --> 00:12:10.000]  我回頭
[00:12:10.000 --> 00:12:13.000]  於是我們就打道回府
[00:12:13.000 --> 00:12:18.000]  知道就是你掌握一個事實
[00:12:18.000 --> 00:12:21.000]  神給我們一個應許
[00:12:21.000 --> 00:12:23.000]  是叫我們知道
[00:12:23.000 --> 00:12:24.000]  第二
[00:12:24.000 --> 00:12:30.000]  這個應許是一個神賜的應許
[00:12:30.000 --> 00:12:36.000]  曉得萬事都會互相效力
[00:12:36.000 --> 00:12:40.000]  萬事都會互相效力
[00:12:40.000 --> 00:12:43.000]  All things在英文聖經裡
[00:12:43.000 --> 00:12:46.000]  包羅萬有
[00:12:46.000 --> 00:12:49.000]  什麼都包在內
[00:12:49.000 --> 00:12:52.000]  你不要以為是好東西
[00:12:52.000 --> 00:12:54.000]  包了所有的東西
[00:12:54.000 --> 00:12:56.000]  包括好事
[00:12:56.000 --> 00:12:59.000]  也包括壞事
[00:12:59.000 --> 00:13:02.000]  包括一些很惡劣的事
[00:13:02.000 --> 00:13:05.000]  原來神在我們生命裡很奇妙
[00:13:05.000 --> 00:13:08.000]  我想我們每一個人
[00:13:08.000 --> 00:13:13.000]  你都一定遇過一些不好的事
[00:13:13.000 --> 00:13:17.000]  甚至你覺得是一種災難
[00:13:17.000 --> 00:13:19.000]  在你自己身上
[00:13:19.000 --> 00:13:21.000]  有時我們會問神
[00:13:21.000 --> 00:13:23.000]  你做什麼
[00:13:23.000 --> 00:13:26.000]  為什麼這件事發生在我身上
[00:13:26.000 --> 00:13:28.000]  一些打擊
[00:13:28.000 --> 00:13:30.000]  一些意外
[00:13:30.000 --> 00:13:31.000]  一些不幸的事
[00:13:31.000 --> 00:13:34.000]  為什麼會發生在我身上
[00:13:34.000 --> 00:13:36.000]  特別我做牧師
[00:13:36.000 --> 00:13:39.000]  有時有些會友會來找我聊天
[00:13:39.000 --> 00:13:44.000]  牧師為什麼我爸爸這樣
[00:13:44.000 --> 00:13:46.000]  我媽媽又這樣
[00:13:46.000 --> 00:13:48.000]  接二連三
[00:13:48.000 --> 00:13:53.000]  好像那些災難是接續而來
[00:13:53.000 --> 00:13:56.000]  他覺得很不明白
[00:13:56.000 --> 00:13:58.000]  他說神不是要祝福我們嗎
[00:13:58.000 --> 00:14:00.000]  神不是要保守我們嗎
[00:14:00.000 --> 00:14:02.000]  神不是要看顧我們嗎
[00:14:02.000 --> 00:14:05.000]  為什麼為什麼
[00:14:05.000 --> 00:14:09.000]  有時有一個很資深的牧師說
[00:14:09.000 --> 00:14:12.000]  不要問為什麼
[00:14:12.000 --> 00:14:19.000]  是問神要在我們身上做什麼
[00:14:19.000 --> 00:14:21.000]  有時問為什麼
[00:14:21.000 --> 00:14:23.000]  我們沒有辦法明白
[00:14:23.000 --> 00:14:28.000]  但是有時當回頭望的時候
[00:14:28.000 --> 00:14:30.000]  原來這些事
[00:14:30.000 --> 00:14:33.000]  都是要做就你
[00:14:33.000 --> 00:14:35.000]  要建立你
[00:14:35.000 --> 00:14:39.000]  要讓你的生命更成熟
[00:14:39.000 --> 00:14:43.000]  要讓你的生命更體會
[00:14:43.000 --> 00:14:47.000]  神的手在你身上
[00:14:47.000 --> 00:14:49.000]  所以各位弟兄姊妹
[00:14:49.000 --> 00:14:51.000]  聖經裡面的應許是什麼
[00:14:51.000 --> 00:14:53.000]  你們要知道
[00:14:53.000 --> 00:14:57.000]  萬事都會互相效應
[00:14:57.000 --> 00:14:59.000]  萬事
[00:14:59.000 --> 00:15:04.000]  神會用好事神有時都容許
[00:15:04.000 --> 00:15:07.000]  不好的事發生在我身上
[00:15:07.000 --> 00:15:09.000]  在我們身上
[00:15:09.000 --> 00:15:11.000]  一個很好的例子
[00:15:11.000 --> 00:15:13.000]  就是聖經裡面的約伯記
[00:15:13.000 --> 00:15:16.000]  約伯是一個異人
[00:15:16.000 --> 00:15:20.000]  在神面前是神所喜悅的
[00:15:20.000 --> 00:15:23.000]  但是當魔鬼向神挑戰
[00:15:23.000 --> 00:15:25.000]  為什麼約伯這麼好
[00:15:25.000 --> 00:15:27.000]  因為你要祝福他
[00:15:27.000 --> 00:15:30.000]  你給我用我的手在他身上
[00:15:30.000 --> 00:15:32.000]  你看看他會怎樣
[00:15:32.000 --> 00:15:34.000]  神就說好我容許你
[00:15:34.000 --> 00:15:37.000]  不過你不可以傷害約伯
[00:15:37.000 --> 00:15:41.000]  於是一日之內
[00:15:41.000 --> 00:15:47.000]  首先是有一批的外族人來到
[00:15:47.000 --> 00:15:53.000]  就將他的羊全部搶走
[00:15:53.000 --> 00:15:55.000]  約伯有多少羊呢
[00:15:55.000 --> 00:15:58.000]  有七千隻羊
[00:15:58.000 --> 00:16:01.000]  一日之間全部沒有了
[00:16:01.000 --> 00:16:03.000]  不單止這樣
[00:16:03.000 --> 00:16:05.000]  接著隔了一會
[00:16:05.000 --> 00:16:08.000]  又有另外一族人
[00:16:08.000 --> 00:16:13.000]  又來就將他的駱駝全部搶走
[00:16:13.000 --> 00:16:15.000]  駱駝有多少
[00:16:15.000 --> 00:16:17.000]  又有七千
[00:16:17.000 --> 00:16:20.000]  所以一日之間
[00:16:20.000 --> 00:16:22.000]  約伯的羊
[00:16:22.000 --> 00:16:24.000]  約伯的駱駝
[00:16:24.000 --> 00:16:26.000]  約伯的新竹的牛
[00:16:26.000 --> 00:16:28.000]  全部沒有了
[00:16:28.000 --> 00:16:32.000]  接著還有他三個女兒
[00:16:32.000 --> 00:16:34.000]  七個兒子就聚在一起
[00:16:34.000 --> 00:16:38.000]  因為這些兒女很相親相愛
[00:16:38.000 --> 00:16:41.000]  就在兒子家裡一起吃飯
[00:16:41.000 --> 00:16:43.000]  怎麼有風吹來
[00:16:43.000 --> 00:16:45.000]  屋頂就塌了
[00:16:45.000 --> 00:16:49.000]  十個兒女一日之內
[00:16:49.000 --> 00:16:52.000]  全部死掉
[00:16:52.000 --> 00:16:55.000]  你說有沒有這麼巧
[00:16:55.000 --> 00:16:57.000]  當然是撒旦的攻擊
[00:16:57.000 --> 00:16:59.000]  原來撒旦的攻擊
[00:16:59.000 --> 00:17:01.000]  可以很厲害的
[00:17:01.000 --> 00:17:03.000]  一日之內
[00:17:03.000 --> 00:17:07.000]  叫你所有的家產都沒有了
[00:17:07.000 --> 00:17:11.000]  叫你的子女全部死光
[00:17:11.000 --> 00:17:13.000]  撒旦這麼厲害
[00:17:13.000 --> 00:17:15.000]  這麼有力量
[00:17:15.000 --> 00:17:17.000]  所以我們真的要很防範
[00:17:17.000 --> 00:17:19.000]  撒旦的攻擊
[00:17:19.000 --> 00:17:22.000]  我們要好好求神保護我們
[00:17:22.000 --> 00:17:25.000]  不要被那惡者攻擊
[00:17:25.000 --> 00:17:28.000]  還有約伯自己身上
[00:17:28.000 --> 00:17:33.000]  就生了全身都是毒瘡
[00:17:33.000 --> 00:17:36.000]  痛到他不得了
[00:17:36.000 --> 00:17:40.000]  要用鴉片在自己身上刮
[00:17:40.000 --> 00:17:42.000]  你可想而知
[00:17:42.000 --> 00:17:44.000]  就是那種恆養的程度
[00:17:44.000 --> 00:17:48.000]  寧願用一塊鴉片在那裡刮
[00:17:48.000 --> 00:17:50.000]  我想都流血了
[00:17:50.000 --> 00:17:53.000]  他那種辛苦
[00:17:53.000 --> 00:17:56.000]  約伯由最高峰
[00:17:56.000 --> 00:18:02.000]  就跌到最低最低的低谷裡
[00:18:02.000 --> 00:18:07.000]  約伯沒有了怨神
[00:18:07.000 --> 00:18:10.000]  他真是一個異人
[00:18:10.000 --> 00:18:12.000]  於是約伯記裡面
[00:18:12.000 --> 00:18:15.000]  記載那三個朋友再來找他
[00:18:15.000 --> 00:18:17.000]  約伯怎麼說
[00:18:17.000 --> 00:18:21.000]  他說我信這位的神
[00:18:21.000 --> 00:18:24.000]  賞賜的是耶和華
[00:18:24.000 --> 00:18:27.000]  收取的也是耶和華
[00:18:27.000 --> 00:18:33.000]  唯有耶和華是應當被專屬的
[00:18:33.000 --> 00:18:37.000]  約伯記一章二十一節
[00:18:37.000 --> 00:18:42.000]  一個很寶貴很寶貴的經文
[00:18:42.000 --> 00:18:46.000]  都落在一個這樣的情況裡面
[00:18:46.000 --> 00:18:49.000]  約伯口裡面沒有埋怨
[00:18:49.000 --> 00:18:52.000]  他口裡面沒有問為什麼
[00:18:52.000 --> 00:18:56.000]  他只是說賞賜的是神
[00:18:56.000 --> 00:18:59.000]  收取的也是神
[00:18:59.000 --> 00:19:04.000]  神的命是應當被專屬
[00:19:04.000 --> 00:19:07.000]  他的靈命多好
[00:19:07.000 --> 00:19:10.000]  他的生命多強盛
[00:19:10.000 --> 00:19:14.000]  他可以面對好事
[00:19:14.000 --> 00:19:16.000]  祝福和壞事
[00:19:16.000 --> 00:19:18.000]  很多不幸的事
[00:19:18.000 --> 00:19:21.000]  今天我們都很需要不單止
[00:19:21.000 --> 00:19:23.000]  知道這個應許
[00:19:23.000 --> 00:19:26.000]  這個應許是神賜的應許
[00:19:26.000 --> 00:19:27.000]  還有第三
[00:19:27.000 --> 00:19:29.000]  這個應許是一個
[00:19:29.000 --> 00:19:32.000]  充滿能力的應許
[00:19:32.000 --> 00:19:38.000]  萬事都互相效力
[00:19:38.000 --> 00:19:42.000]  原來這些善是彼此幫助過
[00:19:42.000 --> 00:19:44.000]  彼此效力
[00:19:44.000 --> 00:19:47.000]  彼此效力的希伯利
[00:19:47.000 --> 00:19:52.000]  希臘文是syllogy
[00:19:52.000 --> 00:19:56.000]  英文就是把一些東西
[00:19:56.000 --> 00:19:58.000]  整合在一起
[00:19:58.000 --> 00:20:00.000]  結合在一起一樣
[00:20:00.000 --> 00:20:05.000]  譬如我把兩種化學物品結合
[00:20:05.000 --> 00:20:09.000]  它會成為DNA炸藥
[00:20:09.000 --> 00:20:12.000]  它可以爆炸
[00:20:12.000 --> 00:20:13.000]  舉一個例子
[00:20:13.000 --> 00:20:15.000]  我們每天都需要用鹽
[00:20:15.000 --> 00:20:17.000]  當你煮飯的時候
[00:20:17.000 --> 00:20:19.000]  你需要放鹽
[00:20:19.000 --> 00:20:23.000]  你知不知道鹽的化學方程式是什麼
[00:20:23.000 --> 00:20:26.000]  就是鹿是毒的
[00:20:26.000 --> 00:20:31.000]  加勁也是毒的
[00:20:31.000 --> 00:20:34.000]  兩種都是毒藥
[00:20:34.000 --> 00:20:35.000]  一個是鹿
[00:20:35.000 --> 00:20:37.000]  一個是勁
[00:20:37.000 --> 00:20:43.000]  加起來竟然變成鹽
[00:20:43.000 --> 00:20:45.000]  所以很特別
[00:20:45.000 --> 00:20:47.000]  這個就是syllogy
[00:20:47.000 --> 00:20:49.000]  結合在一起
[00:20:49.000 --> 00:20:53.000]  萬事都互相效力
[00:20:53.000 --> 00:20:54.000]  彼此的整合
[00:20:54.000 --> 00:20:56.000]  彼此的結合
[00:20:56.000 --> 00:21:01.000]  叫愛神的人特益全
[00:21:01.000 --> 00:21:04.000]  這裡來到第四個應許
[00:21:04.000 --> 00:21:06.000]  原來這個應許有條件的
[00:21:06.000 --> 00:21:09.000]  不是人人都可以
[00:21:09.000 --> 00:21:11.000]  因為那隻星星怎麼說
[00:21:11.000 --> 00:21:13.000]  它說我們曉得
[00:21:13.000 --> 00:21:16.000]  萬事都互相效力
[00:21:16.000 --> 00:21:18.000]  叫那些被召的人
[00:21:18.000 --> 00:21:22.000]  叫愛神的人特益全
[00:21:22.000 --> 00:21:24.000]  兩個條件
[00:21:24.000 --> 00:21:25.000]  第一個
[00:21:25.000 --> 00:21:30.000]  你是不是一個愛神的人
[00:21:30.000 --> 00:21:34.000]  所以我在今年2024年年初的時候
[00:21:34.000 --> 00:21:36.000]  很想問大家一個
[00:21:36.000 --> 00:21:39.000]  很嚴肅很嚴肅的問題
[00:21:39.000 --> 00:21:45.000]  你到底是不是一個愛神的人
[00:21:45.000 --> 00:21:48.000]  你愛神有多少
[00:21:48.000 --> 00:21:50.000]  你夠不夠膽說
[00:21:50.000 --> 00:21:53.000]  我是一個愛神的人
[00:21:53.000 --> 00:21:55.000]  因為愛神的人
[00:21:55.000 --> 00:21:57.000]  神的應許
[00:21:57.000 --> 00:21:59.000]  從追著你
[00:21:59.000 --> 00:22:01.000]  好事壞事
[00:22:01.000 --> 00:22:05.000]  在你身上都會蒙印
[00:22:05.000 --> 00:22:09.000]  因為萬事是互相效力
[00:22:09.000 --> 00:22:11.000]  叫愛神的人
[00:22:11.000 --> 00:22:13.000]  能夠得益全
[00:22:13.000 --> 00:22:14.000]  第二
[00:22:14.000 --> 00:22:18.000]  你是不是一個蒙照的人
[00:22:18.000 --> 00:22:20.000]  你被神的呼召
