
[00:00:00.000 --> 00:00:01.800]  各位大仙姐妹新年快樂
[00:04:56.640 --> 00:04:58.400]  我們基督徒經常都這樣說
[00:04:58.400 --> 00:05:00.240]  都聽過了
[00:05:00.240 --> 00:05:02.840]  但是民事這樣回答的時候
[00:05:02.840 --> 00:05:05.320]  他就加一句插一句下去
[00:05:05.320 --> 00:05:07.800]  表示自己有多明白
[00:05:07.800 --> 00:05:11.320]  他就說 夫子 沒錯 神是一位
[00:05:11.320 --> 00:05:13.200]  實在說得沒錯
[00:05:13.200 --> 00:05:16.520]  除此他以外再沒有其他神
[00:05:16.520 --> 00:05:19.400]  但是我們要盡心盡志盡力去愛他
[00:05:19.400 --> 00:05:20.680]  又要愛人如己
[00:05:20.680 --> 00:05:22.240]  他就加多一句
[00:05:22.240 --> 00:05:26.040]  就此一切的繁濟和各樣的祭祀
[00:05:26.040 --> 00:05:28.600]  都比這些一切的祭祀都好
[00:05:28.600 --> 00:05:30.880]  那這句對嗎 耶穌說
[00:05:30.880 --> 00:05:33.920]  沒錯 說得很有智慧
[00:05:33.920 --> 00:05:39.200]  但是你離天國不遠
[00:05:39.200 --> 00:05:40.600]  到了沒有 去到了
[00:05:40.600 --> 00:05:43.600]  去不去到天國 還沒到
[00:05:43.600 --> 00:05:46.000]  那究竟差什麼呢
[00:05:46.000 --> 00:05:47.080]  究竟差什麼呢
[00:05:47.080 --> 00:05:49.880]  我們做基督徒都很適合
[00:05:49.880 --> 00:05:51.880]  愛神 愛人如己
[00:05:51.880 --> 00:05:53.840]  這是最大的誡命
[00:05:53.840 --> 00:05:59.320]  但是我們會從今天聖經的華語當中去明白
[00:05:59.320 --> 00:06:03.280]  究竟我們怎樣去實踐這個最大的誡命
[00:06:03.280 --> 00:06:05.800]  我們從而作出一個回應
[00:06:05.800 --> 00:06:07.160]  可以怎樣去回應
[00:06:07.160 --> 00:06:10.080]  在新年裏面我們做一個愛主的門徒
[00:06:10.080 --> 00:06:11.880]  我們可以怎樣去做
[00:06:11.880 --> 00:06:14.400]  我們一起低頭祈禱
[00:06:14.400 --> 00:06:16.440]  愛你的天父上帝 我們多謝你
[00:06:16.440 --> 00:06:19.520]  多謝你藉著你的門徒 使徒
[00:06:19.520 --> 00:06:23.520]  還有先知去寫下聖經的華語
[00:06:23.520 --> 00:06:25.200]  寫下你的道
[00:06:25.200 --> 00:06:28.000]  使我們能夠從你的華語當中
[00:06:28.000 --> 00:06:30.160]  去明白你的心意
[00:06:30.160 --> 00:06:33.080]  因為你的心意是美善的
[00:06:33.080 --> 00:06:35.720]  只有你的心意 我們可以藉著你的道
[00:06:35.720 --> 00:06:38.360]  主耶穌主耶穌基督 去到神面前
[00:06:38.360 --> 00:06:41.360]  求神去幫助我們 聖靈幫助我們
[00:06:41.360 --> 00:06:44.280]  去聽得清楚你所對我們說的話
[00:06:44.280 --> 00:06:46.840]  開我們的耳朵 我們不能夠明白
[00:06:46.840 --> 00:06:48.440]  開你的心 能夠明白
[00:06:48.440 --> 00:06:51.640]  多謝你 求你帶領以下的時間
[00:06:51.640 --> 00:06:54.600]  我們禱告是奉主耶穌得聖的名字祈求
[00:06:54.600 --> 00:06:56.000]  阿們
[00:06:56.000 --> 00:06:58.480]  我們看今集今次的經文
[00:06:58.480 --> 00:07:00.560]  剛才所說的經文是由三十八節開始
[00:07:00.560 --> 00:07:02.800]  我們可以先吞少許
[00:07:02.800 --> 00:07:06.040]  吞前少許就去到三十五節
[00:07:06.040 --> 00:07:07.640]  我們看三十五節的時候
[00:07:07.640 --> 00:07:09.280]  他在會堂
[00:07:09.280 --> 00:07:12.520]  在聖殿附近
[00:07:12.520 --> 00:07:13.320]  在殿裡面
[00:07:13.320 --> 00:07:15.280]  經文說是在殿裡面去教訓
[00:07:15.280 --> 00:07:17.640]  去教導這幫人
[00:07:17.640 --> 00:07:19.240]  那時候是如月節期間
[00:07:19.240 --> 00:07:20.920]  很多人出出入入
[00:07:20.920 --> 00:07:22.960]  上個主日也提到
[00:07:22.960 --> 00:07:24.880]  有人去換錢
[00:07:24.880 --> 00:07:27.720]  去買祭物 準備去敬拜
[00:07:27.720 --> 00:07:29.960]  又有人去納聖殿稅
[00:07:29.960 --> 00:07:36.600]  又有過路的過路的市民
[00:07:36.600 --> 00:07:39.360]  他在聖殿裡面繼續去教訓人
[00:07:39.360 --> 00:07:40.880]  剛才在對話當中
[00:07:40.880 --> 00:07:42.480]  文士回答得很好
[00:07:42.480 --> 00:07:43.800]  在這裡回答他
[00:07:43.800 --> 00:07:49.320]  就嘗試再次加深大家對大誡命的了解
[00:07:49.320 --> 00:07:51.200]  最大誡命的了解
[00:07:51.200 --> 00:07:54.680]  進去殿裡面去教訓人
[00:07:54.680 --> 00:07:55.920]  就問他們
[00:07:55.920 --> 00:08:00.120]  文士所講的基督是大衛的子孫
[00:08:00.120 --> 00:08:01.920]  是怎樣教的 怎樣講的
[00:08:01.920 --> 00:08:04.320]  因為這幫是 文士是什麼
[00:08:04.320 --> 00:08:06.040]  看聖經 看得夠的聖經
[00:08:06.040 --> 00:08:07.680]  哇 很熟悉的了
[00:08:07.680 --> 00:08:11.560]  就是現代的網紅
[00:08:11.560 --> 00:08:14.280]  上網教聖經 有講座
[00:08:14.280 --> 00:08:15.800]  哇 很多個看的
[00:08:15.800 --> 00:08:17.840]  有主日學老師各方面
[00:08:17.840 --> 00:08:21.880]  都是去聽
[00:08:21.880 --> 00:08:24.880]  去嘗試去明白聖經的話語
[00:08:24.880 --> 00:08:29.120]  究竟文士是怎樣講基督的呢
[00:08:29.120 --> 00:08:31.360]  原來是這樣講的
[00:08:31.360 --> 00:08:34.240]  其實在詩篇110篇那裡
[00:08:34.240 --> 00:08:36.680]  如果大家看 只有幾節 六節
[00:08:36.680 --> 00:08:38.680]  在詩篇110篇的時候
[00:08:38.680 --> 00:08:41.800]  大衛就被聖靈感動
[00:08:41.800 --> 00:08:43.800]  就寫了這篇詩篇
[00:08:43.800 --> 00:08:46.080]  這個是大衛所講的
[00:08:46.080 --> 00:08:48.800]  但不是他自己的心意
[00:08:48.800 --> 00:08:55.440]  是神藉著大衛的口去宣揚 唱這篇詩篇
[00:08:55.440 --> 00:08:58.640]  他說 主對我主說
[00:08:58.640 --> 00:09:00.480]  你坐在我的右邊
[00:09:00.480 --> 00:09:04.320]  讓我使你仇敵作你的
[00:09:04.320 --> 00:09:06.720]  「凳仔」
[00:09:06.720 --> 00:09:07.960]  「凳仔」給你做
[00:09:07.960 --> 00:09:10.560]  當作「凳仔」這樣做
[00:09:10.560 --> 00:09:13.440]  究竟在這裡看中文 有點奇怪
[00:09:13.440 --> 00:09:16.040]  主對我主 又怎樣
[00:09:16.040 --> 00:09:17.920]  其實要看希伯來文
[00:09:17.920 --> 00:09:19.640]  第一個「主」是「也為」
[00:09:19.640 --> 00:09:22.600]  就是父神 耶和華神
[00:09:22.600 --> 00:09:26.240]  第二個「主」是「master」
[00:09:26.240 --> 00:09:28.160]  「阿頓拉」這個意思
[00:09:28.160 --> 00:09:30.800]  在當中是「主人」的意思
[00:09:30.800 --> 00:09:34.840]  但是這個「主人」在哪裡
[00:09:34.840 --> 00:09:37.280]  怎樣 這是誰說的
[00:09:37.280 --> 00:09:40.000]  大衛藉著聖靈說
[00:09:40.000 --> 00:09:42.880]  主 父神 對我主
[00:09:42.880 --> 00:09:46.040]  其實就是對主耶穌基督
[00:09:46.040 --> 00:09:48.040]  我們現在明白 主耶穌基督說
[00:09:48.040 --> 00:09:51.840]  主耶穌基督你坐在我父神的右邊
[00:09:51.840 --> 00:09:55.720]  使我仇敵作你的「凳仔」
[00:09:55.720 --> 00:09:58.360]  就是踩著你的仇敵
[00:09:58.360 --> 00:10:02.360]  好像「浪腳」的「凳」一樣
[00:10:02.360 --> 00:10:05.280]  這個提到 如果你繼續看詩篇的時候
[00:10:05.280 --> 00:10:08.040]  誰坐在父神的右邊
[00:10:08.040 --> 00:10:09.960]  是不是一個普通人
[00:10:09.960 --> 00:10:11.720]  是不是人可以坐的
[00:10:11.720 --> 00:10:17.560]  不是 是聖子
[00:10:17.560 --> 00:10:19.920]  是尼塞亞 主耶穌基督
[00:10:19.920 --> 00:10:21.080]  所以我們看到這裡
[00:10:21.080 --> 00:10:29.800]  原來大衛既然自己稱尼塞亞為主的時候
[00:10:29.800 --> 00:10:32.800]  他怎可以是大衛的子孫那麼簡單
[00:10:32.800 --> 00:10:35.920]  我們明白到主耶穌基督是出於大衛家
[00:10:35.920 --> 00:10:38.840]  根據族譜計算下去
[00:10:38.840 --> 00:10:42.280]  主耶穌基督的身份就是
[00:10:42.280 --> 00:10:43.880]  我們看回馬可福音
[00:10:43.880 --> 00:10:47.360]  由第一章開始看到第十二章的時候
[00:10:47.360 --> 00:10:48.840]  如果大家有時間 很快的
[00:10:48.840 --> 00:10:52.880]  大家回家用九十分鐘 一個鐘的時候
[00:10:52.880 --> 00:10:56.320]  聽聖經也好 看一本聖經也好 讀也好
[00:10:56.320 --> 00:10:59.080]  快讀一次 六十分鐘 九十分鐘的期間
[00:10:59.080 --> 00:11:01.480]  大家就可以看完馬可福音
[00:11:01.480 --> 00:11:04.560]  看到原來從馬可福音第一章開始
[00:11:04.560 --> 00:11:06.760]  看到第十二章的時候
[00:11:06.760 --> 00:11:08.680]  都提出了有幾個主題
[00:11:08.680 --> 00:11:11.200]  其中一個很重要的主題就是
[00:11:11.200 --> 00:11:14.160]  主耶穌基督 祂的權柄
[00:11:14.160 --> 00:11:16.440]  祂有赦罪的權柄
[00:11:16.440 --> 00:11:21.200]  祂是人子以來 祂是神的兒子
[00:11:21.200 --> 00:11:23.920]  祂是神的兒子 所以祂有這樣的權柄
[00:11:23.920 --> 00:11:26.080]  所以我們看到原來這裡的經文看到
[00:11:26.080 --> 00:11:29.160]  然後看到直著C篇110篇的時候
[00:11:29.160 --> 00:11:32.680]  原來我們看到神的權能
[00:11:32.680 --> 00:11:37.600]  祂是勝過 祂是在這個全宇宙裡面掌權的
[00:11:37.600 --> 00:11:44.240]  祂無論每一個時代的君王
[00:11:44.240 --> 00:11:47.840]  每個國家都是在祂掌權之下
[00:11:47.840 --> 00:11:51.920]  每一個敵黨神的領袖
[00:11:51.920 --> 00:11:57.360]  都不能勝過主耶穌基督的統治
[00:11:57.360 --> 00:12:01.440]  所以我們看到這裡主耶穌基督是掌權的
[00:12:01.440 --> 00:12:04.560]  是得勝的 祂是滿有權柄的神
[00:12:04.560 --> 00:12:06.360]  所以看到這段經文我們看到
[00:12:06.360 --> 00:12:10.320]  哇 原來神 主耶穌基督不是人那麼簡單
[00:12:10.320 --> 00:12:12.400]  就是道成肉身住在我們中間
[00:12:12.400 --> 00:12:16.160]  祂是完全的人 也是完全的神
[00:12:16.160 --> 00:12:17.840]  所以這裡清楚教導我們
[00:12:17.840 --> 00:12:23.880]  為什麼這班民士 他們雖然熟讀聖經
[00:12:23.880 --> 00:12:27.160]  知道要愛神 是獨一的神
[00:12:27.160 --> 00:12:32.240]  又愛人如己 但他搞不定就是什麼呢
[00:12:32.240 --> 00:12:35.040]  主耶穌基督就是尼塞亞
[00:12:35.040 --> 00:12:39.240]  主耶穌基督就是神的意志 是神
[00:12:39.240 --> 00:12:42.120]  所以他們就去不了天國
[00:12:42.120 --> 00:12:45.040]  為什麼離天國很近 但是還沒等
[00:12:45.040 --> 00:12:46.480]  就是這個意思
[00:12:46.480 --> 00:12:48.680]  所以我們看到這幾節的經文
[00:12:48.680 --> 00:12:53.800]  就是我們剛才大家會眾所讀的經文的前提
[00:12:53.800 --> 00:12:58.400]  就是看到主耶穌基督的能力
[00:12:58.400 --> 00:13:03.200]  來到在敵人當中掌權
[00:13:03.200 --> 00:13:06.960]  我們問到 剛才大家提到今年我們的主題的時候
[00:13:06.960 --> 00:13:10.360]  看回我們今年立志 新年的時候
[00:13:10.360 --> 00:13:13.440]  我們做的承諾是什麼
[00:13:13.440 --> 00:13:21.160]  我們愛主的門徒要認定主耶穌基督的身份
[00:13:21.160 --> 00:13:24.040]  很重要 認定主耶穌基督的身份
[00:13:24.040 --> 00:13:25.040]  當然為什麼這麼重要
[00:13:25.040 --> 00:13:29.720]  因為世上有很多異端 或者是一些假的福音
[00:13:29.720 --> 00:13:32.920]  但是我們要傳的 我們去短宣 去宣教
[00:13:32.920 --> 00:13:34.600]  去跟別人分享福音的時候
[00:13:34.600 --> 00:13:40.600]  要弄清楚我們所傳的是什麼
[00:13:40.600 --> 00:13:43.680]  主耶穌基督是來坐下神 愛我們每一個人
[00:13:43.680 --> 00:13:45.160]  去製造 創造我們每一個人
[00:13:45.160 --> 00:13:49.680]  但是因為罪的緣故 將我們同神隔絕
[00:13:49.680 --> 00:13:55.040]  我們用盡各樣的方法 各樣自己的能力
[00:13:55.040 --> 00:13:58.840]  都不能夠同神和好
[00:13:58.840 --> 00:14:03.960]  只有藉著主耶穌基督 神的獨身愛子
[00:14:03.960 --> 00:14:06.040]  才可以去到福那裡
[00:14:06.040 --> 00:14:09.160]  因為主耶穌基督說的 祂是道路真理神明
[00:14:09.160 --> 00:14:14.120]  不是藉著祂 就沒有人能夠去到福那裡去
[00:14:14.120 --> 00:14:16.760]  所以這幫民事搞不定
[00:14:16.760 --> 00:14:19.800]  但是我們做基督徒的 我們要弄清楚
[00:14:19.800 --> 00:14:25.480]  如果當我們願意聽那個 願意接受的話
[00:14:25.480 --> 00:14:27.720]  這個信息的話 我們就可以得到永生
[00:14:27.720 --> 00:14:29.960]  得到福那裡 去到福那裡
[00:14:29.960 --> 00:14:32.920]  那是不是停留在這裡呢
[00:14:32.920 --> 00:14:35.960]  說我們得到永生了 行了
[00:14:35.960 --> 00:14:37.880]  那我們就是門徒了
[00:14:37.880 --> 00:14:39.480]  不是的
[00:14:39.480 --> 00:14:41.960]  門徒是一個成長的階段
[00:14:41.960 --> 00:14:43.520]  我們看到馬可福音由頭
[00:14:43.520 --> 00:14:45.000]  開頭看到你的時候
[00:14:45.000 --> 00:14:46.840]  這幫門徒真是很慘的
[00:14:46.840 --> 00:14:49.160]  開頭看到 嘩 怎麼聽都聽不懂
[00:14:49.160 --> 00:14:50.960]  見到這麼多神姐 見到主耶穌基督
[00:14:50.960 --> 00:14:53.360]  認啊 認 彼得就說認啊
[00:14:53.360 --> 00:14:55.520]  你是什麼 耶穌是誰啊 文宋文啊
[00:14:55.520 --> 00:14:59.000]  你是彌賽亞啊 但是都很困惑的
[00:14:59.000 --> 00:15:02.920]  大家一邊看著聖經 看著十三 十四章
[00:15:02.920 --> 00:15:05.400]  看著這幫門徒爭執
[00:15:05.400 --> 00:15:09.000]  完全不明白 一直都缺乏信心
[00:15:09.000 --> 00:15:10.640]  就一直掙扎在這裡
[00:15:10.640 --> 00:15:12.560]  我們看到他們的掙扎
[00:15:12.560 --> 00:15:14.760]  那我們繼續看著經文
[00:15:14.760 --> 00:15:18.640]  既然我們能夠認定主耶穌基督身份的時候
[00:15:18.640 --> 00:15:23.240]  當我們身邊有些傳那些假的福音的時候
[00:15:23.240 --> 00:15:25.560]  那些異端 我們一看就看到了
[00:15:25.560 --> 00:15:27.280]  看異端很簡單
[00:15:27.280 --> 00:15:31.200]  看他怎樣去看著主耶穌基督的身份
[00:15:31.200 --> 00:15:35.240]  會不會將主耶穌基督的身份去降低
[00:15:35.240 --> 00:15:36.640]  去貶低
[00:15:36.640 --> 00:15:38.720]  這樣你就可以看到是否很基本
[00:15:38.720 --> 00:15:40.920]  看得到那樣東西是不是異端
[00:15:40.920 --> 00:15:43.480]  你就看他怎樣去看著主耶穌基督的身份
[00:15:43.480 --> 00:15:45.560]  好了 我們繼續看今天的經文
[00:15:45.560 --> 00:15:47.080]  在這個教訓之間
[00:15:47.080 --> 00:15:48.080]  在這裡坐著看教訓
[00:15:48.080 --> 00:15:54.280]  在教訓聖殿裡面的那群人 那群民眾
[00:15:54.280 --> 00:15:58.640]  在教訓之間就提醒這群會眾
[00:15:58.640 --> 00:16:02.640]  你們要防備這些民事
[00:16:02.640 --> 00:16:08.080]  這些當時的聖經老師
[00:16:08.080 --> 00:16:11.120]  就說他們搶著唱譜在走來走去
[00:16:11.120 --> 00:16:12.160]  引人注意
[00:16:12.160 --> 00:16:15.560]  喜歡別人就去問安
[00:16:15.560 --> 00:16:18.720]  我們要小心 我們要歡迎來賓
[00:16:18.720 --> 00:16:19.520]  他們就問安
[00:16:19.520 --> 00:16:21.120]  這個就搖來搖去
[00:16:21.120 --> 00:16:22.560]  我們的退休牧師
[00:16:22.560 --> 00:16:25.960]  或者是探訪女性的教會
[00:16:25.960 --> 00:16:28.960]  有時候真的不要這樣來問安
[00:16:28.960 --> 00:16:30.160]  不要
[00:16:30.160 --> 00:16:36.680]  為什麼他們不想我們敬拜的時候
[00:16:36.680 --> 00:16:44.120]  是我們不是將注意力放在人裡面
[00:16:44.120 --> 00:16:45.560]  我們教導的時候
[00:16:45.560 --> 00:16:48.160]  這群民事他們做什麼
[00:16:48.160 --> 00:16:53.520]  他們在會堂裡面所坐的很重要的位置
[00:16:53.520 --> 00:16:54.920]  想引人注意
[00:16:54.920 --> 00:16:57.520]  他們言行舉止
[00:16:57.520 --> 00:17:01.800]  都是想得到別人的認同
[00:17:01.800 --> 00:17:03.600]  所以他們就會作出這種
[00:17:03.600 --> 00:17:06.160]  他們所做的行為就這樣出來
[00:17:06.160 --> 00:17:08.160]  他想得到別人的認同
[00:17:08.160 --> 00:17:09.880]  因為他明白聖經
[00:17:09.880 --> 00:17:11.240]  讀聖經讀得好
[00:17:11.240 --> 00:17:12.960]  他想得到別人的認同
[00:17:12.960 --> 00:17:14.160]  不止這麼簡單
[00:17:14.160 --> 00:17:18.600]  因為這群侍奉的民事
[00:17:18.600 --> 00:17:22.400]  他們真的不是說有很多人工
[00:17:22.400 --> 00:17:24.640]  真的是高薪厚職
[00:17:24.640 --> 00:17:31.600]  他就去侵吞那些寡婦的家產
[00:17:31.600 --> 00:17:34.400]  他們所做的行為
[00:17:34.400 --> 00:17:36.040]  是一種虛假
[00:17:36.040 --> 00:17:37.960]  英文就是hypocrite
[00:17:37.960 --> 00:17:40.200]  hypocrisy
[00:17:40.200 --> 00:17:42.120]  假意
[00:17:42.120 --> 00:17:43.640]  做不出來
[00:17:43.640 --> 00:17:45.640]  說就這麼說
[00:17:45.640 --> 00:17:48.120]  但是他們的行為反映出
[00:17:48.120 --> 00:17:53.360]  他們是不是真心地去行出來
[00:17:53.360 --> 00:17:56.400]  這個愛主愛人的回應
[00:17:56.400 --> 00:17:58.240]  這個訊息呢
[00:17:58.240 --> 00:17:59.560]  不是的
[00:17:59.560 --> 00:18:01.680]  因為他們這麼做
[00:18:01.680 --> 00:18:02.480]  神這麼說
[00:18:02.480 --> 00:18:04.240]  主耶穌這麼說
[00:18:04.240 --> 00:18:06.280]  他們會受的刑罰
[00:18:06.280 --> 00:18:09.720]  會比到時審判的時候更加重
[00:18:09.720 --> 00:18:11.640]  我們知道主耶穌幾年會回來
[00:18:11.640 --> 00:18:13.880]  因為聖經這麼說
[00:18:13.880 --> 00:18:15.160]  他會主耶穌會罰
[00:18:15.160 --> 00:18:17.120]  他們受的刑罰更重
[00:18:17.120 --> 00:18:22.080]  這個就是聖殿的模型
[00:18:22.080 --> 00:18:23.240]  現在沒有了
[00:18:23.240 --> 00:18:25.720]  只有牆在耶路撒冷的時候
[00:18:25.720 --> 00:18:26.920]  聖殿的架構
[00:18:26.920 --> 00:18:29.520]  外面有很大的外園
[00:18:29.520 --> 00:18:32.000]  那些人在那時候做買賣
[00:18:32.000 --> 00:18:35.520]  進去的時候突然間開放去買牛羊
[00:18:35.520 --> 00:18:37.560]  去買那些祭物 白鴿
[00:18:37.560 --> 00:18:38.520]  就在外園
[00:18:38.520 --> 00:18:41.880]  跟著以色列人開始進去
[00:18:41.880 --> 00:18:43.160]  你看到有個尾門
[00:18:43.160 --> 00:18:44.600]  有個圍牆
[00:18:44.600 --> 00:18:45.800]  城牆外面
[00:18:45.800 --> 00:18:47.880]  裡面有個圍牆
[00:18:47.880 --> 00:18:50.120]  尾門 進去就是女院
[00:18:50.120 --> 00:18:54.640]  那些以色列的婦女都可以進去
[00:18:54.640 --> 00:18:56.640]  再進去上梯級
[00:18:56.640 --> 00:18:57.920]  進去聖殿
[00:18:57.920 --> 00:19:01.000]  男的 進去最後的聖殿當中
[00:19:01.000 --> 00:19:02.840]  祭司 一路進去
[00:19:02.840 --> 00:19:04.880]  一層一層分開他們
[00:19:04.880 --> 00:19:06.400]  那耶穌去哪呢
[00:19:06.400 --> 00:19:07.800]  就去到女院那裡
[00:19:07.800 --> 00:19:12.360]  開始有些奉獻箱的地方
[00:19:12.360 --> 00:19:13.720]  就去尾門進去了
[00:19:13.720 --> 00:19:15.920]  周圍又擺了很多奉獻箱
[00:19:15.920 --> 00:19:16.880]  那些奉獻箱
[00:19:16.880 --> 00:19:18.080]  根據聖經學者就說
[00:19:18.080 --> 00:19:19.600]  他們擺了很多奉獻箱
[00:19:19.600 --> 00:19:21.320]  有十二支派的奉獻箱
