
[00:00:00.000 --> 00:00:07.000]  我們分享的題目是「周六崇拜五週年的十年展望」
[00:02:22.000 --> 00:02:25.000]  今天就是十年展望
[00:02:25.000 --> 00:02:27.000]  所有東西都是group under
[00:02:27.000 --> 00:02:28.000]  未來報告
[00:02:28.000 --> 00:02:30.000]  因為我們要想想我們的將來
[00:02:30.000 --> 00:02:32.000]  是我們生日的願望
[00:02:32.000 --> 00:02:33.000]  下個星期回來
[00:02:33.000 --> 00:02:35.000]  我們有封聖賢職講道系列
[00:02:35.000 --> 00:02:37.000]  那如果大家知道
[00:02:37.000 --> 00:02:39.000]  我們的網上
[00:02:39.000 --> 00:02:41.000]  我的YouTube叫做《真理廚房》
[00:02:41.000 --> 00:02:42.000]  那這個講道系列
[00:02:42.000 --> 00:02:45.000]  就在講未來十年的菜單預覽
[00:02:45.000 --> 00:02:47.000]  有沒有想過未來十年
[00:02:47.000 --> 00:02:48.000]  假設我未死
[00:02:48.000 --> 00:02:49.000]  假設你又未死
[00:02:49.000 --> 00:02:51.000]  你在這裏聽我講
[00:02:51.000 --> 00:02:52.000]  我在這裏忠心的講
[00:02:52.000 --> 00:02:54.000]  那我的十年會講什麼呢
[00:02:54.000 --> 00:02:56.000]  通常教會都在想
[00:02:56.000 --> 00:02:57.000]  下一年講什麼
[00:02:57.000 --> 00:02:59.000]  我現在在想
[00:02:59.000 --> 00:03:01.000]  未來十年講些什麼
[00:03:01.000 --> 00:03:03.000]  我要講哪幾本書
[00:03:03.000 --> 00:03:07.000]  有些書是我自己一生人的夢想
[00:03:07.000 --> 00:03:10.000]  但我直到還覺得未ready去講
[00:03:10.000 --> 00:03:13.000]  但是當你有十年的時候
[00:03:13.000 --> 00:03:14.000]  你就會可以
[00:03:14.000 --> 00:03:16.000]  我可以用兩年三年去講這本書
[00:03:16.000 --> 00:03:18.000]  再用兩年三年去講這本書
[00:03:18.000 --> 00:03:20.000]  再用兩年三年去講這本書
[00:03:20.000 --> 00:03:21.000]  那下個星期回來
[00:03:21.000 --> 00:03:23.000]  我都會想跟大家分享一下
[00:03:23.000 --> 00:03:25.000]  我的一些想法
[00:03:25.000 --> 00:03:27.000]  如果未來十年我還在這裏
[00:03:27.000 --> 00:03:28.000]  你又在這裏的話
[00:03:28.000 --> 00:03:29.000]  你有什麼聽
[00:03:29.000 --> 00:03:30.000]  我有什麼講
[00:03:30.000 --> 00:03:34.000]  跟著不留保護媒體事公
[00:03:34.000 --> 00:03:36.000]  如果大家在這裏
[00:03:36.000 --> 00:03:38.000]  時間久了就發現
[00:03:38.000 --> 00:03:41.000]  第一我們將我們所有的講道
[00:03:41.000 --> 00:03:43.000]  都有錄了放在YouTube
[00:03:43.000 --> 00:03:45.000]  跟著我們有些大兄姐妹
[00:03:45.000 --> 00:03:47.000]  是將那些講道
[00:03:47.000 --> 00:03:49.000]  很多講座變了做文字版
[00:03:49.000 --> 00:03:53.000]  這些是一些不留的保護
[00:03:53.000 --> 00:03:54.000]  我講些什麼呢
[00:03:54.000 --> 00:03:56.000]  就是如果你有個YouTube
[00:03:56.000 --> 00:03:58.000]  你說很多人hit的
[00:03:58.000 --> 00:04:00.000]  幾百萬幾千萬幾億這樣
[00:04:00.000 --> 00:04:01.000]  但是那個東西
[00:04:01.000 --> 00:04:03.000]  在上帝的眼中
[00:04:03.000 --> 00:04:04.000]  在永恆的當中
[00:04:04.000 --> 00:04:05.000]  其實是沒有價值的
[00:04:05.000 --> 00:04:08.000]  我們要的東西
[00:04:08.000 --> 00:04:09.000]  我們要保留的東西
[00:04:09.000 --> 00:04:10.000]  是一百年之後
[00:04:10.000 --> 00:04:12.000]  有人找出來
[00:04:12.000 --> 00:04:13.000]  仍然覺得有價值的
[00:04:13.000 --> 00:04:15.000]  不留的保護
[00:04:15.000 --> 00:04:16.000]  是什麼
[00:04:16.000 --> 00:04:18.000]  跟上帝說要有關係的東西
[00:04:18.000 --> 00:04:19.000]  不是時事的評論
[00:04:19.000 --> 00:04:21.000]  時事的評論一百年之後
[00:04:21.000 --> 00:04:22.000]  就一聽
[00:04:22.000 --> 00:04:24.000]  都是歷史上一點痕跡
[00:04:24.000 --> 00:04:26.000]  但是如果我們講的真理
[00:04:26.000 --> 00:04:28.000]  一百年之後
[00:04:28.000 --> 00:04:30.000]  仍然對於當時的人
[00:04:30.000 --> 00:04:32.000]  是有非常之的意義
[00:04:32.000 --> 00:04:34.000]  我想夢想十年之後
[00:04:34.000 --> 00:04:36.000]  我們的媒體時光會是怎樣
[00:04:36.000 --> 00:04:37.000]  《求經問道》是講
[00:04:37.000 --> 00:04:38.000]  十年之後
[00:04:38.000 --> 00:04:40.000]  我們會想像我們的
[00:04:40.000 --> 00:04:43.000]  《讀經普告》的program
[00:04:43.000 --> 00:04:44.000]  這些是我們的核心價值
[00:04:44.000 --> 00:04:45.000]  會是怎樣
[00:04:45.000 --> 00:04:46.000]  四代同堂
[00:04:46.000 --> 00:04:48.000]  我們要想十年之後
[00:04:48.000 --> 00:04:49.000]  我們這裡
[00:04:49.000 --> 00:04:51.000]  由最年輕的出世的
[00:04:51.000 --> 00:04:53.000]  去到最年長的
[00:04:53.000 --> 00:04:55.000]  四代福音的承傳
[00:04:55.000 --> 00:04:57.000]  是怎樣做
[00:04:57.000 --> 00:04:58.000]  當然我們過去
[00:04:58.000 --> 00:05:00.000]  已經有五年的時間
[00:05:00.000 --> 00:05:02.000]  當中我們有些BB出世了
[00:05:02.000 --> 00:05:04.000]  有些弟兄姊妹結了婚
[00:05:04.000 --> 00:05:06.000]  這些都開始孕育到
[00:05:06.000 --> 00:05:09.000]  我們一個更長遠的異象
[00:05:09.000 --> 00:05:11.000]  當我們有弟兄姊妹
[00:05:11.000 --> 00:05:12.000]  在這裡結婚
[00:05:12.000 --> 00:05:14.000]  跟著有小朋友的時候
[00:05:14.000 --> 00:05:16.000]  我們這個福音是怎樣承傳
[00:05:16.000 --> 00:05:17.000]  你必須有這樣的異象
[00:05:17.000 --> 00:05:18.000]  如果你沒有的話
[00:05:18.000 --> 00:05:20.000]  你的兒女去到某個年紀
[00:05:20.000 --> 00:05:21.000]  就走了
[00:05:21.000 --> 00:05:22.000]  又走了
[00:05:22.000 --> 00:05:23.000]  又走了
[00:05:23.000 --> 00:05:24.000]  又走了
[00:05:24.000 --> 00:05:25.000]  你又沒有辦法承傳
[00:05:25.000 --> 00:05:26.000]  你的承傳要在
[00:05:26.000 --> 00:05:28.000]  BB未出世之前
[00:05:28.000 --> 00:05:29.000]  已經開始想一下
[00:05:29.000 --> 00:05:30.000]  如果我家裡
[00:05:30.000 --> 00:05:32.000]  上帝給我們的孩子
[00:05:32.000 --> 00:05:34.000]  這個孩子是屬於誰的
[00:05:34.000 --> 00:05:36.000]  這個孩子要為甚麼而活
[00:05:36.000 --> 00:05:39.000]  跟著我怎樣去牧養這個孩子
[00:05:39.000 --> 00:05:42.000]  以致他不為這個世上人而活
[00:05:42.000 --> 00:05:43.000]  為上帝而活
[00:05:43.000 --> 00:05:44.000]  這些傳得很重要
[00:05:44.000 --> 00:05:46.000]  除了年輕的
[00:05:46.000 --> 00:05:47.000]  去到年長的
[00:05:47.000 --> 00:05:49.000]  年長的人
[00:05:49.000 --> 00:05:50.000]  他們需要
[00:05:50.000 --> 00:05:52.000]  他們有屬靈的需要
[00:05:52.000 --> 00:05:53.000]  我們怎樣可以肯定
[00:05:53.000 --> 00:05:55.000]  我們當中的老人家
[00:05:55.000 --> 00:05:56.000]  真的明白這個福音
[00:05:56.000 --> 00:05:57.000]  因為
[00:05:57.000 --> 00:05:59.000]  起碼從人的角度來講
[00:05:59.000 --> 00:06:02.000]  他們最接近那個永恆的審判
[00:06:02.000 --> 00:06:04.000]  當人死的時候
[00:06:04.000 --> 00:06:06.000]  他不是就這樣沒有了
[00:06:06.000 --> 00:06:08.000]  就不是就這樣入了天堂
[00:06:08.000 --> 00:06:11.000]  他要經過上帝的審判
[00:06:11.000 --> 00:06:13.000]  我們怎樣去讓我們當中
[00:06:13.000 --> 00:06:16.000]  最接近審判關口的人
[00:06:16.000 --> 00:06:18.000]  預備好他們自己
[00:06:18.000 --> 00:06:19.000]  去見上帝
[00:06:19.000 --> 00:06:20.000]  有沒有想過
[00:06:20.000 --> 00:06:22.000]  這是一個多沉重的使命
[00:06:22.000 --> 00:06:24.000]  是不是因為他曾經
[00:06:24.000 --> 00:06:25.000]  在教會裡面缺過字
[00:06:25.000 --> 00:06:26.000]  因為他在我們這裡
[00:06:26.000 --> 00:06:27.000]  跟我們一起崇拜
[00:06:27.000 --> 00:06:29.000]  我們又假設了他
[00:06:29.000 --> 00:06:31.000]  一定是入到天堂
[00:06:31.000 --> 00:06:33.000]  還是我們需要做一些事情
[00:06:33.000 --> 00:06:34.000]  去幫助他們
[00:06:34.000 --> 00:06:36.000]  預備他們面對
[00:06:36.000 --> 00:06:38.000]  那個人生終結的審判
[00:06:38.000 --> 00:06:39.000]  四代同堂
[00:06:39.000 --> 00:06:41.000]  未來戰士
[00:06:41.000 --> 00:06:42.000]  總有一天
[00:06:42.000 --> 00:06:44.000]  我們當中的
[00:06:44.000 --> 00:06:46.000]  比較年長的
[00:06:46.000 --> 00:06:47.000]  屬靈領袖都會不在這裡
[00:06:47.000 --> 00:06:49.000]  總有一天我都會不在這裡
[00:06:49.000 --> 00:06:52.000]  那誰會繼續去接手教會
[00:06:52.000 --> 00:06:54.000]  誰會繼續去延續
[00:06:54.000 --> 00:06:55.000]  不單只是
[00:06:55.000 --> 00:06:57.000]  讓教會可以繼續運作
[00:06:57.000 --> 00:06:59.000]  而是福音可以繼續傳遞
[00:06:59.000 --> 00:07:01.000]  未來戰士是
[00:07:01.000 --> 00:07:04.000]  一個很重要很重要的環節
[00:07:04.000 --> 00:07:06.000]  最後生養眾多
[00:07:06.000 --> 00:07:07.000]  宣教直唐
[00:07:07.000 --> 00:07:09.000]  這個是我們最喜歡的夢想
[00:07:09.000 --> 00:07:11.000]  其實有一點點
[00:07:11.000 --> 00:07:12.000]  我覺得有一點點是
[00:07:12.000 --> 00:07:13.000]  Alpha Omega
[00:07:13.000 --> 00:07:14.000]  今天說的是
[00:07:14.000 --> 00:07:16.000]  開始十年的展望
[00:07:16.000 --> 00:07:17.000]  其實呢
[00:07:17.000 --> 00:07:18.000]  我已經告訴了你
[00:07:18.000 --> 00:07:19.000]  那個結局
[00:07:19.000 --> 00:07:20.000]  那個結局是甚麼
[00:07:20.000 --> 00:07:21.000]  那個目標是甚麼
[00:07:21.000 --> 00:07:23.000]  就是我們要生養眾多
[00:07:23.000 --> 00:07:24.000]  遍滿全地
[00:07:24.000 --> 00:07:26.000]  我們要將福音繼續去傳
[00:07:26.000 --> 00:07:27.000]  這個說的是
[00:07:27.000 --> 00:07:29.000]  我們當中會興起一些
[00:07:29.000 --> 00:07:31.000]  希望上帝會興起一些宣教士
[00:07:31.000 --> 00:07:34.000]  希望我們有直唐的機會
[00:07:34.000 --> 00:07:35.000]  甚至早前
[00:07:35.000 --> 00:07:37.000]  我們已經開始跟教會說
[00:07:37.000 --> 00:07:39.000]  申請以後可不可以出去直唐
[00:07:39.000 --> 00:07:41.000]  因為我們需要建立
[00:07:41.000 --> 00:07:43.000]  更多傳福音的地方
[00:07:43.000 --> 00:07:45.000]  以至我們有機會
[00:07:45.000 --> 00:07:47.000]  不單只是用廣東話
[00:07:47.000 --> 00:07:48.000]  用英文
[00:07:48.000 --> 00:07:49.000]  甚至普通話
[00:07:49.000 --> 00:07:51.000]  一定的事情
[00:07:51.000 --> 00:07:53.000]  而且有一種迫切感
[00:07:53.000 --> 00:07:54.000]  所以當我們說到
[00:07:54.000 --> 00:07:57.000]  生養眾多直唐宣教的時候
[00:07:57.000 --> 00:07:59.000]  不要想十年之後我們才
[00:07:59.000 --> 00:08:00.000]  十年之後還有一段時間
[00:08:00.000 --> 00:08:01.000]  林牧師
[00:08:01.000 --> 00:08:03.000]  十年之後你才直唐
[00:08:03.000 --> 00:08:04.000]  不是
[00:08:04.000 --> 00:08:06.000]  那個夢想十年之後
[00:08:06.000 --> 00:08:07.000]  我們直的唐
[00:08:07.000 --> 00:08:09.000]  應該已經成為一個
[00:08:09.000 --> 00:08:10.000]  很成熟
[00:08:10.000 --> 00:08:13.000]  可以繼續直唐的一個唐會
[00:08:13.000 --> 00:08:14.000]  甚麼意思呢
[00:08:14.000 --> 00:08:16.000]  有沒有見過有些人
[00:08:16.000 --> 00:08:20.000]  他有個填色的圖畫
[00:08:20.000 --> 00:08:23.000]  所以你不用等到最後
[00:08:23.000 --> 00:08:26.000]  你才見到整個教育的構思
[00:08:26.000 --> 00:08:28.000]  未來的兩三年
[00:08:28.000 --> 00:08:29.000]  三四年之內
[00:08:29.000 --> 00:08:30.000]  我們已經可以
[00:08:30.000 --> 00:08:33.000]  繪畫了outline
[00:08:33.000 --> 00:08:35.000]  大概的樣式
[00:08:35.000 --> 00:08:36.000]  接著那五六年
[00:08:36.000 --> 00:08:37.000]  七年的時候
[00:08:37.000 --> 00:08:38.000]  你做些甚麼
[00:08:38.000 --> 00:08:40.000]  填色
[00:08:40.000 --> 00:08:43.000]  所以我們不是等到十年之後
[00:08:43.000 --> 00:08:44.000]  我們才去見過唐
[00:08:44.000 --> 00:08:47.000]  而是我們希望爭取時間
[00:08:47.000 --> 00:08:48.000]  把握時機
[00:08:48.000 --> 00:08:50.000]  在最早的時候
[00:08:50.000 --> 00:08:53.000]  開始見到這個骨架了
[00:08:53.000 --> 00:08:54.000]  有沒有去見
[00:08:54.000 --> 00:08:56.000]  見一個一棟大樓的時候
[00:08:56.000 --> 00:08:57.000]  你不是立刻
[00:08:57.000 --> 00:08:58.000]  那些牆都建好了
[00:08:58.000 --> 00:08:59.000]  是嗎
[00:08:59.000 --> 00:09:00.000]  你有個地基
[00:09:00.000 --> 00:09:01.000]  接著有個骨架
[00:09:01.000 --> 00:09:03.000]  那個骨架已經告訴你
[00:09:03.000 --> 00:09:04.000]  你將來的模樣
[00:09:04.000 --> 00:09:06.000]  接著你才做甚麼
[00:09:06.000 --> 00:09:08.000]  將那些牆去建下去
[00:09:08.000 --> 00:09:09.000]  將裏面的東西建上去
[00:09:09.000 --> 00:09:11.000]  我們去張起陽
[00:09:11.000 --> 00:09:13.000]  我希望我們可以很快
[00:09:13.000 --> 00:09:15.000]  可以建出這個架
[00:09:15.000 --> 00:09:17.000]  慢慢的走向
[00:09:17.000 --> 00:09:19.000]  用餘下的時間
[00:09:19.000 --> 00:09:22.000]  去建那些牆
[00:09:22.000 --> 00:09:25.000]  我想和你分享一個意象
[00:09:25.000 --> 00:09:27.000]  一個建築的意象
[00:09:27.000 --> 00:09:29.000]  我們要建立的十年之後
[00:09:29.000 --> 00:09:31.000]  所建立出來的那個
[00:09:31.000 --> 00:09:33.000]  唐會是一個怎樣的唐會呢
[00:09:33.000 --> 00:09:35.000]  我和你打個比喻
[00:09:35.000 --> 00:09:39.000]  那個比喻是羅亞方舟
[00:09:39.000 --> 00:09:42.000]  羅亞方舟是我們教會
[00:09:42.000 --> 00:09:43.000]  建立將來
[00:09:43.000 --> 00:09:47.000]  現在將來直航的一個意象
[00:09:47.000 --> 00:09:49.000]  甚麼意思呢
[00:09:49.000 --> 00:09:52.000]  這個方舟最後要面對洪水
[00:09:52.000 --> 00:09:54.000]  而不沉
[00:09:54.000 --> 00:09:56.000]  你有沒有想過
[00:09:56.000 --> 00:09:58.000]  方舟個個都可以建
[00:09:58.000 --> 00:10:01.000]  教會個個都可以直
[00:10:01.000 --> 00:10:05.000]  但要直一個不會沉的方舟
[00:10:05.000 --> 00:10:07.000]  要建一個
[00:10:07.000 --> 00:10:09.000]  在颶風當中
[00:10:09.000 --> 00:10:11.000]  仍然屹立不倒的方舟
[00:10:11.000 --> 00:10:12.000]  是怎樣建的
[00:10:12.000 --> 00:10:14.000]  這個是我們要思想的東西
[00:10:14.000 --> 00:10:16.000]  那我就想了幾點
[00:10:16.000 --> 00:10:18.000]  讓大家去反思的
[00:10:18.000 --> 00:10:20.000]  和這個方舟很有關係的
[00:10:20.000 --> 00:10:21.000]  第一
[00:10:21.000 --> 00:10:24.000]  恩典工程基督根基
[00:10:24.000 --> 00:10:26.000]  這個是一個恩典的工程
[00:10:26.000 --> 00:10:28.000]  那個方舟是上帝的恩典
[00:10:28.000 --> 00:10:31.000]  其實我背後有一個經文
[00:10:31.000 --> 00:10:33.000]  就是多不多前書第三章
[00:10:33.000 --> 00:10:34.000]  如果有機會
[00:10:34.000 --> 00:10:35.000]  你可以今晚回去
[00:10:35.000 --> 00:10:37.000]  看看多不多前書三章
[00:10:37.000 --> 00:10:39.000]  講起爺的起樓的
[00:10:39.000 --> 00:10:43.000]  保祿說他靠上帝給他的恩典
[00:10:43.000 --> 00:10:45.000]  好像一個聰明的公投
[00:10:45.000 --> 00:10:46.000]  他要建立
[00:10:46.000 --> 00:10:48.000]  那個根基不是他建的
[00:10:48.000 --> 00:10:50.000]  那個根基就是基督
[00:10:50.000 --> 00:10:51.000]  你有沒有想過
[00:10:51.000 --> 00:10:52.000]  我們這裡
[00:10:52.000 --> 00:10:53.000]  如果你過去五年在這裡
[00:10:53.000 --> 00:10:54.000]  我們講很多東西
[00:10:54.000 --> 00:10:56.000]  都和耶穌基督有關係
[00:10:56.000 --> 00:10:58.000]  我相信沒有一個禮拜
[00:10:58.000 --> 00:11:00.000]  的講道裡面
[00:11:00.000 --> 00:11:01.000]  是沒有耶穌
[00:11:01.000 --> 00:11:03.000]  沒有十字架
[00:11:03.000 --> 00:11:05.000]  上面的耶穌出現過
[00:11:05.000 --> 00:11:06.000]  為甚麼
[00:11:06.000 --> 00:11:08.000]  因為耶穌是我們的根基
[00:11:08.000 --> 00:11:11.000]  我們講很多的講座
[00:11:11.000 --> 00:11:13.000]  全部不是跟你講
[00:11:13.000 --> 00:11:16.000]  怎可以在職場上面有智慧
[00:11:16.000 --> 00:11:18.000]  怎可以得人如得魚
[00:11:18.000 --> 00:11:20.000]  怎可以榮臣益人
[00:11:20.000 --> 00:11:22.000]  我們不是講這些實際的東西
[00:11:22.000 --> 00:11:23.000]  你發現所有的講座
[00:11:23.000 --> 00:11:25.000]  都和耶穌基督有關係
[00:11:25.000 --> 00:11:26.000]  為甚麼
[00:11:26.000 --> 00:11:27.000]  因為耶穌基督
[00:11:27.000 --> 00:11:28.000]  祂的福音
[00:11:28.000 --> 00:11:30.000]  祂在十字架上面的恩典
[00:11:30.000 --> 00:11:33.000]  是整個教會的根基
[00:11:33.000 --> 00:11:34.000]  所以第一
[00:11:34.000 --> 00:11:37.000]  當我們建那個方舟的時候
[00:11:37.000 --> 00:11:39.000]  是恩典工程基督根基
[00:11:39.000 --> 00:11:40.000]  第二
[00:11:40.000 --> 00:11:43.000]  金銀寶石在上建造
[00:11:43.000 --> 00:11:44.000]  如果你回到
[00:11:44.000 --> 00:11:46.000]  《哥倫多傳書》第三章裡面
[00:11:46.000 --> 00:11:47.000]  保羅說
[00:11:47.000 --> 00:11:48.000]  在這個根基上面
[00:11:48.000 --> 00:11:49.000]  不同的公頭
[00:11:49.000 --> 00:11:51.000]  即是祂是其中一個公頭
[00:11:51.000 --> 00:11:52.000]  不同的傳道人
[00:11:52.000 --> 00:11:54.000]  就會用不同的東西
[00:11:54.000 --> 00:11:55.000]  有些人
[00:11:55.000 --> 00:11:56.000]  徵工世代
[00:11:56.000 --> 00:11:57.000]  用金銀寶石起
[00:11:57.000 --> 00:11:58.000]  另外有些人
[00:11:58.000 --> 00:11:59.000]  草草了事
[00:11:59.000 --> 00:12:02.000]  拿些草木和吉去起
[00:12:02.000 --> 00:12:03.000]  是吧
[00:12:03.000 --> 00:12:05.000]  祂說你就這樣起的時候
[00:12:05.000 --> 00:12:06.000]  你會發現
[00:12:06.000 --> 00:12:08.000]  有些人起得很快
[00:12:08.000 --> 00:12:09.000]  有些人起得很慢
[00:12:09.000 --> 00:12:10.000]  為甚麼
[00:12:10.000 --> 00:12:13.000]  因為讓材料不一樣
[00:12:13.000 --> 00:12:14.000]  你要小心
[00:12:14.000 --> 00:12:15.000]  因為這些東西
[00:12:15.000 --> 00:12:16.000]  去到有一天
[00:12:16.000 --> 00:12:18.000]  工程會被顯露哪一天
[00:12:18.000 --> 00:12:19.000]  哪一天是哪一天呢
[00:12:19.000 --> 00:12:21.000]  耶穌基督回來的日子
[00:12:21.000 --> 00:12:22.000]  審配的日子
[00:12:22.000 --> 00:12:23.000]  耶和華的日子
[00:12:23.000 --> 00:12:25.000]  哪一天會顯明
[00:12:25.000 --> 00:12:27.000]  這個是對於公頭來說
[00:12:27.000 --> 00:12:30.000]  是最令人害怕的事情
[00:12:30.000 --> 00:12:31.000]  因為我今天做公頭
[00:12:31.000 --> 00:12:33.000]  我可以很公光地說
[00:12:33.000 --> 00:12:34.000]  你看我
[00:12:34.000 --> 00:12:36.000]  我教會蒸蒸日上
[00:12:36.000 --> 00:12:38.000]  人數越來越多
[00:12:38.000 --> 00:12:39.000]  接著
[00:12:39.000 --> 00:12:42.000]  我們在社會上的地位
[00:12:42.000 --> 00:12:43.000]  等等
[00:12:43.000 --> 00:12:44.000]  我們的財政狀況
[00:12:44.000 --> 00:12:45.000]  是吧
[00:12:45.000 --> 00:12:46.000]  我們現在又要建堂
[00:12:46.000 --> 00:12:48.000]  我可以想得很好
[00:12:48.000 --> 00:12:49.000]  但是
[00:12:49.000 --> 00:12:50.000]  其實你不知道
[00:12:50.000 --> 00:12:52.000]  直至哪一天
[00:12:52.000 --> 00:12:54.000]  哪一天
[00:12:54.000 --> 00:12:55.000]  原來這個世界
[00:12:55.000 --> 00:12:56.000]  每一間教會
[00:12:56.000 --> 00:12:58.000]  都是一個小方舟
[00:12:58.000 --> 00:12:59.000]  但是你不知道
[00:12:59.000 --> 00:13:02.000]  哪一間教會最後
[00:13:02.000 --> 00:13:04.000]  是真的救到那些人
[00:13:04.000 --> 00:13:05.000]  讓他們由這個世界
[00:13:05.000 --> 00:13:08.000]  去到另外一個地方
[00:13:08.000 --> 00:13:10.000]  工程顯露
[00:13:10.000 --> 00:13:12.000]  哪一天顯明
[00:13:12.000 --> 00:13:13.000]  再多兩點
[00:13:13.000 --> 00:13:16.000]  都是跟方舟有關係的
[00:13:16.000 --> 00:13:18.000]  為主建造
[00:13:18.000 --> 00:13:19.000]  避人機潮
[00:13:19.000 --> 00:13:20.000]  什麼意思
[00:13:20.000 --> 00:13:21.000]  有沒有想過
[00:13:21.000 --> 00:13:26.000]  當羅亞去建造那個方舟的時候
[00:13:26.000 --> 00:13:28.000]  他是為上帝去建造
[00:13:28.000 --> 00:13:29.000]  但是周圍的人
[00:13:29.000 --> 00:13:31.000]  說為什麼這麼好天
[00:13:31.000 --> 00:13:33.000]  你去建方舟做什麼
[00:13:33.000 --> 00:13:34.000]  你都記得八個人
[00:13:34.000 --> 00:13:36.000]  建這麼大做什麼
[00:13:36.000 --> 00:13:37.000]  傻的嗎
[00:13:37.000 --> 00:13:38.000]  是不是
[00:13:38.000 --> 00:13:39.000]  有沒有想過
[00:13:39.000 --> 00:13:41.000]  他被人嘲笑那件事
[00:13:41.000 --> 00:13:43.000]  今天這麼好天
[00:13:43.000 --> 00:13:45.000]  為什麼說世人都犯了罪
[00:13:45.000 --> 00:13:47.000]  規決了上帝的榮耀
[00:13:47.000 --> 00:13:48.000]  為什麼說
[00:13:48.000 --> 00:13:50.000]  上帝的審判在我們心上
[00:13:50.000 --> 00:13:52.000]  我現在身體這麼好
[00:13:52.000 --> 00:13:54.000]  我現在這麼精壯
[00:13:54.000 --> 00:13:56.000]  我現在這麼成功
[00:13:56.000 --> 00:13:57.000]  你跟我說
[00:13:57.000 --> 00:13:59.000]  上帝的憤怒在我身上
[00:13:59.000 --> 00:14:02.000]  這個是每一個去建羅亞方舟的人
[00:14:02.000 --> 00:14:04.000]  有肯參與羅亞方舟的人
[00:14:04.000 --> 00:14:06.000]  一定要預備的心情
[00:14:06.000 --> 00:14:07.000]  為主建造
[00:14:07.000 --> 00:14:08.000]  避人嘲笑
[00:14:08.000 --> 00:14:12.000]  最後洪水方舟萬世基業
[00:14:12.000 --> 00:14:14.000]  我不知道你有沒有這樣的感覺
[00:14:14.000 --> 00:14:16.000]  我自己也有這樣的感覺
[00:14:16.000 --> 00:14:17.000]  你想想我們這間教會
[00:14:17.000 --> 00:14:19.000]  或者我所負責的這兩堂崇拜
[00:14:19.000 --> 00:14:22.000]  加起來只是一百多人
