
[00:00:00.000 --> 00:00:01.260]  丁子梅早晨
[00:01:49.440 --> 00:01:50.900]  找到了
[00:01:50.900 --> 00:01:55.400]  原來這隻蛋在縣老爺那裏
[00:01:55.400 --> 00:02:00.400]  不過這個縣老爺出了名就很吝嗇
[00:02:00.400 --> 00:02:01.920]  不過怎樣也好
[00:02:01.920 --> 00:02:04.200]  長腳七二話不說
[00:02:04.200 --> 00:02:05.780]  也不想那麼多了
[00:02:05.780 --> 00:02:11.700]  就馬上揹著年老不方便行動的老伯伯
[00:02:11.700 --> 00:02:14.920]  一起去到縣老爺那裏
[00:02:14.920 --> 00:02:20.700]  希望向他請求可以買一隻蛋回來
[00:02:20.700 --> 00:02:21.700]  苦苦哀求
[00:02:21.700 --> 00:02:24.180]  但是這個那麼高寒的縣老爺
[00:02:24.180 --> 00:02:27.240]  死也不肯讓一隻蛋出來
[00:02:27.240 --> 00:02:30.800]  其他的兄弟知道之後
[00:02:30.800 --> 00:02:33.860]  很傷心 但也很氣憤
[00:02:33.860 --> 00:02:37.640]  於是他們就決定要去偷一隻蛋回來
[00:02:37.640 --> 00:02:41.160]  當時的夜晚
[00:02:41.160 --> 00:02:44.220]  長手二伸了很長的手
[00:02:44.220 --> 00:02:50.600]  加上老伯千里眼和狗的順風耳
[00:02:50.600 --> 00:02:52.900]  很快地就偷了一隻蛋回來
[00:02:52.900 --> 00:02:55.360]  馬上煮了給老媽媽吃
[00:02:55.360 --> 00:02:57.540]  病就很快地康復了
[00:02:57.540 --> 00:03:02.640]  不過縣老爺知道之後當然很生氣
[00:03:02.640 --> 00:03:06.380]  連夜就馬上派人去抓人
[00:03:06.380 --> 00:03:07.740]  但是怎麼辦呢?
[00:03:07.740 --> 00:03:09.880]  這十兄弟長得一模一樣
[00:03:09.880 --> 00:03:11.520]  究竟抓誰好呢?
[00:03:11.520 --> 00:03:16.160]  就隨便抓了大頭一回來
[00:03:16.160 --> 00:03:20.900]  誰知道大頭一的頭一直張大
[00:03:20.900 --> 00:03:23.420]  張大到進不了城門
[00:03:23.420 --> 00:03:24.700]  怎麼辦呢?
[00:03:24.700 --> 00:03:30.280]  第二天早上在城外斬首示眾
[00:03:30.280 --> 00:03:32.400]  第二天早上
[00:03:32.400 --> 00:03:36.860]  鐵骨三就來到縣老爺那裏跟他說
[00:03:36.860 --> 00:03:40.520]  你看 我哥哥的頭那麼大
[00:03:40.520 --> 00:03:43.200]  他走路也走不了
[00:03:43.200 --> 00:03:45.460]  他怎麼會偷得到一隻蛋呢?
[00:03:45.460 --> 00:03:48.500]  想一想又有些道理
[00:03:48.500 --> 00:03:49.440]  其實是誰呢?
[00:03:49.440 --> 00:03:50.300]  就是我
[00:03:50.300 --> 00:03:54.220]  我是鐵骨三
[00:03:54.220 --> 00:04:01.280]  他就帶他去斬首
[00:04:01.280 --> 00:04:04.380]  誰知道斬多久也斬不了
[00:04:04.380 --> 00:04:09.340]  鐵骨三斬到刀都崩了
[00:04:09.340 --> 00:04:13.740]  好像在嘮叨一樣
[00:04:13.740 --> 00:04:16.840]  縣太爺當然不高興
[00:04:16.840 --> 00:04:17.900]  怎麼辦呢?
[00:04:17.900 --> 00:04:22.820]  御使者又換了四、五、六、七
[00:04:22.820 --> 00:04:24.260]  個個都搞不定
[00:04:24.260 --> 00:04:25.720]  個個都說是自己
[00:04:25.720 --> 00:04:27.660]  但是個個都搞不定
[00:04:27.660 --> 00:04:30.260]  縣太爺一怒之下
[00:04:30.260 --> 00:04:31.560]  十個都不抓
[00:04:31.560 --> 00:04:35.520]  就抓了吃了蛋的那個年老的媽媽
[00:04:35.520 --> 00:04:36.860]  怎麼辦呢?
[00:04:36.860 --> 00:04:41.860]  這個時候大喊十就不斷地喊
[00:04:41.860 --> 00:04:45.940]  那些淚水就很多很多
[00:04:45.940 --> 00:04:51.300]  就直接將縣太爺整個家連人帶屋沖走了
[00:04:51.300 --> 00:04:56.740]  自此整家人就平平安安地過了寧靜的生活
[00:04:56.740 --> 00:05:00.420]  故事說完了
[00:05:00.420 --> 00:05:01.820]  十兄弟的故事
[00:05:01.820 --> 00:05:02.800]  無論哪個版本
[00:05:02.800 --> 00:05:04.760]  其實我們專注在哪個位置
[00:05:04.760 --> 00:05:07.260]  我想我們大多數人都專注在
[00:05:07.260 --> 00:05:10.980]  這十個人有不同的本領
[00:05:10.980 --> 00:05:13.160]  不同的超能力
[00:05:13.160 --> 00:05:16.720]  究竟他們怎樣千變萬化地配搭呢?
[00:05:16.720 --> 00:05:22.900]  這個往往就是在故事裡面最引人入勝的地方
[00:05:22.900 --> 00:05:27.740]  其實應該和現在美國的超級英雄片差不多
[00:05:27.740 --> 00:05:30.520]  其實我想是原理
[00:05:30.520 --> 00:05:33.040]  這十兄弟他們之所以能夠去解
[00:05:33.040 --> 00:05:37.320]  即是能夠幫他們的家能夠解救這個困境
[00:05:37.320 --> 00:05:41.340]  很明顯除了因為他們各人有那種聰明
[00:05:41.340 --> 00:05:44.000]  和有那種特殊的技能之外
[00:05:44.000 --> 00:05:45.440]  很重要很重要的一件事
[00:05:45.440 --> 00:05:48.620]  就是他們很愛他們的家人
[00:05:48.620 --> 00:05:50.900]  他們彼此很愛對方
[00:05:50.900 --> 00:05:53.940]  亦都因為他們有很清晰的目標
[00:05:53.940 --> 00:05:59.860]  就是他們很為著媽媽的病去緊張
[00:05:59.860 --> 00:06:06.240]  亦都為著他們的兄弟被囚禁來緊張
[00:06:06.240 --> 00:06:08.340]  他們要建立這個家庭的時候
[00:06:08.340 --> 00:06:12.600]  他們就一齊能夠抵抗外來的攻擊
[00:06:12.600 --> 00:06:17.860]  其實兄弟的樣子越相似
[00:06:17.860 --> 00:06:19.940]  有時候可能比較越多
[00:06:19.940 --> 00:06:21.840]  會不會啊?
[00:06:21.840 --> 00:06:24.520]  即是我們如果看十個人一模一樣的時候
[00:06:24.520 --> 00:06:27.420]  我們馬上就會想他們會不會有什麼分別
[00:06:27.420 --> 00:06:29.440]  其實可能自己都會這樣想的
[00:06:29.440 --> 00:06:32.020]  可能當中會有很多的比較
[00:06:32.020 --> 00:06:34.840]  我一樣可能比你厲害
[00:06:34.840 --> 00:06:39.300]  我一樣的總是會有些比較
[00:06:39.300 --> 00:06:43.080]  於是大家可能就會聚焦去看自己的
[00:06:43.080 --> 00:06:45.260]  和其他人的不同
[00:06:45.260 --> 00:06:49.660]  可能就會少了去看大家有什麼一致的地方
[00:06:49.660 --> 00:06:51.840]  一致的目標
[00:06:51.840 --> 00:06:53.540]  或者如果更加嚴重
[00:06:53.540 --> 00:06:55.460]  可能什麼叫一致?
[00:06:55.460 --> 00:06:57.120]  一致就是你配合我
[00:06:57.120 --> 00:06:58.920]  你配合我就一致
[00:06:58.920 --> 00:07:01.080]  有時候會不會都是這樣呢?
[00:07:01.080 --> 00:07:03.860]  會有一種互相比較
[00:07:03.860 --> 00:07:07.180]  就少了一種互相的欣賞的時候呢?
[00:07:07.180 --> 00:07:09.420]  其實往往如果這些事情發生的時候
[00:07:09.420 --> 00:07:10.620]  故事會不會這樣發展呢?
[00:07:10.620 --> 00:07:12.940]  我相信是不會的
[00:07:12.940 --> 00:07:15.820]  我們都要問究竟其實
[00:07:15.820 --> 00:07:20.520]  在教會裡面會不會都有類似的情況都可以出現呢?
[00:07:20.520 --> 00:07:21.960]  過去兩年
[00:07:21.960 --> 00:07:24.540]  香港無論是政局或者衛生的環境上面
[00:07:24.540 --> 00:07:27.300]  都出現了很大很大的轉變
[00:07:27.300 --> 00:07:31.700]  很衝擊著我們的團契相交
[00:07:31.700 --> 00:07:33.260]  不單止是「窩福」
[00:07:33.260 --> 00:07:34.420]  全香港很多教會
[00:07:34.420 --> 00:07:36.180]  或者全世界很多教會
[00:07:36.180 --> 00:07:40.600]  其實都某程度都遇上不同的衝擊
[00:07:40.600 --> 00:07:42.880]  今天移居海外的弟兄姊妹
[00:07:42.880 --> 00:07:45.920]  他們要面對全新的教會生活
[00:07:45.920 --> 00:07:47.540]  留在香港的弟兄姊妹
[00:07:47.540 --> 00:07:50.300]  同樣要面對身邊的親友
[00:07:50.300 --> 00:07:52.820]  和弟兄姊妹離開
[00:07:52.820 --> 00:07:53.860]  不單止這樣
[00:07:53.860 --> 00:07:59.020]  有些人開始我們感受到我們好像說話都要被壓著
[00:07:59.020 --> 00:08:01.600]  那種空間越來越收窄的時候
[00:08:01.600 --> 00:08:03.780]  都會感到很不安
[00:08:03.780 --> 00:08:05.940]  我會問上帝
[00:08:05.940 --> 00:08:08.540]  很多的變化已經開始的時候
[00:08:08.540 --> 00:08:11.700]  其實我們要怎樣回應呢?
[00:08:11.700 --> 00:08:17.200]  其實你期望我們教會會是一個怎樣的地方呢?
[00:08:17.200 --> 00:08:19.240]  更加重要的是上帝
[00:08:19.240 --> 00:08:23.300]  你喜悅一間怎樣的教會呢?
[00:08:23.300 --> 00:08:26.940]  今天我就和大家選了兩段經文
[00:08:26.940 --> 00:08:28.420]  我相信都是大家很熟悉的
[00:08:28.420 --> 00:08:29.660]  已不鎖書的經文
[00:08:29.660 --> 00:08:32.860]  一起去思考這個題目
[00:08:32.860 --> 00:08:36.700]  繼續之前我們先來一起祈禱
[00:08:36.700 --> 00:08:39.500]  七月主我們求祢帶領
[00:08:39.500 --> 00:08:45.860]  帶領我們繼續透過祢給我們的寶貴的話語
[00:08:45.860 --> 00:08:47.660]  我們去思考
[00:08:47.660 --> 00:08:49.300]  我們去更生
[00:08:49.300 --> 00:08:54.100]  讓我們能夠成為更合祢心意的群體
[00:08:54.100 --> 00:08:56.380]  更合祢心意的教會
[00:08:56.380 --> 00:08:58.820]  求主祢帶領幫助我們
[00:08:58.820 --> 00:08:59.940]  奉主名及
[00:08:59.940 --> 00:09:00.940]  阿們
[00:09:19.300 --> 00:09:25.140]  一主 一信 一洗 一神
[00:09:25.140 --> 00:09:26.660]  是萬有的符
[00:09:26.660 --> 00:09:28.500]  超越萬有之上
[00:09:28.500 --> 00:09:33.700]  貫通萬有 又在萬有之中
[00:09:33.700 --> 00:09:36.340]  身體指的是什麼?
[00:09:36.340 --> 00:09:39.220]  很明顯身體是指教會
[00:09:39.220 --> 00:09:40.900]  後面就說到
[00:09:40.900 --> 00:09:43.380]  教會的元首是基督
[00:09:43.380 --> 00:09:45.940]  身體的頭就是基督
[00:09:45.940 --> 00:09:47.700]  不是任何的人
[00:09:47.700 --> 00:09:49.620]  不是任何的權勢
[00:09:49.620 --> 00:09:51.300]  只是耶穌基督
[00:09:51.300 --> 00:09:54.900]  而我們中信徒就是不同的
[00:09:54.900 --> 00:09:57.540]  頭所連結的不同的肢體
[00:09:57.540 --> 00:09:59.380]  成為一個的身體
[00:09:59.380 --> 00:10:01.140]  身體只有一個
[00:10:01.140 --> 00:10:03.300]  也就是說只有一位的聖靈
[00:10:03.300 --> 00:10:07.380]  聖靈就好像交通控制中心一樣
[00:10:07.380 --> 00:10:10.380]  負責去聯絡各個不同的肢體
[00:10:10.380 --> 00:10:12.460]  讓我們能夠互相配搭
[00:10:12.460 --> 00:10:15.460]  能夠彼此的服侍
[00:10:15.460 --> 00:10:19.940]  正如你們蒙召一個為同友一個指望而蒙召
[00:10:19.940 --> 00:10:22.340]  這就是上帝藉著主耶穌的十字架
[00:10:22.340 --> 00:10:26.260]  讓我們一同分享到祂那份的救恩
[00:10:26.260 --> 00:10:29.140]  也靠著祂有同一個的盼望
[00:10:29.140 --> 00:10:32.420]  去面對將來任何的處境
[00:10:32.420 --> 00:10:35.300]  一主 當然特別所說到的是
[00:10:35.300 --> 00:10:36.660]  聖子耶穌基督
[00:10:36.660 --> 00:10:38.820]  基督只有一個
[00:10:38.820 --> 00:10:41.940]  除了祂以外別無其他的拯救
[00:10:41.940 --> 00:10:44.740]  這是我們一致的信仰
[00:10:44.740 --> 00:10:46.260]  耶穌在祂的大使命中
[00:10:46.260 --> 00:10:48.900]  吩咐人們要作祂的門徒
[00:10:48.900 --> 00:10:53.700]  要奉父子聖靈的名去為人施洗
[00:10:53.700 --> 00:10:58.020]  這個水禮就是一個標記
[00:10:58.020 --> 00:10:59.060]  水禮不帶來救恩
[00:10:59.060 --> 00:11:03.860]  但是這個標記就讓人們去表明內心的信仰
[00:11:03.860 --> 00:11:05.860]  是一致的
[00:11:05.860 --> 00:11:07.940]  所以也是一個公開一致
[00:11:07.940 --> 00:11:10.740]  你是我的弟兄 我是你的弟兄
[00:11:10.740 --> 00:11:13.620]  這樣的一個宣認
[00:11:13.620 --> 00:11:15.620]  所以我們還有同一個神
[00:11:15.620 --> 00:11:18.740]  就是創天造地那一位
[00:11:18.740 --> 00:11:21.140]  是萬有人的父
[00:11:21.140 --> 00:11:23.540]  超越萬有 貫通萬有
[00:11:23.540 --> 00:11:24.820]  又在萬有之中
[00:11:24.820 --> 00:11:25.860]  很特別的一位上帝
[00:11:25.860 --> 00:11:27.860]  他既是很超然的那一位
[00:11:27.860 --> 00:11:29.860]  但又在我們眾人當中
[00:11:29.860 --> 00:11:33.140]  又在我們每一個人的裡面
[00:11:33.140 --> 00:11:35.940]  他就是一位這麼特別
[00:11:35.940 --> 00:11:41.780]  就是為了要和我們同在同行的上帝
[00:11:41.780 --> 00:11:43.540]  就是這樣的一個信仰
[00:11:43.540 --> 00:11:46.420]  這個信仰由早期教會一直到今天
[00:11:46.420 --> 00:11:48.420]  古今中外的信徒
[00:11:48.420 --> 00:11:50.420]  有時候用使徒信經
[00:11:50.420 --> 00:11:55.380]  就是去宣認我們同一個的信仰
[00:11:55.380 --> 00:11:59.540]  同一個聖父 聖子 聖靈三位一體的真神
[00:11:59.540 --> 00:12:02.020]  藉著剛才所說的七個一
[00:12:02.020 --> 00:12:03.540]  有七個一的信仰
[00:12:03.540 --> 00:12:05.300]  我們彼此去相認
[00:12:05.300 --> 00:12:08.020]  我們是弟兄 我們是姊妹
[00:12:08.020 --> 00:12:12.340]  我們同一個身體 同一個基督裡面的教會
[00:12:12.340 --> 00:12:14.340]  從這個角度來看
[00:12:14.340 --> 00:12:18.820]  教會從來是一個很廣闊的意志
[00:12:18.820 --> 00:12:21.220]  教會不只是倭富
[00:12:21.220 --> 00:12:23.860]  教會不只是一所建築物
[00:12:23.860 --> 00:12:27.140]  教會更加不只是這裡的觀華園
[00:12:27.140 --> 00:12:29.860]  教會的本質是無形無體
[00:12:29.860 --> 00:12:31.220]  是普世性的
[00:12:31.220 --> 00:12:36.180]  教會是指一群在信仰上一致的人
[00:12:36.180 --> 00:12:38.180]  就是這麼多
[00:12:39.860 --> 00:12:44.340]  教會甚至乎可以是跟隨不同的人
[00:12:44.340 --> 00:12:46.340]  不同的領袖
[00:12:46.340 --> 00:12:51.140]  只要領袖都是帶人來到同一個主
[00:12:51.140 --> 00:12:53.140]  基督面前有同一個信仰
[00:12:53.140 --> 00:12:54.660]  原來就可以了
[00:12:54.660 --> 00:12:56.660]  我們來看一節經文
[00:12:56.660 --> 00:13:02.900]  在馬可福音這段經文裡面就有提到
[00:13:02.900 --> 00:13:05.780]  門徒約翰去問耶穌
[00:13:05.780 --> 00:13:11.300]  老師 我們看到一個人奉祢的名去趕鬼
[00:13:11.300 --> 00:13:13.300]  我們就阻止他
[00:13:13.300 --> 00:13:15.300]  因為他不是跟從我們
[00:13:15.300 --> 00:13:17.300]  但是耶穌回答約翰
[00:13:17.300 --> 00:13:19.300]  不要阻止他
[00:13:19.300 --> 00:13:22.580]  因為沒有人奉我的名行義能反倒
[00:13:22.580 --> 00:13:24.580]  是輕易毀謗的
[00:13:24.580 --> 00:13:26.580]  耶穌想說什麼
[00:13:26.580 --> 00:13:34.260]  我想耶穌應該是最有資格去批准別人
[00:13:34.260 --> 00:13:37.700]  哪個哪個你才可以直接跟隨我
[00:13:37.700 --> 00:13:39.700]  哪個哪個沒有資格
[00:13:39.700 --> 00:13:41.700]  但是這裡的回答
[00:13:41.700 --> 00:13:43.700]  告訴我們一件事
[00:13:43.700 --> 00:13:45.700]  耶穌看重的是
[00:13:45.700 --> 00:13:47.700]  人內心裡面
[00:13:47.700 --> 00:13:50.100]  怎麼看祂 怎麼看祂的名
[00:13:50.100 --> 00:13:53.460]  怎麼相信祂 依靠祂 馴服祂
[00:13:53.460 --> 00:13:57.860]  而不是像約翰所說 約翰在乎的是
[00:13:57.860 --> 00:13:59.860]  祂是否跟從我們
[00:13:59.860 --> 00:14:01.860]  是否盲去追
[00:14:01.860 --> 00:14:03.860]  這是形式上的東西
[00:14:03.860 --> 00:14:05.860]  耶穌最關注的不是這一點
[00:14:05.860 --> 00:14:07.860]  之後
[00:14:07.860 --> 00:14:09.860]  我們知道教會的發展
[00:14:09.860 --> 00:14:14.820]  上帝更加為教會賜下了聖靈和聖經
[00:14:14.820 --> 00:14:19.620]  這兩樣東西都幫助我們定義了什麼是教會
[00:14:19.620 --> 00:14:21.620]  所以今天
[00:14:21.620 --> 00:14:23.620]  各國的宗派 基督教的宗派
[00:14:23.620 --> 00:14:25.620]  雖然各國的門戶不同
[00:14:25.620 --> 00:14:27.620]  大家所看重
[00:14:27.620 --> 00:14:29.620]  或者大家的文化
[00:14:29.620 --> 00:14:31.620]  大家的語言種族很不同也好
[00:14:31.620 --> 00:14:33.620]  我們仍然是弟兄姊妹
[00:14:33.620 --> 00:14:39.620]  我們仍然是彼此可以互相相認
[00:14:39.620 --> 00:14:41.620]  我們本來不認識的
[00:14:41.620 --> 00:14:43.620]  但原來她是我們弟兄 她是我們姊妹
[00:14:43.620 --> 00:14:45.620]  其實是一件很奇妙的事
[00:14:45.620 --> 00:14:47.620]  今天同樣地
[00:14:47.620 --> 00:14:49.620]  在窩福
[00:14:49.620 --> 00:14:53.620]  我們不一定要被這裡的框框
[00:14:53.620 --> 00:14:55.620]  框住在這個觀華園裡面
[00:14:55.620 --> 00:14:57.620]  我們才是窩福
[00:14:57.620 --> 00:14:59.620]  現在我們會有網上的崇拜
[00:14:59.620 --> 00:15:01.620]  網上的崇拜
[00:15:01.620 --> 00:15:03.620]  網上的崇拜
[00:15:03.620 --> 00:15:05.620]  那些都是弟兄姊妹
[00:15:05.620 --> 00:15:07.620]  網上的聚會
[00:15:07.620 --> 00:15:09.620]  都是窩福的聚會
[00:15:09.620 --> 00:15:11.620]  但當然
[00:15:11.620 --> 00:15:13.620]  我們都要搞清楚
[00:15:13.620 --> 00:15:15.620]  網上的崇拜
[00:15:15.620 --> 00:15:17.620]  當然有它的限制
[00:15:17.620 --> 00:15:19.620]  有得回來當然是最好
[00:15:19.620 --> 00:15:21.620]  始終網上有些東西
[00:15:21.620 --> 00:15:23.620]  不及得回來
[00:15:23.620 --> 00:15:25.620]  我們那種相交
[00:15:25.620 --> 00:15:27.620]  不是被避荒
[00:15:27.620 --> 00:15:29.620]  不是被認識
[00:15:29.620 --> 00:15:31.620]  沒有限制
[00:15:31.620 --> 00:15:33.620]  關鍵不是做什麼活動
[00:15:33.620 --> 00:15:35.620]  在什麼地方 甚至乎是什麼人
[00:15:35.620 --> 00:15:41.620]  教會的功能有沒有做到呢
[00:15:41.620 --> 00:15:43.620]  彼此的信仰是否一致
[00:15:43.620 --> 00:15:45.620]  在當中有一同的
[00:15:45.620 --> 00:15:47.620]  宣認和活出
[00:15:47.620 --> 00:15:49.620]  那個信仰
[00:15:49.620 --> 00:15:51.620]  才是關鍵
[00:15:51.620 --> 00:15:53.620]  做得到的就是教會
[00:15:53.620 --> 00:15:55.620]  教會完全是沒有固定的地方
[00:15:55.620 --> 00:15:57.620]  不需要有固定的領袖
[00:15:57.620 --> 00:15:59.620]  和目者
[00:15:59.620 --> 00:16:01.620]  根據保羅所講
[00:16:01.620 --> 00:16:03.620]  做到接下來的兩點
[00:16:03.620 --> 00:16:05.620]  就已經是教會
[00:16:05.620 --> 00:16:07.620]  我相信第一點是什麼
[00:16:07.620 --> 00:16:09.620]  第一點就是
[00:16:09.620 --> 00:16:11.620]  接下來那段經文
[00:16:11.620 --> 00:16:13.620]  有一件事
[00:16:13.620 --> 00:16:15.620]  不好意思
[00:16:15.620 --> 00:16:17.620]  這段經文
[00:16:17.620 --> 00:16:19.620]  我給大家的大綱
[00:16:19.620 --> 00:16:21.620]  留了第十二節
[00:16:21.620 --> 00:16:23.620]  我就
[00:16:23.620 --> 00:16:25.620]  不如想請大家
[00:16:25.620 --> 00:16:27.620]  讀多一次
[00:16:27.620 --> 00:16:29.620]  從第十二節開始讀到第十六節
[00:16:29.620 --> 00:16:31.620]  請大家
[00:16:55.620 --> 00:17:23.620]  教會最基本的第一個功用 是裝備聖徒
[00:17:23.620 --> 00:17:25.620]  不是吃火鍋
[00:17:25.620 --> 00:17:27.620]  以前團體很開心
[00:17:27.620 --> 00:17:29.620]  我們幾個青年團體
[00:17:29.620 --> 00:17:31.620]  試過一起在教會吃火鍋
[00:17:31.620 --> 00:17:37.620]  吃火鍋當然非常好
[00:17:37.620 --> 00:17:39.620]  不過現在疫情的緣故
[00:17:39.620 --> 00:17:41.620]  我相信
[00:17:41.620 --> 00:17:45.620]  這些暫時只能留下美好的回憶
[00:17:45.620 --> 00:17:47.620]  吃火鍋很重要
[00:17:47.620 --> 00:17:49.620]  一班無慾不歡的弟兄
[00:17:49.620 --> 00:17:51.620]  一起建立出來的友誼
[00:17:51.620 --> 00:17:53.620]  很難忘 很可貴
[00:17:53.620 --> 00:17:55.620]  不過這裡說
[00:17:55.620 --> 00:17:57.620]  裝備聖徒
[00:17:57.620 --> 00:17:59.620]  裝備聖徒即是彼此之間
[00:17:59.620 --> 00:18:01.620]  在真道上有一種成長
[00:18:01.620 --> 00:18:03.620]  這裡說到是最重要的
[00:18:03.620 --> 00:18:05.620]  因為他們效法
[00:18:05.620 --> 00:18:07.620]  忌毒
[00:18:07.620 --> 00:18:09.620]  在靈性上的成長
[00:18:09.620 --> 00:18:11.620]  為了什麼呢
[00:18:11.620 --> 00:18:13.620]  不要再做小孩子
[00:18:13.620 --> 00:18:15.620]  不要再做小孩子的意思
[00:18:15.620 --> 00:18:17.620]  其實是在說那種成熟
[00:18:17.620 --> 00:18:19.620]  當我們熟悉聖經
[00:18:19.620 --> 00:18:21.620]  我們對聖經裡面的真理教義
[00:18:21.620 --> 00:18:23.620]  有認識的時候
[00:18:23.620 --> 00:18:25.620]  我們就懂得分辨
[00:18:25.620 --> 00:18:27.620]  我們不會輕易地
[00:18:27.620 --> 00:18:29.620]  人家說什麼
[00:18:29.620 --> 00:18:31.620]  馬上就全部照單全收
[00:18:31.620 --> 00:18:33.620]  當然異乎所教會
[00:18:33.620 --> 00:18:35.620]  他們是面對著不同的異端
[00:18:35.620 --> 00:18:37.620]  在周圍的挑戰
[00:18:37.620 --> 00:18:39.620]  今天我們同樣
[00:18:39.620 --> 00:18:41.620]  可能有機會
[00:18:41.620 --> 00:18:43.620]  我們身邊
[00:18:43.620 --> 00:18:45.620]  會有不同的訊息
[00:18:45.620 --> 00:18:47.620]  可能我們說的時候
[00:18:47.620 --> 00:18:49.620]  可能會受到一些
[00:18:49.620 --> 00:18:51.620]  限制
[00:18:51.620 --> 00:18:53.620]  或者想說的說不到
[00:18:53.620 --> 00:18:55.620]  不想說的又要說
[00:18:55.620 --> 00:18:57.620]  在未來
[00:18:57.620 --> 00:18:59.620]  可能大家查經的時候
[00:18:59.620 --> 00:19:01.620]  都會有這樣的機會
[00:19:01.620 --> 00:19:03.620]  怎樣也好
[00:19:03.620 --> 00:19:05.620]  在窩福也好
[00:19:05.620 --> 00:19:07.620]  香港也好
[00:19:07.620 --> 00:19:09.620]  外地也好
[00:19:09.620 --> 00:19:11.620]  有沒有想過
[00:19:11.620 --> 00:19:13.620]  在講壇上
[00:19:13.620 --> 00:19:15.620]  如果說話怪怪的
[00:19:15.620 --> 00:19:17.620]  其實
[00:19:17.620 --> 00:19:19.620]  我們有沒有發現
[00:19:19.620 --> 00:19:21.620]  有什麼怪怪的
[00:19:21.620 --> 00:19:23.620]  或者我們會不會
[00:19:23.620 --> 00:19:25.620]  長期聽到一些訊息的時候
[00:19:25.620 --> 00:19:27.620]  會發覺為什麼有些東西
[00:19:27.620 --> 00:19:29.620]  從來都
[00:19:29.620 --> 00:19:31.620]  有些真理的訊息
[00:19:31.620 --> 00:19:33.620]  都沒有說
[00:19:33.620 --> 00:19:35.620]  好像被忽略一樣
[00:19:35.620 --> 00:19:37.620]  我們有沒有那種洞察力
[00:19:37.620 --> 00:19:39.620]  真的能夠去發現出來
[00:19:39.620 --> 00:19:41.620]  我以前認識一位弟兄
[00:19:41.620 --> 00:19:43.620]  他在訓練弟兄姊妹
[00:19:43.620 --> 00:19:45.620]  一開始的時候
[00:19:45.620 --> 00:19:47.620]  第一句就說
[00:19:47.620 --> 00:19:49.620]  弟兄姊妹你知不知道
[00:19:49.620 --> 00:19:51.620]  保羅的書信有兩類
[00:19:51.620 --> 00:19:53.620]  一類是寫給教會的
[00:19:53.620 --> 00:19:55.620]  這類的書信
[00:19:55.620 --> 00:19:57.620]  我們要很用心去看
[00:19:57.620 --> 00:19:59.620]  好像羅馬書
[00:19:59.620 --> 00:20:01.620]  另一類的書信是寫給人的
[00:20:01.620 --> 00:20:03.620]  好像提摩泰前後書
[00:20:03.620 --> 00:20:05.620]  留意
[00:20:05.620 --> 00:20:07.620]  保羅寫給提摩泰
[00:20:07.620 --> 00:20:09.620]  這封其實是私人信件
[00:20:09.620 --> 00:20:11.620]  我們其實是不應該看的
[00:20:11.620 --> 00:20:13.620]  有位姊妹
