
[00:00:00.000 --> 00:00:02.000]  親愛的兄弟、姐妹們,你們好!
[00:02:03.000 --> 00:02:06.000]  然後王就對他說,這些好的綿羊
[00:02:06.000 --> 00:02:11.000]  可以來來去去承受我一早為你預備的國
[00:02:11.000 --> 00:02:15.000]  我們特別要留意一件事
[00:02:15.000 --> 00:02:18.000]  馬卡龍第十六章第二十七節說到
[00:02:18.000 --> 00:02:24.000]  人子要在他父的榮耀裡,同著眾使者降臨的時候
[00:02:24.000 --> 00:02:28.000]  他要照國人的行為報應國人
[00:02:28.000 --> 00:02:34.000]  報應,我剛剛在永善聯壇說了
[00:02:34.000 --> 00:02:38.000]  因為有人提倡,基督教要中國化和本色化
[00:02:38.000 --> 00:02:42.000]  我就解釋,本色化和中國化其實是兩回事
[00:02:42.000 --> 00:02:45.000]  什麼叫做本色化呢?我們是要找一些共同點
[00:02:45.000 --> 00:02:50.000]  讓那裡的國民或者市民容易了解這個信仰
[00:02:50.000 --> 00:02:54.000]  我們中國人很強調,有報應
[00:02:54.000 --> 00:02:59.000]  原來我們的信仰都強調什麼叫做報應
[00:02:59.000 --> 00:03:03.000]  就是按照國人的行為去報應國人
[00:03:03.000 --> 00:03:06.000]  去審判國人,這個就是共同點
[00:03:06.000 --> 00:03:10.000]  當然我們絕對不是靠做一些好事而得罪拯救
[00:03:10.000 --> 00:03:13.000]  我們一定要認罪,這個就是分野了
[00:03:13.000 --> 00:03:16.000]  好了,這個萬民可以什麼呢?
[00:03:16.000 --> 00:03:19.000]  他說把萬民照到他面前的時候
[00:03:19.000 --> 00:03:21.000]  就分綿羊和山羊
[00:03:21.000 --> 00:03:26.000]  如果你留意到,那時候那些人就分兩類了
[00:03:26.000 --> 00:03:31.000]  在猶太人的背景裡面,綿羊就價值高一點
[00:03:31.000 --> 00:03:33.000]  乖一點,順一點的
[00:03:33.000 --> 00:03:37.000]  我們做什麼羊毛冷衫呢?都是綿羊來的
[00:03:37.000 --> 00:03:42.000]  山羊就較為頑皮一點,沒有那麼理想的
[00:03:42.000 --> 00:03:46.000]  所以山羊就代表不是那麼好的羊
[00:03:46.000 --> 00:03:51.000]  好了,綿羊他們日間可以在外面
[00:03:51.000 --> 00:03:54.000]  來帶去舒服的休息
[00:03:54.000 --> 00:03:56.000]  但是到了晚上
[00:03:56.000 --> 00:03:59.000]  綿羊都可以在空曠的曠野裡面休息的
[00:03:59.000 --> 00:04:02.000]  但是山羊怕冷的,就要躲在大洞裡面
[00:04:02.000 --> 00:04:07.000]  綿羊就安置在右邊,山羊在左邊
[00:04:07.000 --> 00:04:11.000]  原來右邊往往都代表了權力、能力
[00:04:11.000 --> 00:04:13.000]  因為我們大部分的人都是用右手的
[00:04:13.000 --> 00:04:15.000]  是代表有能力的
[00:04:15.000 --> 00:04:17.000]  然後神就跟他們說
[00:04:17.000 --> 00:04:23.000]  你可以來,你蒙我的父,祝福你
[00:04:23.000 --> 00:04:28.000]  你承受了創世以來,為你們預備的局
[00:04:28.000 --> 00:04:32.000]  這裡是很清楚,原來那幫人
[00:04:32.000 --> 00:04:35.000]  他們是得著獎賞,是承受的
[00:04:35.000 --> 00:04:39.000]  意思是什麼呢?就好像一個兒子
[00:04:39.000 --> 00:04:44.000]  他承受爸爸給他的財產、物業
[00:04:44.000 --> 00:04:46.000]  原來今天我們是神的兒女
[00:04:46.000 --> 00:04:50.000]  我們快要去承受神給我們的祝福
[00:04:50.000 --> 00:04:52.000]  那個關係是非常密切
[00:04:52.000 --> 00:04:56.000]  還有,原來是神一早為我們預備的
[00:04:56.000 --> 00:04:59.000]  說到你們這個蒙我的父,祝福你
[00:04:59.000 --> 00:05:01.000]  可以來承受創世以來
[00:05:01.000 --> 00:05:06.000]  在創造世界之先,神就已經為我們預備了
[00:05:06.000 --> 00:05:09.000]  好了,我們就想一想
[00:05:09.000 --> 00:05:14.000]  這幫人是什麼因素,或者做了什麼
[00:05:14.000 --> 00:05:16.000]  令到他們得到祝福呢?
[00:05:16.000 --> 00:05:18.000]  我們來看看這段經文
[00:05:18.000 --> 00:05:23.000]  馬德芬二十五章,第三十五到第三十六節
[00:05:23.000 --> 00:05:26.000]  因為我餓了,你們給我吃
[00:05:26.000 --> 00:05:28.000]  渴了,你們給我喝
[00:05:28.000 --> 00:05:31.000]  我在黑裡,你們留我住
[00:05:31.000 --> 00:05:34.000]  我赤身露體,你們給我穿
[00:05:34.000 --> 00:05:36.000]  我病了,你們看顧我
[00:05:36.000 --> 00:05:39.000]  我在監裡,你們來看我
[00:05:39.000 --> 00:05:43.000]  看到嗎?原來不是做些轟轟烈烈
[00:05:43.000 --> 00:05:46.000]  要做宣教的工作,我不是否定這些
[00:05:46.000 --> 00:05:48.000]  但不是每個人都參與宣教的嘛
[00:05:48.000 --> 00:05:52.000]  但是原來你去愛心憐憫一些有需要的人
[00:05:52.000 --> 00:05:55.000]  這個卻是可以做到的
[00:05:55.000 --> 00:05:58.000]  因為當時很多人都很貧窮
[00:05:58.000 --> 00:06:02.000]  他們在困難的當中,可以說是三餐不計
[00:06:02.000 --> 00:06:04.000]  有時候他們是沒有工作
[00:06:04.000 --> 00:06:07.000]  甚至用葡萄園的比喻,他們是怎樣呢?
[00:06:07.000 --> 00:06:09.000]  他們要等別人來請他們
[00:06:09.000 --> 00:06:12.000]  如果那些人不請他們,他們就沒有錢開飯了
[00:06:12.000 --> 00:06:14.000]  你見到一個人他肚子餓
[00:06:14.000 --> 00:06:17.000]  你給他東西吃,這個是很好的
[00:06:17.000 --> 00:06:21.000]  但是,很渴,你給我水我喝
[00:06:21.000 --> 00:06:23.000]  可能我們現在活在這個年代裡面
[00:06:23.000 --> 00:06:29.000]  你隨時都可以開水喉,那就有水喝了
[00:06:29.000 --> 00:06:33.000]  或者在便利店裡面,隨時買些水來喝
[00:06:33.000 --> 00:06:36.000]  但是在以色列,在耶穌那個年代
[00:06:36.000 --> 00:06:40.000]  在那個地方裡面,不是那麼容易有水喝的
[00:06:40.000 --> 00:06:42.000]  記不記得在創世紀裡面
[00:06:42.000 --> 00:06:45.000]  以撒開了一些井,但是被人怎樣?
[00:06:45.000 --> 00:06:47.000]  搶了他的井
[00:06:47.000 --> 00:06:50.000]  以至到他又要再去開另外一個的井
[00:06:50.000 --> 00:06:54.000]  他甚至有時候在一些不是那麼多水源的地方
[00:06:54.000 --> 00:06:59.000]  村與村之間,為了爭奪這個水源而互相競爭
[00:06:59.000 --> 00:07:03.000]  而飲水,毀實是不容易的
[00:07:03.000 --> 00:07:08.000]  我記得我去印度做一些宣教的工作
[00:07:08.000 --> 00:07:10.000]  去到一些貧窮區
[00:07:10.000 --> 00:07:12.000]  期間已經有進步了
[00:07:12.000 --> 00:07:17.000]  他已經將這些貧民區全部集中在一個地方
[00:07:17.000 --> 00:07:19.000]  但是他們的房子裡面,裡面是沒有水喉的
[00:07:19.000 --> 00:07:21.000]  是要鄰街喉
[00:07:21.000 --> 00:07:24.000]  可能年紀大一點就明白我說了些什麼
[00:07:24.000 --> 00:07:26.000]  就是在街上有些水喉
[00:07:26.000 --> 00:07:29.000]  每個人都排了一些桶在那裡,來裝水
[00:07:29.000 --> 00:07:33.000]  我們去探望的時候,他們倒了一杯涼水給我喝
[00:07:33.000 --> 00:07:36.000]  但是這杯涼水,原來不簡單的
[00:07:36.000 --> 00:07:39.000]  第一就是那時候他們很熱
[00:07:39.000 --> 00:07:41.000]  原來我看到一個奇景,拍了一些照片的時候
[00:07:41.000 --> 00:07:44.000]  是放了一些桶在那裡,就是排隊的
[00:07:44.000 --> 00:07:46.000]  等黃昏日落去,才去拿水
[00:07:46.000 --> 00:07:49.000]  拿了一些水,把水倒回家
[00:07:49.000 --> 00:07:52.000]  但是那些水質是比較差的
[00:07:52.000 --> 00:07:55.000]  有些礦物質,好像英國的水那樣
[00:07:55.000 --> 00:07:58.000]  他們就要把它沉澱了
[00:07:58.000 --> 00:08:01.000]  然後就拿這些水出來,然後怎樣呢?
[00:08:01.000 --> 00:08:05.000]  他們還怕它有微菌,把它煮沸了
[00:08:05.000 --> 00:08:10.000]  然後再放涼,放到天然雪櫃那裡
[00:08:10.000 --> 00:08:12.000]  什麼叫天然雪櫃呢?
[00:08:12.000 --> 00:08:15.000]  記住,窮人是沒有雪櫃的
[00:08:15.000 --> 00:08:17.000]  他就有一桶水
[00:08:17.000 --> 00:08:23.000]  就把那個玻璃瓶裝了的水,倒進去那個水桶裡
[00:08:23.000 --> 00:08:26.000]  等一晚的時候,那些水就冷了
[00:08:26.000 --> 00:08:29.000]  我記得我小時候,家裡都是沒有雪櫃的
[00:08:29.000 --> 00:08:32.000]  我們買了一個西瓜,就把西瓜放到水缸裡
[00:08:32.000 --> 00:08:34.000]  那就叫天然雪櫃了
[00:08:34.000 --> 00:08:39.000]  原來我們喝一杯涼水,不是那麼容易的
[00:08:39.000 --> 00:08:40.000]  對某些人來說
[00:08:40.000 --> 00:08:43.000]  所以他說,我餓了,你給我吃東西
[00:08:43.000 --> 00:08:45.000]  我口渴,你給我喝水
[00:08:45.000 --> 00:08:47.000]  不單單對朋友
[00:08:47.000 --> 00:08:51.000]  原來聖經裡面說到哪些人是有公義
[00:08:51.000 --> 00:08:52.000]  得到神的祝福呢?
[00:08:52.000 --> 00:08:54.000]  他說人若是公義
[00:08:54.000 --> 00:08:57.000]  且行為正義和合理,那是什麼意思呢?
[00:08:57.000 --> 00:09:01.000]  就是未規賦人,乃將欠人的當頭還給他
[00:09:01.000 --> 00:09:03.000]  未曾搶奪人的物品
[00:09:03.000 --> 00:09:06.000]  也將食物給飢餓的人吃
[00:09:06.000 --> 00:09:08.000]  將衣服給赤身的人穿
[00:09:08.000 --> 00:09:11.000]  為什麼整天聖經裡面都說赤身露體呢?
[00:09:11.000 --> 00:09:16.000]  原來窮的人,他們是沒有什麼物品的
[00:09:16.000 --> 00:09:20.000]  他們問別人借錢的時候,要有抵押的嘛
[00:09:20.000 --> 00:09:21.000]  那個抵押是什麼?
[00:09:21.000 --> 00:09:24.000]  就是要將他那件外衣
[00:09:24.000 --> 00:09:26.000]  那個獨行俠那件袍子那樣
[00:09:26.000 --> 00:09:28.000]  將那件外衣交給別人
[00:09:28.000 --> 00:09:30.000]  但是晚上是很冷的
[00:09:30.000 --> 00:09:32.000]  縱使沒有錢還也好
[00:09:32.000 --> 00:09:35.000]  那個債主在法律上是要怎麼樣呢?
[00:09:35.000 --> 00:09:38.000]  將那件外衣還給他
[00:09:38.000 --> 00:09:40.000]  因為他晚上才有皮冚嘛
[00:09:40.000 --> 00:09:43.000]  但是有些人竟然是黑扣起這件外衣
[00:09:43.000 --> 00:09:47.000]  所以說那些行為正直的人是沒有規賦人
[00:09:47.000 --> 00:09:51.000]  將欠債的人的當頭,將這件外衣還給他
[00:09:51.000 --> 00:09:53.000]  不會搶奪你的物品
[00:09:53.000 --> 00:09:54.000]  好了,接著怎麼樣呢?
[00:09:54.000 --> 00:09:58.000]  將食物給那些肚子餓的人吃
[00:09:58.000 --> 00:10:01.000]  將衣服,可能你看到有個人
[00:10:01.000 --> 00:10:04.000]  原來他沒有衣服穿,就給他一件衣服穿
[00:10:04.000 --> 00:10:08.000]  不單對朋友,對敵人也是這樣
[00:10:08.000 --> 00:10:12.000]  我們經常都說,唉呀,舊的好像嚴厲一點
[00:10:12.000 --> 00:10:15.000]  新的就不同了,就叫我們去愛敵人,是不是?
[00:10:15.000 --> 00:10:19.000]  這樣就要將這些好的東西交給他
[00:10:19.000 --> 00:10:21.000]  就將炭火堆在這個人的頭上
[00:10:21.000 --> 00:10:23.000]  在羅馬書是這麼說的
[00:10:23.000 --> 00:10:25.000]  但是原來羅馬書是引用
[00:10:25.000 --> 00:10:28.000]  《曾言二十五章》21、22兩節的
[00:10:28.000 --> 00:10:30.000]  這裡很清楚說
[00:10:30.000 --> 00:10:34.000]  你的仇敵若餓了,就給他飯吃
[00:10:34.000 --> 00:10:36.000]  他喝了,就給他水喝
[00:10:36.000 --> 00:10:38.000]  因為你這樣行
[00:10:38.000 --> 00:10:41.000]  就是把炭火堆在他的頭上
[00:10:41.000 --> 00:10:43.000]  耶和華也必賞賜你,看到嗎?
[00:10:43.000 --> 00:10:46.000]  原來當你願意愛敵人
[00:10:46.000 --> 00:10:48.000]  見到他有困難
[00:10:48.000 --> 00:10:50.000]  他肚子餓,你給他東西吃
[00:10:50.000 --> 00:10:51.000]  給他水喝
[00:10:51.000 --> 00:10:55.000]  這個就是將一個恩典
[00:10:55.000 --> 00:10:58.000]  加之於你的敵人身上
[00:10:58.000 --> 00:10:59.000]  以德報怨
[00:10:59.000 --> 00:11:01.000]  使得神必定會賞賜你
[00:11:01.000 --> 00:11:03.000]  這個是很重要的
[00:11:03.000 --> 00:11:06.000]  所以你見到原來
[00:11:06.000 --> 00:11:10.000]  一些較為不容易賺錢的地方
[00:11:10.000 --> 00:11:12.000]  要拿水給一個人
[00:11:12.000 --> 00:11:15.000]  去喝,要付代價的
[00:11:15.000 --> 00:11:18.000]  見到一些窮的人,你幫助他
[00:11:18.000 --> 00:11:20.000]  當然我們有智慧分辨
[00:11:20.000 --> 00:11:22.000]  哪些是真正的窮人
[00:11:22.000 --> 00:11:24.000]  去幫助他,祝福
[00:11:24.000 --> 00:11:27.000]  我作黑女,你留我住
[00:11:27.000 --> 00:11:29.000]  這是什麼意思呢?
[00:11:29.000 --> 00:11:34.000]  原來當時他們很喜歡接待一些外賓
[00:11:34.000 --> 00:11:37.000]  特別在耶穌或是使徒年代裏面
[00:11:37.000 --> 00:11:38.000]  他們要去宣教
[00:11:38.000 --> 00:11:40.000]  當他們要去宣教的時候
[00:11:40.000 --> 00:11:44.000]  他們如果要住女店
[00:11:44.000 --> 00:11:46.000]  是有很多錢的
[00:11:46.000 --> 00:11:48.000]  他們未必能承擔得起
[00:11:48.000 --> 00:11:51.000]  於是他們就會接待一些人
[00:11:51.000 --> 00:11:54.000]  讓他們減輕他們的經濟負擔
[00:11:54.000 --> 00:11:58.000]  我想在美國、在加拿大
[00:11:58.000 --> 00:12:01.000]  或者英國,我們都經歷過這些事
[00:12:01.000 --> 00:12:03.000]  就算我在美國
[00:12:03.000 --> 00:12:05.000]  來到大陸當中港島的時候
[00:12:05.000 --> 00:12:07.000]  也有人接待我
[00:12:07.000 --> 00:12:09.000]  我很記得清楚
[00:12:09.000 --> 00:12:11.000]  當年我第一次來邁阿密的時候
[00:12:11.000 --> 00:12:13.000]  我本來是住女館的
[00:12:13.000 --> 00:12:15.000]  後來有人來接我去十佛局
[00:12:15.000 --> 00:12:17.000]  說這家是什麼女館來的?
[00:12:17.000 --> 00:12:18.000]  這麼醜陋的
[00:12:18.000 --> 00:12:20.000]  真的比較霉味
[00:12:20.000 --> 00:12:21.000]  有些臭味
[00:12:21.000 --> 00:12:23.000]  那些地毯已經發霉了
[00:12:23.000 --> 00:12:25.000]  後來他們接載了我去他們家裡住
[00:12:25.000 --> 00:12:27.000]  你留意到原來這個接待
[00:12:27.000 --> 00:12:29.000]  也是一個祖福
[00:12:29.000 --> 00:12:31.000]  在希伯來書第十三章第二節說到
[00:12:31.000 --> 00:12:33.000]  不可忘記用愛心接待客類
[00:12:33.000 --> 00:12:35.000]  因為曾有接待客類的
[00:12:35.000 --> 00:12:37.000]  不知不覺就接待了天使
[00:12:37.000 --> 00:12:39.000]  阿伯拉罕羅德
[00:12:39.000 --> 00:12:41.000]  喜不是就是這樣嗎?
[00:12:41.000 --> 00:12:43.000]  就是接待了這些人
[00:12:43.000 --> 00:12:44.000]  就原來跌在一旁
[00:12:44.000 --> 00:12:45.000]  好了
[00:12:45.000 --> 00:12:46.000]  所以你留意到
[00:12:46.000 --> 00:12:47.000]  他就說到
[00:12:47.000 --> 00:12:49.000]  我餓,你給我東西吃
[00:12:49.000 --> 00:12:51.000]  我口渴,你給我水喝
[00:12:51.000 --> 00:12:53.000]  我作客類,你留我住
[00:12:53.000 --> 00:12:56.000]  我赤身露體,你給我穿
[00:12:56.000 --> 00:12:58.000]  還有兩點
[00:12:58.000 --> 00:13:01.000]  我病了,你門來看顧我
[00:13:01.000 --> 00:13:03.000]  我再監獄,你們來看我
[00:13:03.000 --> 00:13:06.000]  記住當一個人病的時候
[00:13:06.000 --> 00:13:08.000]  你想不想有人來探望你
[00:13:08.000 --> 00:13:11.000]  我很記得我人生第一次進醫院
[00:13:11.000 --> 00:13:14.000]  就是在我十幾歲的時候
[00:13:14.000 --> 00:13:15.000]  無端端的
[00:13:15.000 --> 00:13:16.000]  因為去弄牙齒
[00:13:16.000 --> 00:13:18.000]  爸爸帶我去
[00:13:18.000 --> 00:13:21.000]  中環街坊福利會
[00:13:21.000 --> 00:13:23.000]  但是這些東西很髒,我生了牙疼
[00:13:23.000 --> 00:13:26.000]  後來就要送去醫院
[00:13:26.000 --> 00:13:28.000]  割了牙疼,又再弄了一隻牙
[00:13:28.000 --> 00:13:31.000]  弄了,我現在還沒有刷牙
[00:13:31.000 --> 00:13:33.000]  但是我家很近
[00:13:33.000 --> 00:13:36.000]  我家在西營盤
[00:13:36.000 --> 00:13:38.000]  去西營盤醫院
[00:13:38.000 --> 00:13:40.000]  大概走路都不用十分鐘
[00:13:40.000 --> 00:13:42.000]  但是我家說小事
[00:13:42.000 --> 00:13:43.000]  沒有人來探望我
[00:13:43.000 --> 00:13:44.000]  很慘的
[00:13:44.000 --> 00:13:46.000]  所以後來有一幫團友來探望我
[00:13:46.000 --> 00:13:47.000]  我是很開心的
[00:13:47.000 --> 00:13:50.000]  每一個病患的人都渴望有人來探望
[00:13:50.000 --> 00:13:52.000]  但是第二方面是怎麼樣?
[00:13:52.000 --> 00:13:53.000]  坐牢
[00:13:53.000 --> 00:13:56.000]  坐牢的時候你來探望我
[00:13:56.000 --> 00:13:59.000]  當然有些人因為道德上犯錯
[00:13:59.000 --> 00:14:00.000]  所以要坐牢
[00:14:00.000 --> 00:14:02.000]  但是在耶穌的年代
[00:14:02.000 --> 00:14:04.000]  甚至在現在的年代
[00:14:04.000 --> 00:14:05.000]  在某些地方
[00:14:05.000 --> 00:14:06.000]  或者在很多地方裡面
[00:14:06.000 --> 00:14:09.000]  有些人坐牢不是道德上的錯
[00:14:09.000 --> 00:14:11.000]  就是你可以去探望他
[00:14:11.000 --> 00:14:14.000]  雖然探望的時間很短
[00:14:14.000 --> 00:14:18.000]  但是都是憑他們的鼓勵和安慰
[00:14:18.000 --> 00:14:20.000]  當我讀《仕途行傳》的時候
[00:14:20.000 --> 00:14:22.000]  我們看到彼得、保羅
[00:14:22.000 --> 00:14:25.000]  他們行上因為傳講神的道
[00:14:25.000 --> 00:14:28.000]  政府逼迫他們不准他們去講
[00:14:28.000 --> 00:14:30.000]  甚至是誣衊他們
[00:14:30.000 --> 00:14:32.000]  他們被人誣告之下要坐牢
[00:14:32.000 --> 00:14:36.000]  所以如果能夠去探望這些人的時候
[00:14:36.000 --> 00:14:38.000]  是一個祝福
[00:14:38.000 --> 00:14:39.000]  還有
[00:14:39.000 --> 00:14:42.000]  如果你去探望這些人的時候
[00:14:42.000 --> 00:14:44.000]  其實是有危險的
[00:14:44.000 --> 00:14:45.000]  你暴露了自己的身份
[00:14:45.000 --> 00:14:47.000]  你跟這些人有關係的
[00:14:47.000 --> 00:14:50.000]  可能你也有一天會受到連累
[00:14:50.000 --> 00:14:53.000]  所以不要看這些很簡單的事情
[00:14:53.000 --> 00:14:55.000]  絕對不容易
[00:14:55.000 --> 00:14:56.000]  好了
[00:14:56.000 --> 00:14:59.000]  二人就很奇怪
[00:14:59.000 --> 00:15:01.000]  我說 什麼
[00:15:01.000 --> 00:15:03.000]  主啊
[00:15:03.000 --> 00:15:05.000]  我什麼時候看到你餓
[00:15:05.000 --> 00:15:06.000]  我給你東西吃
[00:15:06.000 --> 00:15:08.000]  口渴給你水喝
[00:15:08.000 --> 00:15:10.000]  我什麼時候看到你做客人的時候
[00:15:10.000 --> 00:15:11.000]  留你住
[00:15:11.000 --> 00:15:13.000]  又或者你赤心露體
[00:15:13.000 --> 00:15:14.000]  你沒有衣服穿
[00:15:14.000 --> 00:15:15.000]  我給你衣服穿
[00:15:15.000 --> 00:15:17.000]  我什麼時候看到你病
[00:15:17.000 --> 00:15:18.000]  或者坐牢
[00:15:18.000 --> 00:15:20.000]  我帶你去看你呢
[00:15:20.000 --> 00:15:22.000]  二人就很奇怪
[00:15:22.000 --> 00:15:24.000]  我沒有做到這些事情
[00:15:24.000 --> 00:15:28.000]  為什麼我會得到這些祝福呢
[00:15:28.000 --> 00:15:30.000]  有分享一個很特別的經歷
[00:15:30.000 --> 00:15:34.000]  我無端端收到銀行寄給我的一封信
[00:15:34.000 --> 00:15:35.000]  就說我中獎了
[00:15:35.000 --> 00:15:40.000]  有五千元的慰康禮券送給我
[00:15:40.000 --> 00:15:41.000]  我就很奇怪
[00:15:41.000 --> 00:15:44.000]  我是完全沒有參加過任何的抽獎
[00:15:44.000 --> 00:15:45.000]  不知道為什麼
[00:15:45.000 --> 00:15:47.000]  但這個真的是真的 不是騙我的
[00:15:47.000 --> 00:15:49.000]  我托人已經拿了這五千元的禮券了
[00:15:49.000 --> 00:15:51.000]  但我一張都沒有給自己要
[00:15:51.000 --> 00:15:55.000]  我送了給教會的分給有需要的人
[00:15:55.000 --> 00:15:57.000]  因為這個白白得來的
[00:15:57.000 --> 00:16:01.000]  都可以來帶去 交出去 很重要
[00:16:01.000 --> 00:16:03.000]  誰知道黃怎麼回答呢
[00:16:03.000 --> 00:16:06.000]  很重要的第25章第40節
[00:16:06.000 --> 00:16:09.000]  黃要回答說 我實在告訴你們
[00:16:09.000 --> 00:16:12.000]  這些事 你們既作在我弟兄中
[00:16:12.000 --> 00:16:14.000]  一個最少的身上
[00:16:14.000 --> 00:16:17.000]  就是作在我身上了
[00:16:17.000 --> 00:16:21.000]  弟兄中最少的 弄清楚
[00:16:21.000 --> 00:16:23.000]  不是指年齡
[00:16:23.000 --> 00:16:25.000]  如果說年齡的時候
[00:16:25.000 --> 00:16:29.000]  在醫院裏面 特別兒童病房
[00:16:29.000 --> 00:16:32.000]  或者兒童醫院裏面的醫護人員
[00:16:32.000 --> 00:16:34.000]  就得到很大的祝福
[00:16:34.000 --> 00:16:37.000]  因為他經常都是服侍小朋友
[00:16:37.000 --> 00:16:39.000]  原來這個最少是什麼呢
[00:16:39.000 --> 00:16:43.000]  是指一些被輕視 被忽略的人
[00:16:43.000 --> 00:16:45.000]  你想想剛才所說的
[00:16:45.000 --> 00:16:49.000]  那些窮的人 沒有東西吃 沒有衣服穿
[00:16:49.000 --> 00:16:51.000]  一定被人輕視的
[00:16:51.000 --> 00:16:54.000]  坐牢可能被人跟他割席的
[00:16:54.000 --> 00:16:56.000]  但是他說到
[00:16:56.000 --> 00:16:59.000]  如果我們重視這些被輕視 被忽略的人
[00:16:59.000 --> 00:17:01.000]  就得到祝福了
[00:17:01.000 --> 00:17:03.000]  如果我們去看《馬帝福音》的時候
[00:17:03.000 --> 00:17:08.000]  看到弟兄不只是指猶太的同胞
[00:17:08.000 --> 00:17:11.000]  那是指他的門徒
[00:17:11.000 --> 00:17:13.000]  在《馬帝福》第十章第四十二節
[00:17:13.000 --> 00:17:16.000]  某些學人因為門徒的名
[00:17:16.000 --> 00:17:20.000]  只把一杯涼水給小子的一個漢
[00:17:20.000 --> 00:17:22.000]  我實在告訴你們
[00:17:22.000 --> 00:17:24.000]  借人不能不得賞賜
[00:17:24.000 --> 00:17:26.000]  原來這個小子
[00:17:26.000 --> 00:17:28.000]  不只是被輕視 被忽略的人
[00:17:28.000 --> 00:17:31.000]  都是指門徒 神的僕人
[00:17:31.000 --> 00:17:32.000]  這個是很重要的
[00:17:32.000 --> 00:17:34.000]  那怎麼做在他身上呢
[00:17:34.000 --> 00:17:36.000]  跟著做在主的身上呢
[00:17:36.000 --> 00:17:38.000]  大家都很熟悉的 記不記得
[00:17:38.000 --> 00:17:40.000]  當時掃羅 是不是稱為保羅
[00:17:40.000 --> 00:17:42.000]  他逼迫那些基督徒
[00:17:42.000 --> 00:17:44.000]  在大馬式的路上避神的呼叫
[00:17:44.000 --> 00:17:46.000]  看到那些強光 他看不到東西
[00:17:46.000 --> 00:17:50.000]  跟著有聲音就跟他說
[00:17:50.000 --> 00:17:54.000]  掃羅 掃羅 你為什麼逼迫我
[00:17:54.000 --> 00:17:56.000]  那掃羅就說 主啊
[00:17:56.000 --> 00:17:58.000]  你是誰 主耶穌啊
[00:17:58.000 --> 00:18:00.000]  我就是你所逼迫的耶穌
[00:18:00.000 --> 00:18:02.000]  我們想一想
[00:18:02.000 --> 00:18:05.000]  當年掃羅有沒有直接逼迫過耶穌呢
[00:18:05.000 --> 00:18:07.000]  沒有啊
[00:18:07.000 --> 00:18:11.000]  啊 耶穌去冤枉他們
[00:18:11.000 --> 00:18:13.000]  去誣衊他們 不是啊
