
[00:00:00.000 --> 00:00:03.260]  今日的講題是「門徒的禱告」
[00:03:32.900 --> 00:03:35.200]  於是這個重覆的話
[00:03:35.200 --> 00:03:37.100]  就好像一個手段
[00:03:37.100 --> 00:03:39.700]  要逼神垂聽祈禱
[00:03:39.700 --> 00:03:40.800]  我們是門徒
[00:03:40.800 --> 00:03:44.600]  我們不要像這些外邦人那樣
[00:03:44.600 --> 00:03:46.800]  外邦人用什麼手段去逼神
[00:03:46.800 --> 00:03:50.200]  或者他們的神去垂聽我們祈禱呢?
[00:03:50.200 --> 00:03:51.200]  其中一個例子
[00:03:51.200 --> 00:03:54.500]  就在《列王記》上十八章
[00:03:54.500 --> 00:03:56.800]  二十六至二十九節的記載
[00:03:56.800 --> 00:04:00.000]  就是以利亞先知和巴力先知
[00:04:00.000 --> 00:04:03.000]  在加密山上比試真偽的事
[00:04:03.000 --> 00:04:05.600]  當時以利亞先知說
[00:04:05.600 --> 00:04:09.600]  以色列只剩下我一個耶華先知
[00:04:09.600 --> 00:04:11.100]  你們的巴力先知是假的
[00:04:11.100 --> 00:04:12.300]  拜的是假神
[00:04:12.300 --> 00:04:14.100]  我們一起去加密山比試
[00:04:14.100 --> 00:04:17.100]  一起求火從天降下來
[00:04:17.100 --> 00:04:19.900]  看哪個祭物可以被神燒掉
[00:04:19.900 --> 00:04:22.400]  那個就是真的神
[00:04:22.400 --> 00:04:23.900]  真的先知
[00:04:23.900 --> 00:04:25.900]  經文是這樣的
[00:04:25.900 --> 00:04:29.800]  《列王記》上十八章二十六至二十九節
[00:04:29.800 --> 00:04:30.900]  大家可以看螢光幕
[00:04:30.900 --> 00:04:32.900]  或者可以打開聖經
[00:04:32.900 --> 00:04:36.100]  也可以聽我讀出來
[00:04:36.100 --> 00:04:39.400]  「他們將所得的牛毒預備好了
[00:04:39.400 --> 00:04:41.500]  從早晨到午間
[00:04:41.500 --> 00:04:43.800]  求告巴力的名說
[00:04:43.800 --> 00:04:46.600]  巴力啊!求你應允我們
[00:04:46.600 --> 00:04:48.000]  他沒有聲音
[00:04:48.000 --> 00:04:49.900]  沒有應允的
[00:04:49.900 --> 00:04:53.400]  他們在所觸的壇四圍擁吊
[00:04:53.400 --> 00:04:55.000]  到了正午
[00:04:55.000 --> 00:04:57.200]  以利亞氣笑他們說
[00:04:57.200 --> 00:04:58.800]  大聲求告吧
[00:04:58.800 --> 00:05:00.200]  因為他是神
[00:05:00.200 --> 00:05:01.400]  他或默想
[00:05:01.400 --> 00:05:02.900]  或走到一邊
[00:05:02.900 --> 00:05:04.200]  或走路
[00:05:04.200 --> 00:05:05.200]  或睡覺
[00:05:05.200 --> 00:05:09.600]  你們當叫醒他
[00:05:09.600 --> 00:05:11.200]  他們大聲求告
[00:05:11.200 --> 00:05:13.300]  按著他們的規矩
[00:05:13.300 --> 00:05:16.200]  用刀槍自割自刺
[00:05:16.200 --> 00:05:18.800]  直到身體流血
[00:05:18.800 --> 00:05:21.800]  從午後直到前晚祭的時候
[00:05:21.800 --> 00:05:24.100]  他們狂呼亂叫
[00:05:24.100 --> 00:05:26.300]  卻沒有聲音
[00:05:26.300 --> 00:05:28.100]  沒有應允的
[00:05:28.100 --> 00:05:31.300]  也沒有理會的」
[00:05:31.300 --> 00:05:33.400]  我們從經文中看到
[00:05:33.400 --> 00:05:37.700]  巴力先知甚至以傷害自己作為手段
[00:05:37.700 --> 00:05:40.200]  去脅迫他們的神
[00:05:40.200 --> 00:05:43.200]  應允他們的祈禱
[00:05:43.200 --> 00:05:44.600]  主的門徒不會這樣做
[00:05:44.600 --> 00:05:49.200]  我未見過基督徒要這樣虎待自己
[00:05:49.200 --> 00:05:51.000]  但其實我們的內心
[00:05:51.000 --> 00:05:53.900]  有沒有認為一些無色的祈禱
[00:05:53.900 --> 00:05:55.800]  是一定會垂聽的
[00:05:55.800 --> 00:05:57.700]  一定是神會應允的
[00:05:57.700 --> 00:05:59.600]  神不答應也不行
[00:05:59.600 --> 00:06:03.400]  我們覺得一定要跪下祈禱才夠虔誠
[00:06:03.400 --> 00:06:04.200]  神才會聽
[00:06:04.200 --> 00:06:07.100]  你不跪下祈禱 神是不會聽的
[00:06:07.100 --> 00:06:09.500]  或者我們需要禁食祈禱
[00:06:09.500 --> 00:06:10.900]  又或者要神禱
[00:06:10.900 --> 00:06:13.600]  早上五時 甚至四時起床
[00:06:13.600 --> 00:06:15.200]  天未亮就要祈禱
[00:06:15.200 --> 00:06:16.500]  這些就是代表虔誠
[00:06:16.500 --> 00:06:18.300]  神一定會聽這些祈禱
[00:06:18.300 --> 00:06:20.500]  或者半夜兩時起床
[00:06:20.500 --> 00:06:22.000]  調鬧鐘去祈禱
[00:06:22.000 --> 00:06:24.600]  好像修道院一樣
[00:06:24.600 --> 00:06:27.200]  又或者祈禱時要有特定的姿勢
[00:06:27.200 --> 00:06:30.200]  好像很虔誠的穆斯林一樣
[00:06:30.200 --> 00:06:33.100]  趴在地上五體投地祈禱
[00:06:33.100 --> 00:06:34.700]  或者祈禱的地點
[00:06:34.700 --> 00:06:37.500]  一定要回教堂祈禱才行
[00:06:37.500 --> 00:06:39.800]  甚至最好是在座堂教會
[00:06:39.800 --> 00:06:42.300]  看著彩色玻璃 十字架
[00:06:42.300 --> 00:06:44.900]  祈禱特別有靈驗 有效
[00:06:44.900 --> 00:06:46.400]  神就會垂聽
[00:06:46.400 --> 00:06:47.500]  是不是這樣?
[00:06:47.500 --> 00:06:48.900]  或者祈禱的聲線
[00:06:48.900 --> 00:06:51.100]  大聲一點 很激昂
[00:06:51.100 --> 00:06:53.700]  這樣 神就會垂聽祈禱
[00:06:53.700 --> 00:06:55.400]  又或者言詞方面
[00:06:55.400 --> 00:06:58.200]  要說得很漂亮 很宏偉
[00:06:58.200 --> 00:06:59.600]  好像作篇文章一樣
[00:06:59.600 --> 00:07:02.100]  神就會聽祈禱
[00:07:02.100 --> 00:07:03.900]  我們今天做門徒
[00:07:03.900 --> 00:07:05.100]  是不是這樣?
[00:07:05.100 --> 00:07:06.000]  巴黎的先知
[00:07:06.000 --> 00:07:08.700]  其實是用一些傷害自己的行為
[00:07:08.700 --> 00:07:09.600]  作為一個手段
[00:07:09.600 --> 00:07:12.200]  去脅迫他們的神聽他們的祈禱
[00:07:12.200 --> 00:07:13.500]  我們今天作主的門徒
[00:07:13.500 --> 00:07:14.600]  我們的內心
[00:07:14.600 --> 00:07:17.500]  有沒有用一些手段
[00:07:17.500 --> 00:07:20.300]  去脅迫神聽我們祈禱呢?
[00:07:20.300 --> 00:07:21.800]  我們要留心
[00:07:21.800 --> 00:07:23.200]  第三樣是
[00:07:23.200 --> 00:07:25.100]  祈禱不應該有的態度
[00:07:25.100 --> 00:07:26.400]  就是自言自語
[00:07:26.400 --> 00:07:28.800]  或者自吹自擂
[00:07:28.800 --> 00:07:32.800]  在《路加福音》第十八章十至十三節
[00:07:32.800 --> 00:07:35.200]  這裡主耶穌說了一個比喻
[00:07:35.200 --> 00:07:35.800]  很明顯
[00:07:35.800 --> 00:07:37.300]  因為在第九節也告訴我們
[00:07:37.300 --> 00:07:38.300]  這個比喻的目的
[00:07:38.300 --> 00:07:39.800]  不是教人祈禱
[00:07:39.800 --> 00:07:42.500]  而是教人謙卑
[00:07:42.500 --> 00:07:44.800]  但是禱告就反映了一個人
[00:07:44.800 --> 00:07:47.500]  是不是一個畏異的人
[00:07:47.500 --> 00:07:49.000]  在《路加福音》十八章十四節
[00:07:49.000 --> 00:07:50.500]  接著有說
[00:07:50.500 --> 00:07:52.200]  而且可以直接禱告
[00:07:52.200 --> 00:07:56.300]  反映了他的屬靈生命是怎樣的
[00:07:56.300 --> 00:07:58.800]  上一個世紀很著名的日本作家
[00:07:58.800 --> 00:08:00.800]  三浦靈子曾經這樣說
[00:08:00.800 --> 00:08:05.300]  他說表現信仰最具體的方法就是禱告
[00:08:05.300 --> 00:08:08.300]  表現信仰最具體的方法就是禱告
[00:08:08.300 --> 00:08:09.800]  所以其實透過禱告
[00:08:09.800 --> 00:08:11.800]  也體現了我們怎樣操練
[00:08:11.800 --> 00:08:14.800]  或者表現我們的屬靈生命
[00:08:14.800 --> 00:08:17.000]  這個比喻裡面提到兩種人
[00:08:17.000 --> 00:08:17.900]  一個是法利塞人
[00:08:17.900 --> 00:08:19.300]  一個是瑞利
[00:08:19.300 --> 00:08:21.500]  法利塞人大家可能都很熟悉
[00:08:21.500 --> 00:08:23.500]  所以我只是簡單介紹一下
[00:08:23.500 --> 00:08:27.700]  法利塞人是猶太教裡面最嚴謹的教派
[00:08:27.700 --> 00:08:29.300]  猶太教裡面有不同的教派
[00:08:29.300 --> 00:08:31.300]  比如薩都該教派
[00:08:31.300 --> 00:08:34.800]  這些法利塞人自誇有高度的聖潔生活
[00:08:34.800 --> 00:08:36.800]  對神很敬虔
[00:08:36.800 --> 00:08:39.300]  對律法很嚴謹地遵守
[00:08:39.300 --> 00:08:42.600]  還有他們有很豐富的聖經知識
[00:08:42.600 --> 00:08:44.100]  瑞利是什麼人呢
[00:08:44.100 --> 00:08:49.000]  他們就是替羅馬政府向猶太同胞徵收稅款的人
[00:08:49.000 --> 00:08:51.500]  他們一面欺壓同胞
[00:08:51.500 --> 00:08:53.800]  一面又忠保私囊
[00:08:53.800 --> 00:08:58.500]  所以一般都是被猶太人所鄙視
[00:08:58.500 --> 00:09:01.800]  我們來看看法利塞人的祈禱
[00:09:01.800 --> 00:09:04.500]  他們在形式上感謝主
[00:09:04.500 --> 00:09:07.700]  實際上是在稱讚自己
[00:09:07.700 --> 00:09:11.000]  法利塞人所說的相信都是真的
[00:09:11.000 --> 00:09:12.300]  他沒有說謊
[00:09:12.300 --> 00:09:13.900]  他不仗別人勒索
[00:09:13.900 --> 00:09:15.800]  不疑奸淫
[00:09:15.800 --> 00:09:18.900]  而且一個星期禁食兩次
[00:09:18.900 --> 00:09:20.900]  其實律法沒有規定
[00:09:20.900 --> 00:09:23.700]  猶太人要一個星期禁食兩次
[00:09:23.700 --> 00:09:27.500]  但提到每年的贖罪日有禁食的節期
[00:09:27.500 --> 00:09:30.900]  所以其實律法只規定一年禁食一次
[00:09:30.900 --> 00:09:35.900]  但這些法利塞人很嚴苛地要求自己
[00:09:35.900 --> 00:09:37.100]  一個星期禁食兩次
[00:09:37.100 --> 00:09:39.500]  通常是星期一和星期四
[00:09:39.500 --> 00:09:41.500]  贖罪日的禁食節期
[00:09:41.500 --> 00:09:44.700]  在利未記十六章二十九至三十一節
[00:09:44.700 --> 00:09:48.100]  和二十三章二十七至二十九節都有提及
[00:09:48.100 --> 00:09:51.600]  也在《使徒行傳》二十七章第九節也有提及
[00:09:51.600 --> 00:09:54.400]  這是贖罪日禁食的節期
[00:09:54.400 --> 00:09:59.000]  而這些法利塞人也提到他們捐上十分之一
[00:09:59.000 --> 00:10:01.600]  法利塞人相當重視十一奉獻
[00:10:01.600 --> 00:10:04.000]  在《馬太福音》二十三章二十三節
[00:10:04.000 --> 00:10:06.200]  《利未記》二十七章三十節
[00:10:06.200 --> 00:10:10.700]  和《新領記》十四章二十二節也有提及
[00:10:10.700 --> 00:10:13.200]  在法利塞人的禱告裏
[00:10:13.200 --> 00:10:15.700]  充滿了律法主義思想
[00:10:15.700 --> 00:10:18.300]  並且他們在誇讚自己
[00:10:18.300 --> 00:10:20.700]  以為自己做了這些事
[00:10:20.700 --> 00:10:23.500]  就會令神欠了他
[00:10:23.500 --> 00:10:25.000]  神就要稱讚他
[00:10:25.000 --> 00:10:28.700]  神就要賞賜給他
[00:10:28.700 --> 00:10:31.100]  法利塞人的祈禱除了形式上感謝主
[00:10:31.100 --> 00:10:32.800]  實際上稱讚自己外
[00:10:32.800 --> 00:10:34.600]  其實我們看這個禱文
[00:10:34.600 --> 00:10:37.900]  他完全沒有向神祈求什麼
[00:10:37.900 --> 00:10:42.400]  他根本不明白他需要向神求恩典
[00:10:42.400 --> 00:10:46.600]  另外他們也不明白神的心腸
[00:10:46.600 --> 00:10:49.400]  他們看不起其他人
[00:10:49.400 --> 00:10:51.700]  在《路加福音》十八章十一節說
[00:10:51.700 --> 00:10:53.800]  「我不像別人」
[00:10:53.800 --> 00:10:55.300]  這樣說了很多次
[00:10:55.300 --> 00:10:59.100]  然後又說「我也不像這個瑞利」
[00:10:59.100 --> 00:11:05.600]  他覺得自己比其他所有人好
[00:11:05.600 --> 00:11:09.600]  其實我們有沒有明白神的心腸呢?
[00:11:09.600 --> 00:11:13.400]  看到罪人落在罪裏
[00:11:13.400 --> 00:11:17.100]  神是否會感到很開心呢?
[00:11:17.100 --> 00:11:20.000]  神是世人的父
[00:11:20.000 --> 00:11:23.800]  每一個都是他的兒女
[00:11:23.800 --> 00:11:25.500]  舉個例子
[00:11:25.500 --> 00:11:27.900]  家裏有兩兄妹
[00:11:27.900 --> 00:11:30.400]  妹妹向媽媽告狀
[00:11:30.400 --> 00:11:31.700]  告訴媽媽
[00:11:31.700 --> 00:11:32.900]  「哥哥偷懶了
[00:11:32.900 --> 00:11:34.100]  又不做功課了
[00:11:34.100 --> 00:11:37.000]  只顧著玩遊戲機了」
[00:11:37.000 --> 00:11:38.200]  妹妹一直說的時候
[00:11:38.200 --> 00:11:41.000]  就自鳴得意 懶得斥地對媽媽說
[00:11:41.000 --> 00:11:42.600]  「我又不像哥哥
[00:11:42.600 --> 00:11:43.600]  他又偷懶
[00:11:43.600 --> 00:11:45.800]  又欠交功課給老師罰了
[00:11:45.800 --> 00:11:48.100]  我不是 我做完功課才玩的
[00:11:48.100 --> 00:11:50.400]  媽媽 我昨天物輸一百分
[00:11:50.400 --> 00:11:53.000]  明天的測驗我都溫好了
[00:11:53.000 --> 00:11:56.500]  媽媽你問問我輸了」
[00:11:56.500 --> 00:11:57.300]  你想想
[00:11:57.300 --> 00:12:00.400]  如果媽媽是一個不偏心的媽媽
[00:12:00.400 --> 00:12:04.700]  她心裏是否會很高興?
[00:12:04.700 --> 00:12:07.500]  當法利塞人向神祈禱的時候
[00:12:07.500 --> 00:12:09.600]  祂數落其他人
[00:12:09.600 --> 00:12:11.100]  祂說「我不像其他人」
[00:12:11.100 --> 00:12:14.100]  那個稅利又不好
[00:12:14.100 --> 00:12:17.400]  天父有什麼感受?
[00:12:17.400 --> 00:12:20.600]  我和各位家長說多一句
[00:12:20.600 --> 00:12:22.800]  如果你家裏有兩個新娘或以上
[00:12:22.800 --> 00:12:24.100]  遇到這樣的情況
[00:12:24.100 --> 00:12:26.200]  你千萬不要容許其中一個
[00:12:26.200 --> 00:12:29.500]  批評自己的兄弟姐妹
[00:12:29.500 --> 00:12:31.900]  有時小朋友很容易這樣
[00:12:31.900 --> 00:12:32.800]  「你看哥哥這麼壞
[00:12:32.800 --> 00:12:34.800]  媽媽 我很乖」
[00:12:34.800 --> 00:12:36.600]  你不要讓他去批評
[00:12:36.600 --> 00:12:37.400]  你應該告訴他
[00:12:37.400 --> 00:12:39.300]  「現在是媽媽在教訓
[00:12:39.300 --> 00:12:41.100]  或者在管教哥哥
[00:12:41.100 --> 00:12:42.300]  我在教他」
[00:12:42.300 --> 00:12:43.800]  你不要說話
[00:12:43.800 --> 00:12:46.000]  因為只有父母才可以給予評語
[00:12:46.000 --> 00:12:47.800]  和給予管教
[00:12:47.800 --> 00:12:49.800]  否則你種下這個禍根
[00:12:49.800 --> 00:12:53.100]  將來他們的兄弟姐妹很容易不和
[00:12:53.100 --> 00:12:55.600]  因為可能媽媽在罵哥哥
[00:12:55.600 --> 00:12:56.600]  剛才那個例子
[00:12:56.600 --> 00:12:57.800]  媽媽在罵哥哥的時候
[00:12:57.800 --> 00:12:59.300]  妹妹加上一把聲
[00:12:59.300 --> 00:13:02.100]  於是還在藐視
[00:13:02.100 --> 00:13:03.900]  哥哥以後就很憎恨妹妹
[00:13:03.900 --> 00:13:05.000]  無論什麼情況下
[00:13:05.000 --> 00:13:07.500]  可能不理她 不說話
[00:13:07.500 --> 00:13:10.700]  其實是一個很糟糕的情況
[00:13:10.700 --> 00:13:12.800]  所以這裡多說幾句
[00:13:12.800 --> 00:13:15.800]  關於法利賽人這個表現的時候
[00:13:15.800 --> 00:13:17.500]  其實都讓我想到
[00:13:17.500 --> 00:13:19.600]  做家長我們都要留心這個情況
[00:13:19.600 --> 00:13:21.500]  我們天賦是不會偏心的
[00:13:21.500 --> 00:13:23.900]  當他見到其他人
[00:13:23.900 --> 00:13:26.000]  法利賽人所說的口中的其他人
[00:13:26.000 --> 00:13:27.800]  或者稅利的時候
[00:13:27.800 --> 00:13:29.900]  其實天賦不會開心見到那些人
[00:13:29.900 --> 00:13:32.100]  落在罪裡面
[00:13:32.100 --> 00:13:33.700]  好 我們又看看
[00:13:33.700 --> 00:13:36.300]  我們剛才看了祈禱不應該有的態度
[00:13:36.300 --> 00:13:38.800]  我們看看祈禱應該有的態度
[00:13:38.800 --> 00:13:42.300]  既然耶穌讚賞稅利的禱告
[00:13:42.300 --> 00:13:44.500]  我們就要留意一下
[00:13:44.500 --> 00:13:47.900]  當中值得學習的地方
[00:13:47.900 --> 00:13:50.400]  首先我們看到稅利的禱告
[00:13:50.400 --> 00:13:54.400]  第一 禱告的對象是神
[00:13:54.400 --> 00:13:58.100]  與法利賽人的祈禱來比較
[00:13:58.100 --> 00:14:00.000]  和合本的聖經裡
[00:14:00.000 --> 00:14:02.500]  有四次出現了「我」字
[00:14:02.500 --> 00:14:04.500]  就是「我感謝你」
[00:14:04.500 --> 00:14:05.900]  「我不仗別人」
[00:14:05.900 --> 00:14:08.600]  「我一個禮拜禁食兩次」
[00:14:08.600 --> 00:14:12.000]  然後他說「我捐賞十分之一」
[00:14:12.000 --> 00:14:15.100]  但原文在希臘文的聖經裡
[00:14:15.100 --> 00:14:17.500]  其實有五個「我」的表達
[00:14:17.500 --> 00:14:18.800]  就是「我感謝你」
[00:14:18.800 --> 00:14:20.000]  「我不仗別人」
[00:14:20.000 --> 00:14:21.900]  「我一個禮拜禁食兩次」
[00:14:21.900 --> 00:14:26.300]  「凡我所得的 我都捐賞十分之一」
[00:14:26.300 --> 00:14:28.300]  不僅有五個「我」字
[00:14:28.300 --> 00:14:30.600]  在文法上這五個「我」字
[00:14:30.600 --> 00:14:33.400]  全部都是主語 所謂subject
[00:14:33.400 --> 00:14:39.000]  你想想法利賽人是多麼把焦點放在自己身上
[00:14:39.000 --> 00:14:41.600]  而在稅利的禱告裡
[00:14:41.600 --> 00:14:43.900]  只有一個「我」字
[00:14:43.900 --> 00:14:47.900]  「神啊 開恩可憐我這個罪人」
[00:14:47.900 --> 00:14:49.600]  這個「我」是一個賓語
[00:14:49.600 --> 00:14:53.100]  所謂object 是一個object
[00:14:53.100 --> 00:14:55.800]  或者是一個授詞
[00:14:55.800 --> 00:14:59.000]  稅利的禱告只有一個「我」
[00:14:59.000 --> 00:15:02.600]  它是將自己給予
[00:15:02.600 --> 00:15:06.700]  有些基督徒群體很喜歡論資排輩
[00:15:06.700 --> 00:15:10.400]  本身來說尊敬長者沒有什麼不妥當
[00:15:10.400 --> 00:15:11.600]  我們應該尊敬
[00:15:11.600 --> 00:15:14.300]  在白髮人面前我們都要站立
[00:15:14.300 --> 00:15:17.900]  但如果用這些東西來炫耀就不是太好了
[00:15:17.900 --> 00:15:19.900]  我記得在前年2019年
[00:15:19.900 --> 00:15:22.000]  港九會靈驗經會裡
[00:15:22.000 --> 00:15:24.900]  其中一位講員鮑維昆牧師說過
[00:15:24.900 --> 00:15:29.500]  有些人會吹噓自己是教會裡的資深會友
[00:15:29.500 --> 00:15:31.500]  執事 聖職人員
[00:15:31.500 --> 00:15:34.700]  甚至是所謂中派裡的領袖
[00:15:34.700 --> 00:15:36.100]  他說你再資深也好
[00:15:36.100 --> 00:15:37.100]  你越資深
[00:15:37.100 --> 00:15:41.200]  就表示你是越資深的罪人
[00:15:41.200 --> 00:15:43.800]  我非常深刻這個印象
[00:15:43.800 --> 00:15:46.900]  原來我們都是資深的罪人
[00:15:46.900 --> 00:15:51.000]  禱告的對象和焦點是神
[00:15:51.000 --> 00:15:55.300]  第二樣我們要學習的態度就是謙卑
[00:15:55.300 --> 00:15:59.200]  承認自己是罪人
[00:15:59.200 --> 00:16:01.300]  回看瑞利的態度
[00:16:01.300 --> 00:16:03.800]  他不敢舉目望天
[00:16:03.800 --> 00:16:07.900]  他站得離電很遠
[00:16:07.900 --> 00:16:10.200]  他除了胸表示悲哀
[00:16:10.200 --> 00:16:11.800]  在《南洪書2章7節》說到
[00:16:11.800 --> 00:16:13.500]  人除了胸表示悲哀
[00:16:13.500 --> 00:16:15.700]  是懊悔自己的罪
[00:16:15.700 --> 00:16:17.700]  他們都去到聖殿裡祈禱
[00:16:17.700 --> 00:16:20.100]  聖殿都在山上
[00:16:20.100 --> 00:16:21.900]  所以上山向那裡去
[00:16:21.900 --> 00:16:26.400]  但是法利賽人站在那裡中間
[00:16:26.400 --> 00:16:28.700]  瑞利很謙卑
[00:16:28.700 --> 00:16:31.600]  他離開電很遠
[00:16:31.600 --> 00:16:32.700]  他向神敬罪
[00:16:32.700 --> 00:16:36.400]  「神啊 開恩可憐我這個罪人」
[00:16:36.400 --> 00:16:39.700]  罪啊 他有什麼罪呢?
[00:16:39.700 --> 00:16:41.200]  之前我們說過
[00:16:41.200 --> 00:16:44.200]  瑞利被一般的猶太人所鄙視
[00:16:44.200 --> 00:16:46.300]  因為他們欺壓他們的同胞
[00:16:46.300 --> 00:16:48.700]  有中飽私囊
[00:16:48.700 --> 00:16:51.500]  所以瑞利當時的禱告
[00:16:51.500 --> 00:16:54.300]  或者求神憐憫他這個罪人的時候
[00:16:54.300 --> 00:16:57.500]  可能他只是重複這句禱文來認罪
[00:16:57.500 --> 00:17:02.300]  或者他當時將每一項罪都向神承認了
[00:17:02.300 --> 00:17:03.500]  所以事實上我們看到
[00:17:03.500 --> 00:17:07.100]  自我謙卑不是功德
[00:17:07.100 --> 00:17:09.100]  不可以說我多謙卑
[00:17:09.100 --> 00:17:10.300]  我認了十項罪
[00:17:10.300 --> 00:17:11.500]  他又不夠我謙卑
[00:17:11.500 --> 00:17:12.900]  他認了五項罪
[00:17:12.900 --> 00:17:14.900]  謙卑不是功德
[00:17:14.900 --> 00:17:16.700]  不可以用來認優點
[00:17:16.700 --> 00:17:18.700]  因為謙卑是承認自己無助
[00:17:18.700 --> 00:17:20.500]  不能夠靠自己
[00:17:20.500 --> 00:17:22.500]  也是別無依靠
[00:17:22.500 --> 00:17:23.700]  我們不可以靠自己
[00:17:23.700 --> 00:17:24.700]  不可以靠其他人
[00:17:24.700 --> 00:17:26.300]  不可以靠其他使物
[00:17:26.300 --> 00:17:27.900]  只是求神憐憫
[00:17:27.900 --> 00:17:30.900]  靠著主的恩典
[00:17:30.900 --> 00:17:32.300]  而且本質上
[00:17:32.300 --> 00:17:33.500]  或者實際上
[00:17:33.500 --> 00:17:36.300]  我們每一個人本來就是罪人
[00:17:36.300 --> 00:17:39.500]  所以要認罪其實是不難的
