
[00:00:00.000 --> 00:00:06.000]  何秀蘭議員
[00:23:06.000 --> 00:23:22.000]  張國柱議員
[00:23:30.000 --> 00:23:36.000]  張國柱議員
[00:24:00.000 --> 00:24:06.000]  張國柱議員
[00:24:30.000 --> 00:24:36.000]  張國柱議員
[00:25:00.000 --> 00:25:06.000]  張國柱議員
[00:25:30.000 --> 00:25:36.000]  張國柱議員
[00:26:00.000 --> 00:26:06.000]  張國柱議員
[00:26:30.000 --> 00:26:36.000]  張國柱議員
[00:27:00.000 --> 00:27:06.000]  張國柱議員
[00:27:30.000 --> 00:27:36.000]  張國柱議員
[00:28:00.000 --> 00:28:06.000]  張國柱議員
[00:28:30.000 --> 00:28:36.000]  張國柱議員
[00:29:00.000 --> 00:29:06.000]  我們用什麼方法去感受我們自己的微小呢?
[00:29:06.000 --> 00:29:13.000]  我們看看詩篇八章三節
[00:29:13.000 --> 00:29:20.000]  我觀看你指頭所造的天,並你所陳設的月亮星宿。
[00:29:20.000 --> 00:29:25.000]  第四節,便說:人算甚麼,你竟顧念他?
[00:29:26.000 --> 00:29:30.000]  人算甚麼,你竟顧念他?
[00:29:30.000 --> 00:29:35.000]  這節聖經給我們的感受,不單覺得我們微小
[00:29:35.000 --> 00:29:42.000]  最安慰的是我們在微小裡感受到神愛我們
[00:29:42.000 --> 00:29:49.000]  感受到自己的微小和夢幻,夠了沒有呢?
[00:29:50.000 --> 00:29:56.000]  我們還要活出尊主為大,以神為樂的生活才夠
[00:29:56.000 --> 00:30:03.000]  我們還要活出尊主為大,以神為樂的生活才夠
[00:30:03.000 --> 00:30:10.000]  怎樣做為尊主為大,以神為樂的生活呢?
[00:30:10.000 --> 00:30:15.000]  我借用一位學者William Law
[00:30:15.000 --> 00:30:19.000]  他有很好的提議,我和大家分享
[00:30:20.000 --> 00:30:24.000]  就是每一天都要活得謙卑
[00:30:24.000 --> 00:30:27.000]  怎樣才算謙卑呢?
[00:30:27.000 --> 00:30:36.000]  活得謙卑就是要輔奏同工同事,同屋同住的人的弱點和缺點
[00:30:36.000 --> 00:30:42.000]  很難吧?
[00:30:44.000 --> 00:30:55.000]  第二,要不要張揚他們的過失,不要到處宣揚他們
[00:30:55.000 --> 00:31:03.000]  第三,要欣賞讚賞他們的優點,這個就不怕說了
[00:31:03.000 --> 00:31:11.000]  第四,要鼓勵他們好的某一方面的品格
[00:31:14.000 --> 00:31:21.000]  第五,要援助他們的缺乏和需要
[00:31:21.000 --> 00:31:30.000]  第六,要為他們的成就開心,不要妒忌
[00:31:30.000 --> 00:31:41.000]  第七,要同情他們的困苦,不要怪責他們
[00:31:42.000 --> 00:31:47.000]  困苦的確可能是他們自己出問題,所以弄得這麼慘
[00:31:47.000 --> 00:31:53.000]  但我們聽到的時候不要說「活該你」或「誰叫你這麼蠢」
[00:31:53.000 --> 00:31:57.000]  不是,我們要同情
[00:31:57.000 --> 00:32:04.000]  第八,我們要領他們的情,不要太冷酷
[00:32:05.000 --> 00:32:12.000]  有些人說「我用不著你幫忙,我用不著你什麼,我為什麼要領你情,我以免以後多謝你」
[00:32:12.000 --> 00:32:16.000]  這樣就沒有關係了,沒有朋友做了
[00:32:16.000 --> 00:32:22.000]  這是很大的學問,如何領別人的情是很大的學問
[00:32:22.000 --> 00:32:34.000]  第九,要忽視別人的苛刻,有些人是很苛刻的
[00:32:36.000 --> 00:32:38.000]  我們當作看不到
[00:32:38.000 --> 00:32:46.000]  第十,要原諒別人的敵意、惡意,這個更加難
[00:32:46.000 --> 00:32:55.000]  如果他無心之失,我也可以原諒他,他擺明有惡意來對付我,我為什麼還要原諒他
[00:32:55.000 --> 00:33:03.000]  這正是最重要的一點,我們要原諒別人的敵意
[00:33:06.000 --> 00:33:10.000]  作者說「這就是謙卑地與神同行」
[00:33:10.000 --> 00:33:23.000]  我看完之後覺得非常之好,不過很難做得到,很難做得完
[00:33:23.000 --> 00:33:32.000]  不過這正是我們需要去做,而且這些都是符合聖經的教導
[00:33:34.000 --> 00:33:40.000]  我們應該學習這樣做,來活出尊主為大,以神為樂的生活
[00:33:40.000 --> 00:33:50.000]  最後我和大家一起再讀一次《路加福音》一章46-47節作結束
[00:33:50.000 --> 00:33:56.000]  是印在秩序表的回應經文,我們一起讀
[00:33:57.000 --> 00:34:04.000]  瑪利亞說「我心尊主為大,我靈以神我的救主為樂」
[00:34:04.000 --> 00:34:07.000]  我們一起祈禱
[00:34:07.000 --> 00:34:14.000]  至比人的天父,我們感謝你今天帶給我們這麼安慰的訊息
[00:34:14.000 --> 00:34:23.000]  求神就賜恩給我們去過一個能夠尊主為大,以神為樂的生活
[00:34:24.000 --> 00:34:26.000]  願祢得著當德的榮耀
[00:34:26.000 --> 00:34:28.000]  我們這樣祈禱奉耶穌基督的聖名
