
[00:00:00.000 --> 00:00:05.000]  各位主妹早晨,很高興能夠再次跟大家一起分享主的說話,
[00:03:53.000 --> 00:03:59.000]  乃是說你那一個子孫,指著一個人,就是基督。
[00:03:59.000 --> 00:04:04.000]  我是這麼說,上帝預先所立的約,
[00:04:04.000 --> 00:04:08.000]  不能被那四百三十年以後的律法廢掉,
[00:04:08.000 --> 00:04:13.000]  叫應許歸於虛空,因為承受產業,
[00:04:13.000 --> 00:04:17.000]  若本服律法,就不本服應許,
[00:04:17.000 --> 00:04:23.000]  但上帝是憑著應許把產業賜給阿伯拉罕。
[00:04:23.000 --> 00:04:28.000]  弟兄們,我且照著人的常話說,
[00:04:28.000 --> 00:04:33.000]  雖然是人的文約若已經立定了,
[00:04:33.000 --> 00:04:37.000]  就沒有能廢棄或加增的。
[00:04:37.000 --> 00:04:42.000]  但是我們必須要照著人的常話去廢棄,
[00:04:42.000 --> 00:04:46.000]  不然就沒有能廢棄或加增的。
[00:04:46.000 --> 00:04:50.000]  我們必須要照著人的常話去廢棄,
[00:04:50.000 --> 00:04:54.000]  不然就沒有能廢棄或加增的。
[00:04:54.000 --> 00:04:58.000]  我們必須要照著人的常話去廢棄,
[00:04:58.000 --> 00:05:02.000]  不然就沒有能廢棄或加增的。
[00:05:02.000 --> 00:05:07.000]  但是我們必須要照著人的常話去廢棄,
[00:05:07.000 --> 00:05:11.000]  不然就沒有能廢棄或加增的。
[00:05:11.000 --> 00:05:15.000]  我們必須要照著人的常話去廢棄,
[00:05:15.000 --> 00:05:19.000]  不然就沒有能廢棄或加增的。
[00:05:19.000 --> 00:05:23.000]  我們必須要照著人的常話去廢棄,
[00:05:23.000 --> 00:05:27.000]  不然就沒有能廢棄或加增的。
[00:05:27.000 --> 00:05:31.000]  我們必須要照著人的常話去廢棄,
[00:05:31.000 --> 00:05:35.000]  不然就沒有能廢棄或加增的。
[00:05:35.000 --> 00:05:39.000]  我們必須要照著人的常話去廢棄,
[00:05:39.000 --> 00:05:43.000]  不然就沒有能廢棄或加增的。
[00:05:43.000 --> 00:05:47.000]  我們必須要照著人的常話去廢棄,
[00:05:47.000 --> 00:05:51.000]  不然就沒有能廢棄或加增的。
[00:05:51.000 --> 00:05:55.000]  我們必須要照著人的常話去廢棄,
[00:05:55.000 --> 00:05:59.000]  不然就沒有能廢棄或加增的。
[00:05:59.000 --> 00:06:03.000]  我所說的是,
[00:06:03.000 --> 00:06:07.000]  四百三十年後的法律
[00:06:07.000 --> 00:06:11.000]  並沒有取消神的原則,
[00:06:11.000 --> 00:06:15.000]  以遏制保證。
[00:06:15.000 --> 00:06:19.000]  因此,如果保證是基於法律的,
[00:06:19.000 --> 00:06:23.000]  它不再是基於保證的。
[00:06:23.000 --> 00:06:27.000]  但是神慈悲地通過保證給了亞伯拉罕。
[00:06:27.000 --> 00:06:31.000]  約,covenant,testament
[00:06:31.000 --> 00:06:35.000]  約,covenant,testament
[00:06:35.000 --> 00:06:39.000]  約,covenant,testament
[00:06:39.000 --> 00:06:43.000]  約,covenant,testament
[00:06:43.000 --> 00:06:47.000]  對於基督徒來說,應該不是一個很陌生的字眼,
[00:06:47.000 --> 00:06:51.000]  因為最起碼的每一個基督徒都知道,
[00:06:51.000 --> 00:06:55.000]  我們所讀的聖經是由新約和舊約的兩部分而組成的。
[00:06:55.000 --> 00:06:59.000]  我們不要以為只有基督徒才知道是什麼,
[00:06:59.000 --> 00:07:03.000]  其實約在這個不信的世界裡也很廣為人知的事。
[00:07:03.000 --> 00:07:07.000]  只不過在這個約的主題裡,
[00:07:07.000 --> 00:07:11.000]  就產生了很多不同類型的約的版本。
[00:07:11.000 --> 00:07:15.000]  譬如我們去買房子或車的時候,
[00:07:15.000 --> 00:07:19.000]  在交易之前,
[00:07:19.000 --> 00:07:23.000]  我們都需要簽一份合約,
[00:07:23.000 --> 00:07:27.000]  而這個合約裡面就訂明了很多條件,
[00:07:27.000 --> 00:07:31.000]  尤其是價錢,買什麼車,買什麼房子。
[00:07:31.000 --> 00:07:35.000]  另外,約也可以有另一種衍生出來的,
[00:07:35.000 --> 00:07:39.000]  就是很多人在在生的時候已經做的,
[00:07:39.000 --> 00:07:43.000]  稱之為遺囑,很多人在在生的時候已經訂立了遺囑,
[00:07:43.000 --> 00:07:47.000]  所以約這個字眼也可以翻譯為testament,
[00:07:47.000 --> 00:07:51.000]  說到一個人的最後的遺囑,
[00:07:51.000 --> 00:07:55.000]  而遺囑這個字眼也說到
[00:07:55.000 --> 00:07:59.000]  一個人他最後的定定他所有的意願。
[00:07:59.000 --> 00:08:03.000]  但是如果當我們問到,到底什麼叫約呢?
[00:08:03.000 --> 00:08:07.000]  我們只是看到這些文件,
[00:08:07.000 --> 00:08:11.000]  但是約本身的意義,我們好像知道,
[00:08:11.000 --> 00:08:15.000]  又好像不是太清楚,
[00:08:15.000 --> 00:08:19.000]  因為很多人簽了約之後,
[00:08:19.000 --> 00:08:23.000]  就認為約只不過是一個文件,
[00:08:23.000 --> 00:08:27.000]  甚至簽了之後,不喜歡的時候,
[00:08:27.000 --> 00:08:31.000]  可以將這個約扔掉,甚至稱之為歷史文件,
[00:08:31.000 --> 00:08:35.000]  可以不理,視約無睹一樣。
[00:08:35.000 --> 00:08:39.000]  甚至有些人簽了約,約是用來推翻的。
[00:08:39.000 --> 00:08:43.000]  但是如果我們仔細去看,
[00:08:43.000 --> 00:08:47.000]  在希臘文裡面所說到約,
[00:08:47.000 --> 00:08:51.000]  其實是說到一個雙方定定的約束,
[00:08:51.000 --> 00:08:55.000]  原來是對納約雙方的一個約束。
[00:08:55.000 --> 00:08:59.000]  而怎樣約束呢?
[00:08:59.000 --> 00:09:03.000]  不是說大家無厘頭找些東西約束自己,
[00:09:03.000 --> 00:09:07.000]  而是原來在雙方的一個共識之下,
[00:09:07.000 --> 00:09:11.000]  為了大家要達到一個目的,
[00:09:11.000 --> 00:09:15.000]  或者有一個決定,
[00:09:15.000 --> 00:09:19.000]  大家要達到一個約,
[00:09:19.000 --> 00:09:23.000]  是一個目標大家要履行,並且要履行到底。
[00:09:23.000 --> 00:09:27.000]  因此約本身不單止只是說到
[00:09:27.000 --> 00:09:31.000]  約的內文是說想達到什麼目標,
[00:09:31.000 --> 00:09:35.000]  有什麼共識這麼簡單,
[00:09:35.000 --> 00:09:39.000]  而且約的內容更加包括到,
[00:09:39.000 --> 00:09:43.000]  如果違約的時候有什麼懲罰,
[00:09:43.000 --> 00:09:47.000]  需要補償的事情,都詳細的列舉。
[00:09:47.000 --> 00:09:51.000]  為什麼今天我會和大家一起談論到約這個題目呢?
[00:09:51.000 --> 00:09:55.000]  因為今天我們所看的加拉太書第三章,
[00:09:55.000 --> 00:09:59.000]  從第十五節至第十八節的內容,
[00:09:59.000 --> 00:10:03.000]  承接了上文保羅向加拉太教會
[00:10:03.000 --> 00:10:07.000]  談論到神積著信,
[00:10:07.000 --> 00:10:11.000]  叫人可以得以稱義,
[00:10:11.000 --> 00:10:15.000]  在這個稱義合約的目的裡面,
[00:10:15.000 --> 00:10:19.000]  要去定明一些後續的行動,
[00:10:19.000 --> 00:10:23.000]  神將自己和人
[00:10:23.000 --> 00:10:27.000]  涵括了,甚至規限了在這個約定裡面,
[00:10:27.000 --> 00:10:31.000]  而上帝履行祂自己的部分,
[00:10:31.000 --> 00:10:35.000]  人也要去履行祂的部分,
[00:10:35.000 --> 00:10:39.000]  所以當我們看到接下來的第三章,
[00:10:39.000 --> 00:10:43.000]  第十五節至第十八節的內容,
[00:10:43.000 --> 00:10:47.000]  保羅就有需要更加清楚將這個約
[00:10:47.000 --> 00:10:51.000]  去界定準確給加拉太教會的信徒知道,
[00:10:51.000 --> 00:10:55.000]  讓他們明白到什麼才是信主,
[00:10:55.000 --> 00:10:59.000]  怎樣才是合乎上帝
[00:10:59.000 --> 00:11:03.000]  原本立約的步驟。
[00:11:03.000 --> 00:11:07.000]  事不宜遲,我們回去看看這段經文,
[00:11:07.000 --> 00:11:11.000]  我會分開三個部分和大家一起去看,
[00:11:11.000 --> 00:11:15.000]  第一個部分,我們會去看第三章第十五節,
[00:11:15.000 --> 00:11:19.000]  我讀多一次這段經文,
[00:11:19.000 --> 00:11:23.000]  三章十五節說什麼呢?
[00:11:23.000 --> 00:11:27.000]  「弟兄們,我且照著人的常話說,
[00:11:27.000 --> 00:11:31.000]  雖然是人的文約,若已經立定了,
[00:11:31.000 --> 00:11:35.000]  就沒有能廢棄或加增的,
[00:11:35.000 --> 00:11:39.000]  雖然是人的文約,若已經立定了,
[00:11:39.000 --> 00:11:43.000]  就沒有能廢棄或加增的,
[00:11:43.000 --> 00:11:47.000]  弟兄們,我且照著人的常話說,
[00:11:47.000 --> 00:11:51.000]  雖然是人的文約,
[00:11:51.000 --> 00:11:55.000]  雖然是人的文約,
[00:11:55.000 --> 00:11:59.000]  雖然是人的文約,
[00:11:59.000 --> 00:12:03.000]  雖然是人的文約,
[00:12:03.000 --> 00:12:07.000]  五個約的本質提了出來,
[00:12:07.000 --> 00:12:11.000]  原來約是有一個不能改變的本質,
[00:12:11.000 --> 00:12:15.000]  是我們需要明白的,所有的約都是不能改變的,
[00:12:15.000 --> 00:12:19.000]  當這個約是被定定之後,
[00:12:19.000 --> 00:12:23.000]  約就不能被改變,約好像自己自存在
[00:12:23.000 --> 00:12:27.000]  去管束納約的雙方,
[00:12:27.000 --> 00:12:31.000]  在這一節的經文其實是要承接
[00:12:31.000 --> 00:12:35.000]  上文保羅談及道,
[00:12:35.000 --> 00:12:39.000]  神已基督耶穌死在十字架上,
[00:12:39.000 --> 00:12:43.000]  去抵償了人在不能遵守律法
[00:12:43.000 --> 00:12:47.000]  的情況下,本來要承擔的死亡咒助,
[00:12:47.000 --> 00:12:51.000]  不過上帝藉著他的獨生兒子
[00:12:51.000 --> 00:12:55.000]  為我們去承擔了這個咒助,
[00:12:55.000 --> 00:12:59.000]  而這個約原來早早在
[00:12:59.000 --> 00:13:03.000]  創世紀第十二章和第十五章裏
[00:13:03.000 --> 00:13:07.000]  預告了給所有的人知道,
[00:13:07.000 --> 00:13:11.000]  尤其是當時所聽這番說話的
[00:13:11.000 --> 00:13:15.000]  阿伯拉罕或阿伯蘭,而來到新約的時代
[00:13:15.000 --> 00:13:19.000]  就由耶穌基督徹徹底底地履行,
[00:13:19.000 --> 00:13:23.000]  向整個普世世界的人告訴他們知道,
[00:13:23.000 --> 00:13:27.000]  但是在加拉太教會裏面,
[00:13:27.000 --> 00:13:31.000]  他們卻很早知道,他們很快速地離開了
[00:13:31.000 --> 00:13:35.000]  原本神與人所訂定的救恩約,
[00:13:35.000 --> 00:13:39.000]  隨之而來的就是他們跟隨了很多假的弟兄,
[00:13:39.000 --> 00:13:43.000]  假的傳道或假的領袖的煽動,
[00:13:43.000 --> 00:13:47.000]  並且以猶太人的律法
[00:13:47.000 --> 00:13:51.000]  來取締了上帝原本
[00:13:51.000 --> 00:13:55.000]  老祖向阿伯拉罕所訂定的
[00:13:55.000 --> 00:13:59.000]  應許之約,這個拯救之約,因此
[00:13:59.000 --> 00:14:03.000]  保羅在這個時候是有需要重新鄭重聲明
[00:14:03.000 --> 00:14:07.000]  究竟神所指的約,它的約
[00:14:07.000 --> 00:14:11.000]  是怎樣的,並且這個約的本質是怎樣的
[00:14:11.000 --> 00:14:15.000]  保羅在這一節的經文裏面
[00:14:15.000 --> 00:14:19.000]  以一種以小變大的方式,
[00:14:19.000 --> 00:14:23.000]  或者我們稱之為Inferior Argument,
[00:14:23.000 --> 00:14:27.000]  這個經文我們剛剛所看到的就是
[00:14:27.000 --> 00:14:31.000]  召著人的常話說,從而去推論到
[00:14:31.000 --> 00:14:35.000]  召著神的說話又是怎樣說
[00:14:35.000 --> 00:14:39.000]  那種的正確性,有些大兄姐妹或者
[00:14:39.000 --> 00:14:43.000]  未必明白什麼叫做以小變大
[00:14:43.000 --> 00:14:47.000]  或者Inferior Argument,我舉一個例子給大家比較容易了解
[00:14:47.000 --> 00:14:51.000]  譬如有一個人,他大約已經是
[00:14:51.000 --> 00:14:55.000]  三十歲的成年人,有一天早上他媽媽
[00:14:55.000 --> 00:14:59.000]  叫他吃早餐,但是他就和他媽媽
[00:14:59.000 --> 00:15:03.000]  這樣說,他媽媽,你知道我都不懂得
[00:15:03.000 --> 00:15:07.000]  怎樣去預備一份早餐給自己
[00:15:07.000 --> 00:15:11.000]  當他媽媽聽見他這句說話的時候,她就馬上
[00:15:11.000 --> 00:15:15.000]  這樣對這個兒子回答,她說
[00:15:15.000 --> 00:15:19.000]  兒子,鄰居阿三姨那個六歲的女兒
[00:15:19.000 --> 00:15:23.000]  每天早上一早起床,自己都已經
[00:15:23.000 --> 00:15:27.000]  煎一碟煎雙蛋
[00:15:27.000 --> 00:15:31.000]  給自己作為早餐吃,並且她甚至煎多一份
[00:15:31.000 --> 00:15:35.000]  給他媽媽,能夠讓他媽媽和他一起享受
[00:15:35.000 --> 00:15:39.000]  這個早餐,這個回答
[00:15:39.000 --> 00:15:43.000]  其實就去證明一件事,你一個
[00:15:43.000 --> 00:15:47.000]  小朋友六歲都可以做得到的事,沒有理由
[00:15:47.000 --> 00:15:51.000]  一個三十歲的人是做不到的,用這個
[00:15:51.000 --> 00:15:55.000]  所謂的Inferior Argument,一個以小
[00:15:55.000 --> 00:15:59.000]  變大的討論方式,去介紹給
[00:15:59.000 --> 00:16:03.000]  階太教會的信徒,其實約他自己
[00:16:03.000 --> 00:16:07.000]  本身的意義,或者他的本質是什麼
[00:16:07.000 --> 00:16:11.000]  保羅在這裡要向階太宗教會講出約的本質
[00:16:11.000 --> 00:16:15.000]  雖然人的約
[00:16:15.000 --> 00:16:19.000]  不是神和人的約,已經常常講人和人之間的約
[00:16:19.000 --> 00:16:23.000]  日常不過的事,大家都知道
[00:16:23.000 --> 00:16:27.000]  當這些約定定了之後,人都不能
[00:16:27.000 --> 00:16:31.000]  將它廢棄,或者去加增,意思就是說
[00:16:31.000 --> 00:16:35.000]  人與人之間所定了的約,一被確定
[00:16:35.000 --> 00:16:39.000]  之後,這個約,大家不能夠說
[00:16:39.000 --> 00:16:43.000]  將它視而不見,或者說可以將它隨時更改
[00:16:43.000 --> 00:16:47.000]  用這樣的講法,去推論到
[00:16:47.000 --> 00:16:51.000]  給我們階太教會的信徒知道
[00:16:51.000 --> 00:16:55.000]  其實,如果人和神之間所立的約
[00:16:55.000 --> 00:16:59.000]  更加是牢不可顧
[00:16:59.000 --> 00:17:03.000]  這是一個很重要的討論,因為今天
[00:17:03.000 --> 00:17:07.000]  當如果連人的約都不能隨便地
[00:17:07.000 --> 00:17:11.000]  推諉的時候,更何況是神和人的約呢
[00:17:11.000 --> 00:17:15.000]  今天,人的約出現的形式有很多
[00:17:15.000 --> 00:17:19.000]  剛才我講過約略,例如遺囑是其中的一種
[00:17:19.000 --> 00:17:23.000]  所以當我們看見遺囑,我們有一個遺囑
[00:17:23.000 --> 00:17:27.000]  當那個人真的去世了,遺囑
[00:17:27.000 --> 00:17:31.000]  只能夠有一個叫執行人,Executor
[00:17:31.000 --> 00:17:35.000]  當一個遺囑
[00:17:35.000 --> 00:17:39.000]  被確認了之後,就沒有人再改這個遺囑的內容
[00:17:39.000 --> 00:17:43.000]  他只能夠執行到這個遺囑完成為止
[00:17:43.000 --> 00:17:47.000]  在聖經裡面,也有講到這個
[00:17:47.000 --> 00:17:51.000]  執行的意思,所以看回這段經文
[00:17:51.000 --> 00:17:55.000]  雖然是人的文約,若已經立定了
[00:17:55.000 --> 00:17:59.000]  立定這個字,在原文的聖經裡面就叫
[00:17:59.000 --> 00:18:03.000]  Curio,Curio這個字就是解到
[00:18:03.000 --> 00:18:07.000]  確定,確立,或者是講到
[00:18:07.000 --> 00:18:11.000]  要去執行的意思,既然人的
[00:18:11.000 --> 00:18:15.000]  遺囑在這個世界,當他一被確立之後,人
[00:18:15.000 --> 00:18:19.000]  也必須要按照裡面的內容去履行
[00:18:19.000 --> 00:18:23.000]  何況是神的呢?除了遺囑
[00:18:23.000 --> 00:18:27.000]  之外,我們剛才講過,有些買賣合約也是一樣的
[00:18:27.000 --> 00:18:31.000]  例如最簡單,買賣股票,不要說
[00:18:31.000 --> 00:18:35.000]  買屋這麼大件事,不要說買車了,投資
[00:18:35.000 --> 00:18:39.000]  大型展會也有做投資的,當你去投資
[00:18:39.000 --> 00:18:43.000]  買股票的時候,你去買,就落一張單
[00:18:43.000 --> 00:18:47.000]  其實那張單是一個約
[00:18:47.000 --> 00:18:51.000]  就說我在什麼價錢,我就會為你去
[00:18:51.000 --> 00:18:55.000]  買不知多少股的股票,這張單就送到
[00:18:55.000 --> 00:18:59.000]  股票市場裡面,其實當那個股票
[00:18:59.000 --> 00:19:03.000]  真的到那個價錢,有人肯賣給你的時候
[00:19:03.000 --> 00:19:07.000]  那個股價和這張合約就一定要生效
[00:19:07.000 --> 00:19:11.000]  譬如假如你買定了是10元的,真的去到10元的時候
[00:19:11.000 --> 00:19:15.000]  那個人要賣給你的10元,他一定賣給你
[00:19:15.000 --> 00:19:19.000]  你不可以說,那一刻我不要,這是一個約
[00:19:19.000 --> 00:19:23.000]  同樣,這個也是所講到的rectify
[00:19:23.000 --> 00:19:27.000]  一個已經立定了的情況,法律
[00:19:27.000 --> 00:19:31.000]  也都同樣一樣,在這個社會裡面,很多的法律
[00:19:31.000 --> 00:19:35.000]  其實都是一個約,不過這個約不是一個人和一個人
[00:19:35.000 --> 00:19:39.000]  之間的關係這麼簡單,這個是整個社會的合約
[00:19:39.000 --> 00:19:43.000]  整個社會去建立的一個決定,共同的決定
[00:19:43.000 --> 00:19:47.000]  譬如稅務條例
[00:19:47.000 --> 00:19:51.000]  或者銀行的使用條例
[00:19:51.000 --> 00:19:55.000]  一個人,當他在這個社會裡面生活的時候
[00:19:55.000 --> 00:19:59.000]  他或者去銀行開一個銀行戶口的時候
[00:19:59.000 --> 00:20:03.000]  通常都會怎樣?就會給一個簡章
[00:20:03.000 --> 00:20:07.000]  告訴你,我們銀行,你要這些服務
[00:20:07.000 --> 00:20:11.000]  就要有這個收費,如果你到這個情況,我們有什麼
[00:20:11.000 --> 00:20:15.000]  條文,我們要怎樣處理你的戶口,政府一樣
[00:20:15.000 --> 00:20:19.000]  譬如稅務條例,你如果真的要去做買賣
[00:20:19.000 --> 00:20:23.000]  你就要開一個買賣的銷售稅
[00:20:23.000 --> 00:20:27.000]  的戶口,如果這個銷售稅戶口開了
[00:20:27.000 --> 00:20:31.000]  你就有責任去收稅,而且是怎樣收,什麼時候收
[00:20:31.000 --> 00:20:35.000]  收了之後什麼時候給政府,全部有規矩
[00:20:35.000 --> 00:20:39.000]  你不可以說我不知道,我沒有聽過
[00:20:39.000 --> 00:20:43.000]  或者政府你沒有找專人將這些條例
[00:20:43.000 --> 00:20:47.000]  詳細介紹給我知道,那我才去
[00:20:47.000 --> 00:20:51.000]  搜,因為我不知道,所以我就可以這些條例
[00:20:51.000 --> 00:20:55.000]  不適用於我的身上,不可以,就是說就算交通
[00:20:55.000 --> 00:20:59.000]  條例一樣,紅燈是要停車,這個是
[00:20:59.000 --> 00:21:03.000]  法例寫的,你不可以說,因為我不知道
[00:21:03.000 --> 00:21:07.000]  那我見紅燈,我也照開車衝過去,不可以
[00:21:07.000 --> 00:21:11.000]  那條法例存在的時候,你就必須
[00:21:11.000 --> 00:21:15.000]  要遵守到底,如果你不遵守的時候,就會有懲罰
[00:21:15.000 --> 00:21:19.000]  所以大兄姊妹,保羅在這裡要指出
[00:21:19.000 --> 00:21:23.000]  神和人的這個拯救蒙福之約
[00:21:23.000 --> 00:21:27.000]  其實神是主動地去
[00:21:27.000 --> 00:21:31.000]  已經履行了,怎樣履行了
[00:21:31.000 --> 00:21:35.000]  祂讓祂的獨生兒子掛在木頭上,這個在先前的
[00:21:35.000 --> 00:21:39.000]  經文第三章開頭,我們已經講過了
[00:21:39.000 --> 00:21:43.000]  第十二十三十四節裡面
[00:21:43.000 --> 00:21:47.000]  上帝祂履行了祂自己的遺訓
[00:21:47.000 --> 00:21:51.000]  將那個拯救的約,祂成就了
[00:21:51.000 --> 00:21:55.000]  而祂的成就,也是祂所訂定的
[00:21:55.000 --> 00:21:59.000]  方式去成就,這個成就的過程
[00:21:59.000 --> 00:22:03.000]  其實預先已經在舊約創世紀裡面
[00:22:03.000 --> 00:22:07.000]  講了給我們知道,既然是這樣的時候
[00:22:07.000 --> 00:22:11.000]  我們剩下的就是我們怎樣去回應
[00:22:11.000 --> 00:22:15.000]  這個約,因為我們是這個約的另一方
[00:22:15.000 --> 00:22:19.000]  當然如果你說,我根本就不想在這個約裡面,這是另一個問題
[00:22:19.000 --> 00:22:23.000]  但如果你是在這個約裡面,願意參與
[00:22:23.000 --> 00:22:27.000]  在這個約裡面,上帝又能夠將信擺在你裡面
[00:22:27.000 --> 00:22:31.000]  你能夠願意去回應上帝這個拯救的時候
[00:22:31.000 --> 00:22:35.000]  這個約,一訂定了之後
[00:22:35.000 --> 00:22:39.000]  就沒得變,但為什麼保羅要這樣講呢
[00:22:39.000 --> 00:22:43.000]  因為其實加拉塔教會最大的問題就是
[00:22:43.000 --> 00:22:47.000]  有人去認為這個約的成就方式可以變
[00:22:47.000 --> 00:22:51.000]  這個變化,接著我們會看見,他怎樣去搞擾
[00:22:51.000 --> 00:22:55.000]  加拉塔教會的信徒,能夠使他們覺得這個約
[00:22:55.000 --> 00:22:59.000]  是可以用其他的方式去改變,所以這個正正就是
[00:22:59.000 --> 00:23:03.000]  我們看見保羅為什麼在這裡要強調
[00:23:03.000 --> 00:23:07.000]  約是一個不可改變的做法,這個約
[00:23:07.000 --> 00:23:11.000]  一訂定了之後,沒有人能夠廢棄,也沒有人能夠去修改
[00:23:11.000 --> 00:23:15.000]  這個約的內容
[00:23:15.000 --> 00:23:19.000]  除了講了約是不能改變之外
[00:23:19.000 --> 00:23:23.000]  來到第三章第十六節,保羅更加要講多一步
[00:23:23.000 --> 00:23:27.000]  原來這個約,訂立了之後
[00:23:27.000 --> 00:23:31.000]  不但不能改變,原來訂立的方式
[00:23:31.000 --> 00:23:35.000]  都是訂了的,誰訂呢?
[00:23:35.000 --> 00:23:39.000]  上帝訂,上帝怎樣訂呢?原來上帝訂了由一位
[00:23:39.000 --> 00:23:43.000]  去成立這個約,由一個人去成立約
[00:23:43.000 --> 00:23:47.000]  上帝指定的人,這個人物
[00:23:47.000 --> 00:23:51.000]  是上帝的後裔,或者阿伯拉罕的後裔
[00:23:51.000 --> 00:23:55.000]  來成立的,我們看回這節經文講什麼
[00:23:55.000 --> 00:23:59.000]  第三章十六節,所應許的
[00:23:59.000 --> 00:24:03.000]  原是向阿伯拉罕和他子孫說的,上帝並不是
[00:24:03.000 --> 00:24:07.000]  說眾子孫,指著許多人,乃是說
[00:24:07.000 --> 00:24:11.000]  你那一個子孫,指著一個人就是基督
[00:24:11.000 --> 00:24:15.000]  Now the promises were spoken to
[00:24:15.000 --> 00:24:19.000]  Abraham and to his descendants
[00:24:19.000 --> 00:24:23.000]  Scripture does thus said, and to the descendants
[00:24:23.000 --> 00:24:27.000]  referring to many, but
[00:24:27.000 --> 00:24:31.000]  and to your descendants, referring to
[00:24:31.000 --> 00:24:35.000]  many, and to your descendants, referring to
[00:24:35.000 --> 00:24:39.000]  many, and to your descendants, referring to
[00:24:39.000 --> 00:24:43.000]  one who is Christ
[00:24:43.000 --> 00:24:47.000]  保羅在這裡不單止在前文第十五節講
[00:24:47.000 --> 00:24:51.000]  約一定訂了,無可改變,並且在這裡
[00:24:51.000 --> 00:24:55.000]  很強調講到,能夠建立這個約
[00:24:55.000 --> 00:24:59.000]  也原來上帝有一個特定的格式已經訂了
[00:24:59.000 --> 00:25:03.000]  加拉提教會必須要在這個時候學會
