
[00:00:00.000 --> 00:00:02.940]  有一個四歲的小孩子
[00:04:43.620 --> 00:04:45.940]  我怎麼知道天堂是真是假呢
[00:04:45.940 --> 00:04:48.740]  如果耶穌是真的話
[00:04:48.740 --> 00:04:51.140]  天堂就真的了,我相信
[00:04:51.140 --> 00:04:54.220]  如果我能夠看得明白耶穌是真是假
[00:04:54.220 --> 00:04:57.580]  我就能夠明白這個天堂
[00:04:57.580 --> 00:04:59.380]  永恆的家鄉的事
[00:04:59.380 --> 00:05:05.260]  以至在座有傷痛,有創傷
[00:05:05.260 --> 00:05:09.180]  或者母親有失去過兒女
[00:05:09.180 --> 00:05:12.820]  或者有失去家人
[00:05:12.820 --> 00:05:14.140]  信耶穌的人
[00:05:14.140 --> 00:05:17.300]  可以在天家重聚,有永遠的快樂
[00:05:17.300 --> 00:05:21.540]  有上帝的愛與光明擁抱
[00:05:21.540 --> 00:05:24.700]  在永恆當中度過
[00:05:24.700 --> 00:05:25.940]  今天我就想說
[00:05:25.940 --> 00:05:29.340]  我怎麼知道耶穌是真是假
[00:05:29.340 --> 00:05:30.860]  如果我很想信耶穌
[00:05:30.860 --> 00:05:32.020]  怎麼知道祂是真是假
[00:05:32.020 --> 00:05:33.340]  如果心裏不知道
[00:05:33.340 --> 00:05:36.060]  你只說這麼好,有沒有用呢
[00:05:36.060 --> 00:05:37.380]  我也信了耶穌
[00:05:37.380 --> 00:05:39.180]  不過有時候你說交出主權
[00:05:39.180 --> 00:05:40.620]  信耶穌,倚靠耶穌
[00:05:40.620 --> 00:05:42.460]  真是信不信得過啊
[00:05:42.460 --> 00:05:44.620]  我看不透
[00:05:44.620 --> 00:05:47.620]  今天對我們信耶穌的人說
[00:05:47.620 --> 00:05:50.460]  如何看得透上帝
[00:05:50.460 --> 00:05:52.380]  今天對如果你是誤導
[00:05:52.380 --> 00:05:54.860]  說我都沒有教會,沒有信過耶穌的
[00:05:54.860 --> 00:05:57.180]  今天我希望你自己去衡量一下
[00:05:57.180 --> 00:06:01.580]  又接受上帝慈愛的呼喚
[00:06:01.580 --> 00:06:04.660]  你能夠看得透耶穌,相信耶穌
[00:06:04.660 --> 00:06:07.140]  在今天這段經文裏面是這麼說的
[00:06:07.140 --> 00:06:13.980]  那時又有一大羣人聚集
[00:06:13.980 --> 00:06:17.820]  沒有什麼喫的,耶穌叫門徒來
[00:06:17.820 --> 00:06:22.700]  這一句的關鍵詞是又一次
[00:06:22.700 --> 00:06:25.100]  還有一次,就是之前有一次
[00:06:25.100 --> 00:06:27.900]  今次再來一次,類同的
[00:06:27.900 --> 00:06:28.940]  說些什麼呢
[00:06:28.940 --> 00:06:31.180]  我聯吻這些人,很多人聽到
[00:06:31.180 --> 00:06:33.020]  因爲他們跟我姐妹已經散帖
[00:06:33.020 --> 00:06:34.340]  沒有喫的東西
[00:06:34.340 --> 00:06:35.660]  我又叫他們回家
[00:06:35.660 --> 00:06:39.660]  他們會在路上餓昏
[00:06:39.660 --> 00:06:44.980]  因爲其中有從遠處來的
[00:06:44.980 --> 00:06:46.460]  門徒就說
[00:06:46.460 --> 00:06:48.780]  在這野地從哪裏得餅
[00:06:48.780 --> 00:06:52.340]  使這些人喫飽呢
[00:06:52.340 --> 00:06:55.500]  又沒有墨跡
[00:06:55.500 --> 00:06:56.940]  又沒有七十一
[00:06:56.940 --> 00:06:58.460]  一直在一間不近的地方住
[00:06:58.460 --> 00:07:00.620]  又沒有時光隧道去到二十一世紀
[00:07:00.620 --> 00:07:02.660]  然後拿食物回去
[00:07:02.660 --> 00:07:04.020]  連KFC都沒有
[00:07:04.020 --> 00:07:05.500]  起碼我們有KFC
[00:07:05.500 --> 00:07:08.580]  就是說福堂
[00:07:08.580 --> 00:07:09.620]  耶穌問他們
[00:07:09.620 --> 00:07:11.740]  那你們有多少餅呢
[00:07:11.740 --> 00:07:13.620]  他們就說七個
[00:07:13.620 --> 00:07:15.260]  你們吩咐他們坐下
[00:07:15.260 --> 00:07:16.940]  租借了這些餅
[00:07:16.940 --> 00:07:19.060]  分給所有的人喫
[00:07:19.060 --> 00:07:21.020]  又有幾條魚
[00:07:21.020 --> 00:07:23.180]  租借了又分開
[00:07:23.180 --> 00:07:24.620]  然後收起來的
[00:07:24.620 --> 00:07:25.980]  還有很多零碎
[00:07:25.980 --> 00:07:28.420]  有七缸子
[00:07:28.420 --> 00:07:29.260]  有多少人
[00:07:29.260 --> 00:07:31.140]  餵飽了多少人
[00:07:31.140 --> 00:07:32.300]  四千個人
[00:07:32.300 --> 00:07:34.740]  錯
[00:07:34.740 --> 00:07:35.820]  四千個男人
[00:07:35.820 --> 00:07:37.980]  原文是四千個男人
[00:07:37.980 --> 00:07:39.420]  如果有俘虞的
[00:07:39.420 --> 00:07:42.140]  一定是超過四千個
[00:07:42.140 --> 00:07:43.180]  又一次
[00:07:43.180 --> 00:07:44.140]  第一次是什麼
[00:07:44.140 --> 00:07:44.940]  記不記得
[00:07:44.940 --> 00:07:46.380]  有沒有聽過
[00:07:46.380 --> 00:07:48.020]  五千人
[00:07:48.020 --> 00:07:48.660]  五餅二元
[00:07:48.660 --> 00:07:49.460]  餵飽了五千人
[00:07:49.460 --> 00:07:50.460]  現在是第八張
[00:07:50.460 --> 00:07:52.660]  第六張就說了
[00:07:52.660 --> 00:07:54.420]  所以聖靈感動
[00:07:54.420 --> 00:07:56.700]  這個馬克福音的作者
[00:07:56.700 --> 00:07:57.540]  說出一個信息
[00:07:57.540 --> 00:08:00.380]  其實耶穌不是第一次
[00:08:00.380 --> 00:08:02.940]  第一次是五千個男人
[00:08:02.940 --> 00:08:05.900]  第二次是四千個男人
[00:08:05.900 --> 00:08:08.300]  是歧視神蹟吧
[00:08:08.300 --> 00:08:09.460]  如果是這麼奇妙的話
[00:08:09.460 --> 00:08:10.620]  應該想想
[00:08:10.620 --> 00:08:11.780]  歧視神蹟背後
[00:08:11.780 --> 00:08:14.100]  是什麼事發生
[00:08:14.100 --> 00:08:15.660]  有一羣人就在想
[00:08:15.660 --> 00:08:16.540]  繼續看下去
[00:08:16.540 --> 00:08:17.740]  聖經就是這樣
[00:08:17.740 --> 00:08:21.180]  法利塞人出來盤問耶穌
[00:08:21.180 --> 00:08:24.340]  要求祂從天上顯過神蹟給他們看
[00:08:24.340 --> 00:08:25.900]  想要試探祂
[00:08:25.900 --> 00:08:29.300]  耶穌心裏深深嘆息
[00:08:29.300 --> 00:08:30.220]  說
[00:08:30.220 --> 00:08:33.460]  這世代爲什麼求神蹟呢
[00:08:33.460 --> 00:08:34.580]  我實在告訴你們
[00:08:34.580 --> 00:08:36.580]  沒有神蹟給這世代看
[00:08:36.580 --> 00:08:38.260]  他們就離開他們
[00:08:38.260 --> 00:08:39.300]  他就離開他們
[00:08:39.300 --> 00:08:43.740]  又上船往海的對岸去了
[00:08:43.740 --> 00:08:48.140]  法利塞人有宗教外表的熱誠
[00:08:48.140 --> 00:08:51.980]  但是沒有內在的敬虔
[00:08:51.980 --> 00:08:54.180]  一直覺得很困擾
[00:08:54.180 --> 00:08:55.380]  如果耶穌還沒來
[00:08:55.380 --> 00:08:57.140]  我說了算
[00:08:57.140 --> 00:08:59.700]  耶穌來還說是神的兒子
[00:08:59.700 --> 00:09:01.300]  又說祂說了算
[00:09:01.300 --> 00:09:04.100]  究竟祂說了算還是我說了算
[00:09:04.100 --> 00:09:06.620]  祂來影響我的利益
[00:09:06.620 --> 00:09:09.420]  所以最後始終要剷除耶穌
[00:09:09.420 --> 00:09:10.660]  但未剷除之前
[00:09:10.660 --> 00:09:12.380]  就要去拿一些證據
[00:09:12.380 --> 00:09:14.380]  希望捉到耶穌的痛腳
[00:09:14.380 --> 00:09:15.940]  然後控訴祂
[00:09:15.940 --> 00:09:17.140]  一路跟着耶穌
[00:09:17.140 --> 00:09:18.460]  看祂說什麼做什麼
[00:09:18.460 --> 00:09:19.460]  一路跟着
[00:09:19.460 --> 00:09:22.140]  很明顯是爲飽五千個男人
[00:09:22.140 --> 00:09:22.980]  祂又在
[00:09:22.980 --> 00:09:24.660]  爲飽四千個男人
[00:09:24.660 --> 00:09:26.780]  又在
[00:09:26.780 --> 00:09:28.660]  如果是這麼多千人
[00:09:28.660 --> 00:09:33.340]  你猜法利塞人會在第幾行呢
[00:09:33.340 --> 00:09:34.940]  第一行當然是牧師傳道
[00:09:34.940 --> 00:09:38.460]  就是那些門徒
[00:09:38.460 --> 00:09:40.420]  他要幫忙的
[00:09:40.420 --> 00:09:42.500]  接着第二第三行
[00:09:42.500 --> 00:09:43.500]  不是你們
[00:09:43.500 --> 00:09:44.700]  那時候
[00:09:44.700 --> 00:09:46.860]  就一定是那些狗仔隊
[00:09:46.860 --> 00:09:48.900]  坐得後看不見的
[00:09:48.900 --> 00:09:51.420]  坐第一行又被耶穌知道
[00:09:51.420 --> 00:09:53.100]  所以肯定是扎扎脖子
[00:09:53.100 --> 00:09:53.900]  低低頭
[00:09:53.900 --> 00:09:56.220]  拿着相機在人頭之間拍一拍
[00:09:56.220 --> 00:09:57.220]  然後收起來
[00:09:57.220 --> 00:09:59.100]  希望有這樣的記錄
[00:09:59.100 --> 00:10:00.860]  就是說要很清楚
[00:10:00.860 --> 00:10:03.860]  他一定會看得清楚
[00:10:03.860 --> 00:10:04.820]  五餅二元
[00:10:04.820 --> 00:10:06.340]  爲飽五千個男人
[00:10:06.340 --> 00:10:09.420]  還剩下很多
[00:10:09.420 --> 00:10:10.900]  四千個男人
[00:10:10.900 --> 00:10:12.900]  又剩下
[00:10:12.900 --> 00:10:14.780]  那些是不是神蹟其事呢
[00:10:14.780 --> 00:10:16.060]  是不是
[00:10:16.060 --> 00:10:17.460]  是神蹟
[00:10:17.460 --> 00:10:18.740]  就是他看着
[00:10:18.740 --> 00:10:20.740]  你說後面騙了他又沒喫
[00:10:20.740 --> 00:10:23.660]  但在他面前很清楚知道怎麼變出來
[00:10:23.660 --> 00:10:24.900]  但是竟然說
[00:10:24.900 --> 00:10:27.780]  耶穌你變個神蹟來
[00:10:27.780 --> 00:10:32.020]  不是想看神蹟來明白耶穌是誰
[00:10:32.020 --> 00:10:33.500]  是看神蹟要求
[00:10:33.500 --> 00:10:34.540]  然後捉他痛苦
[00:10:34.540 --> 00:10:36.580]  這樣的心情是看不到
[00:10:36.580 --> 00:10:37.700]  這樣說
[00:10:37.700 --> 00:10:39.060]  看完神蹟
[00:10:39.060 --> 00:10:40.460]  都不相信神蹟
[00:10:40.460 --> 00:10:42.260]  然後再說看神蹟
[00:10:42.260 --> 00:10:44.700]  然後再說是不是要相信耶穌
[00:10:44.700 --> 00:10:47.500]  這樣自我的封閉
[00:10:47.500 --> 00:10:48.620]  肯定沒有耶穌
[00:10:48.620 --> 00:10:49.900]  然後說我找耶穌
[00:10:49.900 --> 00:10:51.260]  答案是沒有耶穌
[00:10:51.260 --> 00:10:53.100]  所以耶穌說再看都沒用
[00:10:53.100 --> 00:10:54.140]  沒得你看
[00:10:54.140 --> 00:10:56.980]  這裏說神蹟這個字
[00:10:56.980 --> 00:10:59.020]  是指示
[00:10:59.020 --> 00:11:00.500]  在原文當中有幾個字
[00:11:00.500 --> 00:11:01.700]  關於神蹟大能的事
[00:11:01.700 --> 00:11:02.580]  奇妙的事
[00:11:02.580 --> 00:11:03.100]  指示
[00:11:03.100 --> 00:11:04.380]  the sign
[00:11:04.380 --> 00:11:06.220]  你看神蹟是看sign
[00:11:06.220 --> 00:11:07.180]  the message
[00:11:07.180 --> 00:11:09.140]  意義在哪裏
[00:11:09.140 --> 00:11:12.060]  不是看完神蹟很感動
[00:11:12.060 --> 00:11:15.380]  看完神蹟很有戲劇性
[00:11:15.380 --> 00:11:16.500]  很有娛樂性
[00:11:16.500 --> 00:11:17.100]  不是
[00:11:17.100 --> 00:11:19.340]  是神蹟背後的信息
[00:11:19.340 --> 00:11:20.900]  有個愛你
[00:11:20.900 --> 00:11:21.780]  擁抱你
[00:11:21.780 --> 00:11:23.820]  有能力幫助引導我們
[00:11:23.820 --> 00:11:24.660]  拯救我們
[00:11:24.660 --> 00:11:25.620]  赦罪我們
[00:11:25.620 --> 00:11:27.620]  那個慈愛的上帝
[00:11:27.620 --> 00:11:29.700]  這是神蹟背後的信息
[00:11:29.700 --> 00:11:30.860]  他看不到
[00:11:30.860 --> 00:11:32.180]  看不到這個指示
[00:11:32.180 --> 00:11:33.060]  然後說沒有
[00:11:33.060 --> 00:11:35.340]  所以耶穌說不用看了
[00:11:35.340 --> 00:11:41.860]  你的自我封閉使你見不到
[00:11:41.860 --> 00:11:44.140]  我們都祈禱過
[00:11:44.140 --> 00:11:46.820]  上帝求你保護我
[00:11:46.820 --> 00:11:47.900]  讓我大步跨過
[00:11:47.900 --> 00:11:49.620]  那大步跨過可能是自我的傷痛
[00:11:49.620 --> 00:11:50.780]  可能是家人的問題
[00:11:50.780 --> 00:11:51.660]  可能是事業的問題
[00:11:51.660 --> 00:11:52.380]  可能是戀愛的問題
[00:11:52.380 --> 00:11:54.820]  婚姻的問題
[00:11:54.820 --> 00:11:56.780]  神帶領完之後
[00:11:56.780 --> 00:11:58.020]  我們看不看到
[00:11:58.020 --> 00:11:58.900]  保守
[00:11:58.900 --> 00:12:00.820]  允許了我們禱告
[00:12:00.820 --> 00:12:04.580]  背後的慈愛的上帝呢
[00:12:04.580 --> 00:12:08.140]  如果決定說沒有的
[00:12:08.140 --> 00:12:09.780]  那當然沒有了
[00:12:09.780 --> 00:12:11.540]  另外奇怪了
[00:12:11.540 --> 00:12:14.420]  不僅是對一些不信的人
[00:12:14.420 --> 00:12:15.700]  看不到耶穌
[00:12:15.700 --> 00:12:18.220]  連門徒都看不到
[00:12:18.220 --> 00:12:21.180]  所以他在《聖經》裏面說
[00:12:21.180 --> 00:12:22.620]  門徒
[00:12:22.620 --> 00:12:23.740]  要下一張片了
[00:12:23.740 --> 00:12:26.940]  門徒忘了帶餅
[00:12:26.940 --> 00:12:28.660]  在船上除了一個餅
[00:12:28.660 --> 00:12:29.780]  沒有別的食物
[00:12:29.780 --> 00:12:30.740]  耶穌祝福他們說
[00:12:30.740 --> 00:12:31.500]  你們要謹慎
[00:12:31.500 --> 00:12:33.820]  要防備法利錯人的巧合法
[00:12:33.820 --> 00:12:36.020]  和希律的巧合
[00:12:36.020 --> 00:12:38.100]  沒有帶餅也是很大一件事
[00:12:38.100 --> 00:12:40.300]  因爲當時周圍真的沒有食物
[00:12:40.300 --> 00:12:41.500]  沒有
[00:12:41.500 --> 00:12:44.100]  耶穌知道那時候沒有書本
[00:12:44.100 --> 00:12:45.660]  記載屬靈的道理
[00:12:45.660 --> 00:12:48.620]  叫祂提醒他們如何靈脩禱告
[00:12:48.620 --> 00:12:50.460]  在日常生活裏面
[00:12:50.460 --> 00:12:51.980]  通常會講一些課題
[00:12:51.980 --> 00:12:53.900]  以至於講屬靈的信息
[00:12:53.900 --> 00:12:56.500]  生命的道理與方向
[00:12:56.500 --> 00:12:58.180]  讓他們每天做這些事
[00:12:58.180 --> 00:12:59.940]  喫餅的時候記得
[00:12:59.940 --> 00:13:00.500]  餅
[00:13:00.500 --> 00:13:01.500]  當時的麪包
[00:13:01.500 --> 00:13:02.980]  和發酵
[00:13:02.980 --> 00:13:03.700]  是相近的
[00:13:03.700 --> 00:13:05.340]  所以就用了這個發酵
[00:13:05.340 --> 00:13:08.380]  不要被罪的宣言
[00:13:08.380 --> 00:13:08.980]  第十六節
[00:13:08.980 --> 00:13:10.420]  他們彼此議論說
[00:13:10.420 --> 00:13:12.300]  這是因爲我們沒有帶餅罷了
[00:13:12.300 --> 00:13:13.780]  耶穌用不着這樣
[00:13:13.780 --> 00:13:14.740]  直接點吧
[00:13:14.740 --> 00:13:16.380]  用不着兜個圈來抓我們
[00:13:16.380 --> 00:13:17.540]  你說我沒有帶餅就行了
[00:13:17.540 --> 00:13:18.220]  用不着又說什麼
[00:13:18.220 --> 00:13:19.620]  敲什麼敲
[00:13:19.620 --> 00:13:20.660]  啊
[00:13:20.660 --> 00:13:21.260]  他們不明白
[00:13:21.260 --> 00:13:21.780]  耶穌就說
[00:13:21.780 --> 00:13:22.860]  耶穌知道
[00:13:22.860 --> 00:13:25.860]  耶穌洞察
[00:13:25.860 --> 00:13:27.740]  甚至是
[00:13:27.740 --> 00:13:29.340]  超自然地洞察到
[00:13:29.340 --> 00:13:31.020]  他們心中這樣的議論
[00:13:31.020 --> 00:13:31.780]  就說
[00:13:31.780 --> 00:13:35.420]  你們爲什麼因爲沒有餅就議論呢
[00:13:35.420 --> 00:13:38.300]  你們還不明白
[00:13:38.300 --> 00:13:39.180]  還是
[00:13:39.180 --> 00:13:41.460]  還是如幻牛皮燈籠
[00:13:41.460 --> 00:13:42.540]  有眼看不見
[00:13:42.540 --> 00:13:43.860]  有耳聽不見
[00:13:43.860 --> 00:13:44.980]  就是聽不明白
[00:13:44.980 --> 00:13:46.060]  又忘記了
[00:13:46.060 --> 00:13:47.100]  我打開五個餅
[00:13:47.100 --> 00:13:47.740]  分禁五千人
[00:13:47.740 --> 00:13:49.340]  剩下多少鑼啊
[00:13:49.340 --> 00:13:52.260]  十二個鑼啊
[00:13:52.260 --> 00:13:53.380]  還有一次呢
[00:13:53.380 --> 00:13:54.180]  四千人
[00:13:54.180 --> 00:13:54.860]  四千個男人
[00:13:54.860 --> 00:13:55.980]  剩下多少鑼啊
[00:13:55.980 --> 00:13:57.060]  七個鑼啊
[00:13:57.060 --> 00:13:57.580]  耶穌就說
[00:13:57.580 --> 00:13:58.300]  是啊
[00:13:58.300 --> 00:13:58.980]  這樣啊
[00:13:58.980 --> 00:14:02.980]  你們還不明白
[00:14:02.980 --> 00:14:05.020]  如果我需要食物
[00:14:05.020 --> 00:14:08.860]  我靠你
[00:14:08.860 --> 00:14:09.980]  五千個男人
[00:14:09.980 --> 00:14:10.940]  就這樣就搞定了
[00:14:10.940 --> 00:14:11.580]  四千個男人
[00:14:11.580 --> 00:14:12.820]  就這樣就醫飽了
[00:14:12.820 --> 00:14:14.940]  你十二個而已
[00:14:14.940 --> 00:14:16.260]  如果我只是要講食物
[00:14:16.260 --> 00:14:17.380]  專注在食物裏
[00:14:17.380 --> 00:14:19.140]  我用不着跟你講
[00:14:19.140 --> 00:14:22.140]  這羣門徒應該看得明白耶穌的
[00:14:22.140 --> 00:14:22.540]  是不是
[00:14:22.540 --> 00:14:23.820]  跟了耶穌一段時間
[00:14:23.820 --> 00:14:25.700]  是入室弟子
[00:14:25.700 --> 00:14:26.700]  但是看不到
[00:14:26.700 --> 00:14:28.380]  是因爲他們專注
[00:14:28.380 --> 00:14:29.820]  他們生活的需要
[00:14:29.820 --> 00:14:30.900]  生活的需要
[00:14:30.900 --> 00:14:31.780]  物質的世界
[00:14:31.780 --> 00:14:33.180]  食物是重要的
[00:14:33.180 --> 00:14:34.980]  是上帝賞賜我們的
[00:14:34.980 --> 00:14:36.140]  不是問題的
[00:14:36.140 --> 00:14:37.380]  但是如果我們將那樣
[00:14:37.380 --> 00:14:38.820]  成爲專注
[00:14:38.820 --> 00:14:40.860]  而看不到
[00:14:40.860 --> 00:14:43.180]  看不到物質賜予我們
[00:14:43.180 --> 00:14:45.300]  背後的上帝
[00:14:45.300 --> 00:14:46.620]  這個是問題的
[00:14:46.620 --> 00:14:48.020]  這個物質的世界
[00:14:48.020 --> 00:14:50.100]  我的肉身的需要
[00:14:50.100 --> 00:14:51.180]  成爲了他們
[00:14:51.180 --> 00:14:52.500]  見到上帝的難處
[00:14:52.500 --> 00:14:54.180]  因爲他們用兩個麪包
[00:14:54.180 --> 00:14:55.340]  塞住眼睛
[00:14:55.340 --> 00:14:57.140]  所以見到一開眼就是麪包
[00:14:57.140 --> 00:15:00.300]  見不到面包以外的世界
[00:15:00.300 --> 00:15:02.260]  耶穌我想借着這個機會
[00:15:02.260 --> 00:15:02.860]  告訴你
[00:15:02.860 --> 00:15:05.100]  你一次過立志跟從耶穌
[00:15:05.100 --> 00:15:06.940]  不要以爲你有
[00:15:06.940 --> 00:15:09.620]  不用犯罪的免疫
[00:15:09.620 --> 00:15:11.220]  你要小心這些陷阱
[00:15:11.220 --> 00:15:12.340]  就好像這些
[00:15:12.340 --> 00:15:14.580]  只有宗教外表的熱誠
[00:15:14.580 --> 00:15:17.020]  裝模作樣說自己跟從耶穌
[00:15:17.020 --> 00:15:17.900]  但是心裏
[00:15:17.900 --> 00:15:19.220]  亂七八糟的生活裏
[00:15:19.220 --> 00:15:20.300]  都沒有跟從耶穌
[00:15:20.300 --> 00:15:22.580]  沒有交主權出來給耶穌
[00:15:22.580 --> 00:15:23.620]  法利塞人
[00:15:23.620 --> 00:15:25.340]  又不要像希律那樣
[00:15:25.340 --> 00:15:27.580]  貪錢貪面貪財
[00:15:27.580 --> 00:15:29.420]  以世欺人
[00:15:29.420 --> 00:15:31.580]  這些東西你要小心
[00:15:31.580 --> 00:15:33.500]  雖然你今天沒有
[00:15:33.500 --> 00:15:38.820]  但是你不斷交出主權來
[00:15:38.820 --> 00:15:39.860]  所以在這裏說
[00:15:39.860 --> 00:15:42.260]  如果我們今天要明白耶穌
[00:15:42.260 --> 00:15:43.460]  要信靠耶穌
[00:15:43.460 --> 00:15:45.460]  不是說我已經洗了禮入了教
[00:15:45.460 --> 00:15:46.780]  我還沒洗禮還沒入教
[00:15:46.780 --> 00:15:47.740]  我缺席了信耶穌
