
[00:00:00.000 --> 00:00:03.640]  各位命恩堂大部堂的弟兄姊妹平安
[00:04:25.480 --> 00:04:30.480]  他的名使你們所看見所認識的這個人見狀
[00:04:30.480 --> 00:04:32.920]  正是他所賜的信心
[00:04:32.920 --> 00:04:38.160]  使這個人在你們眾人面前完全康復
[00:04:38.160 --> 00:04:40.800]  所以你們要悔改歸正
[00:04:40.800 --> 00:04:46.040]  使你們的罪都能夠得以逃去」
[00:04:46.040 --> 00:04:48.360]  消息很快就傳開
[00:04:48.360 --> 00:04:53.000]  祭司、守殿官和那些不相信復活的殺都該人
[00:04:53.000 --> 00:04:55.160]  馬上趕過來
[00:04:55.160 --> 00:04:57.480]  沒想到他們竟然因為我
[00:04:57.480 --> 00:05:00.120]  教導百姓傳揚
[00:05:00.120 --> 00:05:04.440]  在耶穌的事上證明有死人復活
[00:05:04.440 --> 00:05:08.000]  他們就將我和約翰拘捕
[00:05:08.000 --> 00:05:11.560]  然後送到拘留所
[00:05:11.560 --> 00:05:13.080]  我還記得
[00:05:13.080 --> 00:05:17.320]  幾天前我和一班門徒經歷了聖靈充滿
[00:05:17.320 --> 00:05:22.440]  我們已經公開宣講耶穌基督已經復活了
[00:05:22.440 --> 00:05:25.120]  要大家悔改
[00:05:25.120 --> 00:05:29.560]  那天有三千人被福音感動
[00:05:29.560 --> 00:05:31.560]  當我們再一次奉耶穌基督的名
[00:05:31.560 --> 00:05:35.320]  去醫治一個生來就騎腿的人的時候
[00:05:35.320 --> 00:05:39.200]  消息已經傳遍整個耶路撒冷城
[00:05:39.200 --> 00:05:42.480]  聽到而又相信的人
[00:05:42.480 --> 00:05:46.280]  只是男性已經五千人
[00:05:46.280 --> 00:05:48.480]  聖殿是耶路撒冷的中心
[00:05:48.480 --> 00:05:50.000]  大家都在議論
[00:05:50.000 --> 00:05:52.360]  那個被釘死在十字架上的耶穌
[00:05:52.360 --> 00:05:56.440]  是否真的復活了
[00:05:56.440 --> 00:05:59.360]  在審訊的公會上
[00:05:59.360 --> 00:06:01.280]  他們認為我們所做的
[00:06:01.280 --> 00:06:04.800]  是宣講耶穌在死裡復活的神蹟
[00:06:04.800 --> 00:06:11.760]  完全違反了猶太教的核心價值觀
[00:06:11.760 --> 00:06:14.920]  比拉多說耶穌是猶太人的王
[00:06:14.920 --> 00:06:16.400]  這是一個政治的罪名
[00:06:16.400 --> 00:06:18.520]  將耶穌處死
[00:06:18.520 --> 00:06:21.840]  現在他們認定我們在聖殿裡再奉耶穌的名
[00:06:21.840 --> 00:06:24.440]  去宣講和教導
[00:06:24.440 --> 00:06:30.880]  是觸犯了煽惑他人作出公眾妨擾的罪行
[00:06:30.880 --> 00:06:35.080]  在這班政治的權威和宗教的領袖心目中
[00:06:35.080 --> 00:06:39.240]  他們當然不相信耶穌已經從死裡復活
[00:06:39.240 --> 00:06:41.480]  他們認為我們所做的一切
[00:06:41.480 --> 00:06:45.440]  是在宣揚猶太的復國主義
[00:06:45.440 --> 00:06:49.640]  目的是要擺脫羅馬帝國的殖民統治
[00:06:49.640 --> 00:06:52.960]  這班猶太宗教和政治的領袖
[00:06:52.960 --> 00:06:56.640]  他們已經成為整個帝國的建制
[00:06:56.640 --> 00:06:59.600]  他們用很挑釁的語氣問
[00:06:59.600 --> 00:07:01.680]  「你憑什麼能力
[00:07:01.680 --> 00:07:05.840]  奉誰的名去做這些事?」
[00:07:05.840 --> 00:07:06.560]  對他們來說
[00:07:06.560 --> 00:07:09.560]  我們是一班已經勾結了敵對勢力
[00:07:09.560 --> 00:07:12.600]  藉著散佈耶穌復活的邪說
[00:07:12.600 --> 00:07:17.480]  「骨子裡其實是要顛覆帝國的政權」
[00:07:17.480 --> 00:07:18.360]  坦白說
[00:07:18.360 --> 00:07:20.480]  身處在公會裡面
[00:07:20.480 --> 00:07:25.360]  面對著一大班政治和宗教的領袖權威的審問
[00:07:25.360 --> 00:07:28.280]  誰不會感到恐懼呢?
[00:07:28.280 --> 00:07:30.080]  當我聽到他們問
[00:07:30.080 --> 00:07:32.320]  「你們憑什麼能力
[00:07:32.320 --> 00:07:36.440]  奉誰的名去做這件事?」的時候
[00:07:36.440 --> 00:07:39.680]  我感受到聖靈充滿的能力
[00:07:39.680 --> 00:07:42.480]  然後向這班有權威的人說
[00:07:42.480 --> 00:07:45.000]  「民間的官長和長老
[00:07:45.000 --> 00:07:47.760]  倘若今天我們被查問
[00:07:47.760 --> 00:07:50.720]  是因為在這個殘障的人身上
[00:07:50.720 --> 00:07:53.560]  所做的善事
[00:07:53.560 --> 00:07:57.040]  就是這個人怎樣得到了痊癒
[00:07:57.040 --> 00:08:00.960]  這樣你們大家和以色列全民都知道
[00:08:00.960 --> 00:08:04.880]  站在你們面前這個人得到痊癒
[00:08:04.880 --> 00:08:07.760]  是因為你們所釘在十字架
[00:08:07.760 --> 00:08:14.240]  上帝使他從死人中復活的拿撒勒人耶穌基督的名
[00:08:14.240 --> 00:08:18.200]  那位生來就騎腿的人得到醫治
[00:08:18.200 --> 00:08:21.160]  是一件千真萬確的事」
[00:08:21.160 --> 00:08:23.320]  他已經四十多歲了
[00:08:23.320 --> 00:08:27.920]  每天就是被人抬到聖殿門口求人施捨
[00:08:27.920 --> 00:08:33.640]  所以這個絕對不是我們設計出來的一個騙局
[00:08:33.640 --> 00:08:37.520]  這個神蹟在大庭廣眾面前發生
[00:08:37.520 --> 00:08:41.120]  尊敬的官長、長老
[00:08:41.120 --> 00:08:45.600]  難道在這個殘障的人身上所做的善事
[00:08:45.600 --> 00:08:51.120]  就是我們被詬問、被控告的原因嗎?
[00:08:51.120 --> 00:08:53.040]  我當然知道
[00:08:53.040 --> 00:08:57.160]  他們所要針對的其實是我們奉耶穌的名
[00:08:57.160 --> 00:09:00.160]  去講論和教導人
[00:09:00.160 --> 00:09:03.440]  所以我引用了詩篇118篇的經文
[00:09:03.440 --> 00:09:07.120]  「你們匠人所凋棄的石頭
[00:09:07.120 --> 00:09:12.320]  已經成為房角的頭塊石頭了」
[00:09:12.320 --> 00:09:15.680]  這位殘障者得到醫治的原因
[00:09:15.680 --> 00:09:18.480]  就是因為我們奉耶穌基督的名
[00:09:18.480 --> 00:09:22.240]  那個在你們眼中是一個政治犯
[00:09:22.240 --> 00:09:24.920]  接受了十字架的極刑
[00:09:24.920 --> 00:09:28.120]  但是在我們心目中除他以外
[00:09:28.120 --> 00:09:30.040]  別無拯救
[00:09:30.040 --> 00:09:32.600]  因為在天下人間
[00:09:32.600 --> 00:09:35.200]  沒有次下別的名
[00:09:35.200 --> 00:09:38.320]  我們可以靠著得救
[00:09:38.320 --> 00:09:42.080]  詩篇對這班宗教領袖來說絕對不會陌生
[00:09:42.080 --> 00:09:43.600]  他們聽得明白
[00:09:43.600 --> 00:09:45.680]  其實我在諷刺他們
[00:09:45.680 --> 00:09:47.520]  一個被殺害的耶穌
[00:09:47.520 --> 00:09:52.080]  怎麼可能成為聖殿的房角石?
[00:09:52.080 --> 00:09:56.720]  他們認為這是一個大逆不道的播毒
[00:09:56.720 --> 00:09:59.760]  我見到他們的神情很驚訝、面容扭曲
[00:09:59.760 --> 00:10:02.800]  他們沒有想過我竟然這樣去回答
[00:10:02.800 --> 00:10:07.960]  這時候他們吩咐人將我和約翰帶出公會
[00:10:07.960 --> 00:10:11.520]  他們要商議如何裁決我們
[00:10:11.520 --> 00:10:15.120]  不久後我們再被帶回公會
[00:10:15.120 --> 00:10:17.200]  然後長官宣判
[00:10:17.200 --> 00:10:19.920]  現在要頒下禁令
[00:10:19.920 --> 00:10:23.040]  你們再不可以奉耶穌的名
[00:10:23.040 --> 00:10:27.160]  去講論和教導人
[00:10:27.160 --> 00:10:29.040]  沒錯,他們完全不能否認
[00:10:29.040 --> 00:10:32.120]  我們醫好這個生來就騎腿的人
[00:10:32.120 --> 00:10:34.320]  這個事實
[00:10:34.320 --> 00:10:35.640]  我見到
[00:10:35.640 --> 00:10:38.280]  這個人其實一直就在公會裏面
[00:10:38.280 --> 00:10:41.880]  站著旁聽著整個審訊
[00:10:41.880 --> 00:10:45.280]  當然他們不會傳召他做證人
[00:10:45.280 --> 00:10:46.800]  但其實
[00:10:46.800 --> 00:10:48.960]  他能夠站在這裏
[00:10:48.960 --> 00:10:51.880]  已經是一個最有力的證據
[00:10:51.880 --> 00:10:55.600]  他已經得到醫治了
[00:10:55.600 --> 00:10:59.240]  只要住在耶路撒冷城的人都知道這個事實
[00:10:59.240 --> 00:11:02.520]  是一個無法否認的神蹟
[00:11:02.520 --> 00:11:05.120]  這班有權有勢的人
[00:11:05.120 --> 00:11:10.320]  他們從來沒有關心過社會上的弱勢底層
[00:11:10.320 --> 00:11:14.720]  他們稱他們在社會上是No Stake的低端人口
[00:11:14.720 --> 00:11:17.200]  要他們自生自滅
[00:11:17.200 --> 00:11:20.600]  現在這個人因為耶穌基督的緣故
[00:11:20.600 --> 00:11:24.200]  他們已經得到醫治了
[00:11:24.200 --> 00:11:27.200]  難道他們因為我行了善事
[00:11:27.200 --> 00:11:29.240]  就要控告我們
[00:11:29.240 --> 00:11:31.520]  審判我們嗎?
[00:11:31.520 --> 00:11:36.760]  天下間最荒謬的事莫過如此
[00:11:36.760 --> 00:11:39.240]  在這場審訊背後
[00:11:39.240 --> 00:11:41.640]  是赤裸裸的權力
[00:11:41.640 --> 00:11:44.760]  他們企圖威嚇我們
[00:11:44.760 --> 00:11:46.520]  我和約翰交換了眼神
[00:11:46.520 --> 00:11:49.160]  堅定地回應他們
[00:11:49.160 --> 00:11:51.120]  聽從你們
[00:11:51.120 --> 00:11:53.440]  不聽從上帝
[00:11:53.440 --> 00:11:55.440]  到底在上帝面前
[00:11:55.440 --> 00:11:57.960]  合理不合理
[00:11:57.960 --> 00:12:00.560]  你們自己判斷吧
[00:12:00.560 --> 00:12:01.920]  我們所看見
[00:12:01.920 --> 00:12:04.080]  所聽見的
[00:12:04.080 --> 00:12:07.480]  我們不能不說
[00:12:07.480 --> 00:12:10.360]  我們所做的就是奉耶穌基督的名
[00:12:10.360 --> 00:12:11.760]  我們的能力
[00:12:11.760 --> 00:12:14.400]  亦都是來自耶穌基督
[00:12:14.400 --> 00:12:17.600]  當權者企圖恐嚇我們
[00:12:17.600 --> 00:12:20.240]  但我們怎會聽從人
[00:12:20.240 --> 00:12:22.680]  而不聽從上帝呢?
[00:12:22.680 --> 00:12:26.240]  我們所看見、所聽見的
[00:12:26.240 --> 00:12:28.880]  我們不能不說
[00:12:28.880 --> 00:12:30.920]  我們別無所恥
[00:12:30.920 --> 00:12:31.760]  對於我們的表現
[00:12:31.760 --> 00:12:32.800]  他們覺得很奇怪
[00:12:32.800 --> 00:12:33.480]  因為他們認為
[00:12:33.480 --> 00:12:36.040]  我們是一群沒有學問的平民
[00:12:36.040 --> 00:12:39.840]  他們亦都認出我們是耶穌一齊的
[00:12:39.840 --> 00:12:41.840]  這亦都難怪
[00:12:41.840 --> 00:12:45.320]  我曾經三次公開地不承認耶穌
[00:12:45.320 --> 00:12:49.200]  其他門徒亦都是耶穌被釘死在十字架之後
[00:12:49.200 --> 00:12:52.560]  根本就已經崩潰了
[00:12:52.560 --> 00:12:54.920]  這些事他們完全知道
[00:12:54.920 --> 00:12:55.960]  所以他們很奇怪
[00:12:55.960 --> 00:13:01.400]  為何這群門徒現在變得這麼有膽量
[00:13:01.400 --> 00:13:05.280]  但因為我們在眾人面前
[00:13:05.280 --> 00:13:09.680]  所做的是無可爭議的善事
[00:13:09.680 --> 00:13:11.600]  這群官長
[00:13:11.600 --> 00:13:14.080]  礙於百姓的緣故
[00:13:14.080 --> 00:13:18.560]  他們實在想不到任何懲罰我們的理由
[00:13:18.560 --> 00:13:23.200]  他們可以做的就是威嚇我們
[00:13:23.200 --> 00:13:29.440]  警告我們不可以再奉耶穌的名去講論
[00:13:29.440 --> 00:13:34.200]  他們就無可奈何地將我和約翰放走
[00:13:34.200 --> 00:13:35.320]  我們獲釋之後
[00:13:35.320 --> 00:13:39.000]  我馬上回到跟其他門徒分享
[00:13:39.000 --> 00:13:41.360]  這一次是我們為耶穌的名
[00:13:41.360 --> 00:13:45.520]  所面對第一次的審判
[00:13:45.520 --> 00:13:46.200]  很坦白說
[00:13:46.200 --> 00:13:51.560]  我們都知道在我們面前絕對不會是一條平坦的路
[00:13:51.560 --> 00:13:55.720]  他們會想盡一切的辦法去打壓我們
[00:13:55.720 --> 00:13:59.880]  他們會羅織各種的罪名去定我們的罪
[00:13:59.880 --> 00:14:04.040]  他們不讓我們再講耶穌基督的福音
[00:14:04.040 --> 00:14:06.960]  大家的內心感覺到恐懼
[00:14:06.960 --> 00:14:08.720]  感覺到不安
[00:14:08.720 --> 00:14:10.720]  我們唯一可以做的
[00:14:10.720 --> 00:14:16.240]  我們只是同心地向上主禱告
[00:14:16.240 --> 00:14:18.520]  我們的禱告是這樣的
[00:14:18.520 --> 00:14:23.520]  主宰你是那做天地海和其中萬物的
[00:14:23.520 --> 00:14:25.440]  你曾藉著聖靈託你的僕人
[00:14:25.440 --> 00:14:28.320]  我們的祖宗大衛的口話
[00:14:28.320 --> 00:14:31.560]  外邦為甚麼擾動
[00:14:31.560 --> 00:14:35.560]  萬民為甚麼謀算虛妄的事
[00:14:35.560 --> 00:14:38.480]  地上的君王都站穩
[00:14:38.480 --> 00:14:41.600]  神宰亦聚集一處
[00:14:41.600 --> 00:14:43.840]  他們要對抗主
[00:14:43.840 --> 00:14:46.640]  要對抗主的仇高者
[00:14:46.640 --> 00:14:48.720]  希律和本丟比拉多
[00:14:48.720 --> 00:14:51.120]  和外邦人和以色列民
[00:14:51.120 --> 00:14:53.880]  果然在這個城那裡聚集
[00:14:53.880 --> 00:14:57.960]  他要攻打你所高的聖僕耶穌
[00:14:57.960 --> 00:15:03.760]  做了你手和你的旨意所預定必要成就的事
[00:15:03.760 --> 00:15:05.160]  主啊
[00:15:05.160 --> 00:15:07.400]  現在求你監察
[00:15:07.400 --> 00:15:09.600]  他們的威嚇
[00:15:09.600 --> 00:15:13.880]  使你的僕人能夠放膽講你的道
[00:15:13.880 --> 00:15:15.760]  伸出你的手來
[00:15:15.760 --> 00:15:19.720]  讓醫治、神蹟、歧視
[00:15:19.720 --> 00:15:24.440]  藉著你的聖僕耶穌的名行出來
[00:15:24.440 --> 00:15:25.680]  當我們這樣祈禱之後
[00:15:25.680 --> 00:15:28.840]  再一次的經歷聖靈的充滿
[00:15:28.840 --> 00:15:33.040]  我們放膽的去傳講上帝的道
[00:15:33.040 --> 00:15:36.200]  於是我們再返回到聖殿那裡
[00:15:36.200 --> 00:15:38.280]  實際上很多人來找我們
[00:15:38.280 --> 00:15:39.920]  要尋求醫治
[00:15:39.920 --> 00:15:44.760]  我們繼續奉主的名去宣講去醫治
[00:15:44.760 --> 00:15:46.760]  然後再一次的
[00:15:46.760 --> 00:15:51.240]  觸動了這班政治和宗教領袖的紅線
[00:15:51.240 --> 00:15:55.200]  一如所料他們再一次進行大規模的搜捕
[00:15:55.200 --> 00:15:56.600]  他們斥責我們
[00:15:56.600 --> 00:15:58.640]  我們不是嚴嚴的禁止你們
[00:15:58.640 --> 00:16:03.040]  不可以再奉這個人的名去教導人嗎?
[00:16:03.040 --> 00:16:06.560]  我和門徒再一次的堅定回答
[00:16:06.560 --> 00:16:09.120]  我們必須要順從上帝
[00:16:09.120 --> 00:16:11.120]  勝於順從人
[00:16:11.120 --> 00:16:14.080]  你們掛在木頭上殺害的耶穌
[00:16:14.080 --> 00:16:17.840]  我們的祖宗上帝已經使祂復活了
[00:16:17.840 --> 00:16:21.040]  上帝將祂高舉在自己的右邊
[00:16:21.040 --> 00:16:24.120]  使祂作元帥、作救主
[00:16:24.120 --> 00:16:26.960]  使以色列人得以悔改
[00:16:26.960 --> 00:16:30.720]  並且罪得赦免
[00:16:30.720 --> 00:16:34.280]  我們是這些事的見證人
[00:16:34.280 --> 00:16:38.000]  上帝藉著順從的人的聖靈
[00:16:38.000 --> 00:16:42.280]  也都為這些事做見證
[00:16:42.280 --> 00:16:44.360]  我不禁再想起
[00:16:44.360 --> 00:16:48.280]  昔日主耶穌在揀選我們十二個仕徒的時候
[00:16:48.280 --> 00:16:50.120]  曾經這樣說過
[00:16:50.120 --> 00:16:54.720]  耶穌說:看!我差你們出去如同羊進入狼群
[00:16:54.720 --> 00:16:57.560]  所以你們要機警如蛇
[00:16:57.560 --> 00:16:59.680]  純真如格
[00:16:59.680 --> 00:17:02.160]  你們要防備那些人
[00:17:02.160 --> 00:17:05.440]  因為他們要把你們交給議會
[00:17:05.440 --> 00:17:09.040]  也都會在會堂那邊鞭打你們
[00:17:09.040 --> 00:17:14.920]  你們要為我的緣故被送到統治者和君王面前
[00:17:14.920 --> 00:17:17.880]  對他們和外邦人做見證
[00:17:17.880 --> 00:17:20.760]  當人把你交出的時候
[00:17:20.760 --> 00:17:23.080]  不要擔心怎樣說話
[00:17:23.080 --> 00:17:25.080]  或者說什麼話
[00:17:25.080 --> 00:17:30.600]  到那個時候必似你們該說的話
[00:17:30.600 --> 00:17:33.120]  因為不是你們自己說的
[00:17:33.120 --> 00:17:35.360]  而是你們腐的靈
[00:17:35.360 --> 00:17:38.560]  在你們裡面所說的
[00:17:38.560 --> 00:17:42.560]  現在我完全明白夫子這番說話的意思了
[00:17:42.560 --> 00:17:44.160]  原來我們所遭遇的
[00:17:44.160 --> 00:17:48.760]  是承接了耶穌在世上所受的苦難
[00:17:48.760 --> 00:17:51.960]  這也都預告了日後教會歷史
[00:17:51.960 --> 00:17:55.080]  沒有辦法迴避的挑戰
[00:17:55.080 --> 00:17:58.040]  作為上主的門徒
[00:17:58.040 --> 00:18:01.200]  我們是活在天國的福音
[00:18:01.200 --> 00:18:07.400]  和世界的權勢的矛盾和碰撞中間
[00:18:07.400 --> 00:18:08.200]  無論怎樣也好
[00:18:08.200 --> 00:18:11.560]  最重要的是無論在什麼環境裡面
[00:18:11.560 --> 00:18:17.200]  我們需要真實的經驗到上主的同在
[00:18:17.200 --> 00:18:21.400]  我們是這些事的見證人
[00:18:21.400 --> 00:18:23.640]  我們為此被召
[00:18:23.640 --> 00:18:27.520]  我們要活出我們所相信的
[00:18:27.520 --> 00:18:29.120]  在這段被囚的日子
[00:18:29.120 --> 00:18:33.480]  我再一次想起耶穌復活之後曾經跟我說過
[00:18:33.480 --> 00:18:35.600]  耶穌說:我實實在在的告訴你
[00:18:35.600 --> 00:18:38.800]  彼得,你年輕的時候自己戳上帶子
[00:18:38.800 --> 00:18:40.720]  隨意往來
[00:18:40.720 --> 00:18:42.560]  但年老的時候
[00:18:42.560 --> 00:18:44.520]  你要伸出手來
[00:18:44.520 --> 00:18:45.880]  別人要把你戳上
[00:18:45.880 --> 00:18:50.840]  帶你到不願意去的地方
[00:18:50.840 --> 00:18:56.400]  我聽說他們決定要再一次判刑
[00:18:56.400 --> 00:18:58.800]  要把我釘在十字架上
[00:18:58.800 --> 00:18:59.680]  如果真的這樣
[00:18:59.680 --> 00:19:04.320]  我會請求他們把我倒釘在十字架上
[00:19:04.320 --> 00:19:06.760]  因為跟主耶穌基督相比
[00:19:06.760 --> 00:19:08.640]  我不配
[00:19:08.640 --> 00:19:11.760]  我不配
[00:19:11.760 --> 00:19:13.960]  各位弟兄姊妹
[00:19:13.960 --> 00:19:15.360]  剛才我所聽到的是
[00:19:15.360 --> 00:19:19.360]  仕途彼得第一身的自述
[00:19:19.360 --> 00:19:23.800]  無論在士堂傳或教會歷史中
[00:19:23.800 --> 00:19:27.680]  我們都會見到門徒如何被審判
[00:19:27.680 --> 00:19:29.520]  被定罪
[00:19:29.520 --> 00:19:30.640]  我們讀教會歷史
[00:19:30.640 --> 00:19:35.520]  其實見到的是黑暗和光明的對峙
[00:19:35.520 --> 00:19:38.680]  絕望和希望之間的拉扯
[00:19:38.680 --> 00:19:42.120]  善和惡的糾纏
[00:19:42.120 --> 00:19:44.360]  雖然很多次的審判
[00:19:44.360 --> 00:19:49.160]  都好像見到的是黑暗權勢得勝的日子
[00:19:49.160 --> 00:19:51.440]  連那些沒有信仰的人
[00:19:51.440 --> 00:19:53.480]  包括我們這班信仰的人
[00:19:53.480 --> 00:19:55.280]  信仰上帝的人
[00:19:55.280 --> 00:19:59.880]  我們都會問上帝為何對暴行沉默不語
[00:19:59.880 --> 00:20:02.800]  但如果真的沒有信仰
[00:20:02.800 --> 00:20:05.480]  如果真的沒有上帝的話
[00:20:05.480 --> 00:20:07.760]  為何我們在聖經
[00:20:07.760 --> 00:20:09.280]  在歷史上
[00:20:09.280 --> 00:20:14.040]  我們仍然見到一班信徒在逆境中的堅持呢?
[00:20:14.040 --> 00:20:16.240]  你們憑甚麼能力
[00:20:16.240 --> 00:20:20.040]  奉誰的名去做這件事?
[00:20:20.040 --> 00:20:23.000]  這似乎是他們對我們的指控
[00:20:23.000 --> 00:20:25.000]  但其實是我們自己每一個門徒
[00:20:25.000 --> 00:20:28.240]  我們需要不斷去反省的問題
[00:20:28.240 --> 00:20:31.080]  到底我們是憑誰的能力
[00:20:31.080 --> 00:20:33.760]  我們是奉誰的名字
[00:20:33.760 --> 00:20:36.120]  我們去堅持的呢?
[00:20:36.120 --> 00:20:40.040]  在一個是非顛倒的日子
[00:20:40.040 --> 00:20:44.200]  我們記住彼得曾經說過的話
[00:20:44.200 --> 00:20:46.560]  我們是這些事的見證
[00:20:46.560 --> 00:20:48.160]  我們所看見
[00:20:48.160 --> 00:20:50.080]  我們所聽見的
[00:20:50.080 --> 00:20:52.040]  我們不能不說
[00:20:52.040 --> 00:20:54.160]  甚麼是我們每一個信徒
[00:20:54.160 --> 00:20:56.480]  在每個人我們自己能力範圍內
[00:20:56.480 --> 00:20:58.720]  我們要負的責任
[00:20:58.720 --> 00:21:01.080]  甚麼是我們要去說的
[00:21:01.080 --> 00:21:04.080]  甚麼是我們的生命要去見證的
[00:21:04.080 --> 00:21:06.920]  沒錯,面對著一個荒謬的現實
[00:21:06.920 --> 00:21:10.320]  有時候我們自己會敢安慰自己
[00:21:10.320 --> 00:21:14.440]  時間是不會站在惡人那邊的
[00:21:14.440 --> 00:21:17.680]  最近看了鍾耀華的一本新書
[00:21:17.680 --> 00:21:24.160]  書名是「時間也許從不站在我們這邊」
[00:21:24.160 --> 00:21:25.680]  他這樣說
[00:21:25.680 --> 00:21:29.760]  時間或許不會站在我們這一邊
[00:21:29.760 --> 00:21:32.480]  可能會站在惡人那邊
[00:21:32.480 --> 00:21:34.240]  但問題是
[00:21:34.240 --> 00:21:38.640]  我們是否願意站在良知那一邊呢?
[00:21:38.640 --> 00:21:40.960]  他說在我們每一天面對著很多瑣碎
