
[00:00:00.000 --> 00:00:02.220]  我幾歲大的時候
[00:02:10.840 --> 00:02:11.840]  不辭退你又不是
[00:02:11.840 --> 00:02:12.840]  不如不要辭退他了
[00:02:12.840 --> 00:02:16.740]  這樣過一個非常「淡薄」的人生
[00:02:16.740 --> 00:02:20.580]  我想問大家現在有誰在做「淡人」呢?
[00:02:20.580 --> 00:02:22.140]  「躺平」又有沒有?
[00:02:22.140 --> 00:02:23.340]  因為你個個都坐在這裏
[00:02:23.340 --> 00:02:24.640]  不要睡在這裏
[00:02:24.640 --> 00:02:28.640]  或者你說,我仍然有夢想
[00:02:28.640 --> 00:02:30.640]  我不願意放棄
[00:02:30.640 --> 00:02:33.640]  但是隨著年日的過去
[00:02:33.640 --> 00:02:35.640]  你經歷到人生的挫折
[00:02:35.640 --> 00:02:37.640]  時勢艱難
[00:02:37.640 --> 00:02:38.640]  社會改變
[00:02:38.640 --> 00:02:40.640]  親友離散
[00:02:40.640 --> 00:02:42.640]  你覺得自己的人生
[00:02:42.640 --> 00:02:44.640]  自己沒有辦法掌握
[00:02:44.640 --> 00:02:46.640]  沒有辦法作主
[00:02:46.640 --> 00:02:50.640]  今天我要跟大家分享這段經文
[00:02:50.640 --> 00:02:54.140]  是上帝的壞語會激勵到你
[00:02:54.640 --> 00:02:58.140]  我希望你在上帝面前打開你的心扉
[00:02:58.140 --> 00:03:01.140]  讓他的壞語讓聖靈感動你
[00:03:01.140 --> 00:03:04.640]  你會經歷一個豐盛的人生
[00:03:04.640 --> 00:03:06.640]  你不需要「躺平」
[00:03:06.640 --> 00:03:08.640]  又不需要做「淡人」
[00:03:08.640 --> 00:03:12.640]  我看這段經文的故事很短
[00:03:12.640 --> 00:03:16.640]  大家都知道我們現在講的是「約書亞記」
[00:03:16.640 --> 00:03:20.640]  約書亞見到一個人
[00:03:20.640 --> 00:03:22.640]  其實早四十年
[00:03:22.640 --> 00:03:24.640]  上帝透過摩西
[00:03:24.640 --> 00:03:26.640]  帶領以色列人過紅海
[00:03:26.640 --> 00:03:28.640]  現在摩西死了
[00:03:28.640 --> 00:03:31.640]  約書亞被委任
[00:03:31.640 --> 00:03:34.640]  帶領以色列人進加南地
[00:03:34.640 --> 00:03:37.640]  約書亞記頭五章
[00:03:37.640 --> 00:03:42.640]  記述發生了幾件事
[00:03:42.640 --> 00:03:45.640]  約書亞派人去打探耶利哥城
[00:03:45.640 --> 00:03:47.640]  兩個人
[00:03:47.640 --> 00:03:49.640]  以色列人過約旦河
[00:03:49.640 --> 00:03:52.640]  在那裏立石為基
[00:03:52.640 --> 00:03:55.640]  他行國禮守如御節
[00:03:55.640 --> 00:04:00.640]  由四十年上帝的供應馬拿就在那裏停了
[00:04:00.640 --> 00:04:04.640]  他們就吃當地的土產
[00:04:04.640 --> 00:04:06.640]  約書亞記第六章
[00:04:06.640 --> 00:04:08.640]  記載以色列人開始打仗
[00:04:08.640 --> 00:04:13.640]  第一個目標就是佔據耶利哥城
[00:04:13.640 --> 00:04:15.640]  今天我們講第五章
[00:04:15.640 --> 00:04:17.640]  還沒打仗
[00:04:17.640 --> 00:04:20.640]  約書亞走近耶利哥城的時候
[00:04:20.640 --> 00:04:22.640]  經歷的一件事
[00:04:22.640 --> 00:04:24.640]  他見到這個人
[00:04:24.640 --> 00:04:28.640]  約書亞在四十年前
[00:04:28.640 --> 00:04:31.640]  過加南地的時候
[00:04:31.640 --> 00:04:33.640]  有十二個探子摩西派去
[00:04:33.640 --> 00:04:35.640]  看耶利哥城
[00:04:35.640 --> 00:04:37.640]  看加南地
[00:04:37.640 --> 00:04:40.640]  約書亞是其中之一個
[00:04:40.640 --> 00:04:43.640]  這次摩西不在這裏
[00:04:43.640 --> 00:04:46.640]  他要帶領以色列人進去打仗
[00:04:46.640 --> 00:04:49.640]  他心裏面是恐懼
[00:04:49.640 --> 00:04:54.640]  如果你看約書亞記第一章
[00:04:54.640 --> 00:04:57.640]  上帝叫他堅強勇敢
[00:04:57.640 --> 00:05:01.640]  羅合本說要剛強壯膽
[00:05:01.640 --> 00:05:05.640]  這個剛強壯膽是很好的
[00:05:05.640 --> 00:05:08.640]  特殊尼跟我說了三次
[00:05:08.640 --> 00:05:09.640]  第一章裏面說了三次
[00:05:09.640 --> 00:05:11.640]  你要剛強壯膽
[00:05:11.640 --> 00:05:16.640]  看到約書亞不是剛強壯膽
[00:05:16.640 --> 00:05:17.640]  他害怕
[00:05:17.640 --> 00:05:19.640]  他記得四十年前
[00:05:19.640 --> 00:05:21.640]  那些人牛高馬大
[00:05:21.640 --> 00:05:23.640]  成長兼顧
[00:05:23.640 --> 00:05:25.640]  自己老了四十年
[00:05:25.640 --> 00:05:27.640]  你記不記得四十年之前
[00:05:27.640 --> 00:05:28.640]  你做執事
[00:05:28.640 --> 00:05:29.640]  二十多歲
[00:05:29.640 --> 00:05:32.640]  年輕力壯滿有朝氣
[00:05:32.640 --> 00:05:33.640]  現在六十多歲
[00:05:33.640 --> 00:05:35.640]  又是你做執事
[00:05:35.640 --> 00:05:41.640]  約書亞就是這麼害怕
[00:05:41.640 --> 00:05:43.640]  上帝要跟他說三次
[00:05:43.640 --> 00:05:45.640]  上帝說的話不需要這麼重複
[00:05:45.640 --> 00:05:47.640]  一次就夠了
[00:05:47.640 --> 00:05:49.640]  我記得1981年
[00:05:49.640 --> 00:05:51.640]  那時候你可能還沒出世
[00:05:51.640 --> 00:05:56.640]  1981年美國有一個非法罷工
[00:05:56.640 --> 00:05:59.640]  一萬一千個航空交通管理員
[00:05:59.640 --> 00:06:03.640]  在飛機場航空塔管理
[00:06:03.640 --> 00:06:06.640]  叫做Air Traffic Controller
[00:06:06.640 --> 00:06:08.640]  一萬一千人非法罷工
[00:06:08.640 --> 00:06:10.640]  當時的美國總統
[00:06:10.640 --> 00:06:12.640]  是雷根總統
[00:06:12.640 --> 00:06:13.640]  他說如果你罷工
[00:06:13.640 --> 00:06:14.640]  我就炒你
[00:06:14.640 --> 00:06:16.640]  全部炒了
[00:06:16.640 --> 00:06:17.640]  說過一次
[00:06:17.640 --> 00:06:18.640]  他們不相信
[00:06:18.640 --> 00:06:19.640]  真是罷工
[00:06:19.640 --> 00:06:22.640]  總統就馬上炒了他們
[00:06:22.640 --> 00:06:25.640]  聯邦政府永不錄用
[00:06:25.640 --> 00:06:28.640]  派軍隊出來管理
[00:06:28.640 --> 00:06:29.640]  那些人就謎語
[00:06:29.640 --> 00:06:33.640]  警告一次不警告多兩次
[00:06:33.640 --> 00:06:34.640]  總統就說
[00:06:34.640 --> 00:06:37.640]  美國總統說一次就夠了
[00:06:37.640 --> 00:06:39.640]  如果美國總統
[00:06:39.640 --> 00:06:41.640]  其實美國總統都不是很厲害
[00:06:41.640 --> 00:06:44.640]  尤其是你看以前做過總統
[00:06:44.640 --> 00:06:47.640]  被人告他罪名成立
[00:06:47.640 --> 00:06:50.640]  如果美國總統說一次就夠了
[00:06:50.640 --> 00:06:52.640]  那上帝為什麼要說三次
[00:06:52.640 --> 00:06:56.640]  因為上帝跟程約書亞腳震
[00:06:56.640 --> 00:06:57.640]  說了三次
[00:06:57.640 --> 00:07:00.640]  你要剛強壯膽
[00:07:00.640 --> 00:07:04.640]  所以約書亞現在來到耶利哥城
[00:07:04.640 --> 00:07:06.640]  他是有點害怕
[00:07:06.640 --> 00:07:07.640]  可能很怕都不怕
[00:07:07.640 --> 00:07:10.640]  在這裏他見到一個人
[00:07:10.640 --> 00:07:12.640]  剛才大家讀經文讀過
[00:07:12.640 --> 00:07:14.640]  這段經文很短
[00:07:14.640 --> 00:07:16.640]  值得再讀多一次
[00:07:16.640 --> 00:07:18.640]  我跟大家讀多一次
[00:07:18.640 --> 00:07:22.640]  他就見過一個人站在他對面
[00:07:22.640 --> 00:07:23.640]  手裏拿著一把刀
[00:07:23.640 --> 00:07:25.640]  已經出了竅的
[00:07:25.640 --> 00:07:29.640]  好像打粉仗
[00:07:29.640 --> 00:07:31.640]  約書亞就問他
[00:07:31.640 --> 00:07:34.640]  你是幫我們還是幫手敵人
[00:07:34.640 --> 00:07:36.640]  那個人就說不是的
[00:07:36.640 --> 00:07:37.640]  他沒有回答
[00:07:37.640 --> 00:07:38.640]  不是的
[00:07:38.640 --> 00:07:43.640]  我現在來是做耶和華軍隊的元帥
[00:07:43.640 --> 00:07:45.640]  約書亞立刻跪在地上
[00:07:45.640 --> 00:07:47.640]  向他下拜
[00:07:47.640 --> 00:07:50.640]  我主有什麼事要吩咐僕人
[00:07:50.640 --> 00:07:53.640]  而這個耶和華軍隊的元帥
[00:07:53.640 --> 00:07:55.640]  對約書亞說
[00:07:55.640 --> 00:07:57.640]  把你腳上的鞋脫下來
[00:07:57.640 --> 00:08:00.640]  因為你所站的地方是聖地
[00:08:00.640 --> 00:08:02.640]  約書亞就說
[00:08:02.640 --> 00:08:03.640]  這段對話很短
[00:08:03.640 --> 00:08:05.640]  但是很深的意思
[00:08:05.640 --> 00:08:06.640]  我們來看一下
[00:08:06.640 --> 00:08:08.640]  這個情況呢
[00:08:08.640 --> 00:08:12.640]  和四十年前出埃及記
[00:08:12.640 --> 00:08:16.640]  上帝向摩西顯現有相似的地方
[00:08:16.640 --> 00:08:18.640]  你看一下
[00:08:18.640 --> 00:08:26.640]  耶和華見摩西要到那裏去看
[00:08:26.640 --> 00:08:28.640]  神就從荊棘裏呼叫說
[00:08:28.640 --> 00:08:30.640]  摩西 摩西
[00:08:30.640 --> 00:08:32.640]  摩西說我在這裏
[00:08:32.640 --> 00:08:37.640]  耶和華說不可到我這裏來
[00:08:37.640 --> 00:08:40.640]  因為你不可到我這裏來
[00:08:40.640 --> 00:08:42.640]  要把你腳上的鞋脫掉
[00:08:42.640 --> 00:08:47.640]  因為你所站的地方是聖地
[00:08:47.640 --> 00:08:49.640]  為什麼那個地方是聖地
[00:08:49.640 --> 00:08:51.640]  約書亞為什麼要脫鞋
[00:08:51.640 --> 00:08:52.640]  摩西為什麼要脫鞋
[00:08:52.640 --> 00:08:53.640]  因為那裏是聖地
[00:08:53.640 --> 00:08:55.640]  因為上帝在那裏
[00:08:55.640 --> 00:08:59.640]  上帝在那裏的地方就是聖地
[00:08:59.640 --> 00:09:01.640]  但是你會奇怪
[00:09:01.640 --> 00:09:02.640]  我讀過神學的
[00:09:02.640 --> 00:09:05.640]  我們知道
[00:09:05.640 --> 00:09:07.640]  是沒有人可以見到上帝
[00:09:07.640 --> 00:09:09.640]  見到上帝要死的
[00:09:09.640 --> 00:09:11.640]  那究竟約書亞和摩西
[00:09:11.640 --> 00:09:13.640]  見到的是誰
[00:09:13.640 --> 00:09:15.640]  其實是約翰福音
[00:09:15.640 --> 00:09:18.640]  第一章第八節已經說得很清楚
[00:09:18.640 --> 00:09:21.640]  從來沒有人見過神
[00:09:21.640 --> 00:09:23.640]  只有在父懷裏的獨生
[00:09:23.640 --> 00:09:25.640]  子將得顯明出來
[00:09:25.640 --> 00:09:28.640]  原來摩西和約書亞見到的
[00:09:28.640 --> 00:09:30.640]  是耶穌
[00:09:30.640 --> 00:09:32.640]  那時候耶穌還沒到達成肉身
[00:09:32.640 --> 00:09:33.640]  還沒來到這個世界
[00:09:33.640 --> 00:09:35.640]  但是在舊約裏面
[00:09:35.640 --> 00:09:39.640]  每一次顯現的就是耶穌
[00:09:39.640 --> 00:09:41.640]  神是一個靈
[00:09:41.640 --> 00:09:44.640]  耶穌基督還沒到達成肉身之前
[00:09:44.640 --> 00:09:45.640]  他也有靈
[00:09:45.640 --> 00:09:47.640]  不過他會用一個人
[00:09:47.640 --> 00:09:50.640]  可以看到的形式顯現
[00:09:50.640 --> 00:09:53.640]  神學上是有一個名詞
[00:09:53.640 --> 00:09:55.640]  Christophany
[00:09:55.640 --> 00:09:57.640]  是基督的顯現
[00:09:57.640 --> 00:10:00.640]  我們看看舊約裏面
[00:10:00.640 --> 00:10:02.640]  其實有好幾個地方
[00:10:02.640 --> 00:10:07.640]  講到上帝和我們見面聊天
[00:10:07.640 --> 00:10:10.640]  全部都是耶穌基督
[00:10:10.640 --> 00:10:13.640]  譬如在創世紀三章八節
[00:10:13.640 --> 00:10:15.640]  在伊甸園裏面聖經說
[00:10:15.640 --> 00:10:17.640]  天起了涼風的時候
[00:10:17.640 --> 00:10:20.640]  那人就是亞當和他的妻子
[00:10:20.640 --> 00:10:24.640]  聽見耶和華神在園中行走的聲音
[00:10:24.640 --> 00:10:27.640]  就藏在原子的樹林中
[00:10:27.640 --> 00:10:29.640]  躲避耶和華神的面
[00:10:29.640 --> 00:10:30.640]  他們犯了罪
[00:10:30.640 --> 00:10:31.640]  以前上帝來
[00:10:31.640 --> 00:10:34.640]  和他們面對面聊天是很開心的
[00:10:34.640 --> 00:10:36.640]  現在一犯罪就害怕了
[00:10:36.640 --> 00:10:38.640]  聽到上帝的聲音
[00:10:38.640 --> 00:10:39.640]  他就立刻躲起來
[00:10:39.640 --> 00:10:41.640]  就是說上帝在伊甸園裏面
[00:10:41.640 --> 00:10:44.640]  經常和亞當和夏娃聊天
[00:10:44.640 --> 00:10:45.640]  面對面聊天
[00:10:45.640 --> 00:10:47.640]  這就是耶穌基督
[00:10:47.640 --> 00:10:51.640]  創世紀第十八章一節
[00:10:51.640 --> 00:10:54.640]  上帝訪問亞伯拉罕
[00:10:54.640 --> 00:10:57.640]  耶和華在萬里像樹那裏
[00:10:57.640 --> 00:11:01.640]  向亞伯拉罕顯而那時
[00:11:01.640 --> 00:11:03.640]  在天上最熱的時候
[00:11:03.640 --> 00:11:05.640]  亞伯拉罕坐在象棚的門口
[00:11:05.640 --> 00:11:06.640]  上帝來找他
[00:11:06.640 --> 00:11:09.640]  但這個上帝就是耶穌基督
[00:11:09.640 --> 00:11:14.640]  還有上帝和雅閣摔跤
[00:11:14.640 --> 00:11:16.640]  雅閣逃走的時候
[00:11:16.640 --> 00:11:17.640]  有一晚
[00:11:17.640 --> 00:11:19.640]  有一個人和他摔跤
[00:11:19.640 --> 00:11:21.640]  快到天亮的時候
[00:11:21.640 --> 00:11:27.640]  原來上帝耶穌基督和雅閣摔跤
[00:11:27.640 --> 00:11:29.640]  摔跤了一整晚
[00:11:29.640 --> 00:11:30.640]  這是真的
[00:11:30.640 --> 00:11:32.640]  他不是和空氣摔跤
[00:11:32.640 --> 00:11:34.640]  是真的有個人和雅閣摔跤
[00:11:34.640 --> 00:11:36.640]  還有
[00:11:36.640 --> 00:11:39.640]  其實聖經告訴我們
[00:11:39.640 --> 00:11:41.640]  當以色列人離開埃及
[00:11:41.640 --> 00:11:44.640]  在抗日的那四十年
[00:11:44.640 --> 00:11:46.640]  耶穌基督和他們一起
[00:11:46.640 --> 00:11:50.640]  如果你看哥林多
[00:11:50.640 --> 00:11:53.640]  哥林多前書十章一到四節
[00:11:53.640 --> 00:11:55.640]  他就說
[00:11:55.640 --> 00:11:56.640]  弟兄們我不願意
[00:11:56.640 --> 00:11:57.640]  你們不知道
[00:11:57.640 --> 00:11:59.640]  我們的祖宗
[00:11:59.640 --> 00:12:01.640]  都曾經在雲下
[00:12:01.640 --> 00:12:02.640]  在海中經過
[00:12:02.640 --> 00:12:04.640]  他們都吃了一樣的凌涼
[00:12:04.640 --> 00:12:06.640]  都學了一樣的凌水
[00:12:06.640 --> 00:12:08.640]  他們所學的就是
[00:12:08.640 --> 00:12:15.640]  跟著他們一起的凌盆石
[00:12:15.640 --> 00:12:18.640]  那裡來的這盆石就是基督
[00:12:18.640 --> 00:12:20.640]  英文就說
[00:12:20.640 --> 00:12:24.640]  他們喝的水是凌盆石
[00:12:24.640 --> 00:12:26.640]  這個凌盆石跟著他們
[00:12:26.640 --> 00:12:29.640]  其實就是基督的凌跟著他們
[00:12:29.640 --> 00:12:32.640]  基督和他們一起
[00:12:32.640 --> 00:12:35.640]  很多時候我們一想到耶穌基督
[00:12:35.640 --> 00:12:37.640]  你的概念是怎樣
[00:12:37.640 --> 00:12:39.640]  耶穌基督就是33年
[00:12:39.640 --> 00:12:42.640]  在地上慈悲
[00:12:42.640 --> 00:12:44.640]  仁慈
[00:12:44.640 --> 00:12:46.640]  很有禮貌
[00:12:46.640 --> 00:12:48.640]  勸人為善
[00:12:48.640 --> 00:12:49.640]  最後被釘十字架
[00:12:49.640 --> 00:12:52.640]  好像一個很溫柔
[00:12:52.640 --> 00:12:55.640]  不是很惡的人
[00:12:55.640 --> 00:12:57.640]  不是很威嚴的人
[00:12:57.640 --> 00:12:59.640]  其實耶穌基督那33年
[00:12:59.640 --> 00:13:01.640]  是很特別很短的日子
[00:13:01.640 --> 00:13:03.640]  從僅古到永遠
[00:13:03.640 --> 00:13:05.640]  耶穌基督就是創天造地
[00:13:05.640 --> 00:13:07.640]  榮耀尊貴
[00:13:07.640 --> 00:13:09.640]  大能大力的耶穌基督
[00:13:09.640 --> 00:13:11.640]  你不要以為那33年
[00:13:11.640 --> 00:13:13.640]  就是整個耶穌基督
[00:13:13.640 --> 00:13:16.640]  那33年是他放下了天上的榮華
[00:13:16.640 --> 00:13:18.640]  來到這個世界
[00:13:18.640 --> 00:13:21.640]  很短暫的日子
[00:13:21.640 --> 00:13:26.640]  我們解決了第一個問題
[00:13:26.640 --> 00:13:29.640]  約書看到誰呢
[00:13:29.640 --> 00:13:32.640]  約書看到的就是耶穌基督
[00:13:32.640 --> 00:13:36.640]  這個元帥
[00:13:36.640 --> 00:13:39.640]  刀已經出鞘
[00:13:39.640 --> 00:13:45.640]  代表什麼呢
[00:13:45.640 --> 00:13:47.640]  約書可能奇怪
[00:13:47.640 --> 00:13:49.640]  我還沒叫以色列人打仗
[00:13:49.640 --> 00:13:51.640]  還沒開始
[00:13:51.640 --> 00:13:54.640]  但是這個人的刀已經出來了
[00:13:54.640 --> 00:13:56.640]  出了鞘的刀
[00:13:56.640 --> 00:13:59.640]  表示這個人已經在做事
[00:13:59.640 --> 00:14:00.640]  當你還沒做事的時候
[00:14:00.640 --> 00:14:02.640]  上帝已經在做事
[00:14:02.640 --> 00:14:04.640]  當你還沒搞定自己的時候
[00:14:04.640 --> 00:14:05.640]  上帝已經在出來
[00:14:05.640 --> 00:14:08.640]  這個對我們來說是一個安慰
[00:14:08.640 --> 00:14:10.640]  我們看看這個人
[00:14:10.640 --> 00:14:15.640]  跟約書說些什麼話
[00:14:15.640 --> 00:14:17.640]  約書就問他
[00:14:17.640 --> 00:14:18.640]  第一就搞清楚
[00:14:18.640 --> 00:14:22.640]  這個是友還是敵
[00:14:22.640 --> 00:14:24.640]  你究竟是我的人
[00:14:24.640 --> 00:14:26.640]  還是我們的受敵
[00:14:26.640 --> 00:14:28.640]  這個元帥說不是的
[00:14:28.640 --> 00:14:37.640]  我現在來是要作耶和華軍隊的元帥
[00:14:37.640 --> 00:14:41.640]  原來那個人是統領耶和華的軍隊
[00:14:41.640 --> 00:14:43.640]  耶和華軍隊是什麼呢
[00:14:43.640 --> 00:14:45.640]  就是打仗的天使
[00:14:45.640 --> 00:14:47.640]  上帝有很多軍隊
[00:14:47.640 --> 00:14:48.640]  千千萬萬
[00:14:48.640 --> 00:14:49.640]  很多天使
[00:14:49.640 --> 00:14:51.640]  一些天使是敬拜神的
[00:14:51.640 --> 00:14:54.640]  一些是傳信息的
[00:14:54.640 --> 00:15:00.640]  這個人是統領所有耶和華軍隊
[00:15:00.640 --> 00:15:02.640]  究竟耶和華軍隊一個天使
[00:15:02.640 --> 00:15:04.640]  可以打多少仗呢
[00:15:04.640 --> 00:15:06.640]  有一段經文跟我們講到
[00:15:06.640 --> 00:15:09.640]  列王記下第十九章
[00:15:09.640 --> 00:15:10.640]  那天晚上
[00:15:10.640 --> 00:15:12.640]  耶和華的使者出去
[00:15:12.640 --> 00:15:16.640]  在亞述軍營殺了十八萬五千人
[00:15:16.640 --> 00:15:17.640]  一個打仗的天使
[00:15:17.640 --> 00:15:21.640]  一夜殺了十八萬五千人
[00:15:21.640 --> 00:15:24.640]  有千千萬萬打仗的天使
[00:15:24.640 --> 00:15:28.640]  你說統領這些天使的元帥
[00:15:28.640 --> 00:15:31.640]  是不是很厲害
[00:15:31.640 --> 00:15:35.640]  然後這個元帥對約書亞說
[00:15:35.640 --> 00:15:37.640]  把你腳上的鞋脫下來
[00:15:37.640 --> 00:15:41.640]  因為你站的地方是聖地
[00:15:41.640 --> 00:15:44.640]  約書亞就俯伏敬拜
[00:15:44.640 --> 00:15:47.640]  這個俯伏向以色列人
[00:15:47.640 --> 00:15:50.640]  不可以向天使敬拜
[00:15:50.640 --> 00:15:51.640]  不可以向人敬拜
[00:15:51.640 --> 00:15:53.640]  只能夠向神敬拜
[00:15:53.640 --> 00:15:55.640]  約書亞知道這個就是上帝
[00:15:55.640 --> 00:15:57.640]  所以他就敬拜
[00:15:57.640 --> 00:16:03.640]  也顯示出他完全的信服
[00:16:03.640 --> 00:16:05.640]  這個元帥的出現
[00:16:05.640 --> 00:16:07.640]  跟約書亞說的話
[00:16:07.640 --> 00:16:09.640]  其實是兼顧了他的心
[00:16:09.640 --> 00:16:12.640]  因為在出埃及記二十三章
[00:16:12.640 --> 00:16:15.640]  上帝應許摩西
[00:16:15.640 --> 00:16:21.640]  他會帶領以色列人入加勒地
[00:16:21.640 --> 00:16:23.640]  摩西就沒有辦法進去
[00:16:23.640 --> 00:16:25.640]  但是約書亞就進去了
[00:16:25.640 --> 00:16:26.640]  你看看這句話
[00:16:26.640 --> 00:16:28.640]  如何安慰鼓勵到約書亞
[00:16:28.640 --> 00:16:30.640]  上帝吩咐摩西說
[00:16:30.640 --> 00:16:33.640]  康吶 我在你面前差遣使者
[00:16:33.640 --> 00:16:35.640]  好在路上保護你
[00:16:35.640 --> 00:16:38.640]  領你到我預備的地方去
[00:16:38.640 --> 00:16:40.640]  你們在他面前要謹慎
[00:16:40.640 --> 00:16:42.640]  聽太多話不可違背他
[00:16:42.640 --> 00:16:45.640]  不然他必不赦免你們的禍法
[00:16:45.640 --> 00:16:47.640]  從這句知道
[00:16:47.640 --> 00:16:49.640]  帶領他們入加勒地的
[00:16:49.640 --> 00:16:50.640]  不是一個天使
[00:16:50.640 --> 00:16:53.640]  因為天使無權赦免我們的禍法
[00:16:53.640 --> 00:16:55.640]  上帝說這個使者
[00:16:55.640 --> 00:16:57.640]  如果你不聽他的話
[00:16:57.640 --> 00:16:58.640]  他必不赦免你的禍法
[00:16:58.640 --> 00:17:00.640]  這就是削耶穌基督
[00:17:00.640 --> 00:17:02.640]  因為他是奉我的明來的
[00:17:02.640 --> 00:17:04.640]  如果你實在聽太多話
[00:17:04.640 --> 00:17:06.640]  遵行我吩咐的一切
[00:17:06.640 --> 00:17:09.640]  我就要作你們的仇敵的仇敵
[00:17:09.640 --> 00:17:12.640]  我的使者必在你面前走
[00:17:12.640 --> 00:17:15.640]  領你到阿摩利人 黑人 比利世人
[00:17:15.640 --> 00:17:18.640]  加南人 希末人 耶穆斯人那裡
[00:17:18.640 --> 00:17:22.640]  我要馬哈蒙除掉
[00:17:22.640 --> 00:17:24.640]  我們看到
[00:17:24.640 --> 00:17:27.640]  約書亞看見耶穌基督
[00:17:27.640 --> 00:17:29.640]  他的刀已經出鞘
[00:17:29.640 --> 00:17:31.640]  已經在做事
[00:17:31.640 --> 00:17:33.640]  而他說的話裏面
[00:17:33.640 --> 00:17:35.640]  我們就看到
[00:17:35.640 --> 00:17:39.640]  他是掌管一切
[00:17:39.640 --> 00:17:41.640]  你的生命
[00:17:41.640 --> 00:17:43.640]  你自己掌管不了
[00:17:43.640 --> 00:17:45.640]  但是在他掌管中
[00:17:45.640 --> 00:17:47.640]  這個元帥的出現
[00:17:47.640 --> 00:17:53.640]  應驗了上帝對摩西的應許
[00:17:53.640 --> 00:17:58.640]  應驗了他的諾言
[00:17:58.640 --> 00:18:03.640]  我們要做一些反思和學習
[00:18:03.640 --> 00:18:05.640]  這個故事
[00:18:05.640 --> 00:18:08.640]  這個事蹟讓我們看到
[00:18:08.640 --> 00:18:11.640]  我們知道認識耶穌基督是神
[00:18:11.640 --> 00:18:15.640]  他就是創天造地的真神
[00:18:15.640 --> 00:18:17.640]  無所不能 無所不在
[00:18:17.640 --> 00:18:19.640]  從僅古到永遠
[00:18:19.640 --> 00:18:24.640]  都有威權 尊嚴 榮耀
[00:18:24.640 --> 00:18:27.640]  而且不斷的關心
[00:18:27.640 --> 00:18:29.640]  世上每一件事
[00:18:29.640 --> 00:18:33.640]  但是這個故事也讓我們看到
[00:18:33.640 --> 00:18:35.640]  耶穌基督的謙卑
[00:18:35.640 --> 00:18:40.640]  這個元帥竟然放下天上的榮耀
[00:18:40.640 --> 00:18:43.640]  來到這個世界尋找拯救失喪的人
[00:18:43.640 --> 00:18:46.640]  當猶太人在赫西瑪尼
[00:18:46.640 --> 00:18:48.640]  要捉拿耶穌基督的時候
