
[00:00:00.000 --> 00:00:02.940]  我這個鏡頭第一次的浸禮
[00:02:43.060 --> 00:02:44.960]  我剛才說到這個姊妹
[00:02:44.960 --> 00:02:47.860]  我不知道是因為她對現代醫藥有信心
[00:02:47.860 --> 00:02:49.240]  還是對上帝有信心呢
[00:02:49.240 --> 00:02:51.700]  我沒有問過她 我不知道
[00:02:51.700 --> 00:02:55.240]  不過無論什麼原因都好
[00:02:55.240 --> 00:02:58.700]  能夠在人生的風暴當中
[00:02:58.700 --> 00:03:01.740]  用一個平常心
[00:03:01.740 --> 00:03:05.640]  很寧靜地去面對
[00:03:05.640 --> 00:03:08.100]  我相信是我們每一個人都想的
[00:03:08.100 --> 00:03:09.300]  想不想啊
[00:03:09.300 --> 00:03:10.400]  當遇到風暴的時候
[00:03:10.400 --> 00:03:15.560]  能夠寧靜地 平安地走過這條路
[00:03:15.560 --> 00:03:19.400]  令人覺得很陰暗 不知前面是怎樣的一條路
[00:03:19.400 --> 00:03:21.040]  我們每一個人都想的
[00:03:21.040 --> 00:03:22.000]  想歸想
[00:03:22.000 --> 00:03:24.440]  但真的臨到的時候
[00:03:24.440 --> 00:03:26.460]  就不是那麼容易的
[00:03:26.460 --> 00:03:27.560]  我告訴你
[00:03:27.560 --> 00:03:31.300]  就算是當日耶穌基督的門徒
[00:03:31.300 --> 00:03:32.460]  對他們來說
[00:03:32.460 --> 00:03:34.660]  當這個風暴出現的時候
[00:03:34.660 --> 00:03:37.200]  都是一個很大的挑戰
[00:03:37.200 --> 00:03:39.800]  今天跟大家說的其實很難的
[00:03:39.800 --> 00:03:40.600]  為什麼呢
[00:03:40.600 --> 00:03:42.500]  因為大家聽過很多次
[00:03:42.500 --> 00:03:43.900]  很熟悉的故事
[00:03:43.900 --> 00:03:45.140]  是什麼呢
[00:03:45.140 --> 00:03:47.000]  耶穌平靜風浪
[00:03:47.000 --> 00:03:49.140]  有沒有人聽過呢
[00:03:49.140 --> 00:03:50.100]  很多人聽過
[00:03:50.100 --> 00:03:51.140]  有沒有人沒聽過
[00:03:51.140 --> 00:03:53.340]  耶穌平靜風浪的故事
[00:03:53.340 --> 00:03:55.540]  如果你是常例教也聽過的
[00:03:55.540 --> 00:03:57.140]  耶穌平靜風浪大家很熟悉的
[00:03:57.140 --> 00:04:00.500]  不過今次當我再有機會重新去看一看
[00:04:00.500 --> 00:04:03.640]  整個過程的時候
[00:04:03.640 --> 00:04:09.160]  我認為這個門徒遇到這個風暴
[00:04:09.160 --> 00:04:14.300]  其實是耶穌對他們一個信心的考驗
[00:04:14.300 --> 00:04:20.660]  耶穌讓他們經歷一個信心的風暴
[00:04:20.660 --> 00:04:24.140]  創意是幫助他們在以後的人生當中
[00:04:24.140 --> 00:04:25.700]  他們能夠認定知道
[00:04:25.700 --> 00:04:27.700]  他們到底應該依靠哪一個
[00:04:27.700 --> 00:04:30.300]  信賴哪一個
[00:04:30.300 --> 00:04:32.000]  聖基懷為我們知道背景
[00:04:32.000 --> 00:04:33.400]  耶穌在加利利海邊
[00:04:33.400 --> 00:04:36.140]  我們剛剛有一班人在加利利海回來
[00:04:36.140 --> 00:04:37.860]  你們去聖地
[00:04:37.860 --> 00:04:39.700]  不過剛剛遇到打仗
[00:04:39.700 --> 00:04:41.200]  想聽聽你們說的
[00:04:41.200 --> 00:04:42.900]  anyway
[00:04:42.900 --> 00:04:45.000]  加利利海在海邊
[00:04:45.000 --> 00:04:49.500]  耶穌就上了其中一個門徒的船
[00:04:49.500 --> 00:04:51.400]  然後就坐在船上
[00:04:51.400 --> 00:04:56.000]  向著岸上的群眾講道
[00:04:56.000 --> 00:04:57.500]  一路講
[00:04:57.500 --> 00:04:58.900]  耶穌也挺長氣的
[00:04:58.900 --> 00:05:00.200]  一路講到黃昏
[00:05:00.200 --> 00:05:02.900]  但是那些人都不想走
[00:05:02.900 --> 00:05:04.300]  所以可能那些人不想走了
[00:05:04.300 --> 00:05:05.100]  聖基就說
[00:05:05.100 --> 00:05:07.800]  門徒就離開群眾了
[00:05:07.800 --> 00:05:09.400]  聖基怎麼說呢
[00:05:09.400 --> 00:05:13.700]  第四章三十六節
[00:05:13.700 --> 00:05:15.100]  門徒就離開眾人了
[00:05:15.100 --> 00:05:16.800]  那耶穌在哪裡呢
[00:05:16.800 --> 00:05:19.300]  耶穌仍在船上
[00:05:19.300 --> 00:05:21.600]  他們就把他一同帶去
[00:05:21.600 --> 00:05:24.500]  也有其他的船跟他們同行
[00:05:24.500 --> 00:05:25.500]  三十七節
[00:05:25.500 --> 00:05:29.100]  忽然起了暴風
[00:05:29.100 --> 00:05:30.500]  波浪打入船內
[00:05:30.500 --> 00:05:33.600]  甚至船是滿了水
[00:05:33.600 --> 00:05:36.500]  我想問問你們去聖地的那班人
[00:05:36.500 --> 00:05:37.300]  加利利海
[00:05:37.300 --> 00:05:37.900]  你們是導遊
[00:05:37.900 --> 00:05:39.900]  我告訴你加利利海
[00:05:39.900 --> 00:05:43.100]  其實是比水平線低出七百呎
[00:05:43.100 --> 00:05:45.000]  有沒有這樣說
[00:05:45.000 --> 00:05:46.100]  不知道
[00:05:46.100 --> 00:05:47.700]  總之是低出七百呎
[00:05:47.700 --> 00:05:49.600]  就是比水平線低出七百呎
[00:05:49.600 --> 00:05:52.000]  它周圍有很多的山圍住宇
[00:05:52.000 --> 00:05:53.300]  那些山谷裡面來說
[00:05:53.300 --> 00:05:54.300]  原來是這樣的
[00:05:54.300 --> 00:05:55.500]  每次都有風在山谷裡
[00:05:55.500 --> 00:05:56.700]  吹到海裡
[00:05:56.700 --> 00:05:57.800]  所以加利利海
[00:05:57.800 --> 00:06:00.400]  每次塞吉姆神就有風暴
[00:06:00.400 --> 00:06:02.000]  你不知道風什麼時候來
[00:06:02.000 --> 00:06:04.500]  吹下去就有風暴
[00:06:04.500 --> 00:06:07.600]  其實這個可能是代表我們的人生的
[00:06:07.600 --> 00:06:08.800]  因為在我們人生當中
[00:06:08.800 --> 00:06:10.300]  你覺得好像很平順
[00:06:10.300 --> 00:06:11.600]  沒有什麼事情發生的時候
[00:06:11.600 --> 00:06:13.200]  忽然之間就有事情發生
[00:06:13.200 --> 00:06:14.400]  有沒有試過
[00:06:14.400 --> 00:06:15.100]  覺得沒有什麼
[00:06:15.100 --> 00:06:15.600]  各樣都很好
[00:06:15.600 --> 00:06:16.200]  忽然之間
[00:06:16.200 --> 00:06:18.200]  就有些事情出現在我們的山東
[00:06:18.200 --> 00:06:20.600]  而且是對我們來說
[00:06:20.600 --> 00:06:22.700]  給我們一個很大的驚嚇
[00:06:22.700 --> 00:06:25.700]  以致我們好像不知所措
[00:06:25.700 --> 00:06:27.000]  不知道怎麼辦
[00:06:27.000 --> 00:06:29.200]  應該怎麼辦呢
[00:06:29.200 --> 00:06:31.800]  所以我們當中有些長輩在這裡
[00:06:31.800 --> 00:06:32.900]  有些老人家在這裡
[00:06:32.900 --> 00:06:34.000]  他們會怎麼說
[00:06:34.000 --> 00:06:35.700]  年輕人要小心了
[00:06:35.700 --> 00:06:37.500]  要未雨而綢繆
[00:06:37.500 --> 00:06:38.300]  有沒有聽過
[00:06:38.300 --> 00:06:39.800]  就是要早點準備
[00:06:39.800 --> 00:06:41.300]  要早點去預備好
[00:06:41.300 --> 00:06:41.900]  不然呢
[00:06:41.900 --> 00:06:44.700]  一旦有一些突然的人生風暴出現
[00:06:44.700 --> 00:06:46.500]  你沒有預算去想定的話
[00:06:46.500 --> 00:06:47.700]  那你會怎樣
[00:06:47.700 --> 00:06:48.900]  六神無主
[00:06:48.900 --> 00:06:50.600]  你會亂了方寸
[00:06:50.600 --> 00:06:51.500]  你會怎樣
[00:06:51.500 --> 00:06:52.300]  可能你會
[00:06:52.300 --> 00:06:52.800]  哎呀
[00:06:52.800 --> 00:06:53.700]  怕得上來
[00:06:53.700 --> 00:06:55.000]  做錯事
[00:06:55.000 --> 00:06:56.600]  或者有些人
[00:06:56.600 --> 00:06:57.800]  就是在那裡
[00:06:57.800 --> 00:06:58.900]  frozen了
[00:06:58.900 --> 00:06:59.600]  那又怎樣
[00:06:59.600 --> 00:07:01.100]  坐以待斃
[00:07:01.100 --> 00:07:01.800]  是不是
[00:07:01.800 --> 00:07:02.800]  所以很多的老人家
[00:07:02.800 --> 00:07:04.300]  長輩都會鼓勵我們
[00:07:04.300 --> 00:07:06.600]  要未雨而綢繆
[00:07:06.600 --> 00:07:07.600]  但是這幫門徒
[00:07:07.600 --> 00:07:09.700]  其實我們知道
[00:07:09.700 --> 00:07:11.500]  其實他們有好幾個人
[00:07:11.500 --> 00:07:12.500]  都是漁夫
[00:07:12.500 --> 00:07:13.100]  是不是
[00:07:13.100 --> 00:07:14.700]  他們其實由小到大
[00:07:14.700 --> 00:07:16.300]  就在加利利諾海裡面
[00:07:16.300 --> 00:07:18.100]  打魚謀生的
[00:07:18.100 --> 00:07:19.900]  所以這幫人
[00:07:19.900 --> 00:07:20.700]  其實就
[00:07:20.700 --> 00:07:22.400]  起碼其中有部分
[00:07:22.400 --> 00:07:23.300]  就不是一些
[00:07:23.300 --> 00:07:25.300]  沒有見過風浪的人
[00:07:25.300 --> 00:07:26.300]  是不是
[00:07:26.300 --> 00:07:27.300]  但是聖經說
[00:07:27.300 --> 00:07:29.600]  連這些門徒都害怕
[00:07:29.600 --> 00:07:31.200]  十分的驚慌
[00:07:31.200 --> 00:07:33.500]  所以你可以想像得到
[00:07:33.500 --> 00:07:34.500]  那個風暴
[00:07:34.500 --> 00:07:36.400]  就不是我們所想像的一般的
[00:07:36.400 --> 00:07:38.100]  打風
[00:07:38.100 --> 00:07:39.200]  他們一定是覺得
[00:07:39.200 --> 00:07:41.500]  那個情況十分凶險
[00:07:41.500 --> 00:07:43.400]  性命可遇
[00:07:43.400 --> 00:07:45.400]  所以他們才覺得
[00:07:45.400 --> 00:07:46.100]  嘩
[00:07:46.100 --> 00:07:47.100]  怎麼辦怎麼辦
[00:07:47.100 --> 00:07:48.000]  那些船
[00:07:48.000 --> 00:07:49.400]  剛才我們看到
[00:07:49.400 --> 00:07:51.600]  都灌滿了水
[00:07:51.600 --> 00:07:55.800]  灌滿了水就沉了
[00:07:55.800 --> 00:07:58.400]  當我們遇到危難的時候
[00:07:58.400 --> 00:07:59.900]  就是
[00:07:59.900 --> 00:08:00.600]  感到驚慌
[00:08:00.600 --> 00:08:01.700]  其實都很正常的
[00:08:01.700 --> 00:08:02.600]  有危險的
[00:08:02.600 --> 00:08:03.400]  是不是
[00:08:03.400 --> 00:08:05.800]  就是可能命都沒有了
[00:08:05.800 --> 00:08:07.000]  當我們
[00:08:07.000 --> 00:08:07.600]  發覺
[00:08:07.600 --> 00:08:08.600]  嘩
[00:08:08.600 --> 00:08:09.400]  這個這個這個
[00:08:09.400 --> 00:08:11.200]  我們真的受不了
[00:08:11.200 --> 00:08:12.500]  不知道怎麼辦的時候
[00:08:12.500 --> 00:08:14.900]  你怕它上來
[00:08:14.900 --> 00:08:16.600]  你要怎麼做
[00:08:16.600 --> 00:08:17.400]  你要怎麼做
[00:08:17.400 --> 00:08:18.800]  分到幾類人
[00:08:18.800 --> 00:08:20.300]  如果是小朋友呢
[00:08:20.300 --> 00:08:21.600]  小朋友一怕
[00:08:21.600 --> 00:08:23.400]  恐懼會怎樣
[00:08:23.400 --> 00:08:24.800]  找誰
[00:08:24.800 --> 00:08:25.600]  找媽咪
[00:08:25.600 --> 00:08:26.700]  找媽咪比較多的
[00:08:26.700 --> 00:08:27.700]  有時候找爸爸的
[00:08:27.700 --> 00:08:28.700]  不過當然是爸爸媽咪
[00:08:28.700 --> 00:08:29.900]  這樣的小朋友
[00:08:29.900 --> 00:08:30.800]  青少年人呢
[00:08:30.800 --> 00:08:33.400]  找哪些
[00:08:33.400 --> 00:08:35.200]  不找爸爸媽咪的
[00:08:35.200 --> 00:08:37.600]  找他們的死黨
[00:08:37.600 --> 00:08:38.700]  有問題的時候
[00:08:38.700 --> 00:08:41.000]  先找他們的朋友
[00:08:41.000 --> 00:08:42.300]  如果大人呢
[00:08:42.300 --> 00:08:43.600]  成年人呢
[00:08:43.600 --> 00:08:45.700]  當你遇到人生風暴的時候
[00:08:45.700 --> 00:08:47.600]  你會找哪些人
[00:08:47.600 --> 00:08:49.600]  你會找那些有權力的
[00:08:49.600 --> 00:08:50.900]  有影響力的
[00:08:50.900 --> 00:08:53.500]  有經驗的人去幫忙
[00:08:53.500 --> 00:08:55.600]  應該是這樣
[00:08:55.600 --> 00:08:58.300]  那我們信耶穌的人呢
[00:08:58.300 --> 00:08:59.600]  你信得住了
[00:08:59.600 --> 00:09:02.400]  你找誰幫忙
[00:09:02.400 --> 00:09:03.700]  有人指向上面
[00:09:03.700 --> 00:09:05.000]  我還沒說幾十年
[00:09:05.000 --> 00:09:06.100]  我告訴你
[00:09:06.100 --> 00:09:07.800]  小朋友
[00:09:07.800 --> 00:09:10.300]  仍然都會找爸爸媽咪
[00:09:10.300 --> 00:09:11.600]  青少年人
[00:09:11.600 --> 00:09:14.000]  仍然都會先去找死黨
[00:09:14.000 --> 00:09:15.300]  那大人呢
[00:09:15.300 --> 00:09:16.300]  成年人呢
[00:09:16.300 --> 00:09:18.500]  仍然都會先去找
[00:09:18.500 --> 00:09:20.800]  那些覺得有能力
[00:09:20.800 --> 00:09:23.100]  幫助他的人
[00:09:23.100 --> 00:09:25.600]  那就是
[00:09:25.600 --> 00:09:26.600]  同不同意
[00:09:26.600 --> 00:09:28.300]  就是我的觀察
[00:09:28.300 --> 00:09:30.200]  為什麼我這樣說
[00:09:30.200 --> 00:09:32.500]  跟隨耶穌的那群滿頭
[00:09:32.500 --> 00:09:36.000]  他們不是不相信上帝的人
[00:09:36.000 --> 00:09:37.600]  他們跟隨耶穌之前
[00:09:37.600 --> 00:09:39.100]  他們已經是信上帝的
[00:09:39.100 --> 00:09:40.700]  他們是猶太人
[00:09:40.700 --> 00:09:42.800]  猶太人信耶穌是上帝的
[00:09:42.800 --> 00:09:44.600]  他們不是不相信上帝的
[00:09:44.600 --> 00:09:46.900]  不過當他們遇到一個這樣的風暴
[00:09:46.900 --> 00:09:48.900]  令他們驚嚇到不知道怎麼辦
[00:09:48.900 --> 00:09:51.500]  很害怕、怕沒味的時候
[00:09:51.500 --> 00:09:53.900]  找誰呢
[00:09:53.900 --> 00:09:55.800]  不是找上帝
[00:09:55.800 --> 00:09:56.700]  找耶穌
[00:09:56.700 --> 00:09:59.100]  耶穌是誰呢
[00:09:59.100 --> 00:10:01.100]  老師
[00:10:01.100 --> 00:10:04.100]  他們找老師放手
[00:10:04.100 --> 00:10:06.500]  所以我的意思是什麼呢
[00:10:06.500 --> 00:10:08.700]  我們回看那群滿頭
[00:10:08.700 --> 00:10:10.500]  就回看我們自己
[00:10:10.500 --> 00:10:13.300]  很多時候
[00:10:13.300 --> 00:10:15.600]  我們仍然遇到風暴的時間
[00:10:15.600 --> 00:10:16.500]  遇到困難
[00:10:16.500 --> 00:10:19.800]  都會先靠自己的能力
[00:10:19.800 --> 00:10:22.000]  看看我行不行
[00:10:22.000 --> 00:10:24.500]  嘗試自己去搞定它
[00:10:24.500 --> 00:10:25.600]  搞不定
[00:10:25.600 --> 00:10:28.400]  先找人幫忙
[00:10:28.400 --> 00:10:30.500]  而且找那個
[00:10:30.500 --> 00:10:32.700]  第一個可能不找上帝
[00:10:32.700 --> 00:10:35.000]  找你的朋友、家人
[00:10:35.000 --> 00:10:38.400]  找那些你覺得能夠幫助你的人
[00:10:38.400 --> 00:10:40.000]  誰不知
[00:10:40.000 --> 00:10:42.300]  原來上帝讓我們
[00:10:42.300 --> 00:10:46.400]  經歷這些人生的風暴
[00:10:46.400 --> 00:10:51.400]  是為了要磨練我們對祂的信心
[00:10:51.400 --> 00:10:53.300]  上帝時不時都提醒我們
[00:10:53.300 --> 00:10:54.200]  不要靠自己
[00:10:54.200 --> 00:10:55.000]  不要靠別人
[00:10:55.000 --> 00:10:57.100]  不要靠我
[00:10:57.100 --> 00:10:59.800]  所以如果我們有這樣的角度
[00:10:59.800 --> 00:11:02.100]  去看人生的風暴的時候
[00:11:02.100 --> 00:11:03.100]  可能當這些風暴
[00:11:03.100 --> 00:11:04.600]  來到你身上的時候
[00:11:04.600 --> 00:11:05.700]  可能你的態度
[00:11:05.700 --> 00:11:08.200]  你的感覺就很不一樣了
[00:11:08.200 --> 00:11:09.100]  OK
[00:11:09.100 --> 00:11:10.600]  好了
[00:11:10.600 --> 00:11:11.800]  我們看看
[00:11:11.800 --> 00:11:13.900]  如果人生的風暴
[00:11:13.900 --> 00:11:15.500]  可能是上帝給我們一些
[00:11:15.500 --> 00:11:17.700]  信心的考驗
[00:11:17.700 --> 00:11:19.600]  那到底我們的信心
[00:11:19.600 --> 00:11:21.200]  到什麼程度呢
[00:11:21.200 --> 00:11:22.700]  我們對上帝的信心又是
[00:11:22.700 --> 00:11:24.200]  怎樣呢
[00:11:24.200 --> 00:11:26.100]  我們對上帝到底有多大的信心
[00:11:26.100 --> 00:11:28.200]  有多大的信心
[00:11:28.200 --> 00:11:30.400]  對於依靠上帝渡過難關
[00:11:30.400 --> 00:11:32.600]  到底有多依靠
[00:11:32.600 --> 00:11:35.700]  這就是我們今天要面對的問題
[00:11:35.700 --> 00:11:36.800]  我們看看
[00:11:36.800 --> 00:11:37.700]  馬可
[00:11:37.700 --> 00:11:38.400]  怎樣跟我們說
[00:11:38.400 --> 00:11:39.800]  我們看馬可福尼剛才說的
[00:11:39.800 --> 00:11:40.700]  再看看
[00:11:40.700 --> 00:11:42.200]  馬可福尼在三十八節說
[00:11:42.200 --> 00:11:44.000]  門徒叫醒了他說
[00:11:44.000 --> 00:11:45.800]  夫子
[00:11:45.800 --> 00:11:47.600]  我們喪命你不理嗎
[00:11:47.600 --> 00:11:49.000]  你不顧嗎
[00:11:49.000 --> 00:11:49.600]  四個字
[00:11:49.600 --> 00:11:50.900]  耶穌的回答
[00:11:50.900 --> 00:11:52.200]  耶穌對他們說
[00:11:52.200 --> 00:11:54.400]  為什麼膽怯
[00:11:54.400 --> 00:12:00.300]  你們還沒有信心嗎
[00:12:00.300 --> 00:12:03.100]  當門徒發覺這個風暴
[00:12:03.100 --> 00:12:05.600]  真的很危險
[00:12:05.600 --> 00:12:07.200]  這個風暴真的很厲害
[00:12:07.200 --> 00:12:09.000]  自己沒有信心去面對的時候
[00:12:09.000 --> 00:12:10.000]  好像我剛才所說
[00:12:10.000 --> 00:12:11.400]  自己已經搞不定了
[00:12:11.400 --> 00:12:12.000]  對不對
[00:12:12.000 --> 00:12:14.400]  那他就找誰來幫忙
[00:12:14.400 --> 00:12:15.600]  找他們的夫子
[00:12:15.600 --> 00:12:17.800]  夫子就是老師的意思
[00:12:17.800 --> 00:12:21.900]  就找他們的老師來幫忙
[00:12:21.900 --> 00:12:23.500]  到底是哪一個門徒呢
[00:12:23.500 --> 00:12:25.400]  因為船上有很多個門徒
[00:12:25.400 --> 00:12:29.000]  是哪一個門徒去跟耶穌呼求
[00:12:29.000 --> 00:12:30.100]  跟耶穌幫忙
[00:12:30.100 --> 00:12:31.400]  聖經沒有很清楚說
[00:12:31.400 --> 00:12:32.600]  不過我相信不止一個
[00:12:32.600 --> 00:12:33.800]  因為每個人都害怕
[00:12:33.800 --> 00:12:34.700]  很多人都害怕
[00:12:34.700 --> 00:12:36.400]  總之在船上就害怕
[00:12:36.400 --> 00:12:38.400]  所以可能很多人都會說
[00:12:38.400 --> 00:12:40.400]  不過我們可以看到的是什麼
[00:12:40.400 --> 00:12:43.400]  這個門徒
[00:12:43.400 --> 00:12:44.700]  他在危險的時候
[00:12:44.700 --> 00:12:47.000]  就叫耶穌做夫子
[00:12:47.000 --> 00:12:49.600]  叫耶穌做老師
[00:12:49.600 --> 00:12:54.000]  這個是他那時候對耶穌的認識
[00:12:54.000 --> 00:12:55.300]  耶穌就是他的老師
[00:12:55.300 --> 00:12:57.800]  耶穌就是他的夫子
[00:12:57.800 --> 00:13:02.400]  我相信他對耶穌的期待是什麼呢
[00:13:02.400 --> 00:13:04.700]  我猜耶穌快點起來
[00:13:04.700 --> 00:13:06.000]  你看到我們這樣
[00:13:06.000 --> 00:13:06.600]  你都不理
[00:13:06.600 --> 00:13:08.400]  幫忙潑水
[00:13:08.400 --> 00:13:09.600]  船滿了水
[00:13:09.600 --> 00:13:12.200]  你還不起來幫忙
[00:13:12.200 --> 00:13:15.300]  我相信可能他心裡面
[00:13:15.300 --> 00:13:17.200]  是有這樣的想法
[00:13:17.200 --> 00:13:18.300]  他對耶穌有多少信心
[00:13:18.300 --> 00:13:20.700]  幫他解決這個風暴的問題
[00:13:20.700 --> 00:13:24.600]  其實沒有什麼期待
[00:13:24.600 --> 00:13:28.300]  或者是半信半疑
[00:13:28.300 --> 00:13:29.400]  為什麼我這樣說呢
[00:13:29.400 --> 00:13:32.200]  因為這和馬可怎麼去描寫
[00:13:32.200 --> 00:13:34.900]  耶穌的回應
[00:13:34.900 --> 00:13:37.100]  三卷福音書都有說耶穌的回應
[00:13:37.100 --> 00:13:42.000]  但是根據每個信徒的體會去記下來
[00:13:42.000 --> 00:13:43.300]  馬可福音的回應
[00:13:43.300 --> 00:13:44.200]  耶穌的回應
[00:13:44.200 --> 00:13:45.500]  我們看到耶穌怎麼說
[00:13:45.500 --> 00:13:50.000]  「為什麼膽怯,你們還沒有信心嗎?」
[00:13:50.000 --> 00:13:51.100]  英文的意思是什麼
[00:13:51.100 --> 00:13:54.500]  「Have you still no faith?」
[00:13:54.500 --> 00:13:56.500]  這件事是什麼意思呢
[00:13:56.500 --> 00:13:57.300]  耶穌就說
[00:13:57.300 --> 00:14:00.400]  「喂,你到現在還是有懷疑的」
[00:14:00.400 --> 00:14:04.100]  「Have you still no faith?」
[00:14:04.100 --> 00:14:06.100]  這是那個門徒聽到耶穌說的時候
[00:14:06.100 --> 00:14:07.800]  他的領悟
[00:14:07.800 --> 00:14:08.900]  為什麼呢
[00:14:08.900 --> 00:14:11.900]  這幫門徒跟了耶穌一段時間了
[00:14:11.900 --> 00:14:12.900]  是不是
[00:14:12.900 --> 00:14:15.400]  見過耶穌行很多神蹟的
[00:14:15.400 --> 00:14:17.900]  鋸腿的、直手殘廢的
[00:14:17.900 --> 00:14:20.200]  耶穌痊癒就痊癒了
[00:14:20.200 --> 00:14:22.000]  有鬼附的
[00:14:22.000 --> 00:14:23.400]  鬼一說出來
[00:14:23.400 --> 00:14:25.200]  就出來了
[00:14:25.200 --> 00:14:27.700]  這幫人見過耶穌行神蹟歧視的
[00:14:27.700 --> 00:14:29.900]  醫病趕鬼的
[00:14:29.900 --> 00:14:32.000]  所以他們對耶穌應該有一定的認識
[00:14:32.000 --> 00:14:34.900]  但是當他們面對這些風暴時
[00:14:34.900 --> 00:14:38.100]  心裡都不知道耶穌能不能行
[00:14:38.100 --> 00:14:39.200]  不過都叫他們幫忙
[00:14:39.200 --> 00:14:40.400]  因為我真的不行
