
[00:00:00.000 --> 00:00:04.100]  其實很開心的 回顧我們用了半年的時間
[00:01:57.740 --> 00:02:00.740]  所以楊昏第三章第十六節就說到
[00:02:00.740 --> 00:02:02.740]  整個世人心中獨生子徹及他們
[00:02:02.740 --> 00:02:05.740]  叫一切信他的不知滅亡 凡得永生
[00:02:05.740 --> 00:02:08.740]  但我常常都沒有背十七十八節
[00:02:08.740 --> 00:02:11.740]  原來當我們拒絕十字架上的救恩
[00:02:11.740 --> 00:02:13.740]  我們就因此而被定罪了
[00:02:13.740 --> 00:02:16.740]  同樣今天神是無所不知
[00:02:16.740 --> 00:02:18.740]  對我們來說是一個祝福
[00:02:18.740 --> 00:02:21.740]  很多人可能對我們有誤會
[00:02:21.740 --> 00:02:23.740]  有誤解
[00:02:23.740 --> 00:02:25.740]  但原來我們的神體才是我們
[00:02:25.740 --> 00:02:27.740]  去了解我們
[00:02:27.740 --> 00:02:30.740]  我們在祂裡面可以得到申訴 是不是
[00:02:30.740 --> 00:02:33.740]  但同樣是一個奏助來的
[00:02:33.740 --> 00:02:35.740]  即是你表面上做得很好
[00:02:35.740 --> 00:02:38.740]  但你內心裡面有很多不好的思維
[00:02:38.740 --> 00:02:40.740]  甚至你暗地裡面
[00:02:40.740 --> 00:02:42.740]  他做了一些事以來沒有人知道
[00:02:42.740 --> 00:02:44.740]  但神是知道的 審判照樣臨到
[00:02:44.740 --> 00:02:46.740]  所以可能是好
[00:02:46.740 --> 00:02:48.740]  可能是不好的地方
[00:02:48.740 --> 00:02:50.740]  是在乎我們怎樣
[00:02:50.740 --> 00:02:53.740]  正如英國都有很多的CCTV
[00:02:53.740 --> 00:02:55.740]  很厲害的
[00:02:55.740 --> 00:02:57.740]  你走錯了Bus lane
[00:02:57.740 --> 00:03:00.740]  你就隨時要罰錢 是不是
[00:03:00.740 --> 00:03:03.740]  為甚麼我們沒有那麼多恐懼呢
[00:03:03.740 --> 00:03:05.740]  因為都是一個好的制度在那裡
[00:03:05.740 --> 00:03:10.740]  所以如果有很好的監察系統
[00:03:10.740 --> 00:03:13.740]  理論上你應該安全的 是不是
[00:03:13.740 --> 00:03:15.740]  因為有些警察要打劫
[00:03:15.740 --> 00:03:17.740]  可以附近錄影了
[00:03:17.740 --> 00:03:21.740]  但如果在一個沒有很公義的制度下
[00:03:21.740 --> 00:03:23.740]  這個CCTV
[00:03:23.740 --> 00:03:28.740]  也很可能成為一些無辜的人受害
[00:03:28.740 --> 00:03:29.740]  受害是怎麼看的
[00:03:29.740 --> 00:03:32.740]  所以再看看剛才那首歌
[00:03:32.740 --> 00:03:33.740]  我很喜歡的
[00:03:33.740 --> 00:03:36.740]  因為我們不能夠逃避神
[00:03:36.740 --> 00:03:38.740]  好 今天我們會先看《數羅》
[00:03:38.740 --> 00:03:41.740]  我們看大衛之前一定要看《數羅》
[00:03:41.740 --> 00:03:45.740]  《數羅》是以色列第一個的王
[00:03:45.740 --> 00:03:46.740]  是神親自揀選
[00:03:46.740 --> 00:03:49.740]  但為甚麼他後來被神放棄呢
[00:03:49.740 --> 00:03:55.740]  好 先和大家去看那首歌
[00:03:55.740 --> 00:03:59.740]  我自己這次為《數羅》所講
[00:03:59.740 --> 00:04:00.740]  其實有一個主題
[00:04:00.740 --> 00:04:03.740]  就是氣絕身亡
[00:04:03.740 --> 00:04:05.740]  是被神氣絕
[00:04:05.740 --> 00:04:08.740]  終於他戰死沙場
[00:04:08.740 --> 00:04:12.740]  第一講的是虛情假意
[00:04:12.740 --> 00:04:13.740]  如果我們研讀舊約
[00:04:13.740 --> 00:04:15.740]  無論是歷史書還是先知書
[00:04:15.740 --> 00:04:18.740]  我們都一定要明白背景
[00:04:18.740 --> 00:04:21.740]  明白背景之後就容易了解
[00:04:21.740 --> 00:04:23.740]  《數羅》是以色列第一個的王
[00:04:23.740 --> 00:04:25.740]  是神親自揀選
[00:04:25.740 --> 00:04:28.740]  但為甚麼他後來被神氣絕
[00:04:28.740 --> 00:04:31.740]  甚至撞身沙場呢
[00:04:31.740 --> 00:04:34.740]  有人認為《數羅》是一個悲劇人物
[00:04:34.740 --> 00:04:37.740]  因為神明定他一定要失敗
[00:04:37.740 --> 00:04:39.740]  因為神不喜悅子民立王
[00:04:39.740 --> 00:04:41.740]  所以藉著他的脾氣
[00:04:41.740 --> 00:04:43.740]  認定神不喜歡他
[00:04:43.740 --> 00:04:45.740]  但我個人來說
[00:04:45.740 --> 00:04:48.740]  我絕對不會去認同這個理論
[00:04:48.740 --> 00:04:52.740]  因為神絕對不會特意去玩弄人
[00:04:52.740 --> 00:04:53.740]  人有責任
[00:04:53.740 --> 00:04:57.740]  人是要自己承擔自己所做的錯事
[00:04:57.740 --> 00:04:59.740]  我們探討失敗的原因
[00:04:59.740 --> 00:05:04.740]  藉著這件事給我們一個好的警醒教導
[00:05:04.740 --> 00:05:06.740]  我們看看背景
[00:05:06.740 --> 00:05:10.740]  這次的戰爭就叫做密末之戰
[00:05:10.740 --> 00:05:13.740]  這場戰爭也是以色列人歷史中
[00:05:13.740 --> 00:05:16.740]  第一場很特別的戰爭
[00:05:16.740 --> 00:05:17.740]  為甚麼呢
[00:05:17.740 --> 00:05:19.740]  如果我們熟悉聖經都知道
[00:05:19.740 --> 00:05:21.740]  以色列人之前都有打仗
[00:05:21.740 --> 00:05:23.740]  特別是在士司時代
[00:05:23.740 --> 00:05:28.740]  但大部份是因為智慧而抗拒敵人
[00:05:28.740 --> 00:05:32.740]  是為了保護自己而打仗
[00:05:32.740 --> 00:05:34.740]  所以由於士司記
[00:05:34.740 --> 00:05:36.740]  無論是米甸人或菲律師人
[00:05:36.740 --> 00:05:40.740]  都是攻擊他們去保護自己
[00:05:40.740 --> 00:05:42.740]  才有戰爭出現
[00:05:42.740 --> 00:05:45.740]  他們在被欺凌之下
[00:05:45.740 --> 00:05:48.740]  是由士司帶領去反抗的
[00:05:48.740 --> 00:05:52.740]  當他們成為了軍王有角度之後
[00:05:52.740 --> 00:05:54.740]  不單單要保家衛國
[00:05:54.740 --> 00:05:57.740]  他們更加要開拓他們的疆土
[00:05:57.740 --> 00:06:02.740]  主動甚至有侵略性的戰役來展開
[00:06:02.740 --> 00:06:05.740]  這種情況到了大衛的年代
[00:06:05.740 --> 00:06:07.740]  更加的明顯
[00:06:07.740 --> 00:06:11.740]  掃羅招聚勇士跟隨他們
[00:06:11.740 --> 00:06:19.740]  也代表了職業軍人要被徵入伍
[00:06:19.740 --> 00:06:22.740]  而且軍隊裏面有元帥
[00:06:22.740 --> 00:06:24.740]  以前是沒有的
[00:06:24.740 --> 00:06:25.740]  士司時代是沒有的
[00:06:25.740 --> 00:06:26.740]  是由士司帶領
[00:06:26.740 --> 00:06:29.740]  結束之後就做了平民
[00:06:29.740 --> 00:06:32.740]  而軍隊也制度化了
[00:06:32.740 --> 00:06:37.740]  所以和士司時代有很大的差距
[00:06:37.740 --> 00:06:41.740]  士司時代就是神的靈降臨在士司身上
[00:06:41.740 --> 00:06:43.740]  他就真被高呼
[00:06:43.740 --> 00:06:45.740]  指民就去跟從
[00:06:45.740 --> 00:06:47.740]  戰爭結束了
[00:06:47.740 --> 00:06:50.740]  就各自回到自己的家鄉裏面
[00:06:50.740 --> 00:06:54.740]  但是王國時代就由軍王下命令
[00:06:54.740 --> 00:06:56.740]  元帥統領
[00:06:56.740 --> 00:06:57.740]  然後軍人就跟隨
[00:06:57.740 --> 00:07:00.740]  我們看看薩慕爾記上十三章
[00:07:00.740 --> 00:07:02.740]  第一到第三節
[00:07:02.740 --> 00:07:04.740]  我們看看薩慕爾和我們讀出
[00:07:04.740 --> 00:07:06.740]  掃羅登基年四十歲
[00:07:06.740 --> 00:07:08.740]  作以色列王
[00:07:08.740 --> 00:07:09.740]  二年的時候
[00:07:09.740 --> 00:07:10.740]  就從以色列人中
[00:07:10.740 --> 00:07:12.740]  揀選了三千人
[00:07:12.740 --> 00:07:15.740]  二千跟隨掃羅在密末
[00:07:15.740 --> 00:07:16.740]  和伯特利山
[00:07:16.740 --> 00:07:18.740]  一千跟隨約拿丹
[00:07:18.740 --> 00:07:20.740]  再遍亞敏的基比亞
[00:07:20.740 --> 00:07:22.740]  其餘的人掃羅都打發
[00:07:22.740 --> 00:07:24.740]  各回各家去了
[00:07:24.740 --> 00:07:26.740]  約拿丹攻擊加巴
[00:07:26.740 --> 00:07:28.740]  菲律師人的防營
[00:07:28.740 --> 00:07:30.740]  菲律師人聽見了
[00:07:30.740 --> 00:07:32.740]  掃羅就在遍地吹角
[00:07:32.740 --> 00:07:35.740]  以私說要使希伯來人聽見
[00:07:35.740 --> 00:07:37.740]  如果我們看到
[00:07:37.740 --> 00:07:39.740]  這次掃羅選了三千人
[00:07:39.740 --> 00:07:41.740]  來打仗
[00:07:41.740 --> 00:07:43.740]  其中分開兩部分
[00:07:43.740 --> 00:07:46.740]  有二千人是掃羅自己統領
[00:07:46.740 --> 00:07:49.740]  另外一千人是他的兒子
[00:07:49.740 --> 00:07:52.740]  約拿丹來打仗
[00:07:52.740 --> 00:07:56.740]  就駐紮在密末和伯特利的山區
[00:07:56.740 --> 00:07:59.740]  一千人歸約拿丹
[00:07:59.740 --> 00:08:01.740]  這個主宰的地方
[00:08:01.740 --> 00:08:04.740]  就在遍亞敏的基比亞
[00:08:04.740 --> 00:08:08.740]  密末在基比亞東北7公里
[00:08:08.740 --> 00:08:11.740]  海拔600公尺
[00:08:11.740 --> 00:08:14.740]  第三節記載了
[00:08:14.740 --> 00:08:18.740]  約拿丹攻擊加巴菲律師人的防營
[00:08:18.740 --> 00:08:20.740]  加巴即是基比亞
[00:08:20.740 --> 00:08:22.740]  原文是一個母音之差
[00:08:22.740 --> 00:08:24.740]  而基比亞記住
[00:08:24.740 --> 00:08:27.740]  就是掃羅的家鄉
[00:08:27.740 --> 00:08:29.740]  即是菲律師人
[00:08:29.740 --> 00:08:33.740]  原來已經控制了中央的山地
[00:08:33.740 --> 00:08:36.740]  或者稱為遍亞敏的山地
[00:08:36.740 --> 00:08:39.740]  就成為軍事據點
[00:08:39.740 --> 00:08:41.740]  所以他們就要去反抗
[00:08:41.740 --> 00:08:43.740]  我們自己最重要的地方
[00:08:43.740 --> 00:08:44.740]  都被人霸佔了
[00:08:44.740 --> 00:08:46.740]  怎麼可以不反抗呢
[00:08:46.740 --> 00:08:49.740]  他要奪回那個控制權
[00:08:49.740 --> 00:08:52.740]  當約拿丹和他們開戰的時候
[00:08:52.740 --> 00:08:54.740]  也都表明
[00:08:54.740 --> 00:08:58.740]  我們不會再被菲律師人管轄了
[00:08:58.740 --> 00:09:02.740]  但是這些戰爭是連連不斷
[00:09:02.740 --> 00:09:04.740]  成為長期的戰爭
[00:09:04.740 --> 00:09:06.740]  就很不幸地
[00:09:06.740 --> 00:09:09.740]  就好像俄羅斯入侵烏克蘭
[00:09:09.740 --> 00:09:11.740]  我們初時都想著
[00:09:11.740 --> 00:09:13.740]  很快很可能就會完結
[00:09:13.740 --> 00:09:16.740]  但是現在已經過了兩年了
[00:09:16.740 --> 00:09:19.740]  但是和他的敵軍對比很大
[00:09:19.740 --> 00:09:21.740]  原來敵軍有多少呢
[00:09:21.740 --> 00:09:24.740]  戰車有3000輛
[00:09:24.740 --> 00:09:26.740]  馬兵有6000
[00:09:26.740 --> 00:09:28.740]  步兵好像海沙那麼多
[00:09:28.740 --> 00:09:30.740]  我們來看看十二記上
[00:09:30.740 --> 00:09:32.740]  十三章的第五節
[00:09:32.740 --> 00:09:34.740]  菲律師人聚集
[00:09:34.740 --> 00:09:36.740]  要與以色列人爭戰
[00:09:36.740 --> 00:09:38.740]  有車三萬兩
[00:09:38.740 --> 00:09:39.740]  馬兵六千
[00:09:39.740 --> 00:09:42.740]  步兵像海邊的沙那樣多
[00:09:42.740 --> 00:09:47.740]  就想來在伯雅文東邊的勿沒安寧
[00:09:47.740 --> 00:09:48.740]  牧師
[00:09:48.740 --> 00:09:50.740]  你剛才是不是說了
[00:09:50.740 --> 00:09:54.740]  有戰車三千兩
[00:09:54.740 --> 00:09:57.740]  聖經說是三萬兩
[00:09:57.740 --> 00:09:59.740]  你是不是說錯了
[00:09:59.740 --> 00:10:03.740]  很可能中文聖經那個手抄本
[00:10:03.740 --> 00:10:05.740]  可能有錯誤的
[00:10:05.740 --> 00:10:08.740]  七十四譯本和敘利亞譯本
[00:10:08.740 --> 00:10:11.740]  就是寫三千兩
[00:10:11.740 --> 00:10:13.740]  因為一輛的馬車
[00:10:13.740 --> 00:10:15.740]  就坐兩個人
[00:10:15.740 --> 00:10:17.740]  三千是合理的
[00:10:17.740 --> 00:10:19.740]  三萬給了六萬人
[00:10:19.740 --> 00:10:22.740]  而且那時候是沒有那麼多的戰車
[00:10:22.740 --> 00:10:27.740]  而且那個戰車是用鐵器來做的
[00:10:27.740 --> 00:10:28.740]  所以你留意到
[00:10:28.740 --> 00:10:30.740]  他們未必是有三萬兩
[00:10:30.740 --> 00:10:32.740]  三千兩是合理的
[00:10:32.740 --> 00:10:36.740]  然後步兵就很多
[00:10:36.740 --> 00:10:38.740]  好像海沙那麼多
[00:10:38.740 --> 00:10:40.740]  馬兵就有六千
[00:10:40.740 --> 00:10:44.740]  留意一下這場戰爭
[00:10:44.740 --> 00:10:46.740]  其實是強弱懸殊的
[00:10:46.740 --> 00:10:48.740]  表面是沒得打的
[00:10:48.740 --> 00:10:51.740]  因為掃羅連約拿丹
[00:10:51.740 --> 00:10:53.740]  只有三千人
[00:10:53.740 --> 00:10:56.740]  那時候還有一件事很不妙
[00:10:56.740 --> 00:10:58.740]  他們是缺乏了武器
[00:10:58.740 --> 00:11:00.740]  那時候武器
[00:11:00.740 --> 00:11:02.740]  那些刀劍是用鐵器來做的
[00:11:02.740 --> 00:11:04.740]  他們連鐵器都沒有
[00:11:04.740 --> 00:11:05.740]  我們看一看
[00:11:05.740 --> 00:11:08.740]  撒貝爾記上十三章第二十二節
[00:11:08.740 --> 00:11:11.740]  所以代表真戰的日子
[00:11:11.740 --> 00:11:13.740]  跟隨掃羅和約拿丹的人
[00:11:13.740 --> 00:11:16.740]  沒有一個手裡有刀有槍的
[00:11:16.740 --> 00:11:19.740]  原來他們那時候缺乏鐵器
[00:11:19.740 --> 00:11:21.740]  所以他們打仗的武器都不夠
[00:11:21.740 --> 00:11:23.740]  可能就是用木棍
[00:11:23.740 --> 00:11:25.740]  甚至是赤手空拳
[00:11:25.740 --> 00:11:29.740]  所以這場是難以打贏的一場戰爭
[00:11:29.740 --> 00:11:32.740]  因為掃羅曾經在遍地吹角
[00:11:32.740 --> 00:11:33.740]  第三節講到
[00:11:33.740 --> 00:11:35.740]  有些以色列人知道
[00:11:35.740 --> 00:11:36.740]  掃羅和菲律師人爭戰
[00:11:36.740 --> 00:11:39.740]  於是有些人就出來觀看
[00:11:39.740 --> 00:11:41.740]  看看怎樣 吃花生
[00:11:41.740 --> 00:11:44.740]  但也有部分的人來參與
[00:11:44.740 --> 00:11:46.740]  我們看回第四節
[00:11:46.740 --> 00:11:48.740]  剛才我們還沒讀第四節
[00:11:48.740 --> 00:11:50.740]  我們從第三節看到第四節
[00:11:50.740 --> 00:12:05.740]  去吹角就是要去招聚那些人
[00:12:05.740 --> 00:12:08.740]  當然招聚的人是不是個個都是精兵呢
[00:12:08.740 --> 00:12:09.740]  未必一定是的
[00:12:09.740 --> 00:12:11.740]  所以不要只看KPI
[00:12:11.740 --> 00:12:13.740]  人多就夠了
[00:12:13.740 --> 00:12:14.740]  很多人來旅遊
[00:12:14.740 --> 00:12:16.740]  但是窮遊嘛 對不對
[00:12:16.740 --> 00:12:19.740]  好了 所以究竟質素是怎樣呢
[00:12:19.740 --> 00:12:21.740]  我們看第四節
[00:12:21.740 --> 00:12:36.740]  好了 有些人真的來來去去
[00:12:36.740 --> 00:12:38.740]  觀看 甚至參與
[00:12:38.740 --> 00:12:40.740]  但是有很多參與者
[00:12:40.740 --> 00:12:42.740]  他們沒有預計到敵軍
[00:12:42.740 --> 00:12:44.740]  是這麼龐大的
[00:12:44.740 --> 00:12:46.740]  相對自己
[00:12:46.740 --> 00:12:48.740]  是很微小的
[00:12:48.740 --> 00:12:50.740]  他們沒有德性的把握
[00:12:50.740 --> 00:12:53.740]  所以發現自己身陷處境
[00:12:53.740 --> 00:12:55.740]  這個處境是非常危險的
[00:12:55.740 --> 00:12:58.740]  他們內心就很害怕
[00:12:58.740 --> 00:13:01.740]  於是他們就來來去去逃跑了
[00:13:01.740 --> 00:13:04.740]  我們看一看第六到第七節
[00:13:12.740 --> 00:13:31.740]  原來有些人看到敵方這麼厲害
[00:13:31.740 --> 00:13:32.740]  他們就害怕了
[00:13:32.740 --> 00:13:34.740]  在默默的危口那裡
[00:13:34.740 --> 00:13:36.740]  在兩邊有很多岩石
[00:13:36.740 --> 00:13:38.740]  中間有不少的山洞
[00:13:38.740 --> 00:13:40.740]  那些山洞是很大的
[00:13:40.740 --> 00:13:42.740]  而且彼此之間可以相通的
[00:13:42.740 --> 00:13:45.740]  是逃避災難一個最好的地方
[00:13:45.740 --> 00:13:47.740]  在四月的時候
[00:13:47.740 --> 00:13:53.740]  就會和90多人一起去希臘和土耳其
[00:13:53.740 --> 00:13:56.740]  本來就去希臘的天空之城
[00:13:56.740 --> 00:13:58.740]  在一個很高的山上面
[00:13:58.740 --> 00:14:01.740]  有一些叫做修道院
[00:14:01.740 --> 00:14:03.740]  風景是很美的
[00:14:03.740 --> 00:14:06.740]  但是我現在就取消了天空之城
[00:14:06.740 --> 00:14:09.740]  反而要留多一天在土耳其
[00:14:09.740 --> 00:14:11.740]  去這些地方
[00:14:11.740 --> 00:14:13.740]  奇石區 加伯多加
[00:14:13.740 --> 00:14:15.740]  你看到很多山洞
[00:14:15.740 --> 00:14:18.740]  我們會進去看當年那些人在那裡聚集
[00:14:18.740 --> 00:14:20.740]  敬拜神因為被迫害
[00:14:20.740 --> 00:14:24.740]  原來山可以一個山洞
[00:14:24.740 --> 00:14:26.740]  轉到另一個山那裡
[00:14:26.740 --> 00:14:29.740]  所以當日掃羅追殺大衛的時候
[00:14:29.740 --> 00:14:31.740]  大衛都是躲在山洞裡面
[00:14:31.740 --> 00:14:33.740]  他是找不到的
[00:14:33.740 --> 00:14:37.740]  這個就是一個逃避災難的地方
[00:14:37.740 --> 00:14:40.740]  他就會躲在這些石洞裡面
[00:14:40.740 --> 00:14:44.740]  隱密處可以譯做地洞
[00:14:44.740 --> 00:14:46.740]  坑中就像墳墓
[00:14:46.740 --> 00:14:48.740]  我聽到覺醒
[00:14:48.740 --> 00:14:51.740]  而到的以色列人是很驚慌的
[00:14:51.740 --> 00:14:54.740]  今天教會都需要一個反省
[00:14:54.740 --> 00:14:58.740]  因為特別有時候一些大教會
[00:14:58.740 --> 00:15:02.740]  或者是那個宗派你信得過的
[00:15:02.740 --> 00:15:05.740]  很多人就會立刻參加這些
[00:15:05.740 --> 00:15:08.740]  就算在香港一定是這樣
[00:15:08.740 --> 00:15:10.740]  當年可能在外地回流回去的人
[00:15:10.740 --> 00:15:12.740]  一定是參加什麼呢
[00:15:12.740 --> 00:15:16.740]  宣道會或者藝人福堂這些大教會
[00:15:16.740 --> 00:15:18.740]  肯定沒有問題的
[00:15:18.740 --> 00:15:20.740]  現在同樣其實在英國
[00:15:20.740 --> 00:15:22.740]  都有這個情形出現的
[00:15:22.740 --> 00:15:25.740]  很多香港來的人都會找這個宗派
[00:15:25.740 --> 00:15:27.740]  信得過的就會去
[00:15:27.740 --> 00:15:29.740]  這個獨立教會不知道是怎樣的
[00:15:29.740 --> 00:15:31.740]  我們又會有一手保留
[00:15:31.740 --> 00:15:33.740]  那是無可否認
[00:15:33.740 --> 00:15:36.740]  但是冒名而去到某一間教會
[00:15:36.740 --> 00:15:39.740]  就好像聽到覺醒那樣的呼喚
[00:15:39.740 --> 00:15:42.740]  但是當我們真正了解之後
[00:15:42.740 --> 00:15:44.740]  就覺得 嘩 原來這麼嚴格
[00:15:44.740 --> 00:15:46.740]  待會要加入去
[00:15:46.740 --> 00:15:48.740]  又要來早些登記
[00:15:48.740 --> 00:15:51.740]  又要參加什麼什麼課程才可以
[00:15:51.740 --> 00:15:54.740]  好了 發覺到原來要投入
[00:15:54.740 --> 00:15:56.740]  可能要付很多的代價
[00:15:56.740 --> 00:15:58.740]  要犧牲 甚至有風險
[00:15:58.740 --> 00:16:00.740]  涉及自己的利益安危
[00:16:00.740 --> 00:16:02.740]  或者休息
[00:16:02.740 --> 00:16:04.740]  就會另類的逃跑
[00:16:04.740 --> 00:16:06.740]  算了 算了 就去第二間
[00:16:06.740 --> 00:16:08.740]  所以今天我們都需要反省
[00:16:08.740 --> 00:16:10.740]  因為有不少人來
[00:16:10.740 --> 00:16:12.740]  但是他們走了
[00:16:12.740 --> 00:16:14.740]  所以剩下的百姓
[00:16:14.740 --> 00:16:16.740]  即是那些軍人
[00:16:16.740 --> 00:16:18.740]  同樣是戰戰兢兢的
[00:16:18.740 --> 00:16:20.740]  跟著掃羅
[00:16:20.740 --> 00:16:22.740]  好了 我們也要了解一下
[00:16:22.740 --> 00:16:24.740]  其實掃羅
[00:16:24.740 --> 00:16:26.740]  和薩姆爾的衝突
[00:16:26.740 --> 00:16:30.740]  似乎是一件必然的事
[00:16:30.740 --> 00:16:32.740]  為什麼 我們先看看
[00:16:32.740 --> 00:16:34.740]  薩姆爾記上十三章
[00:16:34.740 --> 00:16:36.740]  第八到第十五節
[00:17:00.740 --> 00:17:03.740]  薩姆爾說 你做的是什麼事呢
[00:17:03.740 --> 00:17:07.740]  掃羅說 因為我見百姓離開我散去
[00:17:07.740 --> 00:17:09.740]  你也不照所定的日期來到
[00:17:09.740 --> 00:17:12.740]  而且菲律師人聚集在密末
[00:17:12.740 --> 00:17:14.740]  所以我心裡說
[00:17:14.740 --> 00:17:16.740]  恐怕我沒有禱告耶和華
[00:17:16.740 --> 00:17:18.740]  菲律師人下到吉甲攻擊我
[00:17:18.740 --> 00:17:22.740]  我就勉強 獻上繁濟
[00:17:22.740 --> 00:17:24.740]  薩姆爾對掃羅說
[00:17:24.740 --> 00:17:26.740]  你做了糊塗事了
[00:17:26.740 --> 00:17:29.740]  沒有遵守耶和華你神所吩咐你的命令
[00:17:29.740 --> 00:17:30.740]  若遵守
[00:17:30.740 --> 00:17:32.740]  耶和華必在以色列中
[00:17:32.740 --> 00:17:34.740]  建立你的皇位直到永遠
[00:17:34.740 --> 00:17:37.740]  現在你的皇位必不長久
[00:17:37.740 --> 00:17:40.740]  耶和華已經沉著一個合他心意的人
[00:17:40.740 --> 00:17:42.740]  立他作百姓的軍
[00:17:42.740 --> 00:17:46.740]  因為你沒有遵守耶和華所吩咐你的
[00:17:46.740 --> 00:17:48.740]  薩姆爾就起來
[00:17:48.740 --> 00:17:51.740]  從吉甲上到變亞敏的基比亞
[00:17:51.740 --> 00:17:55.740]  掃羅數點跟隨他的約有六百人
[00:17:55.740 --> 00:17:59.740]  這段經文就是記載了
[00:17:59.740 --> 00:18:02.740]  掃羅和薩姆爾首次的衝突
[00:18:02.740 --> 00:18:05.740]  多謝耶和華和我們一口氣讀了這麼多節經文
[00:18:05.740 --> 00:18:07.740]  這兩個人的衝突
[00:18:07.740 --> 00:18:10.740]  其實似乎是不能夠避免的
[00:18:10.740 --> 00:18:13.740]  因為他們往往代表了兩種
[00:18:13.740 --> 00:18:16.740]  不同形態的人
[00:18:16.740 --> 00:18:19.740]  而且在心底裡
[00:18:19.740 --> 00:18:21.740]  都可能會有一些
[00:18:21.740 --> 00:18:25.740]  特別是薩姆爾對掃羅的不太滿意
[00:18:25.740 --> 00:18:27.740]  為什麼呢
[00:18:27.740 --> 00:18:31.740]  掃羅就是新興制度裡面的君王
[00:18:31.740 --> 00:18:33.740]  他是第一個的君王
[00:18:33.740 --> 00:18:36.740]  是以色列人因為看到其他外邦人都有君王
[00:18:36.740 --> 00:18:38.740]  於是他們就要求有外邦人
[00:18:38.740 --> 00:18:40.740]  就好像外邦人一樣要有王
[00:18:40.740 --> 00:18:42.740]  但薩姆爾那時候說不行的
[00:18:42.740 --> 00:18:44.740]  應該由神權統治的
[00:18:44.740 --> 00:18:46.740]  當時薩姆爾某個程度
[00:18:46.740 --> 00:18:48.740]  是整個民族裡面的領袖
[00:18:48.740 --> 00:18:51.740]  但現在是要找另一個人來取代他
[00:18:51.740 --> 00:18:56.740]  而作為一個政治上的君王
[00:18:56.740 --> 00:19:00.740]  他行事常常是以君王的政治角度
[00:19:00.740 --> 00:19:03.740]  來看事情來做決定的
[00:19:03.740 --> 00:19:05.740]  宗教對他來說
[00:19:05.740 --> 00:19:08.740]  可能是放在一個次要的地位
[00:19:08.740 --> 00:19:10.740]  是一個嶄新的人物
[00:19:10.740 --> 00:19:12.740]  所以對薩姆爾來說
