
[00:00:00.000 --> 00:00:07.280]  各位弟兄姊妹平安 聖經向你說話
[00:06:37.800 --> 00:06:40.840]  講要去得應許之地
[00:06:40.840 --> 00:06:44.720]  這個加勒怎樣要求約書
[00:06:44.720 --> 00:06:48.680]  將一個很難打的地方賜給他
[00:06:48.680 --> 00:06:52.680]  而加勒這位八十五歲的老人家
[00:06:52.680 --> 00:06:54.360]  仍然充滿信心
[00:06:54.360 --> 00:06:55.320]  充滿力量
[00:06:55.320 --> 00:06:58.080]  他說當日我力量如何
[00:06:58.080 --> 00:07:01.280]  今天我仍然如何
[00:07:01.280 --> 00:07:03.560]  他向神求大事
[00:07:03.560 --> 00:07:06.040]  因爲他要爲神做大事
[00:07:06.040 --> 00:07:09.200]  他要將那幫的加勒底人
[00:07:09.200 --> 00:07:12.880]  一個很堅強的成一
[00:07:12.880 --> 00:07:15.080]  他要領取回來
[00:07:15.080 --> 00:07:18.040]  所以加勒事實成爲我們一個
[00:07:18.040 --> 00:07:19.440]  很大的激勵
[00:07:19.440 --> 00:07:23.440]  因爲他專心跟從耶和華
[00:07:23.440 --> 00:07:26.840]  然後最後由二十二到二十四
[00:07:26.840 --> 00:07:28.960]  是最後結束的部分
[00:07:28.960 --> 00:07:35.680]  講到約書他幾個最後的吩咐
[00:07:35.680 --> 00:07:42.000]  然後他們怎樣去保存應許地
[00:07:42.000 --> 00:07:47.600]  約書自己作了一個很好的例子
[00:07:47.600 --> 00:07:52.040]  他說:你們今天要選擇所侍奉的神
[00:07:52.040 --> 00:07:55.520]  他說:至於我和我家
[00:07:55.520 --> 00:07:59.320]  我們必定侍奉耶和華
[00:07:59.320 --> 00:08:02.280]  這段聖經成爲很多信徒
[00:08:02.280 --> 00:08:04.840]  很喜愛的一段聖經
[00:08:04.840 --> 00:08:09.760]  因爲約書他做了一個很好的選擇
[00:08:09.760 --> 00:08:12.760]  他選擇跟從神
[00:08:12.760 --> 00:08:15.040]  他選擇侍奉神
[00:08:15.040 --> 00:08:15.840]  各位
[00:08:15.840 --> 00:08:17.320]  我不知道你今天
[00:08:17.320 --> 00:08:19.840]  是不是同樣選擇跟從神
[00:08:19.840 --> 00:08:22.840]  選擇侍奉神
[00:08:22.840 --> 00:08:25.520]  所以這段書有幾個人物
[00:08:25.520 --> 00:08:28.160]  都給了我們很多的啓跡
[00:08:28.160 --> 00:08:31.520]  拉合、阿幹
[00:08:31.520 --> 00:08:35.640]  然後最後約書他自己一些的榜樣
[00:08:35.640 --> 00:08:39.680]  所以這段書有一個key word
[00:08:39.680 --> 00:08:43.720]  一個很關鍵的字眼就是征服
[00:08:43.720 --> 00:08:45.640]  他要征服這裏
[00:08:45.640 --> 00:08:47.440]  征服那裏
[00:08:47.440 --> 00:08:53.200]  另外一卷書是一個很重要的經文
[00:08:53.200 --> 00:08:56.000]  就是約書亞記一章八節
[00:08:56.000 --> 00:08:59.880]  是神對約書亞記的一個興許
[00:08:59.880 --> 00:09:02.360]  他說:我當日怎樣要摩西同在
[00:09:02.360 --> 00:09:04.480]  今天我與你同在
[00:09:04.480 --> 00:09:06.840]  我必與你一起去
[00:09:06.840 --> 00:09:10.760]  你必定可以得着這個艱險地
[00:09:10.760 --> 00:09:15.640]  所以是一個很寶貴的興許
[00:09:15.640 --> 00:09:21.320]  然後最後約書亞向全部百姓發出一個挑戰
[00:09:21.320 --> 00:09:23.840]  我今天怎樣納約
[00:09:23.840 --> 00:09:26.400]  你們也要向神納約
[00:09:26.400 --> 00:09:28.200]  守神的誡命
[00:09:28.200 --> 00:09:31.120]  去進入這個英雄之地
[00:09:31.120 --> 00:09:34.200]  其中第五章有個插曲
[00:09:34.200 --> 00:09:38.200]  約書亞遇見一個穿着軍裝的人
[00:09:38.200 --> 00:09:40.000]  他第一句就問:
[00:09:40.000 --> 00:09:42.800]  你來幫我們是幫敵人的
[00:09:42.800 --> 00:09:45.920]  我怎麼知道那個穿着軍裝的人說
[00:09:45.920 --> 00:09:48.200]  我又不是幫你,又不是幫敵人
[00:09:48.200 --> 00:09:53.480]  我乃是來做耶和華軍隊的元帥
[00:09:53.480 --> 00:09:57.200]  於是約書亞就向他下拜
[00:09:57.200 --> 00:10:01.760]  各位,原來今天耶和華要做我們的元帥
[00:10:01.760 --> 00:10:07.120]  讓我們將生命主權都交託給這位元帥
[00:10:07.120 --> 00:10:15.160]  他要帶我們,他要引我們過一個德性徵服敵人的人生
[00:10:15.160 --> 00:10:17.440]  求神使用你的生命
[00:10:17.440 --> 00:10:19.640]  你的生命可以見證他
[00:10:19.640 --> 00:10:24.160]  成爲一個德性爲主作見證的人生
[00:10:24.160 --> 00:10:25.880]  願天父祝福你
