
[00:00:00.000 --> 00:00:03.000]  我們新的季度又開始了
[00:12:36.300 --> 00:12:45.000]  也有可能是你的腹部太突出
[00:12:45.000 --> 00:12:45.900]  可以嗎
[00:12:45.900 --> 00:12:47.700]  可以吧
[00:12:47.700 --> 00:12:48.500]  好
[00:12:48.500 --> 00:12:50.000]  那你剛才蹲下身
[00:12:50.000 --> 00:12:50.800]  你蹲下身
[00:12:50.800 --> 00:12:52.800]  你的額頭貼著大腿
[00:12:52.800 --> 00:12:56.300]  你貼了多久
[00:12:56.300 --> 00:12:58.500]  貼了多久
[00:12:58.500 --> 00:12:59.000]  你說沒有
[00:12:59.000 --> 00:13:02.000]  因為貼不到
[00:13:02.000 --> 00:13:03.700]  因為貼不到所以沒有
[00:13:03.700 --> 00:13:05.600]  貼到的那些呢
[00:13:05.600 --> 00:13:07.500]  有沒有三秒
[00:13:07.500 --> 00:13:08.200]  有沒有三秒
[00:13:08.200 --> 00:13:10.000]  有沒有五秒
[00:13:10.000 --> 00:13:13.300]  有沒有十八秒
[00:13:13.300 --> 00:13:14.400]  等一等
[00:13:14.400 --> 00:13:17.700]  你剛才這個動作好像很簡單
[00:13:17.700 --> 00:13:20.700]  好像前一輪大家很開心
[00:13:20.700 --> 00:13:21.700]  因為大家坐了太久
[00:13:21.700 --> 00:13:24.400]  所以有些運動是好的
[00:13:24.400 --> 00:13:28.100]  但是原來這個女人去到那一天為止
[00:13:28.100 --> 00:13:33.800]  她這個姿態已經維持了十八年
[00:13:33.800 --> 00:13:35.100]  維持了十八年
[00:13:35.100 --> 00:13:36.400]  在她日常生活裡面
[00:13:36.400 --> 00:13:38.200]  她每一秒
[00:13:38.200 --> 00:13:43.800]  她的形態都是這樣
[00:13:43.800 --> 00:13:45.400]  這十八年裡面
[00:13:45.400 --> 00:13:48.100]  如果你看回她的生活
[00:13:48.100 --> 00:13:52.000]  她的生命一定是經歷很多很麻煩
[00:13:52.000 --> 00:13:55.700]  很不方便甚至是很痛苦的一些狀況
[00:13:55.700 --> 00:13:57.200]  但是這個女人很特別
[00:13:57.200 --> 00:13:59.600]  聖經告訴我們
[00:13:59.600 --> 00:14:03.400]  這個女人的病是來自哪裡
[00:14:03.400 --> 00:14:04.700]  是被鬼附
[00:14:04.700 --> 00:14:07.000]  是來自撒旦的作為
[00:14:07.000 --> 00:14:12.000]  是被邪靈令她的身體變成一個這樣的狀況
[00:14:12.000 --> 00:14:13.800]  所以這個壓制
[00:14:13.800 --> 00:14:15.500]  這個屬靈的壓制
[00:14:15.500 --> 00:14:17.700]  一直在這個女人的生命裡面
[00:14:17.700 --> 00:14:20.400]  已經十八年了
[00:14:20.400 --> 00:14:21.700]  但是這個女人
[00:14:21.700 --> 00:14:23.700]  你說她是什麼原因
[00:14:23.700 --> 00:14:27.600]  被邪靈壓制著呢
[00:14:27.600 --> 00:14:29.500]  其實這裡沒有說
[00:14:29.500 --> 00:14:32.100]  你說她是一個不認識神的人嗎
[00:14:32.100 --> 00:14:33.600]  她又不是
[00:14:33.600 --> 00:14:35.900]  你看到她在哪裡嗎
[00:14:35.900 --> 00:14:37.300]  她在會堂
[00:14:37.300 --> 00:14:40.400]  會堂是什麼地方來的呢
[00:14:40.400 --> 00:14:41.800]  會堂就是因為
[00:14:41.800 --> 00:14:43.600]  以色列也算是大的
[00:14:43.600 --> 00:14:46.100]  聖殿就在耶路撒冷
[00:14:46.100 --> 00:14:48.900]  但是不會每個人都去
[00:14:48.900 --> 00:14:51.900]  周不時會去耶路撒冷 其實是很遠的
[00:14:51.900 --> 00:14:54.300]  去那裡獻祭 敬拜
[00:14:54.300 --> 00:14:56.100]  這樣做這些事情
[00:14:56.100 --> 00:14:58.600]  所以那些地方就會因應
[00:14:58.600 --> 00:15:00.500]  有足夠的藍丁的數目
[00:15:00.500 --> 00:15:02.900]  就會建立會堂在那裡
[00:15:02.900 --> 00:15:05.800]  讓那裡的人可以去那裡
[00:15:05.800 --> 00:15:07.500]  敬拜神
[00:15:07.500 --> 00:15:10.100]  聽拉比在那裡教訓
[00:15:10.100 --> 00:15:12.100]  教訓聖經的說話
[00:15:12.100 --> 00:15:13.200]  所以這個女人
[00:15:13.200 --> 00:15:14.600]  現在在會堂裡面
[00:15:14.600 --> 00:15:16.800]  其實她也是
[00:15:16.800 --> 00:15:20.700]  在聽耶穌的教訓
[00:15:20.700 --> 00:15:22.400]  所以其實某個程度
[00:15:22.400 --> 00:15:24.200]  她也是一個認識神
[00:15:24.200 --> 00:15:26.100]  甚至都算是幾
[00:15:26.100 --> 00:15:28.700]  委身幾敬虔的人
[00:15:28.700 --> 00:15:29.500]  是不是
[00:15:29.500 --> 00:15:30.700]  但是你會看
[00:15:30.700 --> 00:15:33.100]  她的病一直在她生命裡面
[00:15:33.100 --> 00:15:34.600]  是沒有人
[00:15:34.600 --> 00:15:36.400]  不知道是沒有人處理過
[00:15:36.400 --> 00:15:39.300]  還是沒有人能夠處理到
[00:15:39.300 --> 00:15:40.200]  來到這裡
[00:15:40.200 --> 00:15:41.100]  來到這一天
[00:15:41.100 --> 00:15:43.000]  其實她病18年
[00:15:43.000 --> 00:15:45.400]  的折數是折到這一天
[00:15:45.400 --> 00:15:48.300]  如果她沒有遇見耶穌的話
[00:15:48.300 --> 00:15:51.100]  這個日子是不止18年
[00:15:51.100 --> 00:15:52.800]  她沒有遇見耶穌的話
[00:15:52.800 --> 00:15:54.700]  她被壓制的日子
[00:15:54.700 --> 00:15:58.300]  是應該會更長
[00:15:58.300 --> 00:16:00.100]  第一樣我想說的是什麼呢
[00:16:00.100 --> 00:16:02.300]  就是當這個這麼特別的
[00:16:02.300 --> 00:16:04.500]  狀況的女人來到會堂
[00:16:04.500 --> 00:16:09.400]  耶穌當時是在會堂裡面教訓人
[00:16:09.400 --> 00:16:11.800]  但是耶穌一見到這個女人
[00:16:11.800 --> 00:16:13.700]  其實祂的回應是怎麼樣呢
[00:16:13.700 --> 00:16:15.600]  我們看看聖經怎麼說
[00:16:15.600 --> 00:16:18.500]  第十二節
[00:16:18.500 --> 00:16:19.400]  第十二節怎麼說呢
[00:16:19.400 --> 00:16:20.700]  耶穌看見
[00:16:20.700 --> 00:16:22.300]  便叫過她來
[00:16:22.300 --> 00:16:23.200]  對她說
[00:16:23.200 --> 00:16:24.000]  女人
[00:16:24.000 --> 00:16:25.900]  你脫離這病了
[00:16:25.900 --> 00:16:28.200]  於是用兩隻手按著她
[00:16:28.200 --> 00:16:29.700]  她立刻
[00:16:29.700 --> 00:16:32.500]  直起腰來
[00:16:32.500 --> 00:16:34.100]  耶穌的回應
[00:16:34.100 --> 00:16:34.800]  祂的反應
[00:16:34.800 --> 00:16:36.400]  祂的行動是什麼呢
[00:16:36.400 --> 00:16:37.600]  就是當祂見到一個
[00:16:37.600 --> 00:16:39.000]  這麼有需要的人
[00:16:39.000 --> 00:16:41.200]  當祂見到一個這麼有需要的女人
[00:16:41.200 --> 00:16:42.200]  病了18年了
[00:16:42.200 --> 00:16:43.300]  耶穌知道的
[00:16:43.300 --> 00:16:45.200]  而且耶穌知道她的狀況
[00:16:45.200 --> 00:16:47.300]  是因為背後那個屬靈的
[00:16:47.300 --> 00:16:49.800]  邪靈的壓制
[00:16:49.800 --> 00:16:50.700]  然後
[00:16:50.700 --> 00:16:52.200]  耶穌就放下
[00:16:52.200 --> 00:16:54.700]  祂教訓人的那個行動
[00:16:54.700 --> 00:16:55.700]  那個工作
[00:16:55.700 --> 00:16:57.300]  去祝福
[00:16:57.300 --> 00:16:58.900]  祝福這個女人
[00:16:58.900 --> 00:17:00.000]  叫這個女人
[00:17:00.000 --> 00:17:00.900]  能夠得釋放
[00:17:00.900 --> 00:17:02.400]  得意志
[00:17:02.400 --> 00:17:04.400]  我的體會
[00:17:04.400 --> 00:17:07.100]  耶穌教訓人不是不好的事情
[00:17:07.100 --> 00:17:08.600]  是好的事情
[00:17:08.600 --> 00:17:09.800]  但是祂看見
[00:17:09.800 --> 00:17:12.500]  人那個需要的緊急程度
[00:17:12.500 --> 00:17:13.900]  那個重要性
[00:17:13.900 --> 00:17:16.300]  不是說教導人不重要
[00:17:16.300 --> 00:17:18.200]  但是在那個場合裏面
[00:17:18.200 --> 00:17:19.700]  當耶穌見到這個女人
[00:17:19.700 --> 00:17:21.400]  知道她的狀況的時候
[00:17:21.400 --> 00:17:23.800]  祂的立即的行動
[00:17:23.800 --> 00:17:26.100]  不是再去繼續教訓人
[00:17:26.100 --> 00:17:28.100]  而是去處理了
[00:17:28.100 --> 00:17:29.100]  去祝福了
[00:17:29.100 --> 00:17:32.600]  去醫治了這個女人的狀況
[00:17:32.600 --> 00:17:34.900]  我體會耶穌是一個
[00:17:34.900 --> 00:17:37.100]  很關切
[00:17:37.100 --> 00:17:39.800]  人的需要的一個神
[00:17:39.800 --> 00:17:40.900]  祂特別
[00:17:40.900 --> 00:17:43.500]  是很願意人能夠從
[00:17:43.500 --> 00:17:44.800]  屬靈的壓制裏面
[00:17:44.800 --> 00:17:46.900]  被釋放出來
[00:17:46.900 --> 00:17:47.800]  除了這個例子
[00:17:47.800 --> 00:17:49.400]  除了這個女人
[00:17:49.400 --> 00:17:50.800]  我不知道你有沒有想起
[00:17:50.800 --> 00:17:52.000]  聖經其他的地方
[00:17:52.000 --> 00:17:54.500]  都有講相類似的事情
[00:17:54.500 --> 00:17:56.300]  我第一個想起的是
[00:17:56.300 --> 00:17:57.300]  格拉森
[00:17:57.300 --> 00:18:00.100]  那個被鬼附的人
[00:18:00.100 --> 00:18:01.800]  如果大家有讀過這個
[00:18:01.800 --> 00:18:03.100]  聖經的片段
[00:18:03.100 --> 00:18:04.500]  你會記得
[00:18:04.500 --> 00:18:06.600]  格拉森那個被鬼附的人
[00:18:06.600 --> 00:18:11.000]  其實是沒有人敢走到他身邊的
[00:18:11.000 --> 00:18:12.500]  他是怎樣的
[00:18:12.500 --> 00:18:14.000]  他是怎樣的
[00:18:14.000 --> 00:18:18.000]  他是被人扔到村以外的地方
[00:18:18.000 --> 00:18:20.600]  好像是一個墳墓的地方
[00:18:20.600 --> 00:18:22.700]  他在那裏居住
[00:18:22.700 --> 00:18:25.900]  那些人打算用鐵鏈鎖住他
[00:18:25.900 --> 00:18:28.300]  因為怕他亂來
[00:18:28.300 --> 00:18:30.100]  但是鎖不住的
[00:18:30.100 --> 00:18:31.100]  鎖不住的
[00:18:31.100 --> 00:18:33.300]  很大力他連鐵鏈都會爭斷的
[00:18:33.300 --> 00:18:35.300]  又喊又叫
[00:18:35.300 --> 00:18:37.500]  所以整個景象你會發覺
[00:18:37.500 --> 00:18:41.100]  全條村的人是沒有人敢走過去
[00:18:41.100 --> 00:18:43.100]  去祝福他的
[00:18:43.100 --> 00:18:44.000]  兄弟姐妹
[00:18:44.000 --> 00:18:45.600]  有一天如果你見到一個這樣的人
[00:18:45.600 --> 00:18:46.400]  我不知道你有沒有見過
