
[00:00:00.000 --> 00:00:03.740]  今年是2018年
[00:01:59.760 --> 00:02:02.760]  我們成為了新造的人
[00:02:02.760 --> 00:02:03.760]  弟兄姊妹
[00:02:03.760 --> 00:02:06.760]  聖經裏面其實有很多新的概念
[00:02:06.760 --> 00:02:10.760]  我們的神是喜歡創新的神
[00:02:10.760 --> 00:02:13.760]  而今天當我們看回這段經文
[00:02:13.760 --> 00:02:16.760]  以塞瓦書43章14到21節的時候
[00:02:16.760 --> 00:02:18.760]  我們就很清楚看到
[00:02:18.760 --> 00:02:22.760]  神又在歷史裏面作一件新的事
[00:02:22.760 --> 00:02:24.760]  第十九節很清楚說
[00:02:24.760 --> 00:02:26.760]  我要作一件新事
[00:02:26.760 --> 00:02:29.760]  如今要發現
[00:02:29.760 --> 00:02:32.760]  所以你發現神往往在不同的年代
[00:02:32.760 --> 00:02:35.760]  不同的階段裏面都做一件新的事
[00:02:35.760 --> 00:02:38.760]  讓我們去思考這樣
[00:02:38.760 --> 00:02:41.760]  當然當講到新的時候
[00:02:41.760 --> 00:02:43.760]  就一定相對有舊的事
[00:02:43.760 --> 00:02:46.760]  突然間神說要新的事的時候
[00:02:46.760 --> 00:02:49.760]  即是說有一些舊的事出現過
[00:02:49.760 --> 00:02:54.760]  我們就會想究竟是一件甚麼舊的事呢?
[00:02:54.760 --> 00:02:56.760]  在經文裏面有沒有反映出來
[00:02:56.760 --> 00:02:59.760]  神都做過一些舊有的事呢?
[00:02:59.760 --> 00:03:02.760]  如果我們細心看回這段經文的時候
[00:03:02.760 --> 00:03:04.760]  你會發現是有的
[00:03:04.760 --> 00:03:07.760]  當我們來看第十六節和第十七節的時候
[00:03:07.760 --> 00:03:09.760]  這就是一件舊的事
[00:03:09.760 --> 00:03:12.760]  這是一個歷史事跡的描述
[00:03:12.760 --> 00:03:15.760]  是過往發生過的事
[00:03:15.760 --> 00:03:18.760]  十六、十七節那裏怎樣讀?怎樣說?
[00:03:18.760 --> 00:03:20.760]  大家看回聖經
[00:03:20.760 --> 00:03:25.760]  耶和華在滄海中開渡,在大水中開籠
[00:03:25.760 --> 00:03:29.760]  使車輛、馬匹、軍兵、勇士都出來
[00:03:29.760 --> 00:03:32.760]  一同躺下,不再起來
[00:03:32.760 --> 00:03:37.760]  他們滅沒,好像熄滅的燈火
[00:03:37.760 --> 00:03:39.760]  當我們讀完這兩節
[00:03:39.760 --> 00:03:43.760]  你會想起以色列人的甚麼歷史事跡?
[00:03:43.760 --> 00:03:46.760]  出埃及記
[00:03:46.760 --> 00:03:49.760]  就是摩西帶領以色列人離開埃及
[00:03:49.760 --> 00:03:52.760]  來到新的地方
[00:03:52.760 --> 00:03:54.760]  當他們離開的時候
[00:03:54.760 --> 00:03:56.760]  大家知道埃及的法老
[00:03:56.760 --> 00:03:58.760]  法老王是不容許的
[00:03:58.760 --> 00:04:00.760]  所以當他們一路走的時候
[00:04:00.760 --> 00:04:01.760]  他就很想怎樣?
[00:04:01.760 --> 00:04:03.760]  是要抓他們回來
[00:04:03.760 --> 00:04:04.760]  去追殺他們
[00:04:04.760 --> 00:04:07.760]  一路走一路走,後有追兵
[00:04:07.760 --> 00:04:10.760]  然後當他們走到紅海的時候就慘了
[00:04:10.760 --> 00:04:11.760]  沒有路可走
[00:04:11.760 --> 00:04:13.760]  前無去路,後有追兵
[00:04:13.760 --> 00:04:15.760]  想著真的死定了
[00:04:15.760 --> 00:04:17.760]  但是神就在這個時候
[00:04:17.760 --> 00:04:19.760]  干預、參與
[00:04:19.760 --> 00:04:22.760]  來做出一件很奇妙的事
[00:04:22.760 --> 00:04:23.760]  是甚麼事?
[00:04:23.760 --> 00:04:26.760]  就是讓這些子民
[00:04:26.760 --> 00:04:29.760]  走過紅海
[00:04:29.760 --> 00:04:32.760]  突然間水是分開兩邊的
[00:04:32.760 --> 00:04:36.760]  所以在第16節就描述他們在滄海中
[00:04:36.760 --> 00:04:39.760]  來到開渡,在大水中來開路
[00:04:39.760 --> 00:04:40.760]  是開出這條路
[00:04:40.760 --> 00:04:42.760]  讓他們可以走
[00:04:42.760 --> 00:04:44.760]  然後我們知道當他們一路走的時候
[00:04:44.760 --> 00:04:46.760]  慢慢去到對岸的時候
[00:04:46.760 --> 00:04:48.760]  那些追兵就來了
[00:04:48.760 --> 00:04:49.760]  然後他們又走下去
[00:04:49.760 --> 00:04:51.760]  不過當所有以色列人上岸之後
[00:04:51.760 --> 00:04:53.760]  然後那些水就怎樣?
[00:04:53.760 --> 00:04:54.760]  復合
[00:04:54.760 --> 00:04:57.760]  所以這裡就講到那些馬匹、軍兵、勇士
[00:04:57.760 --> 00:04:58.760]  都躺下來
[00:04:58.760 --> 00:05:00.760]  滅沒了,好像滅沒的燈火一樣
[00:05:00.760 --> 00:05:03.760]  就講到一件這樣的事蹟
[00:05:03.760 --> 00:05:07.760]  埃及的兵都死了
[00:05:07.760 --> 00:05:09.760]  所以當這裡描述的時候
[00:05:09.760 --> 00:05:12.760]  是在講一件舊的事
[00:05:12.760 --> 00:05:13.760]  是一件舊的事
[00:05:13.760 --> 00:05:18.760]  是發生在幾百年前的事
[00:05:18.760 --> 00:05:20.760]  然後他講完之後
[00:05:20.760 --> 00:05:21.760]  在第19節就說
[00:05:21.760 --> 00:05:24.760]  我要做一件新事
[00:05:24.760 --> 00:05:26.760]  他講完舊事之後
[00:05:26.760 --> 00:05:27.760]  然後神就說
[00:05:27.760 --> 00:05:31.760]  現在我要做一件新的事情
[00:05:31.760 --> 00:05:33.760]  究竟是一件什麼新的事情呢?
[00:05:33.760 --> 00:05:35.760]  對當時的以色列人來說
[00:05:35.760 --> 00:05:38.760]  這是一件什麼新的事情呢?
[00:05:38.760 --> 00:05:39.760]  如果我們留意經文
[00:05:39.760 --> 00:05:40.760]  我們就知道
[00:05:40.760 --> 00:05:43.760]  當爾塞亞來講出這些預言
[00:05:43.760 --> 00:05:44.760]  這些說話的時候
[00:05:44.760 --> 00:05:48.760]  以色列人是處身在一種什麼的境況裡面呢?
[00:05:48.760 --> 00:05:50.760]  我們可以知道的就是
[00:05:50.760 --> 00:05:54.760]  當時的以色列人其實是亡了國的
[00:05:54.760 --> 00:05:57.760]  當時他們是住在巴比倫
[00:05:57.760 --> 00:05:59.760]  這個地方是被擄了去巴比倫
[00:05:59.760 --> 00:06:01.760]  神有懲罰臨在他們身上
[00:06:01.760 --> 00:06:02.760]  被擄了去巴比倫
[00:06:02.760 --> 00:06:03.760]  而且不是一年半了
[00:06:03.760 --> 00:06:04.760]  是很多年很多年
[00:06:04.760 --> 00:06:06.760]  所以對他們來說是怎樣呢?
[00:06:06.760 --> 00:06:08.760]  是一個國破家亡的時代
[00:06:08.760 --> 00:06:09.760]  是沒有盼望的時代
[00:06:09.760 --> 00:06:11.760]  是很悲慘的時代
[00:06:11.760 --> 00:06:12.760]  然後就在這個時候
[00:06:12.760 --> 00:06:13.760]  神就告訴他們
[00:06:13.760 --> 00:06:16.760]  我要做一件新的事情
[00:06:16.760 --> 00:06:17.760]  做一件新的事情
[00:06:17.760 --> 00:06:19.760]  所以在十九二十節那裡
[00:06:19.760 --> 00:06:21.760]  就開始描述這件新的事情是怎樣
[00:06:21.760 --> 00:06:25.760]  十六十七節是說出一些舊的事情是怎樣
[00:06:25.760 --> 00:06:28.760]  然後第十九節就說出新的事情
[00:06:28.760 --> 00:06:30.760]  「看!我要做一件新的事情
[00:06:30.760 --> 00:06:31.760]  如今要發言
[00:06:31.760 --> 00:06:32.760]  你們豈不知道嗎?
[00:06:32.760 --> 00:06:34.760]  我必在曠野開道路
[00:06:34.760 --> 00:06:36.760]  在沙漠開江河
[00:06:36.760 --> 00:06:38.760]  野地的走獸必尊重我
[00:06:38.760 --> 00:06:40.760]  野狗和鴕鳥也必如此
[00:06:40.760 --> 00:06:42.760]  因我使曠野有水
[00:06:42.760 --> 00:06:43.760]  使沙漠有河
[00:06:43.760 --> 00:06:47.760]  好似給我的百姓我的選民喝」
[00:06:47.760 --> 00:06:49.760]  這個就是一件新的事情
[00:06:49.760 --> 00:06:53.760]  但是這裡的經文說的是什麼呢?
[00:06:53.760 --> 00:06:55.760]  這裡的經文所說的就是
[00:06:55.760 --> 00:06:58.760]  神要將以色列人
[00:06:58.760 --> 00:07:00.760]  在巴比倫這個地方
[00:07:00.760 --> 00:07:02.760]  再一次帶回去巴勒斯坦
[00:07:02.760 --> 00:07:05.760]  他們原來的家鄉的地方
[00:07:05.760 --> 00:07:08.760]  為什麼我們會覺得有這樣的意思呢?
[00:07:08.760 --> 00:07:09.760]  因為我們知道
[00:07:09.760 --> 00:07:10.760]  在巴比倫這個地方
[00:07:10.760 --> 00:07:11.760]  和巴勒斯坦這個地方
[00:07:11.760 --> 00:07:14.760]  在地域上中間是有曠野
[00:07:14.760 --> 00:07:16.760]  和有沙漠的
[00:07:16.760 --> 00:07:18.760]  然後神就突然間說
[00:07:18.760 --> 00:07:19.760]  「你豈不知道嗎?
[00:07:19.760 --> 00:07:20.760]  我必在曠野開道路
[00:07:20.760 --> 00:07:22.760]  在沙漠開江河」
[00:07:22.760 --> 00:07:24.760]  意思就是說
[00:07:24.760 --> 00:07:25.760]  我要開一條道路
[00:07:25.760 --> 00:07:28.760]  你就可以在巴比倫這個地方
[00:07:28.760 --> 00:07:31.760]  有路讓你回去巴勒斯坦這個地方
[00:07:31.760 --> 00:07:32.760]  而且沿路有江河
[00:07:32.760 --> 00:07:33.760]  意思是怎樣呢?
[00:07:33.760 --> 00:07:35.760]  你可以飲水
[00:07:35.760 --> 00:07:36.760]  恢復體力
[00:07:36.760 --> 00:07:38.760]  繼續有得走
[00:07:38.760 --> 00:07:40.760]  神是有供應的
[00:07:40.760 --> 00:07:42.760]  不單止為你開出一條路徑
[00:07:42.760 --> 00:07:43.760]  讓你可以走
[00:07:43.760 --> 00:07:46.760]  並且讓我們有活力
[00:07:46.760 --> 00:07:49.760]  讓我們有力量奔跑
[00:07:49.760 --> 00:07:51.760]  所以就是這樣說出這番話
[00:07:51.760 --> 00:07:52.760]  讓他們知道
[00:07:52.760 --> 00:07:54.760]  你們不需要再停留在巴比倫
[00:07:54.760 --> 00:07:56.760]  一個秘魯的時代
[00:07:56.760 --> 00:07:59.760]  而是有一個新的日子等候你們
[00:07:59.760 --> 00:08:02.760]  我們再看回第十四節就更加清楚
[00:08:02.760 --> 00:08:03.760]  第十四節的時候
[00:08:03.760 --> 00:08:05.760]  神一開始怎樣說呢?
[00:08:05.760 --> 00:08:06.760]  說到以色列聖者說
[00:08:06.760 --> 00:08:08.760]  「因你們的緣故」
[00:08:08.760 --> 00:08:09.760]  即是為了以色列民
[00:08:09.760 --> 00:08:12.760]  「我已經打發人到巴比倫去」
[00:08:12.760 --> 00:08:15.760]  「並且我要使迦勒底人如逃民」
[00:08:15.760 --> 00:08:19.760]  「都坐自己的喜樂的船下來」
[00:08:19.760 --> 00:08:21.760]  神打發人去到巴比倫
[00:08:21.760 --> 00:08:22.760]  就是拯救他們
[00:08:22.760 --> 00:08:25.760]  讓他們能夠逃脫
[00:08:25.760 --> 00:08:27.760]  而那些迦勒底人就失敗了
[00:08:27.760 --> 00:08:29.760]  所以他們逃脫了
[00:08:29.760 --> 00:08:31.760]  而且他們都坐自己喜樂的船下來
[00:08:31.760 --> 00:08:32.760]  即是要逃人
[00:08:32.760 --> 00:08:34.760]  為甚麼叫做喜樂的船呢?
[00:08:34.760 --> 00:08:36.760]  因為原來過去他們很喜歡坐船
[00:08:36.760 --> 00:08:38.760]  是很歡喜快樂的
[00:08:38.760 --> 00:08:39.760]  用來慶祝的
[00:08:39.760 --> 00:08:42.760]  但現在他們都是坐這些喜樂的船
[00:08:42.760 --> 00:08:43.760]  但這次再不是歡喜快樂
[00:08:43.760 --> 00:08:45.760]  是逃難
[00:08:45.760 --> 00:08:47.760]  是因為神動了大能
[00:08:47.760 --> 00:08:48.760]  拯救他們的子民
[00:08:48.760 --> 00:08:50.760]  逃離巴比倫
[00:08:50.760 --> 00:08:53.760]  回到巴勒斯坦這個家鄉
[00:08:53.760 --> 00:08:54.760]  他們的祖國
[00:08:54.760 --> 00:08:56.760]  是沿路有路徑
[00:08:56.760 --> 00:08:59.760]  有水來供應他們
[00:08:59.760 --> 00:09:02.760]  這就是神的說話
[00:09:02.760 --> 00:09:04.760]  神對以色列來說
[00:09:04.760 --> 00:09:06.760]  這件新的事情
[00:09:06.760 --> 00:09:07.760]  而事實上
[00:09:07.760 --> 00:09:13.760]  神早已在耶利米蘇第23章第7第8節
[00:09:13.760 --> 00:09:16.760]  一早就預言了有這件事
[00:09:16.760 --> 00:09:20.760]  神會再一次帶他們回去
[00:09:20.760 --> 00:09:23.760]  不只是出埃及的時候這麼簡單
[00:09:23.760 --> 00:09:26.760]  現在可以說是一個新的出埃及記
[00:09:26.760 --> 00:09:28.760]  帶領他們離開巴比倫
[00:09:28.760 --> 00:09:31.760]  去到巴勒斯坦祖國的地方
[00:09:31.760 --> 00:09:34.760]  所以這就是一件新的事
[00:09:34.760 --> 00:09:36.760]  如果你是當時的以色列人
[00:09:36.760 --> 00:09:37.760]  處身在巴比倫
[00:09:37.760 --> 00:09:39.760]  在一個這麼艱苦的日子裡
[00:09:39.760 --> 00:09:40.760]  你會怎麼想
[00:09:40.760 --> 00:09:42.760]  你是不是很開心
[00:09:42.760 --> 00:09:44.760]  原先我們覺得前路是黑暗的
[00:09:44.760 --> 00:09:46.760]  是沒有路可走的
[00:09:46.760 --> 00:09:47.760]  是很悲慘的
[00:09:47.760 --> 00:09:49.760]  但突然間神說話
[00:09:49.760 --> 00:09:50.760]  如今要發現
[00:09:50.760 --> 00:09:53.760]  我們可能不是很明白是什麼意思
[00:09:53.760 --> 00:09:55.760]  第19節的意思是
[00:09:55.760 --> 00:09:56.760]  展示出來
[00:09:56.760 --> 00:09:58.760]  我要有一件新的事
[00:09:58.760 --> 00:10:02.760]  展示出來讓你知道
[00:10:02.760 --> 00:10:06.760]  神就是這樣來鼓勵他們
[00:10:06.760 --> 00:10:10.760]  所以讓我們知道
[00:10:10.760 --> 00:10:13.760]  神是可以做新的事
[00:10:13.760 --> 00:10:15.760]  如果我們是處身在其中
[00:10:15.760 --> 00:10:17.760]  我們一定會很開心很快樂
[00:10:17.760 --> 00:10:20.760]  因為在黑暗中我們見到光明
[00:10:20.760 --> 00:10:22.760]  見到有路可以走
[00:10:22.760 --> 00:10:24.760]  而且當我們奔跑這個道路的時候
[00:10:24.760 --> 00:10:26.760]  不會乏力不會半途而廢
[00:10:26.760 --> 00:10:29.760]  是因為有上帝的水供應我們的時候
[00:10:29.760 --> 00:10:31.760]  我們可以繼續奔跑下去
[00:10:31.760 --> 00:10:34.760]  神就是這樣跟昔日的以色列人說
[00:10:34.760 --> 00:10:36.760]  我相信這些話語
[00:10:36.760 --> 00:10:38.760]  也可以在今天裡面應用在
[00:10:38.760 --> 00:10:41.760]  我們每一個屬主的人的身上
[00:10:41.760 --> 00:10:43.760]  所有屬主的群體
[00:10:43.760 --> 00:10:44.760]  都可以在神的裡面
[00:10:44.760 --> 00:10:46.760]  得到這個盼望
[00:10:46.760 --> 00:10:49.760]  這個出路和活力
[00:10:49.760 --> 00:10:51.760]  這個我想我們都很期盼的事
[00:10:51.760 --> 00:10:54.760]  不過頂姐妹我們需要留意一件事
[00:10:54.760 --> 00:10:57.760]  我們需要很完整地去看回這段經文
[00:10:57.760 --> 00:11:00.760]  剛才我們說了十六十七節
[00:11:00.760 --> 00:11:03.760]  又說了十九二十節
[00:11:03.760 --> 00:11:06.760]  但是大家千萬不要忽略有一節
[00:11:06.760 --> 00:11:10.760]  而且我相信這個是更重要的一節
[00:11:10.760 --> 00:11:13.760]  就是當我們要迎接這個新的道路
[00:11:13.760 --> 00:11:16.760]  新的階段新的發展的時候
[00:11:16.760 --> 00:11:20.760]  我們要怎樣看回舊有的事呢
[00:11:20.760 --> 00:11:24.760]  神在這裡有沒有提醒祂的子民
[00:11:24.760 --> 00:11:27.760]  怎樣用什麼態度去看回舊有的事呢
[00:11:27.760 --> 00:11:29.760]  我們看到第十八節
[00:11:29.760 --> 00:11:30.760]  神就說出這件事
[00:11:30.760 --> 00:11:33.760]  而真是令我們有些驚訝的
[00:11:33.760 --> 00:11:35.760]  不過神真是這樣說
[00:11:35.760 --> 00:11:36.760]  大家看回第十八節
[00:11:36.760 --> 00:11:40.760]  當祂說完這些十六十七節的舊有的事
[00:11:40.760 --> 00:11:42.760]  很轟烈的舊有的事的時候
[00:11:42.760 --> 00:11:44.760]  接著十八節要說什麼
[00:11:44.760 --> 00:11:46.760]  耶和華如此說
[00:11:46.760 --> 00:11:50.760]  你們不要紀念從前的事
[00:11:50.760 --> 00:11:53.760]  也不要思想古時的事
[00:11:53.760 --> 00:11:55.760]  從前的事古時的事
[00:11:55.760 --> 00:11:57.760]  就是指向十六十七節的
[00:11:57.760 --> 00:12:00.760]  出埃及的事來的
[00:12:00.760 --> 00:12:01.760]  是不是
[00:12:01.760 --> 00:12:02.760]  神突然間這樣說
[00:12:02.760 --> 00:12:04.760]  我真是拗了頭
[00:12:04.760 --> 00:12:05.760]  拗了頭
[00:12:05.760 --> 00:12:06.760]  為什麼會這樣說
[00:12:06.760 --> 00:12:08.760]  神下你過去不是提醒我們
[00:12:08.760 --> 00:12:09.760]  要寫好律例典章
[00:12:09.760 --> 00:12:12.760]  要記得這個守禦節嗎
[00:12:12.760 --> 00:12:15.760]  守禦節紀念你帶領我們脫離埃及人的手
[00:12:15.760 --> 00:12:17.760]  然後帶領我們去新的道路
[00:12:17.760 --> 00:12:20.760]  一定要記得記得又記得
[00:12:20.760 --> 00:12:22.760]  但是為什麼突然間來到這個時候
[00:12:22.760 --> 00:12:23.760]  第十八節神告訴我們
[00:12:23.760 --> 00:12:24.760]  不要紀念祂
[00:12:24.760 --> 00:12:26.760]  不要再思想祂
[00:12:26.760 --> 00:12:27.760]  放下祂
[00:12:27.760 --> 00:12:29.760]  真是令我們很難去明白
[00:12:29.760 --> 00:12:30.760]  是不是
[00:12:30.760 --> 00:12:32.760]  怎麼去了解呢
[00:12:32.760 --> 00:12:34.760]  可以有兩方面
[00:12:34.760 --> 00:12:35.760]  第一種的了解
[00:12:35.760 --> 00:12:38.760]  就是我們所說的文學上的誇張法
[00:12:38.760 --> 00:12:41.760]  我想如果有讀語文的人可能都知道
[00:12:41.760 --> 00:12:43.760]  文學上的誇張法
[00:12:43.760 --> 00:12:46.760]  就是用一種誇張的強烈的對比
[00:12:46.760 --> 00:12:48.760]  來凸顯另一種的意思
[00:12:48.760 --> 00:12:50.760]  所以在這裡的意思就是說
[00:12:50.760 --> 00:12:53.760]  你不要再記這些舊事
[00:12:53.760 --> 00:12:55.760]  是要凸顯那種新的事情
[00:12:55.760 --> 00:12:56.760]  那種的重要性
[00:12:56.760 --> 00:12:58.760]  既然是要凸顯那種重要性
[00:12:58.760 --> 00:12:59.760]  於是用一種強烈的對比
[00:12:59.760 --> 00:13:01.760]  就是不要再記這些東西了
[00:13:01.760 --> 00:13:03.760]  所以在文學上表達
[00:13:03.760 --> 00:13:05.760]  不過是幫我們去看重那個新的事
[00:13:05.760 --> 00:13:06.760]  這是一個含義
[00:13:06.760 --> 00:13:09.760]  但是除此之外還有另一個含義
[00:13:09.760 --> 00:13:13.760]  就是說原來新的事真是很美好的
[00:13:13.760 --> 00:13:15.760]  當它真的出現的時候
[00:13:15.760 --> 00:13:18.760]  舊的事就已經是失色的了
[00:13:18.760 --> 00:13:19.760]  失去光彩
[00:13:19.760 --> 00:13:20.760]  而且這些舊的事
[00:13:20.760 --> 00:13:22.760]  已經是咸豐年代的事了
[00:13:22.760 --> 00:13:23.760]  沒錯
[00:13:23.760 --> 00:13:25.760]  在那個年代出埃及真是很轟烈
[00:13:25.760 --> 00:13:26.760]  很偉大
[00:13:26.760 --> 00:13:27.760]  很厲害
[00:13:27.760 --> 00:13:28.760]  神的大能的指示很好
[00:13:28.760 --> 00:13:30.760]  但是都幾百年前的事了
[00:13:30.760 --> 00:13:32.760]  所以現在有新的事出現的時候
[00:13:32.760 --> 00:13:34.760]  這件新的事就是
[00:13:34.760 --> 00:13:36.760]  神的大能的顯然是更偉大的
[00:13:36.760 --> 00:13:38.760]  所以當這樣說的時候
[00:13:38.760 --> 00:13:39.760]  就是要表達
[00:13:39.760 --> 00:13:42.760]  我們要聚焦在新的事情
[00:13:42.760 --> 00:13:45.760]  因為神現在就要作供
[00:13:45.760 --> 00:13:46.760]  是這樣的意思
[00:13:46.760 --> 00:13:48.760]  所以我們要讀這段經文的時候
[00:13:48.760 --> 00:13:52.760]  要能夠比較明白掌握那個意思
[00:13:52.760 --> 00:13:53.760]  但是沒錯
[00:13:53.760 --> 00:13:55.760]  神在這裡是很清楚地提醒
[00:13:55.760 --> 00:13:56.760]  神的指紋
[00:13:56.760 --> 00:13:59.760]  當要期待有新的事情發展的時候
[00:13:59.760 --> 00:14:02.760]  我們期待新的事要展示的時候
[00:14:02.760 --> 00:14:07.760]  我們要勇於擺脫舊有的事
[00:14:07.760 --> 00:14:10.760]  要勇於擺脫舊有的事
[00:14:10.760 --> 00:14:12.760]  我們不要再緬懷過去
[00:14:12.760 --> 00:14:14.760]  不要再沉迷在其中
[00:14:14.760 --> 00:14:17.760]  我們好像保羅在新約裡面說八個字
[00:14:17.760 --> 00:14:19.760]  大家記不記得
[00:14:19.760 --> 00:14:21.760]  忘記背後
[00:14:21.760 --> 00:14:23.760]  努力面前
[00:14:23.760 --> 00:14:25.760]  就是一個這樣的意思
[00:14:25.760 --> 00:14:27.760]  所以神在這裡就是這樣提醒伊斯利文
[00:14:27.760 --> 00:14:31.760]  我為你有一個新的道路
[00:14:31.760 --> 00:14:32.760]  會加你活力
[00:14:32.760 --> 00:14:33.760]  會給你有路徑
[00:14:33.760 --> 00:14:34.760]  回去
[00:14:34.760 --> 00:14:36.760]  但是你要記得一件事
[00:14:36.760 --> 00:14:40.760]  不要再想起以前的事
[00:14:40.760 --> 00:14:42.760]  並且當我們看第十五節
[00:14:42.760 --> 00:14:44.760]  和第十二十一節的時候
[00:14:44.760 --> 00:14:45.760]  我們更加發現
[00:14:45.760 --> 00:14:47.760]  神特別地去強調有
[00:14:47.760 --> 00:14:50.760]  創造和做這個字
[00:14:50.760 --> 00:14:51.760]  是不是
[00:14:51.760 --> 00:14:52.760]  創造
[00:14:52.760 --> 00:14:55.760]  耶和華說你們的聖者是創造以色列
[00:14:55.760 --> 00:14:57.760]  是你們的君王
[00:14:57.760 --> 00:14:58.760]  創造是什麼意思
[00:14:58.760 --> 00:15:00.760]  真的是創新的意思
[00:15:00.760 --> 00:15:02.760]  然後第二十一節那裡就說
[00:15:02.760 --> 00:15:04.760]  這些百姓是我為自己所做的
[00:15:04.760 --> 00:15:06.760]  是由我去創造的
[00:15:06.760 --> 00:15:07.760]  所以就是說
[00:15:07.760 --> 00:15:09.760]  神是滿有大能
[00:15:09.760 --> 00:15:12.760]  是可以有新的東西給過我們
[00:15:12.760 --> 00:15:14.760]  這個真的讓我們想到
[00:15:14.760 --> 00:15:16.760]  原來神是可以這樣做
[00:15:16.760 --> 00:15:18.760]  不是只是做一些舊有的東西
[00:15:18.760 --> 00:15:22.760]  是可以有新的發展給我們
[00:15:22.760 --> 00:15:24.760]  大家喜歡砌LEGO
[00:15:24.760 --> 00:15:25.760]  你都知道
[00:15:25.760 --> 00:15:29.760]  當這個LEGO的東西砌了一個士兵的時候
[00:15:29.760 --> 00:15:31.760]  你然後將它拆散了之後
[00:15:31.760 --> 00:15:33.760]  是不是可以砌回一部車
[00:15:33.760 --> 00:15:34.760]  我相信
[00:15:34.760 --> 00:15:35.760]  如果將那部車砌完之後
[00:15:35.760 --> 00:15:36.760]  你可以拆散了
[00:15:36.760 --> 00:15:38.760]  又可以砌了一個球
[00:15:38.760 --> 00:15:39.760]  這樣都不一定
[00:15:39.760 --> 00:15:40.760]  重點在哪裡
[00:15:40.760 --> 00:15:43.760]  重點就是你是可以創造
[00:15:43.760 --> 00:15:44.760]  有些是不同的
[00:15:44.760 --> 00:15:45.760]  是可以不同的
[00:15:45.760 --> 00:15:49.760]  最重要是那個創造者
[00:15:49.760 --> 00:15:50.760]  現在我們特別留意
[00:15:50.760 --> 00:15:53.760]  或者我自己特別留意的就是沙畫
[00:15:53.760 --> 00:15:55.760]  大家知道我在說什麼
[00:15:55.760 --> 00:15:57.760]  有些光字在沙上撥來撥去
[00:15:57.760 --> 00:15:58.760]  我真的覺得很奇妙
[00:15:58.760 --> 00:16:00.760]  那些人很厲害
[00:16:00.760 --> 00:16:01.760]  創完之後
[00:16:01.760 --> 00:16:02.760]  撥散了之後
[00:16:02.760 --> 00:16:04.760]  又重新畫那些畫
[00:16:04.760 --> 00:16:05.760]  那種創造力
[00:16:05.760 --> 00:16:06.760]  是有很多東西
[00:16:06.760 --> 00:16:08.760]  是不一定要舊的
[00:16:08.760 --> 00:16:09.760]  是可以有新的
