
[00:00:00.000 --> 00:00:07.600]  好 今天我們會繼續看一個很重要的戰爭的轉捩點
[00:03:03.800 --> 00:03:08.200]  我先看看蘇羅出爾反爾
[00:03:08.200 --> 00:03:11.300]  菲律師人他們聚集了軍隊
[00:03:11.300 --> 00:03:14.800]  要去打以色列人和蘇羅爭戰
[00:03:14.800 --> 00:03:20.300]  蘇羅就將軍隊集中在基利波這個地方
[00:03:20.300 --> 00:03:21.800]  記住這個很重要的地方
[00:03:21.800 --> 00:03:23.200]  基利波山
[00:03:23.200 --> 00:03:26.200]  但是他自己內心是很害怕
[00:03:26.200 --> 00:03:30.700]  失去了他當日作王的時候那種的英雄氣概
[00:03:30.700 --> 00:03:34.700]  他是很擔心不知道這場仗贏不贏
[00:03:34.700 --> 00:03:39.600]  我們看看授意記上28章第4第5兩節
[00:03:39.600 --> 00:03:42.900]  菲律師人聚集來到蘇烈安營
[00:03:42.900 --> 00:03:47.200]  蘇羅聚集以色列眾人在基利波安營
[00:03:47.200 --> 00:03:52.600]  蘇羅看見菲律師的軍隊就懼怕心中發戰
[00:03:52.600 --> 00:03:56.100]  你留意到當日他剛剛作王的時候
[00:03:56.100 --> 00:04:00.700]  依靠神他是不會懼怕這些是菲律師人
[00:04:00.700 --> 00:04:05.400]  但是當他已經被神拋棄或者放棄的時候
[00:04:05.400 --> 00:04:09.700]  他面對菲律師的軍隊他是很害怕的
[00:04:09.700 --> 00:04:12.500]  於是他是怎樣呢
[00:04:12.500 --> 00:04:14.300]  他就要去求問了
[00:04:14.300 --> 00:04:15.700]  為什麼會這麼害怕
[00:04:15.700 --> 00:04:19.900]  就是因為他一直以來他要專注追殺大衛
[00:04:19.900 --> 00:04:24.300]  無心國事 引致國勢江河日下
[00:04:24.300 --> 00:04:26.200]  軍旅不整
[00:04:26.200 --> 00:04:29.900]  很強的人都已經離開了他
[00:04:29.900 --> 00:04:33.300]  記不記得上次我們所看歷戰的時候
[00:04:33.300 --> 00:04:34.700]  到最後那一部分
[00:04:34.700 --> 00:04:37.900]  我們看到有很多很厲害的人
[00:04:37.900 --> 00:04:39.500]  打仗很厲害的人
[00:04:39.500 --> 00:04:42.700]  包括是變亞敏之派
[00:04:42.700 --> 00:04:46.200]  跟隨蘇羅的人都投奔了大衛
[00:04:46.200 --> 00:04:48.500]  所以他軍旅不整的時候
[00:04:48.500 --> 00:04:51.100]  那他怎麼可以跟菲律師人抗拒呢
[00:04:51.100 --> 00:04:53.500]  在恐懼之下 他怎樣呢
[00:04:53.500 --> 00:04:56.200]  很自然的去求問神
[00:04:56.200 --> 00:04:57.800]  那時候的基督徒都是這樣的
[00:04:57.800 --> 00:04:59.500]  我們平時沒什麼就不去親近神
[00:04:59.500 --> 00:05:01.100]  就去求問神
[00:05:01.100 --> 00:05:03.900]  他期望神給他一些指示
[00:05:03.900 --> 00:05:07.700]  但是神一早已經放棄了
[00:05:07.700 --> 00:05:10.700]  不給他有什麼回應了
[00:05:10.700 --> 00:05:14.000]  我們看看十號二記上
[00:05:14.000 --> 00:05:16.100]  第28章第六到第七節
[00:05:16.100 --> 00:05:18.600]  當神沒有給任何回應的時候
[00:05:18.600 --> 00:05:20.600]  蘇羅又怎樣做呢
[00:05:20.600 --> 00:05:22.400]  蘇羅求問耶和華
[00:05:22.400 --> 00:05:24.100]  耶和華卻不寂寞
[00:05:24.100 --> 00:05:26.700]  或污靈或先知回答他
[00:05:26.700 --> 00:05:28.500]  蘇羅吩咐神復說
[00:05:28.500 --> 00:05:31.000]  當為我找一個交鬼的婦人
[00:05:31.000 --> 00:05:33.400]  我好去問他
[00:05:33.400 --> 00:05:35.700]  當蘇羅求問神
[00:05:35.700 --> 00:05:39.100]  但是完全沒有任何的回應
[00:05:39.100 --> 00:05:41.800]  他竟然弱石亂投
[00:05:41.800 --> 00:05:44.700]  他竟然去找一個交鬼的婦人
[00:05:44.700 --> 00:05:46.600]  你要求問這件事
[00:05:46.600 --> 00:05:47.800]  但是不要忘記
[00:05:47.800 --> 00:05:50.500]  神是非常非常清楚
[00:05:50.500 --> 00:05:52.300]  在出埃及的時候
[00:05:52.300 --> 00:05:55.400]  頒下的那些法例
[00:05:55.400 --> 00:05:58.500]  祂的指引和祂的法令
[00:05:58.500 --> 00:05:59.700]  很清楚的說
[00:05:59.700 --> 00:06:03.000]  人是不可以和那些人有交往
[00:06:03.000 --> 00:06:05.200]  特別那些什麼交鬼這些事
[00:06:05.200 --> 00:06:07.400]  我們看看生命記第十八章
[00:06:07.400 --> 00:06:10.100]  第十到第十二節
[00:06:10.100 --> 00:06:13.300]  你們中間不可有人死而累經火
[00:06:13.300 --> 00:06:16.100]  也不可有占卜的 歡笑的
[00:06:16.100 --> 00:06:18.600]  用法術的 行邪術的
[00:06:18.600 --> 00:06:20.500]  用迷術的 交鬼的
[00:06:20.500 --> 00:06:22.700]  行巫術的 過陰的
[00:06:22.700 --> 00:06:24.100]  凡行者息事的
[00:06:24.100 --> 00:06:26.100]  都為耶和華所憎惡
[00:06:26.100 --> 00:06:29.200]  因那些國民行者可憎惡的事
[00:06:29.200 --> 00:06:31.000]  所以耶和華你的神
[00:06:31.000 --> 00:06:33.500]  將你們從你面前講出
[00:06:33.500 --> 00:06:36.000]  這個是很清楚的 請你記住
[00:06:36.000 --> 00:06:38.600]  那時候還沒有國家的成立
[00:06:38.600 --> 00:06:40.300]  但是神已經頒下了一些法例
[00:06:40.300 --> 00:06:43.400]  完全不可以和這些行邪術
[00:06:43.400 --> 00:06:47.500]  交鬼這些人有任何的交往
[00:06:47.500 --> 00:06:50.100]  在這時候神會重重的懲治
[00:06:50.100 --> 00:06:53.400]  當蘇羅剛剛作亡的時候
[00:06:53.400 --> 00:06:56.000]  他都重申了這條命令
[00:06:56.000 --> 00:06:59.300]  成為國家裡面的法例
[00:06:59.300 --> 00:07:02.200]  蘇羅曾在國內
[00:07:02.200 --> 00:07:05.700]  不容有交鬼的和行巫術的人
[00:07:05.700 --> 00:07:07.700]  這裡很清楚
[00:07:07.700 --> 00:07:09.500]  蘇羅下了命令
[00:07:09.500 --> 00:07:13.000]  是不可以和這些行巫術交鬼的人
[00:07:13.000 --> 00:07:14.600]  有交往的
[00:07:14.600 --> 00:07:17.400]  但是當他自己走投無路的時候
[00:07:17.400 --> 00:07:20.700]  他竟然出爾反爾
[00:07:20.700 --> 00:07:25.900]  違背了 違反了自己所定下的命令
[00:07:25.900 --> 00:07:27.900]  這就是一個很大的問題
[00:07:27.900 --> 00:07:31.100]  人往往在一個好像絕境之下
[00:07:31.100 --> 00:07:33.900]  就會作出很多很不理性
[00:07:33.900 --> 00:07:35.500]  甚至很不公平
[00:07:35.500 --> 00:07:38.900]  違反自己所定的原則的事
[00:07:38.900 --> 00:07:41.500]  希望可以扭轉了局勢
[00:07:41.500 --> 00:07:44.800]  這裡就讓我們去看看
[00:07:44.800 --> 00:07:48.800]  在台灣 大家知不知道在奧運裡面
[00:07:48.800 --> 00:07:51.700]  男子雙打
[00:07:51.700 --> 00:07:56.100]  他們贏了中國的選手
[00:07:56.100 --> 00:07:58.900]  當然香港的電視台
[00:07:58.900 --> 00:08:02.100]  沒有報冠軍 只說中國拿了銀牌
[00:08:02.100 --> 00:08:04.700]  大家知不知道有一個插曲是什麼呢
[00:08:04.700 --> 00:08:06.800]  原來他們出賽之前
[00:08:06.800 --> 00:08:09.600]  就是去法國之前
[00:08:09.600 --> 00:08:13.500]  其中一個羽毛球手的妹妹
[00:08:13.500 --> 00:08:15.300]  她是基督徒
[00:08:15.300 --> 00:08:18.900]  帶了她們去找牧師
[00:08:18.900 --> 00:08:21.900]  請牧師為她們祝福去祈禱
[00:08:21.900 --> 00:08:24.800]  大家可以在網上看看這些資料
[00:08:24.800 --> 00:08:26.000]  有圖片的
[00:08:26.000 --> 00:08:27.600]  跪在聖誕前面
[00:08:27.600 --> 00:08:29.900]  牧師就為她們祈禱
[00:08:29.900 --> 00:08:32.500]  好了 我們再看遠一點
[00:08:32.500 --> 00:08:36.200]  當日陳水扁說自己是基督徒
[00:08:36.200 --> 00:08:37.900]  他回到長老會議
[00:08:37.900 --> 00:08:40.700]  但當他被人告他貪污的時候
[00:08:40.700 --> 00:08:43.700]  他不單單去找牧師求助
[00:08:43.700 --> 00:08:44.700]  還去拜偶像
[00:08:44.700 --> 00:08:48.200]  甚至去問塔羅牌的法師
[00:08:48.200 --> 00:08:51.700]  這時候結果就被人欺騙了
[00:08:51.700 --> 00:08:54.700]  你留意到甚至有些政治人物
[00:08:54.700 --> 00:08:56.000]  譬如很簡單
[00:08:56.000 --> 00:08:58.500]  香港 如果大家熟悉
[00:08:58.500 --> 00:09:02.100]  行政會議是會有保密法的
[00:09:02.100 --> 00:09:05.900]  但當天唐英年來參選的時候
[00:09:05.900 --> 00:09:09.700]  後來竟然爆出驚人內幕
[00:09:09.700 --> 00:09:11.700]  說到原來行政會議裡面
[00:09:11.700 --> 00:09:14.100]  縮短了商台的續約年期
[00:09:14.100 --> 00:09:16.100]  以及要出防暴隊
[00:09:16.100 --> 00:09:17.500]  葉劉淑儀也試過
[00:09:17.500 --> 00:09:19.600]  很多時候會違反保密法
[00:09:19.600 --> 00:09:23.600]  所以看到有時候人在困境當中
[00:09:23.600 --> 00:09:27.100]  可能他就會出意反而
[00:09:27.100 --> 00:09:30.900]  結果他去求問這個交鬼的人
[00:09:30.900 --> 00:09:31.900]  得到答案了
[00:09:31.900 --> 00:09:33.400]  這個答案是什麼呢
[00:09:33.400 --> 00:09:38.900]  它是一個惡袍和一個兇信
[00:10:03.900 --> 00:10:17.900]  這個交鬼的婦人
[00:10:17.900 --> 00:10:21.900]  後來真的好像請了薩姆爾上來
[00:10:21.900 --> 00:10:25.900]  剛才這些對話就是薩姆爾所說
[00:10:25.900 --> 00:10:27.900]  這個值得我們去思想
[00:10:27.900 --> 00:10:30.400]  不過今天不是我們今天的重點
[00:10:30.400 --> 00:10:32.400]  這個是不是真的薩姆爾呢
[00:10:32.400 --> 00:10:33.900]  我個人來說
[00:10:33.900 --> 00:10:36.400]  我絕對不會相信這個薩姆爾
[00:10:36.400 --> 00:10:37.900]  但是記住
[00:10:37.900 --> 00:10:40.400]  邪靈都有他自己一定的力量
[00:10:40.400 --> 00:10:44.900]  而且魔鬼最喜歡去扮一些假的東西
[00:10:44.900 --> 00:10:46.400]  迷惑人
[00:10:46.400 --> 00:10:47.900]  也會有一定的能力
[00:10:47.900 --> 00:10:49.900]  所以他已經宣告什麼呢
[00:10:49.900 --> 00:10:50.400]  就是說
[00:10:50.400 --> 00:10:53.900]  好了 你已經被神放棄了
[00:10:53.900 --> 00:10:56.900]  因為你沒有好好的遵行神的命令
[00:10:56.900 --> 00:10:58.900]  你明天就會死了
[00:10:58.900 --> 00:11:02.900]  為什麼特別會去說這個呢
[00:11:02.900 --> 00:11:06.900]  明天你和你眾子必與我在一處了
[00:11:06.900 --> 00:11:08.900]  這個時候當然不像他死了
[00:11:08.900 --> 00:11:13.900]  但是薩姆爾是不是在一個被神放棄的地方
[00:11:13.900 --> 00:11:14.900]  絕對不是
[00:11:14.900 --> 00:11:16.900]  好了 我們的焦點就放在這裡
[00:11:16.900 --> 00:11:19.900]  這個惡袍指出神已經放棄他
[00:11:19.900 --> 00:11:20.900]  而且以他為敵
[00:11:20.900 --> 00:11:24.900]  他的國權將會交給大衛來負責
[00:11:24.900 --> 00:11:26.400]  更加可悲的指出
[00:11:26.400 --> 00:11:31.900]  他一家在翌日將會全部戰死沙場
[00:11:31.900 --> 00:11:33.900]  所以得到這個信息
[00:11:33.900 --> 00:11:35.900]  嚇得魂不附體
[00:11:35.900 --> 00:11:37.900]  腐倒在地上
[00:11:37.900 --> 00:11:39.400]  沒有力氣站起來
[00:11:39.400 --> 00:11:41.400]  不想來大陸吃東西
[00:11:41.400 --> 00:11:45.900]  因為他已經知道自己的末日來臨
[00:11:45.900 --> 00:11:47.900]  今天我們也要很小心
[00:11:47.900 --> 00:11:48.900]  反思
[00:11:48.900 --> 00:11:50.900]  為什麼有時候我們的祈禱
[00:11:50.900 --> 00:11:52.400]  神是沒有聽的呢
[00:11:52.400 --> 00:11:55.400]  我們會不會來大陸去檢視一下
[00:11:55.400 --> 00:11:58.400]  會不會我們內裡出了問題
[00:11:58.400 --> 00:12:00.400]  可能有些罪我們還沒有對付
[00:12:00.400 --> 00:12:02.900]  沒有認真地去悔改
[00:12:02.900 --> 00:12:05.400]  所以就不再跟我們說話
[00:12:05.400 --> 00:12:08.400]  我們絕對不應該虐石亂投
[00:12:08.400 --> 00:12:10.400]  那是應該要認罪
[00:12:10.400 --> 00:12:12.400]  求神可以憐憫我們
[00:12:12.400 --> 00:12:14.900]  赦免我們的罪 重建關係
[00:12:14.900 --> 00:12:15.900]  更加重要
[00:12:15.900 --> 00:12:20.900]  我們知道神是禁止我們去問卜 交鬼
[00:12:20.900 --> 00:12:23.900]  這些律例到現在都生效的
[00:12:23.900 --> 00:12:25.900]  沒有時間的限制
[00:12:25.900 --> 00:12:28.900]  有時候特別是農曆新年
[00:12:28.900 --> 00:12:30.900]  或者年尾的時候
[00:12:30.900 --> 00:12:32.900]  我們有些人是貪得意
[00:12:32.900 --> 00:12:33.900]  特別是在香港
[00:12:33.900 --> 00:12:35.900]  那些弟兄姊妹
[00:12:35.900 --> 00:12:37.900]  可能有些人買運程書
[00:12:37.900 --> 00:12:39.900]  你知道在香港
[00:12:39.900 --> 00:12:40.900]  一到新年
[00:12:40.900 --> 00:12:42.900]  有些人就說
[00:12:42.900 --> 00:12:44.900]  未來這一年裡面
[00:12:44.900 --> 00:12:47.900]  那個情況會是怎麼樣
[00:12:47.900 --> 00:12:48.900]  你的運數會是怎麼樣
[00:12:48.900 --> 00:12:51.900]  我都會去看這節目的
[00:12:51.900 --> 00:12:53.900]  不要輕忽
[00:12:53.900 --> 00:12:55.900]  我們不要被魔鬼留幾步
[00:12:55.900 --> 00:12:57.900]  往往這樣做的時候
[00:12:57.900 --> 00:12:59.900]  很容易就是與神為敵
[00:12:59.900 --> 00:13:02.900]  將自己陷在這個絕境當中
[00:13:02.900 --> 00:13:06.900]  我們絕對要嚴格遵守這條律例
[00:13:06.900 --> 00:13:09.900]  好了 接著我們看到第二天就是
[00:13:09.900 --> 00:13:11.900]  戰死沙場了
[00:13:11.900 --> 00:13:17.900]  聖經並沒有很詳細描繪這場歷史性的戰爭
[00:13:17.900 --> 00:13:21.900]  只是很簡單指出 蘇羅戰敗
[00:13:21.900 --> 00:13:23.900]  在逃走的時候
[00:13:23.900 --> 00:13:26.900]  終戰 重傷
[00:13:26.900 --> 00:13:28.900]  我們看看在《薩摩爾記》上
[00:13:28.900 --> 00:13:31.900]  第31章的第3、第4兩節
[00:13:31.900 --> 00:13:33.900]  西派甚大
[00:13:33.900 --> 00:13:35.900]  蘇羅被弓箭手追上
[00:13:35.900 --> 00:13:37.900]  蛇傷甚重
[00:13:37.900 --> 00:13:39.900]  授方赴拿他兵器的藝術
[00:13:39.900 --> 00:13:42.900]  你拔出刀來 將我刺死
[00:13:42.900 --> 00:13:45.900]  免得那些未受國禮的人來恥我
[00:13:45.900 --> 00:13:47.900]  恥我 凌辱我
[00:13:47.900 --> 00:13:49.900]  但拿拿兵器的人甚懼怕
[00:13:49.900 --> 00:13:51.900]  不肯刺他
[00:13:51.900 --> 00:13:54.900]  蘇羅就自己伏在刀上死了
[00:13:54.900 --> 00:13:56.900]  好了 你留意到第3節講到
[00:13:56.900 --> 00:13:58.900]  蘇羅是被箭射傷
[00:13:58.900 --> 00:14:00.900]  他知道自己走不掉
[00:14:00.900 --> 00:14:04.900]  他很怕被敵對的人侮辱他
[00:14:04.900 --> 00:14:08.900]  所以就叫人帶他去隨從
[00:14:08.900 --> 00:14:10.900]  將他殺了 但是隨從不肯
[00:14:10.900 --> 00:14:12.900]  於是他就自己去自殺
[00:14:12.900 --> 00:14:15.900]  如果你留意到
[00:14:15.900 --> 00:14:18.900]  在斯橫遍野的戰場上
[00:14:18.900 --> 00:14:21.900]  相信菲律師仍然不斷追趕
[00:14:21.900 --> 00:14:23.900]  逃走的以色列兵
[00:14:23.900 --> 00:14:27.900]  他們並不是即時發現了蘇羅
[00:14:27.900 --> 00:14:31.900]  蘇羅在某個程度逃脫了
[00:14:31.900 --> 00:14:33.900]  還沒有被發現
[00:14:33.900 --> 00:14:35.900]  他就吩咐他的親信
[00:14:35.900 --> 00:14:37.900]  拿兵器的人
[00:14:37.900 --> 00:14:41.900]  拿兵器的人是王所信任的
[00:14:41.900 --> 00:14:43.900]  因為那些兵器很重
[00:14:43.900 --> 00:14:44.900]  他跟在王的後面
[00:14:44.900 --> 00:14:46.900]  如果不是王所信任
[00:14:46.900 --> 00:14:48.900]  那誰在背後捅你一刀 是不是
[00:14:48.900 --> 00:14:52.900]  大衛都剛剛進去宮殿的時候
[00:14:52.900 --> 00:14:57.900]  都成為蘇羅拿兵器的一個將領
[00:14:57.900 --> 00:15:01.900]  但是他知道自己受過重傷
[00:15:01.900 --> 00:15:04.900]  沒有辦法去醫治
[00:15:04.900 --> 00:15:07.900]  他被捉拿的時候
[00:15:07.900 --> 00:15:10.900]  一定會被人帶去侮辱他
[00:15:10.900 --> 00:15:12.900]  正如色列的參孫
[00:15:12.900 --> 00:15:14.900]  他被人捉拿的時候
[00:15:14.900 --> 00:15:16.900]  就侮辱他 拿來玩
[00:15:16.900 --> 00:15:18.900]  要他做馬騮戲
[00:15:18.900 --> 00:15:20.900]  事可殺 不可辱
[00:15:20.900 --> 00:15:23.900]  他死都要有他的尊嚴
[00:15:23.900 --> 00:15:26.900]  他心心不願意被傾看
[00:15:26.900 --> 00:15:29.900]  他自己看不起那些外邦人
[00:15:29.900 --> 00:15:31.900]  那些未受國禮的人所欺負
[00:15:31.900 --> 00:15:34.900]  所以就叫拿兵器的人來殺他
[00:15:34.900 --> 00:15:37.900]  但是拿兵器的人不敢下手
[00:15:37.900 --> 00:15:39.900]  結果蘇羅就自己
[00:15:39.900 --> 00:15:42.900]  扶在刀上自殺而死
[00:15:42.900 --> 00:15:44.900]  就是正義
[00:15:44.900 --> 00:15:46.900]  中國裡面有誰是王
[00:15:46.900 --> 00:15:49.900]  楚霸王 項羽
[00:15:49.900 --> 00:15:52.900]  在烏江自泯
[00:15:52.900 --> 00:15:57.900]  他的親信也隨著蘇羅自殺
[00:15:57.900 --> 00:16:00.900]  這個緣故他也自殺了
[00:16:00.900 --> 00:16:02.900]  以表忠貞
[00:16:02.900 --> 00:16:04.900]  一代英雄
[00:16:04.900 --> 00:16:08.900]  終於死在基利波山
[00:16:08.900 --> 00:16:10.900]  最可悲的同一天
[00:16:10.900 --> 00:16:13.900]  蘇羅三個兒子
[00:16:13.900 --> 00:16:16.900]  包括約拿丹
[00:16:16.900 --> 00:16:19.900]  都同樣戰死沙場
[00:16:19.900 --> 00:16:22.900]  我們看第六 第七兩節
[00:16:22.900 --> 00:16:25.900]  這約 蘇羅和他三個兒子
[00:16:25.900 --> 00:16:27.900]  與拿他兵器的人
[00:16:27.900 --> 00:16:30.900]  以及跟隨他的人鬥日和死亡
[00:16:30.900 --> 00:16:34.900]  駐平原那邊並約大河西的以色列人
[00:16:34.900 --> 00:16:36.900]  見以色列軍兵逃跑
[00:16:36.900 --> 00:16:39.900]  蘇羅和他兒子都死了
[00:16:39.900 --> 00:16:41.900]  也受氣城逃跑
[00:16:41.900 --> 00:16:44.900]  菲律師人便來住在其中
[00:16:44.900 --> 00:16:48.900]  好可悲 兵敗如山倒
[00:16:48.900 --> 00:16:50.900]  蘇羅和三個兒子
[00:16:50.900 --> 00:16:52.900]  包括約拿丹死了
[00:16:52.900 --> 00:16:54.900]  跟隨他的人見到
[00:16:54.900 --> 00:16:57.900]  哇 真的大將一去 風雨飄搖
[00:16:57.900 --> 00:16:59.900]  他們就各自逃亡
[00:16:59.900 --> 00:17:01.900]  氣城逃跑了
[00:17:01.900 --> 00:17:05.900]  被菲律師人佔據了他們的地方
[00:17:05.900 --> 00:17:08.900]  在這一刻裡面
[00:17:08.900 --> 00:17:11.900]  第一個王 蘇羅王朝
[00:17:11.900 --> 00:17:15.900]  終於在這裡完結了
[00:17:15.900 --> 00:17:17.900]  蘇羅不想受凌辱
[00:17:17.900 --> 00:17:21.900]  但是否真的可以不受凌辱呢
[00:17:21.900 --> 00:17:25.900]  蘇羅不想受凌辱
[00:17:25.900 --> 00:17:30.900]  但是結果都一樣被凌辱
[00:17:30.900 --> 00:17:33.900]  只不過是對他的屍體有凌辱
[00:17:33.900 --> 00:17:38.900]  我們看看第31章第8到第9節
[00:17:38.900 --> 00:18:01.900]  蘇羅不想被凌辱
[00:18:01.900 --> 00:18:05.900]  但是只不過是成功了一半
[00:18:05.900 --> 00:18:08.900]  沒有在他生前被凌辱
[00:18:08.900 --> 00:18:11.900]  他死了一樣被凌辱
[00:18:11.900 --> 00:18:13.900]  好了 戰事平息了
[00:18:13.900 --> 00:18:15.900]  菲律師人在屍體裡面
[00:18:15.900 --> 00:18:18.900]  去找一些有沒有值錢的東西
[00:18:18.900 --> 00:18:20.900]  每一場戰爭都是這樣的
[00:18:20.900 --> 00:18:21.900]  戰爭結束了
[00:18:21.900 --> 00:18:24.900]  都會在敵對勢力裡面
[00:18:24.900 --> 00:18:26.900]  他們的軍服裡面
[00:18:26.900 --> 00:18:28.900]  有沒有錢 有沒有手錶
[00:18:28.900 --> 00:18:29.900]  有沒有一些好的東西
[00:18:29.900 --> 00:18:32.900]  於是他們就會去掠走
[00:18:32.900 --> 00:18:34.900]  剝奪他們的戰衣
[00:18:34.900 --> 00:18:37.900]  但是他們就從那個服飾當中
[00:18:37.900 --> 00:18:39.900]  就認出那個是蘇羅王
[00:18:39.900 --> 00:18:42.900]  一定是有皇冠或者手足
[00:18:42.900 --> 00:18:45.900]  可能已經被阿瑪利人取走了
[00:18:45.900 --> 00:18:47.900]  稍後會再提
[00:18:47.900 --> 00:18:50.900]  於是他們就把蘇羅的首級
[00:18:50.900 --> 00:18:52.900]  就是把他的頭割下來
[00:18:52.900 --> 00:18:55.900]  很悲哀 身首異處
[00:18:55.900 --> 00:18:58.900]  這個是當時慣常的做法
[00:18:58.900 --> 00:19:02.900]  記不記得大衛怎樣殺死哥利亞
[00:19:02.900 --> 00:19:04.900]  不是用石頭打死他
[00:19:04.900 --> 00:19:06.900]  是石頭打下去 他跌倒了
[00:19:06.900 --> 00:19:07.900]  然後他衝過去
[00:19:07.900 --> 00:19:09.900]  拿了哥利亞的刀
[00:19:09.900 --> 00:19:10.900]  同樣的做什麼
[00:19:10.900 --> 00:19:14.900]  把哥利亞的頭割下來
[00:19:14.900 --> 00:19:16.900]  所以割了對方的頭
[00:19:16.900 --> 00:19:19.900]  這個是慣常在那時候的做法
[00:19:19.900 --> 00:19:22.900]  他即時就發出一個勝利的喜訊
[00:19:22.900 --> 00:19:25.900]  給子民和廟裡面的偶像
[00:19:25.900 --> 00:19:27.900]  那些菩薩知道
[00:19:27.900 --> 00:19:29.900]  因為在社會當中
[00:19:29.900 --> 00:19:32.900]  可以公開的羞辱以色列人
[00:19:32.900 --> 00:19:33.900]  在宗教上面
[00:19:33.900 --> 00:19:35.900]  他們認為他們所拜的神
[00:19:35.900 --> 00:19:37.900]  就是大菩薩
[00:19:37.900 --> 00:19:39.900]  是比耶和華神更強的
[00:19:39.900 --> 00:19:42.900]  所以他們就報告了
[00:19:42.900 --> 00:19:44.900]  在廟宇裡面的神
[00:19:44.900 --> 00:19:48.900]  過去蘇羅曾經和菲律師爭戰
[00:19:48.900 --> 00:19:51.900]  而且往往是什麼呢
