
[00:00:00.000 --> 00:00:03.180]  主給我的感動是今年的40日
[00:04:36.840 --> 00:04:40.940]  這次是他們來找耶穌
[00:04:40.940 --> 00:04:44.260]  不是耶穌去找他們
[00:04:44.260 --> 00:04:46.060]  是找耶穌
[00:04:46.060 --> 00:04:48.360]  在殿裏面就有一羣
[00:04:48.360 --> 00:04:49.140]  殼子
[00:04:49.140 --> 00:04:52.460]  這個應該不是一個
[00:04:52.460 --> 00:04:53.480]  不是一個
[00:04:53.480 --> 00:04:56.040]  是有些病人
[00:04:56.040 --> 00:04:59.380]  這裏特別提到有兩種病人
[00:04:59.380 --> 00:05:01.940]  一個是殼子 看不到
[00:05:01.940 --> 00:05:05.520]  瞎子 找不到路 不懂走路
[00:05:05.520 --> 00:05:10.120]  一個看到路 不過他走不了
[00:05:10.120 --> 00:05:13.700]  因此其實瞎子和殼子都可以講
[00:05:13.700 --> 00:05:16.260]  可以象徵屬靈
[00:05:16.260 --> 00:05:18.060]  上面Devotional
[00:05:18.060 --> 00:05:21.380]  寓意或者靈脩式的解經
[00:05:21.380 --> 00:05:24.960]  都是走不了神的路的人
[00:05:24.960 --> 00:05:28.800]  不過他們去到聖殿是想在聖殿裏面得到幫助
[00:05:28.800 --> 00:05:30.600]  於是他們去了聖殿
[00:05:30.600 --> 00:05:34.700]  聖殿裏面的祭司、文士等等有沒有幫到他們呢?
[00:05:34.700 --> 00:05:36.240]  那就不清楚
[00:05:36.240 --> 00:05:40.580]  不過他們去聖殿是想得到幫助 起碼要有個隱祕
[00:05:40.580 --> 00:05:43.920]  不然整天在這裏驟驟移移的走
[00:05:43.920 --> 00:05:45.700]  在聖殿裏面
[00:05:45.700 --> 00:05:47.240]  殼子
[00:05:47.240 --> 00:05:50.820]  想走主的路 不過看不到 走不了
[00:05:50.820 --> 00:05:52.380]  殼子看到
[00:05:52.380 --> 00:05:55.700]  想跟隨主 不過走不了
[00:05:55.700 --> 00:05:58.000]  殼子看不到 所以走不了
[00:05:58.000 --> 00:06:01.320]  殼子看到 不過走不了
[00:06:01.320 --> 00:06:04.140]  他們是來到耶穌跟前
[00:06:04.140 --> 00:06:09.000]  怎麼來的?有人帶他們過來 或者他聽聞之後叫過來
[00:06:09.000 --> 00:06:13.100]  主耶穌就治好了他們
[00:06:13.100 --> 00:06:15.400]  在聖殿裏面醫病
[00:06:15.400 --> 00:06:20.260]  這個很少人留意 覺得很普通 醫病
[00:06:20.260 --> 00:06:24.620]  在聖州里面 而在聖殿裏面
[00:06:24.620 --> 00:06:28.200]  主耶穌在自己辦公室裏面做這件事
[00:06:28.200 --> 00:06:30.000]  因爲聖殿就是
[00:06:30.000 --> 00:06:31.540]  祂的辦公室
[00:06:31.540 --> 00:06:33.840]  是祂賦的殿
[00:06:33.840 --> 00:06:36.660]  兒子自不然就在那裏
[00:06:36.660 --> 00:06:39.340]  主耶穌一早十八年前
[00:06:39.340 --> 00:06:43.060]  我豈不應該以我父的事爲殿
[00:06:43.060 --> 00:06:46.900]  成人禮了 之後我就應該在殿裏面
[00:06:46.900 --> 00:06:49.960]  來做我父的工作
[00:06:49.960 --> 00:06:52.260]  不過約瑟圖和瑪利亞就說
[00:06:52.260 --> 00:06:54.580]  兒子 你怎麼會在聖殿?
[00:06:54.580 --> 00:06:57.900]  我們回去是做習工的
[00:06:57.900 --> 00:07:01.740]  他說好啊 回去就做了十八年習工
[00:07:01.740 --> 00:07:06.100]  帶起他家裏 很辛苦
[00:07:06.100 --> 00:07:10.700]  是一個很落地的神的兒子
[00:07:10.700 --> 00:07:14.540]  第二十一章的十五節
[00:07:14.540 --> 00:07:16.840]  祭司長王問事
[00:07:16.840 --> 00:07:20.180]  看見所行的奇事
[00:07:20.180 --> 00:07:22.740]  又見小孩子在殿裏哭着說
[00:07:22.740 --> 00:07:28.360]  「和珊娜歸於大魏的子孫就甚勞勞」
[00:07:28.360 --> 00:07:31.940]  你看見這個景真的很有趣
[00:07:31.940 --> 00:07:35.780]  有疑問的 爲什麼呢?
[00:07:35.780 --> 00:07:40.140]  在殿裏管理的就是祭司長 即是大祭司
[00:07:40.140 --> 00:07:42.940]  王問事就是那些講經的人等等
[00:07:42.940 --> 00:07:46.280]  那些問事都很厲害 很熟悉聖經的
[00:07:46.280 --> 00:07:51.640]  比如你想起當年大希律 希律王說
[00:07:51.640 --> 00:07:55.440]  幾個博士在東方來找猶太新生的王
[00:07:55.440 --> 00:07:59.280]  他就問那些文士「什麼地方出啊?」
[00:07:59.280 --> 00:08:04.140]  「哦 伯利恆以法他 罪猶太地不治那個小城啊」
[00:08:04.140 --> 00:08:06.200]  有君王出來的
[00:08:06.200 --> 00:08:10.540]  浪浪上口很厲害 很熟悉聖經的
[00:08:10.540 --> 00:08:15.660]  看見耶穌所行的什麼事 奇事
[00:08:15.660 --> 00:08:19.760]  但是他們的心超級硬
[00:08:19.760 --> 00:08:23.860]  如果見到自己也去敬拜一份 自己跟隨一份
[00:08:23.860 --> 00:08:29.240]  不是 你在這裏行這些事 不是吧?
[00:08:29.240 --> 00:08:33.200]  爲什麼?「我地方啊 聖殿我管的嘛」
[00:08:33.200 --> 00:08:35.680]  「我在這裏做老師 這裏是我管的嘛」
[00:08:35.680 --> 00:08:41.000]  「祭司長啊 頭頭祭司長 你在我這裏做這些事?」
[00:08:41.000 --> 00:08:44.220]  最生氣的就是「哎呀 醫病都算了」
[00:08:44.220 --> 00:08:48.620]  「小孩子在殿裏喊着說 和珊娜歸於大位的子孫」
[00:08:48.620 --> 00:08:49.520]  那其實做什麼呢?
[00:08:49.520 --> 00:08:54.900]  難道騎驢驅子進來未叫得夠 那些小孩子還在喊?
[00:08:54.900 --> 00:09:01.920]  不是啊 其實這個小孩子是代表了聖殿裏面的那些人
[00:09:01.920 --> 00:09:05.880]  哇 見到這件事 哎呀 好像診所那樣
[00:09:05.880 --> 00:09:10.680]  又醫好那個黑眼的人 眼光光芒的 現在看到了
[00:09:10.680 --> 00:09:15.580]  那些腿軟的那些 現在走迴路上 跳起身來
[00:09:15.580 --> 00:09:17.560]  哇 厲害 厲害
[00:09:17.560 --> 00:09:22.680]  他們就在那裏讚美了 「哎呀 真是厲害啊」
[00:09:22.680 --> 00:09:28.460]  「好珊娜歸於大位的子孫」 他在那裏讚美了
[00:09:28.460 --> 00:09:31.260]  於是那些小孩子又跟着那些大人
[00:09:31.260 --> 00:09:34.560]  「好珊娜歸於大位的子孫」
[00:09:34.560 --> 00:09:40.260]  那些小孩子就越喊 越讚美 就越開心
[00:09:40.260 --> 00:09:47.500]  哇 在殿裏面就大聲喊着「好珊娜 好珊娜歸於大位的子孫」
[00:09:47.500 --> 00:09:51.160]  記住了 「好珊娜」其實就是救命
[00:09:51.160 --> 00:10:01.560]  救命 救命 救命 就變成讚美尼賽亞的一個說話了
[00:10:01.560 --> 00:10:03.860]  「好珊娜 好珊娜」
[00:10:03.860 --> 00:10:07.260]  其實那些祭司長民事見到 哇 厲害
[00:10:07.260 --> 00:10:13.980]  那我都喊了一份 讚美基督 讚美尼賽亞 那不就好了
[00:10:13.980 --> 00:10:18.140]  但是他們周心怒怒的生氣
[00:10:18.140 --> 00:10:20.560]  生氣什麼呢?有人康復了怎麼會生氣呢?
[00:10:20.560 --> 00:10:24.500]  見到尼賽亞怎麼會生氣呢?等了千百年了
[00:10:24.500 --> 00:10:30.220]  不過他在這裏佔了風頭 拿了彩
[00:10:30.220 --> 00:10:34.260]  那我堂堂祭司長民事 那搞什麼呢?
[00:10:34.260 --> 00:10:37.500]  不夠他來的 真的很不高興
[00:10:37.500 --> 00:10:43.100]  就跟他說了 喂 這些人這麼說 你聽見了嗎?
[00:10:43.100 --> 00:10:47.660]  喂 他們說你尼賽亞 你這樣都承認啊?
[00:10:47.660 --> 00:10:50.020]  你說自己是尼賽亞 人家贊你尼賽亞
[00:10:50.020 --> 00:10:52.500]  你應該說不是不是 我不是
[00:10:52.500 --> 00:10:55.580]  我剛剛醫病而已 不是不是
[00:10:55.580 --> 00:11:03.640]  這個叫做 好運醫生醫病尾
[00:11:03.640 --> 00:11:05.620]  什麼叫好運醫生醫病尾?
[00:11:05.620 --> 00:11:08.020]  就是病人已經病了很久
[00:11:08.020 --> 00:11:11.220]  病得差不多好了 又看這個又看那個
[00:11:11.220 --> 00:11:15.260]  已經痰了很久 都差不多自己好了
[00:11:15.260 --> 00:11:18.700]  剛剛去到最尾那個醫生就一醫
[00:11:18.700 --> 00:11:22.420]  給他一粒止痛藥喫 哎呀 康復了
[00:11:22.420 --> 00:11:24.500]  好運醫生醫病尾
[00:11:24.500 --> 00:11:27.460]  哎呀 我也是這樣而已 剛剛醫好了
[00:11:27.460 --> 00:11:31.740]  不怕不怕 沒事沒事 不影響你嘛 祭司長
[00:11:31.740 --> 00:11:34.900]  喂 這些人說你是尼賽亞 年輕人
[00:11:34.900 --> 00:11:38.260]  你沒有聽到嗎?你爲什麼不阻止他?
[00:11:38.260 --> 00:11:42.820]  應該你阻止他 那你不出手 我們出手不好意思
[00:11:42.820 --> 00:11:47.140]  你自己說 不要不要 不要說這些
[00:11:47.140 --> 00:11:49.620]  不要在那裏讚我 我不是 我不是
[00:11:49.620 --> 00:11:52.180]  因爲他們本身就覺得他不應該是
[00:11:52.180 --> 00:11:56.620]  他們不會認爲這個這樣的耶穌就是尼賽亞
[00:11:56.620 --> 00:12:01.060]  雖然見了他的神蹟 騎士 醫病 死人 復活
[00:12:01.060 --> 00:12:05.180]  哇 說話又很有權柄 但是他們都不認
[00:12:05.180 --> 00:12:07.580]  那些人說你是尼賽亞 你聽到了嗎?
[00:12:07.580 --> 00:12:11.260]  你自己說不是的嘛 被人贊你是尼賽亞
[00:12:11.260 --> 00:12:15.380]  你敢出手 不是吧 耶穌就說 是的
[00:12:15.380 --> 00:12:16.980]  你沒有聽過聖經說
[00:12:16.980 --> 00:12:22.620]  你從嬰孩和喫奶的口中完全了讚美這個說話嗎?
[00:12:22.620 --> 00:12:27.340]  沒有念過?沒有讀過?你們祭司長文士沒有讀過嗎?
[00:12:27.340 --> 00:12:29.860]  是的 那其實意思是什麼呢?
[00:12:29.860 --> 00:12:34.140]  其實主耶穌說 對 他們贊得好
[00:12:34.140 --> 00:12:37.940]  讚美得好 我就是尼賽亞
[00:12:37.940 --> 00:12:41.820]  上主父神是要從嬰孩和喫奶的口中
[00:12:41.820 --> 00:12:45.980]  完全了對尼賽亞的讚美 就是了
[00:12:45.980 --> 00:12:49.140]  他們就說得對了 所以大家留意這個字
[00:12:49.140 --> 00:12:53.580]  嬰孩 嬰孩我們叫嬰孩 寶寶 其實不是
[00:12:53.580 --> 00:12:58.660]  嬰孩這個字是應該翻譯成小孩
[00:12:58.660 --> 00:13:03.500]  你是從小孩和喫奶的 喫奶就是嬰孩了
[00:13:03.500 --> 00:13:07.180]  嬰孩這個字是可以翻譯成Child或者Children
[00:13:07.180 --> 00:13:10.340]  或者Child就是說是小孩子
[00:13:10.340 --> 00:13:15.580]  你從小朋友和喫奶的嬰孩口中完全了讚美
[00:13:15.580 --> 00:13:19.220]  完全就是說讓讚美變得perfect
[00:13:19.220 --> 00:13:25.100]  就是恢復了 完整了 讚美
[00:13:25.100 --> 00:13:28.740]  是的 他們就是讚我了 這個意思
[00:13:28.740 --> 00:13:33.620]  那幫祭司長就很生氣了 但是又不敢動耶穌
[00:13:33.620 --> 00:13:37.660]  爲什麼呢?因爲一幫人在贊他
[00:13:37.660 --> 00:13:42.500]  誰敢動他?動他就是被石頭扔了
[00:13:42.500 --> 00:13:47.820]  我們也搞不定 於是又不夠他說了算了
[00:13:47.820 --> 00:13:51.820]  於是離開他們 大家不要誤會了
[00:13:51.820 --> 00:13:56.740]  被他頂住之後 被人罵 耶穌被人罵
[00:13:56.740 --> 00:14:00.500]  那些人贊你 你都不拒絕的 有沒有搞錯啊?
[00:14:00.500 --> 00:14:02.860]  被人罵完了 於是耶穌就離開了
[00:14:02.860 --> 00:14:07.580]  不是的 於是之後他們就離開了
[00:14:07.580 --> 00:14:11.140]  工作完了 下班了 收工
[00:14:11.140 --> 00:14:14.700]  出城到伯大利去 在那裏住宿?
[00:14:14.700 --> 00:14:16.700]  伯大利就附近一個城市
[00:14:16.700 --> 00:14:21.820]  就是馬達瑪利亞拉薩魯住的城市小鎮
[00:14:21.820 --> 00:14:23.980]  就住在那裏 在那裏住宿?
[00:14:23.980 --> 00:14:27.140]  是不是住在馬達瑪利亞拉薩魯的家裏呢?
[00:14:27.140 --> 00:14:29.140]  不知道 沒有說
[00:14:29.140 --> 00:14:32.740]  因爲那裏主曾經醫好一個叫西門的人
[00:14:32.740 --> 00:14:35.060]  在他身上趕了鬼
[00:14:35.060 --> 00:14:37.620]  趕了鬼還是馬蜂呢?忘記了
[00:14:37.620 --> 00:14:39.620]  所以他住在哪裏我不知道
[00:14:39.620 --> 00:14:44.140]  不過伯大利應該是主耶穌很熟悉的城市
[00:14:44.140 --> 00:14:48.420]  的小鎮 就是那裏住的
[00:14:48.420 --> 00:14:50.300]  我自己靈脩默想的時候
[00:14:50.300 --> 00:14:54.780]  想這段聖經在聖殿裏面醫病
[00:14:54.780 --> 00:15:00.420]  其實聖殿是主耶穌療愈的地方
[00:15:00.420 --> 00:15:02.620]  在那裏治好一些病
[00:15:02.620 --> 00:15:06.860]  如果你有病 你有痛苦 有罪 有病
[00:15:06.860 --> 00:15:09.740]  有軟弱 有弱點
[00:15:09.740 --> 00:15:13.980]  你就去聖殿找耶穌
[00:15:13.980 --> 00:15:15.980]  去找耶穌
[00:15:15.980 --> 00:15:18.540]  聖殿是上帝的居所
[00:15:18.540 --> 00:15:21.140]  在那裏 主耶穌在那裏辦公的
[00:15:21.140 --> 00:15:26.500]  在那裏上班的 是一個療愈的地方
[00:15:26.500 --> 00:15:29.180]  很不開心
[00:15:29.180 --> 00:15:33.020]  主日早一點去教堂那裏坐一會兒
[00:15:33.020 --> 00:15:37.020]  不用敷口臉的 坐在那裏禱告
[00:15:37.020 --> 00:15:38.860]  去到教會
[00:15:38.860 --> 00:15:42.300]  牧師我想在禮堂裏面坐一坐
[00:15:42.300 --> 00:15:44.300]  有些祈禱 自己可以的
[00:15:44.300 --> 00:15:45.700]  要不要我幫你一起祈禱?
[00:15:45.700 --> 00:15:48.220]  不用 你自己 我自己可以的
[00:15:48.220 --> 00:15:51.940]  也好 自己在家裏祈禱也可以
[00:15:51.940 --> 00:15:56.740]  在個人的應用是以祈禱來到主面前
[00:15:56.740 --> 00:16:00.020]  承認自己的罪 承認自己的病
[00:16:00.020 --> 00:16:04.180]  承認我的弱點 承認我的軟弱
[00:16:04.180 --> 00:16:07.180]  揭開自己的傷口 祈求醫治與加力
[00:16:07.180 --> 00:16:12.220]  揭開自己的傷口 是很難的一件事
[00:16:12.220 --> 00:16:13.940]  因爲很多時候你看到
[00:16:13.940 --> 00:16:16.980]  那些小朋友受傷之後粘了膠布
[00:16:16.980 --> 00:16:18.980]  你去給他撕掉 哎呀
[00:16:18.980 --> 00:16:22.220]  你去拆掉他的紗布 黏住了
[00:16:22.220 --> 00:16:28.180]  哎呀 他不肯給你撕的 他不肯的
[00:16:28.180 --> 00:16:32.140]  記得我以前在家裏養貓 小小一隻
[00:16:32.140 --> 00:16:33.660]  很小一隻 很小的時候
[00:16:33.660 --> 00:16:39.260]  我記得那隻貓 當時家裏用火水爐的
[00:16:39.260 --> 00:16:45.460]  哇 那隻小貓一跳就打爛了那些火水
[00:16:45.460 --> 00:16:51.980]  整個身上都是火水 弄得自己的小貓很痛苦
[00:16:51.980 --> 00:16:55.340]  打得他不得了 很痛苦
[00:16:55.340 --> 00:17:00.220]  我們就想抓他幫他用水衝一下 衝一沖涼
[00:17:00.220 --> 00:17:02.300]  放一點鹼鹼衝得乾淨
[00:17:02.300 --> 00:17:07.380]  那些火水是油質來的 那隻貓很痛苦
[00:17:07.380 --> 00:17:09.020]  哇 不過我們走過去的時候
[00:17:09.020 --> 00:17:13.060]  他發呆了 嘩嘩聲 還找我們
[00:17:13.060 --> 00:17:15.180]  哎呀 找到我手都受傷了
[00:17:15.180 --> 00:17:17.980]  勾住了 不過我也好
[00:17:17.980 --> 00:17:21.540]  你爲什麼和他洗 他會拒絕的呢?
[00:17:21.540 --> 00:17:26.860]  因爲他怕搞他的傷口 怕搞他的痛處
[00:17:26.860 --> 00:17:29.740]  是這樣的 但是去到主耶穌面前
[00:17:29.740 --> 00:17:32.500]  不怕揭開自己的傷口
[00:17:32.500 --> 00:17:36.420]  祈求醫治與加力 主啊 我真的很弱
[00:17:36.420 --> 00:17:40.300]  我真的很壞 我真的很沒信心
[00:17:40.300 --> 00:17:44.740]  我真的很軟弱 求禰醫治我 求禰加我力量
[00:17:44.740 --> 00:17:52.700]  教會有沒有罪 有沒有病 有沒有軟弱 有沒有弱點呢?
[00:17:52.700 --> 00:17:55.420]  很多 在這個時候
[00:17:55.420 --> 00:17:59.220]  就確實教會要有認罪的禱告
[00:17:59.220 --> 00:18:03.580]  要祈求 要醫治 要加力
[00:18:03.580 --> 00:18:09.300]  聖殿是主耶穌療愈疾病的地方
[00:18:09.300 --> 00:18:12.780]  就去到主面前
[00:18:12.780 --> 00:18:17.380]  講下我一個故事 我去看醫生的經歷
[00:18:17.380 --> 00:18:24.340]  我有一個地方是時時都會發炎的
[00:18:24.340 --> 00:18:29.540]  我自己真的 是不是叫瘡呢?又不是
[00:18:29.540 --> 00:18:35.220]  是在這個皮膚底下有一個按下去肚子痛
[00:18:35.220 --> 00:18:38.740]  但是好像是有些血 有些膿
[00:18:38.740 --> 00:18:42.660]  但是它又沒有穿過 大家坐下
[00:18:42.660 --> 00:18:45.020]  就很痛 在哪個位置呢?
[00:18:45.020 --> 00:18:49.620]  在屁股高一點的地方 坐得很痛
[00:18:49.620 --> 00:18:53.500]  其實是因爲我從小 可能小時候跌過
[00:18:53.500 --> 00:18:57.020]  沒什麼理會 還是怎樣 經常玩 瘋得很
[00:18:57.020 --> 00:19:00.740]  我的尾龍骨是歪了一點
[00:19:00.740 --> 00:19:03.500]  歪了一點 所以坐得久了
[00:19:03.500 --> 00:19:07.780]  就會壓着屁股頂的皮膚
[00:19:07.780 --> 00:19:11.820]  壓得久了 就會有疹子
[00:19:11.820 --> 00:19:15.340]  磨擦那些皮膚粗的 有時會有損
[00:19:15.340 --> 00:19:17.180]  壓得久了 就會腫起一塊
[00:19:17.180 --> 00:19:21.420]  哇 每一次坐下和起身 坐得久呢?
[00:19:21.420 --> 00:19:24.020]  坐定了就不怕了 但是有時一起身
[00:19:24.020 --> 00:19:26.020]  哇 很痛
[00:19:26.020 --> 00:19:30.780]  有時如果要坐車的車 這些凳子低矮的
[00:19:30.780 --> 00:19:33.940]  一坐下去 哇
[00:19:33.940 --> 00:19:36.620]  真是好幾秒不說話
[00:19:36.620 --> 00:19:38.660]  那你就會很痛
[00:19:38.660 --> 00:19:41.100]  但是要去看醫生
[00:19:41.100 --> 00:19:43.660]  看他的屁股不是很好看吧?
[00:19:43.660 --> 00:19:46.140]  那些醫生 你知道的 我做牧師
[00:19:46.140 --> 00:19:47.860]  我的醫生全部是熟悉的
[00:19:47.860 --> 00:19:51.500]  我的醫生全部都是朋友 主內弟兄
[00:19:51.500 --> 00:19:53.620]  好像很難說的那樣
[00:19:53.620 --> 00:19:58.100]  哎呀 醫生 我的屁股頂上有一塊東西
[00:19:58.100 --> 00:20:00.460]  時時都會痛的
[00:20:00.460 --> 00:20:03.460]  去看醫生不好意思說
[00:20:03.460 --> 00:20:05.700]  所以我都很少提
[00:20:05.700 --> 00:20:09.020]  但是既然是我的醫生
[00:20:09.020 --> 00:20:12.900]  我就和他說我看到這樣的東西 我幫他看一看
[00:20:12.900 --> 00:20:16.540]  然後就看看 哦 你那裏是歪了
[00:20:16.540 --> 00:20:21.580]  因此你是很容易有壓瘡的那個位置
[00:20:21.580 --> 00:20:24.660]  你知道壓瘡就是肉瘡
[00:20:24.660 --> 00:20:28.140]  就是那些老人家或者病人坐在那裏久不能動
[00:20:28.140 --> 00:20:32.660]  那些皮膚經常受壓力 那就會爛
[00:20:32.660 --> 00:20:35.380]  你那裏是很容易有的
[00:20:35.380 --> 00:20:41.820]  那有什麼辦法呢?有一位醫生就說
[00:20:41.820 --> 00:20:45.060]  可能要割開裏面有一粒東西要拿出來
[00:20:45.060 --> 00:20:48.380]  有的就說擦一下藥膏 擦一下消炎
[00:20:48.380 --> 00:20:52.060]  那就多一點動作 不要坐那麼久
[00:20:52.060 --> 00:20:56.300]  哎呀 但是我這份工作是經常要坐的
[00:20:56.300 --> 00:21:00.620]  出門坐飛機坐幾個小時 哎呀 很艱難
[00:21:00.620 --> 00:21:03.900]  最好是帶個毯子坐 第二
[00:21:03.900 --> 00:21:07.340]  CNN這位CNN帶個坐佔原型來坐
[00:21:07.340 --> 00:21:09.980]  有痔瘡的 我不是痔瘡
[00:21:09.980 --> 00:21:12.540]  我只是有一塊這樣的東西
[00:21:12.540 --> 00:21:15.420]  頂着 哇 坐得久很辛苦
