
[00:00:00.000 --> 00:00:03.700]  剛才兒童師班帶給我們一個很重要的訊息
[00:01:51.700 --> 00:01:53.300]  就是神猜遣
[00:01:53.300 --> 00:01:55.100]  祂自己的兒子來到世界
[00:01:55.100 --> 00:01:57.400]  八百年前耶穌出生
[00:01:57.400 --> 00:01:59.400]  當時有一個預言
[00:01:59.400 --> 00:02:02.600]  說這個神會在地球上出現
[00:02:02.600 --> 00:02:04.900]  當時在以塞亞的時代
[00:02:04.900 --> 00:02:08.400]  那些以色列神的子民是博奕神
[00:02:08.400 --> 00:02:10.500]  So in the time of Isaiah
[00:02:10.500 --> 00:02:15.300]  他們是離棄神
[00:02:15.300 --> 00:02:17.900]  寧願依靠人也不依靠神
[00:02:17.900 --> 00:02:19.500]  They forsook God
[00:02:19.500 --> 00:02:22.300]  They rather depended on people
[00:02:22.300 --> 00:02:23.500]  But not God
[00:02:23.500 --> 00:02:25.400]  以至到他們整個國家
[00:02:25.400 --> 00:02:28.100]  陷入一個滅國的危機當中
[00:02:28.100 --> 00:02:29.400]  So the whole country
[00:02:29.400 --> 00:02:32.800]  The whole nation was decreasing
[00:02:32.800 --> 00:02:35.000]  以色列民眾有一個很黑暗的時代
[00:02:35.000 --> 00:02:36.700]  It was a very dark moment
[00:02:36.700 --> 00:02:38.900]  Dark times for the Israel nation
[00:02:38.900 --> 00:02:41.100]  他們很渴求一點點的光
[00:02:41.100 --> 00:02:43.400]  They desire just a little bit of light
[00:02:43.400 --> 00:02:45.400]  所以神就給他們這個應許
[00:02:45.400 --> 00:02:47.800]  So God sent them this promise
[00:02:47.800 --> 00:02:49.600]  叫他們不需要擔心
[00:02:49.600 --> 00:02:51.800]  To let them know they don't need to worry
[00:02:51.800 --> 00:02:53.500]  其實我們在今天來說
[00:02:53.500 --> 00:02:55.000]  我們的心情應該是怎樣呢
[00:02:55.000 --> 00:02:57.700]  So what are you feeling right now
[00:02:57.700 --> 00:03:00.600]  就是幾天前我們去冬至的時候
[00:03:00.600 --> 00:03:03.700]  每一年冬至就是全年最長的黑夜
[00:03:03.700 --> 00:03:06.000]  So a few days ago it was winter solstice
[00:03:06.000 --> 00:03:11.500]  It's actually the day with the longest darkness
[00:03:11.500 --> 00:03:12.600]  這麼早天黑
[00:03:12.600 --> 00:03:14.800]  你希望可以好像夏天一樣
[00:03:14.800 --> 00:03:17.400]  日長夜短更好
[00:03:17.400 --> 00:03:20.200]  The sun just dropped so early
[00:03:20.200 --> 00:03:21.800]  You want it to be summer
[00:03:21.800 --> 00:03:24.200]  You have lots of light
[00:03:24.200 --> 00:03:25.500]  我們就在等
[00:03:25.500 --> 00:03:27.300]  由前兩天開始
[00:03:27.300 --> 00:03:29.000]  一直一直等到去春天
[00:03:29.000 --> 00:03:32.600]  真的會有更多的光
[00:03:32.600 --> 00:03:34.700]  更多的生氣
[00:03:34.700 --> 00:03:37.200]  So would this be how you feeling now
[00:03:37.200 --> 00:03:38.900]  From the two days before
[00:03:38.900 --> 00:03:40.900]  And you are waiting up to spring
[00:03:40.900 --> 00:03:43.400]  When there is more light and more light
[00:03:43.400 --> 00:03:46.300]  因為我們今天就是從這一段經文
[00:03:46.300 --> 00:03:49.600]  So let us today look at this verse
[00:03:49.600 --> 00:03:52.700]  是神給一班神的子民的英許
[00:03:52.700 --> 00:03:54.200]  This is a prophecy
[00:03:54.200 --> 00:03:56.400]  This is a promise from God to His people
[00:03:56.400 --> 00:03:57.800]  這班以色列的子民
[00:03:57.800 --> 00:03:58.900]  好像我和你今天
[00:03:58.900 --> 00:04:00.900]  可能是等著春天的來臨一樣
[00:04:00.900 --> 00:04:02.100]  那種心情
[00:04:02.100 --> 00:04:06.000]  The nation may be also waiting for this spring
[00:04:06.000 --> 00:04:07.400]  Just like you and me
[00:04:07.400 --> 00:04:09.600]  他的英許說有一個嬰孩
[00:04:09.600 --> 00:04:12.800]  His promise says there is a child
[00:04:12.800 --> 00:04:14.600]  有一個君王
[00:04:14.600 --> 00:04:16.800]  There is a king
[00:04:16.800 --> 00:04:18.800]  究竟我們可以從這段經文裡面
[00:04:18.800 --> 00:04:19.900]  去怎樣學習
[00:04:19.900 --> 00:04:22.500]  我們對今天有什麼意義
[00:04:22.500 --> 00:04:24.500]  So what does this verse
[00:04:24.500 --> 00:04:26.700]  have an effect on us today
[00:04:26.700 --> 00:04:28.900]  我們一起在進入神的話語之前
[00:04:28.900 --> 00:04:30.400]  我們再一次同心低頭祈禱
[00:04:30.400 --> 00:04:32.100]  Let's pray
[00:04:32.100 --> 00:04:33.900]  蔡恩主我們感謝祢
[00:04:33.900 --> 00:04:35.400]  Father God thank you
[00:04:35.400 --> 00:04:37.900]  讓我們有這段時間去研讀祢的話語
[00:04:37.900 --> 00:04:41.000]  for giving us this time to look at your word
[00:04:41.000 --> 00:04:42.800]  我們也特別感謝主祢的恩典
[00:04:42.800 --> 00:04:45.100]  讓今天有五位弟兄姊妹受浸
[00:04:45.100 --> 00:04:46.900]  加入你自己的身體
[00:04:46.900 --> 00:04:48.800]  We especially thank you
[00:04:48.800 --> 00:04:50.900]  for the five baptismal candidates
[00:04:50.900 --> 00:04:53.500]  who are joining the body of Christ
[00:04:53.500 --> 00:04:55.500]  求主祢的靈向我們說話
[00:04:55.500 --> 00:04:57.800]  So may your spirit speak to us
[00:04:57.800 --> 00:04:59.900]  叫我們明白祢對我們的心意
[00:04:59.900 --> 00:05:02.200]  So that we understand your will
[00:05:02.200 --> 00:05:03.800]  回應神祢的呼喚
[00:05:03.800 --> 00:05:05.300]  And that we will respond
[00:05:05.300 --> 00:05:06.500]  respond to your calling
[00:05:06.500 --> 00:05:08.200]  祈禱奉主耶穌的名求
[00:05:08.200 --> 00:05:10.300]  In Jesus name we pray
[00:05:10.300 --> 00:05:12.200]  Amen
[00:05:12.200 --> 00:05:18.400]  究竟嬰孩耶穌是我們在今天的今天
[00:05:18.400 --> 00:05:21.000]  仍然覺得祂只是一個嬰孩
[00:05:21.000 --> 00:05:23.400]  還是對你來說祂是一個君王
[00:05:23.400 --> 00:05:24.800]  Do you still look at this baby
[00:05:24.800 --> 00:05:28.600]  as simply a baby or king?
[00:05:28.600 --> 00:05:30.800]  當聖誕卡寄給你的時候
[00:05:30.800 --> 00:05:33.100]  你見到嬰孩很可愛
[00:05:33.100 --> 00:05:35.200]  When you receive a Christmas card
[00:05:35.200 --> 00:05:36.900]  there might be a baby on the card
[00:05:36.900 --> 00:05:38.300]  and it must be cute
[00:05:38.300 --> 00:05:42.000]  在馬槽裏面這個嬰孩又很卑微
[00:05:42.000 --> 00:05:45.900]  But in the manger this baby is also very humble
[00:05:45.900 --> 00:05:49.300]  祂好像真的沒有什麼力量
[00:05:49.300 --> 00:05:51.200]  It seems that He is very vulnerable
[00:05:51.200 --> 00:05:53.200]  He is very weak
[00:05:53.200 --> 00:05:56.700]  但是這個嬰孩對於猶太人來說
[00:05:56.700 --> 00:05:59.800]  是一個等候了很久的預言的實言
[00:05:59.800 --> 00:06:02.000]  But this child is the fulfillment
[00:06:02.000 --> 00:06:05.500]  of the promise that was long time ago
[00:06:05.500 --> 00:06:07.600]  上個星期陳牧師和我們
[00:06:07.600 --> 00:06:08.800]  在國語堂和粵語堂
[00:06:08.800 --> 00:06:11.000]  分享了一個很重要的訊息
[00:06:11.000 --> 00:06:14.400]  Last week at CSE and EMSE services
[00:06:14.400 --> 00:06:16.300]  Pastor Allen shared with us a very important
[00:06:16.300 --> 00:06:19.000]  大家其實都很熟悉三博士的故事
[00:06:19.000 --> 00:06:20.800]  And of course you are very familiar
[00:06:20.800 --> 00:06:23.300]  with the story of the wise man
[00:06:23.300 --> 00:06:26.700]  其實當三博士見到一個星
[00:06:26.700 --> 00:06:28.200]  就是猶太人的王
[00:06:28.200 --> 00:06:30.400]  他就去尋找這個嬰孩
[00:06:30.400 --> 00:06:32.100]  So the wise man, the magi
[00:06:32.100 --> 00:06:33.700]  looked at a solid star
[00:06:33.700 --> 00:06:36.700]  They pursued looking for this baby
[00:06:36.700 --> 00:06:38.500]  對於這三博士來說
[00:06:38.500 --> 00:06:40.900]  這個嬰孩是君王
[00:06:40.900 --> 00:06:43.500]  So to these magi, the wise man
[00:06:43.500 --> 00:06:45.300]  This baby is their king
[00:06:45.300 --> 00:06:50.300]  但當他去到希律王那裏問的時候
[00:06:50.300 --> 00:06:52.800]  這個希律王其實心裏面
[00:06:52.800 --> 00:06:55.100]  只是看這個嬰孩就是一個嬰孩
[00:06:55.100 --> 00:06:57.600]  But when the wise man went to Herod
[00:06:57.600 --> 00:07:00.500]  King Herod just looked at this baby as a baby
[00:07:00.500 --> 00:07:02.900]  他只是思想這個嬰孩
[00:07:02.900 --> 00:07:04.700]  會不會威脅我的王位
[00:07:04.700 --> 00:07:05.600]  He was just thinking
[00:07:05.600 --> 00:07:08.000]  Would this baby be a threat to me?
[00:07:08.000 --> 00:07:09.500]  有三學家說
[00:07:09.500 --> 00:07:11.300]  其實人的本性
[00:07:11.300 --> 00:07:12.200]  很多時候我們有一個
[00:07:12.200 --> 00:07:15.400]  掌控佔有的慾望
[00:07:15.400 --> 00:07:16.600]  Theologian says that
[00:07:16.600 --> 00:07:18.500]  We human beings have a desire
[00:07:18.500 --> 00:07:21.700]  to be empowered, to control
[00:07:21.700 --> 00:07:24.900]  希律王他的佔有慾望
[00:07:24.900 --> 00:07:26.600]  King Herod had this desire
[00:07:26.600 --> 00:07:28.700]  to be empowered, to control
[00:07:28.700 --> 00:07:31.300]  希望毀滅這個所謂
[00:07:31.300 --> 00:07:33.500]  這三博士所說的猶太人的王
[00:07:33.500 --> 00:07:36.800]  He needed to have this baby
[00:07:36.800 --> 00:07:38.200]  or the king diminished
[00:07:38.200 --> 00:07:40.900]  所以對希律來講
[00:07:40.900 --> 00:07:44.400]  這個嬰孩就只不過是一個嬰孩
[00:07:44.400 --> 00:07:45.300]  So to King Herod
[00:07:45.300 --> 00:07:47.200]  This baby was simply a baby
[00:07:47.200 --> 00:07:48.400]  就算他當年是君王
[00:07:48.400 --> 00:07:50.500]  他現在就是沒有力量了
[00:07:50.500 --> 00:07:53.600]  So even if this baby would have become a king
[00:07:53.600 --> 00:07:56.100]  This time he was a baby weak
[00:07:56.100 --> 00:07:58.700]  現在這個希律對於這個嬰孩來講
[00:07:58.700 --> 00:08:00.400]  是可以為所欲為的
[00:08:00.400 --> 00:08:01.900]  At this very moment
[00:08:01.900 --> 00:08:05.400]  King Herod could do anything he wanted
[00:08:05.400 --> 00:08:07.700]  但是三博士卻是
[00:08:07.700 --> 00:08:10.000]  願意犧牲他的時間
[00:08:10.000 --> 00:08:11.600]  還要長途跋涉
[00:08:11.600 --> 00:08:13.600]  繼續去尋找耶穌
[00:08:13.600 --> 00:08:15.500]  But the wise men
[00:08:15.500 --> 00:08:19.800]  would be willing to sacrifice their time
[00:08:19.800 --> 00:08:22.100]  to continue to seek this king
[00:08:22.100 --> 00:08:23.600]  要犧牲自己一些的東西
[00:08:23.600 --> 00:08:25.300]  Of course there's a lot of sacrifices
[00:08:25.300 --> 00:08:26.900]  that they needed to make
[00:08:26.900 --> 00:08:28.200]  當他找到耶穌的時候
[00:08:28.200 --> 00:08:30.700]  他就將最好的獻上給耶穌
[00:08:30.700 --> 00:08:31.600]  And when they saw
[00:08:31.600 --> 00:08:33.900]  when they finally found this baby
[00:08:33.900 --> 00:08:36.100]  they gave their best to them
[00:08:36.100 --> 00:08:38.700]  所以我今天也想問你從這個三博士的故事裡面
[00:08:38.700 --> 00:08:42.200]  究竟我們是希律去抗拒耶穌
[00:08:42.200 --> 00:08:43.900]  只是看他一個嬰孩
[00:08:43.900 --> 00:08:46.700]  真的不會有什麼大事可以做得出
[00:08:46.700 --> 00:08:47.700]  在那個時候
[00:08:47.700 --> 00:08:50.400]  還是我們知道他是一個君王
[00:08:50.400 --> 00:08:51.600]  So let me ask you a question
[00:08:51.600 --> 00:08:53.400]  With the story of this Magi
[00:08:53.400 --> 00:08:56.400]  Is this baby simply a baby to you?
[00:08:56.400 --> 00:09:00.200]  Or is he the king in your heart?
[00:09:00.200 --> 00:09:04.200]  可能我們已經信了耶穌的弟兄姊妹會說
[00:09:04.200 --> 00:09:06.000]  我當然知道他是嬰孩君王
[00:09:06.000 --> 00:09:08.300]  Maybe some of our brothers and sisters Christians
[00:09:08.300 --> 00:09:09.900]  will say of course he's my king
[00:09:09.900 --> 00:09:12.000]  但究竟他是不是真的你的君王
[00:09:12.000 --> 00:09:14.600]  Is he really your king?
[00:09:14.600 --> 00:09:18.000]  還是你仍然將他放在馬槽裡面
[00:09:18.000 --> 00:09:19.300]  仍然是一個嬰孩
[00:09:19.300 --> 00:09:21.400]  Or are you still keeping him in the manger
[00:09:21.400 --> 00:09:22.400]  in the stable
[00:09:22.400 --> 00:09:24.100]  that he was still a baby?
[00:09:24.100 --> 00:09:26.700]  從今天的經文裡面很清楚告訴我們
[00:09:26.700 --> 00:09:29.900]  就是因有一位嬰孩為我們
[00:09:29.900 --> 00:09:32.500]  就是為我和你而生的
[00:09:32.500 --> 00:09:34.500]  有一子要賜給我們
[00:09:34.500 --> 00:09:36.800]  This verse says it's really
[00:09:36.800 --> 00:09:40.200]  clearly is for to us a child is born
[00:09:40.200 --> 00:09:43.200]  to us a son is given
[00:09:43.200 --> 00:09:45.200]  這個嬰孩耶穌
[00:09:45.200 --> 00:09:46.300]  This baby Jesus
[00:09:46.300 --> 00:09:47.600]  究竟他是誰呢?
[00:09:47.600 --> 00:09:49.700]  Who is he?
[00:09:49.700 --> 00:09:51.600]  我想弟兄姊妹或者朋友
[00:09:51.600 --> 00:09:54.700]  你假若是未認識耶穌的
[00:09:54.700 --> 00:09:57.300]  我想知道介紹這個耶穌給你認識
[00:09:57.300 --> 00:09:59.600]  Friends if you have not known Jesus yet
[00:09:59.600 --> 00:10:01.600]  I would like to introduce him to you
[00:10:01.600 --> 00:10:05.400]  因為在菲律賓書2章6至8節這樣說
[00:10:05.400 --> 00:10:07.600]  他說這個耶穌
[00:10:07.600 --> 00:10:10.300]  他本有神的形象
[00:10:10.300 --> 00:10:13.200]  卻是不堅持自己與神同等
[00:10:13.200 --> 00:10:14.600]  反倒虛己
[00:10:14.600 --> 00:10:16.200]  取了奴僕的形象
[00:10:16.200 --> 00:10:18.100]  成為人的樣式
[00:10:18.100 --> 00:10:19.600]  In Philippians it says
[00:10:19.600 --> 00:10:22.400]  Who though he was in the form of God
[00:10:22.400 --> 00:10:25.500]  do not count equality with God a thing to be grasped
[00:10:25.500 --> 00:10:29.400]  but emptied himself by taking the form of a servant
[00:10:29.400 --> 00:10:34.800]  being born in the likeness of men
[00:10:34.800 --> 00:10:37.700]  神成為人的樣式
[00:10:37.700 --> 00:10:42.000]  God being made in man's likeness
[00:10:42.000 --> 00:10:43.300]  當你看這個嬰孩的時候
[00:10:43.300 --> 00:10:45.600]  不是看普通平時看嬰孩
[00:10:45.600 --> 00:10:47.400]  遲些他會長大成人
[00:10:47.400 --> 00:10:48.800]  When you look at this baby
[00:10:48.800 --> 00:10:49.800]  Don't look at this baby
[00:10:49.800 --> 00:10:51.300]  Oh he is going to grow
[00:10:51.300 --> 00:10:55.400]  而是你要看這個嬰孩耶穌這個嬰孩
[00:10:55.400 --> 00:10:58.200]  是從一個充滿宇宙萬物的神
[00:10:58.200 --> 00:10:59.800]  這麼偉大的
[00:10:59.800 --> 00:11:03.000]  反而他縮小成為一個小的嬰孩
[00:11:03.000 --> 00:11:04.600]  But when you look at this baby
[00:11:04.600 --> 00:11:06.600]  He is the embodiment of God
[00:11:06.600 --> 00:11:10.200]  of the universe coming in the form of this little baby
[00:11:10.200 --> 00:11:11.600]  這個是最大的神蹟
[00:11:11.600 --> 00:11:13.900]  This is the biggest miracle
[00:11:13.900 --> 00:11:16.000]  在約翰福音
[00:11:16.000 --> 00:11:18.700]  約翰福音在第一章十四節那裡說
[00:11:18.700 --> 00:11:21.000]  他就是導成了肉身
[00:11:21.000 --> 00:11:22.800]  住在我們中間
[00:11:22.800 --> 00:11:26.400]  充滿了有因典有真理
[00:11:26.400 --> 00:11:28.500]  我們也都見過他的榮光
[00:11:28.500 --> 00:11:32.700]  正是負獨一而止的榮光
[00:11:32.700 --> 00:11:34.600]  In the Gospel of John it says
[00:11:34.600 --> 00:11:37.100]  And the Word became flesh
[00:11:37.100 --> 00:11:38.400]  And dwell among us
[00:11:38.400 --> 00:11:40.500]  And we have seen his glory
[00:11:40.500 --> 00:11:43.600]  Glory as of the only Son from the Father
[00:11:43.600 --> 00:11:46.200]  Full of grace and truth
[00:11:46.200 --> 00:11:48.000]  一個很奇妙的神蹟
[00:11:48.000 --> 00:11:53.600]  This is the very impressive miracle
[00:11:53.600 --> 00:11:56.000]  神成為了人
[00:11:56.000 --> 00:11:58.400]  God has become a man
[00:11:58.400 --> 00:12:00.500]  並且經歷我們所經歷的
[00:12:00.500 --> 00:12:04.100]  And he has experienced all that we experience
[00:12:04.100 --> 00:12:06.100]  其實當他導成肉身的時候
[00:12:06.100 --> 00:12:08.700]  不是他沒有了那個神的本性
[00:12:08.700 --> 00:12:10.600]  It's not that when he became a man
[00:12:10.600 --> 00:12:13.200]  and became a baby he lost his deity
[00:12:13.200 --> 00:12:14.900]  或者沒有了神的本質
[00:12:14.900 --> 00:12:17.800]  He didn't lose the nature of God
[00:12:17.800 --> 00:12:20.700]  而是好像一個膜遮住了他的光
[00:12:20.700 --> 00:12:22.400]  以致我們可以看得見他
[00:12:22.400 --> 00:12:23.600]  But it's like a veil
[00:12:23.600 --> 00:12:24.600]  It's like a cover
[00:12:24.600 --> 00:12:27.600]  Just covering him that we can still see him
[00:12:27.600 --> 00:12:29.600]  可能你都聽過耶穌曾經
[00:12:29.600 --> 00:12:32.800]  在山上面登山變象
[00:12:32.800 --> 00:12:34.800]  You might have heard the story
[00:12:34.800 --> 00:12:36.600]  called the Transfiguration
[00:12:36.600 --> 00:12:38.600]  他上到山上的時候
[00:12:38.600 --> 00:12:41.300]  他和彼得亞哥約翰上到去
[00:12:41.300 --> 00:12:43.300]  彼得亞哥約翰看都看不到
[00:12:43.300 --> 00:12:46.400]  因為那些衣服他身上是發光的
[00:12:46.400 --> 00:12:49.400]  So when Jesus went up to the mountain
[00:12:49.400 --> 00:12:51.300]  with Peter John and James
[00:12:51.300 --> 00:12:52.400]  It was so bright
[00:12:52.400 --> 00:12:53.700]  It was full of his glory
[00:12:53.700 --> 00:12:55.200]  and they couldn't even see him
[00:12:55.200 --> 00:12:58.000]  就好像約翰福音經文所說的那種榮光
[00:12:58.000 --> 00:12:59.400]  It's always like this gospel
[00:12:59.400 --> 00:13:00.400]  This verse is saying
[00:13:00.400 --> 00:13:02.700]  The glory of God is so bright
[00:13:02.700 --> 00:13:06.400]  所以耶穌到神到成肉身
[00:13:06.400 --> 00:13:08.200]  成為人來到
[00:13:08.200 --> 00:13:11.000]  他是將自己包裹起
[00:13:11.000 --> 00:13:13.000]  So God became a man
[00:13:13.000 --> 00:13:15.000]  He was covering himself with a veil
[00:13:15.000 --> 00:13:16.400]  以致我們能夠看得見他
[00:13:16.400 --> 00:13:18.000]  So that we can actually see him
[00:13:18.000 --> 00:13:19.500]  可以認識他 可以經歷他
[00:13:19.500 --> 00:13:22.200]  So that we can know him and experience him
[00:13:22.200 --> 00:13:23.800]  你再想一想
[00:13:23.800 --> 00:13:25.400]  到成肉身的意思是怎樣呢
[00:13:25.400 --> 00:13:26.600]  Think again
[00:13:26.600 --> 00:13:30.000]  What is the meaning of incarnation
[00:13:30.000 --> 00:13:31.500]  God became man
[00:13:31.500 --> 00:13:35.000]  耶穌原本在天堂的寶座上面
[00:13:35.000 --> 00:13:37.800]  甘願的到卑微的馬槽那裡
[00:13:37.800 --> 00:13:40.500]  是成為一個被慰養的嬰孩
[00:13:40.500 --> 00:13:43.000]  So he was first in the universe
[00:13:43.000 --> 00:13:45.700]  He was sitting on the throne of the whole universe
[00:13:45.700 --> 00:13:47.900]  But he came humbly
[00:13:47.900 --> 00:13:51.000]  to be born as a baby in a manger
[00:13:51.000 --> 00:13:54.000]  他原本可以用他的口中的話語
[00:13:54.000 --> 00:13:56.300]  就可以維繫世界的運作
[00:13:56.300 --> 00:13:58.100]  他說立就立
[00:13:58.100 --> 00:14:00.200]  要成就就成就
[00:14:00.200 --> 00:14:01.000]  Think of this
[00:14:01.000 --> 00:14:04.700]  God sustains the world with just a word
[00:14:04.700 --> 00:14:08.700]  他是甘願依賴一個年輕的婦人去慰養他
[00:14:08.700 --> 00:14:11.000]  But he chose to be dependent
[00:14:11.000 --> 00:14:13.800]  on the nourishment of a woman
[00:14:13.800 --> 00:14:15.900]  我真的很想你想清楚這件事
[00:14:15.900 --> 00:14:19.200]  I really want to ask you to really think about this
[00:14:19.200 --> 00:14:21.100]  一個全能的神
[00:14:21.100 --> 00:14:25.200]  在世界上面以一個無助的嬰孩來出現
[00:14:25.200 --> 00:14:27.500]  This almighty God
[00:14:27.500 --> 00:14:31.200]  has come in the form of this vulnerable baby
[00:14:31.200 --> 00:14:32.700]  這是一個令人震驚的神蹟
[00:14:32.700 --> 00:14:37.800]  This is shocking
[00:14:37.800 --> 00:14:40.300]  那個能夠創造世界的神
[00:14:40.300 --> 00:14:42.800]  成為一個受造的人
[00:14:42.800 --> 00:14:45.100]  This is the God creator
[00:14:45.100 --> 00:14:48.200]  who became one of us like the creation
[00:14:48.200 --> 00:14:51.000]  那個無罪的經歷
[00:14:51.000 --> 00:14:52.100]  罪惡的世界
[00:14:52.100 --> 00:14:55.000]  He never experienced sin
[00:14:55.000 --> 00:14:55.700]  He didn't sin
[00:14:55.700 --> 00:14:58.300]  But he is in a simple world
[00:14:58.300 --> 00:15:00.100]  那個無限的
[00:15:00.100 --> 00:15:02.100]  成為有限的
[00:15:02.100 --> 00:15:04.800]  He is infinite
[00:15:04.800 --> 00:15:06.700]  But he became finite
[00:15:06.700 --> 00:15:08.900]  那個不會扭壞的
[00:15:08.900 --> 00:15:10.400]  成為了扭壞的
[00:15:10.400 --> 00:15:14.000]  And this immortal experiences mortality
[00:15:14.000 --> 00:15:19.200]  這個就是杜成玉身住在我們中間的奇蹟
[00:15:19.200 --> 00:15:20.600]  This is the miracle of
[00:15:20.600 --> 00:15:23.900]  Word became flesh dwelling among us
[00:15:23.900 --> 00:15:26.700]  既然神藉著耶穌
[00:15:26.700 --> 00:15:29.300]  這個嬰孩杜成玉身在我們當中
[00:15:29.300 --> 00:15:31.600]  So God has sent His son Jesus
[00:15:31.600 --> 00:15:34.800]  to come to us to dwell within us
[00:15:34.800 --> 00:15:36.800]  祂要完成神一個什麼任務呢
[00:15:36.800 --> 00:15:38.600]  What is the mission and the purpose
[00:15:38.600 --> 00:15:40.500]  that He needs to fulfill
[00:15:40.500 --> 00:15:45.800]  菲律賓書繼續說既有人的樣子就謙卑自己
[00:15:45.800 --> 00:15:47.700]  全心順服
[00:15:47.700 --> 00:15:49.000]  以致於死
[00:15:49.000 --> 00:15:50.900]  並且死在十字架上
[00:15:50.900 --> 00:15:53.500]  Philippians continue to say
[00:15:53.500 --> 00:15:55.600]  And being found in human form
[00:15:55.600 --> 00:15:58.900]  He humbled himself by becoming
[00:15:58.900 --> 00:16:01.100]  obedient to the point of death
[00:16:01.100 --> 00:16:05.600]  Even death on the cross
[00:16:05.600 --> 00:16:08.100]  他有三樣東西可以成為我們的榜樣
[00:16:08.100 --> 00:16:11.200]  There are three things that he can become our example
[00:16:11.200 --> 00:16:12.400]  最少這三樣
[00:16:12.400 --> 00:16:14.000]  At least these three things
[00:16:14.000 --> 00:16:15.100]  他原先是神
[00:16:15.100 --> 00:16:18.400]  但他卻願意謙卑自己
[00:16:18.400 --> 00:16:20.300]  He is God
[00:16:20.300 --> 00:16:22.900]  But he is willing to humble himself
[00:16:22.900 --> 00:16:25.100]  他願意是順服
[00:16:25.100 --> 00:16:27.700]  He is willing to be obedient
[00:16:27.700 --> 00:16:29.400]  以致於犧牲自己
[00:16:29.400 --> 00:16:31.800]  And he sacrificed himself
[00:16:31.800 --> 00:16:34.600]  其實這個與人的本性是很大的分別
[00:16:34.600 --> 00:16:37.100]  This is actually the opposite of a human nature
[00:16:37.100 --> 00:16:40.700]  因為人的本性是以自己的利益為重心
[00:16:40.700 --> 00:16:43.900]  Because human nature is self-centered and selfish
[00:16:43.900 --> 00:16:46.200]  他是為了自己的好處
[00:16:46.200 --> 00:16:49.800]  以及我們佔有慾去生活的
[00:16:49.800 --> 00:16:52.400]  Humans always think of what I want
[00:16:52.400 --> 00:16:56.100]  And if I am in control
[00:16:56.100 --> 00:16:58.700]  這個嬰孩耶穌來到世界
[00:16:58.700 --> 00:17:00.000]  釘在十字架上
[00:17:00.000 --> 00:17:02.100]  無罪的代替了有罪的
