
[00:00:00.000 --> 00:00:05.880]  大家好 今天我們學習一個題目
[00:02:05.640 --> 00:02:08.040]  唯一一個兄弟
[00:02:08.040 --> 00:02:10.640]  阿彪有一個意外
[00:02:10.640 --> 00:02:12.080]  在機場那裡
[00:02:12.080 --> 00:02:15.080]  在美國西部的Colorado
[00:02:15.080 --> 00:02:16.800]  一個機場有意外
[00:02:16.800 --> 00:02:19.000]  聽到這個消息很大震驚
[00:02:19.000 --> 00:02:20.640]  爸爸就說
[00:02:20.640 --> 00:02:24.800]  你可不可以看看你弟弟的情況如何
[00:02:24.800 --> 00:02:26.680]  於是很快Nerry Crabbe
[00:02:26.680 --> 00:02:30.520]  和太太Rachel一起到機場裡面
[00:02:30.520 --> 00:02:32.600]  當然非常混亂
[00:02:32.600 --> 00:02:37.480]  問問那些員工究竟發生了什麼事
[00:02:37.480 --> 00:02:43.320]  他說這班機在機場的北部發生意外
[00:02:43.320 --> 00:02:47.280]  所有機場搭客沒有一個倖免
[00:02:47.280 --> 00:02:49.040]  這個消息一聽到
[00:02:49.040 --> 00:02:52.880]  令到Nerry Crabbe很大的悲傷
[00:02:52.880 --> 00:02:55.920]  他說整個人都是空白一片
[00:02:55.920 --> 00:02:57.200]  兩個星期裡面
[00:02:57.200 --> 00:03:00.480]  他不停地流淚
[00:03:00.480 --> 00:03:02.240]  他說這些淚好像
[00:03:02.240 --> 00:03:04.280]  我嘗試有時候壓制
[00:03:04.280 --> 00:03:07.760]  有時候流露出來
[00:03:07.760 --> 00:03:12.040]  但是好像那些淚水好像不停地流
[00:03:12.040 --> 00:03:17.040]  他當時這個人真的很迷惘
[00:03:17.040 --> 00:03:18.680]  他最後靜下來
[00:03:18.680 --> 00:03:20.800]  他就跟神說
[00:03:20.800 --> 00:03:23.160]  哭叫去禱告
[00:03:23.160 --> 00:03:24.560]  他說神啊
[00:03:24.560 --> 00:03:29.800]  我不能夠接受這件慘劇是一個事實
[00:03:29.800 --> 00:03:34.000]  他說人生我看不到有什麼滿足
[00:03:34.000 --> 00:03:34.840]  我沒有安息
[00:03:34.840 --> 00:03:36.040]  我要去找祢
[00:03:36.040 --> 00:03:37.680]  所以就Finding God
[00:03:37.680 --> 00:03:40.040]  究竟在患難的當中
[00:03:40.040 --> 00:03:41.560]  神在哪裡呢
[00:03:41.560 --> 00:03:45.040]  我們認識的神究竟是一個什麼的神呢
[00:03:45.040 --> 00:03:49.600]  所以Nerry Crabbe是一個這樣的沉思
[00:03:49.600 --> 00:03:51.800]  我想是一個很大的哀傷
[00:03:51.800 --> 00:03:56.000]  莫過於很親近的人離開
[00:03:56.000 --> 00:03:58.400]  是一個的哀傷是很大的
[00:03:58.400 --> 00:04:01.440]  還有一些人生很多的患難
[00:04:01.440 --> 00:04:06.480]  或者有一些人際之間的一些破裂
[00:04:06.480 --> 00:04:08.000]  都會令到我們很不安
[00:04:08.000 --> 00:04:10.040]  甚至乎有一些很親的人
[00:04:10.040 --> 00:04:11.880]  又或者在工場裡面
[00:04:11.880 --> 00:04:13.400]  職場裡面我們
[00:04:13.400 --> 00:04:17.000]  突然間有些人際關係很微妙
[00:04:17.000 --> 00:04:19.480]  出了一些很大的張力
[00:04:19.480 --> 00:04:20.560]  不知道要怎麼面對
[00:04:20.560 --> 00:04:26.080]  經常要在工作裡面怎麼繼續去生活呢
[00:04:26.080 --> 00:04:28.000]  很大沉重的壓力
[00:04:28.000 --> 00:04:29.200]  今天我們就看看
[00:04:29.200 --> 00:04:31.640]  大衛也是這樣經歷
[00:04:31.640 --> 00:04:34.520]  在患難裡面他怎麼去面對
[00:04:34.520 --> 00:04:36.760]  怎麼可以去依靠神
[00:04:36.760 --> 00:04:38.440]  在這篇詩篇
[00:04:38.440 --> 00:04:40.280]  142篇我們會看到
[00:04:40.280 --> 00:04:42.240]  開始的時候的介紹
[00:04:42.240 --> 00:04:46.480]  就是他說大衛在洞裡作的訓誨詩
[00:04:46.480 --> 00:04:49.040]  是一篇祈禱
[00:04:49.040 --> 00:04:52.680]  這些是猶太人的一些傳統
[00:04:52.680 --> 00:04:54.840]  給一些資料在裡面
[00:04:54.840 --> 00:04:56.000]  或者我們覺得
[00:04:56.000 --> 00:04:58.640]  這些資料給我們一些理解
[00:04:58.640 --> 00:05:00.320]  就是大衛在什麼時候
[00:05:00.320 --> 00:05:03.920]  他在洞裡面作一些訓誨
[00:05:03.920 --> 00:05:06.640]  訓誨詩就是說他經過一些思索
[00:05:06.640 --> 00:05:09.960]  然後他是講出一些導引
[00:05:09.960 --> 00:05:12.160]  讓人得著一些啟示
[00:05:12.160 --> 00:05:14.720]  而他這裡講到在洞裡面
[00:05:14.720 --> 00:05:17.720]  如果我們看一下大衛的背景
[00:05:17.720 --> 00:05:23.000]  我們知道大衛是一個很勇猛的戰士
[00:05:23.000 --> 00:05:24.440]  他幫助蘇羅王
[00:05:24.440 --> 00:05:25.560]  很忠心的
[00:05:25.560 --> 00:05:28.520]  但是蘇羅王看到他的名聲越來越高
[00:05:28.520 --> 00:05:29.600]  於是會擲到他
[00:05:29.600 --> 00:05:30.960]  要追殺他
[00:05:30.960 --> 00:05:32.520]  在一個這樣的情況
[00:05:32.520 --> 00:05:35.760]  聖經形容在撒姆爾基上
[00:05:35.760 --> 00:05:37.600]  他去逃避
[00:05:37.600 --> 00:05:41.080]  這個生命是很有危險的
[00:05:41.080 --> 00:05:43.120]  一幫人跟著他走
[00:05:43.120 --> 00:05:45.800]  走到這個洞裡面去躲藏
[00:05:45.800 --> 00:05:48.640]  因為在一些曠野等等
[00:05:48.640 --> 00:05:50.800]  是避開別人的追殺
[00:05:50.800 --> 00:05:54.440]  聖經記載在撒姆爾基上
[00:05:54.440 --> 00:05:56.200]  二十二篇
[00:05:56.200 --> 00:05:58.320]  二十二章或者二十四章
[00:05:58.320 --> 00:06:00.720]  提到他在兩處的地方有一個
[00:06:00.720 --> 00:06:01.920]  就是躲在洞裡面
[00:06:01.920 --> 00:06:03.920]  一個就是亞道蘭洞
[00:06:03.920 --> 00:06:07.000]  另外一個就是在一個叫做
[00:06:07.000 --> 00:06:11.720]  就是死海附近的一個隱基底
[00:06:11.720 --> 00:06:16.040]  裡面的地域裡面的曠野裡面的一個洞
[00:06:16.040 --> 00:06:17.920]  無論哪個地方
[00:06:17.920 --> 00:06:22.520]  一樣是蘇羅是去尋找他的
[00:06:22.520 --> 00:06:24.240]  是要殺他的
[00:06:24.240 --> 00:06:26.440]  一個是非常危險的情況
[00:06:26.440 --> 00:06:30.000]  他就在那裡禱告
[00:06:30.000 --> 00:06:35.400]  這個禱告給我們是有一個啟迪
[00:06:35.400 --> 00:06:37.280]  就是當我們很迷惘
[00:06:37.280 --> 00:06:38.360]  很害怕的時候
[00:06:38.360 --> 00:06:40.040]  很患難的時候
[00:06:40.040 --> 00:06:42.960]  我們哪裡是為我們的出路呢
[00:06:42.960 --> 00:06:45.040]  有時候可能我們未必找神
[00:06:45.040 --> 00:06:47.200]  可能我們找很多的辦法
[00:06:47.200 --> 00:06:49.480]  但是話說回來我們看看首先
[00:06:49.480 --> 00:06:51.920]  大衛就向神傾心徒兒
[00:06:51.920 --> 00:06:56.440]  將他的憂慮苦情去向神裡面
[00:06:56.440 --> 00:06:58.920]  在神的面前去哀求
[00:06:58.920 --> 00:07:02.320]  我們首先看第一節到第三節
[00:07:02.320 --> 00:07:05.440]  這個說我出聲哀求饒話
[00:07:05.440 --> 00:07:07.680]  出聲懇求饒話
[00:07:07.680 --> 00:07:10.720]  我在他面前傾訴我的苦情
[00:07:10.720 --> 00:07:13.600]  在他面前陳說我的患難
[00:07:13.600 --> 00:07:17.000]  我的靈在我裡面發昏的時候
[00:07:17.000 --> 00:07:19.080]  你知道我的道路
[00:07:19.080 --> 00:07:20.720]  在我所行的路上
[00:07:20.720 --> 00:07:23.560]  人為我暗切羅網
[00:07:23.560 --> 00:07:27.360]  這個真是一個危機四伏的一個處境
[00:07:27.360 --> 00:07:30.480]  留意大衛這裡這三節
[00:07:30.480 --> 00:07:32.720]  是很強調他出聲
[00:07:32.720 --> 00:07:34.600]  第一節出聲講了一次
[00:07:34.600 --> 00:07:36.120]  另外第二節出聲
[00:07:36.120 --> 00:07:37.320]  有聲的
[00:07:37.320 --> 00:07:38.960]  然後是很
[00:07:38.960 --> 00:07:42.160]  一個將感情很漏腦的
[00:07:42.160 --> 00:07:45.760]  是哀告就是大聲的哭
[00:07:45.760 --> 00:07:51.040]  然後就是懇求饒話去幫助
[00:07:51.040 --> 00:07:54.400]  然後說我在他面前傾訴我的苦情
[00:07:54.400 --> 00:07:57.640]  在他面前陳說我的患難
[00:07:57.640 --> 00:08:00.440]  很多很多這裡傾訴就是說
[00:08:00.440 --> 00:08:03.120]  就是好像倒出來那樣
[00:08:03.120 --> 00:08:04.560]  將所有的東西
[00:08:04.560 --> 00:08:07.200]  就好像Nericraft他的眼淚
[00:08:07.200 --> 00:08:08.600]  一直流一直流
[00:08:08.600 --> 00:08:10.800]  好像流到未盡那樣
[00:08:10.800 --> 00:08:13.440]  將裡面很多的苦情很多的患難
[00:08:13.440 --> 00:08:15.240]  都不知道怎麼說
[00:08:15.240 --> 00:08:16.400]  有時候我不知道大家
[00:08:16.400 --> 00:08:18.720]  當你面對一些困難的時候
[00:08:18.720 --> 00:08:21.400]  我有時候聽到一些大兄弟姐妹說
[00:08:21.400 --> 00:08:23.760]  我都不懂得怎麼吐稿
[00:08:23.760 --> 00:08:25.800]  就是我不知道怎麼說
[00:08:25.800 --> 00:08:27.040]  問題太大了
[00:08:27.040 --> 00:08:29.960]  問題太大我都無從去分析
[00:08:29.960 --> 00:08:31.040]  究竟是什麼事
[00:08:31.040 --> 00:08:35.880]  總言之就有一種危難來到我的身上
[00:08:35.880 --> 00:08:36.880]  不懂得去辨識
[00:08:36.880 --> 00:08:38.800]  不懂得去慢慢的思慮
[00:08:38.800 --> 00:08:40.440]  一種的迷惘
[00:08:40.440 --> 00:08:42.080]  一種的感覺
[00:08:42.080 --> 00:08:46.080]  有時候跟人吐苦水都難的
[00:08:46.080 --> 00:08:47.360]  又不知道誰明白
[00:08:47.360 --> 00:08:49.360]  有時候會在人的面前
[00:08:49.360 --> 00:08:51.880]  都不是很方便
[00:08:51.880 --> 00:08:55.320]  或者是很想將自己的苦楚
[00:08:55.320 --> 00:08:56.760]  去跟人傾訴
[00:08:56.760 --> 00:08:59.640]  但是大衛很真情的在神面前
[00:08:59.640 --> 00:09:01.920]  哭著喊著
[00:09:01.920 --> 00:09:05.560]  然後將裡面的苦情患難去說出來
[00:09:05.560 --> 00:09:06.920]  神聽到
[00:09:06.920 --> 00:09:09.200]  神眷顧
[00:09:09.200 --> 00:09:13.000]  有時候可能在患難當中軟弱無力
[00:09:13.000 --> 00:09:14.560]  簡直聲音都不知道怎麼說
[00:09:14.560 --> 00:09:16.080]  很累
[00:09:16.080 --> 00:09:17.840]  但是微小的聲音
[00:09:17.840 --> 00:09:19.480]  神都聽到我們
[00:09:19.480 --> 00:09:21.920]  內心裡面一些的苦痛苦楚
[00:09:21.920 --> 00:09:24.320]  甚至乎難以言喻
[00:09:24.320 --> 00:09:26.440]  神都知道
[00:09:26.440 --> 00:09:28.960]  神是我們最好的一個對象
[00:09:28.960 --> 00:09:31.360]  大衛就是拿著
[00:09:31.360 --> 00:09:33.720]  在神面前傾心的套義
[00:09:33.720 --> 00:09:36.720]  雖然問題令他很迷惘
[00:09:36.720 --> 00:09:37.960]  很驚懼
[00:09:37.960 --> 00:09:39.240]  但是第三節
[00:09:39.240 --> 00:09:40.160]  這裡說
[00:09:40.160 --> 00:09:42.960]  他說我的靈在我裡面發奮的時候
[00:09:42.960 --> 00:09:45.040]  你知道我的道路
[00:09:45.040 --> 00:09:47.240]  發奮這個形容詞非常之好
[00:09:47.240 --> 00:09:49.600]  代表一個人很微弱
[00:09:49.600 --> 00:09:50.760]  驚懼
[00:09:50.760 --> 00:09:53.880]  很大的壓力無從負荷
[00:09:53.880 --> 00:09:55.960]  簡直不知道怎麼辦
[00:09:55.960 --> 00:09:57.760]  完全軟弱無力
[00:09:57.760 --> 00:09:59.360]  我不知道大家有沒有試過這些光景
[00:09:59.360 --> 00:10:00.280]  當你很害怕
[00:10:00.280 --> 00:10:01.680]  不知道怎麼面對的時候
[00:10:01.680 --> 00:10:04.080]  你的身體也有一些反應
[00:10:04.080 --> 00:10:08.160]  有些人可能突然間視線模糊
[00:10:08.160 --> 00:10:09.120]  緊張得
[00:10:09.120 --> 00:10:10.200]  我不知道大家有沒有試過
[00:10:10.200 --> 00:10:11.360]  我試過
[00:10:11.360 --> 00:10:13.280]  真的很緊張的時候
[00:10:13.280 --> 00:10:16.960]  不知道為什麼很蒙蒙的
[00:10:16.960 --> 00:10:23.720]  有些人可能有些痕痕癢癢
[00:10:23.720 --> 00:10:27.840]  有些是身體會發出來
[00:10:27.840 --> 00:10:28.800]  很多很多
[00:10:28.800 --> 00:10:31.240]  這些令我們發奮的時候
[00:10:31.240 --> 00:10:33.120]  但是無論如何
[00:10:33.120 --> 00:10:34.760]  當我的靈
[00:10:34.760 --> 00:10:35.520]  這裡特別說
[00:10:35.520 --> 00:10:36.200]  不只是我
[00:10:36.200 --> 00:10:36.720]  我的靈
[00:10:36.720 --> 00:10:38.560]  就是整個人的生
[00:10:38.560 --> 00:10:42.200]  整個人都負荷不離
[00:10:42.200 --> 00:10:44.760]  有些反應可能飄飄浮浮
[00:10:44.760 --> 00:10:45.560]  很容易跌
[00:10:45.560 --> 00:10:48.040]  自己也好像站不穩一樣
[00:10:48.040 --> 00:10:50.320]  所以難怪大衛很多時候說
[00:10:50.320 --> 00:10:51.840]  很患難的時候
[00:10:51.840 --> 00:10:54.680]  我必不至於動搖
[00:10:54.680 --> 00:10:55.520]  很重要
[00:10:55.520 --> 00:10:57.200]  但是當我們發奮的時候
[00:10:57.200 --> 00:10:58.120]  大衛就說
[00:10:58.120 --> 00:11:00.800]  你知道我的道路
[00:11:00.800 --> 00:11:01.840]  知道什麼意思呢
[00:11:01.840 --> 00:11:02.640]  如果你看詩篇
[00:11:02.640 --> 00:11:04.520]  一百三十九篇
[00:11:04.520 --> 00:11:05.920]  就是我行我作
[00:11:05.920 --> 00:11:07.040]  你也知道
[00:11:07.040 --> 00:11:08.320]  你也細察
[00:11:08.320 --> 00:11:09.520]  就是很眷顧
[00:11:09.520 --> 00:11:11.280]  看得很清楚
[00:11:11.280 --> 00:11:15.360]  並且他掌管著整個的事情
[00:11:15.360 --> 00:11:17.200]  我們的道路我們不知道
[00:11:17.200 --> 00:11:19.680]  甚至乎有敵人在當中
[00:11:19.680 --> 00:11:22.880]  埋伏一些網羅
[00:11:22.880 --> 00:11:24.280]  要去傷害大衛
[00:11:24.280 --> 00:11:25.440]  很危險
[00:11:25.440 --> 00:11:27.120]  但是大衛知道
[00:11:27.120 --> 00:11:28.880]  當他哀求神的時候
[00:11:28.880 --> 00:11:31.680]  神知道一清二楚
[00:11:31.680 --> 00:11:33.520]  這件事情怎麼發生
[00:11:33.520 --> 00:11:35.440]  怎麼帶你離開這個地方
[00:11:35.440 --> 00:11:36.880]  怎麼引導你走這條路
[00:11:36.880 --> 00:11:38.520]  神知道
[00:11:38.520 --> 00:11:42.200]  這是一個很大的安慰
[00:11:42.200 --> 00:11:43.120]  所有的事情
[00:11:43.120 --> 00:11:45.880]  患難發生絕非偶然
[00:11:45.880 --> 00:11:48.640]  有神的掌管命令
[00:11:48.640 --> 00:11:49.720]  聖經裡面說
[00:11:49.720 --> 00:11:51.840]  萬事都互相效力
[00:11:51.840 --> 00:11:55.200]  叫愛神的人得罪益處
[00:11:55.200 --> 00:11:56.160]  當我們在患難的時候
[00:11:56.160 --> 00:11:58.040]  我們哀求的時候
[00:11:58.040 --> 00:11:59.840]  我們就安定的心
[00:11:59.840 --> 00:12:02.200]  是神看到
[00:12:02.200 --> 00:12:04.480]  神知道
[00:12:04.480 --> 00:12:06.280]  我認識一位弟兄
[00:12:06.280 --> 00:12:07.840]  信主主沒有多久
[00:12:07.840 --> 00:12:14.720]  他平時很少坐的士
[00:12:14.720 --> 00:12:17.200]  坐交通工具
[00:12:17.200 --> 00:12:20.360]  有一次他很趕著要去一個地方
[00:12:20.360 --> 00:12:21.440]  坐的士
[00:12:21.440 --> 00:12:22.600]  誰知道坐的士
[00:12:22.600 --> 00:12:24.360]  撞到有意外
[00:12:24.360 --> 00:12:26.920]  感到自己的胸口很痛
[00:12:26.920 --> 00:12:28.080]  他就跟我說
[00:12:28.080 --> 00:12:29.400]  那次真的是黑
[00:12:29.400 --> 00:12:31.480]  剛剛信主是這樣的
[00:12:31.480 --> 00:12:33.440]  黑的倒霉
[00:12:33.440 --> 00:12:36.280]  真是好日子都不坐的士
[00:12:36.280 --> 00:12:38.080]  一坐的士就撞
[00:12:38.080 --> 00:12:39.160]  接著他告訴我
[00:12:39.160 --> 00:12:40.640]  我說你怎麼樣
[00:12:40.640 --> 00:12:43.120]  那個醫生檢查到
[00:12:43.120 --> 00:12:45.120]  原來我的血壓很高
[00:12:45.120 --> 00:12:46.560]  高到很危險
[00:12:46.560 --> 00:12:49.520]  如果我再不去處理
[00:12:49.520 --> 00:12:51.680]  是有危險的
[00:12:51.680 --> 00:12:56.040]  接著那個醫院就說
[00:12:56.040 --> 00:12:59.120]  你可能要做一些手術
[00:12:59.120 --> 00:13:00.840]  這個弟兄跟我說的時候
[00:13:00.840 --> 00:13:02.440]  我就說你看看
[00:13:02.440 --> 00:13:04.320]  如果你不是這次一撞
[00:13:04.320 --> 00:13:07.280]  你的命都很危險
[00:13:07.280 --> 00:13:09.920]  命都可能沒有
[00:13:09.920 --> 00:13:11.760]  神掌管一切
[00:13:11.760 --> 00:13:14.040]  當我們發瘋的時候
[00:13:14.040 --> 00:13:18.680]  我們覺得為什麼會這樣事情發生
[00:13:18.680 --> 00:13:20.320]  神知道我們的道路
[00:13:20.320 --> 00:13:23.560]  我們只管去依靠祂
[00:13:23.560 --> 00:13:25.240]  接著我們再看
[00:13:25.240 --> 00:13:27.600]  這段經文你會發覺
[00:13:27.600 --> 00:13:30.040]  大衛是找神
[00:13:30.040 --> 00:13:32.520]  然後他就會再去看到
[00:13:32.520 --> 00:13:35.240]  在神裡面的信靠
[00:13:35.240 --> 00:13:37.720]  在開始一至三節是說到
[00:13:37.720 --> 00:13:38.920]  神知道他的道路
[00:13:38.920 --> 00:13:40.400]  是神的掌管
[00:13:40.400 --> 00:13:41.800]  第二個小段落
[00:13:41.800 --> 00:13:44.840]  我們會看到神是看顧的
[00:13:44.840 --> 00:13:46.960]  神能夠去幫助的
[00:13:46.960 --> 00:13:51.840]  我們看看第四節到第五節
[00:13:51.840 --> 00:13:53.160]  這裡說
[00:13:53.160 --> 00:13:57.160]  求你留意向我右邊觀看
[00:13:57.160 --> 00:13:58.240]  無人認識我
[00:13:58.240 --> 00:14:00.960]  我無避難之處
[00:14:00.960 --> 00:14:02.560]  也無人眷顧我
[00:14:02.560 --> 00:14:03.600]  而我啊
[00:14:03.600 --> 00:14:05.080]  我曾向你哀求
[00:14:05.080 --> 00:14:07.520]  我說你是我的避難所
[00:14:07.520 --> 00:14:08.760]  在活人之地
[00:14:08.760 --> 00:14:11.120]  你是我的福分
[00:14:11.120 --> 00:14:14.440]  這裡說到大衛向神哀求
[00:14:14.440 --> 00:14:17.800]  然後大衛向神很具體的說出
[00:14:17.800 --> 00:14:19.920]  祂請求的是什麼
[00:14:19.920 --> 00:14:23.440]  請求神去看著祂
[00:14:23.440 --> 00:14:24.600]  看著祂
[00:14:24.600 --> 00:14:25.600]  很關懷祂
[00:14:25.600 --> 00:14:27.320]  很關切祂的需要
[00:14:27.320 --> 00:14:29.680]  這個特別向我的右邊觀看
[00:14:29.680 --> 00:14:30.920]  為什麼是右邊呢
[00:14:30.920 --> 00:14:33.160]  聖經裡面經常說右邊
[00:14:33.160 --> 00:14:35.680]  右邊通常有很多的解釋
[00:14:35.680 --> 00:14:37.160]  一個理解
[00:14:37.160 --> 00:14:39.440]  其中一個理解就是
[00:14:39.440 --> 00:14:41.040]  我們的右手
[00:14:41.040 --> 00:14:44.760]  我想問你的右手有什麼特別
[00:14:44.760 --> 00:14:46.440]  通常用右手的
[00:14:46.440 --> 00:14:48.720]  多謝伯伯你好
[00:14:48.720 --> 00:14:51.440]  就是你有力的
[00:14:51.440 --> 00:14:52.680]  這是很重要的一部份
[00:14:52.680 --> 00:14:56.280]  很多時候右邊是一個尊貴的地方
[00:14:56.280 --> 00:15:01.440]  很多時候用這個來寓意聖經的表達
[00:15:01.440 --> 00:15:03.360]  就是說你的右邊
[00:15:03.360 --> 00:15:05.640]  就是神賜予幫助
[00:15:05.640 --> 00:15:07.600]  以及祝福你的位置
[00:15:07.600 --> 00:15:10.400]  就是拿來做一個儀仗
[00:15:10.400 --> 00:15:12.240]  所以譬如好像
[00:15:12.240 --> 00:15:14.480]  詩篇十六篇第八節就說
[00:15:14.480 --> 00:15:18.280]  大衛說我讓神在我面前
[00:15:18.280 --> 00:15:20.760]  神在我的右邊
[00:15:20.760 --> 00:15:22.400]  我必不至於動搖
[00:15:22.400 --> 00:15:23.360]  在我右邊
[00:15:23.360 --> 00:15:25.440]  祂保護著我最重要的部份
[00:15:25.440 --> 00:15:26.960]  是賜福給我
[00:15:26.960 --> 00:15:30.960]  就是說神很大地去眷顧我
[00:15:30.960 --> 00:15:33.040]  但是我在什麼情況
[00:15:33.040 --> 00:15:34.080]  神眷顧我呢
[00:15:34.080 --> 00:15:35.800]  他說沒有人認識我
[00:15:35.800 --> 00:15:37.600]  沒有人眷顧我
[00:15:37.600 --> 00:15:40.200]  就是沒有人看重我
[00:15:40.200 --> 00:15:43.360]  沒有人留意我的死活
[00:15:43.360 --> 00:15:44.280]  沒有人理我
[00:15:44.280 --> 00:15:46.120]  簡單來說
[00:15:46.120 --> 00:15:48.680]  很多時候當一些患難
[00:15:48.680 --> 00:15:51.360]  我們都會很感到孤單
[00:15:51.360 --> 00:15:53.920]  沒有人能夠和我們一起的承擔
[00:15:53.920 --> 00:15:56.040]  即使很愛我們的人
[00:15:56.040 --> 00:15:57.320]  這裡跟著說
[00:15:57.320 --> 00:15:59.320]  我無避難之處
[00:15:59.320 --> 00:16:00.480]  這個避難就是說
[00:16:00.480 --> 00:16:02.440]  你一進去就安全了
[00:16:02.440 --> 00:16:05.880]  有一個地方可以躲起來
[00:16:05.880 --> 00:16:06.920]  什麼都沒有
[00:16:06.920 --> 00:16:09.320]  只有神看著我
[00:16:09.320 --> 00:16:11.800]  神眷顧我
[00:16:11.800 --> 00:16:14.280]  我想有時候我們都要去
[00:16:14.280 --> 00:16:16.760]  很多時候我們面對
[00:16:16.760 --> 00:16:18.320]  我們會感到
[00:16:18.320 --> 00:16:19.040]  即是一些患難
[00:16:19.040 --> 00:16:20.960]  我們感到孤單
[00:16:20.960 --> 00:16:22.040]  無助
[00:16:22.040 --> 00:16:23.720]  無力
[00:16:23.720 --> 00:16:25.080]  我相信大家都記得
[00:16:25.080 --> 00:16:27.600]  沈祖堯教授
[00:16:27.600 --> 00:16:30.680]  沈祖堯醫生
[00:16:30.680 --> 00:16:32.760]  去沙士的時候他是一個英雄
[00:16:32.760 --> 00:16:36.520]  我們聽到他的故事
[00:16:36.520 --> 00:16:37.440]  他有一本書叫做
[00:16:37.440 --> 00:16:38.640]  《不一樣的天空》
[00:16:38.640 --> 00:16:42.160]  說到當時沙士來到的時候
[00:16:42.160 --> 00:16:44.040]  大家都很害怕
[00:16:44.040 --> 00:16:47.880]  來了一個星期
[00:16:47.880 --> 00:16:49.000]  仍然是沒有辦法
[00:16:49.000 --> 00:16:51.720]  你知道沙士是要人的命
[00:16:51.720 --> 00:16:57.440]  醫護或者同事病人都要離開
[00:16:57.440 --> 00:17:02.640]  一個很危害人生命的病毒
[00:17:02.640 --> 00:17:06.200]  然後他就呼籲所有基督徒的醫生
[00:17:06.200 --> 00:17:07.720]  一起去禱告
[00:17:07.720 --> 00:17:10.680]  忽然間平時沒有認自己是基督徒
[00:17:10.680 --> 00:17:12.080]  都出來了
[00:17:12.080 --> 00:17:12.800]  他說這個時候
[00:17:12.800 --> 00:17:16.640]  可能這個身份不是很方便
[00:17:16.640 --> 00:17:17.680]  一起去禱告
[00:17:17.680 --> 00:17:18.880]  當我們一講的時候
[00:17:18.880 --> 00:17:20.360]  第一句說話就說
[00:17:20.360 --> 00:17:22.400]  神啊求主幫助我
[00:17:22.400 --> 00:17:24.240]  不要因為我們的無知
[00:17:24.240 --> 00:17:29.400]  而拿走很多同事或病者的生命
[00:17:29.400 --> 00:17:30.640]  一講這句禱告
[00:17:30.640 --> 00:17:32.520]  大家都哭起來
[00:17:32.520 --> 00:17:34.360]  然後轉基督
[00:17:34.360 --> 00:17:36.200]  他發現到
[00:17:36.200 --> 00:17:39.080]  留意會不會用類固醇是一個辦法
[00:17:39.080 --> 00:17:41.760]  結果真的得了
[00:17:41.760 --> 00:17:43.160]  佔了主光
