
[00:00:00.000 --> 00:00:05.200]  今天的課題會和大家來一段時間去分享
[00:02:45.600 --> 00:02:52.100]  我們在引用哈巴谷書,其中有一句說話就是
[00:02:52.100 --> 00:02:56.600]  耶和華在聖殿當中傳遞的人都當肅靜靜默
[00:02:56.600 --> 00:02:58.600]  說我們好好的抽了這節經文
[00:02:58.600 --> 00:03:01.600]  在崇拜的時候就作出了一個宣告
[00:03:01.600 --> 00:03:03.600]  我說我們最重要了解
[00:03:03.600 --> 00:03:07.600]  其實先知為什麼突然間會講這句經文呢
[00:03:07.600 --> 00:03:10.600]  六月前後好像沒有什麼關聯的
[00:03:10.600 --> 00:03:14.100]  原來先知他一直在質疑神
[00:03:14.100 --> 00:03:17.600]  懷疑神為什麼不理我們呢?不公平呢?
[00:03:17.600 --> 00:03:21.600]  但是當他後來體會到神在掌管歷史的時候
[00:03:21.600 --> 00:03:24.600]  他就肅然起敬,就加了這節經文
[00:03:24.600 --> 00:03:27.600]  所以其實有人很好,我很開心
[00:03:27.600 --> 00:03:29.600]  有兩個人就問我
[00:03:29.600 --> 00:03:32.600]  究竟我們教會有沒有用錯經文呢?沒有用錯這一點
[00:03:32.600 --> 00:03:34.600]  唯一用錯的就是
[00:03:34.600 --> 00:03:37.600]  「捐得樂義是神所喜悅的,奉獻的神」
[00:03:37.600 --> 00:03:41.100]  不要用這段,這段經文不是講奉獻的
[00:03:41.100 --> 00:03:43.600]  是講詞彙的
[00:03:43.600 --> 00:03:46.600]  大家如果有興趣可以上網
[00:03:46.600 --> 00:03:51.600]  我講了「多中多修」這一個講道就解釋了
[00:03:51.600 --> 00:03:55.600]  譬如很簡單,我們很常會引用到
[00:03:55.600 --> 00:03:58.600]  「當將你的事交託而合並依靠他,他必成全」
[00:03:58.600 --> 00:04:00.600]  我都說我都會抽這節經文
[00:04:00.600 --> 00:04:03.100]  送給一些前途正在抉擇的人
[00:04:03.100 --> 00:04:04.600]  這個是應用而已
[00:04:04.600 --> 00:04:06.600]  但是如果我們要解釋的時候
[00:04:06.600 --> 00:04:08.600]  就會看到詩篇37篇裡面
[00:04:08.600 --> 00:04:11.600]  是看到社會很多不公平的事
[00:04:11.600 --> 00:04:14.100]  但是我們會質疑神
[00:04:14.100 --> 00:04:15.600]  我們很氣憤
[00:04:15.600 --> 00:04:18.600]  原來詩人在聖靈的感動之下
[00:04:18.600 --> 00:04:20.600]  就叫我們將這些氣憤
[00:04:20.600 --> 00:04:24.100]  將這些不開心向神傾訴
[00:04:24.100 --> 00:04:26.100]  意思就是我們要了解
[00:04:26.100 --> 00:04:29.600]  所以我們就在新年的時候
[00:04:29.600 --> 00:04:32.100]  引用這一節的經文
[00:04:32.100 --> 00:04:36.100]  你的神所眷顧的從歲首到年終是沒有問題的
[00:04:36.100 --> 00:04:38.100]  但是我們就因為現在在查經
[00:04:38.100 --> 00:04:40.100]  我們一定要了解多一點
[00:04:40.100 --> 00:04:43.600]  原來第12章到第26章
[00:04:43.600 --> 00:04:46.100]  就是《陳明律法》
[00:04:46.100 --> 00:04:50.100]  列出主義要遵守律法的內容是什麼
[00:04:50.100 --> 00:04:52.100]  但是之前摩西就指出
[00:04:52.100 --> 00:04:55.600]  子民應該怎樣才會得到神的祝福呢
[00:04:55.600 --> 00:04:58.600]  這個時候原來教導他們
[00:04:58.600 --> 00:05:01.600]  知道真正幸福的源頭在哪裡
[00:05:01.600 --> 00:05:03.100]  就是耶和華
[00:05:03.100 --> 00:05:06.100]  還有怎樣他們能夠蒙福的原因在哪裡
[00:05:06.100 --> 00:05:10.600]  這個聖經就是針對往後世代的人
[00:05:10.600 --> 00:05:12.100]  很簡單舉一個例子
[00:05:12.100 --> 00:05:17.100]  我們看看《新明記》第11章第19節好不好
[00:05:17.100 --> 00:05:19.600]  也要教訓你們的兒女
[00:05:19.600 --> 00:05:24.600]  無論坐在家裡、行在路上、躺下、起來都要談論
[00:05:24.600 --> 00:05:26.600]  這裡就很清楚就是說
[00:05:26.600 --> 00:05:29.100]  你要好好地教導你的兒女
[00:05:29.100 --> 00:05:31.100]  跟他們分享信仰
[00:05:31.100 --> 00:05:33.600]  這裡就是很重要的
[00:05:33.600 --> 00:05:37.100]  所以我們就會全章聖經來看
[00:05:37.100 --> 00:05:39.100]  第一
[00:05:39.100 --> 00:05:40.600]  教導我們什麼呢
[00:05:40.600 --> 00:05:42.600]  就是要去回顧歷史
[00:05:42.600 --> 00:05:46.100]  摩西指出當時的受眾
[00:05:46.100 --> 00:05:48.100]  那一代的人
[00:05:48.100 --> 00:05:50.600]  就是歷史的見證人
[00:05:50.600 --> 00:05:55.600]  因為他們親身經歷那一代裡面的歷史
[00:05:55.600 --> 00:05:57.600]  因為第一代出來的人
[00:05:57.600 --> 00:05:59.600]  當時還沒有死光
[00:05:59.600 --> 00:06:02.100]  他們在曠野漂流
[00:06:02.100 --> 00:06:04.600]  但是這幫人在經歷什麼
[00:06:04.600 --> 00:06:08.600]  在過去埃及裡面受苦
[00:06:08.600 --> 00:06:13.100]  大臣怎樣透過摩西用十災讓他們得到解救
[00:06:13.100 --> 00:06:14.600]  待會我們會看
[00:06:14.600 --> 00:06:17.100]  但是下一代的人
[00:06:17.100 --> 00:06:19.600]  是在曠野出生所以他們不知道
[00:06:19.600 --> 00:06:23.100]  所以就要好好地講歷史給他們聽
[00:06:23.100 --> 00:06:25.100]  我自己一百多年
[00:06:25.100 --> 00:06:29.600]  所以我在香港親身經歷了六七暴動
[00:06:29.600 --> 00:06:32.600]  當年我讀中一我真的要命了
[00:06:32.600 --> 00:06:34.600]  我讀聖公會的中學
[00:06:34.600 --> 00:06:38.100]  那時候的校服是穿白襯衫 藍扯褲的
[00:06:38.100 --> 00:06:41.100]  但是那時候扔菠蘿那些左派學校的人
[00:06:41.100 --> 00:06:43.100]  都是穿白襯衫 藍扯褲的
[00:06:43.100 --> 00:06:44.600]  也挺要命的
[00:06:44.600 --> 00:06:47.600]  我親身經歷了滿地菠蘿
[00:06:47.600 --> 00:06:49.600]  那時候的暴亂
[00:06:49.600 --> 00:06:52.600]  我也經歷過八九民運
[00:06:52.600 --> 00:06:55.600]  在香港親眼看著一些電視直播
[00:06:55.600 --> 00:06:57.600]  六四的見證人
[00:06:57.600 --> 00:07:01.100]  但是不要忘記原來八九之後出生的那些人
[00:07:01.100 --> 00:07:02.600]  尤其是在國內的人
[00:07:02.600 --> 00:07:04.600]  他們是不知道這段歷史的
[00:07:04.600 --> 00:07:06.600]  將這段歷史抹殺了
[00:07:06.600 --> 00:07:09.100]  還有就是過去這幾年裡面
[00:07:09.100 --> 00:07:11.100]  就是學民思潮
[00:07:11.100 --> 00:07:13.100]  還有就是送中
[00:07:13.100 --> 00:07:15.100]  七二一 八三一
[00:07:15.100 --> 00:07:17.600]  六月十二二百萬人上街遊行
[00:07:17.600 --> 00:07:20.100]  現在你想想六月十二號
[00:07:20.100 --> 00:07:22.100]  報紙都不會再提的了
[00:07:22.100 --> 00:07:25.600]  甚至會將一些歷史改變了
[00:07:25.600 --> 00:07:29.600]  當權者就有能力去篡改歷史
[00:07:29.600 --> 00:07:32.600]  所以歷史裡面經歷過的那些人
[00:07:32.600 --> 00:07:34.600]  要好好地去教導
[00:07:34.600 --> 00:07:38.600]  我們有責任向後代的人
[00:07:38.600 --> 00:07:40.600]  宣告正確的歷史
[00:07:40.600 --> 00:07:42.600]  我們看看《心靈記》
[00:07:42.600 --> 00:07:44.600]  第十一章的第二節
[00:07:44.600 --> 00:07:45.600]  我們一起來看看
[00:07:45.600 --> 00:07:47.600]  你們今日當知道
[00:07:47.600 --> 00:07:50.600]  我本不是和你們的兒女說話
[00:07:50.600 --> 00:07:52.100]  因為他們不知道
[00:07:52.100 --> 00:07:53.600]  也沒有看見
[00:07:53.600 --> 00:07:56.600]  李岳神的管教 威嚴 大能的手
[00:07:56.600 --> 00:07:59.600]  和伸出來的棒臂
[00:07:59.600 --> 00:08:01.600]  神很清楚地說
[00:08:01.600 --> 00:08:03.600]  我現在這一刻裡面
[00:08:03.600 --> 00:08:05.600]  不是和你們的兒女說話
[00:08:05.600 --> 00:08:06.600]  為什麼
[00:08:06.600 --> 00:08:07.600]  因為你們的兒女
[00:08:07.600 --> 00:08:09.600]  是在曠野裡面出生的
[00:08:09.600 --> 00:08:11.600]  他們是沒有經歷過
[00:08:11.600 --> 00:08:13.600]  當日在埃及裡面
[00:08:13.600 --> 00:08:15.600]  你們怎樣受苦
[00:08:15.600 --> 00:08:17.600]  還有我怎樣帶人去做工作
[00:08:17.600 --> 00:08:20.600]  我的威嚴 我的權能 我的大能
[00:08:20.600 --> 00:08:22.600]  他們是沒有經歷過
[00:08:22.600 --> 00:08:24.600]  有的 只是經歷了很少部分
[00:08:24.600 --> 00:08:26.600]  他們仍然可能是在執馬拿
[00:08:26.600 --> 00:08:28.600]  有雲柱 火柱
[00:08:28.600 --> 00:08:30.600]  來帶他們去遮蓋太陽
[00:08:30.600 --> 00:08:32.600]  讓他們不會受傷
[00:08:32.600 --> 00:08:35.600]  也晚上有火柱照明
[00:08:35.600 --> 00:08:38.600]  但是十災那種的經歷
[00:08:38.600 --> 00:08:39.600]  他們是沒有經歷過
[00:08:39.600 --> 00:08:42.600]  所以說 你是時代的見證人
[00:08:42.600 --> 00:08:45.600]  這個時候 你回顧歷史的目的
[00:08:45.600 --> 00:08:47.600]  就是讓子民
[00:08:47.600 --> 00:08:50.600]  從歷史裡面吸取教訓
[00:08:50.600 --> 00:08:52.600]  認識神的能力
[00:08:52.600 --> 00:08:54.600]  神的威嚴
[00:08:54.600 --> 00:08:55.600]  神的權能
[00:08:55.600 --> 00:08:59.600]  是沒有任何世界的強國
[00:08:59.600 --> 00:09:00.600]  那些領導人
[00:09:00.600 --> 00:09:01.600]  或者靈界的力量
[00:09:01.600 --> 00:09:03.600]  可以勝過他們
[00:09:03.600 --> 00:09:04.600]  反而是怎樣
[00:09:04.600 --> 00:09:06.600]  是神勝過他們
[00:09:06.600 --> 00:09:09.600]  而神要你回顧兩段的歷史
[00:09:09.600 --> 00:09:13.600]  對外 就是埃及的歷史
[00:09:13.600 --> 00:09:18.600]  對內 就是內部同胞的叛變
[00:09:18.600 --> 00:09:20.600]  我很相信今天在我們當中
[00:09:20.600 --> 00:09:21.600]  很多弟兄姊妹
[00:09:21.600 --> 00:09:24.600]  對神怎樣降十災
[00:09:24.600 --> 00:09:27.600]  比埃及會比較熟悉
[00:09:27.600 --> 00:09:32.600]  但反而在出埃及的過程當中
[00:09:32.600 --> 00:09:34.600]  同胞
[00:09:34.600 --> 00:09:36.600]  特別是領導的叛變
[00:09:36.600 --> 00:09:38.600]  可能我們不是很熟悉
[00:09:38.600 --> 00:09:40.600]  所以我就會多放一些時間
[00:09:40.600 --> 00:09:41.600]  放在後半段
[00:09:41.600 --> 00:09:44.600]  講埃及 大家會熟悉
[00:09:44.600 --> 00:09:47.600]  對外 埃及的政權是怎樣呢
[00:09:47.600 --> 00:09:49.600]  我們看《生命記》第十一章
[00:09:49.600 --> 00:09:50.600]  我們從第三節
[00:09:50.600 --> 00:09:52.600]  看到第四節
[00:09:52.600 --> 00:09:54.600]  第二節講到神的管教
[00:09:54.600 --> 00:09:56.600]  威嚴 大能的手
[00:09:56.600 --> 00:09:57.600]  伸出來的膀臂
[00:09:57.600 --> 00:09:58.600]  究竟講些什麼呢
[00:09:58.600 --> 00:09:59.600]  我們一起來看看
[00:10:18.600 --> 00:10:21.600]  第三節就指出神透過十災
[00:10:21.600 --> 00:10:24.600]  迫使這個自以為很強的
[00:10:24.600 --> 00:10:26.600]  強國的領袖
[00:10:26.600 --> 00:10:27.600]  他們的政權
[00:10:27.600 --> 00:10:31.600]  原來都要屈服在神的能力底下
[00:10:31.600 --> 00:10:34.600]  而讓子民離開埃及
[00:10:34.600 --> 00:10:36.600]  這就在顯示神的能力
[00:10:36.600 --> 00:10:39.600]  以及撼起法律是很不服氣的
[00:10:39.600 --> 00:10:41.600]  走了之後越想越不服氣
[00:10:41.600 --> 00:10:43.600]  於是就怎樣呢
[00:10:43.600 --> 00:10:48.600]  就派兵來帶去追趕那幫子民 是不是
[00:10:48.600 --> 00:10:51.600]  我們看看出《生命記》第十四章第六節
[00:10:51.600 --> 00:10:57.600]  大家都知道
[00:10:57.600 --> 00:10:59.600]  原來人真是很善變的
[00:10:59.600 --> 00:11:01.600]  可以來帶去
[00:11:01.600 --> 00:11:03.600]  你幫了那個人很多
[00:11:03.600 --> 00:11:04.600]  你有沒有經歷過
[00:11:04.600 --> 00:11:06.600]  可能講一兩句話令到他不滿意
[00:11:06.600 --> 00:11:08.600]  而且那兩句話不是錯的
[00:11:08.600 --> 00:11:10.600]  可能他就會翻臉的
[00:11:10.600 --> 00:11:13.600]  好 這幫人經歷到
[00:11:13.600 --> 00:11:15.600]  神他自己透過摩西
[00:11:15.600 --> 00:11:17.600]  帶領他們出埃及
[00:11:17.600 --> 00:11:19.600]  誰知道後來因為面對紅海
[00:11:19.600 --> 00:11:21.600]  前無去路 後有追兵
[00:11:21.600 --> 00:11:25.600]  他就立刻的來帶去埋怨摩西
[00:11:25.600 --> 00:11:27.600]  立刻翻臉無情
[00:11:27.600 --> 00:11:29.600]  第十四章十一到第十二節
[00:11:29.600 --> 00:11:31.600]  他們對摩西說
[00:11:31.600 --> 00:11:33.600]  難道在埃及沒有墳地
[00:11:33.600 --> 00:11:36.600]  你把我們帶來死在曠野嗎
[00:11:36.600 --> 00:11:38.600]  你為什麼這樣待我們
[00:11:38.600 --> 00:11:41.600]  將我們從埃及領出來呢
[00:11:41.600 --> 00:11:43.600]  我們在埃及豈沒有對你說過
[00:11:43.600 --> 00:11:45.600]  不要搞擾我們
[00:11:45.600 --> 00:11:47.600]  要我們服侍埃及人嗎
[00:11:47.600 --> 00:11:49.600]  因為服侍埃及人
[00:11:49.600 --> 00:11:51.600]  比死在曠野還好
[00:11:51.600 --> 00:11:54.600]  所以這也是給一些侍奉者
[00:11:54.600 --> 00:11:56.600]  一個很大的提醒
[00:11:56.600 --> 00:11:58.600]  你服侍神請你記住
[00:11:58.600 --> 00:12:00.600]  你不要以為你一定得到掌聲
[00:12:00.600 --> 00:12:03.600]  得到掌聲這只是 bonus(獎勵)
[00:12:03.600 --> 00:12:05.600]  那時候你就會被很多人
[00:12:05.600 --> 00:12:07.600]  可能挑戰你 質疑你
[00:12:07.600 --> 00:12:09.600]  否定你
[00:12:09.600 --> 00:12:11.600]  甚至他們沒有做錯
[00:12:11.600 --> 00:12:13.600]  你不要忘記
[00:12:13.600 --> 00:12:15.600]  我已經叫了你不要搞擾我們
[00:12:15.600 --> 00:12:17.600]  我們現在在埃及不知道多好
[00:12:17.600 --> 00:12:20.600]  現在我死在埃及總比死在曠野好
[00:12:20.600 --> 00:12:22.600]  他們沒想過要怎樣去受苦
[00:12:22.600 --> 00:12:24.600]  怎樣被剝削
[00:12:24.600 --> 00:12:26.600]  生了小孩男孩要被殺
[00:12:26.600 --> 00:12:28.600]  還有一樣很重要請你記住
[00:12:28.600 --> 00:12:32.600]  摩西沒有強行逼他們要離開的
[00:12:32.600 --> 00:12:34.600]  如果要留在埃及
[00:12:34.600 --> 00:12:37.600]  摩西是不會強行逼他們走的
[00:12:37.600 --> 00:12:39.600]  過百萬的人
[00:12:39.600 --> 00:12:43.600]  這幫人某程度上都是自願要離開的
[00:12:43.600 --> 00:12:45.600]  但遇到問題的時候
[00:12:45.600 --> 00:12:47.600]  就在質疑
[00:12:47.600 --> 00:12:49.600]  甚至遷就了摩西
[00:12:49.600 --> 00:12:52.600]  那時候欣賞摩西怎麼樣
[00:12:52.600 --> 00:12:54.600]  他真的吃力不討好
[00:12:54.600 --> 00:12:56.600]  但他沒有罵這幫人
[00:12:56.600 --> 00:12:58.600]  我就一定不去埃及
[00:12:58.600 --> 00:13:00.600]  如果我說誰叫你跟我的
[00:13:00.600 --> 00:13:01.600]  你不要跟
[00:13:01.600 --> 00:13:03.600]  你回頭你投降
[00:13:03.600 --> 00:13:05.600]  可能不用死
[00:13:05.600 --> 00:13:07.600]  但摩西絕對不是這樣
[00:13:07.600 --> 00:13:09.600]  摩西怎樣去回應呢
[00:13:09.600 --> 00:13:12.600]  十四章十三十四兩節
[00:13:12.600 --> 00:13:14.600]  摩西對百姓說不要懼怕
[00:13:14.600 --> 00:13:16.600]  只管站住
[00:13:16.600 --> 00:13:20.600]  看耶和華今天向你們所要施行的救恩
[00:13:20.600 --> 00:13:23.600]  因為你們今天所看見的埃及人
[00:13:23.600 --> 00:13:25.600]  必永遠不再看見了
[00:13:25.600 --> 00:13:27.600]  耶和華必為你們伸展
[00:13:27.600 --> 00:13:29.600]  你們只管靜默
[00:13:29.600 --> 00:13:30.600]  不要作聲
[00:13:30.600 --> 00:13:32.600]  有時候我們真的不可以出聲
[00:13:32.600 --> 00:13:36.600]  我們都是去面對前面的事
[00:13:36.600 --> 00:13:38.600]  學習要信服
[00:13:38.600 --> 00:13:41.600]  甚至摩西水染埃及軍
[00:13:41.600 --> 00:13:45.600]  結果這些紅絲葬身在紅海裏面
[00:13:45.600 --> 00:13:47.600]  特別留意這句說話
[00:13:47.600 --> 00:13:49.600]  直到今天
[00:13:49.600 --> 00:13:51.600]  即是說什麼呢
[00:13:51.600 --> 00:13:54.600]  摩西去宣講這個信息的時候
[00:13:54.600 --> 00:13:59.600]  埃及人還未能夠完全重整軍隊
[00:13:59.600 --> 00:14:01.600]  因為元氣大傷
[00:14:01.600 --> 00:14:04.600]  這個神蹟就讓他們深深經歷到
[00:14:04.600 --> 00:14:06.600]  生死是一線之間
[00:14:06.600 --> 00:14:09.600]  但是神的大能就可以拯救他們
[00:14:09.600 --> 00:14:13.600]  他們的信心基礎是從他們親身經歷
[00:14:13.600 --> 00:14:16.600]  以及境界之中被建立起來的
[00:14:16.600 --> 00:14:18.600]  好了 我們就
[00:14:18.600 --> 00:14:20.600]  大家很熟悉這些經歷
[00:14:20.600 --> 00:14:22.600]  或者這些經文
[00:14:22.600 --> 00:14:24.600]  所以我們就跳下去
[00:14:24.600 --> 00:14:26.600]  就看對內
[00:14:26.600 --> 00:14:30.600]  對內就是祝福和審判是怎樣呢
[00:14:30.600 --> 00:14:33.600]  我們看看第十一章第五到第六節
[00:14:33.600 --> 00:14:35.600]  第五到第六節
[00:14:35.600 --> 00:14:38.600]  並他在曠野怎樣待你們
[00:14:38.600 --> 00:14:40.600]  以至你們來到這地方
[00:14:40.600 --> 00:14:42.600]  也沒有看見他怎樣待
[00:14:42.600 --> 00:14:45.600]  流變子孫以利亞的兒子
[00:14:45.600 --> 00:14:47.600]  大丹阿比蘭
[00:14:47.600 --> 00:14:49.600]  地怎樣在以色列人中間
[00:14:49.600 --> 00:14:51.600]  開口吞了他們
[00:14:51.600 --> 00:14:53.600]  和他們的家眷並帳棚
[00:14:53.600 --> 00:14:56.600]  與跟他們的一切活物
[00:14:56.600 --> 00:15:00.600]  不知道大家熟不熟悉這段經歷
[00:15:00.600 --> 00:15:02.600]  但是第一部份一定熟悉
[00:15:02.600 --> 00:15:03.600]  為什麼呢
[00:15:03.600 --> 00:15:05.600]  其實這段經文裡你有沒有留意到
[00:15:05.600 --> 00:15:08.600]  是有兩個對比在當中
[00:15:08.600 --> 00:15:10.600]  一個就是祝福
[00:15:10.600 --> 00:15:12.600]  一個就是審判
[00:15:12.600 --> 00:15:14.600]  好了 這個祝福是什麼呢
[00:15:14.600 --> 00:15:17.600]  就是四十年來在曠野裡面漂流
[00:15:17.600 --> 00:15:20.600]  神是怎樣供應他們所需
[00:15:20.600 --> 00:15:22.600]  所以說現在你快要進加南地了
[00:15:22.600 --> 00:15:26.600]  你看看經歷了神怎樣在曠野裡面
[00:15:26.600 --> 00:15:27.600]  對待你們
[00:15:27.600 --> 00:15:29.600]  怎樣在曠野裡面對待你們
[00:15:29.600 --> 00:15:30.600]  沒有水喝
[00:15:30.600 --> 00:15:32.600]  可以擊打盆石出水
[00:15:32.600 --> 00:15:35.600]  那就沒有水喝
[00:15:35.600 --> 00:15:39.600]  但是透過摩西的工作
[00:15:39.600 --> 00:15:41.600]  他們有水喝
[00:15:41.600 --> 00:15:42.600]  沒有東西吃
[00:15:42.600 --> 00:15:44.600]  有天降瑪娜
[00:15:44.600 --> 00:15:47.600]  當然他們早上起床一定有瑪娜
[00:15:47.600 --> 00:15:48.600]  好了
[00:15:48.600 --> 00:15:51.600]  太陽是非常曬的
[00:15:51.600 --> 00:15:53.600]  特別在中東的地方
[00:15:53.600 --> 00:15:55.600]  太陽是可以燙傷你的皮膚
[00:15:55.600 --> 00:15:58.600]  但是有雲柱可以遮蔭
[00:15:58.600 --> 00:16:02.600]  星期一就會和一幫弟兄姊妹
[00:16:02.600 --> 00:16:04.600]  去拜爾幹半島
[00:16:04.600 --> 00:16:06.600]  我都經歷過了
[00:16:06.600 --> 00:16:07.600]  一到講解
[00:16:07.600 --> 00:16:09.600]  雖然我們都是基督徒
[00:16:09.600 --> 00:16:11.600]  但是個個都喜歡走到陰間
[00:16:11.600 --> 00:16:13.600]  怎樣在陰的地方
[00:16:13.600 --> 00:16:15.600]  去聽講解
[00:16:15.600 --> 00:16:17.600]  我們就要被太陽曬
[00:16:17.600 --> 00:16:19.600]  所以我特別嚇了一個
[00:16:19.600 --> 00:16:24.600]  原來雲柱是阻止那些熱切的陽光
[00:16:24.600 --> 00:16:26.600]  去傷害他們
[00:16:26.600 --> 00:16:28.600]  但是晚上是沒有發電機的
[00:16:28.600 --> 00:16:32.600]  但是有火柱照耀他們
[00:16:32.600 --> 00:16:35.600]  還有他們吃瑪娜
[00:16:35.600 --> 00:16:36.600]  吃到口渴
[00:16:36.600 --> 00:16:38.600]  經常被他們有鵪鶉來吃
[00:16:38.600 --> 00:16:40.600]  在曠野裡面
[00:16:40.600 --> 00:16:42.600]  他們經歷到神的祝福
[00:16:42.600 --> 00:16:43.600]  神的眷顧
[00:16:43.600 --> 00:16:44.600]  但是不要忘記
[00:16:44.600 --> 00:16:47.600]  他們都照樣犯罪面對神的審判
[00:16:47.600 --> 00:16:49.600]  曾經拜金流毒
[00:16:49.600 --> 00:16:51.600]  引起神的烈怒
[00:16:51.600 --> 00:16:52.600]  小信
[00:16:52.600 --> 00:16:56.600]  就覺得加南地很難攻取
[00:16:56.600 --> 00:16:57.600]  又再埋怨
[00:16:57.600 --> 00:17:00.600]  結果他們就要在曠野裡面繞圈
[00:17:00.600 --> 00:17:01.600]  第一代的人
[00:17:01.600 --> 00:17:03.600]  他們就要死在曠野裡面
[00:17:03.600 --> 00:17:05.600]  但是另外一道特別留意
[00:17:05.600 --> 00:17:07.600]  他提到什麼呢
[00:17:07.600 --> 00:17:08.600]  就是內亂
[00:17:08.600 --> 00:17:13.600]  這個內亂是引來很大的審判
[00:17:13.600 --> 00:17:16.600]  利未之派的可拉
[00:17:16.600 --> 00:17:18.600]  無辨之敗的大膽
[00:17:18.600 --> 00:17:20.600]  他們是怎麼樣呢
[00:17:20.600 --> 00:17:24.600]  還有250個有名望的人
[00:17:24.600 --> 00:17:28.600]  就送進去神的會中
[00:17:28.600 --> 00:17:30.600]  做領袖
[00:17:30.600 --> 00:17:33.600]  但是這幫人是怎麼樣呢
[00:17:33.600 --> 00:17:35.600]  好 我們來看看
[00:17:35.600 --> 00:17:38.600]  《文素記》第16章12到第14節
[00:17:38.600 --> 00:17:40.600]  摩西打發人去召
[00:17:40.600 --> 00:17:43.600]  伊利亞的兒子大丹阿比蘭
[00:17:43.600 --> 00:17:46.600]  他們說:我們不上去
[00:17:46.600 --> 00:17:49.600]  你將我們從流瀨語脈之地領上來
[00:17:49.600 --> 00:17:51.600]  要再曠野殺我們
[00:17:51.600 --> 00:17:52.600]  這豈為小事
[00:17:52.600 --> 00:17:54.600]  你還要自立為王
[00:17:54.600 --> 00:17:55.600]  核管我們嗎
