
[00:00:00.000 --> 00:00:03.020]  (主席)各位鼎姊妹平安
[00:02:48.860 --> 00:02:51.660]  不也是我所希望的嗎?
[00:02:51.660 --> 00:02:55.260]  或許這句說話大家不能夠很明白
[00:02:55.260 --> 00:02:58.140]  在現代中文譯本裡
[00:02:58.140 --> 00:03:00.820]  將這句說話譯得比較容易
[00:03:00.820 --> 00:03:01.740]  他說
[00:03:01.740 --> 00:03:03.260]  我到地上來
[00:03:03.260 --> 00:03:05.980]  是要點燃烽火
[00:03:05.980 --> 00:03:10.980]  我多麼盼望它已經燃燒起來了
[00:03:10.980 --> 00:03:14.340]  耶穌到地上是要點燃烽火
[00:03:14.340 --> 00:03:16.700]  所謂的點燃烽火的意思
[00:03:16.700 --> 00:03:19.820]  不是說前幾章《路加福音》第9章
[00:03:19.820 --> 00:03:21.780]  門徒雅各和約翰
[00:03:21.780 --> 00:03:25.380]  因為一起去到撒瑪利亞一個村莊
[00:03:25.380 --> 00:03:29.180]  那些村莊的人不願意接待耶穌
[00:03:29.180 --> 00:03:32.420]  於是這兩位門徒就提議
[00:03:32.420 --> 00:03:34.300]  師父或老師
[00:03:34.300 --> 00:03:38.940]  不如我們吩咐天降火來燒這個村莊
[00:03:38.940 --> 00:03:42.380]  點燃烽火不是這裡的意思
[00:03:42.380 --> 00:03:45.220]  原來猶太人的信仰傳統當中
[00:03:45.220 --> 00:03:50.980]  火有著審判、潔淨、更新的意思
[00:03:50.980 --> 00:03:53.380]  就好像香港有個概念
[00:03:53.380 --> 00:03:56.100]  水就是財
[00:03:56.100 --> 00:03:58.460]  財富、錢的概念
[00:03:58.460 --> 00:04:02.340]  火是審判、潔淨和更新
[00:04:02.340 --> 00:04:04.380]  耶穌在這裡的講述
[00:04:04.380 --> 00:04:06.500]  其實是表示祂的職事
[00:04:06.500 --> 00:04:10.540]  在初期是不會帶來和平的
[00:04:10.540 --> 00:04:15.660]  耶穌帶有審判、潔淨和更新的使命
[00:04:15.660 --> 00:04:21.220]  和當時的社會存在著很不同的價值觀
[00:04:21.220 --> 00:04:24.020]  兩種不同的價值觀放在一起
[00:04:24.020 --> 00:04:27.740]  自然會引起紛爭、不和、逼白
[00:04:27.740 --> 00:04:30.820]  甚至流血
[00:04:30.820 --> 00:04:34.100]  然而我們作為信徒都要小心
[00:04:34.100 --> 00:04:35.460]  耶穌來的目的
[00:04:35.460 --> 00:04:37.780]  並不是為了點燃烽火
[00:04:37.780 --> 00:04:39.820]  帶來分裂
[00:04:39.820 --> 00:04:44.020]  這些只是耶穌當祂執行自己的職事的時候
[00:04:44.020 --> 00:04:46.700]  有機會帶來的影響和後果
[00:04:46.700 --> 00:04:49.420]  耶穌來世上的目的
[00:04:49.420 --> 00:04:52.860]  是要釘身十家、成就救恩
[00:04:52.860 --> 00:04:55.140]  這就是第五十節所說
[00:04:55.140 --> 00:05:01.340]  耶穌說祂還有還沒有受的洗
[00:05:01.340 --> 00:05:05.060]  這個應當受的洗其實就是祂那份的職事
[00:05:05.060 --> 00:05:09.900]  耶穌很明白分裂的事一定會發生
[00:05:09.900 --> 00:05:15.780]  也知道自己將要忍受難以想像的肉身之苦
[00:05:15.780 --> 00:05:18.180]  祂也知道祂要經歷
[00:05:18.180 --> 00:05:24.180]  完全和天父隔絕在靈性上的痛苦
[00:05:24.180 --> 00:05:27.660]  為了這個世界的罪而受死
[00:05:27.660 --> 00:05:30.900]  耶穌覺得依然是值得
[00:05:30.900 --> 00:05:32.700]  縱然是痛苦
[00:05:32.700 --> 00:05:35.820]  但是耶穌更加焦急
[00:05:35.820 --> 00:05:39.420]  想快點能夠承受這個應當受的洗
[00:05:39.420 --> 00:05:44.260]  因為祂知道唯獨透過十字架上犧牲的愛
[00:05:44.260 --> 00:05:52.900]  才能夠顯出上帝對人那份無條件的寬恕和接納
[00:05:52.900 --> 00:05:55.940]  剛才我說耶穌的職事和祂的心情
[00:05:55.940 --> 00:05:58.100]  接著我們一起看看
[00:05:58.100 --> 00:06:03.060]  耶穌的職事確實會帶來一個怎樣的分裂呢?
[00:06:03.060 --> 00:06:07.580]  我請大家一起讀一讀第五十一至五十三節
[00:06:07.580 --> 00:06:08.580]  預備起
[00:06:28.100 --> 00:06:45.100]  (三節經文)
[00:06:45.100 --> 00:06:48.780]  大家剛剛讀出這三節經文
[00:06:48.780 --> 00:06:52.500]  相信你和我都摸不著頭腦
[00:06:52.500 --> 00:06:56.020]  為什麼貴為和平之子的耶穌
[00:06:56.020 --> 00:07:01.860]  會說出這一句令人感覺困惑和不安的說話呢?
[00:07:01.860 --> 00:07:03.060]  二千年前
[00:07:03.060 --> 00:07:08.020]  不是有一大隊天兵和那天使讚美上帝說
[00:07:08.020 --> 00:07:11.260]  在至高之處榮耀歸於上帝
[00:07:11.260 --> 00:07:16.940]  在地上平安歸於他所喜悅的人嗎?
[00:07:16.940 --> 00:07:20.460]  有主的靈在耶穌基督的身上
[00:07:20.460 --> 00:07:22.740]  祂來到世上的使命
[00:07:22.740 --> 00:07:26.620]  不是要傳福音給貧窮的人
[00:07:26.620 --> 00:07:28.540]  宣告被擄的得釋放
[00:07:28.540 --> 00:07:30.540]  失明的得看見
[00:07:30.540 --> 00:07:32.580]  受壓迫的得自由
[00:07:32.580 --> 00:07:36.660]  並宣告上帝喜悅納人的欺憐嗎?
[00:07:36.660 --> 00:07:39.260]  為什麼耶穌會說出
[00:07:39.260 --> 00:07:41.540]  「我來是使人紛爭」
[00:07:41.540 --> 00:07:44.180]  這一句如此匪夷所思的說話
[00:07:44.180 --> 00:07:49.500]  還要是一個家庭裡的人去紛爭
[00:07:49.500 --> 00:07:51.020]  或者這一刻
[00:07:51.020 --> 00:07:52.540]  你都會有衝動
[00:07:52.540 --> 00:07:54.740]  很想馬上揭開聖經
[00:07:54.740 --> 00:07:58.300]  詳細看看這段經文的前文後理
[00:07:58.300 --> 00:08:01.020]  嘗試幫耶穌解解話
[00:08:01.020 --> 00:08:02.980]  想看看以上的說法
[00:08:02.980 --> 00:08:07.860]  有沒有地方斷章取義呢?
[00:08:07.860 --> 00:08:09.940]  其實我也嘗試過
[00:08:09.940 --> 00:08:12.300]  可惜我找不到任何
[00:08:12.300 --> 00:08:17.660]  能夠幫助耶穌解話的地方
[00:08:17.660 --> 00:08:18.860]  反而
[00:08:18.860 --> 00:08:21.900]  我發覺原來路加福音一開始
[00:08:21.900 --> 00:08:23.420]  在第二章的時候
[00:08:23.420 --> 00:08:26.460]  就透過一個老人家西面
[00:08:26.460 --> 00:08:30.540]  他披露了耶穌的身份和職事
[00:08:30.540 --> 00:08:33.940]  確是會帶來紛爭和分裂
[00:08:33.940 --> 00:08:35.540]  而耶穌和家人
[00:08:35.540 --> 00:08:38.980]  也會因為這份職事
[00:08:38.980 --> 00:08:42.060]  承受很大的痛苦
[00:08:42.060 --> 00:08:42.980]  其中
[00:08:42.980 --> 00:08:47.380]  路加福音第二章34至35節是這樣說
[00:08:47.380 --> 00:08:49.460]  西面給他們祝福
[00:08:49.460 --> 00:08:53.220]  又與孩子的母親瑪利亞說
[00:08:53.220 --> 00:08:55.460]  這孩子彼納
[00:08:55.460 --> 00:08:57.460]  是要叫以色列人
[00:08:57.460 --> 00:09:00.820]  以色列中許多人跌倒
[00:09:00.820 --> 00:09:03.420]  許多人興起
[00:09:03.420 --> 00:09:06.860]  又要成為毀謗的對象
[00:09:06.860 --> 00:09:10.900]  叫許多人心裡的意念顯露出來
[00:09:10.900 --> 00:09:17.500]  你自己的心也要被劍刺透
[00:09:17.500 --> 00:09:19.140]  記得在以前
[00:09:19.140 --> 00:09:23.220]  當我還在梁法堂做團契導師的時候
[00:09:23.220 --> 00:09:24.860]  有幾位團友
[00:09:24.860 --> 00:09:29.340]  他們經過一輪返教會的詛咒
[00:09:29.340 --> 00:09:31.220]  他們願意受洗
[00:09:31.220 --> 00:09:32.340]  加入教會
[00:09:32.340 --> 00:09:37.060]  我們很多人都為這幾位團友感恩
[00:09:37.060 --> 00:09:39.940]  無論他們自己有沒有受洗也好
[00:09:39.940 --> 00:09:43.500]  他們都為這班團友感恩
[00:09:43.500 --> 00:09:45.940]  不過唯獨有一兩個團友
[00:09:45.940 --> 00:09:48.140]  我發現他們的臉上
[00:09:48.140 --> 00:09:51.140]  沒有流露那份喜悅
[00:09:51.140 --> 00:09:53.980]  我私底下去關心他們的時候
[00:09:53.980 --> 00:09:57.220]  就發覺原來他們有同樣的狀況
[00:09:57.220 --> 00:10:02.140]  原來他們兩個的家人
[00:10:02.140 --> 00:10:06.940]  都是非常反對他們受洗
[00:10:06.940 --> 00:10:09.260]  所以直到那段時間
[00:10:09.260 --> 00:10:12.900]  直到那段時間他們都未能夠受洗
[00:10:12.900 --> 00:10:15.300]  甚至連教會的聚會
[00:10:15.300 --> 00:10:17.500]  他們家人都反對
[00:10:17.500 --> 00:10:20.340]  所以每個星期其實他們團契返教會
[00:10:20.340 --> 00:10:21.820]  是要偷偷摸摸
[00:10:21.820 --> 00:10:25.580]  或者瞞著家人來返教會
[00:10:25.580 --> 00:10:29.100]  他們一邊分享眼淚
[00:10:29.100 --> 00:10:33.380]  一邊大滴大滴滴下來
[00:10:33.380 --> 00:10:35.940]  原來因為他們很羨慕
[00:10:35.940 --> 00:10:37.740]  他們另外一些的家人
[00:10:37.740 --> 00:10:40.820]  竟然不需要受到家人的反對
[00:10:40.820 --> 00:10:45.020]  能夠自決受洗加入教會
[00:10:45.020 --> 00:10:51.580]  有時候他們自己為了要誠實地返教會
[00:10:51.580 --> 00:10:58.140]  甚至要跟家人吵架
[00:10:58.140 --> 00:11:04.260]  看來原來要在世上追隨耶穌
[00:11:04.260 --> 00:11:10.260]  信徒真的要面對一些人倫關係分裂的可能
[00:11:10.260 --> 00:11:13.260]  我們是不是就這樣可以得出一個
[00:11:13.260 --> 00:11:15.540]  上帝之子來到世上
[00:11:15.540 --> 00:11:19.420]  是會破壞人倫關係的結論呢?
[00:11:19.420 --> 00:11:21.620]  當然不可以
[00:11:21.620 --> 00:11:23.500]  耶穌用這番話
[00:11:23.500 --> 00:11:26.740]  講明祂的來到
[00:11:26.740 --> 00:11:29.180]  確實是會引起人與人之間
[00:11:29.180 --> 00:11:33.500]  尤其是在家庭之間的衝突和矛盾
[00:11:33.500 --> 00:11:36.100]  有人決定跟隨主
[00:11:36.100 --> 00:11:38.700]  有人決定拒絕主
[00:11:38.700 --> 00:11:41.620]  分裂就自然產生
[00:11:41.620 --> 00:11:43.980]  所以當我們回應耶穌的呼召
[00:11:43.980 --> 00:11:49.860]  決志願意天天背起十字架來跟從耶穌的時候
[00:11:49.860 --> 00:11:55.060]  我們就與未信的人有著不同的價值觀
[00:11:55.060 --> 00:11:56.460]  道德的判斷
[00:11:56.460 --> 00:11:58.100]  優先次序
[00:11:58.100 --> 00:12:00.740]  人生的目標等等
[00:12:00.740 --> 00:12:03.460]  我們的想法和世界的人
[00:12:03.460 --> 00:12:05.460]  或者未信主的家人
[00:12:05.460 --> 00:12:08.100]  的距離自然就會越來越遠
[00:12:08.100 --> 00:12:11.940]  不過我們絕對不能夠因此就講出
[00:12:11.940 --> 00:12:14.220]  上帝之子來到世界
[00:12:14.220 --> 00:12:17.780]  就是要破壞人倫關係這個結論
[00:12:17.780 --> 00:12:19.900]  這是一個錯覺
[00:12:19.900 --> 00:12:21.220]  是,沒錯
[00:12:21.220 --> 00:12:24.740]  毀身基督可能會引致我們與家人朋友
[00:12:24.740 --> 00:12:28.780]  有某個程度上的分隔和紛爭
[00:12:28.780 --> 00:12:34.660]  而耶穌基督不是鼓勵信徒要違背父母
[00:12:34.660 --> 00:12:37.780]  要教導信徒在家中要引起紛爭
[00:12:37.780 --> 00:12:39.060]  拆散這個家庭
[00:12:39.060 --> 00:12:40.940]  不是嘛
[00:12:40.940 --> 00:12:44.900]  正如耶穌在《馬太福音》第十八章第九節那裡說
[00:12:44.900 --> 00:12:49.060]  祂說:如果你一隻眼使你跌倒
[00:12:49.060 --> 00:12:52.260]  就把它挖出來暈掉
[00:12:52.260 --> 00:12:54.660]  你只有一隻眼進入永生
[00:12:54.660 --> 00:12:59.460]  比有兩隻眼被暈進地獄的火雷還好
[00:12:59.460 --> 00:13:01.860]  耶穌在這裡是在提醒信徒
[00:13:01.860 --> 00:13:05.500]  縱使我們犯罪是無可避免的
[00:13:05.500 --> 00:13:07.260]  因為世人都犯了罪
[00:13:07.260 --> 00:13:12.580]  但是我們仍然要謹慎自己的言語行為
[00:13:12.580 --> 00:13:15.460]  要堅決地拒絕罪的誘惑
[00:13:15.460 --> 00:13:17.540]  耶穌是有這樣的提醒
[00:13:17.540 --> 00:13:21.340]  祂不是鼓勵信徒要挖眼出來得到永生
[00:13:21.340 --> 00:13:23.060]  不是
[00:13:23.060 --> 00:13:24.620]  再者
[00:13:24.620 --> 00:13:27.380]  耶穌被律法師和文士問祂
[00:13:27.380 --> 00:13:30.300]  究竟哪一條誡命是最大的時候
[00:13:30.300 --> 00:13:31.420]  耶穌是回答
[00:13:31.420 --> 00:13:34.940]  「你要盡心盡性盡義愛主你的上帝
[00:13:34.940 --> 00:13:37.060]  這是最大的」
[00:13:37.060 --> 00:13:38.860]  這是第一條誡命
[00:13:38.860 --> 00:13:40.780]  第二條也如此
[00:13:40.780 --> 00:13:43.660]  就是「愛人如己」
[00:13:43.660 --> 00:13:47.700]  這裡指的人當然是包括我們所愛的家人
[00:13:47.700 --> 00:13:48.980]  除此之外
[00:13:48.980 --> 00:13:52.500]  舊約十誡有叫我們當孝敬父母
[00:13:52.500 --> 00:13:54.380]  在新約二弗所書六章
[00:13:54.380 --> 00:13:57.060]  提摩太前書第五章等等等等
[00:13:57.060 --> 00:14:01.860]  都有教導甚至命令信徒要孝順父母
[00:14:01.860 --> 00:14:04.140]  甚至他說
[00:14:04.140 --> 00:14:08.380]  不照顧自己家裡的人就是背棄信仰
[00:14:08.380 --> 00:14:10.660]  這樣的指責
[00:14:10.660 --> 00:14:11.820]  由此可見
[00:14:11.820 --> 00:14:18.140]  基督教其實是非常看重家庭和人倫關係
[00:14:18.140 --> 00:14:20.140]  耶穌來世上的目的
[00:14:20.140 --> 00:14:25.780]  絕對不是要破壞家庭關係
[00:14:25.780 --> 00:14:26.860]  因此
[00:14:26.860 --> 00:14:29.660]  基督徒不能忽略家人
[00:14:29.660 --> 00:14:32.900]  但是我們也不能忘記
[00:14:32.900 --> 00:14:34.940]  我們對上帝的毀身
[00:14:34.940 --> 00:14:38.340]  是要比家人更加重要
[00:14:38.340 --> 00:14:43.100]  上帝應該永遠居我們生命的守衛
[00:14:43.100 --> 00:14:45.260]  苦心自問
[00:14:45.260 --> 00:14:47.580]  如果不是上帝的恩典
[00:14:47.580 --> 00:14:51.300]  保守和看顧的話
[00:14:51.300 --> 00:14:55.100]  我們能夠擁有現在的一切嗎?
[00:14:55.100 --> 00:14:57.460]  包括我們的家人
[00:14:57.460 --> 00:15:00.500]  我們可不可以從今天開始
[00:15:00.500 --> 00:15:02.620]  做一個真真正正
[00:15:02.620 --> 00:15:09.220]  將主居守衛的基督徒呢?
[00:15:09.220 --> 00:15:11.340]  說就這麼說
[00:15:11.340 --> 00:15:12.940]  要去付諸實行
[00:15:12.940 --> 00:15:15.820]  將信仰、將上主居守衛
[00:15:15.820 --> 00:15:18.340]  家庭排其次
[00:15:18.340 --> 00:15:21.100]  談何容易?
[00:15:21.100 --> 00:15:23.060]  親愛的弟兄姊妹
[00:15:23.060 --> 00:15:26.660]  或者你也會感到很困難、很不安
[00:15:26.660 --> 00:15:29.340]  不知道怎樣才是好
[00:15:29.340 --> 00:15:30.940]  雖然有心
[00:15:30.940 --> 00:15:33.020]  但是沒力
[00:15:33.020 --> 00:15:34.580]  不只是你們
[00:15:34.580 --> 00:15:40.540]  我自己也曾經掙扎過
[00:15:40.540 --> 00:15:43.460]  孫寶玲牧師提出另一個角度
[00:15:43.460 --> 00:15:46.060]  或者能夠幫助我們
[00:15:46.060 --> 00:15:48.900]  她認為任何的改變
[00:15:48.900 --> 00:15:52.980]  都難免引起不同的意見和感受
[00:15:52.980 --> 00:15:56.380]  越是重要、越是徹底的改變
[00:15:56.380 --> 00:16:01.460]  就必定會引起越是尖銳的糾紛和衝突
[00:16:01.460 --> 00:16:04.220]  無論是個人內在的掙扎
[00:16:04.220 --> 00:16:08.100]  或者是群體之間的角力
[00:16:08.100 --> 00:16:14.540]  也會經歷無可改變、無可避免的撕裂和痛苦
[00:16:14.540 --> 00:16:16.420]  她說然而
[00:16:16.420 --> 00:16:23.580]  也許就是因為經歷這麼大的大破大立
[00:16:23.580 --> 00:16:26.220]  人和群體的價值觀
[00:16:26.220 --> 00:16:27.620]  優先次序
[00:16:27.620 --> 00:16:33.060]  才能夠得以徹底的更新、改造
[00:16:33.060 --> 00:16:34.940]  耶穌的宣講和即是
[00:16:34.940 --> 00:16:40.660]  扭轉了當時社會宗教的結構和意識形態
[00:16:40.660 --> 00:16:43.340]  當然包括家庭
[00:16:43.340 --> 00:16:44.580]  盛言
[00:16:44.580 --> 00:16:46.940]  耶穌的宣講在當時的社會
[00:16:46.940 --> 00:16:50.380]  確實是帶來翻天覆地的震撼
[00:16:50.380 --> 00:16:52.500]  但是我們細心思考
[00:16:52.500 --> 00:16:54.660]  與其說耶穌是推翻
[00:16:54.660 --> 00:16:58.620]  不如說耶穌是逆轉了和更新了
[00:16:58.620 --> 00:17:02.580]  人與人和人與上帝之間的關係
[00:17:02.580 --> 00:17:04.300]  耶穌的宣講
[00:17:04.300 --> 00:17:07.260]  讓我們能夠從一個嶄新的角度
[00:17:07.260 --> 00:17:11.620]  來看人倫關係和責任
[00:17:11.620 --> 00:17:16.540]  當我消化完這段說話、說法之後
[00:17:16.540 --> 00:17:20.340]  我認為是能夠理解的
[00:17:20.340 --> 00:17:24.220]  整個社會如果能夠按著耶穌的心意
[00:17:24.220 --> 00:17:28.100]  一起經歷這個大破大立的話
[00:17:28.100 --> 00:17:32.980]  人和群體之間的價值觀、優先次序
[00:17:32.980 --> 00:17:37.220]  才能夠得到徹底的更新和改造
[00:17:37.220 --> 00:17:38.940]  重回正軌
[00:17:38.940 --> 00:17:42.620]  並且帶來新的希望
[00:17:42.620 --> 00:17:43.420]  例如
[00:17:43.420 --> 00:17:45.140]  耶穌時代的社會
[00:17:45.140 --> 00:17:49.140]  小朋友和婦女完全沒有地位
[00:17:49.140 --> 00:17:51.820]  我們見到五餅二魚的神蹟
[00:17:51.820 --> 00:17:53.620]  所數的人
[00:17:53.620 --> 00:17:55.780]  只不過是五千個大人
[00:17:55.780 --> 00:17:57.460]  即是男人
[00:17:57.460 --> 00:17:59.580]  還不算婦女和小朋友
[00:17:59.580 --> 00:18:04.260]  所以他們在當時的社會是沒有地位
[00:18:04.260 --> 00:18:05.580]  不過
[00:18:05.580 --> 00:18:07.620]  耶穌竟然說
[00:18:07.620 --> 00:18:10.180]  讓小孩子來到我的跟前
[00:18:10.180 --> 00:18:12.300]  又容許女人前來
[00:18:12.300 --> 00:18:16.380]  用珍貴的香膏來羔抹她的腳
[00:18:16.380 --> 00:18:18.020]  對當事人來說
[00:18:18.020 --> 00:18:19.780]  做這些事情
[00:18:19.780 --> 00:18:21.900]  不單是難以接受
[00:18:21.900 --> 00:18:25.300]  簡直是大逆不道
[00:18:25.300 --> 00:18:26.860]  耶穌的價值觀
[00:18:26.860 --> 00:18:30.740]  絕對和當時的社會對立
[00:18:30.740 --> 00:18:33.140]  耶穌的教導和宣講
[00:18:33.140 --> 00:18:34.780]  對當事人來說
[00:18:34.780 --> 00:18:37.300]  一點都不中聽
[00:18:37.300 --> 00:18:38.900]  所以我們不難想像
[00:18:38.900 --> 00:18:41.780]  當年跟隨耶穌的那群門徒
[00:18:41.780 --> 00:18:46.220]  他們要面對的困難和不平安
[00:18:46.220 --> 00:18:48.500]  見到社會間的分裂
[00:18:48.500 --> 00:18:51.620]  他們都會感到無力
[00:18:51.620 --> 00:18:55.340]  內心一定有不少掙扎
[00:18:55.340 --> 00:18:57.100]  不過正因為這樣
[00:18:57.100 --> 00:18:58.980]  耶穌更加要信徒
[00:18:58.980 --> 00:19:02.860]  要立定心意來跟隨自己
[00:19:02.860 --> 00:19:03.940]  耶穌說
[00:19:03.940 --> 00:19:05.380]  若有人要跟從我
[00:19:05.380 --> 00:19:06.940]  就當捨己
[00:19:06.940 --> 00:19:11.500]  天天背起自己的十字架來跟從我
[00:19:11.500 --> 00:19:14.340]  就好像神學家潘福華牧師所說
[00:19:14.340 --> 00:19:17.900]  當基督呼召一個人的時候
[00:19:17.900 --> 00:19:23.020]  耶穌是叫我們來死的
[00:19:23.020 --> 00:19:24.660]  耶穌呼召我們
[00:19:24.660 --> 00:19:28.900]  不是要我們尋求生命的舒適和安寧
[00:19:28.900 --> 00:19:32.980]  而是要我們承擔一個更加高的使命
[00:19:32.980 --> 00:19:37.020]  從而得著平安
[00:19:37.020 --> 00:19:39.060]  親愛的兄弟姐妹
[00:19:39.060 --> 00:19:41.140]  耶穌基督所傳的福音
[00:19:41.140 --> 00:19:43.380]  不是要人覺得中聽
[00:19:43.380 --> 00:19:44.980]  覺得舒服
[00:19:44.980 --> 00:19:50.140]  是要人付上相當的代價來跟從祂
[00:19:50.140 --> 00:19:58.460]  包括家人
[00:19:58.460 --> 00:20:02.660]  當我們願意付上代價來跟從祂的時候
[00:20:02.660 --> 00:20:05.660]  我們才能夠在耶穌的裡面
[00:20:05.660 --> 00:20:07.900]  得到真正的平安
[00:20:07.900 --> 00:20:09.300]  所以我們要相信
[00:20:09.300 --> 00:20:12.180]  耶穌這位和平的君所帶來的
[00:20:12.180 --> 00:20:15.220]  不是那種掩飾彼此歧見
[00:20:15.220 --> 00:20:17.900]  而粉飾出來的和諧
[00:20:17.900 --> 00:20:21.180]  耶穌帶來的那份出人意外的平安
[00:20:21.180 --> 00:20:24.500]  不單單是平靜風浪之後
[00:20:24.500 --> 00:20:26.180]  得到那份平安
[00:20:26.180 --> 00:20:28.980]  耶穌所賜的那份真平安
[00:20:28.980 --> 00:20:33.580]  是即使我們依然身處大海翻騰
[00:20:33.580 --> 00:20:35.980]  波濤洶湧的洪水當中
[00:20:35.980 --> 00:20:37.860]  我們依然能夠
[00:20:37.860 --> 00:20:40.140]  因著相信我們的主
[00:20:40.140 --> 00:20:42.220]  仍然坐著為王
[00:20:42.220 --> 00:20:43.940]  從而在我們的內心
[00:20:43.940 --> 00:20:49.420]  得到那份不一樣的真正的平安
[00:20:49.420 --> 00:20:51.300]  各位弟子妹
[00:20:51.300 --> 00:20:55.820]  昨晚我在週末敬拜的講道
[00:20:55.820 --> 00:20:58.660]  就分享到這裡
[00:20:58.660 --> 00:21:02.140]  但我誠實地跟大家說
[00:21:02.140 --> 00:21:03.660]  我昨晚一直都未有平安
[00:21:03.660 --> 00:21:06.860]  未能夠有平安
[00:21:06.860 --> 00:21:12.020]  當我再反覆地去看這段經文的時候
[00:21:12.020 --> 00:21:18.900]  我感謝神給了我一個想法
[00:21:18.900 --> 00:21:23.380]  在剛才大家讀出的那段經文
[00:21:23.380 --> 00:21:26.580]  它說到父親和兒子相憎
[00:21:26.580 --> 00:21:28.660]  母親和女兒相憎
[00:21:28.660 --> 00:21:31.300]  婆婆和媳婦相憎
[00:21:31.300 --> 00:21:34.380]  如果我們家裡也發生了這樣的情況
[00:21:34.380 --> 00:21:37.740]  我們作為基督徒應該怎樣做呢
[00:21:37.740 --> 00:21:39.180]  我在想
[00:21:39.180 --> 00:21:40.180]  是的
[00:21:40.180 --> 00:21:43.100]  雖然是父親和兒子相憎
[00:21:43.100 --> 00:21:45.620]  或者兒子和父親相憎
[00:21:45.620 --> 00:21:47.260]  但是
[00:21:47.260 --> 00:21:49.820]  我們能不能夠
[00:21:49.820 --> 00:21:53.500]  依然在家裡做一個和平之子呢
[00:21:53.500 --> 00:21:55.980]  當我們見到
[00:21:55.980 --> 00:21:56.820]  我是男性
[00:21:56.820 --> 00:21:59.940]  當我們見到我的家裡的女性
[00:21:59.940 --> 00:22:01.780]  她們相憎的時候
[00:22:01.780 --> 00:22:05.180]  我能不能夠在家裡充當那位和平之子
[00:22:05.180 --> 00:22:10.220]  來幫助在家裡帶來和平呢
