
[00:00:00.000 --> 00:00:05.000]  今天來的時候 我決定給你們一個厚厚的禮物
[00:01:37.000 --> 00:01:41.000]  而且他是專攻教會建築師紀
[00:01:41.000 --> 00:01:44.000]  這是我所侍奉的教會
[00:01:44.000 --> 00:01:46.000]  可能有人會問我
[00:01:46.000 --> 00:01:51.000]  李牧師那聖經學校真的會去研究這樣的題目的嗎
[00:01:51.000 --> 00:01:54.000]  其實那個所謂的聖經學校就是我自己
[00:01:54.000 --> 00:01:56.000]  是我自己想出來的
[00:01:56.000 --> 00:01:58.000]  如果彼得不做漁夫他會做什麼
[00:01:58.000 --> 00:02:01.000]  他會做一個建築師
[00:02:01.000 --> 00:02:04.000]  那爲什麼這樣講其實背後是有道理的
[00:02:04.000 --> 00:02:08.000]  我們知道彼得對建築很有興趣
[00:02:08.000 --> 00:02:11.000]  是因爲彼得前書的一章一節
[00:02:11.000 --> 00:02:13.000]  彼得前書一章一節這樣說
[00:02:13.000 --> 00:02:16.000]  耶穌基督的使徒彼得寫信給
[00:02:16.000 --> 00:02:20.000]  分散在各地的寂居的人
[00:02:20.000 --> 00:02:24.000]  你有沒有留意這裏彼得叫自己做什麼名字
[00:02:24.000 --> 00:02:27.000]  那你說彼得叫自己當然是叫彼得了嘛
[00:02:27.000 --> 00:02:29.000]  那有什麼奇怪呢
[00:02:29.000 --> 00:02:32.000]  奇怪的地方就是如果你熟悉你的聖經
[00:02:32.000 --> 00:02:33.000]  你的信約聖經
[00:02:33.000 --> 00:02:36.000]  你知道這個不是他的原名
[00:02:36.000 --> 00:02:39.000]  在約翰福音第一章第42節
[00:02:39.000 --> 00:02:42.000]  這樣約翰這樣報告給我們聽
[00:02:42.000 --> 00:02:47.000]  耶穌看着他說你是約翰的兒子西門
[00:02:47.000 --> 00:02:49.000]  你要稱爲基法
[00:02:49.000 --> 00:02:52.000]  基法翻出來就是彼得
[00:02:52.000 --> 00:02:54.000]  原來彼得有個原名
[00:02:54.000 --> 00:02:57.000]  彼得的原名叫做西門
[00:02:57.000 --> 00:03:01.000]  那西門的意思是listen 聆聽
[00:03:01.000 --> 00:03:05.000]  其實西門這個名字跟彼得非常
[00:03:05.000 --> 00:03:08.000]  對他來說是一個很適合他的名字
[00:03:08.000 --> 00:03:10.000]  因爲彼得講話太多
[00:03:10.000 --> 00:03:12.000]  他需要聆聽
[00:03:12.000 --> 00:03:14.000]  但是當主耶穌基督呼召他的時候
[00:03:14.000 --> 00:03:17.000]  主耶穌基督給他一個新的名字
[00:03:17.000 --> 00:03:19.000]  那個名字叫做基法
[00:03:19.000 --> 00:03:21.000]  基法其實是Aramaic
[00:03:21.000 --> 00:03:25.000]  就是當時的猶太人會口語上用的
[00:03:25.000 --> 00:03:27.000]  那個語言叫阿拉姆語
[00:03:27.000 --> 00:03:30.000]  然後你把這個Aramaic翻譯
[00:03:30.000 --> 00:03:33.000]  做當時更普遍的希臘文的文字的時候
[00:03:33.000 --> 00:03:34.000]  就變成Petro
[00:03:34.000 --> 00:03:36.000]  Petro就是彼得
[00:03:36.000 --> 00:03:40.000]  那無論是基法或者彼得都有一個意思
[00:03:40.000 --> 00:03:45.000]  基法彼得的意思就是石頭
[00:03:45.000 --> 00:03:46.000]  阿石
[00:03:46.000 --> 00:03:48.000]  耶穌教他做阿石
[00:03:48.000 --> 00:03:54.000]  於是從此以後彼得的名字全名變成西門彼得
[00:03:54.000 --> 00:03:56.000]  或者是西門阿石
[00:03:56.000 --> 00:03:57.000]  那很有趣的時候
[00:03:57.000 --> 00:04:00.000]  如果你繼續看整個新約聖經的時候
[00:04:00.000 --> 00:04:04.000]  你會發覺彼得很喜歡他的新的名字
[00:04:04.000 --> 00:04:09.000]  喜歡到一個地步他不要人家再叫他做西門
[00:04:09.000 --> 00:04:13.000]  他從來不寫信的時候不叫自己做西門
[00:04:13.000 --> 00:04:15.000]  他只要人家叫他做阿石
[00:04:15.000 --> 00:04:19.000]  從現在開始你要叫我做阿石
[00:04:19.000 --> 00:04:23.000]  我們想彼得是不是因爲覺得自己現在高級了
[00:04:23.000 --> 00:04:24.000]  升級了
[00:04:24.000 --> 00:04:25.000]  當耶穌呼召他
[00:04:25.000 --> 00:04:27.000]  他再不是一個聽話的愚夫
[00:04:27.000 --> 00:04:29.000]  不需要聽人家的話
[00:04:29.000 --> 00:04:34.000]  他變成了耶穌眼中的一個很尊貴的寶石
[00:04:34.000 --> 00:04:39.000]  那如果你把這個理念讀回去彼得詳書一章一節的時候
[00:04:39.000 --> 00:04:41.000]  我們的經文會變成這樣
[00:04:41.000 --> 00:04:48.000]  耶穌基督的寶石使徒寫信給分散各地的進去的人
[00:04:48.000 --> 00:04:50.000]  他叫自己是寶石
[00:04:50.000 --> 00:04:54.000]  我們有聽過人家說他是鑽石黃老虎
[00:04:54.000 --> 00:04:56.000]  所以他是一個寶石的使徒
[00:04:56.000 --> 00:04:58.000]  我不是普通的使徒
[00:04:58.000 --> 00:05:02.000]  我是耶穌的寶石
[00:05:02.000 --> 00:05:03.000]  你這樣看的時候
[00:05:03.000 --> 00:05:07.000]  你會覺得彼得故意要把自己抬得很高
[00:05:07.000 --> 00:05:11.000]  你想這個是不是彼得的用意呢
[00:05:11.000 --> 00:05:13.000]  當然不是
[00:05:13.000 --> 00:05:17.000]  我想彼得之所以那麼喜歡這個新的名字叫阿石
[00:05:17.000 --> 00:05:19.000]  是因爲每次他聽到人家叫他阿石
[00:05:19.000 --> 00:05:22.000]  每次他聽到自己叫自己的阿石的時候
[00:05:22.000 --> 00:05:26.000]  都會讓他想起耶穌他的主
[00:05:26.000 --> 00:05:30.000]  我們從一章一節跳到第二章第四節
[00:05:30.000 --> 00:05:33.000]  彼得說你們要清靜
[00:05:33.000 --> 00:05:36.000]  他是活石
[00:05:36.000 --> 00:05:37.000]  你看到嗎
[00:05:37.000 --> 00:05:38.000]  主是活石
[00:05:38.000 --> 00:05:42.000]  彼得要告訴我們的不是我是主的寶石
[00:05:42.000 --> 00:05:44.000]  而是主是我的寶石
[00:05:44.000 --> 00:05:45.000]  是相反
[00:05:45.000 --> 00:05:47.000]  每次他想到自己的名字
[00:05:47.000 --> 00:05:53.000]  讓他想起耶穌是他生命中那個活石
[00:05:53.000 --> 00:05:55.000]  每次他想到自己的名字
[00:05:55.000 --> 00:06:01.000]  他想起這個活石耶穌在他生命裏面無盡的恩憐
[00:06:01.000 --> 00:06:03.000]  彼得說耶穌是活石
[00:06:03.000 --> 00:06:04.000]  然後他繼續說
[00:06:04.000 --> 00:06:07.000]  他說他是上帝所揀選的
[00:06:07.000 --> 00:06:09.000]  所珍貴的
[00:06:09.000 --> 00:06:10.000]  真奇怪
[00:06:10.000 --> 00:06:13.000]  奇怪的是他既然是上帝所揀選
[00:06:13.000 --> 00:06:16.000]  上帝眼中覺得最寶貝的
[00:06:16.000 --> 00:06:19.000]  他卻是被人丟棄
[00:06:19.000 --> 00:06:21.000]  那如果你讀你的中文聖經
[00:06:21.000 --> 00:06:24.000]  他會說雖然他被人家丟棄
[00:06:24.000 --> 00:06:26.000]  但是上帝揀選他
[00:06:26.000 --> 00:06:28.000]  上帝珍貴他
[00:06:28.000 --> 00:06:31.000]  意思是說盡管他被棄在街上
[00:06:31.000 --> 00:06:32.000]  上帝把他揀回來
[00:06:32.000 --> 00:06:33.000]  因爲上帝很愛他
[00:06:33.000 --> 00:06:34.000]  看重他
[00:06:34.000 --> 00:06:36.000]  但是從另外一個角度來說
[00:06:36.000 --> 00:06:39.000]  如果你把整本聖經的神學讀回進去
[00:06:39.000 --> 00:06:43.000]  你會發覺上帝從早就已經揀選了他
[00:06:43.000 --> 00:06:45.000]  上帝還沒有被人家丟棄之前
[00:06:45.000 --> 00:06:47.000]  已經揀選了他
[00:06:47.000 --> 00:06:48.000]  已經愛他
[00:06:48.000 --> 00:06:49.000]  已經珍貴他
[00:06:49.000 --> 00:06:53.000]  但是上帝揀選他的目的是怎麼樣
[00:06:53.000 --> 00:06:57.000]  是要他被人丟棄
[00:06:57.000 --> 00:06:58.000]  你有沒有想過
[00:06:58.000 --> 00:07:00.000]  這個是不可思議的事情
[00:07:00.000 --> 00:07:06.000]  你說上帝怎麼可以有那樣不義的事情
[00:07:06.000 --> 00:07:08.000]  如果你班上有一個同學
[00:07:08.000 --> 00:07:10.000]  他的成績是最棒的
[00:07:10.000 --> 00:07:12.000]  你們學校十年裏面
[00:07:12.000 --> 00:07:15.000]  沒有一個好像他那麼聰明的學生
[00:07:15.000 --> 00:07:16.000]  不單只是這樣
[00:07:16.000 --> 00:07:18.000]  他的品德是最好的
[00:07:18.000 --> 00:07:20.000]  是有史以來
[00:07:20.000 --> 00:07:23.000]  學校裏面最優秀的他被揀選
[00:07:23.000 --> 00:07:24.000]  被珍貴
[00:07:24.000 --> 00:07:27.000]  應該是拿獎學金
[00:07:27.000 --> 00:07:30.000]  應該是上臺被人家讚美
[00:07:30.000 --> 00:07:34.000]  但是這個學生被上帝所揀選
[00:07:34.000 --> 00:07:38.000]  爲了要他被丟棄
[00:07:38.000 --> 00:07:41.000]  你看到彼得在想的東西
[00:07:41.000 --> 00:07:45.000]  這個是活實爲他所做的
[00:07:45.000 --> 00:07:48.000]  我們問上帝爲什麼要這樣做
[00:07:48.000 --> 00:07:52.000]  爲什麼要做一個那麼不義的事情
[00:07:52.000 --> 00:07:54.000]  答案是除了耶穌以外
[00:07:54.000 --> 00:07:56.000]  沒有其他的選擇
[00:07:56.000 --> 00:07:58.000]  除了十字架以外
[00:07:58.000 --> 00:08:00.000]  沒有其他的方式
[00:08:00.000 --> 00:08:04.000]  如果你來的教會不久
[00:08:04.000 --> 00:08:08.000]  你剛剛纔開始認識基督教的時候
[00:08:08.000 --> 00:08:10.000]  你會發現基督教跟其他宗教
[00:08:10.000 --> 00:08:12.000]  有一個很不一樣的地方
[00:08:12.000 --> 00:08:13.000]  就是基督教相信
[00:08:13.000 --> 00:08:15.000]  創造宇宙萬物的上帝
[00:08:15.000 --> 00:08:18.000]  是一個聖潔的上帝
[00:08:18.000 --> 00:08:20.000]  其他宗教的上帝
[00:08:20.000 --> 00:08:23.000]  其實表面上好像對大家都有一些要求
[00:08:23.000 --> 00:08:25.000]  有一些道德上的要求
[00:08:25.000 --> 00:08:28.000]  但最後他不是一個聖潔的上帝
[00:08:28.000 --> 00:08:30.000]  你做錯了事
[00:08:30.000 --> 00:08:33.000]  你燒一個烤鴨給我就沒事了
[00:08:33.000 --> 00:08:35.000]  只要你奉獻一點金錢
[00:08:35.000 --> 00:08:39.000]  你放生去哪一個烏龜也好
[00:08:39.000 --> 00:08:42.000]  你哪一個魚去放生就沒事了
[00:08:42.000 --> 00:08:44.000]  我們的上帝不可以這樣
[00:08:44.000 --> 00:08:46.000]  你不可以說我捐一些錢
[00:08:46.000 --> 00:08:48.000]  你不可以說我來做義工
[00:08:48.000 --> 00:08:50.000]  我侍奉上帝
[00:08:50.000 --> 00:08:52.000]  我就可以得到我罪的赦免
[00:08:52.000 --> 00:08:54.000]  你不可能做這個事情
[00:08:54.000 --> 00:08:57.000]  因爲我們相信的是一個聖潔的上帝
[00:08:57.000 --> 00:08:58.000]  而我們在他的面前
[00:08:58.000 --> 00:09:00.000]  我們是叛逆的罪人
[00:09:00.000 --> 00:09:02.000]  唯有耶穌被揀選
[00:09:02.000 --> 00:09:05.000]  被揀選去丟棄
[00:09:05.000 --> 00:09:10.000]  爲我們成爲完全的贖罪金
[00:09:10.000 --> 00:09:14.000]  除他以外沒有其他的選擇
[00:09:14.000 --> 00:09:17.000]  彼得很知道這個道理
[00:09:17.000 --> 00:09:18.000]  於是彼得說
[00:09:18.000 --> 00:09:21.000]  我們之所以可以成爲天國裏面的阿師
[00:09:21.000 --> 00:09:26.000]  完全是因爲耶穌先爲我們成爲了活實
[00:09:26.000 --> 00:09:28.000]  這裏所說的活實
[00:09:28.000 --> 00:09:31.000]  不單止說耶穌曾幾何時
[00:09:31.000 --> 00:09:34.000]  道成了肉身進入人類歷史
[00:09:34.000 --> 00:09:36.000]  他曾經活過所以叫他活實
[00:09:36.000 --> 00:09:37.000]  不是
[00:09:37.000 --> 00:09:39.000]  這裏所說的意思
[00:09:39.000 --> 00:09:42.000]  你們要清淨主他是活實
[00:09:42.000 --> 00:09:43.000]  爲什麼
[00:09:43.000 --> 00:09:45.000]  因爲他曾爲我們死
[00:09:45.000 --> 00:09:47.000]  他曾爲我們復活
[00:09:47.000 --> 00:09:51.000]  他是受死又復活的上帝
[00:09:51.000 --> 00:09:54.000]  他是受死又復活的愛子
[00:09:54.000 --> 00:09:55.000]  主是活實
[00:09:55.000 --> 00:09:57.000]  主是復活實
[00:09:57.000 --> 00:09:59.000]  但是這個復活實之所以有復活
[00:09:59.000 --> 00:10:02.000]  是因爲他先爲我們受死
[00:10:02.000 --> 00:10:06.000]  他的受死是爲了我們父親的罪災
[00:10:06.000 --> 00:10:08.000]  他們爲我們復活
[00:10:08.000 --> 00:10:11.000]  是爲了要爲我們戰勝死亡
[00:10:11.000 --> 00:10:12.000]  因爲我們沒有一個人
[00:10:12.000 --> 00:10:16.000]  可以靠着自己的能力戰勝死亡
[00:10:16.000 --> 00:10:21.000]  於是彼得每天在高唱的那首詩歌
[00:10:21.000 --> 00:10:23.000]  叫做如果沒有你
[00:10:23.000 --> 00:10:24.000]  有沒有聽過
[00:10:24.000 --> 00:10:28.000]  如果沒有主哪會有我們
[00:10:28.000 --> 00:10:30.000]  如果沒有活實
[00:10:30.000 --> 00:10:33.000]  哪會有我們這一對阿師
[00:10:33.000 --> 00:10:35.000]  原來彼得告訴我們
[00:10:35.000 --> 00:10:38.000]  我們這裏全部人都是阿師
[00:10:38.000 --> 00:10:39.000]  我是林阿師
[00:10:39.000 --> 00:10:41.000]  後面有個湯阿師
[00:10:41.000 --> 00:10:44.000]  你們主任牧師是楊阿師
[00:10:44.000 --> 00:10:47.000]  我們這裏每一個人都是阿師
[00:10:47.000 --> 00:10:50.000]  因爲我們每一個人都是因爲
[00:10:50.000 --> 00:10:52.000]  碰上了主耶穌基督
[00:10:52.000 --> 00:10:54.000]  這個復活的石頭
[00:10:54.000 --> 00:10:57.000]  讓我們有一個新的開始
[00:10:57.000 --> 00:10:58.000]  在我們的世界裏面
[00:10:58.000 --> 00:11:01.000]  沒有其他的一個上帝
[00:11:01.000 --> 00:11:03.000]  是好像聖經的上帝一樣
[00:11:03.000 --> 00:11:05.000]  沒有其他的救主
[00:11:05.000 --> 00:11:06.000]  可以赦免我們的罪
[00:11:06.000 --> 00:11:08.000]  沒有其他的神
[00:11:08.000 --> 00:11:09.000]  可以讓我們重生
[00:11:09.000 --> 00:11:11.000]  重新開始一個人生
[00:11:11.000 --> 00:11:14.000]  重新跟上帝可以和好
[00:11:14.000 --> 00:11:19.000]  可以有永生的盼望
[00:11:19.000 --> 00:11:21.000]  今天你跟我都有一個選擇
[00:11:21.000 --> 00:11:23.000]  尤其在香港這個地方
[00:11:23.000 --> 00:11:24.000]  我們要選擇
[00:11:24.000 --> 00:11:27.000]  我們要跟隨怎麼樣的一個上帝
[00:11:27.000 --> 00:11:28.000]  我們要選擇
[00:11:28.000 --> 00:11:31.000]  跟隨一個地上的石頭寶像
[00:11:31.000 --> 00:11:34.000]  去追求今生的榮華富貴
[00:11:34.000 --> 00:11:38.000]  還是我們要跟隨那一個活死耶穌
[00:11:38.000 --> 00:11:41.000]  奔跑永恆的道路
[00:11:41.000 --> 00:11:43.000]  這是你跟我要選擇的
[00:11:43.000 --> 00:11:46.000]  彼得說他是上帝所揀選
[00:11:46.000 --> 00:11:49.000]  他是上帝所珍貴
[00:11:49.000 --> 00:11:50.000]  也是彼得所珍貴的
[00:11:50.000 --> 00:11:52.000]  耶穌必須要是你跟我
[00:11:52.000 --> 00:11:56.000]  心裏面所珍貴的東西
[00:11:56.000 --> 00:11:57.000]  不過彼得還沒說完
[00:11:57.000 --> 00:12:01.000]  彼得的石頭記還剛剛開始
[00:12:01.000 --> 00:12:03.000]  第六節
[00:12:03.000 --> 00:12:05.000]  彼得前述第二章第六節這樣說
[00:12:05.000 --> 00:12:08.000]  他說因爲今上說
[00:12:08.000 --> 00:12:11.000]  看啊我把一塊石頭放在西安
[00:12:11.000 --> 00:12:15.000]  一塊蒙簡選珍貴的防角石
[00:12:15.000 --> 00:12:17.000]  你記得剛纔彼得說什麼
[00:12:17.000 --> 00:12:18.000]  彼得說耶穌是
[00:12:18.000 --> 00:12:21.000]  蒙簡選珍貴的復活石
[00:12:21.000 --> 00:12:24.000]  他現在從復活石變成什麼
[00:12:24.000 --> 00:12:28.000]  防角石他在擴展我們的視野
[00:12:28.000 --> 00:12:30.000]  剛纔是復活石
[00:12:30.000 --> 00:12:32.000]  現在是防角石
[00:12:32.000 --> 00:12:36.000]  那防角石是當時的一個建築
[00:12:36.000 --> 00:12:38.000]  裏面所用的一個名詞
[00:12:38.000 --> 00:12:40.000]  那我對建築是一竅不通的
[00:12:40.000 --> 00:12:42.000]  可能你要問問Rachel
[00:12:42.000 --> 00:12:44.000]  但是彼得在寫罪誕生經裏面
[00:12:44.000 --> 00:12:45.000]  好像很懂
[00:12:45.000 --> 00:12:48.000]  他說主不單只是那個復活的石頭
[00:12:48.000 --> 00:12:50.000]  他是一個防角石
[00:12:50.000 --> 00:12:51.000]  在建築的時候
[00:12:51.000 --> 00:12:54.000]  當時人第一塊石頭放進地上面的
[00:12:54.000 --> 00:12:56.000]  就是那一塊防角石
[00:12:56.000 --> 00:12:57.000]  這塊石頭
[00:12:57.000 --> 00:13:00.000]  其他的石頭都是按照這個石頭
[00:13:00.000 --> 00:13:01.000]  擺放的位置
[00:13:01.000 --> 00:13:03.000]  然後對對上去
[00:13:03.000 --> 00:13:06.000]  其他的整個建築的結構
[00:13:06.000 --> 00:13:09.000]  都是因着這個石頭
[00:13:09.000 --> 00:13:12.000]  這個防角石而定下來的
[00:13:12.000 --> 00:13:14.000]  彼得說上帝有個異象
[00:13:14.000 --> 00:13:15.000]  上帝的異象
[00:13:15.000 --> 00:13:17.000]  不是單單通過活石
[00:13:17.000 --> 00:13:20.000]  耶穌復活一羣天國的阿師
[00:13:20.000 --> 00:13:23.000]  上帝的異象不單只是讓我們復活
[00:13:23.000 --> 00:13:24.000]  然後分散這個世界
[00:13:24.000 --> 00:13:25.000]  不同的地方
[00:13:25.000 --> 00:13:27.000]  在不同的家庭裏面
[00:13:27.000 --> 00:13:28.000]  上帝有一個異象
[00:13:28.000 --> 00:13:31.000]  上帝要通過耶穌珍貴的防角石
[00:13:31.000 --> 00:13:35.000]  在地上建造一個天上的電宇
[00:13:35.000 --> 00:13:37.000]  上帝是一個建造的上帝
[00:13:37.000 --> 00:13:39.000]  他不單只是要服務我們
[00:13:39.000 --> 00:13:43.000]  他要把我們全部人集中在一起
[00:13:43.000 --> 00:13:46.000]  在地上建造一個天上的電宇
[00:13:46.000 --> 00:13:48.000]  這是上帝的心意
[00:13:48.000 --> 00:13:50.000]  這個是他經上所說
[00:13:50.000 --> 00:13:55.000]  從舊約到新約都是上帝的心意
[00:13:55.000 --> 00:13:57.000]  上帝建築的方法很特別
[00:13:57.000 --> 00:14:00.000]  上帝建築的方法是
[00:14:00.000 --> 00:14:04.000]  把一塊石頭先跟耶穌連起來
[00:14:04.000 --> 00:14:07.000]  然後在耶穌基督裏面的石頭
[00:14:07.000 --> 00:14:11.000]  又彼此連成一塊建造這個電宇
[00:14:11.000 --> 00:14:13.000]  那如果你去想想
[00:14:13.000 --> 00:14:15.000]  這有講到兩方面的一個關係
[00:14:15.000 --> 00:14:17.000]  這個是vertical relationship
[00:14:17.000 --> 00:14:19.000]  是一個上下的關係
[00:14:19.000 --> 00:14:22.000]  是我們先與上帝合成一體
[00:14:22.000 --> 00:14:25.000]  我們先通過耶穌基督與上帝連上的關係
[00:14:25.000 --> 00:14:26.000]  vertical relationship
[00:14:26.000 --> 00:14:30.000]  然後纔有horizontal relationship
[00:14:30.000 --> 00:14:34.000]  就是平面的一個關係
[00:14:34.000 --> 00:14:35.000]  我想問你
[00:14:35.000 --> 00:14:37.000]  你也許來了教會很久
[00:14:37.000 --> 00:14:41.000]  但是你也需要回答這個問題
[00:14:41.000 --> 00:14:45.000]  你跟上帝有沒有vertical relationship
[00:14:45.000 --> 00:14:47.000]  我們很多時候我們帶人家進來教會
[00:14:47.000 --> 00:14:50.000]  是通過horizontal relationship
[00:14:50.000 --> 00:14:52.000]  在我自己的教會很多時候
[00:14:52.000 --> 00:14:53.000]  那些裏面的人
[00:14:53.000 --> 00:14:56.000]  已經從小到大都在這個教會長大
[00:14:56.000 --> 00:14:59.000]  他在這個教會已經幾十年的時候
[00:14:59.000 --> 00:15:00.000]  他所有的家人
[00:15:00.000 --> 00:15:02.000]  所有的朋友都在這個教會里面
[00:15:02.000 --> 00:15:04.000]  他所有人際的關係
[00:15:04.000 --> 00:15:05.000]  horizontal relationship
[00:15:05.000 --> 00:15:07.000]  都在這個教會里面
[00:15:07.000 --> 00:15:08.000]  有一些新來的朋友
[00:15:08.000 --> 00:15:11.000]  是參加我們教會的活動進來了
[00:15:11.000 --> 00:15:12.000]  對不對
[00:15:12.000 --> 00:15:13.000]  然後他一個活動
[00:15:13.000 --> 00:15:14.000]  兩個活動
[00:15:14.000 --> 00:15:15.000]  三個活動
[00:15:15.000 --> 00:15:16.000]  什麼活動去參加
[00:15:16.000 --> 00:15:17.000]  他很高興
[00:15:17.000 --> 00:15:19.000]  很喜歡這個教會
[00:15:19.000 --> 00:15:22.000]  但是他是不是這個教會的一份子
[00:15:22.000 --> 00:15:23.000]  不是
[00:15:23.000 --> 00:15:25.000]  因爲所有的東西
[00:15:25.000 --> 00:15:27.000]  必須要有一個vertical relationship
[00:15:27.000 --> 00:15:29.000]  沒有跟上帝有一個關係
[00:15:29.000 --> 00:15:30.000]  沒有這個關係
[00:15:30.000 --> 00:15:31.000]  你跟這個教會
[00:15:31.000 --> 00:15:35.000]  你只可以跟這個教會的一個building
[00:15:35.000 --> 00:15:37.000]  它的建築物有一個關係
[00:15:37.000 --> 00:15:41.000]  你跟上帝的教會是沒有關係的
[00:15:41.000 --> 00:15:43.000]  那我的教會是一個非常有傳統的教會
[00:15:43.000 --> 00:15:46.000]  你們的教會也是一個非常有傳統的教會
[00:15:46.000 --> 00:15:47.000]  可能我們當中也有一些人
[00:15:47.000 --> 00:15:50.000]  在教會不知道多少年了
[00:15:50.000 --> 00:15:51.000]  什麼人都認識
[00:15:51.000 --> 00:15:53.000]  什麼活動都參與過
[00:15:53.000 --> 00:15:57.000]  這不代表這是你的教會
[00:15:57.000 --> 00:16:00.000]  上帝的教會從vertical relationship開始
[00:16:00.000 --> 00:16:02.000]  從上下的關係開始
[00:16:02.000 --> 00:16:05.000]  我們要經常問我們自己
[00:16:05.000 --> 00:16:07.000]  我們跟上帝有沒有vertical relationship
[00:16:07.000 --> 00:16:09.000]  還是我們來教會
[00:16:09.000 --> 00:16:12.000]  純正完全都是爲了這個平面的關係
[00:16:12.000 --> 00:16:17.000]  這個平面的關係沒有辦法帶你進去永恆
[00:16:17.000 --> 00:16:20.000]  沒有辦法讓你跟上帝發生一個關係
[00:16:20.000 --> 00:16:23.000]  你必須要知道認識上帝
[00:16:23.000 --> 00:16:25.000]  認識基督
[00:16:25.000 --> 00:16:27.000]  那如果你今天你第一次來到教會
[00:16:27.000 --> 00:16:29.000]  你從來沒有來過教會
[00:16:29.000 --> 00:16:31.000]  但是如果你今天你聽到那個福音
[00:16:31.000 --> 00:16:33.000]  你悔改你相信上帝的時候
[00:16:33.000 --> 00:16:36.000]  今天你就是教會的一部分
[00:16:36.000 --> 00:16:41.000]  今天你就參加了上帝在地上的建築計劃
[00:16:41.000 --> 00:16:47.000]  這帶我們到彼得前書第二章第五節
[00:16:47.000 --> 00:16:49.000]  整段聖經的一個高潮
[00:16:49.000 --> 00:16:50.000]  彼得這樣說
[00:16:50.000 --> 00:16:55.000]  你們作爲活使要被建造成屬靈的殿
[00:16:55.000 --> 00:16:57.000]  成爲聖潔的祭司
[00:16:57.000 --> 00:17:04.000]  藉着耶穌基督獻上蒙上帝與約納的屬靈祭舞
[00:17:04.000 --> 00:17:06.000]  這是彼得給我們一個藍圖
[00:17:06.000 --> 00:17:09.000]  一個建造這個使命教會的藍圖
[00:17:09.000 --> 00:17:14.000]  那有些人叫他說靈宮散步曲
[00:17:14.000 --> 00:17:16.000]  第一個你要做什麼呢
[00:17:16.000 --> 00:17:18.000]  你要建造這個靈宮
[00:17:18.000 --> 00:17:20.000]  先建造一個聖殿
[00:17:20.000 --> 00:17:23.000]  然後你再去聚集一羣祭司
[00:17:23.000 --> 00:17:25.000]  然後第三祭司獻上基督
[00:17:25.000 --> 00:17:27.000]  那就是散步曲
[00:17:27.000 --> 00:17:29.000]  但是如果你在仔細去思想的時候
[00:17:29.000 --> 00:17:32.000]  你發覺他講的不是散步曲
[00:17:32.000 --> 00:17:35.000]  當我們說一個事情是散步曲
[00:17:35.000 --> 00:17:38.000]  就是說你必須要按照這個次序去
[00:17:38.000 --> 00:17:41.000]  但是如果你留心他講三個事情
[00:17:41.000 --> 00:17:44.000]  這三個事情是可以同步發生
[00:17:44.000 --> 00:17:46.000]  不需要一個次序的
[00:17:46.000 --> 00:17:49.000]  在這裏彼得好像在講三樣事情
[00:17:49.000 --> 00:17:52.000]  但是其實他在講一樣事情
[00:17:52.000 --> 00:17:54.000]  所謂的活識
[00:17:54.000 --> 00:17:56.000]  所謂的祭司
[00:17:56.000 --> 00:17:57.000]  所謂的祭物
[00:17:57.000 --> 00:17:59.000]  全部都是講同一羣人
