
[00:00:00.000 --> 00:00:04.000]  今天的題目是基督使命的重現
[00:06:11.000 --> 00:06:14.000]  下面那句和我們神報仇的日子
[00:06:14.000 --> 00:06:18.000]  並不是耶穌在第一次來在世的使命
[00:06:18.000 --> 00:06:22.000]  而這是指耶穌在來的時候的審判
[00:06:22.000 --> 00:06:24.000]  所以耶穌很清楚祂被告
[00:06:24.000 --> 00:06:27.000]  並不是為了審判
[00:06:27.000 --> 00:06:29.000]  祂被告的使命
[00:06:29.000 --> 00:06:34.000]  是要宣告神越立人的欺凌
[00:06:34.000 --> 00:06:37.000]  耶穌很清楚自己要來做什麼
[00:06:37.000 --> 00:06:40.000]  耶穌很清楚祂的使命
[00:06:40.000 --> 00:06:44.000]  祂知道祂是有所為有所不為
[00:06:44.000 --> 00:06:46.000]  祂不會被其他人影響
[00:06:46.000 --> 00:06:48.000]  不會被擁著祂的人
[00:06:48.000 --> 00:06:51.000]  不會被破壞了祂的人影響
[00:06:51.000 --> 00:06:53.000]  祂知道祂要做什麼
[00:06:53.000 --> 00:06:56.000]  好像醫生護士的使命是做什麼
[00:06:56.000 --> 00:06:58.000]  面對他們的使命
[00:06:58.000 --> 00:07:00.000]  就算醫治最不堪的罪犯
[00:07:00.000 --> 00:07:02.000]  或者敵對的軍隊
[00:07:02.000 --> 00:07:04.000]  他都需要施以援手
[00:07:04.000 --> 00:07:06.000]  好像無國界醫生
[00:07:06.000 --> 00:07:08.000]  他們的使命寫著
[00:07:08.000 --> 00:07:10.000]  基於人們的需要
[00:07:10.000 --> 00:07:13.000]  無分種族、宗教、性別
[00:07:13.000 --> 00:07:16.000]  或者政治聯繫提供援助
[00:07:16.000 --> 00:07:18.000]  認清我們的使命
[00:07:18.000 --> 00:07:20.000]  使我們不會迷失
[00:07:20.000 --> 00:07:23.000]  因著我們當時的情緒、喜好、立場
[00:07:23.000 --> 00:07:24.000]  或者其他的事
[00:07:24.000 --> 00:07:26.000]  去影響我們要做的事
[00:07:26.000 --> 00:07:29.000]  影響我們的使命
[00:07:29.000 --> 00:07:34.000]  知不知道基督教豐盛生命堂的使命是什麼
[00:07:34.000 --> 00:07:37.000]  上星期陳牧師請大家
[00:07:37.000 --> 00:07:38.000]  特別是家庭的時候
[00:07:38.000 --> 00:07:39.000]  想大家去講一下的時候
[00:07:39.000 --> 00:07:42.000]  他就很失望地自己講了就算了
[00:07:42.000 --> 00:07:45.000]  我們看看我們基督教豐盛生命堂的使命
[00:07:45.000 --> 00:07:47.000]  讓我們參與在這個群體中間
[00:07:47.000 --> 00:07:49.000]  知道我們要一起做什麼
[00:07:49.000 --> 00:07:51.000]  首先,我們是誰?
[00:07:51.000 --> 00:07:53.000]  我們是誰?
[00:07:53.000 --> 00:07:56.000]  我們是一群蒙召的群體
[00:07:56.000 --> 00:07:58.000]  被召出來
[00:07:58.000 --> 00:08:00.000]  我們的特質是什麼?
[00:08:00.000 --> 00:08:01.000]  我們是怎樣的?
[00:08:01.000 --> 00:08:02.000]  別人怎樣認出我們?
[00:08:02.000 --> 00:08:05.000]  我們是一群歡欣敬拜真神的人
[00:08:05.000 --> 00:08:07.000]  我們是一群喜愛遵從聖經的人
[00:08:07.000 --> 00:08:09.000]  我們是一群樂意服務鄰舍的人
[00:08:09.000 --> 00:08:12.000]  我們是一群勇於傳揚福音的人
[00:08:12.000 --> 00:08:14.000]  我們是不是這樣的人?
[00:08:14.000 --> 00:08:16.000]  我們有沒有這樣的特質?
[00:08:16.000 --> 00:08:18.000]  我們聚在一起有沒有這樣的氣氛?
[00:08:18.000 --> 00:08:21.000]  我們彼此有沒有這樣的文化?
[00:08:21.000 --> 00:08:23.000]  我們有沒有這樣的影響力?
[00:08:23.000 --> 00:08:24.000]  我們這群人去到哪一處
[00:08:24.000 --> 00:08:27.000]  能不能將這些影響力帶到那個地方?
[00:08:27.000 --> 00:08:28.000]  我們去到哪一處
[00:08:28.000 --> 00:08:30.000]  能不能將這一份生命
[00:08:30.000 --> 00:08:35.000]  能夠帶到那個群體的中間?
[00:08:35.000 --> 00:08:36.000]  我們剛才唱詩
[00:08:36.000 --> 00:08:38.000]  是不是一個歡欣的敬拜?
[00:08:38.000 --> 00:08:40.000]  我們聽完聖經之後
[00:08:40.000 --> 00:08:44.000]  我們是不是真的樂意跟從?
[00:08:44.000 --> 00:08:47.000]  第二,我們是做什麼的?
[00:08:47.000 --> 00:08:48.000]  我們奉派
[00:08:48.000 --> 00:08:49.000]  好像耶穌說
[00:08:49.000 --> 00:08:52.000]  差遣我叫秘魯的得釋放
[00:08:52.000 --> 00:08:53.000]  主耶穌說
[00:08:53.000 --> 00:08:55.000]  我怎樣被差
[00:08:55.000 --> 00:08:58.000]  我都要怎樣差你
[00:08:58.000 --> 00:08:59.000]  所以今天我們奉差
[00:08:59.000 --> 00:09:00.000]  我們一起讀好不好?
[00:09:00.000 --> 00:09:01.000]  這四樣東西
[00:09:01.000 --> 00:09:02.000]  準備起
[00:09:02.000 --> 00:09:05.000]  以聖潔守護家庭
[00:09:05.000 --> 00:09:07.000]  以仁愛關懷疾苦
[00:09:07.000 --> 00:09:10.000]  以真理更新文化
[00:09:10.000 --> 00:09:13.000]  以謙卑力行公義
[00:09:13.000 --> 00:09:18.000]  主耶穌最後一句是總結
[00:09:18.000 --> 00:09:20.000]  總結以上很多的
[00:09:20.000 --> 00:09:22.000]  宣告神預立人的欺凌
[00:09:22.000 --> 00:09:23.000]  我們的總結是什麼?
[00:09:23.000 --> 00:09:24.000]  我們一起讀好不好?
[00:09:24.000 --> 00:09:25.000]  準備
[00:09:25.000 --> 00:09:26.000]  在這世代
[00:09:26.000 --> 00:09:28.000]  造福萬民
[00:09:28.000 --> 00:09:31.000]  榮歸上主
[00:09:31.000 --> 00:09:32.000]  近幾年
[00:09:32.000 --> 00:09:35.000]  豐盛生命堂在社會關懷
[00:09:35.000 --> 00:09:38.000]  社會服務上有很多的投入
[00:09:38.000 --> 00:09:40.000]  其實是不是這幾年
[00:09:40.000 --> 00:09:42.000]  我們才做這件事?
[00:09:42.000 --> 00:09:45.000]  上星期我們致謝許太
[00:09:45.000 --> 00:09:48.000]  26年來在堂會服侍
[00:09:48.000 --> 00:09:50.000]  之前她是我學校的
[00:09:50.000 --> 00:09:51.000]  我當時讀中學
[00:09:51.000 --> 00:09:56.000]  學校的圖書館管理員
[00:09:56.000 --> 00:10:00.000]  很感恩可以回來見到她
[00:10:00.000 --> 00:10:01.000]  26年
[00:10:01.000 --> 00:10:03.000]  我們星期二同工們
[00:10:03.000 --> 00:10:05.000]  我們一起來祈禱會
[00:10:05.000 --> 00:10:09.000]  分享她的侍奉歷程
[00:10:09.000 --> 00:10:12.000]  原來見到教會需要的時候
[00:10:12.000 --> 00:10:14.000]  她回來做幹事
[00:10:14.000 --> 00:10:16.000]  在我們還在利基的時候
[00:10:16.000 --> 00:10:20.000]  教會曾經在坑口地鐵
[00:10:20.000 --> 00:10:21.000]  在將軍澳那邊
[00:10:21.000 --> 00:10:23.000]  坑口村那裡
[00:10:23.000 --> 00:10:26.000]  買了一個村屋的地方
[00:10:26.000 --> 00:10:27.000]  在那裡植堂
[00:10:27.000 --> 00:10:29.000]  有三十幾個弟兄姊妹
[00:10:29.000 --> 00:10:32.000]  在那裡聚會
[00:10:32.000 --> 00:10:35.000]  在那裡發展
[00:10:35.000 --> 00:10:39.000]  神的感動在一些領袖的中間
[00:10:39.000 --> 00:10:40.000]  要在那個地方
[00:10:40.000 --> 00:10:42.000]  開展一些社會服務
[00:10:42.000 --> 00:10:44.000]  社區服務的工作
[00:10:44.000 --> 00:10:46.000]  他們就拆了許太那裡
[00:10:46.000 --> 00:10:49.000]  成為分堂的幹事
[00:10:49.000 --> 00:10:53.000]  和社會服務的負責人
[00:10:53.000 --> 00:10:54.000]  我們在利基的時代
[00:10:54.000 --> 00:10:56.000]  我們搬來已經多少年了?
[00:10:56.000 --> 00:10:59.000]  十八九年了
[00:10:59.000 --> 00:11:00.000]  神在那個時候
[00:11:00.000 --> 00:11:01.000]  已經叫我們去做一些
[00:11:01.000 --> 00:11:04.000]  社會關懷的事情
[00:11:04.000 --> 00:11:07.000]  然後我們又要建立一個
[00:11:07.000 --> 00:11:09.000]  真正的家庭服務中心
[00:11:09.000 --> 00:11:11.000]  我們弟兄姊妹當中
[00:11:11.000 --> 00:11:15.000]  舉辦了一個命名的比賽
[00:11:15.000 --> 00:11:16.000]  最終的結果
[00:11:16.000 --> 00:11:18.000]  就叫做嘉陵社會服務中心
[00:11:18.000 --> 00:11:19.000]  不知道得獎者是誰
[00:11:19.000 --> 00:11:20.000]  我還沒找到資料
[00:11:20.000 --> 00:11:21.000]  不知道是不是在那裡
[00:11:21.000 --> 00:11:22.000]  是不是你呀?
[00:11:22.000 --> 00:11:24.000]  誰是給了個名字出來
[00:11:24.000 --> 00:11:25.000]  然後得獎
[00:11:25.000 --> 00:11:27.000]  是嘉陵社會服務中心的?
[00:11:27.000 --> 00:11:29.000]  不是多數
[00:11:29.000 --> 00:11:30.000]  是不是?
[00:11:30.000 --> 00:11:32.000]  是誰呀?
[00:11:32.000 --> 00:11:34.000]  是嗎?
[00:11:34.000 --> 00:11:36.000]  是嗎?
[00:11:36.000 --> 00:11:39.000]  這麼厲害
[00:11:39.000 --> 00:11:41.000]  嘉陵服務中心後期
[00:11:41.000 --> 00:11:43.000]  因為弟兄姊妹太掛念我們
[00:11:43.000 --> 00:11:44.000]  所以就走回來
[00:11:44.000 --> 00:11:46.000]  我們一起的時候
[00:11:46.000 --> 00:11:47.000]  嘉陵服務中心就在
[00:11:47.000 --> 00:11:48.000]  樓下這個地方
[00:11:48.000 --> 00:11:50.000]  來開展他們的工作
[00:11:50.000 --> 00:11:51.000]  直到今天
[00:11:51.000 --> 00:11:54.000]  我們有很多專業的社工
[00:11:54.000 --> 00:11:56.000]  很多很有心的弟兄姊妹
[00:11:56.000 --> 00:11:59.000]  一起來服侍
[00:11:59.000 --> 00:12:00.000]  近幾年我們覺得
[00:12:00.000 --> 00:12:03.000]  可以更加精確地
[00:12:03.000 --> 00:12:08.000]  來分辨社會關懷和社會服務
[00:12:08.000 --> 00:12:09.000]  所以我們也有社關組
[00:12:09.000 --> 00:12:10.000]  社服組的一個
[00:12:10.000 --> 00:12:13.000]  這樣的社工組的工作
[00:12:13.000 --> 00:12:14.000]  神一路預備
[00:12:14.000 --> 00:12:17.000]  豐盛生命堂在社會關懷上
[00:12:17.000 --> 00:12:20.000]  神又怎樣預備我們每一個人
[00:12:20.000 --> 00:12:21.000]  在我們的生活
[00:12:21.000 --> 00:12:22.000]  我們的工作
[00:12:22.000 --> 00:12:23.000]  我們人生底下
[00:12:23.000 --> 00:12:27.000]  走在一個使命中間呢?
[00:12:27.000 --> 00:12:30.000]  你又希望在整個使命中間
[00:12:30.000 --> 00:12:32.000]  成為一個怎樣的人呢?
[00:12:32.000 --> 00:12:33.000]  很多年前
[00:12:33.000 --> 00:12:34.000]  我記得2005年
[00:12:34.000 --> 00:12:35.000]  我們一起讀一本書
[00:12:35.000 --> 00:12:36.000]  叫「彪竿人生」
[00:12:36.000 --> 00:12:39.000]  有沒有忘記了?
[00:12:39.000 --> 00:12:41.000]  當時就帶出了一股
[00:12:41.000 --> 00:12:43.000]  尋找使命的熱潮
[00:12:43.000 --> 00:12:44.000]  去思考我們自己每一個人
[00:12:44.000 --> 00:12:45.000]  我們有什麼特質呢?
[00:12:45.000 --> 00:12:47.000]  我們熱愛什麼?
[00:12:47.000 --> 00:12:50.000]  什麼人或事最觸動我呢?
[00:12:50.000 --> 00:12:52.000]  神放了什麼在我裡面呢?
[00:12:52.000 --> 00:12:55.000]  神怎樣利用過去的日子
[00:12:55.000 --> 00:12:57.000]  無論是快樂還是痛苦
[00:12:57.000 --> 00:13:00.000]  要成為別人的祝福呢?
[00:13:00.000 --> 00:13:02.000]  當我們回想神在我們身上
[00:13:02.000 --> 00:13:03.000]  做了什麼的時候
[00:13:03.000 --> 00:13:04.000]  無論好與不好
[00:13:04.000 --> 00:13:07.000]  我們知道這些都在神的掌握下
[00:13:07.000 --> 00:13:10.000]  可以成為神所使用的部份
[00:13:10.000 --> 00:13:11.000]  我自己來說
[00:13:11.000 --> 00:13:13.000]  我很想做好這個家庭事工
[00:13:13.000 --> 00:13:15.000]  我記得我很小的時候
[00:13:15.000 --> 00:13:16.000]  已經很著意家人
[00:13:16.000 --> 00:13:18.000]  很著意家人的和諧
[00:13:18.000 --> 00:13:19.000]  小時候有人吵架
[00:13:19.000 --> 00:13:20.000]  我就會拉著他
[00:13:20.000 --> 00:13:22.000]  「你不要吵架啦」
[00:13:22.000 --> 00:13:24.000]  聽到家人說是非的時候
[00:13:24.000 --> 00:13:27.000]  我就說「我們不應該說是非的」
[00:13:27.000 --> 00:13:30.000]  我媽媽就說我生了另一個性格出來
[00:13:30.000 --> 00:13:31.000]  不同的他們
[00:13:31.000 --> 00:13:33.000]  知道誰被排斥
[00:13:33.000 --> 00:13:36.000]  我就會主動跟他聊天
[00:13:36.000 --> 00:13:39.000]  後來讀社工讀神學
[00:13:39.000 --> 00:13:42.000]  都希望能夠服務家庭
[00:13:42.000 --> 00:13:43.000]  自己成家
[00:13:43.000 --> 00:13:45.000]  學習做丈夫
[00:13:45.000 --> 00:13:47.000]  學習做頭的時候
[00:13:47.000 --> 00:13:49.000]  真的變了死人頭
[00:13:49.000 --> 00:13:53.000]  好像陳牧師上次這樣說
[00:13:53.000 --> 00:13:56.000]  我老婆說「你就是死人頭」
[00:13:56.000 --> 00:13:58.000]  學習跌跌撞撞的
[00:13:58.000 --> 00:14:00.000]  成為一個丈夫
[00:14:00.000 --> 00:14:03.000]  神給了一個愛家的心
[00:14:03.000 --> 00:14:05.000]  神給了什麼心理呢
[00:14:05.000 --> 00:14:07.000]  弟兄姊妹
[00:14:07.000 --> 00:14:11.000]  實踐使命
[00:14:11.000 --> 00:14:13.000]  並不是要將
[00:14:13.000 --> 00:14:15.000]  在大家很忙碌的生活上
[00:14:15.000 --> 00:14:18.000]  白上加巾
[00:14:18.000 --> 00:14:19.000]  實踐使命不是要
[00:14:19.000 --> 00:14:22.000]  所有人又要回來教會做義工
[00:14:22.000 --> 00:14:25.000]  因為你們在職場
[00:14:25.000 --> 00:14:26.000]  在路上
[00:14:26.000 --> 00:14:27.000]  在車裡面
[00:14:27.000 --> 00:14:28.000]  在家中
[00:14:28.000 --> 00:14:30.000]  都是在侍奉主
[00:14:30.000 --> 00:14:32.000]  都是神聖
[00:14:32.000 --> 00:14:34.000]  實踐使命
[00:14:34.000 --> 00:14:36.000]  是要我們在每天重複的工作
[00:14:36.000 --> 00:14:37.000]  重複的生活當中
[00:14:37.000 --> 00:14:40.000]  能夠認出神那份美意
[00:14:40.000 --> 00:14:45.000]  尋回每天生活中那份喜樂和意義
[00:14:45.000 --> 00:14:47.000]  更加明白我為什麼做這個工作
[00:14:47.000 --> 00:14:49.000]  更加明白裡面有什麼價值
[00:14:49.000 --> 00:14:53.000]  更加明白這是否適合自己取捨
[00:14:53.000 --> 00:14:56.000]  做一個更快樂的人生
[00:14:56.000 --> 00:15:01.000]  我們堂會邀請大家一同參與
[00:15:01.000 --> 00:15:03.000]  堂會裡面的使命宣言
[00:15:03.000 --> 00:15:05.000]  因為群體的力量是大的
[00:15:05.000 --> 00:15:07.000]  當我們全部在一起的時候
[00:15:07.000 --> 00:15:09.000]  能夠做到更多的事情
[00:15:09.000 --> 00:15:11.000]  更有深度的事情
[00:15:11.000 --> 00:15:13.000]  有更大的見證
[00:15:13.000 --> 00:15:15.000]  但不是停在這裡
[00:15:15.000 --> 00:15:17.000]  是要更加讓我們這份經驗
[00:15:17.000 --> 00:15:19.000]  影響到我們的生命
[00:15:19.000 --> 00:15:23.000]  能夠影響到我們每一天的生活
[00:15:23.000 --> 00:15:25.000]  我們的家庭
[00:15:25.000 --> 00:15:27.000]  我們職場的裡面
[00:15:27.000 --> 00:15:29.000]  在個人所在的地方
[00:15:29.000 --> 00:15:31.000]  實踐這些關懷
[00:15:31.000 --> 00:15:35.000]  好像布魯加鮑勒所說
[00:15:35.000 --> 00:15:39.000]  教會就好像農地裡的堆肥一樣
[00:15:39.000 --> 00:15:41.000]  越堆埋得久
[00:15:41.000 --> 00:15:43.000]  就越容易發臭
[00:15:43.000 --> 00:15:45.000]  但當我們分散出去的時候
[00:15:45.000 --> 00:15:48.000]  就能夠豐富地圖
[00:15:48.000 --> 00:15:53.000]  使命是回應時代的
[00:15:53.000 --> 00:15:55.000]  我們見到主人蘇貞昌
[00:15:55.000 --> 00:15:58.000]  他讀完這個耳塞書之後
[00:15:58.000 --> 00:16:00.000]  他就捲起這個書卷
[00:16:00.000 --> 00:16:02.000]  交回給會堂的人
[00:16:02.000 --> 00:16:04.000]  接著他就坐下來
[00:16:04.000 --> 00:16:06.000]  他講了在路加福音記載
[00:16:06.000 --> 00:16:09.000]  他公開即時裡面第一個宣講
[00:16:09.000 --> 00:16:11.000]  這個宣講第一個字是
[00:16:11.000 --> 00:16:13.000]  Today 是今天
[00:16:13.000 --> 00:16:18.000]  他說今天已經應驗在你的耳中
[00:16:18.000 --> 00:16:20.000]  就是你聽到這一刻
[00:16:20.000 --> 00:16:27.000]  這個應許已經應驗在你的耳中
[00:16:27.000 --> 00:16:28.000]  你聽到這一刻
[00:16:28.000 --> 00:16:31.000]  這個世界已經改變
[00:16:31.000 --> 00:16:34.000]  今天這個世界已經改變
[00:16:34.000 --> 00:16:36.000]  今天你認為是一個怎樣的日子
[00:16:36.000 --> 00:16:38.000]  對你有什麼特別的意義
[00:16:38.000 --> 00:16:40.000]  因為今天這個日子對你
[00:16:40.000 --> 00:16:42.000]  只是感到灰心失望
[00:16:42.000 --> 00:16:45.000]  因為在今天這個日子
[00:16:45.000 --> 00:16:47.000]  你能夠見到一些東西
[00:16:47.000 --> 00:16:50.000]  叫你能夠起來行動
[00:16:50.000 --> 00:16:55.000]  耶穌在今天去營救行動
[00:16:55.000 --> 00:16:59.000]  他說他要傳福音給貧窮的人
[00:16:59.000 --> 00:17:00.000]  被老的要得釋放
[00:17:00.000 --> 00:17:02.000]  失明的得看見
[00:17:02.000 --> 00:17:05.000]  受壓迫的得自由
[00:17:05.000 --> 00:17:07.000]  一句話這樣說
[00:17:07.000 --> 00:17:11.000]  Truth is always timeless and timely
[00:17:11.000 --> 00:17:14.000]  就是說真理是永恆不變
[00:17:14.000 --> 00:17:17.000]  又面向時代
[00:17:17.000 --> 00:17:21.000]  教會必須是面向他所處的那個時代
[00:17:21.000 --> 00:17:24.000]  不能夠只活在亞視永恆無限重複
[00:17:24.000 --> 00:17:26.000]  重複的這樣的逾世隔絕
[00:17:26.000 --> 00:17:30.000]  體理不到的一個處境當中
[00:17:30.000 --> 00:17:36.000]  今天我們怎樣體會耶穌基督那份使命
[00:17:36.000 --> 00:17:39.000]  怎樣體會貧窮
[00:17:39.000 --> 00:17:42.000]  我們有沒有見到真實的貧窮是怎樣
[00:17:42.000 --> 00:17:47.000]  社聯剛剛又報告了他們一個2015年的研究
[00:17:47.000 --> 00:17:51.000]  以匱乏和社會的排斥
[00:17:51.000 --> 00:17:53.000]  做兩個定義
[00:17:53.000 --> 00:17:55.000]  七個人中有一個人
[00:17:55.000 --> 00:17:58.000]  沒有能力購買食物
[00:17:58.000 --> 00:18:00.000]  七個人中有一個人
[00:18:00.000 --> 00:18:04.000]  沒有能力去接受醫療
[00:18:04.000 --> 00:18:06.000]  去看醫生
[00:18:06.000 --> 00:18:12.000]  很多都被排他在社會的邊緣那一族
[00:18:12.000 --> 00:18:16.000]  我們有沒有見到真實的貧窮在我們身邊發生
[00:18:16.000 --> 00:18:19.000]  我們怎樣去體會被老和失明
[00:18:19.000 --> 00:18:25.000]  今天很多人賣了自己在這個工作裡面
[00:18:25.000 --> 00:18:27.000]  沒有了人生沒有了盼望的一樣
[00:18:27.000 --> 00:18:29.000]  怎樣去體會受壓迫
[00:18:29.000 --> 00:18:32.000]  被排斥到好像被社會遺忘
