
[00:00:00.000 --> 00:00:02.560]  《圣经》一头第四诗节说:
[00:06:29.760 --> 00:06:32.760]  他不是说看见他明显的一个罪
[00:06:32.760 --> 00:06:35.760]  比如看见他杀人的
[00:06:35.760 --> 00:06:37.760]  说这个人杀人的
[00:06:37.760 --> 00:06:39.760]  这个不算批评论断
[00:06:39.760 --> 00:06:41.760]  因为这是明显的
[00:06:41.760 --> 00:06:42.760]  这提出来的话
[00:06:42.760 --> 00:06:44.760]  这个不是批评论断
[00:06:44.760 --> 00:06:45.760]  这批评论断呢
[00:06:45.760 --> 00:06:46.760]  就是呢
[00:06:46.760 --> 00:06:49.760]  觉得我比你好
[00:06:49.760 --> 00:06:51.760]  我比你强
[00:06:51.760 --> 00:06:53.760]  那么就把自己呢
[00:06:53.760 --> 00:06:56.760]  就放在别人的上面了
[00:06:56.760 --> 00:07:00.760]  所以这个也是世界的
[00:07:00.760 --> 00:07:03.760]  属于世界的一种表现
[00:07:03.760 --> 00:07:05.760]  世界的表现
[00:07:05.760 --> 00:07:07.760]  有些是贪图享乐啊
[00:07:07.760 --> 00:07:11.760]  有些是这个追求这些享受
[00:07:11.760 --> 00:07:14.760]  以至于人跟人中间有争执的
[00:07:14.760 --> 00:07:16.760]  有冲突了
[00:07:16.760 --> 00:07:20.760]  那么对于这个弟兄的这种很苛刻的
[00:07:20.760 --> 00:07:22.760]  吹毛求疵的批评的话
[00:07:22.760 --> 00:07:26.760]  这是一种属于世界的东西
[00:07:26.760 --> 00:07:27.760]  因为这样一来的话
[00:07:27.760 --> 00:07:32.760]  就造成人与人之间的这些的分歧
[00:07:32.760 --> 00:07:35.760]  这个圣经中间呢
[00:07:35.760 --> 00:07:40.760]  没有禁止弟兄姊妹中间的彼此提醒
[00:07:40.760 --> 00:07:42.760]  彼此的帮助
[00:07:42.760 --> 00:07:44.760]  彼此劝勉
[00:07:44.760 --> 00:07:46.760]  圣经鼓励这方面
[00:07:46.760 --> 00:07:48.760]  因为我们作为弟兄姊妹的话
[00:07:48.760 --> 00:07:50.760]  如果我们看见有一些人
[00:07:50.760 --> 00:07:52.760]  或者有什么缺点
[00:07:52.760 --> 00:07:55.760]  我们应该在爱里头说诚实话
[00:07:55.760 --> 00:07:57.760]  这个圣经里头也提到
[00:07:57.760 --> 00:07:59.760]  若是有个弟兄得罪你
[00:07:59.760 --> 00:08:02.760]  你就称他只有一个人的时候
[00:08:02.760 --> 00:08:06.760]  你就跟他去说
[00:08:06.760 --> 00:08:09.760]  叫他看见自己的错
[00:08:09.760 --> 00:08:11.760]  那么如果他不听
[00:08:11.760 --> 00:08:13.760]  那么你再找两三个人去
[00:08:13.760 --> 00:08:16.760]  如果两三个人去他还是不听
[00:08:16.760 --> 00:08:18.760]  那你就告诉教会
[00:08:18.760 --> 00:08:20.760]  这个不是批评论断
[00:08:20.760 --> 00:08:23.760]  你看这弟兄姊妹有错
[00:08:23.760 --> 00:08:25.760]  你里头有这样的感动
[00:08:25.760 --> 00:08:26.760]  有这样的负担
[00:08:26.760 --> 00:08:29.760]  你要去彼此劝勉
[00:08:29.760 --> 00:08:32.760]  并不是表示你就实权实美了
[00:08:32.760 --> 00:08:35.760]  但是你表示你爱弟兄姊妹
[00:08:35.760 --> 00:08:36.760]  你关心他
[00:08:36.760 --> 00:08:42.760]  用神所要你用的方法去帮助别人
[00:08:42.760 --> 00:08:45.760]  这个不是批评论断
[00:08:45.760 --> 00:08:50.760]  但是如果你不是当面用爱心跟他提出来
[00:08:50.760 --> 00:08:52.760]  来帮助他
[00:08:52.760 --> 00:08:54.760]  而是在背后说的话
[00:08:54.760 --> 00:08:57.760]  那这个就是批评论断
[00:08:57.760 --> 00:09:04.760]  这样的话就是不是好的
[00:09:04.760 --> 00:09:06.760]  杨克在这里说
[00:09:06.760 --> 00:09:09.760]  是说的比较严厉的
[00:09:09.760 --> 00:09:11.760]  他说人若批评弟兄
[00:09:11.760 --> 00:09:13.760]  论断弟兄
[00:09:13.760 --> 00:09:15.760]  就是批评律法
[00:09:15.760 --> 00:09:18.760]  论断律法
[00:09:18.760 --> 00:09:20.760]  杨克的意思就是说
[00:09:20.760 --> 00:09:22.760]  你这样的批评论断
[00:09:22.760 --> 00:09:26.760]  是单单对着弟兄姊妹
[00:09:26.760 --> 00:09:29.760]  你来是对着神的律法
[00:09:29.760 --> 00:09:33.760]  因为当你批评论断的弟兄
[00:09:33.760 --> 00:09:38.760]  一些圣经上没有明文禁止的事情
[00:09:38.760 --> 00:09:40.760]  有些事情可以这样做
[00:09:40.760 --> 00:09:42.760]  也可以那样做
[00:09:42.760 --> 00:09:45.760]  那么圣经并没有说
[00:09:45.760 --> 00:09:48.760]  规定你一定要穿什么样的鞋
[00:09:48.760 --> 00:09:49.760]  也没有规定说
[00:09:49.760 --> 00:09:51.760]  你一定穿什么样的衣服
[00:09:51.760 --> 00:09:53.760]  那有些弟兄姊妹就觉得
[00:09:53.760 --> 00:09:54.760]  他穿的衣服不对
[00:09:54.760 --> 00:09:56.760]  就批评他
[00:09:56.760 --> 00:10:01.760]  那么这个就是需要来看一看
[00:10:01.760 --> 00:10:05.760]  有一些是圣经里头明文规定的
[00:10:05.760 --> 00:10:08.760]  禁止的事情
[00:10:08.760 --> 00:10:11.760]  比如像说谎
[00:10:11.760 --> 00:10:15.760]  像这些骗人
[00:10:15.760 --> 00:10:16.760]  谋害
[00:10:16.760 --> 00:10:19.760]  这些明文规定的
[00:10:19.760 --> 00:10:24.760]  这些你要提出来的话
[00:10:24.760 --> 00:10:26.760]  还不算批评论断
[00:10:26.760 --> 00:10:29.760]  要是你是按照自己的标准
[00:10:29.760 --> 00:10:31.760]  说到我看见这个不好
[00:10:31.760 --> 00:10:35.760]  那么你就去背后批评他
[00:10:35.760 --> 00:10:41.760]  而且你的标准还不是很清楚的圣经的标准
[00:10:41.760 --> 00:10:42.760]  那么你这样的话
[00:10:42.760 --> 00:10:45.760]  就是在批评论法了
[00:10:45.760 --> 00:10:47.760]  批评神的话了
[00:10:47.760 --> 00:10:53.760]  因为你把自己放在比律法还要高的一个地位上面
[00:10:53.760 --> 00:10:56.760]  好像这个律法讲的还不够全面
[00:10:56.760 --> 00:10:58.760]  讲的还不够周全
[00:10:58.760 --> 00:10:59.760]  结果呢
[00:10:59.760 --> 00:11:00.760]  我要来补充
[00:11:00.760 --> 00:11:03.760]  我要来补充的完整
[00:11:03.760 --> 00:11:04.760]  那这样的话
[00:11:04.760 --> 00:11:08.760]  就是批评律法
[00:11:08.760 --> 00:11:14.760]  这种是一个很这个狂傲的一种的行为
[00:11:14.760 --> 00:11:17.760]  因为圣经里头告诉我们
[00:11:17.760 --> 00:11:20.760]  我们是遵循律法的人
[00:11:20.760 --> 00:11:22.760]  我们是行律法的人
[00:11:22.760 --> 00:11:25.760]  我们不是批评律法的人
[00:11:25.760 --> 00:11:28.760]  律法在我们上面
[00:11:28.760 --> 00:11:29.760]  律法比我们高
[00:11:29.760 --> 00:11:33.760]  而且神还要照着律法来审判
[00:11:33.760 --> 00:11:35.760]  所以我们不能审判
[00:11:35.760 --> 00:11:38.760]  审判人的是主
[00:11:38.760 --> 00:11:42.760]  你像这个犹太人
[00:11:42.760 --> 00:11:45.760]  在这个批评这个耶稣
[00:11:45.760 --> 00:11:48.760]  在安息日的时候还医病
[00:11:48.760 --> 00:11:50.760]  还救人
[00:11:50.760 --> 00:11:51.760]  他说这个是不行
[00:11:51.760 --> 00:11:52.760]  你犯了安息日
[00:11:52.760 --> 00:11:54.760]  你违反了律法
[00:11:54.760 --> 00:11:57.760]  他们批评论断耶稣
[00:11:57.760 --> 00:12:03.760]  那么律法上有没有规定安息日不能治病呢
[00:12:03.760 --> 00:12:04.760]  没有
[00:12:04.760 --> 00:12:09.760]  律法上是规定安息日不能够做工
[00:12:09.760 --> 00:12:10.760]  不能做工
[00:12:10.760 --> 00:12:14.760]  就是你不能把这一天要来敬拜神
[00:12:14.760 --> 00:12:16.760]  要来清经神的时间
[00:12:16.760 --> 00:12:19.760]  变成你去做生意
[00:12:19.760 --> 00:12:22.760]  去来做自己的事情
[00:12:22.760 --> 00:12:23.760]  这一天
[00:12:23.760 --> 00:12:30.760]  安息日并没有禁止在这个医病救人
[00:12:30.760 --> 00:12:36.760]  也没有说蒙徒在安息日的时候肚子饿了
[00:12:36.760 --> 00:12:38.760]  经过麦田
[00:12:38.760 --> 00:12:40.760]  他掐了麦穗来吃
[00:12:40.760 --> 00:12:43.760]  那么就说蒙徒犯了安息日
[00:12:43.760 --> 00:12:45.760]  那这些他们都是
[00:12:45.760 --> 00:12:49.760]  不是单单的说是批评这些蒙徒
[00:12:49.760 --> 00:12:51.760]  那是批评律法
[00:12:51.760 --> 00:12:56.760]  因为律法没有规定说安息日不能够掐麦穗来吃的
[00:12:56.760 --> 00:12:58.760]  人饿了
[00:12:58.760 --> 00:13:00.760]  人的生命重要呢
[00:13:00.760 --> 00:13:02.760]  还是麦子重要呢
[00:13:02.760 --> 00:13:05.760]  所以这个是批评论断的意思
[00:13:05.760 --> 00:13:07.760]  所以这也是告诉我们
[00:13:07.760 --> 00:13:11.760]  我们对弟兄姊妹一些要求
[00:13:11.760 --> 00:13:16.760]  看看是不是圣经上明供禁止的事情
[00:13:16.760 --> 00:13:21.760]  还是说按照不要按照自己的标准来判断
[00:13:21.760 --> 00:13:22.760]  他是怎么样
[00:13:22.760 --> 00:13:23.760]  他是怎么样
[00:13:23.760 --> 00:13:27.760]  而且更严重的是在背后说
[00:13:27.760 --> 00:13:31.760]  那这个是执行所不允许的
[00:13:31.760 --> 00:13:34.760]  有时候我们会看见弟兄姊妹一些
[00:13:34.760 --> 00:13:36.760]  好像觉得不合适的事情
[00:13:36.760 --> 00:13:39.760]  其实你不知道他
[00:13:39.760 --> 00:13:41.760]  做这个事情的时候
[00:13:41.760 --> 00:13:42.760]  他的存心怎么样
[00:13:42.760 --> 00:13:44.760]  他的动机是怎么样
[00:13:44.760 --> 00:13:47.760]  因为你不知道他的存心跟动机
[00:13:47.760 --> 00:13:53.760]  你就随便的按照你的标准来论断一个人的话
[00:13:53.760 --> 00:13:57.760]  这个是在圣经里头告诉我们
[00:13:57.760 --> 00:14:01.760]  我们不可以这样做的
[00:14:01.760 --> 00:14:03.760]  那么再说了
[00:14:03.760 --> 00:14:10.760]  就说最后神是律法的
[00:14:10.760 --> 00:14:14.760]  最后神是立律法的
[00:14:14.760 --> 00:14:24.760]  那么又是按照律法来审判人的
[00:14:24.760 --> 00:14:28.760]  我们要看到
[00:14:28.760 --> 00:14:33.760]  神可以委派一些人来做他的代表
[00:14:33.760 --> 00:14:36.760]  神是审判人的
[00:14:36.760 --> 00:14:42.760]  那么神也可以委派一些人来做他的代表
[00:14:42.760 --> 00:14:45.760]  来做审判官
[00:14:45.760 --> 00:14:47.760]  比如在旧约的时候
[00:14:47.760 --> 00:14:48.760]  在四十纪
[00:14:48.760 --> 00:14:51.760]  那个时候也没有王的时候
[00:14:51.760 --> 00:14:54.760]  神就兴起一场事实
[00:14:54.760 --> 00:14:57.760]  事实的意思就是审判官
[00:14:57.760 --> 00:14:59.760]  就在百姓中间处理
[00:14:59.760 --> 00:15:02.760]  这个中间的他们这些冲突
[00:15:02.760 --> 00:15:04.760]  发生一些不合的事情
[00:15:04.760 --> 00:15:05.760]  审判官
[00:15:05.760 --> 00:15:09.760]  那他们是从神得到权力的
[00:15:09.760 --> 00:15:12.760]  是神所委派的
[00:15:12.760 --> 00:15:14.760]  那么这个就是
[00:15:14.760 --> 00:15:20.760]  神就接着这个人来做审判官
[00:15:20.760 --> 00:15:22.760]  他们是代表神
[00:15:22.760 --> 00:15:24.760]  但是呢
[00:15:24.760 --> 00:15:30.760]  神不允许人来废除或者修改他的律法
[00:15:30.760 --> 00:15:35.760]  最后的审判的权是属于神的
[00:15:35.760 --> 00:15:38.760]  因为神是立法的
[00:15:38.760 --> 00:15:40.760]  因为神是立法的
[00:15:40.760 --> 00:15:42.760]  只有他可以修改
[00:15:42.760 --> 00:15:44.760]  只有他可以拯救
[00:15:44.760 --> 00:15:47.760]  只有他也可以毁灭
[00:15:47.760 --> 00:15:49.760]  这个权
[00:15:49.760 --> 00:15:50.760]  审判的权
[00:15:50.760 --> 00:15:52.760]  最终的审判的权
[00:15:52.760 --> 00:15:57.760]  是属于神的
[00:15:57.760 --> 00:16:01.760]  所以圣经在这一段里头就说到
[00:16:01.760 --> 00:16:03.760]  第十二节
[00:16:03.760 --> 00:16:06.760]  圣经的口气就很严厉了
[00:16:06.760 --> 00:16:08.760]  说你是谁
[00:16:08.760 --> 00:16:10.760]  你是谁
[00:16:10.760 --> 00:16:14.760]  竟敢论断别人
[00:16:14.760 --> 00:16:19.760]  这是一个很严厉的一句话
[00:16:19.760 --> 00:16:21.760]  他说你这样的话
[00:16:21.760 --> 00:16:25.760]  并不是把自己当作神了吗
[00:16:25.760 --> 00:16:26.760]  是神的律法
[00:16:26.760 --> 00:16:27.760]  立法者
[00:16:27.760 --> 00:16:32.760]  只有神可以按照律法来审判人
[00:16:32.760 --> 00:16:34.760]  结果你也要审判人
[00:16:34.760 --> 00:16:36.760]  那你不是变成神了吗
[00:16:36.760 --> 00:16:38.760]  他说你是谁
[00:16:38.760 --> 00:16:40.760]  那听到这句话
[00:16:40.760 --> 00:16:42.760]  应该说我们不是神
[00:16:42.760 --> 00:16:44.760]  我们不是审判
[00:16:44.760 --> 00:16:46.760]  不是论断人的
[00:16:46.760 --> 00:16:51.760]  我们应该在神面前谦卑
[00:16:51.760 --> 00:16:53.760]  要想到我们的生命
[00:16:53.760 --> 00:16:56.760]  在神面前是卑微的
[00:16:56.760 --> 00:17:00.760]  那么我们也不知道别人的动机跟存心
[00:17:00.760 --> 00:17:04.760]  所以我们随便的批评论断别人的话
[00:17:04.760 --> 00:17:06.760]  这是一个很不应该
[00:17:06.760 --> 00:17:10.760]  很危险的事情
[00:17:10.760 --> 00:17:12.760]  第二方面
[00:17:12.760 --> 00:17:16.760]  他说到我们的生命是无定的
[00:17:16.760 --> 00:17:19.760]  就是变化的
[00:17:19.760 --> 00:17:22.760]  他说不要为了将来夸口
[00:17:22.760 --> 00:17:29.760]  不要为了将来夸口
[00:17:29.760 --> 00:17:31.760]  在四三节就说到
[00:17:31.760 --> 00:17:33.760]  他说有些人说
[00:17:33.760 --> 00:17:37.760]  今天明天我们要往某城里去
[00:17:37.760 --> 00:17:39.760]  在那里住一年
[00:17:39.760 --> 00:17:42.760]  做买卖得利
[00:17:42.760 --> 00:17:49.760]  他好像预计他将来会是怎样
[00:17:49.760 --> 00:17:54.760]  圣经不许我们为了将来夸口
[00:17:54.760 --> 00:17:58.760]  好像我们可以掌握自己的明天
[00:17:58.760 --> 00:18:01.760]  预计将来会是怎么样
[00:18:01.760 --> 00:18:03.760]  那是很容易
[00:18:03.760 --> 00:18:06.760]  我想如果将来是会当一个总统
[00:18:06.760 --> 00:18:08.760]  那你可以想非常容易
[00:18:08.760 --> 00:18:11.760]  你将来要当一个什么领导
[00:18:11.760 --> 00:18:13.760]  也很容易可以想
[00:18:13.760 --> 00:18:16.760]  但是呢这些想法呢
[00:18:16.760 --> 00:18:19.760]  很多都是一些不可靠的
[00:18:19.760 --> 00:18:21.760]  很虚假的假设
[00:18:21.760 --> 00:18:27.760]  因为这个人以为他明天
[00:18:27.760 --> 00:18:30.760]  一定会活着
[00:18:30.760 --> 00:18:32.760]  一定会活着
[00:18:32.760 --> 00:18:35.760]  其实不一定
[00:18:35.760 --> 00:18:41.760]  其实一个人怎么能够说明天一定能活着呢
[00:18:41.760 --> 00:18:47.760]  其实人的生命并不掌握在自己的手里
[00:18:47.760 --> 00:18:50.760]  今天可能有一个人看得好好的
[00:18:50.760 --> 00:18:53.760]  明天突然之间心脏病发作了
[00:18:53.760 --> 00:18:55.760]  突然就倒下来了
[00:18:55.760 --> 00:18:58.760]  有人可能平时看他很健康的
[00:18:58.760 --> 00:19:02.760]  但是病一来的话很快就过去了
[00:19:02.760 --> 00:19:05.760]  没有一个人可以夸口说
[00:19:05.760 --> 00:19:06.760]  今天我活着
[00:19:06.760 --> 00:19:08.760]  明天我照样能活
[00:19:08.760 --> 00:19:10.760]  明天我照样能活
[00:19:10.760 --> 00:19:13.760]  没有一个人可以有这样百分之百的
[00:19:13.760 --> 00:19:18.760]  能够肯定他能够掌握自己的命
[00:19:18.760 --> 00:19:21.760]  很多你看我们的现在的社会里头
[00:19:21.760 --> 00:19:23.760]  你有车祸
[00:19:23.760 --> 00:19:27.760]  你开车出去不到什么时候就会出车祸了
[00:19:27.760 --> 00:19:29.760]  都是你没法预料的
[00:19:29.760 --> 00:19:30.760]  或者有地震了
[00:19:30.760 --> 00:19:31.760]  有海啸了
[00:19:31.760 --> 00:19:35.760]  突然之间很多人就失去生命了
[00:19:35.760 --> 00:19:39.760]  所以一定会活着
[00:19:39.760 --> 00:19:46.760]  其实这个也是一种假设
[00:19:46.760 --> 00:19:48.760]  那么这个人呢
[00:19:48.760 --> 00:19:55.760]  做计划明天我要到某某城去计划
[00:19:55.760 --> 00:19:59.760]  到某某城去
[00:19:59.760 --> 00:20:02.760]  到那地方住一年
[00:20:02.760 --> 00:20:06.760]  一年那么就可以做买卖得利
[00:20:06.760 --> 00:20:08.760]  一定挣到钱
[00:20:08.760 --> 00:20:10.760]  到某个地方去
[00:20:10.760 --> 00:20:15.760]  一年之内我就一定可以挣到钱
[00:20:15.760 --> 00:20:20.760]  但是你明天要到什么地方去
[00:20:20.760 --> 00:20:22.760]  一定能去吗
[00:20:22.760 --> 00:20:25.760]  有时候还不一定
[00:20:25.760 --> 00:20:28.760]  像今天的交通很发达了
[00:20:28.760 --> 00:20:31.760]  还有种种预料不到的事情
[00:20:31.760 --> 00:20:35.760]  你想要计算开车半个钟头到了
[00:20:35.760 --> 00:20:37.760]  结果他半途塞车
[00:20:37.760 --> 00:20:39.760]  半个钟头就到不了
[00:20:39.760 --> 00:20:42.760]  有些人的话订了机票了
[00:20:42.760 --> 00:20:45.760]  明天一定可以到什么地方
[00:20:45.760 --> 00:20:47.760]  结果碰到航班误点了
[00:20:47.760 --> 00:20:49.760]  你还是到不了
[00:20:49.760 --> 00:20:52.760]  还有很多的事情
[00:20:52.760 --> 00:20:55.760]  有些遇到下大雪了
[00:20:55.760 --> 00:20:58.760]  那你也不一定明天就能到啊
[00:20:58.760 --> 00:21:01.760]  今天都没有那么大的把握的话
[00:21:01.760 --> 00:21:03.760]  那何况在古时候呢
[00:21:03.760 --> 00:21:06.760]  保罗那个时候出门的话很难
[00:21:06.760 --> 00:21:08.760]  你要到一个地方去
[00:21:08.760 --> 00:21:10.760]  要走路要坐船
[00:21:10.760 --> 00:21:12.760]  要对很多的事情来到
[00:21:12.760 --> 00:21:14.760]  中间很多的困难
[00:21:14.760 --> 00:21:16.760]  这个人就很夸口说
[00:21:16.760 --> 00:21:19.760]  今天明天我们要去
[00:21:19.760 --> 00:21:22.760]  还要呢
[00:21:22.760 --> 00:21:24.760]  他说用不了很久
[00:21:24.760 --> 00:21:26.760]  我就可以挣到钱了
[00:21:26.760 --> 00:21:27.760]  住一年
[00:21:27.760 --> 00:21:29.760]  这个人还算不错的
[00:21:29.760 --> 00:21:32.760]  他不是说明天去了一定挣到钱
[00:21:32.760 --> 00:21:33.760]  一年以后
[00:21:33.760 --> 00:21:35.760]  我的生意就安定下来
[00:21:35.760 --> 00:21:36.760]  我就成功了
[00:21:36.760 --> 00:21:39.760]  我就可以挣到钱了
[00:21:39.760 --> 00:21:41.760]  这个人以为一去啊
[00:21:41.760 --> 00:21:42.760]  用不了很久
[00:21:42.760 --> 00:21:44.760]  那么就可以挣到钱了
[00:21:44.760 --> 00:21:45.760]  不一定
[00:21:45.760 --> 00:21:48.760]  不一定的
[00:21:48.760 --> 00:21:51.760]  因为你要开始一个创业
[00:21:51.760 --> 00:21:53.760]  创业都有风险的
[00:21:53.760 --> 00:21:55.760]  有人一创业的话
[00:21:55.760 --> 00:21:56.760]  很快就成功了
[00:21:56.760 --> 00:21:59.760]  也有人很多人创业的话
[00:21:59.760 --> 00:22:01.760]  把劳动都赔进去了
[00:22:01.760 --> 00:22:02.760]  不要说一年了
[00:22:02.760 --> 00:22:04.760]  过了两三年
[00:22:04.760 --> 00:22:06.760]  他还不一定挣到钱呢
[00:22:06.760 --> 00:22:08.760]  所以不是很容易的事情
[00:22:08.760 --> 00:22:10.760]  那这个人呢
[00:22:10.760 --> 00:22:13.760]  就是好像我可以掌握自己的明天
[00:22:13.760 --> 00:22:18.760]  所以在雅各就说了
[00:22:18.760 --> 00:22:21.760]  其实明天如何
[00:22:21.760 --> 00:22:23.760]  你们还不知道
[00:22:23.760 --> 00:22:25.760]  你知道明天怎么样
[00:22:25.760 --> 00:22:26.760]  不知道
[00:22:26.760 --> 00:22:29.760]  他说你们的生命是什么呢
[00:22:29.760 --> 00:22:34.760]  原来你们原来是一片云雾
[00:22:34.760 --> 00:22:37.760]  云雾的意思就是水
[00:22:37.760 --> 00:22:39.760]  水蒸气
