
[00:00:00.000 --> 00:00:03.000]  頂姐妹今年的猜拳月
[00:13:20.000 --> 00:13:26.000]  當時他們就得知港府將一班難民安置在摩星嶺
[00:13:26.000 --> 00:13:29.000]  後來也有人被安置在調景嶺
[00:13:29.000 --> 00:13:30.000]  就是這樣
[00:13:30.000 --> 00:13:33.000]  宣教士他們就把機會
[00:13:33.000 --> 00:13:35.000]  在這麼大的轉折位
[00:13:35.000 --> 00:13:37.000]  在這麼大的困難當中
[00:13:37.000 --> 00:13:39.000]  他們去探訪難民
[00:13:39.000 --> 00:13:43.000]  在當中去搭帳篷去報道
[00:13:43.000 --> 00:13:47.000]  同時原本對華傳福音的宣教士
[00:13:47.000 --> 00:13:53.000]  他們停留在香港也傳福音給香港的居民
[00:13:53.000 --> 00:13:55.000]  這些原本不是他們主要對象的人
[00:13:55.000 --> 00:13:57.000]  他們都去傳福音
[00:13:57.000 --> 00:13:59.000]  就是這樣在這個歷史的轉折位
[00:13:59.000 --> 00:14:04.000]  也建立了香港的宣道會
[00:14:04.000 --> 00:14:09.000]  在香港傳福音的工作
[00:14:09.000 --> 00:14:10.000]  說著說著
[00:14:10.000 --> 00:14:13.000]  這已經是70年前的事
[00:14:13.000 --> 00:14:17.000]  正好是我們香港宣道會成立的70週年
[00:14:17.000 --> 00:14:20.000]  這個突破其實不是人計劃
[00:14:20.000 --> 00:14:23.000]  只是在一個無法掌握的時局當中
[00:14:23.000 --> 00:14:25.000]  信徒做應該做的事
[00:14:25.000 --> 00:14:28.000]  傳講主耶穌
[00:14:28.000 --> 00:14:31.000]  今天我們可能有人感到
[00:14:31.000 --> 00:14:35.000]  2020是世界歷史的轉折位
[00:14:35.000 --> 00:14:37.000]  一個很大的轉彎
[00:14:37.000 --> 00:14:38.000]  即使是這樣
[00:14:38.000 --> 00:14:40.000]  你身處這個大時代裡
[00:14:40.000 --> 00:14:44.000]  你仍然有應該做的事
[00:14:44.000 --> 00:14:49.000]  你也可以向一些人傳福音
[00:14:49.000 --> 00:14:52.000]  那些可能是你沒有想過的人
[00:14:52.000 --> 00:14:55.000]  你也可以向他們傳福音
[00:14:55.000 --> 00:14:57.000]  你可能說我都不是宣教士
[00:14:57.000 --> 00:14:58.000]  又不是牧師傳道
[00:14:58.000 --> 00:15:01.000]  哪懂得做這麼多
[00:15:01.000 --> 00:15:03.000]  一般我們讀聖經
[00:15:03.000 --> 00:15:04.000]  我們看到當中的主要角色
[00:15:04.000 --> 00:15:08.000]  譬如彼得、菲利、保羅
[00:15:08.000 --> 00:15:11.000]  我們看到的確有很多記載是關於他們的
[00:15:11.000 --> 00:15:14.000]  就好像剛剛說的十章和十一章的上半
[00:15:14.000 --> 00:15:18.000]  先說完彼得和哥尼留傳福音的事
[00:15:18.000 --> 00:15:21.000]  只不過在二十一節的經文
[00:15:21.000 --> 00:15:23.000]  卻再一次說明
[00:15:23.000 --> 00:15:28.000]  猜傳不是大人物、大使徒才會做的
[00:15:28.000 --> 00:15:32.000]  正正就是一些沒有記下聖名的信徒
[00:15:32.000 --> 00:15:34.000]  也能做到的事
[00:15:34.000 --> 00:15:39.000]  因為傳福音本來就是每一位信徒都可以做的
[00:15:39.000 --> 00:15:41.000]  在第二十節說
[00:15:41.000 --> 00:15:44.000]  有一些塞浦路斯和古利內人
[00:15:44.000 --> 00:15:48.000]  他們和希臘話的人去傳福音
[00:15:48.000 --> 00:15:50.000]  因為他們本來來自的背景
[00:15:50.000 --> 00:15:53.000]  就是一個可以講希臘話的地區
[00:15:53.000 --> 00:15:56.000]  於是在二十一節下半就說
[00:15:56.000 --> 00:15:57.000]  他們這樣做
[00:15:57.000 --> 00:16:00.000]  信而歸主的人就多起來
[00:16:00.000 --> 00:16:05.000]  你看看不是大使徒已經令到福音傳開
[00:16:05.000 --> 00:16:08.000]  信主人人數去增加
[00:16:08.000 --> 00:16:10.000]  其實你想想
[00:16:10.000 --> 00:16:14.000]  你自己是誰和你傳福音的?
[00:16:14.000 --> 00:16:17.000]  我想大部分都不一定是傳道人
[00:16:17.000 --> 00:16:20.000]  反而可能是你的朋友
[00:16:20.000 --> 00:16:23.000]  你的同學
[00:16:23.000 --> 00:16:26.000]  你小學或中學的老師
[00:16:26.000 --> 00:16:28.000]  同事
[00:16:28.000 --> 00:16:30.000]  你一個親人
[00:16:30.000 --> 00:16:35.000]  也有可能是一個萍水相逢的路人
[00:16:35.000 --> 00:16:39.000]  其實他們的名字不一定家傳戶曉
[00:16:39.000 --> 00:16:43.000]  但正因為每一個都去做他傳福音的本份
[00:16:43.000 --> 00:16:45.000]  這些沒有記下名字的人
[00:16:45.000 --> 00:16:47.000]  無論在哪一個處境
[00:16:47.000 --> 00:16:49.000]  他們仍然在傳福音的時候
[00:16:49.000 --> 00:16:51.000]  就產生一個突破
[00:16:51.000 --> 00:16:54.000]  你得救
[00:16:54.000 --> 00:16:57.000]  我們北村的歷史也有這樣的影子
[00:16:57.000 --> 00:16:58.000]  在一九五二年
[00:16:58.000 --> 00:17:00.000]  調景嶺聖經學院的一批上學生
[00:17:00.000 --> 00:17:03.000]  來到北角塘水道的碼頭去報道
[00:17:03.000 --> 00:17:05.000]  我們都知道這一段的事情
[00:17:05.000 --> 00:17:08.000]  他們領了第一批人去信主
[00:17:08.000 --> 00:17:10.000]  其實當時在現場
[00:17:10.000 --> 00:17:14.000]  在報道的現場當中有三位老太太
[00:17:14.000 --> 00:17:19.000]  他們原來是從上海走下來香港的信徒
[00:17:19.000 --> 00:17:23.000]  每當報道隊來到這個塘水道碼頭報道的時候
[00:17:23.000 --> 00:17:25.000]  這幾位老太太都會擔著椅子
[00:17:25.000 --> 00:17:27.000]  坐到一群聽眾的後面
[00:17:27.000 --> 00:17:32.000]  在那裡默默祈禱守望
[00:17:32.000 --> 00:17:33.000]  北村的開始
[00:17:33.000 --> 00:17:36.000]  正是由一群名不經傳的人
[00:17:36.000 --> 00:17:38.000]  在當中參與
[00:17:38.000 --> 00:17:41.000]  就帶來福音的突破
[00:17:41.000 --> 00:17:44.000]  今天你可能認識差傳
[00:17:44.000 --> 00:17:47.000]  大概你不會認為差傳與你無關
[00:17:47.000 --> 00:17:51.000]  不過你可能仍然覺得自己很多事情都做不到
[00:17:51.000 --> 00:17:54.000]  可以做的真的很少
[00:17:54.000 --> 00:17:56.000]  但是福音的延展
[00:17:56.000 --> 00:18:00.000]  它是一直由很多很多不記名的信徒
[00:18:00.000 --> 00:18:03.000]  當中努力的參與
[00:18:03.000 --> 00:18:05.000]  有份去傳播、去禱告
[00:18:05.000 --> 00:18:09.000]  以致福音能夠延展開去
[00:18:09.000 --> 00:18:13.000]  為什麼上帝擺你在今天這個位置?
[00:18:13.000 --> 00:18:15.000]  擺在這個環境
[00:18:15.000 --> 00:18:17.000]  擺在你所身處的地方
[00:18:17.000 --> 00:18:22.000]  因為上帝知道你可以在當中
[00:18:22.000 --> 00:18:30.000]  在患人裡面仍能傳主道
[00:18:30.000 --> 00:18:32.000]  不過這裡新的福音工作
[00:18:32.000 --> 00:18:34.000]  有很多人的信主
[00:18:34.000 --> 00:18:36.000]  於是這個消息
[00:18:36.000 --> 00:18:39.000]  很快傳回耶路撒冷的教會
[00:18:39.000 --> 00:18:42.000]  在當中仍然留守的人的耳中
[00:18:42.000 --> 00:18:44.000]  聽到這個消息
[00:18:44.000 --> 00:18:48.000]  耶路撒冷是第一間教會所在的地方
[00:18:48.000 --> 00:18:50.000]  也是十一位的使徒
[00:18:50.000 --> 00:18:54.000]  和跟隨耶穌最初的信徒門徒所組成的
[00:18:54.000 --> 00:18:57.000]  所以很自然他們就是一個總會
[00:18:57.000 --> 00:19:00.000]  或者是母會的存在
[00:19:00.000 --> 00:19:02.000]  這件事傳到他們耳中
[00:19:02.000 --> 00:19:05.000]  他們就派人去考察
[00:19:05.000 --> 00:19:07.000]  其實就好像上一次
[00:19:07.000 --> 00:19:09.000]  當肥利建立了撒瑪尼亞教會
[00:19:09.000 --> 00:19:11.000]  這個總會也派人去考察
[00:19:11.000 --> 00:19:13.000]  派了彼得和約翰
[00:19:13.000 --> 00:19:16.000]  當然一方面要考驗他們的信仰
[00:19:16.000 --> 00:19:18.000]  是否全講耶穌基督
[00:19:18.000 --> 00:19:20.000]  信仰是否純正
[00:19:20.000 --> 00:19:22.000]  但另一方面
[00:19:22.000 --> 00:19:25.000]  在這個平平無奇的敘述裡
[00:19:25.000 --> 00:19:27.000]  這個耶路撒冷教會
[00:19:27.000 --> 00:19:31.000]  他派人去不只是考察
[00:19:31.000 --> 00:19:33.000]  也是去幫助
[00:19:33.000 --> 00:19:36.000]  你想想當時一個被逼迫的環境
[00:19:36.000 --> 00:19:39.000]  耶路撒冷教會很強很多力量嗎?
[00:19:39.000 --> 00:19:40.000]  不是
[00:19:40.000 --> 00:19:43.000]  他們正好經歷聚會人數大跌
[00:19:43.000 --> 00:19:45.000]  這些會眾都走了
[00:19:45.000 --> 00:19:47.000]  力量轉弱的時候
[00:19:47.000 --> 00:19:48.000]  但你看到
[00:19:48.000 --> 00:19:50.000]  每當有呼音據點出現的時候
[00:19:50.000 --> 00:19:53.000]  耶路撒冷教會仍然派出領袖去考察
[00:19:53.000 --> 00:19:55.000]  去幫助
[00:19:55.000 --> 00:19:57.000]  上次撒瑪尼亞教會已經是這樣
[00:19:57.000 --> 00:19:59.000]  派了彼得和約翰幫助
[00:19:59.000 --> 00:20:00.000]  第八章告訴我們
[00:20:00.000 --> 00:20:01.000]  因為他們去
[00:20:01.000 --> 00:20:04.000]  就幫助信徒領受聖靈
[00:20:04.000 --> 00:20:05.000]  每一次的出行
