
[00:00:00.000 --> 00:00:02.000]  親愛的姐妹,主佑平安!
[00:03:35.000 --> 00:03:38.000]  為什麼可以這樣呢?
[00:03:38.000 --> 00:03:40.000]  二賽亞王是一個怎樣的王呢?
[00:03:40.000 --> 00:03:42.000]  他是一個好的王
[00:03:42.000 --> 00:03:44.000]  他在位52年
[00:03:44.000 --> 00:03:47.000]  國家繁榮昌盛
[00:03:47.000 --> 00:03:52.000]  當時的國力幾乎可以比美大衛和所羅門的時代
[00:03:52.000 --> 00:03:55.000]  他深受人民的愛戴
[00:03:55.000 --> 00:04:00.000]  他的駕崩是由大國沉重的打擊
[00:04:00.000 --> 00:04:06.000]  當時他的強敵亞述就在鄰近的邊境虎視眈眈
[00:04:06.000 --> 00:04:17.000]  整個國家就要交給二賽亞王的兒子25歲的約坦來治理
[00:04:17.000 --> 00:04:20.000]  沒有人知道約坦是一個怎樣的君王
[00:04:20.000 --> 00:04:27.000]  國人當然自然是為未來而擔憂
[00:04:27.000 --> 00:04:34.000]  丁子妹,2020年我們何嘗不是經歷了一個沒有把握
[00:04:34.000 --> 00:04:38.000]  不知道世界將會變成怎樣的一年呢?
[00:04:38.000 --> 00:04:46.000]  2021年我們仍然會預計到前路有很多不明的因素和警方
[00:04:46.000 --> 00:04:52.000]  我們仍然知道起碼上半年疫情仍然會繼續持續
[00:04:52.000 --> 00:04:59.000]  就算有疫苗研發可以開始注射
[00:04:59.000 --> 00:05:04.000]  我們仍然會去看看情況是怎樣
[00:05:04.000 --> 00:05:14.000]  我想昔日由大國的人民經歷烏西亞王崩對前路的那種不知曉
[00:05:14.000 --> 00:05:19.000]  今日我們有很多相同的感受
[00:05:19.000 --> 00:05:24.000]  過往人民對烏西亞王很敬重
[00:05:24.000 --> 00:05:28.000]  甚至崇拜他的地步
[00:05:28.000 --> 00:05:33.000]  但他死後會變成怎樣呢?
[00:05:33.000 --> 00:05:36.000]  就在這個人心惶惶的時間
[00:05:36.000 --> 00:05:44.000]  才預測見到上帝臨在聖殿當中
[00:05:44.000 --> 00:05:49.000]  神從來沒有在人當中臨在嗎?
[00:05:49.000 --> 00:05:54.000]  還是過往人看到而視而不見呢?
[00:05:54.000 --> 00:06:00.000]  可能在安逸的日子我們覺得自己已經可以處理各樣大小的事情
[00:06:00.000 --> 00:06:02.000]  自己已經搞定了
[00:06:02.000 --> 00:06:06.000]  在太平盛世的時候我們有很多的自信
[00:06:06.000 --> 00:06:10.000]  我們認為上帝其實不是很重要
[00:06:10.000 --> 00:06:13.000]  我們甚至忘記了上帝
[00:06:13.000 --> 00:06:15.000]  以往我們覺得很大
[00:06:15.000 --> 00:06:21.000]  我們覺得每樣事情都可以處理得妥妥點點
[00:06:21.000 --> 00:06:26.000]  因為疫情很多人覺得自己很無力
[00:06:26.000 --> 00:06:27.000]  很無能
[00:06:27.000 --> 00:06:30.000]  人會看到自己那種渺小
[00:06:30.000 --> 00:06:33.000]  當人在憂慮當中的時候
[00:06:33.000 --> 00:06:36.000]  當人去面對未來的情況
[00:06:36.000 --> 00:06:38.000]  不知道怎樣去處理
[00:06:38.000 --> 00:06:42.000]  也不知道將會怎樣去發展的時候
[00:06:42.000 --> 00:06:46.000]  人很多時候在自己的有限裡面
[00:06:46.000 --> 00:06:49.000]  會轉向上帝
[00:06:49.000 --> 00:06:55.000]  經文所言我的情況其實和我們現在所面對的警方很相似
[00:06:55.000 --> 00:06:58.000]  丁姐妹在今天的困難裡面
[00:06:58.000 --> 00:07:03.000]  可能我們有時候會看到有幾個可能性會出現
[00:07:03.000 --> 00:07:09.000]  第一就是我們更加在困難裡面緊緊的去緊靠神
[00:07:09.000 --> 00:07:15.000]  因為我們只有相信上帝能夠為我們開出路
[00:07:15.000 --> 00:07:20.000]  另一些人可能會覺得上帝幫不到我
[00:07:20.000 --> 00:07:21.000]  上帝很遙遠
[00:07:21.000 --> 00:07:24.000]  祂不知道我們的情況是怎樣
[00:07:24.000 --> 00:07:28.000]  所以我們和祂好像沒有什麼關係
[00:07:28.000 --> 00:07:32.000]  另外也有些人有時候很相信
[00:07:32.000 --> 00:07:34.000]  但有時候又好像失去信心
[00:07:34.000 --> 00:07:38.000]  在兩邊不斷的搖擺
[00:07:38.000 --> 00:07:45.000]  在困難裡面我們可能都有上述三樣的各種的心態
[00:07:45.000 --> 00:07:48.000]  經文的描述讓我們看到
[00:07:48.000 --> 00:07:50.000]  上帝雖然是偉大的
[00:07:50.000 --> 00:07:53.000]  是充滿權能的高高在上的神
[00:07:53.000 --> 00:07:57.000]  但祂卻是落於臨在於人的當中
[00:07:57.000 --> 00:08:01.000]  英文有句說話就是transcendent and yet imminent
[00:08:01.000 --> 00:08:03.000]  就是一個超越的神
[00:08:03.000 --> 00:08:07.000]  但同時間祂是一個與人同在的神
[00:08:07.000 --> 00:08:10.000]  先知見到寶座衣裳
[00:08:10.000 --> 00:08:14.000]  沒辦法對上帝有詳細的描述
[00:08:14.000 --> 00:08:18.000]  就好像這張畫一樣
[00:08:18.000 --> 00:08:20.000]  你看到一團的光
[00:08:20.000 --> 00:08:24.000]  你是沒辦法看到上帝究竟是怎樣的樣子
[00:08:24.000 --> 00:08:27.000]  因為上帝曾經說過
[00:08:27.000 --> 00:08:29.000]  人不能看見我的面
[00:08:29.000 --> 00:08:33.000]  因為人見我的面不能存活
[00:08:33.000 --> 00:08:38.000]  我們不能夠直視迫視上帝是怎樣的
[00:08:38.000 --> 00:08:42.000]  但是先知很清楚的聽到
[00:08:42.000 --> 00:08:44.000]  三次的呼喊聲
[00:08:44.000 --> 00:08:47.000]  聖哉!聖哉!聖哉!
[00:08:47.000 --> 00:08:50.000]  三次是強調上帝的聖潔
[00:08:50.000 --> 00:08:52.000]  三次這樣去說
[00:08:52.000 --> 00:08:57.000]  去提醒我們這位神是分別為聖的上帝
[00:08:57.000 --> 00:08:59.000]  是與世界分別出來的
[00:08:59.000 --> 00:09:02.000]  是與罪惡與撒旦分別開的
[00:09:02.000 --> 00:09:07.000]  神人相遇的經歷不是單一化的
[00:09:07.000 --> 00:09:09.000]  是全人的一個經歷
[00:09:09.000 --> 00:09:11.000]  為什麼我這樣說呢
[00:09:11.000 --> 00:09:13.000]  因為經文這樣說
[00:09:13.000 --> 00:09:16.000]  因呼喊者的聲音門檻的根基震動
[00:09:16.000 --> 00:09:19.000]  電充滿了煙雲
[00:09:19.000 --> 00:09:24.000]  人不單止看到上帝寶座
[00:09:24.000 --> 00:09:27.000]  人聽到呼喊的聲音
[00:09:27.000 --> 00:09:29.000]  門檻的根基震動
[00:09:29.000 --> 00:09:33.000]  人感受得到那種震撼
[00:09:33.000 --> 00:09:36.000]  然後電充滿了煙雲
[00:09:36.000 --> 00:09:38.000]  有聖經學者形容
[00:09:38.000 --> 00:09:39.000]  為什麼會有煙雲呢
[00:09:39.000 --> 00:09:44.000]  是因為電裡面燒的香那種煙雲
[00:09:44.000 --> 00:09:46.000]  當燒香的時候
[00:09:46.000 --> 00:09:50.000]  我們會聞得到那種味道
[00:09:50.000 --> 00:09:52.000]  原來一個神人相遇
[00:09:52.000 --> 00:09:54.000]  在敬拜當中
[00:09:54.000 --> 00:09:56.000]  人不單止看到
[00:09:56.000 --> 00:10:00.000]  人聽到 人聞得到
[00:10:00.000 --> 00:10:04.000]  人也感受得到
[00:10:04.000 --> 00:10:06.000]  或者這節經文的形容
[00:10:06.000 --> 00:10:09.000]  幫助我們反省
[00:10:09.000 --> 00:10:11.000]  今天我們來崇拜的時候
[00:10:11.000 --> 00:10:13.000]  很多時候我聽到弟兄姊妹說
[00:10:13.000 --> 00:10:16.000]  如果我沒有唱哪首歌
[00:10:16.000 --> 00:10:18.000]  我就崇拜不了
[00:10:18.000 --> 00:10:20.000]  我不知道聽到哪個講完
[00:10:20.000 --> 00:10:24.000]  我就特別投入崇拜
[00:10:24.000 --> 00:10:29.000]  當我感覺到在某一個溫度裡
[00:10:29.000 --> 00:10:30.000]  太冷的時候
[00:10:30.000 --> 00:10:32.000]  我又崇拜不了
[00:10:32.000 --> 00:10:35.000]  是的 我很挑剔
[00:10:35.000 --> 00:10:37.000]  弟兄姊妹我不知道
[00:10:37.000 --> 00:10:40.000]  我們會不會有時候也是這樣
[00:10:40.000 --> 00:10:43.000]  我們太聚焦在我們的需要上
[00:10:43.000 --> 00:10:46.000]  但是我們看不到上帝的臨在
[00:10:46.000 --> 00:10:50.000]  我們太單一化我們自己的崇拜經驗
[00:10:50.000 --> 00:10:52.000]  但這個經文讓我們看到
[00:10:52.000 --> 00:10:54.000]  我們可以透過視覺
[00:10:54.000 --> 00:10:56.000]  我們透過聽覺
[00:10:56.000 --> 00:10:58.000]  我們透過嗅覺
[00:10:58.000 --> 00:11:01.000]  透過身體五官感受得到
[00:11:01.000 --> 00:11:06.000]  擺在我旁邊的這盤鮮花
[00:11:06.000 --> 00:11:10.000]  我不知道你有沒有留意到鮮花
[00:11:10.000 --> 00:11:12.000]  為什麼我們每個星期崇拜的時候
[00:11:12.000 --> 00:11:14.000]  我們會有一盤花擺在這裡
[00:11:14.000 --> 00:11:16.000]  希望這些鮮花
[00:11:16.000 --> 00:11:20.000]  讓你看到這是上帝的創造
[00:11:20.000 --> 00:11:22.000]  這是上帝創造的美麗
[00:11:22.000 --> 00:11:25.000]  但同時間這盤鮮花的擺設
[00:11:25.000 --> 00:11:27.000]  不是就這樣插在這裡
[00:11:27.000 --> 00:11:30.000]  而是經過弟兄姊妹精心的
[00:11:30.000 --> 00:11:35.000]  按照他在上帝領受插花的恩賜
[00:11:35.000 --> 00:11:41.000]  來獻上最美最至聖的呈獻
[00:11:41.000 --> 00:11:45.000]  我希望我們透過一些視覺上的藝術
[00:11:45.000 --> 00:11:49.000]  當你再有機會回來見浸醫閣禮堂的時候
[00:11:49.000 --> 00:11:52.000]  左右兩邊的彩色玻璃
[00:11:52.000 --> 00:11:57.000]  兩幅畫都是在說聖靈如急止臨在
[00:11:57.000 --> 00:12:00.000]  我們就透過這些視覺的藝術
[00:12:00.000 --> 00:12:03.000]  去幫助我們進度敬拜
[00:12:03.000 --> 00:12:07.000]  當我們聽到不同的音樂聲的時候
[00:12:07.000 --> 00:12:12.000]  我們可以聽到上帝是一個美善的主
[00:12:12.000 --> 00:12:16.000]  主不要忘記我們不要單一化
[00:12:16.000 --> 00:12:21.000]  相反的是我們要豐富我們敬拜的經驗
[00:12:47.000 --> 00:12:49.000]  然後掌有六個翅膀的撒拉弗
[00:12:49.000 --> 00:12:52.000]  用兩個翅膀來到飛翔
[00:12:52.000 --> 00:12:54.000]  去表示恩勤的敬拜
[00:12:54.000 --> 00:12:56.000]  隨時的效命
[00:12:56.000 --> 00:12:58.000]  兩個翅膀遮臉
[00:12:58.000 --> 00:13:02.000]  表示他不敢直接去望上帝
[00:13:02.000 --> 00:13:06.000]  因此他用翅膀來遮住
[00:13:06.000 --> 00:13:09.000]  表示他的謙恭和克制
[00:13:09.000 --> 00:13:11.000]  另外兩個翅膀遮腳
[00:13:11.000 --> 00:13:13.000]  遮住自己的身體的部分
[00:13:13.000 --> 00:13:18.000]  表示那種在神面前不敢去看
[00:13:18.000 --> 00:13:21.000]  以及放下自己
[00:13:21.000 --> 00:13:23.000]  在神面前忘我
[00:13:23.000 --> 00:13:27.000]  或許這個簡單的形容
[00:13:27.000 --> 00:13:31.000]  聖經學者怎樣去將六個翅膀
[00:13:31.000 --> 00:13:35.000]  每一個去形容去幫助我們
[00:13:35.000 --> 00:13:38.000]  當我們來到去敬拜神的時候
[00:13:38.000 --> 00:13:43.000]  我們是不是一種那種謙恭克制
[00:13:43.000 --> 00:13:44.000]  我們在上帝面前
[00:13:44.000 --> 00:13:48.000]  是不是我們只是看到是他
[00:13:48.000 --> 00:13:50.000]  而不是看到我們自己
[00:13:50.000 --> 00:13:51.000]  我們在上帝面前
[00:13:51.000 --> 00:13:54.000]  是不是恭恭敬敬來去敬拜
[00:13:54.000 --> 00:13:59.000]  隨時當我們聽到他的呼召的時候
[00:13:59.000 --> 00:14:03.000]  我們就可以回應隨時的效命
[00:14:04.000 --> 00:14:08.000]  這一刻被提醒上帝是聖潔的
[00:14:08.000 --> 00:14:10.000]  是與人不同的
[00:14:10.000 --> 00:14:12.000]  他超乎世上
[00:14:12.000 --> 00:14:14.000]  他可敬可畏
[00:14:14.000 --> 00:14:17.000]  高舉神唯一的秘訣
[00:14:17.000 --> 00:14:20.000]  就是我們必須要在神面前
[00:14:20.000 --> 00:14:22.000]  去忘記自己
[00:14:22.000 --> 00:14:25.000]  去謙卑下來
[00:14:25.000 --> 00:14:27.000]  我想我們都
[00:14:27.000 --> 00:14:31.000]  在一個高舉個人主義的世界
[00:14:31.000 --> 00:14:33.000]  我們很難放下自己
[00:14:33.000 --> 00:14:35.000]  很多時候我們覺得自己很大
[00:14:35.000 --> 00:14:37.000]  我們覺得自己的意見
[00:14:37.000 --> 00:14:41.000]  就是唯一絕對對的意見
[00:14:41.000 --> 00:14:45.000]  我們看到自己的需要很大
[00:14:45.000 --> 00:14:50.000]  我們常常要別人來滿足我們的需要
[00:14:50.000 --> 00:14:58.000]  唯有我們看到上帝是高過我們的時候
[00:14:58.000 --> 00:15:05.000]  我們才懂得有敬畏和謙卑的心
[00:15:05.000 --> 00:15:09.000]  唯有我們看到上帝高過我們
[00:15:09.000 --> 00:15:13.000]  偉大過,超越過我們的時候
[00:15:13.000 --> 00:15:15.000]  又或者這麼說
[00:15:15.000 --> 00:15:19.000]  唯有當我們懼怕上帝的時候
[00:15:19.000 --> 00:15:23.000]  我們怕上帝的時候
[00:15:23.000 --> 00:15:28.000]  我們就懂得真正的謙卑自己
[00:15:28.000 --> 00:15:32.000]  當我們怕上帝多過
[00:15:32.000 --> 00:15:36.000]  怕我們眼前的困難的時候
[00:15:36.000 --> 00:15:42.000]  我們就懂得謙卑的敬拜他
[00:15:42.000 --> 00:15:46.000]  先知由皇宮走到聖殿裡面
[00:15:46.000 --> 00:15:48.000]  為的是什麼呢?
[00:15:48.000 --> 00:15:52.000]  為了敬拜上帝,為了要求問他
[00:15:52.000 --> 00:15:58.000]  上帝讓他知道人間的寶座已經崩潰了
[00:15:58.000 --> 00:16:05.000]  但是上帝的寶座仍然屹立不倒
[00:16:05.000 --> 00:16:10.000]  可能仍然心裡面記掛著國家的大事
[00:16:10.000 --> 00:16:13.000]  他進到聖殿裡面
[00:16:13.000 --> 00:16:15.000]  可能他祈禱去求問
[00:16:15.000 --> 00:16:18.000]  他希望上帝去幫助他
[00:16:18.000 --> 00:16:21.000]  他希望過往上帝怎樣去幫助他的時候
[00:16:21.000 --> 00:16:24.000]  今天上帝仍然施展大能
[00:16:24.000 --> 00:16:28.000]  在一個國家搖擺的時間
[00:16:28.000 --> 00:16:34.000]  他求問神,他求神去幫助他
[00:16:34.000 --> 00:16:40.000]  但是上帝沒有即時去回應他
[00:16:40.000 --> 00:16:44.000]  相反,上帝第一件事要他做的
[00:16:44.000 --> 00:16:48.000]  就是要他反省自己的生命
[00:16:48.000 --> 00:16:53.000]  上帝的臨在要人徹底去反省自己的生命
[00:16:53.000 --> 00:16:58.000]  反省人和上帝的關係
[00:16:58.000 --> 00:17:01.000]  爾賽亞進到聖殿裡面
[00:17:01.000 --> 00:17:05.000]  我想他覺得上帝一定會閱立他
[00:17:05.000 --> 00:17:07.000]  可能他覺得自己已經是先知
[00:17:07.000 --> 00:17:10.000]  和上帝的關係一定沒有問題
[00:17:10.000 --> 00:17:13.000]  但是在這段經文給我們看到
[00:17:13.000 --> 00:17:15.000]  爾賽亞首先要學習的
[00:17:15.000 --> 00:17:18.000]  就是他要被神閱立以先
[00:17:18.000 --> 00:17:23.000]  他必須要經過改變
[00:17:23.000 --> 00:17:27.000]  丁姊妹,今天我們都會出席崇拜
[00:17:27.000 --> 00:17:28.000]  你會跟我說
[00:17:28.000 --> 00:17:30.000]  牧師,雖然我們回不來
[00:17:30.000 --> 00:17:32.000]  但是我在網上都有崇拜
[00:17:32.000 --> 00:17:35.000]  我沒有停止過
[00:17:35.000 --> 00:17:38.000]  我很有積極的侍奉
[00:17:38.000 --> 00:17:41.000]  神一定會很感謝我
[00:17:41.000 --> 00:17:46.000]  很欣賞我的
[00:17:46.000 --> 00:17:50.000]  沒錯,上帝會欣賞
[00:17:50.000 --> 00:17:53.000]  但是更重要的
[00:17:53.000 --> 00:17:57.000]  我們必須要檢視自己的生命
[00:17:57.000 --> 00:17:59.000]  很多時候我們來到殿裡面
[00:17:59.000 --> 00:18:00.000]  去很多的要求
[00:18:00.000 --> 00:18:02.000]  去求神幫助我們
[00:18:02.000 --> 00:18:05.000]  但是我們必須要首先
[00:18:05.000 --> 00:18:08.000]  去看到自己生命的欠缺
[00:18:08.000 --> 00:18:14.000]  我們必須首先要和上帝重建這個關係
[00:18:14.000 --> 00:18:17.000]  今天很多我們的崇拜
[00:18:17.000 --> 00:18:21.000]  變得麻木和變質
[00:18:21.000 --> 00:18:24.000]  是因為我們沒有帶有一個敬畏的心
[00:18:24.000 --> 00:18:29.000]  來到上帝的殿裡面
[00:18:29.000 --> 00:18:31.000]  人醒覺到自己污穢
[00:18:31.000 --> 00:18:35.000]  不配和神來相交
[00:18:35.000 --> 00:18:38.000]  於是頓然大為震驚
[00:18:38.000 --> 00:18:41.000]  就說,禍災,我滅亡了
[00:18:41.000 --> 00:18:45.000]  因為我是嘴唇不潔的人
[00:18:45.000 --> 00:18:48.000]  神的聖潔和人的不潔
[00:18:48.000 --> 00:18:52.000]  形成了強烈的對比
[00:18:52.000 --> 00:18:55.000]  每一個以神為中心的人
[00:18:55.000 --> 00:18:57.000]  都會是這樣
[00:18:57.000 --> 00:19:00.000]  每一個不是以自己為中心
[00:19:00.000 --> 00:19:02.000]  而是以神為中心的人
[00:19:02.000 --> 00:19:07.000]  都會看到自己充滿了污穢
[00:19:07.000 --> 00:19:11.000]  所以在神面前覺得污穢不是一個病態
[00:19:11.000 --> 00:19:14.000]  不是神經質,不是不健康
[00:19:14.000 --> 00:19:20.000]  而是當人在聖潔上帝面前的時候
[00:19:20.000 --> 00:19:27.000]  人很自然去看到自己那種真實的情況
[00:19:27.000 --> 00:19:29.000]  自己看到自己的罪
[00:19:29.000 --> 00:19:34.000]  因為上帝實在是偉大和聖潔
[00:19:34.000 --> 00:19:37.000]  很多時候我們看不到上帝那種威榮
[00:19:37.000 --> 00:19:41.000]  我們沒有看到自己需要在上帝面前謙卑
[00:19:41.000 --> 00:19:43.000]  可能是因為很多時候
[00:19:43.000 --> 00:19:47.000]  我們把上帝和自己對等了
[00:19:47.000 --> 00:19:48.000]  同等了
[00:19:48.000 --> 00:19:51.000]  我們覺得我們和上帝好像沒什麼分別
[00:19:51.000 --> 00:19:53.000]  都差不多
[00:19:53.000 --> 00:19:55.000]  但是當我們看到上帝的偉大
[00:19:55.000 --> 00:19:58.000]  祂的能力,祂的權能的時候
[00:19:58.000 --> 00:20:02.000]  人只會看到自己的渺小
[00:20:02.000 --> 00:20:05.000]  並且會看到自己的不潔
[00:20:05.000 --> 00:20:08.000]  經文說是嘴唇不潔
[00:20:08.000 --> 00:20:11.000]  這個不只是心思意念那種不潔
[00:20:11.000 --> 00:20:13.000]  是嘴唇的不潔
[00:20:13.000 --> 00:20:15.000]  為什麼會這樣說呢?
[00:20:15.000 --> 00:20:17.000]  路加福音第六章第45節
[00:20:17.000 --> 00:20:18.000]  經文這樣說
[00:20:18.000 --> 00:20:23.000]  心裡所充滿的口淚就說出來
[00:20:23.000 --> 00:20:28.000]  很多時候我們會看到有些人表面上裝扮得非常好
[00:20:28.000 --> 00:20:30.000]  但是一個不經意
[00:20:30.000 --> 00:20:35.000]  他會口快快說出一些他自己內心的說話
[00:20:35.000 --> 00:20:38.000]  你會想,他會這樣想嗎?
[00:20:38.000 --> 00:20:40.000]  很多時候我們都會這樣
[00:20:40.000 --> 00:20:44.000]  其實無論我們裝扮得多好
[00:20:44.000 --> 00:20:48.000]  我們總是會顯露出我們內心是怎樣的
[00:20:48.000 --> 00:20:52.000]  我們的口是很難去處理的
[00:20:52.000 --> 00:20:54.000]  我們的口可以說出讚美的說話
[00:20:54.000 --> 00:20:56.000]  可以說出造就人的說話
[00:20:56.000 --> 00:21:00.000]  但是我們的口同時間會說出傷害人的說話
[00:21:00.000 --> 00:21:03.000]  會說出欺騙人的說話
[00:21:03.000 --> 00:21:05.000]  所以嘴唇的罪
[00:21:05.000 --> 00:21:09.000]  我們每一個人都會犯上嘴唇的罪
[00:21:09.000 --> 00:21:11.000]  經文這樣說
[00:21:11.000 --> 00:21:13.000]  我是住在嘴唇不潔的民中
[00:21:13.000 --> 00:21:17.000]  不單止自己看到自己是嘴唇不潔
[00:21:17.000 --> 00:21:20.000]  更是住在嘴唇不潔的民中
[00:21:20.000 --> 00:21:22.000]  意思就是說
[00:21:22.000 --> 00:21:24.000]  原來我們生存在這個世界裏面
[00:21:24.000 --> 00:21:28.000]  就是充滿了嘴唇不潔的人
[00:21:28.000 --> 00:21:30.000]  一個不經意
[00:21:30.000 --> 00:21:33.000]  我們就會隨波逐流
[00:21:33.000 --> 00:21:35.000]  受世界的影響
[00:21:35.000 --> 00:21:38.000]  和其他未信的人一樣
[00:21:38.000 --> 00:21:42.000]  成為一個嘴唇不潔的人
[00:21:42.000 --> 00:21:44.000]  孫子在這裏看到
[00:21:44.000 --> 00:21:46.000]  不單止自己的罪
[00:21:46.000 --> 00:21:50.000]  他也看到生活在一個充滿了罪的世界
[00:21:50.000 --> 00:21:52.000]  更去承認
[00:21:52.000 --> 00:21:55.000]  自己很多時候受世界的影響
[00:21:55.000 --> 00:22:00.000]  被世界拖著鼻子走
[00:22:00.000 --> 00:22:03.000]  為什麼嘴唇而不是心呢
[00:22:03.000 --> 00:22:07.000]  因為他發覺自己在嘴唇的罪有很多
[00:22:07.000 --> 00:22:10.000]  嘴唇的罪不單止是深藏在心裏
[00:22:10.000 --> 00:22:13.000]  更是說了出來
[00:22:13.000 --> 00:22:18.000]  嘴唇的罪不是藏在裏面影響不了人
[00:22:18.000 --> 00:22:20.000]  嘴唇的罪說了出來
[00:22:20.000 --> 00:22:23.000]  就會帶來很大的影響
[00:22:23.000 --> 00:22:26.000]  今天或許我們都會看到
[00:22:26.000 --> 00:22:28.000]  在網上的世界
[00:22:28.000 --> 00:22:30.000]  很多時候我們就很容易
[00:22:30.000 --> 00:22:32.000]  在WhatsApp裏面
[00:22:32.000 --> 00:22:33.000]  在Email裏面
[00:22:33.000 --> 00:22:35.000]  在各種的
[00:22:35.000 --> 00:22:38.000]  傳遞的方式裏面
[00:22:38.000 --> 00:22:42.000]  我們說出了一個傷害人的說話
[00:22:42.000 --> 00:22:44.000]  是一個不經意
[00:22:44.000 --> 00:22:45.000]  不經大腦
[00:22:45.000 --> 00:22:47.000]  想都沒想過的一些說話
[00:22:47.000 --> 00:22:49.000]  因為我們好像看不到
[00:22:49.000 --> 00:22:51.000]  有一個影響
[00:22:51.000 --> 00:22:53.000]  有一個後果
[00:22:53.000 --> 00:22:55.000]  但我們不要忘記
[00:22:55.000 --> 00:22:59.000]  這些說話同樣是傷害了人
[00:22:59.000 --> 00:23:01.000]  又或許我們觀察到
[00:23:01.000 --> 00:23:02.000]  在WhatsApp裏面
[00:23:02.000 --> 00:23:04.000]  我們都會說一些說話
[00:23:04.000 --> 00:23:08.000]  是大家在互相攻擊的
[00:23:08.000 --> 00:23:10.000]  不知道為什麼
[00:23:10.000 --> 00:23:12.000]  攻擊人的說話
[00:23:12.000 --> 00:23:13.000]  傷害人的說話
[00:23:13.000 --> 00:23:14.000]  是很容易
