
[00:00:00.000 --> 00:00:10.500]  很高興可以在這個除夕的星期日和大家一同在一起。
[00:04:00.000 --> 00:04:10.000]  詩篇的大部分是摩西的一些默想和反思。
[00:04:10.000 --> 00:04:20.000]  而他的禱告可以教會我們一些禱告的原則。
[00:04:20.000 --> 00:04:31.000]  禱告不應該只是對神的一些要求,也需要包括一些默想上帝的時間。
[00:04:31.000 --> 00:04:45.000]  這首詩篇的邏輯是一個因果的關係,而整篇詩篇有四個步驟。
[00:04:45.000 --> 00:05:00.000]  在詩篇的開頭,默想之後,最後的經文就是他最終想達到的效果。
[00:05:00.000 --> 00:05:11.000]  所以我們看這篇詩篇的時候,我們會由尾開始看起,看回頭。
[00:05:11.000 --> 00:05:15.000]  我們經常這樣做事。
[00:05:15.000 --> 00:05:23.000]  其實今早我穿外套的時候也是這樣穿。
[00:05:23.000 --> 00:05:30.000]  我是由尾開始穿起的,然後一直穿到前面。
[00:05:30.000 --> 00:05:35.000]  最後我就扣前面的鈕。
[00:05:35.000 --> 00:05:57.000]  所以我們用同一個方法去看這篇詩篇,我們由最後摩西想要的效果看起。
[00:05:57.000 --> 00:06:11.000]  然後我們會由尾看上去,到最前,究竟為什麼摩西要做這個祈禱。
[00:06:11.000 --> 00:06:21.000]  所以我們現在一起去看看,究竟神最想我們在我們生命裏面要做些什麼。
[00:06:21.000 --> 00:06:28.000]  這是神對你和我的生命的一個目標。
[00:06:28.000 --> 00:06:35.000]  也是這篇詩篇最關鍵的祈求。
[00:06:35.000 --> 00:06:45.000]  我相信神也希望我們和摩西一起有這個禱告。
[00:06:45.000 --> 00:06:54.000]  這篇禱告最重要的祈求在十三至第十七節。
[00:06:54.000 --> 00:07:09.000]  在第十三節,摩西去祈求神去憐憫他的子民。
[00:07:09.000 --> 00:07:19.000]  然後在第十四節,他就祈求神去用他的信實去滿足他的子民,讓他們能夠在神裏面歡喜快樂。
[00:07:19.000 --> 00:07:34.000]  第十四節是非常重要,讓我再讀一次。
[00:07:34.000 --> 00:07:47.000]  讓我們早早飽得你的慈愛,好叫我們一生一世歡呼快樂。
[00:07:47.000 --> 00:07:59.000]  摩西知道維繫和上帝關係的秘密在於我們能夠在神裏面去滿足。
[00:07:59.000 --> 00:08:12.000]  可能他在禱告的一刻是在吐槽他們。
[00:08:12.000 --> 00:08:25.000]  他希望他們進入迦南裏面去體驗神對他們信實的供應。
[00:08:25.000 --> 00:08:38.000]  在第十五節去祈求,他們將來的祝福是和他們過去的懲罰相稱的。
[00:08:38.000 --> 00:08:52.000]  他也在第十六節去祈求,新下一代能夠去見到上帝榮耀的作為。
[00:08:52.000 --> 00:09:05.000]  他希望他們的目光不是像他們的父母那樣去重視那些徒勞無功,微不足道,毫無用處的工作。
[00:09:05.000 --> 00:09:13.000]  因為他們的父母只是專注那些在地上不能夠滿足人的事物。
[00:09:13.000 --> 00:09:23.000]  他希望新的一代能夠去著眼於神的工作。
[00:09:23.000 --> 00:09:32.000]  最後在第十七節,摩西禱告最重要的祈求。
[00:09:32.000 --> 00:09:39.000]  願主我們神的榮美歸於我們身上。
[00:09:39.000 --> 00:09:46.000]  願祢建立我們手所作的功。
[00:09:46.000 --> 00:09:51.000]  我們手所作的功願祢建立。
[00:09:51.000 --> 00:09:56.000]  這個祈求有兩部分。
[00:09:56.000 --> 00:10:07.000]  第一是對神的榮美渴求。
[00:10:07.000 --> 00:10:21.000]  祂願神的恩典環繞我們,好像神臨在,好像雲一般臨在繪幕的上面一般。
[00:10:21.000 --> 00:10:34.000]  就好像神的榮美降在我們身上,就好像聖靈在耶穌受洗的時候降到耶穌身上一樣。
[00:10:34.000 --> 00:10:46.000]  祂希望神的子民都能夠流露出神的榮美和恩典。
[00:10:46.000 --> 00:10:53.000]  在第二部分祂祈求神的子民能夠流芳百世。
[00:10:53.000 --> 00:11:03.000]  他們能夠去做一些有永恆價值的事情。
[00:11:03.000 --> 00:11:13.000]  祂不希望他們的工作就像沙灘上的沙寶一樣,被海水一沖走就走了,一天就沒有了。
[00:11:13.000 --> 00:11:24.000]  這件事需要我們去做神永恆的工作。
[00:11:24.000 --> 00:11:39.000]  一個能夠做到這件事的人,能夠聽到耶穌對我們說:你忠心的僕人。
[00:11:39.000 --> 00:11:47.000]  那麼我們神的子民如何可以顯出神的榮美和恩典,能夠流芳百世呢?
[00:11:47.000 --> 00:12:02.000]  我們一起回去看這一篇詩篇。
[00:12:02.000 --> 00:12:12.000]  第七到十一節,他告訴我們,這些有永恆價值的生命,是要去察覺到我們短暫的人生所做,而且是為這一切的事去負責。
[00:12:17.000 --> 00:12:27.000]  這一段經文是描述了神對上一代以色列人在曠野裡的叛逆去作的審判。
[00:12:27.000 --> 00:12:39.000]  在第七節說,上一代的以色列人是在神的憤怒裡被摧毀。
[00:12:39.000 --> 00:12:47.000]  在第八節說,神知道他們的罪孽和隱惡。
[00:12:47.000 --> 00:12:58.000]  在第九節說,他們在神的憤怒之下,他們的年歲好像一聲嘆息。
[00:12:58.000 --> 00:13:03.000]  他們的年歲好像一聲嘆息。
[00:13:03.000 --> 00:13:13.000]  第十一節說,他們不知道上帝的憤怒和憎惡的能力。
[00:13:13.000 --> 00:13:30.000]  所以在第十二節,他對經文的總結就是去祈求以色列人去教導下一代去數算自己的日子。
[00:13:30.000 --> 00:13:42.000]  而透過這樣去做,他們就能夠得著智慧的心去充分地利用他們的日子。
[00:13:42.000 --> 00:13:58.000]  所以去數算自己的日子的意思是叫我們明智地去分配我們的時間。
[00:13:58.000 --> 00:14:07.000]  要意識到生命的短暫。
[00:14:07.000 --> 00:14:21.000]  也就是說叫我們去定下目標和期限,為我們的工作去定先後次序。
[00:14:21.000 --> 00:14:30.000]  如果我們真的要數算自己的日子,我們要計算七十年的生命。
[00:14:30.000 --> 00:14:36.000]  在第十節說,我們一生的年日是七十歲。
[00:14:36.000 --> 00:14:44.000]  若果強壯可以到八十。
[00:14:44.000 --> 00:14:52.000]  但其中所含瓜的,不過是勞苦愁煩轉眼成空,我們便如飛而去。
[00:14:52.000 --> 00:15:09.000]  如果我們真的去計算七十年,七十年裏面有二萬五千五百六十七日。
[00:15:09.000 --> 00:15:23.000]  我想再說一次,七十年裏面有二萬五千五百六十七日。
[00:15:23.000 --> 00:15:40.000]  有一個很好的方法去比喻我們的生命是可以用一把三十六英呎長的尺。
[00:15:40.000 --> 00:15:45.000]  所以我今天就帶了一把尺給大家看。
[00:15:45.000 --> 00:16:00.000]  如果每一吋代表兩年,一呎長就代表七十二年。
[00:16:00.000 --> 00:16:15.000]  你可以在一生中找尋自己的位置。
[00:16:15.000 --> 00:16:25.000]  所以如果你是四十歲,你大約是二十呎。
[00:16:25.000 --> 00:16:35.000]  如果你是五十歲,你大約是二十五呎。
[00:16:35.000 --> 00:16:43.000]  如果你是六十歲,你大約是三十呎。
[00:16:43.000 --> 00:16:56.000]  我記得我第一次做的時候,我只有二十五歲。
[00:16:56.000 --> 00:17:01.000]  我其實到一半都未到。
[00:17:01.000 --> 00:17:17.000]  現在我差不多去到尾尾了。
[00:17:17.000 --> 00:17:25.000]  以去審查自己原來人生是有限的,遲早一日都要面對死亡是一件很煩人心性的事。
[00:17:25.000 --> 00:17:43.000]  另一個好方法是寫一本日記,在你未到七十歲之前去記錄每一日的事。
[00:17:43.000 --> 00:17:51.000]  這個方法你可以察覺出你的生命原來是過得很快。
[00:17:51.000 --> 00:18:05.000]  第十二節教我們為何要去數算自己的日子,是要給我們一個智慧的心。
[00:18:05.000 --> 00:18:15.000]  一個智慧的心可以教我們如何明智地運用自己的時間。
[00:18:15.000 --> 00:18:29.000]  我們當中有些人的生命可能比七十歲更長。
[00:18:29.000 --> 00:18:36.000]  我們挑戰你用這些時間為神而活。
[00:18:36.000 --> 00:18:44.000]  第十三篇三十九篇第四節是呼應同樣的道理。
[00:18:44.000 --> 00:18:59.000]  耶和華說:「求祢叫我曉得我身之中,我的壽數幾何叫我知道我的生命不長。」
[00:18:59.000 --> 00:19:11.000]  這些經文不單止去教我們,我們的生命是很短暫的。
[00:19:11.000 --> 00:19:22.000]  這個不是一個很難理解的概念,如果我們從來都不為自己的生命去負責。
[00:19:22.000 --> 00:19:30.000]  在這段經文也告訴我們神要以色列人對他們一生所做的事去負責。
[00:19:30.000 --> 00:19:37.000]  同樣神也會要我們去為我們的生命負責。
[00:19:37.000 --> 00:19:44.000]  上帝是會審判我們的生命。
[00:19:44.000 --> 00:19:54.000]  在希伯來書說人要死亡,死後會有神的審判。
[00:19:54.000 --> 00:20:06.000]  而上一代的以色列人是經歷過上帝對他們的審判。
[00:20:06.000 --> 00:20:13.000]  為什麼神要殺掉整一代的以色列人,除了約書亞?
[00:20:13.000 --> 00:20:18.000]  是不是因為他們去拜偶像呢?
[00:20:18.000 --> 00:20:22.000]  是不是因為淫亂呢?
[00:20:22.000 --> 00:20:27.000]  是不是他們去拜假神呢?
[00:20:27.000 --> 00:20:39.000]  究竟是什麼罪導致神對這些以色列人這麼憤怒呢?
[00:20:39.000 --> 00:20:43.000]  他們的罪是不信。
[00:20:43.000 --> 00:20:52.000]  當他們看到前面要做的工作的時候,他們就退後不去相信。
[00:20:52.000 --> 00:20:59.000]  他們沒有信心神會滿足他們的需要。
[00:20:59.000 --> 00:21:08.000]  他們沒有信心去進入迦蘭地和迦蘭的居民作戰。
[00:21:08.000 --> 00:21:16.000]  他們沒有信心去做神呼召他們出埃及去做的事。
[00:21:16.000 --> 00:21:19.000]  那麼他們的懲罰是什麼呢?
[00:21:19.000 --> 00:21:25.000]  神有沒有叫他們當場死亡呢?
[00:21:25.000 --> 00:21:28.000]  沒有,神沒有這樣做。
[00:21:28.000 --> 00:21:40.000]  相反,神就叫他們留在曠野裡四十年打圈。
[00:21:40.000 --> 00:21:51.000]  祂叫他們去過一個毫無意義,只是去追求內心慾望的生活。
[00:21:51.000 --> 00:21:56.000]  然後他們就一個一個死去。
[00:21:56.000 --> 00:22:06.000]  他們在曠野裡過著物質的生活,去追求地上的事。
[00:22:06.000 --> 00:22:11.000]  他們沒有做任何有永恆價值的事。
[00:22:11.000 --> 00:22:23.000]  這正是我們今天對神沒有信心的人所做的事。
[00:22:23.000 --> 00:22:28.000]  神沒有立刻去擊殺他們。
[00:22:28.000 --> 00:22:37.000]  但神容許他們去浪費自己的生命,去追求地上的事。
[00:22:37.000 --> 00:22:43.000]  他們得到他們內心所想要的東西。
[00:22:43.000 --> 00:22:50.000]  但他們所做的沒有一件事是有永恆價值的。
[00:22:50.000 --> 00:22:59.000]  那麼我們如何去面對我們短暫的生命和神的審判呢?
[00:22:59.000 --> 00:23:11.000]  我們應該繼續看之前,可以從第三到第六節找到。
[00:23:11.000 --> 00:23:22.000]  第三到第六節引出幾個例證去說明生命的短暫。
[00:23:22.000 --> 00:23:39.000]  這些例證將人的脆弱和死亡和神在伊甸園對人的詛咒聯繫起來。
[00:23:39.000 --> 00:23:49.000]  記得在創世紀第三章裡,亞當和夏娃沒有馴服神。
[00:23:49.000 --> 00:23:54.000]  他們吃了分辨是惡術的果實。
[00:23:54.000 --> 00:24:03.000]  而因為他們的罪,神就去咒詛他們和他們的後裔。
[00:24:03.000 --> 00:24:12.000]  而這個咒詛的其中一個主要部分就是人類現在要面對死亡。
[00:24:12.000 --> 00:24:20.000]  而摩西在第三到第六節似乎暗示這個咒詛。
[00:24:20.000 --> 00:24:31.000]  第三節摩西說神要讓人歸回他們被造的塵土裡。
[00:24:31.000 --> 00:24:38.000]  這和創世紀第三章十九節互相呼應。
[00:24:38.000 --> 00:24:53.000]  經文說,人將要歸回塵土,因為人是出於塵土。
[00:24:53.000 --> 00:25:02.000]  然後他重覆,因為你是塵土,仍要歸於塵土。
[00:25:02.000 --> 00:25:17.000]  第三節他描繪出神向人發出神聖的命令,叫人歸回當初所出來的塵土裡。
[00:25:17.000 --> 00:25:29.000]  所以因為這個命令,地球就成為一個巨型在自轉的墳墓。
[00:25:29.000 --> 00:25:42.000]  摩西很明白這個道理,他看著上一代的以色列人一個一個在曠野裡死去。
[00:25:42.000 --> 00:25:52.000]  他因為對神的叛逆和不信,全部都死在曠野裡。
[00:25:52.000 --> 00:26:00.000]  除了馴服神的約書亞和迦勒,全部人都死了。
[00:26:00.000 --> 00:26:10.000]  當初至少有120萬以色列人是從埃及出來的。
[00:26:10.000 --> 00:26:17.000]  結果除了兩個之外,全部都死在曠野裡。
[00:26:17.000 --> 00:26:29.000]  差不多一天死87個人,或者每小時死3-4個人。
[00:26:29.000 --> 00:26:38.000]  有些人說,摩西一定是有很好的葬禮講章。
[00:26:38.000 --> 00:26:55.000]  所以要明智地去生活,第一個需要明白的概念就是要意識到我們身體的脆弱和生命的有限。
[00:26:55.000 --> 00:27:03.000]  第四節去描述神對時間的觀念。
[00:27:03.000 --> 00:27:11.000]  我們的一千年對他來說好像一天。
[00:27:11.000 --> 00:27:23.000]  或者一千年對他來說好像過了一晚,三個小時一樣。
[00:27:23.000 --> 00:27:32.000]  在神永恆的角度來說,我們的生命是很短暫的。
[00:27:32.000 --> 00:27:47.000]  在第五到第六節,摩西給予我們短暫的生命,就好像以色列在早晨所生長的草一樣。
[00:27:47.000 --> 00:27:59.000]  下午的時候,熱風從沙漠吹過,他們就枯萎了,然後他們就死亡了。
[00:27:59.000 --> 00:28:06.000]  我們在生命剛剛開始的時候有很重大的承諾。
[00:28:06.000 --> 00:28:11.000]  我們以為我們的生命永遠都不會結束。
[00:28:11.000 --> 00:28:23.000]  但是短短幾年間,神就呼召我們會扭壞的身體回到我們被造的塵土裏面。
[00:28:23.000 --> 00:28:29.000]  我們現在是活在亞當的詛咒之下。
[00:28:29.000 --> 00:28:38.000]  我們很難去捉摸神對時間的觀念和對死亡的觀念。
[00:28:38.000 --> 00:28:52.000]  要明白神怎樣去看時間,我們需要去明白詩篇第九十篇開頭第一到第二節。
[00:28:52.000 --> 00:28:58.000]  這兩段經文是整個祈禱的基礎。
[00:28:58.000 --> 00:29:26.000]  第一到第二節,摩西說:主啊,祢世世代代作我們的居所。朱山未曾生出地與世界,祢未曾造成。
[00:29:26.000 --> 00:29:29.000]  從耿古到永遠,祢是神。
[00:29:29.000 --> 00:29:39.000]  在這裏,摩西反思神的偉大和永恆的本性。
[00:29:39.000 --> 00:29:43.000]  這是我們能夠相信祂的原因。
[00:29:43.000 --> 00:29:51.000]  而這些真理也是整篇詩篇的基礎。
[00:29:51.000 --> 00:30:04.000]  第一節所說的居所有避難所和盤石的意思。
[00:30:04.000 --> 00:30:16.000]  神是他們指紋在困難和缺乏當中能夠去的避難所。
[00:30:16.000 --> 00:30:19.000]  祂是他們唯一的希望。
[00:30:19.000 --> 00:30:26.000]  這裏也強調神永恆的本性。
[00:30:26.000 --> 00:30:33.000]  神的永恆可以用三個方法去量度。
[00:30:33.000 --> 00:30:46.000]  第一節說的可以用祂指紋的歷史去量度神的永恆。
[00:30:46.000 --> 00:30:55.000]  自從有以色列人以來,神一直是他們的居所。
[00:30:55.000 --> 00:31:02.000]  在第二節當中,祂說神的永恆是用祂的創造去量度。
[00:31:02.000 --> 00:31:08.000]  在所有東西未有之先神已經在這裏。
[00:31:08.000 --> 00:31:12.000]  而祂也是創造一切事的那一位。
[00:31:17.000 --> 00:31:26.000]  在第二節的末端,祂的永恆是用人的思想去量度。
[00:31:26.000 --> 00:31:35.000]  祂是從過去到未來永恆的神。
[00:31:35.000 --> 00:31:42.000]  祂是人類能夠想像的過去或未來,祂也已經是神了。
[00:31:42.000 --> 00:31:47.000]  祂創造一切過去的事。
[00:31:47.000 --> 00:31:54.000]  祂也是將來進行審判。
[00:31:54.000 --> 00:32:04.000]  我們要用神的角度去看這個世界和我們。
[00:32:04.000 --> 00:32:11.000]  祂是那位不會改變的神,是在時間以外的。
[00:32:11.000 --> 00:32:20.000]  而祂是我們應該用來量度自我的標準。
[00:32:20.000 --> 00:32:28.000]  我們的生命不應該用這個世界來衡量或和其他人去比較。
[00:32:28.000 --> 00:32:37.000]  我們要用這位永恆的神去量度我們的生命。
[00:32:37.000 --> 00:32:47.000]  祂創造了我們,也在我們消滅以後,祂仍然會繼續存在。
[00:32:47.000 --> 00:32:55.000]  因此我們要做一些有永恆價值的工作。
[00:32:55.000 --> 00:33:05.000]  而有永恆價值的工作就是在神裏面為神而作的工作。
[00:33:05.000 --> 00:33:12.000]  要叫生命有永恆價值的方法就是著眼於生命以外的東西。
[00:33:12.000 --> 00:33:21.000]  我們要著眼於永恆。
[00:33:21.000 --> 00:33:29.000]  去為神工作,有神去幫助的工作就好像雨水落在田野和森林之中。
[00:33:29.000 --> 00:33:41.000]  它們流入小溪裏面,然後流進大的江河。
[00:33:41.000 --> 00:33:52.000]  然後由江河流進永恆的海洋,直至永遠。
[00:33:52.000 --> 00:34:00.000]  但不是神的工作時就像雨水落在石屎路一樣。
[00:34:00.000 --> 00:34:08.000]  它們蒸發,然後就消失了。
[00:34:08.000 --> 00:34:15.000]  可能大家很難想像熱的石屎路,現在很冷,可能下個夏天大家可以想像。
[00:34:23.000 --> 00:34:31.000]  詩人安妮迪拉特講述在華盛頓州普吉特海灣裏面的一個小屋退休的故事。
[00:34:31.000 --> 00:34:37.000]  她當時很冷,需要踩火。
[00:34:37.000 --> 00:34:43.000]  但那裏沒有可以燒的木頭。
[00:34:49.000 --> 00:34:55.000]  所以她就拿了這些木頭放在一塊板上,就想去砍開它們。
[00:34:55.000 --> 00:35:08.000]  但每次她瞄準石頭去砍下去的時候,斧頭也會滑到一邊。
[00:35:08.000 --> 00:35:17.000]  所以她每次砍,只剩下弄崩了那塊木頭。
[00:35:19.000 --> 00:35:23.000]  然後她說有一晚,她發了一個夢。
[00:35:23.000 --> 00:35:42.000]  在夢裏,她明白了,如果你要砍那些木頭,你不應該瞄準那塊木頭去砍下去。
[00:35:47.000 --> 00:35:51.000]  你要瞄準那塊木頭下面的那塊板。
[00:35:51.000 --> 00:36:07.000]  這樣的方法,你的斧頭才能砍開那塊木頭,不只是弄崩那塊木頭。
[00:36:07.000 --> 00:36:12.000]  生命也是一樣。
[00:36:17.000 --> 00:36:22.000]  我們不能夠明智地去生活,直至我們看穿了我們的生命。
[00:36:22.000 --> 00:36:27.000]  我們需要著眼於永恆。
[00:36:27.000 --> 00:36:39.000]  詩篇第九十篇的祈禱是一個祈求有永恆價值的生命的祈禱。
[00:36:39.000 --> 00:36:46.000]  永恆是給生命唯一有意義的目標。
[00:36:48.000 --> 00:36:52.000]  如果我們想我們的工作是全道永恆,我們需要祂做神給我們的工作。
[00:36:52.000 --> 00:37:03.000]  希望神幫助我們在2018年去做祂的工作。
[00:37:03.000 --> 00:37:13.000]  在我們結束之前,我希望我們用摩西的禱告去做最後的祈禱。
[00:37:18.000 --> 00:37:26.000]  如果你想在2018年去做一些全道永恆的工作,我想請大家和我一起去默默地禱告。
[00:37:26.000 --> 00:37:36.000]  讓我們一起禱告。
[00:37:36.000 --> 00:37:44.000]  永恆的上帝,祢是我們的避難所。
[00:37:46.000 --> 00:37:48.000]  我們相信祢。
[00:37:48.000 --> 00:37:56.000]  我們知道祢是永恆的,而我們只是會死的人。
[00:37:56.000 --> 00:38:00.000]  我們的生命很短暫。
[00:38:00.000 --> 00:38:07.000]  而我們要為我們的生活負責。
[00:38:11.000 --> 00:38:16.000]  有一天我們會因為我們如何去生活而被你去審判。
[00:38:16.000 --> 00:38:31.000]  所以請你在2018年幫助我們去明智地去使用我們的每分每秒每個小時。
[00:38:31.000 --> 00:38:38.000]  幫助我們去做一些有永恆價值的工作。
[00:38:40.000 --> 00:38:42.000]  幫助我們去做你的工作。
[00:38:42.000 --> 00:38:57.000]  主祈求我們靠近祢,讓祢的優雅,祢的美麗在我們的生命裏能夠見到。
[00:38:57.000 --> 00:39:04.000]  奉耶穌基督的聖名而求,阿們。
