
[00:00:00.000 --> 00:00:16.000]  讓我們一同在這裡敬拜神,求主直著我們剛才所讀的經文,讓我們能夠明白神的心意。
[00:08:24.000 --> 00:08:49.000]  我們信了主之後行走天路,雖然會遇見很多難阻,甚至會遇見風暴,讓我們有時身心靈都疲乏,好像沒有誰可以讓我們去傾訴。
[00:08:49.000 --> 00:09:13.000]  這個師哥提醒我們,主耶穌會知道,我們只要來到祂面前,祂的恩典夠用,或許我們現在的心裡也有很多煩惱,只要我們依靠主,我們就不會退步。
[00:09:13.000 --> 00:09:36.000]  我們剛才所讀的《路加福音》,一開始在51節講到耶穌基督和門徒要去耶路撒冷,但頭一句在這裡講到耶穌被接上升的日子將到,
[00:09:36.000 --> 00:09:54.000]  主耶穌基督完成接收被接上天的日子,那幫門徒仍然不知道,
[00:09:54.000 --> 00:10:15.000]  雖然耶穌基督好多次跟他們講,向他們啟示,他們始終是人,眼睛看不到,看不到這條天路,耶穌要行這條路,
[00:10:15.000 --> 00:10:33.000]  耶穌將要上升,將師上天去。門徒在昔日仍然以為耶穌基督要來到這個世界做王,做理想的王,
[00:10:33.000 --> 00:10:57.000]  在耶路撒冷時間去做王,他們不明白所遇到的會有很多困難,他們不會想到耶穌基督上耶路撒冷是要受死,
[00:10:57.000 --> 00:11:12.000]  要被釘十字架,他們不知道將會面對這個困境,在這裡耶穌自己知道,
[00:11:12.000 --> 00:11:27.000]  主耶穌基督決意往耶路撒冷去,耶穌是立定心意,耶穌是知道的,所以他決定要這樣做,
[00:11:27.000 --> 00:11:47.000]  我們看53節的時候,耶穌基督是面向耶路撒冷,耶穌基督是不走回頭路,這裡是講到耶路撒冷,耶路撒冷是有意思的,
[00:11:47.000 --> 00:12:10.000]  它是由兩個希伯來文組成,耶路的意思是基石,或者城市,撒冷是和平,耶穌基督就是和平之君,
[00:12:10.000 --> 00:12:29.000]  耶穌基督要去耶路撒冷做君王,耶穌基督去耶路撒冷的時候,耶穌不止一次去耶路撒冷,
[00:12:29.000 --> 00:12:43.000]  他這次去耶路撒冷,他是帶著一個神給他完成的使命,他是為要將人從罪裡面救出來,
[00:12:43.000 --> 00:12:58.000]  不惜要自己背起十字架走向哥哥他,但是門徒他們不知道,他們看不見了,
[00:12:58.000 --> 00:13:18.000]  甚至這裡耶穌基督要記載這個事件的時候,耶穌要去耶路撒冷,他要經過撒瓦尼亞,並且他吩咐門徒在前面走,
[00:13:18.000 --> 00:13:36.000]  要為他預備,我相信不只是預備地方那麼簡單,而是在那裡預先好像屍體有痕一樣,為耶穌基督預備道路,
[00:13:36.000 --> 00:13:54.000]  預備耶穌基督在那裡分享他的信息,但是這裡講到撒瓦尼亞人,他們看不到耶穌基督是救主,
[00:13:54.000 --> 00:14:08.000]  他們拒絕耶穌,我們作為神的兒女,我們要跟從耶穌基督引導我們走這條天路,
[00:14:08.000 --> 00:14:27.000]  我們時時是要望著主耶穌,我們仰望主耶穌的恩典才能夠跨越視障,否則當我們看到現實世界的時候,
[00:14:27.000 --> 00:14:41.000]  我們會被很多困難攔阻我們,有時候會被我們自己內心的世界讓我們走失,
[00:14:41.000 --> 00:15:03.000]  我們不跟從主,走應該走的路,這些門徒為耶穌基督預備的時候,他們遇到挫折,那裡的人不接待他,不接待耶穌,
[00:15:03.000 --> 00:15:19.000]  那門徒有什麼反應呢?反應也非常激烈,在五十四節那裡這樣說,當時門徒雅各約翰,他們這樣說,
[00:15:19.000 --> 00:15:33.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們門徒雅各約翰看見就說,
[00:15:33.000 --> 00:15:50.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,他們看到自己的內心很憤怒,
[00:15:50.000 --> 00:16:08.000]  他們感覺到那種憤怒難以形容,因為耶穌基督來到就是要幫助你們,耶穌基督並且將要成為我們的王,
[00:16:08.000 --> 00:16:23.000]  但是竟然你們去冒犯祂,你們拒絕祂,我們真的要求上帝用火來燒死你們,
[00:16:23.000 --> 00:16:38.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:16:38.000 --> 00:16:53.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:16:53.000 --> 00:17:08.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:17:08.000 --> 00:17:23.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:17:23.000 --> 00:17:43.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:17:43.000 --> 00:17:53.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:17:53.000 --> 00:18:03.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:18:03.000 --> 00:18:13.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:18:13.000 --> 00:18:23.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:18:23.000 --> 00:18:33.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:18:33.000 --> 00:18:43.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:18:43.000 --> 00:18:53.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:18:53.000 --> 00:19:03.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:19:03.000 --> 00:19:13.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:19:13.000 --> 00:19:23.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:19:23.000 --> 00:19:33.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:19:33.000 --> 00:19:43.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:19:43.000 --> 00:19:53.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:19:53.000 --> 00:20:03.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:20:03.000 --> 00:20:13.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:20:13.000 --> 00:20:23.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:20:23.000 --> 00:20:33.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:20:33.000 --> 00:20:43.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:20:43.000 --> 00:20:53.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:20:53.000 --> 00:21:03.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:21:03.000 --> 00:21:13.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:21:13.000 --> 00:21:23.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:21:23.000 --> 00:21:33.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:21:33.000 --> 00:21:43.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:21:43.000 --> 00:21:53.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:21:53.000 --> 00:22:03.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:22:03.000 --> 00:22:13.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:22:13.000 --> 00:22:23.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:22:23.000 --> 00:22:33.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:22:33.000 --> 00:22:43.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:22:43.000 --> 00:22:53.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:22:53.000 --> 00:23:03.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:23:03.000 --> 00:23:13.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:23:13.000 --> 00:23:23.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:23:23.000 --> 00:23:33.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:23:33.000 --> 00:23:43.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:23:43.000 --> 00:23:53.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:23:53.000 --> 00:24:03.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:24:03.000 --> 00:24:13.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:24:13.000 --> 00:24:23.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:24:23.000 --> 00:24:33.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:24:33.000 --> 00:24:43.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:24:43.000 --> 00:25:00.000]  求神免去他的死罪,結果這五十個人沒有死,尤其是神要透過這個事件向人宣佈,
[00:25:00.000 --> 00:25:18.000]  主啊,你們要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:25:18.000 --> 00:25:31.000]  要我們吩咐火從天上降下來,消滅他們,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,像以利亞所作的嗎?他們看不到神的恩典,
[00:25:31.000 --> 00:25:53.000]  等到他下去見王,對王說,耶和華如此說,你才能去問一個人神巴黎西郭,且以你身上沒有神可以問嗎?所以你必不下所上的茶,必定要死,亞哈謝果然死了,正如耶和華伐契以利亞所說的話。
[00:25:53.000 --> 00:26:19.000]  亞哈謝最後因此得罪神,聖經說得很簡單,他的結局是死了,因為他敗假神,我們今天跟從耶穌基督的人,正如以色列人,
[00:26:19.000 --> 00:26:44.000]  他應該知道誰是真神,但這個世界有很多迷惑,今次的迷惑,有名譽的迷惑,有很多事情想將我們帶離神的正道,我們跟從耶穌基督的人,
[00:26:44.000 --> 00:27:07.000]  我們要定精在耶穌基督的身上,我們才能行走這條天路,如果我們行錯的時候,因為神有恩典,在我們心裏面的主,住在我們心裏面的聖靈,會提醒我們,
[00:27:07.000 --> 00:27:30.000]  先人門徒犯錯,耶穌基督有提醒我們,如果我們看五十五節,五十六節,當耶穌馬上有反應對他們說,你們的心如何你們並不知道,
[00:27:30.000 --> 00:27:52.000]  人之內不是要滅人的性命,是要救人的性命,所以就往別的村莊去了,當然這段經文,特別是聖經裏面有些翻譯,
[00:27:52.000 --> 00:28:10.000]  當中有些,特別是五十五節和五十六節的句子,如果你看一些近代的新的譯本,它只是這樣的翻譯,
[00:28:10.000 --> 00:28:34.000]  耶穌轉身擲避兩個門徒,說著就往別的村莊去了,中間那幾句是沒有了,我相信在裏面,特別是我們現在的和學本,是有這些字,
[00:28:34.000 --> 00:28:57.000]  我相信都是聖靈有些聲音啟迪我們,如果在當中沒有了中間這幾句的字,就不知道耶穌基督究竟是責備門徒什麼,
[00:28:57.000 --> 00:29:18.000]  很重要,我們應該要時時的,好像中間所免去的字,就是要這幾個字在我們的心裏面,要記住我們的主耶穌來到這個世界,
[00:29:18.000 --> 00:29:35.000]  祂不是要毀滅人的生命,而是要拯救人的生命,這些話我們已經聽過很多次,只不過在這裏,我們的心裏面未必經常擺在裏面,
[00:29:35.000 --> 00:29:56.000]  現在問題是我們經常擺在我們心目當中,因為我們心目當中有一個承重,你就會很容易講出來,如果心裏面存著一些仇恨的話,老奴的話,
[00:29:56.000 --> 00:30:15.000]  如果你不靠主的恩典去克服,你不但會講出來,並且可能利用一些很激烈的行動,去傷害其他人,甚至傷害你自己都不知道,
[00:30:15.000 --> 00:30:29.000]  過去我們再看下去的時候,跟著耶穌似乎有些話跟當中的人講,祂不單止是對那幾個門徒講,
[00:30:29.000 --> 00:30:50.000]  我先這麼講,祂走路的時候,祂繼續行路,有人對耶穌這麼說,你無論往那裏去,我要跟從你,耶穌有回應,
[00:30:50.000 --> 00:31:04.000]  湖裏有洞,天空的飛鳥有窩,只是人只會有枕頭的地方,如果故事一直連接下去的時候,
[00:31:04.000 --> 00:31:24.000]  耶穌幾乎離開撒瑪利亞,繼續去耶路撒冷,剛剛那些門徒被耶穌壓力,被耶穌剛剛閘閉了,
[00:31:24.000 --> 00:31:41.000]  大家可能都沒有什麼人出聲,其實心裏面都有些話想問,當中有一個人,可能他已經講過這些話,
[00:31:41.000 --> 00:31:58.000]  說過這些話,因為他已經跟著耶穌行,似乎他又再講一次,他無論往那裏去,我要跟從你,跟耶穌一路行,已經行緊了,
[00:31:58.000 --> 00:32:12.000]  可能一直在走著,他講了這句話,耶穌知不知道呢?耶穌說:你無論去哪裏,我都跟著你,
[00:32:12.000 --> 00:32:28.000]  難道你會跟著走嗎?有可能的,因為這麼多人跟著耶穌走去耶路撒冷,特別剛剛被人罵完,
[00:32:28.000 --> 00:32:44.000]  如果你是被人罵的那一個,你會怎麽講呢?可能不繼續行,如果你去旅行,去一個地方,
[00:32:44.000 --> 00:32:58.000]  如果你被一個領隊罵,那你會怎麽樣?你會不開心嗎?你會躲在一邊嗎?
[00:32:58.000 --> 00:33:20.000]  但有些人希望氣氛好一點,他講這句話,可能都不是出於內心真的要講,但耶穌基督想他清楚自己所講的事,
[00:33:20.000 --> 00:33:36.000]  其實這班跟從耶穌基督的人,有沒有聽從耶穌基督的教導,他們是能夠克己慎行,
[00:33:36.000 --> 00:33:56.000]  克服自己的路,克服自己原本的性格,自己原本想走的道路,很謹慎地去跟從耶穌基督,
[00:33:56.000 --> 00:34:08.000]  因為門徒昔日看不到神的救恩,他還以為自己是跟從耶穌的弟子,耶穌基督的左右丞相,
[00:34:08.000 --> 00:34:27.000]  因為在這段經文,他們剛剛在爭論誰偉大,是跟從耶穌基督的門徒,
[00:34:27.000 --> 00:34:41.000]  我們究竟誰是最大,除了耶穌一人之上,誰是祂的左右丞相,
[00:34:41.000 --> 00:34:57.000]  他們個個都想被耶穌重用,故此可能這個人這麼說,是要表達他對耶穌基督的忠心,
[00:34:57.000 --> 00:35:09.000]  跟從耶穌,如果耶穌做王之後,可能都有一官半職,耶穌知道他們心裡怎麼想,
[00:35:09.000 --> 00:35:19.000]  耶穌給了一句說話,似乎不是這麼好聽,我們俗語說,不中聽,
[00:35:19.000 --> 00:35:29.000]  狐狸有洞天空有鳥有窩,知識人子沒有枕頭的地方,
[00:35:29.000 --> 00:35:41.000]  耶穌基督連睡覺的地方都沒有,你跟從祂,沒有什麼可以分到的物質,
[00:35:41.000 --> 00:35:49.000]  是沒有錢分的,可能只有難受,你還跟不跟?
[00:35:49.000 --> 00:35:58.000]  在舊約裡面說到去服侍神的人,聖經似乎是有些很獨特的安排,
[00:35:58.000 --> 00:36:05.000]  如果你看到文宋記十八章的二十三節,
[00:36:05.000 --> 00:36:17.000]  這裡說到唯獨利美人要辦廢墓的事,他們在以色列人中不可有產業,
[00:36:17.000 --> 00:36:28.000]  昔日的利美人要辦理在廢墓敬拜的地方,
[00:36:28.000 --> 00:36:40.000]  做一個鐘堡,幫助獻祭,竟然做這麼重要的侍奉,
[00:36:40.000 --> 00:36:48.000]  沒有得分的,生命記十章九節,也這麼說,
[00:36:48.000 --> 00:36:54.000]  利美人在他弟兄中無份無業,又說是他的產業,
[00:36:54.000 --> 00:37:07.000]  這幫服侍神的人,是沒有產業分,神就是他的產業,
[00:37:07.000 --> 00:37:10.000]  跟隨耶穌基督的人,
[00:37:10.000 --> 00:37:20.000]  耶穌說到他們的身份就等同於色列的利美人一樣,
[00:37:20.000 --> 00:37:24.000]  跟隨耶穌基督,
[00:37:24.000 --> 00:37:27.000]  做耶穌基督的門徒,
[00:37:27.000 --> 00:37:31.000]  將福音傳給微信主的人,
[00:37:31.000 --> 00:37:38.000]  你要做中間,服侍神的人,
[00:37:38.000 --> 00:37:40.000]  不是神的人,
[00:37:40.000 --> 00:37:45.000]  耶穌基督說,你要好像他們一樣,
[00:37:45.000 --> 00:37:50.000]  好像耶穌基督他連睡覺的地方都沒有,
[00:37:50.000 --> 00:37:52.000]  怎會有屋呢?
[00:37:52.000 --> 00:37:54.000]  是沒有物業的,
[00:37:54.000 --> 00:37:59.000]  現在我們在多倫多住的人,
[00:37:59.000 --> 00:38:04.000]  要住屋都是一個頭痛的問題,
[00:38:04.000 --> 00:38:09.000]  你想住一個獨立屋,現在是很困難,
[00:38:09.000 --> 00:38:19.000]  因為我們可能打一輩子工都未必能夠有錢去買到現在的獨立屋,
[00:38:19.000 --> 00:38:29.000]  我相信耶穌基督在這裡不是說我們看世界上的物業,
[00:38:29.000 --> 00:38:34.000]  而是耶穌基督要我們看到一件事實,
[00:38:34.000 --> 00:38:38.000]  有沒有以神為中心,
[00:38:38.000 --> 00:38:42.000]  耶穌基督來到這個世界上,
[00:38:42.000 --> 00:38:45.000]  他不是住在皇宮,
[00:38:45.000 --> 00:38:51.000]  他降生在馬場,在最貧窮的地方,
[00:38:51.000 --> 00:38:55.000]  耶穌基督要我們學他的榜樣,
[00:38:55.000 --> 00:39:01.000]  要我們去到甚至非常貧窮缺乏的地方,
[00:39:01.000 --> 00:39:05.000]  如果我們代表耶穌基督,
[00:39:05.000 --> 00:39:09.000]  你願不願意放下這些呢?
[00:39:09.000 --> 00:39:17.000]  進到這些人群,去服侍這些人群,是不容易一件事,
[00:39:17.000 --> 00:39:23.000]  好像昔日的利美人,他們沒有產業分,
[00:39:23.000 --> 00:39:34.000]  當然他們都是得到一些神給他們安排的生活的供應,
[00:39:34.000 --> 00:39:39.000]  在文數記十八章的二十一節,
[00:39:39.000 --> 00:39:42.000]  這裡他說:凡適列宗出產的十分之一,
[00:39:42.000 --> 00:39:45.000]  我以賜給利美的子孫為業,
[00:39:45.000 --> 00:39:48.000]  因他們所辦的事為莫的事,
[00:39:48.000 --> 00:39:51.000]  所以賜給他們為酬他們的奴。
[00:39:51.000 --> 00:39:54.000]  凡以適列宗出產的十分之一,
[00:39:54.000 --> 00:39:56.000]  我以賜給利美的子孫為業,
[00:39:56.000 --> 00:39:58.000]  因他們所辦的被莫的事,
[00:39:58.000 --> 00:40:02.000]  所以賜給他們為酬他們的業。
[00:40:02.000 --> 00:40:05.000]  利美人不需要去耕種,
[00:40:05.000 --> 00:40:08.000]  田地也沒有得分,
[00:40:08.000 --> 00:40:11.000]  但是他們什麼都沒有,
[00:40:11.000 --> 00:40:14.000]  我相信神有預備,
[00:40:14.000 --> 00:40:19.000]  這裡說到以適列出產的十分之一,
