
[00:00:00.000 --> 00:00:02.000]  今天我們講的題目會是
[00:02:33.000 --> 00:02:35.000]  就是對未來方向的不確定
[00:02:35.000 --> 00:02:39.000]  這也是其中一件很害怕的事
[00:02:39.000 --> 00:02:41.000]  大家知道
[00:02:41.000 --> 00:02:44.000]  當年跟摩西出來的那一代
[00:02:44.000 --> 00:02:46.000]  原先打算出裝
[00:02:46.000 --> 00:02:49.000]  進入迦南地經過曠野
[00:02:49.000 --> 00:02:51.000]  不過當他們經過曠野
[00:02:51.000 --> 00:02:52.000]  最後進去的時候
[00:02:52.000 --> 00:02:53.000]  因為一路上經過很多的事
[00:02:53.000 --> 00:02:55.000]  最後他們都決定不去了
[00:02:55.000 --> 00:02:56.000]  神就說不去了
[00:02:56.000 --> 00:02:57.000]  你們死在曠野吧
[00:02:57.000 --> 00:02:59.000]  於是就花了四十年的時間
[00:02:59.000 --> 00:03:01.000]  在曠野兜兜轉轉
[00:03:01.000 --> 00:03:03.000]  結果一事無成
[00:03:03.000 --> 00:03:07.000]  舊的那一批就已經死在曠野
[00:03:07.000 --> 00:03:09.000]  現在將來
[00:03:09.000 --> 00:03:11.000]  要跟著約書亞進去迦南地
[00:03:11.000 --> 00:03:12.000]  是新的一批人
[00:03:12.000 --> 00:03:14.000]  這一批人其實
[00:03:14.000 --> 00:03:16.000]  你可以想像他們
[00:03:16.000 --> 00:03:19.000]  眼睜睜看著他爺爺那一輩
[00:03:19.000 --> 00:03:22.000]  幾十年在曠野
[00:03:22.000 --> 00:03:26.000]  你看著老的一輩
[00:03:26.000 --> 00:03:27.000]  今天住在曠野
[00:03:27.000 --> 00:03:29.000]  明天摩西說我們起營
[00:03:29.000 --> 00:03:31.000]  然後就去隔壁那裡住
[00:03:31.000 --> 00:03:34.000]  再後天又紮營
[00:03:34.000 --> 00:03:35.000]  又起營
[00:03:35.000 --> 00:03:36.000]  再換一換
[00:03:36.000 --> 00:03:38.000]  回到原來的地方
[00:03:38.000 --> 00:03:40.000]  如此類推
[00:03:40.000 --> 00:03:41.000]  十幾年了
[00:03:41.000 --> 00:03:44.000]  更年輕的那些
[00:03:44.000 --> 00:03:45.000]  二十年來
[00:03:45.000 --> 00:03:47.000]  他們的記憶就是這樣過的
[00:03:47.000 --> 00:03:51.000]  其實這樣是很恐怖的一件事
[00:03:51.000 --> 00:03:53.000]  當新的一批人出來的時候
[00:03:53.000 --> 00:03:55.000]  他們說我們人生是不是又像
[00:03:55.000 --> 00:03:56.000]  前一輩那樣
[00:03:56.000 --> 00:03:58.000]  可以是完全沒有方向的呢
[00:03:58.000 --> 00:04:00.000]  我看過一個見證
[00:04:00.000 --> 00:04:03.000]  一個九歲兒童的中年危機
[00:04:03.000 --> 00:04:05.000]  以前我們所謂的中年危機
[00:04:05.000 --> 00:04:06.000]  是中年危機
[00:04:06.000 --> 00:04:07.000]  現在原來的小朋友
[00:04:07.000 --> 00:04:09.000]  九歲可以有中年危機
[00:04:09.000 --> 00:04:12.000]  因為現在的小朋友比較多資訊
[00:04:12.000 --> 00:04:13.000]  有時候在網絡
[00:04:13.000 --> 00:04:14.000]  或者認識很多東西
[00:04:14.000 --> 00:04:16.000]  他九歲已經覺得
[00:04:16.000 --> 00:04:17.000]  人生沒有意義
[00:04:17.000 --> 00:04:20.000]  我不想像我父母那樣
[00:04:20.000 --> 00:04:23.000]  每天下班 上班 下班 上班
[00:04:23.000 --> 00:04:25.000]  兜兜轉轉 兜兜轉轉
[00:04:25.000 --> 00:04:26.000]  我不覺得有任何的意義
[00:04:26.000 --> 00:04:28.000]  所以到了很年輕就覺得
[00:04:28.000 --> 00:04:30.000]  我都不知道自己想做什麼
[00:04:30.000 --> 00:04:31.000]  我什麼都不想做
[00:04:31.000 --> 00:04:32.000]  我沒有任何的passion
[00:04:32.000 --> 00:04:34.000]  沒有任何的motivation
[00:04:34.000 --> 00:04:36.000]  我相信當時年輕的一代
[00:04:36.000 --> 00:04:38.000]  都有這樣的恐懼
[00:04:38.000 --> 00:04:39.000]  人生沒有方向
[00:04:39.000 --> 00:04:42.000]  很迷茫 很恐懼 很害怕
[00:04:42.000 --> 00:04:43.000]  我們是不是人生
[00:04:43.000 --> 00:04:44.000]  像我們父輩一樣
[00:04:44.000 --> 00:04:46.000]  四十年就是這樣過呢
[00:04:46.000 --> 00:04:48.000]  今天紮營 明天起營
[00:04:48.000 --> 00:04:49.000]  就在旁邊
[00:04:49.000 --> 00:04:51.000]  紮營 起營
[00:04:51.000 --> 00:04:53.000]  後天回來這裡
[00:04:53.000 --> 00:04:55.000]  What's the point?
[00:04:55.000 --> 00:04:56.000]  是沒有point的
[00:04:56.000 --> 00:04:59.000]  所以神怎樣幫他們處理恐懼呢
[00:04:59.000 --> 00:05:00.000]  神做了兩件事
[00:05:00.000 --> 00:05:01.000]  剛剛我們讀的經文
[00:05:01.000 --> 00:05:02.000]  第一件事
[00:05:02.000 --> 00:05:04.000]  他當然是幫了兩個很興奮的
[00:05:04.000 --> 00:05:06.000]  第二天就很興奮
[00:05:06.000 --> 00:05:08.000]  摸西班人
[00:05:08.000 --> 00:05:10.000]  讓他們知道
[00:05:10.000 --> 00:05:11.000]  現在不用怕
[00:05:11.000 --> 00:05:12.000]  有一個接班人
[00:05:12.000 --> 00:05:13.000]  有一個人可以跟
[00:05:13.000 --> 00:05:15.000]  所以他們就沒有恐懼
[00:05:15.000 --> 00:05:16.000]  第二件事
[00:05:16.000 --> 00:05:19.000]  神幫他們克服恐懼
[00:05:19.000 --> 00:05:22.000]  重新讓他們人生有一個方向
[00:05:22.000 --> 00:05:26.000]  老一輩他們決定了不進迦南地
[00:05:26.000 --> 00:05:27.000]  不進應許之地
[00:05:27.000 --> 00:05:29.000]  所以他們就這樣過一生
[00:05:29.000 --> 00:05:31.000]  但神說你們新的一代
[00:05:31.000 --> 00:05:33.000]  你們可以選擇
[00:05:33.000 --> 00:05:35.000]  你們是想像你們的父輩一樣
[00:05:35.000 --> 00:05:37.000]  今天紮營 起營 紮營 起營
[00:05:37.000 --> 00:05:39.000]  一輩子兜兜轉轉
[00:05:39.000 --> 00:05:40.000]  一事無成
[00:05:40.000 --> 00:05:43.000]  還是想重新有一個人生的使命
[00:05:43.000 --> 00:05:46.000]  就是跟著我進迦南地
[00:05:46.000 --> 00:05:48.000]  這個重新可以選擇
[00:05:48.000 --> 00:05:50.000]  所以當他們很迷茫的時候
[00:05:50.000 --> 00:05:51.000]  很害怕的時候
[00:05:51.000 --> 00:05:53.000]  神就給他們這兩件事
[00:05:53.000 --> 00:05:55.000]  讓他們克服恐懼
[00:05:55.000 --> 00:05:57.000]  人生有時是
[00:05:57.000 --> 00:05:58.000]  有時害怕的時候
[00:05:58.000 --> 00:06:01.000]  尤其是因為失去了一個人生方向
[00:06:01.000 --> 00:06:02.000]  而害怕的時候
[00:06:02.000 --> 00:06:06.000]  有時神是重新給我們一個清晰的使命
[00:06:06.000 --> 00:06:09.000]  以至於當我們在恐懼的時候
[00:06:09.000 --> 00:06:10.000]  可以不害怕
[00:06:10.000 --> 00:06:15.000]  我最近看了Christianity Today的article
[00:06:15.000 --> 00:06:16.000]  我等了很久
[00:06:16.000 --> 00:06:18.000]  因為我等它什麼時候才出
[00:06:18.000 --> 00:06:23.000]  有關coronavirus的article
[00:06:23.000 --> 00:06:25.000]  上星期終於出了
[00:06:25.000 --> 00:06:27.000]  我看了很多篇
[00:06:27.000 --> 00:06:29.000]  有一篇是中文寫的 很奇怪
[00:06:29.000 --> 00:06:32.000]  這麼多年來我沒看過他們出中文的article
[00:06:32.000 --> 00:06:34.000]  出哪一篇是中文的
[00:06:34.000 --> 00:06:37.000]  其中一篇是Esteser所寫的
[00:06:37.000 --> 00:06:38.000]  他們的主編
[00:06:38.000 --> 00:06:40.000]  主編寫的那篇是說到
[00:06:40.000 --> 00:06:44.000]  在coronavirus的當中
[00:06:44.000 --> 00:06:46.000]  提醒我們基督徒不要忘記
[00:06:46.000 --> 00:06:47.000]  我們有一個使命
[00:06:47.000 --> 00:06:50.000]  他列出了很多在歷史上
[00:06:50.000 --> 00:06:53.000]  每一次有大型的瘟疫出來的時候
[00:06:53.000 --> 00:06:56.000]  原來都是一匹很忠心
[00:06:56.000 --> 00:06:58.000]  有使命感的基督徒
[00:06:58.000 --> 00:07:00.000]  做了一些很好的見證
[00:07:00.000 --> 00:07:03.000]  而翻轉了人類
[00:07:03.000 --> 00:07:05.000]  尤其是不信主的很敵對基督教的人
[00:07:05.000 --> 00:07:08.000]  對基督教的看法是那時候開始的
[00:07:08.000 --> 00:07:11.000]  例如說其中一個例子他舉的是
[00:07:11.000 --> 00:07:13.000]  在當年的羅馬時代
[00:07:13.000 --> 00:07:18.000]  中元後的249到262年
[00:07:18.000 --> 00:07:20.000]  當時在羅馬有一個瘟疫
[00:07:20.000 --> 00:07:22.000]  聽說當時的瘟疫是
[00:07:22.000 --> 00:07:24.000]  最高峰的時候
[00:07:24.000 --> 00:07:27.000]  在羅馬城一天死了五千人
[00:07:27.000 --> 00:07:29.000]  在那次瘟疫當中
[00:07:29.000 --> 00:07:31.000]  很多人都逃離羅馬城
[00:07:31.000 --> 00:07:33.000]  尤其是那些不信主的外邦人
[00:07:33.000 --> 00:07:35.000]  一些歷史學家就說
[00:07:35.000 --> 00:07:39.000]  當年的基督徒其實是被逼迫的
[00:07:39.000 --> 00:07:41.000]  很多人都很憎恨基督教
[00:07:41.000 --> 00:07:43.000]  但他說其實那班基督徒
[00:07:43.000 --> 00:07:46.000]  當年是藉著那十幾年的疫情
[00:07:46.000 --> 00:07:47.000]  最嚴重的時候
[00:07:47.000 --> 00:07:51.000]  就有一班非常忠心有使命感的基督徒
[00:07:51.000 --> 00:07:53.000]  仍然留守在羅馬城
[00:07:53.000 --> 00:07:55.000]  來照顧那些病人
[00:07:55.000 --> 00:07:57.000]  照顧有需要的人
[00:07:57.000 --> 00:07:59.000]  然後因此到了疫情過後
[00:07:59.000 --> 00:08:01.000]  那些人回到羅馬城的時候
[00:08:01.000 --> 00:08:04.000]  全城的氣氛就不同了
[00:08:04.000 --> 00:08:06.000]  以前是很敵對基督教
[00:08:06.000 --> 00:08:08.000]  覺得基督徒搞什麼的
[00:08:08.000 --> 00:08:10.000]  但直到那次疫情過後
[00:08:10.000 --> 00:08:13.000]  大家對基督徒的觀感開始改變
[00:08:13.000 --> 00:08:15.000]  然後就開始深入民心
[00:08:15.000 --> 00:08:18.000]  所以到了君士坦丁上台做皇帝的時候
[00:08:18.000 --> 00:08:20.000]  其實他不是說當時他下了命令
[00:08:20.000 --> 00:08:22.000]  我們羅馬帝國就信基督教
[00:08:22.000 --> 00:08:25.000]  而是他只是順應當時的勢
[00:08:25.000 --> 00:08:28.000]  因為當時大部份的羅馬人
[00:08:28.000 --> 00:08:30.000]  都喜歡基督教
[00:08:30.000 --> 00:08:31.000]  都想信基督教
[00:08:31.000 --> 00:08:33.000]  他只不過既然大家都是這樣
[00:08:33.000 --> 00:08:36.000]  既然80%的人都已經信了基督教
[00:08:36.000 --> 00:08:38.000]  乾脆定為各教選
[00:08:38.000 --> 00:08:40.000]  其實他是順應勢
[00:08:40.000 --> 00:08:41.000]  那勢是怎樣來的
[00:08:41.000 --> 00:08:42.000]  不是一夜之間
[00:08:42.000 --> 00:08:44.000]  是因為經過很多苦難
[00:08:44.000 --> 00:08:47.000]  而這班基督徒要辭職的時候
[00:08:47.000 --> 00:08:50.000]  這班基督徒除了珍惜自己的生命
[00:08:50.000 --> 00:08:53.000]  同時也重視其他人的生命
[00:08:53.000 --> 00:08:54.000]  他們都沒有忘記
[00:08:54.000 --> 00:08:56.000]  在一個最黑暗的時刻
[00:08:56.000 --> 00:09:00.000]  也是基督徒發揮最大功用的時刻
[00:09:00.000 --> 00:09:04.000]  因為如果我們要在這個世代作光作炎
[00:09:04.000 --> 00:09:08.000]  其實最黑暗的時候才看得出誰有光
[00:09:08.000 --> 00:09:10.000]  如果沒有經過疫情
[00:09:10.000 --> 00:09:12.000]  有時也看不出誰有信心
[00:09:12.000 --> 00:09:13.000]  誰沒有信心
[00:09:13.000 --> 00:09:15.000]  有些平時覺得很大膽的人
[00:09:15.000 --> 00:09:17.000]  這次疫情我們20週年的時候
[00:09:17.000 --> 00:09:20.000]  有些很大膽的人竟然敢來
[00:09:20.000 --> 00:09:22.000]  有些平時覺得很厲害的人
[00:09:22.000 --> 00:09:24.000]  憎恨一條漢子
[00:09:24.000 --> 00:09:26.000]  他毅然決定不來
[00:09:26.000 --> 00:09:27.000]  覺得很奇怪
[00:09:27.000 --> 00:09:29.000]  怎會有這樣的人
[00:09:29.000 --> 00:09:31.000]  所以有句說話
[00:09:31.000 --> 00:09:34.000]  退了朝才知道誰在裸泳
[00:09:34.000 --> 00:09:37.000]  在最黑暗的時候才知道誰身上有光
[00:09:37.000 --> 00:09:40.000]  有些人看不出平時很有信心
[00:09:40.000 --> 00:09:42.000]  這次那麼恐慌
[00:09:42.000 --> 00:09:44.000]  所以在這個恐慌的時間
[00:09:44.000 --> 00:09:47.000]  我希望大家提醒我們自己
[00:09:47.000 --> 00:09:50.000]  作為基督徒我們有個使命
[00:09:50.000 --> 00:09:52.000]  這個使命是如果要做光
[00:09:52.000 --> 00:09:56.000]  在最黑暗的時候才發揮到你的作用
[00:09:56.000 --> 00:09:58.000]  就是在這個時候
[00:09:58.000 --> 00:10:01.000]  才是一個最好讓你去關心身邊的人
[00:10:01.000 --> 00:10:03.000]  所以除了保護自己的生命
[00:10:03.000 --> 00:10:05.000]  該買什麼買什麼
[00:10:05.000 --> 00:10:08.000]  也要留意你身邊的人的一些情緒
[00:10:08.000 --> 00:10:10.000]  他們的需要
[00:10:10.000 --> 00:10:11.000]  我相信在這個時間
[00:10:11.000 --> 00:10:14.000]  很多人很害怕需要基督徒為他們祈禱
[00:10:14.000 --> 00:10:16.000]  需要一些關懷
[00:10:16.000 --> 00:10:18.000]  需要問問你有沒有缺廁紙
[00:10:18.000 --> 00:10:20.000]  或者關心一下
[00:10:20.000 --> 00:10:22.000]  不要只是很自私地搞定自己就算了
[00:10:22.000 --> 00:10:24.000]  這個黑暗的時代
[00:10:24.000 --> 00:10:29.000]  我們都記得我們有這種使命
[00:10:29.000 --> 00:10:31.000]  到了中世紀一樣
[00:10:31.000 --> 00:10:34.000]  中世紀對黑死病在歐洲蔓延的時候
[00:10:34.000 --> 00:10:36.000]  馬丁路德當年的教導
[00:10:36.000 --> 00:10:38.000]  都是教導所有基督徒
[00:10:38.000 --> 00:10:41.000]  尤其是一線當時做護士醫生的
[00:10:41.000 --> 00:10:43.000]  他都是鼓勵他們
[00:10:43.000 --> 00:10:44.000]  既然是基督徒的醫生
[00:10:44.000 --> 00:10:46.000]  護士應該留守一線
[00:10:46.000 --> 00:10:48.000]  當年很多基督徒都聽
[00:10:48.000 --> 00:10:50.000]  到了最近期的
[00:10:50.000 --> 00:10:54.000]  1793年的黃葉病在菲律賓
[00:10:54.000 --> 00:10:59.000]  當年大部分的非基督徒都逃離了菲律賓
[00:10:59.000 --> 00:11:01.000]  最後留下的其中一間
[00:11:01.000 --> 00:11:04.000]  是Bishop Allen的教會
[00:11:04.000 --> 00:11:09.000]  當年剛好奴隸制度解決的時候
[00:11:09.000 --> 00:11:11.000]  第一間成立黑人教會
[00:11:11.000 --> 00:11:12.000]  就是Bishop Allen
[00:11:12.000 --> 00:11:15.000]  其實當年的人很討厭黑人教會
[00:11:15.000 --> 00:11:19.000]  他們不承認他們沒有認受性
[00:11:19.000 --> 00:11:22.000]  但因為在那次黃葉病當中
[00:11:22.000 --> 00:11:24.000]  其中一間留守在菲律賓
[00:11:24.000 --> 00:11:26.000]  就是那間黑人的教會
[00:11:26.000 --> 00:11:28.000]  他們開放了他們的家
[00:11:28.000 --> 00:11:30.000]  接待了很多病人
[00:11:30.000 --> 00:11:32.000]  也儲了很多物資跟他們分享
[00:11:32.000 --> 00:11:34.000]  然後到了疫情過後
[00:11:34.000 --> 00:11:38.000]  整個社會氣氛對黑人教會的認受性變得很高
[00:11:38.000 --> 00:11:41.000]  所以他們也是珍惜黑暗的時代
[00:11:41.000 --> 00:11:44.000]  來做一些很光明的工作
[00:11:44.000 --> 00:11:46.000]  所以當我們很害怕的時候
[00:11:46.000 --> 00:11:48.000]  當當時的人很害怕的時候
[00:11:48.000 --> 00:11:50.000]  神就給他們一個很清晰的答案
[00:11:50.000 --> 00:11:54.000]  你是想人生真的毫無方向地活
[00:11:54.000 --> 00:11:58.000]  還是你想跟著我一起進去迦南地
[00:11:58.000 --> 00:11:59.000]  我們今天也是
[00:11:59.000 --> 00:12:00.000]  當我們害怕的時候
[00:12:00.000 --> 00:12:05.000]  相信神也給我們一個很特別的使命
[00:12:05.000 --> 00:12:07.000]  在這次的武漢疫情當中
[00:12:07.000 --> 00:12:08.000]  其中一件很感動的事
[00:12:08.000 --> 00:12:10.000]  就是有時看到中國大陸
[00:12:10.000 --> 00:12:13.000]  大家都在搶口罩的時候
[00:12:13.000 --> 00:12:16.000]  是一班基督徒仍然在搶口罩
[00:12:16.000 --> 00:12:18.000]  透過派口罩幫人祈禱
[00:12:18.000 --> 00:12:20.000]  順便唱福音
[00:12:20.000 --> 00:12:24.000]  我們知道SOW做了很多的工作
[00:12:24.000 --> 00:12:25.000]  很感恩的
[00:12:25.000 --> 00:12:27.000]  我們合作SOW
[00:12:27.000 --> 00:12:30.000]  買了一批很多的物資
[00:12:30.000 --> 00:12:33.000]  口罩 洗手液 防護設施
[00:12:33.000 --> 00:12:37.000]  因為他們有一些連結
[00:12:37.000 --> 00:12:39.000]  可以直接寄到武漢第一人民醫院
[00:12:39.000 --> 00:12:41.000]  我們很怕寄不到
[00:12:41.000 --> 00:12:45.000]  但是這星期Thomas跟我說
[00:12:45.000 --> 00:12:48.000]  感謝神 武漢醫院已經收到第一批物資了
[00:12:48.000 --> 00:12:51.000]  所以接下來他知道這條路是痛的
[00:12:51.000 --> 00:12:52.000]  是可以收得到的
[00:12:52.000 --> 00:12:55.000]  所以如果你有感動可以寫信給他們
[00:12:55.000 --> 00:12:57.000]  我也認識一些大陸的朋友
[00:12:57.000 --> 00:13:00.000]  他們找到的口罩不多
[00:13:00.000 --> 00:13:04.000]  例如上海某間醫院找到一千個
[00:13:04.000 --> 00:13:06.000]  接著浙江哪間醫院找到
[00:13:06.000 --> 00:13:08.000]  他們想把口罩賣掉
[00:13:08.000 --> 00:13:10.000]  然後送給教會
[00:13:10.000 --> 00:13:12.000]  作為傳福音來用
[00:13:12.000 --> 00:13:15.000]  所以如果你們也有感動
[00:13:15.000 --> 00:13:17.000]  在這方面除了為他們祈禱
[00:13:17.000 --> 00:13:20.000]  在物資上也可以捐一點給他們
[00:13:20.000 --> 00:13:22.000]  可以私下聯絡我
[00:13:22.000 --> 00:13:28.000]  可以在國內找到口罩的地方
[00:13:28.000 --> 00:13:30.000]  我相信在這個疫情當中
[00:13:30.000 --> 00:13:33.000]  我們基督徒也發揮一點我們的作用
[00:13:33.000 --> 00:13:35.000]  能夠做一些好的見證
[00:13:35.000 --> 00:13:39.000]  第二件事 神幫助我們克服我們的恐懼
[00:13:39.000 --> 00:13:42.000]  除了給一個新的領袖一個新的方向
[00:13:42.000 --> 00:13:46.000]  神給我們還有一個很厲害的就是他的應許
[00:13:46.000 --> 00:13:48.000]  在一章三字裡說
[00:13:48.000 --> 00:13:50.000]  凡你腳掌所踏之地
[00:13:50.000 --> 00:13:54.000]  我都照著我所應許摩西的話
[00:13:54.000 --> 00:13:55.000]  賜給你們
[00:13:55.000 --> 00:13:57.000]  除了有一個新的方向
[00:13:57.000 --> 00:13:59.000]  神還給我們有應許
[00:13:59.000 --> 00:14:03.000]  其實神透過聖經給我們很多的承諾
[00:14:03.000 --> 00:14:05.000]  有時候當我們害怕的時候
[00:14:05.000 --> 00:14:09.000]  我們特別需要捉住神給我們的承諾
[00:14:09.000 --> 00:14:12.000]  約書亞記我們剛剛看的第一章
[00:14:12.000 --> 00:14:14.000]  我想和你們看
[00:14:14.000 --> 00:14:16.000]  有一次聖經沒有放在上面
[00:14:16.000 --> 00:14:17.000]  我讀給你們聽
[00:14:17.000 --> 00:14:19.000]  到了約書亞記最後的時候
[00:14:19.000 --> 00:14:21.000]  約書亞臨死之前
[00:14:21.000 --> 00:14:23.000]  他講了這句話
[00:14:23.000 --> 00:14:24.000]  我想讀給你們聽
[00:14:24.000 --> 00:14:27.000]  這句話記載在約書亞記十三章十四節
[00:14:27.000 --> 00:14:30.000]  約書亞說我現在要走世人必走的路
[00:14:30.000 --> 00:14:32.000]  即是他快要回天家了
[00:14:32.000 --> 00:14:34.000]  他說你們一心一意知道
[00:14:34.000 --> 00:14:36.000]  交代後事
[00:14:36.000 --> 00:14:41.000]  耶和華你們神所應許賜福給你們的話
[00:14:41.000 --> 00:14:42.000]  聽清楚
[00:14:42.000 --> 00:14:46.000]  而一句沒有一句落空
[00:14:46.000 --> 00:14:49.000]  即是神當初答應過你們的事
[00:14:49.000 --> 00:14:51.000]  沒有一句落空
[00:14:51.000 --> 00:14:58.000]  都應驗在你們身上
[00:14:58.000 --> 00:15:01.000]  你知道人的應許和承諾
[00:15:01.000 --> 00:15:04.000]  是永遠都落空的
[00:15:04.000 --> 00:15:06.000]  即使最親的人
[00:15:06.000 --> 00:15:09.000]  我在加州讀大學的時候
[00:15:09.000 --> 00:15:11.000]  在我經濟最缺乏的時候
[00:15:11.000 --> 00:15:13.000]  我有一個很親的親戚跟我說
[00:15:13.000 --> 00:15:16.000]  不用怕 錢已經在路上
[00:15:16.000 --> 00:15:18.000]  過兩天你就收到
[00:15:18.000 --> 00:15:22.000]  他講那句話的時候是2001年
[00:15:22.000 --> 00:15:26.000]  現在都2020了還沒收到
[00:15:26.000 --> 00:15:29.000]  結婚的時候我答應Shirley
[00:15:29.000 --> 00:15:30.000]  結了婚之後
[00:15:30.000 --> 00:15:32.000]  每天晚上六點
[00:15:32.000 --> 00:15:35.000]  晚餐準時放在桌上
[00:15:35.000 --> 00:15:38.000]  結了婚之後沒煮過晚餐
[00:15:38.000 --> 00:15:41.000]  大家知道人的承諾是
[00:15:41.000 --> 00:15:44.000]  我被太多人放過飛機
[00:15:44.000 --> 00:15:47.000]  你越早明白一個真理
[00:15:47.000 --> 00:15:50.000]  就是人的承諾是永遠都落空的
[00:15:50.000 --> 00:15:52.000]  你越早相接納
[00:15:52.000 --> 00:15:54.000]  你就越有智慧
[00:15:54.000 --> 00:15:56.000]  你越坦然地接受
[00:15:56.000 --> 00:15:58.000]  人的承諾
[00:15:58.000 --> 00:16:00.000]  十句有九句是空的
[00:16:00.000 --> 00:16:02.000]  有時他未必想的
[00:16:02.000 --> 00:16:04.000]  即使他真心答應你都沒有用
[00:16:04.000 --> 00:16:06.000]  必定還錢
[00:16:06.000 --> 00:16:08.000]  一個月後他就心臟病去了
[00:16:08.000 --> 00:16:10.000]  你都沒有他扶
[00:16:10.000 --> 00:16:13.000]  你不明白他答應你的事
[00:16:13.000 --> 00:16:15.000]  他能不能做到
[00:16:15.000 --> 00:16:17.000]  這個能力都不是他能控制的
[00:16:17.000 --> 00:16:19.000]  所以人的承諾
[00:16:19.000 --> 00:16:21.000]  大家聽了就算了
[00:16:21.000 --> 00:16:24.000]  如果是滿足承諾就當是驚喜
[00:16:24.000 --> 00:16:25.000]  沒滿足你
[00:16:25.000 --> 00:16:27.000]  只是預了他沒滿足
[00:16:27.000 --> 00:16:29.000]  這樣比較安心
[00:16:29.000 --> 00:16:31.000]  但神的承諾不同
[00:16:31.000 --> 00:16:34.000]  神的承諾是你可以捉住去經歷
[00:16:34.000 --> 00:16:36.000]  因為只要是神的承諾
[00:16:36.000 --> 00:16:38.000]  就一句都不會落空
[00:16:38.000 --> 00:16:40.000]  當年我決定來加州讀書的時候
[00:16:40.000 --> 00:16:42.000]  有一晚我正在
[00:16:42.000 --> 00:16:44.000]  來不來好呢
[00:16:44.000 --> 00:16:46.000]  這裡又沒有朋友又沒有親人
