
[00:00:00.000 --> 00:00:04.700]  毅康,前一段時間離開世界
[00:03:55.560 --> 00:03:57.880]  是指重點的匹配
[00:03:57.880 --> 00:04:00.200]  這個不義的管家,或者不忠信的管家
[00:04:00.200 --> 00:04:02.840]  他就能夠聰明
[00:04:02.840 --> 00:04:06.600]  在現金的錢財還有用的時候
[00:04:06.600 --> 00:04:09.240]  他可以調動,放債的時候
[00:04:09.240 --> 00:04:10.680]  為將來籌謀
[00:04:10.680 --> 00:04:13.800]  在這一點上,耶穌讚許這個管家
[00:04:13.800 --> 00:04:18.480]  並提醒我們要學校,他在這一點
[00:04:18.480 --> 00:04:23.200]  我們要用今世可以用的錢財的時間
[00:04:23.200 --> 00:04:28.040]  為了將來的帳幕籌備
[00:04:28.040 --> 00:04:32.080]  所以要提醒聽眾
[00:04:32.080 --> 00:04:34.560]  我們不可以效法不忠信的管家
[00:04:34.560 --> 00:04:37.000]  因為錢財的誘惑
[00:04:37.000 --> 00:04:39.720]  失去了宗主人的信任
[00:04:39.720 --> 00:04:44.560]  失去了受託管理更多錢財的機會
[00:04:44.560 --> 00:04:46.200]  人在最小的市場中心
[00:04:46.200 --> 00:04:47.720]  在大市場也中心
[00:04:47.720 --> 00:04:50.800]  罕有你們熟悉的錢財上不忠心
[00:04:50.800 --> 00:04:55.520]  誰把真實的錢財託付你們呢?
[00:04:55.520 --> 00:04:58.400]  原來上帝給我們很多的財富
[00:04:58.400 --> 00:05:01.520]  或者責任去運用的時候
[00:05:01.520 --> 00:05:02.720]  如果我們忠心的時候
[00:05:02.720 --> 00:05:06.680]  他會加多更多的責任給我們
[00:05:06.680 --> 00:05:09.160]  耶穌接著做了一個結論
[00:05:09.160 --> 00:05:12.600]  他說:一個是牧人,不能夠服侍兩個主
[00:05:12.600 --> 00:05:17.000]  如果不是愛這個,就重視輕那個
[00:05:17.000 --> 00:05:20.480]  你們又不能夠侍奉神,又侍奉馬門
[00:05:20.480 --> 00:05:23.320]  佛利塞人是貪愛錢財的
[00:05:23.320 --> 00:05:26.600]  他們聽見這一切的話,就黏住耶穌
[00:05:26.600 --> 00:05:31.360]  接著耶穌就說了財主與拉撒路的比喻
[00:05:31.360 --> 00:05:34.200]  這個比喻,今天我要說的經文
[00:05:34.200 --> 00:05:38.200]  是接觸不義管家的教訓
[00:05:38.200 --> 00:05:42.480]  管家貪財不誠實,是服侍馬門
[00:05:42.480 --> 00:05:47.160]  觸犯了禁止的罪,sin of commission
[00:05:47.160 --> 00:05:48.480]  因為律法很清楚地說
[00:05:48.480 --> 00:05:52.280]  除了上帝之外,不可能有其他的上帝
[00:05:52.280 --> 00:05:57.920]  不義管家的貪財,財是祂的上帝
[00:05:57.920 --> 00:06:01.600]  但是這個財主,拉撒路的財主
[00:06:01.600 --> 00:06:04.360]  他都是貪財的
[00:06:04.360 --> 00:06:08.080]  他都榮耀自己的財富
[00:06:08.080 --> 00:06:11.320]  原父天天奢華燕樂
[00:06:11.320 --> 00:06:13.880]  他穿的衣服是紫色的
[00:06:13.880 --> 00:06:15.240]  紫色當時是很貴的
[00:06:15.240 --> 00:06:18.680]  因為紫色的顏料是很貴很貴的
[00:06:18.680 --> 00:06:24.480]  但是他連西麻布,即內衣,都是紫色的
[00:06:24.480 --> 00:06:27.360]  天天奢華燕樂
[00:06:27.360 --> 00:06:29.440]  極度榮耀他的財富
[00:06:29.440 --> 00:06:33.320]  不是榮耀上帝,是榮耀他的財富
[00:06:33.320 --> 00:06:39.800]  而且他沒有用錢幫助拉撒路
[00:06:39.800 --> 00:06:41.840]  他本身是貪的
[00:06:41.840 --> 00:06:44.080]  他沒有用錢醫好他
[00:06:44.080 --> 00:06:46.840]  救濟他,幫助他
[00:06:46.840 --> 00:06:48.800]  他犯了缺失的罪
[00:06:48.800 --> 00:06:52.320]  sin of omission
[00:06:52.320 --> 00:06:54.880]  財主是反面教材
[00:06:54.880 --> 00:06:58.240]  說明沒有利用今生的錢財
[00:06:58.240 --> 00:07:00.400]  接我們到永存的帳幕
[00:07:00.400 --> 00:07:04.760]  這些錢財哪一天一到我們離世的時候
[00:07:04.760 --> 00:07:07.160]  全歸於零
[00:07:07.160 --> 00:07:08.760]  我看看
[00:07:08.760 --> 00:07:15.560]  英雄經文是否貶抑財富,高舉貧窮呢
[00:07:15.560 --> 00:07:19.040]  比喻把財主和普範的並列
[00:07:19.040 --> 00:07:20.800]  一個極富有的財主
[00:07:20.800 --> 00:07:28.440]  他住在圍牆,機車的大閘
[00:07:28.440 --> 00:07:32.360]  另一個是極衰照顧的病人
[00:07:32.360 --> 00:07:37.240]  財主死後享陰間受苦,貧窮者死後享天堂享福
[00:07:37.240 --> 00:07:39.960]  這是否肯定貧窮貶抑財富呢?
[00:07:39.960 --> 00:07:41.640]  不是啊
[00:07:41.640 --> 00:07:45.800]  因為聖經中很多敬畏上帝的人都是有錢的
[00:07:45.800 --> 00:07:50.280]  阿伯蘭金銀生出極多
[00:07:50.280 --> 00:07:53.240]  約伯是東方最富有的
[00:07:53.240 --> 00:07:55.800]  所羅門是富甲一方
[00:07:55.800 --> 00:07:57.760]  而斯帖是皇后
[00:07:57.760 --> 00:07:59.400]  菲利門是奴隸主
[00:07:59.400 --> 00:08:01.480]  阿利西姆是主人
[00:08:01.480 --> 00:08:04.280]  呂底亞是高檔的布商
[00:08:04.280 --> 00:08:06.920]  他賣的布是紫色的
[00:08:06.920 --> 00:08:08.760]  高檔的布商
[00:08:08.760 --> 00:08:14.840]  耶穌埋葬的墓園是一個有錢人約失的墓園
[00:08:14.840 --> 00:08:19.120]  另一方面,聖經又說到懶惰是使人貧窮的
[00:08:19.120 --> 00:08:21.440]  《金言十章》第四節
[00:08:21.440 --> 00:08:24.520]  「懶散的手使人貧窮」
[00:08:24.520 --> 00:08:26.000]  全套書第十章十八節
[00:08:26.000 --> 00:08:33.800]  「因人懶惰房屋塌下,因人手懶房屋滴漏」
[00:08:33.800 --> 00:08:40.160]  所以聖經沒有高舉貧窮,貶抑財富
[00:08:40.160 --> 00:08:44.640]  我們要留意的是,賢職是天國的記號
[00:08:44.640 --> 00:08:47.960]  財主的問題不是擁有財富
[00:08:47.960 --> 00:08:54.880]  而是沒有用財富連輸需要幫助的人
[00:08:54.880 --> 00:08:58.320]  當時的習慣就是當一個人不可以照顧自己
[00:08:58.320 --> 00:09:05.400]  很需要人照顧的時候,就將財富拿到有錢人的門口
[00:09:05.400 --> 00:09:11.680]  這是當時所謂福利的保障制度
[00:09:11.680 --> 00:09:15.760]  有錢人就可能將需要幫助的人
[00:09:15.760 --> 00:09:19.400]  從門口拿到自己的柴房或者小屋
[00:09:19.400 --> 00:09:25.720]  用他可以用的資源,譬如伏筆、財產來幫助這個人
[00:09:25.720 --> 00:09:28.440]  當時的制度是這樣的
[00:09:28.440 --> 00:09:30.920]  所以當拉撒路在門口等候的時候
[00:09:30.920 --> 00:09:38.320]  其實是期望他被接納,幫助拉撒路
[00:09:38.320 --> 00:09:42.200]  聖經時時用賢職表示天國
[00:09:42.200 --> 00:09:45.760]  耶穌以瑞利和罪人坐職
[00:09:45.760 --> 00:09:49.200]  法利塞人和民師在同耶穌的門口發怨言
[00:09:49.200 --> 00:09:54.280]  為何瑞利和罪人和你們吃飯呢?
[00:09:54.280 --> 00:09:58.760]  《盧家十四章》說到天國好像大敗筵席
[00:09:58.760 --> 00:10:01.840]  所有人都被邀請來參與這個筵席
[00:10:01.840 --> 00:10:07.080]  神一國是歡迎所有人的
[00:10:07.080 --> 00:10:13.360]  十五章浪子歸家,父親設宴,很開心
[00:10:13.360 --> 00:10:16.200]  但是大兒子就不開心,不開心
[00:10:16.200 --> 00:10:18.720]  我不參加
[00:10:18.720 --> 00:10:24.680]  浪子花博你的錢,你還和他設宴?
[00:10:24.680 --> 00:10:26.440]  上帝的心就是這樣
[00:10:26.440 --> 00:10:30.040]  浪子歸家,上帝很開心,設宴
[00:10:30.040 --> 00:10:33.680]  但是整個比喻裡面
[00:10:33.680 --> 00:10:41.000]  財主是拒絕和拉撒路一同坐職
[00:10:41.000 --> 00:10:43.880]  我們用賢職表示我們的信仰
[00:10:43.880 --> 00:10:46.480]  我們有聖餐的崇拜
[00:10:46.480 --> 00:10:49.280]  聖餐是上帝設的賢職
[00:10:49.280 --> 00:10:55.080]  我們離世之後都賦予上帝的賢職
[00:10:55.080 --> 00:10:58.680]  耶穌再回來的時候有羔羊的賢職
[00:10:58.680 --> 00:11:04.600]  我們留意聖經形容拉撒路是「滿身生倉」
[00:11:04.600 --> 00:11:07.600]  意思就是被視為不潔的
[00:11:07.600 --> 00:11:12.000]  財主可以當拉撒路生倉是不潔淨的
[00:11:12.000 --> 00:11:14.720]  不讓他進來
[00:11:14.720 --> 00:11:17.920]  但是財主沒有想到他生倉是一個痛苦
[00:11:17.920 --> 00:11:20.840]  我要減輕他的痛苦,我要醫治他的疾病
[00:11:20.840 --> 00:11:22.680]  沒有想到這件事
[00:11:22.680 --> 00:11:28.200]  所以經文提到很特別是狗舔他的倉
[00:11:28.200 --> 00:11:30.720]  狗舔的倉是讓他舒服的
[00:11:30.720 --> 00:11:34.360]  這裡提到上帝憐憫拉撒路
[00:11:34.360 --> 00:11:39.440]  派來一個動物醫生治療他,安慰他
[00:11:39.440 --> 00:11:46.480]  讓他不孤單,讓他很有憐憫
[00:11:46.480 --> 00:11:48.920]  在整個比喻裡面,你留意
[00:11:48.920 --> 00:11:52.040]  財主是沒有名字的
[00:11:52.040 --> 00:11:55.040]  沒有名字的意思就是不被上帝紀念的
[00:11:55.040 --> 00:12:02.040]  一個只擁有財富,不肯看到有需要的人施捨,幫助別人
[00:12:02.040 --> 00:12:05.200]  上帝不會紀念的
[00:12:05.200 --> 00:12:09.360]  反而上帝紀念這個需要幫助的拉撒路
[00:12:09.360 --> 00:12:14.120]  詩篇的經科提到他賜食物給飢餓的人
[00:12:14.120 --> 00:12:16.800]  他扶起被壓下的人
[00:12:16.800 --> 00:12:23.360]  他扶持孤兒和寡婦,卻使惡人的道路彎曲
[00:12:23.360 --> 00:12:26.680]  相對好撒瑪利亞人的故事
[00:12:26.680 --> 00:12:30.200]  作為過客路經的撒瑪利亞人
[00:12:30.200 --> 00:12:34.160]  見到有客人在地下被強盜打到半死
[00:12:34.160 --> 00:12:41.040]  雖然趕路,但立刻用隨身帶來的油和酒包裹傷口
[00:12:41.040 --> 00:12:44.760]  將傷者扶上自己的傷口,帶往旅館
[00:12:44.760 --> 00:12:47.080]  交付所需的費用
[00:12:47.080 --> 00:12:51.360]  吩咐店主好好照顧病人、傷者
[00:12:51.360 --> 00:12:56.480]  會程的時候,我會再來看他,並且補上所需的費用
[00:12:56.480 --> 00:12:58.800]  一位完全不相識的過客
[00:12:58.800 --> 00:13:04.080]  尚且如此悉心照顧不幸的人
[00:13:04.080 --> 00:13:08.280]  聖經又記載,這個拉薩路
[00:13:08.280 --> 00:13:14.400]  期望要得財主卓子叼下來零碎的充饑
[00:13:14.400 --> 00:13:17.280]  其實是一個含義的
[00:13:17.280 --> 00:13:21.800]  哪些人、哪些動物
[00:13:21.800 --> 00:13:24.880]  期待卓子叼下來的充饑,就是那個狗
[00:13:24.880 --> 00:13:26.520]  家裡的狗
[00:13:26.520 --> 00:13:31.320]  牠們吃的東西就是在卓子叼下來的碎渣兒
[00:13:31.320 --> 00:13:34.800]  這個財主是屍體
[00:13:34.800 --> 00:13:40.120]  拉薩路是犬類,是外邦人
[00:13:40.120 --> 00:13:43.720]  他是外邦人,他不配跟我坐直
[00:13:43.720 --> 00:13:48.080]  記得福音書馬太十五章說
[00:13:48.080 --> 00:13:52.440]  一個加蘭的婦人,是求耶穌醫好她女兒的病
[00:13:52.440 --> 00:13:55.480]  要給鬼婦耶穌醫好她的病
[00:13:55.480 --> 00:13:59.560]  耶穌讀說,不要拿兒女的病丟給狗吃
[00:13:59.560 --> 00:14:01.360]  這個婦人很有信心
[00:14:01.360 --> 00:14:07.360]  她說,狗都吃主人從卓子叼下來的碎渣兒
[00:14:07.360 --> 00:14:11.920]  耶穌大讚她的信心,醫好她的女兒
[00:14:11.920 --> 00:14:15.000]  第三,這裡強調
[00:14:15.000 --> 00:14:21.320]  離世之後,這個拉薩路去到阿巴羅罕的懷中
[00:14:21.320 --> 00:14:26.040]  這個懷中是形容什麼呢?是延寂的姿態
[00:14:26.040 --> 00:14:31.800]  以前吃飯圍著的卓子,是靠在其他人的胸懷那裡
[00:14:31.800 --> 00:14:37.520]  所以耶穌最後晚餐,一個愛耶穌所愛的門徒,是靠在耶穌的胸懷那裡
[00:14:37.520 --> 00:14:43.760]  生前,財主派他拉薩路不可以參與延寂
[00:14:43.760 --> 00:14:46.720]  死後,那幅圖畫就是
[00:14:46.720 --> 00:14:51.760]  立即拉薩路去到延寂裡面
[00:14:51.760 --> 00:14:56.480]  在阿巴羅罕的懷中
[00:14:56.480 --> 00:15:01.040]  阿巴羅罕在猶太人的眼中
[00:15:01.040 --> 00:15:03.120]  是一個好客
[00:15:03.120 --> 00:15:07.040]  他曾經接待三個天使
[00:15:07.040 --> 00:15:11.440]  索多瑪、俄摩拉是沒有接待天使的
[00:15:11.440 --> 00:15:16.280]  所以阿巴羅罕的懷中就是象徵一個好客
[00:15:16.280 --> 00:15:24.360]  一個延寂,接待,被拒絕的拉薩路
[00:15:24.360 --> 00:15:28.440]  拉薩路的名字是什麼意思呢?
[00:15:28.440 --> 00:15:32.360]  名字是「恩慈憐恤」的意思
[00:15:32.360 --> 00:15:36.840]  財主在陰間求上帝憐憫他,可憐我
[00:15:36.840 --> 00:15:40.080]  我早在阿巴羅罕,可憐我
[00:15:40.080 --> 00:15:48.400]  差遣拉薩路給我一些水,點一下他的舌頭,很熱,很痛苦
[00:15:48.400 --> 00:15:56.040]  但是神一早已經將憐憫差向財主
[00:15:56.040 --> 00:16:01.520]  拉薩路就是上帝給財主的憐憫,但拒絕拉薩路
[00:16:01.520 --> 00:16:05.920]  八福中提出一個福氣就是
[00:16:05.920 --> 00:16:10.240]  「憐恤人也有福料,因為他們必蒙憐恤」
[00:16:10.240 --> 00:16:16.840]  如果財主憐恤拉薩路,進而幫助其他有需要的人
[00:16:16.840 --> 00:16:24.400]  結果他慢慢明白,原來用錢幫助人是更有意義的
[00:16:24.400 --> 00:16:28.280]  用錢天天奢華賢樂
[00:16:28.280 --> 00:16:32.240]  上帝差遣拉薩路,他代表憐憫憐恤
[00:16:32.240 --> 00:16:36.080]  是給財主,希望他得到憐恤
[00:16:36.080 --> 00:16:41.320]  脫離天天奢華賢樂的習慣
[00:16:41.320 --> 00:16:43.920]  天天奢華賢樂是挺辛苦的
[00:16:43.920 --> 00:16:50.720]  血壓高、糖尿,其實是一種折磨,天天奢華賢樂
[00:16:50.720 --> 00:16:54.680]  為何他會天天奢華賢樂呢?你想想
[00:16:54.680 --> 00:16:59.400]  會不會是一種心理的補償呢?
[00:16:59.400 --> 00:17:04.480]  他會覺得很空虛,怎樣表示自己有滿足呢?
[00:17:04.480 --> 00:17:11.160]  就是炫耀自己的財富,天天奢華賢樂
[00:17:11.160 --> 00:17:16.080]  上帝差遣拉薩路在他面前,是憐憫他
[00:17:16.080 --> 00:17:22.240]  這就是良弊驅逐劣弊
[00:17:22.240 --> 00:17:27.000]  但是劣弊可以隨時同樣驅逐良弊
[00:17:27.000 --> 00:17:31.840]  當你心中充滿著奢華賢樂、炫耀財富的時候
[00:17:31.840 --> 00:17:34.240]  可能你不會憐憫他
[00:17:34.240 --> 00:17:36.160]  當你心中憐憫他的時候
[00:17:36.160 --> 00:17:43.120]  可能會幫你學習善用財富,脫離奢華賢樂
[00:17:43.120 --> 00:17:47.240]  所以蘇格蘭一位出名的講員
[00:17:47.240 --> 00:17:51.680]  他有一本書,有一篇講章,《貫其名》
[00:17:51.680 --> 00:17:56.920]  它的名字是《The Repulsive Power of a New Affection》
[00:17:56.920 --> 00:18:04.920]  就是說,新的愛慕,有種力量排斥舊的戀情
[00:18:04.920 --> 00:18:08.040]  應該翻譯為新歡排舊愛
[00:18:08.040 --> 00:18:11.600]  不過這個名字,可能有點不好的聯想
[00:18:11.600 --> 00:18:19.040]  我翻譯為新愛軒輪,會絕舊戀
[00:18:19.040 --> 00:18:25.160]  當我們愛慕上帝的話語,追求公義,追求憐惜的時候
[00:18:25.160 --> 00:18:28.400]  我們心裡面有種力量,可以排斥他
[00:18:28.400 --> 00:18:33.160]  誘惑,炫耀財富也好,奢華賢樂也好
[00:18:33.160 --> 00:18:36.120]  或者排斥他的權力
[00:18:36.120 --> 00:18:39.640]  排斥他很多不應該有的念頭
[00:18:39.640 --> 00:18:44.720]  良弊可以驅逐惡弊
[00:18:44.720 --> 00:18:54.320]  我們要看清楚,這個財主是否真的在陰間的時候悔改呢?
[00:18:54.320 --> 00:18:57.760]  如果我們看聖經,他沒有悔改的
[00:18:57.760 --> 00:19:01.600]  為甚麼呢?因為他在陰間見拉撒路的時候
[00:19:01.600 --> 00:19:04.360]  仍然好像當他是生前的財主
[00:19:04.360 --> 00:19:09.400]  拉撒路請他過來點一點水給我
[00:19:09.400 --> 00:19:15.160]  拉撒路,你回去我五個兄弟裡面,告訴他們
[00:19:15.160 --> 00:19:17.720]  不要來這個地方
[00:19:17.720 --> 00:19:21.720]  他沒有見到拉撒路的時候,說對不起
[00:19:21.720 --> 00:19:23.840]  拉撒路,對不起
[00:19:23.840 --> 00:19:26.160]  我好後悔
[00:19:26.160 --> 00:19:28.880]  生前我沒有好好對你
[00:19:28.880 --> 00:19:34.720]  我沒有讓你進來我的柴房,小屋,照顧你
[00:19:34.720 --> 00:19:37.360]  我就是讓你在門口那裡
[00:19:37.360 --> 00:19:40.760]  每天就吃狗吃的狗糧
[00:19:40.760 --> 00:19:44.520]  我試你的瘡,滿身瘡,是不見的
[00:19:44.520 --> 00:19:47.240]  我沒有體會你的瘡的痛楚
[00:19:47.240 --> 00:19:51.920]  他沒有感覺對不起拉撒路
[00:19:51.920 --> 00:19:57.440]  反而很像,你來幫點點水給我,我又來
[00:19:57.440 --> 00:19:58.680]  所以我沒有那麼痛苦
[00:19:58.680 --> 00:20:02.960]  你去,去告訴我的五兄弟,不要來這裡
[00:20:02.960 --> 00:20:07.880]  實際上,有沒有可能真的去告訴他的五兄弟
[00:20:07.880 --> 00:20:14.720]  他的五兄弟就悔改呢?有沒有呢?
[00:20:14.720 --> 00:20:24.080]  你看看,江耶穌醫好,馬大的弟弟,拉撒路,又是叫拉撒路的時候
[00:20:24.080 --> 00:20:31.200]  那幫祭司長,民視,有什麼反應呢?
[00:20:31.200 --> 00:20:37.680]  沒有反應,反而他決心從此之後,除掉耶穌
[00:20:37.680 --> 00:20:44.440]  所以真正復活的人,見到復活的事件,不一定悔改的
[00:20:44.440 --> 00:20:48.720]  反而硬了心,要殺耶穌
[00:20:48.720 --> 00:20:53.040]  所以聖經說,阿巴拉罕和財主說
[00:20:53.040 --> 00:21:02.440]  「你我之間有深淵限定」,深淵限定是什麼意思呢?
[00:21:02.440 --> 00:21:08.640]  這個字英文叫cosm,C-H-A-S-M,cosm是裂縫的意思
[00:21:08.640 --> 00:21:15.480]  從未用這個字表述天堂地獄的雄溝,沒有用過的
[00:21:15.480 --> 00:21:20.080]  這個字的意思就是在平面的裂縫
[00:21:20.080 --> 00:21:27.320]  完全不同的,相反的人生觀,價值觀,世界觀
[00:21:27.320 --> 00:21:33.360]  見到復活的事件,你不肯悔改
[00:21:33.360 --> 00:21:39.520]  就當這是一個時機,要殺了耶穌
[00:21:39.520 --> 00:21:44.400]  不是想著悔改的,是想著要起殺機的
[00:21:44.400 --> 00:21:53.600]  這個不悔改的人,他永遠不悔改,除非真的悔改
[00:21:53.600 --> 00:21:58.080]  「深淵立限定,勢不兩立」
[00:21:58.080 --> 00:22:04.000]  一個被視為浪漫主義的先驅詩人的作家William Blake
[00:22:04.000 --> 00:22:09.040]  威廉·布萊克,他寫了一本書叫《天堂與地獄替分》
[00:22:09.040 --> 00:22:12.520]  《The Marriage of Heaven and Hell》
[00:22:12.520 --> 00:22:18.280]  這本書很薄,他認為人是與生俱來,有地獄的賜慾
[00:22:18.280 --> 00:22:22.360]  我們有一些慾念,是地獄的賜慾
[00:22:22.360 --> 00:22:26.520]  同時也希望在地上建立天堂
[00:22:26.520 --> 00:22:29.280]  這是神的計劃
[00:22:29.280 --> 00:22:34.240]  透過發展適應和昇華,可以去無全清
[00:22:34.240 --> 00:22:37.480]  邪惡慢慢對變成善良
[00:22:37.480 --> 00:22:39.960]  這是他的看法
[00:22:39.960 --> 00:22:43.400]  路易斯·C.S. Lewis寫了另一本書《大離婚》
[00:22:43.400 --> 00:22:45.760]  《The Great Divorce》
[00:22:45.760 --> 00:22:50.600]  他回應,他指出自然的發展,觀察全世界的發展
[00:22:50.600 --> 00:22:56.960]  就像樹幹生出奇出的樹枝,再奇出的樹枝
[00:22:56.960 --> 00:23:02.960]  就不像河流的百川共會的河流
[00:23:02.960 --> 00:23:07.040]  時間是不可以醫治邪惡的
[00:23:07.040 --> 00:23:10.320]  詛咒要慢慢解除
[00:23:10.320 --> 00:23:13.240]  人要改邪歸正
[00:23:13.240 --> 00:23:17.520]  這本書是透過夢境,一個發夢
[00:23:17.520 --> 00:23:22.720]  說到人離世之後,坐著巴士開往地獄的種種見聞
[00:23:22.720 --> 00:23:24.960]  聖靈和魔鬼
[00:23:24.960 --> 00:23:30.120]  嚮往天堂的人和嚮往地獄的人,都是書中的主角
[00:23:30.120 --> 00:23:32.480]  路易斯說得很好
[00:23:32.480 --> 00:23:37.560]  不過最後只有兩種人,一種是對上帝說
[00:23:37.560 --> 00:23:40.440]  「願你的旨意成就」
[00:23:40.440 --> 00:23:43.800]  另一種人是上帝對他們說
[00:23:43.800 --> 00:23:47.720]  「願你的旨意成就」
[00:23:47.720 --> 00:23:51.400]  往地獄的人都是自己的選擇
[00:23:51.400 --> 00:23:54.200]  沒有自己的選擇就沒有地獄
[00:23:54.200 --> 00:24:01.400]  因為凡尋找的人就尋見,凡叩門的人就開門
[00:24:01.400 --> 00:24:05.920]  往地獄的人是不想看天堂的,因為水土不服
[00:24:05.920 --> 00:24:08.920]  有些人行為怪異恐怖
[00:24:08.920 --> 00:24:12.040]  普通人看來是地獄的行徑
[00:24:12.040 --> 00:24:14.640]  景蕩天堂的樂趣
[00:24:14.640 --> 00:24:18.440]  吸毒、殘暴、扭曲的性行為
[00:24:18.440 --> 00:24:24.480]  有些人在白天行為像天堂,晚上的行為就像地獄
[00:24:24.480 --> 00:24:29.080]  有些人披上天堂的外衣,內心是地獄
[00:24:29.080 --> 00:24:36.360]  這些人是杜貌岸然、骨子裡、犬、馬門
[00:24:36.360 --> 00:24:43.520]  和權力的心魔盤踞其思想、蠶食其良心
[00:24:43.520 --> 00:24:47.840]  他們追求「願我的旨意成就」
[00:24:47.840 --> 00:24:51.680]  他們排拒甚至敵對或迫害
[00:24:51.680 --> 00:24:57.120]  那些向上帝說的「願你的旨意成就」的人
[00:24:57.120 --> 00:25:00.920]  這本書裡面提到人離世之後
[00:25:00.920 --> 00:25:08.960]  才可以清楚看出人世間種種遭遇背後的原因
[00:25:08.960 --> 00:25:12.600]  明白世上的苦痛有時是偽裝的祝福
