
[00:00:00.000 --> 00:00:04.320]  今日分享的題目叫做化解危機
[00:02:08.840 --> 00:02:10.920]  裡面是講述一班軍人
[00:02:10.920 --> 00:02:13.320]  他們想引起政府
[00:02:13.320 --> 00:02:16.200]  對那些曾經受過不公平對待的軍人
[00:02:16.200 --> 00:02:19.080]  於是他們威脅要用化學武器
[00:02:19.080 --> 00:02:21.400]  去摧毀三藩市
[00:02:21.400 --> 00:02:24.480]  最後是靠兩個很不起眼的人
[00:02:24.480 --> 00:02:26.440]  拯救了三藩市
[00:02:26.440 --> 00:02:31.760]  一個是被監禁了幾十年的前英國特務
[00:02:31.760 --> 00:02:36.520]  另一個是完全沒有實戰經驗的化學博士
[00:02:36.520 --> 00:02:38.760]  靠著這兩個很不起眼的人
[00:02:38.760 --> 00:02:41.680]  瓦解了三藩市的危機
[00:02:41.680 --> 00:02:45.680]  最後一幕就是帶著化學武器的火箭
[00:02:45.680 --> 00:02:49.640]  大家記得飛飛飛飛飛到三藩市
[00:02:49.640 --> 00:02:53.080]  本來要著陸在一個幾萬人的球場裡
[00:02:53.080 --> 00:02:55.520]  就是靠著這兩個不起眼的人
[00:02:55.520 --> 00:02:59.080]  火箭最後一刻掉進海裡
[00:02:59.080 --> 00:03:00.520]  沒事了
[00:03:00.520 --> 00:03:02.400]  所以是一些很不起眼的人
[00:03:02.400 --> 00:03:05.240]  去化解了這個危機
[00:03:05.240 --> 00:03:07.720]  講起我最喜歡的英國
[00:03:07.720 --> 00:03:11.160]  一定要講一下以下這個人物
[00:03:11.160 --> 00:03:13.720]  就是特務昂J
[00:03:13.720 --> 00:03:15.800]  特務昂J很有趣
[00:03:15.800 --> 00:03:17.360]  他做事傻傻的
[00:03:17.360 --> 00:03:19.160]  其實他自己做了什麼都不太知道
[00:03:19.160 --> 00:03:21.560]  但是他傻傻的做了一些不太知道的事
[00:03:21.560 --> 00:03:24.840]  在裡面又拯救了地球
[00:03:24.840 --> 00:03:26.040]  在現實生活裡面
[00:03:26.040 --> 00:03:28.440]  我有時候看過一些新聞報告
[00:03:28.440 --> 00:03:30.200]  說有些很不起眼的人
[00:03:30.200 --> 00:03:32.440]  都可以化解了很大的危機
[00:03:32.440 --> 00:03:34.840]  其中有一次就說在外國
[00:03:34.840 --> 00:03:38.240]  有一個媽媽被人闖入了她家
[00:03:38.240 --> 00:03:42.200]  被那些匪徒襲擊和綁起了
[00:03:42.200 --> 00:03:45.000]  但是她那個是讀小學的女兒
[00:03:45.000 --> 00:03:47.280]  靜靜的走上去
[00:03:47.280 --> 00:03:48.800]  打電話給警察
[00:03:48.800 --> 00:03:52.400]  有人綁架了我媽媽 我媽媽現在在哪裡
[00:03:52.400 --> 00:03:54.800]  就靠著這個小女孩
[00:03:54.800 --> 00:03:58.640]  就為媽媽化解了危機
[00:03:58.640 --> 00:04:01.800]  今天我們去到《薩姆爾基上》第25章
[00:04:01.800 --> 00:04:05.640]  以往我們都看到大衛經歷不同的危機
[00:04:05.640 --> 00:04:07.960]  這次是他的信仰生命裡面
[00:04:07.960 --> 00:04:09.640]  在經歷這個危機
[00:04:09.640 --> 00:04:11.080]  阿神又讓一個
[00:04:11.080 --> 00:04:13.000]  原本好像不太不起眼的人
[00:04:13.000 --> 00:04:15.800]  去為他化解了這個危機
[00:04:15.800 --> 00:04:18.040]  有時候我們自己的信仰生命
[00:04:18.040 --> 00:04:20.240]  我們可能都經歷了一些危機
[00:04:20.240 --> 00:04:23.880]  我們又如何去化解這些信仰生命的危機呢
[00:04:23.880 --> 00:04:26.760]  今天很想藉著25章裡面的經文
[00:04:26.760 --> 00:04:28.960]  跟大家學習三個功課
[00:04:28.960 --> 00:04:32.600]  開始的時候我們首先看看這段聖經的背景
[00:04:32.600 --> 00:04:35.400]  我們首先一起讀第二到第三節
[00:04:35.400 --> 00:04:36.920]  我們一起讀一二三
[00:04:36.920 --> 00:04:39.240]  在馬雲有一個人
[00:04:39.240 --> 00:04:43.560]  他的產業在加密是一個大富戶
[00:04:43.560 --> 00:04:47.080]  有三千綿羊 一千山羊
[00:04:47.080 --> 00:04:49.600]  他正在加密剪羊毛
[00:04:49.600 --> 00:04:51.640]  那人名叫喇叭
[00:04:51.640 --> 00:04:53.400]  是加勒族的人
[00:04:53.400 --> 00:04:55.920]  他的妻名叫雅美蓋
[00:04:55.920 --> 00:04:58.640]  是聰明俊美的婦人
[00:04:58.640 --> 00:05:01.560]  喇叭為人光辟空惡
[00:05:01.560 --> 00:05:04.080]  這裡開始講到兩個人
[00:05:04.080 --> 00:05:05.400]  第一個叫喇叭
[00:05:05.400 --> 00:05:07.680]  這個是大有錢人
[00:05:07.680 --> 00:05:11.240]  有三千隻綿羊 一千隻山羊
[00:05:11.240 --> 00:05:14.480]  其實喇叭的意思就是愚蠢
[00:05:14.480 --> 00:05:16.880]  以及沒有sense(知識)
[00:05:16.880 --> 00:05:19.280]  所以不要稱呼我喇叭
[00:05:19.280 --> 00:05:21.720]  這裡有另外一個角色
[00:05:21.720 --> 00:05:24.000]  另外一個角色叫做雅美蓋
[00:05:24.000 --> 00:05:28.080]  雅美蓋是聖經說她是一個聰明俊美的婦人
[00:05:28.080 --> 00:05:31.720]  而雅美蓋的意思是父親的喜樂
[00:05:31.720 --> 00:05:33.120]  我們繼續看下去好不好
[00:05:33.120 --> 00:05:35.320]  我們看第四到第八節
[00:05:35.320 --> 00:05:37.000]  我們一起讀一二三
[00:05:37.000 --> 00:05:40.120]  大衛在旷野聽見說
[00:05:40.120 --> 00:05:42.040]  喇叭剪羊毛
[00:05:42.040 --> 00:05:44.640]  大衛就打發十個牧人
[00:05:44.640 --> 00:05:46.320]  吩咐他們說
[00:05:46.320 --> 00:05:49.240]  你們想加密去見喇叭
[00:05:49.240 --> 00:05:51.680]  提我的名問他安
[00:05:51.680 --> 00:05:53.960]  要對那富戶如此說
[00:05:53.960 --> 00:05:57.280]  願你平安 願你家平安
[00:05:57.280 --> 00:06:00.480]  願你一切所有的都平安
[00:06:00.480 --> 00:06:04.120]  現在我聽說有人為你剪羊毛
[00:06:04.120 --> 00:06:08.840]  你的僕人在加密的時候和我們在一處
[00:06:08.840 --> 00:06:11.480]  我們沒有欺負他們
[00:06:11.480 --> 00:06:14.400]  他們也未曾失落什麼
[00:06:14.400 --> 00:06:18.280]  可以問你的僕人 他們必告訴你
[00:06:18.280 --> 00:06:22.120]  所以願我的僕人在你眼前蒙恩
[00:06:22.120 --> 00:06:24.760]  因為是在好日子來的
[00:06:24.760 --> 00:06:29.920]  求你隨手取點賜予僕人和你兒子大衛
[00:06:29.920 --> 00:06:32.800]  這裡告訴我們是剪羊毛
[00:06:32.800 --> 00:06:36.120]  就是一個收割的時間
[00:06:36.120 --> 00:06:39.880]  而大衛就打發人去喇叭
[00:06:39.880 --> 00:06:42.840]  問喇叭可不可以給一些食物的供應
[00:06:42.840 --> 00:06:45.640]  給大衛和跟隨他的人
[00:06:45.640 --> 00:06:47.800]  這裡其實聖經告訴我們
[00:06:47.800 --> 00:06:50.160]  這裡也有說到第十六節
[00:06:50.160 --> 00:06:54.880]  是告訴我們當喇叭的牧羊人牧羊的時候
[00:06:54.880 --> 00:06:57.560]  其實大衛和跟隨他的人
[00:06:57.560 --> 00:07:00.320]  就夜作他們的保障
[00:07:00.320 --> 00:07:02.760]  為什麼需要成為他們的保障呢?
[00:07:02.760 --> 00:07:08.960]  因為當時當你出去牧羊和放羊的時候
[00:07:08.960 --> 00:07:11.520]  會有些人走來攻擊你的
[00:07:11.520 --> 00:07:14.000]  他們會攻擊你的牧羊
[00:07:14.000 --> 00:07:16.400]  為什麼? 他們想搶你的羊
[00:07:16.400 --> 00:07:21.800]  但是當時大衛保護了喇叭
[00:07:21.800 --> 00:07:24.760]  他的牧羊人和他們的羊
[00:07:24.760 --> 00:07:29.120]  所以在這個時候大衛就打發人去見喇叭
[00:07:29.120 --> 00:07:32.600]  希望喇叭可以供應一些食物
[00:07:32.600 --> 00:07:35.640]  給大衛和跟隨大衛的人
[00:07:35.640 --> 00:07:38.280]  面對這個要求
[00:07:38.280 --> 00:07:41.280]  喇叭的回應又是什麼呢?
[00:07:41.280 --> 00:07:43.720]  我們一起看第九節到第十一節
[00:07:43.720 --> 00:07:45.320]  一二三
[00:07:45.320 --> 00:07:47.520]  大衛的牧人到了
[00:07:47.520 --> 00:07:51.960]  將這話題大衛的名都告訴了喇叭
[00:07:51.960 --> 00:07:54.680]  就住了口
[00:07:54.680 --> 00:07:57.520]  喇叭回答大衛的牧人說
[00:07:57.520 --> 00:07:58.720]  大衛是誰?
[00:07:58.720 --> 00:08:00.720]  耶西的兒子是誰?
[00:08:00.720 --> 00:08:05.080]  近來叛逆主人圖賓的牧人甚多
[00:08:05.080 --> 00:08:09.760]  我豈可將飲食和餵我剪羊毛所宰的肉
[00:08:09.760 --> 00:08:13.520]  給我不知道從那裡來的人
[00:08:13.520 --> 00:08:17.320]  面對大衛這個要求喇叭的回應是怎樣呢?
[00:08:17.320 --> 00:08:19.840]  他不單止拒絕大衛
[00:08:19.840 --> 00:08:22.400]  他更加侮辱你
[00:08:22.400 --> 00:08:25.000]  他說大衛是誰?
[00:08:25.000 --> 00:08:27.880]  耶西的兒子是誰?
[00:08:27.880 --> 00:08:29.120]  他不單止侮辱大衛
[00:08:29.120 --> 00:08:30.880]  還要侮辱他爸爸
[00:08:30.880 --> 00:08:33.840]  其實大衛當時是一個什麼人呢?
[00:08:33.840 --> 00:08:38.560]  其實大家都知道大衛當時是為以色列打聖像的人
[00:08:38.560 --> 00:08:42.280]  我們之前看聖經知道他是為以色列打聖像的人
[00:08:42.280 --> 00:08:47.320]  而大衛也是在保護喇叭和牧羊人和羊的人
[00:08:47.320 --> 00:08:50.240]  面對一個這樣的人對你的要求
[00:08:50.240 --> 00:08:52.080]  你不單止拒絕
[00:08:52.080 --> 00:08:54.360]  還公然地問你是誰?
[00:08:54.360 --> 00:08:55.560]  耶西的兒子是誰?
[00:08:55.560 --> 00:08:59.280]  現在有很多那些牧人叛逆主人離開
[00:08:59.280 --> 00:09:00.840]  不知道你是否其中一個
[00:09:00.840 --> 00:09:03.880]  原來他是這樣去侮辱大衛
[00:09:03.880 --> 00:09:08.040]  喇叭如此粗暴拒絕了大衛的要求
[00:09:08.040 --> 00:09:10.720]  其實他的行為是不值得同情的
[00:09:10.720 --> 00:09:13.320]  因為昔日的習俗
[00:09:13.320 --> 00:09:16.800]  原來如果有客人來到你那裡
[00:09:16.800 --> 00:09:18.960]  其實你是要款待他們的
[00:09:18.960 --> 00:09:20.240]  這是昔日的習俗
[00:09:20.240 --> 00:09:22.560]  如果有客人來到你那裡
[00:09:22.560 --> 00:09:24.000]  無論是什麼情況
[00:09:24.000 --> 00:09:26.960]  其實你都應該按自己有的去款待他們
[00:09:26.960 --> 00:09:29.240]  喇叭是一個很有錢的人
[00:09:29.240 --> 00:09:32.800]  他其實要滿足大衛一點都不困難
[00:09:32.800 --> 00:09:33.760]  很容易
[00:09:33.760 --> 00:09:37.000]  但是他這樣去拒絕了大衛的要求
[00:09:37.000 --> 00:09:39.520]  另外其實大衛不是要他施捨的
[00:09:39.520 --> 00:09:41.560]  因為聖經很清楚告訴我們
[00:09:41.560 --> 00:09:42.920]  一會兒我們都會看
[00:09:42.920 --> 00:09:46.400]  其實大衛是保護了喇叭的牧羊人
[00:09:46.400 --> 00:09:48.080]  和保護了喇叭的羊
[00:09:48.080 --> 00:09:51.120]  可以說其實喇叭現在有的財富
[00:09:51.120 --> 00:09:57.240]  有一部分都是靠著大衛的保護和警醒而獲得的
[00:09:57.240 --> 00:10:02.120]  所以面對喇叭如此粗暴的侮辱和回應
[00:10:02.120 --> 00:10:05.080]  究竟大衛的回應又是怎樣呢?
[00:10:05.080 --> 00:10:07.840]  我們今天學的第一個功課
[00:10:07.840 --> 00:10:11.000]  就是要控制我們的怒氣
[00:10:11.000 --> 00:10:14.680]  我們首先一起讀第十二到第十三節
[00:10:14.680 --> 00:10:15.240]  可以讀嗎?
[00:10:15.240 --> 00:10:16.400]  一二三
[00:10:16.400 --> 00:10:20.520]  大衛的僕人就轉身從原路回去
[00:10:20.520 --> 00:10:23.120]  照者話告訴大衛
[00:10:23.120 --> 00:10:25.760]  大衛向跟隨他的人說
[00:10:25.760 --> 00:10:28.440]  你們各人都要帶上刀
[00:10:28.440 --> 00:10:30.600]  眾人就都帶上刀
[00:10:30.600 --> 00:10:32.720]  大衛也帶上刀
[00:10:32.720 --> 00:10:36.360]  跟隨大衛上去的約有四百人
[00:10:36.360 --> 00:10:39.920]  留下二百人看守器具
[00:10:39.920 --> 00:10:42.200]  大衛的回應是甚麼?
[00:10:42.200 --> 00:10:45.000]  「拿架槍!現在四百人一起去打他!」
[00:10:45.000 --> 00:10:49.720]  對不起,我粗暴了一點
[00:10:49.720 --> 00:10:53.560]  意思是我們就帶上刀
[00:10:53.560 --> 00:10:55.920]  帶著四百人一起去攻擊喇叭
[00:10:55.920 --> 00:10:58.080]  可以嗎?
[00:10:58.080 --> 00:11:00.640]  嘩,很生氣,可以嗎?
[00:11:00.640 --> 00:11:03.200]  立架槍,帶著四百人
[00:11:03.200 --> 00:11:06.720]  留下二百人看守器具,可以嗎?
[00:11:06.720 --> 00:11:10.480]  嘩,很激烈
[00:11:10.480 --> 00:11:13.200]  我不知道你們怎樣看待大衛的回應
[00:11:13.200 --> 00:11:15.800]  你可能覺得大衛的回應
[00:11:15.800 --> 00:11:18.760]  我們都可以覺得正常
[00:11:18.760 --> 00:11:20.800]  但是不是真的正常呢?
[00:11:20.800 --> 00:11:25.000]  如果大家記得之前聖經怎樣記載大衛
[00:11:25.000 --> 00:11:28.120]  當掃羅王追殺他的時候
[00:11:28.120 --> 00:11:32.920]  當掃羅王逼迫他的生命,尋索他的命的時候
[00:11:32.920 --> 00:11:35.840]  大衛仍然拒絕傷害掃羅
[00:11:35.840 --> 00:11:37.040]  甚至他說甚麼?
[00:11:37.040 --> 00:11:41.600]  「我斷不可害耶和華的仇高者」
[00:11:41.600 --> 00:11:45.120]  甚至大衛切了掃羅
[00:11:45.120 --> 00:11:49.240]  一小塊布都覺得很內疚
[00:11:49.240 --> 00:11:53.040]  之前大衛切了掃羅的一小塊布都很內疚
[00:11:53.040 --> 00:11:54.960]  但面對著喇叭,他不是想切他一塊布
[00:11:54.960 --> 00:11:57.960]  我要切了喇叭,切了喇叭所有的藍丁
[00:11:57.960 --> 00:12:00.240]  用不著這樣說吧
[00:12:00.240 --> 00:12:02.360]  我們這樣比較的時候就明白
[00:12:02.360 --> 00:12:06.840]  其實大衛控制不了自己的怒氣
[00:12:06.840 --> 00:12:11.520]  如果他真的殺了喇叭和喇叭所有的藍丁
[00:12:11.520 --> 00:12:16.080]  其實他就犯了集體謀殺罪
[00:12:16.080 --> 00:12:18.480]  所以當我們去看這個的時候
[00:12:18.480 --> 00:12:21.120]  我們要學習控制我們的怒氣
[00:12:21.120 --> 00:12:25.960]  當大衛在怒氣中大戰一觸即發
[00:12:25.960 --> 00:12:27.480]  又發生甚麼事呢?
[00:12:27.480 --> 00:12:30.320]  我們看第14節、第17節,可以聽到嗎?
[00:12:30.320 --> 00:12:31.520]  1、2、3
[00:12:31.520 --> 00:12:37.080]  「有喇叭的一個僕人,告訴喇叭的妻,阿彼該說」
[00:12:37.080 --> 00:12:42.400]  「大衛從曠野打發使者,來問我主人的安」
[00:12:42.400 --> 00:12:48.280]  「主人卻辱罵他們,但是那些人待我們甚好」
[00:12:48.280 --> 00:12:52.160]  「我們在田野與他們來往的時候」
[00:12:52.160 --> 00:12:57.080]  「沒有受他們的欺負,也未曾失落甚麼」
[00:12:57.080 --> 00:13:00.560]  「我們在他們那裏牧羊的時候」
[00:13:00.560 --> 00:13:03.680]  「他們晝夜作我們的保障」
[00:13:03.680 --> 00:13:07.840]  「所以你當囚惑,看怎樣行才好」
[00:13:07.840 --> 00:13:12.640]  「不如我還定要臨到我主人和他全家」
[00:13:12.640 --> 00:13:16.760]  「他性情恐怖,無人敢與他說話」
[00:13:16.760 --> 00:13:19.920]  原來有喇叭的僕人來告訴阿彼該
[00:13:19.920 --> 00:13:23.600]  大衛在曠野問主人的安
[00:13:23.600 --> 00:13:26.120]  主人侮辱他
[00:13:26.120 --> 00:13:28.520]  「但是那些人對我們很好」
[00:13:28.520 --> 00:13:32.400]  「我們在田野的時候,他們不但沒有欺負我們」
[00:13:32.400 --> 00:13:35.760]  「而且晝夜作我們的保障」
[00:13:35.760 --> 00:13:42.680]  「所以你要想想,不然禍患就臨到我們主人和我們全家」
[00:13:42.680 --> 00:13:44.880]  而阿彼該的回應又是怎樣呢?
[00:13:44.880 --> 00:13:49.240]  他沒有說「不關我事,我老公搞出來的事我自己搞定」
[00:13:49.240 --> 00:13:52.600]  他不是,我們看看第十八節、第十九節說甚麼
[00:13:52.600 --> 00:13:54.600]  我們一起讀,一二三
[00:13:54.600 --> 00:13:59.240]  「阿彼該急忙將二百餅,兩瓶袋酒」
[00:13:59.240 --> 00:14:04.840]  「五隻收拾好了的藥,五細瓦控好了的碎紙」
[00:14:04.840 --> 00:14:08.600]  「一百桃桃餅,二百無花果餅」
[00:14:08.600 --> 00:14:10.520]  「都汰在爐上」
[00:14:10.520 --> 00:14:15.640]  「對僕人說,你們前頭走,我隨著你們去」
[00:14:15.640 --> 00:14:19.640]  「這時他卻沒有告訴喇叭」
[00:14:19.640 --> 00:14:26.760]  他立即不敢躲慢,準備了餅、酒、桃桃餅、無花果餅
[00:14:26.760 --> 00:14:29.480]  準備去迎見大衛
[00:14:29.480 --> 00:14:32.040]  今天我們學的第一個功課
[00:14:32.040 --> 00:14:35.560]  是我們要學習控制我們的怒氣
[00:14:35.560 --> 00:14:40.760]  因為有時很少事物可以造成很嚴重的後果
[00:14:40.760 --> 00:14:42.120]  我不知道你有沒有經歷過
[00:14:42.120 --> 00:14:46.840]  有時一個很少的錯誤可以造成很嚴重的後果
[00:14:46.840 --> 00:14:51.480]  我以前做律師時,是負責幫公司嘗試
[00:14:51.480 --> 00:14:55.320]  有一次,當我們已經預備好文件
[00:14:55.320 --> 00:14:58.040]  準備遞上證監會時
[00:14:58.040 --> 00:15:01.240]  我再一次檢查一下文件
[00:15:01.240 --> 00:15:05.400]  我發現原來另一個律師去預備文件時
[00:15:05.400 --> 00:15:08.040]  其中一個文件有一個很少的錯誤
[00:15:08.040 --> 00:15:09.560]  很少的甚麼呢?
[00:15:09.560 --> 00:15:11.080]  他加多了一個零
[00:15:11.080 --> 00:15:17.000]  他只寫多了一個零
[00:15:17.000 --> 00:15:20.360]  我發現的時候很緊張
[00:15:20.360 --> 00:15:24.280]  因為你加多了一個零,究竟那個零是誰給的?
[00:15:24.280 --> 00:15:27.560]  另外在整個上市的過程中
[00:15:27.560 --> 00:15:30.440]  如果一份文件你呈上去
[00:15:30.440 --> 00:15:34.440]  如果你要改換,其實要花很長時間
[00:15:34.440 --> 00:15:37.160]  而花很長時間可能會影響整個上市的時間
[00:15:37.160 --> 00:15:40.600]  因為通常一間公司上市都是很緊密的
[00:15:40.600 --> 00:15:41.880]  你那間公司上不到市
[00:15:41.880 --> 00:15:44.920]  裡面可能要損失的金錢都不只是那個零
[00:15:44.920 --> 00:15:46.680]  幸好發現得早
[00:15:46.680 --> 00:15:48.920]  我們那天下午要送上證監會
[00:15:48.920 --> 00:15:52.920]  早上找到就馬上改,然後再送上去
[00:15:52.920 --> 00:15:58.040]  但有時一些很少的事,可以有很嚴重的後果
[00:15:58.040 --> 00:16:03.240]  所以我們要想,我們今天要學習去控制我們的怒氣
[00:16:03.240 --> 00:16:05.960]  因為如果我們不學習控制我們的怒氣
[00:16:05.960 --> 00:16:09.000]  可能都會造成很嚴重的後果
[00:16:09.000 --> 00:16:11.000]  我曾經聽過一個牧師這樣說
[00:16:11.000 --> 00:16:17.000]  他說有一次在教會裡有一班領袖跟他有一些辯論
[00:16:17.000 --> 00:16:23.160]  在這個辯論裡有一些領袖對他作出了一些不真實的指控
[00:16:23.160 --> 00:16:26.440]  不知道為什麼他面對這些指控,他突然心裡很生氣
[00:16:26.440 --> 00:16:29.320]  他突然本來是在想那件事怎樣去回應
[00:16:29.320 --> 00:16:31.320]  但他一聽到那些不真實的指控的時候
[00:16:31.320 --> 00:16:34.120]  他突然想到「是你不好」
[00:16:34.120 --> 00:16:35.320]  「你性格不好」
[00:16:35.320 --> 00:16:36.200]  「是你不好」
[00:16:36.200 --> 00:16:37.320]  「你品格不好」
[00:16:37.320 --> 00:16:38.200]  「是你不好」
[00:16:38.200 --> 00:16:39.400]  「你想傷害我」
[00:16:39.400 --> 00:16:44.040]  他不斷地在裡面,這些情緒不斷地升溫
[00:16:44.040 --> 00:16:46.040]  其實他很想罵他
[00:16:46.040 --> 00:16:47.000]  「是你不好」
[00:16:47.000 --> 00:16:47.880]  「你誣衊我」
[00:16:47.880 --> 00:16:48.680]  「是你不好」
[00:16:48.680 --> 00:16:49.560]  「你不誠實」
[00:16:49.560 --> 00:16:50.360]  「是你不好」
[00:16:50.360 --> 00:16:51.720]  「你想攻擊我」
[00:16:51.720 --> 00:16:55.640]  但當他剛剛想爆出來的時候
[00:16:55.640 --> 00:16:59.400]  有一個很溫柔的手放在他的手上
[00:16:59.400 --> 00:17:02.920]  不用擔心,那是他的師母
[00:17:02.920 --> 00:17:05.960]  那個很溫柔的手放在他的手上的時候
[00:17:05.960 --> 00:17:08.360]  他突然冷靜下來
[00:17:08.360 --> 00:17:11.800]  他說「我知道我被那個怒氣發作」
[00:17:11.800 --> 00:17:14.680]  他說「我不能想像如果當時」
[00:17:14.680 --> 00:17:16.200]  「怒氣發作之後會怎樣」
[00:17:16.200 --> 00:17:18.200]  「如果一個教會的牧師」
[00:17:18.200 --> 00:17:20.760]  「跟那幫領袖決裂了」
[00:17:20.760 --> 00:17:23.800]  其實不單止可能是那個會議的決裂
[00:17:23.800 --> 00:17:26.760]  下面可能是不同的群體決裂
[00:17:26.760 --> 00:17:29.400]  其實我們也有聽過這樣的事情
[00:17:29.400 --> 00:17:31.560]  就是整個教會散了
[00:17:31.560 --> 00:17:34.440]  原來有時一個的怒氣
[00:17:34.440 --> 00:17:37.000]  可以令到整個教會散了
[00:17:37.000 --> 00:17:38.440]  所以今天我們要小心
[00:17:38.440 --> 00:17:42.120]  有時當我們面對我們生命危機的時候
[00:17:42.120 --> 00:17:45.320]  我們首先要學習控制我們的怒氣
[00:17:45.320 --> 00:17:50.600]  以免我們的怒氣去造成了不能夠挽回的後果
[00:17:50.600 --> 00:17:54.200]  接著我們去到今天學習的第二個功課
[00:17:54.200 --> 00:17:55.640]  今天我們學習第二個功課
[00:17:55.640 --> 00:18:01.480]  是用謙卑、智慧和真理去化解危機
[00:18:01.480 --> 00:18:04.520]  我們首先一起看第20、22節
[00:18:04.520 --> 00:18:05.080]  我們一起讀
[00:18:05.080 --> 00:18:06.360]  1、2、3
[00:18:06.360 --> 00:18:10.520]  「阿比該騎著龍,正下山坡」
[00:18:10.520 --> 00:18:14.920]  「見大衛和跟隨他的人從對面下來」
[00:18:14.920 --> 00:18:17.560]  「阿比該就迎接他們」
[00:18:17.560 --> 00:18:22.920]  「大衛曾說:「我再曠野為那人看守所有的」
[00:18:22.920 --> 00:18:27.320]  「以致他一樣不失落,實在是徒然了」
[00:18:27.320 --> 00:18:29.960]  「他向我,以我報善」
[00:18:29.960 --> 00:18:32.120]  「還屬喇叭的男丁」
[00:18:32.120 --> 00:18:35.160]  「我約留一個到明日早晨」
[00:18:35.160 --> 00:18:38.120]  「願神重重降罰與我」
[00:18:38.120 --> 00:18:40.680]  他告訴我們阿比該怎樣
[00:18:40.680 --> 00:18:42.760]  他去迎接大衛
[00:18:42.760 --> 00:18:45.880]  而21節到22節是一個回帶
[00:18:45.880 --> 00:18:48.120]  他告訴我們大衛曾說
[00:18:48.120 --> 00:18:50.120]  他提醒我們大衛本來說甚麼
[00:18:50.120 --> 00:18:54.440]  他說:「我曠野為那人看守實在是徒然了」
[00:18:54.440 --> 00:18:57.080]  「我看守到他一樣東西都不失落」
[00:18:57.080 --> 00:18:59.400]  「這個人以我報善」
[00:18:59.400 --> 00:19:02.120]  「所以凡是屬喇叭的男丁」
