
[00:00:00.000 --> 00:00:03.880]  今天很高興來到大家當中分享神教話語
[00:01:46.720 --> 00:01:48.000]  Donald Trump總統
[00:01:48.000 --> 00:01:51.040]  就是Baby Boomer的一些典型人版
[00:01:52.040 --> 00:01:55.720]  但是很多如果老一輩戰前出生的人
[00:01:55.720 --> 00:01:59.320]  他們親眼目睹南京大屠殺
[00:01:59.320 --> 00:02:01.120]  納粹的大屠殺
[00:02:01.120 --> 00:02:02.760]  廣島長崎
[00:02:02.760 --> 00:02:04.240]  這一代
[00:02:04.240 --> 00:02:08.600]  其實他們往往人生當中有一個更加基本的終極問題
[00:02:08.600 --> 00:02:10.400]  就是這個世界有沒有神
[00:02:10.400 --> 00:02:13.160]  如果真的存在一個至善
[00:02:13.160 --> 00:02:14.960]  而且全能的神的時候
[00:02:14.960 --> 00:02:17.880]  為什麼世界上有這麼多邪惡的呢?
[00:02:17.880 --> 00:02:20.440]  為什麼神會袖手旁觀呢?
[00:02:20.440 --> 00:02:23.320]  無神論在20世紀中葉
[00:02:23.320 --> 00:02:25.480]  透過共產主義
[00:02:25.480 --> 00:02:26.920]  捲席全球
[00:02:26.920 --> 00:02:30.480]  就是趁著這個歷史的契機
[00:02:30.480 --> 00:02:36.320]  其實今年11月、12月有幾宗頭條新聞
[00:02:36.320 --> 00:02:37.880]  我們很關心的
[00:02:37.880 --> 00:02:39.600]  可能是大埔的大火
[00:02:39.600 --> 00:02:42.160]  聽到雪梨槍擊
[00:02:42.160 --> 00:02:45.640]  甚至最近Brown和MIT的槍擊案
[00:02:45.640 --> 00:02:48.920]  其實我也有些很熟悉的朋友
[00:02:48.920 --> 00:02:51.840]  就是那些子女在Brown
[00:02:51.840 --> 00:02:55.760]  都可能會使人想到同一個問題
[00:02:55.760 --> 00:02:57.280]  是不是天無眼的呢?
[00:02:57.280 --> 00:03:01.320]  Baby Boomer都會想一下神是否存在的
[00:03:01.320 --> 00:03:06.400]  但是他們似乎懂得將這個問題放在追求個人幸福之後
[00:03:06.400 --> 00:03:08.160]  假設如果神的存在
[00:03:08.160 --> 00:03:11.920]  神可以幫我追求我的個人幸福呢?
[00:03:11.920 --> 00:03:14.560]  相對而言
[00:03:14.560 --> 00:03:15.920]  再年輕一點的一代
[00:03:15.920 --> 00:03:17.800]  所謂的Gen X
[00:03:17.800 --> 00:03:20.400]  就是現在45歲到60歲的人
[00:03:20.400 --> 00:03:23.920]  其實有些像他們的祖父母
[00:03:23.920 --> 00:03:25.440]  對他們來說
[00:03:25.440 --> 00:03:26.800]  的確是
[00:03:26.800 --> 00:03:28.200]  神存在嗎?
[00:03:28.200 --> 00:03:31.680]  這個問題是人生最首要的問題
[00:03:31.680 --> 00:03:34.360]  他們的Alpha Question
[00:03:34.360 --> 00:03:35.760]  如何回答
[00:03:35.760 --> 00:03:37.400]  接下來如何過活
[00:03:37.400 --> 00:03:38.760]  就很不一樣了
[00:03:38.760 --> 00:03:41.960]  對無神論的Gen X 來說
[00:03:41.960 --> 00:03:43.760]  接下來的問題就是
[00:03:43.920 --> 00:03:47.560]  如果這個世界有些無情的命運在我面前
[00:03:47.560 --> 00:03:51.920]  趁這個無情的命運還沒搶走我所擁有的一切之前
[00:03:51.920 --> 00:03:53.640]  我可以如何保住它
[00:03:53.640 --> 00:03:57.960]  911這些不可預測的悲劇
[00:03:57.960 --> 00:03:59.720]  發生在我個人身上之前
[00:03:59.720 --> 00:04:01.120]  我可以做些什麼
[00:04:01.120 --> 00:04:04.000]  使我人生可以快樂一點呢?
[00:04:04.000 --> 00:04:09.000]  但是對那些有神論的Gen X 來說
[00:04:09.000 --> 00:04:10.680]  接下來的問題又不同了
[00:04:10.680 --> 00:04:12.520]  無論他們是什麼宗教
[00:04:12.520 --> 00:04:16.040]  因為他們知道世上的邪惡
[00:04:16.040 --> 00:04:17.800]  不僅是需要解釋的
[00:04:17.800 --> 00:04:19.600]  是需要面對的
[00:04:19.600 --> 00:04:22.240]  所以有神論的Gen X
[00:04:22.240 --> 00:04:23.680]  這些X世代的人
[00:04:23.680 --> 00:04:25.680]  他們接下來的問題就是
[00:04:25.680 --> 00:04:27.160]  如果是這樣的話
[00:04:27.160 --> 00:04:29.160]  我人生的使命是什麼呢?
[00:04:29.160 --> 00:04:31.360]  我們要如何去做一些事情
[00:04:31.360 --> 00:04:34.880]  去解決這些邪惡呢?
[00:04:34.880 --> 00:04:36.880]  我的職責是什麼呢?
[00:04:36.880 --> 00:04:40.440]  如果你看看耶穌出生的故事
[00:04:40.440 --> 00:04:43.480]  在《馬太科音》記載的時候
[00:04:43.480 --> 00:04:45.760]  你就看到透過希律王
[00:04:45.760 --> 00:04:48.680]  和這些東方的博學之士
[00:04:48.680 --> 00:04:51.240]  一個強烈的對比
[00:04:51.240 --> 00:04:53.560]  面對同樣一個處境
[00:04:53.560 --> 00:04:56.560]  傳說這個新生王來臨了
[00:04:56.560 --> 00:05:00.800]  希律王和這些東方的博學之士
[00:05:00.800 --> 00:05:03.760]  有完全相反的回應
[00:05:03.760 --> 00:05:06.640]  雖然希律王口說
[00:05:06.640 --> 00:05:09.160]  說會去朝拜這位新生王
[00:05:09.160 --> 00:05:12.200]  其實他是要保住自己
[00:05:12.200 --> 00:05:14.480]  所以他剷除了這個新生王
[00:05:14.480 --> 00:05:19.160]  因為這位新生王威脅到他的王位
[00:05:19.160 --> 00:05:22.160]  所以兩歲以下的男童
[00:05:22.160 --> 00:05:24.160]  一個不留玩偶
[00:05:24.160 --> 00:05:29.760]  重演法老屠殺希伯來男童的歷史
[00:05:29.760 --> 00:05:33.760]  但是對於那些從東方來的博學之士
[00:05:33.760 --> 00:05:35.320]  新生王的來臨
[00:05:35.320 --> 00:05:38.760]  證明了先知所說的話
[00:05:38.760 --> 00:05:42.320]  背後有一個神
[00:05:42.320 --> 00:05:44.320]  這個神是真實的
[00:05:44.320 --> 00:05:47.600]  而且他明顯是歷史的主宰
[00:05:47.600 --> 00:05:50.760]  所以對他們來說是一個很興奮的事情
[00:05:50.760 --> 00:05:52.200]  所以個人來說
[00:05:52.200 --> 00:05:53.800]  這個新生王來臨
[00:05:53.800 --> 00:05:55.160]  就是他們的機會
[00:05:55.160 --> 00:05:58.440]  將禮物帶給這位新生王
[00:05:58.440 --> 00:05:59.760]  讓他們
[00:05:59.760 --> 00:06:02.560]  雖然不是在這裡的人
[00:06:02.560 --> 00:06:05.880]  都可以有機會成為新生王
[00:06:05.880 --> 00:06:09.160]  來到這個世界的使命的一個部分
[00:06:09.160 --> 00:06:12.080]  所以是一個完全不同的反應
[00:06:12.080 --> 00:06:15.880]  就正如今天我們X世代的人
[00:06:15.880 --> 00:06:17.680]  有神和沒有神的人
[00:06:17.680 --> 00:06:20.680]  處世的方法是完全不同的
[00:06:20.680 --> 00:06:22.680]  剛才已經分享了
[00:06:22.680 --> 00:06:25.680]  聖尼安德有一個平安夜的崇拜
[00:06:25.680 --> 00:06:29.680]  主要我們都是唱詩歌、讀經
[00:06:29.680 --> 00:06:31.680]  但是我也打算重複
[00:06:31.680 --> 00:06:33.680]  我剛才跟大家分享的
[00:06:33.680 --> 00:06:35.480]  刺激那些參與的人
[00:06:35.480 --> 00:06:38.280]  對人生終極問題的思考
[00:06:38.280 --> 00:06:40.080]  之後幾個月我們還安排了
[00:06:40.080 --> 00:06:40.880]  有啟發課程
[00:06:40.880 --> 00:06:43.280]  就是Alpha和馬太科目的研讀
[00:06:43.280 --> 00:06:47.480]  如果大家有人在聖尼安德附近
[00:06:47.480 --> 00:06:49.080]  幫忙邀請他們參加
[00:06:49.080 --> 00:06:51.080]  大家都可以來
[00:06:51.080 --> 00:06:53.480]  但我其實是真的覺得
[00:06:53.480 --> 00:06:56.480]  我們有時候需要在科目信息裡面
[00:06:56.480 --> 00:06:58.280]  去找到一個方法
[00:06:58.280 --> 00:07:02.080]  和我們面前的人去產生共鳴
[00:07:02.080 --> 00:07:04.280]  其實我們看到新一波的
[00:07:04.280 --> 00:07:07.280]  來到教會的慕道友和新信徒
[00:07:07.280 --> 00:07:10.280]  他們就好像東方的博學之士
[00:07:10.280 --> 00:07:12.280]  自己走上門
[00:07:12.280 --> 00:07:13.880]  來到教會他們的目的
[00:07:13.880 --> 00:07:15.480]  未必一定是問教會
[00:07:15.480 --> 00:07:17.280]  怎樣可以幫助他們
[00:07:17.280 --> 00:07:18.880]  找到幸福的人生
[00:07:18.880 --> 00:07:20.680]  或者怎樣幫助他們
[00:07:20.680 --> 00:07:23.080]  去實現他們的自我
[00:07:23.080 --> 00:07:26.080]  相反他們來教會
[00:07:26.080 --> 00:07:28.680]  其實是想幫我們
[00:07:28.680 --> 00:07:31.880]  他們的神學當然不可以說和我們一樣
[00:07:31.880 --> 00:07:34.880]  但他們似乎有個企圖
[00:07:34.880 --> 00:07:37.480]  想和基督徒攜手合作
[00:07:37.480 --> 00:07:39.280]  去服務這個社會
[00:07:39.280 --> 00:07:41.280]  因為他們雖然不是很明白
[00:07:41.280 --> 00:07:43.080]  但他們好像看到神似乎
[00:07:43.080 --> 00:07:46.080]  真的在用教會來做一些好事
[00:07:46.080 --> 00:07:47.280]  做一些善事
[00:07:47.280 --> 00:07:50.880]  他們都想有一份子
[00:07:50.880 --> 00:07:52.880]  可以參與我們當中
[00:07:52.880 --> 00:07:54.680]  我看這個可能是我們
[00:07:54.680 --> 00:07:57.280]  和他們接觸的一個接觸點
[00:07:57.280 --> 00:07:59.480]  今日經文哥們多
[00:07:59.480 --> 00:08:01.680]  後書第八到第九章
[00:08:01.680 --> 00:08:03.880]  我稍後會看到上文下理
[00:08:03.880 --> 00:08:05.680]  我們看到保羅提醒
[00:08:05.680 --> 00:08:07.080]  哥們多教會的信徒
[00:08:07.080 --> 00:08:09.880]  要履行他們答應了的事情
[00:08:09.880 --> 00:08:13.880]  籌款幫助在耶路撒冷的基督徒
[00:08:13.880 --> 00:08:17.680]  表面來看這個就好像籌款信
[00:08:17.680 --> 00:08:20.880]  送給一批在大城市裏面
[00:08:20.880 --> 00:08:22.880]  住比較富庶的基督徒
[00:08:22.880 --> 00:08:24.680]  用今日的話來說
[00:08:24.680 --> 00:08:26.880]  哥們多教會其實是一批金主
[00:08:26.880 --> 00:08:28.880]  而且是頗有學識的
[00:08:28.880 --> 00:08:33.680]  但任何曾經做過籌款的人都明白
[00:08:33.680 --> 00:08:36.680]  有些真知灼見的金主
[00:08:36.680 --> 00:08:38.680]  好像東方博學之士一樣
[00:08:38.680 --> 00:08:40.680]  往往是自己找上門的
[00:08:40.680 --> 00:08:45.680]  你要追上門寫一封籌款信給他們
[00:08:45.680 --> 00:08:48.880]  要提醒他們去兌現他們的承諾
[00:08:48.880 --> 00:08:51.680]  他們可能不是最熱心的那些
[00:08:51.680 --> 00:08:54.280]  所以其實保羅都是給他們一個機會
[00:08:54.280 --> 00:08:55.680]  做一個溫馨提示
[00:08:55.680 --> 00:08:57.680]  雖然如此
[00:08:57.680 --> 00:08:59.680]  但保羅對他們的提醒
[00:08:59.680 --> 00:09:01.680]  仍然是值得我們思考
[00:09:01.680 --> 00:09:03.680]  我們如何去籌款
[00:09:03.680 --> 00:09:06.680]  募捐的時候值得參考的
[00:09:06.680 --> 00:09:07.680]  我覺得可以將
[00:09:07.680 --> 00:09:11.680]  哥倫多後書第八第九章
[00:09:11.680 --> 00:09:15.680]  保羅的想法分為七個重點
[00:09:15.680 --> 00:09:18.680]  去討論跟著三個的大標題
[00:09:18.680 --> 00:09:20.680]  什麼是捐贈呢
[00:09:20.680 --> 00:09:22.680]  怎樣去捐贈呢
[00:09:22.680 --> 00:09:25.680]  捐贈的時候可以期待些什麼呢
[00:09:25.680 --> 00:09:27.680]  什麼是捐贈呢
[00:09:27.680 --> 00:09:30.680]  捐贈是說眾送壇
[00:09:30.680 --> 00:09:32.680]  感同身受
[00:09:32.680 --> 00:09:34.680]  怎樣去捐贈呢
[00:09:34.680 --> 00:09:37.680]  捐贈就是要人人有份
[00:09:37.680 --> 00:09:40.680]  選賢與能去做這件事情
[00:09:40.680 --> 00:09:42.680]  而且是從長計議
[00:09:42.680 --> 00:09:45.680]  捐贈是可以期待些什麼呢
[00:09:45.680 --> 00:09:48.680]  捐贈會得到天父的讚許
[00:09:48.680 --> 00:09:50.680]  聖徒的感激
[00:09:50.680 --> 00:09:53.680]  這個就是因為時間有限
[00:09:53.680 --> 00:09:56.680]  今天只能夠簡短地說明綱要
[00:09:56.680 --> 00:09:59.680]  和跟大家引用當中比較重要的經節
[00:09:59.680 --> 00:10:01.680]  鼓勵大家有機會
[00:10:01.680 --> 00:10:04.680]  去看到哥倫多後書再去仔細研究
[00:10:04.680 --> 00:10:06.680]  第一個標題
[00:10:06.680 --> 00:10:08.680]  什麼是捐贈
[00:10:08.680 --> 00:10:11.680]  捐贈是說眾送壇
[00:10:11.680 --> 00:10:16.680]  保羅以北面的馬其頓教會為底
[00:10:16.680 --> 00:10:17.680]  他說
[00:10:17.680 --> 00:10:21.680]  弟兄們,我們要把神賜給馬其頓宗教會的恩惠告訴你們
[00:10:21.680 --> 00:10:26.680]  他們在患難中受大考驗的時候仍然滿有喜樂
[00:10:26.680 --> 00:10:28.680]  在極度貧窮中
[00:10:28.680 --> 00:10:32.680]  還格外顯出他們樂捐的慷慨
[00:10:32.680 --> 00:10:36.680]  他們捐到超過自己能力範圍以外
[00:10:36.680 --> 00:10:41.680]  當我們想到說眾送壇的時候
[00:10:41.680 --> 00:10:43.680]  我想從四字聽到這個成語
[00:10:43.680 --> 00:10:45.680]  重點還是放在接受那一方
[00:10:45.680 --> 00:10:46.680]  領取那一方
[00:10:46.680 --> 00:10:48.680]  最需要的時候
[00:10:48.680 --> 00:10:49.680]  你收到的禮物
[00:10:49.680 --> 00:10:53.680]  往往是令你畢生難忘
[00:10:53.680 --> 00:10:56.680]  其實下雪這家店
[00:10:56.680 --> 00:10:58.680]  不只是收到的
[00:10:58.680 --> 00:11:02.680]  送的禮物也是下雪的時候送的
[00:11:02.680 --> 00:11:04.680]  送贈的一方
[00:11:04.680 --> 00:11:05.680]  都很需要溫暖
[00:11:05.680 --> 00:11:08.680]  他在這個時候將他的壇送給人
[00:11:08.680 --> 00:11:12.680]  保羅稱讚馬其頓人的慈善
[00:11:12.680 --> 00:11:13.680]  就在這個地方
[00:11:13.680 --> 00:11:15.680]  他自己也沒有什麼
[00:11:15.680 --> 00:11:17.680]  他仍然是施予給人
[00:11:17.680 --> 00:11:23.680]  雪中送壇經常和錦上添花來對比
[00:11:23.680 --> 00:11:25.680]  什麼是錦上添花呢
[00:11:25.680 --> 00:11:27.680]  就是千萬附庸
[00:11:27.680 --> 00:11:29.680]  送禮物給億萬附庸
[00:11:29.680 --> 00:11:32.680]  好像這個世界
[00:11:32.680 --> 00:11:34.680]  最近最大的
[00:11:34.680 --> 00:11:36.680]  我聽說有35個大型企業
[00:11:36.680 --> 00:11:40.680]  捐錢幫白宮建球房
[00:11:40.680 --> 00:11:42.680]  或者好像卡塔爾
[00:11:42.680 --> 00:11:44.680]  捐了美國製造的飛機
[00:11:44.680 --> 00:11:47.680]  給美國製造空軍一號
[00:11:47.680 --> 00:11:49.680]  與其叫這些做捐贈
[00:11:49.680 --> 00:11:51.680]  不如叫做投資吧
[00:11:51.680 --> 00:11:57.680]  馬其頓人捐贈給耶路撒冷的聖徒
[00:11:57.680 --> 00:11:58.680]  又不是同一回事
[00:11:58.680 --> 00:12:00.680]  因為他們知道沒有什麼回報
[00:12:00.680 --> 00:12:03.680]  馬其頓人為什麼要捐贈呢
[00:12:03.680 --> 00:12:07.680]  就是他們有一個同理心
[00:12:07.680 --> 00:12:09.680]  他們自己都很窮
[00:12:09.680 --> 00:12:12.680]  所以都很認同那些貧窮的人
[00:12:12.680 --> 00:12:14.680]  因此第二
[00:12:14.680 --> 00:12:17.680]  捐贈就是感同身受
[00:12:17.680 --> 00:12:20.680]  沒有同理心的時候
[00:12:20.680 --> 00:12:22.680]  捐贈就算不覺得是禮尚往來
[00:12:22.680 --> 00:12:25.680]  都會看為一種責任
[00:12:25.680 --> 00:12:28.680]  但如果真的有同理心的時候
[00:12:28.680 --> 00:12:30.680]  捐贈禮物就是很明顯的
[00:12:30.680 --> 00:12:33.680]  是出於憐憫出於愛
[00:12:33.680 --> 00:12:35.680]  收禮物的人也都明白
[00:12:35.680 --> 00:12:37.680]  你的企圖是出於愛
[00:12:37.680 --> 00:12:39.680]  所謂同病相憐
[00:12:39.680 --> 00:12:41.680]  同舟共濟
[00:12:41.680 --> 00:12:44.680]  同理心很多時候是來自捐贈一方
[00:12:44.680 --> 00:12:46.680]  和接收的一方
[00:12:46.680 --> 00:12:47.680]  有一個共同的經歷
[00:12:47.680 --> 00:12:51.680]  或者有很多相似的背景
[00:12:51.680 --> 00:12:54.680]  頭腦的知識和經驗的知識
[00:12:54.680 --> 00:12:56.680]  的確是有區別的
[00:12:56.680 --> 00:12:58.680]  很多時候思慮的一方
[00:12:58.680 --> 00:13:00.680]  需要真是切身處地
[00:13:00.680 --> 00:13:03.680]  住在接收的一方當中
[00:13:03.680 --> 00:13:06.680]  甚至成為他們的一個分子
[00:13:06.680 --> 00:13:08.680]  他才能夠體驗到
[00:13:08.680 --> 00:13:09.680]  在經歷上
[00:13:09.680 --> 00:13:12.680]  明白領受的一方的需要
[00:13:12.680 --> 00:13:14.680]  保羅在第八到第九節
[00:13:14.680 --> 00:13:16.680]  解釋了這一點
[00:13:16.680 --> 00:13:19.680]  「我說者說,並不是命令你們
[00:13:19.680 --> 00:13:21.680]  而是藉著別人的熱忱
[00:13:21.680 --> 00:13:25.680]  來考驗你們愛心的真誠
[00:13:25.680 --> 00:13:27.680]  你們知道我們主耶穌基督的恩典
[00:13:27.680 --> 00:13:29.680]  祂本是富足
[00:13:29.680 --> 00:13:31.680]  卻為你們成了貧窮
[00:13:31.680 --> 00:13:37.680]  好使你們因祂的貧窮而成為富足」
[00:13:37.680 --> 00:13:38.680]  聖誕節
[00:13:38.680 --> 00:13:40.680]  我們想想為什麼耶穌出生
[00:13:40.680 --> 00:13:44.680]  要成為一個無助的嬰兒呢?
[00:13:44.680 --> 00:13:46.680]  就是要表明
[00:13:46.680 --> 00:13:50.680]  耶穌可以認同我們的軟弱
[00:13:50.680 --> 00:13:52.680]  但要正確理解這個真理
[00:13:52.680 --> 00:13:54.680]  需要對經驗性的知識
[00:13:54.680 --> 00:13:56.680]  有一個正確的了解
[00:13:56.680 --> 00:13:58.680]  不是沒有經驗的知識就沒有知識
[00:13:58.680 --> 00:14:00.680]  神是全知的
[00:14:00.680 --> 00:14:04.680]  神不是一定要變得和我們一模一樣
[00:14:04.680 --> 00:14:06.680]  才能夠知道我們的思想
[00:14:06.680 --> 00:14:08.680]  我們的感受
[00:14:08.680 --> 00:14:12.680]  所以我們不要過份誇大這個所謂的Lifted Experience
[00:14:12.680 --> 00:14:14.680]  你要變成什麼樣的人
[00:14:14.680 --> 00:14:16.680]  才能夠知道他們的想法
[00:14:16.680 --> 00:14:18.680]  因為如果你這樣說
[00:14:18.680 --> 00:14:20.680]  可能就會得出很錯誤的結論
[00:14:20.680 --> 00:14:22.680]  你可能終日會抱怨
[00:14:22.680 --> 00:14:24.680]  神不了解你
[00:14:24.680 --> 00:14:26.680]  因為耶穌從來不像你一樣
[00:14:26.680 --> 00:14:28.680]  是個中國人,是個女人
[00:14:28.680 --> 00:14:30.680]  所以也不了解你
[00:14:30.680 --> 00:14:32.680]  不是這回事
[00:14:32.680 --> 00:14:36.680]  耶穌經歷過的是人都有的共同經歷
[00:14:36.680 --> 00:14:40.680]  在母親懷裡的一個嬰孩
[00:14:40.680 --> 00:14:42.680]  你想想,耶穌所經歷過的
[00:14:42.680 --> 00:14:46.680]  你永恆是天地萬物的創造者
[00:14:46.680 --> 00:14:48.680]  你一切都瞭如指掌
[00:14:48.680 --> 00:14:50.680]  萬物是來自你的
[00:14:50.680 --> 00:14:54.680]  是透過你,依賴你而存在的
[00:14:54.680 --> 00:14:58.680]  但這一刻,你成為了一個人類的嬰兒
[00:14:58.680 --> 00:15:00.680]  你變成完全依賴
[00:15:00.680 --> 00:15:04.680]  當你有餓,有渴望的時候
[00:15:04.680 --> 00:15:06.680]  除了你母親之外
[00:15:06.680 --> 00:15:08.680]  你沒有辦法向任何人求助
[00:15:08.680 --> 00:15:12.680]  耶穌不單止是經歷了
[00:15:12.680 --> 00:15:16.680]  這個全然依賴的人類的共同經驗
[00:15:16.680 --> 00:15:18.680]  他也透過這件事
[00:15:18.680 --> 00:15:20.680]  經歷了愛的關係
[00:15:20.680 --> 00:15:24.680]  他不單止知道自己是天父的獨生愛子
[00:15:24.680 --> 00:15:26.680]  也親身經歷過
[00:15:26.680 --> 00:15:32.680]  是瑪利亞和約瑟對他的愛
[00:15:32.680 --> 00:15:34.680]  我這星期看到
[00:15:34.680 --> 00:15:37.680]  伊朗墨斯又成為了世界首富
[00:15:37.680 --> 00:15:41.680]  如果耶穌基督只是天上的首富
[00:15:41.680 --> 00:15:43.680]  我想我們作為人
[00:15:43.680 --> 00:15:46.680]  有時候可能沒那麼容易
[00:15:46.680 --> 00:15:48.680]  去懂得怎樣愛他
[00:15:48.680 --> 00:15:52.680]  如果他從來不是在馬槽當中
[00:15:52.680 --> 00:15:54.680]  成為一個無助的嬰兒
[00:15:54.680 --> 00:15:56.680]  我們也比較難理解
[00:15:56.680 --> 00:15:58.680]  瑪利亞和約瑟為何能夠
[00:15:58.680 --> 00:16:02.680]  好像剛才陳牧師所說的
[00:16:02.680 --> 00:16:06.680]  抱著嬰兒一樣去愛耶穌
[00:16:06.680 --> 00:16:11.680]  但是就是因為耶穌成為了一個無助的嬰兒
[00:16:11.680 --> 00:16:17.680]  激勵了約瑟和瑪利亞對他的愛
[00:16:17.680 --> 00:16:19.680]  因為耶穌是完全的人
[00:16:19.680 --> 00:16:22.680]  這個愛的關係也是雙向的
[00:16:22.680 --> 00:16:26.680]  所以耶穌對瑪利亞和約瑟的愛
[00:16:26.680 --> 00:16:28.680]  我們也能夠理解
[00:16:28.680 --> 00:16:29.680]  是什麼樣的愛?
[00:16:29.680 --> 00:16:32.680]  就是你和我對我們父母的愛
[00:16:32.680 --> 00:16:35.680]  這個愛是能夠伸延的
[00:16:35.680 --> 00:16:37.680]  一個懂得愛
[00:16:37.680 --> 00:16:40.680]  懂得尊重自己母親的人
[00:16:40.680 --> 00:16:45.680]  也可以懂得敬愛和尊敬其他女性
[00:16:45.680 --> 00:16:47.680]  所以我們不難
[00:16:47.680 --> 00:16:49.680]  因此就明白到耶穌為何
[00:16:49.680 --> 00:16:55.680]  可以將這份愛和世上每一個人去分享
[00:16:55.680 --> 00:16:57.680]  他這個愛
[00:16:57.680 --> 00:17:01.680]  部分其實是在瑪利亞和約瑟當中
[00:17:01.680 --> 00:17:03.680]  作為人學回來的
[00:17:03.680 --> 00:17:07.680]  所以這個感同身受的人
[00:17:07.680 --> 00:17:11.680]  其實也是最能夠說中頌歎的人
[00:17:11.680 --> 00:17:14.680]  因為真正的慈善是愛的回應
[00:17:14.680 --> 00:17:18.680]  最被愛的人最有能力去愛
[00:17:18.680 --> 00:17:20.680]  保羅非常了解這個道理
[00:17:20.680 --> 00:17:25.680]  所以保羅雖然是以偏激將棚為業
[00:17:25.680 --> 00:17:29.680]  去減輕其他弟兄姊妹對他宣教事業的負擔
[00:17:29.680 --> 00:17:33.680]  保羅仍然會鼓勵其他弟兄姊妹
[00:17:33.680 --> 00:17:35.680]  你捐給其他教會吧
[00:17:35.680 --> 00:17:36.680]  他們有需要
[00:17:36.680 --> 00:17:38.680]  我不需要,但他們需要
[00:17:38.680 --> 00:17:41.680]  一個真正的教會
[00:17:41.680 --> 00:17:43.680]  得到耶穌基督的愛
[00:17:43.680 --> 00:17:45.680]  必然希望會反饋
[00:17:45.680 --> 00:17:49.680]  發揮他們對其他聖徒的愛
[00:17:49.680 --> 00:17:52.680]  所以在這個籌款信當中
[00:17:52.680 --> 00:17:55.680]  保羅敦促哥林多教會學下
[00:17:55.680 --> 00:17:58.680]  馬其頓教會的榜樣
[00:17:58.680 --> 00:18:01.680]  保羅也透過這個機會解釋幾個
[00:18:01.680 --> 00:18:04.680]  捐贈運作的原則
[00:18:04.680 --> 00:18:06.680]  現在他有個Campaign
[00:18:06.680 --> 00:18:08.680]  要捐贈去耶路撒冷
[00:18:08.680 --> 00:18:11.680]  有幾個原則我們都值得去參考
[00:18:11.680 --> 00:18:13.680]  捐贈要人人有份
[00:18:13.680 --> 00:18:16.680]  要找些有能力的人來負責
[00:18:16.680 --> 00:18:19.680]  善言喻能,而且是需要從長計議
[00:18:19.680 --> 00:18:21.680]  捐贈要人人有份
[00:18:21.680 --> 00:18:24.680]  因為奉獻是所有教會成員
[00:18:24.680 --> 00:18:27.680]  共同的權利和責任
[00:18:27.680 --> 00:18:28.680]  所以保羅清楚解釋
[00:18:28.680 --> 00:18:32.680]  他不是因為你們哥林多人特別有錢
[00:18:32.680 --> 00:18:33.680]  所以經常會針對你們
