
[00:00:00.000 --> 00:00:04.000]  今天的題目我專門數過的
[00:05:18.000 --> 00:05:21.000]  他用了這斤香膏就不用嫁了
[00:05:21.000 --> 00:05:25.000]  就是說他看這斤香膏的價值
[00:05:25.000 --> 00:05:27.000]  不是為了自己
[00:05:27.000 --> 00:05:30.000]  是寧願為主獻上了
[00:05:30.000 --> 00:05:32.000]  沒問題沒所謂
[00:05:32.000 --> 00:05:36.000]  這個精神就很重要
[00:05:36.000 --> 00:05:37.000]  為主獻上
[00:05:37.000 --> 00:05:39.000]  自己又沒得嫁
[00:05:39.000 --> 00:05:40.000]  自己的前途是怎樣
[00:05:40.000 --> 00:05:41.000]  不要緊
[00:05:41.000 --> 00:05:42.000]  他這樣做的時候
[00:05:42.000 --> 00:05:43.000]  另外猶大就說
[00:05:43.000 --> 00:05:45.000]  嘩 浪費東西
[00:05:45.000 --> 00:05:47.000]  可以賣三十兩銀子
[00:05:47.000 --> 00:05:50.000]  這樣好像挺好心
[00:05:50.000 --> 00:05:51.000]  掛念窮人
[00:05:51.000 --> 00:05:54.000]  但是約翰寫這段說話的時候
[00:05:54.000 --> 00:05:58.000]  已經是主復活升天之後
[00:05:58.000 --> 00:06:00.000]  很多年才寫下的
[00:06:00.000 --> 00:06:02.000]  所以他有句說話
[00:06:02.000 --> 00:06:04.000]  好像我們後記那樣就寫了下去
[00:06:04.000 --> 00:06:07.000]  其實他不是真的掛念窮人
[00:06:07.000 --> 00:06:09.000]  他是一個賊
[00:06:09.000 --> 00:06:11.000]  他這句說話是假的
[00:06:11.000 --> 00:06:13.000]  而耶穌也說
[00:06:13.000 --> 00:06:15.000]  瑪利亞這樣的做法
[00:06:15.000 --> 00:06:17.000]  是為了他安葬
[00:06:17.000 --> 00:06:20.000]  來將香膏倒在他身上
[00:06:20.000 --> 00:06:25.000]  就是說揭示了耶穌將會死
[00:06:25.000 --> 00:06:27.000]  將會埋葬
[00:06:27.000 --> 00:06:29.000]  已經預示了耶穌
[00:06:29.000 --> 00:06:31.000]  是知道他自己將會怎樣
[00:06:31.000 --> 00:06:34.000]  這個是前六天的時候
[00:06:34.000 --> 00:06:37.000]  聖經去到下一章
[00:06:37.000 --> 00:06:39.000]  十二章十二節
[00:06:39.000 --> 00:06:41.000]  剛才我們一節八節之後的幾節
[00:06:41.000 --> 00:06:43.000]  就說第二天
[00:06:43.000 --> 00:06:49.000]  有許多上來過節的人
[00:06:49.000 --> 00:06:51.000]  聽到耶穌將到耶路撒冷
[00:06:51.000 --> 00:06:52.000]  就發生了一些事
[00:06:52.000 --> 00:06:54.000]  主要是日子
[00:06:54.000 --> 00:06:57.000]  是剛才前六天的第二天
[00:06:57.000 --> 00:06:58.000]  就是前五天
[00:06:58.000 --> 00:07:01.000]  前五天發生了什麼事情呢
[00:07:01.000 --> 00:07:03.000]  下一章投影片我們可以看到
[00:07:03.000 --> 00:07:04.000]  在《馬可福音》
[00:07:04.000 --> 00:07:06.000]  我不讀詳情了
[00:07:06.000 --> 00:07:08.000]  大家可以去看一看
[00:07:08.000 --> 00:07:09.000]  發生的事情
[00:07:09.000 --> 00:07:10.000]  我講一個故事給大家聽
[00:07:10.000 --> 00:07:11.000]  大家都會聽過的
[00:07:11.000 --> 00:07:14.000]  就是耶穌進入耶路撒冷
[00:07:14.000 --> 00:07:15.000]  進入耶路撒冷
[00:07:15.000 --> 00:07:18.000]  不是自己靜靜悄悄地進入
[00:07:18.000 --> 00:07:21.000]  就叫門徒去找一隻驢驅子
[00:07:21.000 --> 00:07:23.000]  就是小小的嬰兒驢
[00:07:23.000 --> 00:07:25.000]  是未曾有人騎過的
[00:07:25.000 --> 00:07:29.000]  耶穌就騎著驢驅子進入耶路撒冷
[00:07:29.000 --> 00:07:32.000]  而當時在耶路撒冷裏面
[00:07:32.000 --> 00:07:35.000]  有些人就已經知道耶穌會來
[00:07:35.000 --> 00:07:38.000]  也知道耶穌剛剛滿腦之前
[00:07:38.000 --> 00:07:41.000]  就叫一個人拉薩盧復活了
[00:07:41.000 --> 00:07:44.000]  死了四天都叫他復活了
[00:07:44.000 --> 00:07:46.000]  就是這個耶穌了
[00:07:46.000 --> 00:07:47.000]  他現在來了
[00:07:47.000 --> 00:07:49.000]  所以那些人就很高興
[00:07:49.000 --> 00:07:50.000]  見到這個耶穌
[00:07:50.000 --> 00:07:52.000]  究竟是怎樣的呢
[00:07:52.000 --> 00:07:54.000]  就拿著一些棕樹枝
[00:07:54.000 --> 00:07:57.000]  又放在地上揮舞
[00:07:57.000 --> 00:08:00.000]  又把衣服鋪在地上
[00:08:00.000 --> 00:08:05.000]  歡迎這個榮耀的王來到
[00:08:05.000 --> 00:08:08.000]  覺得這個耶穌很有榮耀
[00:08:08.000 --> 00:08:10.000]  就歡迎他
[00:08:10.000 --> 00:08:12.000]  高上和善那
[00:08:12.000 --> 00:08:14.000]  和善那大家都熟悉吧
[00:08:14.000 --> 00:08:17.000]  這個是前五天發生的事情
[00:08:17.000 --> 00:08:19.000]  前五天發生的事情
[00:08:19.000 --> 00:08:23.000]  耶穌進入聖城
[00:08:23.000 --> 00:08:26.000]  跟著去到同一章
[00:08:26.000 --> 00:08:28.000]  最後那一行
[00:08:28.000 --> 00:08:30.000]  是不是去到第二天呢
[00:08:30.000 --> 00:08:33.000]  那天他進入聖城騎著驢驅子
[00:08:33.000 --> 00:08:36.000]  然後記著是說第二天
[00:08:36.000 --> 00:08:38.000]  他們從伯大利出來
[00:08:38.000 --> 00:08:39.000]  因為呢
[00:08:39.000 --> 00:08:40.000]  要講多一句
[00:08:40.000 --> 00:08:43.000]  再遲一點
[00:08:43.000 --> 00:08:45.000]  耶穌進入耶路撒冷之後
[00:08:45.000 --> 00:08:46.000]  就去了聖殿
[00:08:46.000 --> 00:08:48.000]  去了聖殿留心
[00:08:48.000 --> 00:08:50.000]  周圍看了各樣的物件
[00:08:50.000 --> 00:08:51.000]  就走了
[00:08:51.000 --> 00:08:53.000]  看一看
[00:08:53.000 --> 00:08:54.000]  天色已晚
[00:08:54.000 --> 00:08:55.000]  就跟著門徒出城
[00:08:55.000 --> 00:08:56.000]  去了伯大利
[00:08:56.000 --> 00:08:58.000]  第二天就再進去
[00:08:58.000 --> 00:09:00.000]  記住了
[00:09:00.000 --> 00:09:01.000]  就是說
[00:09:01.000 --> 00:09:03.000]  進入耶路撒冷的時候
[00:09:03.000 --> 00:09:05.000]  騎著驢驅子那一次
[00:09:05.000 --> 00:09:06.000]  就進了聖城
[00:09:06.000 --> 00:09:08.000]  進了聖殿
[00:09:08.000 --> 00:09:09.000]  看一看就走了
[00:09:09.000 --> 00:09:11.000]  第二天再進去
[00:09:11.000 --> 00:09:12.000]  第二天再進去
[00:09:12.000 --> 00:09:14.000]  剛才說前六天
[00:09:14.000 --> 00:09:15.000]  前五天
[00:09:15.000 --> 00:09:17.000]  第二天就是前四天
[00:09:17.000 --> 00:09:19.000]  前四天發生什麼事呢
[00:09:19.000 --> 00:09:22.000]  就在十二節
[00:09:22.000 --> 00:09:24.000]  我也不知道有沒有打個經文出來
[00:09:24.000 --> 00:09:25.000]  不要緊
[00:09:25.000 --> 00:09:28.000]  就看看下一張投影片是什麼
[00:09:28.000 --> 00:09:30.000]  這裡先停一停
[00:09:30.000 --> 00:09:32.000]  我們講第二天
[00:09:32.000 --> 00:09:34.000]  他進去的時候發生什麼事
[00:09:34.000 --> 00:09:35.000]  大家如果看聖經
[00:09:35.000 --> 00:09:36.000]  就是說第二天
[00:09:36.000 --> 00:09:40.000]  耶穌再進入耶路撒冷城的時候
[00:09:40.000 --> 00:09:43.000]  在城外看到有一棵樹
[00:09:43.000 --> 00:09:45.000]  什麼樹呀
[00:09:45.000 --> 00:09:47.000]  無花果樹
[00:09:47.000 --> 00:09:49.000]  看到一棵無花果樹
[00:09:49.000 --> 00:09:52.000]  他就去看看有沒有果子
[00:09:52.000 --> 00:09:53.000]  有沒有呀
[00:09:53.000 --> 00:09:54.000]  沒有呀
[00:09:54.000 --> 00:09:55.000]  沒有果子
[00:09:55.000 --> 00:09:58.000]  耶穌就講了一句什麼話
[00:09:58.000 --> 00:10:00.000]  從今以後
[00:10:00.000 --> 00:10:02.000]  永遠不會有人吃你的果子
[00:10:02.000 --> 00:10:03.000]  是呀
[00:10:03.000 --> 00:10:05.000]  很快就可以出聖經
[00:10:05.000 --> 00:10:07.000]  我昨天跟小朋友講故事
[00:10:07.000 --> 00:10:08.000]  講這個
[00:10:08.000 --> 00:10:09.000]  我就告訴他們
[00:10:09.000 --> 00:10:10.000]  神做每一樣東西
[00:10:10.000 --> 00:10:12.000]  都有它的功用
[00:10:12.000 --> 00:10:14.000]  我就用簡單例子講
[00:10:14.000 --> 00:10:17.000]  做隻鞋給你幹什麼
[00:10:17.000 --> 00:10:18.000]  做隻鞋是用來穿的
[00:10:18.000 --> 00:10:20.000]  如果做隻鞋不穿
[00:10:20.000 --> 00:10:22.000]  當帽子戴行不行
[00:10:22.000 --> 00:10:24.000]  他們每個人都笑
[00:10:24.000 --> 00:10:26.000]  做隻帽子我們當鞋穿行不行
[00:10:26.000 --> 00:10:27.000]  不行了
[00:10:27.000 --> 00:10:29.000]  所以我簡單的道理告訴他們
[00:10:29.000 --> 00:10:31.000]  神做每一樣東西
[00:10:31.000 --> 00:10:32.000]  都有它的功用
[00:10:32.000 --> 00:10:34.000]  神做棵樹
[00:10:34.000 --> 00:10:36.000]  做棵果樹出來是為了什麼
[00:10:36.000 --> 00:10:39.000]  為了你生果子給人吃
[00:10:39.000 --> 00:10:41.000]  耶穌現在找不到
[00:10:41.000 --> 00:10:44.000]  即是說他沒有做到他應該做的事
[00:10:44.000 --> 00:10:45.000]  耶穌就說
[00:10:45.000 --> 00:10:48.000]  你以後都不用有果子了
[00:10:48.000 --> 00:10:50.000]  這個就留個關字
[00:10:50.000 --> 00:10:52.000]  又看第二天發生什麼事
[00:10:52.000 --> 00:10:55.000]  這一天耶穌就著完這棵樹
[00:10:55.000 --> 00:10:58.000]  就進了聖殿
[00:10:58.000 --> 00:11:01.000]  這次進到聖殿就不同了
[00:11:01.000 --> 00:11:02.000]  聖殿裡面
[00:11:02.000 --> 00:11:04.000]  就有些人擺著攤子在那裡買賣
[00:11:04.000 --> 00:11:05.000]  唱錢
[00:11:05.000 --> 00:11:06.000]  賣牛賣羊
[00:11:06.000 --> 00:11:08.000]  大聲呼叫
[00:11:08.000 --> 00:11:11.000]  耶穌就趕走他們
[00:11:11.000 --> 00:11:14.000]  推翻他們的桌子等等
[00:11:14.000 --> 00:11:16.000]  讓他們不能做賣賣
[00:11:16.000 --> 00:11:17.000]  耶穌就說
[00:11:17.000 --> 00:11:21.000]  這個是萬國禱告的殿
[00:11:21.000 --> 00:11:25.000]  你們這班人令到它變成了賊窩了
[00:11:25.000 --> 00:11:27.000]  這樣來教訓他們
[00:11:27.000 --> 00:11:28.000]  即是說什麼
[00:11:28.000 --> 00:11:33.000]  即是說這個聖殿應該做的功能
[00:11:33.000 --> 00:11:36.000]  你們搞到它又發揮不了功能
[00:11:36.000 --> 00:11:38.000]  跟那棵樹其實是一樣的
[00:11:38.000 --> 00:11:40.000]  那棵樹應有的功能
[00:11:40.000 --> 00:11:41.000]  就是出果子給人吃
[00:11:41.000 --> 00:11:43.000]  沒有果子了
[00:11:43.000 --> 00:11:44.000]  就受咒了
[00:11:44.000 --> 00:11:45.000]  這棵樹
[00:11:45.000 --> 00:11:48.000]  聖殿是應該被人去禱告
[00:11:48.000 --> 00:11:49.000]  人敬拜神
[00:11:49.000 --> 00:11:50.000]  讚美神
[00:11:50.000 --> 00:11:52.000]  在那棵樹跟神相遇的
[00:11:52.000 --> 00:11:54.000]  你們放了一個市場
[00:11:54.000 --> 00:11:56.000]  來賣賣做生意
[00:11:56.000 --> 00:11:57.000]  取利
[00:11:57.000 --> 00:11:59.000]  所以耶穌就趕走他們
[00:11:59.000 --> 00:12:01.000]  我問那些小朋友
[00:12:01.000 --> 00:12:02.000]  這樣不應該嗎
[00:12:02.000 --> 00:12:03.000]  對嗎
[00:12:03.000 --> 00:12:05.000]  他們這樣做是錯的
[00:12:05.000 --> 00:12:07.000]  告訴我們
[00:12:07.000 --> 00:12:08.000]  一個地方
[00:12:08.000 --> 00:12:10.000]  特別是整個聖殿
[00:12:10.000 --> 00:12:11.000]  整個教會
[00:12:11.000 --> 00:12:13.000]  為什麼我們有時候說教會
[00:12:13.000 --> 00:12:15.000]  說到好像這麼超然
[00:12:15.000 --> 00:12:18.000]  這麼脫語世俗
[00:12:18.000 --> 00:12:19.000]  脫節這樣
[00:12:19.000 --> 00:12:20.000]  是真的
[00:12:20.000 --> 00:12:23.000]  教會是應該超越世界
[00:12:23.000 --> 00:12:25.000]  我們今年的年提是什麼
[00:12:25.000 --> 00:12:27.000]  我們要分別為聖
[00:12:27.000 --> 00:12:28.000]  超越這個世界
[00:12:28.000 --> 00:12:30.000]  教會就是這樣
[00:12:30.000 --> 00:12:32.000]  要超越這個世界
[00:12:32.000 --> 00:12:33.000]  這個世界說
[00:12:33.000 --> 00:12:36.000]  教會這麼大地方
[00:12:36.000 --> 00:12:37.000]  這麼有空
[00:12:37.000 --> 00:12:40.000]  用來做其他的事情
[00:12:40.000 --> 00:12:41.000]  做福社會
[00:12:41.000 --> 00:12:42.000]  幫助人
[00:12:42.000 --> 00:12:43.000]  做生意
[00:12:43.000 --> 00:12:44.000]  多好
[00:12:44.000 --> 00:12:45.000]  如果從這個角度看
[00:12:45.000 --> 00:12:47.000]  當時的人真的這樣想
[00:12:47.000 --> 00:12:49.000]  反正聖殿這麼大
[00:12:49.000 --> 00:12:50.000]  這麼多地方
[00:12:50.000 --> 00:12:51.000]  又這麼方便大家
[00:12:51.000 --> 00:12:52.000]  可以做買賣
[00:12:52.000 --> 00:12:53.000]  方便人
[00:12:53.000 --> 00:12:54.000]  不用走這麼遠買東西
[00:12:54.000 --> 00:12:55.000]  多好
[00:12:55.000 --> 00:12:56.000]  不過不行
[00:12:56.000 --> 00:12:58.000]  因為這是萬國土的殿
[00:12:58.000 --> 00:12:59.000]  不是給你這樣用的
[00:12:59.000 --> 00:13:00.000]  就不行
[00:13:00.000 --> 00:13:04.000]  不可以說為了方便
[00:13:04.000 --> 00:13:05.000]  大家好
[00:13:05.000 --> 00:13:09.000]  犧牲了一個應有的目的
[00:13:09.000 --> 00:13:11.000]  這個原則我們要很小心
[00:13:11.000 --> 00:13:14.000]  應用在很多地方都會是對的
[00:13:14.000 --> 00:13:17.000]  所以耶穌就好像發脾氣
[00:13:17.000 --> 00:13:18.000]  這樣搗亂他們
[00:13:18.000 --> 00:13:21.000]  其實這個我們說是疑怒
[00:13:21.000 --> 00:13:23.000]  應該要這樣生氣
[00:13:23.000 --> 00:13:26.000]  生氣本身是忠誠的
[00:13:26.000 --> 00:13:28.000]  沒有對與錯
[00:13:28.000 --> 00:13:30.000]  不過如果你發脾氣
[00:13:30.000 --> 00:13:32.000]  控制不了而去生氣
[00:13:32.000 --> 00:13:35.000]  那你就是控制不了你的脾氣
[00:13:35.000 --> 00:13:37.000]  我們英文叫loose temper
[00:13:37.000 --> 00:13:40.000]  即是失去了那個temper
[00:13:40.000 --> 00:13:43.000]  你自己失控的話
[00:13:43.000 --> 00:13:44.000]  是不對的
[00:13:44.000 --> 00:13:47.000]  但耶穌這個是為了成就神的義
[00:13:47.000 --> 00:13:49.000]  為了這樣做
[00:13:49.000 --> 00:13:51.000]  而提醒到那些人
[00:13:51.000 --> 00:13:52.000]  應該是怎樣
[00:13:52.000 --> 00:13:53.000]  不應該是怎樣
[00:13:53.000 --> 00:13:55.000]  而發出這個怒氣是對的
[00:13:55.000 --> 00:13:58.000]  所以耶穌這個疑怒是正確的
[00:13:58.000 --> 00:14:01.000]  那麼他就把他們趕走
[00:14:01.000 --> 00:14:04.000]  然後就開始說很多東西
[00:14:04.000 --> 00:14:06.000]  去講解給他們聽
[00:14:06.000 --> 00:14:07.000]  教訓他們
[00:14:07.000 --> 00:14:09.000]  那麼我們耶穌講什麼教訓人呢
[00:14:09.000 --> 00:14:11.000]  我們留待下一段講
[00:14:11.000 --> 00:14:14.000]  現在主要是很快地講述一下
[00:14:14.000 --> 00:14:15.000]  每一天發生的事蹟
[00:14:15.000 --> 00:14:19.000]  留在聖殿就跟他們講很多東西
[00:14:19.000 --> 00:14:22.000]  聖經裡面就有幾本福音書
[00:14:22.000 --> 00:14:24.000]  有時候這裡講一些那裡講一些
[00:14:24.000 --> 00:14:27.000]  我們要全部集中才能看到那個圖畫
[00:14:27.000 --> 00:14:29.000]  現在我們看第二張投影片
[00:14:29.000 --> 00:14:33.000]  正話講的路加福音21章37節
[00:14:33.000 --> 00:14:36.000]  那麼很少的一節經文
[00:14:36.000 --> 00:14:38.000]  可能大家都不為意
[00:14:38.000 --> 00:14:41.000]  耶穌每日在殿裡教訓人
[00:14:41.000 --> 00:14:43.000]  每夜出城在一座山
[00:14:43.000 --> 00:14:46.000]  名叫橄欖山住宿
[00:14:46.000 --> 00:14:48.000]  那麼我們一直數的日子
[00:14:48.000 --> 00:14:50.000]  就是說耶穌進了那個聖殿
[00:14:50.000 --> 00:14:51.000]  把東西都推倒了
[00:14:51.000 --> 00:14:52.000]  教訓人
[00:14:52.000 --> 00:14:55.000]  那一段教訓人的說話就很長
[00:14:55.000 --> 00:14:56.000]  在聖經裡面
[00:14:56.000 --> 00:14:59.000]  幾本福音書橫跨著幾張聖經
[00:14:59.000 --> 00:15:00.000]  很長
[00:15:00.000 --> 00:15:04.000]  那麼對那個日子的數算就好像不見了
[00:15:04.000 --> 00:15:06.000]  那麼我們再詳細看一看
[00:15:06.000 --> 00:15:10.000]  那他究竟是一天之內講這麼多東西
[00:15:10.000 --> 00:15:11.000]  還是兩天呢
[00:15:11.000 --> 00:15:12.000]  還是三天呢
[00:15:12.000 --> 00:15:14.000]  就是要這樣想
[00:15:14.000 --> 00:15:16.000]  起先還沒找到的時候
[00:15:16.000 --> 00:15:18.000]  就從另一個角度想
[00:15:18.000 --> 00:15:20.000]  哇 講這麼多東西
[00:15:20.000 --> 00:15:22.000]  你說叫弟兄姊妹
[00:15:22.000 --> 00:15:23.000]  今天你靈修看聖經
[00:15:23.000 --> 00:15:25.000]  看完這幾章
[00:15:25.000 --> 00:15:27.000]  他一天都看不完
[00:15:27.000 --> 00:15:29.000]  耶穌一天要講這麼多東西
[00:15:29.000 --> 00:15:31.000]  其實沒什麼可能的
[00:15:31.000 --> 00:15:33.000]  因為耶穌真的要講那些東西的時候
[00:15:33.000 --> 00:15:35.000]  要跟那些人有對話
[00:15:35.000 --> 00:15:36.000]  要看那些人什麼反應
[00:15:36.000 --> 00:15:38.000]  又講得詳細一點
[00:15:38.000 --> 00:15:40.000]  一天應該講不完
[00:15:40.000 --> 00:15:41.000]  所以呢
[00:15:41.000 --> 00:15:42.000]  應該起碼兩天
[00:15:42.000 --> 00:15:44.000]  那麼有什麼證據證明起碼兩天呢
[00:15:44.000 --> 00:15:47.000]  這節經文就對了
[00:15:47.000 --> 00:15:51.000]  就是說耶穌講的那一大段的教訓人
[00:15:51.000 --> 00:15:53.000]  應該不會一天之內講完
[00:15:53.000 --> 00:15:55.000]  起碼兩天
[00:15:55.000 --> 00:15:56.000]  起碼出一出城
[00:15:56.000 --> 00:15:58.000]  又再入城
[00:15:58.000 --> 00:16:00.000]  那才叫做每天
[00:16:00.000 --> 00:16:02.000]  所以起碼兩天
[00:16:02.000 --> 00:16:04.000]  那麼起碼兩天一直講講講的時候
