
[00:00:00.000 --> 00:00:03.960]  我又想問一下 最怕失去的東西
[00:11:18.480 --> 00:11:21.120]  當日在格拉森的這個人
[00:11:21.120 --> 00:11:23.320]  霸佔了這個人
[00:11:23.320 --> 00:11:25.920]  他自己管理自己的能力
[00:11:25.920 --> 00:11:31.280]  這個人沒有辦法管理自己的生命
[00:11:31.280 --> 00:11:34.800]  他只剩下一個殼、一個軀殼
[00:11:34.800 --> 00:11:37.720]  五章四節的經文說
[00:11:37.720 --> 00:11:40.280]  這個人沒有人能夠制服他
[00:11:40.280 --> 00:11:44.960]  因為他連鐵鏈、鎖鏈全部都可以鬆得開
[00:11:44.960 --> 00:11:47.040]  但是
[00:11:47.040 --> 00:11:49.960]  他是不是真的沒有人能夠制服他呢?
[00:11:49.960 --> 00:11:52.800]  原來他表面上好像很大力
[00:11:52.800 --> 00:11:54.440]  沒有人能夠制服他
[00:11:54.440 --> 00:11:56.280]  鬆開了鐵鏈
[00:11:56.280 --> 00:11:58.680]  但是他的心
[00:11:58.680 --> 00:12:06.520]  其實是被黑暗的勢力鎖得很緊
[00:12:06.520 --> 00:12:11.400]  原來他沒有辦法解開裏面的綑綁
[00:12:11.400 --> 00:12:14.760]  所以他大喊大叫
[00:12:14.760 --> 00:12:16.320]  接著經文還怎樣說
[00:12:16.320 --> 00:12:20.880]  他用石頭打自己
[00:12:20.880 --> 00:12:26.160]  原來一個人被黑暗去綑綁的時候
[00:12:26.160 --> 00:12:30.520]  他就會自己傷害自己
[00:12:30.520 --> 00:12:32.800]  自殘身體
[00:12:32.800 --> 00:12:37.360]  今天雖然我們沒有人住在墳墓裏
[00:12:37.360 --> 00:12:40.320]  有沒有人住在墳墓裏?沒有吧?
[00:12:40.320 --> 00:12:43.160]  但是我們原來的心
[00:12:43.160 --> 00:12:45.880]  可能是住在墳墓裏
[00:12:45.880 --> 00:12:48.840]  有些東西綁住了我們的心
[00:12:48.840 --> 00:12:50.440]  例如什麼呢?
[00:12:50.440 --> 00:12:52.680]  過度的工作
[00:12:52.680 --> 00:12:55.160]  我們傷害了自己
[00:12:55.160 --> 00:12:57.520]  自殘了自己
[00:12:57.520 --> 00:12:59.000]  例如什麼呢?
[00:12:59.000 --> 00:13:01.280]  我們有些人可能會
[00:13:01.280 --> 00:13:04.200]  不是我們,有些人可能會用酒精
[00:13:04.200 --> 00:13:05.560]  有人用毒品
[00:13:05.560 --> 00:13:07.480]  有人用色情
[00:13:07.480 --> 00:13:12.760]  去令自己進入一個
[00:13:12.760 --> 00:13:15.960]  他自己享受的狀態
[00:13:15.960 --> 00:13:17.640]  等等的綑綁
[00:13:17.640 --> 00:13:21.720]  有人很喜歡在一些社交媒體上
[00:13:21.720 --> 00:13:23.040]  一定要看
[00:13:23.040 --> 00:13:24.600]  看完之後
[00:13:24.600 --> 00:13:27.120]  就將自己和別人比較
[00:13:27.120 --> 00:13:30.840]  進入一個綑綁裏面
[00:13:30.840 --> 00:13:33.360]  今天我們很多時候
[00:13:33.360 --> 00:13:35.360]  都被這些綑綁
[00:13:35.360 --> 00:13:38.800]  綁到以為是一個習慣
[00:13:38.800 --> 00:13:40.520]  習以為常
[00:13:40.520 --> 00:13:41.840]  無所謂了
[00:13:41.840 --> 00:13:43.760]  習慣
[00:13:43.760 --> 00:13:48.720]  就好像我們用橡筋綁住了自己的手指
[00:13:48.720 --> 00:13:51.120]  綁住了手指之後會怎樣呢?
[00:13:51.120 --> 00:13:53.480]  開始的時候有點痛
[00:13:53.480 --> 00:13:55.640]  痛痛的時候會怎樣呢?
[00:13:55.640 --> 00:13:58.600]  慢慢痛就會消失
[00:13:58.600 --> 00:14:02.280]  消失不是因為解鬆了
[00:14:02.280 --> 00:14:04.840]  而是因為我們習慣了
[00:14:04.840 --> 00:14:08.200]  麻木了
[00:14:08.200 --> 00:14:13.560]  原來黑暗的勢力令我們被綑綁
[00:14:13.560 --> 00:14:15.720]  這就是高招
[00:14:15.720 --> 00:14:20.560]  他以為我們被綑綁是應該的
[00:14:20.560 --> 00:14:22.800]  習以為常
[00:14:22.800 --> 00:14:26.560]  在早幾年的時候
[00:14:26.560 --> 00:14:29.560]  在香港有一個異端
[00:14:29.560 --> 00:14:34.520]  想不到他從來都沒有完全熄滅過
[00:14:34.520 --> 00:14:40.280]  這個異端當時鼓勵他的教友去喝雙氧水
[00:14:40.280 --> 00:14:42.440]  當年可能大家都有聽過
[00:14:42.440 --> 00:14:45.920]  但原來他並沒有關掉
[00:14:45.920 --> 00:14:50.040]  一個地方怎樣分辨是異端還是邪教呢?
[00:14:50.040 --> 00:14:53.720]  異端的意思是他還會用聖經去教導
[00:14:53.720 --> 00:14:57.320]  不過是在教扭曲了的教導
[00:14:57.320 --> 00:14:59.160]  這些稱為異端
[00:14:59.160 --> 00:15:02.320]  所以他還會稱自己為教會
[00:15:02.320 --> 00:15:05.520]  這個石安教的教會
[00:15:05.520 --> 00:15:09.440]  當時是鼓勵信徒去喝雙氧水
[00:15:09.440 --> 00:15:11.680]  那麼多年之後
[00:15:11.680 --> 00:15:16.000]  原來他不單止繼續鼓勵信徒喝雙氧水
[00:15:16.000 --> 00:15:22.920]  他還要在這十多年來多次預言世界末日
[00:15:22.920 --> 00:15:24.360]  在世界末日的時候
[00:15:24.360 --> 00:15:27.400]  他鼓勵他的信徒去做些什麼
[00:15:27.400 --> 00:15:28.760]  你要做些什麼去預備
[00:15:28.760 --> 00:15:29.760]  要買些什麼
[00:15:29.760 --> 00:15:32.480]  要做很多很多的準備
[00:15:32.480 --> 00:15:35.160]  誰知道
[00:15:35.160 --> 00:15:36.120]  末日沒有來臨
[00:15:36.120 --> 00:15:37.920]  當然他預計不到
[00:15:37.920 --> 00:15:39.720]  預計不到的時候
[00:15:39.720 --> 00:15:48.240]  那麼那個目者怎樣自圓其說呢?
[00:15:48.240 --> 00:15:50.680]  要麼第二天就當沒事發生
[00:15:50.680 --> 00:15:54.640]  要麼就會跟那些信徒說
[00:15:54.640 --> 00:15:58.200]  神的時間我們都是不能預測的
[00:15:58.200 --> 00:16:05.200]  但是又再繼續去預言哪一天是世界末日
[00:16:05.200 --> 00:16:08.880]  在這個近期的訪問裏面
[00:16:08.880 --> 00:16:12.280]  就是訪問裏面的一個會友
[00:16:12.280 --> 00:16:14.600]  這個會友他講了一句
[00:16:14.600 --> 00:16:17.080]  他說其實我也覺得很詭異
[00:16:17.080 --> 00:16:19.560]  我也覺得很奇怪
[00:16:19.560 --> 00:16:22.560]  但是沒有辦法
[00:16:22.560 --> 00:16:25.240]  我們要繼續去這個地方
[00:16:25.240 --> 00:16:29.400]  也要繼續回到這個所謂的教會
[00:16:29.400 --> 00:16:32.920]  他沒有辦法
[00:16:32.920 --> 00:16:36.800]  我們見到這個就是綑綁
[00:16:36.800 --> 00:16:38.760]  這個是綑綁
[00:16:38.760 --> 00:16:41.880]  原來人會覺得習慣了
[00:16:41.880 --> 00:16:43.560]  沒有辦法
[00:16:43.560 --> 00:16:47.440]  習慣了沒有辦法
[00:16:47.440 --> 00:16:54.120]  原來黑暗令人覺得可怕的地方就是這件事
[00:16:54.120 --> 00:16:57.840]  當一個人長期被黑暗霸佔的時候
[00:16:57.840 --> 00:17:00.400]  他會以為自己沒有辦法
[00:17:00.400 --> 00:17:01.280]  搞不定的了
[00:17:01.280 --> 00:17:04.240]  就是這樣
[00:17:04.240 --> 00:17:06.480]  但是感謝神
[00:17:06.480 --> 00:17:07.800]  感謝神
[00:17:07.800 --> 00:17:09.760]  是不是真的沒有辦法呢?
[00:17:09.760 --> 00:17:13.040]  加拉森今天這個故事就是告訴我們
[00:17:13.040 --> 00:17:14.760]  不是沒有辦法的
[00:17:14.760 --> 00:17:17.040]  不是沒有辦法
[00:17:17.040 --> 00:17:20.480]  黑暗的勢力沒有辦法
[00:17:20.480 --> 00:17:26.360]  將神給我們的形象拿走
[00:17:26.360 --> 00:17:27.440]  他沒有辦法
[00:17:27.440 --> 00:17:29.320]  但是他有辦法
[00:17:29.320 --> 00:17:33.160]  將神的形象在我們身上扭曲
[00:17:33.160 --> 00:17:34.560]  他有辦法扭曲
[00:17:34.560 --> 00:17:37.160]  但是沒有辦法拿走
[00:17:37.160 --> 00:17:42.560]  所以耶穌來到就要恢復神給我們的形象
[00:17:42.560 --> 00:17:48.680]  耶穌來到就要恢復神給我們的形象
[00:17:48.680 --> 00:17:51.040]  我們回看經文的時候
[00:17:51.040 --> 00:18:00.320]  我們見到耶穌來到加拉森這個地方的時候是怎樣呢?
[00:18:00.320 --> 00:18:03.160]  他一落船
[00:18:03.160 --> 00:18:07.600]  他遠遠看見耶穌就跑來拜祂
[00:18:07.600 --> 00:18:12.240]  這個「他」就是被污鬼附身的那個人
[00:18:12.240 --> 00:18:14.920]  就跑來拜耶穌
[00:18:14.920 --> 00:18:18.960]  這個人平時剛剛形容他是兇猛的
[00:18:18.960 --> 00:18:20.800]  沒有人敢惹他
[00:18:20.800 --> 00:18:24.160]  但是他竟然跑來拜耶穌
[00:18:24.160 --> 00:18:26.720]  平時沒有人能綁住這個人
[00:18:26.720 --> 00:18:30.960]  但是這個人竟然跑來拜耶穌
[00:18:30.960 --> 00:18:37.040]  原來就算一個人在一些黑暗的勢力怎樣也問也無
[00:18:37.040 --> 00:18:39.680]  怎樣說自己很厲害
[00:18:39.680 --> 00:18:40.600]  怎樣惡霸
[00:18:40.600 --> 00:18:45.160]  但是當他面對真正的君王的時候
[00:18:45.160 --> 00:18:48.680]  他必須要俯伏下拜
[00:18:48.680 --> 00:18:51.240]  必須要俯伏下拜
[00:18:51.240 --> 00:18:53.400]  弟兄姊妹我們留意一下這段經文
[00:18:53.400 --> 00:18:55.000]  其實整段經文
[00:18:55.000 --> 00:19:02.160]  他特意很強調一個權柄的關係
[00:19:02.160 --> 00:19:04.440]  權柄的關係
[00:19:04.440 --> 00:19:07.400]  重複了好幾次
[00:19:07.400 --> 00:19:10.280]  污鬼是求耶穌的
[00:19:10.280 --> 00:19:11.800]  污鬼是求耶穌的
[00:19:11.800 --> 00:19:12.840]  第一
[00:19:12.840 --> 00:19:15.320]  五章七字那裡他求耶穌
[00:19:15.320 --> 00:19:18.280]  求祢不要叫我受苦
[00:19:18.280 --> 00:19:20.600]  第十字那裡他又求耶穌
[00:19:20.600 --> 00:19:23.840]  祢不要叫我離開這個地方
[00:19:23.840 --> 00:19:25.640]  十二字再求耶穌
[00:19:25.640 --> 00:19:31.520]  求祢讓我進入豬群
[00:19:31.520 --> 00:19:35.240]  原來一開始就告訴我們知道
[00:19:35.240 --> 00:19:38.920]  其實黑暗的勢力好像很強
[00:19:38.920 --> 00:19:44.320]  但是遇到見到耶穌這個君王的時候
[00:19:44.320 --> 00:19:47.960]  他必須要俯伏去跪拜
[00:19:47.960 --> 00:19:51.280]  這個原來不需要拉鋸的
[00:19:51.280 --> 00:19:53.640]  原來耶穌不需要和他拉鋸
[00:19:53.640 --> 00:19:55.880]  耶穌一句話
[00:19:55.880 --> 00:19:58.240]  他就要離開
[00:19:58.240 --> 00:20:00.360]  這個是我們的神
[00:20:00.360 --> 00:20:02.680]  這個是我們的神
[00:20:02.680 --> 00:20:05.080]  黑暗有時令人很可怕
[00:20:05.080 --> 00:20:08.960]  不知道大家常不常看新聞
[00:20:08.960 --> 00:20:11.920]  我們見到新聞的時候很心寒
[00:20:11.920 --> 00:20:13.120]  最近我看到一個新聞
[00:20:13.120 --> 00:20:18.240]  怎樣一個爸爸可以殺死一家六口
[00:20:18.240 --> 00:20:20.440]  我們見到很多世界上的新聞
[00:20:20.440 --> 00:20:22.280]  我們覺得很荒誕
[00:20:22.280 --> 00:20:25.560]  很心寒
[00:20:25.560 --> 00:20:28.640]  黑暗可以令人很可怕
[00:20:28.640 --> 00:20:31.560]  但是在耶穌基督的面前
[00:20:31.560 --> 00:20:35.040]  黑暗勢力都必須要跪拜
[00:20:35.040 --> 00:20:36.920]  必須要跪拜
[00:20:36.920 --> 00:20:40.160]  所以我們不需要怕這些黑暗勢力
[00:20:40.160 --> 00:20:43.880]  我們只需要靠近耶穌
[00:20:43.880 --> 00:20:45.800]  靠近耶穌
[00:20:45.800 --> 00:20:48.680]  試過有家長問我
[00:20:48.680 --> 00:20:52.040]  他說現在小朋友在學校
[00:20:52.040 --> 00:20:54.360]  其實他聽的東西學的東西
[00:20:54.360 --> 00:20:55.960]  都是很多歪理
[00:20:55.960 --> 00:20:58.200]  老師跟他說完一套
[00:20:58.200 --> 00:20:59.680]  其實是不對的
[00:20:59.680 --> 00:21:02.240]  我回來應該怎樣教
[00:21:02.240 --> 00:21:05.320]  我就跟他說帶他回教會
[00:21:05.320 --> 00:21:07.640]  恆常回教會
[00:21:07.640 --> 00:21:08.840]  有家長又問我
[00:21:08.840 --> 00:21:15.560]  他說我兒子長時間都想忍
[00:21:15.560 --> 00:21:17.280]  喜歡看YouTube
[00:21:17.280 --> 00:21:20.760]  不斷拿著電話打機看YouTube
[00:21:20.760 --> 00:21:27.760]  有些女孩甚至開始不斷買東西很喜歡
[00:21:27.760 --> 00:21:29.840]  問我怎麼辦
[00:21:29.840 --> 00:21:34.040]  我就說帶他恆常回教會
[00:21:34.040 --> 00:21:37.160]  是不是說回教會甚麼都可以解決
[00:21:37.160 --> 00:21:38.560]  當然不是
[00:21:38.560 --> 00:21:41.760]  我沒辦法令他脫離任何人
[00:21:41.760 --> 00:21:47.240]  但是回教會是唯一開始的途徑
[00:21:47.240 --> 00:21:50.040]  可以讓他親近耶穌
[00:21:50.040 --> 00:21:56.120]  他親近耶穌的時候自然就遠離黑暗
[00:21:56.120 --> 00:22:01.920]  所以我們親近耶穌
[00:22:01.920 --> 00:22:05.520]  當我們恆常回教會的時候
[00:22:05.520 --> 00:22:07.840]  我們有耶穌在我們裏面
[00:22:07.840 --> 00:22:10.680]  我們將耶穌帶回家
[00:22:10.680 --> 00:22:14.320]  讓耶穌成為我們我家之主
[00:22:14.320 --> 00:22:15.720]  這個很重要
[00:22:15.720 --> 00:22:21.120]  讓耶穌成為我們家庭裏面的一個王
[00:22:21.120 --> 00:22:26.520]  我們相信神的話沒有一句不大能力
[00:22:26.520 --> 00:22:31.320]  神的話是最強大的
[00:22:31.320 --> 00:22:35.720]  所以我們相信親近耶穌一定可以遠離黑暗
[00:22:35.720 --> 00:22:38.720]  最近有一個神經外科醫生
[00:22:38.720 --> 00:22:42.120]  他叫Dr. Lee Warren
[00:22:42.120 --> 00:22:44.720]  好像Rick Warren
[00:22:44.720 --> 00:22:48.120]  神經外科醫生他發現
[00:22:48.120 --> 00:22:49.120]  他寫了一本書
[00:22:49.120 --> 00:23:00.920]  他發現讀聖經真的可以解決一些情緒的問題
[00:23:00.920 --> 00:23:05.120]  他用神經外科的角度去看
[00:23:05.120 --> 00:23:07.120]  解決到情緒、精神
[00:23:07.120 --> 00:23:08.520]  為什麼他會這樣發現呢?
