
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹、各位朋友,午安!
[00:01:43.000 --> 00:01:45.000]  那你怎麼照抄呢?
[00:01:45.000 --> 00:01:48.000]  而且你想想,以色列人在這麼多年的打仗裡面
[00:01:48.000 --> 00:01:52.000]  歷史裡面,從來沒有一場仗是這樣打的
[00:01:52.000 --> 00:01:54.000]  就是不會重複的打法
[00:01:54.000 --> 00:01:56.000]  例如在1948年,大家都知道
[00:01:56.000 --> 00:01:58.000]  以色列宣告獨立之後
[00:01:58.000 --> 00:02:01.000]  阿拉伯就聯合來攻以色列
[00:02:01.000 --> 00:02:05.000]  在1949年簽訂了Green Line的協議
[00:02:05.000 --> 00:02:07.000]  就將耶路撒冷劃分為二
[00:02:07.000 --> 00:02:09.000]  東耶路撒冷是屬於約旦去管轄
[00:02:09.000 --> 00:02:12.000]  西耶路撒冷是屬於以色列去管轄
[00:02:12.000 --> 00:02:13.000]  然後在1967年,大家...
[00:02:13.000 --> 00:02:15.000]  不是,67年也出一世了
[00:02:15.000 --> 00:02:17.000]  有些人也出一世的,我相信
[00:02:17.000 --> 00:02:19.000]  不是,OK,行了,行了
[00:02:19.000 --> 00:02:21.000]  行,沒錯,好
[00:02:21.000 --> 00:02:24.000]  聽到Ava說了沒有?好
[00:02:24.000 --> 00:02:26.000]  有些人可能已經出一世了
[00:02:26.000 --> 00:02:28.000]  或者你聽過這句典故
[00:02:28.000 --> 00:02:29.000]  六日戰爭
[00:02:29.000 --> 00:02:31.000]  當時埃及的帶頭
[00:02:31.000 --> 00:02:34.000]  就出了這個六日戰爭出來
[00:02:34.000 --> 00:02:36.000]  以色列在第三天的時候
[00:02:36.000 --> 00:02:39.000]  他們圍剿耶路撒冷,攻回耶路撒冷
[00:02:39.000 --> 00:02:41.000]  第三天攻陷了耶路撒冷
[00:02:41.000 --> 00:02:42.000]  他們怎麼打的?
[00:02:42.000 --> 00:02:44.000]  會不會又像他們一樣圍著耶路撒冷
[00:02:44.000 --> 00:02:46.000]  圍十三個圈,然後覺醒
[00:02:46.000 --> 00:02:49.000]  然後又吹一吹,然後大叫
[00:02:49.000 --> 00:02:51.000]  這樣就打贏了?
[00:02:51.000 --> 00:02:54.000]  不是,你看看歷史
[00:02:54.000 --> 00:02:56.000]  街頭的抗戰有多激烈
[00:02:56.000 --> 00:02:57.000]  你看看歷史裡面
[00:02:57.000 --> 00:02:59.000]  你看到裡面和約旦打的
[00:02:59.000 --> 00:03:01.000]  幾個死傷是無數的
[00:03:01.000 --> 00:03:04.000]  所以,以色列人的歷史裡面
[00:03:04.000 --> 00:03:06.000]  再沒有重複這樣的事件
[00:03:06.000 --> 00:03:08.000]  所以我們不能夠照抄
[00:03:08.000 --> 00:03:10.000]  這個這樣的經文
[00:03:10.000 --> 00:03:12.000]  因為事實上,以色列在之後
[00:03:12.000 --> 00:03:15.000]  從來打仗都沒有這樣打過
[00:03:15.000 --> 00:03:18.000]  仗,絕對不是這樣打
[00:03:18.000 --> 00:03:21.000]  有些人會跳過了這段經文裡面的內容
[00:03:21.000 --> 00:03:22.000]  立刻就強調
[00:03:22.000 --> 00:03:25.000]  我們要攻陷我們的罪的城牆
[00:03:25.000 --> 00:03:29.000]  粉碎高大的自我的高牆
[00:03:29.000 --> 00:03:31.000]  很多人都會立刻跳下去應用的
[00:03:31.000 --> 00:03:33.000]  這個部分的層次
[00:03:33.000 --> 00:03:34.000]  是挺好聽的
[00:03:34.000 --> 00:03:36.000]  沒錯,是挺有應用性的
[00:03:36.000 --> 00:03:38.000]  不過這段經文的重點
[00:03:38.000 --> 00:03:42.000]  就不是在這樣處理個人的罪
[00:03:42.000 --> 00:03:45.000]  自我,性格等等的這些問題
[00:03:45.000 --> 00:03:47.000]  有其他更好的經文處理
[00:03:47.000 --> 00:03:50.000]  這段經文是講打仗
[00:03:50.000 --> 00:03:52.000]  這段經文是講
[00:03:52.000 --> 00:03:55.000]  如何完成上帝的任務,得地為業
[00:03:55.000 --> 00:03:57.000]  所以我們不能夠抽離
[00:03:57.000 --> 00:04:02.000]  這個最基礎的核心的部分
[00:04:02.000 --> 00:04:04.000]  而耶利哥城被譽為
[00:04:04.000 --> 00:04:07.000]  古代最古老的城牆
[00:04:07.000 --> 00:04:10.000]  因為它本身是一個很古老的城牆
[00:04:10.000 --> 00:04:12.000]  所以是一個非常古舊的城
[00:04:12.000 --> 00:04:13.000]  它盛產什麼呢?
[00:04:13.000 --> 00:04:16.000]  它盛產香蕉、椰棗
[00:04:16.000 --> 00:04:18.000]  風景非常秀麗
[00:04:18.000 --> 00:04:19.000]  如果你去以色列的話
[00:04:19.000 --> 00:04:21.000]  你一定要去一下耶利哥這個地方
[00:04:21.000 --> 00:04:23.000]  而耶利哥在生命記裡面
[00:04:23.000 --> 00:04:25.000]  被稱為一個宗女城
[00:04:25.000 --> 00:04:28.000]  耶利哥其實這個名字叫做月亮
[00:04:28.000 --> 00:04:29.000]  所以有些人推測
[00:04:29.000 --> 00:04:31.000]  它跟拜月亮之神
[00:04:31.000 --> 00:04:33.000]  是有些關係的,在早期的時候
[00:04:33.000 --> 00:04:35.000]  但是我們根據聖經告訴我們
[00:04:35.000 --> 00:04:37.000]  他們最主要敬拜的
[00:04:37.000 --> 00:04:40.000]  就是迦南的神子巴力和阿舍拉
[00:04:40.000 --> 00:04:42.000]  至於道德方面
[00:04:42.000 --> 00:04:45.000]  迦南人因為宗教而衍生出來的
[00:04:45.000 --> 00:04:46.000]  是淫亂
[00:04:46.000 --> 00:04:48.000]  而且他們更加將小孩子
[00:04:48.000 --> 00:04:50.000]  兒童獻為繁濟
[00:04:50.000 --> 00:04:54.000]  而且古代的文獻也清楚記載
[00:04:54.000 --> 00:04:56.000]  耶利哥人或者迦南人
[00:04:56.000 --> 00:04:59.000]  他們本身是慣行不義的
[00:04:59.000 --> 00:05:01.000]  暴力、欺壓
[00:05:01.000 --> 00:05:03.000]  以及剝削弱勢社群
[00:05:03.000 --> 00:05:05.000]  而耶利哥作為以色列人
[00:05:05.000 --> 00:05:08.000]  第一個進入英許之地打的地方
[00:05:08.000 --> 00:05:12.000]  是最為難打的一個城市
[00:05:12.000 --> 00:05:13.000]  為什麼呢?
[00:05:13.000 --> 00:05:15.000]  因為耶利哥的強
[00:05:15.000 --> 00:05:18.000]  不是在於他的兵力方面
[00:05:18.000 --> 00:05:21.000]  而是在於他的城牆
[00:05:21.000 --> 00:05:22.000]  大家可以看看圖片
[00:05:22.000 --> 00:05:23.000]  你就會見到
[00:05:23.000 --> 00:05:28.000]  它其實是一個非常出名的商城牆
[00:05:28.000 --> 00:05:30.000]  事實上耶利哥不是很大
[00:05:30.000 --> 00:05:33.000]  耶利哥大概只有六、七畝的地
[00:05:33.000 --> 00:05:36.000]  幾個大型的足球場的大小
[00:05:36.000 --> 00:05:39.000]  人口只有幾千人
[00:05:39.000 --> 00:05:43.000]  而祂最強大的是祂的商城牆
[00:05:43.000 --> 00:05:44.000]  而祂的商城牆
[00:05:44.000 --> 00:05:49.000]  內牆和外牆中間有十五英尺的空間
[00:05:49.000 --> 00:05:52.000]  而這個空間不是完全平地
[00:05:52.000 --> 00:05:55.000]  很多都是一個斜的地方
[00:05:55.000 --> 00:05:56.000]  你看下一個位置
[00:05:56.000 --> 00:05:58.000]  你就會見到其實是斜下去的
[00:05:58.000 --> 00:06:00.000]  某些地方稍為平一點的
[00:06:00.000 --> 00:06:01.000]  就是建一些房屋
[00:06:01.000 --> 00:06:02.000]  所以你有印象嗎?
[00:06:02.000 --> 00:06:05.000]  聖經裡面約書亞記提到
[00:06:05.000 --> 00:06:06.000]  有一個女人叫做「拉合」
[00:06:06.000 --> 00:06:07.000]  有沒有印象?
[00:06:07.000 --> 00:06:09.000]  她是住在城牆那裡的
[00:06:09.000 --> 00:06:11.000]  而她不是住在城牆上面
[00:06:11.000 --> 00:06:13.000]  她是住在城牆
[00:06:13.000 --> 00:06:16.000]  兩牆中間比較平一點的位置那裡
[00:06:16.000 --> 00:06:17.000]  所以
[00:06:17.000 --> 00:06:20.000]  以色列人要進駐這個應許之地
[00:06:20.000 --> 00:06:23.000]  其實是非常之困難
[00:06:23.000 --> 00:06:25.000]  特別是打第一個島鏈的
[00:06:25.000 --> 00:06:26.000]  這個耶利哥城
[00:06:26.000 --> 00:06:28.000]  以色列人要得到上帝應許之地
[00:06:28.000 --> 00:06:30.000]  是必須要付出代價
[00:06:30.000 --> 00:06:33.000]  而不是兩隻手翹著雙手
[00:06:33.000 --> 00:06:34.000]  祈禱就行了
[00:06:34.000 --> 00:06:37.000]  絕對不可以是這樣
[00:06:37.000 --> 00:06:38.000]  以色列
[00:06:38.000 --> 00:06:39.000]  大家都知道
[00:06:39.000 --> 00:06:41.000]  他們不是訓練有素的軍人
[00:06:41.000 --> 00:06:42.000]  他們在埃及裡面
[00:06:42.000 --> 00:06:44.000]  是做擔擔台台的事情
[00:06:44.000 --> 00:06:46.000]  沒有強大的軍備
[00:06:46.000 --> 00:06:48.000]  沒有強大的訓練
[00:06:48.000 --> 00:06:49.000]  靠的是什麼?
[00:06:49.000 --> 00:06:50.000]  人多
[00:06:50.000 --> 00:06:52.000]  以色列是有很多人的
[00:06:52.000 --> 00:06:54.000]  人多是否一定會贏?
[00:06:54.000 --> 00:06:55.000]  大家都知道
[00:06:55.000 --> 00:06:56.000]  丁哥還沒出生
[00:06:56.000 --> 00:06:58.000]  第二次世界大戰的時候
[00:06:58.000 --> 00:07:00.000]  應該很多人都還沒出生
[00:07:00.000 --> 00:07:05.000]  日本來打馬來西亞和新加坡
[00:07:05.000 --> 00:07:08.000]  你知不知道英軍當時守在那裡有多少人?
[00:07:08.000 --> 00:07:11.000]  是有十萬英軍
[00:07:11.000 --> 00:07:12.000]  是沒有錯
[00:07:12.000 --> 00:07:15.000]  十萬個英軍駐守在當時的馬來西亞
[00:07:15.000 --> 00:07:16.000]  新加坡
[00:07:16.000 --> 00:07:17.000]  人多一定贏的嗎?
[00:07:17.000 --> 00:07:19.000]  你知道日本有多少人嗎?
[00:07:19.000 --> 00:07:20.000]  日本只有三萬人
[00:07:20.000 --> 00:07:22.000]  是說三萬人
[00:07:22.000 --> 00:07:23.000]  是三倍的兵力
[00:07:23.000 --> 00:07:26.000]  但是你知道最後的結果是什麼嗎?
[00:07:26.000 --> 00:07:27.000]  八萬個投降
[00:07:27.000 --> 00:07:31.000]  是英軍歷史裡面最悲慘的一幕戰爭
[00:07:31.000 --> 00:07:32.000]  竟然間
[00:07:32.000 --> 00:07:35.000]  羞辱到的地步就是人多
[00:07:35.000 --> 00:07:37.000]  輸給日本
[00:07:37.000 --> 00:07:38.000]  拉大隊
[00:07:38.000 --> 00:07:40.000]  來投降給日本
[00:07:40.000 --> 00:07:42.000]  人多
[00:07:42.000 --> 00:07:44.000]  誰說一定可以馬到攻城?
[00:07:44.000 --> 00:07:46.000]  第五章還沒打耶利哥之前
[00:07:46.000 --> 00:07:49.000]  約書亞夜間就看見一個人
[00:07:49.000 --> 00:07:50.000]  站在他面前
[00:07:50.000 --> 00:07:52.000]  那個人手裡拿著一把刀
[00:07:52.000 --> 00:07:55.000]  其實約書亞都不知道這個人是幫他還是不幫他
[00:07:55.000 --> 00:07:57.000]  所以他就問了一句話
[00:07:57.000 --> 00:08:00.000]  你是幫我們還是不是幫我們呢?
[00:08:00.000 --> 00:08:03.000]  這位人就說了一句話
[00:08:03.000 --> 00:08:05.000]  其實我不是
[00:08:05.000 --> 00:08:06.000]  不是
[00:08:06.000 --> 00:08:07.000]  意思就是說
[00:08:07.000 --> 00:08:09.000]  我不在乎誰贏
[00:08:09.000 --> 00:08:12.000]  我不在乎到底是你贏還是他們贏
[00:08:12.000 --> 00:08:15.000]  我在乎的是誰是元帥
[00:08:15.000 --> 00:08:16.000]  所以他說
[00:08:16.000 --> 00:08:19.000]  誰到底是真正的元帥呢?
[00:08:19.000 --> 00:08:21.000]  耶和華才是真正的元帥
[00:08:21.000 --> 00:08:23.000]  所以這場的戰爭
[00:08:23.000 --> 00:08:26.000]  不是重點是誰贏誰輸
[00:08:26.000 --> 00:08:29.000]  戰爭的重點是主權的問題
[00:08:29.000 --> 00:08:30.000]  誰是你的主
[00:08:30.000 --> 00:08:32.000]  誰是元帥
[00:08:32.000 --> 00:08:34.000]  誰是大佬
[00:08:34.000 --> 00:08:36.000]  在我們做上帝工作的時候
[00:08:36.000 --> 00:08:37.000]  我們必須要記得
[00:08:37.000 --> 00:08:39.000]  誰是大佬
[00:08:39.000 --> 00:08:41.000]  以色列人
[00:08:41.000 --> 00:08:43.000]  怎樣去打
[00:08:43.000 --> 00:08:45.000]  的確是重要的
[00:08:45.000 --> 00:08:49.000]  打倒這個英雄之地是重要的
[00:08:49.000 --> 00:08:51.000]  但是固然最重要的
[00:08:51.000 --> 00:08:53.000]  就是誰是大佬
[00:08:53.000 --> 00:08:55.000]  誰是元帥
[00:08:55.000 --> 00:08:56.000]  誰是大頭
[00:08:56.000 --> 00:08:58.000]  如果你說上帝是大頭
[00:08:58.000 --> 00:09:00.000]  如果你說上帝是大佬的話
[00:09:00.000 --> 00:09:04.000]  那我們作為子民應該要怎樣做呢?
[00:09:04.000 --> 00:09:07.000]  所以這段經文就提醒我們四樣東西
[00:09:07.000 --> 00:09:08.000]  第一樣東西就是
[00:09:08.000 --> 00:09:10.000]  要神的說話指引我們
[00:09:10.000 --> 00:09:12.000]  留意第六章的第一節
[00:09:12.000 --> 00:09:13.000]  我們提到第六章第一節
[00:09:13.000 --> 00:09:14.000]  同學請讀
[00:09:14.000 --> 00:09:16.000]  耶利哥的城門
[00:09:16.000 --> 00:09:17.000]  因以色列人
[00:09:17.000 --> 00:09:19.000]  就關得嚴謹
[00:09:19.000 --> 00:09:20.000]  無人出入
[00:09:20.000 --> 00:09:22.000]  的確講到耶利哥人
[00:09:22.000 --> 00:09:24.000]  他們懼怕以色列人
[00:09:24.000 --> 00:09:26.000]  因為他們大概已經收到消息
[00:09:26.000 --> 00:09:27.000]  知道以色列人
[00:09:27.000 --> 00:09:29.000]  他們怎樣過約旦河
[00:09:29.000 --> 00:09:31.000]  漲入了河水
[00:09:31.000 --> 00:09:33.000]  他們可以這樣拉大隊過去
[00:09:33.000 --> 00:09:35.000]  簡直是神蹟
[00:09:35.000 --> 00:09:38.000]  當然守得嚴密的其中一個原因
[00:09:38.000 --> 00:09:41.000]  更加是因為他們知道有探子
[00:09:41.000 --> 00:09:43.000]  曾經走過耶利哥
[00:09:43.000 --> 00:09:45.000]  如果你是耶利哥的人
[00:09:45.000 --> 00:09:46.000]  你知道有探子進來
[00:09:46.000 --> 00:09:48.000]  你的戒備會不會更加森嚴
[00:09:48.000 --> 00:09:50.000]  一定會
[00:09:50.000 --> 00:09:51.000]  所以結果
[00:09:51.000 --> 00:09:53.000]  他們就死守
[00:09:53.000 --> 00:09:55.000]  在城裡面
[00:09:55.000 --> 00:09:58.000]  大家不知道喜不喜歡足球呢
[00:09:58.000 --> 00:09:59.000]  好像不太喜歡
[00:09:59.000 --> 00:10:02.000]  誰支持 Leeds United 的
[00:10:02.000 --> 00:10:03.000]  聖誕啊
[00:10:03.000 --> 00:10:04.000]  對於我們 Leeds 來講
[00:10:04.000 --> 00:10:06.000]  是非常好的消息
[00:10:06.000 --> 00:10:07.000]  很多的球迷
[00:10:07.000 --> 00:10:09.000]  又會來 Leeds 看球賽
[00:10:09.000 --> 00:10:10.000]  如果說到足球
[00:10:10.000 --> 00:10:12.000]  我知道我要教你一個術語
[00:10:12.000 --> 00:10:14.000]  叫做 Park the Bus
[00:10:14.000 --> 00:10:15.000]  Park the Bus
[00:10:15.000 --> 00:10:16.000]  你不要以為
[00:10:16.000 --> 00:10:18.000]  拍個巴士的意思
[00:10:18.000 --> 00:10:20.000]  Park the Bus 的意思是死守
[00:10:20.000 --> 00:10:21.000]  在足球的用語裡面
[00:10:21.000 --> 00:10:23.000]  即是那一隊是死守
[00:10:23.000 --> 00:10:24.000]  大家有沒有印象
[00:10:24.000 --> 00:10:26.000]  有一個叫做摩魯摩連奴
[00:10:26.000 --> 00:10:27.000]  如果你聽足球
[00:10:27.000 --> 00:10:28.000]  你是熟悉的話
[00:10:28.000 --> 00:10:29.000]  他叫摩魯
[00:10:29.000 --> 00:10:30.000]  有人叫他做
[00:10:30.000 --> 00:10:32.000]  當他在 2010 年帶領著
[00:10:32.000 --> 00:10:34.000]  不知道是不是國際米蘭
[00:10:34.000 --> 00:10:35.000]  那時候來到
[00:10:35.000 --> 00:10:38.000]  跟巴塞打準決賽
[00:10:38.000 --> 00:10:39.000]  半準決賽
[00:10:39.000 --> 00:10:40.000]  當時他就用了
[00:10:40.000 --> 00:10:41.000]  Park the Bus
[00:10:41.000 --> 00:10:42.000]  拍大巴的技術
[00:10:42.000 --> 00:10:44.000]  來到死守
[00:10:44.000 --> 00:10:45.000]  結果被他贏了
[00:10:45.000 --> 00:10:46.000]  中進決賽
[00:10:46.000 --> 00:10:48.000]  還拿了冠軍
[00:10:48.000 --> 00:10:50.000]  以色列人就是 Park 大巴
[00:10:50.000 --> 00:10:51.000]  就是 Park the Bus
[00:10:51.000 --> 00:10:53.000]  就是他的對手 Park the Bus
[00:10:53.000 --> 00:10:55.000]  是他的對手耶利哥
[00:10:55.000 --> 00:10:56.000]  他 Park the Bus
[00:10:56.000 --> 00:10:58.000]  死守在城裡面
[00:10:58.000 --> 00:10:59.000]  死守在城裡面
[00:10:59.000 --> 00:11:01.000]  對耶利哥的人來說
[00:11:01.000 --> 00:11:02.000]  絕對不是難度
[00:11:02.000 --> 00:11:04.000]  因為他有了糧食
[00:11:04.000 --> 00:11:05.000]  有些地方不是說
[00:11:05.000 --> 00:11:07.000]  吃草也可以吃兩年嗎
[00:11:07.000 --> 00:11:09.000]  我想其實他也更加厲害
[00:11:09.000 --> 00:11:10.000]  因為他一定要
[00:11:10.000 --> 00:11:11.000]  儲了很多糧食
[00:11:11.000 --> 00:11:12.000]  我相信兩年
[00:11:12.000 --> 00:11:14.000]  都應該撐得住
[00:11:14.000 --> 00:11:16.000]  有很多水源
[00:11:16.000 --> 00:11:18.000]  可以撐到一段長的時間
[00:11:18.000 --> 00:11:19.000]  而且最重要就是
[00:11:19.000 --> 00:11:21.000]  城牆又高又堅固
[00:11:21.000 --> 00:11:24.000]  絕對是易守難攻
[00:11:24.000 --> 00:11:26.000]  所以約書亞要奪取
[00:11:26.000 --> 00:11:28.000]  第一個島鏈的這個城
[00:11:28.000 --> 00:11:30.000]  是非常之難的困難
[00:11:30.000 --> 00:11:32.000]  但留意六章第二節
[00:11:32.000 --> 00:11:33.000]  我們一起讀一讀
[00:11:33.000 --> 00:11:34.000]  第六章第二節
[00:11:34.000 --> 00:11:35.000]  請讀
[00:11:35.000 --> 00:11:37.000]  耶和華曉諭約書亞說
[00:11:37.000 --> 00:11:38.000]  看啊
[00:11:38.000 --> 00:11:39.000]  我已經把耶利哥
[00:11:39.000 --> 00:11:41.000]  和耶利哥的王
[00:11:41.000 --> 00:11:42.000]  並大能的勇士
[00:11:42.000 --> 00:11:44.000]  都交在你手中
[00:11:44.000 --> 00:11:45.000]  六章第二節
[00:11:45.000 --> 00:11:48.000]  約書亞都還沒找上帝
[00:11:48.000 --> 00:11:49.000]  耶和華上帝
[00:11:49.000 --> 00:11:51.000]  已經找了約書亞
[00:11:51.000 --> 00:11:53.000]  將他的指示
[00:11:53.000 --> 00:11:55.000]  指示給了約書亞
[00:11:55.000 --> 00:11:59.000]  上帝竟然跟約書亞說
[00:11:59.000 --> 00:12:00.000]  他說耶利哥人
[00:12:00.000 --> 00:12:02.000]  是大能的勇士
[00:12:02.000 --> 00:12:03.000]  那應該看來
[00:12:03.000 --> 00:12:04.000]  在當時代
[00:12:04.000 --> 00:12:05.000]  那些精英部隊
[00:12:05.000 --> 00:12:07.000]  是精銳的軍隊
[00:12:07.000 --> 00:12:09.000]  竟然被交在
[00:12:09.000 --> 00:12:11.000]  以色列人的手裡
[00:12:11.000 --> 00:12:12.000]  換句話說
[00:12:12.000 --> 00:12:14.000]  是一個勝利的宣告
[00:12:14.000 --> 00:12:16.000]  神都不用說用什麼方法
[00:12:16.000 --> 00:12:18.000]  就已經確保了
[00:12:18.000 --> 00:12:20.000]  這一場是勝仗
[00:12:20.000 --> 00:12:22.000]  既然是勝仗
[00:12:22.000 --> 00:12:24.000]  神是保證你贏
[00:12:24.000 --> 00:12:26.000]  是否用正常來說
[00:12:26.000 --> 00:12:28.000]  就應該用神的方法
[00:12:28.000 --> 00:12:29.000]  那就確定勝利
[00:12:29.000 --> 00:12:31.000]  這個肯定是這樣
[00:12:31.000 --> 00:12:32.000]  事實上
[00:12:32.000 --> 00:12:33.000]  我們要知道
[00:12:33.000 --> 00:12:35.000]  既然神是保證
[00:12:35.000 --> 00:12:37.000]  就是應許我們確定勝利的話
[00:12:37.000 --> 00:12:40.000]  我們應該要用神的方法
[00:12:40.000 --> 00:12:42.000]  來打這場仗
[00:12:42.000 --> 00:12:45.000]  才可以達到這個效果
[00:12:45.000 --> 00:12:46.000]  我們需要
[00:12:46.000 --> 00:12:48.000]  來聆聽上帝的聲音
[00:12:48.000 --> 00:12:49.000]  特別是做一些
[00:12:49.000 --> 00:12:50.000]  很大型的決定的時候
[00:12:50.000 --> 00:12:51.000]  特別是在我們
[00:12:51.000 --> 00:12:53.000]  侍功的策略上
[00:12:53.000 --> 00:12:54.000]  我們都需要聆聽
[00:12:54.000 --> 00:12:55.000]  上帝的聲音
[00:12:55.000 --> 00:12:56.000]  我又介紹
[00:12:56.000 --> 00:12:57.000]  另一個人給大家認識
[00:12:57.000 --> 00:12:59.000]  這個人已經死了
[00:12:59.000 --> 00:13:00.000]  那就是叫做
[00:13:00.000 --> 00:13:03.000]  Bedford Jesus Mann
[00:13:03.000 --> 00:13:04.000]  這個人叫做
[00:13:04.000 --> 00:13:06.000]  賓特利
[00:13:06.000 --> 00:13:07.000]  不是賓尼
[00:13:07.000 --> 00:13:08.000]  賓特利
[00:13:08.000 --> 00:13:10.000]  這個人在Bedford裡面
[00:13:10.000 --> 00:13:12.000]  是挺有名的
[00:13:12.000 --> 00:13:13.000]  他在三十三歲之前
[00:13:13.000 --> 00:13:14.000]  年輕的時候
[00:13:14.000 --> 00:13:16.000]  曾經試圖阻止別人
[00:13:16.000 --> 00:13:17.000]  去玩Bingo
[00:13:17.000 --> 00:13:20.000]  於是乎就被人扣押了
[00:13:20.000 --> 00:13:21.000]  又因為當時有
[00:13:21.000 --> 00:13:22.000]  The Beatles
[00:13:22.000 --> 00:13:23.000]  披頭四樂隊
[00:13:23.000 --> 00:13:25.000]  到訪Bedford
[00:13:25.000 --> 00:13:26.000]  在劇院門口
[00:13:26.000 --> 00:13:27.000]  他抗議
[00:13:27.000 --> 00:13:28.000]  結果被捕
[00:13:28.000 --> 00:13:29.000]  他到了監獄裡面
[00:13:29.000 --> 00:13:31.000]  力度了一幾萬
[00:13:31.000 --> 00:13:32.000]  在監獄裡面
[00:13:32.000 --> 00:13:34.000]  來傳福音
[00:13:34.000 --> 00:13:37.000]  但是到了一九六零年的時候
[00:13:37.000 --> 00:13:38.000]  他當時就問上帝
[00:13:38.000 --> 00:13:39.000]  他說到底我的人生
[00:13:39.000 --> 00:13:41.000]  應該怎樣走下去呢
[00:13:41.000 --> 00:13:42.000]  於是乎他就放棄了自己
[00:13:42.000 --> 00:13:45.000]  作為機械工程的工作
[00:13:45.000 --> 00:13:46.000]  搬到一個附近的地方
[00:13:46.000 --> 00:13:48.000]  叫做Sato這個地方
[00:13:48.000 --> 00:13:50.000]  來一個山洞裡面居住
[00:13:50.000 --> 00:13:52.000]  他為的就是要安靜下來
[00:13:52.000 --> 00:13:53.000]  去聆聽一下
[00:13:53.000 --> 00:13:55.000]  到底上帝給他有沒有
[00:13:55.000 --> 00:13:56.000]  特別的訊息
[00:13:56.000 --> 00:13:57.000]  以致他能夠
[00:13:57.000 --> 00:13:59.000]  前面的路怎麼走
[00:13:59.000 --> 00:14:00.000]  他在山洞裡面
[00:14:00.000 --> 00:14:02.000]  過了十二天
[00:14:02.000 --> 00:14:05.000]  然後就穿著了一個的
[00:14:05.000 --> 00:14:07.000]  長色的中式的長袍
[00:14:07.000 --> 00:14:08.000]  和涼鞋
[00:14:08.000 --> 00:14:10.000]  回到Bedford這個地方
[00:14:10.000 --> 00:14:11.000]  遊走這個街頭
[00:14:11.000 --> 00:14:13.000]  成為了街頭裡面
[00:14:13.000 --> 00:14:16.000]  無人不熟悉的身影的人士
[00:14:16.000 --> 00:14:17.000]  他經過每一個人
[00:14:17.000 --> 00:14:18.000]  他都會和他笑
[00:14:18.000 --> 00:14:19.000]  打招呼
[00:14:19.000 --> 00:14:20.000]  聊天
[00:14:20.000 --> 00:14:21.000]  握手
[00:14:21.000 --> 00:14:23.000]  贏盡整個Bedford的人心
[00:14:23.000 --> 00:14:26.000]  在2012年的時候
[00:14:26.000 --> 00:14:28.000]  網上曾經發起一個運動
[00:14:28.000 --> 00:14:30.000]  就希望推舉這個
[00:14:30.000 --> 00:14:31.000]  彭特利
[00:14:31.000 --> 00:14:33.000]  成為了倫敦奧運的
