
[00:00:00.000 --> 00:00:05.120]  在來的週末,我鼓勵你回到家看《約殺日記》第七到第八章
[00:06:18.480 --> 00:06:21.800]  現在你手頭上拿着的那本和合本是說什麼的,它是說
[00:06:21.800 --> 00:06:25.840]  祭司就拿着約衛,然後吹起號角
[00:06:25.840 --> 00:06:29.440]  接着拿着兵器的人就站在祭司的前面
[00:06:29.440 --> 00:06:32.040]  與此同時又站在約衛的後面
[00:06:32.040 --> 00:06:36.360]  等一下,上下,上下,你在小組試一下做一件事
[00:06:36.360 --> 00:06:39.200]  現在拿了一羣小組,我們試一下找人扮祭司
[00:06:39.200 --> 00:06:43.120]  然後抬着約衛,然後找一些組員拿着兵器的
[00:06:43.120 --> 00:06:45.520]  這樣怎麼站呀組長,企劃是這樣的
[00:06:45.520 --> 00:06:50.160]  你站在祭司前面,與此同時站在約衛的後面
[00:06:50.160 --> 00:06:52.200]  這個組員就咬到頭爆了
[00:06:52.200 --> 00:06:55.760]  這個Icebreaker玩不完的了
[00:06:55.760 --> 00:06:57.240]  因爲他沒法站
[00:06:57.240 --> 00:07:00.480]  問一下約衛在哪裏,約衛在祭司後面
[00:07:00.480 --> 00:07:02.920]  現在你叫我站在祭司前面
[00:07:02.920 --> 00:07:06.480]  與此同時站在約衛的後面,我怎麼站
[00:07:06.480 --> 00:07:10.000]  這個是和合本的翻譯,和合本你看就是這樣
[00:07:10.000 --> 00:07:11.800]  看完之後你寫下怎麼站
[00:07:11.800 --> 00:07:14.440]  隨便啦,怎麼站
[00:07:14.440 --> 00:07:17.640]  隨便啦,紙本上說隨便啦,總之有人就行了
[00:07:17.640 --> 00:07:20.960]  如果是沒有意義的,排列的方法是沒有意義的
[00:07:20.960 --> 00:07:22.360]  那我們隨便就行了
[00:07:22.360 --> 00:07:26.440]  但現在我說的是有意義的,有意義的時候我們要搞清楚怎麼站
[00:07:26.440 --> 00:07:32.160]  有另一個較新的翻譯本叫做和合本的和修版
[00:07:32.160 --> 00:07:34.000]  簡稱和合本修訂版
[00:07:34.000 --> 00:07:36.480]  和合本修訂版是這樣翻譯的,在第九節裏面,六章九節
[00:07:36.480 --> 00:07:39.640]  帶兵器的走在吹號角的祭司前面
[00:07:39.640 --> 00:07:44.320]  後隊跟着約衛走,號角繼續在吹
[00:07:44.320 --> 00:07:46.680]  有少少提示了,他就說到
[00:07:46.680 --> 00:07:51.120]  原來是拿着兵器的人分了兩隊
[00:07:51.120 --> 00:07:55.000]  如果不是這樣說,你也不太明白這個中文翻譯是什麼
[00:07:55.000 --> 00:07:56.680]  我這樣說你會開始明白一點
[00:07:56.680 --> 00:07:58.800]  有一隊就站在祭司前面
[00:07:58.800 --> 00:08:02.200]  然後有一批後面那一隊,後隊
[00:08:02.200 --> 00:08:04.240]  不是後備,後隊
[00:08:04.240 --> 00:08:07.680]  就站在約衛的後面
[00:08:07.680 --> 00:08:13.920]  面對日本沒法子幫助我們理解經文
[00:08:13.920 --> 00:08:17.280]  我們沒法子不回到原文那裏看
[00:08:17.280 --> 00:08:20.600]  你聽我講到,我很少用原文的原因就是
[00:08:20.600 --> 00:08:25.200]  我覺得日本已經翻譯了,我們幹嘛還要特意講原文呢
[00:08:25.200 --> 00:08:28.240]  在原文裏面是複雜的
[00:08:28.240 --> 00:08:30.960]  原文裏面說到,祭司就
[00:08:30.960 --> 00:08:33.120]  原文是特意這樣寫的
[00:08:33.120 --> 00:08:35.880]  祭司就抬着約衛
[00:08:35.880 --> 00:08:39.720]  然後拿着兵器的人越過祭司
[00:08:39.720 --> 00:08:42.880]  "越過"這個字是第二次出現了,在約殺記
[00:08:42.880 --> 00:08:46.800]  第一次出現的"越過"就是在過約旦河的時候
[00:08:46.800 --> 00:08:50.400]  祭司抬着約衛越過了約旦河
[00:08:50.400 --> 00:08:51.960]  同樣一個希伯來文
[00:08:51.960 --> 00:08:55.760]  給讀者一個的感覺就是
[00:08:55.760 --> 00:08:58.760]  神蹟開始發生
[00:08:58.760 --> 00:09:02.400]  因爲祭司拿着約衛越過約旦河的時候
[00:09:02.400 --> 00:09:05.320]  河水就分開了,你剛剛纔讀完的
[00:09:05.320 --> 00:09:06.920]  前兩章才發生
[00:09:06.920 --> 00:09:09.880]  然後"越過"這字再出現了,就是拿着兵器的人
[00:09:09.880 --> 00:09:12.240]  這次不是祭司越過約旦河
[00:09:12.240 --> 00:09:16.080]  是拿着兵器的人越過祭司和約衛
[00:09:16.080 --> 00:09:18.480]  "越過"這個動詞一出現之後你就發覺
[00:09:18.480 --> 00:09:24.160]  咦,很熟悉,這個神蹟開始出現了
[00:09:24.160 --> 00:09:27.360]  但是這次的神蹟出現的帶動者不是祭司
[00:09:27.360 --> 00:09:31.160]  約旦河水分開的帶動者是祭司
[00:09:31.160 --> 00:09:32.800]  我們明白背後是上帝的工作
[00:09:32.800 --> 00:09:36.480]  但是帶動整個神蹟的是祭司越過了約旦河
[00:09:36.480 --> 00:09:38.080]  但是現在是拿着兵器的
[00:09:38.080 --> 00:09:41.800]  越過祭司之後,讀者期望神蹟會出現
[00:09:41.800 --> 00:09:50.080]  接着,祭司後面也有一隊拿着兵器和吹皓角的
[00:09:50.080 --> 00:09:55.440]  這裏
[00:09:55.440 --> 00:09:57.280]  我們看看這幅圖
[00:09:57.280 --> 00:09:58.680]  帶着兵器的
[00:09:58.680 --> 00:10:01.960]  有祭司,祭司裏面不知道有多少人
[00:10:01.960 --> 00:10:03.720]  總之有人抬着約櫃
[00:10:03.720 --> 00:10:05.560]  有人是吹皓角的
[00:10:05.560 --> 00:10:10.000]  所以說,祭司怎麼可能同時抬着約櫃又吹皓角呢?
[00:10:10.000 --> 00:10:11.760]  沒有那麼多手,是吧?
[00:10:11.760 --> 00:10:12.960]  是搞不定的
[00:10:12.960 --> 00:10:14.800]  抬着約櫃就抬着約櫃,吹皓角就吹皓角
[00:10:14.800 --> 00:10:16.320]  所以一定是分了兩批
[00:10:16.320 --> 00:10:24.280]  接着,後面還有些人是拿着兵器和吹皓角的
[00:10:24.280 --> 00:10:27.800]  這次約櫃不是走在最前面
[00:10:27.800 --> 00:10:31.520]  這裏我開始要面對一批超級屬靈人
[00:10:31.520 --> 00:10:35.520]  或者是經常說屬靈說話的弟兄姐妹
[00:10:35.520 --> 00:10:37.680]  如果這段經文
[00:10:37.680 --> 00:10:40.880]  巴不得,巴不得,這段經文是這樣記載的
[00:10:40.880 --> 00:10:44.320]  所有拿着兵器的人全部都在祭司和約櫃後面
[00:10:44.320 --> 00:10:47.600]  這段經文我容易說,是吧?
[00:10:47.600 --> 00:10:49.160]  你們聽得明白吧?
[00:10:49.160 --> 00:10:50.320]  很容易說
[00:10:50.320 --> 00:10:52.400]  所有拿着兵器的人都是沒用的
[00:10:52.400 --> 00:10:54.440]  因爲必須要跟從這位上帝
[00:10:54.440 --> 00:10:56.640]  在上帝的後面,依靠上帝的大能
[00:10:56.640 --> 00:10:58.920]  上帝走在前面,上帝不走我們就不走
[00:10:58.920 --> 00:11:00.200]  上帝走我們就走
[00:11:00.200 --> 00:11:02.160]  我們跟從上帝我們就會得勝了
[00:11:02.160 --> 00:11:07.040]  這樣就容易說了
[00:11:07.040 --> 00:11:09.440]  所以我給你一個心理準備
[00:11:09.440 --> 00:11:10.800]  超級屬靈的人
[00:11:10.800 --> 00:11:12.400]  你面對約書記第六章
[00:11:12.400 --> 00:11:13.760]  你會很失望
[00:11:13.760 --> 00:11:18.280]  拿着兵器的人走在約櫃前面
[00:11:18.280 --> 00:11:22.240]  那裏才難搞
[00:11:22.240 --> 00:11:24.800]  現在腦子開始動了
[00:11:24.800 --> 00:11:26.560]  開始發作了
[00:11:26.560 --> 00:11:27.680]  那裏才難搞
[00:11:27.680 --> 00:11:30.480]  拿着兵器的人走在約櫃前面
[00:11:30.480 --> 00:11:32.680]  接着約櫃後面有拿着兵器的人
[00:11:32.680 --> 00:11:36.040]  約櫃也需要拿着兵器的人保護着
[00:11:36.040 --> 00:11:37.280]  不是約櫃
[00:11:37.280 --> 00:11:38.800]  約櫃代表神的同在
[00:11:38.800 --> 00:11:40.360]  不是約櫃保護拿着兵器的人
[00:11:40.360 --> 00:11:42.400]  是拿着兵器的人前後夾着約櫃
[00:11:42.400 --> 00:11:43.520]  保護着約櫃
[00:11:43.520 --> 00:11:46.560]  這幅圖畫是這麼清楚地顯示出來的
[00:11:46.560 --> 00:11:50.240]  這個在經文裏面是我們看得很清晰的
[00:11:50.240 --> 00:11:52.560]  無論你在和合本和修本
[00:11:52.560 --> 00:11:55.320]  你都見到拿着兵器的人應該是在
[00:11:55.320 --> 00:11:58.360]  起碼有一隊是在約櫃前面
[00:11:58.360 --> 00:11:59.960]  而不是約櫃後面
[00:11:59.960 --> 00:12:02.520]  如果整段經文是記載拿着兵器的人
[00:12:02.520 --> 00:12:03.280]  在約櫃後面
[00:12:03.280 --> 00:12:04.520]  所有人在約櫃後面
[00:12:04.520 --> 00:12:06.560]  就像過夜彈劾神蹟那樣發生的時候
[00:12:06.560 --> 00:12:07.720]  我就很容易說
[00:12:07.720 --> 00:12:09.120]  攻打一個城牆的時候
[00:12:09.120 --> 00:12:10.800]  其實《大紀元》節目裏什麼都不需要做的
[00:12:10.800 --> 00:12:15.920]  我們緊緊從上帝在我們前面走就行了
[00:12:15.920 --> 00:12:18.440]  大家都很愛聽的
[00:12:18.440 --> 00:12:20.040]  大家都很容易聽的
[00:12:20.040 --> 00:12:21.520]  大家都很喜歡聽的
[00:12:21.520 --> 00:12:24.400]  因爲大家都不想做東西
[00:12:24.400 --> 00:12:25.200]  對不對
[00:12:25.200 --> 00:12:27.160]  跟着上帝做就行了
[00:12:27.160 --> 00:12:29.360]  現在和你介紹《大紀元》節目的時候
[00:12:29.360 --> 00:12:35.520]  現在是打仗
[00:12:35.520 --> 00:12:39.720]  靈因派的釋經和方派的釋經的分別在哪裏
[00:12:39.720 --> 00:12:44.240]  靈因派的釋經常常將經文
[00:12:44.240 --> 00:12:49.640]  希望找到一條方程式出來
[00:12:49.640 --> 00:12:52.440]  然後將這條方程式
[00:12:52.440 --> 00:12:54.800]  重複的應用
[00:12:54.800 --> 00:12:58.640]  神蹟就會重複地發生
[00:12:58.640 --> 00:13:02.640]  然後上帝就會
[00:13:02.640 --> 00:13:06.400]  因着我們不斷重複用這個方程式
[00:13:06.400 --> 00:13:09.600]  而被我們所控制
[00:13:09.600 --> 00:13:11.960]  聽清楚我說
[00:13:11.960 --> 00:13:13.880]  我說個例子你明白
[00:13:13.880 --> 00:13:15.560]  這個方程式是什麼
[00:13:15.560 --> 00:13:17.120]  大家聽過《阿拉丁神燈》
[00:13:17.120 --> 00:13:19.360]  這個神話故事
[00:13:19.360 --> 00:13:21.200]  《阿拉丁神燈》的方程式是什麼
[00:13:21.200 --> 00:13:24.920]  你一定要先拿到那張真正的神燈
[00:13:24.920 --> 00:13:26.440]  這個很重要
[00:13:26.440 --> 00:13:27.000]  拿到了
[00:13:27.000 --> 00:13:28.520]  然後那個方程式是什麼
[00:13:28.520 --> 00:13:32.560]  就是順時針向這個神燈搓三下
[00:13:32.560 --> 00:13:33.480]  逆時針不行的
[00:13:33.480 --> 00:13:34.600]  順時針搓搓搓
[00:13:34.600 --> 00:13:35.200]  搓三下
[00:13:35.200 --> 00:13:36.040]  搓三下之後
[00:13:36.040 --> 00:13:36.880]  接着是什麼事
[00:13:36.880 --> 00:13:38.400]  這個方程式捉到了
[00:13:38.400 --> 00:13:39.960]  無論你是什麼人
[00:13:39.960 --> 00:13:41.720]  無論你是什麼人
[00:13:41.720 --> 00:13:43.520]  你只要按照這個方程式
[00:13:43.520 --> 00:13:44.760]  拿着神燈
[00:13:44.760 --> 00:13:46.520]  順時針搓三下
[00:13:46.520 --> 00:13:49.760]  燈神一定要出現
[00:13:49.760 --> 00:13:50.520]  對不對
[00:13:50.520 --> 00:13:51.640]  然後燈神出現之後
[00:13:51.640 --> 00:13:52.880]  無論你是誰
[00:13:52.880 --> 00:13:55.280]  他就會說主人有什麼吩咐
[00:13:55.280 --> 00:13:57.320]  我給你三個願望
[00:13:57.320 --> 00:13:59.320]  對不對
[00:13:59.320 --> 00:14:00.960]  這個就是方程式
[00:14:00.960 --> 00:14:04.720]  這個方程式就控制了燈神的出現
[00:14:04.720 --> 00:14:07.080]  也控制了燈神爲你做事
[00:14:07.080 --> 00:14:11.320]  現在某部分的靈魂派的人士的解驚恐怖就在這裏
[00:14:11.320 --> 00:14:12.360]  危險都在這裏
[00:14:12.360 --> 00:14:13.880]  就是將聖經
[00:14:13.880 --> 00:14:16.280]  是一些歷史上發生的事情
[00:14:16.280 --> 00:14:19.760]  拿出來又成爲了一個方程式
[00:14:19.760 --> 00:14:20.920]  現在的方程式
[00:14:20.920 --> 00:14:22.480]  我們不斷可以重複
[00:14:22.480 --> 00:14:23.400]  重複之後
[00:14:23.400 --> 00:14:25.280]  就可以控制上帝
[00:14:25.280 --> 00:14:26.720]  好像控制燈神一樣
[00:14:26.720 --> 00:14:27.520]  他一定要出現
[00:14:27.520 --> 00:14:28.520]  然後他會跟我說
[00:14:28.520 --> 00:14:29.680]  主人有什麼吩咐
[00:14:29.680 --> 00:14:31.280]  我有三個願望給你
[00:14:31.280 --> 00:14:32.040]  例如
[00:14:32.040 --> 00:14:34.120]  如果你心目中的耶利哥
[00:14:34.120 --> 00:14:35.360]  在你心目中的耶利哥
[00:14:35.360 --> 00:14:36.440]  可能是某一個人
[00:14:36.440 --> 00:14:37.480]  可能是你的公司
[00:14:37.480 --> 00:14:38.600]  如果公司是你的耶利哥
[00:14:38.600 --> 00:14:39.880]  你久攻不陷
[00:14:39.880 --> 00:14:41.640]  你的公司很迷信
[00:14:41.640 --> 00:14:43.160]  又變得很心硬
[00:14:43.160 --> 00:14:44.360]  那怎麼辦
[00:14:44.360 --> 00:14:45.640]  我就捉到一條方程式
[00:14:45.640 --> 00:14:46.560]  今天我就有一條方程式
[00:14:46.560 --> 00:14:47.160]  方程式是什麼
[00:14:47.160 --> 00:14:48.800]  方程式就是跟我祖源說
[00:14:48.800 --> 00:14:51.080]  星期六星期一
[00:14:51.080 --> 00:14:53.600]  請七天假
[00:14:53.600 --> 00:14:54.840]  祖長你一定要來
[00:14:54.840 --> 00:14:56.520]  你是祭司
[00:14:56.520 --> 00:14:57.720]  我們的約會是什麼
[00:14:57.720 --> 00:14:58.240]  隨便
[00:14:58.240 --> 00:14:59.840]  先找東西代替
[00:14:59.840 --> 00:15:00.400]  然後
[00:15:00.400 --> 00:15:01.000]  豪哥
[00:15:01.000 --> 00:15:01.960]  行行行
[00:15:01.960 --> 00:15:03.160]  去書室買到的
[00:15:03.160 --> 00:15:05.200]  直接從以色列空運過來的豪哥
[00:15:05.200 --> 00:15:06.520]  先學習吹
[00:15:06.520 --> 00:15:07.480]  否則吹不響
[00:15:07.480 --> 00:15:09.320]  吹不響到時第七天就不行了
[00:15:09.320 --> 00:15:09.960]  要學習吹
[00:15:09.960 --> 00:15:10.440]  吹響它
[00:15:10.440 --> 00:15:11.120]  因爲很難吹
[00:15:11.120 --> 00:15:11.800]  不容易吹
[00:15:11.800 --> 00:15:13.440]  你試一下買一支回來吹
[00:15:13.440 --> 00:15:14.960]  完全不容易吹
[00:15:14.960 --> 00:15:16.080]  你找個祖源練一下
[00:15:16.080 --> 00:15:16.600]  練定了
[00:15:16.600 --> 00:15:18.240]  你兩個負責吹豪哥
[00:15:18.240 --> 00:15:18.760]  接着
[00:15:18.760 --> 00:15:19.840]  我們星期六開始走
[00:15:19.840 --> 00:15:20.800]  走一個圈
[00:15:20.800 --> 00:15:21.600]  星期日
[00:15:21.600 --> 00:15:22.240]  第二圈
[00:15:22.240 --> 00:15:23.360]  我們走七天
[00:15:23.360 --> 00:15:24.080]  第七天
[00:15:24.080 --> 00:15:27.160]  我們走七次,方程式是這樣的
[00:15:27.160 --> 00:15:29.080]  走到第七次的時候我們大聲呼叫
[00:15:29.080 --> 00:15:30.080]  吼
[00:15:30.080 --> 00:15:31.080]  你的公司就倒閉了
[00:15:31.080 --> 00:15:37.080]  聽得明白嗎
[00:15:37.080 --> 00:15:40.160]  寧恩派的Pearl Rock
[00:15:40.160 --> 00:15:42.320]  普告行軍
[00:15:42.320 --> 00:15:45.080]  就是想抓到這個方程式出來
[00:15:45.080 --> 00:15:47.920]  然後用這個方程式
[00:15:47.920 --> 00:15:49.600]  不斷重複之後
[00:15:49.600 --> 00:15:50.800]  燈神就出現了
[00:15:50.800 --> 00:15:52.200]  夜話就要出現了
[00:15:52.200 --> 00:15:53.880]  夜話一定要爲你打仗
[00:15:53.880 --> 00:15:55.080]  夜話一定要爲你做事
[00:15:55.080 --> 00:15:59.000]  你說他們從來沒有這樣說過
[00:15:59.000 --> 00:16:00.880]  不需要說的
[00:16:00.880 --> 00:16:02.520]  在應用裏面
[00:16:02.520 --> 00:16:05.080]  已經將這個觀念做出來了
[00:16:05.080 --> 00:16:09.160]  牧師他們從來沒有說過這個方程式
[00:16:09.160 --> 00:16:11.000]  他不需要說的
[00:16:11.000 --> 00:16:14.080]  因爲他們一直都在做這件事
[00:16:14.080 --> 00:16:16.280]  明白嗎
[00:16:16.280 --> 00:16:17.680]  不需要說就不說了
[00:16:17.680 --> 00:16:18.840]  所以他認爲
[00:16:18.840 --> 00:16:21.480]  只要我們去圍成七天
[00:16:21.480 --> 00:16:23.000]  第七天圍七次
[00:16:23.000 --> 00:16:26.000]  接着所有的敵人都要倒閉
[00:16:26.000 --> 00:16:26.680]  例如
[00:16:26.680 --> 00:16:28.080]  如果我們想香港倒閉
[00:16:28.080 --> 00:16:29.400]  很容易的
[00:16:29.400 --> 00:16:30.800]  一個方程式
[00:16:30.800 --> 00:16:33.840]  就是我們呼籲全香港的信徒
[00:16:33.840 --> 00:16:36.000]  我們一起圍城
[00:16:36.000 --> 00:16:38.600]  先圍九龍城
[00:16:38.600 --> 00:16:40.760]  然後又一城
[00:16:40.760 --> 00:16:43.480]  圍着整個香港海旁不停地走
[00:16:43.480 --> 00:16:44.600]  每天走一個圈
[00:16:44.600 --> 00:16:46.160]  到第七天走七個圈
[00:16:46.160 --> 00:16:47.040]  走七個圈之後
[00:16:47.040 --> 00:16:50.840]  我們兩岸在香港島和九龍半島的信徒一起
[00:16:50.840 --> 00:16:53.240]  集慶時間繼續第七次之後
[00:16:53.240 --> 00:16:55.040]  我們一起喊
[00:16:55.040 --> 00:16:56.080]  呼喊
[00:16:56.080 --> 00:16:56.880]  然後
[00:16:56.880 --> 00:16:59.080]  IFC和ICC都會倒閉
[00:16:59.080 --> 00:17:01.600]  我們以爲是這樣
[00:17:01.600 --> 00:17:04.160]  丁智梅
[00:17:04.160 --> 00:17:07.840]  跟你旁邊的朋友說一聲
[00:17:07.840 --> 00:17:10.000]  不要以爲你不用做
[00:17:10.000 --> 00:17:16.840]  福音派的解經
[00:17:17.840 --> 00:17:22.040]  就不會嘗試找聖經的方程式
[00:17:22.040 --> 00:17:26.840]  方派的解經是嘗試找聖經的原則
[00:17:26.840 --> 00:17:28.840]  原則和方程式不一樣
[00:17:28.840 --> 00:17:29.640]  請聽清楚
[00:17:29.640 --> 00:17:32.360]  方程式是必然會發生的
[00:17:32.360 --> 00:17:35.320]  原則不是我做某些事
[00:17:35.320 --> 00:17:36.840]  就必然會發生某些事
[00:17:36.840 --> 00:17:39.040]  我們拿出原則的時候
[00:17:39.040 --> 00:17:39.840]  這個很重要
[00:17:39.840 --> 00:17:41.920]  究竟這個排列的次序
[00:17:41.920 --> 00:17:43.000]  那個原則是什麼呢
[00:17:43.000 --> 00:17:44.560]  我們看見有幾件事
[00:17:44.560 --> 00:17:45.120]  第一
[00:17:45.120 --> 00:17:47.960]  就是祭司要吹號
